soc_case_report_month,soc_case_state_ut_code,soc_case_district_lgd_code,soc_case_program_code,soc_case_household_id_hash,soc_case_ration_card_type_code,soc_case_aadhaar_seeded_flag,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_inr,soc_case_benefit_duration_months,soc_case_dbt_payment_channel,soc_case_benefit_upi_vpa_hash,soc_case_data_latency_days
2024-06,LD,345840,PDS,f6b60320e67b475db720c2,AAY,0,5,4,3,70,51,19,71,15.17,1840.73,53,IMPS,68631d7bc2c0497cb5252271,17
2020-10,DN,859821,PDS,4bb2257ca7954ca6aa1d54,SPHH,0,1,1,0,45,7,38,53,5.46,5369.81,45,IMPS,244e772e5c674d5fb399e972,15
2023-06,MH,574659,PMSBY,f77ebea9f7c848b29cf4c7,NPHH,0,6,7,6,116,85,31,0,11.59,3194.83,20,UPI,6f4093ba53f34bc4830ee233,10
2025-02,KL,978794,PMKISAN,12e48d3881684bb2823a47,SPHH,1,8,9,9,46,0,46,8,10.24,3232.11,21,AEPS,46448c234f0b46408fe6e71c,1
2023-01,WB,885687,ICDS,b03af5a053154d83814536,PHH,1,2,2,0,105,57,48,39,16.67,5077.2,16,AEPS,21b28b840f3248e68315288a,5
2022-02,CG,599349,ICDS,66c4c766aae241299544af,SPHH,1,2,1,0,41,6,35,54,3.64,2676.42,29,NEFT,b02b34022cf5404e9cb91f7e,12
2020-01,PB,711145,PMSBY,502f2fd65d99488485f0e3,PHH,0,6,7,6,3,0,3,33,4.08,1778.58,53,NEFT,9a9a5dbc9e6b4dedb21f1ac3,8
2020-09,ML,397901,MGNREGA,8d92dd6be2c9405cbec9e1,PHH,0,3,4,3,13,7,6,69,17.11,951.2,50,AEPS,6dbdf5367c98494187e58569,9
2025-08,GJ,181367,PDS,1c2f622566e641128e07e0,PHH,0,6,5,4,32,32,0,52,2.21,4465.84,9,AEPS,0db9c28357614dd1a59bd08a,6
2022-10,TN,458863,MGNREGA,df1cce330a004e1db62d3e,AAY,1,6,7,6,22,0,22,49,11.61,3213.64,8,NEFT,801f1cf0502b47168f2024fd,1
2021-02,KL,633046,PMKISAN,ef9bc5c19e124da0ad6363,NPHH,1,3,5,3,18,0,18,23,1.56,5318.32,4,UPI,8a3fa0cb71284b8dbd6d786c,9
2021-12,GJ,263973,PMSBY,4a525b23963545be9c4745,SPHH,0,1,2,2,46,9,37,54,1.85,3137.58,37,AEPS,37bd31eddfc64ac6bd2143d2,9
2023-01,TS,299563,PMSBY,b5adbe5f32fb41dabf2cc3,AAY,0,5,7,6,117,105,12,69,10.95,2871.83,19,IMPS,0b2347d3536d4a3e840ba3af,16
2022-10,GJ,113494,PDS,d9a9e729ee784d678b6323,NPHH,0,4,4,3,24,0,24,3,10.15,2152.88,45,AEPS,b698c1ea118e49ffa22e971b,2
2023-11,TR,760614,PMSBY,f2e63926fe17441d8edceb,AAY,1,7,6,5,28,0,28,58,10.53,1536.45,45,IMPS,b720897303424f4fa2695d40,10
2020-10,GA,909485,PDS,a1bd55850538473194a87e,SPHH,0,3,4,4,119,115,4,70,8.79,5448.71,12,IMPS,7ebb760c1c284ed88a07df21,17
2023-07,ML,844695,PMJJBY,50f7f3b482ed4ba49594bd,AAY,1,2,1,0,24,5,19,34,13.49,890.31,41,UPI,528e39c51fb14105bf6a5b30,5
2022-02,CH,441996,MGNREGA,d74579a944214d999dbb98,PHH,0,7,6,6,99,52,47,61,17.86,5893.19,46,IMPS,00a9475f07954d908aa1c2ba,6
2025-08,HP,634110,MGNREGA,ddc7aa6ab64d4e94aaeeb3,SPHH,0,6,5,4,74,65,9,28,5.33,466.84,59,NEFT,e22d490b019443a285a610f3,1
2020-02,WB,964722,ICDS,1c0dbb4a1136462c9fa345,NPHH,1,5,7,5,111,96,15,15,6.16,3537.96,43,UPI,d331ab16ab2a4991b23e5879,12
2020-01,UP,632225,MGNREGA,107293222a0c4f87b408cd,NPHH,1,8,10,9,66,43,23,65,6.15,661.64,22,AEPS,f442f8846e27490aa8429642,17
2022-03,JK,366298,PMSBY,a387252211e640029194de,NPHH,1,7,7,5,71,37,34,24,13.86,5133.56,59,NEFT,674d95a8227d4cc9a8718fb9,10
2022-07,GJ,404731,PMUY,fb307b5deaa94f92b2b7fb,AAY,0,7,8,7,27,15,12,60,6.59,1611.28,17,UPI,86da1a61c7744da8b3adbfcf,8
2023-11,UP,754418,JJM,705b46e4164243f795dc6d,AAY,0,7,7,7,68,29,39,25,12.34,3808.72,48,AEPS,afca3751c52540fe86965e65,15
2021-10,LA,501624,ICDS,d311656a360b455ba17af2,NPHH,1,4,3,2,80,69,11,31,8.3,5981.97,23,AEPS,3bd8938a242446c198a92928,9
2025-05,WB,853574,NSAP,921689438ead47b6aebcfd,NPHH,1,1,3,3,118,100,18,54,11.14,4325.41,56,NEFT,604e65732d884b238ce4a3e0,8
2022-04,GJ,877696,ICDS,0b9710555f5b407a956dea,PHH,0,5,7,5,11,0,11,27,15.01,1405.58,47,NEFT,403c3461582d410381f9cfd0,16
2019-11,CH,132250,PMSBY,55a1811d19ab48769e5d4c,AAY,1,7,7,5,18,18,0,64,9.5,5239.4,36,UPI,73a98c98a7694888b4e8b2d3,5
2019-11,BR,750987,NSAP,bd18606412614e9a9b8957,SPHH,1,8,8,7,2,0,2,3,8.82,3037.17,13,IMPS,aa83da894aea45a58443a32e,17
2025-10,SK,432963,ICDS,ac4a52a23714471b908a2c,AAY,1,6,8,6,94,61,33,0,5.17,381.7,12,IMPS,9ac5abd2782f46bf85181636,5
2019-12,NL,567777,ICDS,57125d5a36c64e15a0db2e,AAY,0,5,5,5,9,0,9,6,9.53,3317.94,56,IMPS,e261db0f61d44de79b2b404e,10
2025-08,PB,338314,MGNREGA,2333780268c840df894309,NPHH,1,5,5,5,109,96,13,20,5.09,5337.4,48,AEPS,78c7a23871a24e128fe8590d,5
2020-12,OD,431408,NSAP,b504c048c0824b1e867497,PHH,1,1,1,1,43,24,19,4,15.26,2965.74,31,NEFT,9197725ea2c247e99f6ad675,13
2019-08,AR,397341,PMJJBY,17f9a0af025a4f2c84d02a,AAY,0,1,1,0,34,0,34,30,7.31,5002.25,52,IMPS,031c25231e5a4348b7276142,9
2021-02,OD,145341,ICDS,bd53f7cad5934b9eba3706,SPHH,0,1,2,2,117,114,3,1,2.76,4674.26,47,IMPS,af94ca4a39614ecbb9895d70,5
2023-04,LA,804493,JJM,846438b23c55461ca7be1f,PHH,1,8,7,6,86,62,24,60,4.7,3132.86,23,AEPS,9cf0ebc0b65547f2be55856a,15
2021-12,ML,228706,JJM,799a1993989e43ebb45009,SPHH,0,7,7,5,65,41,24,12,9.86,2304.35,49,IMPS,2e24d873cfbe4e67bf626391,19
2024-06,JH,438218,ICDS,1088c8f994974a839704c0,NPHH,0,3,3,2,106,84,22,77,16.54,4804.55,47,UPI,f91d1b5e531349d8b501df8e,0
2023-04,PY,273722,PMUY,bf29152a818d4734b992e1,AAY,0,4,4,3,90,69,21,68,5.76,2587.29,29,IMPS,3fc79d61d631496c8b746ecd,11
2021-10,BR,244548,PMAYG,49bcff9f903047fa81efa6,SPHH,1,4,4,4,76,39,37,55,5.13,1354.54,2,AEPS,99bb5a4546e64bb09f706976,15
2023-06,NL,436044,PMUY,a902e8eebc4d4ad6a172f8,NPHH,1,2,2,2,38,29,9,63,7.61,2289.35,44,IMPS,df50b0ff3da24ea193a885c1,15
2025-10,OD,926888,PMKISAN,e822770417474b1e9c64c7,PHH,1,4,4,2,118,74,44,61,17.44,5736.4,21,IMPS,bfe4b7e4231f462fa4d8d847,4
2021-11,NL,949728,NSAP,3edd2bb52522499d80ba2c,NPHH,1,3,5,3,86,42,44,67,15.29,2057.01,22,IMPS,e16a8f1dd2474b5bae0fa4f0,2
2020-01,LA,443529,PMKISAN,c9ffb16b3707483daa84f5,PHH,1,6,7,7,113,105,8,44,3.12,1756.76,43,IMPS,777264390bbd4869abaa4cff,10
2021-11,ML,554637,ICDS,173638d1589e467b946157,PHH,0,7,8,8,115,67,48,49,11.24,1127.2,48,NEFT,363b963af7094be38ce370ec,13
2024-11,PY,987127,MGNREGA,ae49b78c33684d7fbdb8a4,NPHH,0,1,1,0,65,52,13,37,14.36,642.1,6,AEPS,050a1e021ef9469f988fd26b,6
2020-07,AS,311355,PMSBY,36f8a24dba614679ac1357,SPHH,0,4,6,6,42,40,2,49,13.94,6355.49,49,UPI,af204150855d4c369b62a38f,7
2025-08,UK,950235,PDS,a1a83ca2a6f04bbbad38c0,NPHH,0,8,7,6,113,94,19,30,9.05,3628.02,18,AEPS,cfc8707359a8464b8d6141f2,11
2023-02,SK,195175,JJM,31081fcb1e4c4d3fa2f3af,NPHH,0,7,8,6,119,80,39,9,13.31,4823.8,34,UPI,ea76d0839a834f84b7eca5c0,9
2023-03,HP,303268,PMUY,b6336041c8054d73bb185f,SPHH,1,7,6,4,14,0,14,74,10.71,5092.44,52,UPI,dc0a8a7f7bb0449bb512bc3a,10
2021-03,HP,404474,NSAP,7c32431471ac4a1aa4d628,AAY,0,6,8,7,76,44,32,55,4.03,2484.37,13,IMPS,0b5e5a6c27494aa9a8be757e,14
2025-06,UP,133375,NSAP,4e3b45b6c9c54425868969,PHH,0,1,1,0,72,32,40,56,1.48,5253.22,14,IMPS,204b7af1f1004b0abfe23524,20
2019-04,TN,834156,PMJJBY,12d77bd3d0c743ca9cb401,NPHH,1,8,8,6,89,76,13,22,6.97,6261.2,58,AEPS,847c1cd239e04c05a6f8aa6e,16
2021-02,TN,869873,PMAYG,e37ca65f177e4fd3bef65e,SPHH,0,6,5,3,117,74,43,61,1.58,4898.92,23,NEFT,ba9a304205bd413bb95641a8,0
2021-12,AR,445008,PMSBY,66c1f262d7a74643b63ab9,PHH,1,8,10,8,30,0,30,41,7.41,4712.75,56,UPI,aeddaec5b354471d81856f46,7
2022-05,SK,852746,PMKISAN,0ce33d0f077849acac472a,PHH,1,8,8,7,117,111,6,6,15.01,2979.85,22,NEFT,b4cd0601cb4247218600131c,0
2022-04,PY,795254,PMJJBY,45d3ed6a40384caeae8f07,NPHH,1,3,3,1,77,71,6,76,15.28,5516.18,37,IMPS,a97aca9253964fdca82e23e5,18
2020-01,AP,821264,MGNREGA,c59ac6f3e1494097815b0e,AAY,1,1,3,1,9,0,9,79,1.1,850.79,31,NEFT,b9095ee7a2a4420b8583f03e,13
2020-07,MZ,822433,PMSBY,3412057886584b36b26ba8,AAY,0,6,5,5,61,58,3,69,1.72,4948.04,59,NEFT,04def6b66d4c47b184d883c8,4
2019-09,NL,616133,PMSBY,f83cfb911e5b4377946ae7,NPHH,1,4,4,4,16,2,14,37,12.22,2544.36,33,AEPS,902734185e8a40bf94a9b1b5,17
2023-01,JK,199738,PMKISAN,892a7f5667a248f99917e7,PHH,0,1,1,0,114,65,49,18,9.25,3809.04,30,IMPS,99a2f655264f4c9b88a176aa,11
2021-06,KA,931136,PMJJBY,c9785e093a234327bf8feb,NPHH,1,3,2,2,91,79,12,0,3.11,5836.38,28,IMPS,564faea72ecc4cf580864855,1
2022-12,NL,647793,ICDS,b93a2e3aaacd44f6913645,SPHH,1,8,7,5,108,77,31,58,14.6,4051.12,23,IMPS,a5c56477ef1a4bb8861c791b,3
2023-02,UP,911136,PMKISAN,a12d51959d544ee681ca18,NPHH,1,3,2,1,72,24,48,71,4.29,458.61,26,NEFT,20dba2671b33405baa78a36a,16
2023-11,AS,963185,NSAP,e0fefe6df57243549005a3,SPHH,0,3,5,5,47,35,12,8,1.87,4780.15,28,IMPS,5b46e833903542d5b7f27e6b,6
2022-10,AN,268446,PMUY,20c056e7472f4290b4dfbb,NPHH,1,6,6,5,51,17,34,54,13.62,6059.95,46,AEPS,f41f45c0c7e245939495818e,11
2023-07,CH,461923,PDS,1362d759d88449d79356b2,NPHH,1,6,8,6,113,91,22,2,11.14,4280.47,3,IMPS,0352ff02191549399135ca45,18
2023-02,UP,273244,PMUY,2b2a1a15a0564816816f17,AAY,1,3,3,1,18,4,14,62,7.4,5640.8,30,NEFT,8a47a58737ad488fb7925734,6
2023-07,TS,145849,JJM,d4ffe760edd54f5fa4152e,NPHH,0,7,9,8,106,59,47,2,12.62,5416.83,33,AEPS,2b034d2ffc68450181c6b63f,0
2023-04,UK,969764,NSAP,6a6d7219eee54ee5ada1b8,SPHH,1,5,4,4,50,18,32,78,16.45,5640.01,45,UPI,f8a85075851942d9b5ec52fc,1
2021-03,AN,930971,PMJJBY,0ccd6665e5ec4ec3b8872b,AAY,0,2,1,0,70,49,21,13,1.1,2433.42,40,UPI,4748d1db2289497e936fbce7,19
2020-09,JK,938566,MGNREGA,5fa5c48e56a547938f3f99,AAY,0,3,2,0,80,40,40,32,11.48,3239.81,26,NEFT,1d60c0b579a04fb2830183a8,12
2024-07,ML,895298,PMAYG,e8856c9c481f434a86b08f,PHH,1,7,9,8,9,0,9,55,4.32,5557.81,7,IMPS,a6b4da5c81ef48e796bda00e,6
2021-05,MZ,683895,NSAP,80e9f9b1e4104ea88b0f0e,AAY,0,1,2,1,17,0,17,67,8.8,5944.47,22,NEFT,368a2090c9374ca5a3dd292f,1
2022-11,TN,569926,JJM,9abda47b84294d3281f4a4,PHH,0,1,2,1,19,0,19,29,7.92,1210.42,16,NEFT,e9cf171f243b4204b1cc3bb3,14
2020-05,GJ,992325,PMKISAN,fbbb5d41582f4cb29cfc74,NPHH,1,6,8,8,93,77,16,78,7.32,1425.5,13,NEFT,565a46a3c0d34a10ab262595,0
2022-01,DN,597027,PMSBY,718d05f584994dacbf011d,PHH,1,4,4,4,9,0,9,1,3.83,2450.34,43,AEPS,63c9f2648edf4adb9ae062a1,1
2022-09,WB,678187,PMSBY,dcc3b5b4a98f415ea6903b,AAY,0,3,4,4,73,62,11,37,14.55,5075.85,29,NEFT,286639500d5a4e00bad581d8,12
2023-05,TN,290566,PMSBY,c95b121fa29b4d87a47cc8,PHH,0,4,5,3,12,0,12,79,7.14,5724.88,47,AEPS,3fbb3d4fbc994c3fbf4f7de6,13
2022-09,KA,772036,MGNREGA,8da6857f28cf4a6589c1a3,AAY,0,2,3,3,92,52,40,21,16.03,3897.49,9,NEFT,73effc657caa400aa4dda1f1,11
2021-07,MP,837504,MGNREGA,667b2f2e6cb340cf954034,NPHH,0,3,4,3,117,84,33,42,6.71,1002.26,59,UPI,5ba51b2c89744dde8ab5352c,19
2025-09,ML,710674,ICDS,5c23fe9c73be4bfea7cf76,AAY,1,2,2,1,49,20,29,35,15.19,2183.24,28,UPI,ddc29c35eca54d5fa545fa50,5
2022-08,TS,548739,JJM,246eeba40cfe4c47a3ac02,NPHH,0,5,4,4,25,0,25,31,10.03,5613.54,15,UPI,055e1a6aeb6f48b58058aa80,11
2024-08,AN,278081,PMUY,31420ee85f72409ca4b99d,PHH,1,6,5,3,53,44,9,61,7.25,2454.84,22,AEPS,4d6a55b398ed4a4cb2430939,6
2024-02,TR,130489,ICDS,4cce6215626144b986f64e,AAY,0,8,9,9,82,64,18,41,12.82,937.4,50,NEFT,7a05c2186b484d46b4a26363,7
2022-11,LA,664578,PMUY,6bf867dc1a824539a127ef,SPHH,1,1,2,0,87,52,35,57,14.27,2172.82,42,IMPS,608dfbb5d47a420b89b9c511,3
2025-03,LD,714712,NSAP,d90cd57b71824cf7a5b9c6,PHH,1,3,4,2,76,74,2,41,8.95,5301.58,11,AEPS,9b344e5189984875bda4fe86,16
2019-11,UP,795353,MGNREGA,4e1fdea33ef74f96a087df,NPHH,1,3,4,2,69,24,45,79,7.94,3359.57,59,UPI,a3a0ae6182c645faa41824bd,14
2025-06,MH,955445,PDS,723778370c8942f2882ca7,SPHH,0,5,4,4,75,67,8,37,10.6,1363.75,8,UPI,e9b8658ac1d147f4b12ac63e,14
2024-12,SK,547624,PMJJBY,9fd8a5963ce44c58a0f0ef,NPHH,0,5,5,3,26,0,26,63,10.74,2238.32,17,AEPS,076125edef20428cbb37c765,2
2022-07,ML,846234,PMJJBY,fdc3805e10014b7fa7c548,PHH,1,8,8,7,24,0,24,49,7.95,6212.2,44,IMPS,0f22a44c7f8b45f6a5155ebe,2
2024-02,TN,744661,PMUY,8b487b77b6f445bdaded39,AAY,0,8,10,9,111,69,42,64,13.76,2978.14,32,IMPS,2ea026be5d3a45eca02c9cf1,16
2022-08,CH,349478,PMSBY,7c66f3300c344cb4bc404b,AAY,1,7,8,6,69,31,38,70,7.5,3037.92,27,NEFT,eb8528f2122e4f6cb4a46236,13
2020-11,MH,860607,PDS,fb090f71adf2487cae68cd,PHH,1,2,3,2,103,78,25,18,8.43,1249.03,55,AEPS,23f4966127c74689a640ac12,0
2024-08,OD,147992,NSAP,f025b304d3504deaaf17e7,PHH,0,1,2,2,75,38,37,24,11.09,2188.24,47,IMPS,d4eedf616800481dbf5ed4e6,13
2020-09,AR,639000,PMSBY,60c5d0aea3c041e5aa5bca,NPHH,0,8,8,8,54,37,17,24,17.77,5351.05,57,NEFT,652646db16e64e8c93a7c912,20
2021-03,UK,946315,ICDS,cd89ffad972c4a33ba7e2a,PHH,0,8,10,9,68,39,29,38,5.06,5174.43,17,IMPS,db13bb7718754c1fb7a1c722,15
2022-08,NL,693066,ICDS,1448db81e545467d890270,NPHH,0,3,4,3,83,38,45,39,4.56,3000.09,51,UPI,5b8fc8e041d24ac39281c8b3,5
2024-11,MZ,943355,JJM,0ad89ca5a857467784a9f7,AAY,0,1,3,3,22,18,4,0,3.6,5840.64,13,UPI,3bfef396dae0434b838f0406,6
2021-09,PB,150542,PMJJBY,c54551237d9a490cbd4105,PHH,1,6,7,7,55,38,17,71,12.57,2657.61,48,UPI,c8be988a0ae6488c94adfe78,15
2022-06,HR,579173,PMJJBY,0ff67fdf90a046799f1d16,NPHH,1,5,6,4,86,86,0,68,8.36,5658.84,33,AEPS,2c0b003882f943aba54b7ae7,8
2019-04,SK,802550,ICDS,d136d848ed7a44219d6186,AAY,0,8,7,6,10,0,10,48,7.3,495.71,36,IMPS,02a88244be524a3aaf9853f7,15
2019-10,UK,678085,PMKISAN,1005fcbfa298403795d5da,PHH,1,5,6,4,8,0,8,24,4.07,2452.83,7,UPI,47eb1c757f6149fa96dbe780,20
2019-05,MP,892481,NSAP,b1e321924c444264b0ee8b,NPHH,0,7,6,6,19,18,1,66,16.09,5601.42,52,AEPS,c5e605c805894e30a1f42631,8
2019-07,CG,516339,PMUY,b0226a63e20448a3829f7e,SPHH,0,7,8,8,70,43,27,21,8.26,5888.12,17,AEPS,6357ff1d7d5a43b296d0c43a,12
2025-01,MH,714342,PMJJBY,97b8420dca0347b081efdb,NPHH,1,1,2,2,28,8,20,24,11.13,4989.83,36,NEFT,e80ea446a2734972b2bbff99,10
2024-11,HR,477788,PMSBY,577b7225e7724d62a75ea4,SPHH,1,2,3,2,52,13,39,79,2.47,4453.17,10,UPI,03d77af7942d44c3b43bfbb2,10
2024-10,MH,884906,PMAYG,e8db4863e655495d9760cf,NPHH,0,7,7,5,16,5,11,73,2.39,5356.13,55,NEFT,ed744d237bf844b5a20611a4,1
2019-05,TN,207503,PMUY,c10ae1c3f20642878f92cb,NPHH,0,2,1,0,30,22,8,46,1.68,4686.86,19,IMPS,3a6969927dd2452abc5a7c73,20
2019-07,CG,328707,PMKISAN,b0a507cee02943a3bb0141,NPHH,1,2,3,3,2,0,2,13,6.93,1876.17,46,IMPS,5eb2d9b7c121413d86cd6836,11
2020-12,UK,187077,PMUY,5fccf3ec8fdf479299f049,AAY,0,7,8,6,96,76,20,9,8.78,3190.67,46,NEFT,69460a9b397140b7b392d2da,4
2022-12,HP,731889,ICDS,24c05c28401241f8bf0b1b,SPHH,0,2,2,1,55,31,24,77,4.78,4396.37,33,UPI,c197d75597a841e7ba250156,12
2021-05,JK,309458,PMUY,07dacf4de88448d7a0748d,AAY,0,2,3,2,21,0,21,21,6.62,3944.38,8,IMPS,d3a7632e0f96450ab638a682,8
2022-05,UK,385423,JJM,908a417cf34d4cb4a36ad8,AAY,0,1,3,3,63,40,23,54,0.61,5787.61,17,IMPS,a86432a096144b858dbcd8cf,17
2020-03,JH,852975,PMSBY,9bf7a8859d874111b9455f,PHH,1,4,5,4,111,103,8,28,6.64,3237.84,37,NEFT,5f079ed08c914adca3097a36,15
2024-02,RJ,424164,PMUY,dc6707e91d2f47ba931fdf,SPHH,1,6,5,4,98,64,34,39,2.59,1403.52,32,IMPS,77dec29c6a464b059b526a23,8
2021-03,BR,231248,PMJJBY,a61783d391b7438485321e,PHH,0,6,8,6,106,103,3,78,2.75,1630.41,35,IMPS,ac91ada1b325464e9f8ffd7a,14
2019-06,BR,118873,JJM,f6cb324b3c014b3cbd2bd8,NPHH,0,8,8,8,48,31,17,47,0.58,5545.55,15,IMPS,eb58d3d5d4ae4d76a13cc735,0
2024-03,LD,304028,PMAYG,5a9a1d0e845e471d933473,PHH,0,6,7,7,43,11,32,34,12.69,354.07,32,UPI,0f8308fa83b9465099608983,20
2025-04,AN,923215,PDS,a32ae3ecae794d23bd0dad,SPHH,0,7,9,7,37,25,12,33,16.8,5688.61,6,NEFT,ec8dcd70e5d547d49d16103d,10
2019-02,GA,593752,NSAP,0b1ac75bb082431f8d9cda,NPHH,0,2,2,1,36,7,29,18,11.38,644.65,29,NEFT,8f6d4d78a210443d9428a162,13
2022-01,KA,995348,JJM,393e3fefc49a46728053a6,NPHH,1,3,4,4,110,88,22,44,2.18,2728.28,6,AEPS,4a4ca29e98f34522b1d7d76d,13
2024-10,HR,293617,PMSBY,c6915ca291d84fc7a6db49,AAY,1,3,2,2,16,0,16,45,17.82,5261.09,40,AEPS,dfdf79e1707f449fb28212a8,6
2023-12,MN,416330,NSAP,4b345a5b622f49d6b01891,SPHH,1,1,3,2,102,88,14,7,17.57,2827.22,34,AEPS,1a07bae5ea8246dba6b33837,14
2024-12,KA,246885,NSAP,81f42934cc4e430788127e,AAY,0,8,7,6,109,64,45,32,8.69,5398.56,51,NEFT,b53def6a841a4e66855f03c6,8
2021-11,KL,458541,PMJJBY,e55a1f51971b4caabe59ec,SPHH,0,2,3,3,101,70,31,51,2.39,921.85,28,NEFT,5708da87d2f24cd8a5bc8524,14
2021-08,PB,606984,JJM,a0b6648b43214b1aa584ee,PHH,0,4,4,3,75,38,37,4,13.11,3471.56,10,NEFT,ff6dc1bb4346442eae6fcdbb,1
2023-12,GJ,827315,JJM,dd9d90f29b31444e81c012,NPHH,0,3,2,0,102,94,8,78,17.33,3911.34,14,AEPS,70f782b81db844e0b1663d26,3
2020-01,DL,431283,PMAYG,f21a321cb3a34b0c86569c,NPHH,0,1,1,0,3,3,0,68,14.13,5823.39,49,IMPS,18546137ac8b4b228001d2b4,19
2020-09,UK,794377,NSAP,1a046ba93eaf4cb092c66d,NPHH,0,8,10,9,98,62,36,50,11.42,880.45,57,IMPS,5762cda0d94d4269bfd0f8e0,15
2023-03,WB,663542,MGNREGA,d9d1ab1d132c4b7b9204c6,NPHH,1,2,1,0,61,37,24,1,11.19,2399.32,4,NEFT,88373899485e4d8f9133c63a,2
2023-09,GJ,362630,PMSBY,2dd5f74074ad4542954573,PHH,0,1,1,0,115,100,15,41,17.61,4387.96,40,IMPS,fc1e3bb5385a4fd0a8e9af34,4
2019-11,UP,920983,NSAP,f921abbc05574bc584d76b,SPHH,0,3,2,2,10,0,10,71,1.78,6375.57,29,AEPS,21967f782ce644f8a683478e,11
2022-07,DN,490820,PMUY,267a7cb20dd0407b86e2ab,AAY,1,2,1,1,111,95,16,1,3.12,5559.3,16,IMPS,c8b5edd61dfb493eaeb6f563,0
2021-07,GJ,235893,ICDS,2364d422c51145ca998f84,SPHH,1,8,7,5,68,47,21,63,15.04,5548.27,31,NEFT,4d339b2aa1da4415a9b75b2e,8
2022-07,WB,966428,PMJJBY,fbf782da707c4c9e8334ff,AAY,1,2,3,3,12,0,12,67,3.04,3506.53,56,AEPS,aa1be73a30c84f83a112c3be,6
2025-09,MP,922089,PMAYG,12889a44e5e84738be1b27,SPHH,0,3,5,3,61,13,48,6,7.21,3798.65,12,AEPS,ce8ce809d45744388afc6781,2
2019-07,AN,144587,PMUY,5e40de33f1c549ddacd0ca,NPHH,0,3,4,4,4,0,4,18,5.43,5623.2,50,AEPS,1e998f673cde42f8accbd727,6
2025-12,NL,912240,PMAYG,49406c81fdcc4867ab9807,SPHH,0,1,3,1,9,0,9,57,4.76,5691.68,6,AEPS,70b61fe31cad4ea391e1345a,6
2022-02,AN,952638,MGNREGA,9e2bf3944c174f61aca533,NPHH,0,1,2,0,63,58,5,72,0.95,5274.1,43,NEFT,905351cd21314ef6b576685a,1
2024-05,GA,846177,JJM,810ef89e5c5c47cd81b20b,AAY,1,5,5,3,97,92,5,61,10.41,5375.14,5,NEFT,ed442acd90ff46daa51735b5,13
2021-12,MN,329496,PMUY,f2f6beb6c6164db6b45482,NPHH,1,2,4,2,12,0,12,42,7.52,5753.71,4,UPI,0ba5eba1df3e4e72ac6454c8,5
2021-03,JH,668156,ICDS,b32f69098680436496256d,SPHH,1,1,1,1,31,6,25,48,10.15,1005.45,3,NEFT,1ff4b76bbe44409898e7b589,0
2024-05,HP,584416,ICDS,6971868b680c4a7294f56d,SPHH,1,3,4,3,46,40,6,41,5.83,2114.36,48,IMPS,1c5fc72a96664fc4adf9a60e,0
2023-10,KL,658131,PDS,d3a3d784575641cd8f0ef0,NPHH,0,3,2,1,64,30,34,46,16.98,6351.9,34,IMPS,de67d5c73c504453b116800f,20
2020-01,MH,654798,PMUY,0606bb3c060f49f19d845c,SPHH,0,4,6,5,0,0,0,61,10.85,3677.61,41,UPI,1c387714a61d43078313b80d,2
2023-12,CG,675290,PDS,950655208a3b480bbc77ee,PHH,1,8,7,7,76,73,3,3,17.32,1394.08,10,AEPS,a0bb08050c874e478001ac63,19
2024-04,UP,562600,PDS,5a9d9cf989d84b77a7c5e1,SPHH,1,3,2,0,59,18,41,16,6.63,3418.94,55,UPI,7c2a67fa94d14359b3b8a7dc,3
2021-09,PB,721445,ICDS,67f5b394e97f4dcab9458d,SPHH,1,6,6,6,115,98,17,4,0.54,4303.86,48,UPI,7b027c0ff6c04a46a71cb84a,1
2025-06,CH,573945,PDS,604541528534460fb85635,NPHH,1,7,8,6,36,17,19,63,14.17,5434.98,29,IMPS,86c60a46e781438d9187c10e,11
2023-06,UP,114833,PMAYG,c7d4f462c1c0487f9152f9,PHH,0,1,1,0,59,24,35,58,14.98,5335.5,54,UPI,47efb7437de5421ea22580ac,18
2021-05,GA,131753,PMJJBY,7e7ea04fae964a0487ee87,SPHH,0,5,5,5,9,0,9,4,1.53,605.3,9,AEPS,e846ecf3ee29456fb0af1a36,1
2019-01,AS,962282,PMSBY,235e9094846c42a688cf04,SPHH,1,4,4,2,110,103,7,8,11.44,3111.85,18,UPI,4f549a8dd56f495da0d41dd6,6
2023-09,ML,918324,PMKISAN,00eb1687bfbc4615a6e006,AAY,0,5,6,5,100,52,48,21,12.07,427.53,3,UPI,953cbe4ae85c4ec28e7d420f,15
2020-06,NL,627042,PMSBY,69a012bf52e04657ae3af0,AAY,1,2,4,4,42,25,17,19,3.05,5806.57,10,AEPS,e64c5cb4a0694ee3a470b6a6,1
2024-04,HP,257130,PMJJBY,3541d45eec9f4015bd24c6,AAY,0,4,5,3,55,47,8,41,10.17,1378.22,50,NEFT,f4cca3c605844b26a2cd1843,3
2022-09,AN,803318,PMKISAN,2ddf1795bcff4713b3e719,SPHH,0,1,2,2,102,68,34,39,4.76,4174.22,25,IMPS,87a57d5a40264448a5e8aa5b,6
