econ_output_release_quarter,econ_output_country_iso2,econ_output_region_nuts_code,econ_output_nace_section,econ_output_gdp_current_eur,econ_output_gdp_chain_linked_eur,econ_output_gva_current_eur,econ_output_gva_chain_linked_eur,econ_output_gdp_per_capita_eur,econ_output_household_income_disposable_eur,econ_output_productivity_gva_per_hour_eur,econ_output_investment_gfcf_eur,econ_output_government_consumption_eur,econ_output_export_goods_services_eur,econ_output_import_goods_services_eur,econ_output_eurostat_table_code,econ_output_revision_round,econ_output_seasonal_adjustment_flag,econ_output_reference_base_year,econ_output_data_extract_date
2019Q2,LT,RO732,I,11881709545.06,12296360598.96,11575495050.57,11979459749.74,3268.31,5831650191.98,380.527187,3163532488.72,2300807562.61,5792045410.04,5324549902.01,namq_10_gdp,BENCHMARK,1,2020,2024-04-12
2020Q1,SK,SI11,N,11893828596.07,11479432951.23,11435880493.73,11037440325.1,3263.82,4409205558.95,324.269524,3189518897.54,2849031744.81,6232185497.43,2833392343.22,nama_10_gdp,FLASH,0,2015,2024-09-27
2021Q4,HR,LV41,S,11927784322.01,11810495674.56,10381498959.81,10279415292.08,3259.0,5898482051.85,490.573574,2170188401.85,1973136214.21,6157838954.28,2952523107.75,nama_10r_3gdp,FIRST,1,2020,2025-12-11
2022Q3,DE,SI85,C,11939914928.7,12666757906.93,10277862823.45,10903528288.32,3255.84,5715306831.38,293.730737,2518770082.24,2440135854.09,4112558667.74,4793650743.3,nama_10_gdp,SECOND,0,2015,2024-05-24
2023Q2,LU,BE604,H,11971963415.76,12083966693.88,10571675289.67,10670578222.01,3259.03,5839347112.14,279.963431,2386026463.1,2844173465.89,5140789254.61,4649296662.59,nama_10r_3gva,BENCHMARK,1,2020,2024-01-20
2024Q1,SI,AT414,M,11990149243.93,12839533327.3,11187603062.25,11980134646.21,3258.02,4946157673.04,411.708231,2509825084.77,2818596015.96,3488651555.56,4308788553.22,namq_10_gdp,FLASH,0,2015,2025-03-01
2025Q4,CY,AT1,R,12025807911.05,11687841784.65,11339419033.44,11020742770.31,3256.51,4522108509.53,756.86189,1933525608.81,1717251946.7,5222697463.55,5854950095.87,nama_10_gdp,FIRST,1,2020,2025-02-27
2026Q3,GR,EE74,B,12055588091.19,11292160836.98,10624058575.29,9951283775.31,3265.89,5094029461.62,279.890451,2407429045.44,1844090639.72,3074224467.49,3999018829.43,nama_10r_3gdp,SECOND,0,2015,2025-04-20
2018Q2,MT,EE1,G,12073003466.76,12233247629.79,11769684249.48,11925902476.94,3256.79,4584637664.12,369.151889,1976274468.7,2162161419.09,4444242144.88,2828044335.33,nama_10_gdp,BENCHMARK,1,2020,2024-05-05
2019Q1,ES,FI22,L,12088024904.55,12702227582.13,10553582279.72,11089818641.37,3257.77,5504321584.71,304.486169,3075124516.48,2283004106.81,2772092355.44,3470142015.8,nama_10r_3gva,FLASH,0,2015,2024-04-25
2020Q4,CZ,LV22,Q,12113909892.59,13133927162.23,11816731837.72,12811726075.92,3254.78,4812271675.48,474.43737,3173889175.52,3105340533.09,6303146025.69,3279734025.86,namq_10_gdp,FIRST,1,2020,2026-01-24
2021Q3,HU,SK47,A,12135960031.95,10918063731.91,10937459862.06,9839838259.59,3258.81,5815778194.59,430.179751,2054541169.69,2370325525.19,4648025472.07,3871987534.66,nama_10_gdp,SECOND,0,2015,2025-01-17
2022Q2,NL,DE67,F,12173355076.15,12276109911.56,11780131011.29,11879566657.06,3260.12,4301505375.71,411.283174,2798903687.35,1704730732.42,5341957071.72,4159166242.27,nama_10r_3gdp,BENCHMARK,1,2020,2025-01-10
2023Q1,SE,AT23,K,12190299773.51,11582607469.36,11823877666.57,11234451680.62,3258.31,4340794428.04,414.801874,2904453302.79,2149237982.39,5516718642.49,3155729288.01,nama_10_gdp,FLASH,0,2015,2025-06-18
2024Q4,DK,AT884,P,12229643899.0,12067760918.12,10920746272.52,10776189082.25,3256.35,5887770335.53,719.493095,2583497956.93,1829721968.3,3120930950.24,6070279724.28,nama_10r_3gva,FIRST,1,2020,2024-10-11
2025Q3,IE,FI86,U,12236573540.42,11157090280.39,11128242699.06,10146533916.98,3256.79,5226971608.92,589.925505,2403606893.55,2147939831.62,3267758802.81,3646638218.85,namq_10_gdp,SECOND,0,2015,2025-04-02
2026Q2,PL,NL37,E,12280920886.39,13120714421.65,11401962224.28,12181650836.71,3262.96,4623123932.15,894.253365,3412686643.84,2514983753.1,6213732869.83,3947853742.85,nama_10_gdp,BENCHMARK,1,2020,2025-06-25
2018Q1,AT,ES828,J,12308378015.25,12110300449.92,11009025708.13,10831858496.8,3256.51,4541109527.46,687.568623,2362698443.35,1960075110.43,6023547977.34,2898364400.15,nama_10r_3gdp,FLASH,0,2015,2024-12-17
2019Q4,EE,IE91,O,12337655126.15,11228637221.32,10899881057.21,9920103041.91,3259.76,6179736912.91,662.846222,2529385753.5,2797561716.57,6611828751.28,5804373081.84,nama_10_gdp,FIRST,1,2020,2025-09-27
2020Q3,IT,BG420,T,12361565145.19,12931231316.67,11809108159.69,12353315091.0,3262.41,6113535946.9,494.553613,2752053245.46,2699099521.76,4566977046.09,6193562782.88,nama_10r_3gva,SECOND,0,2015,2024-07-02
2021Q2,PT,HR472,D,12387957249.03,11296475190.54,11212337538.48,10224437353.57,3262.82,4295867357.97,571.438942,2112854830.2,2898785079.81,3476700847.38,4708388847.33,namq_10_gdp,BENCHMARK,1,2020,2025-07-13
2022Q1,BE,GR28,I,12401371289.45,11698606358.28,10691372297.78,10085510144.19,3256.94,5255698458.93,320.729093,2758156734.23,2461705149.92,6306257520.51,2682734106.89,nama_10_gdp,FLASH,0,2015,2024-09-21
2023Q4,FI,LT64,N,12431293623.25,11678723794.74,11764469769.46,11052268347.37,3254.66,4695287016.77,516.235686,2062664790.34,3119257284.69,3613749670.46,3097082880.25,nama_10r_3gdp,FIRST,1,2020,2024-02-16
2024Q3,LV,BE230,S,12450956973.42,12104289371.48,11423892893.83,11105821474.68,3255.15,5811421590.84,618.750234,2846588469.04,3112975266.49,6367020298.5,3543886077.58,nama_10_gdp,SECOND,0,2015,2025-09-22
2025Q2,RO,LU28,C,12466750368.44,13022449736.44,11269594934.33,11771931677.86,3254.61,5856170448.77,356.758994,2756384121.41,1933606155.98,3350842625.65,4218027599.72,nama_10r_3gva,BENCHMARK,1,2020,2025-11-06
2026Q1,BG,FI70,H,12488628221.46,12518087797.59,11621172260.05,11648585583.82,3251.15,5800263079.34,404.246159,3013420461.66,2094984471.92,5875937627.62,5954990806.63,namq_10_gdp,FLASH,0,2015,2025-07-02
2018Q4,FR,SK38,M,12514597631.82,11827484297.32,10768091402.4,10176869901.93,3252.36,4402616673.09,403.442962,2440076468.79,3005664696.53,5526051743.53,4291951846.14,nama_10_gdp,FIRST,1,2020,2025-03-28
2019Q3,LT,HU955,R,12541583107.95,13387142763.53,11288532810.53,12049611203.36,3251.68,5173755731.05,671.988365,3161932967.73,1923116069.11,5843084356.88,6153556757.68,nama_10r_3gdp,SECOND,0,2015,2026-02-12
2020Q2,SK,SI968,B,12584653656.28,12423322958.64,11406846179.28,11260614546.51,3255.75,4371359452.75,566.233482,2827316105.85,2803029661.48,3196854739.72,3742989240.85,nama_10_gdp,BENCHMARK,1,2020,2024-02-04
2021Q1,HR,IT80,G,12613726583.71,13514341940.8,11444800565.41,12261955042.29,3261.71,5682424590.9,456.488737,2979689101.74,3144860582.65,5269970107.59,6444558052.04,nama_10r_3gva,FLASH,0,2015,2025-10-14
2022Q4,DE,PL361,L,12611844105.09,11644631424.52,12029536537.95,11106981502.87,3250.77,4590111883.82,729.215349,3148593302.25,2526662068.71,5701979228.59,3642240464.32,namq_10_gdp,FIRST,1,2020,2026-02-25
2023Q3,LU,LT98,Q,12643125538.19,11654471595.16,11035024828.04,10172119466.96,3251.11,5285245061.72,578.92229,2736187584.82,2232264709.76,4457800016.61,3628215645.61,nama_10_gdp,SECOND,0,2015,2024-11-25
2024Q2,SI,ES86,A,12682275450.21,12600441522.68,11535788767.32,11461352684.8,3254.61,4617434862.56,503.796892,3472308571.06,2201704780.35,3934307667.34,5645079532.42,nama_10r_3gdp,BENCHMARK,1,2020,2024-08-05
2025Q1,CY,HU24,F,12686213374.69,12650459519.63,11731761695.81,11698697794.48,3247.9,5423553882.31,503.101599,2231902197.19,2754009269.57,5896426724.26,4430245621.22,nama_10_gdp,FLASH,0,2015,2025-05-30
2026Q4,GR,GR1,K,12739422323.19,11491064744.29,12364176972.38,11152590321.21,3253.29,6311871309.37,601.664967,2118410209.3,2058198053.45,3194651878.89,5280764210.99,nama_10r_3gva,FIRST,1,2020,2026-02-06
2018Q3,MT,ES9,P,12739353145.57,12340182084.23,11031770876.59,10686104684.67,3249.63,5007110299.22,331.870654,3086663257.12,2053855626.74,5672510284.04,4675181660.75,namq_10_gdp,SECOND,0,2015,2025-08-21
2019Q2,ES,ES8,U,12770254481.29,12847024433.51,11630932297.02,11700853074.09,3254.89,6072478950.79,510.445482,2738237492.22,3090796222.8,4545581796.66,5973522332.2,nama_10_gdp,BENCHMARK,1,2020,2024-10-09
2020Q1,CZ,SK4,E,12809504113.12,13016686889.87,11505596218.04,11691689399.45,3257.98,4490017643.69,886.269418,2737921268.17,2074694235.24,3441659760.45,3734601211.32,nama_10r_3gdp,FLASH,0,2015,2025-03-21
2021Q4,HU,BG145,J,12821711689.95,13159236383.75,11347201347.61,11645910346.3,3254.91,4599751182.94,507.899843,3222742439.02,3098790490.15,4387552507.89,3045645935.55,nama_10_gdp,FIRST,1,2020,2025-05-18
2022Q3,NL,BG39,O,12838621156.93,13573228366.97,11268923344.68,11913714731.32,3249.4,5409992316.67,593.04376,2883829237.16,1810846511.66,4236157584.76,4635463218.09,nama_10r_3gva,SECOND,0,2015,2026-02-17
2023Q2,SE,GR5,T,12887599281.71,13721329228.92,11152641102.44,11874132411.59,3252.95,5940514145.97,411.789247,2759892489.35,2537382021.45,4992697737.39,6487548588.53,namq_10_gdp,BENCHMARK,1,2020,2024-02-29
2024Q1,DK,FI183,D,12902894205.58,11834966871.17,12078617248.48,11078912429.07,3251.36,5314961420.54,407.1466,2369400897.45,2629756222.86,7009194099.46,4300699792.5,nama_10_gdp,FLASH,0,2015,2025-05-20
2025Q4,IE,FR130,I,12920251291.59,12826999111.12,11904198631.98,11818279832.57,3249.76,4435404645.71,430.83872,2324659684.08,2338825269.42,4431794028.53,4549297372.18,nama_10r_3gdp,FIRST,1,2020,2024-12-31
2026Q3,PL,PL805,N,12957435016.29,11692526716.91,12204648330.72,11013227270.52,3250.06,6210591552.9,899.727318,2657768635.89,1993544304.06,3805973513.54,3949417491.34,nama_10_gdp,SECOND,0,2015,2024-11-24
2018Q2,AT,PL55,S,12962332566.39,12129467311.13,11412911284.98,10679600577.06,3247.21,6171278358.72,449.160378,2901370371.07,2925061530.61,4008548923.0,5210171708.89,nama_10r_3gva,BENCHMARK,1,2020,2025-04-01
2019Q1,EE,BE655,C,489116466.84,442025725.62,434062884.39,392272545.38,244.1,214441501.5,16.044364,90711476.67,102066283.27,250178988.96,156666761.2,namq_10_gdp,FLASH,0,2015,2025-01-04
2020Q4,IT,RO81,H,511650109.77,509200339.64,441591734.35,439477402.27,255.35,229320011.34,18.923729,88328617.06,104648354.32,170205565.41,258396679.05,nama_10_gdp,FIRST,1,2020,2025-12-18
2021Q3,PT,NL2,M,536758567.13,484507518.41,485915920.3,438614176.13,266.2,278861635.54,32.769736,100612259.25,109754155.77,268014563.02,244518662.46,nama_10r_3gdp,SECOND,0,2015,2025-01-14
2022Q2,BE,PL84,R,584917197.29,551811532.67,537406972.56,506990333.97,288.41,228003486.41,33.740507,145117288.8,109689023.62,230610043.57,225713184.8,nama_10_gdp,BENCHMARK,1,2020,2025-01-18
2023Q1,FI,RO324,B,595532637.35,586313331.01,514888639.49,506917764.68,293.39,233686960.4,14.794043,119365479.25,105529256.86,234606473.01,297448224.47,nama_10r_3gva,FLASH,0,2015,2024-10-04
2024Q4,LV,SK19,G,612938265.68,610522693.38,581649319.58,579357056.13,300.55,293604249.75,28.522917,123325402.86,103616610.19,219926505.49,248605282.91,namq_10_gdp,FIRST,1,2020,2025-11-02
2025Q3,RO,PT268,L,639483317.07,630188295.51,567477974.41,559229565.31,312.71,220351402.83,45.698293,178948085.51,126351535.53,255880132.25,291333391.9,nama_10_gdp,SECOND,0,2015,2025-10-13
2026Q2,BG,EE6,Q,678908601.51,614550945.97,586046184.54,530491492.21,329.79,313222463.77,16.536622,130908972.1,99716871.86,208041699.27,328620420.88,nama_10r_3gdp,BENCHMARK,1,2020,2024-02-02
2018Q1,FR,EE324,A,697264903.97,739494082.89,670997212.33,711635513.74,337.9,326672718.66,21.183153,187505460.43,136137968.14,260549232.43,346708649.39,nama_10_gdp,FLASH,0,2015,2024-08-02
2019Q4,LT,SE623,F,712717573.07,645699763.98,655007724.87,593416451.81,344.51,259105448.62,46.174532,143327189.53,136025883.15,302854951.13,284810597.2,nama_10r_3gva,FIRST,1,2020,2025-09-17
2020Q3,SK,SK612,K,756892521.57,693014609.41,665472018.18,609309535.51,364.55,302590417.99,51.390046,152682974.68,155988963.07,177710376.26,268582144.06,namq_10_gdp,SECOND,0,2015,2024-07-13
2021Q2,HR,EE39,P,773930159.19,738562881.54,668649070.54,638092957.63,371.37,299756739.22,50.15715,205446733.98,112860953.82,306070084.24,391095840.99,nama_10_gdp,BENCHMARK,1,2020,2025-01-17
2022Q1,DE,AT19,U,811654539.09,840646509.01,734849259.74,761097776.33,388.09,397026622.14,19.838723,189255177.94,165817552.61,230585528.42,278356803.83,nama_10r_3gdp,FLASH,0,2015,2025-05-30
2023Q4,LU,FI513,E,823518247.68,772948087.02,717601800.87,673535699.78,391.06,343143185.21,30.84249,209948527.28,170490729.85,399725237.09,416913897.6,nama_10_gdp,FIRST,1,2020,2025-01-21
2024Q3,SI,CY399,J,857581036.61,920219633.52,821522301.63,881527131.62,405.28,328128689.72,24.806091,224015005.5,221037831.4,469027927.88,227595464.36,nama_10r_3gva,SECOND,0,2015,2024-01-22
2025Q2,CY,LU181,O,863145277.2,771273824.63,830634000.47,742222983.01,407.64,410364601.49,36.520058,238387393.49,156822644.22,243244245.87,289326873.02,namq_10_gdp,BENCHMARK,1,2020,2025-03-11
2026Q1,GR,DK384,T,912255081.04,900356209.79,889911476.81,878304041.22,428.71,355282259.52,52.508762,241999120.06,154225785.61,421620408.38,196885943.53,nama_10_gdp,FLASH,0,2015,2026-02-21
2018Q4,MT,LT36,D,934201059.25,908590703.35,865490724.03,841764005.62,438.31,324719811.7,32.153866,194382040.71,149517054.49,206384308.73,408996102.93,nama_10r_3gdp,FIRST,1,2020,2024-01-29
2019Q3,ES,GR134,I,945910011.67,989231258.31,836733353.25,875054474.2,440.52,404536924.75,40.142198,168727268.96,218923268.92,448440060.0,443357112.42,nama_10_gdp,SECOND,0,2015,2025-08-14
2020Q2,CZ,IT72,N,972782395.3,890333373.9,901188313.59,824807311.1,453.06,355343130.15,30.858432,158979549.78,163452461.61,224205545.76,346667485.32,nama_10r_3gva,BENCHMARK,1,2020,2024-02-20
2021Q1,HU,CZ439,S,996869772.19,1017119006.87,895112891.43,913295157.07,462.32,443449394.48,78.629423,262022905.27,223822781.61,547914987.13,262810700.9,namq_10_gdp,FLASH,0,2015,2025-02-10
2022Q4,NL,LV2,C,1019880734.95,1043784592.68,933471359.05,955349962.89,471.48,451649175.57,83.925644,227981864.39,183374417.35,476700304.02,232026462.51,nama_10_gdp,FIRST,1,2020,2024-07-31
2023Q3,SE,ES62,H,1037383517.55,943308828.22,979032356.76,890249217.98,476.4,504344860.77,26.305905,267120027.63,242599111.01,529395687.23,273020240.34,nama_10r_3gdp,SECOND,0,2015,2026-01-08
2024Q2,DK,LV419,M,1089988467.46,1002202432.19,1000864186.59,920256087.13,498.11,555642628.38,30.591428,259413034.6,265570013.21,399025223.15,478006405.1,nama_10_gdp,BENCHMARK,1,2020,2024-09-11
2025Q1,IE,FI43,R,1113721982.58,1120506960.89,1076811472.57,1083371585.95,507.37,499945205.63,54.428342,311627596.8,192195619.77,307892481.59,301643261.16,nama_10r_3gva,FLASH,0,2015,2024-01-17
2026Q4,PL,EE803,B,1132740802.67,1075442370.65,987676013.65,937715522.44,514.43,516618264.82,36.199183,220618457.27,218959528.87,330767194.28,569242953.82,namq_10_gdp,FIRST,1,2020,2025-07-05
2018Q3,AT,BE602,G,1144661706.68,1025093818.64,1018647184.91,912242391.39,518.16,512371326.9,36.921332,204983829.6,221653865.2,624321482.35,244436509.02,nama_10_gdp,SECOND,0,2015,2024-08-01
2019Q2,EE,GR8,L,1168944153.57,1258301254.08,1040796691.48,1120357870.08,526.5,413490770.31,32.579687,211986762.09,184528352.5,613317520.97,368689746.42,nama_10r_3gdp,BENCHMARK,1,2020,2024-02-28
2020Q1,IT,FI17,Q,1210995137.31,1092206090.9,1135307798.44,1023943081.44,544.94,467955207.02,52.249787,327254588.95,271071529.17,462102102.56,308820003.6,nama_10_gdp,FLASH,0,2015,2024-02-20
2021Q4,PT,FI315,A,1213812670.6,1141509990.23,1123130237.82,1056229200.64,543.05,535559514.84,30.194537,219274763.14,235305210.32,413623038.07,382136165.54,nama_10r_3gva,FIRST,1,2020,2024-06-30
2022Q3,BE,BG774,F,1250855517.38,1133001120.3,1087363730.19,984913371.18,559.59,625054726.09,59.880487,246009623.01,180783458.95,537820240.26,345979475.51,namq_10_gdp,SECOND,0,2015,2024-07-08
2023Q2,FI,FI4,K,1262959458.02,1347128047.32,1105077683.45,1178724409.87,562.28,502904212.03,98.343117,246600910.62,290835985.63,550859951.5,602149803.01,nama_10_gdp,BENCHMARK,1,2020,2024-03-05
2024Q1,LV,HU3,P,1314889055.59,1305323534.63,1167516934.5,1159023512.45,582.72,604044005.02,73.248108,344847179.25,233679602.05,531676867.51,499614443.73,nama_10r_3gdp,FLASH,0,2015,2025-12-26
2025Q4,RO,NL324,U,1329997994.64,1436905157.41,1190320369.65,1286000042.87,586.86,532348769.61,31.580234,341363398.07,294571344.86,293736117.22,559564739.45,nama_10_gdp,FIRST,1,2020,2024-01-17
2026Q3,BG,FI119,E,1359024079.01,1342225380.31,1197118288.82,1182320884.01,597.82,639850060.74,73.613621,296113014.69,210982680.41,454260796.73,448432620.75,nama_10r_3gva,SECOND,0,2015,2025-10-09
2018Q2,FR,ES52,J,1385100909.19,1436276334.0,1329785875.52,1378917571.73,607.85,645113508.91,85.240489,338196090.28,342946766.98,308513785.62,348879987.25,namq_10_gdp,BENCHMARK,1,2020,2025-05-28
2019Q1,LT,ES980,O,1396351036.5,1392574834.07,1218412735.17,1215117737.7,611.53,606827496.5,86.352573,288746019.63,276534735.86,647380891.64,424213368.47,nama_10_gdp,FLASH,0,2015,2026-01-08
2020Q4,SK,LT30,T,1422770633.01,1352271620.4,1232874360.18,1171784805.02,618.94,706896671.81,72.951935,278556042.01,215875475.47,667608736.67,730958156.7,nama_10r_3gdp,FIRST,1,2020,2025-07-24
2021Q3,HR,FR36,D,1438196248.63,1479029357.68,1319312708.36,1356770489.07,623.21,619554562.54,40.892346,304606398.94,240921901.59,370471153.5,376551860.77,nama_10_gdp,SECOND,0,2015,2024-01-28
2022Q2,DE,GR9,I,1489765099.15,1405232651.69,1367206041.97,1289627856.67,643.57,713431437.49,59.743022,389966081.62,224671471.09,404897227.85,311811077.85,nama_10r_3gva,BENCHMARK,1,2020,2026-02-16
2023Q1,LU,SK940,N,1495180226.62,1447647513.16,1420730292.67,1375564389.12,644.81,753237556.1,40.323778,280239788.73,350948053.87,808660089.79,712355567.96,namq_10_gdp,FLASH,0,2015,2025-09-12
2024Q4,SI,SI61,S,1530497073.85,1366734910.87,1410477440.91,1259557298.36,657.13,775925893.48,95.353945,371458412.17,233913233.55,600037656.77,404379643.54,nama_10_gdp,FIRST,1,2020,2025-09-02
2025Q3,CY,FR584,C,1556627208.61,1591631548.57,1524861201.16,1559151209.44,665.73,709417424.62,135.915854,277839528.28,354645390.99,478710083.13,554952543.88,nama_10r_3gdp,SECOND,0,2015,2025-04-22
2026Q2,GR,AT86,H,1562563252.86,1651272738.34,1450074109.62,1532397387.05,667.83,578469833.7,52.064808,431759066.27,263171330.32,690058211.45,692057493.06,nama_10_gdp,BENCHMARK,1,2020,2026-01-16
2018Q1,MT,LT76,M,1594526684.9,1443856010.7,1493098800.59,1352012291.93,679.09,693532734.14,58.386064,421552567.89,252167016.08,532962439.3,576861885.58,nama_10r_3gva,FLASH,0,2015,2024-11-22
2019Q4,ES,ES81,R,1615922036.43,1632401574.5,1546916929.79,1562692738.19,685.58,820932920.15,90.056006,446805321.67,377436098.61,745524890.2,684395094.3,namq_10_gdp,FIRST,1,2020,2024-04-24
2020Q3,CZ,ES6,B,1660513816.93,1757704041.88,1477862792.11,1564362413.94,700.7,833048158.54,82.08234,321221556.39,400689172.77,598892964.73,779185370.67,nama_10_gdp,SECOND,0,2015,2024-01-05
2021Q2,HU,IT24,G,1686702968.01,1746290014.43,1590288797.15,1646469769.24,711.36,780274357.21,67.395308,348840104.83,265053407.7,751870900.2,843074068.97,nama_10r_3gdp,BENCHMARK,1,2020,2026-02-05
2022Q1,NL,AT9,L,1707812617.79,1533555727.56,1628703230.98,1462518277.68,715.65,867414991.24,100.1993,274321297.21,377019484.64,794901511.8,808683842.15,nama_10_gdp,FLASH,0,2015,2025-02-09
2023Q4,SE,SK46,Q,1713070377.0,1663637210.19,1581569533.3,1535931016.86,717.23,699180451.64,125.462714,279722266.59,333221930.72,555339456.74,858319017.5,nama_10r_3gva,FIRST,1,2020,2024-11-21
2024Q3,DK,PT9,A,1743839357.36,1681705245.27,1586824322.02,1530284756.11,726.8,877791007.2,43.188445,369988748.58,273656038.67,481069820.37,692473328.93,namq_10_gdp,SECOND,0,2015,2025-11-24
2025Q2,IE,EE487,F,1767372227.23,1823210613.94,1606143907.75,1656888444.33,732.87,707321355.44,65.367523,427601174.06,287601496.16,595222114.67,640814644.3,nama_10_gdp,BENCHMARK,1,2020,2025-04-05
2026Q1,PL,HR5,K,1813427482.53,1634714497.58,1733604009.28,1562757614.7,750.48,721717763.01,82.373083,307271173.52,321317320.4,929098489.66,795434580.21,nama_10r_3gdp,FLASH,0,2015,2024-01-26
2018Q4,AT,LU99,P,1834415113.53,1794235525.07,1712260355.24,1674756348.7,757.15,830840804.18,88.77694,358854799.4,262968557.12,631243860.38,951815187.46,nama_10_gdp,FIRST,1,2020,2024-06-25
2019Q3,EE,LU55,U,1841002756.09,1659524049.22,1736488109.64,1565312039.64,757.07,782141503.22,60.982063,506909850.34,416799792.26,796605889.44,842037434.42,nama_10r_3gva,SECOND,0,2015,2024-08-08
2020Q2,IT,DE74,E,1873017355.51,1715289920.8,1630149326.83,1492873892.21,766.57,874019391.74,86.118381,310555963.06,485667910.75,1024959530.21,829178913.55,namq_10_gdp,BENCHMARK,1,2020,2024-09-02
2021Q1,PT,HU41,J,1891051783.94,1991657194.39,1772370567.32,1866662045.7,771.48,757916075.15,103.430471,469427716.27,305606968.82,696395604.85,677713569.37,nama_10_gdp,FLASH,0,2015,2025-05-16
2022Q4,BE,HU736,O,1913013000.49,1900063529.64,1705481874.2,1693937212.55,779.37,662759013.39,85.163924,357474056.97,368732235.32,636990831.82,467925759.4,nama_10r_3gdp,FIRST,1,2020,2025-03-06
2023Q3,FI,SE865,T,1939087409.82,1767886990.17,1805895828.55,1646454783.17,788.4,659338867.19,70.784646,321894810.96,441285531.17,510935353.37,750722452.86,nama_10_gdp,SECOND,0,2015,2025-11-12
2024Q2,LV,DK48,D,1988521457.05,1886018833.75,1924811995.95,1825593414.11,804.77,986322479.85,50.924977,335638940.94,394766836.41,990252765.01,412994177.49,nama_10r_3gva,BENCHMARK,1,2020,2024-07-09
2025Q1,RO,RO4,I,2004032376.08,1878695408.32,1815002355.4,1701487776.28,807.34,898480837.3,49.274471,505825300.42,317186449.55,468902535.83,501506141.88,namq_10_gdp,FLASH,0,2015,2025-06-05
2026Q4,BG,EE9,N,2031817482.83,1897755273.78,1843613328.22,1721969097.12,816.05,967177358.08,116.999836,336268420.48,419756633.48,546660522.29,978468799.61,nama_10_gdp,FIRST,1,2020,2024-01-01
2018Q3,FR,MT723,S,2049649466.88,2223452471.05,1780580416.2,1931567319.33,821.03,840734267.57,64.473353,510777863.61,326079927.91,988414391.63,924354399.72,nama_10r_3gdp,SECOND,0,2015,2026-01-03
2019Q2,LT,GR306,C,2072781535.51,1913545220.22,2019459704.3,1864319706.83,827.3,843628906.64,130.574031,519414446.97,482662148.67,528766133.98,770091875.38,nama_10_gdp,BENCHMARK,1,2020,2024-07-31
2020Q1,SK,DE632,H,2098518004.57,2030734501.38,1821263577.43,1762435573.46,834.67,891272144.87,66.898257,463550328.2,465818145.53,621132984.72,904607589.19,nama_10r_3gva,FLASH,0,2015,2024-01-06
2021Q4,HR,GR121,M,2125335889.2,1923474520.24,1836647385.16,1662205238.23,843.03,772584541.34,148.151185,473256493.09,511627519.95,1010343006.48,622341666.98,namq_10_gdp,FIRST,1,2020,2024-08-22
2022Q3,DE,DK5,R,2162297246.14,2211078452.48,2075619171.42,2122444929.2,855.26,782542820.34,54.961441,496199341.03,548862623.48,1166589987.62,531477368.85,nama_10_gdp,SECOND,0,2015,2025-02-09
2023Q2,LU,SK1,B,2180069305.75,2173883869.33,2004548128.61,1998860692.45,860.17,960038370.77,89.346587,510986738.8,529660675.62,579571815.0,1031529811.89,nama_10r_3gdp,BENCHMARK,1,2020,2025-06-28
2024Q1,SI,LT9,G,2205344134.63,2030305675.1,2065608637.56,1901661003.16,866.92,987264924.39,75.618287,371642980.14,344569152.6,1159599963.12,483565425.37,nama_10_gdp,FLASH,0,2015,2025-06-07
2025Q4,CY,RO856,L,2227179251.58,2183355367.72,2134582184.97,2092580320.19,873.12,799311368.0,132.995435,399586093.53,491758447.16,1002936071.32,893185818.35,nama_10r_3gva,FIRST,1,2020,2024-11-12
2026Q3,GR,DE7,Q,2248489158.98,2159251716.9,2006987565.6,1927334774.78,879.4,960449170.16,53.317973,433635010.52,546435446.09,551976147.82,602120433.98,namq_10_gdp,SECOND,0,2015,2025-02-10
2018Q2,MT,DE731,A,2278219911.18,2354970798.64,2112028601.66,2183180674.7,888.19,898286369.02,74.298195,489682464.96,537232153.57,799676125.01,737121652.17,nama_10_gdp,BENCHMARK,1,2020,2025-05-24
2019Q1,ES,SI785,F,2308785110.14,2393765678.82,2215136698.27,2296670304.63,896.37,962156850.02,128.012674,466602588.55,544441163.1,757084767.74,596811719.5,nama_10r_3gdp,FLASH,0,2015,2024-11-20
2020Q4,CZ,PT78,K,2317500048.05,2313547882.88,2012837627.87,2009405020.92,896.02,1142998005.91,66.973212,598427446.55,386119950.96,1152470511.58,1049743941.45,nama_10_gdp,FIRST,1,2020,2025-10-23
2021Q3,HU,CY30,P,2358420774.67,2294503981.94,2304997777.7,2242528829.51,909.24,963386959.84,186.726451,629869527.54,337473405.87,1005482290.74,636681310.43,nama_10r_3gva,SECOND,0,2015,2025-04-27
2022Q2,NL,SE1,U,2367061024.54,2271227341.97,2308685307.95,2215215045.6,910.3,811999563.29,63.661768,476645403.92,449653608.11,601475692.61,999972367.49,namq_10_gdp,BENCHMARK,1,2020,2026-01-27
2023Q1,SE,SK461,E,2410288392.42,2221977725.18,2180282905.06,2009942073.68,922.88,1252723389.95,77.518675,523002059.8,552052904.35,959774072.56,871236386.6,nama_10_gdp,FLASH,0,2015,2024-02-17
2024Q4,DK,LT281,J,2434877060.69,2460920254.72,2304676576.42,2329327159.49,930.88,1017816842.19,119.072972,539235258.04,458666835.93,616714871.82,937250590.04,nama_10r_3gdp,FIRST,1,2020,2024-09-19
