qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_inr,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2026-04,CITY18010,152.9,62.7,151.6,55.5,85.4,187.8,212.9,14.5,43227,72.1,12.99,39.57,8.8,12337,35.9,59.5,197.0,rel_8.4.0
2026-10,CITY68045,142.7,53.5,152.8,189.2,83.3,176.9,173.1,11.29,84330,100.6,1.41,25.48,21.44,60673,45.1,67.5,107.2,rel_6.4.5
2022-02,CITY90375,131.5,172.9,165.7,110.7,53.5,140.4,97.9,8.93,34027,50.5,-1.31,53.81,3.84,59793,64.6,77.8,80.9,rel_9.4.8
2024-12,CITY47481,164.9,177.4,154.4,74.3,146.9,196.3,162.4,4.74,57102,92.8,12.28,16.72,17.32,32534,98.6,190.5,124.4,rel_5.1.3
2024-12,CITY13745,72.7,115.8,110.5,144.3,149.1,183.4,97.8,10.46,67296,42.3,8.03,44.94,20.12,32110,91.8,134.2,122.3,rel_2.1.1
2023-05,CITY51990,82.3,173.1,98.9,198.3,150.1,105.1,69.8,11.47,63090,101.0,7.77,40.63,9.81,13466,13.7,134.2,58.4,rel_3.6.8
2022-02,CITY10789,113.3,128.2,167.8,70.9,146.7,110.3,142.3,14.2,33016,77.4,12.63,33.19,14.32,42625,77.1,75.0,169.9,rel_7.8.4
2025-06,CITY82367,176.5,194.7,94.7,194.6,146.5,108.9,180.3,2.26,37778,79.1,0.71,45.9,10.21,36917,90.5,144.7,109.7,rel_1.8.3
2023-10,CITY77229,132.9,189.1,70.3,91.4,78.7,169.8,226.7,3.28,20515,134.9,14.14,52.47,20.75,56996,44.4,125.5,163.6,rel_9.8.9
2022-04,CITY56323,159.7,59.9,156.7,64.3,108.1,164.8,56.3,2.65,51678,41.0,9.83,37.91,16.83,48060,76.7,167.9,119.0,rel_5.1.0
2019-03,CITY46822,148.1,141.5,83.8,96.5,185.3,177.3,216.0,9.36,82388,77.7,-0.68,28.05,15.66,30793,63.1,139.4,59.7,rel_1.0.9
2023-07,CITY59223,108.1,131.3,119.8,91.2,123.2,126.4,103.2,15.28,62907,113.8,14.78,38.21,22.69,43747,56.6,188.0,93.1,rel_7.6.0
2021-02,CITY72404,168.8,178.7,168.0,166.2,112.8,129.7,220.1,10.83,20012,83.6,6.78,14.35,19.11,52582,48.3,127.3,50.2,rel_4.2.9
2025-05,CITY85285,164.7,177.9,85.5,197.7,120.3,192.7,141.0,9.55,60735,41.3,10.34,27.16,14.02,37118,26.0,82.0,180.1,rel_6.7.7
2025-03,CITY31526,126.8,166.4,61.2,177.0,164.3,53.0,148.6,16.51,25223,75.3,3.63,26.02,2.96,58051,58.7,106.6,63.0,rel_4.9.7
2025-03,CITY39825,88.3,208.3,150.4,145.7,69.1,71.7,60.6,11.86,39279,58.2,6.97,10.38,4.81,24795,93.7,184.1,58.6,rel_2.4.8
2023-09,CITY95490,120.7,181.5,71.4,185.4,87.0,75.6,157.9,4.8,72216,118.2,13.88,26.55,17.78,15962,54.6,106.2,70.2,rel_2.5.7
2023-01,CITY67635,137.7,131.2,149.6,117.6,128.2,50.4,113.1,4.22,79426,61.0,13.73,12.43,21.9,38842,81.7,119.8,187.8,rel_5.8.7
2021-01,CITY75385,124.4,218.4,137.2,81.3,106.8,100.2,108.8,14.17,28712,105.3,1.45,51.07,17.05,51601,95.4,191.1,171.7,rel_2.0.3
2025-04,CITY97488,109.4,166.2,85.2,199.7,110.4,189.8,126.2,16.85,31569,116.1,14.17,39.07,17.58,61347,9.0,182.1,184.5,rel_6.8.0
2025-05,CITY46763,93.9,122.7,73.8,187.0,153.5,104.7,99.9,13.03,35565,116.2,6.52,49.7,2.93,13283,19.6,182.6,110.1,rel_4.6.0
2019-12,CITY80251,72.7,87.7,115.4,174.6,70.6,132.2,182.2,15.77,68525,118.5,9.1,29.51,4.58,34061,45.8,126.1,65.7,rel_7.0.7
2019-11,CITY13347,86.8,210.2,136.6,85.5,95.1,188.3,217.5,8.48,44910,70.2,9.34,52.51,23.02,57005,63.4,157.6,52.9,rel_1.2.6
2025-05,CITY82540,150.3,188.9,133.2,160.3,88.0,199.0,76.6,5.43,63184,123.6,11.83,13.21,4.0,32698,52.0,195.6,154.3,rel_9.0.5
2022-07,CITY90675,70.6,215.0,103.5,185.2,186.0,186.4,131.0,14.46,67669,90.4,14.44,41.14,7.78,50441,67.2,112.9,71.2,rel_8.2.9
2024-05,CITY72212,170.4,186.9,75.5,165.4,177.8,61.8,205.0,10.76,46337,63.9,8.25,39.13,14.02,41787,3.3,118.3,72.6,rel_1.4.3
2025-10,CITY28134,157.4,86.0,159.2,60.6,176.2,74.5,107.4,11.68,68699,104.1,4.78,47.15,3.65,24688,47.9,122.2,95.7,rel_8.8.5
2022-06,CITY41280,64.5,202.0,158.8,66.1,100.0,175.3,65.7,6.28,48036,119.7,11.21,25.42,17.21,35224,20.4,164.5,86.2,rel_8.8.9
2021-01,CITY92667,100.8,74.7,154.4,180.6,52.8,58.4,223.7,3.97,84230,86.6,7.79,34.79,24.08,16485,97.4,84.3,89.4,rel_1.9.3
2022-10,CITY20047,144.5,118.7,166.4,91.6,149.4,144.1,42.4,16.16,52943,106.4,11.18,38.39,4.23,34288,6.1,115.5,187.0,rel_5.6.7
2019-09,CITY34610,79.6,53.8,159.9,136.3,59.7,137.0,69.0,2.5,46058,131.2,-1.83,45.21,3.32,62107,73.9,111.2,126.6,rel_8.1.9
2021-10,CITY98219,76.2,162.8,117.4,74.3,124.9,186.9,43.1,12.28,61444,139.9,7.89,18.15,8.52,52596,28.2,143.9,111.7,rel_1.1.6
2024-03,CITY26411,161.6,107.6,147.3,81.8,153.4,192.3,42.7,9.05,32930,72.9,6.16,47.96,11.25,58723,16.4,53.1,167.5,rel_2.2.0
2019-02,CITY96941,142.4,116.9,145.1,196.2,88.0,155.5,225.7,12.98,35659,62.4,7.1,35.31,18.1,57271,22.7,113.5,138.0,rel_5.8.6
2023-02,CITY70333,119.0,105.1,155.1,166.3,76.6,72.9,109.5,8.59,60603,112.6,-1.16,41.67,11.48,25693,70.2,156.3,127.8,rel_9.2.1
2025-11,CITY36503,112.6,217.0,154.8,165.8,88.3,196.1,188.6,11.68,79778,59.0,12.82,44.09,18.62,14842,2.2,139.1,179.5,rel_2.2.8
2021-07,CITY30856,80.7,54.8,104.9,137.4,148.8,171.5,162.1,3.77,75214,138.4,13.39,49.23,8.95,54855,25.3,171.6,54.3,rel_8.0.8
2023-05,CITY76056,137.7,124.4,70.4,161.1,161.9,158.8,80.5,13.04,59818,64.2,0.94,47.04,20.36,15528,1.1,102.9,124.8,rel_7.5.1
2019-12,CITY31775,79.6,184.1,60.7,69.1,125.3,87.1,58.5,7.76,42753,115.2,11.45,16.53,23.46,61674,93.2,181.5,109.1,rel_7.2.3
2024-12,CITY79178,144.3,143.2,70.0,102.9,57.1,121.6,221.3,2.04,40234,60.8,2.7,42.03,15.94,30340,77.7,166.9,104.2,rel_3.0.2
2019-11,CITY69336,82.8,187.2,90.3,99.5,108.0,115.1,122.3,10.06,37551,121.9,11.57,14.55,20.39,39203,12.5,192.2,172.9,rel_7.9.1
2020-03,CITY96548,150.5,89.5,78.4,163.9,98.3,70.3,103.0,7.74,22879,109.8,7.02,53.6,22.77,43976,70.9,193.4,143.7,rel_4.9.5
2023-01,CITY53358,142.3,53.8,65.9,129.9,76.7,144.9,150.4,11.37,65984,104.0,12.1,54.91,21.28,27622,88.7,98.5,87.2,rel_5.0.7
2022-07,CITY49550,148.4,119.1,66.9,181.2,128.1,99.7,108.8,6.64,34825,128.8,9.39,54.93,5.88,45193,29.4,129.3,176.0,rel_9.2.9
2021-05,CITY83301,85.4,176.7,131.1,188.5,73.7,162.7,56.7,11.04,77524,111.8,2.79,35.85,2.3,36597,8.6,114.3,66.4,rel_1.2.6
2019-05,CITY57907,62.7,158.4,93.8,114.8,172.2,197.0,89.3,17.17,38844,69.1,14.53,48.57,18.87,17599,12.9,96.6,86.5,rel_1.0.5
2019-04,CITY25141,103.3,53.3,169.7,68.3,126.0,168.6,80.3,9.76,41570,61.3,0.55,52.81,6.41,12744,11.5,180.5,139.9,rel_6.1.2
2025-11,CITY53562,156.6,102.8,80.9,121.3,59.7,155.2,143.7,9.94,50474,130.5,-0.46,49.14,10.66,47564,53.8,78.7,88.5,rel_4.4.2
2019-03,CITY22236,68.2,207.0,92.4,183.0,119.7,177.5,89.4,4.8,80948,76.7,10.39,29.22,2.57,20136,90.8,197.2,104.0,rel_3.4.9
2020-08,CITY34272,81.7,219.0,75.3,133.9,143.1,190.6,209.5,5.93,52139,108.8,10.83,24.51,18.77,36160,69.3,89.3,188.7,rel_5.4.8
2025-08,CITY36295,160.6,168.4,72.4,124.2,115.4,71.4,200.0,7.87,35212,45.9,12.11,17.69,10.56,32521,48.2,79.8,71.1,rel_8.4.4
2023-01,CITY32709,83.8,68.8,123.5,62.0,134.3,177.6,49.6,14.8,43012,127.6,6.67,32.06,16.3,34820,86.7,131.6,55.9,rel_1.1.2
2026-12,CITY57496,74.4,204.7,153.1,156.2,164.5,131.6,175.0,10.97,52431,96.9,2.38,29.81,8.46,49603,90.0,64.2,156.5,rel_1.9.3
2023-09,CITY89135,140.8,80.3,70.3,100.9,137.4,87.2,100.0,13.34,67061,105.2,-1.09,54.1,16.02,31612,57.3,63.6,189.5,rel_9.1.1
2026-12,CITY31925,164.5,87.5,147.1,77.8,164.2,142.2,59.6,16.33,77713,105.5,13.22,48.27,24.56,47301,77.2,193.5,180.1,rel_7.9.8
2023-10,CITY65171,160.5,133.2,149.6,96.9,105.7,155.0,223.1,3.4,69804,60.8,-1.79,50.35,22.98,15517,47.7,64.3,79.1,rel_9.3.4
2019-09,CITY87336,140.9,51.2,129.1,171.5,132.7,113.7,156.8,11.92,70923,136.7,1.04,38.04,6.32,59415,97.0,139.6,85.6,rel_8.4.5
2023-10,CITY76404,146.5,64.0,133.8,147.0,80.6,163.8,57.4,9.83,33441,72.0,11.39,14.7,19.26,18455,16.1,165.0,58.8,rel_1.0.8
2019-03,CITY27083,132.6,163.7,121.0,102.7,174.7,62.2,133.3,14.41,70636,110.5,11.94,39.74,2.3,42152,51.0,75.2,145.9,rel_9.0.8
2024-04,CITY11195,101.3,122.5,88.5,165.1,103.3,163.3,43.7,4.17,74759,138.2,13.5,26.34,19.82,17311,90.1,96.1,119.8,rel_5.2.1
2025-09,CITY87316,115.9,215.7,156.9,77.2,151.3,190.5,41.8,13.54,69684,57.5,11.06,28.0,13.63,55655,91.0,156.1,56.8,rel_3.2.3
2019-06,CITY50640,125.7,128.1,96.5,148.6,82.2,65.7,45.4,6.68,70852,125.7,4.95,11.0,16.64,32098,29.4,121.5,198.8,rel_9.2.4
2019-06,CITY72976,83.9,207.2,86.3,96.6,126.1,185.0,196.3,2.7,37711,99.6,14.63,54.89,19.82,19129,64.5,104.8,140.0,rel_5.5.4
2023-05,CITY93048,122.8,81.0,62.4,103.2,178.6,199.5,229.1,13.67,40952,131.1,6.98,49.17,8.69,60478,66.9,68.2,89.9,rel_1.2.3
2023-06,CITY19153,130.5,155.8,88.1,85.9,166.2,164.2,107.4,12.2,66433,128.9,-1.9,46.61,10.06,53899,22.7,99.9,54.7,rel_4.3.1
2026-12,CITY24735,173.3,50.5,147.5,103.0,58.9,94.4,104.3,10.37,63488,66.1,5.08,40.65,22.15,45461,36.3,199.9,166.7,rel_3.1.3
2025-04,CITY94436,159.4,129.1,92.5,166.2,169.6,113.1,173.6,2.94,78111,88.7,-0.11,23.03,22.05,34407,74.3,184.4,70.9,rel_4.1.4
2021-08,CITY11067,132.5,203.7,74.7,187.7,98.4,114.0,113.0,8.54,43602,99.7,9.78,31.08,4.25,50554,8.1,152.3,168.6,rel_7.3.0
2024-11,CITY18459,63.1,134.6,118.1,56.1,93.7,193.3,125.2,4.99,22836,135.2,-0.99,54.27,21.73,53747,76.3,70.4,181.7,rel_7.6.8
2023-09,CITY17011,85.9,196.2,109.0,154.3,141.4,98.0,88.6,7.48,20432,98.6,2.31,46.8,3.26,56703,4.7,126.6,68.9,rel_9.3.6
2023-07,CITY76668,173.2,67.1,163.9,169.4,158.9,63.5,75.9,17.6,84714,56.9,4.16,51.1,12.95,36549,21.0,123.4,63.4,rel_5.5.1
2022-01,CITY95934,140.8,112.9,68.8,70.7,102.1,188.7,115.8,2.97,74823,99.4,2.74,40.96,16.5,46573,69.9,197.8,61.3,rel_4.3.6
2020-07,CITY79318,156.8,214.3,110.0,167.9,178.4,152.5,88.5,11.73,62969,52.7,1.19,14.4,16.38,45224,24.6,192.9,70.3,rel_7.6.6
2024-12,CITY71594,121.6,177.2,114.1,95.3,131.5,192.0,217.6,14.31,82803,64.2,12.26,18.16,15.93,58708,77.9,106.2,164.7,rel_5.8.3
2021-02,CITY36004,116.9,159.6,159.8,135.0,162.0,197.1,181.1,11.17,56511,105.5,9.73,10.29,20.42,36854,52.1,194.3,92.7,rel_9.9.5
2025-07,CITY15538,71.6,138.4,118.2,169.6,185.6,58.3,158.3,12.9,31248,134.3,10.11,33.48,5.72,37856,39.0,60.7,136.4,rel_3.6.1
2023-09,CITY24859,156.3,112.7,132.4,123.2,81.9,164.2,92.6,7.45,80550,98.6,1.57,22.78,23.17,31936,15.7,184.7,119.8,rel_7.7.4
2020-02,CITY66986,114.8,172.8,68.9,146.5,179.0,95.0,155.8,17.04,47313,46.2,4.44,13.86,21.81,30793,33.8,183.8,142.5,rel_1.8.0
2021-01,CITY12272,116.8,206.7,169.9,87.6,181.0,89.2,122.7,16.05,66863,101.1,10.22,24.09,2.78,14204,38.5,119.0,73.1,rel_9.2.7
2026-01,CITY39028,80.6,113.2,162.3,116.4,162.4,189.1,234.9,16.37,67221,136.3,11.81,47.67,2.35,60256,77.8,165.2,62.2,rel_4.3.3
2021-08,CITY25220,160.8,64.8,105.9,106.4,99.0,96.2,82.0,4.77,42569,131.9,6.65,23.41,5.66,30058,37.2,138.5,155.6,rel_2.5.4
2024-02,CITY93747,134.1,160.2,160.2,111.6,125.3,90.2,97.3,2.74,32614,46.4,14.39,38.09,5.98,38228,52.2,80.3,190.3,rel_5.4.2
2026-06,CITY73196,60.5,83.6,114.6,155.8,117.9,74.6,226.0,7.26,44947,133.1,6.14,25.32,19.06,47860,90.4,87.7,189.7,rel_2.8.7
2023-11,CITY70494,106.7,89.1,83.7,109.9,107.4,116.4,213.8,11.78,84635,52.6,12.21,39.6,3.48,17906,45.1,193.1,121.4,rel_5.3.4
2023-04,CITY34818,111.6,131.5,161.9,58.0,77.6,155.9,155.5,6.02,82111,45.5,8.73,25.79,19.68,45405,89.8,112.0,84.6,rel_8.2.6
2024-07,CITY46109,151.3,78.3,78.5,80.6,161.5,90.8,199.2,10.65,30160,95.4,3.71,50.98,18.45,13011,82.1,179.2,54.3,rel_3.0.4
2023-09,CITY82364,72.9,58.2,146.3,107.7,65.0,164.4,209.8,11.4,65445,49.8,7.15,46.77,7.47,23696,43.4,68.7,191.0,rel_8.9.8
2019-01,CITY64984,121.8,219.5,148.5,159.5,113.3,96.8,211.2,11.08,30217,78.7,-0.05,47.91,13.46,58904,68.8,160.6,98.8,rel_3.6.7
2020-01,CITY17791,93.8,184.8,113.8,159.7,103.4,102.1,208.3,2.56,35631,85.9,8.99,44.28,7.32,16284,51.4,197.8,85.3,rel_5.5.6
2021-02,CITY35790,68.5,98.2,138.9,145.2,61.4,67.2,115.4,13.9,20650,130.0,12.06,17.84,11.51,57728,50.1,90.5,108.5,rel_1.1.7
2020-08,CITY49644,107.3,128.2,132.2,89.1,53.2,71.2,128.0,6.51,36660,50.7,13.6,50.29,22.9,17296,61.9,60.3,107.1,rel_5.2.1
2024-10,CITY24560,115.4,213.1,80.4,73.7,149.9,61.2,136.6,9.74,76853,133.0,2.8,22.98,7.39,35885,85.7,172.4,59.2,rel_3.0.4
2021-04,CITY46575,61.7,213.3,151.2,186.8,104.2,79.6,161.3,13.86,19293,40.6,6.58,31.96,5.76,29602,41.2,183.5,51.4,rel_3.5.5
2021-09,CITY94679,169.9,119.1,74.1,83.6,153.1,151.6,233.4,2.23,70117,97.8,14.16,16.67,24.85,16376,28.2,66.1,115.0,rel_3.1.8
2026-05,CITY83501,143.2,165.2,150.3,191.6,142.2,121.4,103.6,7.76,46173,68.2,-1.1,50.51,18.68,38439,97.0,114.2,134.9,rel_1.4.8
2019-09,CITY77426,88.2,79.8,136.6,196.5,155.0,92.7,124.0,8.15,70914,76.2,4.56,41.57,4.08,20830,65.3,195.6,137.0,rel_7.2.3
2024-05,CITY25604,139.6,101.9,65.0,137.9,81.2,194.0,177.4,17.59,56659,107.0,11.81,36.02,3.41,23117,39.4,169.3,55.5,rel_2.8.9
2022-12,CITY92331,92.2,107.8,160.9,163.3,141.7,88.1,179.7,16.19,68235,110.6,4.69,15.34,19.56,43238,11.0,87.1,182.4,rel_5.2.8
2019-07,CITY11672,81.9,101.8,109.3,104.7,187.6,175.2,135.9,16.07,14967,63.1,7.98,18.76,18.44,46604,79.8,60.3,81.5,rel_1.5.3
2019-05,CITY49293,151.3,80.3,124.6,191.2,135.5,141.7,187.3,7.33,37448,139.4,5.21,38.57,13.06,64934,45.6,177.9,173.6,rel_9.8.3
2023-12,CITY48635,106.9,109.6,107.5,161.5,120.2,172.1,189.0,2.33,60381,83.7,5.76,46.83,14.59,19341,1.2,67.5,188.6,rel_5.5.3
2024-12,CITY25779,112.5,90.0,168.3,131.3,142.7,91.8,104.4,7.37,34466,121.8,13.9,39.94,7.4,22273,9.0,166.5,134.5,rel_8.9.2
2024-11,CITY65123,177.5,134.5,169.6,123.5,80.8,126.1,47.9,16.48,45370,136.9,1.8,19.92,12.58,25472,27.8,167.0,137.2,rel_4.0.8
2020-02,CITY75059,90.9,144.2,144.5,153.0,129.4,109.6,214.1,9.36,69454,102.9,9.77,27.93,2.65,12133,9.5,60.4,125.7,rel_5.4.8
2019-07,CITY28570,81.3,160.6,114.9,169.6,58.6,183.3,239.3,2.25,57820,63.6,9.77,23.16,14.0,63606,71.9,53.0,196.0,rel_5.6.0
2020-02,CITY37866,90.6,109.5,85.4,197.9,71.4,105.0,79.8,5.58,78273,97.3,11.93,44.49,5.48,16418,77.0,50.8,160.6,rel_1.6.5
2023-06,CITY56887,118.8,110.4,90.7,151.2,159.0,181.1,71.1,15.17,53078,115.4,3.87,29.56,17.91,21965,68.4,131.1,193.2,rel_7.9.1
2025-05,CITY90911,155.4,57.6,105.2,97.7,69.8,106.8,174.6,7.79,45678,78.3,7.47,26.49,6.51,24863,22.2,132.3,185.9,rel_8.5.6
2026-01,CITY18014,173.2,86.6,116.4,59.5,175.3,197.0,69.3,6.73,34687,122.6,3.89,13.85,8.82,50815,71.5,129.4,158.7,rel_6.6.3
2023-10,CITY35078,60.1,197.8,133.9,64.8,143.0,141.7,134.7,8.71,77796,55.6,2.32,50.13,24.28,61974,91.6,177.5,169.7,rel_7.9.7
2019-05,CITY19723,100.0,139.7,68.3,177.8,107.9,155.1,176.4,12.82,58357,41.1,7.26,29.59,12.38,27373,91.8,103.9,178.4,rel_6.3.9
2022-11,CITY91736,99.4,67.4,89.1,69.7,91.3,89.3,167.5,17.27,71056,114.4,1.45,19.09,18.02,43403,32.5,176.9,185.8,rel_1.4.7
2026-12,CITY31178,94.2,51.7,148.5,127.6,145.9,187.2,148.2,10.05,66588,94.3,-1.01,26.15,5.41,13178,9.5,120.9,119.7,rel_5.7.4
2023-01,CITY95066,168.8,77.1,135.9,139.1,154.8,72.6,228.3,11.94,64534,64.7,10.57,45.15,11.14,62703,10.4,76.8,173.5,rel_7.8.4
2022-10,CITY52162,119.1,90.4,70.6,170.2,125.6,73.5,134.3,3.09,80910,95.8,10.14,11.36,8.68,59119,35.7,166.3,147.7,rel_7.7.6
2025-11,CITY43025,80.3,105.5,93.3,66.2,126.6,164.5,155.1,15.22,33786,97.2,12.39,37.98,16.58,43359,41.6,101.7,51.7,rel_4.6.8
2020-02,CITY46645,121.8,197.5,169.7,166.9,135.8,61.8,185.3,13.34,68481,64.1,13.07,38.71,23.93,59674,68.4,94.2,51.3,rel_6.4.2
2019-07,CITY58544,80.9,77.7,144.0,138.8,126.8,119.9,185.0,15.73,55316,73.7,11.35,28.46,17.75,24901,27.2,83.9,88.2,rel_4.5.1
2022-07,CITY75122,68.2,101.4,95.2,115.2,73.7,124.4,172.6,9.96,13017,46.6,12.89,52.26,16.21,41230,70.9,87.3,173.5,rel_8.7.7
2026-08,CITY59135,136.5,112.5,154.7,145.1,80.1,100.4,209.5,8.18,20366,64.5,2.21,52.48,22.72,52887,21.5,92.6,59.3,rel_3.8.2
2020-09,CITY40702,70.8,85.1,144.8,194.7,86.3,172.7,85.6,12.87,65323,98.5,2.58,51.66,8.66,25699,80.7,91.4,156.4,rel_7.3.9
2023-07,CITY65557,75.9,115.1,165.0,60.8,107.2,147.2,55.7,7.52,75492,115.2,12.3,22.47,6.94,58005,86.4,163.3,86.4,rel_3.1.5
2026-12,CITY70461,174.2,121.4,157.0,149.1,67.0,161.7,144.0,5.6,34878,100.2,14.46,48.46,6.73,34584,20.2,147.7,159.9,rel_6.2.4
2025-11,CITY44563,105.6,179.8,138.5,149.4,50.9,71.3,84.7,6.35,25754,113.9,-0.61,23.96,9.9,42211,57.4,63.5,183.5,rel_5.0.8
2019-07,CITY13371,98.8,131.4,116.3,110.1,180.2,161.6,88.3,11.37,12783,135.1,13.12,30.58,16.64,20634,40.3,180.7,54.4,rel_8.2.9
2022-06,CITY42116,78.9,169.2,155.8,146.2,180.0,176.4,41.8,12.71,47324,118.9,14.13,26.95,15.27,49429,64.8,188.5,50.7,rel_2.8.8
2025-04,CITY63411,63.8,123.7,137.5,118.2,114.4,150.5,90.9,14.03,41398,64.4,-0.37,49.08,4.21,62252,72.2,103.9,68.3,rel_6.2.6
2025-05,CITY99543,124.4,160.3,138.2,146.6,157.8,103.9,75.9,5.27,79854,88.5,10.63,13.0,23.25,63236,89.4,175.9,87.9,rel_5.2.1
2025-12,CITY40518,147.1,170.2,163.1,80.8,148.7,60.0,136.1,3.91,49697,97.4,1.77,28.15,24.44,13724,24.8,55.8,97.8,rel_9.9.3
2022-11,CITY18491,152.1,132.1,163.9,109.0,149.1,60.5,225.8,7.51,16825,134.6,9.44,12.43,5.57,46119,74.1,166.8,174.7,rel_7.4.1
2026-12,CITY53787,99.4,138.3,107.0,197.1,119.5,171.7,173.4,9.67,48497,74.2,-0.18,44.27,23.12,26432,92.6,84.8,129.5,rel_9.3.1
2021-10,CITY98496,117.2,208.9,91.8,158.9,152.3,83.2,220.6,9.86,16406,54.6,2.38,36.37,9.34,64749,12.0,87.1,169.7,rel_1.4.2
2019-04,CITY16777,71.3,87.5,84.6,190.3,110.6,56.3,67.8,3.26,21453,104.2,8.1,44.0,8.84,51884,96.1,180.2,135.8,rel_9.7.9
2019-01,CITY72907,62.2,110.7,156.8,62.1,77.5,196.8,209.5,16.59,27205,49.7,13.35,30.03,3.7,33433,88.4,185.2,93.8,rel_4.1.8
2020-10,CITY24907,116.8,128.5,157.3,94.4,128.5,161.5,159.2,17.27,68172,45.8,7.58,45.89,5.04,25223,98.9,80.7,71.1,rel_7.0.0
2022-01,CITY78462,175.9,90.9,159.2,137.1,67.3,120.1,229.7,8.7,71126,51.2,11.43,13.58,2.46,32931,48.6,146.0,50.4,rel_8.9.7
2024-04,CITY16058,87.1,166.9,147.4,118.1,172.6,178.2,215.6,12.58,54722,45.6,10.19,14.49,5.23,38983,54.8,64.4,133.6,rel_6.1.7
2022-09,CITY51123,118.8,142.4,90.8,131.4,73.6,161.8,204.7,15.69,77032,79.6,9.73,43.3,13.73,13891,79.7,117.3,66.5,rel_6.9.4
2020-11,CITY73708,128.9,203.1,145.8,167.9,72.4,103.8,86.6,7.05,57238,137.0,8.91,16.96,8.18,35557,18.2,123.2,101.7,rel_6.0.8
2022-09,CITY74618,161.1,81.2,153.3,136.7,87.3,91.0,118.1,9.36,81037,42.2,14.89,18.25,18.35,28153,54.0,62.1,165.0,rel_3.3.7
2025-05,CITY55813,170.0,206.5,68.6,68.1,188.3,123.1,87.6,14.31,24839,133.5,5.0,45.54,17.05,28771,40.2,112.0,123.7,rel_8.1.1
2026-09,CITY15289,117.4,202.8,60.2,160.8,136.6,188.2,131.4,12.52,43584,114.4,-0.85,17.54,20.89,22498,85.4,193.8,123.5,rel_1.5.4
2020-07,CITY64146,160.8,90.2,95.0,155.4,153.4,148.6,239.3,15.9,36297,81.7,9.46,16.0,9.49,25421,73.8,52.9,188.9,rel_9.0.7
2021-11,CITY61750,129.3,138.1,104.7,172.7,75.5,58.4,229.6,2.06,35161,112.9,3.58,41.4,20.81,15111,69.2,70.2,131.1,rel_4.2.7
2019-08,CITY78712,105.6,200.3,87.7,118.0,139.5,181.6,144.9,7.98,57869,137.4,2.11,33.13,14.29,24693,3.1,137.9,139.2,rel_1.6.2
2023-04,CITY86174,145.5,174.4,108.3,62.0,137.1,57.8,116.5,8.3,66704,70.0,11.95,12.39,14.18,52995,73.2,166.4,60.1,rel_6.9.4
2024-02,CITY66816,104.0,57.5,100.6,124.8,79.6,76.0,141.7,11.37,74398,98.7,13.31,31.29,21.72,55358,52.5,146.7,130.6,rel_9.3.5
2024-10,CITY22464,171.3,195.9,92.5,189.9,59.9,99.5,168.0,10.43,18577,127.0,9.43,26.32,24.04,62850,60.2,117.5,151.4,rel_2.3.2
2019-07,CITY86981,96.2,113.2,78.1,81.4,142.0,126.6,86.2,8.45,74358,51.0,4.3,26.6,20.57,51594,34.3,150.2,195.0,rel_7.5.2
2021-12,CITY90420,92.0,147.6,167.7,118.0,181.3,187.2,90.8,8.43,54936,100.5,12.63,51.48,2.29,40147,61.8,63.1,124.3,rel_1.6.0
2025-06,CITY39483,143.7,107.8,67.1,125.8,134.2,50.9,59.1,5.32,44291,94.1,3.0,22.43,22.0,14559,45.3,108.3,153.4,rel_4.8.6
2026-03,CITY74591,116.9,175.1,95.8,79.2,82.3,183.7,80.9,16.07,82773,76.5,-0.78,25.73,17.64,25067,58.8,145.3,111.7,rel_5.6.0
2021-11,CITY31407,62.4,68.0,151.7,174.5,182.4,134.6,212.8,15.2,30464,84.5,14.8,40.15,19.48,21021,16.2,161.6,98.1,rel_6.7.2
2026-03,CITY22914,109.2,51.9,147.2,111.3,143.9,65.8,218.2,8.97,72120,137.2,8.54,48.54,13.89,41071,80.0,112.7,193.3,rel_3.9.1
2019-02,CITY96949,147.5,159.5,77.1,144.4,130.2,133.7,205.2,4.94,53193,62.3,2.7,12.25,12.93,64652,39.5,160.1,124.7,rel_4.4.7
2023-01,CITY17121,67.4,215.3,70.6,126.8,128.4,70.7,223.1,9.54,27089,132.7,14.38,16.55,24.41,62274,21.9,116.6,199.0,rel_6.6.2
2025-04,CITY20281,83.5,104.1,116.0,68.4,92.2,96.2,40.8,7.67,21876,79.8,-0.74,26.33,11.39,55734,86.6,137.1,118.8,rel_9.9.6
2021-09,CITY76243,174.0,164.0,105.1,121.8,142.0,173.5,114.9,16.67,39933,133.1,7.98,47.82,6.22,18278,21.9,62.0,156.3,rel_5.6.5
2022-02,CITY34754,67.2,90.1,89.2,199.2,83.0,85.9,177.4,15.75,16177,49.0,1.95,19.99,19.06,63084,5.1,154.0,133.5,rel_6.9.2
