care_quality_reporting_period,care_quality_measure_id,care_quality_numerator_count,care_quality_denominator_count,care_quality_risk_adjustment_model,care_quality_star_rating_value,care_quality_hospital_acquired_infection_rate,care_quality_surgical_complication_rate,care_quality_mortality_30day_rate,care_quality_patient_experience_score,care_quality_timely_effective_care_score,care_quality_medication_error_rate,care_quality_falls_with_injury_rate,care_quality_pressure_injury_rate,care_quality_sepsis_bundle_compliance,care_quality_stroke_bundle_compliance,care_quality_readmission_observed_expected,care_quality_equity_stratification_applied,care_quality_public_reporting_flag,care_quality_data_validation_status
2094-03,MEAS000987,83498,133565,APR_DRG,3.5,2.068,4.681,2.06,49.82,50.42,1.88,5.495,0.369,60.63,50.96,1.378,1,1,PASS
2094-04,MEAS000988,40811,44933,CUSTOM_XGB,4.7,1.576,2.166,3.29,81.87,48.76,6.05,5.69,3.738,63.42,71.33,1.107,0,1,PASS
2094-05,MEAS000989,37637,95056,HCC,4.2,2.567,4.614,2.48,66.01,67.5,8.979,5.504,3.77,67.83,61.68,1.148,0,1,PASS
2094-06,MEAS000990,86807,231704,CMS_READM,1.1,3.285,5.928,4.86,67.07,69.84,0.843,4.293,4.904,40.75,52.35,0.789,1,0,PASS
2094-07,MEAS000991,5508,14883,APR_DRG,3.2,1.156,1.216,11.3,82.59,55.69,1.436,5.475,1.163,89.35,71.79,0.607,1,0,PASS
2094-08,MEAS000992,17165,78077,CUSTOM_GLM,3.6,1.627,2.307,14.06,58.24,44.31,1.927,0.068,4.477,85.49,71.99,1.248,0,1,WARN
2094-09,MEAS000993,59538,154243,CUSTOM_GLM,2.0,0.195,1.605,14.12,74.79,58.72,7.793,2.695,0.818,77.2,69.18,1.292,0,1,PASS
2094-10,MEAS000994,62063,108423,HCC,3.1,3.277,3.024,6.81,80.18,68.61,2.531,2.79,3.041,56.45,70.75,1.012,0,1,PASS
2094-11,MEAS000995,27446,74790,HCC,2.1,0.379,1.382,10.35,76.22,89.69,6.015,6.443,3.474,53.69,31.29,1.353,1,0,PASS
2094-12,MEAS000996,13986,27691,HCC,4.1,1.112,2.869,6.23,54.94,60.06,3.196,0.672,1.43,46.34,57.16,1.154,0,1,PASS
2095-01,MEAS000997,117057,172085,CMS_READM,2.7,0.113,1.115,11.15,93.7,41.27,2.183,5.431,0.36,59.0,75.65,0.756,0,1,PASS
2095-02,MEAS000998,7072,7791,CUSTOM_XGB,3.3,3.182,2.779,10.37,79.82,47.55,3.019,3.794,0.962,67.36,39.86,1.258,1,1,PASS
2095-03,MEAS000999,7000,13495,HCC,2.3,3.149,2.998,3.08,83.49,59.29,0.454,0.029,4.418,80.68,40.05,0.668,1,1,PASS
2095-04,MEAS001000,9695,16320,CUSTOM_GLM,1.2,0.171,6.144,9.73,84.75,50.16,4.143,3.393,2.392,86.96,47.59,0.745,1,0,PASS
2095-05,MEAS001001,122143,133430,CUSTOM_XGB,1.5,2.219,6.16,11.99,56.64,91.09,8.015,0.133,0.307,44.95,70.7,1.009,0,0,PASS
2095-06,MEAS001002,16582,61436,CUSTOM_XGB,3.1,0.804,0.663,2.65,57.94,40.87,8.756,5.924,3.85,43.79,45.89,1.369,0,1,PASS
2095-07,MEAS001003,89837,135893,APR_DRG,4.2,3.175,4.565,4.32,94.14,89.82,2.604,3.187,2.265,41.05,30.99,0.835,1,1,PASS
2095-08,MEAS001004,103783,129276,CUSTOM_GLM,3.5,0.467,2.978,17.72,73.75,77.95,1.506,3.876,0.206,54.9,59.34,0.818,0,0,PASS
2095-09,MEAS001005,23555,89146,CUSTOM_XGB,1.1,0.854,6.023,14.48,93.22,81.73,5.914,4.561,0.925,63.66,85.62,1.093,0,0,PASS
2095-10,MEAS001006,41160,92641,CUSTOM_GLM,4.7,0.799,4.239,10.45,78.72,71.68,7.256,2.195,4.212,46.74,89.53,0.911,1,1,WARN
2095-11,MEAS001007,17996,22780,HCC,4.7,2.493,1.845,10.23,54.0,87.99,3.276,0.99,3.682,92.64,56.82,0.624,1,0,PASS
2095-12,MEAS001008,120060,220865,APR_DRG,3.8,1.472,6.865,7.73,82.63,45.25,0.649,4.807,3.622,61.8,59.95,0.71,0,1,PASS
2096-01,MEAS001009,109204,215320,APR_DRG,3.6,2.362,3.816,9.01,51.31,60.03,4.484,0.877,0.109,95.61,92.28,0.647,1,1,PASS
2096-02,MEAS001010,116152,148638,CUSTOM_GLM,2.4,1.442,0.706,4.66,81.01,53.43,0.221,3.083,2.85,81.46,65.54,0.78,1,1,PASS
2096-03,MEAS001011,53443,207866,APR_DRG,2.5,0.857,3.768,8.91,86.66,47.42,7.686,3.172,4.988,69.81,63.18,0.821,0,1,PASS
2096-04,MEAS001012,38147,51580,CUSTOM_GLM,4.7,0.271,6.035,17.79,47.17,52.12,5.334,4.454,4.929,50.87,91.04,0.734,0,1,PASS
2096-05,MEAS001013,52129,65386,HCC,1.8,0.588,3.513,14.06,77.44,59.92,1.763,4.925,2.466,51.63,45.05,0.782,0,1,PASS
2096-06,MEAS001014,74579,130122,CMS_READM,1.7,1.214,4.9,14.81,60.79,44.01,7.665,1.157,0.158,61.88,60.2,0.948,0,1,PASS
2096-07,MEAS001015,155106,181770,CUSTOM_GLM,1.2,1.409,6.553,12.92,58.25,56.17,5.803,3.79,1.772,83.48,36.4,0.972,1,1,PASS
2096-08,MEAS001016,22288,65524,APR_DRG,3.8,2.25,3.578,9.54,82.99,85.59,1.172,1.297,3.933,69.67,68.37,0.761,1,0,PASS
2096-09,MEAS001017,156308,183662,APR_DRG,1.2,0.737,2.266,4.48,83.11,79.11,7.9,4.77,2.358,49.93,31.64,0.795,0,1,PASS
2096-10,MEAS001018,18326,59285,CUSTOM_GLM,2.5,3.398,4.148,2.12,92.3,97.09,1.17,5.305,0.268,58.85,32.64,0.888,0,1,PASS
2096-11,MEAS001019,20622,28776,CUSTOM_GLM,4.7,0.374,4.356,15.08,76.41,84.02,8.286,0.839,2.518,39.07,73.3,1.131,0,1,PASS
2096-12,MEAS001020,86345,110443,APR_DRG,4.5,0.737,2.584,4.52,91.51,53.8,1.138,4.445,3.887,79.14,97.79,1.015,0,0,PASS
2097-01,MEAS001021,74017,100959,CUSTOM_XGB,4.1,2.543,0.761,6.11,77.57,56.45,8.831,4.194,0.093,67.44,86.55,1.298,0,0,PASS
2097-02,MEAS001022,51392,218054,HCC,2.8,1.89,6.446,4.13,49.73,43.11,0.322,4.544,5.046,66.96,93.98,1.276,1,0,PASS
2097-03,MEAS001023,30112,81164,HCC,1.9,1.153,6.234,9.84,51.2,72.67,8.554,4.109,5.188,58.83,73.54,0.745,1,1,PASS
2097-04,MEAS001024,116311,185065,CMS_READM,3.0,0.27,6.391,15.99,59.14,95.59,1.69,3.308,0.923,44.48,66.81,1.388,1,1,PASS
2097-05,MEAS001025,44866,47443,CUSTOM_XGB,1.5,2.705,1.489,5.04,47.81,95.03,3.442,0.826,2.921,92.03,53.61,1.32,1,0,PASS
2097-06,MEAS001026,49391,154546,APR_DRG,2.3,2.553,4.858,14.57,63.72,80.01,4.417,4.043,2.518,54.02,92.14,1.001,0,1,PASS
2097-07,MEAS001027,94961,212176,CUSTOM_GLM,4.5,1.46,4.6,8.2,85.14,52.12,6.945,3.02,4.175,85.69,42.96,0.653,0,1,PASS
2097-08,MEAS001028,60515,247384,CUSTOM_XGB,2.3,2.909,3.054,14.99,51.49,74.79,6.815,2.657,5.169,46.92,52.75,1.367,1,1,PASS
2097-09,MEAS001029,132747,174912,APR_DRG,2.3,1.389,3.733,5.27,50.03,82.99,8.684,0.77,1.863,60.41,53.06,0.603,0,1,PASS
2097-10,MEAS001030,12807,18657,APR_DRG,4.7,1.102,0.915,9.99,94.99,88.11,8.53,3.435,3.584,83.23,87.47,1.108,0,0,PASS
2097-11,MEAS001031,36963,47336,CUSTOM_GLM,4.9,0.811,2.801,6.13,90.12,62.3,1.007,6.33,1.627,43.01,95.44,0.758,1,1,PASS
2097-12,MEAS001032,55585,66420,HCC,4.7,2.428,4.006,12.34,85.68,68.45,8.726,0.493,1.907,36.2,68.65,0.732,0,1,FAIL
2098-01,MEAS001033,96686,219977,HCC,1.5,2.247,3.856,17.06,73.97,47.64,0.641,3.5,2.551,89.71,30.55,0.855,1,1,WARN
2098-02,MEAS001034,200382,218040,CMS_READM,3.6,3.304,4.416,6.51,83.19,45.65,4.973,0.358,0.138,83.52,51.28,0.96,0,1,PASS
2098-03,MEAS001035,122414,135137,APR_DRG,4.0,2.27,4.27,12.35,65.68,87.16,2.346,6.139,4.811,82.14,66.66,0.97,0,0,PASS
2098-04,MEAS001036,16676,74336,CUSTOM_XGB,3.7,0.72,3.45,14.74,88.01,47.46,1.458,0.748,4.071,73.55,45.77,1.117,0,1,PASS
2098-05,MEAS001037,7784,8358,HCC,1.4,1.468,7.392,5.52,88.49,43.76,8.888,2.027,3.469,54.05,87.65,1.237,1,1,WARN
2098-06,MEAS001038,6738,21655,CMS_READM,4.0,1.869,0.374,11.07,48.86,85.05,2.621,0.289,3.409,41.07,82.78,0.857,0,0,PASS
2098-07,MEAS001039,9755,16453,CUSTOM_GLM,2.3,1.334,2.521,7.44,51.97,57.87,8.429,5.565,2.2,48.76,43.19,0.629,0,1,PASS
2098-08,MEAS001040,98109,128672,CMS_READM,4.1,3.133,2.049,13.45,63.48,54.83,1.876,1.86,4.953,76.84,93.22,0.981,0,1,PASS
2098-09,MEAS001041,22695,56206,APR_DRG,3.4,3.314,4.99,10.97,63.02,52.62,7.162,0.467,0.025,37.99,96.92,0.701,0,1,PASS
2098-10,MEAS001042,122639,179873,CMS_READM,2.5,1.609,7.384,4.77,77.64,87.71,6.824,5.723,1.596,62.52,37.03,1.334,1,0,PASS
2098-11,MEAS001043,59065,72337,CUSTOM_XGB,1.2,2.498,2.047,5.28,85.56,88.0,8.051,0.963,0.686,68.06,54.54,0.897,0,1,PASS
2098-12,MEAS001044,16784,83657,CMS_READM,1.3,0.223,3.893,2.64,70.34,86.17,7.053,3.908,4.783,85.13,75.57,1.347,1,1,PASS
2099-01,MEAS001045,125784,211226,HCC,3.7,0.939,1.128,2.63,79.13,91.08,4.68,6.333,3.283,81.1,50.59,1.052,1,1,PASS
2099-02,MEAS001046,32927,78193,CMS_READM,3.6,0.433,3.993,4.02,66.27,87.95,0.845,3.931,0.134,91.62,60.83,1.273,1,0,PASS
2099-03,MEAS001047,90940,138236,CUSTOM_GLM,4.8,3.376,0.357,13.81,62.58,60.99,0.302,0.753,4.144,87.02,57.33,1.358,1,0,PASS
2099-04,MEAS001048,39252,94140,APR_DRG,4.1,0.111,0.417,6.24,48.05,46.86,1.465,1.095,5.116,91.42,48.54,0.629,1,1,WARN
2099-05,MEAS001049,30674,45789,CMS_READM,4.0,2.583,5.18,14.96,78.85,88.82,4.577,0.922,4.036,63.7,47.76,0.864,1,0,PASS
2099-06,MEAS001050,131079,165099,CMS_READM,1.6,2.74,4.471,11.3,71.41,80.91,1.434,5.034,1.354,50.42,75.78,0.745,0,1,PASS
2099-07,MEAS001051,126888,139819,APR_DRG,1.3,3.282,5.852,6.6,93.81,91.29,4.666,3.262,1.496,61.58,90.45,0.921,1,1,PASS
2099-08,MEAS001052,1512,3244,CMS_READM,1.2,2.614,3.27,5.39,55.86,85.25,6.028,6.198,3.773,44.03,69.06,1.092,0,1,PASS
2099-09,MEAS001053,130161,188890,CMS_READM,2.0,0.305,6.519,14.93,72.37,84.42,4.917,0.845,3.848,93.93,34.52,1.39,0,0,PASS
2099-10,MEAS001054,4210,9406,CUSTOM_XGB,3.6,2.244,0.652,12.74,91.35,70.52,7.561,3.73,0.622,40.16,44.35,0.898,1,0,PASS
2099-11,MEAS001055,9316,20793,CUSTOM_XGB,2.4,1.872,5.328,15.56,79.02,84.46,3.417,3.167,2.979,76.65,41.86,1.261,1,0,FAIL
2099-12,MEAS001056,2794,5434,APR_DRG,2.1,1.993,5.985,17.22,56.69,97.13,8.371,5.681,1.131,72.43,35.58,0.688,1,1,PASS
2100-01,MEAS001057,28421,60438,APR_DRG,1.4,2.924,6.715,9.44,46.24,77.59,7.001,4.431,1.596,54.18,86.48,0.865,1,0,WARN
2100-02,MEAS001058,64783,103326,CUSTOM_GLM,3.0,1.037,3.696,7.34,94.28,67.73,7.317,3.181,2.748,93.05,44.98,0.996,0,1,PASS
2100-03,MEAS001059,228567,241137,APR_DRG,2.5,3.267,1.367,9.32,57.78,56.34,3.483,6.243,1.284,65.52,63.85,1.106,1,1,PASS
2100-04,MEAS001060,46415,198683,CUSTOM_GLM,4.9,0.848,6.397,4.86,78.07,57.69,3.783,2.981,2.906,46.53,73.34,1.364,1,0,PASS
2100-05,MEAS001061,36902,102678,CUSTOM_XGB,4.9,0.345,6.663,3.72,52.9,65.5,2.39,2.784,1.786,56.25,93.04,1.175,0,1,PASS
2100-06,MEAS001062,25149,86956,CMS_READM,3.6,1.701,6.12,13.55,64.05,50.88,0.697,5.574,4.743,41.69,91.89,0.65,0,1,PASS
2100-07,MEAS001063,70442,157272,APR_DRG,1.9,2.737,1.14,9.9,70.59,78.84,1.806,2.605,1.868,82.13,44.85,0.956,0,1,PASS
2100-08,MEAS001064,29748,32307,CMS_READM,2.3,2.209,1.738,17.82,84.05,85.97,7.773,2.759,1.014,86.35,52.27,1.033,1,1,PASS
2100-09,MEAS001065,85386,198413,CUSTOM_GLM,1.4,2.713,2.881,12.11,53.43,56.78,5.7,2.199,1.055,59.41,63.25,1.33,0,1,PASS
2100-10,MEAS001066,117079,231047,HCC,4.9,3.105,1.545,17.4,90.73,84.99,4.371,5.744,0.703,96.76,31.46,0.947,0,0,PASS
2100-11,MEAS001067,48058,217387,CUSTOM_XGB,1.1,0.527,1.219,11.81,48.41,50.47,6.276,1.386,1.382,58.68,40.28,0.606,1,1,PASS
2100-12,MEAS001068,35040,46864,CMS_READM,4.4,3.331,6.431,14.46,89.02,78.88,0.219,5.745,2.071,94.09,70.44,1.278,0,0,PASS
2101-01,MEAS001069,91491,172247,APR_DRG,1.4,0.165,6.389,2.4,85.8,96.16,6.676,1.332,4.221,96.25,50.34,0.901,1,1,PASS
2101-02,MEAS001070,63713,108599,CUSTOM_XGB,1.8,1.421,4.386,8.64,88.65,55.11,0.69,3.256,3.522,87.99,55.63,1.101,0,1,PASS
2101-03,MEAS001071,121935,177362,APR_DRG,2.8,1.868,1.875,4.53,53.94,94.54,5.186,1.354,0.532,53.23,35.17,1.102,0,1,PASS
2101-04,MEAS001072,130099,216126,CUSTOM_GLM,1.4,3.095,5.449,15.63,73.39,51.29,4.325,1.611,0.601,43.06,44.4,1.124,0,1,PASS
2101-05,MEAS001073,27249,93962,CUSTOM_XGB,2.8,2.202,1.677,15.46,57.9,57.06,0.577,0.544,2.96,84.97,68.76,1.286,0,1,PASS
2101-06,MEAS001074,2944,11004,CMS_READM,1.7,0.267,1.514,7.46,89.88,82.9,4.316,6.298,4.896,57.34,35.66,1.245,1,1,PASS
2101-07,MEAS001075,53094,58045,APR_DRG,4.2,2.362,4.239,12.87,64.23,80.61,4.207,5.587,3.809,67.04,37.71,1.21,1,0,PASS
2101-08,MEAS001076,44808,93050,CUSTOM_GLM,4.7,0.266,4.763,3.57,71.43,87.58,6.937,2.257,3.804,93.97,72.99,1.17,1,0,PASS
2101-09,MEAS001077,115796,167515,CUSTOM_GLM,1.6,1.08,7.331,11.85,87.84,60.67,3.383,4.655,5.19,69.02,72.69,0.718,1,1,PASS
2101-10,MEAS001078,92260,133767,CUSTOM_GLM,3.5,2.423,7.49,8.64,59.29,71.54,3.634,0.877,4.843,87.28,62.22,1.393,1,1,PASS
2101-11,MEAS001079,56396,167527,CUSTOM_XGB,2.1,2.555,2.394,6.57,80.94,74.03,2.253,4.757,2.093,69.17,65.15,1.287,0,1,WARN
2101-12,MEAS001080,3055,11386,HCC,1.4,2.931,3.682,2.84,73.32,74.82,2.819,1.925,3.6,73.59,77.88,0.976,0,1,WARN
2102-01,MEAS001081,38215,57391,APR_DRG,2.9,0.452,3.244,10.91,88.28,62.89,4.421,0.275,1.026,58.79,84.54,1.361,0,1,PASS
2102-02,MEAS001082,99863,117402,APR_DRG,3.3,0.95,0.891,9.32,84.76,62.35,0.857,5.503,0.202,70.28,92.33,1.321,0,1,PASS
2102-03,MEAS001083,46730,118467,HCC,1.8,2.372,0.849,3.8,49.26,92.75,1.093,3.533,4.736,50.65,84.07,0.92,0,1,PASS
2102-04,MEAS001084,54843,191217,APR_DRG,3.9,2.273,3.908,8.58,76.6,97.85,6.18,0.869,2.211,44.05,72.23,1.179,0,0,PASS
2102-05,MEAS001085,160611,231730,CMS_READM,2.9,1.228,3.23,17.89,86.21,41.88,3.971,2.661,3.811,59.68,92.31,1.199,0,1,PASS
2102-06,MEAS001086,70742,231963,CUSTOM_GLM,2.8,0.544,3.163,13.43,87.63,58.74,1.981,5.726,1.447,44.48,47.92,0.981,0,0,PASS
2102-07,MEAS001087,22317,36683,HCC,4.9,1.428,3.182,8.9,54.78,83.1,6.652,5.648,1.581,50.71,75.55,1.344,0,1,PASS
2102-08,MEAS001088,118659,182752,CUSTOM_XGB,3.4,0.689,2.772,9.89,93.37,55.81,5.156,0.633,0.241,59.44,89.61,0.794,1,1,PASS
2102-09,MEAS001089,90503,216332,CUSTOM_XGB,1.0,0.764,4.61,10.03,54.48,86.96,2.971,6.301,2.856,57.72,83.77,0.964,1,1,PASS
2102-10,MEAS001090,43207,170128,CUSTOM_XGB,4.9,3.334,6.715,12.66,54.81,74.13,4.632,5.247,3.695,52.48,58.46,1.092,0,1,PASS
2102-11,MEAS001091,57083,78399,CUSTOM_XGB,1.7,2.812,3.854,5.14,90.02,70.61,6.884,6.302,1.924,84.13,46.1,0.745,1,0,PASS
2102-12,MEAS001092,21569,35628,HCC,3.1,2.845,2.338,6.24,74.1,40.04,5.658,3.265,1.52,69.44,54.67,0.852,1,1,PASS
2103-01,MEAS001093,92882,186973,CUSTOM_XGB,4.3,0.134,4.994,7.37,83.67,75.85,5.246,0.364,1.4,61.13,46.74,0.66,0,1,WARN
2103-02,MEAS001094,76563,135357,HCC,4.7,0.865,1.811,14.48,56.71,61.33,0.306,3.507,0.456,40.68,73.71,0.707,0,1,WARN
2103-03,MEAS001095,77998,116323,CUSTOM_GLM,4.3,2.38,6.271,12.49,71.56,70.04,3.447,3.449,1.339,52.51,62.09,1.158,0,1,PASS
2103-04,MEAS001096,55961,89239,CUSTOM_XGB,4.7,1.728,1.964,17.91,54.05,62.11,0.521,2.251,4.707,48.66,68.82,1.066,0,1,PASS
2103-05,MEAS001097,41580,66625,CUSTOM_XGB,4.1,2.942,5.199,3.67,73.96,42.43,6.349,4.055,4.561,44.32,35.4,1.217,0,1,PASS
2103-06,MEAS001098,2583,4643,CMS_READM,4.6,2.143,0.975,13.58,52.75,68.38,5.751,0.015,0.158,60.6,34.25,1.151,0,1,PASS
2103-07,MEAS001099,103114,198929,HCC,2.0,1.917,2.297,9.42,84.77,88.57,0.942,5.176,0.838,57.97,86.69,0.977,0,1,PASS
2103-08,MEAS001100,139894,177985,CUSTOM_GLM,4.2,2.76,0.912,13.62,77.06,72.92,6.565,3.143,0.333,78.29,78.05,1.349,0,1,PASS
2103-09,MEAS001101,111477,191092,HCC,2.9,0.116,3.289,4.8,93.99,57.95,7.825,5.507,4.609,61.32,75.21,1.249,0,1,PASS
2103-10,MEAS001102,121755,196629,HCC,2.4,2.783,3.67,15.97,62.47,77.07,3.662,1.882,3.686,71.85,75.41,0.601,0,0,WARN
2103-11,MEAS001103,76323,81659,CUSTOM_XGB,2.8,2.287,0.248,4.34,86.54,46.2,3.894,3.919,3.163,71.41,65.04,1.117,0,1,PASS
2103-12,MEAS001104,166791,194849,CUSTOM_GLM,1.7,1.344,3.43,17.5,65.8,42.62,3.864,2.963,1.687,97.44,81.62,1.154,0,1,PASS
2104-01,MEAS001105,156420,169945,CUSTOM_XGB,2.6,1.826,0.597,13.51,87.23,79.56,5.235,1.51,0.144,96.74,37.65,1.007,0,1,PASS
2104-02,MEAS001106,39502,81958,HCC,2.0,2.577,7.085,4.24,88.61,87.87,2.55,2.112,0.678,43.45,51.85,0.618,0,0,FAIL
2104-03,MEAS001107,74889,226818,HCC,4.9,2.492,6.873,5.45,86.88,75.3,5.262,5.306,0.048,52.14,84.23,1.267,0,1,PASS
2104-04,MEAS001108,71475,78724,CMS_READM,4.8,1.197,1.593,14.34,77.49,96.95,6.376,5.922,2.813,96.8,93.38,0.977,0,1,PASS
2104-05,MEAS001109,41415,177044,HCC,1.7,2.358,4.473,12.43,81.36,62.21,5.309,1.599,4.188,73.91,53.58,1.095,1,1,PASS
2104-06,MEAS001110,18988,45791,HCC,3.3,2.522,6.779,6.23,72.82,85.8,6.837,0.875,4.504,49.34,50.25,1.33,0,1,PASS
2104-07,MEAS001111,59112,69663,HCC,3.1,2.325,0.486,12.32,46.19,69.99,0.122,0.559,1.956,90.96,81.96,1.289,0,0,FAIL
2104-08,MEAS001112,45553,97646,HCC,2.9,0.192,2.905,11.91,80.74,62.31,0.716,2.353,2.082,55.71,70.16,1.264,1,1,PASS
2104-09,MEAS001113,91022,99284,HCC,2.7,0.493,1.777,14.79,57.05,82.81,0.795,4.207,0.564,76.95,69.76,0.771,1,1,PASS
2104-10,MEAS001114,172070,193122,HCC,1.3,1.409,5.32,3.49,63.81,63.7,4.776,2.252,4.151,49.0,83.57,0.668,0,1,PASS
2104-11,MEAS001115,20635,53946,APR_DRG,2.1,1.747,0.846,16.45,85.17,87.89,4.207,4.996,1.326,88.77,90.39,0.795,0,1,PASS
2104-12,MEAS001116,16992,46037,CMS_READM,2.8,2.517,2.525,3.16,58.72,66.73,0.767,2.605,1.485,74.16,65.3,1.375,1,1,PASS
2105-01,MEAS001117,158321,194773,CUSTOM_XGB,4.6,0.629,3.548,8.73,87.18,64.41,7.755,2.343,2.925,69.99,46.56,1.266,0,1,PASS
2105-02,MEAS001118,6629,22254,CUSTOM_XGB,1.6,0.479,1.526,6.84,50.7,80.98,6.468,5.77,1.091,56.06,56.48,0.621,0,1,PASS
2105-03,MEAS001119,28832,105329,APR_DRG,2.6,2.917,5.465,6.48,79.71,84.74,7.052,4.132,3.146,63.79,53.43,0.946,0,1,PASS
2105-04,MEAS001120,18541,20116,CMS_READM,3.4,0.356,6.166,12.41,84.07,41.36,8.907,1.625,4.192,69.11,47.51,1.121,1,1,PASS
2105-05,MEAS001121,24091,94537,HCC,1.7,3.33,1.145,16.83,94.79,97.96,6.753,0.818,4.381,88.48,81.64,1.152,0,1,PASS
2105-06,MEAS001122,62953,213000,CUSTOM_GLM,2.2,1.228,5.564,15.87,71.64,60.97,2.54,6.104,1.259,72.51,43.43,0.656,0,1,PASS
2105-07,MEAS001123,22797,43832,CMS_READM,1.0,2.493,1.44,3.0,77.41,93.15,1.549,5.864,4.21,36.83,85.88,0.973,0,1,PASS
2105-08,MEAS001124,100302,126332,CUSTOM_XGB,1.5,1.614,3.959,6.14,85.93,92.47,1.308,2.021,3.114,79.16,67.82,0.857,0,1,PASS
2105-09,MEAS001125,77223,136802,HCC,4.2,0.752,1.562,11.09,73.16,61.04,8.771,1.514,2.386,42.73,67.7,0.959,0,0,PASS
2105-10,MEAS001126,45046,58171,CMS_READM,2.2,2.908,3.661,6.06,82.86,47.0,0.67,5.668,2.127,70.82,62.58,0.678,0,0,WARN
2105-11,MEAS001127,78434,212573,HCC,1.9,2.351,5.805,2.52,73.47,54.02,6.121,6.041,3.128,85.74,34.02,0.926,0,1,FAIL
2105-12,MEAS001128,58879,226886,APR_DRG,2.4,3.419,1.141,11.12,73.55,94.64,6.751,3.852,1.776,73.95,42.17,1.047,1,1,PASS
2106-01,MEAS001129,156851,173723,CUSTOM_GLM,4.7,3.028,1.321,9.58,92.98,85.98,4.639,0.336,2.566,48.61,88.87,0.692,1,1,WARN
2106-02,MEAS001130,30022,148871,CMS_READM,2.5,1.045,5.066,2.05,61.11,41.85,2.579,3.547,3.468,89.92,68.24,1.201,1,1,PASS
2106-03,MEAS001131,6048,10373,CUSTOM_GLM,4.6,1.225,2.683,16.47,69.75,65.28,5.574,0.538,0.912,77.91,76.95,1.17,0,1,PASS
2106-04,MEAS001132,61720,174747,CUSTOM_XGB,3.8,1.983,1.711,15.13,52.43,75.98,4.397,3.632,4.95,37.4,70.16,1.272,1,1,PASS
2106-05,MEAS001133,31248,101462,CMS_READM,1.6,1.628,0.403,4.03,58.05,84.7,8.704,6.172,1.221,91.47,73.3,1.026,0,0,PASS
2106-06,MEAS001134,210286,237139,CMS_READM,3.4,2.997,6.924,13.46,50.55,69.13,7.798,3.145,4.11,44.04,68.12,0.666,1,1,PASS
2106-07,MEAS001135,2979,5735,HCC,3.3,1.705,0.8,6.35,83.7,49.29,6.674,5.485,2.369,78.42,44.71,0.77,1,1,PASS
2106-08,MEAS001136,92628,122265,CUSTOM_XGB,1.6,3.364,0.568,7.08,55.66,85.39,4.561,0.117,5.035,41.87,58.41,1.141,0,1,PASS
2106-09,MEAS001137,48518,85800,CUSTOM_GLM,4.5,0.573,5.329,17.65,93.84,57.18,7.671,6.339,5.122,97.04,64.74,1.356,0,1,PASS
2106-10,MEAS001138,61867,131645,CUSTOM_XGB,4.2,2.009,3.521,8.23,73.99,49.98,6.776,6.213,0.695,51.4,60.06,0.966,1,1,PASS
2106-11,MEAS001139,169089,212991,APR_DRG,1.2,2.44,1.132,5.31,77.12,50.39,6.429,1.226,3.362,79.92,48.29,0.79,1,1,PASS
2106-12,MEAS001140,27121,72921,CUSTOM_GLM,4.0,0.51,5.37,14.53,69.55,51.65,7.656,2.678,2.452,40.7,64.0,1.281,0,1,FAIL
2107-01,MEAS001141,17323,33536,APR_DRG,2.5,2.827,4.275,16.46,65.47,51.5,6.345,5.189,4.524,56.75,54.17,1.052,0,1,PASS
2107-02,MEAS001142,50,61,HCC,3.5,1.636,1.66,9.75,83.7,48.99,8.142,5.036,3.936,50.03,70.01,1.137,0,1,PASS
2107-03,MEAS001143,24881,27759,CMS_READM,2.8,2.149,2.707,6.97,62.99,64.5,6.591,2.787,2.395,93.74,61.5,1.347,0,1,PASS
2107-04,MEAS001144,181101,240379,HCC,3.1,0.578,6.35,14.22,63.41,67.51,0.394,0.958,0.919,72.55,34.14,0.745,1,0,PASS
2107-05,MEAS001145,95659,137603,APR_DRG,4.6,1.37,1.815,12.37,54.53,57.68,5.087,1.528,2.787,86.82,59.05,0.984,1,0,PASS
2107-06,MEAS001146,67609,93682,CUSTOM_GLM,1.4,2.973,5.092,10.47,64.74,51.15,7.373,0.23,2.095,66.47,75.43,0.917,0,1,PASS
2107-07,MEAS001147,61436,121348,HCC,3.2,3.12,2.965,14.5,51.27,67.17,1.685,4.055,3.939,52.98,70.54,1.263,0,1,PASS
2107-08,MEAS001148,173890,228656,APR_DRG,2.6,3.377,0.512,17.38,85.79,78.57,4.16,3.798,2.732,46.59,66.26,0.623,0,1,PASS
2107-09,MEAS001149,110156,120512,CUSTOM_GLM,4.4,0.608,4.654,9.75,50.84,83.78,5.653,3.688,3.531,37.53,89.42,0.608,1,1,PASS
2107-10,MEAS001150,20234,22307,HCC,4.0,0.235,6.587,3.18,83.48,47.76,7.709,1.217,1.94,51.73,60.44,1.226,0,1,FAIL
2107-11,MEAS001151,35487,46093,CUSTOM_GLM,4.8,0.409,6.026,15.4,69.27,94.53,3.012,1.685,3.502,81.53,50.69,0.901,1,1,PASS
2107-12,MEAS001152,58975,103348,HCC,2.5,1.432,2.672,7.1,48.39,89.57,7.941,5.024,4.882,42.21,89.82,0.646,1,1,FAIL
2108-01,MEAS001153,38401,49276,CUSTOM_GLM,1.8,3.305,2.786,16.05,45.9,78.27,2.596,1.931,1.269,37.99,48.31,1.017,1,1,FAIL
