house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_inr,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_inr,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2023-02-04,JUR-9e7fcba1d813,NewBuild,116598399,56,1956384,368.7,18,Modular,LegacyCode,N,N,N,C2,Y,5418782,81.01,133,LIC-07acfafc12ce,N
2024-10-09,JUR-26e8c89d4872,Addition,301229101,547,1194250,386.3,32,SteelFrame,StateECBC,Y,N,Y,MixedUse,Y,2170779,88.93,191,LIC-ded92be1fdd6,Y
2024-05-20,JUR-556a3685513b,NewBuild,701795782,87,1447646,68.3,63,LoadBearing,StateECBC,N,N,Y,C2,N,5902707,59.49,67,LIC-46d161b7f32e,N
2025-09-17,JUR-621ab8a6225f,Occupancy,450445317,62,1735487,400.2,11,Modular,StateECBC,Y,Y,Y,R1,Y,579654,60.37,88,LIC-a39d249c5d64,N
2023-11-27,JUR-e9a60ba345d5,Renovation,1029497232,384,1762241,490.7,7,Precast,ECBC2021,N,N,Y,R2,Y,6318611,67.93,166,LIC-e5383f2c499f,Y
2024-09-24,JUR-550d51a26aff,Demolition,727684640,197,233257,421.4,51,Precast,LegacyCode,Y,N,Y,C2,N,3543507,91.18,88,LIC-55bc6cbab06e,Y
2019-12-08,JUR-0444eb9ba3d0,NewBuild,1135518406,7,591551,9.5,10,Precast,StateECBC,N,Y,N,R2,Y,1786406,93.39,7,LIC-cba50622156a,N
2024-05-21,JUR-2b235efa02d5,NewBuild,197298320,334,1880417,238.0,54,Composite,LegacyCode,N,Y,N,M2,N,907305,55.85,66,LIC-3d5fae64928c,N
2022-08-06,JUR-070a13a6acd7,Demolition,66121121,539,1383950,275.5,63,SteelFrame,GreenRatingAligned,Y,N,N,M2,N,4848368,58.35,165,LIC-a3acd8035e2f,N
2019-10-27,JUR-57d0dc9e7ff4,ChangeOfUse,131776764,183,1680073,150.3,15,Modular,GreenRatingAligned,N,Y,N,M2,Y,5133664,91.5,91,LIC-0ec71c3b236a,N
2020-07-26,JUR-b719c0ca9447,ChangeOfUse,599283575,319,2429965,124.6,13,Composite,GreenRatingAligned,N,N,Y,R2,Y,770870,76.12,72,LIC-e11a664c68a2,N
2024-09-21,JUR-554fd6d001aa,ChangeOfUse,260016805,366,30536,469.7,39,RCC,ECBC2021,N,N,N,C1,N,2972956,97.59,126,LIC-e7133909df30,N
2023-10-14,JUR-3ff6259598f1,ChangeOfUse,967231678,519,18668,310.2,42,LoadBearing,ECBC2017,Y,N,Y,C2,N,6998794,64.73,174,LIC-b1f0a8893eb9,N
2020-04-22,JUR-5d9e5e3c1c59,Demolition,187841840,137,1454028,46.2,44,RCC,GreenRatingAligned,Y,Y,Y,R1,Y,4053296,87.06,32,LIC-793a3e46101b,Y
2025-04-16,JUR-0bd492d7f8e3,Addition,265979412,16,1612340,192.4,14,Composite,ECBC2021,N,Y,N,C2,Y,3733981,71.2,13,LIC-acd5ae8e524b,N
2024-05-07,JUR-e763a1ce8184,Demolition,920022720,269,2351322,474.6,21,RCC,GreenRatingAligned,N,N,N,R1,N,4007361,70.87,139,LIC-782c0ea4e053,N
2024-06-11,JUR-9643464ac230,Addition,960716426,202,585238,281.9,22,Precast,GreenRatingAligned,Y,Y,N,C2,Y,2770588,85.49,147,LIC-1e45f513d9b5,N
2019-01-06,JUR-1d2d9eb759cb,Addition,46990992,112,508339,279.8,22,LoadBearing,LegacyCode,Y,Y,N,R3,N,1119057,65.32,150,LIC-f300f0199a5b,N
2024-08-26,JUR-a35ac6be0039,Occupancy,670302745,529,812796,22.0,52,RCC,StateECBC,Y,N,N,MixedUse,N,2690668,92.81,101,LIC-b5abb79eb006,Y
2024-08-04,JUR-af02552d3ab5,Renovation,1111735351,403,272178,285.3,50,LoadBearing,LegacyCode,Y,N,N,R2,N,6126871,67.46,106,LIC-42a2b4a766ce,N
2024-02-20,JUR-13364011eade,Demolition,631613282,362,2076974,156.5,38,SteelFrame,ECBC2021,Y,N,Y,R2,N,5213325,58.18,82,LIC-c9b0aa366a07,N
2021-02-26,JUR-95e0f5adf635,NewBuild,69286994,324,953732,73.8,41,LoadBearing,GreenRatingAligned,N,Y,N,R2,Y,6780881,66.38,5,LIC-f30f47ca3deb,Y
2023-08-05,JUR-959f7766a714,ChangeOfUse,931218751,132,56659,44.0,3,SteelFrame,GreenRatingAligned,Y,Y,N,M1,N,1030008,70.52,212,LIC-46f1b4c7cc9f,N
2020-08-11,JUR-1ef288deb796,ChangeOfUse,707923302,84,136777,417.0,56,Composite,ECBC2017,N,Y,N,MixedUse,N,5558144,84.45,91,LIC-467248db753f,Y
2021-03-17,JUR-501b8dcffb94,ChangeOfUse,8659293,480,2405965,445.7,35,RCC,LegacyCode,N,Y,Y,M1,N,1689581,67.3,62,LIC-ec587e88fd13,Y
2019-06-08,JUR-0603d40f69f0,NewBuild,501688018,498,298272,338.2,8,Composite,StateECBC,N,Y,N,M2,Y,8355081,96.38,75,LIC-a6a6ca8e5ce8,N
2019-02-15,JUR-48f8bb18a876,Addition,257732374,371,1211179,36.3,66,Precast,StateECBC,N,Y,N,R1,Y,7766500,70.63,69,LIC-831a75717ef5,N
2024-03-16,JUR-76b4244e137e,NewBuild,625039666,94,1328898,345.9,48,LoadBearing,GreenRatingAligned,Y,N,N,C2,N,7977708,58.56,198,LIC-7b30f335cc8b,N
2022-10-25,JUR-38281ef67020,NewBuild,410763082,352,1415351,136.8,9,Modular,StateECBC,N,Y,N,R3,N,2797464,65.28,205,LIC-3f219d69b22e,Y
2019-11-28,JUR-2557033b2822,Occupancy,683456777,44,2304759,401.2,61,SteelFrame,StateECBC,N,N,N,R2,N,1673508,62.16,93,LIC-e9e548a06312,Y
2021-10-06,JUR-fd95f22a587f,Addition,397444470,235,1195481,235.0,19,Composite,StateECBC,N,Y,Y,M1,Y,4747624,55.01,141,LIC-4727d9b81bbc,Y
2022-05-13,JUR-9b439c6d2d0a,Demolition,1060567525,401,677194,162.3,43,Precast,GreenRatingAligned,Y,Y,N,R1,Y,5173321,88.88,35,LIC-79c12997f789,Y
2021-03-31,JUR-96fff97592ed,Occupancy,1132025627,122,463978,193.5,51,Composite,LegacyCode,N,Y,Y,R3,Y,1684095,78.34,108,LIC-1fb92ceee1f6,Y
2025-02-07,JUR-7201049c0383,NewBuild,719219585,334,2216264,473.9,64,Modular,StateECBC,Y,N,N,MixedUse,Y,7923938,89.49,126,LIC-9f7d2c72cdfe,N
2021-05-25,JUR-88f23f458338,Addition,84287242,112,580210,288.1,4,RCC,ECBC2017,Y,Y,Y,C1,N,1273588,61.14,121,LIC-e2faf98debc3,Y
2022-05-30,JUR-7001e705c4ae,Renovation,662586798,406,1160129,200.2,13,Precast,ECBC2021,Y,N,N,C2,N,4460718,61.02,133,LIC-d4c06c37bf6a,N
2022-03-18,JUR-c466f526d629,Renovation,244041536,295,1581025,197.6,29,SteelFrame,ECBC2017,Y,N,N,C1,Y,2609386,69.81,146,LIC-51d6efa93ba3,N
2025-12-04,JUR-9f825a3296c4,Demolition,997895616,88,70459,357.6,68,Composite,ECBC2021,N,Y,N,R1,N,5374241,88.3,166,LIC-00b88f479e0b,N
2025-11-19,JUR-ba0f6e7b3af9,Demolition,347162432,196,252862,273.3,57,LoadBearing,LegacyCode,N,N,N,MixedUse,Y,4996658,86.13,36,LIC-f898218a7d77,Y
2024-02-28,JUR-3a30f4c51eb9,Renovation,992742104,363,966772,372.2,29,SteelFrame,ECBC2021,N,Y,Y,R2,Y,6438243,73.13,74,LIC-80abf2db8493,Y
2023-11-23,JUR-ef882255fc7e,NewBuild,1086947687,467,2009733,438.4,62,Composite,GreenRatingAligned,Y,Y,Y,C2,Y,808187,71.03,151,LIC-438f1b68e172,N
2022-11-19,JUR-36f5a24a3b2b,NewBuild,1149414573,323,942055,36.6,28,RCC,StateECBC,Y,N,Y,C2,Y,6623148,63.16,193,LIC-82c3aac0639b,N
2021-11-14,JUR-c01061a0af2f,Addition,667684872,565,1221157,64.3,46,LoadBearing,StateECBC,N,N,N,R1,N,5068084,63.91,194,LIC-ecb70f14c84f,Y
2019-03-10,JUR-b80a856476d7,Renovation,1198481574,285,1036253,361.4,54,Composite,GreenRatingAligned,Y,N,Y,R3,Y,6156484,71.19,148,LIC-ac8d7d16c2ec,Y
2019-04-18,JUR-2ef3da318521,Renovation,197213418,599,1176186,379.9,35,Modular,LegacyCode,Y,N,Y,MixedUse,N,8140053,97.65,200,LIC-2f5f31069210,Y
2025-01-07,JUR-994a5848f4d4,Demolition,613873148,26,428624,231.3,19,RCC,ECBC2017,Y,Y,N,R2,N,6646161,67.25,7,LIC-c617c999a949,N
2021-07-08,JUR-9e39c09ff365,ChangeOfUse,605705812,382,662646,401.5,24,SteelFrame,StateECBC,Y,Y,N,C1,Y,3069746,76.61,200,LIC-e1089d428a5e,N
2019-10-23,JUR-06c818600d37,NewBuild,1139878277,74,1132782,416.4,56,Composite,StateECBC,N,Y,N,M1,N,3640544,89.28,132,LIC-9c6da7ee30d1,N
2025-04-01,JUR-cf33a7111806,NewBuild,514273950,114,585013,147.2,33,SteelFrame,GreenRatingAligned,N,N,N,R3,Y,4946921,77.7,14,LIC-b07ac62f4385,N
2025-04-24,JUR-02a403ff5de4,Demolition,924540030,570,864660,402.9,28,LoadBearing,StateECBC,Y,Y,N,M1,Y,795998,62.71,136,LIC-ad5df0f4193d,Y
2019-05-10,JUR-860faffe6ecf,Addition,68963843,294,1680463,490.5,12,RCC,StateECBC,Y,Y,Y,R2,Y,1795000,98.43,203,LIC-37f6b9fa6fd2,N
2024-12-21,JUR-668d87792f62,NewBuild,454940373,46,1468436,443.0,8,LoadBearing,LegacyCode,N,N,N,R3,N,4192143,87.31,17,LIC-1c4ff54b8833,N
2022-11-03,JUR-1f26516c94f0,Occupancy,861690699,574,469330,96.7,17,RCC,GreenRatingAligned,Y,Y,Y,C1,N,7105400,84.62,140,LIC-bcd4e2733c00,N
2021-05-06,JUR-8e386377c2ee,Occupancy,1049025206,49,104993,109.8,13,Precast,ECBC2021,Y,N,N,R2,Y,1551082,88.77,73,LIC-e5292d558ddc,N
2019-01-18,JUR-bd9242bd1827,Renovation,555745399,70,311413,151.1,36,LoadBearing,StateECBC,Y,N,Y,M1,Y,1071327,94.18,155,LIC-5732b25bc9a0,N
2019-01-10,JUR-853845405b02,ChangeOfUse,804028903,231,1676061,366.1,30,LoadBearing,StateECBC,N,N,Y,M2,Y,7281015,96.47,152,LIC-253dfeb5addc,N
2019-12-02,JUR-45ad3650921d,Occupancy,892321540,294,826919,391.2,19,Precast,LegacyCode,Y,N,Y,R2,N,104238,76.46,190,LIC-fce8d9a04efa,N
2020-11-04,JUR-d5d0e371203f,Renovation,992879089,256,944912,11.4,2,Composite,ECBC2017,Y,N,Y,M1,Y,5023540,87.4,5,LIC-de16c30d687d,Y
2019-12-04,JUR-f7469bf936c5,Demolition,514725234,518,805304,322.8,6,Composite,ECBC2017,N,N,N,M1,Y,8254608,97.3,66,LIC-3a96dfca698c,N
2025-05-14,JUR-2fe71f80317a,Renovation,425015346,294,2310985,209.3,34,Precast,LegacyCode,Y,Y,N,C2,Y,8258745,90.22,79,LIC-526c176e7069,N
2025-05-20,JUR-56830699a7de,Addition,302454670,519,1721839,477.1,47,LoadBearing,LegacyCode,Y,Y,Y,R3,Y,7975947,85.8,13,LIC-593f6dfd51cc,N
2022-11-19,JUR-59a78fccf2f7,Occupancy,23965132,341,2419438,230.5,44,RCC,LegacyCode,N,Y,N,M2,N,4547355,94.33,20,LIC-8a4b378fce09,Y
2025-02-26,JUR-3cb0a39261ed,Demolition,29933449,262,1116424,280.8,47,SteelFrame,ECBC2017,Y,N,N,MixedUse,N,1522017,89.79,111,LIC-6320594736da,N
2020-09-06,JUR-3828a8df45b4,Renovation,753666172,369,2433487,333.7,29,RCC,GreenRatingAligned,N,Y,N,R3,N,5015685,73.75,41,LIC-6f9ff6f7ccc8,Y
2023-11-23,JUR-2647736253f7,Addition,924985200,155,1392063,164.8,40,SteelFrame,GreenRatingAligned,Y,Y,Y,R3,N,8082158,94.96,141,LIC-c4268afbf296,N
2020-12-10,JUR-f495d9ae603f,Renovation,394331263,202,2471697,221.7,60,Precast,ECBC2017,N,N,N,R2,Y,7065188,68.08,35,LIC-c8c79c297482,N
2019-08-14,JUR-147a19859a81,Occupancy,439688785,432,2403055,37.9,43,RCC,GreenRatingAligned,Y,Y,Y,C2,N,2349956,83.03,110,LIC-2ab72ae0a654,N
2021-10-18,JUR-c28207b3515d,Occupancy,719325080,80,1564949,465.9,3,LoadBearing,LegacyCode,Y,Y,N,R2,N,5001977,73.69,32,LIC-c128b404729b,N
2023-07-31,JUR-8b46abdf058d,Addition,1142015021,449,676276,376.1,18,LoadBearing,ECBC2017,Y,Y,N,MixedUse,Y,2506454,67.01,60,LIC-f2120ccd1934,N
2022-01-16,JUR-db99a4de1214,NewBuild,158813644,138,1432234,385.8,38,SteelFrame,ECBC2017,N,N,Y,R1,Y,2269328,94.3,54,LIC-183a12c2e838,N
2020-12-08,JUR-bf02c16555e0,Renovation,906794637,515,377980,138.3,29,Composite,ECBC2017,Y,N,Y,R3,Y,6860391,74.08,100,LIC-e1f637f48269,N
2022-12-12,JUR-8b7e3782864e,NewBuild,327487300,522,121772,499.7,67,LoadBearing,StateECBC,Y,Y,N,M2,N,8377728,84.73,148,LIC-a9289dc77843,Y
2023-04-14,JUR-1fb8464514f8,Renovation,1141825453,567,1779709,103.3,3,LoadBearing,LegacyCode,N,Y,Y,C2,Y,5940041,71.92,77,LIC-7bebda4f7093,N
2020-06-21,JUR-2721dabdb948,Occupancy,864716371,233,2195748,45.3,11,Modular,StateECBC,Y,Y,N,C2,N,8408411,55.19,3,LIC-1fde3735fc19,N
2021-09-15,JUR-8b591ebca013,Addition,452096207,46,1806613,335.0,59,LoadBearing,ECBC2021,N,Y,N,R1,N,825330,79.94,123,LIC-f6c8e4849cb9,N
2022-09-14,JUR-20c6a6b01059,ChangeOfUse,922233971,476,595892,294.1,65,RCC,ECBC2021,N,Y,N,R3,N,5482612,55.77,34,LIC-c824689066a4,N
2025-02-24,JUR-3bbaf2eb7cc4,Demolition,164020198,227,571675,246.2,51,Precast,ECBC2017,Y,Y,Y,R2,N,5617317,97.38,80,LIC-75b2034fd124,N
2024-07-13,JUR-50ede0deb700,Occupancy,699676891,175,2205273,370.6,35,LoadBearing,ECBC2017,N,N,Y,R1,N,5231306,62.57,104,LIC-5154aadf525d,N
2020-01-13,JUR-c5a0409ea460,Addition,307803451,177,141447,88.6,12,Modular,ECBC2017,Y,N,Y,R3,N,5702315,86.4,193,LIC-8e1d148f9744,Y
2019-04-25,JUR-7402c214e3d7,Renovation,920839557,195,213312,145.3,7,SteelFrame,ECBC2021,Y,N,Y,M2,Y,4095936,62.96,31,LIC-3c667f207ff1,N
2025-04-01,JUR-8dc139dc0f0d,NewBuild,828136103,478,464160,341.8,13,LoadBearing,GreenRatingAligned,Y,Y,Y,M2,N,7727581,73.19,51,LIC-c9f09aa1fad2,Y
2022-04-17,JUR-3c5be6b2a51e,Renovation,1053394420,553,2279611,196.9,38,Composite,ECBC2017,Y,N,Y,M2,Y,7852670,74.91,116,LIC-bf8de9ce449a,N
2020-08-17,JUR-8d57d1c89d6d,Renovation,765925061,152,2018476,205.3,44,Precast,LegacyCode,N,Y,Y,R2,Y,6528253,98.84,163,LIC-8345ca1836ce,Y
2023-06-13,JUR-62b84d3f0afe,Occupancy,115413633,121,1474234,348.6,31,LoadBearing,LegacyCode,Y,Y,Y,R3,N,5393755,57.25,21,LIC-93d3d41115ad,Y
2019-03-08,JUR-ccacdb8d5489,Addition,553962291,128,2042753,452.1,24,LoadBearing,StateECBC,Y,Y,N,C2,Y,3383879,80.27,186,LIC-3050992293b3,Y
2019-08-09,JUR-0a2edfae5be0,Addition,181818791,440,2463480,243.4,49,RCC,LegacyCode,N,N,N,R1,N,5245455,64.28,20,LIC-7c71d046d845,N
2024-07-20,JUR-9cc5b636839a,Addition,812159559,158,672038,356.2,36,LoadBearing,ECBC2021,Y,Y,N,C1,N,7893165,64.11,63,LIC-22413b50190f,Y
2024-11-04,JUR-5f475f17984c,Renovation,463899191,70,1050451,178.7,24,RCC,ECBC2021,N,Y,N,C2,N,3006237,84.71,197,LIC-be43b3af76ab,N
2022-04-26,JUR-4383d889880c,Renovation,413525715,356,567500,436.5,5,RCC,ECBC2021,N,N,N,C2,N,5959281,63.3,183,LIC-f679c5585485,N
2020-08-27,JUR-929e365e6d3e,NewBuild,1186397659,216,32949,455.4,1,RCC,ECBC2017,N,N,Y,R2,Y,4582477,66.15,4,LIC-5d37a5f534e1,Y
2020-01-22,JUR-55349fb347ed,Renovation,1033390539,337,1852666,390.0,5,Precast,GreenRatingAligned,Y,N,N,C2,Y,5004683,91.38,122,LIC-7d8db1f98af0,Y
2022-05-12,JUR-0373b3c735f1,Occupancy,271164220,245,330610,255.1,24,RCC,ECBC2021,N,Y,N,C1,N,6121127,61.02,92,LIC-f29fadefe7bd,N
2023-11-04,JUR-8d7f3bfc59af,Addition,922246886,495,26361,229.9,37,Precast,ECBC2021,Y,Y,N,M2,Y,8179464,69.87,49,LIC-e044a525b2f6,Y
2021-09-16,JUR-ea8a265f29d1,Occupancy,701261954,463,951600,103.4,7,Modular,StateECBC,Y,N,Y,R3,N,2061839,96.88,37,LIC-db511898cd82,Y
2022-03-14,JUR-c39e542ac6d6,NewBuild,919413954,6,997775,376.1,22,RCC,GreenRatingAligned,Y,N,Y,R3,Y,2011726,91.6,10,LIC-ada23bce9385,Y
2020-02-14,JUR-6adaecdd6e48,Demolition,375439589,57,1997725,250.4,22,RCC,GreenRatingAligned,N,Y,Y,C2,Y,6777987,86.97,104,LIC-b445b6d20a9d,N
2020-05-12,JUR-2fd8388b3fd0,Occupancy,20178717,119,466810,143.0,62,Modular,StateECBC,Y,Y,Y,R3,Y,4458687,55.7,186,LIC-f2886794127f,N
2020-12-06,JUR-3eb7083a58d8,Demolition,484235724,390,1923884,109.7,57,Composite,ECBC2017,Y,Y,Y,R3,Y,5629847,92.64,125,LIC-2648a877ab02,Y
2023-01-10,JUR-8a098c60703f,ChangeOfUse,645111492,306,1187577,412.9,9,Precast,ECBC2021,N,N,N,C2,Y,8262340,86.34,180,LIC-dc171f8cae32,N
2019-12-25,JUR-b5d4b354f282,Demolition,1182208431,553,1816482,477.0,21,Modular,StateECBC,N,Y,Y,C1,Y,2666573,75.19,47,LIC-020d233afbf6,N
2024-09-04,JUR-6c1d974c3062,Demolition,1167618133,202,982340,184.4,59,Precast,StateECBC,N,N,Y,MixedUse,Y,2084862,63.94,217,LIC-67a0c00de951,Y
2025-07-02,JUR-9bc8f795357d,Renovation,382194633,128,1208794,94.7,5,Precast,ECBC2021,N,Y,N,R3,Y,5495439,83.02,203,LIC-f71ddd72189d,Y
2021-08-04,JUR-00b760bcfacf,Renovation,1105220839,18,1185292,347.7,7,RCC,ECBC2021,Y,Y,Y,C1,Y,2946070,83.24,114,LIC-350b5115e7a1,N
2025-12-16,JUR-91c8cd8a8052,Renovation,515173189,55,741386,453.9,14,LoadBearing,ECBC2017,N,N,Y,R1,N,3435685,57.13,213,LIC-2be5b7272fe2,N
2020-11-14,JUR-64065dbaceaa,ChangeOfUse,90634104,216,2285789,280.0,69,LoadBearing,ECBC2017,Y,Y,Y,M2,Y,479455,69.48,39,LIC-110d47322670,Y
2020-11-25,JUR-21dff17dd84e,ChangeOfUse,971050912,200,1620787,443.1,21,Modular,GreenRatingAligned,N,N,N,R3,Y,7522295,92.36,205,LIC-240c79e1b18f,Y
2023-03-14,JUR-4f7baaf06a5d,NewBuild,162964397,20,970419,241.3,46,Modular,GreenRatingAligned,Y,N,N,C2,N,1973983,70.35,53,LIC-064c773abc75,Y
2020-05-31,JUR-9e452cd8e5f7,NewBuild,1027832484,490,1273812,293.3,55,Precast,ECBC2021,Y,N,N,R3,Y,2722983,64.94,100,LIC-cd52342ec65d,N
2019-03-29,JUR-0bd21ed06052,Demolition,1089513627,2,1480761,365.9,58,SteelFrame,GreenRatingAligned,N,N,N,R1,N,2390549,72.65,154,LIC-80887334039f,Y
2025-10-27,JUR-b7e1155e0e48,Renovation,124082747,373,69244,254.9,32,Precast,StateECBC,N,N,N,R1,Y,4108771,93.05,22,LIC-943e8d088a09,N
2021-09-11,JUR-fb2dbec5f720,Renovation,944225422,516,2203707,460.4,13,Modular,ECBC2021,Y,N,N,C2,Y,1050335,75.42,165,LIC-b3fc6800cfb0,Y
2020-09-16,JUR-4f4c70157f6a,Renovation,1127413667,180,1891693,224.1,62,RCC,GreenRatingAligned,Y,N,Y,R1,N,2804487,60.68,14,LIC-9335848bf951,N
2024-06-25,JUR-6fa84a93f6a7,ChangeOfUse,85759241,370,189317,450.3,68,Precast,LegacyCode,Y,Y,Y,C2,Y,5854024,58.68,128,LIC-0c1ac40b3593,Y
2025-04-19,JUR-b931f51387d6,Demolition,454400151,572,1294171,442.9,67,Modular,StateECBC,Y,N,N,MixedUse,N,4604681,78.62,173,LIC-e79328d8e916,Y
2023-04-23,JUR-2e81ee4b606d,Renovation,480442558,18,1326103,331.8,8,Composite,GreenRatingAligned,Y,N,Y,C1,Y,3082254,91.64,188,LIC-e58b3ca639b6,Y
2022-01-19,JUR-35b47085899b,Addition,90486662,331,1196820,282.0,41,SteelFrame,StateECBC,Y,Y,Y,R2,Y,6910265,78.32,70,LIC-7edb6c61fa42,N
2025-12-28,JUR-d6b39447450e,Occupancy,476692755,263,309989,290.5,30,Precast,ECBC2021,N,Y,N,R2,N,6531876,95.69,10,LIC-3c34596fe461,Y
2025-06-04,JUR-e55f86a03308,Occupancy,57935460,321,1261541,230.7,30,LoadBearing,ECBC2021,Y,N,Y,R3,Y,7089188,90.74,127,LIC-5f1a3fcce335,Y
2025-09-25,JUR-264cb560b9a1,Occupancy,368025344,241,2120338,71.9,61,Precast,ECBC2021,N,N,N,R2,N,5559311,65.37,83,LIC-66b735669c5e,Y
2025-06-08,JUR-fb834295125d,Addition,535484100,382,1436209,465.5,68,SteelFrame,ECBC2017,N,N,Y,R2,Y,4938056,65.49,189,LIC-ce9071093163,Y
2023-07-12,JUR-71dfaef0b30b,ChangeOfUse,714928717,259,2249034,198.4,48,RCC,StateECBC,N,Y,Y,C2,N,5477508,58.99,145,LIC-5a07997c5cee,Y
2020-01-17,JUR-948dc11238e0,ChangeOfUse,1017453255,283,1722177,421.2,33,Precast,ECBC2017,Y,Y,Y,R2,Y,8090107,59.75,168,LIC-4c81a052f420,Y
2025-05-02,JUR-0d5a6e0c4aae,Renovation,431543742,416,689133,285.7,11,RCC,GreenRatingAligned,N,N,Y,R3,Y,7157882,68.2,150,LIC-b3f66f3ec789,Y
2020-02-09,JUR-fd1c3c853bd5,Addition,489825270,442,2087359,212.8,1,SteelFrame,StateECBC,Y,Y,Y,M1,Y,7678689,55.61,40,LIC-4f25cd4f5cb4,Y
2021-05-13,JUR-a5eb468d6ec6,Addition,201047796,262,1303068,92.8,63,Modular,ECBC2017,N,Y,Y,R1,Y,261213,66.22,108,LIC-99343ee08b47,N
2024-12-14,JUR-9bf39b800d35,Occupancy,19771775,51,1102751,106.2,1,LoadBearing,ECBC2017,Y,N,Y,M1,N,189130,96.35,81,LIC-d7512e1d5f11,Y
2019-01-18,JUR-68eaad3d4da2,Demolition,841704554,52,784175,464.4,57,RCC,LegacyCode,Y,Y,Y,M2,N,2940799,68.53,202,LIC-97aca8901272,N
2025-09-21,JUR-59658b85ffe2,Demolition,702201686,466,455479,396.7,66,Precast,ECBC2017,N,Y,N,MixedUse,N,8069110,66.05,205,LIC-e96547ee0096,Y
2025-08-03,JUR-5a52ed2853d6,ChangeOfUse,215525646,120,565516,414.3,39,SteelFrame,ECBC2017,N,N,Y,M2,Y,4100765,76.7,12,LIC-c17c38925a3f,N
2023-06-10,JUR-9943cb7727b6,ChangeOfUse,762230352,172,1088826,317.2,35,SteelFrame,StateECBC,N,Y,Y,C1,N,4004591,62.24,76,LIC-1213387c82fc,N
2019-10-14,JUR-d646d6236983,Demolition,1070978435,253,787938,191.7,36,Composite,GreenRatingAligned,Y,N,N,C1,N,1700493,81.35,130,LIC-2a663345cbb8,N
2024-03-26,JUR-798b71dc191b,ChangeOfUse,198325339,287,501496,148.5,37,SteelFrame,GreenRatingAligned,N,N,N,M1,Y,2985196,98.1,137,LIC-16806d6a597d,N
2022-03-11,JUR-d9e0b5801c40,Demolition,476198192,292,1246591,41.1,51,LoadBearing,ECBC2017,N,N,Y,R3,Y,4081768,66.52,124,LIC-ce8b2f0f280a,Y
2021-08-25,JUR-14da671a1af1,NewBuild,1136006694,464,671943,238.5,47,LoadBearing,ECBC2021,Y,N,Y,MixedUse,Y,5689152,70.63,174,LIC-8f4034495756,N
2021-02-24,JUR-b9e37956f61e,Addition,1172076153,209,22518,323.0,68,SteelFrame,StateECBC,Y,Y,Y,R1,N,2273712,96.89,189,LIC-8eddb5856447,N
2019-09-17,JUR-28c82cb3704f,ChangeOfUse,69141942,108,1503320,228.7,33,RCC,StateECBC,Y,Y,N,R1,Y,4145772,91.06,169,LIC-55fd097727cf,Y
2021-05-30,JUR-7ab8a936a67e,Demolition,1021198993,167,2354902,429.4,50,Modular,StateECBC,Y,Y,Y,R2,N,2671330,93.52,11,LIC-938733d1160c,Y
2020-04-30,JUR-9d7948481094,Renovation,1184984473,560,2404365,359.0,19,Composite,ECBC2021,Y,Y,Y,R1,N,898602,79.43,126,LIC-02b3be857371,N
2021-12-11,JUR-cdc12de054e3,Addition,452362852,265,947920,53.2,59,Composite,GreenRatingAligned,Y,N,Y,C1,N,3995761,86.84,50,LIC-ccd8f551e8b7,Y
2023-07-24,JUR-f21006bf6f13,ChangeOfUse,891045695,278,439249,264.3,7,LoadBearing,ECBC2017,N,N,Y,R2,N,1430782,73.02,218,LIC-e7a85769fb1e,Y
2024-08-20,JUR-1382fd4356de,NewBuild,818594334,194,1112469,96.1,6,RCC,StateECBC,Y,Y,Y,MixedUse,Y,6375609,59.2,90,LIC-b0f76e740450,Y
2022-11-16,JUR-9765b6722c72,NewBuild,825745570,83,2266181,343.5,23,RCC,LegacyCode,N,Y,N,R3,Y,4474255,70.44,147,LIC-558a7f25ad33,N
2020-05-16,JUR-dca285513064,Demolition,750014827,538,1507020,405.2,15,RCC,StateECBC,N,N,N,M2,Y,3710729,56.99,203,LIC-7fc0d3cfe609,N
2024-02-11,JUR-6d0044680319,Occupancy,768107421,94,174299,43.5,35,Precast,StateECBC,Y,Y,Y,R3,N,5235874,67.08,21,LIC-56db1d95bb8b,Y
2023-10-29,JUR-cdd90300bf15,Renovation,924972562,540,2129819,512.2,4,RCC,LegacyCode,Y,Y,Y,C2,N,2846302,65.8,68,LIC-94878c6107ca,N
2023-07-19,JUR-52091af96a90,Demolition,933488810,582,2108013,213.7,67,Precast,ECBC2021,N,Y,N,C1,N,974902,58.82,77,LIC-c4b4a4fdf214,N
2020-11-05,JUR-ced2a288a9e1,ChangeOfUse,1108099643,313,2388425,390.6,40,SteelFrame,GreenRatingAligned,Y,N,N,R2,Y,3786024,76.69,17,LIC-fa51488182a1,N
2019-08-13,JUR-8d228935ff4e,ChangeOfUse,135840629,330,2158452,247.8,53,Composite,ECBC2017,N,N,Y,R2,N,6138525,58.23,216,LIC-dad111fdbd01,Y
