care_quality_reporting_period,care_quality_measure_id,care_quality_numerator_count,care_quality_denominator_count,care_quality_risk_adjustment_model,care_quality_star_rating_value,care_quality_hospital_acquired_infection_rate,care_quality_surgical_complication_rate,care_quality_mortality_30day_rate,care_quality_patient_experience_score,care_quality_timely_effective_care_score,care_quality_medication_error_rate,care_quality_falls_with_injury_rate,care_quality_pressure_injury_rate,care_quality_sepsis_bundle_compliance,care_quality_stroke_bundle_compliance,care_quality_readmission_observed_expected,care_quality_equity_stratification_applied,care_quality_public_reporting_flag,care_quality_data_validation_status
2025-03,QMEAS-432,17437,30229,APRDRG,1.44,7.554,16.478,20.965,70.26,46.88,23.196,1.252,6.51,70.33,22.16,1.306,Y,Y,Provisional
2020-01,QMEAS-449,15854,14922,HCC,4.17,6.496,13.324,18.676,13.03,61.74,14.405,7.561,9.399,90.41,40.57,2.122,Y,Y,Provisional
2022-04,QMEAS-420,9718,86040,DRG,1.11,4.931,6.887,10.947,33.98,49.73,11.527,1.377,10.606,27.19,92.15,0.496,Y,Y,NotSubmitted
2025-07,QMEAS-616,27702,101450,None,3.37,7.204,1.987,20.804,4.28,75.01,2.65,6.645,9.328,79.91,36.09,1.877,N,N,FailedChecks
2022-10,QMEAS-700,28211,110360,APRDRG,2.42,0.443,1.613,16.914,38.74,42.2,7.108,2.436,7.959,24.27,42.14,0.531,N,Y,NotSubmitted
2022-02,QMEAS-652,11690,57699,None,2.86,10.81,9.426,3.13,14.12,99.87,12.547,6.797,14.507,70.29,47.4,1.025,N,N,NotSubmitted
2024-02,QMEAS-924,31467,65351,None,2.71,3.104,17.971,1.079,44.53,5.58,1.2,2.244,4.717,43.12,23.56,0.474,N,N,Validated
2023-08,QMEAS-495,8110,9993,HCC,2.58,10.249,16.611,2.545,66.4,74.47,11.951,2.667,3.785,61.36,70.08,1.479,N,N,NotSubmitted
2025-05,QMEAS-878,10812,104622,HCC,3.73,9.346,12.064,12.879,6.19,56.23,0.101,9.945,8.411,22.95,58.96,1.467,N,Y,Validated
2022-02,QMEAS-135,34010,3645,DRG,2.63,3.232,6.573,14.684,86.6,30.42,12.627,4.871,4.681,51.55,39.28,1.228,Y,Y,Validated
2021-04,QMEAS-369,27282,82359,HCC,1.3,11.803,14.003,10.261,96.08,44.52,2.855,3.374,10.903,86.89,30.33,0.75,Y,Y,Provisional
2024-09,QMEAS-713,38423,115157,DRG,3.85,1.896,12.058,17.733,29.06,78.04,7.603,5.973,5.411,27.21,27.66,1.125,N,N,Provisional
2023-03,QMEAS-449,14495,31386,CustomRA,4.56,7.015,10.409,14.162,62.33,55.96,1.557,5.255,7.804,46.73,32.81,1.738,Y,Y,Validated
2023-12,QMEAS-809,12784,86584,APRDRG,3.45,6.948,0.069,5.917,96.19,66.05,18.518,6.087,4.639,72.58,89.05,1.784,N,Y,NotSubmitted
2021-01,QMEAS-701,13796,75653,CustomRA,2.76,7.226,2.991,8.658,19.81,30.95,17.396,3.519,14.604,32.62,54.77,1.137,Y,Y,Validated
2022-08,QMEAS-985,43096,552,APRDRG,2.12,9.828,1.07,5.515,93.53,68.34,8.345,8.084,1.387,44.62,62.36,1.842,N,Y,Validated
2025-10,QMEAS-473,13738,31212,HCC,1.31,4.534,3.926,14.106,46.81,35.5,3.86,6.198,10.759,83.05,26.61,0.779,N,N,Validated
2024-10,QMEAS-904,23843,6688,None,1.59,0.65,7.298,21.138,79.51,8.33,11.975,4.076,2.578,37.76,93.66,1.513,N,Y,Validated
2023-12,QMEAS-104,29012,6248,None,4.22,9.471,9.583,11.283,72.39,30.41,0.097,5.726,6.913,98.87,77.9,1.635,Y,Y,Validated
2023-02,QMEAS-446,12236,5303,DRG,1.49,4.92,7.887,18.37,30.96,98.38,18.422,1.705,7.83,47.89,21.48,2.063,Y,Y,FailedChecks
2024-06,QMEAS-996,5351,114640,DRG,4.11,9.372,6.091,3.751,3.25,94.25,24.91,6.296,5.805,62.16,76.34,0.406,Y,N,FailedChecks
2022-04,QMEAS-857,46335,7450,DRG,4.02,5.918,3.714,15.537,80.49,79.16,10.714,1.614,10.344,75.26,79.66,0.9,N,Y,FailedChecks
2023-10,QMEAS-852,5590,67213,CustomRA,3.68,9.369,17.644,7.843,11.75,27.34,20.669,8.666,9.452,76.18,60.52,1.449,Y,N,FailedChecks
2024-07,QMEAS-725,44400,91096,None,2.27,10.166,7.069,15.021,70.4,66.74,20.144,1.662,0.453,55.48,53.51,1.754,Y,N,NotSubmitted
2023-10,QMEAS-531,24439,44747,APRDRG,3.9,9.822,8.001,20.308,34.88,51.75,8.214,3.484,2.239,55.52,59.25,0.328,Y,Y,Validated
2022-12,QMEAS-256,15029,113705,DRG,1.16,8.522,17.071,18.175,29.83,25.32,21.226,5.37,13.66,22.8,91.54,2.111,N,N,Provisional
2025-10,QMEAS-527,26068,98562,None,4.37,4.51,11.626,9.083,9.58,7.41,15.868,9.998,9.055,60.15,37.47,0.493,N,N,Provisional
2021-05,QMEAS-460,18092,44685,CustomRA,1.32,7.101,7.998,21.137,93.47,20.31,14.809,1.147,3.043,79.38,79.91,0.634,N,Y,NotSubmitted
2022-09,QMEAS-337,1927,38559,None,1.33,8.331,10.287,9.333,65.98,26.28,8.995,4.319,13.024,63.91,45.27,1.373,Y,N,NotSubmitted
2023-12,QMEAS-352,43280,94562,HCC,1.95,7.878,1.622,5.554,68.34,30.95,2.076,8.623,13.85,94.59,64.54,1.439,Y,Y,Validated
2023-06,QMEAS-168,41988,56080,APRDRG,4.15,10.031,14.644,10.721,11.27,5.21,11.216,1.155,3.806,42.23,58.98,0.489,Y,N,NotSubmitted
2020-01,QMEAS-565,48466,22861,DRG,4.3,0.294,15.32,1.924,18.42,20.48,24.977,3.511,4.725,37.59,28.94,0.505,Y,N,Validated
2025-03,QMEAS-710,28761,43001,APRDRG,1.33,6.916,17.036,1.295,84.04,15.0,11.075,0.555,0.752,54.65,54.19,0.964,Y,Y,FailedChecks
2025-04,QMEAS-645,20565,63713,HCC,1.47,0.262,6.924,21.862,4.68,85.24,12.351,2.099,3.62,90.91,38.26,1.874,Y,N,Provisional
2025-03,QMEAS-415,9475,119197,APRDRG,1.01,5.619,5.433,1.142,51.28,53.02,7.939,6.473,8.127,69.43,65.06,1.911,N,Y,Provisional
2021-06,QMEAS-608,44783,23186,None,3.94,4.882,10.695,2.575,58.63,53.29,6.068,9.807,9.927,98.61,30.7,0.996,Y,N,Provisional
2021-02,QMEAS-745,5533,80740,DRG,1.31,4.498,6.836,21.167,98.47,5.71,6.833,3.683,1.202,65.82,52.77,1.49,N,Y,Provisional
2020-01,QMEAS-234,17900,19484,DRG,3.4,8.345,4.868,4.36,38.62,69.29,23.656,2.64,1.991,93.7,45.24,1.77,N,N,FailedChecks
2024-12,QMEAS-988,16292,17059,APRDRG,4.43,5.951,11.349,9.053,50.42,63.41,13.611,8.842,12.072,28.51,35.94,0.556,N,N,NotSubmitted
2023-01,QMEAS-287,46129,25405,CustomRA,2.32,10.066,4.399,10.581,22.38,63.3,12.997,0.267,13.824,37.35,67.66,0.524,N,N,NotSubmitted
2024-08,QMEAS-216,43987,3309,HCC,3.96,9.029,15.337,0.676,59.24,71.15,8.144,4.815,8.494,61.7,83.41,1.913,N,Y,Provisional
2025-07,QMEAS-715,39047,90497,DRG,2.2,0.289,5.949,10.605,60.62,43.64,7.414,1.117,0.271,92.7,70.9,1.376,N,Y,FailedChecks
2020-03,QMEAS-524,39859,29257,CustomRA,4.54,6.83,1.872,19.068,91.88,56.23,16.54,6.666,10.189,85.76,40.2,1.398,N,Y,NotSubmitted
2020-01,QMEAS-147,26965,4536,APRDRG,3.57,1.604,1.89,10.585,96.6,92.82,8.352,2.08,11.678,73.18,85.92,0.978,Y,Y,NotSubmitted
2022-05,QMEAS-657,38024,99190,APRDRG,4.46,5.887,8.325,10.853,49.23,14.87,5.668,5.575,11.667,97.04,74.89,1.494,Y,N,FailedChecks
2022-02,QMEAS-903,37488,91020,APRDRG,3.13,2.529,6.979,19.935,39.53,70.58,19.347,7.251,1.327,61.64,47.67,1.575,Y,Y,Validated
2022-04,QMEAS-787,6487,12165,APRDRG,3.92,11.251,1.856,18.162,4.11,22.46,2.804,1.258,13.026,32.04,86.42,1.12,Y,N,Provisional
2022-07,QMEAS-197,10502,62216,APRDRG,1.1,2.385,16.367,20.743,48.9,64.27,7.095,8.545,4.345,23.88,44.24,1.817,N,Y,Validated
2020-08,QMEAS-930,4140,50265,DRG,1.77,1.078,17.287,8.076,36.99,20.96,4.528,5.902,0.387,81.54,72.81,0.652,Y,Y,Provisional
2025-11,QMEAS-688,6076,48335,None,2.71,3.582,7.629,14.764,17.05,12.22,8.952,6.314,9.977,94.96,53.53,1.292,N,N,Validated
2025-06,QMEAS-176,34745,97637,None,3.24,1.998,14.738,7.179,55.37,78.49,22.469,6.496,10.284,48.07,37.55,0.917,N,N,Provisional
2024-12,QMEAS-876,3441,81772,None,1.24,11.257,5.784,6.829,8.96,19.92,18.998,4.076,1.796,38.79,60.7,2.113,Y,Y,NotSubmitted
2023-05,QMEAS-915,36134,97371,APRDRG,3.34,8.64,11.485,3.913,33.47,0.01,18.907,9.828,9.825,75.32,61.53,2.102,Y,Y,NotSubmitted
2023-03,QMEAS-636,14519,70755,DRG,4.75,4.391,6.437,16.424,35.27,58.93,23.358,1.002,2.814,21.97,65.2,1.39,Y,N,NotSubmitted
2020-01,QMEAS-242,48781,21107,HCC,4.84,9.963,5.111,21.817,98.01,26.1,7.552,8.771,7.291,32.4,63.59,0.594,N,N,Provisional
2025-04,QMEAS-484,25749,46942,DRG,2.6,5.605,12.546,18.942,33.14,78.39,14.594,2.289,7.501,22.22,26.83,1.554,N,N,Validated
2020-03,QMEAS-555,49117,61594,DRG,2.73,6.132,8.004,5.278,11.45,60.1,7.778,0.515,10.345,79.25,28.99,1.834,N,Y,NotSubmitted
2021-10,QMEAS-767,13475,97033,None,4.86,3.755,0.096,2.092,45.12,65.83,1.154,3.211,8.059,32.94,60.72,1.466,Y,N,Validated
2024-02,QMEAS-941,31635,77483,None,2.68,3.418,0.129,5.958,72.66,36.0,2.178,7.672,10.897,67.13,50.35,0.46,Y,Y,FailedChecks
2023-07,QMEAS-550,22589,57970,DRG,3.88,1.561,6.812,10.716,27.72,71.02,11.076,9.279,8.041,65.82,33.95,1.888,N,N,NotSubmitted
2023-08,QMEAS-753,26371,29969,CustomRA,3.89,7.144,1.681,3.071,42.14,13.27,14.623,9.247,10.066,57.64,43.35,2.15,Y,N,FailedChecks
2024-12,QMEAS-198,8787,62170,CustomRA,4.23,3.06,10.522,12.82,45.17,0.8,4.456,2.168,14.114,24.08,84.36,1.412,Y,Y,Provisional
2025-04,QMEAS-219,35320,39447,CustomRA,4.1,6.785,5.241,16.421,1.76,71.44,15.001,8.322,12.725,28.49,59.2,0.868,N,Y,NotSubmitted
2022-01,QMEAS-117,46119,20946,DRG,4.22,4.495,12.576,7.459,1.5,30.7,7.207,5.516,4.286,51.1,81.24,0.465,Y,N,Validated
2024-01,QMEAS-669,49216,70411,APRDRG,1.05,3.415,13.997,0.231,46.81,68.93,19.559,7.847,2.612,71.99,42.45,1.263,N,N,Provisional
2020-04,QMEAS-934,40621,46768,HCC,1.6,6.072,0.045,14.401,76.74,27.03,11.432,7.635,4.112,61.53,57.8,1.552,N,Y,Validated
2024-11,QMEAS-293,42297,51550,HCC,1.78,0.266,17.131,3.074,38.71,64.75,24.687,4.269,14.664,50.03,39.76,0.777,Y,Y,NotSubmitted
2025-01,QMEAS-429,25006,43748,None,3.75,6.895,11.036,7.804,94.35,24.38,12.168,3.476,7.999,37.24,42.19,1.691,Y,N,NotSubmitted
2025-04,QMEAS-854,46371,87647,CustomRA,2.98,9.188,1.743,8.123,29.21,49.81,20.781,3.534,8.115,77.63,88.54,1.893,Y,N,FailedChecks
2024-09,QMEAS-964,25828,64351,None,4.75,4.055,13.69,8.18,90.37,1.86,16.36,0.754,6.735,27.67,25.02,1.962,N,N,Validated
2020-05,QMEAS-727,10034,99711,None,3.09,0.755,14.79,16.168,10.04,37.74,8.107,1.207,7.543,73.95,96.99,0.31,N,N,Provisional
2024-06,QMEAS-844,5941,3906,None,1.87,7.625,2.417,2.856,83.69,50.21,5.109,9.728,7.842,32.15,72.07,1.522,Y,N,Provisional
2024-05,QMEAS-240,27015,8244,APRDRG,3.74,11.386,14.867,0.716,46.37,67.01,24.078,8.355,2.475,66.54,46.72,0.353,N,Y,Validated
2020-03,QMEAS-377,16002,17505,HCC,3.86,3.215,8.591,18.743,25.0,33.21,2.935,9.463,11.074,64.75,51.71,1.738,Y,Y,Validated
2025-06,QMEAS-887,21701,117135,None,4.0,10.076,3.876,18.478,88.65,5.77,13.05,7.908,0.263,56.52,70.56,1.655,N,Y,FailedChecks
2023-08,QMEAS-801,18435,747,DRG,1.39,10.18,11.332,19.497,83.28,68.88,13.932,1.194,4.489,92.29,73.89,0.81,N,N,FailedChecks
2021-01,QMEAS-192,6305,49379,APRDRG,4.95,6.66,5.182,4.559,56.29,28.97,11.916,9.442,3.408,55.5,86.51,0.98,Y,Y,Validated
2025-06,QMEAS-182,38106,107931,HCC,4.53,7.576,13.23,14.593,56.2,15.97,16.29,9.288,3.521,74.53,65.41,1.491,N,Y,Validated
2025-10,QMEAS-635,5107,54880,None,3.11,2.104,8.474,20.789,61.32,41.79,2.714,9.294,1.13,40.09,54.77,1.301,N,N,Validated
2020-08,QMEAS-810,20256,51505,CustomRA,3.46,6.608,8.204,8.112,25.4,81.67,12.734,1.232,0.218,93.61,50.06,0.365,Y,Y,Provisional
2023-03,QMEAS-901,38631,75414,HCC,1.73,0.33,16.943,6.681,64.26,70.32,20.197,9.26,9.207,88.29,80.68,2.042,Y,N,FailedChecks
2023-11,QMEAS-939,32560,103806,HCC,2.63,5.813,14.706,15.912,27.64,15.86,21.216,2.357,0.038,93.08,25.7,0.857,Y,N,FailedChecks
2023-01,QMEAS-258,37937,104542,CustomRA,4.13,1.678,3.598,13.605,10.75,69.67,14.099,1.632,10.17,24.0,78.41,1.577,N,N,Provisional
2023-04,QMEAS-480,3652,727,None,2.01,8.09,16.551,5.474,99.89,1.98,2.705,6.31,14.763,90.2,47.42,0.991,Y,N,NotSubmitted
2024-03,QMEAS-460,31016,49697,APRDRG,4.46,10.075,1.732,0.647,43.21,89.98,6.441,8.937,9.116,56.75,79.28,0.68,Y,Y,NotSubmitted
2025-11,QMEAS-738,26147,96163,APRDRG,4.17,8.129,14.712,7.378,53.24,31.74,12.035,0.402,12.193,48.74,91.34,2.196,Y,N,NotSubmitted
2025-05,QMEAS-324,6281,61094,APRDRG,3.47,3.549,1.589,6.272,48.1,97.94,10.957,9.888,3.944,95.44,37.16,0.753,N,N,Provisional
2020-06,QMEAS-350,18827,37435,APRDRG,4.02,9.773,9.92,21.847,59.3,31.88,13.82,8.28,0.015,85.13,46.2,1.32,N,Y,Validated
2025-11,QMEAS-504,19793,40052,APRDRG,2.87,6.628,2.731,0.566,15.99,87.06,10.557,7.969,9.587,85.75,83.03,1.321,Y,N,Validated
2024-12,QMEAS-216,48252,13265,CustomRA,2.13,2.538,14.122,19.088,3.25,70.87,8.151,4.272,2.747,37.99,37.23,1.058,N,Y,Provisional
2021-03,QMEAS-187,21779,67013,None,3.62,2.725,13.679,10.663,18.2,54.07,5.441,1.371,4.473,28.77,51.42,1.246,N,N,Provisional
2021-11,QMEAS-147,24229,117414,HCC,3.46,5.723,1.414,11.704,20.91,36.45,3.15,1.368,5.764,88.09,67.54,0.336,N,N,Validated
2020-04,QMEAS-736,15722,17114,None,1.74,11.859,2.035,4.973,3.02,34.46,1.861,9.181,8.836,51.71,46.23,0.777,N,N,Provisional
2025-10,QMEAS-309,41379,112307,HCC,4.99,9.281,10.707,9.367,35.07,21.57,13.106,9.575,13.122,39.55,30.36,1.727,Y,N,NotSubmitted
2023-06,QMEAS-491,40419,88769,DRG,2.86,11.197,13.426,17.684,41.81,0.84,16.745,6.805,11.951,73.34,86.47,1.406,Y,Y,Validated
2021-04,QMEAS-849,47018,109571,HCC,2.83,1.693,3.721,18.952,75.35,8.98,16.258,0.782,2.081,73.78,74.82,1.808,Y,Y,NotSubmitted
2021-01,QMEAS-486,1731,104874,DRG,1.61,3.735,13.08,10.26,54.49,32.58,7.389,8.942,1.03,67.46,89.08,0.9,N,N,Validated
2020-10,QMEAS-477,47075,110696,HCC,1.35,9.971,4.068,19.667,20.03,96.87,4.655,6.583,1.555,86.29,96.21,1.132,Y,Y,NotSubmitted
2024-11,QMEAS-834,32653,37078,CustomRA,4.35,9.226,14.651,8.295,76.21,81.84,9.819,4.991,1.978,32.7,68.68,1.172,N,N,FailedChecks
2020-01,QMEAS-239,39207,83852,APRDRG,1.54,6.698,15.406,9.79,51.02,11.51,21.398,0.357,3.653,89.98,45.16,1.42,N,Y,NotSubmitted
2025-04,QMEAS-434,11687,7744,HCC,1.7,2.732,0.544,15.646,13.32,10.49,13.381,3.196,6.432,80.35,86.42,1.184,N,N,NotSubmitted
2022-10,QMEAS-954,13269,11317,None,2.64,2.06,12.515,15.467,89.54,47.36,18.13,0.749,0.459,32.14,25.71,0.951,N,Y,Validated
2022-09,QMEAS-167,26558,11645,CustomRA,2.08,5.021,0.761,2.654,51.67,2.45,14.818,0.538,14.427,63.72,21.6,0.627,Y,Y,Provisional
2023-09,QMEAS-429,8883,80706,None,1.86,2.926,3.87,19.628,85.1,26.68,0.112,2.279,3.828,69.09,64.32,1.392,N,N,Validated
2023-09,QMEAS-431,23948,112735,HCC,4.0,2.427,13.306,17.31,86.34,58.56,18.901,6.361,10.104,79.11,45.72,0.831,Y,N,Validated
2021-09,QMEAS-148,17221,35399,APRDRG,4.38,5.053,5.584,14.449,51.8,63.37,14.526,1.38,12.49,60.86,94.69,0.401,N,N,Validated
2021-08,QMEAS-554,28188,112747,APRDRG,3.82,0.538,14.624,9.043,96.38,90.06,6.563,0.339,6.84,59.72,95.93,0.413,N,Y,Validated
2021-08,QMEAS-528,31690,85759,APRDRG,3.16,10.011,10.238,14.147,66.45,21.2,11.881,6.14,5.577,97.18,67.86,1.898,Y,N,FailedChecks
2021-12,QMEAS-435,19244,91511,DRG,2.65,11.61,8.401,13.949,19.84,95.84,4.418,4.407,4.11,95.03,76.72,0.903,N,N,Validated
2025-10,QMEAS-896,15692,50508,CustomRA,1.31,4.229,1.502,2.183,66.88,31.19,5.509,9.034,14.677,46.16,23.11,1.776,Y,N,Provisional
2022-04,QMEAS-236,25448,81622,None,2.76,11.278,12.238,11.478,47.04,98.31,13.612,9.599,5.685,21.62,48.66,0.913,N,Y,Validated
2024-03,QMEAS-118,4280,64550,DRG,2.42,10.214,3.512,20.278,96.11,38.95,6.603,7.141,12.278,31.19,50.45,1.333,Y,N,Provisional
2020-03,QMEAS-622,25223,95167,HCC,2.58,10.638,14.806,15.277,24.33,77.67,18.844,1.52,2.058,60.22,75.64,1.425,N,N,FailedChecks
2025-04,QMEAS-522,22182,77428,CustomRA,3.47,4.711,17.438,18.653,62.74,44.11,8.945,4.239,5.235,87.05,91.54,1.443,N,Y,NotSubmitted
2025-03,QMEAS-764,11029,23774,DRG,4.47,6.506,15.904,1.604,98.05,29.77,10.108,5.028,8.69,50.68,28.43,1.445,N,N,Provisional
2025-03,QMEAS-188,48500,25935,HCC,3.33,0.405,8.273,4.954,31.9,11.38,2.759,3.522,10.32,81.05,54.71,1.311,N,N,Provisional
2025-11,QMEAS-114,4799,34327,HCC,2.34,11.377,4.18,0.039,42.0,21.55,22.738,0.526,0.447,25.38,51.38,0.902,Y,N,Validated
2023-01,QMEAS-723,6165,96759,None,2.79,8.584,1.822,4.759,90.74,0.67,9.859,9.505,4.936,50.08,53.46,1.603,Y,N,Validated
2023-08,QMEAS-212,22151,19593,APRDRG,2.09,1.594,3.573,14.61,65.28,29.07,0.539,3.933,7.186,81.53,75.28,1.957,Y,Y,NotSubmitted
2023-08,QMEAS-174,40746,93499,CustomRA,3.73,9.672,4.834,9.465,21.63,60.88,3.707,9.311,2.602,52.58,74.72,0.491,Y,N,FailedChecks
2024-01,QMEAS-176,43310,99016,None,4.78,5.587,11.426,21.709,25.56,72.49,2.142,1.834,6.556,40.0,32.18,1.336,N,N,FailedChecks
2022-04,QMEAS-277,37687,17389,HCC,4.12,4.044,2.582,5.923,26.67,14.33,12.529,7.519,8.014,40.52,45.32,1.571,N,Y,NotSubmitted
2025-05,QMEAS-284,39715,32562,APRDRG,3.65,0.126,17.902,9.659,52.89,80.68,22.13,0.803,5.709,91.8,52.98,0.433,N,N,Validated
2023-06,QMEAS-653,10443,40178,DRG,1.87,4.026,6.955,2.243,86.84,98.24,23.582,9.972,3.753,26.52,75.77,1.242,Y,N,NotSubmitted
2021-04,QMEAS-990,7874,81292,CustomRA,4.57,4.603,0.945,8.82,67.33,86.15,14.443,6.274,8.683,45.62,80.12,0.746,Y,Y,FailedChecks
2023-12,QMEAS-895,38110,43969,CustomRA,1.19,6.52,3.791,20.534,71.04,27.52,9.205,7.89,9.546,97.24,57.08,1.379,N,Y,NotSubmitted
2021-09,QMEAS-731,22764,70680,APRDRG,2.77,5.932,13.361,12.371,31.08,64.62,3.108,3.1,1.169,34.53,58.73,1.847,N,N,Validated
2024-06,QMEAS-623,13830,17498,CustomRA,1.85,10.227,0.711,16.368,28.79,22.34,6.627,8.973,1.698,30.86,40.69,1.52,Y,N,Validated
2025-06,QMEAS-499,36081,51526,APRDRG,1.55,9.634,0.057,8.889,22.62,93.78,21.784,7.517,5.564,71.52,80.01,0.99,N,Y,NotSubmitted
2025-02,QMEAS-467,31857,76621,None,4.31,8.596,15.072,18.573,84.82,93.79,14.632,3.321,0.554,67.87,85.45,0.668,Y,Y,FailedChecks
2024-07,QMEAS-463,42124,7961,None,4.92,10.375,16.772,20.008,5.3,78.35,20.22,8.334,5.025,92.09,24.94,1.06,N,Y,Provisional
2023-03,QMEAS-985,33490,15777,APRDRG,1.66,4.743,8.841,17.581,83.13,65.06,1.147,2.182,9.271,95.69,93.38,0.517,Y,Y,FailedChecks
2021-01,QMEAS-846,15602,53126,DRG,3.03,0.226,13.142,9.545,84.12,23.64,23.146,2.405,14.533,33.1,31.65,1.909,Y,Y,FailedChecks
2021-08,QMEAS-575,49976,19579,CustomRA,2.61,8.199,1.103,6.519,27.72,44.74,7.384,6.265,12.266,93.56,62.33,1.862,N,Y,FailedChecks
2025-11,QMEAS-372,7882,118239,CustomRA,2.47,3.532,8.87,2.279,35.21,0.86,6.376,3.42,4.341,70.43,83.16,0.648,Y,N,NotSubmitted
2021-04,QMEAS-822,13418,73971,DRG,3.25,1.742,17.7,18.903,37.99,94.15,16.383,7.236,0.194,22.27,49.46,1.456,Y,N,FailedChecks
2023-04,QMEAS-342,36800,14775,None,4.7,5.659,6.171,16.682,84.97,75.78,2.657,3.145,14.15,60.22,85.4,1.818,N,Y,Validated
2022-11,QMEAS-944,14422,106856,CustomRA,4.94,0.223,17.13,1.285,80.63,79.55,1.285,8.943,13.951,34.38,83.87,2.123,N,Y,NotSubmitted
2023-05,QMEAS-714,28199,6466,None,4.85,6.716,3.895,11.508,73.56,23.67,23.756,3.262,11.881,47.14,30.49,1.854,N,Y,Provisional
2024-03,QMEAS-913,48775,52647,HCC,4.93,9.218,12.31,15.473,84.99,29.2,22.895,1.42,2.887,33.4,74.34,1.459,N,Y,Validated
2023-09,QMEAS-211,26846,93986,DRG,5.0,1.916,8.497,19.932,70.58,63.85,10.435,7.72,1.096,39.63,93.61,0.337,Y,N,NotSubmitted
2022-12,QMEAS-678,10807,36539,HCC,2.43,4.758,11.355,1.52,47.48,47.74,23.233,9.915,10.142,94.46,84.25,0.332,Y,Y,FailedChecks
2022-05,QMEAS-704,26569,74680,HCC,2.66,10.454,1.29,15.703,32.12,49.86,14.964,7.891,8.017,91.36,46.08,0.932,N,N,Provisional
2024-10,QMEAS-200,12167,97260,HCC,4.03,0.152,7.797,20.976,95.06,79.26,22.373,7.823,2.248,75.18,57.65,1.524,Y,Y,FailedChecks
2020-07,QMEAS-297,35320,105716,HCC,1.85,4.76,3.236,18.365,10.17,42.87,2.897,9.679,7.138,60.38,29.57,1.511,Y,N,NotSubmitted
2023-09,QMEAS-718,1033,53990,CustomRA,2.47,3.83,0.526,1.419,53.25,92.56,17.925,6.392,11.208,41.14,31.86,1.637,N,Y,Provisional
2024-03,QMEAS-269,15204,32825,DRG,1.88,3.674,0.528,12.002,51.1,3.21,3.511,8.356,0.848,24.15,39.29,1.722,Y,N,Validated
2023-06,QMEAS-266,33311,40275,APRDRG,4.59,3.076,2.938,4.091,83.56,74.02,8.758,8.759,4.73,25.65,38.97,0.875,Y,Y,NotSubmitted
2024-08,QMEAS-810,39508,42862,None,4.5,1.931,7.134,13.358,57.32,74.84,0.663,6.403,1.247,40.69,41.66,0.634,Y,Y,Provisional
2024-06,QMEAS-567,13110,2413,None,2.96,4.088,17.01,13.433,55.7,69.3,2.547,1.408,0.985,73.05,87.04,0.432,Y,N,Validated
2021-08,QMEAS-348,28618,84710,APRDRG,2.41,2.767,4.676,14.733,73.64,14.19,14.614,9.983,0.892,67.55,97.28,1.263,Y,N,NotSubmitted
2024-06,QMEAS-813,40876,81317,HCC,2.4,8.662,1.035,17.418,8.26,73.82,4.944,1.477,7.602,84.08,20.62,1.648,Y,N,NotSubmitted
2024-05,QMEAS-493,692,71958,None,4.35,9.388,1.164,5.416,91.3,40.28,21.235,1.742,3.184,96.14,91.71,2.038,Y,N,FailedChecks
2022-04,QMEAS-582,13954,45711,None,2.86,1.978,5.221,21.171,86.08,80.78,9.244,4.761,11.634,66.76,61.95,0.525,N,N,Provisional
2021-11,QMEAS-223,10842,8192,APRDRG,3.79,9.233,8.074,13.144,53.45,42.64,14.699,1.537,11.274,64.34,32.59,1.758,N,Y,NotSubmitted
2020-03,QMEAS-594,44634,13393,CustomRA,2.86,7.1,1.463,18.913,13.35,8.47,22.067,8.079,0.73,46.62,63.94,1.58,N,Y,Provisional
2024-05,QMEAS-812,27011,51387,APRDRG,3.08,1.304,9.73,13.819,41.44,55.66,22.232,3.992,2.494,92.93,34.94,0.603,Y,N,Validated
2024-06,QMEAS-749,17569,101860,APRDRG,1.19,0.184,13.35,20.611,75.85,99.85,8.852,1.917,13.867,67.29,23.82,1.376,Y,Y,Provisional
2022-04,QMEAS-750,43486,79612,DRG,4.71,7.139,13.712,0.589,10.57,0.58,0.7,0.453,6.648,63.49,24.89,0.702,N,N,Validated
2020-03,QMEAS-982,27720,85282,CustomRA,1.71,6.055,9.726,2.03,66.73,62.47,24.612,4.238,14.727,32.76,63.42,1.474,N,N,Validated
2025-08,QMEAS-174,28057,23248,DRG,3.53,2.146,2.474,2.575,60.63,53.9,10.38,1.508,3.083,97.04,52.64,1.248,Y,Y,FailedChecks
2021-10,QMEAS-859,46484,103509,HCC,4.63,9.42,5.804,11.545,48.17,94.9,18.739,8.85,11.039,96.8,77.89,2.025,N,Y,Provisional
2025-11,QMEAS-949,8678,89915,APRDRG,3.49,5.579,13.58,17.665,25.23,55.28,22.722,1.008,9.652,39.46,75.69,0.314,Y,Y,FailedChecks
2023-09,QMEAS-433,47001,6511,None,1.09,11.4,13.414,19.14,69.71,45.12,8.924,0.302,8.152,51.73,63.96,1.801,N,N,Validated
2020-01,QMEAS-196,43228,68767,APRDRG,3.76,1.634,15.2,3.114,20.91,70.39,14.871,8.61,9.749,65.04,50.88,1.912,Y,Y,Validated
2023-06,QMEAS-418,19225,54224,None,2.31,9.129,6.3,1.327,93.89,63.43,12.806,9.935,1.034,86.19,85.16,1.426,N,N,FailedChecks
