trans_rail_reference_month,trans_rail_country_iso2,trans_rail_operator_code,trans_rail_origin_station_code,trans_rail_destination_station_code,trans_rail_passenger_km_million,trans_rail_freight_tonne_km_million,trans_rail_on_time_performance_pct,trans_rail_delay_minutes_avg,trans_rail_cancelled_services_count,trans_rail_ticket_price_index,trans_rail_capacity_train_km_million,trans_rail_electrified_network_share_pct,trans_rail_ertms_equipped_km,trans_rail_cross_border_service_flag,trans_rail_night_train_service_flag,trans_rail_rail_freight_corridor_code,trans_rail_data_source,trans_rail_data_quality_flag,trans_rail_data_extract_date
2026-09,DE,DE_RAIL_OP021,DEST021,ITST451,6410.85,4074.14,79.4,10.04,80,87.41,104.574,81.76,7213.38,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-05-26
2026-10,LV,LV_RAIL_OP022,LVST022,PTST452,883.94,4561.9,86.5,11.44,103,130.88,29.192,50.83,6292.29,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-03-07
2026-11,PL,PL_RAIL_OP023,PLST023,BEST453,5368.06,2522.55,83.86,6.85,186,104.17,126.391,49.2,1196.32,0,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2025-02-26
2026-12,ES,ES_RAIL_OP024,ESST024,FIST454,2891.12,1393.49,82.73,2.43,493,120.43,51.709,44.24,2874.76,1,1,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-02-09
2016-01,HR,HR_RAIL_OP025,HRST025,LVST455,492.17,1437.01,98.06,3.88,193,94.59,83.395,71.93,7183.31,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-02-03
2016-02,FI,FI_RAIL_OP026,FIST026,ROST456,3349.24,580.8,75.08,15.46,370,109.5,18.028,68.31,4248.95,0,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-06-24
2016-03,IE,IE_RAIL_OP027,IEST027,BGST457,539.81,3427.24,84.89,3.65,655,139.3,68.36,39.4,4217.21,1,1,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2026-01-16
2016-04,MT,MT_RAIL_OP028,MTST028,FRST458,2327.32,4230.0,90.85,3.53,138,107.95,59.894,54.1,1635.0,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-09-03
2016-05,SK,SK_RAIL_OP029,SKST029,LTST459,2860.26,1252.87,89.53,4.49,23,128.81,55.908,93.14,9749.14,0,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-03-04
2016-06,BE,BE_RAIL_OP030,BEST030,SKST460,4419.81,2279.59,76.35,2.66,579,105.6,81.742,54.08,6738.6,0,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2025-11-22
2016-07,DK,DK_RAIL_OP031,DKST031,HRST461,4389.47,2235.8,74.23,22.67,124,114.35,108.136,64.3,5931.19,1,1,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-10-07
2016-08,GR,GR_RAIL_OP032,GRST032,DEST462,1653.06,485.82,96.26,10.7,375,130.87,18.92,68.49,1449.31,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2024-07-31
2016-09,LT,LT_RAIL_OP033,LTST033,LUST463,6472.93,2717.58,91.37,12.29,492,128.94,15.615,49.18,820.05,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2025-12-03
2016-10,PT,PT_RAIL_OP034,PTST034,SIST464,177.25,396.12,69.51,10.67,1068,116.21,67.134,90.26,3973.63,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-09-17
2016-11,SE,SE_RAIL_OP035,SEST035,CYST465,2462.89,2375.24,77.6,21.57,503,111.22,49.38,64.08,9820.22,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-08-11
2016-12,CY,CY_RAIL_OP036,CYST036,GRST466,304.6,2394.08,74.99,5.06,340,88.64,15.84,73.93,479.7,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-01-04
2017-01,FR,FR_RAIL_OP037,FRST037,MTST467,2457.36,1240.92,92.78,7.9,95,122.94,111.277,30.19,1969.86,0,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-08-17
2017-02,IT,IT_RAIL_OP038,ITST038,ESST468,1383.49,6238.57,73.32,15.92,846,92.43,68.288,52.27,1850.96,0,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2024-09-15
2017-03,NL,NL_RAIL_OP039,NLST039,CZST469,433.28,2628.43,68.79,7.24,646,85.82,54.788,58.32,5184.77,0,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-04-10
2017-04,SI,SI_RAIL_OP040,SIST040,HUST470,6950.54,4078.79,74.71,14.7,929,143.16,65.755,61.84,7384.63,0,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2024-08-10
2017-05,BG,BG_RAIL_OP041,BGST041,NLST001,2702.05,25.99,92.85,6.69,601,136.16,138.199,94.78,8330.65,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-06-20
2017-06,EE,EE_RAIL_OP042,EEST042,SEST002,4100.33,4456.77,94.14,8.98,292,88.72,114.632,60.92,1868.79,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-06-11
2017-07,HU,HU_RAIL_OP043,HUST043,DKST003,5101.56,847.17,82.75,7.52,258,99.4,63.973,63.06,2774.32,1,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-10-05
2017-08,LU,LU_RAIL_OP044,LUST044,IEST004,3355.99,2813.0,92.29,13.81,369,128.99,17.77,56.33,3762.16,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-12-11
2017-09,RO,RO_RAIL_OP045,ROST045,PLST005,2767.64,1177.8,87.86,9.93,93,97.05,28.29,67.53,9883.4,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-10-11
2017-10,AT,AT_RAIL_OP046,ATST046,ATST006,558.86,1905.53,77.56,7.33,640,93.35,37.649,33.16,5052.25,0,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-01-21
2017-11,CZ,CZ_RAIL_OP047,CZST047,EEST007,1063.88,4604.24,95.99,13.32,10,98.4,55.623,77.13,4855.04,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-02-09
2017-12,DE,DE_RAIL_OP048,DEST048,ITST008,969.68,1725.53,75.4,7.39,661,119.91,65.304,81.86,2950.24,1,1,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-11-04
2018-01,LV,LV_RAIL_OP049,LVST049,PTST009,4612.97,1682.92,88.51,8.23,194,129.66,136.621,56.9,6772.24,0,1,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-05-12
2018-02,PL,PL_RAIL_OP050,PLST050,BEST010,5463.37,758.85,96.13,3.65,476,129.34,18.834,53.2,762.03,1,1,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-10-14
2018-03,ES,ES_RAIL_OP051,ESST051,FIST011,551.8,3400.05,70.63,7.27,663,125.49,74.614,88.74,5690.11,0,1,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-07-29
2018-04,HR,HR_RAIL_OP052,HRST052,LVST012,1823.08,575.55,71.08,4.47,1124,108.71,101.29,75.63,2080.67,1,1,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2024-09-21
2018-05,FI,FI_RAIL_OP053,FIST053,ROST013,4969.39,950.55,86.65,2.01,286,85.58,76.603,80.78,8770.02,1,1,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-01-15
2018-06,IE,IE_RAIL_OP054,IEST054,BGST014,1453.14,680.74,74.42,12.58,896,140.8,6.317,78.96,3630.43,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-03-17
2018-07,MT,MT_RAIL_OP055,MTST055,FRST015,2845.49,1704.84,79.63,10.47,256,142.91,39.201,42.39,4377.81,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-03-12
2018-08,SK,SK_RAIL_OP056,SKST056,LTST016,586.65,4095.07,96.91,3.0,297,102.33,72.8,48.78,6507.2,0,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2024-02-02
2018-09,BE,BE_RAIL_OP057,BEST057,SKST017,1764.92,1108.69,81.5,13.48,33,126.07,92.171,65.57,3534.67,0,1,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2025-05-22
2018-10,DK,DK_RAIL_OP058,DKST058,HRST018,2059.82,3851.41,77.67,23.3,561,139.93,25.993,65.56,1187.81,1,1,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-01-30
2018-11,GR,GR_RAIL_OP059,GRST059,DEST019,5959.76,2571.02,73.81,10.38,803,98.81,134.15,65.27,2147.24,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-03-30
2018-12,LT,LT_RAIL_OP060,LTST060,LUST020,3753.22,1409.58,75.55,15.66,142,136.84,56.981,53.4,4921.57,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-12-21
2019-01,PT,PT_RAIL_OP001,PTST061,SIST021,3258.7,3349.08,73.04,22.08,724,139.97,28.267,55.16,5053.65,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-07-03
2019-02,SE,SE_RAIL_OP002,SEST062,CYST022,4713.47,4654.6,98.09,3.35,13,121.0,94.442,96.39,7575.93,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-02-19
2019-03,CY,CY_RAIL_OP003,CYST063,GRST023,1807.93,12.33,96.2,10.14,224,141.67,93.949,83.99,8553.36,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-03-08
2019-04,FR,FR_RAIL_OP004,FRST064,MTST024,4352.08,3888.69,93.24,10.04,43,112.21,83.842,47.43,5530.41,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-05-25
2019-05,IT,IT_RAIL_OP005,ITST065,ESST025,3555.86,51.94,85.65,5.19,507,89.89,142.971,83.07,6728.48,0,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-01-19
2019-06,NL,NL_RAIL_OP006,NLST066,CZST026,5136.88,3640.03,76.51,17.7,109,143.85,110.944,62.49,324.48,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-09-04
2019-07,SI,SI_RAIL_OP007,SIST067,HUST027,1032.28,25.55,87.43,4.37,89,142.6,64.024,38.33,2032.61,1,1,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-05-05
2019-08,BG,BG_RAIL_OP008,BGST068,NLST028,1077.02,3609.55,94.35,11.93,365,117.61,102.694,43.9,5199.8,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,0,2024-08-19
2019-09,EE,EE_RAIL_OP009,EEST069,SEST029,224.77,280.69,75.99,19.05,530,119.87,45.527,77.51,8354.07,1,1,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-12-19
2019-10,HU,HU_RAIL_OP010,HUST070,DKST030,3678.23,3160.67,95.95,8.18,118,142.66,87.565,82.55,4395.24,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2025-03-19
2019-11,LU,LU_RAIL_OP011,LUST071,IEST031,2979.87,5115.39,69.21,7.53,918,129.98,61.106,97.59,2592.43,0,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-09-07
2019-12,RO,RO_RAIL_OP012,ROST072,PLST032,708.54,4230.41,80.38,9.38,118,136.56,110.279,78.3,8850.51,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2024-01-20
2020-01,AT,AT_RAIL_OP013,ATST073,ATST033,3601.32,2219.44,70.37,10.48,874,107.4,66.854,40.96,3029.65,0,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-06-03
2020-02,CZ,CZ_RAIL_OP014,CZST074,EEST034,2879.66,3581.09,87.22,2.44,438,87.73,63.52,44.93,266.26,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-09-10
2020-03,DE,DE_RAIL_OP015,DEST075,ITST035,1853.2,14.01,85.25,9.97,257,115.23,103.12,65.85,7774.63,0,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-06-07
2020-04,LV,LV_RAIL_OP016,LVST076,PTST036,2083.87,2358.79,93.92,7.55,457,116.6,41.258,39.27,3242.79,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-08-26
2020-05,PL,PL_RAIL_OP017,PLST077,BEST037,2891.29,1522.08,81.79,2.71,309,85.7,34.652,33.15,2481.54,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2025-11-11
2020-06,ES,ES_RAIL_OP018,ESST078,FIST038,3074.76,3187.21,81.18,9.65,298,133.6,106.341,89.14,410.65,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2026-02-23
2020-07,HR,HR_RAIL_OP019,HRST079,LVST039,1205.77,1229.2,97.34,9.88,600,100.05,10.943,78.9,2145.32,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-07-15
2020-08,FI,FI_RAIL_OP020,FIST080,ROST040,3398.14,2278.47,90.95,11.1,128,138.66,130.773,79.78,392.69,0,1,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-10-06
2020-09,IE,IE_RAIL_OP021,IEST081,BGST041,913.39,2792.67,83.87,12.17,656,103.56,1.012,57.75,4061.22,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-01-28
2020-10,MT,MT_RAIL_OP022,MTST082,FRST042,564.07,3986.84,84.84,8.28,574,85.51,106.103,72.65,3623.89,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-05-08
2020-11,SK,SK_RAIL_OP023,SKST083,LTST043,6383.45,4663.91,71.74,15.38,100,127.58,95.471,56.85,37.88,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-01-22
2020-12,BE,BE_RAIL_OP024,BEST084,SKST044,2893.34,3641.53,68.26,13.57,602,140.49,47.036,97.37,8272.59,0,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-07-19
2021-01,DK,DK_RAIL_OP025,DKST085,HRST045,333.48,4163.95,71.53,15.33,132,114.11,112.833,81.1,6605.82,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-03-05
2021-02,GR,GR_RAIL_OP026,GRST086,DEST046,4635.53,309.85,84.16,12.77,615,104.32,4.479,44.17,4811.09,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-07-05
2021-03,LT,LT_RAIL_OP027,LTST087,LUST047,1460.64,5428.25,95.26,3.9,544,112.01,14.533,92.29,3272.29,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-10-13
2021-04,PT,PT_RAIL_OP028,PTST088,SIST048,1600.77,768.35,86.32,5.04,337,123.18,46.644,82.96,3537.31,0,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-09-18
2021-05,SE,SE_RAIL_OP029,SEST089,CYST049,4360.95,1836.85,97.2,1.25,338,126.27,33.381,49.92,6326.1,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-02-25
2021-06,CY,CY_RAIL_OP030,CYST090,GRST050,3686.34,2638.0,89.29,2.79,269,115.26,72.451,39.65,6734.48,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-03-13
2021-07,FR,FR_RAIL_OP031,FRST091,MTST051,2038.08,5113.04,71.19,7.49,424,111.79,15.054,68.45,2614.37,0,1,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-03-21
2021-08,IT,IT_RAIL_OP032,ITST092,ESST052,1893.51,2046.75,74.02,1.61,1113,130.41,68.787,83.34,9.05,1,1,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2024-01-29
2021-09,NL,NL_RAIL_OP033,NLST093,CZST053,4428.09,4710.45,69.5,14.42,726,144.02,75.989,47.24,2980.77,0,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-01-09
2021-10,SI,SI_RAIL_OP034,SIST094,HUST054,4527.93,3787.21,91.99,12.99,568,90.48,97.315,50.89,4924.84,0,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-05-19
2021-11,BG,BG_RAIL_OP035,BGST095,NLST055,1127.87,2645.43,69.2,14.55,374,136.36,7.925,53.27,6425.62,0,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-06-29
2021-12,EE,EE_RAIL_OP036,EEST096,SEST056,400.75,864.23,94.45,14.07,1,132.42,20.791,54.16,4822.74,0,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2024-10-29
2022-01,HU,HU_RAIL_OP037,HUST097,DKST057,1914.72,3629.69,89.03,7.12,44,95.08,43.104,76.99,9503.05,1,1,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-08-11
2022-02,LU,LU_RAIL_OP038,LUST098,IEST058,1016.52,2118.15,83.16,8.93,15,97.81,70.251,95.55,1174.64,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-02-22
2022-03,RO,RO_RAIL_OP039,ROST099,PLST059,2206.39,1178.34,79.82,7.18,641,130.27,138.007,68.06,4436.59,0,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-02-19
2022-04,AT,AT_RAIL_OP040,ATST100,ATST060,935.55,2379.69,81.56,13.31,640,130.08,141.377,99.62,2319.26,0,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-07-03
2022-05,CZ,CZ_RAIL_OP041,CZST101,EEST061,1199.23,3764.16,73.92,19.22,263,126.25,77.434,31.97,3548.81,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2026-01-02
2022-06,DE,DE_RAIL_OP042,DEST102,ITST062,712.13,2823.79,97.79,0.77,222,109.66,39.496,93.02,4018.28,0,1,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-11-26
2022-07,LV,LV_RAIL_OP043,LVST103,PTST063,3406.31,1110.14,79.04,14.12,657,135.22,20.817,78.62,1229.09,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2026-01-01
2022-08,PL,PL_RAIL_OP044,PLST104,BEST064,193.64,2025.35,81.01,12.54,223,118.78,92.37,99.71,8145.07,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-05-02
2022-09,ES,ES_RAIL_OP045,ESST105,FIST065,5181.86,3594.89,68.72,14.89,1046,133.26,34.074,41.45,4712.2,1,1,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-09-22
2022-10,HR,HR_RAIL_OP046,HRST106,LVST066,3625.01,2169.61,76.69,1.78,436,132.54,49.21,85.9,2304.42,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-09-05
2022-11,FI,FI_RAIL_OP047,FIST107,ROST067,3576.74,1274.37,78.37,9.64,373,130.75,52.185,57.26,6784.73,0,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-12-31
2022-12,IE,IE_RAIL_OP048,IEST108,BGST068,250.51,1239.33,96.53,5.33,435,127.4,54.733,56.04,3103.37,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-12-19
2023-01,MT,MT_RAIL_OP049,MTST109,FRST069,3652.96,429.87,80.07,11.29,135,130.92,50.68,60.66,6543.16,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-05-15
2023-02,SK,SK_RAIL_OP050,SKST110,LTST070,3924.92,2547.01,75.61,2.35,115,95.18,94.86,63.33,9682.16,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-08-25
2023-03,BE,BE_RAIL_OP051,BEST111,SKST071,223.44,1505.69,80.78,10.21,617,111.9,90.203,74.99,4369.32,1,1,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-09-15
2023-04,DK,DK_RAIL_OP052,DKST112,HRST072,4512.86,2587.56,77.17,15.26,243,137.66,29.891,99.91,888.48,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2026-02-05
2023-05,GR,GR_RAIL_OP053,GRST113,DEST073,6378.52,752.26,68.87,19.74,956,95.69,75.72,57.92,3630.89,0,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2025-12-05
2023-06,LT,LT_RAIL_OP054,LTST114,LUST074,819.24,1919.62,93.42,7.23,4,92.58,100.057,66.6,5928.14,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-03-14
2023-07,PT,PT_RAIL_OP055,PTST115,SIST075,2413.57,3399.71,94.22,10.69,407,85.92,56.637,63.97,7502.83,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-02-18
2023-08,SE,SE_RAIL_OP056,SEST116,CYST076,1376.56,2314.46,86.11,13.23,557,93.84,79.652,86.91,6916.59,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-05-05
2023-09,CY,CY_RAIL_OP057,CYST117,GRST077,1582.7,2983.99,82.52,8.5,536,103.62,44.182,78.65,6689.77,0,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-01-15
2023-10,FR,FR_RAIL_OP058,FRST118,MTST078,4373.95,4589.75,72.18,0.68,797,108.83,60.644,67.7,2031.63,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2024-06-24
2023-11,IT,IT_RAIL_OP059,ITST119,ESST079,2310.26,1406.91,72.33,2.5,348,113.88,26.625,33.15,2618.66,0,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-04-22
2023-12,NL,NL_RAIL_OP060,NLST120,CZST080,3293.38,156.28,75.27,15.72,307,108.52,123.848,98.83,546.1,0,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-05-14
2024-01,SI,SI_RAIL_OP001,SIST121,HUST081,3809.54,4068.85,87.9,9.25,562,86.69,49.77,32.4,3066.61,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-02-03
2024-02,BG,BG_RAIL_OP002,BGST122,NLST082,2585.51,469.55,91.86,9.11,300,90.72,92.739,79.64,218.05,0,1,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-01-14
2024-03,EE,EE_RAIL_OP003,EEST123,SEST083,2048.73,5.77,81.67,5.89,307,103.59,15.194,66.21,3252.22,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-10-09
2024-04,HU,HU_RAIL_OP004,HUST124,DKST084,2055.88,1384.7,98.01,13.67,161,102.67,110.986,60.82,9758.89,1,1,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-05-07
2024-05,LU,LU_RAIL_OP005,LUST125,IEST085,934.42,2200.26,82.29,1.02,577,144.9,111.338,91.42,4028.55,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-10-11
2024-06,RO,RO_RAIL_OP006,ROST126,PLST086,3303.39,2718.85,83.93,5.18,487,88.6,70.533,81.07,5972.45,0,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-09-02
2024-07,AT,AT_RAIL_OP007,ATST127,ATST087,563.48,3082.25,85.41,8.39,9,87.37,42.115,86.79,8414.39,0,1,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2024-08-30
2024-08,CZ,CZ_RAIL_OP008,CZST128,EEST088,3943.91,1918.29,80.78,1.46,550,90.64,15.653,74.19,5461.75,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-11-17
2024-09,DE,DE_RAIL_OP009,DEST129,ITST089,1547.53,291.61,92.56,10.58,401,115.04,35.329,84.51,6004.66,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,0,2025-11-20
2024-10,LV,LV_RAIL_OP010,LVST130,PTST090,912.71,5219.24,96.07,1.41,63,100.43,37.612,89.79,1380.88,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-08-07
2024-11,PL,PL_RAIL_OP011,PLST131,BEST091,1171.46,1242.26,85.79,2.15,651,139.89,123.193,33.98,1530.82,0,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2026-02-06
2024-12,ES,ES_RAIL_OP012,ESST132,FIST092,4197.5,3464.23,73.91,17.66,535,140.81,97.694,94.74,5338.84,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2026-02-13
2025-01,HR,HR_RAIL_OP013,HRST133,LVST093,958.59,3342.36,80.89,12.58,392,105.2,79.16,48.92,2160.21,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2025-09-09
2025-02,FI,FI_RAIL_OP014,FIST134,ROST094,1121.64,1686.68,87.55,9.91,289,109.78,74.623,66.85,3737.23,0,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2024-02-29
2025-03,IE,IE_RAIL_OP015,IEST135,BGST095,5361.62,2603.45,97.78,4.07,364,105.68,99.447,30.28,3542.84,0,1,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-02-01
2025-04,MT,MT_RAIL_OP016,MTST136,FRST096,1597.72,1185.5,74.25,7.04,1016,126.03,27.272,71.31,9704.96,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-06-22
2025-05,SK,SK_RAIL_OP017,SKST137,LTST097,1729.36,703.85,72.32,1.53,3,89.92,102.158,70.78,1428.3,0,1,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-04-22
2025-06,BE,BE_RAIL_OP018,BEST138,SKST098,6402.88,4404.35,92.99,4.79,372,92.64,57.871,52.21,525.71,0,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-03-14
2025-07,DK,DK_RAIL_OP019,DKST139,HRST099,1931.91,590.05,80.47,8.93,91,99.17,9.548,56.62,4701.8,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-09-23
2025-08,GR,GR_RAIL_OP020,GRST140,DEST100,2989.51,1366.67,92.14,12.51,109,120.66,32.64,68.86,4769.24,0,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-12-05
2025-09,LT,LT_RAIL_OP021,LTST141,LUST101,6085.36,3479.04,88.16,11.59,73,104.01,43.528,66.22,8463.81,1,1,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-04-20
2025-10,PT,PT_RAIL_OP022,PTST142,SIST102,4439.71,3894.33,72.38,1.47,797,129.6,71.244,81.94,360.16,1,1,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2026-02-07
2025-11,SE,SE_RAIL_OP023,SEST143,CYST103,663.03,2493.36,95.62,9.17,550,135.67,88.078,57.88,2470.46,1,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-01-09
