gov_budget_budget_fiscal_year,gov_budget_government_unit_id,gov_budget_fund_type_code,gov_budget_revenue_taxes_total,gov_budget_revenue_fees_total,gov_budget_revenue_intergov_total,gov_budget_revenue_charges_services,gov_budget_expenditure_public_safety,gov_budget_expenditure_education,gov_budget_expenditure_health,gov_budget_expenditure_transport,gov_budget_expenditure_housing,gov_budget_expenditure_general_gov,gov_budget_capital_outlay_total,gov_budget_debt_service_total,gov_budget_pension_contribution_total,gov_budget_rainy_day_fund_balance,gov_budget_general_fund_balance,gov_budget_audit_opinion_code,gov_budget_cash_flow_stress_index
2025,GOV0000804,SPECIAL_REVENUE,144491487628.0,26743894196.96,107193795283.17,9958226225.68,68760290504.32,116237108676.86,107369400378.41,6077134227.63,15652103247.33,45011458012.06,56952133877.39,3093659103.43,16809756043.74,14367886533.22,18531296706.51,UNQUALIFIED,0.3324
2011,GOV0000805,CAPITAL,43823639560.73,11813528965.52,68503649075.05,25852958706.67,60541897738.66,111342481217.81,131623845017.4,13841461335.5,17985349053.74,6628164843.75,60924980522.49,33822657479.0,551069998.85,26778429742.43,40856122029.14,UNQUALIFIED,0.1403
2008,GOV0000806,TRANSPORT,70133809501.95,43052833457.22,20899721355.78,19864306791.47,74525489981.19,42203443383.71,91271066031.23,53108386907.34,28471280719.58,24134885107.8,32327271738.56,18245965046.61,22567998314.73,6923910434.45,6471506251.77,UNQUALIFIED,0.8904
2019,GOV0000807,HEALTH,83348892913.95,33014952720.09,19581965161.19,27675451691.85,37512358773.65,134061945267.25,148186213385.81,58984737319.17,13702378262.27,10059583653.57,44704638775.61,31944292319.77,23211018037.78,5395441631.06,62128179742.55,QUALIFIED,0.0746
2022,GOV0000808,SPECIAL_REVENUE,3972925322.96,32921417879.3,6194277944.81,25022371557.24,62587471643.03,88101170029.87,66776048006.04,13830126639.49,13810852109.91,24255577048.33,11342126698.02,24707024831.82,10242581406.18,38017249263.6,5768227074.59,ADVERSE,0.6745
2024,GOV0000809,CAPITAL,7122883643.77,8883587061.04,88214182944.73,16041419201.28,37879533588.08,121877907210.54,32460985491.93,32725878128.48,12390715342.89,44121708588.19,32125063430.26,14064665165.46,8002490074.17,30995605332.0,44170567866.48,UNQUALIFIED,0.0971
2016,GOV0000810,CAPITAL,135980500374.52,43177758661.83,47397075338.9,10653996079.82,64674244578.65,104738106971.47,159465972989.55,31618457549.76,15382624562.04,20413424975.87,23208390045.46,25514738093.09,11100004517.32,24153142301.24,598353795.15,QUALIFIED,0.2711
2015,GOV0000811,CAPITAL,96760235945.74,29930827610.89,54413359694.19,33655189011.64,15532859949.11,107856124074.64,104426461725.17,37759281760.29,9467549632.9,2031255771.48,28147323147.45,34566450589.61,4527148759.18,15857654243.78,7194923936.42,UNQUALIFIED,0.6057
2015,GOV0000812,TRANSPORT,44772015919.05,19124422323.72,93573008702.85,5103616418.7,69102307567.33,139230737657.25,122882420181.78,58121186319.87,21540320920.5,15069453891.25,52247978718.61,2720439129.64,13919998914.8,11707040984.43,12401447002.19,UNQUALIFIED,0.1196
2013,GOV0000813,HEALTH,217991635725.81,34846370128.9,53936896606.62,26399907932.96,37531308660.32,57022211032.34,61851127579.79,28386085185.91,39705452818.08,34843227409.77,23218732605.09,846657270.04,13401652792.29,38454858113.73,49606233885.15,UNQUALIFIED,0.0898
2013,GOV0000814,DEBT_SERVICE,92278929346.38,35470443922.88,117237702383.06,20805118915.73,40165675387.05,129020174842.6,87505296627.55,2230312451.91,36658889663.22,10556509041.28,36833975340.41,19070619411.26,5496935591.06,19113987737.71,53082234744.45,UNQUALIFIED,0.2886
2024,GOV0000815,ENTERPRISE,191725573092.19,16233984472.88,28816964530.12,22431154294.58,31196371097.67,68390064192.47,118555898442.0,56986114761.32,19062007818.31,29654036988.18,54802621507.52,20446505878.74,15730807264.06,8539097519.82,-2323355531.05,UNQUALIFIED,0.9392
2021,GOV0000816,DEBT_SERVICE,24117757356.99,7624803670.6,59172624264.19,3957039845.2,40859864141.63,108372834534.68,73818323644.21,19084537036.87,7781213767.39,40308698622.37,38039295768.9,29444783266.29,6680062302.66,35237627831.07,69727250595.11,UNQUALIFIED,0.9062
2021,GOV0000817,HEALTH,121528727872.7,43422673517.97,97392136877.93,3462212837.71,11566742129.64,17318662734.66,54206793309.85,54615333606.41,38680646693.67,21756832066.42,10211744804.9,32209256366.3,17134307797.92,17063989864.52,37080427704.09,UNQUALIFIED,0.1371
2009,GOV0000818,TRANSPORT,69797338198.93,16082039755.75,28416441441.92,4250917181.25,73747180387.71,105123877805.64,49101380731.5,9399421233.77,35171127953.39,27555293852.45,44461435568.54,32965770895.2,15522827173.33,39221061580.63,28121125744.55,DISCLAIMER,0.0571
2016,GOV0000819,DEBT_SERVICE,245169025599.7,26104502772.05,3004979884.98,17174786456.37,47007602783.11,23110941545.49,52670079885.57,14578307268.56,26373920411.27,51027161010.76,55767403430.33,10829162413.26,22913343850.25,24362932056.16,13306434955.91,UNQUALIFIED,0.7576
2020,GOV0000820,EDUCATION,14262629328.74,20604269311.02,69556327662.26,24386032691.05,913953918.99,96773036782.23,106852371741.09,919970380.21,13825630859.47,21276935031.9,17772296601.55,28600442006.31,5457661883.58,38367251361.7,59402961174.67,UNQUALIFIED,0.2504
2014,GOV0000821,ENTERPRISE,34175887054.56,5433171109.59,9778652703.76,21396980568.17,69982181017.3,128150696004.52,34759279290.39,24953488424.77,22807371760.86,28831555803.78,8377577246.96,25658008377.58,5461918037.64,4178549494.32,1306024084.23,UNQUALIFIED,0.1216
2012,GOV0000822,TRANSPORT,156315150680.25,14248254769.29,107742277779.95,541080831.57,72041516285.52,52883379532.08,140324546869.47,15476080123.48,13298046690.47,13382189387.61,41164360367.41,21902097654.97,9858378586.58,26375140815.75,2871766065.91,UNQUALIFIED,0.4884
2010,GOV0000823,TRANSPORT,171552050417.82,14394227762.97,74950385820.49,13954231685.62,60918882555.4,98005840001.02,103498837885.44,53916618686.72,39951189747.14,36245420318.24,21989384437.0,2719594467.47,22268899285.88,531483512.52,2051768463.61,UNQUALIFIED,0.4718
2010,GOV0000824,HEALTH,65114418313.01,23349508834.47,49190692575.05,30827424923.25,69735504648.59,92665089579.72,119586398654.0,47864024514.21,32663236675.34,50871141685.34,4316223760.02,15062893643.65,12024805455.46,15835980852.67,47479239031.01,UNQUALIFIED,0.9493
2012,GOV0000825,HEALTH,45325733253.7,32639941599.76,53841631709.23,29960409607.07,23207429105.67,72076215875.2,46440551337.21,7546245030.98,2265130891.65,6451162039.14,26991142788.93,10407156751.92,9509177372.33,15648325164.56,3604536494.32,UNQUALIFIED,0.3457
2020,GOV0000826,CAPITAL,57778503454.74,20124917851.68,30084353801.0,10130363281.56,19895136402.67,102924180301.21,45354431108.33,59408433589.13,20144082258.42,29239541487.2,28712959456.59,1280117741.17,18883641987.67,19276122788.1,29950901222.27,UNQUALIFIED,0.1138
2022,GOV0000827,DEBT_SERVICE,249642897188.51,24185635933.46,96612958383.39,21706297836.4,45908174601.58,82674498346.05,118086437226.24,34281294499.99,27887320596.41,47217663133.23,43682044315.3,20049335700.34,12921088051.81,10673968605.9,16137253864.31,UNQUALIFIED,0.9821
2013,GOV0000828,EDUCATION,142820039348.81,7020223282.03,37408874918.32,2149288239.01,46285909398.94,48210890322.76,46423983854.93,5469102955.98,33429232468.41,44168283375.14,14731358198.12,12300040060.31,12631398724.47,39464283068.24,62540435432.4,DISCLAIMER,0.5759
2012,GOV0000829,EDUCATION,244712869788.63,22197628572.66,98684373506.91,33435714484.0,42831321982.92,71234137647.0,133637949809.45,24893235072.71,23508969009.49,51919727157.47,62744405018.53,24915038683.85,3736660370.79,19724459905.46,3161246766.81,UNQUALIFIED,0.6215
2010,GOV0000830,DEBT_SERVICE,61703857745.03,5349394228.84,12596500811.4,5627733307.13,14139322291.6,79788307443.4,125129967925.97,46083884740.68,6316314584.15,16754562523.93,51712067511.7,14775605729.88,24416912777.68,32178308025.67,69708349365.28,UNQUALIFIED,0.548
2015,GOV0000831,SPECIAL_REVENUE,183065767460.55,9894154525.49,101568459878.6,16407816830.38,24004937063.08,108620280511.39,85722710186.05,32658541099.12,26677780397.84,36326639326.56,11865972323.55,26431826958.56,4550422854.36,26490565659.85,48433531291.54,UNQUALIFIED,0.7391
2008,GOV0000832,ENTERPRISE,205925182049.05,18830057737.86,549801846.68,11838628954.9,827937294.4,116285978981.51,114136938429.14,12714024814.34,14587135538.57,43286186228.53,15720153962.38,20700427047.56,18632049169.68,25833050083.04,46101656957.9,DISCLAIMER,0.3458
2022,GOV0000833,HEALTH,199179802077.65,9684362366.94,46068431892.21,16765846746.45,73092513227.5,67003862506.08,138483601099.11,59923708146.37,33659873913.43,49853860121.45,10303586738.42,24864289875.17,16493347375.89,28253837576.34,41034592557.86,UNQUALIFIED,0.6305
2022,GOV0000834,CAPITAL,189827871673.05,21556785020.29,72072038804.23,1989437565.47,22727671687.34,53823727656.0,122128570775.87,42946247652.74,34901979261.67,29590009459.99,1125984718.76,20022156194.65,2210303733.73,23436103067.51,49395510601.96,UNQUALIFIED,0.5423
2016,GOV0000835,DEBT_SERVICE,30987569863.6,33299937202.59,73192739020.51,32019134631.93,5728636869.07,74382382514.55,158601278912.15,19383073815.12,5008143247.58,11896883557.74,18680704502.6,813686336.36,8567558478.99,25719486080.69,35903550788.73,UNQUALIFIED,0.9674
2011,GOV0000836,DEBT_SERVICE,223690840412.11,22761423875.18,119631060805.44,10153074378.67,58458458480.36,67443536748.92,126718525704.02,55716007789.94,29026306436.83,21042464334.17,11851202100.65,22844458354.32,15127712329.36,4226561154.78,43643306654.27,UNQUALIFIED,0.944
2014,GOV0000837,GENERAL,159784149161.12,43211390249.04,47816034261.0,31384556899.45,11039390937.0,138916066443.09,17433280075.62,8535113447.37,6682439403.97,8959487543.6,4875632945.65,7135494158.19,899902112.48,5509863274.25,434006860.2,UNQUALIFIED,0.6163
2016,GOV0000838,HEALTH,207619426657.06,8410384868.71,6795753481.13,19914782990.58,33335329779.48,107886270515.98,157539937968.97,43993762861.51,1931896255.72,54881507328.87,57110811175.42,5889693.21,487647048.97,8244980330.88,-3797075638.53,UNQUALIFIED,0.53
2008,GOV0000839,GENERAL,224801874515.43,30164527655.38,65380998576.98,1873286910.48,49990029927.36,115293326379.1,99681330506.03,4897058687.79,21356418273.99,53543670001.56,29194207998.85,30671623609.65,10434079722.12,14530315776.02,43324307371.12,UNQUALIFIED,0.2575
2024,GOV0000840,DEBT_SERVICE,76990631274.57,18012884722.88,85016818791.03,30096553217.44,32785953924.28,115548818844.05,42016534473.81,15686707457.39,15607614667.62,251698734.95,30454688020.44,9504575307.52,4521621315.49,11520290530.07,-3832862582.97,DISCLAIMER,0.9248
2013,GOV0000841,SPECIAL_REVENUE,171604131082.12,8697792591.74,38050356554.38,1981213864.37,37631966720.48,51579948995.99,113095413908.91,11568668102.36,9303504128.17,15932209366.54,57812201307.14,18798639894.94,16220051548.37,10208578852.56,26152720284.04,UNQUALIFIED,0.6799
2009,GOV0000842,HEALTH,38448092632.88,31275311129.73,61794041166.16,27894959333.88,59684250105.82,98604551823.87,101007818112.42,36764001321.45,20626147027.15,20802506757.11,13721228928.38,7795228385.19,4633646085.17,3459823062.02,-3235339056.22,UNQUALIFIED,0.8446
2017,GOV0000843,GENERAL,112355962095.43,12396196168.12,56874018291.84,18289700388.43,62940174238.28,80368708886.13,142100145153.31,57100837859.54,17678544488.25,9127266421.55,59356529723.95,15358128063.13,7571928112.45,15159150552.44,24363412176.0,UNQUALIFIED,0.2904
2014,GOV0000844,DEBT_SERVICE,48270157963.68,33967098161.28,77858750992.54,9563919954.93,52510269200.55,18321670319.93,16688752788.5,7943566732.36,21847210450.72,38993934400.34,45229886008.11,14514125627.3,10180321621.12,33491451804.97,48685667334.6,UNQUALIFIED,0.0592
2022,GOV0000845,HEALTH,196324490869.14,8810581530.49,72792864183.06,18799984580.41,24233184498.81,21595610570.05,146380681616.82,2110477540.6,34911763030.72,41922442358.0,55654252000.52,34388345100.57,4277205073.24,38809629968.92,67751319189.61,UNQUALIFIED,0.6536
2017,GOV0000846,GENERAL,52440877961.2,20182678842.74,10152154852.72,34375290537.74,36675663402.87,80031943404.5,79795568451.04,41900263960.58,2362001506.16,3336881389.06,8848756901.44,1584275325.55,23558450985.29,11846221091.45,1447464997.01,UNQUALIFIED,0.3843
2009,GOV0000847,TRANSPORT,40114626319.14,25158619543.04,57964245327.21,13660435497.24,26054106716.17,17301437205.4,21151765645.53,40667048913.32,22631896844.47,50985371366.41,7233243176.74,34836172273.66,1726500547.89,14787248187.47,50289841874.66,UNQUALIFIED,0.4863
2018,GOV0000848,DEBT_SERVICE,9777762584.58,41046371476.58,95090782083.83,21773453844.59,40791514408.28,49581222746.47,37915986105.85,7402650043.86,38013727817.11,53806175729.52,10961590876.49,1330940250.58,6008389462.26,3789898364.39,69480717200.72,UNQUALIFIED,0.192
2021,GOV0000849,GENERAL,86736647263.92,31801944265.15,109342826237.8,22611554311.38,58175136756.96,70165721639.1,77951894166.67,39112029767.19,3303013619.82,35849493108.56,54898719244.0,3559644456.22,1509593923.75,19166828678.57,52963543976.65,DISCLAIMER,0.7627
2022,GOV0000850,DEBT_SERVICE,190189554768.4,27610418718.14,86390070999.02,18475971826.72,941864320.04,126784298699.23,147089127164.66,40327820307.26,25145748906.2,35716600157.79,59845972581.55,7917320315.96,23100287468.98,39037198663.64,-1670881539.51,UNQUALIFIED,0.1519
2018,GOV0000851,CAPITAL,200377003948.16,29919761786.72,102699393338.28,6800729596.8,37131911463.4,81059613478.22,1880258396.63,26963044690.74,18073100382.81,14108465269.41,59736377583.85,506206098.26,18993158066.96,31871927415.75,36465654141.69,UNQUALIFIED,0.9989
2015,GOV0000852,ENTERPRISE,95108624243.01,9725581180.71,83857438168.2,1966225934.22,11694431194.74,29835251107.77,39404272051.35,43298423192.52,39592499967.24,11721995978.29,52443672839.93,487314012.34,7965474806.8,33902280613.73,59672230040.26,UNQUALIFIED,0.1983
2009,GOV0000853,ENTERPRISE,205559339233.43,4235171084.9,108090663930.35,12492677533.87,19539629226.6,35259402284.78,80906463105.79,42937108635.72,27071039009.02,28779692561.57,4590319830.78,2855955667.16,21613973213.09,30734059185.09,56243362294.89,UNQUALIFIED,0.4709
2025,GOV0000854,EDUCATION,184075540290.12,19898864062.57,76005675067.81,22718733483.84,15805562495.19,58201362226.51,85198803041.78,24259056683.73,13477658089.46,37612128767.91,61775231589.03,11732913909.64,2284091126.85,25577483402.5,61866566699.6,QUALIFIED,0.7441
2024,GOV0000855,GENERAL,216888891824.79,42874652313.79,19785116346.41,1779621485.81,38279360111.59,78975221598.89,72623280992.74,10892342895.55,8052836188.41,7201696940.1,50217909395.01,24931852318.51,1589465832.96,6687859772.62,36660110557.65,UNQUALIFIED,0.606
2021,GOV0000856,SPECIAL_REVENUE,47016959882.9,24352593777.72,95992733802.1,20000443313.48,74459010244.42,76538879893.43,20558127969.73,42873975379.94,10443018687.89,5532447434.73,40567858290.78,16903367654.01,24958233372.37,19702941051.5,13671179508.93,UNQUALIFIED,0.0651
2011,GOV0000857,ENTERPRISE,10146339028.7,24450218246.75,72730254633.0,32152617194.21,66201047603.09,42889649069.53,117695806109.25,37864664729.26,12463730335.61,6583596443.56,19554315807.34,14263639922.51,16950862328.45,31395716761.59,52060640310.68,UNQUALIFIED,0.4305
2017,GOV0000858,GENERAL,137135484328.91,39353310905.36,40520746034.47,151493980.78,21442760679.3,31364347718.98,61422804616.41,38511865374.8,11588495797.27,48107967677.56,11261671310.74,24708748363.05,23628981805.88,15925844501.89,45598334985.22,UNQUALIFIED,0.4855
2011,GOV0000859,HEALTH,115592203102.36,25072776640.34,6949388414.07,33065738339.8,30515129536.62,99432075727.42,65579759637.49,11319502413.1,26249231122.94,50693008993.86,44811778050.07,20488038085.84,13558958098.98,8166700965.5,51310989631.31,ADVERSE,0.7792
2024,GOV0000860,CAPITAL,230762190117.11,2074165189.43,10595994501.54,5658802392.29,4576270326.13,1889146538.21,17122213333.84,48604491521.57,18752945500.54,18101237239.57,12524359483.27,8483547658.19,17382169138.93,11169932931.08,50532200542.82,QUALIFIED,0.9473
2015,GOV0000861,DEBT_SERVICE,146092871340.34,22935249977.87,51686791011.73,11264530958.88,29204796755.11,2963589575.21,127153350245.44,51652270386.05,34573136422.42,25369728340.19,44856983002.15,13739694010.67,4980916396.06,3765367168.53,42057294036.96,DISCLAIMER,0.7772
2013,GOV0000862,TRANSPORT,122737820605.73,28617838178.8,110158209894.82,26004284115.66,62195408102.57,121076778572.66,130684158245.38,17367250257.11,10258701162.81,26897659007.24,41478269929.63,18317134131.2,18622625968.28,24431189379.61,25191087849.01,UNQUALIFIED,0.9889
2022,GOV0000863,ENTERPRISE,126145876496.63,4596959276.56,21671376843.47,26161100206.31,46422712486.15,105076244952.45,140767492098.02,56531609291.81,13075883001.96,31981207808.66,50402262707.89,34311780018.64,22404971207.43,4079139949.16,19228453079.8,UNQUALIFIED,0.2084
2023,GOV0000864,SPECIAL_REVENUE,129458687501.41,43789433533.69,84579292258.0,22984085546.45,42437410815.85,7040384244.7,119563510691.23,54813786633.82,8438096230.18,41833007523.28,3872063553.7,21919837054.36,3931521047.46,27381757638.43,5747349586.33,QUALIFIED,0.0284
2018,GOV0000865,TRANSPORT,206832293579.23,38123518790.7,66120899505.58,10493155569.72,76283485490.12,136056536239.7,44206003815.19,2789141398.64,34339800681.9,49297500817.93,63650286919.67,31382163375.93,21493712920.04,18627924051.12,60210229840.74,UNQUALIFIED,0.301
2021,GOV0000866,HEALTH,157163553869.73,9337400744.78,88611456686.79,29271545321.07,21391306531.11,100964227722.8,40713911190.3,22203437457.4,12420986868.14,15093088555.15,12136439639.7,29074585099.8,1677398774.81,32533851479.65,43484231264.69,QUALIFIED,0.6424
2008,GOV0000867,SPECIAL_REVENUE,8911686194.27,8839889281.25,67989777411.09,29595243942.21,38432073217.42,137518382671.06,10582456493.07,28896796395.25,16673560718.48,45890149876.6,24073106567.75,27242307649.01,3791491024.52,33727947577.72,18477463845.62,UNQUALIFIED,0.403
2008,GOV0000868,SPECIAL_REVENUE,135326451817.38,30896618727.14,2153402098.46,22567798792.36,18111804385.08,2835384286.86,73835131358.67,8641770940.08,29881734305.45,5661542338.5,3405149681.31,8392048906.1,7722045520.52,28004702715.99,30505884705.79,UNQUALIFIED,0.2572
2008,GOV0000869,HEALTH,115085883481.64,37109457245.31,116080583150.9,31444230298.96,74259461362.16,136642604787.2,154279420964.86,52147590848.89,19671412915.47,36241327951.06,58796190591.9,7735030830.09,13626162694.72,30457397680.08,15385584227.18,UNQUALIFIED,0.069
2023,GOV0000870,HEALTH,222638243160.8,34496399926.21,110702420785.11,14225821689.6,16625494615.56,7604439351.27,125604352077.36,7087849964.14,2852834377.03,19344640392.81,6783769126.64,14750677689.97,3794990982.23,23866799609.69,30916903498.34,ADVERSE,0.6088
2023,GOV0000871,EDUCATION,88347840212.86,42903632143.79,45407590628.86,31868106545.96,54809338151.41,67903748533.82,60836163209.54,45159425741.8,22943701444.88,15671877356.74,31758457003.16,11878780277.0,214543624.01,31614683036.44,58150376878.7,UNQUALIFIED,0.1343
2024,GOV0000872,GENERAL,241688659158.86,22146020687.08,57676413683.93,21799616660.05,46151292744.55,21097496834.39,86885189804.94,35736108962.84,24750853891.66,2611021114.28,1471734355.73,25644794175.16,4566212982.31,30454870395.75,22363857503.59,UNQUALIFIED,0.1845
2017,GOV0000873,CAPITAL,209834691499.61,16083645542.9,44304859525.53,32087858115.52,49674800468.52,112777202176.41,55065250878.03,9440900680.77,28478808359.31,44259347764.19,55402546599.03,16716535109.08,767668040.14,4721948986.48,2581131359.18,UNQUALIFIED,0.1842
2013,GOV0000874,HEALTH,123496598995.57,20070853660.82,110933952366.47,9195460819.18,50070363028.36,792221136.68,145110338047.04,4011895414.13,36123039786.58,13263696852.65,38436492846.05,21080219157.36,19304954852.79,14837303339.99,24108453786.61,UNQUALIFIED,0.804
2021,GOV0000875,GENERAL,68848517554.13,13964345309.34,116013150708.94,2385661405.21,67084587568.4,126812384726.84,90372096128.87,40689962875.19,31850475136.75,12043838497.27,18359640208.12,6267293297.62,17087964141.63,25931041280.46,64430056412.68,UNQUALIFIED,0.658
2025,GOV0000876,ENTERPRISE,117360673436.63,20952913664.39,99711598872.47,28496044510.47,61863557389.53,80043323270.24,71461590353.1,26601110851.54,15259821730.21,29468070543.61,52088977673.98,29774100493.99,12780868786.79,36290098374.57,57344360461.99,UNQUALIFIED,0.4411
2013,GOV0000877,CAPITAL,172514258527.04,26472213805.3,20422095456.35,33933858444.01,30768180050.46,135748767216.52,51584873697.53,24971058413.1,33127574148.47,46940211686.97,54014826897.59,25703662137.32,11345526099.14,4948414536.98,26138546503.18,UNQUALIFIED,0.8304
2016,GOV0000878,CAPITAL,3220523479.13,30334223743.39,92605467654.16,21409699029.78,43852666349.69,122614400791.69,136954628323.64,48332046205.97,37291181541.82,28208727105.37,5532526557.23,15413497111.0,1464063806.78,21544816715.85,16638465466.1,UNQUALIFIED,0.5386
2011,GOV0000879,GENERAL,126523738370.35,36863789903.32,3865498688.5,31346946240.26,39248267836.02,82958506414.5,83079097243.14,57915702387.29,31550413224.43,23423688901.64,13758840494.03,27148476672.73,13867739530.19,16591200706.08,16426167475.85,QUALIFIED,0.1492
2017,GOV0000880,EDUCATION,37892321193.8,27529887045.53,45548138792.67,1507025755.71,20784051339.18,79273783904.05,113208622583.93,46404118011.56,6856803930.57,53081886297.28,28987960566.82,13708657918.93,11275011838.04,25251771683.47,43248087112.21,QUALIFIED,0.6334
2019,GOV0000881,TRANSPORT,6119819868.67,37372662700.29,57496803671.89,22544044830.41,65373896362.46,49326324566.95,103003010558.27,20514986011.42,21721452346.27,40820845868.55,25875006120.96,1990419390.79,15884640858.18,5408644280.78,-3919206401.33,UNQUALIFIED,0.9897
2024,GOV0000882,DEBT_SERVICE,45255265793.38,23394926318.54,52496243702.6,11560056153.13,33392441566.84,81312223703.25,134722161584.44,59322194115.38,14543672662.75,28348602.03,20712276605.4,5380993353.97,15005676198.98,7289757942.29,27111923797.61,QUALIFIED,0.649
2017,GOV0000883,EDUCATION,243312035333.27,15775715435.62,22207591933.86,23459105726.62,35950454870.0,126673449938.74,75499706968.28,2285526009.01,1396072351.17,40172544841.79,24863095725.68,10952546278.03,5748489659.22,17092400129.91,53203157473.6,ADVERSE,0.71
2022,GOV0000884,DEBT_SERVICE,234191976151.23,25058275068.54,18229978715.34,5165490736.75,63332916628.93,52297823317.97,689826197.27,28090762624.18,21434052536.86,46345744048.57,56336541290.51,28693202362.24,21100783452.53,11876411387.93,570693461.34,UNQUALIFIED,0.2851
2013,GOV0000885,TRANSPORT,19194154359.15,7524390035.02,67462191711.93,34860024060.01,27138647920.47,25030032623.28,8851698127.6,48935724035.25,10391426232.82,34518497077.59,25330427330.58,22255715803.0,8145903093.07,403377056.31,30396021222.35,ADVERSE,0.3559
2018,GOV0000886,CAPITAL,161597146741.66,21301876631.73,12593586673.12,19935936325.56,5329536482.82,96953358201.37,118605257278.73,53608880478.32,21839492664.87,52973523348.07,59178982270.13,25914348597.68,10656446711.22,3833651096.15,38391189353.13,UNQUALIFIED,0.6887
2017,GOV0000887,HEALTH,180721135411.44,5705927258.44,109900724009.02,9042951269.6,12415206998.92,133433581351.13,69359787867.3,56611393841.28,152022629.8,43564710221.69,7070005227.68,5593318210.61,14460898830.12,6352205972.76,19856735227.94,UNQUALIFIED,0.4255
2008,GOV0000888,ENTERPRISE,104827331362.87,32811302601.65,42499019048.91,19771754069.9,69556112206.22,28305555269.1,49086529283.19,54356472187.35,38237494079.68,29079823471.4,2503572006.58,9754036793.53,6350707435.72,18210981224.28,45595911831.93,DISCLAIMER,0.667
2015,GOV0000889,ENTERPRISE,37566468944.54,8577437947.69,27898963419.94,28630219108.34,28152823192.59,21154151015.4,151476151291.7,28378263738.47,16899338857.89,49217508134.29,41557678506.6,1318260441.08,9737998639.61,904594535.95,-1583538988.42,UNQUALIFIED,0.8102
2015,GOV0000890,GENERAL,113687052723.33,24616338222.8,104820434311.62,29958983046.72,5497660580.29,122090806474.19,136679379541.11,55835837575.73,766483996.21,45443714097.36,27704649426.86,4916113773.66,104426932.74,30496129550.78,27323086406.16,ADVERSE,0.8575
2025,GOV0000891,ENTERPRISE,175574955519.24,41647107969.18,16527421741.59,720594040.45,78062697896.71,13683832904.26,158706612345.27,16556582589.49,28153313143.07,4371423742.73,11284117751.71,24035874837.74,12770483762.7,18952108129.39,57133465139.98,ADVERSE,0.6781
2008,GOV0000892,HEALTH,82134336692.77,11349045956.67,33751592843.39,17161897790.39,38614731116.85,27723483908.87,143849926035.9,52680828259.01,26229928348.55,37886926775.4,43880858122.02,24160887970.04,20623667178.63,36253729449.42,-2235189949.02,UNQUALIFIED,0.8746
2018,GOV0000893,TRANSPORT,107701457226.97,30582567882.11,16418177393.68,10825044292.22,46071124682.4,82122547660.98,147641139999.58,52043277429.05,11780662610.47,21004401245.67,45916450670.64,22797419179.52,8582000759.72,11280991506.13,25347358271.91,QUALIFIED,0.4954
2021,GOV0000894,CAPITAL,97156665232.02,4309308727.37,94781457089.06,5432338098.13,20487145107.56,108669935493.97,104802914183.48,34058683386.58,1144095104.27,52693289476.65,31661507726.77,25699783449.04,1761471664.21,11108626089.09,53308398992.97,UNQUALIFIED,0.93
2021,GOV0000895,GENERAL,218687202588.04,25337442382.2,90919302839.22,3603100750.49,69323661393.47,99909100830.73,65354182960.68,39896963259.6,21937861085.87,35436901198.03,58074723986.63,17244281083.4,19017299515.68,18006510285.86,42563959328.55,UNQUALIFIED,0.8936
2017,GOV0000896,EDUCATION,101801367297.43,15379801566.9,83257399402.87,24599083251.52,72831388081.54,99173237459.81,24620639393.16,33381394989.08,3948072768.09,52555851484.13,48232495991.68,150599342.83,14771542192.62,6252607508.64,38941650376.14,ADVERSE,0.3068
2011,GOV0000897,GENERAL,4820488501.01,8088126271.24,98563368691.21,20593410931.49,25166551485.09,19566231979.61,20889165240.18,38191782380.73,9702406212.85,27164595961.87,54570741066.35,18693816941.24,3293996699.82,6569141065.24,12721200510.36,UNQUALIFIED,0.0959
2019,GOV0000898,TRANSPORT,155308363286.48,4192416765.05,24539327325.39,19336246797.43,5816258475.37,117373712708.97,80163443147.17,6498145297.76,34535573970.25,33927801447.76,101245544.77,17152217606.01,22170277876.78,28267003525.33,69505513707.75,QUALIFIED,0.3679
2023,GOV0000899,TRANSPORT,160179008016.71,29399700153.57,75294233240.16,33159709517.17,60248844046.64,106020310106.46,96272850273.8,15350699375.24,21879721206.17,398911957.35,13179065259.14,20688367541.46,5445464776.98,37213843562.9,-3562113426.68,UNQUALIFIED,0.0774
2015,GOV0000900,TRANSPORT,201423892574.4,31158589680.27,28306788125.35,24196866968.51,5499875127.16,105706938262.68,106829316747.6,48242070595.9,30934332300.83,11349889080.74,57934844208.44,22835093132.09,2145897055.75,4938682750.54,32906614321.66,ADVERSE,0.7788
2021,GOV0000901,HEALTH,173438106301.53,3460052819.02,23024140072.13,145639495.56,52000213059.95,30943935342.53,87018954064.14,1748036579.87,25510995961.42,17026436401.64,1330410876.11,32996104141.38,899321507.73,32386682875.72,42266661693.54,UNQUALIFIED,0.4622
2017,GOV0000902,CAPITAL,228126999748.16,3606390288.81,16974203609.03,7416668664.76,71017443692.0,9189590475.6,82469126517.68,21254648491.69,31082241240.34,6007254219.04,23191129664.4,29268451523.69,7486397052.54,31239778169.39,3227095256.16,UNQUALIFIED,0.1884
