biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_naics_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2009,255e40593d19aff9,dda451ab81e5abcc,46,20_49,378331,1065,982,16492,17188,7570,42121,19.335,99.04,65.81,0,0,COOP,671555.73,0
2011,c5a6f4b6c77a7ba9,db8232c4d7c4ee5a,14,100_249,605709,4935,1846,17802,21471,4403,22161,179.935,46.53,35.5,0,0,SOLE_PROP,2193946.22,0
2022,71581b5c8ee79c82,5c598bb55556413e,58,5_9,858459,2286,90,23910,24446,9705,26555,85.566,27.29,2.89,0,0,SOLE_PROP,2352198.99,0
2024,97fffe916770dc28,64be3bc0c1d4f050,23,10_19,773401,2838,1599,23198,21632,31016,11398,33.532,57.72,22.16,0,0,SOLE_PROP,1041797.06,0
2021,1628658b4f5addf4,5eede2a08583c498,20,250_499,690110,4734,3950,16352,3345,27969,46808,165.364,44.4,22.36,0,0,COOP,1996983.87,0
2014,116e083077766729,c7ada435f18e68da,69,1_4,287450,3935,3266,21699,631,4952,38763,185.058,24.43,20.57,0,1,LLC,105177.52,0
2006,a414c81f55890d32,0ac5e8c7176da5c1,59,100_249,411632,112,273,21565,1999,44867,16141,9.314,27.72,7.99,0,0,LLC,274614.54,0
2023,c68a98b2b70532a6,1c38a2cbd57dd94b,94,1_4,977595,4154,1066,24563,2794,1967,31225,158.476,85.63,27.47,0,0,LLC,1302703.4,0
2014,b7dd6d6b8ec9d865,66688784eab23b50,10,50_99,872630,3025,4498,10549,7418,34155,28497,122.91,35.15,10.4,1,0,SOLE_PROP,927658.77,0
2019,0679c179e448126a,fa060de54787e7c7,56,5_9,381124,2309,4214,4889,19363,46821,43407,89.523,45.23,42.84,0,0,SOLE_PROP,689865.9,0
2025,0529c0ae4be6c22f,1a8a544c9b2581b6,38,20_49,389971,4745,2104,7743,21699,6660,40472,46.573,51.53,14.03,0,0,CORPORATION,544116.35,0
2023,fea5bcdd3da3024b,498ccda972c6adff,6,10_19,463809,552,3764,13890,5768,44161,8343,97.358,62.79,30.98,0,0,CORPORATION,1334010.39,0
2020,dd3fa1e82fa7b09d,90c152a0ccb10cdc,15,50_99,600991,3128,1939,23065,20842,17061,48924,176.72,4.08,1.85,0,0,LLC,1781695.03,0
2007,8a2cf0e8d076057e,9fe70e24d12bd913,15,20_49,475622,4487,650,13504,18724,33328,37793,145.113,58.98,46.49,0,0,OTHER,2264658.76,0
2013,80edd38cd5211f55,20a7c88017d211a6,47,1_4,876951,4448,3702,16771,23715,21758,9096,171.229,84.09,49.25,0,0,CORPORATION,2176635.58,0
2017,deaa1593dadccf91,214f659f10151791,25,20_49,919606,3394,1363,15340,3798,39394,9196,6.954,96.53,54.26,0,1,CORPORATION,846813.13,0
2015,60427ade55d4c1b3,87ff1c94500f1751,1,500_999,468337,4144,3982,12114,19598,13878,22178,30.722,41.5,33.07,0,0,SOLE_PROP,2444078.55,0
2019,054f68aafbc8e041,f5658acddfa96ee7,25,50_99,324175,793,3164,3925,12915,39567,49469,134.032,49.83,14.45,0,0,OTHER,1392228.34,0
2011,fde1b875ea707f2c,135c31ea28c547b0,63,100_249,425427,2085,4637,7773,2684,35498,17602,117.489,25.68,22.59,0,0,OTHER,1504419.87,0
2014,7c1d69b6ed8c6ba8,6c812be11cf26b60,58,20_49,529911,289,2533,13830,18974,43899,46882,51.321,20.68,11.91,1,0,LLC,1855517.36,1
2015,cf3911276d785dcc,d405757612f12dbc,77,1_4,428783,1523,2065,10210,14280,44645,25862,154.732,56.62,53.61,0,0,OTHER,1595986.08,0
2019,519822fb3d17b6bd,76591992d278696b,22,100_249,554324,1634,2673,4765,15705,4703,19234,164.302,92.41,62.32,0,1,SOLE_PROP,1751238.76,0
2018,24a481a5dec6b0f7,a17f09f643cdc5d1,16,500_999,281962,2784,439,20215,17705,14067,49756,152.413,98.93,67.27,0,0,LLC,1770783.94,0
2021,79f4fc67f6523b1a,c1a4c813e8ad827a,13,20_49,668026,1079,4033,16248,7136,5361,18764,62.533,55.92,17.69,0,1,NONPROFIT,2432822.67,0
2007,b2bc500c0abed1f7,0717797969f3bae9,35,5_9,120091,4899,3302,4747,18006,727,47666,66.434,41.39,19.02,0,0,CORPORATION,2177083.64,0
2012,a8b82eb58580f33f,0aec8717cce37b36,18,50_99,754511,2306,97,9377,4852,37616,26273,62.278,77.84,23.63,0,0,NONPROFIT,1229749.12,0
2023,630565d9676bce73,9eafed3d096add63,92,100_249,419698,2056,2115,23885,21396,22589,30162,194.703,93.46,41.09,1,0,PARTNERSHIP,2319803.87,1
2019,158c90fa0b04967c,482975c42a0ca7a0,47,50_99,694150,4220,2008,16372,7029,21259,13722,133.311,48.88,36.64,0,1,SOLE_PROP,923982.9,0
2016,cb9aab4461630833,4804d6a8327d0cd7,93,50_99,591842,4412,3896,11441,19582,16602,27815,162.698,10.28,6.55,0,1,LLC,1486406.21,0
2011,3f5caf20e3da022f,2c6a30a98e3d461a,14,20_49,877065,776,693,6143,3990,16629,46123,198.019,61.86,10.44,0,0,SOLE_PROP,801601.35,0
2019,85006ea9384158a8,9025dc22923d407f,100,50_99,643592,3033,2565,16767,21592,18120,46065,26.8,34.55,8.52,0,0,CORPORATION,2138370.35,0
2011,33f7bb6560821bdb,99672c252b253590,37,50_99,859160,3161,2873,16679,13190,33506,6730,127.328,49.7,32.74,0,0,PARTNERSHIP,794901.18,0
2024,739e86697d258a6d,1d029984e2c1e741,31,50_99,298678,672,4313,722,23203,4818,902,190.438,27.67,10.38,0,0,SOLE_PROP,2002753.99,0
2024,604dad8514480b81,c2dad20ec07067e3,89,1000_PLUS,527781,21,4432,7656,19620,28507,22603,183.363,87.69,51.48,0,0,OTHER,62858.71,0
2025,e8482624ff3ca4be,a406f6d15b5cc819,43,1000_PLUS,554727,3169,358,1408,20111,12187,45676,29.584,90.58,34.05,0,0,LLC,2069680.27,0
2006,0438d651658b1275,5db330bbb1fff976,64,10_19,497306,2435,3867,7152,11617,17726,4874,128.605,88.56,36.81,0,0,CORPORATION,1828982.44,0
2020,5e2455d775346cdc,9b98c063b0883e6c,40,1_4,684535,3756,2864,4911,11812,831,26793,190.003,81.62,15.54,0,1,SOLE_PROP,2132670.77,0
2006,559695504ce75bf4,e14af7e74b905134,83,5_9,669812,2059,101,5336,655,37883,49713,42.044,80.3,13.41,0,0,PARTNERSHIP,1936356.31,0
2014,8d3e9f8375ff9d19,43ad4f6120bceca5,12,5_9,360563,3268,3973,24173,20157,25708,32953,114.856,87.91,37.75,0,0,CORPORATION,848288.3,0
2025,3e788782f81f25aa,880a4025de20be26,6,20_49,254469,2574,4774,4598,19401,25120,19585,32.604,97.42,36.98,0,0,SOLE_PROP,1458377.07,0
2019,0222ffe56ad89c1e,392f56a9cf8ba56f,36,10_19,945376,3158,1914,11818,22258,3143,4146,187.937,60.13,13.65,0,0,LLC,2061626.36,0
2017,1ee616eca6f12ba7,0cf998fc48e8d223,34,20_49,402578,4935,675,15910,9023,11114,8684,57.552,61.48,13.83,1,0,CORPORATION,894209.5,0
2019,6777748e27a08ef1,e2c26a034469b39d,84,50_99,714729,4848,2772,21066,12660,2048,3840,109.308,38.54,17.29,0,0,CORPORATION,255572.08,1
2020,090b94f1db470a95,4da4ff2385aaaff2,24,10_19,823644,3976,677,8461,16978,30947,3807,119.293,27.59,6.83,0,1,CORPORATION,590979.81,0
2016,97b23a8653dab544,4eadbb6fd6283667,66,100_249,199689,3834,2600,7481,24525,17717,38000,98.936,74.86,27.15,0,0,NONPROFIT,98562.98,0
2013,6cc83c5fe058ea62,c41b9fd4763225e4,4,100_249,375965,25,2727,10323,14736,18911,9302,15.828,94.13,78.29,0,1,SOLE_PROP,1204952.91,1
2024,70511406badafb00,43dbfad563661afe,30,50_99,679932,1195,632,22138,21931,35980,17086,165.296,3.36,2.13,0,0,SOLE_PROP,2189624.63,0
2017,27ecf84827bee4fa,309ce475c63e0548,15,10_19,932597,1946,1197,24041,20121,19533,46984,178.707,54.44,41.72,1,0,PARTNERSHIP,811884.69,0
2015,75682c39343ccad9,f35374db88467e5b,18,1_4,585607,2732,4642,12493,10178,36681,13240,93.391,12.93,1.97,0,0,LLC,177774.5,1
2014,668e656a509084c2,fd7104c4e5392c83,41,5_9,725743,3654,3819,8240,20484,14442,18501,6.914,93.43,11.05,0,0,CORPORATION,203808.48,0
2025,badb6d04bf614507,fd6c5de8350fc9dc,43,500_999,428802,2609,2575,6214,6363,24056,17355,141.289,62.41,12.22,0,0,SOLE_PROP,1133384.58,0
2024,d37fb63dbaaf14c7,b9eb72a60a9e3e55,82,5_9,375081,3889,1272,10906,17787,33671,18892,50.26,1.2,0.22,0,0,LLC,749095.29,0
2011,5abca9b008b6019b,cd73a307943b7d10,84,50_99,621536,1211,4897,6623,9719,48493,23231,99.432,61.48,41.88,0,0,SOLE_PROP,1656006.06,0
2011,7fb6745918c0a698,5cf7a2b27a002bad,63,5_9,226475,399,1317,11541,3654,16464,39,153.543,31.04,19.59,0,0,LLC,587240.61,1
2015,03d0b18f11639744,d7943b96ebd373a7,44,100_249,181834,4825,3595,20258,16942,35358,17589,128.209,92.61,38.43,0,0,LLC,1918226.96,1
2017,b455877b4dcbf08b,13f55b241c3a6d33,14,5_9,714079,4716,4855,2498,2687,49484,15140,27.209,69.48,16.11,0,0,SOLE_PROP,2410319.48,0
2016,a3597318ac564feb,510b6fd2d6160bec,27,1000_PLUS,115304,2459,2033,3164,4062,42434,29991,98.896,11.28,8.43,1,0,LLC,1551576.3,0
2023,71b30c998291c2eb,36920ed67b7538a2,22,20_49,435004,2172,573,9499,4413,39560,33313,56.37,21.76,12.47,1,0,NONPROFIT,66741.47,0
2010,1ff3afa77e1c009c,014ac82198b142ca,52,1_4,754843,1596,4380,23501,24906,20785,10558,120.771,7.8,1.2,0,0,LLC,715588.42,0
2007,b0172d7a7d8c8b00,3ae461ec365ecff1,24,500_999,903931,494,3786,3153,2925,26673,7082,7.265,15.84,5.75,1,0,LLC,1347347.62,0
2021,7af3f6386263aa4a,0ea65c155f1a651a,13,1000_PLUS,822769,297,4856,1031,9919,21025,30198,189.43,49.86,12.37,0,0,OTHER,968973.16,0
2021,82338c1dcc422689,138cfd5edde85011,15,500_999,418659,1332,1752,1003,9524,11806,29743,122.411,58.44,7.59,0,1,NONPROFIT,701852.12,0
2016,6e82e920a7ac69fc,d66c7ea8f0c0a2bb,35,1000_PLUS,995311,1773,630,7628,14095,38600,24391,97.087,75.85,41.27,0,0,LLC,47522.43,0
2006,8a2f7a9676bbf7c1,87c1da35d75b3ba4,1,5_9,896098,2729,4830,19413,3960,9026,19077,106.429,23.92,14.24,0,0,LLC,397708.97,0
2010,ef4a0948a8592439,f6b98af6a20c14e8,27,100_249,980687,1029,2328,18996,18959,8537,90,138.271,60.89,6.27,0,0,SOLE_PROP,1230915.27,0
2019,c9beaca9edd96c0a,ae680db1820300df,91,20_49,522373,575,3019,20024,22490,29606,14890,131.628,54.32,42.38,0,0,LLC,555276.0,0
2024,227dfec69c9e7f36,5f342130c6dd6d6d,11,5_9,409619,4359,874,13319,11185,562,48028,160.454,37.26,22.93,0,1,CORPORATION,69227.32,0
2019,e7445852a5fe4739,e8aee9bd54348f1d,40,20_49,328298,3403,2519,8204,9546,47625,34130,20.202,4.22,2.51,0,0,CORPORATION,1164533.72,0
2023,bc43f4fcb4394f33,5ab3a49b1e092c08,49,100_249,880538,3659,3581,22352,5680,40913,34991,51.006,91.84,26.98,0,0,LLC,2154420.25,0
2013,9c7a966011bccc62,ff237651a520c6ea,20,50_99,176577,418,803,3721,17244,22438,46997,113.083,70.6,8.87,0,0,LLC,978430.28,0
2019,0d6dcb9fd9c92512,e81fe8b67b9f03e2,63,10_19,620254,186,552,19709,22421,29834,38931,32.334,86.68,39.2,0,0,LLC,1123393.67,0
2020,fee15d1a351b5e5e,b42293024cc75191,96,5_9,918864,1460,2608,3597,17483,30534,8480,18.257,90.77,78.57,0,0,LLC,78344.96,0
2012,11569ed4423042d9,14ebd44a499abd12,44,20_49,768476,2781,4295,5449,8538,8182,19538,10.222,17.36,6.46,0,0,PARTNERSHIP,1918336.27,0
2018,13ca537865c19288,3c7f1915b8d68e8d,70,10_19,681986,2,1659,24382,6963,37679,876,149.978,18.38,13.87,0,0,PARTNERSHIP,1446069.91,0
2012,5e3ef47533b5079f,0b991f93b1fc0fee,90,20_49,774411,187,4559,5857,7765,40015,2658,102.358,47.07,16.93,0,0,OTHER,1897171.79,0
2023,41d37f8b86edd993,5d914b459edd44a1,16,250_499,598894,2651,3478,6727,6430,41992,33218,90.875,86.34,25.07,1,1,LLC,1015432.95,0
2023,06eacae16bdcec63,269ef0310a95208c,47,20_49,181797,1114,897,13252,15390,31836,19738,128.462,88.21,14.87,0,0,CORPORATION,974554.67,0
2019,894792a4cca9452b,721ca836e76d1e78,2,20_49,694131,1527,3587,8094,16036,840,17966,161.58,5.6,2.91,0,0,NONPROFIT,1240608.06,0
2020,51b575e77d073ee8,5e42ac227d197b03,32,500_999,487420,652,1753,7689,13651,44387,10802,44.302,2.01,0.99,0,0,LLC,1568345.14,0
2007,538dde99beaacd50,b53f17252ca5a9fa,92,1_4,229659,3899,1135,5285,13441,49237,28457,130.594,53.7,5.83,0,0,LLC,1531273.23,0
2017,676ee9fe6ad6a6f1,1ac731bdb868888d,89,20_49,805407,465,4751,4720,18879,38316,39971,134.887,5.56,2.08,0,0,COOP,2119234.48,0
2008,4e3e9c838c602d11,3d7aa84620bde40d,11,1_4,967968,3076,2585,24100,10554,6878,44861,174.988,72.08,35.0,0,1,CORPORATION,858149.88,1
2017,1159ec0dc320be11,b9b0044748ef5e33,29,1_4,127811,508,1429,19670,4764,3513,4885,60.044,59.44,42.87,0,0,SOLE_PROP,1429593.36,0
2024,7749bb00b5eea997,14354ec187c035ec,68,5_9,580220,852,916,8750,22003,38984,34040,175.013,56.28,17.81,0,1,PARTNERSHIP,981596.39,0
2021,6317c272b828cc78,da24fd0ccb5a63b0,21,10_19,581948,2073,2213,4905,12500,49682,45802,81.835,89.06,59.04,0,0,LLC,943600.65,0
2024,1d31fbae08024015,da3e3f8a646eb75a,64,1000_PLUS,899026,1335,4232,1682,22745,18169,9046,32.461,95.35,12.94,0,0,NONPROFIT,1271900.96,0
2009,2b2cc814837981e2,57635c2f1f3f1a2c,59,100_249,408309,4485,250,19806,6283,28720,36213,111.808,68.26,47.97,0,0,OTHER,2471316.3,0
2021,26bada195b12f0d8,f6d9779d1e328c32,99,250_499,568570,4718,4168,15895,17253,14238,16489,142.466,89.27,31.03,0,0,CORPORATION,921701.71,0
2013,6bc122fb45651074,b65f74885b1ee036,0,20_49,445380,488,354,499,16268,35509,23148,136.672,94.29,11.1,0,0,LLC,602876.32,0
2011,5bf40900e661b64c,17950c6c17756cf6,34,20_49,876924,1192,2077,16558,5188,19705,3601,28.247,75.89,34.74,0,0,SOLE_PROP,582505.39,0
2020,401127663eb47414,46c0b3f97c3468cb,89,20_49,259003,4420,1794,19840,19910,18000,33006,97.648,40.36,31.01,0,0,NONPROFIT,1624069.09,0
2009,bc3463b94ca4da03,1621e7fc3fd90471,69,5_9,761479,4801,1809,5504,636,4281,48559,83.91,51.25,10.38,0,0,NONPROFIT,2401961.68,1
2008,97a4cf0853d2bc13,095a01254b4bb75a,92,100_249,780436,1091,1486,23097,4,26300,29592,105.26,78.69,40.81,1,0,SOLE_PROP,942593.22,0
2021,43ac34fa1c84cdc1,3fb0ff8ec47949ea,90,50_99,192080,4557,2978,7160,11272,27799,22215,163.847,91.24,55.26,0,0,LLC,844128.57,0
2020,ad19987c0dddf64a,a3776718cf589bd6,0,1_4,949076,3953,3173,9619,24500,38315,45764,164.617,96.71,61.48,0,0,SOLE_PROP,983827.91,0
2018,304667f160e44102,ba4c31dc38e2dcac,93,1_4,831910,1375,4054,23833,2669,20357,48996,105.965,71.44,55.84,0,0,PARTNERSHIP,941832.26,0
2006,f51cfdcf0f20e37f,f10869cb60dfd6d5,20,100_249,450127,3820,1260,19974,21680,40536,35782,179.045,38.08,17.57,0,0,SOLE_PROP,1428306.34,0
2009,fb8512f8af42d004,83cd3783687190d6,49,50_99,751536,4743,661,4994,6236,49621,9047,55.899,31.94,7.58,0,0,CORPORATION,1687932.17,0
2022,fa509f945ca48a5a,17384cd41a031009,58,50_99,594848,3816,1977,24718,6247,13777,273,115.859,88.4,58.71,1,0,LLC,1018087.04,0
2023,bf4745f3213efefc,222752bd9bf96b08,84,20_49,541909,593,1704,18137,4923,41551,44742,145.209,44.52,39.55,0,0,LLC,2294370.54,0
2017,140c28b38cd5e65d,d6810c53a927f23a,98,5_9,808005,4728,3712,22565,17643,19864,15789,128.136,51.0,41.59,0,0,LLC,2396720.45,0
2012,d65785365e3e0cc5,136bb273bc7c784a,76,1_4,645844,538,4320,24298,24998,49857,12398,96.587,11.57,6.84,0,0,LLC,2224610.92,0
2024,675ab921e91d3148,1f4da229db055945,74,5_9,171103,2126,4418,16584,24050,1789,22179,38.269,98.89,91.36,0,0,CORPORATION,1688470.01,0
2023,b05a0a291966ce11,937bee36a548734d,80,10_19,823514,883,4621,17267,7339,33867,17446,10.012,1.16,0.53,0,0,SOLE_PROP,2374175.23,0
2007,02f40ab9265452ff,26cce363a8e0f941,0,10_19,607104,1216,1978,13338,1553,45843,19495,35.955,90.8,20.72,0,1,LLC,621846.35,0
2007,b75f17e612871551,594abc3f7e628701,76,5_9,444281,4066,4080,19140,5156,25595,17829,184.493,17.91,9.42,1,0,CORPORATION,1019162.72,0
2022,13971146ff566a6b,782f48a81692bbb9,27,20_49,831946,3398,4409,1549,11267,41501,45249,150.543,64.34,24.66,0,1,LLC,1036426.26,0
2022,e094326370f38d9c,da2c260e48412856,4,100_249,466973,4428,2137,24882,13991,37150,5802,59.115,49.03,5.27,0,1,LLC,1754007.42,0
2016,fc8b87bea2e95403,60eb2d0b49d79213,6,100_249,251701,2859,430,15039,13882,6462,28065,130.516,5.87,4.06,0,0,CORPORATION,930306.61,0
2006,9f7024fb7421ed23,229b8c2b73936cdc,97,50_99,734291,912,4490,24697,20318,38022,23882,157.208,4.42,0.67,0,0,SOLE_PROP,265440.4,1
2014,b3b206570007c6e9,510fa056ba14793e,42,10_19,502197,2280,1648,8623,13813,11127,13498,192.271,18.62,10.63,0,1,PARTNERSHIP,1747320.99,0
2008,e56deeddc79ffbf1,f4143404210c042f,19,20_49,955849,2906,3439,6345,11026,1186,21502,159.212,39.9,5.44,0,1,LLC,965479.54,0
2009,924ad447475e6901,ea368fe480aa23ff,4,1000_PLUS,307722,2989,2993,10726,11897,16994,19616,69.037,79.06,61.54,0,0,LLC,251163.62,0
2020,78460ef18676012b,be13e1a024815358,62,50_99,874185,515,385,23917,22691,12292,32119,106.634,53.46,7.98,0,0,SOLE_PROP,1627412.73,1
2012,94225305f2b49c84,c95775ae298c2236,45,50_99,311790,782,271,9493,628,15551,28774,16.298,74.68,22.9,0,0,CORPORATION,1122847.31,0
2021,394e1e7ff21e946c,7357ced57a3cd083,87,1_4,213962,2797,4860,3090,12274,24720,10928,102.414,79.5,72.34,0,0,SOLE_PROP,1296528.42,0
2012,67436c6c931e7ea8,3bb0b7d1662599a3,29,5_9,827449,1459,3604,278,21363,24159,43246,35.603,78.89,74.57,0,0,COOP,2273815.51,0
2008,c30d05253877abdf,076068468f4028fb,87,20_49,328207,1911,4105,19504,11478,11675,48673,21.042,12.02,4.65,0,0,LLC,1934814.52,1
2010,86cac5033afac820,d8207591ed81b39e,83,100_249,605509,1428,2052,9669,356,31353,49687,90.948,56.1,47.68,0,0,SOLE_PROP,1612258.88,0
2008,4e9b72394f5a607f,c255444fc35ee77b,48,1_4,150763,518,2232,14015,21488,25793,17004,57.912,5.39,1.03,0,0,LLC,1007249.71,0
2025,6f8e04e331523db5,6aead9ec7e5c6889,48,250_499,993784,1176,2209,14288,19975,3529,29975,56.533,57.05,21.96,1,0,SOLE_PROP,1588197.76,0
2011,bf1a13fa3d9cdbf5,321a57173419dd34,61,1_4,602679,1514,156,5326,10445,43423,33020,89.69,47.58,11.26,0,1,SOLE_PROP,1956954.86,1
2015,10310dbe71d70835,93d3aaf14eb69ebc,69,20_49,321571,1833,2388,9034,18266,46789,39015,100.955,22.44,2.71,0,0,CORPORATION,1354066.06,0
2017,75940990f6adbb89,52f646197d1bd6f7,44,250_499,133814,4862,975,24739,8226,37633,23488,35.968,87.34,54.97,0,0,CORPORATION,316059.06,0
2018,c9b99deecd62be57,c222fd35faaeba3f,64,50_99,976174,32,3734,12378,4913,23454,43477,59.147,58.29,13.41,1,0,LLC,305926.92,0
2012,52938cbec424c05c,1f341e2749fc7045,17,1_4,468837,952,4856,23806,5145,31183,47452,47.449,97.72,32.59,0,0,CORPORATION,220703.35,0
2014,4d46141446d92d95,58410a7182ba53b1,8,5_9,645480,2944,1022,18458,19604,47601,15799,196.13,99.84,15.51,0,1,CORPORATION,2371525.75,0
2008,61d8be4c90742c37,15efd704734fb488,85,10_19,905255,233,3087,15578,9837,47374,5455,33.847,87.34,65.36,0,0,OTHER,773450.36,0
2006,636687c6e937ca0a,baf5dff6c40d8f02,63,100_249,350703,2309,2258,13716,23172,31751,33687,21.713,39.55,24.31,0,0,LLC,211856.01,1
2019,78bccee584b8fb84,ec6df2ccbbd19aa5,13,1_4,881042,3055,1711,23165,17912,22149,7273,149.002,90.09,64.51,0,0,OTHER,113387.39,0
2018,8ee1047f00ab6951,cc84de36013515a8,67,100_249,504137,1353,4960,4738,7383,3354,16171,31.646,30.37,23.92,0,0,CORPORATION,649619.43,0
2021,b6d0e47ba1140988,abab87a8b5ce3931,60,1_4,818427,4808,839,2334,13218,30136,46151,169.853,74.35,64.19,0,0,LLC,1899092.59,0
2014,de6caf3fbf025258,54b50dd018c6f29d,48,10_19,253852,4781,2318,4445,15523,43705,8924,69.442,18.91,6.59,0,1,PARTNERSHIP,1062223.88,0
2023,e5908caf28429db6,08e3c39b25d593f1,97,250_499,988624,3706,153,933,7569,17906,39753,35.055,95.04,81.28,0,0,LLC,549841.5,0
2016,f050b1c79177eb10,c2f548dcee1e067d,15,50_99,389505,1276,131,880,17923,2507,46221,134.339,18.88,15.25,0,0,CORPORATION,1268154.94,0
2012,22883adaee0bb7cc,63475644362cb05a,71,500_999,343023,1680,3402,10322,23095,5022,33514,148.583,22.08,16.54,0,0,COOP,576772.54,0
2020,218256f012441328,a6fdce75fb210002,37,50_99,276286,4015,4641,11963,18684,20265,42249,37.343,48.96,18.12,0,0,LLC,286761.6,1
2009,ed74730d1bfb5454,9fa0ba98de8a4570,48,5_9,149719,1771,1569,22451,9338,11967,6683,174.335,49.1,40.33,0,0,CORPORATION,936191.54,0
2010,39ca354cbda49de7,ee10a2f02fda73af,60,1_4,913564,4216,1894,15859,14524,39585,17384,82.959,44.48,12.63,0,0,PARTNERSHIP,1917338.95,0
2012,f012ba034c3ecdde,341fd1ada1211f93,12,20_49,244405,1099,4431,19654,7265,29708,5204,64.202,40.85,20.98,0,0,SOLE_PROP,10346.39,0
2006,038f574a489cbda0,738f4602c7a1c806,45,1_4,270274,3792,3054,12702,19639,17088,31228,160.411,93.13,25.24,1,1,SOLE_PROP,652442.74,0
2012,1602b33973b0b32b,39713fd74814ce82,9,1_4,408901,4935,1788,808,8848,18973,85,93.231,42.66,32.18,0,0,LLC,1055277.35,0
2018,a628b47ec194189d,f5c655154505ca25,24,250_499,473282,1058,2849,6541,4026,9171,47259,149.824,8.8,1.96,0,0,OTHER,1427255.66,0
2012,fc0d54115462c3c5,4e854b2706cb2a72,93,250_499,439320,1448,4130,2809,9489,37647,49368,130.438,69.74,36.65,0,1,SOLE_PROP,1076646.94,0
2011,95524809f6a43bb6,920567151b67d9b6,4,1000_PLUS,743448,3373,2763,2289,8067,38857,3391,75.706,54.96,33.69,0,0,NONPROFIT,1804331.17,0
2007,1ddbc0f8791e4b6d,a370c36cd3f9bb3e,33,100_249,808616,640,4895,9445,15132,47064,31167,189.214,89.24,14.48,0,0,LLC,870044.64,1
2024,926daec18f7425e7,54d3fa40176d59d2,32,5_9,845322,2998,800,24929,15421,3538,44661,162.562,30.18,16.32,0,0,NONPROFIT,2387059.74,0
2020,f78f7de96fc70cba,64d2b62f6502f733,13,1_4,576410,529,4345,2873,23330,14027,20053,126.307,2.48,2.04,0,0,NONPROFIT,2130142.11,1
2021,276f426e527a1e0c,adbf5526f64ed5e7,30,20_49,934552,2813,2071,7945,18888,41166,22131,27.654,94.6,47.12,0,0,SOLE_PROP,1028133.11,0
2022,6d625f0674800e02,caec9d150595420d,38,10_19,633540,816,832,7911,5159,32608,47850,112.621,60.65,8.08,0,0,PARTNERSHIP,1400349.34,1
2014,f98260e54c1a087e,f1497112f64d42b8,95,10_19,733805,515,496,373,1059,11298,10361,98.669,13.71,3.89,0,0,PARTNERSHIP,2026985.37,0
2022,f0a0237fb766503d,aee220975842687d,1,1_4,208776,55,4728,1380,13445,25722,21259,152.042,91.13,61.73,0,0,OTHER,377463.17,0
2014,512ccc8a30a258a6,dec336e685f99411,26,100_249,702078,4403,1595,19181,17572,29688,9903,27.29,47.43,32.28,1,0,OTHER,612947.2,0
2022,e751937c14cf254f,badae5db869cb81b,36,1_4,163999,632,3791,15389,21265,6252,39605,57.563,50.54,18.92,0,0,OTHER,556350.01,0
2011,a43782293f7fbe9a,57b41c1ac26a39cb,13,250_499,232190,3915,1292,14175,17367,4252,7472,156.356,42.98,38.56,0,0,SOLE_PROP,1275202.71,0
2006,f0a853971a7f0c88,96b012d8ee3003e1,53,1000_PLUS,878527,4603,1421,1360,20016,6663,20315,93.054,84.55,13.15,0,0,LLC,1268918.12,1
2016,2a92eaf5372db43b,3bdef19711e768a5,54,5_9,296623,4114,2610,14740,13127,41907,17270,111.788,66.96,20.1,0,0,PARTNERSHIP,118374.93,0
2015,a816257ac2061def,8afe3544013d10f4,7,10_19,784989,2815,1817,19429,10177,31440,20131,181.09,81.09,63.26,1,0,CORPORATION,1940181.78,0
2021,59ccf18d22a340db,5a0f4c1bdb5d1418,28,250_499,373162,4203,3787,13397,5706,10755,8946,50.173,68.6,48.25,0,0,LLC,1379846.74,0
2007,13e3ebda7efe67c3,aef9a6f6a0f2971c,9,5_9,390746,2192,1325,181,2149,14147,11450,102.354,45.5,32.84,0,0,PARTNERSHIP,2282846.99,0
2010,688307d324f33a0a,35d1dd84870f7184,35,20_49,489190,1911,1041,6975,10876,43347,12208,154.066,4.61,3.52,0,0,CORPORATION,1463578.97,0
2015,e5e01ee58d99661f,570ceb20c9b06cb1,64,10_19,239642,4135,4919,1222,1672,2806,8849,100.722,68.05,33.17,0,0,COOP,716275.81,0
2013,97abdf0ce917d426,1acac2c9038f0768,19,10_19,321460,1099,1191,23488,6976,36295,39693,55.94,31.55,3.35,0,0,PARTNERSHIP,126135.48,0
2021,04199b94bdff63f8,72511e57840a54e5,99,1_4,692689,3990,2102,14382,1669,49833,25805,171.391,57.76,23.25,0,0,CORPORATION,256978.68,0
2019,4c5fcd04cc3b7243,57c121c70571e575,86,1_4,987422,2025,3265,5557,15727,39714,44422,157.44,61.23,13.12,0,0,PARTNERSHIP,329580.56,0
