env_ets_reference_date,env_ets_phase_code,env_ets_allowance_type_code,env_ets_auction_platform_code,env_ets_allowances_auctioned_count,env_ets_allowances_surrendered_count,env_ets_allowances_in_circulation_count,env_ets_msr_intake_count,env_ets_msr_release_count,env_ets_allowance_price_eur_per_t,env_ets_price_change_pct,env_ets_verified_emissions_tco2,env_ets_covered_installations_count,env_ets_sector_coverage_code,env_ets_free_allocation_tco2,env_ets_innovation_fund_disbursed_eur,env_ets_modernisation_fund_disbursed_eur,env_ets_cbam_transition_flag,env_ets_data_source,env_ets_data_extract_date
2023-11-26,PHASE_4,EUA,EEX,20935424,15493846,37585811173,139666658,57708442,54.32,0.078,54162264,1762,AVIATION,5947232,1609937790.17,1958135430.21,0,EEX_AUCTION_DATA,2025-02-08
2023-12-09,PHASE_4,EUAA,NATIONAL_PLATFORM,21181876,20732719,37601031591,44536349,34876267,99.82,-1.208,27162006,2076,POWER,10997344,1132067582.89,768566580.59,1,EC_ETS_REPORTING,2024-10-24
2023-12-22,PHASE_4,EUA,EXCH_CENTRAL,21212461,18178572,37637645157,118554401,72781376,66.44,4.708,35507550,2105,MARITIME_PILOT,7042919,833243112.9,831415065.93,1,EUTL_AGGREGATE,2024-05-18
2024-01-04,PHASE_4,EUAA,ICE,21037772,17602781,37670206795,128972493,5217071,114.61,5.343,46325690,1638,INDUSTRY,4009858,706752468.0,1527606648.76,0,MARKET_DATA_PROVIDER,2024-01-17
2024-01-17,PHASE_4,EUA,EEX,21036541,16963760,37723473210,60963251,25455349,91.19,-2.072,36814622,1980,MULTI_SECTOR,12392858,1491943208.68,2325097477.34,1,EEX_AUCTION_DATA,2024-04-07
2024-01-30,PHASE_4,EUAA,NATIONAL_PLATFORM,21115233,20595944,37759977212,11560714,25133990,60.86,0.136,46896151,1994,AVIATION,16292038,1437337163.62,301118491.44,1,EC_ETS_REPORTING,2025-12-21
2024-02-12,PHASE_4,EUA,EXCH_CENTRAL,21112249,18781297,37770893827,153655641,101953477,70.27,6.301,21900656,2041,POWER,1904091,949881499.11,1899236456.58,1,EUTL_AGGREGATE,2025-03-26
2024-02-25,PHASE_4,EUAA,ICE,21247763,21833090,37823152986,13003438,71441341,90.66,1.758,33587189,2052,MARITIME_PILOT,13557988,1445347632.43,2091501281.85,0,MARKET_DATA_PROVIDER,2024-11-29
2024-03-09,PHASE_4,EUA,EEX,21126888,13981034,37834771354,60174772,34264814,108.71,-7.292,63834983,1858,INDUSTRY,26167943,884615802.38,1002744.71,1,EEX_AUCTION_DATA,2024-06-20
2024-03-22,PHASE_4,EUAA,NATIONAL_PLATFORM,21305696,18608728,37889979114,182293859,47746239,90.98,-3.313,20695000,1927,MULTI_SECTOR,5991243,1206943532.14,1109818540.58,1,EC_ETS_REPORTING,2025-10-31
2024-04-04,PHASE_4,EUA,EXCH_CENTRAL,21339218,15287890,37914909637,208507246,33251084,113.43,4.731,31264861,1683,AVIATION,10509371,101515683.99,42779276.78,0,EUTL_AGGREGATE,2024-03-07
2024-04-17,PHASE_4,EUAA,ICE,21291582,16271678,37957633652,13790264,81477680,106.3,6.62,65716503,2047,POWER,21609597,853750868.95,170589904.7,0,MARKET_DATA_PROVIDER,2024-03-10
2024-04-30,PHASE_4,EUA,EEX,21187183,15503870,37981199936,73157077,109980891,112.67,-1.426,66947859,2013,MARITIME_PILOT,10542519,1109862470.97,1383492293.83,0,EEX_AUCTION_DATA,2025-08-27
2024-05-13,PHASE_4,EUAA,NATIONAL_PLATFORM,21324930,14358197,38040892145,48881121,88848754,95.65,-1.074,33858915,1836,INDUSTRY,14690323,1622694572.97,1881541076.43,0,EC_ETS_REPORTING,2025-07-04
2024-05-26,PHASE_4,EUA,EXCH_CENTRAL,21422387,18950315,38067095730,126716817,96699322,65.47,-7.29,68409209,1780,MULTI_SECTOR,16842720,1258722923.28,2370848884.72,0,EUTL_AGGREGATE,2024-03-23
2024-06-08,PHASE_4,EUAA,ICE,21232208,20839620,38100066099,200875089,80722447,47.23,-6.096,58503204,1778,AVIATION,15582354,1162967180.82,2258371347.15,0,MARKET_DATA_PROVIDER,2025-08-05
2024-06-21,PHASE_4,EUA,EEX,21289822,18082251,38129244772,154700940,106843332,86.74,0.309,25880507,1655,POWER,8094800,419293366.56,1117103514.66,1,EEX_AUCTION_DATA,2024-09-01
2024-07-04,PHASE_4,EUAA,NATIONAL_PLATFORM,21460883,22447004,38180825239,82692915,14015770,66.33,5.809,24678892,2085,MARITIME_PILOT,1694789,257842982.44,2175873540.32,0,EC_ETS_REPORTING,2025-11-30
2024-07-17,PHASE_4,EUA,EXCH_CENTRAL,21443952,21459695,38181185387,81262247,52727701,97.59,-5.715,40750851,1587,INDUSTRY,6301849,1261601528.36,725615718.08,1,EUTL_AGGREGATE,2025-05-11
2024-07-30,PHASE_4,EUAA,ICE,21349492,20737453,38252162935,25401534,73273252,111.62,-5.522,43599279,1851,MULTI_SECTOR,14323338,1248154355.34,353686591.1,1,MARKET_DATA_PROVIDER,2025-06-03
2024-08-12,PHASE_4,EUA,EEX,21437728,16875197,38257360655,54744832,59184388,99.76,-0.487,50602874,2077,AVIATION,11550899,560312301.02,1458776817.34,0,EEX_AUCTION_DATA,2025-10-28
2024-08-25,PHASE_4,EUAA,NATIONAL_PLATFORM,21552970,18174099,38305922462,153015118,54527778,82.28,3.081,58242068,1897,POWER,6679219,1693286127.74,663529182.82,1,EC_ETS_REPORTING,2024-03-03
2024-09-07,PHASE_4,EUA,EXCH_CENTRAL,21393123,19994867,38323642420,155369463,80020877,112.37,-6.932,41341711,1965,MARITIME_PILOT,11197551,418147867.65,2172141843.44,1,EUTL_AGGREGATE,2025-01-17
2024-09-20,PHASE_4,EUAA,ICE,21424950,16431777,38348140267,223391969,11149688,78.76,-5.433,68061705,2106,INDUSTRY,29797921,760848941.61,1081796114.48,0,MARKET_DATA_PROVIDER,2024-04-06
2024-10-03,PHASE_4,EUA,EEX,21642891,21586176,38387943412,57549607,92446149,46.32,-1.75,64257790,1796,MULTI_SECTOR,11380224,527081748.1,1939815734.6,1,EEX_AUCTION_DATA,2024-07-05
2024-10-16,PHASE_4,EUAA,NATIONAL_PLATFORM,21615749,18166588,38461276821,147895663,113130719,82.55,-1.547,34178615,1929,AVIATION,14715662,21433065.18,223030601.88,0,EC_ETS_REPORTING,2025-03-22
2024-10-29,PHASE_4,EUA,EXCH_CENTRAL,21542940,18699435,38459648547,18236341,23091502,102.23,-6.626,24233064,1904,POWER,1697086,1135042313.12,180046332.3,1,EUTL_AGGREGATE,2024-11-19
2024-11-11,PHASE_4,EUAA,ICE,21575662,18420302,38513140475,190419335,108308776,86.61,0.753,39462833,1774,MARITIME_PILOT,6507731,871200881.7,1371293302.85,1,MARKET_DATA_PROVIDER,2025-07-25
2024-11-24,PHASE_4,EUA,EEX,21522948,20666185,38548239580,26577257,42718109,52.68,6.81,32129603,1996,INDUSTRY,10121577,455016380.68,1342282519.3,0,EEX_AUCTION_DATA,2024-08-12
2024-12-07,PHASE_4,EUAA,NATIONAL_PLATFORM,21730949,19927118,38598053302,205451417,73207626,54.97,-1.824,41042776,2063,MULTI_SECTOR,8793240,828832238.44,2090879242.59,1,EC_ETS_REPORTING,2024-05-23
2024-12-20,PHASE_4,EUA,EXCH_CENTRAL,21652708,15967243,38636133824,130764975,20202999,81.42,-7.04,37068918,1958,AVIATION,8935995,417118632.38,196793650.44,1,EUTL_AGGREGATE,2024-09-19
2025-01-02,PHASE_4,EUAA,ICE,21658455,15877309,38650986636,136704095,41452136,99.65,-5.988,32541383,1771,POWER,4551329,529326874.84,1637959645.11,1,MARKET_DATA_PROVIDER,2024-10-25
2025-01-15,PHASE_4,EUA,EEX,21738980,19350365,38684457908,227935283,34531966,74.9,-6.154,61494556,1794,MARITIME_PILOT,9290917,34007978.97,14640745.94,1,EEX_AUCTION_DATA,2025-07-11
2025-01-28,PHASE_4,EUAA,NATIONAL_PLATFORM,21674490,20224969,38710927577,245261139,114265371,55.68,-4.376,55666817,2071,INDUSTRY,6509872,917014810.11,1171804891.28,1,EC_ETS_REPORTING,2025-09-03
2025-02-10,PHASE_4,EUA,EXCH_CENTRAL,21818888,22803156,38760359918,223873636,54725514,108.66,1.573,20472756,2065,MULTI_SECTOR,5522750,1418731596.63,251656673.33,1,EUTL_AGGREGATE,2024-09-06
2025-02-23,PHASE_4,EUAA,ICE,21649407,20019310,38813678483,193114643,24635422,97.86,-1.254,42487063,1994,AVIATION,8989740,1457342665.45,808821561.15,0,MARKET_DATA_PROVIDER,2025-01-10
2025-03-08,PHASE_4,EUA,EEX,21672684,19595816,38825381130,208038221,23493949,77.37,0.987,37486396,2017,POWER,5105266,1508831526.97,2320042595.15,1,EEX_AUCTION_DATA,2026-01-13
2025-03-21,PHASE_4,EUAA,NATIONAL_PLATFORM,21728400,21223486,38851303920,154516338,9180352,88.43,7.268,67103829,1743,MARITIME_PILOT,24934856,1584771940.16,1139631494.32,0,EC_ETS_REPORTING,2025-07-21
2025-04-03,PHASE_4,EUA,EXCH_CENTRAL,21897621,21485427,38885892376,94727880,2130606,84.52,-1.206,61067832,1987,INDUSTRY,25430187,1536432438.03,2003590264.75,1,EUTL_AGGREGATE,2025-09-09
2025-04-16,PHASE_4,EUAA,ICE,21749454,17828152,38905219672,186869080,1272027,53.81,5.48,44668717,1728,MULTI_SECTOR,13963526,1524830761.7,2115841954.88,1,MARKET_DATA_PROVIDER,2024-08-22
2025-04-29,PHASE_4,EUA,EEX,21749352,18274892,38971491929,88472591,33227800,55.61,3.045,61832658,1606,AVIATION,7145380,821611015.41,1671289915.11,0,EEX_AUCTION_DATA,2024-07-09
2025-05-12,PHASE_4,EUAA,NATIONAL_PLATFORM,21755187,15601114,39015438560,218918145,17016311,112.13,2.915,42476000,1933,POWER,5112686,477753295.68,534733503.78,0,EC_ETS_REPORTING,2025-10-01
2025-05-25,PHASE_4,EUA,EXCH_CENTRAL,21805025,14573408,39033320930,64411909,100023180,100.12,-4.111,33700000,1815,MARITIME_PILOT,6803232,801707543.69,1104603114.06,1,EUTL_AGGREGATE,2024-12-24
2025-06-07,PHASE_4,EUAA,ICE,21906117,15875102,39067808095,19432915,42397445,66.3,-3.181,60249735,2105,INDUSTRY,26956246,1482368794.29,988460741.15,1,MARKET_DATA_PROVIDER,2024-10-25
2025-06-20,PHASE_4,EUA,EEX,21917192,21828477,39106455644,241377037,77992107,45.88,4.501,31131807,1884,MULTI_SECTOR,13683538,1750833516.97,234050348.03,1,EEX_AUCTION_DATA,2025-05-04
2025-07-03,PHASE_4,EUAA,NATIONAL_PLATFORM,21893434,16286943,39156897662,11433939,117946440,99.03,-0.307,55494521,1733,AVIATION,19120171,279131048.95,2155159694.11,1,EC_ETS_REPORTING,2026-02-22
2025-07-16,PHASE_4,EUA,EXCH_CENTRAL,21865084,22246351,39191456506,2919913,96650470,97.97,2.814,49578686,1996,POWER,16001341,490563011.94,2368297775.85,1,EUTL_AGGREGATE,2025-09-07
2025-07-29,PHASE_4,EUAA,ICE,21972083,23055538,39212424141,13939300,34956308,87.11,4.904,27927086,2169,MARITIME_PILOT,5087570,1437221402.13,1986630487.46,1,MARKET_DATA_PROVIDER,2024-03-18
2025-08-11,PHASE_4,EUA,EEX,22108871,20922814,39253074528,195614585,12597024,76.09,-6.018,34211840,2016,INDUSTRY,3116106,1367099158.13,729991667.23,0,EEX_AUCTION_DATA,2025-07-09
2025-08-24,PHASE_4,EUAA,NATIONAL_PLATFORM,21999872,22658685,39287364024,10742136,29648010,67.93,1.744,66854694,1749,MULTI_SECTOR,29730046,1273053245.92,1631821434.88,1,EC_ETS_REPORTING,2025-05-20
2025-09-06,PHASE_4,EUA,EXCH_CENTRAL,22036314,20000734,39297523637,22116292,40936570,64.97,-4.899,41918505,1964,AVIATION,17972705,890958805.31,1227938999.94,0,EUTL_AGGREGATE,2025-12-19
2025-09-19,PHASE_4,EUAA,ICE,21959378,16978923,39351341158,249679597,36214296,78.11,-0.517,42784485,2011,POWER,4328326,615569700.95,838270316.6,1,MARKET_DATA_PROVIDER,2025-02-16
2025-10-02,PHASE_4,EUA,EEX,22196466,21393833,39374732459,56598251,1122853,94.52,4.669,62341472,1763,MARITIME_PILOT,6251591,1443005986.3,778117647.56,1,EEX_AUCTION_DATA,2026-01-07
2025-10-15,PHASE_4,EUAA,NATIONAL_PLATFORM,22207498,19956725,39403549725,221111452,8595163,96.45,-5.332,65606771,1702,INDUSTRY,24426383,1406789441.68,2298300116.89,1,EC_ETS_REPORTING,2024-01-20
2025-10-28,PHASE_4,EUA,EXCH_CENTRAL,22149785,14614552,39446868335,81696900,25079787,97.55,-5.459,36744314,1789,MULTI_SECTOR,15609493,1623762768.01,955189515.98,0,EUTL_AGGREGATE,2024-03-23
2025-11-10,PHASE_4,EUAA,ICE,22267555,14995208,39504801228,69216609,36073149,51.48,5.126,29804332,1665,AVIATION,10958463,1383771443.35,2001920691.56,1,MARKET_DATA_PROVIDER,2025-12-01
2025-11-23,PHASE_4,EUA,EEX,22102969,20840025,39530523687,102995387,110889025,47.08,6.513,65329981,1663,POWER,5003801,53046659.32,1720658215.9,1,EEX_AUCTION_DATA,2025-10-09
2025-12-06,PHASE_4,EUAA,NATIONAL_PLATFORM,22118660,21270511,39544206890,131166178,6665437,80.81,-6.502,61525723,1716,MARITIME_PILOT,12865445,26746352.7,1699394637.01,0,EC_ETS_REPORTING,2025-01-18
2025-12-19,PHASE_4,EUA,EXCH_CENTRAL,22304922,19335821,39595212056,191353915,76805409,103.16,2.819,27691842,1934,INDUSTRY,11283670,671942635.16,82321493.88,1,EUTL_AGGREGATE,2025-01-17
2026-01-01,PHASE_4,EUAA,ICE,22123382,16580118,39622521155,100093532,53522696,73.47,3.403,36145976,2031,MULTI_SECTOR,15736056,13226165.2,713276259.02,1,MARKET_DATA_PROVIDER,2026-01-07
2026-01-14,PHASE_4,EUA,EEX,22270360,15900261,39668613789,29977013,30846223,102.9,-4.537,23821264,1842,AVIATION,4058170,1628390912.1,2188618618.17,1,EEX_AUCTION_DATA,2025-02-14
2026-01-27,PHASE_4,EUAA,NATIONAL_PLATFORM,22259565,15745888,39710530221,194159242,103789642,67.52,-2.002,24291333,1750,POWER,1517996,256792804.5,1465806472.92,0,EC_ETS_REPORTING,2024-08-28
2026-02-09,PHASE_4,EUA,EXCH_CENTRAL,22324365,16714765,39735439873,65395616,62112847,56.08,-4.993,65836622,1873,MARITIME_PILOT,27955378,1305667141.26,1486221969.07,1,EUTL_AGGREGATE,2024-11-09
2026-02-22,PHASE_4,EUAA,ICE,22320478,22334258,39780343288,197290929,87375699,84.54,7.172,51421362,2008,INDUSTRY,3458069,1546589977.4,1285334363.62,1,MARKET_DATA_PROVIDER,2025-09-12
2013-01-10,PHASE_3,EUA,EEX,22307291,20801596,39801078350,38822776,4688562,9.93,-2.833,33946839,1662,MULTI_SECTOR,3647722,127035994.24,51903268.14,0,EEX_AUCTION_DATA,2024-06-13
2013-01-23,PHASE_3,EUAA,NATIONAL_PLATFORM,22243266,17197204,39828238567,56864044,5964796,4.17,-3.733,33111576,1831,AVIATION,14664447,212712646.47,84622428.81,0,EC_ETS_REPORTING,2024-08-12
2013-02-05,PHASE_3,EUA,EXCH_CENTRAL,22457884,21518618,39876975226,23653961,17323881,10.24,-5.976,32236125,1783,POWER,5031091,196099144.83,58922887.26,0,EUTL_AGGREGATE,2024-03-13
2013-02-18,PHASE_3,EUAA,ICE,22476631,22493729,39908431776,12756923,17123423,6.69,2.35,29766543,2197,MARITIME_PILOT,12798493,46584897.02,228188650.32,0,MARKET_DATA_PROVIDER,2025-03-29
2013-03-03,PHASE_3,EUA,EEX,22486837,19018026,39968436385,35739908,15517724,11.64,-4.157,29759913,2033,INDUSTRY,2761463,143670539.49,111775327.15,0,EEX_AUCTION_DATA,2025-03-16
2013-03-16,PHASE_3,EUAA,NATIONAL_PLATFORM,22329584,20060998,39997190281,12480717,49770,11.58,5.679,47382184,2037,MULTI_SECTOR,4162696,165513634.92,108259003.98,0,EC_ETS_REPORTING,2025-06-09
2013-03-29,PHASE_3,EUA,EXCH_CENTRAL,22526006,21925240,40009949435,39474296,16731727,11.71,1.717,31839252,2115,AVIATION,6722020,253254634.49,126815774.57,0,EUTL_AGGREGATE,2024-11-15
2013-04-11,PHASE_3,EUAA,ICE,22580197,16119638,40034022912,30670996,501017,8.58,-2.638,58595194,1617,POWER,6431148,124779085.6,33317075.75,0,MARKET_DATA_PROVIDER,2024-06-21
2013-04-24,PHASE_3,EUA,EEX,22450121,20307602,40104729564,45185562,7983875,4.41,-7.297,62753065,2125,MARITIME_PILOT,14545054,51454084.82,2638021.9,0,EEX_AUCTION_DATA,2025-06-22
2013-05-07,PHASE_3,EUAA,NATIONAL_PLATFORM,22485583,20309464,40111048826,53575537,12261946,8.1,4.588,37608708,1802,INDUSTRY,14637455,42586726.78,134851870.34,0,EC_ETS_REPORTING,2025-01-11
2013-05-20,PHASE_3,EUA,EXCH_CENTRAL,22606007,22869477,40130135675,53097140,14126225,8.75,2.367,58199644,1642,MULTI_SECTOR,20177591,243572786.83,215873175.77,0,EUTL_AGGREGATE,2024-09-05
2013-06-02,PHASE_3,EUAA,ICE,22481349,17684777,40192549535,51152517,5636232,9.47,-6.951,27258051,2041,AVIATION,7251341,140739958.73,184802911.68,0,MARKET_DATA_PROVIDER,2025-04-28
2013-06-15,PHASE_3,EUA,EEX,22519870,15567883,40214856409,61995191,1886859,11.54,-6.489,26462348,2183,POWER,9362725,340188293.09,163046109.56,0,EEX_AUCTION_DATA,2025-02-10
2013-06-28,PHASE_3,EUAA,NATIONAL_PLATFORM,22674475,19812372,40246370631,52037072,74131,10.66,5.53,43522918,1792,MARITIME_PILOT,7974512,161992046.87,180192506.7,0,EC_ETS_REPORTING,2025-10-22
2013-07-11,PHASE_3,EUA,EXCH_CENTRAL,22591358,17002619,40298348236,26177900,7118141,9.33,-0.244,71498002,1741,INDUSTRY,22422441,350499199.58,151878575.46,0,EUTL_AGGREGATE,2026-02-05
2013-07-24,PHASE_3,EUAA,ICE,22730536,19283867,40333232350,44375618,3204402,8.28,-6.251,31045632,2187,MULTI_SECTOR,1848409,296830423.95,177474443.7,0,MARKET_DATA_PROVIDER,2024-08-03
2013-08-06,PHASE_3,EUA,EEX,22584667,23358186,40344562806,37772534,841899,11.29,1.475,60343395,2189,AVIATION,11307975,226900792.87,155478272.71,0,EEX_AUCTION_DATA,2025-02-08
2013-08-19,PHASE_3,EUAA,NATIONAL_PLATFORM,22642522,22683721,40382083358,17651094,10811839,9.07,-4.769,61049329,2215,POWER,10311290,347186281.56,159538719.74,0,EC_ETS_REPORTING,2025-10-29
2013-09-01,PHASE_3,EUA,EXCH_CENTRAL,22739287,21689053,40425711266,59851434,14439745,10.08,-5.662,53636396,1890,MARITIME_PILOT,9200895,225055767.56,91866490.07,0,EUTL_AGGREGATE,2026-02-04
2013-09-14,PHASE_3,EUAA,ICE,22820910,23630450,40494917085,18376653,13991972,11.92,3.932,31944025,1866,INDUSTRY,3493953,156306268.91,118266483.81,0,MARKET_DATA_PROVIDER,2025-08-11
2013-09-27,PHASE_3,EUA,EEX,22764731,21449680,40504740448,19818839,16848422,11.79,1.36,26639886,2133,MULTI_SECTOR,9791882,290417930.64,137081924.55,0,EEX_AUCTION_DATA,2025-04-18
2013-10-10,PHASE_3,EUAA,NATIONAL_PLATFORM,22654898,22684645,40547730899,11790527,10923129,4.46,1.549,62159748,2226,AVIATION,9067486,353783836.27,161401960.88,0,EC_ETS_REPORTING,2024-07-24
2013-10-23,PHASE_3,EUA,EXCH_CENTRAL,22670638,16659178,40586261466,28587125,3915368,7.94,0.25,38531992,2185,POWER,3964201,346082485.59,8916888.18,0,EUTL_AGGREGATE,2024-12-23
2013-11-05,PHASE_3,EUAA,ICE,22744644,21730293,40607099709,19452148,8327648,4.97,-5.724,64853231,2144,MARITIME_PILOT,13120020,125519866.38,46665334.23,0,MARKET_DATA_PROVIDER,2024-10-04
2013-11-18,PHASE_3,EUA,EEX,22704964,21784143,40651142197,25225226,6832134,5.98,-3.992,40749506,1743,INDUSTRY,8842144,246830458.75,10196733.7,0,EEX_AUCTION_DATA,2025-06-22
2013-12-01,PHASE_3,EUAA,NATIONAL_PLATFORM,22751207,14792124,40696997196,47993593,800496,6.69,4.216,25394682,2065,MULTI_SECTOR,1632312,285749664.19,95470969.42,0,EC_ETS_REPORTING,2024-10-06
2013-12-14,PHASE_3,EUA,EXCH_CENTRAL,22740224,18817683,40734917369,49931549,12885358,5.34,4.575,32547433,1953,AVIATION,5279093,265245435.84,80133565.8,0,EUTL_AGGREGATE,2024-01-19
2013-12-27,PHASE_3,EUAA,ICE,22901705,17683610,40726534116,37266733,5158715,8.19,4.245,39680472,2004,POWER,15145582,8175383.55,111248115.4,0,MARKET_DATA_PROVIDER,2024-10-07
2014-01-09,PHASE_3,EUA,EEX,22822410,22948078,40765552446,54613962,16055037,6.87,-3.356,45152425,1737,MARITIME_PILOT,14860255,34315688.13,166661990.82,0,EEX_AUCTION_DATA,2024-05-29
2014-01-22,PHASE_3,EUAA,NATIONAL_PLATFORM,22959117,22922183,40800276317,37311310,9331114,5.27,-3.337,40942582,1817,INDUSTRY,2187567,313863077.43,54827560.97,0,EC_ETS_REPORTING,2024-02-13
2014-02-04,PHASE_3,EUA,EXCH_CENTRAL,22933268,21890206,40876015247,61744214,16429279,6.77,-7.134,57324619,2063,MULTI_SECTOR,23834640,219165046.84,84990002.39,0,EUTL_AGGREGATE,2025-07-23
2014-02-17,PHASE_3,EUAA,ICE,22841450,23057143,40903204986,18287295,6639512,7.62,-1.837,25000020,2152,AVIATION,8144677,249716268.1,174406743.48,0,MARKET_DATA_PROVIDER,2025-11-30
2014-03-02,PHASE_3,EUA,EEX,22948001,20229180,40934270864,48291877,1593782,4.11,-4.623,49953071,2184,POWER,4302749,135272354.3,194004443.98,0,EEX_AUCTION_DATA,2024-05-26
2014-03-15,PHASE_3,EUAA,NATIONAL_PLATFORM,22968295,20222059,40980736589,34160347,6685808,11.56,-1.906,54433689,1696,MARITIME_PILOT,17668300,134659940.82,95913822.91,0,EC_ETS_REPORTING,2025-11-13
2014-03-28,PHASE_3,EUA,EXCH_CENTRAL,23108182,16848046,40991419564,37576350,10437001,8.78,-2.769,51502615,1665,INDUSTRY,20098687,200246841.66,121665487.4,0,EUTL_AGGREGATE,2024-11-21
2014-04-10,PHASE_3,EUAA,ICE,23092324,24157627,41022978466,1423613,99738,10.49,2.337,46004021,1886,MULTI_SECTOR,7990396,23611887.38,127546780.05,0,MARKET_DATA_PROVIDER,2024-11-29
2014-04-23,PHASE_3,EUA,EEX,23131052,18852470,41071380084,54978424,5203514,10.42,-0.311,35540932,1686,AVIATION,2677417,127443643.75,130787204.83,0,EEX_AUCTION_DATA,2024-11-05
2014-05-06,PHASE_3,EUAA,NATIONAL_PLATFORM,23183635,23777043,41088988839,32773121,526856,7.79,4.982,68882529,1996,POWER,6701152,121357380.04,46792615.38,0,EC_ETS_REPORTING,2024-12-08
2014-05-19,PHASE_3,EUA,EXCH_CENTRAL,23194048,17310200,41130013965,61091169,7183113,6.74,-4.032,33774638,2178,MARITIME_PILOT,5096598,77348507.0,145907025.74,0,EUTL_AGGREGATE,2025-10-31
2014-06-01,PHASE_3,EUAA,ICE,23137323,19941757,41173661894,43812079,17489087,9.12,-6.042,59690277,2033,INDUSTRY,17071700,259745707.73,199432230.07,0,MARKET_DATA_PROVIDER,2025-08-27
2014-06-14,PHASE_3,EUA,EEX,23186040,23028141,41196726631,10990062,4451631,10.18,6.171,68541959,1948,MULTI_SECTOR,8244618,239750022.22,172260603.67,0,EEX_AUCTION_DATA,2024-07-24
2014-06-27,PHASE_3,EUAA,NATIONAL_PLATFORM,23242599,17914921,41232248715,56604686,3041926,5.92,2.4,43325946,2054,AVIATION,14466014,223468205.47,236224136.03,0,EC_ETS_REPORTING,2024-05-20
2014-07-10,PHASE_3,EUA,EXCH_CENTRAL,23251762,18047029,41260983890,39335132,13946352,8.48,7.18,23213673,2078,POWER,9124962,69151915.15,115167565.28,0,EUTL_AGGREGATE,2025-07-05
2014-07-23,PHASE_3,EUAA,ICE,23271116,18985047,41311419588,45301129,7133081,4.15,6.376,28370151,2214,MARITIME_PILOT,12511800,178984887.81,20121256.12,0,MARKET_DATA_PROVIDER,2025-03-05
2014-08-05,PHASE_3,EUA,EEX,23119814,16128194,41357882549,26746371,15032620,10.18,-5.506,44098057,1703,INDUSTRY,10987144,81790237.84,77509625.75,0,EEX_AUCTION_DATA,2024-08-02
2014-08-18,PHASE_3,EUAA,NATIONAL_PLATFORM,23217547,21544317,41356563403,36073377,218430,5.73,6.231,48595460,2151,MULTI_SECTOR,9743036,267326639.85,80606512.33,0,EC_ETS_REPORTING,2024-09-11
2014-08-31,PHASE_3,EUA,EXCH_CENTRAL,23244154,20572221,41434349825,24738615,16856402,8.37,2.767,68621642,2190,AVIATION,11863551,10167202.21,35137386.3,0,EUTL_AGGREGATE,2025-01-23
2014-09-13,PHASE_3,EUAA,ICE,23317319,17247677,41454161588,30366250,10896224,9.49,3.078,62942914,2076,POWER,3856215,201988870.82,42145340.41,0,MARKET_DATA_PROVIDER,2026-01-11
2014-09-26,PHASE_3,EUA,EEX,23372571,20948619,41497244434,25617287,15621964,6.06,5.269,34020291,1807,MARITIME_PILOT,12824921,38276660.73,179736055.42,0,EEX_AUCTION_DATA,2024-12-22
2014-10-09,PHASE_3,EUAA,NATIONAL_PLATFORM,23320901,15269596,41532485132,54560227,17272198,7.86,-5.234,28697310,2135,INDUSTRY,12509898,264282162.54,177409684.73,0,EC_ETS_REPORTING,2024-09-29
2014-10-22,PHASE_3,EUA,EXCH_CENTRAL,23377414,22295000,41563123262,48209711,17161187,4.08,-5.429,43380872,2084,MULTI_SECTOR,4860830,210241276.01,120221299.87,0,EUTL_AGGREGATE,2025-06-22
2014-11-04,PHASE_3,EUAA,ICE,23257217,15418664,41580236715,1185371,15572998,6.04,5.262,21082178,1771,AVIATION,3318184,136722678.21,201561731.09,0,MARKET_DATA_PROVIDER,2024-08-31
2014-11-17,PHASE_3,EUA,EEX,23295231,24262968,41636710729,7885066,17186612,8.81,-5.259,63432884,2084,POWER,15573628,112875090.28,120184982.67,0,EEX_AUCTION_DATA,2024-09-20
2014-11-30,PHASE_3,EUAA,NATIONAL_PLATFORM,23428033,23923132,41652090599,53170408,3665268,10.51,-2.847,41810699,1892,MARITIME_PILOT,11836308,75764237.24,109248268.45,0,EC_ETS_REPORTING,2024-04-06
2014-12-13,PHASE_3,EUA,EXCH_CENTRAL,23459408,23305460,41690679139,29057316,11749964,5.3,6.157,38661361,1699,INDUSTRY,3554137,152527661.36,203446271.74,0,EUTL_AGGREGATE,2025-10-27
2014-12-26,PHASE_3,EUAA,ICE,23529068,16484663,41728449094,22176007,5577507,5.11,0.776,59949010,2233,MULTI_SECTOR,5878774,320645587.01,15966730.54,0,MARKET_DATA_PROVIDER,2025-03-28
2015-01-08,PHASE_3,EUA,EEX,23496852,21098003,41752017190,41304707,7703423,11.57,6.298,65675892,1960,AVIATION,29315225,335954882.62,100385903.12,0,EEX_AUCTION_DATA,2024-12-09
2015-01-21,PHASE_3,EUAA,NATIONAL_PLATFORM,23466291,23120284,41789078601,8862119,16118469,8.01,-4.518,58568377,1909,POWER,23206399,63831682.15,157830303.84,0,EC_ETS_REPORTING,2024-07-03
2015-02-03,PHASE_3,EUA,EXCH_CENTRAL,23510300,20823526,41839979541,10758173,5550562,5.53,5.902,29500750,2248,MARITIME_PILOT,10804550,245091918.86,19748014.81,0,EUTL_AGGREGATE,2026-02-06
