env_air_monitor_date,env_air_monitor_site_id,env_air_pollutant_code,env_air_daily_avg_concentration,env_air_daily_max_8hr_concentration,env_air_aqi_value,env_air_exceedance_flag,env_air_exceptional_event_flag,env_air_wildfire_smoke_flag,env_air_temperature_c,env_air_relative_humidity_pct,env_air_wind_speed_m_s,env_air_wind_direction_deg,env_air_barometric_pressure_hpa,env_air_instrument_method_code,env_air_data_completeness_pct,env_air_calibration_check_flag,env_air_near_roadway_indicator,env_air_population_exposure_estimate,env_air_health_advisory_level
2022-12-16,IN-AIR-SITE-01008,PM25,58.98,82.35,63,0,0,0,25.2,50,0.4,300,1009.7,FRM,98.6,0,1,37668,sensitive
2019-12-25,IN-AIR-SITE-01009,O3,41.05,58.93,38,0,0,0,33.9,67,3.0,107,1002.6,NDIR,96.6,0,0,16455,none
2018-08-13,IN-AIR-SITE-01010,NH3,13.16,20.53,11,0,0,0,15.6,65,4.0,45,1008.8,FRM,100.0,0,0,57783,none
2019-06-16,IN-AIR-SITE-01011,PM10,113.96,139.66,91,0,1,0,34.7,52,2.4,76,1023.0,NDIR,92.4,0,0,17500,sensitive
2018-04-23,IN-AIR-SITE-01012,NO2,25.41,29.24,28,0,0,0,17.0,55,3.0,216,1020.8,GC,94.5,0,0,7457,none
2023-12-28,IN-AIR-SITE-01013,PM10,15.23,19.46,17,0,0,0,28.4,66,2.4,168,1010.6,FEM,100.0,0,0,24881,none
2019-07-13,IN-AIR-SITE-01014,PM25,25.07,31.65,28,0,0,0,29.0,53,3.3,301,1012.4,TEOM,80.9,0,0,18856,none
2023-08-11,IN-AIR-SITE-01015,PM10,123.56,139.55,114,1,0,0,32.0,41,2.6,128,1011.3,FRM,94.7,0,0,29389,unhealthy
2023-11-08,IN-AIR-SITE-01016,O3,64.65,93.97,55,0,0,0,26.7,57,0.0,200,1005.9,UVFL,99.3,0,0,21822,sensitive
2019-10-16,IN-AIR-SITE-01017,NO2,0.0,0.0,0,0,0,0,20.7,63,2.1,195,1021.4,FEM,93.3,0,0,38022,none
2018-11-16,IN-AIR-SITE-01018,PM25,38.24,56.7,45,0,0,0,29.3,22,2.0,347,1017.2,BAM,92.4,0,0,34679,none
2022-04-23,IN-AIR-SITE-01019,CO,1.46,1.84,1,0,0,0,43.2,67,3.0,267,1009.6,GC,83.1,0,1,32710,none
2023-01-03,IN-AIR-SITE-01020,NO2,48.17,60.0,51,0,0,0,27.9,78,3.5,87,1006.5,XRF,100.0,0,0,30166,sensitive
2023-04-02,IN-AIR-SITE-01021,CO,0.95,1.26,1,0,0,0,21.8,54,1.9,252,1006.9,FEM,98.4,0,0,26893,none
2018-05-19,IN-AIR-SITE-01022,NO2,24.76,39.03,28,0,0,0,24.7,54,0.9,237,1010.4,FEM,99.7,0,0,11633,none
2025-12-02,IN-AIR-SITE-01023,NO2,53.3,57.25,64,0,0,0,29.1,47,2.5,72,1007.8,GC,91.9,0,1,33981,sensitive
2023-07-20,IN-AIR-SITE-01024,PM25,79.9,122.48,89,0,0,0,26.1,57,1.3,357,1016.0,FEM,90.1,0,0,41738,sensitive
2024-04-25,IN-AIR-SITE-01025,PM25,81.47,103.57,82,0,0,0,25.1,50,1.5,354,1011.4,XRF,92.0,0,1,33170,sensitive
2020-06-20,IN-AIR-SITE-01026,Pb,0.18,0.28,0,0,0,0,37.3,86,4.8,160,1001.3,UVFL,100.0,0,0,23839,none
2019-11-21,IN-AIR-SITE-01027,PM25,87.84,134.51,95,0,0,0,31.6,62,1.5,57,1000.0,GC,90.4,1,1,38338,sensitive
2023-08-02,IN-AIR-SITE-01028,Pb,0.0,0.0,0,0,0,0,27.2,21,0.5,290,1014.9,TEOM,100.0,0,0,31007,none
2018-01-10,IN-AIR-SITE-01029,NO2,51.97,76.2,54,0,0,0,27.2,70,2.9,339,999.9,GC,91.1,0,1,41195,sensitive
2018-09-18,IN-AIR-SITE-01030,PM25,58.34,66.84,63,0,0,0,29.2,91,3.0,65,1005.6,FRM,86.9,1,1,25526,sensitive
2023-04-27,IN-AIR-SITE-01031,PM25,63.22,100.38,48,0,0,0,31.9,69,3.2,25,1004.9,XRF,79.5,0,1,11425,none
2022-08-01,IN-AIR-SITE-01032,PM25,36.37,47.01,46,0,0,0,37.0,81,3.1,297,999.3,UVFL,95.4,0,1,24167,none
2024-01-29,IN-AIR-SITE-01033,NH3,3.23,4.28,4,0,0,1,25.1,72,2.4,76,1010.2,UVFL,96.6,0,0,15227,none
2026-01-24,IN-AIR-SITE-01034,PM10,124.31,183.16,115,1,0,0,21.0,78,2.4,285,1007.1,GC,85.1,0,1,20370,unhealthy
2023-08-23,IN-AIR-SITE-01035,PM10,142.06,219.12,147,1,0,0,24.1,77,3.2,35,1003.5,NDIR,100.0,0,0,28337,unhealthy
2021-04-06,IN-AIR-SITE-01036,PM10,148.11,176.52,108,1,0,0,21.9,77,4.0,18,1022.6,FRM,83.7,0,1,48729,unhealthy
2022-06-08,IN-AIR-SITE-01037,PM25,74.87,108.32,54,0,0,0,17.3,66,0.8,277,991.0,NDIR,96.3,0,0,40119,sensitive
2018-11-17,IN-AIR-SITE-01038,PM10,134.73,173.15,115,1,0,0,37.9,29,1.5,320,1002.0,NDIR,96.5,0,1,30494,unhealthy
2021-09-04,IN-AIR-SITE-01039,PM25,36.91,46.91,41,0,0,0,34.0,40,2.9,312,1004.0,GC,98.4,0,0,56890,none
2022-06-25,IN-AIR-SITE-01040,CO,1.66,2.43,2,0,0,0,12.0,41,2.5,266,998.5,XRF,80.2,0,0,27679,none
2024-07-04,IN-AIR-SITE-01041,PM10,78.58,100.76,81,0,0,0,29.5,15,0.2,281,1023.8,FEM,98.4,0,0,30377,sensitive
2025-10-03,IN-AIR-SITE-01042,PM10,164.28,206.61,167,1,0,0,25.4,52,1.6,18,1023.7,NDIR,91.1,0,0,21429,very_unhealthy
2025-09-25,IN-AIR-SITE-01043,PM10,116.64,180.97,110,1,0,0,24.5,85,2.5,338,1003.2,BAM,90.0,0,0,14162,unhealthy
2023-06-18,IN-AIR-SITE-01044,PM10,117.97,131.04,94,0,0,0,10.6,34,2.2,139,1016.9,FEM,97.0,0,1,37577,sensitive
2026-02-06,IN-AIR-SITE-01045,Pb,0.38,0.55,0,0,0,0,27.8,73,1.8,66,1012.2,FEM,97.8,0,0,10500,none
2023-04-28,IN-AIR-SITE-01046,NO2,50.02,59.99,58,0,0,0,28.5,70,4.8,311,1019.6,NDIR,80.1,0,0,15387,sensitive
2023-08-01,IN-AIR-SITE-01047,PM25,79.27,83.97,100,0,0,0,19.8,64,2.2,17,1007.2,NDIR,84.3,0,0,29927,sensitive
2021-01-23,IN-AIR-SITE-01048,NO2,22.69,26.1,22,0,0,0,39.4,81,2.5,260,1011.0,TEOM,99.2,0,1,16165,none
2022-05-24,IN-AIR-SITE-01049,PM25,79.07,111.8,87,0,0,0,33.5,59,2.3,111,1017.8,XRF,94.8,0,0,27192,sensitive
2024-06-23,IN-AIR-SITE-01050,PM25,39.63,58.47,49,0,0,1,20.5,87,2.4,114,1016.7,FEM,93.1,0,0,29390,none
2018-08-24,IN-AIR-SITE-01051,Pb,0.37,0.39,0,0,0,0,35.2,56,2.2,165,1009.1,BAM,86.1,0,0,19222,none
2023-05-24,IN-AIR-SITE-01052,O3,19.35,20.74,22,0,0,0,24.7,66,0.0,66,1001.4,UVFL,94.6,0,0,27809,none
2018-11-30,IN-AIR-SITE-01053,Pb,0.24,0.38,0,0,0,0,35.4,57,1.1,254,1002.7,GC,99.3,0,0,27586,none
2023-03-24,IN-AIR-SITE-01054,PM10,87.16,95.36,92,0,0,0,17.9,43,1.9,69,995.1,NDIR,100.0,0,0,13570,sensitive
2019-01-11,IN-AIR-SITE-01055,NO2,48.05,76.23,42,0,0,0,29.2,36,3.1,307,1013.5,FEM,89.9,0,0,37344,none
2021-03-06,IN-AIR-SITE-01056,PM25,87.88,104.3,98,0,0,0,19.5,70,1.9,202,1009.5,UVFL,97.3,0,0,7954,sensitive
2025-03-20,IN-AIR-SITE-01057,PM25,64.97,97.07,76,0,0,0,22.1,84,1.3,126,1010.0,NDIR,100.0,0,0,83038,sensitive
2022-04-20,IN-AIR-SITE-01058,CO,1.3,1.61,1,0,0,0,14.5,64,3.2,320,1007.8,TEOM,83.3,0,0,37066,none
2025-01-04,IN-AIR-SITE-01059,PM10,148.17,231.92,151,1,0,0,19.4,69,3.7,79,1000.0,GC,100.0,0,1,49647,very_unhealthy
2021-08-12,IN-AIR-SITE-01060,CO,1.87,2.75,1,0,0,0,19.3,32,0.5,175,1010.2,NDIR,93.2,0,0,40015,none
2026-02-13,IN-AIR-SITE-01061,O3,45.67,58.97,56,0,0,0,18.4,67,2.3,112,1012.2,BAM,92.4,0,0,26221,sensitive
2023-01-30,IN-AIR-SITE-01062,PM25,47.51,52.06,48,0,0,0,29.3,23,0.0,110,1001.9,FRM,88.7,0,1,16930,none
2021-10-04,IN-AIR-SITE-01063,NO2,44.71,66.6,53,0,0,0,15.6,38,1.9,308,1007.8,XRF,89.8,0,0,26509,sensitive
2020-05-22,IN-AIR-SITE-01064,SO2,0.0,0.0,0,0,0,0,30.1,84,4.3,136,1003.5,FRM,87.5,0,1,44430,none
2021-06-06,IN-AIR-SITE-01065,PM25,82.74,87.02,64,0,0,0,35.0,60,2.3,132,1006.5,NDIR,86.3,0,1,16422,sensitive
2024-05-06,IN-AIR-SITE-01066,CO,0.77,0.82,1,0,0,0,21.8,62,0.7,327,1000.1,TEOM,94.7,0,0,29561,none
2023-01-26,IN-AIR-SITE-01067,NO2,31.4,48.2,27,0,0,0,27.4,70,0.7,188,1006.1,BAM,98.7,1,0,9081,none
2025-10-16,IN-AIR-SITE-01068,PM25,82.9,99.95,70,0,1,0,25.7,74,1.2,276,1019.4,NDIR,85.7,0,1,16564,sensitive
2021-08-07,IN-AIR-SITE-01069,NO2,28.77,41.19,30,0,0,0,25.1,55,1.5,224,1004.5,XRF,87.8,0,1,16071,none
2019-12-26,IN-AIR-SITE-01070,Pb,0.35,0.46,0,0,0,0,10.1,65,0.1,102,1003.2,UVFL,93.5,0,0,73733,none
2023-08-15,IN-AIR-SITE-01071,PM25,88.47,138.73,90,0,0,0,20.1,59,2.6,106,1003.7,TEOM,85.3,0,1,12059,sensitive
2025-12-08,IN-AIR-SITE-01072,O3,46.98,75.18,44,0,0,0,38.2,32,2.8,62,1006.7,FEM,93.5,0,1,34171,none
2018-03-19,IN-AIR-SITE-01073,PM25,67.79,111.72,71,0,0,0,30.3,54,1.8,244,1020.5,UVFL,90.4,0,0,70030,sensitive
2025-03-06,IN-AIR-SITE-01074,O3,42.85,48.94,48,0,0,0,26.3,67,4.5,172,1017.8,NDIR,82.2,0,1,49180,none
2018-05-12,IN-AIR-SITE-01075,O3,47.08,73.81,51,0,0,0,13.9,53,1.7,332,1007.0,FEM,94.8,1,0,67028,sensitive
2019-08-24,IN-AIR-SITE-01076,PM10,75.34,91.14,97,0,0,0,32.2,53,3.5,330,1003.5,FEM,88.6,0,1,73275,sensitive
2022-11-08,IN-AIR-SITE-01077,PM10,108.25,152.04,85,0,0,0,21.6,74,0.7,209,995.7,GC,98.2,0,0,27826,sensitive
2020-12-01,IN-AIR-SITE-01078,O3,21.81,29.52,21,0,0,0,19.3,63,2.5,190,1001.6,UVFL,90.8,0,0,35777,none
2023-11-07,IN-AIR-SITE-01079,PM10,84.05,89.16,80,0,0,0,20.0,66,2.7,157,994.2,GC,87.7,0,0,30241,sensitive
2024-09-15,IN-AIR-SITE-01080,O3,8.95,14.4,9,0,0,0,31.6,31,1.4,318,1013.2,FEM,91.8,0,0,35899,none
2024-06-01,IN-AIR-SITE-01081,PM25,66.6,73.06,73,0,0,0,27.5,68,2.4,224,1017.3,GC,99.5,0,0,34651,sensitive
2023-02-07,IN-AIR-SITE-01082,CO,2.21,3.24,2,0,0,0,34.1,40,1.4,171,1005.4,FRM,100.0,0,0,75391,none
2021-08-11,IN-AIR-SITE-01083,O3,36.79,55.96,37,0,0,0,35.9,60,1.9,322,1010.7,GC,95.6,0,0,32051,none
2019-09-08,IN-AIR-SITE-01084,NH3,36.58,55.87,35,0,0,0,22.8,41,1.9,35,1000.4,UVFL,88.5,0,1,15180,none
2025-10-18,IN-AIR-SITE-01085,PM25,88.14,99.72,114,1,0,0,27.7,77,0.7,133,994.4,TEOM,92.2,0,0,38465,unhealthy
2024-10-05,IN-AIR-SITE-01086,NO2,17.01,22.43,21,0,0,0,25.9,93,2.8,36,1008.4,FRM,91.4,0,0,41709,none
2023-03-04,IN-AIR-SITE-01087,NO2,20.24,31.33,18,0,0,0,18.5,57,2.9,92,1010.7,TEOM,91.1,0,0,16429,none
2020-11-12,IN-AIR-SITE-01088,PM10,159.63,196.6,122,1,0,0,19.5,57,1.8,74,1019.9,BAM,90.5,0,0,16031,unhealthy
2019-07-29,IN-AIR-SITE-01089,PM10,116.31,154.76,140,1,0,0,26.9,79,2.5,243,1022.4,TEOM,86.2,0,0,47596,unhealthy
2023-12-31,IN-AIR-SITE-01090,PM25,27.73,33.66,36,0,0,0,27.6,70,1.2,182,1006.1,UVFL,97.9,0,1,19539,none
2020-09-19,IN-AIR-SITE-01091,O3,33.54,44.54,29,0,0,0,27.6,59,0.8,204,1014.4,TEOM,97.2,1,0,20991,none
2025-06-05,IN-AIR-SITE-01092,NO2,41.29,65.36,38,0,0,0,27.6,67,1.8,186,1010.2,BAM,92.1,0,0,20396,none
2024-01-02,IN-AIR-SITE-01093,PM25,40.15,53.12,51,0,0,0,22.3,97,3.0,165,1008.0,FEM,99.6,0,1,31166,sensitive
2021-06-02,IN-AIR-SITE-01094,SO2,0.0,0.0,0,0,0,0,42.9,48,2.1,114,1007.7,UVFL,95.5,0,0,52153,none
2019-05-18,IN-AIR-SITE-01095,PM10,107.12,138.44,94,0,0,0,29.6,49,1.7,206,1007.0,NDIR,85.3,0,0,40182,sensitive
2023-06-21,IN-AIR-SITE-01096,PM25,53.98,71.57,57,0,0,0,24.0,74,2.6,244,1007.3,FRM,89.9,0,0,20387,sensitive
2020-03-31,IN-AIR-SITE-01097,Pb,0.25,0.27,0,0,0,0,30.8,98,1.2,332,1019.6,XRF,100.0,0,0,60044,none
2023-11-22,IN-AIR-SITE-01098,NH3,40.11,48.94,48,0,0,0,22.0,63,0.9,160,1009.5,FRM,89.8,0,0,45327,none
2023-05-25,IN-AIR-SITE-01099,NO2,35.8,46.97,41,0,0,0,28.2,29,1.8,12,1020.2,TEOM,87.8,0,0,48800,none
2018-07-17,IN-AIR-SITE-01100,PM25,66.07,94.5,75,0,0,0,30.8,67,1.3,293,1001.7,FRM,96.3,0,1,47856,sensitive
2022-07-28,IN-AIR-SITE-01101,O3,64.0,84.48,52,0,0,0,31.9,51,0.9,235,988.2,GC,90.3,0,0,19757,sensitive
2025-03-11,IN-AIR-SITE-01102,PM10,120.41,150.84,144,1,0,0,19.2,69,3.2,272,1004.8,BAM,95.4,0,1,15492,unhealthy
2024-09-04,IN-AIR-SITE-01103,PM10,205.46,263.58,178,1,0,0,49.2,36,4.6,113,1002.1,NDIR,91.8,0,0,21959,very_unhealthy
2021-04-17,IN-AIR-SITE-01104,PM10,69.45,83.02,87,0,0,0,36.3,33,0.5,151,997.5,GC,87.2,0,0,48745,sensitive
2025-02-14,IN-AIR-SITE-01105,NO2,20.99,33.68,19,0,0,0,42.2,55,1.7,25,1017.1,FRM,87.8,0,0,13254,none
2022-01-11,IN-AIR-SITE-01106,NO2,44.21,60.26,54,0,0,0,26.2,90,2.4,167,998.6,GC,81.9,0,0,12221,sensitive
2022-07-05,IN-AIR-SITE-01107,PM10,170.17,180.05,146,1,0,0,29.7,35,0.3,31,1012.1,TEOM,85.4,0,0,9061,unhealthy
2022-08-20,IN-AIR-SITE-01108,NO2,31.99,33.96,32,0,0,0,28.3,54,2.0,220,1022.1,XRF,95.8,0,1,12662,none
2021-08-05,IN-AIR-SITE-01109,NH3,12.87,21.03,10,0,0,0,24.2,34,2.0,205,1000.0,FRM,99.2,0,0,16757,none
2023-07-29,IN-AIR-SITE-01110,PM10,190.44,225.27,209,1,0,0,33.3,65,2.7,341,1006.4,GC,88.3,0,0,28990,hazardous
2019-04-23,IN-AIR-SITE-01111,O3,30.74,47.13,37,0,0,0,21.8,64,1.3,97,1017.5,XRF,83.8,0,1,13482,none
2021-06-08,IN-AIR-SITE-01112,NH3,29.07,31.54,33,0,1,0,32.9,34,1.6,90,1005.1,FEM,98.8,0,0,40021,none
2020-07-11,IN-AIR-SITE-01113,PM10,172.57,276.57,175,1,0,0,24.5,83,3.3,213,1010.3,FEM,99.0,0,1,27641,very_unhealthy
2019-02-24,IN-AIR-SITE-01114,PM10,102.34,161.14,74,0,0,0,30.8,25,2.7,187,1012.5,FRM,96.3,0,0,7897,sensitive
2024-01-14,IN-AIR-SITE-01115,NO2,25.67,35.75,32,0,0,0,38.2,88,3.0,56,1009.2,UVFL,83.3,0,0,26606,none
2025-02-10,IN-AIR-SITE-01116,NO2,26.69,28.17,30,0,0,0,27.1,85,0.3,106,1004.9,NDIR,95.1,0,0,29288,none
2021-01-25,IN-AIR-SITE-01117,O3,61.23,73.76,70,0,0,0,33.5,66,1.5,194,1002.5,FRM,95.3,0,1,84957,sensitive
2020-08-08,IN-AIR-SITE-01118,PM10,162.41,210.17,191,1,0,0,24.4,76,3.9,21,1000.3,XRF,97.4,0,1,31108,very_unhealthy
2024-05-25,IN-AIR-SITE-01119,Pb,0.26,0.34,0,0,0,0,19.7,57,2.1,185,1012.2,FEM,92.9,0,0,9306,none
2021-07-01,IN-AIR-SITE-01120,PM25,107.08,131.56,103,1,0,0,39.6,32,2.1,84,1003.4,XRF,87.5,0,0,30877,unhealthy
2024-02-22,IN-AIR-SITE-01121,PM25,60.8,65.04,69,0,0,0,33.2,64,2.1,79,1016.4,FEM,89.6,0,0,29871,sensitive
2025-03-30,IN-AIR-SITE-01122,SO2,27.92,39.21,30,0,0,0,27.1,32,3.9,328,1019.1,BAM,99.1,0,0,38675,none
2023-02-01,IN-AIR-SITE-01123,PM10,102.72,140.16,125,1,0,0,32.9,60,1.4,76,999.9,TEOM,94.3,0,0,130897,unhealthy
2019-06-01,IN-AIR-SITE-01124,PM25,118.34,144.36,140,1,0,0,20.9,38,2.9,329,1013.2,BAM,84.2,0,0,19498,unhealthy
2022-07-17,IN-AIR-SITE-01125,PM10,182.81,196.11,133,1,0,0,31.1,78,2.5,340,1022.4,UVFL,100.0,0,0,18186,unhealthy
2023-02-09,IN-AIR-SITE-01126,PM25,56.8,93.54,53,0,0,0,29.5,67,0.7,176,1002.0,TEOM,98.9,0,0,35648,sensitive
2025-12-22,IN-AIR-SITE-01127,PM25,95.86,128.38,69,0,0,0,32.6,72,1.9,173,1016.4,FRM,100.0,1,0,80446,sensitive
2021-02-15,IN-AIR-SITE-01128,Pb,0.46,0.69,0,0,0,0,39.5,66,1.3,81,1011.9,FRM,98.8,0,1,40240,none
2025-10-24,IN-AIR-SITE-01129,PM25,98.83,130.59,105,1,0,0,38.1,94,0.8,20,1014.7,UVFL,86.4,0,0,21904,unhealthy
2023-04-17,IN-AIR-SITE-01130,O3,0.32,0.35,0,0,0,0,18.3,78,3.5,178,1002.7,NDIR,94.0,0,0,48578,none
2020-03-25,IN-AIR-SITE-01131,O3,57.95,71.61,45,0,0,0,14.0,91,0.9,329,1021.3,FEM,95.6,0,0,78930,none
2024-03-25,IN-AIR-SITE-01132,NH3,31.51,39.13,31,0,0,0,29.7,44,3.0,224,1003.3,NDIR,83.9,0,1,16962,none
2023-03-16,IN-AIR-SITE-01133,PM25,71.78,111.47,89,0,0,0,29.2,50,1.3,264,1012.5,FRM,85.0,1,0,14759,sensitive
2024-03-13,IN-AIR-SITE-01134,CO,1.33,1.92,2,0,1,0,20.0,16,3.7,268,1007.6,BAM,96.5,0,1,27820,none
2023-08-25,IN-AIR-SITE-01135,NO2,38.72,47.05,39,0,0,0,21.3,53,1.7,250,1011.8,FEM,96.9,0,0,32231,none
2023-09-26,IN-AIR-SITE-01136,SO2,27.83,45.38,32,0,0,0,22.6,59,2.6,272,1001.1,FRM,100.0,0,0,61724,none
2024-06-29,IN-AIR-SITE-01137,SO2,20.39,25.35,21,0,0,0,37.3,68,1.6,342,999.4,FEM,90.4,0,1,20307,none
2025-12-01,IN-AIR-SITE-01138,O3,48.9,80.64,39,0,0,0,24.7,50,0.0,271,1010.0,NDIR,81.9,0,0,34239,none
2018-05-10,IN-AIR-SITE-01139,PM10,165.58,272.82,128,1,0,0,17.5,73,0.4,279,1005.4,TEOM,91.1,1,0,68469,unhealthy
2018-04-05,IN-AIR-SITE-01140,O3,52.52,61.18,43,0,0,0,27.5,72,0.1,222,1005.2,FRM,97.1,0,0,30773,none
2025-04-28,IN-AIR-SITE-01141,NO2,42.7,52.85,39,0,0,0,28.0,51,2.5,74,1011.8,FRM,89.8,0,0,21224,none
2025-09-03,IN-AIR-SITE-01142,O3,78.61,105.46,99,0,0,0,20.8,43,2.2,150,997.5,XRF,92.6,0,0,37878,sensitive
2023-05-10,IN-AIR-SITE-01143,Pb,0.18,0.27,0,0,0,1,32.1,61,2.9,358,1016.4,FEM,88.1,0,0,22066,none
2020-03-04,IN-AIR-SITE-01144,PM25,22.11,30.22,21,0,1,0,36.0,62,1.5,341,1008.8,TEOM,99.2,0,0,32944,none
2023-01-09,IN-AIR-SITE-01145,Pb,0.26,0.43,0,0,0,0,25.5,49,0.0,104,1013.3,BAM,96.5,0,1,24056,none
2023-10-18,IN-AIR-SITE-01146,PM25,65.36,97.03,56,0,0,1,17.5,55,3.6,41,1011.7,XRF,87.1,0,1,24671,sensitive
2022-08-11,IN-AIR-SITE-01147,PM25,78.04,91.87,88,0,0,0,26.1,34,3.3,175,1012.1,TEOM,88.9,0,0,21127,sensitive
2018-01-11,IN-AIR-SITE-01148,PM25,62.68,69.77,74,0,0,0,30.1,72,2.6,244,999.6,BAM,87.9,0,0,19068,sensitive
2023-02-09,IN-AIR-SITE-01149,PM10,150.2,219.76,127,1,0,0,12.9,73,3.4,252,1016.2,GC,80.8,0,0,48844,unhealthy
2025-12-29,IN-AIR-SITE-01150,SO2,40.05,45.86,29,0,0,0,31.4,61,2.1,273,1009.9,GC,87.4,0,1,30151,none
2025-02-10,IN-AIR-SITE-01151,PM25,80.04,121.87,86,0,0,0,25.4,74,2.5,333,1004.7,XRF,81.4,0,0,57773,sensitive
2019-12-13,IN-AIR-SITE-01152,PM25,84.43,104.41,88,0,0,0,28.3,62,1.4,91,1007.1,UVFL,97.6,0,0,6973,sensitive
2023-09-02,IN-AIR-SITE-01153,NH3,23.45,29.22,22,0,0,0,26.0,89,1.0,10,1010.5,NDIR,98.1,0,0,19695,none
2020-03-25,IN-AIR-SITE-01154,CO,0.37,0.39,0,0,0,0,22.7,37,0.5,151,1009.3,XRF,90.2,0,0,17250,none
2018-12-12,IN-AIR-SITE-01155,O3,3.63,5.34,4,0,0,0,27.2,64,1.4,188,1012.2,TEOM,93.2,0,0,23101,none
2024-06-07,IN-AIR-SITE-01156,NH3,18.78,20.99,16,0,0,0,24.4,76,5.1,163,1019.6,BAM,98.4,0,0,14484,none
2018-12-29,IN-AIR-SITE-01157,O3,0.0,0.0,0,0,0,0,25.5,87,0.5,125,1000.7,FEM,96.7,0,0,10256,none
2024-09-09,IN-AIR-SITE-01158,PM25,72.84,97.98,70,0,0,0,21.8,74,1.2,210,1013.3,BAM,100.0,0,1,40270,sensitive
2024-03-15,IN-AIR-SITE-01159,PM10,104.69,159.18,129,1,0,0,31.8,41,2.3,96,1007.2,UVFL,93.6,0,0,18846,unhealthy
2023-12-29,IN-AIR-SITE-01160,O3,21.36,29.91,27,0,0,0,36.7,30,4.8,308,1016.0,BAM,100.0,0,0,37549,none
2020-09-11,IN-AIR-SITE-01161,PM10,125.23,137.69,155,1,0,0,21.9,57,1.0,338,1019.4,NDIR,92.6,0,1,13267,very_unhealthy
2022-06-28,IN-AIR-SITE-01162,SO2,7.61,11.49,9,0,0,0,27.2,67,1.5,46,1009.4,GC,91.3,0,0,10081,none
2020-04-07,IN-AIR-SITE-01163,PM25,71.27,77.82,75,0,0,0,20.3,77,2.9,307,1012.3,XRF,96.1,0,1,31093,sensitive
2025-06-23,IN-AIR-SITE-01164,PM10,148.31,198.32,165,1,0,0,30.7,40,2.9,223,1016.5,TEOM,95.3,0,0,39325,very_unhealthy
2018-12-22,IN-AIR-SITE-01165,NO2,24.47,28.23,31,0,0,0,29.6,71,1.4,56,1015.0,BAM,88.4,0,0,18595,none
2021-09-09,IN-AIR-SITE-01166,SO2,12.63,18.96,11,0,0,0,23.9,12,1.3,74,1016.8,TEOM,87.1,0,0,14614,none
2026-01-14,IN-AIR-SITE-01167,NO2,38.22,61.04,39,0,0,0,27.4,47,2.7,253,1005.9,UVFL,92.4,0,1,56929,none
2023-02-07,IN-AIR-SITE-01168,SO2,0.93,1.29,1,0,0,0,34.1,75,1.9,150,1004.4,BAM,80.7,0,0,25995,none
2018-05-07,IN-AIR-SITE-01169,PM25,65.37,89.31,72,0,0,1,16.7,39,2.5,58,1000.0,BAM,90.2,0,1,14781,sensitive
2019-08-27,IN-AIR-SITE-01170,PM25,24.22,36.54,21,0,0,0,19.0,40,2.0,324,1006.6,UVFL,86.1,0,0,10957,none
2023-04-13,IN-AIR-SITE-01171,CO,1.54,1.62,2,0,0,0,32.1,51,2.6,85,1007.4,NDIR,88.5,0,1,17800,none
2020-10-10,IN-AIR-SITE-01172,SO2,10.65,17.04,13,0,0,0,28.4,63,2.7,169,1007.0,BAM,87.3,1,0,21235,none
2018-02-20,IN-AIR-SITE-01173,PM25,24.09,28.14,24,0,0,0,27.5,40,0.1,145,1011.4,TEOM,96.6,0,1,42519,none
2025-09-27,IN-AIR-SITE-01174,CO,0.85,1.4,1,0,0,0,34.6,59,1.7,326,1011.6,NDIR,94.7,0,1,26635,none
2021-12-01,IN-AIR-SITE-01175,PM25,46.56,69.45,43,0,0,0,32.9,52,2.6,32,1007.5,FRM,92.3,0,1,24803,none
2022-11-28,IN-AIR-SITE-01176,PM10,162.74,246.48,206,1,0,0,40.0,81,3.1,2,1010.4,NDIR,89.7,0,0,15534,hazardous
2025-11-01,IN-AIR-SITE-01177,PM25,64.33,92.88,66,0,0,0,34.3,51,1.8,283,1013.8,GC,98.2,0,0,61603,sensitive
2022-06-25,IN-AIR-SITE-01178,O3,27.79,37.04,29,0,0,0,31.7,61,0.2,256,1002.4,FRM,97.4,0,1,48334,none
2022-07-04,IN-AIR-SITE-01179,SO2,31.49,43.87,23,0,0,0,27.6,63,3.6,125,1014.5,GC,91.3,0,0,46075,none
2024-10-03,IN-AIR-SITE-01180,PM25,75.66,81.55,61,0,0,0,27.0,52,3.1,112,1003.7,TEOM,100.0,0,0,25939,sensitive
2021-04-20,IN-AIR-SITE-01181,CO,1.0,1.42,1,0,0,0,28.0,74,2.3,302,1018.1,GC,90.9,0,1,34222,none
2025-11-12,IN-AIR-SITE-01182,PM10,57.85,82.47,55,0,0,0,29.6,78,1.7,292,1009.2,XRF,93.2,0,0,5739,sensitive
2023-01-29,IN-AIR-SITE-01183,PM10,103.02,163.25,104,1,0,0,19.6,51,2.9,341,1008.4,BAM,88.6,0,0,30378,unhealthy
2019-07-21,IN-AIR-SITE-01184,PM25,54.49,73.74,40,0,1,0,29.8,65,1.7,47,995.5,TEOM,89.6,0,1,85283,none
2024-08-15,IN-AIR-SITE-01185,PM25,69.23,75.89,83,0,0,0,26.3,43,3.2,274,1012.6,UVFL,88.2,0,0,18992,sensitive
2020-07-24,IN-AIR-SITE-01186,PM25,75.18,92.75,88,0,0,0,30.5,70,4.2,194,1008.7,TEOM,96.1,0,0,14893,sensitive
