econ_output_mospi_release_quarter,econ_output_district_cluster_code,econ_output_industry_nic_2,econ_output_gross_output_current_inr,econ_output_gross_output_real_chain,econ_output_value_added_current_inr,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_ncoial_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2021-Q1,DCL100939,88,134231029821.26,137363700997.15,112798858664.22,71586091830.5,97905441245.65,344622.19,41418906917.41,25724016509.15,8747540749.84,18899833785.92,3866820389.94,1298528165.46,116.393,841079,108.777,R2,2017
2018-Q4,DCL100940,67,86252433692.15,141243887197.01,42434936076.35,80901908362.88,9367184768.3,305054.48,49792340380.04,8093526392.6,7326391069.13,5632414491.77,12129789219.82,3626513951.31,135.933,1089936,136.543,R1,2021
2024-Q1,DCL100941,49,133106128470.97,47294686308.06,57420732112.2,28154469611.13,70530464694.13,265060.42,69926592222.95,4706753339.62,437289168.59,14366264010.53,392526286.34,4150276348.72,93.019,1781726,156.537,R1,2013
2019-Q4,DCL100942,36,127314909371.55,33068704353.33,94194820598.67,77773075076.76,73137067016.18,173127.77,67539602052.71,27943316330.63,1216619520.73,3767755413.54,9393162665.66,3032661063.38,177.031,2234943,141.305,R1,2022
2021-Q3,DCL100943,86,182913754594.31,101853704685.28,14390167767.43,80790450392.38,63879286409.49,406606.72,35139013579.92,21902133183.66,2272296700.54,18301591343.89,875560980.96,5257772307.97,115.699,2895850,148.354,R2,2023
2018-Q4,DCL100944,51,69968155825.88,31974088002.33,49175884252.74,4757890210.67,18205596920.58,337544.18,51690742192.64,9117767046.02,3790627347.33,19582422630.2,6327501311.33,3839463699.94,119.612,551143,79.696,R3,2019
2020-Q2,DCL100945,47,3717365236.4,90257219927.29,88717097300.79,18200423651.09,48704030658.45,134362.02,2156779900.93,3922703994.8,5806448955.54,8040146980.64,7857765340.49,2435920274.16,160.109,218564,145.19,R3,2013
2019-Q3,DCL100946,79,129155041964.69,81098121608.97,13782279438.41,33302984928.03,141068392196.24,256629.09,4044396330.89,21097566248.12,1127698010.61,13980585230.1,4954078091.27,1586682514.72,135.17,82055,155.89,R0,2015
2023-Q3,DCL100947,64,120679519569.06,36492353879.13,91950623792.32,59489278925.58,21181954700.23,148225.58,10194536318.64,17310069546.66,6608464350.3,4096678820.06,13805258162.39,3092353974.42,181.559,127867,122.645,R1,2017
2016-Q3,DCL100948,99,1270711255.31,88296802328.53,96022239121.56,74417913337.74,33240399891.18,392232.11,15911310082.21,7735583372.97,6604817902.29,14101771040.73,13362034621.52,3006456613.56,179.985,1589601,104.241,R1,2014
2021-Q1,DCL100949,06,98436121456.05,89684966059.84,32768965512.36,39511663062.63,142977065758.88,368784.59,25874419371.18,18257848356.83,755087133.57,2095312382.88,12728738404.18,3533845653.98,139.506,1668034,111.328,R3,2019
2021-Q2,DCL100950,06,185301661247.14,83924741711.55,53007984373.4,3929705923.57,24844515131.11,193977.85,47417592828.34,19085793844.55,8418416705.24,12654331492.71,9027060403.08,2295461515.86,155.597,2599059,99.865,R3,2015
2020-Q3,DCL100951,40,149089940734.37,3504477333.98,32966911925.9,7308165040.6,129569608368.1,349335.42,41088791007.7,10587815399.98,2620539744.91,7596053966.71,1869821482.03,6038101473.62,104.97,886455,150.571,R1,2019
2017-Q4,DCL100952,63,167321924131.23,53989954574.61,91749928957.13,67634877087.88,169108507628.36,231866.23,37147494431.49,24714087630.04,5244271693.3,18664885599.26,14000025530.98,7262353509.42,141.882,2886328,135.28,R1,2023
2017-Q3,DCL100953,09,157532547932.23,16855055391.21,39436880453.25,34628036900.28,163489391436.2,79105.31,49558249261.63,23228719671.23,9092877324.78,12794982117.08,2203255278.91,153102469.21,162.412,2524999,91.412,R1,2022
2017-Q4,DCL100954,92,67034526729.51,99421211167.31,86307527046.49,57174024330.49,89753704788.42,176748.56,60273495879.05,10054464961.75,955838896.84,6764306383.61,5125735920.73,4878966265.18,96.431,547574,67.958,R3,2014
2021-Q4,DCL100955,69,139059340601.65,30770271807.06,65664345539.7,76198125733.46,35433131920.98,284947.75,67173632833.63,10158019741.65,8171652874.03,17198106564.98,1768150045.83,6038148508.87,174.992,2109580,118.919,R2,2011
2022-Q2,DCL100956,74,6637915210.61,15769278704.55,92892796314.0,46482195026.98,9954718598.35,111204.52,59135476787.0,29523638284.83,8511920069.25,8556645694.2,5367780808.42,5508679898.56,161.54,1227792,144.613,R3,2018
2024-Q2,DCL100957,59,121898881214.35,99880461200.07,41940441666.46,46015958171.0,48834220824.66,198387.64,58486965197.31,27650753125.49,2327627704.04,4279538782.24,14478724431.58,581546042.89,118.201,1854996,88.419,R0,2022
2021-Q4,DCL100958,11,58843560434.76,8803419278.67,111391923332.16,38228271862.23,171254178407.32,61035.86,41580891048.56,6283079072.12,9081622365.42,3323148123.84,205094038.23,4693272210.42,124.382,1172443,131.936,R3,2014
2017-Q3,DCL100959,60,33496517836.33,33263132610.7,62145130503.79,57581865224.95,149983362941.01,279222.89,43022308790.48,20130150940.47,5545742283.49,18056034142.72,8048677919.44,7177394194.34,177.492,1447146,81.916,R1,2013
2024-Q3,DCL100960,33,170251472263.1,137286137752.25,81727890934.23,2061770145.6,109879269508.87,45564.56,17337874852.4,16135197035.21,5459654577.0,6018505561.73,14833065342.71,6576541399.68,173.165,2947822,64.294,R0,2014
2023-Q4,DCL100961,16,189514170640.22,63295505656.86,119883808469.31,21747202125.44,34219250981.04,279391.56,20923697169.54,28913192517.53,7919623292.89,5338090710.01,13478145431.85,6368978601.91,96.867,341696,136.083,R3,2013
2024-Q4,DCL100962,83,195338162463.95,30042715705.29,54897587058.29,7219143459.52,110955291696.56,233179.26,26010896291.14,15388365822.57,3287018582.55,5543844785.76,8736198617.86,4474765722.9,105.82,1632144,76.838,R3,2022
2019-Q3,DCL100963,32,10803062683.45,77546400612.3,4943757477.18,77979449655.79,9237349659.85,270389.59,46726764043.73,4360604382.48,4713319819.23,9434112169.85,9271284145.96,3134258044.12,95.268,142474,85.85,R1,2019
2024-Q2,DCL100964,34,22105808902.34,87206711786.56,54184941680.56,65414774018.75,137808894871.35,212470.34,64007988794.43,13315611837.51,5997688862.96,19668123513.13,1303369254.16,5911016200.33,92.748,2816767,113.614,R2,2014
2024-Q3,DCL100965,76,27847090578.42,91575229995.51,75922369203.31,87617163385.18,161598163098.2,92430.85,42037927325.02,27715838975.47,7963823168.12,11080854683.52,14023450647.98,1864329222.49,162.909,1253508,155.03,R3,2020
2017-Q1,DCL100966,62,58052133828.5,104052833144.04,33461341296.72,65085000433.19,84075013130.15,266882.78,10682788865.88,16557768265.79,5089540894.28,13290309905.98,6515854125.61,4882413982.83,130.151,1185694,103.084,R3,2019
2024-Q3,DCL100967,05,40417708044.76,65762144616.93,102152028518.91,86408822051.9,121295659339.61,138779.8,12526696812.69,26777959851.81,2635765767.79,10368647079.28,12933436196.4,5105245375.98,166.968,700823,137.725,R1,2011
2023-Q2,DCL100968,66,149723453658.27,127415981628.52,10498804850.99,28463942372.69,167337054368.95,126680.47,6718460934.36,22924824524.03,1265754740.69,12820963639.41,10930006086.05,6259644577.83,98.663,32690,87.376,R0,2015
2017-Q3,DCL100969,58,132427567295.52,142848251809.84,20040338313.93,72965193179.62,166798088266.44,50568.26,22347117757.84,18147276310.9,8636924048.7,15595113171.71,7435437041.19,2582166845.81,104.736,1250552,137.859,R2,2020
2025-Q3,DCL100970,71,3322502718.87,50709699820.67,24372699073.5,61203333588.72,108148163335.65,120312.7,24790160775.88,26325102998.84,7989076440.1,3452148293.18,1162198337.65,7371547216.65,135.255,1469543,88.051,R3,2011
2023-Q4,DCL100971,20,114698817732.35,19261903942.58,26562608410.14,78182678483.64,62425977383.27,209019.62,25335495094.19,3781832690.1,1854386197.15,19163908302.52,9268804867.77,194362725.85,122.569,1377979,127.846,R2,2021
2019-Q1,DCL100972,07,90274799505.33,15361455360.45,77689213749.95,76315717677.13,53474997370.85,361028.92,52502312811.14,24133369784.38,6863299419.7,17416965211.75,3784767577.1,4944736044.98,165.062,2909126,110.839,R3,2018
2016-Q3,DCL100973,96,180506820709.47,71677211368.57,54969582182.57,84653990040.48,107400380742.1,351177.97,14340097002.37,5179021057.99,2879192841.76,13551583905.45,4959431520.23,4565760815.64,180.013,636523,89.105,R1,2018
2023-Q1,DCL100974,45,48944477329.09,115517444249.43,102865716233.46,38471303983.37,45714304320.08,129226.67,38052205078.66,15469270783.79,1530248141.98,16672802109.63,6099341615.03,6472643432.43,118.06,202062,86.206,R0,2018
2022-Q3,DCL100975,53,138044587558.19,78116820570.55,8963205041.73,41927353231.86,59674640904.07,261693.26,54548483516.85,7780136186.71,6228847175.9,19378332067.71,4002891332.42,5804451663.3,166.318,1855287,78.918,R2,2019
2024-Q1,DCL100976,55,73397456913.71,84231730497.65,87876198337.25,34573606725.8,144838248903.5,154579.56,46254709995.13,6686993979.17,5332491981.64,1630390985.56,9830042685.96,5257620343.1,186.99,2358154,85.978,R2,2017
2024-Q3,DCL100977,10,26285080965.61,19018075521.33,100828174384.68,21486087698.03,179640045058.18,360846.02,41054460191.68,8840816567.09,4848085439.08,8092906042.63,10909210141.93,3227960241.65,137.763,1383703,140.829,R3,2014
2020-Q2,DCL100978,33,85846630955.95,110412446634.11,38826467030.0,25664373770.04,65943751459.28,174793.25,68988032493.42,10663695761.59,2776986917.75,14149341458.36,13257021571.53,6552331022.57,171.139,1336226,113.245,R3,2019
2025-Q1,DCL100979,06,156847600163.68,18875009896.91,13981937182.7,18308112532.49,178116216119.01,276121.27,64453913079.61,4039119812.61,4624054288.83,11502353902.2,1986749424.57,2792677975.32,189.144,1190111,73.399,R1,2012
2025-Q4,DCL100980,44,193295470706.55,40239220449.2,38767478867.64,77295223045.45,104848811004.91,296608.29,8594434253.27,22974737247.97,3553749348.55,6428819685.52,14779057587.86,6467685430.23,144.613,983131,120.622,R3,2011
2024-Q3,DCL100981,03,63704225548.37,14168751098.68,112868684702.97,89593678675.6,101331626871.0,320039.83,39794422340.2,19317858332.63,9306180745.41,8604270053.86,13443928866.5,38027221.8,180.846,1797165,90.964,R3,2020
2024-Q4,DCL100982,31,58865686429.21,132129432022.16,48731785426.64,44025117436.37,68121720505.56,206770.92,9000695642.26,12285761506.63,4483144622.33,7626696010.57,882843534.74,4410974196.51,96.391,1915602,112.701,R3,2012
2022-Q3,DCL100983,35,179427142673.41,11538584817.84,113581277305.02,57640503618.74,167877392410.36,57907.89,43248005660.85,20555553365.66,4644929746.59,12886115264.31,11907833645.98,1370641933.84,169.167,532654,143.916,R3,2021
2022-Q4,DCL100984,58,136908207062.71,91959470424.85,116598727581.62,75722791498.57,140703525521.41,60702.2,63778410889.17,6336216172.58,2578647932.67,7835189045.12,729052542.23,4766061877.34,152.369,2749473,131.193,R3,2011
2024-Q3,DCL100985,69,175112537139.41,23606943623.36,56674692831.57,9765833016.41,176267182715.19,53447.82,51212174596.94,27860202595.3,5815389403.88,5904331068.31,11240895685.24,575387752.05,160.589,1586648,146.903,R1,2011
2025-Q3,DCL100986,90,85681257341.4,97395475174.88,101756030320.9,68513911365.68,173679570405.33,352710.66,17349438718.88,10359834859.67,5831715063.87,14210523115.17,1817213205.88,7570272089.79,142.528,941576,100.186,R1,2012
2024-Q1,DCL100987,95,79707304571.36,132922740134.73,116101828138.67,62487168378.66,105131063357.19,133842.33,28113056828.84,27364652702.78,2902756237.7,10161448051.31,1675561105.1,1186139381.07,184.039,2125007,128.561,R1,2017
2019-Q2,DCL100988,70,7953654893.59,147384030988.59,99822615361.78,74318797386.14,174546308358.36,244928.4,18693296669.27,7485905635.18,1125949324.04,3387955235.12,8495288741.8,1120188516.14,115.791,1752358,74.871,R0,2021
2017-Q2,DCL100989,23,35843469317.74,130743975357.03,73147617728.48,71286717783.93,27369511670.5,116739.82,26140820592.15,20950152807.89,4195220132.95,10703872343.93,11704390153.55,3708310346.89,113.825,2423452,105.001,R1,2012
2017-Q1,DCL100990,90,173696532361.39,137470259779.25,105184593589.26,16169881707.64,59629714142.8,222141.29,48997975493.38,6486223091.47,282645695.68,5971817929.76,2204390736.84,2225142294.41,186.016,969493,102.799,R1,2020
2020-Q2,DCL100991,01,163531863952.36,118745736568.94,13834401829.68,69781064649.39,96840216054.23,180957.22,19325338752.96,21232859292.9,2766599165.56,4323224771.44,9544625881.47,3930093955.7,114.983,300937,119.247,R0,2017
2023-Q4,DCL100992,07,18702854238.4,106200123211.33,91923629244.91,15326102859.84,119424485805.22,253409.89,36385976232.48,21312430180.36,3117833678.65,18602509060.68,4406906818.7,6312922405.73,183.099,954634,116.991,R1,2015
2016-Q4,DCL100993,58,39138127608.89,19776495778.67,63452602735.05,53027693088.34,106902456258.64,73845.89,44215016438.67,5331802188.54,4540666975.94,5183612164.25,1599496883.57,5169151840.67,187.781,2961088,106.517,R1,2016
2021-Q4,DCL100994,69,167104788187.73,91244373239.14,47907969329.25,7922922345.89,175775947207.89,137214.62,69496705756.77,3526415159.87,3979395176.56,6964584529.83,8975055787.63,4496562982.16,127.041,2634209,154.486,R3,2019
2018-Q3,DCL100995,88,100241956110.08,34729817371.66,67552616407.84,21522590289.19,21825913148.08,138019.96,41289989963.87,6593311372.64,2773533540.45,2218794623.94,186167917.52,1708928216.32,132.431,2949192,70.802,R1,2015
2021-Q3,DCL100996,47,137515429803.14,102541924961.57,31022856372.27,85207024487.58,76952130195.21,79327.71,14670588929.59,19014686016.93,2780313336.24,8157391260.71,3970969997.1,4328960139.22,100.687,231351,130.904,R1,2023
2022-Q1,DCL100997,59,722294658.34,141842029160.74,74161625337.04,684488074.84,27508321218.22,275966.58,57256743026.94,4769836635.98,7348745123.43,6054899345.27,6912378893.97,765175659.65,94.609,1963599,68.559,R0,2023
2017-Q2,DCL100998,33,179232345438.57,83816944640.11,27981006113.84,27927754935.33,114948863044.25,366000.66,7615279920.35,22812547007.35,1792155276.22,13073179583.89,2549626559.38,5264569359.97,129.985,1747661,123.639,R1,2018
2022-Q1,DCL100999,69,80261523065.64,92818128157.05,83665912261.03,44434924169.78,83970827856.67,199329.51,7568160909.24,2467915545.88,6454115790.27,1258761959.58,199392639.69,6054121484.26,168.898,2964396,143.284,R2,2011
2019-Q3,DCL101000,27,13145166324.41,53632843966.37,59461435611.81,26475167473.63,137012495339.34,98540.01,40938549076.8,22827632498.12,4225630994.53,270660795.6,2120051793.03,339989953.65,148.803,761885,120.181,R1,2014
2020-Q1,DCL101001,53,163270861149.83,32179824064.83,117598498900.02,38832509925.73,60597842373.42,61938.38,5377244319.15,28965367632.46,7159009472.03,15773810084.79,12173865962.01,6443461053.51,175.264,2008351,96.215,R2,2011
2023-Q3,DCL101002,79,17408187396.25,71346346618.89,96037963423.8,49266140317.7,26498801565.04,173627.96,27758339346.26,14139636972.03,833722512.86,1772335555.73,7505768003.41,4350289618.17,162.741,2236213,93.779,R1,2014
2017-Q2,DCL101003,35,19442521933.5,127992183039.92,91127654462.43,49654844965.45,9706892168.42,265488.01,42014188142.34,28658603875.58,309622191.36,617122877.62,9038680358.49,1987246192.35,129.424,1113414,64.036,R1,2022
2017-Q3,DCL101004,78,1339223139.91,86138713591.4,113041177204.49,47449590914.2,128919237415.24,389664.46,34597891615.53,29250922799.2,175405369.15,15912676373.28,2736476615.73,1757137117.22,126.231,1826463,69.696,R3,2011
2024-Q2,DCL101005,89,193664264906.62,93578929936.44,109315879606.65,42395577932.02,2441664705.46,213375.91,1203341640.1,2645389200.39,1982668250.42,5060678699.49,10593341849.26,5332315234.13,93.661,1876951,150.772,R3,2022
2018-Q4,DCL101006,51,40965632209.68,18700722461.41,59772693834.38,19131178336.18,92741376178.91,374953.8,20261419577.23,9693788928.62,3225713373.83,13880452949.88,10893412354.12,4089423422.91,153.663,2739426,158.883,R3,2016
2020-Q3,DCL101007,27,93269205418.52,62112628034.07,29402851333.92,25103248170.44,98676475165.11,112113.72,51946967744.22,28846575222.21,404768086.98,440213859.02,8137959458.95,3160147210.1,116.073,2387842,91.755,R1,2014
2021-Q3,DCL101008,22,21907521761.65,81047417551.32,79281589625.5,30538627206.94,137804608849.31,309530.19,24035725095.03,27524788667.24,8731995289.45,2125439255.64,12043131634.79,4316106146.0,140.237,2785655,152.523,R1,2021
2017-Q3,DCL101009,66,28545692749.15,139756864683.94,47727325606.2,18899660749.47,52143476488.79,225540.83,5399473534.94,20768162120.07,3326327292.57,2887644036.31,12482532762.43,2960095472.59,182.961,1339044,86.169,R3,2014
2023-Q1,DCL101010,74,138846373878.79,32658493518.81,45844617631.28,56439530760.36,46878303237.19,139850.61,25593112019.1,11619236473.57,3659913860.61,6815205913.86,10275299244.26,3578860507.79,105.483,266473,62.376,R3,2017
2025-Q1,DCL101011,37,16978562471.05,23062585264.45,45675437744.32,20640339814.65,125798383411.13,365692.85,4903041975.41,8554410772.51,5840168007.71,7945046403.96,4153750498.19,5762336212.49,185.377,1044888,99.805,R1,2012
2024-Q1,DCL101012,29,38047129294.1,81314706421.18,97232317400.38,224009807.44,72879829111.18,324578.53,33995491452.56,22108566663.5,3928324651.21,11662669170.09,8466745216.68,7426228895.21,106.114,945592,120.323,R2,2012
2023-Q4,DCL101013,14,92815441297.0,85848148101.28,44276491838.51,59878761116.08,80113824933.98,45208.9,1491806816.57,10133774325.48,4362862283.55,17391361623.43,2660103829.11,6761515116.87,114.11,2749111,79.936,R0,2014
2022-Q2,DCL101014,58,111277465237.96,57835747764.32,29065664244.97,4426466516.88,89920177748.2,239467.85,65146166744.97,22336404199.78,9344588538.79,18422467477.81,4201594794.73,5947519580.22,106.508,133159,137.395,R1,2020
2024-Q4,DCL101015,94,122615298278.67,39395468613.2,82556515713.33,46590447534.37,101519341226.26,276204.96,16374277551.8,9609361541.28,569319872.59,10331502835.28,14174523243.34,4577295728.64,99.333,1068024,153.657,R0,2012
2019-Q1,DCL101016,35,114240837644.99,122582309262.35,7975804606.3,44156593312.91,152113183403.57,158050.81,28823245783.53,19726129325.4,6841380973.56,3476447202.01,7452290817.22,5575729490.36,175.115,552450,140.733,R2,2018
2024-Q1,DCL101017,46,175884207413.57,57900547798.82,22196153739.63,29180567496.69,148432628277.22,305880.82,23139313067.43,7391321302.91,2603877305.75,3879037422.6,4547737368.87,1420248338.05,120.357,2132316,153.901,R2,2012
2024-Q3,DCL101018,36,162136554700.55,47390573923.43,106834954288.28,63294379876.64,116905027298.63,305081.84,37821837549.67,2428890950.57,7634501607.04,12886746128.83,6259740390.69,3230698297.38,101.856,1178390,95.477,R2,2013
2017-Q4,DCL101019,21,96018919489.42,105087642629.11,65400675318.22,71149373763.44,112145964217.74,335824.01,42825184857.73,12763398306.84,6479406698.72,11143885855.99,461900539.27,3895777783.78,167.814,2509912,62.991,R1,2017
2020-Q1,DCL101020,77,55824126273.14,60970631644.09,89524596604.12,24135662211.23,8930692613.99,184954.04,69134748479.17,24525623550.36,5949123689.07,1072029757.78,2422247111.1,250437889.71,175.042,445659,105.733,R0,2012
2023-Q1,DCL101021,59,140247583401.94,55981034755.44,39535502869.93,22266780900.86,15164141974.08,231595.17,23443045944.69,21665140363.25,3332646060.28,4192732894.27,4083652169.83,3046328341.1,156.568,2645094,81.43,R1,2022
2023-Q1,DCL101022,76,112275612809.47,50311027580.19,7236010513.0,48893346132.67,104106945026.43,365126.31,9244419931.14,28418167395.41,6432086301.51,5698626534.18,1364129063.01,7886008208.09,165.225,1780115,158.325,R0,2016
2022-Q1,DCL101023,84,188988287757.69,11761123186.62,46731493328.85,28086039904.56,6915798564.04,119770.15,45208628517.72,19950013194.15,1277303042.16,18840827981.17,4580794521.88,5027831664.87,189.824,2529947,67.954,R1,2019
2023-Q3,DCL101024,64,16833361352.94,94690713155.86,27937617782.8,42036085625.95,158653287514.5,373340.31,40229962892.77,25881517337.79,7185042606.82,7523555678.96,1008231341.64,6740290553.12,168.562,1892594,63.796,R1,2017
2021-Q1,DCL101025,80,70920404571.53,116006822229.75,72521659342.58,78581313348.24,96561901876.88,268447.95,29856092036.9,4261437065.86,3341309238.6,238308821.46,9721667375.63,2825583479.21,146.875,1356153,68.394,R1,2015
2017-Q4,DCL101026,78,144868765507.54,65813057170.58,1170378852.12,61499288819.64,149859194298.08,160697.9,68325604539.9,23746562048.86,5816609383.94,9394598829.86,13986793156.23,7684523074.32,100.61,30879,111.832,R3,2022
2024-Q3,DCL101027,36,134598442037.63,101457380477.92,66947026548.73,32058534917.34,121501857070.18,225316.78,21708099902.63,8271028715.27,3001538968.43,5926339894.68,12145197663.41,588954764.46,160.336,1430543,157.298,R2,2016
2025-Q1,DCL101028,05,163284016631.99,39103556292.79,26948033820.48,7519639656.0,125541280605.58,395108.47,9219579144.29,10570884439.49,9730021124.13,7939333040.99,14790886773.57,2789697273.2,95.571,2592298,88.501,R1,2017
2020-Q1,DCL101029,83,156077317570.8,74926758671.81,70886085680.43,56465844028.22,35629368257.54,64360.12,7839615478.49,6417831198.87,3056936386.5,9811709710.07,3898207298.03,4330665198.72,108.387,1196500,74.146,R1,2019
2016-Q2,DCL101030,26,5770558206.49,149555474202.31,73960349697.0,61132465706.9,13318405776.75,287093.68,39336743047.49,28806763209.97,941823127.8,585419882.02,12459920816.27,7099436268.22,144.388,923632,143.973,R0,2013
2017-Q2,DCL101031,56,68621507006.57,12874737921.65,87777111015.74,12005349991.14,153046252531.54,368067.8,42094187667.04,23797423879.91,3797034325.96,1480272858.32,10579730908.62,7215413800.93,155.102,2419384,131.389,R2,2019
2019-Q4,DCL101032,84,20735443450.09,48955760006.49,37730935230.85,65017484209.12,27825800385.33,404479.86,11106856672.12,1551062489.6,2558207331.1,19948200178.9,11869297853.69,7693075633.06,137.564,1929408,135.11,R1,2020
2020-Q4,DCL101033,49,97254092029.62,48506894058.89,45317751329.88,80931645486.88,60878070925.41,180809.9,52205647828.09,9844337571.36,7560622357.16,8885135232.08,12700066426.96,5529079872.93,177.001,2777303,140.008,R0,2021
2024-Q3,DCL101034,93,75460826633.45,5662799323.33,20733124184.91,76320381381.29,54655272843.94,209141.75,55547334542.38,10020724606.69,376890964.07,15502048117.14,9028857315.33,4663378344.58,96.918,2646551,149.135,R3,2021
2018-Q4,DCL101035,29,61123450282.57,52773644905.27,4948056687.3,18125210747.71,136657293956.85,226838.12,50372782092.52,2660234414.02,1575357513.86,11637374316.08,9423916390.48,1325055655.67,109.426,2781848,148.839,R0,2022
2016-Q2,DCL101036,21,14119402307.2,80181497047.13,98409411843.49,42380012148.59,60912769854.61,398967.59,1207996620.26,2507015699.26,7768531034.7,17427841789.76,2792966231.44,5145224424.87,184.893,2812618,99.145,R3,2011
2024-Q2,DCL101037,83,52862621281.33,72306092095.55,99171031549.26,83027052264.18,91406851642.77,179755.25,1308219478.06,27494728593.3,8549152086.96,11324232091.05,4468186345.99,5076675440.66,147.423,36892,106.564,R2,2018
2018-Q3,DCL101038,52,51225461411.74,40949862681.26,11996809131.8,55720822862.61,157437279914.96,302070.75,46683651422.15,8844105327.73,9786489370.58,10221477059.88,9556192691.49,5787491864.23,93.105,178482,158.824,R3,2013
2023-Q4,DCL101039,80,185340098714.58,13136490165.41,23804654475.25,44015258178.91,119272182898.51,282344.78,333398313.1,24843068626.69,1628795563.51,4029397549.53,432585359.14,6090953079.85,116.887,1616702,98.984,R3,2014
2025-Q2,DCL101040,39,141922734901.18,145845021631.36,20535666050.76,32925219986.22,130496463253.46,345042.52,24342216983.66,4271165475.25,8009069426.98,18622782889.36,13606017978.03,7609119253.86,178.389,2267304,146.736,R2,2014
2023-Q2,DCL101041,76,162589527903.8,71023257471.24,12794782074.29,23964141568.95,72435447760.83,146764.78,61728886796.78,9870539135.93,8560356081.11,10664556861.09,14973344831.99,3266055001.19,166.729,614872,72.145,R0,2015
2016-Q1,DCL101042,58,47268888904.64,140859427390.68,61504569097.63,812678463.16,111050758570.1,333238.59,66289876927.25,16815187949.57,7464540814.17,13609854376.11,2256558365.35,3005428645.8,163.396,1935229,82.626,R1,2014
2020-Q4,DCL101043,63,177139815707.06,34751700321.98,31933697756.6,9424870130.36,158258495029.11,396249.61,63210415652.92,11494997916.7,1681049519.76,15121759285.92,11331140280.22,2883516228.15,161.198,2335249,62.913,R2,2011
2023-Q2,DCL101044,79,169475631616.73,16090987861.13,93530661434.09,87325041228.97,8819333092.83,386576.33,6457719708.52,16739422776.95,8131491300.02,7648306790.93,3417120226.14,4728375082.95,163.519,2221845,83.289,R2,2020
2020-Q3,DCL101045,06,66053109462.12,56699223926.14,66629023941.35,10778247925.98,48504907834.61,280361.56,43429168265.91,12096456686.92,2592643008.84,4374700172.71,14608329077.9,7779073475.08,110.116,2822869,79.131,R0,2015
2020-Q4,DCL101046,27,38720670289.14,146449532413.94,32748245838.4,47049547715.1,6891441740.61,59149.86,21917288141.94,22517576012.95,7020362625.41,2701712307.75,11092044464.94,7045821599.85,135.593,669035,126.812,R3,2013
2021-Q4,DCL101047,07,61281730731.14,8560900002.06,68147864754.62,65594982365.46,108537307094.79,336225.15,41706585036.41,23052338925.76,3368570181.85,5763775957.31,12092087170.74,7896718698.2,167.039,2803366,154.608,R3,2023
2017-Q3,DCL101048,40,139262823207.38,111966570263.07,72087451208.48,47128466200.32,9512716654.57,287337.53,22493618905.06,8203853193.74,655847215.25,14773654936.55,2127844187.05,1117953168.17,151.878,2116243,83.95,R3,2012
2019-Q2,DCL101049,75,162204271955.81,103193296558.12,106348642036.2,7918811209.34,10934087383.09,327644.38,7800733501.63,28696024695.46,3164943342.4,10885579376.03,5163138266.82,5338794184.55,118.567,237945,118.303,R0,2013
2021-Q2,DCL101050,25,1571264882.05,65131885038.2,13462694191.29,46483585995.39,135615338654.48,189110.59,36528016472.0,27388319181.29,1769332614.04,11170745352.03,2600406616.74,3122454790.95,142.0,72087,146.332,R0,2012
2016-Q4,DCL101051,80,185102296491.63,138954583464.54,44729052383.11,48834182857.05,114925296465.23,226419.11,46564213476.79,28439601836.99,3990062695.25,537316238.46,696906532.37,6633042044.32,163.406,2507666,131.764,R1,2012
2017-Q2,DCL101052,76,189354169236.18,78396004845.94,91704674682.95,21275068332.53,141878348654.4,165827.99,36023258954.51,27143749897.25,7811637380.61,8133343154.35,2438429243.75,7119182774.14,185.724,2515637,136.048,R2,2023
2017-Q3,DCL101053,27,167774171343.01,82771459322.49,59460780988.71,75862597002.39,120853585259.94,351744.89,47268046001.28,22967648070.32,2643604919.0,12526796858.48,552175749.61,4363071708.72,162.797,2828452,91.131,R0,2018
2023-Q2,DCL101054,80,10710657456.35,38039879139.66,72777561312.81,36475779658.36,129712849496.55,414145.05,31494075309.13,14800638184.05,5478209810.46,1280593823.66,5800798771.42,2614313915.73,147.425,1340058,127.228,R3,2013
2019-Q3,DCL101055,60,182787490287.17,139660938280.37,66426565911.16,36985295296.08,50952767482.7,329608.65,66138225098.22,470202746.3,8878234868.23,7193070418.52,2520581372.49,2065693057.48,174.319,315984,98.661,R3,2020
2019-Q3,DCL101056,92,9589418969.65,47738312562.58,18201912424.6,28744763009.65,60354672398.36,221824.69,48078431874.57,22977898213.74,2916697197.9,10694606444.09,9781498718.99,1939086486.58,188.651,1384103,89.531,R1,2013
2023-Q3,DCL101057,23,148625248670.29,15621859383.5,7006379349.77,25770929056.23,116983050673.22,166709.57,64158645747.87,16949322067.5,1829507187.29,9949550329.67,11495084482.35,5459454612.74,186.453,2701980,104.723,R1,2022
2025-Q2,DCL101058,11,34469288026.38,143780089482.51,95101161136.02,265129006.32,148677089028.9,286948.49,34666180521.32,18135880235.73,6192938983.91,6921719321.87,4441478046.44,4094318426.83,156.437,603413,60.011,R1,2013
