lab_cond_reference_year,lab_cond_country_iso2,lab_cond_region_nuts_code,lab_cond_sector_nace_section,lab_cond_contract_type_code,lab_cond_working_hours_week_mean,lab_cond_overtime_share_pct,lab_cond_shift_work_share_pct,lab_cond_remote_work_share_pct,lab_cond_right_to_disconnect_policy_flag,lab_cond_work_accidents_rate_per_100k,lab_cond_work_related_illness_rate_per_100k,lab_cond_job_satisfaction_score,lab_cond_work_life_balance_score,lab_cond_burnout_risk_index,lab_cond_training_provided_share_pct,lab_cond_union_membership_share_pct,lab_cond_eurofound_source_flag,lab_cond_survey_weight,lab_cond_data_extract_date
2020,NL,CZ4,O,SELF_EMPLOYED,34.85,9.25,16.44,11.36,0,90.83,278.59,6.51,7.71,47.02,39.49,26.05,0,2.3918,2026-01-15
2021,SE,MT109,E,PERMANENT,39.09,5.76,17.04,38.38,0,1086.14,1344.06,5.84,7.62,58.3,18.13,57.11,1,4.6275,2025-01-20
2022,DK,SK9,P,APPRENTICE,27.36,17.39,10.55,16.58,0,172.37,1254.52,5.86,6.45,37.98,28.89,64.57,1,0.9002,2024-01-06
2023,IE,SE90,F,TEMPORARY,27.87,5.76,36.83,21.77,1,1185.32,500.27,8.36,8.42,38.59,34.47,36.97,0,3.1754,2024-03-11
2024,PL,SI88,Q,PLATFORM,45.53,8.35,7.89,21.71,1,513.37,555.08,5.69,5.35,58.71,47.45,52.77,1,4.6444,2024-12-19
2025,AT,GR828,G,SELF_EMPLOYED,27.9,15.33,16.59,19.21,0,374.13,468.45,8.01,8.73,26.53,47.55,20.23,1,4.4249,2024-08-04
2006,EE,CY5,R,PERMANENT,36.6,6.64,11.19,15.21,1,149.89,1063.73,6.09,8.45,29.0,41.36,33.27,1,3.5262,2025-02-06
2007,IT,SK4,H,APPRENTICE,28.13,18.8,10.19,14.66,0,960.7,432.63,5.44,6.61,64.97,27.69,35.55,1,2.2451,2024-08-29
2008,PT,IE89,S,TEMPORARY,40.94,2.61,24.39,9.7,0,720.17,658.89,6.34,6.52,38.83,39.31,54.29,1,1.3796,2025-11-03
2009,BE,NL970,I,PLATFORM,45.43,6.52,11.44,3.9,0,729.53,981.52,6.9,5.07,21.78,32.26,10.37,1,4.4711,2024-07-22
2010,FI,SK45,T,SELF_EMPLOYED,47.91,7.21,19.74,9.28,0,177.96,1344.09,6.35,6.22,52.73,42.93,11.93,1,4.1442,2025-01-24
2011,LV,NL8,J,PERMANENT,31.19,9.63,27.42,28.99,0,281.75,283.99,8.6,6.67,42.16,35.78,47.59,1,1.0992,2024-06-11
2012,RO,FR22,U,APPRENTICE,21.83,17.75,8.19,4.36,0,160.98,693.16,7.37,6.63,28.74,32.55,44.58,1,1.0256,2024-08-01
2013,BG,BG3,K,TEMPORARY,25.83,13.71,6.54,13.81,0,458.7,712.31,8.16,6.55,23.01,13.07,15.27,1,1.6617,2024-09-13
2014,FR,BG96,A,PLATFORM,42.95,16.54,16.68,10.55,0,138.52,533.65,5.69,5.59,29.84,57.68,23.06,1,3.4895,2025-07-30
2015,LT,HU465,L,SELF_EMPLOYED,46.45,27.17,18.56,25.32,0,574.19,489.98,7.8,6.01,61.61,56.64,55.11,1,2.9248,2025-03-05
2016,SK,HR29,B,PERMANENT,33.73,6.05,28.25,11.81,0,397.26,690.8,6.4,7.97,45.85,46.97,49.98,1,2.1568,2025-07-14
2017,HR,BE7,M,APPRENTICE,25.14,6.24,5.24,16.63,0,404.14,981.59,6.86,5.68,53.92,25.25,57.67,0,0.6504,2026-02-12
2018,DE,BE87,C,TEMPORARY,32.83,13.17,18.48,6.07,0,886.55,303.77,6.57,6.87,33.27,51.24,49.29,0,0.5632,2025-02-19
2019,LU,HR81,N,PLATFORM,43.14,14.19,5.65,13.75,0,176.16,418.7,6.85,6.71,39.09,20.31,22.45,0,1.2099,2025-01-30
2020,SI,AT816,D,SELF_EMPLOYED,39.45,22.94,20.89,24.25,1,1067.84,1612.09,7.08,6.93,23.61,15.91,9.75,1,3.8375,2025-04-15
2021,CY,MT937,O,PERMANENT,37.2,12.79,18.57,36.57,1,341.33,581.22,8.08,6.71,34.9,66.86,7.99,0,0.4809,2025-03-11
2022,GR,AT431,E,APPRENTICE,35.89,8.59,7.73,14.42,1,567.73,248.07,7.82,7.53,31.81,48.74,38.8,1,3.58,2025-04-23
2023,MT,GR848,P,TEMPORARY,30.29,12.83,11.13,8.24,0,544.87,868.26,5.94,7.3,33.65,18.09,21.06,0,0.769,2025-10-30
2024,ES,SK69,F,PLATFORM,43.69,11.44,36.37,9.95,0,268.99,1614.25,6.84,6.16,45.23,23.44,37.49,1,0.9684,2025-04-23
2025,CZ,HU326,Q,SELF_EMPLOYED,32.47,12.5,21.68,22.3,0,291.99,1497.51,5.77,8.15,46.21,32.86,22.45,1,3.7335,2024-03-28
2006,HU,SE619,G,PERMANENT,29.99,16.63,15.75,21.8,0,368.9,1103.13,6.32,7.37,82.63,16.31,24.19,0,1.8459,2024-04-16
2007,NL,HR8,R,APPRENTICE,23.2,5.39,24.07,2.97,0,510.01,1483.98,6.18,5.82,53.11,20.57,31.54,0,3.5274,2024-03-27
2008,SE,PL42,H,TEMPORARY,28.35,11.48,21.24,10.63,0,329.76,1390.81,7.82,5.01,20.26,71.43,29.8,1,3.9648,2025-11-26
2009,DK,BG365,S,PLATFORM,34.25,3.59,12.03,8.35,0,499.48,451.55,7.08,4.8,40.71,46.49,56.66,1,1.6943,2025-08-22
2010,IE,CZ5,I,SELF_EMPLOYED,46.88,12.7,12.18,3.73,0,599.03,507.69,6.28,6.97,32.33,22.55,50.55,0,1.1175,2025-01-06
2011,PL,LV533,T,PERMANENT,33.78,19.93,22.95,15.5,0,189.31,919.99,6.08,7.05,71.77,22.26,31.31,1,0.3109,2025-09-17
2012,AT,IT885,J,APPRENTICE,20.78,2.01,29.52,28.72,0,240.27,581.02,6.81,5.43,40.64,19.02,26.79,1,4.1133,2024-11-11
2013,EE,PT359,U,TEMPORARY,32.45,14.11,19.83,16.88,0,721.5,1432.49,6.96,6.21,31.21,55.97,26.39,1,1.8045,2026-02-05
2014,IT,HR19,K,PLATFORM,46.58,11.63,22.72,27.72,1,307.37,1178.43,5.99,6.64,31.43,26.3,50.11,0,2.9178,2024-02-13
2015,PT,CZ1,A,SELF_EMPLOYED,34.61,16.16,11.54,16.27,0,442.49,626.25,5.92,6.67,48.12,45.87,52.87,1,3.1098,2026-02-23
2016,BE,FR28,L,PERMANENT,34.67,13.69,6.14,34.75,0,352.86,787.41,5.93,5.79,28.13,23.48,71.56,0,4.7508,2025-06-17
2017,FI,LU3,B,APPRENTICE,31.66,15.57,5.41,26.0,0,741.18,845.82,6.07,8.24,56.16,46.21,37.75,1,3.5299,2024-06-10
2018,LV,CY864,M,TEMPORARY,28.7,12.01,16.66,22.86,1,684.5,1419.04,7.85,6.32,79.18,46.67,45.31,1,3.8096,2024-05-10
2019,RO,AT662,C,PLATFORM,34.57,8.32,36.17,14.03,1,340.52,1317.98,4.98,6.67,28.17,30.8,47.24,1,3.193,2024-01-22
2020,BG,EE73,N,SELF_EMPLOYED,47.94,12.38,7.4,38.94,1,267.68,1623.86,8.09,7.15,51.47,57.63,20.5,1,0.2351,2025-04-29
2021,FR,PL73,D,PERMANENT,29.37,6.79,37.12,18.89,0,593.94,1520.94,6.18,6.98,31.68,86.84,31.09,1,2.0943,2026-01-30
2022,LT,LV61,O,APPRENTICE,30.82,11.25,7.78,2.86,1,188.32,980.02,5.49,7.84,43.65,61.75,23.13,1,4.13,2024-03-03
2023,SK,LV729,E,TEMPORARY,35.39,4.22,29.84,5.91,0,640.76,1183.23,5.66,7.88,22.22,13.68,18.51,1,1.9912,2024-07-31
2024,HR,SK36,P,PLATFORM,33.79,13.71,15.28,4.94,0,215.37,1321.24,5.48,7.38,70.36,46.47,40.92,1,0.7078,2024-06-27
2025,DE,MT37,F,SELF_EMPLOYED,32.13,17.64,21.8,22.21,1,668.01,451.63,7.78,5.7,22.24,52.13,20.23,1,1.585,2025-12-08
2006,LU,ES67,Q,PERMANENT,40.15,26.31,3.99,2.21,0,447.39,1453.76,5.59,6.06,41.85,25.27,11.11,1,1.2233,2025-05-30
2007,SI,FR4,G,APPRENTICE,22.58,6.31,23.59,19.41,0,314.59,332.59,6.66,5.98,42.8,61.47,27.75,1,4.5565,2025-12-06
2008,CY,MT773,R,TEMPORARY,24.45,5.68,15.83,8.56,0,296.61,1366.98,5.57,5.93,56.24,54.66,19.38,0,0.8846,2025-02-18
2009,GR,BG1,H,PLATFORM,33.27,2.99,9.23,9.21,0,1186.31,543.11,4.95,5.07,21.08,56.65,51.28,1,3.3541,2025-06-25
2010,MT,DE7,S,SELF_EMPLOYED,39.21,17.07,10.9,3.24,0,436.19,998.62,6.93,5.1,25.98,16.51,16.3,0,3.4673,2024-09-18
2011,ES,IE8,I,PERMANENT,36.19,14.86,31.1,9.48,0,521.85,692.66,5.65,5.53,81.65,22.21,6.74,1,0.5317,2025-09-02
2012,CZ,SE59,T,APPRENTICE,26.13,3.01,23.39,12.57,0,462.78,1153.92,6.99,6.55,47.25,63.68,52.5,0,4.4544,2025-02-09
2013,HU,HR51,J,TEMPORARY,27.23,8.28,35.84,14.27,1,148.74,535.24,7.77,6.59,61.34,65.3,43.49,1,4.6663,2025-12-02
2014,NL,PT53,U,PLATFORM,39.72,21.43,21.6,16.03,0,57.59,560.09,7.95,6.12,67.55,65.21,56.94,1,2.8986,2025-08-08
2015,SE,PT125,K,SELF_EMPLOYED,34.89,3.52,16.34,3.13,0,453.9,291.39,6.68,6.33,28.32,34.82,51.54,1,1.0652,2024-09-11
2016,DK,IE80,A,PERMANENT,42.87,5.4,19.97,21.93,0,189.98,879.93,6.0,7.27,57.85,42.85,83.97,0,2.7286,2024-12-05
2017,IE,BG9,L,APPRENTICE,34.05,16.35,14.26,31.11,1,511.36,657.17,8.17,6.03,63.6,49.84,20.44,1,0.5109,2024-02-01
2018,PL,HR844,B,TEMPORARY,29.29,8.16,17.61,1.56,0,391.25,990.83,5.3,7.0,52.91,39.84,17.86,1,2.8809,2025-06-15
2019,AT,DK95,M,PLATFORM,33.41,13.48,5.9,2.46,0,193.38,315.82,7.5,5.08,61.23,62.21,46.04,0,1.4968,2024-08-22
2020,EE,EE6,C,SELF_EMPLOYED,32.89,21.13,35.01,15.69,1,843.07,1269.17,6.24,7.68,57.49,24.15,37.45,1,0.8669,2025-05-11
2021,IT,BE6,N,PERMANENT,31.29,10.98,9.15,28.18,1,491.81,784.71,8.35,6.91,36.79,79.3,21.75,0,1.6735,2025-05-12
2022,PT,NL89,D,APPRENTICE,31.22,13.13,37.99,4.47,0,453.97,776.59,6.49,5.09,40.34,23.13,29.0,1,1.9412,2025-09-27
2023,BE,BE542,O,TEMPORARY,33.52,2.47,18.6,3.69,0,699.9,345.77,6.62,5.62,42.03,48.52,38.46,0,4.1093,2025-11-30
2024,FI,BG76,E,PLATFORM,35.88,15.75,9.69,16.04,1,1030.12,329.85,7.34,5.6,45.26,16.5,43.9,1,1.8149,2024-10-05
2025,LV,FI7,P,SELF_EMPLOYED,35.23,18.63,12.03,10.19,1,637.19,141.54,6.87,5.79,56.62,13.96,17.74,0,3.2607,2024-09-08
2006,RO,PL21,F,PERMANENT,25.12,12.61,23.39,10.01,1,351.64,1301.59,7.54,6.1,40.39,78.44,57.55,1,0.866,2025-07-24
2007,BG,BE423,Q,APPRENTICE,34.53,12.21,24.59,17.28,0,606.27,1230.88,8.37,5.66,63.29,31.14,57.2,1,2.071,2024-01-12
2008,FR,PT607,G,TEMPORARY,26.23,9.79,3.41,6.07,0,399.77,1153.49,5.75,7.47,16.75,32.21,52.25,1,2.9989,2024-10-28
2009,LT,DK32,R,PLATFORM,41.0,3.87,9.61,20.75,1,724.74,1012.42,7.0,5.95,18.19,36.95,49.77,1,4.1103,2025-03-21
2010,SK,IT23,H,SELF_EMPLOYED,39.08,24.74,20.18,20.9,0,171.97,1037.97,7.29,6.76,39.85,16.21,13.49,0,1.46,2024-08-06
2011,HR,DK195,S,PERMANENT,37.01,8.68,16.41,20.61,0,378.09,1348.82,5.61,6.14,54.52,70.4,35.81,1,1.6924,2025-01-11
2012,DE,RO478,I,APPRENTICE,30.58,2.36,23.08,9.18,0,65.98,1049.83,7.16,5.3,44.0,89.15,6.38,1,1.3899,2026-01-14
2013,LU,RO375,T,TEMPORARY,41.73,11.65,17.72,6.94,0,345.83,1441.8,8.1,5.58,28.76,43.94,39.39,1,4.0248,2024-10-09
2014,SI,AT677,J,PLATFORM,40.35,13.14,15.9,5.45,0,536.67,147.5,5.68,7.1,50.91,63.37,43.43,0,4.6722,2026-01-12
2015,CY,LV58,U,SELF_EMPLOYED,43.83,25.11,6.03,16.04,0,358.98,1321.67,7.16,5.97,46.53,56.46,54.05,1,2.7025,2024-12-12
2016,GR,FR90,K,PERMANENT,29.43,19.93,38.51,8.97,0,578.43,965.64,7.94,6.99,61.3,49.77,15.55,0,2.1631,2024-01-08
2017,MT,SI409,A,APPRENTICE,32.85,16.16,21.45,17.0,0,385.57,411.59,8.48,7.91,82.69,71.81,56.81,1,2.7835,2024-11-18
2018,ES,ES706,L,TEMPORARY,40.85,9.87,5.8,6.99,0,332.89,946.75,6.53,6.91,41.22,63.09,27.6,1,3.1591,2026-01-06
2019,CZ,RO189,B,PLATFORM,43.69,20.57,19.18,3.7,0,201.17,458.8,6.32,4.86,58.93,44.51,47.65,0,4.4638,2025-04-16
2020,HU,NL1,M,SELF_EMPLOYED,41.87,13.25,18.29,13.01,0,128.37,602.48,7.4,7.66,84.06,25.16,28.65,1,2.9943,2024-08-02
2021,NL,FI71,C,PERMANENT,24.68,16.49,37.1,17.32,1,688.71,944.88,7.24,8.26,86.65,32.17,30.97,1,0.672,2025-10-27
2022,SE,IT917,N,APPRENTICE,34.89,9.69,22.76,30.83,1,147.55,1587.67,8.64,8.56,38.96,60.92,31.18,1,1.9088,2025-11-29
2023,DK,LU33,D,TEMPORARY,32.75,15.83,11.14,7.47,0,613.1,697.15,5.82,5.21,50.67,34.29,45.31,1,3.5375,2024-03-01
2024,IE,DK71,O,PLATFORM,31.67,7.97,16.21,8.6,0,566.7,1213.15,6.36,5.82,39.17,41.41,34.11,1,1.8082,2024-09-07
2025,PL,SK85,E,SELF_EMPLOYED,29.4,15.29,7.52,10.86,0,779.78,992.42,8.01,7.6,60.93,49.01,51.04,1,0.7758,2025-02-16
2006,AT,HU78,P,PERMANENT,40.6,25.88,21.48,8.7,0,204.11,1373.79,7.43,4.66,26.14,19.98,30.39,1,1.6698,2024-04-04
2007,EE,FI81,F,APPRENTICE,32.44,16.51,35.79,2.41,0,278.05,947.94,8.11,5.29,22.05,23.08,28.91,1,0.7948,2025-04-24
2008,IT,BG950,Q,TEMPORARY,29.62,7.17,13.09,12.39,0,575.54,255.58,5.25,8.77,47.09,36.61,22.69,1,3.2614,2024-05-04
2009,PT,MT485,G,PLATFORM,42.31,6.81,13.37,2.96,0,108.6,240.48,5.25,4.75,39.37,64.54,54.43,1,3.0866,2025-03-14
2010,BE,PT697,R,SELF_EMPLOYED,29.51,15.63,7.97,23.82,0,130.16,961.15,6.89,7.23,76.29,21.33,28.22,1,2.6696,2024-04-08
2011,FI,IT5,H,PERMANENT,28.44,20.31,30.46,27.08,0,769.51,293.04,7.43,5.67,42.84,23.08,16.03,1,4.6281,2024-10-18
2012,LV,DE77,S,APPRENTICE,26.62,14.71,15.03,20.02,0,366.41,1333.91,6.37,7.56,29.2,49.07,3.66,1,3.5604,2024-08-12
2013,RO,LU709,I,TEMPORARY,31.72,17.25,27.2,6.55,0,86.89,182.14,8.06,6.65,73.84,49.77,23.38,0,1.9006,2026-02-12
2014,BG,LV9,T,PLATFORM,42.09,13.98,25.44,22.53,0,260.13,473.41,7.65,6.75,72.1,63.81,12.28,1,4.3265,2024-07-10
2015,FR,CZ23,J,SELF_EMPLOYED,28.65,4.39,31.09,20.42,0,60.26,660.92,7.4,6.81,50.76,42.96,4.97,1,4.6455,2024-11-01
2016,LT,IT950,U,PERMANENT,28.19,11.77,13.87,6.94,1,268.08,293.59,6.55,6.07,28.05,51.01,7.94,1,1.0323,2024-05-24
2017,SK,HU100,K,APPRENTICE,31.82,1.74,11.0,24.3,0,423.33,1311.79,6.38,6.51,43.91,75.97,55.03,1,2.4821,2025-11-07
2018,HR,CY555,A,TEMPORARY,28.26,10.44,5.13,5.94,0,288.02,1065.89,5.5,5.73,40.44,34.94,39.56,1,1.4833,2024-12-19
2019,DE,EE1,L,PLATFORM,34.8,12.89,23.48,27.58,1,538.67,333.51,5.17,5.57,43.33,29.08,31.35,1,0.5878,2024-04-13
2020,LU,LT285,B,SELF_EMPLOYED,35.64,18.25,16.87,30.31,1,615.32,1587.26,7.15,7.89,72.82,53.8,3.87,1,2.8191,2025-10-21
2021,SI,FR89,M,PERMANENT,33.22,15.12,7.88,24.78,1,534.65,1227.11,7.71,5.85,90.77,15.21,18.83,1,4.3323,2025-06-26
2022,CY,FI837,C,APPRENTICE,36.4,2.16,7.06,3.19,1,315.34,965.07,7.52,7.05,39.54,15.05,42.18,1,4.4358,2025-03-16
2023,GR,EE163,N,TEMPORARY,40.71,11.66,24.24,7.53,0,91.57,1172.32,5.56,5.16,18.75,58.62,55.32,1,4.3794,2024-08-02
2024,MT,BG52,D,PLATFORM,40.31,21.01,26.34,9.51,0,864.14,1483.95,7.04,6.34,62.07,51.23,53.86,0,1.96,2024-07-19
2025,ES,IT27,O,SELF_EMPLOYED,30.83,20.99,22.82,2.76,0,612.06,434.23,7.04,4.88,24.96,18.71,21.85,1,2.4184,2025-10-18
2006,CZ,EE692,E,PERMANENT,33.94,12.13,27.32,19.43,0,685.75,844.68,6.84,5.79,22.73,16.79,7.22,1,3.2104,2024-07-10
2007,HU,RO59,P,APPRENTICE,31.19,14.1,21.26,10.81,0,639.4,1345.95,7.6,5.51,77.95,31.19,56.56,1,3.6195,2025-12-01
2008,NL,LU99,F,TEMPORARY,24.64,12.46,34.34,10.86,0,103.32,1393.42,5.12,4.8,32.79,47.63,41.02,0,1.8659,2025-03-10
2009,SE,CZ3,Q,PLATFORM,34.5,13.67,27.86,3.82,0,557.27,555.75,7.39,6.47,80.1,28.37,58.19,0,2.4005,2024-12-16
2010,DK,AT97,G,SELF_EMPLOYED,44.12,6.96,20.3,23.74,0,569.26,548.63,6.79,7.56,30.28,41.85,29.78,0,2.0592,2024-05-16
2011,IE,FI64,R,PERMANENT,35.21,2.74,14.51,14.76,0,472.22,243.86,7.81,7.12,49.73,48.47,26.18,1,3.8351,2025-09-21
2012,PL,ES934,H,APPRENTICE,23.63,12.7,9.84,18.39,0,715.7,635.06,6.81,5.85,37.66,20.29,42.78,0,2.6799,2025-07-16
2013,AT,IE252,S,TEMPORARY,39.9,20.42,24.07,6.64,0,558.96,1411.64,6.62,6.29,68.73,52.98,29.78,1,3.256,2025-07-02
2014,EE,SI96,I,PLATFORM,41.04,17.37,31.75,5.26,0,742.27,607.6,6.89,4.86,29.35,36.5,56.94,0,0.9671,2025-04-16
2015,IT,ES73,T,SELF_EMPLOYED,43.47,14.39,22.91,3.25,0,441.1,1268.89,5.31,5.85,71.09,35.23,22.41,1,4.1581,2025-01-26
2016,PT,RO77,J,PERMANENT,37.95,5.41,29.71,3.21,0,626.19,1364.15,8.16,6.63,35.47,70.68,33.86,1,0.8227,2025-11-21
2017,BE,GR4,U,APPRENTICE,27.49,14.79,19.0,6.73,0,226.82,1381.06,6.52,5.91,36.57,23.01,12.66,1,3.1172,2025-10-22
2018,FI,SE43,K,TEMPORARY,26.77,7.02,31.98,29.93,0,160.55,618.52,7.49,5.54,29.5,31.24,25.4,1,1.4143,2024-01-15
2019,LV,EE96,A,PLATFORM,31.57,1.9,12.41,11.89,1,509.39,762.51,5.06,5.12,56.46,48.18,49.39,1,2.484,2025-10-03
2020,RO,CY783,L,SELF_EMPLOYED,37.37,10.14,13.84,41.26,0,557.56,538.93,8.54,7.85,70.47,62.0,45.86,1,4.0008,2025-12-26
2021,BG,HR76,B,PERMANENT,42.03,16.08,3.95,7.2,0,546.89,924.21,7.84,6.47,40.3,78.39,16.39,0,3.1374,2024-07-22
2022,FR,LU595,M,APPRENTICE,31.92,5.0,13.48,19.15,0,222.28,1114.15,8.55,6.82,59.81,62.33,48.0,0,4.3772,2024-10-01
2023,LT,RO9,C,TEMPORARY,28.69,16.5,16.25,20.45,0,1068.72,1641.56,7.96,5.2,45.05,36.88,37.15,1,4.2424,2025-08-08
2024,SK,LT13,N,PLATFORM,38.59,4.44,25.45,20.41,1,249.94,1231.06,6.68,5.88,56.38,14.91,18.72,0,2.3969,2024-09-02
2025,HR,RO486,D,SELF_EMPLOYED,44.33,24.13,6.11,9.19,0,689.25,1120.72,7.8,4.79,62.26,30.77,20.46,1,4.6594,2026-01-27
2006,DE,PL168,O,PERMANENT,36.28,20.4,15.11,5.7,0,150.45,131.84,6.6,6.76,36.61,79.44,3.96,0,0.3409,2024-12-20
2007,LU,FR794,E,APPRENTICE,22.7,3.68,30.02,10.97,0,601.78,236.2,6.86,6.54,43.84,42.51,41.38,1,2.7962,2025-05-29
2008,SI,SE66,P,TEMPORARY,34.8,7.27,28.12,18.06,0,130.39,1105.37,8.02,7.7,60.81,63.68,38.05,1,1.6318,2025-06-29
2009,CY,DK642,F,PLATFORM,45.06,5.0,15.19,18.96,0,1027.86,613.39,6.18,4.78,63.3,54.18,36.69,0,2.1686,2025-04-19
2010,GR,RO534,Q,SELF_EMPLOYED,37.91,18.29,9.12,8.1,0,432.49,1439.73,7.4,5.12,63.05,12.72,48.74,1,4.2053,2025-06-24
2011,MT,BG32,G,PERMANENT,25.78,17.83,11.19,10.36,1,535.02,1274.83,6.07,5.67,50.02,29.67,39.26,1,0.8936,2024-09-01
2012,ES,CY31,R,APPRENTICE,35.26,3.72,10.63,4.36,0,202.96,244.48,5.61,4.92,42.22,23.66,38.08,1,3.7547,2025-07-25
2013,CZ,GR778,H,TEMPORARY,24.21,8.43,34.03,7.9,0,447.74,788.13,6.91,6.37,33.12,60.16,7.55,1,1.1188,2025-04-09
2014,HU,LU468,S,PLATFORM,49.0,11.56,15.56,12.39,0,311.92,1599.62,7.0,6.5,39.48,59.84,45.02,0,0.4975,2024-01-01
2015,NL,DK727,I,SELF_EMPLOYED,37.23,6.35,28.95,19.33,0,597.94,539.97,6.34,5.23,26.54,51.22,55.78,1,3.8991,2024-10-21
2016,SE,CZ453,T,PERMANENT,26.61,9.18,14.65,21.02,0,315.84,169.9,6.4,8.41,35.9,49.75,45.67,1,3.5149,2025-01-20
2017,DK,PT76,J,APPRENTICE,25.33,6.95,18.48,7.48,0,221.48,664.55,6.11,7.27,22.38,61.11,77.69,1,3.1836,2025-11-13
2018,IE,DK936,U,TEMPORARY,27.96,5.15,6.28,13.57,1,113.31,1477.54,7.34,6.54,58.3,38.78,3.54,1,2.9214,2025-11-16
2019,PL,CY653,K,PLATFORM,40.66,6.13,32.19,4.84,0,180.75,1423.82,6.81,5.48,58.88,39.15,30.04,1,2.6306,2026-01-10
2020,AT,BG93,A,SELF_EMPLOYED,37.49,4.03,16.71,34.05,0,336.68,721.53,8.58,8.07,24.02,14.09,50.61,1,1.1734,2025-12-31
2021,EE,PT22,L,PERMANENT,24.81,9.0,7.36,14.31,0,291.9,242.35,5.18,8.45,68.72,53.85,28.95,1,2.6055,2025-10-22
2022,IT,ES916,B,APPRENTICE,26.63,13.23,26.9,20.1,1,1043.32,1574.8,7.33,8.45,30.23,27.99,50.77,1,3.7304,2024-02-27
2023,PT,DE330,M,TEMPORARY,25.46,14.99,4.44,26.96,1,310.75,1014.37,7.08,8.61,50.15,13.68,5.34,1,2.3833,2026-02-23
2024,BE,LU762,C,PLATFORM,36.53,10.28,10.22,27.64,1,710.02,1571.52,7.69,7.72,55.13,52.95,30.5,1,1.7741,2025-12-08
2025,FI,BE281,N,SELF_EMPLOYED,44.85,11.52,12.82,9.28,0,496.27,1119.7,6.81,5.05,58.65,29.13,5.27,0,3.9109,2024-05-09
2006,LV,FI898,D,PERMANENT,28.88,14.6,32.89,4.96,0,224.11,1182.53,5.47,5.37,68.6,30.07,12.2,1,4.0784,2025-10-08
2007,RO,LV377,O,APPRENTICE,23.16,9.37,15.54,3.27,0,518.53,660.1,5.81,7.72,46.52,19.21,20.87,1,1.3434,2024-06-13
2008,BG,NL849,E,TEMPORARY,38.57,22.43,10.28,19.08,0,408.7,1413.48,8.03,7.44,24.84,41.37,21.44,0,2.8714,2024-01-28
2009,FR,AT47,P,PLATFORM,42.08,20.68,26.81,12.96,0,77.41,1061.63,7.42,5.33,40.81,36.85,16.17,0,2.6143,2025-09-22
2010,LT,CY19,F,SELF_EMPLOYED,36.3,5.37,11.57,3.92,0,622.02,1105.0,6.18,6.73,33.93,11.53,22.33,1,0.8925,2024-08-18
2011,SK,AT3,Q,PERMANENT,39.66,3.48,15.53,9.95,0,216.79,1112.7,5.82,7.24,54.42,70.84,31.0,1,2.2659,2024-12-01
2012,HR,AT5,G,APPRENTICE,22.62,11.46,23.34,16.72,1,215.68,772.19,8.72,7.11,53.99,58.45,26.55,1,1.7438,2025-11-28
2013,DE,ES121,R,TEMPORARY,24.34,7.49,17.55,16.21,0,276.95,1712.6,7.98,7.0,16.41,17.01,25.85,1,3.4395,2024-01-14
2014,LU,GR5,H,PLATFORM,44.05,14.69,34.59,3.56,0,589.94,1437.99,6.6,5.57,44.26,21.04,12.1,0,0.3318,2024-03-02
2015,SI,BE505,S,SELF_EMPLOYED,47.14,15.23,19.94,20.06,0,568.07,1687.39,5.98,7.28,28.37,14.22,31.45,1,1.7386,2025-08-31
2016,CY,CY531,I,PERMANENT,36.66,12.49,21.53,13.27,0,338.23,713.2,7.86,5.71,44.63,52.87,47.21,1,2.7648,2025-06-09
2017,GR,IT454,T,APPRENTICE,33.36,2.6,3.61,21.55,1,548.41,1205.25,7.93,7.61,47.47,73.55,43.12,0,1.1636,2024-01-10
2018,MT,FR8,J,TEMPORARY,37.9,14.46,24.47,28.12,0,583.69,1347.24,8.65,7.86,31.08,56.5,19.86,1,0.5451,2024-11-20
2019,ES,NL6,U,PLATFORM,30.69,14.01,12.22,15.05,1,549.89,989.76,6.48,6.06,62.49,51.16,41.27,0,1.6577,2025-12-12
2020,CZ,RO893,K,SELF_EMPLOYED,47.39,9.4,20.05,14.11,0,358.39,1011.72,5.94,7.1,22.21,61.95,18.59,1,2.7813,2025-03-12
2021,HU,AT149,A,PERMANENT,35.07,16.33,23.29,13.84,0,117.75,536.27,5.44,7.02,28.58,35.49,52.64,0,1.5714,2024-07-16
2022,NL,PL4,L,APPRENTICE,30.2,16.36,5.1,19.51,1,173.71,548.61,6.5,8.73,48.6,74.64,45.77,1,1.0619,2026-01-18
2023,SE,RO40,B,TEMPORARY,39.28,2.5,10.77,25.2,1,1197.85,461.39,8.49,6.09,46.87,64.61,63.41,1,0.2271,2025-11-30
2024,DK,SI163,M,PLATFORM,35.77,12.12,14.98,27.07,0,439.85,1321.58,5.33,7.96,67.92,60.92,19.88,1,3.1515,2025-08-06
2025,IE,AT463,C,SELF_EMPLOYED,37.67,12.86,18.39,22.03,0,453.83,466.75,6.22,6.94,64.37,35.56,23.77,0,1.0521,2025-10-04
2006,PL,DK531,N,PERMANENT,31.44,6.48,15.07,23.5,0,308.37,1384.79,6.47,6.66,35.6,46.94,26.64,1,0.3593,2024-05-18
2007,AT,LU955,D,APPRENTICE,26.92,5.62,10.0,6.83,0,488.48,1085.01,5.99,5.27,32.93,53.18,56.36,1,0.2853,2025-09-15
2008,EE,HU2,O,TEMPORARY,26.97,4.38,16.05,20.62,0,446.88,779.19,5.62,5.6,56.82,25.26,49.28,0,3.8932,2025-08-25
