house_permits_reference_month,house_permits_country_iso2,house_permits_region_nuts_code,house_permits_building_type_code,house_permits_dwellings_authorised_count,house_permits_floor_area_authorised_m2,house_permits_construction_cost_index,house_permits_construction_time_months_median,house_permits_material_cost_index,house_permits_labor_shortage_index,house_permits_green_building_standard_flag,house_permits_social_housing_quota_flag,house_permits_renovation_permits_count,house_permits_demolition_permits_count,house_permits_land_use_planning_code,house_permits_flood_risk_zone_flag,house_permits_epbd_compliance_flag,house_permits_data_source,house_permits_revision_round,house_permits_data_extract_date
2021-07,SI,SE66,RESIDENTIAL_SINGLE_FAMILY,10171,667625.21,108.96,27.68,118.59,2.5863,1,1,5696,1143,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-06-12
2021-08,CY,DK642,MIXED_USE,4420,629250.28,116.22,8.38,122.71,1.0329,1,1,11081,1347,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-04-22
2021-09,GR,RO534,INDUSTRIAL,3784,481565.46,123.77,34.92,126.66,2.0886,1,1,7010,1915,URBAN_REGEN,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-20
2021-10,MT,BG32,PUBLIC,3216,374235.25,123.78,29.27,135.76,1.9018,0,0,11368,162,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-01-06
2021-11,ES,CY31,COMMERCIAL,5915,327688.89,117.0,25.92,102.23,2.2764,0,0,11051,873,ZONING_PLAN_B,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-08-09
2021-12,CZ,GR778,RESIDENTIAL_MULTI_FAMILY,5800,855973.12,119.25,16.79,127.28,2.0144,1,0,8137,768,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-10-23
2022-01,HU,LU468,RESIDENTIAL_SINGLE_FAMILY,738,50770.44,135.01,20.62,123.16,2.1317,0,0,5038,830,FLOODPLAIN_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2026-01-24
2022-02,NL,DK727,MIXED_USE,756,53256.25,112.98,11.02,112.6,2.6616,0,1,938,1023,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-01-14
2022-03,SE,CZ453,INDUSTRIAL,290,31366.93,116.33,21.74,118.38,0.3842,0,0,6754,1233,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-02-03
2022-04,DK,PT76,PUBLIC,2230,142663.15,128.38,35.34,114.45,1.851,1,0,11630,1068,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-02-21
2022-05,IE,DK936,COMMERCIAL,4663,674375.74,112.77,10.31,127.06,1.613,0,0,5918,1893,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-10-07
2022-06,PL,CY653,RESIDENTIAL_MULTI_FAMILY,10306,565507.41,121.03,16.57,138.52,0.8503,1,1,13841,1096,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-19
2022-07,AT,BG93,RESIDENTIAL_SINGLE_FAMILY,5921,579489.05,121.12,35.9,145.66,3.0154,0,0,8030,1798,ZONING_PLAN_A,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-01-24
2022-08,EE,PT22,MIXED_USE,601,63380.19,110.95,11.49,106.43,2.148,0,0,12283,347,FLOODPLAIN_CONTROL,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-04-25
2022-09,IT,ES916,INDUSTRIAL,4470,244614.4,123.99,17.18,125.22,0.4071,1,1,492,1966,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-10-09
2022-10,PT,DE330,PUBLIC,693,58304.53,117.11,11.62,112.16,2.7759,0,0,7550,1449,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-08-17
2022-11,BE,LU762,COMMERCIAL,100,8166.96,116.68,18.62,124.58,1.5569,0,0,12770,1194,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-05-13
2022-12,FI,BE281,RESIDENTIAL_MULTI_FAMILY,5192,606033.72,129.58,12.6,120.32,1.9441,0,0,7939,674,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-02-27
2023-01,LV,FI898,RESIDENTIAL_SINGLE_FAMILY,1903,136469.45,120.25,11.81,114.52,1.3386,1,0,10035,399,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-01-13
2023-02,RO,LV377,MIXED_USE,3922,226063.07,132.02,16.1,125.54,3.0695,0,0,10642,1044,ZONING_PLAN_A,1,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-08-20
2023-03,BG,NL849,INDUSTRIAL,5396,564193.59,110.51,26.17,151.35,1.1983,0,0,5665,1820,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-05-27
2023-04,FR,AT47,PUBLIC,1459,162753.36,124.26,17.81,125.94,1.4653,0,1,9130,154,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-07-22
2023-05,LT,CY19,COMMERCIAL,3019,337054.38,126.97,16.14,152.59,0.8439,1,0,11435,42,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-22
2023-06,SK,AT3,RESIDENTIAL_MULTI_FAMILY,3024,170220.75,133.7,20.93,144.92,0.4082,1,0,8025,2586,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-11-16
2023-07,HR,AT5,RESIDENTIAL_SINGLE_FAMILY,7322,504292.95,126.85,12.18,111.83,1.1752,1,0,3063,1426,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-07-08
2023-08,DE,ES121,MIXED_USE,5036,546772.39,112.82,35.12,124.68,2.7463,1,0,2818,630,ZONING_PLAN_B,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-03
2023-09,LU,GR5,INDUSTRIAL,3075,433160.55,136.35,32.68,126.69,1.4399,0,0,12213,1839,ZONING_PLAN_A,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-04-25
2023-10,SI,BE505,PUBLIC,404,44524.36,113.55,17.23,146.7,1.1862,1,0,11972,1242,FLOODPLAIN_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-01-04
2023-11,CY,CY531,COMMERCIAL,6029,446170.55,131.24,26.6,106.41,2.7402,0,0,12446,992,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-29
2023-12,GR,IT454,RESIDENTIAL_MULTI_FAMILY,5690,318133.02,116.67,14.28,126.56,2.2361,0,0,6197,1576,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-01-26
2024-01,MT,FR8,RESIDENTIAL_SINGLE_FAMILY,5664,727262.89,112.69,18.6,148.14,0.3714,1,0,7162,371,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-04
2024-02,ES,NL6,MIXED_USE,5338,618014.44,134.5,15.5,145.0,2.7317,0,0,2989,57,FAST_TRACK,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-02-18
2024-03,CZ,RO893,INDUSTRIAL,1343,117981.98,144.16,37.03,131.71,2.1244,0,0,603,623,ZONING_PLAN_B,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-14
2024-04,HU,AT149,PUBLIC,674,36692.47,124.27,26.58,123.37,1.1397,0,1,8213,227,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-09-07
2024-05,NL,PL4,COMMERCIAL,1529,130361.56,113.58,18.47,146.18,1.0127,1,0,9769,1785,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-03-30
2024-06,SE,RO40,RESIDENTIAL_MULTI_FAMILY,8256,1142962.15,128.9,34.17,131.88,2.7799,1,0,12185,1136,COASTAL_CONTROL,1,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-01-16
2024-07,DK,SI163,RESIDENTIAL_SINGLE_FAMILY,1669,123200.05,120.62,14.3,135.08,3.0232,1,1,5072,1183,BROWNFIELD_REUSE,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-06-03
2024-08,IE,AT463,MIXED_USE,4799,640048.22,121.53,10.22,135.28,2.7164,0,0,11712,2067,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-14
2024-09,PL,DK531,INDUSTRIAL,3035,390485.09,133.52,15.03,102.2,2.1555,1,0,2710,550,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-09-26
2024-10,AT,LU955,PUBLIC,1822,254937.5,131.81,10.53,132.31,0.8764,0,0,2353,610,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-08
2024-11,EE,HU2,COMMERCIAL,4813,367316.81,125.46,13.83,115.51,0.515,1,0,3321,847,ZONING_PLAN_A,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-12-30
2024-12,IT,RO30,RESIDENTIAL_MULTI_FAMILY,4438,415658.02,122.74,17.64,122.94,0.4594,0,0,14455,1292,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-08-19
2025-01,PT,RO2,RESIDENTIAL_SINGLE_FAMILY,8844,1230058.77,131.47,15.06,115.6,2.4474,1,0,13108,1116,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-05-23
2025-02,BE,NL33,MIXED_USE,1982,190845.16,143.29,12.63,123.77,2.2649,0,0,4834,278,BROWNFIELD_REUSE,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-05-16
2025-03,FI,LU1,INDUSTRIAL,3625,394206.78,139.15,26.58,138.7,2.7832,1,0,11096,1451,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-23
2025-04,LV,HR32,PUBLIC,658,62000.45,115.79,13.3,132.51,0.6568,1,0,12320,782,FAST_TRACK,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-03-13
2025-05,RO,IT76,COMMERCIAL,4597,606322.91,139.2,13.65,151.95,2.1025,1,1,5519,615,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-01-20
2025-06,BG,PT671,RESIDENTIAL_MULTI_FAMILY,10292,1250786.96,116.78,34.86,140.03,2.6352,0,1,8771,531,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-08
2025-07,FR,AT58,RESIDENTIAL_SINGLE_FAMILY,1237,128312.94,122.51,15.57,161.01,0.3805,0,0,6780,1681,FLOODPLAIN_CONTROL,1,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-09-22
2025-08,LT,GR254,MIXED_USE,5713,441273.54,144.96,27.64,131.78,2.1174,1,0,6441,1612,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-17
2025-09,SK,DE819,INDUSTRIAL,3901,464294.46,126.47,10.76,150.32,0.5655,0,0,6379,489,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-06-17
2025-10,HR,DK51,PUBLIC,945,73587.75,125.27,18.1,149.85,1.1117,1,0,3995,1504,URBAN_REGEN,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-01-08
2025-11,DE,LU59,COMMERCIAL,4030,495593.41,149.31,17.5,150.44,2.1494,0,0,484,1767,FAST_TRACK,1,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-07-15
2025-12,LU,MT232,RESIDENTIAL_MULTI_FAMILY,4871,521281.32,128.79,15.37,149.66,1.0757,0,1,10424,1711,ZONING_PLAN_B,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-12-22
2026-01,SI,ES2,RESIDENTIAL_SINGLE_FAMILY,2148,139524.76,133.93,18.05,113.21,1.0499,0,0,3823,228,ZONING_PLAN_A,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-10-07
2026-02,CY,LV66,MIXED_USE,1169,133891.51,129.91,21.93,139.15,0.3764,1,1,327,1558,FLOODPLAIN_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-05
2026-03,GR,PT17,INDUSTRIAL,73,9204.17,114.91,31.14,142.95,2.5017,0,0,3919,1324,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-20
2026-04,MT,EE601,PUBLIC,1506,212556.8,143.72,15.87,132.02,0.565,0,0,8199,1522,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-02-02
2026-05,ES,AT83,COMMERCIAL,769,89685.01,157.99,20.41,131.39,0.6489,0,0,11792,2038,URBAN_REGEN,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-12-08
2026-06,CZ,SE3,RESIDENTIAL_MULTI_FAMILY,5125,366225.36,148.79,23.72,127.84,2.0998,0,0,13700,1566,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-09-19
2026-07,HU,FI207,RESIDENTIAL_SINGLE_FAMILY,1415,177501.67,150.09,14.55,140.0,2.1622,0,1,11122,1274,ZONING_PLAN_B,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-06
2026-08,NL,LT5,MIXED_USE,5756,517113.14,124.86,16.3,150.65,2.6932,0,0,4167,553,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-19
2026-09,SE,CZ4,INDUSTRIAL,2011,207268.22,133.16,28.18,160.31,1.3674,0,0,5499,1559,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-04
2026-10,DK,MT109,PUBLIC,2243,269449.56,149.49,6.76,136.41,0.25,1,1,7716,1268,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-10-19
2026-11,IE,SK9,COMMERCIAL,3450,323704.02,143.46,31.39,122.32,2.2197,0,1,1896,848,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-08-08
2026-12,PL,SE90,RESIDENTIAL_MULTI_FAMILY,204,21574.25,131.07,20.04,137.79,1.2892,0,1,7895,2332,URBAN_REGEN,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-11-14
2016-01,AT,SI88,RESIDENTIAL_SINGLE_FAMILY,3602,457838.02,106.2,26.17,102.24,1.5986,0,1,6816,1304,FAST_TRACK,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2026-02-15
2016-02,EE,GR828,MIXED_USE,4863,656008.78,100.5,27.0,111.48,0.6108,1,0,2660,981,ZONING_PLAN_B,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-06-07
2016-03,IT,CY5,INDUSTRIAL,1412,102675.94,110.82,14.65,98.34,1.0501,1,1,2862,625,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-10-06
2016-04,PT,SK4,PUBLIC,3326,269544.47,112.32,37.06,102.69,1.4073,0,0,3888,1757,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-18
2016-05,BE,IE89,COMMERCIAL,1365,179714.29,108.23,37.06,108.97,1.5779,1,0,4271,1119,COASTAL_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-01
2016-06,FI,NL970,RESIDENTIAL_MULTI_FAMILY,4535,458186.15,110.57,24.38,100.27,0.7859,0,1,4781,1113,BROWNFIELD_REUSE,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-02-28
2016-07,LV,SK45,RESIDENTIAL_SINGLE_FAMILY,9118,1219076.11,105.03,31.4,94.56,1.7665,1,1,50,2626,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-02-17
2016-08,RO,NL8,MIXED_USE,4053,365251.38,100.97,36.89,93.96,1.2804,1,0,7820,70,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-09-21
2016-09,BG,FR22,INDUSTRIAL,6195,791097.98,116.24,10.89,116.22,0.709,1,0,3894,1478,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-29
2016-10,FR,BG3,PUBLIC,6373,893381.81,97.79,24.91,107.4,0.9467,1,0,2702,413,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-23
2016-11,LT,BG96,COMMERCIAL,1354,190097.41,115.9,14.56,107.82,0.2357,0,0,2904,380,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-07-23
2016-12,SK,HU465,RESIDENTIAL_MULTI_FAMILY,9624,810331.61,107.02,9.7,107.58,0.8993,0,0,1307,896,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-24
2017-01,HR,HR29,RESIDENTIAL_SINGLE_FAMILY,6352,837034.45,107.29,8.49,98.64,0.8956,1,0,7452,1039,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-05-09
2017-02,DE,BE7,MIXED_USE,3854,437072.11,116.11,10.94,103.52,0.6049,0,0,6870,1622,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-25
2017-03,LU,BE87,INDUSTRIAL,676,40350.44,105.28,23.61,97.84,1.1412,1,0,3606,302,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-09-10
2017-04,SI,HR81,PUBLIC,5130,556529.44,115.5,18.72,98.58,1.0725,0,0,499,1460,ZONING_PLAN_B,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-10-18
2017-05,CY,AT816,COMMERCIAL,3851,378774.79,112.34,16.57,119.55,0.2195,1,1,7485,952,ZONING_PLAN_A,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-10-30
2017-06,GR,MT937,RESIDENTIAL_MULTI_FAMILY,5714,634922.92,100.84,13.6,112.6,0.4073,1,1,974,1926,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-05-25
2017-07,MT,AT431,RESIDENTIAL_SINGLE_FAMILY,8212,533508.22,116.67,24.0,101.63,1.0217,1,0,405,562,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-12-28
2017-08,ES,GR848,MIXED_USE,697,67998.16,114.7,20.58,120.7,0.7803,1,0,8073,190,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-10-03
2017-09,CZ,SK69,INDUSTRIAL,2204,289850.92,107.71,13.85,97.11,0.587,1,0,3274,2283,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-05-30
2017-10,HU,HU326,PUBLIC,3041,298686.29,98.3,24.47,107.61,1.0026,1,0,6650,83,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-01-11
2017-11,NL,SE619,COMMERCIAL,75,7204.05,112.72,21.24,116.21,1.8634,0,0,5788,651,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-05-30
2017-12,SE,HR8,RESIDENTIAL_MULTI_FAMILY,1947,171646.32,114.45,14.42,120.79,0.2409,1,1,2614,132,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-03-09
2018-01,DK,PL42,RESIDENTIAL_SINGLE_FAMILY,2495,235160.86,100.66,8.8,117.3,0.1829,0,0,7634,930,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-25
2018-02,IE,BG365,MIXED_USE,3069,163592.25,116.82,13.14,109.09,0.1366,0,0,6646,87,COASTAL_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-02-15
2018-03,PL,CZ5,INDUSTRIAL,3539,395993.46,104.06,12.2,107.73,1.0616,1,0,8342,186,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-05-03
2018-04,AT,LV533,PUBLIC,5193,403331.27,108.01,9.93,102.24,1.1267,0,1,3780,1186,URBAN_REGEN,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-07-27
2018-05,EE,IT885,COMMERCIAL,2286,305993.22,118.78,19.22,112.13,0.4455,1,1,7776,1190,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-10-17
2018-06,IT,PT359,RESIDENTIAL_MULTI_FAMILY,4725,537410.16,105.53,16.79,121.42,1.712,1,0,4203,1862,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-27
2018-07,PT,HR19,RESIDENTIAL_SINGLE_FAMILY,10540,892092.87,114.24,9.74,107.44,1.8031,0,0,3998,194,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-02-01
2018-08,BE,CZ1,MIXED_USE,3733,336661.1,104.19,6.77,101.94,1.1362,1,0,4075,1937,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-20
2018-09,FI,FR28,INDUSTRIAL,2982,360653.98,112.07,14.07,124.98,1.4881,0,0,7195,1424,COASTAL_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-05
2018-10,LV,LU3,PUBLIC,5683,557161.5,123.56,17.29,122.2,1.2961,0,1,6528,1124,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-01-12
2018-11,RO,CY864,COMMERCIAL,4736,587965.85,106.24,18.22,113.8,0.8374,1,0,7331,1353,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-04-08
2018-12,BG,AT662,RESIDENTIAL_MULTI_FAMILY,8795,405069.45,112.43,25.76,98.06,1.5605,1,1,3363,1920,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-11-16
2019-01,FR,EE73,RESIDENTIAL_SINGLE_FAMILY,4038,430870.27,101.24,7.5,118.51,0.4794,0,1,8866,1910,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-26
2019-02,LT,PL73,MIXED_USE,4695,322441.25,99.35,16.7,111.28,0.9203,1,0,3476,1378,ZONING_PLAN_A,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-04-19
2019-03,SK,LV61,INDUSTRIAL,568,34772.31,113.52,15.81,115.48,1.6003,1,0,8832,1773,FLOODPLAIN_CONTROL,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-23
2019-04,HR,LV729,PUBLIC,2101,112336.69,112.3,21.01,112.39,0.9713,1,0,6016,970,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-04-05
2019-05,DE,SK36,COMMERCIAL,4481,396531.39,109.85,12.89,120.37,0.3029,0,0,7144,224,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-11-20
2019-06,LU,MT37,RESIDENTIAL_MULTI_FAMILY,3455,373065.33,100.3,31.1,113.8,1.5806,1,0,5209,339,URBAN_REGEN,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-06-22
2019-07,SI,ES67,RESIDENTIAL_SINGLE_FAMILY,6496,622153.84,122.36,16.88,108.41,0.5347,1,0,8603,440,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-08-22
2019-08,CY,FR4,MIXED_USE,2592,166465.78,110.66,22.26,121.59,0.3482,1,0,2707,1795,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-08-11
2019-09,GR,MT773,INDUSTRIAL,170,16219.99,112.1,15.12,122.58,1.7455,0,0,4825,1117,ZONING_PLAN_A,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-07
2019-10,MT,BG1,PUBLIC,1872,208092.1,110.47,13.33,118.91,0.8188,0,1,293,365,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-10-30
2019-11,ES,DE7,COMMERCIAL,2446,219664.05,107.79,11.49,106.62,0.8068,0,1,1668,336,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-01-12
2019-12,CZ,IE8,RESIDENTIAL_MULTI_FAMILY,9628,835715.49,101.95,17.51,116.15,1.7556,0,0,3335,620,BROWNFIELD_REUSE,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-02-03
2020-01,HU,SE59,RESIDENTIAL_SINGLE_FAMILY,3091,232909.21,129.58,35.85,118.49,1.8885,0,0,6368,439,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-25
2020-02,NL,HR51,MIXED_USE,1860,187143.56,109.66,18.92,122.35,0.998,0,0,652,1079,FAST_TRACK,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-03-06
2020-03,SE,PT53,INDUSTRIAL,3477,211395.65,115.64,9.61,131.81,0.2635,1,1,5877,1714,ZONING_PLAN_B,1,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-01-13
2020-04,DK,PT125,PUBLIC,4143,372517.81,108.37,26.5,133.87,1.7784,1,0,7652,672,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-11-02
2020-05,IE,IE80,COMMERCIAL,931,58772.0,123.33,23.79,122.55,0.9372,0,0,14245,1027,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-25
2020-06,PL,BG9,RESIDENTIAL_MULTI_FAMILY,4733,358394.57,109.75,20.97,133.98,1.212,0,0,259,1090,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-26
2020-07,AT,HR844,RESIDENTIAL_SINGLE_FAMILY,9223,734661.39,104.34,21.4,122.05,1.5438,1,0,8295,799,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-04-05
2020-08,EE,DK95,MIXED_USE,958,63231.7,110.58,21.19,116.16,2.3471,0,0,1020,203,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-10-04
2020-09,IT,EE6,INDUSTRIAL,4822,491051.11,127.25,10.65,111.25,2.6309,0,1,9385,364,FAST_TRACK,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-05-17
2020-10,PT,BE6,PUBLIC,5227,419586.5,130.34,9.61,111.75,0.3532,0,0,1483,1006,ZONING_PLAN_B,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-05-05
2020-11,BE,NL89,COMMERCIAL,31,4201.25,106.14,7.82,122.43,1.109,0,0,8520,807,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-03-31
2020-12,FI,BE542,RESIDENTIAL_MULTI_FAMILY,7324,848772.74,120.76,24.7,135.02,0.9656,1,0,10877,1377,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-11
