gov_cohesion_programme_period_code,gov_cohesion_fund_code,gov_cohesion_programme_id,gov_cohesion_region_nuts_code,gov_cohesion_thematic_objective_code,gov_cohesion_priority_axis_code,gov_cohesion_allocated_eur,gov_cohesion_committed_eur,gov_cohesion_spent_eur,gov_cohesion_absorption_rate_pct,gov_cohesion_project_count,gov_cohesion_beneficiary_type_code,gov_cohesion_state_aid_flag,gov_cohesion_green_spending_share_pct,gov_cohesion_digital_spending_share_pct,gov_cohesion_urban_dimension_flag,gov_cohesion_audit_irregularities_eur,gov_cohesion_anti_fraud_cases_count,gov_cohesion_data_source,gov_cohesion_data_extract_date
2021_2027,ERDF,2021_2027_ERDF_PRG_192,LV71,TO1_RDI,PA_12,5307773710.38,2858627474.73,2327070183.83,43.84,1779,UNIVERSITY,0,40.51,28.54,0,45644381.55,12,OLAF_CASES_DB,2025-10-09
2014_2020,ERDF,2014_2020_ERDF_PRG_193,CZ607,TO1_RDI,PA_01,3211800247.37,2562717805.28,1008860473.92,31.41,1599,HEALTH_PROVIDER,1,53.67,10.69,0,212733752.05,69,COHESION_OPEN_DATA,2024-04-24
2021_2027,ERDF,2021_2027_ERDF_PRG_194,IE4,TO1_RDI,PA_02,1938088073.59,1179881977.39,781273293.54,40.31,1844,OTHER,0,7.44,19.94,0,29342024.24,14,MANAGING_AUTHORITY_REPORTING,2024-12-16
2014_2020,ERDF,2014_2020_ERDF_PRG_195,LV11,TO1_RDI,PA_03,8066987118.04,7209828608.86,3720827006.67,46.12,1960,SME,1,44.83,20.22,0,155283051.25,33,ECA_AUDIT_SUMMARY,2025-03-14
2021_2027,ERDF,2021_2027_ERDF_PRG_196,SE4,TO1_RDI,PA_04,3677524342.34,2966147852.96,1460942518.74,39.73,1422,UTILITY,1,46.02,4.41,1,209601461.51,15,OLAF_CASES_DB,2025-07-05
2014_2020,ERDF,2014_2020_ERDF_PRG_197,FI80,TO1_RDI,PA_05,2810747931.95,2291785952.05,1377559077.42,49.01,1200,MINISTRY,0,18.13,39.14,1,94623239.92,26,COHESION_OPEN_DATA,2024-01-22
2021_2027,ERDF,2021_2027_ERDF_PRG_198,DE2,TO1_RDI,PA_06,2221952996.3,1072427284.17,223141168.96,10.04,1455,REGIONAL_AUTHORITY,0,39.53,4.53,0,109392596.76,0,MANAGING_AUTHORITY_REPORTING,2025-09-18
2014_2020,ERDF,2014_2020_ERDF_PRG_199,NL4,TO1_RDI,PA_07,4263999536.67,1783164692.8,551273416.39,12.93,1494,NGO,0,10.32,49.43,0,15543808.12,36,ECA_AUDIT_SUMMARY,2025-11-25
2021_2027,ERDF,2021_2027_ERDF_PRG_200,MT94,TO1_RDI,PA_08,9463105452.19,6573323231.64,4304824430.54,45.49,1392,TRANSPORT_OPERATOR,1,27.55,40.11,1,90190663.15,12,OLAF_CASES_DB,2025-09-11
2014_2020,ERDF,2014_2020_ERDF_PRG_201,FR17,TO1_RDI,PA_09,10444741885.86,5060947553.2,3793681833.45,36.32,1833,MUNICIPALITY,1,39.83,42.93,1,145123515.67,58,COHESION_OPEN_DATA,2025-08-13
2021_2027,ERDF,2021_2027_ERDF_PRG_202,CY226,TO1_RDI,PA_10,8200286623.37,4715846380.83,2907481916.37,35.46,1823,UNIVERSITY,0,33.45,25.74,0,116275439.46,39,MANAGING_AUTHORITY_REPORTING,2025-01-26
2014_2020,ERDF,2014_2020_ERDF_PRG_203,FR578,TO1_RDI,PA_11,5878345395.77,4333594975.32,3986911395.17,67.82,1443,HEALTH_PROVIDER,0,54.27,40.73,0,118305581.06,58,ECA_AUDIT_SUMMARY,2024-04-25
2021_2027,ERDF,2021_2027_ERDF_PRG_204,HU6,TO1_RDI,PA_12,4249722318.45,1500328413.55,957644561.56,22.53,1266,OTHER,0,8.55,42.82,1,82768855.91,27,OLAF_CASES_DB,2026-01-02
2014_2020,ERDF,2014_2020_ERDF_PRG_205,BE81,TO1_RDI,PA_01,8020286307.34,3667467286.33,1095358146.58,13.66,1394,SME,0,24.56,25.34,1,64082177.13,46,COHESION_OPEN_DATA,2025-08-14
2021_2027,ERDF,2021_2027_ERDF_PRG_206,SI69,TO1_RDI,PA_02,3474214817.45,3483063514.71,864911126.76,24.9,1686,UTILITY,0,49.74,8.91,1,118124752.41,55,MANAGING_AUTHORITY_REPORTING,2024-06-24
2014_2020,ERDF,2014_2020_ERDF_PRG_207,SE93,TO1_RDI,PA_03,1162292124.56,1059320558.83,705264067.93,60.68,1240,MINISTRY,0,57.37,54.22,1,49942567.47,55,ECA_AUDIT_SUMMARY,2026-01-11
2021_2027,ERDF,2021_2027_ERDF_PRG_208,RO223,TO1_RDI,PA_04,409373549.71,283928269.08,232315970.28,56.75,1517,REGIONAL_AUTHORITY,0,51.91,52.14,1,84042065.82,30,OLAF_CASES_DB,2025-05-11
2014_2020,ERDF,2014_2020_ERDF_PRG_209,GR393,TO1_RDI,PA_05,3700881550.37,3347729266.62,1003172235.69,27.11,1221,NGO,0,60.33,45.12,1,119048002.21,44,COHESION_OPEN_DATA,2025-11-06
2021_2027,ERDF,2021_2027_ERDF_PRG_210,FR871,TO1_RDI,PA_06,8560381401.27,5715845211.45,3333324245.33,38.94,1333,TRANSPORT_OPERATOR,1,64.72,9.01,0,85852305.34,30,MANAGING_AUTHORITY_REPORTING,2025-10-29
2014_2020,ERDF,2014_2020_ERDF_PRG_211,FR333,TO1_RDI,PA_07,859845752.43,562400672.2,309502314.87,36.0,1743,MUNICIPALITY,0,11.43,22.1,1,26311704.98,57,ECA_AUDIT_SUMMARY,2025-04-06
2021_2027,ERDF,2021_2027_ERDF_PRG_212,SK72,TO1_RDI,PA_08,3991633702.83,1988967992.48,1708968788.33,42.81,1789,UNIVERSITY,0,21.16,35.54,1,97677153.41,57,OLAF_CASES_DB,2025-11-02
2014_2020,ERDF,2014_2020_ERDF_PRG_213,ES33,TO1_RDI,PA_09,8169374570.53,4384813439.9,1345419599.6,16.47,2065,HEALTH_PROVIDER,0,15.06,42.98,0,115980655.24,16,COHESION_OPEN_DATA,2025-06-30
2021_2027,ERDF,2021_2027_ERDF_PRG_214,EE637,TO1_RDI,PA_10,1540039375.65,1272037951.2,896348239.18,58.2,1637,OTHER,0,50.76,26.13,1,35392261.41,14,MANAGING_AUTHORITY_REPORTING,2024-10-08
2014_2020,ERDF,2014_2020_ERDF_PRG_215,LT438,TO1_RDI,PA_11,1022980625.3,758928859.84,231328975.04,22.61,1924,SME,0,37.03,36.33,0,30270254.08,7,ECA_AUDIT_SUMMARY,2024-10-12
2021_2027,ERDF,2021_2027_ERDF_PRG_216,HR4,TO1_RDI,PA_12,6220153032.77,4349513238.41,2116158203.6,34.02,1225,UTILITY,1,8.33,28.0,0,200544324.38,56,OLAF_CASES_DB,2025-05-09
2014_2020,ERDF,2014_2020_ERDF_PRG_217,AT95,TO1_RDI,PA_01,11665117748.56,10068173595.94,7356993041.59,63.07,1399,MINISTRY,0,8.6,17.28,1,65955302.83,1,COHESION_OPEN_DATA,2024-07-02
2021_2027,ERDF,2021_2027_ERDF_PRG_218,DK337,TO1_RDI,PA_02,5685646871.04,3413457062.02,1905093211.7,33.51,1485,REGIONAL_AUTHORITY,0,12.04,18.47,1,88672291.46,21,MANAGING_AUTHORITY_REPORTING,2024-07-30
2014_2020,ERDF,2014_2020_ERDF_PRG_219,ES445,TO1_RDI,PA_03,1832053406.65,1218140226.53,866120418.09,47.28,1511,NGO,0,60.31,44.08,1,61539257.87,16,ECA_AUDIT_SUMMARY,2024-06-25
2021_2027,ERDF,2021_2027_ERDF_PRG_220,FR861,TO1_RDI,PA_04,8351814172.73,5067234267.66,3320223577.18,39.75,1749,TRANSPORT_OPERATOR,1,17.77,38.35,0,205196864.85,54,OLAF_CASES_DB,2025-06-11
2014_2020,ERDF,2014_2020_ERDF_PRG_221,GR788,TO1_RDI,PA_05,254671243.74,186095389.58,138407939.7,54.35,1851,MUNICIPALITY,1,49.05,33.4,0,161226775.93,53,COHESION_OPEN_DATA,2024-10-13
2021_2027,ERDF,2021_2027_ERDF_PRG_222,CY265,TO1_RDI,PA_06,6020114067.24,3239496534.83,2733031572.48,45.4,1622,UNIVERSITY,0,25.64,19.69,0,73796320.86,34,MANAGING_AUTHORITY_REPORTING,2025-12-01
2014_2020,ERDF,2014_2020_ERDF_PRG_223,DK12,TO1_RDI,PA_07,2273872541.47,1533341807.99,486937452.45,21.41,1684,HEALTH_PROVIDER,0,47.2,43.2,0,42540073.32,4,ECA_AUDIT_SUMMARY,2024-10-12
2021_2027,ERDF,2021_2027_ERDF_PRG_224,EE936,TO1_RDI,PA_08,57071049.37,36214657.49,23292217.82,40.81,1773,OTHER,1,45.46,49.41,1,204722366.24,41,OLAF_CASES_DB,2025-05-16
2014_2020,ERDF,2014_2020_ERDF_PRG_225,HU9,TO1_RDI,PA_09,5687161014.79,2174980219.32,1740314559.46,30.6,1280,SME,0,10.43,15.46,1,33917399.02,28,COHESION_OPEN_DATA,2024-06-14
2021_2027,ERDF,2021_2027_ERDF_PRG_226,DK591,TO1_RDI,PA_10,7623095623.05,6705682990.27,2450469477.0,32.15,1616,UTILITY,0,35.64,17.55,1,77240394.81,8,MANAGING_AUTHORITY_REPORTING,2025-06-26
2014_2020,ERDF,2014_2020_ERDF_PRG_227,ES28,TO1_RDI,PA_11,49697047.98,36944266.21,27442353.57,55.22,1375,MINISTRY,0,44.96,36.25,1,44879372.99,39,ECA_AUDIT_SUMMARY,2024-04-01
2021_2027,ERDF,2021_2027_ERDF_PRG_228,CY842,TO1_RDI,PA_12,8404156648.96,8107778417.64,3991103619.52,47.49,1828,REGIONAL_AUTHORITY,0,17.84,48.77,0,91425020.23,57,OLAF_CASES_DB,2025-06-20
2014_2020,ERDF,2014_2020_ERDF_PRG_229,ES239,TO1_RDI,PA_01,3679747323.35,2630756210.53,1888531048.42,51.32,1578,NGO,0,22.05,52.84,0,34794218.29,16,COHESION_OPEN_DATA,2025-07-30
2021_2027,ERDF,2021_2027_ERDF_PRG_230,LU559,TO1_RDI,PA_02,6334317711.73,3885268142.06,2757298803.15,43.53,1732,TRANSPORT_OPERATOR,0,64.93,34.53,0,72995584.23,2,MANAGING_AUTHORITY_REPORTING,2024-09-03
2014_2020,ERDF,2014_2020_ERDF_PRG_231,CY203,TO1_RDI,PA_03,2489241567.38,1365022589.73,795788629.53,31.97,1331,MUNICIPALITY,0,57.22,12.32,0,32257667.27,24,ECA_AUDIT_SUMMARY,2026-01-18
2021_2027,ERDF,2021_2027_ERDF_PRG_232,IE547,TO1_RDI,PA_04,1508947609.87,1525685631.44,1006473494.8,66.7,1789,UNIVERSITY,0,39.34,24.69,1,109747164.85,39,OLAF_CASES_DB,2025-02-08
2014_2020,ERDF,2014_2020_ERDF_PRG_233,PL2,TO1_RDI,PA_05,2080749594.11,1499167813.56,573715351.69,27.57,1910,HEALTH_PROVIDER,0,49.87,16.05,1,121156581.08,7,COHESION_OPEN_DATA,2025-05-23
2021_2027,ERDF,2021_2027_ERDF_PRG_234,DE60,TO1_RDI,PA_06,10521305998.95,10042113726.47,4639740442.42,44.1,1313,OTHER,0,5.13,29.85,0,90878531.98,55,MANAGING_AUTHORITY_REPORTING,2026-01-29
2014_2020,ERDF,2014_2020_ERDF_PRG_235,NL445,TO1_RDI,PA_07,1781258809.38,1170632415.58,629189840.16,35.32,1297,SME,1,43.75,25.02,0,92403131.61,54,ECA_AUDIT_SUMMARY,2024-12-07
2021_2027,ERDF,2021_2027_ERDF_PRG_236,SI14,TO1_RDI,PA_08,3721040807.33,2424896561.0,1156692257.62,31.09,2084,UTILITY,0,20.41,51.51,0,111118580.62,8,OLAF_CASES_DB,2024-07-19
2014_2020,ERDF,2014_2020_ERDF_PRG_237,PT812,TO1_RDI,PA_09,94050162.28,35288210.73,16299586.16,17.33,1519,MINISTRY,0,26.98,29.43,1,68240342.25,46,COHESION_OPEN_DATA,2025-09-25
2021_2027,ERDF,2021_2027_ERDF_PRG_238,GR98,TO1_RDI,PA_10,50294329.94,48279486.65,43287296.41,86.07,1624,REGIONAL_AUTHORITY,0,33.09,41.59,0,104226479.79,8,MANAGING_AUTHORITY_REPORTING,2025-04-13
2014_2020,ERDF,2014_2020_ERDF_PRG_239,BG8,TO1_RDI,PA_11,2914342042.92,2769368860.11,2327786454.67,79.87,1653,NGO,0,53.39,9.42,0,105897969.88,41,ECA_AUDIT_SUMMARY,2026-01-25
2021_2027,ERDF,2021_2027_ERDF_PRG_240,BE27,TO1_RDI,PA_12,3604025961.26,3480398384.47,1962134325.33,54.44,2001,TRANSPORT_OPERATOR,1,40.76,12.32,1,186274478.38,12,OLAF_CASES_DB,2024-12-31
2014_2020,ERDF,2014_2020_ERDF_PRG_001,HU520,TO1_RDI,PA_01,4709807516.66,4606280296.56,3878590047.78,82.35,1233,MUNICIPALITY,0,10.53,6.91,0,124981301.98,40,COHESION_OPEN_DATA,2025-08-15
2021_2027,ERDF,2021_2027_ERDF_PRG_002,SI425,TO1_RDI,PA_02,9689252568.05,7910949512.38,2845931233.4,29.37,1720,UNIVERSITY,0,39.95,47.67,1,107964110.54,22,MANAGING_AUTHORITY_REPORTING,2025-01-07
2014_2020,ERDF,2014_2020_ERDF_PRG_003,FR946,TO1_RDI,PA_03,2493347167.53,2236207121.92,1441450465.17,57.81,1497,HEALTH_PROVIDER,0,34.63,22.82,0,101737652.42,44,ECA_AUDIT_SUMMARY,2024-10-06
2021_2027,ERDF,2021_2027_ERDF_PRG_004,PT22,TO1_RDI,PA_04,9877662927.06,8471266966.2,3708375592.51,37.54,1623,OTHER,1,42.3,17.33,0,21802727.61,24,OLAF_CASES_DB,2024-02-13
2014_2020,ERDF,2014_2020_ERDF_PRG_005,SK311,TO1_RDI,PA_05,9967978080.62,9656116402.66,2151781293.64,21.59,1562,SME,0,26.65,52.8,1,22193317.13,56,COHESION_OPEN_DATA,2025-03-30
2021_2027,ERDF,2021_2027_ERDF_PRG_006,HR251,TO1_RDI,PA_06,6591063531.82,3183968470.15,2528912172.72,38.37,1442,UTILITY,1,23.1,4.85,0,9496035.49,2,MANAGING_AUTHORITY_REPORTING,2024-05-28
2014_2020,ERDF,2014_2020_ERDF_PRG_007,EE913,TO1_RDI,PA_07,1496289663.82,834737997.11,345649144.96,23.1,1806,MINISTRY,0,60.53,35.11,0,40204376.84,48,ECA_AUDIT_SUMMARY,2024-06-01
2021_2027,ERDF,2021_2027_ERDF_PRG_008,IT2,TO1_RDI,PA_08,519296045.6,302732661.05,189681402.02,36.53,1763,REGIONAL_AUTHORITY,0,21.74,5.81,0,23139271.89,60,OLAF_CASES_DB,2024-12-31
2014_2020,ERDF,2014_2020_ERDF_PRG_009,BE9,TO1_RDI,PA_09,3771675865.23,2958674330.38,1356768122.98,35.97,1566,NGO,0,20.25,43.64,0,4996028.79,27,COHESION_OPEN_DATA,2025-11-19
2021_2027,ERDF,2021_2027_ERDF_PRG_010,SE536,TO1_RDI,PA_10,327740686.63,142522598.44,48735944.42,14.87,1881,TRANSPORT_OPERATOR,1,40.75,35.13,0,89301827.5,16,MANAGING_AUTHORITY_REPORTING,2026-01-12
2014_2020,ERDF,2014_2020_ERDF_PRG_011,CY856,TO1_RDI,PA_11,5833564540.75,2111307609.33,1495625409.18,25.64,2073,MUNICIPALITY,0,5.49,31.74,1,121726481.89,43,ECA_AUDIT_SUMMARY,2024-10-10
2021_2027,ERDF,2021_2027_ERDF_PRG_012,EE5,TO1_RDI,PA_12,3399827467.19,1773050578.83,1592034913.84,46.83,1358,UNIVERSITY,0,34.25,43.18,1,118453811.55,37,OLAF_CASES_DB,2024-04-20
2014_2020,ERDF,2014_2020_ERDF_PRG_013,DK99,TO1_RDI,PA_01,3337684675.88,3399701994.57,2683406311.72,80.4,1789,HEALTH_PROVIDER,0,14.13,15.14,1,29753591.74,0,COHESION_OPEN_DATA,2025-02-12
2021_2027,ERDF,2021_2027_ERDF_PRG_014,RO818,TO1_RDI,PA_02,2286514510.49,1470442620.32,415131215.59,18.16,1883,OTHER,0,14.42,4.58,0,3565466.71,58,MANAGING_AUTHORITY_REPORTING,2024-03-14
2014_2020,ERDF,2014_2020_ERDF_PRG_015,HR24,TO1_RDI,PA_03,8928018633.09,7227027493.69,2381714087.86,26.68,1422,SME,1,6.46,33.3,0,73728559.69,52,ECA_AUDIT_SUMMARY,2024-10-14
2021_2027,ERDF,2021_2027_ERDF_PRG_016,NL748,TO1_RDI,PA_04,1315018309.25,994251772.54,414228095.77,31.5,1279,UTILITY,0,49.79,44.69,0,106733111.17,4,OLAF_CASES_DB,2024-10-01
2014_2020,ERDF,2014_2020_ERDF_PRG_017,PL62,TO1_RDI,PA_05,1152028615.15,1168070689.54,1093699693.86,94.94,1626,MINISTRY,0,63.61,3.37,1,49511985.57,19,COHESION_OPEN_DATA,2025-01-21
2021_2027,ERDF,2021_2027_ERDF_PRG_018,FR79,TO1_RDI,PA_06,6382140272.4,2763260968.95,2152365186.98,33.72,1668,REGIONAL_AUTHORITY,0,55.69,38.22,1,90363971.75,50,MANAGING_AUTHORITY_REPORTING,2024-03-07
2014_2020,ERDF,2014_2020_ERDF_PRG_019,RO328,TO1_RDI,PA_07,17758947.59,13787725.76,10536536.28,59.33,1660,NGO,0,29.37,27.02,1,88060407.08,9,ECA_AUDIT_SUMMARY,2024-11-11
2021_2027,ERDF,2021_2027_ERDF_PRG_020,HR7,TO1_RDI,PA_08,2338418111.18,2185884065.22,1547992668.9,66.2,1242,TRANSPORT_OPERATOR,1,48.84,30.78,1,194337381.09,59,OLAF_CASES_DB,2024-01-02
2014_2020,ERDF,2014_2020_ERDF_PRG_021,FI672,TO1_RDI,PA_09,2773771274.34,998513291.54,304378666.84,10.97,1605,MUNICIPALITY,0,9.45,43.53,0,4479825.02,23,COHESION_OPEN_DATA,2025-04-19
2021_2027,ERDF,2021_2027_ERDF_PRG_022,PT393,TO1_RDI,PA_10,6368432130.63,3327859466.24,1024766563.97,16.09,1282,UNIVERSITY,0,33.09,36.16,0,99601615.33,53,MANAGING_AUTHORITY_REPORTING,2025-03-08
2014_2020,ERDF,2014_2020_ERDF_PRG_023,PT39,TO1_RDI,PA_11,3821544141.53,1735406656.83,456461297.6,11.94,1451,HEALTH_PROVIDER,0,49.06,47.12,0,118073997.92,49,ECA_AUDIT_SUMMARY,2024-12-22
2021_2027,ERDF,2021_2027_ERDF_PRG_024,LU33,TO1_RDI,PA_12,4932840666.05,1730637867.59,1312702598.01,26.61,1790,OTHER,1,14.06,43.9,0,53158281.39,4,OLAF_CASES_DB,2026-01-10
2014_2020,ERDF,2014_2020_ERDF_PRG_025,ES791,TO1_RDI,PA_01,4439732098.08,3160011374.99,2169997850.2,48.88,1239,SME,1,44.63,49.32,0,105580986.12,7,COHESION_OPEN_DATA,2024-04-27
2021_2027,ERDF,2021_2027_ERDF_PRG_026,LU159,TO1_RDI,PA_02,5826383172.57,4896851783.49,1388056445.41,23.82,1920,UTILITY,0,34.47,28.32,1,75284944.99,51,MANAGING_AUTHORITY_REPORTING,2025-06-18
2014_2020,ERDF,2014_2020_ERDF_PRG_027,PT814,TO1_RDI,PA_03,199302491.06,141244194.49,66259929.11,33.25,1999,MINISTRY,0,31.21,23.38,0,96012428.68,10,ECA_AUDIT_SUMMARY,2024-08-13
2021_2027,ERDF,2021_2027_ERDF_PRG_028,SK985,TO1_RDI,PA_04,4746867900.4,3610011667.77,1531197172.08,32.26,1405,REGIONAL_AUTHORITY,0,62.97,51.15,1,17339344.62,11,OLAF_CASES_DB,2024-03-06
2014_2020,ERDF,2014_2020_ERDF_PRG_029,CZ255,TO1_RDI,PA_05,3783234396.1,3795439799.69,2416038973.04,63.86,1320,NGO,0,22.2,21.94,0,28065406.77,41,COHESION_OPEN_DATA,2024-04-22
2021_2027,ERDF,2021_2027_ERDF_PRG_030,BE453,TO1_RDI,PA_06,6120404364.78,4889657613.1,3994253989.31,65.26,2049,TRANSPORT_OPERATOR,1,32.09,7.95,0,175711890.31,19,MANAGING_AUTHORITY_REPORTING,2024-07-15
2014_2020,ERDF,2014_2020_ERDF_PRG_031,MT57,TO1_RDI,PA_07,5780154065.88,3539760784.89,1150473334.55,19.9,1775,MUNICIPALITY,0,22.04,48.66,0,996536.31,36,ECA_AUDIT_SUMMARY,2025-09-22
2021_2027,ERDF,2021_2027_ERDF_PRG_032,IT239,TO1_RDI,PA_08,2499740704.8,2190824665.38,1839689083.85,73.6,1372,UNIVERSITY,0,19.17,9.09,1,125865156.54,40,OLAF_CASES_DB,2024-01-25
2014_2020,ERDF,2014_2020_ERDF_PRG_033,PL603,TO1_RDI,PA_09,3216201907.31,3101557680.36,2336422121.98,72.65,1487,HEALTH_PROVIDER,0,48.47,50.37,0,113931139.11,47,COHESION_OPEN_DATA,2024-05-23
2021_2027,ERDF,2021_2027_ERDF_PRG_034,DE86,TO1_RDI,PA_10,7256857994.83,7032928647.79,4595716815.48,63.33,1687,OTHER,0,36.77,52.21,0,13090637.76,28,MANAGING_AUTHORITY_REPORTING,2025-06-10
2014_2020,ERDF,2014_2020_ERDF_PRG_035,DE43,TO1_RDI,PA_11,1188486689.69,965295288.54,763536202.1,64.24,1325,SME,1,14.61,36.83,1,41309400.37,24,ECA_AUDIT_SUMMARY,2025-02-15
2021_2027,ERDF,2021_2027_ERDF_PRG_036,LT9,TO1_RDI,PA_12,5244686452.97,2811444431.08,757957268.44,14.45,1686,UTILITY,1,30.67,40.8,0,21364871.85,25,OLAF_CASES_DB,2024-07-22
2014_2020,ERDF,2014_2020_ERDF_PRG_037,BG243,TO1_RDI,PA_01,9468131424.99,7327779317.99,3955267268.6,41.77,1920,MINISTRY,0,42.85,42.69,0,7827005.17,14,COHESION_OPEN_DATA,2024-08-03
2021_2027,ERDF,2021_2027_ERDF_PRG_038,RO32,TO1_RDI,PA_02,7325204431.57,6156276790.55,1904198291.99,26.0,1286,REGIONAL_AUTHORITY,0,61.14,41.91,0,117073574.01,4,MANAGING_AUTHORITY_REPORTING,2025-04-06
2014_2020,ERDF,2014_2020_ERDF_PRG_039,MT520,TO1_RDI,PA_03,5054380458.33,4236521253.39,3886120200.12,76.89,1733,NGO,0,10.89,19.92,1,63729527.1,58,ECA_AUDIT_SUMMARY,2026-02-10
2021_2027,ERDF,2021_2027_ERDF_PRG_040,LT82,TO1_RDI,PA_04,8906895009.63,3987616749.75,2240023961.2,25.15,1416,TRANSPORT_OPERATOR,0,54.64,47.68,0,66014773.9,7,OLAF_CASES_DB,2024-09-25
2014_2020,ERDF,2014_2020_ERDF_PRG_041,SK26,TO1_RDI,PA_05,4931632514.03,2598289112.53,2288837127.68,46.41,1832,MUNICIPALITY,0,34.78,22.63,1,104998483.25,15,COHESION_OPEN_DATA,2024-10-27
2021_2027,ERDF,2021_2027_ERDF_PRG_042,EE3,TO1_RDI,PA_06,4561783191.82,3063397183.02,812193472.85,17.8,1480,UNIVERSITY,0,48.19,53.36,0,86326748.97,37,MANAGING_AUTHORITY_REPORTING,2024-06-18
2014_2020,ERDF,2014_2020_ERDF_PRG_043,RO841,TO1_RDI,PA_07,4193348133.55,4200886808.56,1744184068.33,41.59,1583,HEALTH_PROVIDER,1,25.25,44.49,0,139976094.19,50,ECA_AUDIT_SUMMARY,2025-12-19
2021_2027,ERDF,2021_2027_ERDF_PRG_044,IT7,TO1_RDI,PA_08,3436479741.35,1952791975.05,827947253.47,24.09,1783,OTHER,1,33.08,32.29,1,199411256.68,42,OLAF_CASES_DB,2025-05-29
2014_2020,ERDF,2014_2020_ERDF_PRG_045,MT77,TO1_RDI,PA_09,1594221432.2,759200305.34,211208129.28,13.25,1364,SME,0,40.2,14.03,1,78796952.85,35,COHESION_OPEN_DATA,2025-12-30
2021_2027,ERDF,2021_2027_ERDF_PRG_046,LT4,TO1_RDI,PA_10,5606879397.78,4313582703.1,1254319968.85,22.37,1365,UTILITY,1,25.08,3.52,0,50924902.14,11,MANAGING_AUTHORITY_REPORTING,2024-08-18
2014_2020,ERDF,2014_2020_ERDF_PRG_047,HR713,TO1_RDI,PA_11,9432805583.15,8059419883.2,2906714616.7,30.81,1263,MINISTRY,0,23.79,13.3,1,87661703.74,59,ECA_AUDIT_SUMMARY,2025-10-27
2021_2027,ERDF,2021_2027_ERDF_PRG_048,FI20,TO1_RDI,PA_12,6695760533.81,5905531561.61,3310677756.6,49.44,1843,REGIONAL_AUTHORITY,0,44.67,15.74,0,24559774.02,51,OLAF_CASES_DB,2024-08-24
2014_2020,ERDF,2014_2020_ERDF_PRG_049,CZ101,TO1_RDI,PA_01,2094688826.5,1999456689.67,879641328.59,41.99,1540,NGO,0,28.06,9.55,0,59760602.19,38,COHESION_OPEN_DATA,2025-05-06
2021_2027,ERDF,2021_2027_ERDF_PRG_050,ES253,TO1_RDI,PA_02,3474274422.79,2538563838.42,1943220390.85,55.93,2037,TRANSPORT_OPERATOR,1,30.69,52.17,0,65548695.31,46,MANAGING_AUTHORITY_REPORTING,2024-08-31
2014_2020,ERDF,2014_2020_ERDF_PRG_051,SK17,TO1_RDI,PA_03,645462188.17,420920959.49,287387345.66,44.52,1357,MUNICIPALITY,0,61.47,25.34,0,84109069.92,46,ECA_AUDIT_SUMMARY,2024-05-16
2021_2027,ERDF,2021_2027_ERDF_PRG_052,CY2,TO1_RDI,PA_04,4766753978.68,3546425753.34,1299303927.52,27.26,1928,UNIVERSITY,0,23.66,43.95,0,42295085.95,44,OLAF_CASES_DB,2024-04-10
2014_2020,ERDF,2014_2020_ERDF_PRG_053,RO11,TO1_RDI,PA_05,9469577750.23,6419987045.55,3862628267.89,40.79,1582,HEALTH_PROVIDER,0,18.09,4.4,0,43129646.99,53,COHESION_OPEN_DATA,2024-06-14
2021_2027,ERDF,2021_2027_ERDF_PRG_054,SE87,TO1_RDI,PA_06,6122812251.14,2755569877.41,1201437127.37,19.62,2030,OTHER,0,27.17,15.92,0,8088505.78,49,MANAGING_AUTHORITY_REPORTING,2024-03-14
2014_2020,ERDF,2014_2020_ERDF_PRG_055,EE38,TO1_RDI,PA_07,4974031828.32,4508585037.82,2434086858.43,48.94,1892,SME,0,11.22,19.93,1,56184188.9,25,ECA_AUDIT_SUMMARY,2025-10-06
2021_2027,ERDF,2021_2027_ERDF_PRG_056,IT21,TO1_RDI,PA_08,7384058488.54,2965947737.04,930737727.54,12.6,1318,UTILITY,1,62.15,11.49,0,59811692.18,24,OLAF_CASES_DB,2025-11-02
2014_2020,ERDF,2014_2020_ERDF_PRG_057,ES9,TO1_RDI,PA_09,1024113079.42,477597331.09,421239281.89,41.13,1360,MINISTRY,0,51.62,34.84,0,38785463.6,4,COHESION_OPEN_DATA,2026-02-20
2021_2027,ERDF,2021_2027_ERDF_PRG_058,SK4,TO1_RDI,PA_10,5383903841.09,3799637417.5,3520708174.45,65.39,1592,REGIONAL_AUTHORITY,0,48.82,24.53,0,81966467.6,7,MANAGING_AUTHORITY_REPORTING,2025-08-18
2014_2020,ERDF,2014_2020_ERDF_PRG_059,CY88,TO1_RDI,PA_11,5849549287.21,2752892811.51,571797245.25,9.78,2044,NGO,0,55.19,24.23,0,5467687.62,11,ECA_AUDIT_SUMMARY,2025-01-05
2021_2027,ERDF,2021_2027_ERDF_PRG_060,EE435,TO1_RDI,PA_12,10434369850.06,4644777767.66,3967674151.64,38.03,2076,TRANSPORT_OPERATOR,1,30.6,41.11,1,88607132.02,17,OLAF_CASES_DB,2025-02-18
2014_2020,ERDF,2014_2020_ERDF_PRG_061,DK30,TO1_RDI,PA_01,4583626590.65,1843596686.59,1173825556.94,25.61,1404,MUNICIPALITY,0,35.99,53.68,0,4601410.49,22,COHESION_OPEN_DATA,2025-06-08
