soc_outcome_cohort_start_date,soc_outcome_participant_id_hash,soc_outcome_baseline_employment_flag,soc_outcome_employment_6mo_flag,soc_outcome_employment_12mo_flag,soc_outcome_earnings_change_usd,soc_outcome_housing_stability_score,soc_outcome_food_security_improvement_flag,soc_outcome_healthcare_utilization_change,soc_outcome_school_attendance_change,soc_outcome_recidivism_change_flag,soc_outcome_benefit_exit_reason_code,soc_outcome_program_completion_flag,soc_outcome_case_management_contacts_count,soc_outcome_barrier_resolution_index,soc_outcome_cost_per_participant_usd,soc_outcome_return_on_investment_ratio,soc_outcome_impact_estimate_method,soc_outcome_confidence_level_pct,soc_outcome_evidence_rating_code
2018-07-20,167d6a9d136c5ac7,0,1,0,11976.64,85.09,1,3.0602,1.835,0,OTHER,1,253,0.1188,11640.17,4.8151,REGRESSION,95.7,HIGH
2018-07-21,aa59fe61aa4c84d2,0,0,1,-17129.84,79.22,0,3.9489,14.954,0,INELIGIBLE,1,61,0.3789,14095.18,7.1745,MATCHING,53.24,MODERATE
2018-07-22,bb083a27a770d38d,0,1,1,30389.23,36.63,0,1.515,-1.106,0,MOVED_OUT,1,288,0.2558,15132.19,5.5194,SYNTH_CONTROL,79.03,LOW
2018-07-23,37f851eb04679c05,0,1,0,-8633.81,2.99,1,3.5747,-4.066,1,EARNINGS_UP,0,184,0.1258,12275.49,-0.7242,REGRESSION,94.54,MODERATE
2018-07-24,7d04d0aeaaae6f15,0,1,1,24674.01,74.9,0,4.6484,-4.653,0,OTHER,1,65,0.27,7797.76,0.4258,QUASI_EXPERIMENT,53.04,MODERATE
2018-07-25,295824f6bbc9bb57,1,1,1,41426.54,70.49,0,-4.5307,-13.407,0,TIME_LIMIT,0,12,0.795,3636.64,0.5159,RCT,53.91,HIGH
2018-07-26,d0865e02859bbd25,0,0,0,20344.76,54.65,0,-1.4593,7.012,0,EARNINGS_UP,1,48,0.9604,5076.35,5.1339,QUASI_EXPERIMENT,63.56,MODERATE
2018-07-27,dee59f153c9c8648,0,1,0,39057.78,47.08,0,1.203,8.368,0,INELIGIBLE,0,16,0.3722,22654.48,1.0704,DIFF_IN_DIFF,64.31,HIGH
2018-07-28,7cd576defa119f62,0,0,1,-3940.32,93.21,0,-0.1518,3.273,1,OTHER,0,148,0.1767,3154.59,0.8422,SYNTH_CONTROL,58.77,HIGH
2018-07-29,22f0a639c52c53bc,0,1,1,48539.88,93.82,1,4.5913,8.783,0,OTHER,1,281,0.25,14998.34,4.6616,MATCHING,96.75,MODERATE
2018-07-30,465a33cd46d99bcc,0,1,0,53933.8,53.71,0,4.6975,8.315,0,VOLUNTARY_EXIT,0,190,0.2067,9464.64,6.0425,OTHER,54.43,MODERATE
2018-07-31,9636fddf277fedb3,1,1,1,31815.82,72.51,0,1.1382,-2.135,0,VOLUNTARY_EXIT,1,174,0.0586,21015.95,4.2793,SYNTH_CONTROL,55.52,HIGH
2018-08-01,8d9bc7bce49115de,0,1,1,22927.61,91.33,1,-4.1112,1.377,0,SANCTION,0,274,0.0692,12743.28,6.1317,OTHER,60.66,VERY_HIGH
2018-08-02,da70775aa18ef667,1,0,0,2267.34,71.78,0,1.338,-10.067,0,VOLUNTARY_EXIT,1,61,0.3578,19052.37,7.2321,MATCHING,80.04,MODERATE
2018-08-03,c20e0d27b7dcc223,1,1,0,35960.25,18.18,0,-4.2426,7.123,0,EARNINGS_UP,1,88,0.0779,24924.46,3.8636,MATCHING,68.87,HIGH
2018-08-04,7998658b38208d4d,0,1,1,1738.87,98.76,0,-4.132,-10.238,0,VOLUNTARY_EXIT,1,66,0.1266,16519.82,-0.5844,REGRESSION,83.02,MODERATE
2018-08-05,40a1abc4c0d11d8d,1,0,1,11997.53,94.69,0,1.63,-10.6,0,VOLUNTARY_EXIT,1,82,0.191,21002.14,2.0899,OTHER,79.26,MODERATE
2018-08-06,39e3a08b96314337,0,0,0,28784.18,76.73,1,-0.4537,-14.368,0,VOLUNTARY_EXIT,0,22,0.9445,19689.24,-0.3039,SYNTH_CONTROL,86.13,MODERATE
2018-08-07,c57d2b19af60ef88,1,1,0,-9051.38,44.0,0,-2.3419,2.743,0,OTHER,0,246,0.2066,6490.47,6.9642,QUASI_EXPERIMENT,57.83,HIGH
2018-08-08,9e09259e0a1b344d,0,1,1,59441.51,7.92,0,-0.0316,-8.828,0,INELIGIBLE,1,113,0.4186,7965.05,4.4981,SYNTH_CONTROL,82.36,HIGH
2018-08-09,ec4aaea0d8218e7b,1,1,1,40228.47,35.25,0,4.7164,11.877,0,SANCTION,1,204,0.5574,4028.09,3.8076,OTHER,65.78,LOW
2018-08-10,1c11b74f21d85b83,1,0,1,14302.81,48.16,0,2.8947,0.815,0,VOLUNTARY_EXIT,1,243,0.6086,11984.13,5.9732,MATCHING,85.64,MODERATE
2018-08-11,17cd6ab9959025b1,1,1,1,19870.86,55.26,0,1.4743,10.103,0,SANCTION,0,84,0.0697,16656.75,1.9506,QUASI_EXPERIMENT,99.75,HIGH
2018-08-12,9d53370909d57040,1,0,0,59584.13,36.61,1,-3.6325,11.793,0,INELIGIBLE,0,38,0.3445,1449.46,3.1984,REGRESSION,97.34,HIGH
2018-08-13,97e7eaab0133f1b1,0,0,0,27639.91,80.19,1,-1.2721,-12.017,0,VOLUNTARY_EXIT,0,162,0.5927,9460.18,2.8676,QUASI_EXPERIMENT,95.75,LOW
2018-08-14,4497d135b99d4e7a,0,1,0,18250.39,3.19,0,2.2058,-4.267,0,TIME_LIMIT,1,224,0.034,16342.49,-0.6794,MATCHING,84.22,VERY_HIGH
2018-08-15,5f44e61c284bd326,1,1,0,61554.09,60.93,1,1.9134,-1.333,0,OTHER,0,77,0.0252,21422.33,0.4478,DIFF_IN_DIFF,68.26,MODERATE
2018-08-16,9c41a5c637b7f423,0,1,1,22492.72,59.99,1,2.4688,10.843,1,INELIGIBLE,0,219,0.2515,14858.65,7.8056,SYNTH_CONTROL,50.74,MODERATE
2018-08-17,982d4d97504e2c12,0,1,0,5827.29,79.2,0,-1.9172,9.385,0,OTHER,1,231,0.0356,10054.28,1.2085,MATCHING,70.55,LOW
2018-08-18,74f0886b460abfb0,0,1,1,39307.17,14.0,0,1.3153,13.311,0,TIME_LIMIT,1,199,0.7475,3725.41,2.2855,MATCHING,73.46,MODERATE
2018-08-19,c6e4d0f5f93d92a2,1,1,1,59363.93,26.7,0,0.9078,4.664,0,TIME_LIMIT,0,79,0.3436,821.74,0.9686,QUASI_EXPERIMENT,90.53,MODERATE
2018-08-20,4bf4b3cf7bbbb845,0,0,0,-4397.68,96.34,1,-4.4462,10.66,0,EARNINGS_UP,1,60,0.0705,16138.0,6.4598,RCT,71.71,VERY_HIGH
2018-08-21,e484e2cd158f4328,0,0,0,40011.45,68.42,0,-0.6526,2.601,0,VOLUNTARY_EXIT,0,279,0.7513,5822.53,3.0159,REGRESSION,72.42,LOW
2018-08-22,8f6f1f2c75957567,1,1,0,44276.76,38.36,0,2.7897,-7.633,1,TIME_LIMIT,1,299,0.1681,17810.46,7.966,REGRESSION,67.51,LOW
2018-08-23,6f6d3eaebaa394ff,1,1,0,27216.46,88.52,0,-4.2395,-10.309,0,INELIGIBLE,1,225,0.3325,21000.19,1.3412,REGRESSION,62.04,MODERATE
2018-08-24,8bd7d5acdb25657c,1,1,0,35903.01,27.83,1,1.9348,-10.875,0,INELIGIBLE,1,156,0.36,2082.98,3.198,QUASI_EXPERIMENT,68.09,LOW
2018-08-25,e48c715357649286,0,1,1,-7977.13,16.46,0,0.1102,-13.631,0,VOLUNTARY_EXIT,1,205,0.278,2528.58,4.8459,QUASI_EXPERIMENT,96.75,MODERATE
2018-08-26,7c799e060e2ddc9f,1,1,1,1238.27,23.79,0,4.5275,-3.208,0,TIME_LIMIT,1,197,0.8419,14090.01,7.5386,QUASI_EXPERIMENT,99.25,MODERATE
2018-08-27,5a0b1dd1015e29ba,0,1,1,65740.81,73.32,1,-0.3673,-2.585,0,EARNINGS_UP,1,300,0.6832,7724.65,2.1877,SYNTH_CONTROL,76.46,MODERATE
2018-08-28,282c9024e91566e8,1,0,0,61510.6,4.87,1,0.5603,-3.207,0,OTHER,1,54,0.161,17666.46,3.993,QUASI_EXPERIMENT,72.69,HIGH
2018-08-29,136a49c48a7afebe,1,0,0,-4256.35,47.52,1,4.253,-5.112,0,MOVED_OUT,0,46,0.775,10711.51,3.7568,REGRESSION,90.5,MODERATE
2018-08-30,a8a14cf56ce486b2,1,0,0,73630.78,35.37,1,-0.2846,-13.947,1,INELIGIBLE,1,158,0.2131,5741.24,-0.5218,REGRESSION,54.29,HIGH
2018-08-31,1babf2d73de4f2d5,0,0,1,62338.74,44.33,0,4.3395,14.51,0,VOLUNTARY_EXIT,1,239,0.5088,21701.24,6.9445,QUASI_EXPERIMENT,84.48,MODERATE
2018-09-01,9025221f27a88ddb,0,1,1,46274.44,96.1,0,-2.0845,10.155,0,SANCTION,1,166,0.205,22476.18,-0.0743,MATCHING,98.09,VERY_HIGH
2018-09-02,753ca69c59a65143,1,1,0,45333.1,61.79,0,-2.4886,-7.599,0,OTHER,1,91,0.6465,12749.56,1.1837,OTHER,71.44,MODERATE
2018-09-03,0b91707149eb1dab,1,1,1,17117.77,26.38,1,3.2758,1.578,0,TIME_LIMIT,1,296,0.8678,3913.45,5.4495,QUASI_EXPERIMENT,77.87,HIGH
2018-09-04,efa23dee1d555b01,1,0,1,37887.0,79.39,0,3.3723,-13.834,0,OTHER,1,2,0.2827,14013.1,0.5731,RCT,93.96,MODERATE
2018-09-05,ae07fcf726ce9de6,1,1,0,17040.69,91.56,0,-4.9594,7.846,1,EARNINGS_UP,1,164,0.8813,11396.35,7.0598,DIFF_IN_DIFF,74.63,MODERATE
2018-09-06,ac2c2e9dd3b1915d,0,1,1,60793.64,0.21,1,-2.4297,-6.616,0,SANCTION,0,141,0.5702,14680.83,7.9974,REGRESSION,83.06,MODERATE
2018-09-07,e6d707c8ece930f9,0,1,1,53456.01,11.41,1,-4.3671,-1.283,0,OTHER,1,298,0.3188,9358.43,4.6497,OTHER,88.24,HIGH
2018-09-08,77d88c1069594fb8,0,0,1,4400.51,26.97,0,2.3466,-4.93,0,INELIGIBLE,0,64,0.511,12656.47,-0.3922,DIFF_IN_DIFF,84.94,MODERATE
2018-09-09,43a4e1ceae2ced67,1,1,0,12520.76,54.4,0,4.4626,-14.807,1,SANCTION,0,222,0.6543,18712.32,4.0976,RCT,64.59,LOW
2018-09-10,0c09eac0a54468cc,1,0,0,13349.67,2.67,0,-1.3956,-12.134,0,OTHER,1,178,0.44,14037.8,0.2398,SYNTH_CONTROL,70.03,HIGH
2018-09-11,287a1cfce146cb04,1,1,1,18674.06,24.83,0,-0.5271,-11.963,0,TIME_LIMIT,0,4,0.6514,19668.27,7.7787,QUASI_EXPERIMENT,96.31,LOW
2018-09-12,0773f9c527fd00ab,0,0,1,54998.38,31.22,0,-2.5088,-5.912,0,SANCTION,1,155,0.9468,4446.78,7.8373,SYNTH_CONTROL,85.52,VERY_HIGH
2018-09-13,a6864b16c30d92bc,0,1,1,-11917.08,34.28,0,3.9496,4.171,0,EARNINGS_UP,0,178,0.4666,5321.46,2.0126,REGRESSION,77.24,MODERATE
2018-09-14,d214c369fe366695,0,1,1,23153.57,42.98,0,0.0038,11.629,0,INELIGIBLE,1,228,0.4277,23141.38,6.1133,MATCHING,63.21,HIGH
2018-09-15,9390fddafb9e5a1d,1,1,0,54926.79,92.99,1,-4.667,6.989,0,INELIGIBLE,0,137,0.8365,22487.41,4.9261,REGRESSION,81.87,LOW
2018-09-16,6de4814a0ac1fb1a,1,1,0,43974.19,83.04,0,0.8009,2.83,0,INELIGIBLE,1,278,0.6931,2434.81,4.9027,DIFF_IN_DIFF,55.63,MODERATE
2018-09-17,1c1978bf6a7f218f,0,1,0,-3911.29,97.66,1,0.003,14.524,0,OTHER,0,50,0.768,1925.16,0.9387,OTHER,58.83,MODERATE
2018-09-18,d799ab03a8863371,0,0,0,78103.51,34.82,1,3.851,-7.421,0,SANCTION,1,170,0.79,10113.72,4.7834,QUASI_EXPERIMENT,63.04,HIGH
2018-09-19,2d08685371fe5399,1,1,1,70080.69,47.85,0,4.032,-11.92,0,EARNINGS_UP,1,269,0.4757,12296.55,1.1444,REGRESSION,73.22,HIGH
2018-09-20,091d85f648ad56a0,0,0,1,6881.31,36.03,0,-4.1505,-1.962,0,TIME_LIMIT,1,178,0.4685,7409.7,3.3835,MATCHING,61.76,MODERATE
2018-09-21,2d0979fa7649df1a,0,1,0,-2038.59,81.57,0,4.1925,-6.486,0,SANCTION,1,145,0.1716,3222.01,4.7761,QUASI_EXPERIMENT,73.4,HIGH
2018-09-22,b8993693470d2e27,1,0,1,5176.24,60.42,0,4.0776,-7.976,0,TIME_LIMIT,1,293,0.8574,15605.68,-0.6722,REGRESSION,81.62,HIGH
2018-09-23,926ee573ca6d07aa,0,0,1,1638.18,62.49,0,-2.3742,-11.234,0,MOVED_OUT,0,251,0.511,22288.83,-0.2356,QUASI_EXPERIMENT,95.66,VERY_HIGH
2018-09-24,152a35dbb0e87079,0,1,1,2121.37,29.7,0,3.1321,-0.796,1,INELIGIBLE,0,179,0.426,16054.25,5.0351,SYNTH_CONTROL,83.31,LOW
2018-09-25,1b1744dbaca42455,1,0,1,54671.81,92.85,0,-4.1732,0.996,0,EARNINGS_UP,1,175,0.5089,17849.3,-0.293,QUASI_EXPERIMENT,50.45,MODERATE
2018-09-26,bde9fb873d494da9,0,1,0,16033.09,55.47,0,4.7301,-8.14,0,SANCTION,1,289,0.2104,18331.58,3.6085,SYNTH_CONTROL,59.63,HIGH
2018-09-27,fa517b940cc8c4f4,0,0,0,17796.64,3.48,1,-4.4678,4.398,0,INELIGIBLE,1,176,0.2717,17796.01,2.1464,DIFF_IN_DIFF,74.48,LOW
2018-09-28,64d4d6660364385c,1,1,1,46261.91,3.76,0,0.9041,-3.963,0,TIME_LIMIT,1,99,0.3074,17007.63,-0.826,REGRESSION,50.13,LOW
2018-09-29,befa0c1186e200ac,1,0,0,48834.53,95.53,1,-2.8545,-14.796,0,EARNINGS_UP,1,89,0.6066,4470.86,3.2254,DIFF_IN_DIFF,97.86,HIGH
2018-09-30,22659c82241d0f6e,1,1,1,3873.76,31.53,1,4.8995,11.621,0,VOLUNTARY_EXIT,1,47,0.5142,23044.58,7.7425,RCT,54.7,VERY_HIGH
2018-10-01,918eae25d2d1402a,1,0,0,-1665.43,2.52,0,-4.8196,-6.865,0,TIME_LIMIT,1,121,0.3883,15170.52,4.4005,REGRESSION,54.67,HIGH
2018-10-02,f07aa0a197e851d1,1,1,1,-5843.5,69.88,0,2.0081,-5.459,0,EARNINGS_UP,1,193,0.3715,22025.54,1.868,REGRESSION,73.2,VERY_HIGH
2018-10-03,34187e6d96dc0be8,0,1,1,41016.61,21.09,0,-4.9427,-9.288,1,INELIGIBLE,1,9,0.4355,4204.2,0.5406,REGRESSION,86.76,LOW
2018-10-04,6aa066bb1668b5c9,0,1,0,7928.43,44.78,0,1.0032,-12.213,0,EARNINGS_UP,1,227,0.5488,24935.63,-0.1467,MATCHING,67.03,MODERATE
2018-10-05,d0d9cb0a1ddaabe0,0,1,0,25931.93,38.5,1,-2.6588,-12.267,0,TIME_LIMIT,1,133,0.9696,11535.15,0.6534,OTHER,90.72,MODERATE
2018-10-06,c050d5f7d36695f4,0,0,1,11647.46,54.49,0,4.1866,3.245,1,INELIGIBLE,1,170,0.301,19845.4,7.8611,OTHER,54.6,LOW
2018-10-07,68cc6a680dad9d3d,0,0,0,4087.36,29.55,1,2.1476,2.251,0,INELIGIBLE,1,121,0.7472,15339.29,0.5356,DIFF_IN_DIFF,88.6,MODERATE
2018-10-08,ea6afd19b271d269,1,0,0,24317.28,79.85,0,2.905,-13.057,0,EARNINGS_UP,0,39,0.4659,19612.53,5.4273,OTHER,51.15,LOW
2018-10-09,f5acbb99c25dab6e,0,1,0,18915.83,37.71,0,4.4847,-10.982,0,INELIGIBLE,0,81,0.8312,15962.45,7.9224,MATCHING,50.07,MODERATE
2018-10-10,e47f893f35bbf019,0,1,0,27540.38,33.66,0,-1.2878,-2.768,0,TIME_LIMIT,0,115,0.9927,722.77,3.3869,SYNTH_CONTROL,93.3,VERY_HIGH
2018-10-11,663d78c262544e1d,0,0,1,8605.8,37.82,0,1.2092,5.521,0,SANCTION,1,63,0.0461,24599.04,5.708,REGRESSION,63.17,MODERATE
2018-10-12,16797bdd184039f0,0,1,1,67856.48,35.62,0,1.0037,-14.627,0,VOLUNTARY_EXIT,0,112,0.6623,6049.51,-0.4985,QUASI_EXPERIMENT,98.31,LOW
2018-10-13,92f96a48218f3bba,0,1,0,7102.55,65.12,0,-2.8536,8.746,0,MOVED_OUT,1,220,0.6218,24423.41,3.9357,REGRESSION,95.59,MODERATE
2018-10-14,febb5098c9d2d75a,0,0,1,-7664.06,80.66,0,-2.6933,-0.229,0,EARNINGS_UP,1,172,0.3342,15396.27,-0.5517,SYNTH_CONTROL,72.87,LOW
2018-10-15,df2b065954f7fbb0,0,0,0,47878.0,65.6,1,-2.6048,-2.9,0,INELIGIBLE,0,255,0.7124,4400.44,2.6404,SYNTH_CONTROL,59.7,LOW
2018-10-16,95b5a9f1e8f19d63,1,0,1,-10423.55,15.5,1,2.79,3.7,0,INELIGIBLE,0,256,0.2208,9053.69,6.8363,REGRESSION,75.82,LOW
2018-10-17,169c32e0612c3a20,1,0,1,1093.94,66.11,0,3.2506,-10.201,0,EARNINGS_UP,0,146,0.7937,14950.56,2.9945,SYNTH_CONTROL,83.54,MODERATE
2018-10-18,d8e2a36693723827,0,0,0,-4143.56,7.27,0,1.5741,-2.388,1,VOLUNTARY_EXIT,1,98,0.3505,9493.17,6.481,MATCHING,61.23,MODERATE
2018-10-19,377f591f9d4fdf91,0,0,1,-1991.66,23.76,0,-1.8018,8.215,0,INELIGIBLE,0,167,0.9334,6565.98,5.7052,MATCHING,93.86,MODERATE
2018-10-20,3733545d518107d2,0,0,1,71190.83,20.93,0,2.3424,1.137,1,VOLUNTARY_EXIT,0,73,0.6377,14353.45,2.697,SYNTH_CONTROL,82.17,HIGH
2018-10-21,06d779ff2eee0d59,0,1,1,10720.05,13.8,0,-0.1533,-4.931,0,VOLUNTARY_EXIT,0,144,0.7748,1460.12,2.5021,RCT,85.37,HIGH
2018-10-22,a89e8667e331cb3f,1,1,1,8044.59,30.72,0,1.2634,-7.923,0,INELIGIBLE,1,19,0.4511,10444.59,2.8973,QUASI_EXPERIMENT,51.01,LOW
2018-10-23,e2d0a7c897928ab3,1,0,1,47816.46,61.74,1,4.2934,-9.971,0,SANCTION,1,279,0.545,6290.4,0.2629,QUASI_EXPERIMENT,67.13,HIGH
2018-10-24,85696e7982007169,0,0,0,8981.77,59.19,0,2.5899,10.404,1,INELIGIBLE,1,77,0.8447,15596.4,6.5462,RCT,50.17,MODERATE
2018-10-25,8301764bfead38d6,1,1,1,46874.81,13.3,1,-0.488,-12.866,0,MOVED_OUT,0,139,0.7472,20228.38,6.8205,REGRESSION,76.42,MODERATE
2018-10-26,4520f1cc1649285b,0,1,1,-19045.77,68.6,1,-2.5533,-8.458,0,EARNINGS_UP,0,236,0.0379,7400.46,1.7556,QUASI_EXPERIMENT,61.07,MODERATE
2018-10-27,907b7389d93a481e,0,0,1,29543.41,53.62,0,-2.3154,5.961,0,EARNINGS_UP,0,10,0.6047,4108.99,2.8198,DIFF_IN_DIFF,93.82,LOW
2018-10-28,3f6a24326cf42d40,0,0,1,-15610.25,8.15,0,-3.0988,0.972,0,VOLUNTARY_EXIT,1,45,0.5518,9706.43,3.4214,SYNTH_CONTROL,84.07,HIGH
2018-10-29,d40198554e29473b,1,1,0,-5388.93,85.71,0,-4.7786,2.606,0,EARNINGS_UP,1,264,0.6759,2313.69,-0.4924,MATCHING,56.22,MODERATE
2018-10-30,b8237b00c402d4eb,0,1,0,-11450.65,63.84,1,-4.7617,3.56,0,INELIGIBLE,1,156,0.8557,4347.98,5.619,QUASI_EXPERIMENT,58.8,MODERATE
2018-10-31,b07e402414d0a6eb,1,1,0,76733.74,74.57,0,0.0008,-9.675,0,VOLUNTARY_EXIT,1,185,0.5877,13782.56,4.5064,REGRESSION,84.07,LOW
2018-11-01,cf1c55637698b5c7,1,0,1,68335.63,68.0,1,-0.9024,11.38,0,EARNINGS_UP,1,7,0.6566,23160.33,3.2835,MATCHING,74.18,MODERATE
2018-11-02,45962266ff14a52e,1,0,0,68218.93,20.01,1,2.7695,-5.342,0,INELIGIBLE,1,153,0.1143,21785.07,1.3269,QUASI_EXPERIMENT,88.99,MODERATE
2018-11-03,935e7957af54e415,1,0,0,22160.21,7.28,1,-4.3854,12.246,0,SANCTION,1,33,0.2983,5960.12,4.2599,MATCHING,83.01,MODERATE
2018-11-04,93e6de4932bb1178,0,1,1,66070.37,22.68,0,-1.7038,-9.686,0,EARNINGS_UP,0,257,0.7466,703.33,1.9711,DIFF_IN_DIFF,73.98,MODERATE
2018-11-05,74cfe68d348a42ea,1,0,1,52610.93,82.24,1,-1.44,-12.031,0,OTHER,1,114,0.3297,7209.69,3.7872,REGRESSION,94.15,MODERATE
2018-11-06,52bd70ebd8e92e81,0,1,0,73973.02,32.39,1,-2.4336,12.056,0,EARNINGS_UP,1,9,0.8565,17196.34,-0.6798,MATCHING,91.84,MODERATE
2018-11-07,e05762832468926a,1,0,0,55007.21,75.22,1,-4.1222,-6.118,0,TIME_LIMIT,1,60,0.0716,6136.72,0.1459,REGRESSION,93.98,MODERATE
2018-11-08,68c0f7850aa090b8,0,0,1,47259.74,58.38,0,-0.824,-13.26,0,INELIGIBLE,1,177,0.1987,12728.23,2.2645,SYNTH_CONTROL,73.18,HIGH
2018-11-09,f9b6ca40b499f39c,1,0,0,5150.59,65.8,1,-3.5223,-1.28,0,EARNINGS_UP,1,272,0.8557,23966.99,3.0657,REGRESSION,58.4,HIGH
2018-11-10,037505cf6083c8d9,1,0,0,-13614.66,88.9,1,-1.1351,4.171,0,VOLUNTARY_EXIT,0,149,0.5283,20957.23,3.0128,REGRESSION,93.97,LOW
2018-11-11,ae3e4269b8b43980,0,1,0,33130.04,14.48,1,-2.4889,14.088,0,VOLUNTARY_EXIT,0,22,0.9996,10880.26,4.6593,MATCHING,69.67,HIGH
2018-11-12,002179f339190cc9,0,0,1,47272.23,28.46,0,0.8459,-10.749,0,INELIGIBLE,1,27,0.1307,12570.54,7.538,REGRESSION,99.48,MODERATE
2018-11-13,90838bf8737faebf,0,1,1,43990.56,96.87,1,2.4562,10.33,0,INELIGIBLE,0,211,0.3127,14822.42,2.7347,QUASI_EXPERIMENT,76.07,VERY_HIGH
2018-11-14,c454fac938d55d95,0,1,1,21456.91,40.16,1,0.3953,-10.175,0,MOVED_OUT,0,141,0.8206,22181.17,-0.2252,OTHER,93.72,LOW
2018-11-15,785fbbe18f7d3ec2,0,1,1,-6568.21,40.86,0,2.0797,-0.561,0,VOLUNTARY_EXIT,1,102,0.6344,22412.07,4.4719,QUASI_EXPERIMENT,67.24,MODERATE
2018-11-16,d83a291f8923b248,1,0,1,57051.38,47.66,0,2.4555,-8.102,0,SANCTION,1,178,0.9483,21455.79,1.4242,REGRESSION,90.39,LOW
2018-11-17,4102b6fbdd62bd3c,1,0,0,69062.7,74.88,0,-0.4941,-6.105,0,VOLUNTARY_EXIT,0,166,0.3736,6501.14,1.6425,RCT,86.79,MODERATE
2018-11-18,6280d97074216280,0,0,1,18574.46,8.18,1,-3.7347,-10.219,0,MOVED_OUT,1,12,0.2386,7613.42,4.0302,QUASI_EXPERIMENT,59.54,HIGH
2018-11-19,7adde24633d740f7,0,0,0,40481.4,21.71,1,-4.3837,-5.536,0,OTHER,1,243,0.3331,2773.21,1.7852,REGRESSION,92.73,VERY_HIGH
2018-11-20,3598405be30273f3,1,0,1,45996.53,88.4,0,-4.0506,12.197,0,EARNINGS_UP,1,273,0.1618,7567.09,4.9335,QUASI_EXPERIMENT,59.73,HIGH
2018-11-21,d38fa4b9445946ff,0,0,0,4200.83,71.66,1,-2.8217,-9.538,1,TIME_LIMIT,0,87,0.7494,13591.02,3.0883,DIFF_IN_DIFF,68.28,LOW
2018-11-22,b8f260a7fb0cfd42,1,1,0,31364.68,62.68,0,-1.8923,13.964,0,SANCTION,1,67,0.0351,15449.85,3.884,REGRESSION,74.85,MODERATE
2018-11-23,71c91673ef81771e,0,0,0,-10533.89,62.95,0,0.6476,13.222,1,INELIGIBLE,0,173,0.1849,17022.79,3.7036,QUASI_EXPERIMENT,92.16,MODERATE
2018-11-24,f0cf1bdca1bc2f8a,1,1,0,-5496.66,25.68,0,-0.5756,9.892,0,MOVED_OUT,1,62,0.1392,4967.48,7.2057,MATCHING,97.29,HIGH
2018-11-25,ab91be10f81c08ff,1,0,1,50505.63,71.26,0,-2.4918,11.817,0,INELIGIBLE,0,95,0.0102,15260.45,4.7865,OTHER,95.37,HIGH
2018-11-26,8f047ef24259b506,0,0,0,-3560.44,77.4,1,-1.3964,0.308,0,SANCTION,0,64,0.4516,13059.25,2.795,OTHER,58.1,LOW
2018-11-27,4a19c26d297dae93,1,1,1,53423.04,36.77,1,0.3548,11.005,0,SANCTION,1,88,0.2681,263.52,7.0056,RCT,98.13,MODERATE
2018-11-28,39a6db063eb01d75,0,1,1,45600.44,56.29,0,3.7963,-11.889,0,INELIGIBLE,0,242,0.7865,23047.99,-0.9275,REGRESSION,59.04,HIGH
2018-11-29,33ff975977e0a83c,0,1,1,64902.7,49.36,0,2.0184,-7.307,0,INELIGIBLE,1,209,0.4417,1972.06,2.2789,QUASI_EXPERIMENT,63.68,HIGH
2018-11-30,89d67026b96b90d7,0,0,0,78017.73,69.82,0,-4.1429,-1.482,0,EARNINGS_UP,0,75,0.5641,14060.78,1.9432,SYNTH_CONTROL,59.24,LOW
2018-12-01,66fdebffca8b3d54,1,1,1,-19826.39,7.84,0,0.8846,-12.694,0,OTHER,0,133,0.2873,8423.36,4.6325,QUASI_EXPERIMENT,81.56,HIGH
2018-12-02,be432af7cebd7f8a,1,0,1,26806.26,69.11,0,2.968,12.262,0,INELIGIBLE,1,61,0.7682,14131.34,4.4369,DIFF_IN_DIFF,64.4,LOW
2018-12-03,eee474b657dee145,1,0,0,32065.67,99.49,0,3.5613,-1.475,0,OTHER,1,175,0.7414,9293.63,6.7257,REGRESSION,85.87,HIGH
2018-12-04,5f5b80de869dc180,0,0,1,479.11,15.76,0,1.147,1.432,0,SANCTION,0,267,0.6677,16433.74,-0.5356,SYNTH_CONTROL,64.25,HIGH
2018-12-05,2ae41ca0e95554e8,1,1,1,33901.24,56.43,0,-3.2305,-8.837,0,EARNINGS_UP,0,37,0.3183,1218.65,2.606,RCT,57.59,MODERATE
2018-12-06,5041afba4653aabf,1,1,0,67675.85,81.58,1,3.4786,-4.361,0,INELIGIBLE,0,15,0.1569,17531.11,6.1193,MATCHING,94.26,HIGH
2018-12-07,79fa088e409e4c82,0,0,0,65199.95,19.31,0,4.6305,-7.038,0,VOLUNTARY_EXIT,1,45,0.0641,18086.03,-0.6918,MATCHING,69.25,MODERATE
2018-12-08,4bbc1710532e8c23,0,1,0,7925.0,14.19,1,0.7141,11.906,0,INELIGIBLE,1,44,0.7481,22468.07,0.6444,QUASI_EXPERIMENT,73.24,MODERATE
2018-12-09,80fb4fd37dd033c0,0,1,1,33254.29,46.6,1,2.8419,-1.252,1,MOVED_OUT,1,124,0.9041,6298.49,0.357,REGRESSION,80.28,LOW
2018-12-10,2023675caecf43ac,0,0,0,34160.81,55.01,0,-0.0592,-0.729,0,EARNINGS_UP,1,86,0.9716,14717.01,-0.3929,QUASI_EXPERIMENT,79.0,LOW
