soc_case_report_month,soc_case_program_code,soc_case_case_id_hash,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_usd,soc_case_benefit_duration_months,soc_case_overpayment_rate_pct,soc_case_underpayment_rate_pct,soc_case_fraud_referral_rate,soc_case_appeals_filed_count,soc_case_call_center_wait_minutes,soc_case_online_portal_usage_rate,soc_case_data_latency_days
2106-09,SNAP,9b48a08b453cb72f,4,7,2,11673,4505,5975,2198,7.389,1015.384,60,5.189,4.821,1.6194,2145,131.09,32.37,32
2106-10,SECTION8,b7676d5fc33662eb,1,10,7,5161,4085,489,4293,26.453,774.455,2,14.89,8.271,2.8879,1034,1.26,21.96,23
2106-11,SNAP,4ad77ca719f8c19b,3,11,8,92,92,0,5382,37.195,729.736,69,4.691,14.262,0.588,1726,89.26,27.54,43
2106-12,CHIP,7446d671f59e3e6e,7,1,1,828,828,0,6296,51.436,1067.107,48,3.946,12.519,4.0053,441,48.67,27.88,38
2107-01,MEDICAID,a61c1c1347593604,5,7,1,1340,504,0,5962,8.958,252.628,70,3.114,3.406,3.9186,9,10.03,40.35,4
2107-02,SNAP,06745540464eb70c,3,8,8,9548,7269,1777,2618,14.113,54.939,8,13.237,5.816,3.6548,1514,66.67,70.16,12
2107-03,TANF,37ad2c7be48f2147,2,5,1,10824,6605,3193,4413,54.316,261.99,65,3.015,5.483,1.4566,1279,26.28,49.97,42
2107-04,TANF,691293516a63d379,4,8,6,9170,401,7561,2548,25.801,919.811,65,13.848,7.216,2.3931,1266,62.27,81.88,29
2107-05,MEDICAID,3719a4ebb0d289c4,8,8,8,1014,1014,0,5165,29.908,1015.302,40,3.336,7.011,0.5728,2056,69.42,58.49,52
2107-06,SNAP,fa18d2a6990bdb90,7,5,5,6551,6401,0,8147,21.86,1133.853,57,4.711,13.747,4.4079,1570,69.15,45.2,3
2107-07,SNAP,518a8d26e37bc86d,4,10,9,1581,1581,0,6273,4.084,566.344,57,0.318,12.882,2.4286,2247,80.26,43.55,44
2107-08,MEDICAID,efe453c109ec079d,1,7,7,5155,2214,2607,1464,1.493,416.495,61,0.738,6.393,2.435,1012,24.27,76.49,38
2107-09,MEDICAID,83400fbe7025ed6d,6,4,3,7412,7412,0,2179,47.692,728.276,27,10.586,5.895,3.6032,460,142.35,70.41,13
2107-10,SNAP,a47706d4eaa6454c,7,10,0,7830,2846,3479,7895,36.034,536.437,70,5.04,13.051,2.2814,2315,135.54,64.13,8
2107-11,SECTION8,862f4fdeb82b4cea,1,12,3,2784,728,849,7418,19.849,880.338,49,8.397,10.482,4.0516,796,57.0,75.54,51
2107-12,MEDICAID,d565bc0addac62b0,4,9,9,5386,5386,0,174,1.948,555.989,69,5.236,12.511,0.6466,2132,121.3,16.89,32
2108-01,MEDICAID,c13205552238fa0b,2,11,10,9068,1962,6776,4134,3.123,820.54,52,8.61,10.149,3.2629,158,107.97,47.45,35
2108-02,SNAP,dc52b8225a702133,3,9,5,4444,4444,0,8634,22.595,396.861,4,4.882,13.298,1.8975,2422,9.16,77.95,49
2108-03,SNAP,16094e74524f74db,3,2,2,8292,635,7561,6051,1.038,573.682,71,11.628,9.09,0.358,97,125.74,11.83,9
2108-04,MEDICAID,ec92ade59cc5e1fe,7,3,3,3333,3333,0,6079,25.119,772.263,58,10.877,6.154,0.1414,1117,167.09,95.56,50
2108-05,LIHEAP,b6e8096f43ba9bd7,4,10,6,4954,2635,1170,180,15.709,12.334,51,3.118,9.549,1.9244,185,129.47,75.82,11
2108-06,SNAP,425efdd40dabbfea,3,10,5,4814,2493,1446,1156,16.235,423.335,15,0.897,9.756,4.321,1605,27.13,75.38,44
2108-07,SSI,40b2250ffc527267,7,8,8,4365,4365,0,5853,59.651,970.646,1,5.711,7.051,1.1988,2403,86.15,33.3,51
2108-08,MEDICAID,25e1ad47881f0ed1,5,3,3,11354,2476,6952,4439,40.602,330.057,2,12.362,2.778,3.596,1951,103.33,8.57,48
2108-09,LIHEAP,0c2a2adb025a34b5,5,3,3,7208,3731,3199,4925,52.75,274.978,32,6.197,14.838,2.0182,644,66.79,12.84,54
2108-10,WIC,40e8560b89b627da,6,10,5,3392,3392,0,7870,3.894,702.469,12,11.82,9.71,1.401,1800,93.38,99.12,40
2108-11,SSI,0fdf2fc8919f8b9f,2,8,0,5382,5382,0,7383,41.239,223.2,21,2.435,8.602,2.4253,346,26.68,34.88,8
2108-12,TANF,c9214abea7763f42,6,2,2,2610,2610,0,5665,30.561,67.541,64,8.268,10.217,1.818,749,84.61,69.32,57
2109-01,MEDICAID,cfc7ce268788daa3,7,4,4,7067,7067,0,8072,48.333,946.442,17,14.495,10.553,0.6594,350,79.71,71.67,57
2109-02,MEDICAID,16f49fd591324cb7,8,9,9,3464,3464,0,2236,21.276,661.023,62,9.345,7.799,0.0878,1201,146.61,53.73,16
2109-03,SNAP,1d3b3bd4c3519f81,4,3,3,3776,2747,0,4167,58.756,371.594,18,5.713,11.422,3.5555,1079,73.73,62.88,8
2109-04,CHIP,c17b355c81352e7a,1,2,2,3782,3782,0,6937,27.988,141.065,55,4.858,2.631,4.1638,1085,116.47,31.8,46
2109-05,MEDICAID,7812f9bbfc8454fa,7,12,11,4475,4475,0,2453,36.755,616.626,25,7.873,6.886,0.2511,1318,108.02,3.32,43
2109-06,SNAP,e7ed566bd5490323,3,7,6,2996,296,867,7397,0.407,1040.437,30,0.39,6.061,4.8849,162,143.01,69.75,11
2109-07,LIHEAP,44d1b41f375cf763,8,4,4,6651,127,5003,5565,1.706,1033.978,25,12.872,3.206,0.9331,1325,74.76,46.65,6
2109-08,WIC,2372557be63cebc8,7,12,1,5793,5793,0,5125,10.813,96.199,28,13.864,12.41,2.5704,2464,132.47,22.92,4
2109-09,SSI,22d26f674198ec88,4,10,9,9402,7805,520,490,49.859,428.09,60,8.98,10.899,2.4347,942,163.74,60.24,48
2109-10,SSI,9cf60af5e9ce6db5,8,10,0,2099,443,1048,5610,59.549,1048.991,59,13.575,6.523,0.2753,309,152.02,31.74,47
2109-11,CHIP,451917e49a53c7fc,1,4,2,8286,6629,1110,4707,26.996,668.432,23,14.235,6.285,2.3208,1874,97.85,9.37,19
2109-12,SNAP,bd33c9322f9308d3,5,4,3,234,234,0,2863,16.43,443.353,20,2.056,2.85,4.517,456,32.01,47.32,30
2110-01,MEDICAID,5ddc53f8dae32ae4,2,6,6,9707,9707,0,3455,36.125,111.594,30,12.434,7.264,1.2705,1066,70.93,55.85,60
2110-02,MEDICAID,4af1850e1c68a201,1,8,1,10327,9334,580,7187,50.935,435.125,16,13.366,7.009,2.5627,1304,121.36,79.98,4
2110-03,LIHEAP,c43a39ce9866adb5,5,6,4,10763,4690,5129,7504,27.307,494.526,44,1.065,1.418,4.5839,596,150.1,88.89,47
2110-04,SECTION8,021bdaf3d464f7c1,6,10,3,3963,66,2058,2903,48.173,919.267,30,4.123,10.29,0.4486,197,132.36,16.33,8
2110-05,SNAP,d051029191a1b55c,2,5,5,8542,8542,0,8510,27.633,766.158,26,13.389,7.564,3.4296,2176,115.71,6.0,19
2110-06,LIHEAP,0c96b4a7210344ae,3,3,1,11410,1495,9618,895,56.687,871.239,26,0.325,11.528,3.3192,560,108.45,65.3,54
2110-07,MEDICAID,2ea53a1b23647085,2,2,2,3453,3453,0,925,42.143,229.87,55,1.609,1.279,2.2576,1077,82.85,73.38,59
2110-08,MEDICAID,38b11a2747af2a6e,5,4,4,6570,6570,0,1074,54.682,1065.471,29,8.943,5.984,1.8356,1411,37.57,10.15,48
2110-09,WIC,d07a6c263be935b9,4,9,0,11991,4965,6883,1014,42.822,708.102,67,3.239,1.674,0.4279,633,107.87,70.16,16
2110-10,MEDICAID,9912e41542ab24fa,6,6,6,8551,7308,662,8438,23.056,756.353,26,8.392,6.099,3.2833,1246,160.27,85.18,44
2110-11,MEDICAID,67ca793bffda991a,7,4,0,5599,5599,0,2629,42.86,817.604,25,9.214,8.436,2.4742,417,177.58,43.52,55
2110-12,SNAP,bce4d42df3687693,4,2,1,6146,6146,0,618,30.767,39.885,59,2.008,10.158,0.8131,799,11.15,30.04,25
2111-01,MEDICAID,14779d1c8a11449e,4,6,6,3821,1903,1410,4620,37.884,203.266,13,2.224,13.749,2.4126,1174,42.03,1.49,25
2111-02,WIC,837402f132c8a593,8,8,2,7102,767,4932,5302,21.649,1080.077,13,8.49,4.888,2.3485,274,29.41,87.96,52
2111-03,LIHEAP,0aeb5182e271fbfb,3,1,1,6325,71,5886,5067,18.562,529.978,13,3.787,7.674,4.689,1894,140.75,92.54,24
2111-04,SNAP,dedc26b2d0470f62,3,11,7,4649,2873,983,750,16.158,364.039,3,3.369,10.226,3.7232,1464,56.86,48.0,9
2111-05,LIHEAP,a6ead39808ac3827,1,5,4,1729,1729,0,3283,19.701,839.59,55,8.913,4.577,1.5783,2178,165.31,61.34,18
2111-06,MEDICAID,d31c96b56aae7827,6,9,4,11254,8036,2851,3244,21.151,207.921,42,11.617,3.654,0.3533,2111,160.76,55.08,24
2111-07,CHILD_CARE,889bf94b53537f33,1,1,1,7321,7321,0,1862,3.756,95.592,10,14.095,12.086,1.2233,1602,145.02,34.57,0
2111-08,SECTION8,d0c74e61c43ffe38,7,3,3,2964,2964,0,4928,38.412,1147.253,32,0.072,6.566,1.3219,1385,175.48,83.0,35
2111-09,CHILD_CARE,12cf4f9d43c6a7cf,5,2,2,8990,3614,3653,3080,44.061,925.984,13,14.714,0.519,2.5447,126,97.46,74.75,1
2111-10,UI,910974c95f23735d,4,12,8,9649,9649,0,4797,4.546,493.865,3,8.722,9.58,2.8409,1010,127.29,68.41,37
2111-11,CHILD_CARE,a6aa4b425fa0626f,2,7,7,739,739,0,7927,37.837,1103.156,62,6.015,2.354,1.6838,1489,173.37,27.43,23
2111-12,MEDICAID,bd6d3c994fcae7e3,6,8,3,11770,8917,944,4054,38.543,843.347,43,2.514,0.922,3.1991,665,6.65,15.36,14
2112-01,TANF,c28f9ace29850f23,4,6,6,11750,7852,2344,8717,5.357,370.318,7,11.317,3.642,4.2182,1127,81.46,25.5,59
2112-02,LIHEAP,c528c63204d84bd4,3,4,4,2705,2705,0,2197,26.816,332.749,49,6.96,14.58,1.6687,1640,145.88,78.69,45
2112-03,TANF,4ff7fae336f8c390,6,5,4,6,6,0,4719,31.07,426.68,56,3.454,10.095,2.4443,1342,72.55,58.27,14
2112-04,CHILD_CARE,ba35137168da2d33,2,9,9,4769,4769,0,3160,50.444,1082.371,23,6.136,9.019,1.7072,618,123.71,6.27,58
2112-05,MEDICAID,cde5030de6b65466,2,1,1,10349,9975,0,5087,22.266,1170.922,30,7.178,2.134,0.5989,1686,123.18,16.72,11
2112-06,WIC,65eb12cee48ba4a5,6,8,3,8569,5442,1995,2299,37.62,1077.873,36,12.566,11.498,2.9708,23,46.08,52.53,30
2112-07,TANF,dd8b180b7e0dcf23,4,9,2,10732,1763,7693,7554,53.266,155.124,8,14.047,5.695,3.6142,1163,128.24,9.57,10
2112-08,SECTION8,05b62eaa08689ad2,2,3,3,8404,8404,0,8571,54.326,202.235,44,12.622,0.567,0.5819,942,140.32,95.92,57
2112-09,MEDICAID,b13967a59c73b785,3,7,7,10658,8848,1179,6321,5.812,912.126,42,14.952,8.59,4.478,252,123.58,23.38,56
2112-10,SNAP,ac80083ec001c29f,6,7,4,4744,2666,1356,4095,30.935,615.217,64,4.911,3.38,3.766,1667,53.87,34.44,56
2112-11,MEDICAID,d0607b7ed11a95e1,8,2,0,4530,4530,0,313,12.254,222.678,21,0.207,10.513,1.7777,1421,165.25,44.71,43
2112-12,UI,8043c96917a94371,3,6,6,8250,8250,0,8810,54.961,702.859,61,6.03,1.699,2.8802,2273,48.99,41.55,21
2113-01,MEDICAID,d662eb8636e9162b,3,1,0,6533,6533,0,6060,25.334,819.12,65,2.081,7.508,4.7091,1433,132.13,9.8,31
2113-02,TANF,96c10cdd0399e44b,5,1,1,9738,5054,3954,606,22.083,878.701,44,1.71,7.067,4.1739,1185,178.66,4.79,60
2113-03,CHILD_CARE,d61788e6ed4452ca,6,5,1,1464,1464,0,5431,31.144,379.852,72,5.921,8.075,2.2041,930,88.07,56.36,48
2113-04,SSI,e77b46467c142bdf,2,3,1,3266,3266,0,1127,40.411,535.363,29,3.036,0.359,4.1218,444,168.0,45.07,31
2113-05,MEDICAID,2e9d0fd10155ec48,2,1,1,10756,302,9523,8326,20.13,452.294,18,13.877,12.532,4.1653,91,139.69,46.73,47
2113-06,MEDICAID,e1e76af5412b5f25,5,8,8,4156,4156,0,5218,35.411,294.325,39,8.046,5.168,3.0639,845,154.23,48.95,21
2113-07,SNAP,893eee7b2e17b1f5,3,11,2,3031,3031,0,8234,8.555,1001.516,16,7.713,12.186,2.6266,800,72.72,52.2,54
2113-08,CHILD_CARE,0dee0a1396a6ea9e,7,5,2,2693,2693,0,4810,53.363,765.587,2,9.007,2.627,3.5772,1190,130.74,92.94,22
2113-09,CHILD_CARE,298b4a64d8f07369,7,11,0,972,972,0,7117,36.17,403.338,20,6.141,2.198,3.7706,1638,61.6,66.56,36
2113-10,UI,734dd5de0468ebdb,6,5,1,11990,1739,9673,2990,7.729,770.169,18,0.907,11.726,3.3853,1644,150.2,1.27,35
2113-11,SNAP,0471ef86e8ea718b,4,3,3,4495,4495,0,260,44.999,794.47,29,9.193,10.412,0.3628,12,96.53,44.97,22
2113-12,TANF,55d4bb6117d6e20b,6,7,6,1676,1676,0,5639,39.315,1132.341,65,2.099,0.578,3.268,1895,99.76,76.01,9
2114-01,SSI,23a046fa2c8691ef,1,9,9,8042,1890,4857,3697,21.879,348.432,60,0.108,9.113,2.2675,1540,112.36,87.19,35
2114-02,LIHEAP,6cefc1a4867d8beb,5,10,8,5228,5228,0,1563,3.828,594.733,9,5.328,3.358,3.3674,2490,154.17,61.77,34
2114-03,TANF,fe87fb618784abef,8,6,6,4309,4309,0,1023,3.726,696.344,22,6.617,13.395,1.5218,2312,14.24,99.64,44
2114-04,MEDICAID,b500213e7e6e8050,1,2,2,10728,10599,0,3735,16.941,1059.915,54,1.397,8.783,1.7467,2111,48.02,32.6,48
2114-05,MEDICAID,4c48bff237d35bf3,3,4,4,8770,1507,6166,6443,9.043,167.766,45,1.109,14.058,0.6756,1289,98.26,39.17,6
2114-06,CHIP,d5181ea5455d17f9,2,5,5,11050,8272,2165,2570,25.38,1161.637,16,4.072,0.713,1.9244,226,98.36,22.31,13
2114-07,TANF,389e44203e794dd0,8,1,1,5525,5525,0,8057,51.438,1118.158,35,1.994,7.986,2.0913,1061,103.98,10.27,53
2114-08,SNAP,5e636bc4a94eb121,6,7,2,2804,2804,0,6674,26.764,673.989,42,12.644,8.957,3.7962,754,70.25,83.63,22
2114-09,MEDICAID,7ffc54e800ea1440,1,6,4,452,452,0,6544,11.57,97.54,30,10.808,10.646,1.7908,375,163.89,69.26,38
2114-10,MEDICAID,5aa5386bd311af02,5,10,9,4923,4399,0,7888,19.355,375.221,18,14.877,10.343,4.9754,2335,37.24,49.99,57
2114-11,SECTION8,f82eef10b21abe12,6,3,0,4395,4395,0,2001,50.696,482.082,18,3.46,0.176,4.0889,862,68.79,63.07,18
2114-12,WIC,0264b89f2b14e593,4,7,7,6275,6275,0,1253,14.425,1019.003,4,13.475,14.694,3.6555,201,41.63,31.54,40
2115-01,LIHEAP,49c14c6d87bcc14b,7,10,6,433,433,0,8191,53.618,203.704,20,12.207,5.193,1.4976,2171,63.74,87.03,10
2115-02,SSI,61a86db8699c748c,8,5,3,7156,6778,0,783,12.951,603.875,26,12.974,5.662,4.4605,1507,102.08,95.5,32
2115-03,MEDICAID,a6cc667cbdc3f92d,3,6,6,3540,2845,96,8509,14.591,1100.516,17,10.098,5.099,1.1831,1015,47.13,53.01,0
2115-04,WIC,6339825229e1f7fb,5,11,5,8558,5872,1680,6226,5.144,916.227,21,9.735,7.532,2.8991,2111,21.67,65.85,47
2115-05,SNAP,f935874891bf453e,8,10,3,2690,2690,0,5194,33.045,637.098,16,6.432,0.815,4.9073,1662,162.4,42.37,19
2115-06,MEDICAID,62f6e94420442251,1,2,2,11358,9590,1039,542,45.828,73.029,6,11.772,11.494,1.823,1306,65.4,24.13,18
2115-07,MEDICAID,b7a6e070d0a068ab,1,5,3,9317,9317,0,8136,58.297,806.48,29,11.554,2.746,1.6601,1387,153.01,3.44,35
2115-08,SNAP,abbcad129881223c,1,12,6,5419,485,3059,3067,0.824,1023.351,14,9.292,6.005,2.3172,2330,113.84,72.87,27
2115-09,MEDICAID,4f5c34bab7b75e3a,1,2,2,11782,2112,9303,2385,15.9,113.622,71,9.44,6.759,4.4148,1765,37.21,32.65,40
2115-10,LIHEAP,88b5c88e32a206ce,3,9,0,5849,5849,0,8161,20.526,851.863,2,12.4,2.189,0.4601,2341,19.91,71.15,49
2115-11,SNAP,db7bc27f45d9437d,2,7,3,6222,6222,0,3366,42.549,142.284,65,10.42,9.848,4.9207,1935,138.06,46.64,8
2115-12,SNAP,2f67db0732f24697,3,4,1,3948,3948,0,5298,17.11,624.665,13,12.866,1.655,4.4244,687,1.52,42.28,52
2116-01,CHILD_CARE,f475649c3c35c657,1,4,2,5228,5228,0,1157,45.89,1042.896,35,6.241,2.897,1.8137,1630,95.11,74.51,56
2116-02,MEDICAID,ee4c1677c6818512,7,4,4,10686,554,9761,4008,8.707,856.797,13,1.189,4.038,4.8789,2419,121.42,42.13,57
2116-03,MEDICAID,983329fd30771359,3,6,6,8869,2667,5001,6898,23.584,70.318,28,12.473,10.333,0.211,1498,61.21,19.86,58
2116-04,SECTION8,ad1e17f24ab6b4fd,8,12,10,5176,5176,0,5232,29.034,428.139,55,14.881,12.511,0.3575,2185,98.97,78.47,48
2116-05,WIC,fac1e40a1a63c198,5,12,8,3976,1719,956,8015,2.27,753.01,68,3.808,6.576,1.3374,2116,155.2,30.36,56
2116-06,UI,58b13206cea87c09,7,12,0,4389,4389,0,1733,3.43,991.741,35,0.564,1.068,0.9697,225,175.42,1.29,35
2116-07,SNAP,4a437d7101143cb7,2,5,5,525,525,0,3439,32.926,927.972,49,7.131,8.438,4.8692,2139,27.37,42.16,26
2116-08,UI,094a14ff9ccc3db7,8,2,2,1063,1063,0,2819,34.258,923.523,23,9.248,7.265,0.9914,2438,57.83,97.14,56
2116-09,MEDICAID,0dd612979833fbf0,3,6,6,11231,8073,1522,1268,8.239,229.914,31,8.135,10.408,4.0217,2237,125.97,32.11,12
2116-10,TANF,01e4912d7ddac369,6,1,1,10665,855,9175,1518,33.427,420.085,22,13.232,2.99,3.244,1043,15.08,82.19,7
2116-11,LIHEAP,db7a347c02bff66d,7,5,4,10269,4437,4867,1576,45.778,442.936,20,4.908,11.972,0.6267,1938,77.31,7.27,13
2116-12,SNAP,c530f00f5658caa0,2,7,3,8227,8227,0,818,32.733,1128.167,21,11.334,6.168,0.7626,287,49.02,4.17,52
2117-01,LIHEAP,d54c70a72c79ec56,3,12,3,11357,8595,1562,7264,54.231,626.048,49,7.159,12.807,0.9791,2213,26.25,26.5,1
2117-02,SNAP,29d3cb6e75a299da,8,3,3,10661,10130,0,2992,18.654,956.799,16,4.575,4.22,4.8642,197,108.45,59.73,60
2117-03,SNAP,606122c74465a052,5,1,1,10833,6829,2172,5874,24.43,22.71,43,7.335,3.421,3.4642,1030,137.44,49.61,11
2117-04,TANF,cab4bf1271826d86,8,11,7,1768,1768,0,1361,48.819,387.821,58,0.975,9.993,4.2576,1641,43.91,8.06,35
2117-05,UI,d0db22cb63db0725,7,11,3,58,58,0,1332,30.061,1173.142,31,10.331,7.202,1.6881,513,52.84,52.91,13
2117-06,SNAP,acdb7dc57f1e630b,2,6,4,6890,6890,0,1061,36.113,1176.163,55,13.997,8.868,4.2865,139,7.0,46.3,40
2117-07,MEDICAID,b23df31f106a41b3,1,2,2,2097,2097,0,1585,47.553,470.264,20,0.619,13.498,1.9983,1356,176.3,64.52,58
2117-08,MEDICAID,e15870df74261c2b,2,3,3,8060,8060,0,4322,29.447,56.365,11,2.779,0.18,2.1825,330,43.19,71.66,38
2117-09,WIC,74e8cedaf5678dd6,3,11,5,11064,3501,7431,8704,6.456,748.716,67,9.933,14.802,3.5143,1224,10.43,68.8,37
2117-10,SECTION8,347e016f4df13bd0,7,11,3,2851,2851,0,8466,25.714,303.947,4,0.69,0.369,3.3094,1784,163.12,4.23,60
2117-11,SNAP,fd6fa27cec5d4d1e,3,12,2,365,365,0,4226,8.215,706.568,51,10.069,14.583,1.7528,1337,174.54,60.77,57
2117-12,SNAP,8aceb6e324703698,6,10,9,4307,1256,2278,301,19.859,253.409,2,11.732,8.471,1.3352,2310,28.72,67.53,42
2118-01,SNAP,18d3491c613606e9,7,7,7,8575,103,7596,8802,42.061,35.42,47,12.237,14.274,1.3557,1293,176.21,11.04,37
2118-02,SNAP,d9d9726984b9a873,3,11,11,4900,2427,1550,7343,52.818,866.071,28,12.793,10.872,3.8647,824,76.22,75.79,56
2118-03,CHIP,caf23fa577fd5f2a,1,6,6,848,848,0,6325,27.2,520.252,55,10.713,11.281,2.3529,1886,96.21,69.48,24
2118-04,WIC,815ddba46a6f98cc,7,4,4,2843,2843,0,1078,56.32,166.013,36,6.067,1.235,2.1356,899,32.49,7.78,6
2118-05,MEDICAID,8cc72da809851ce5,8,4,3,965,965,0,8187,35.146,756.014,11,8.578,12.271,4.712,1954,41.17,53.31,55
2118-06,SSI,577be00e2c129e83,4,12,12,3325,885,924,8627,28.71,854.645,15,0.164,5.366,0.4674,2127,13.12,91.95,52
2118-07,SSI,f6daa1f60dff0f9d,8,10,2,3782,1853,1738,136,45.829,594.276,34,5.776,11.823,3.6086,2275,63.47,29.09,2
2118-08,TANF,e984ad872e11ff27,3,11,2,10669,5886,4584,215,50.777,1041.017,31,1.308,14.608,1.8882,990,86.54,33.39,59
2118-09,CHILD_CARE,6cacf420fbd1299d,6,12,3,4874,4874,0,1237,14.092,76.038,63,6.869,12.802,1.1901,2417,62.76,50.93,10
2118-10,UI,bd83f173c8d3fe02,3,2,2,1850,1850,0,2032,2.632,1033.679,39,12.75,14.755,1.0577,1239,77.96,22.09,52
2118-11,CHIP,171cff98622fc772,4,3,3,3690,3690,0,4768,15.971,1064.3,49,3.133,5.034,0.4405,615,140.52,69.93,23
2118-12,TANF,cc21047bfd00034a,7,11,4,3355,3355,0,4941,18.299,993.251,16,4.645,3.844,4.7501,514,152.03,33.65,21
2119-01,CHIP,5d3d4553fb5cf925,1,9,2,7747,873,5384,4386,52.467,519.482,2,12.082,10.512,3.8709,518,104.76,81.63,25
2119-02,MEDICAID,988a389f1efe1c12,2,5,4,2596,2596,0,2430,24.783,1071.253,6,3.787,14.688,2.5918,1091,153.89,71.67,49
2119-03,MEDICAID,649ca533d549fe7c,5,10,9,1099,331,0,7908,30.05,1139.394,13,11.905,10.786,3.4334,2427,134.81,25.29,46
2119-04,TANF,4bb5126967ce94d6,6,6,1,10155,3661,6340,7473,32.253,953.005,30,11.894,2.57,4.7396,1858,116.89,35.53,27
2119-05,CHILD_CARE,2f008acfbc004d58,8,3,1,6730,2270,2675,2930,41.81,403.536,72,2.549,2.023,1.6852,1210,120.16,31.03,13
2119-06,WIC,305650584740a4f4,7,8,1,2244,2244,0,627,13.944,493.037,59,13.189,1.697,4.0606,1342,88.17,60.18,19
2119-07,SNAP,013b7bb53b5c1f8e,6,3,3,3540,1163,510,7419,33.732,1150.758,5,12.267,6.695,3.127,549,24.17,66.92,45
2119-08,SECTION8,e935838b937da347,6,4,4,1619,1619,0,2271,44.075,129.999,53,12.419,11.735,3.1804,447,93.96,13.59,37
2119-09,MEDICAID,666438e5b33739a9,4,4,1,8956,7150,561,2412,25.948,1036.54,66,2.793,6.332,1.231,491,46.05,7.38,45
2119-10,SNAP,49ec40aa79c3b53d,6,10,6,4998,4998,0,2645,22.051,336.051,39,7.818,12.968,3.6768,2021,139.04,46.15,7
2119-11,SNAP,b432b60466b3890a,2,12,6,8639,8639,0,1923,14.999,554.782,55,3.406,14.112,0.6758,1586,19.55,58.84,31
2119-12,UI,125336a8211b7eef,4,3,3,7518,763,6399,4145,36.128,284.103,13,7.878,4.924,2.0504,418,147.35,2.51,44
2120-01,SSI,c0f1538696aa9311,4,5,5,3994,3994,0,1795,50.074,542.544,66,14.578,1.783,4.0911,1197,135.29,32.39,25
2120-02,SSI,a5b522cbdbd430e9,8,2,1,5984,5984,0,8157,29.621,556.435,15,11.618,9.372,1.0857,1519,24.16,50.24,56
2120-03,CHIP,638d7d799c320724,7,8,7,1941,1941,0,4160,1.278,233.756,24,11.555,11.096,4.7219,1678,3.72,87.18,19
2120-04,SSI,8f1020d06a0def13,4,8,0,7782,5088,2030,4110,31.023,452.277,28,10.934,4.549,2.5992,424,11.96,45.01,7
2120-05,MEDICAID,f47bdcff9da88f26,1,4,4,6563,6563,0,6470,4.736,784.918,28,6.112,2.292,4.1936,1220,14.56,87.85,37
2120-06,LIHEAP,79a13f5583cc55cb,2,3,3,5062,5062,0,3612,12.821,1015.969,55,1.272,10.189,0.2929,1425,10.92,2.28,19
2120-07,SNAP,97820d5c61b84e9e,4,8,8,2883,2271,0,796,27.38,384.83,66,1.76,11.622,0.6108,1832,96.96,10.15,46
2120-08,SSI,04904acecc032fc5,3,12,5,998,772,0,5675,12.837,943.941,3,8.043,6.614,3.1282,2054,36.45,65.0,36
2120-09,WIC,dc6107fda6732deb,2,8,2,11498,3794,6807,7493,9.005,734.852,12,12.377,4.288,3.3972,2470,22.7,61.86,54
2120-10,SECTION8,04b085523408ceb0,1,6,1,4084,3497,0,7545,24.56,1162.263,42,13.505,12.737,0.6928,1967,4.02,43.34,43
2120-11,SNAP,afbf96ac914fb734,1,5,5,9951,7292,1243,8192,26.519,245.784,48,11.757,11.491,4.8082,1994,162.18,51.29,59
2120-12,SSI,96e54b314a3d5574,3,3,1,5640,4323,1305,6052,35.9,720.045,7,6.274,8.672,4.6112,2296,27.41,31.0,39
2121-01,SECTION8,84b0336d19ea3044,1,12,12,9209,7649,417,1313,34.956,366.936,24,8.894,13.773,4.3292,1753,123.49,74.97,12
2121-02,SECTION8,c9a658e18d92fc35,8,2,2,972,610,0,4114,32.901,1016.137,45,11.231,3.216,3.0235,624,116.72,34.05,13
2121-03,SNAP,0ba3879bb7aa0d4a,1,8,6,6645,3271,2656,6595,0.113,574.638,14,0.216,1.519,3.7709,1803,45.6,15.95,3
2121-04,WIC,274409599aef7713,7,3,3,9304,9304,0,144,44.92,570.429,12,14.701,14.362,1.0261,1123,153.45,27.83,25
2121-05,MEDICAID,bb14021c86fdfd54,6,12,3,2277,2277,0,4154,37.676,264.77,40,7.443,2.945,2.5752,1599,27.2,0.95,46
2121-06,UI,e6c6a77fcce6fa5d,3,6,6,9559,2638,5522,6758,12.492,79.671,45,9.177,4.235,1.7649,1773,113.23,32.98,57
2121-07,CHIP,c8ecb6ea50693d38,3,5,5,2131,2131,0,6230,53.864,404.732,55,4.97,2.606,0.3815,2363,57.97,17.41,39
2121-08,SECTION8,67566d6c94cb744f,7,6,3,2805,2805,0,8514,32.703,668.693,14,2.504,3.447,3.1269,1435,98.78,50.06,19
2121-09,LIHEAP,62a44d61cf114306,1,6,5,2515,2515,0,1706,40.366,1190.604,65,0.726,9.816,4.9101,1489,84.32,95.18,26
2121-10,UI,dc405cae5aee68d8,2,4,4,7614,376,5467,5502,21.907,419.465,38,11.413,6.169,1.6349,2125,50.5,74.48,34
2121-11,TANF,b66c4e00ac1038d1,2,8,8,10229,655,8539,4172,21.465,787.376,45,1.639,2.316,4.0323,1900,15.06,40.37,57
