safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_ncoial_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE-58,HH-f10bb13c6c2b5c,5.36,1.31,N,N,Y,Y,Other,0.86,65.96,94.23,2.28,8.73,Never,Sometimes,9.1,1.61,InPerson,2.246631
WAVE-26,HH-001cd59793c06b,6.03,8.92,Y,Y,Y,N,FearRetaliation,7.96,5.19,56.77,3.31,6.42,Rarely,Never,2.54,8.13,Phone,2.90177
WAVE-16,HH-75f2ff150e2843,1.11,3.49,N,Y,Y,N,NotWorthIt,4.69,22.24,97.44,6.63,2.36,Monthly,Rarely,9.14,8.11,Paper,2.938811
WAVE-17,HH-d4c19014bf2689,1.27,5.97,N,Y,N,Y,NoEvidence,1.25,93.64,19.27,5.23,0.2,Never,Often,0.36,5.21,InPerson,0.516528
WAVE-47,HH-300a271765e849,6.51,0.78,N,Y,Y,Y,NoEvidence,3.97,3.56,46.94,7.62,5.89,Never,Often,3.21,6.03,InPerson,2.409765
WAVE-01,HH-1ef3952d41c842,9.6,9.14,N,N,N,N,Other,6.46,15.34,84.55,9.28,4.66,Monthly,Rarely,0.57,9.26,IVR,1.055089
WAVE-28,HH-344710f896f151,5.31,0.65,Y,N,Y,N,NoEvidence,8.35,95.82,81.69,0.62,4.66,Never,Never,5.24,1.29,Phone,3.333221
WAVE-22,HH-23c1d766e00c5e,6.4,4.26,Y,Y,Y,Y,NoEvidence,7.25,21.37,50.43,4.72,6.08,Never,VeryOften,2.68,6.25,InPerson,1.841225
WAVE-57,HH-5050af97886ba9,5.71,7.91,N,N,N,N,FearRetaliation,0.52,65.51,22.83,0.17,0.8,Never,Sometimes,5.56,2.0,Paper,3.615387
WAVE-45,HH-92d3984dc13e9d,9.09,6.48,Y,Y,N,N,TooMinor,8.18,87.37,58.51,4.5,6.85,Rarely,Never,0.01,1.4,InPerson,1.25974
WAVE-59,HH-a7ec4f664225b7,0.2,0.66,N,N,N,N,NotWorthIt,6.01,21.6,60.59,7.76,7.24,Rarely,VeryOften,9.17,7.96,Phone,1.420187
WAVE-48,HH-1daa2693b7adc0,4.02,1.04,N,N,N,Y,FearRetaliation,9.66,33.15,97.25,5.01,9.31,Never,Often,8.04,1.69,IVR,1.82124
WAVE-44,HH-f4a603169d2149,2.6,6.74,N,Y,Y,Y,Other,5.02,33.38,42.93,0.57,5.89,Monthly,Rarely,9.81,4.42,Paper,3.469893
WAVE-56,HH-316c1bc9b9bd0a,8.52,2.05,Y,Y,N,N,NoEvidence,5.5,65.68,31.42,5.98,6.5,Never,Often,2.14,9.86,Paper,3.421889
WAVE-50,HH-ad403872c3db79,5.82,8.37,N,Y,Y,Y,FearRetaliation,4.34,86.88,31.13,4.79,7.02,Rarely,Sometimes,8.94,1.8,Paper,3.390234
WAVE-28,HH-7eb377d7a0296c,4.46,9.64,N,N,N,N,TooMinor,7.16,77.22,30.74,7.01,4.16,Rarely,VeryOften,6.88,4.6,Web,4.324932
WAVE-44,HH-b8864a5527508b,1.76,1.57,N,Y,Y,Y,TooMinor,9.7,36.55,12.7,8.16,0.19,Never,Sometimes,8.25,2.07,IVR,1.756341
WAVE-49,HH-15128effc00e53,3.36,2.76,Y,N,N,Y,NoEvidence,9.69,40.89,18.52,3.64,4.39,Never,Sometimes,4.98,7.2,IVR,2.184364
WAVE-02,HH-d93f15443a8702,4.48,0.76,Y,Y,Y,N,Other,0.61,36.45,29.81,1.23,9.1,Never,VeryOften,2.35,7.81,Web,4.02373
WAVE-45,HH-cac4951f9bc09e,8.3,0.41,Y,Y,N,Y,FearRetaliation,0.47,81.08,87.04,2.91,2.07,Never,VeryOften,0.72,5.73,Phone,2.019266
WAVE-29,HH-3643cae9d1b423,8.64,3.9,N,Y,Y,N,NoEvidence,6.68,81.4,32.53,2.65,6.41,Never,Rarely,1.1,7.95,IVR,3.67619
WAVE-36,HH-5e92d450402189,2.38,0.02,Y,N,Y,Y,DistrustPolice,0.09,51.72,33.68,8.3,6.03,Never,Never,7.61,2.01,Phone,0.90256
WAVE-48,HH-1811209d4b439c,5.2,1.55,N,N,Y,N,DistrustPolice,8.39,67.43,29.68,0.89,5.53,Never,Never,3.42,5.79,Phone,3.52404
WAVE-45,HH-58dc01c994c4d7,9.22,1.88,Y,N,Y,Y,DistrustPolice,8.18,13.05,91.14,2.69,7.31,Never,Sometimes,4.04,6.47,Web,1.218793
WAVE-56,HH-31883c6335efb1,4.47,4.08,Y,N,Y,Y,Other,9.92,26.23,60.64,2.96,6.06,Never,VeryOften,4.1,7.92,InPerson,4.446849
WAVE-19,HH-d02408f0ae8c9a,1.14,7.45,Y,Y,N,Y,NotWorthIt,5.18,69.01,65.15,1.43,3.73,Monthly,VeryOften,2.87,4.75,Phone,2.895981
WAVE-39,HH-b8cfcf2ec9dd47,1.41,9.4,Y,Y,Y,N,FearRetaliation,0.89,67.87,55.83,9.81,6.74,Never,Rarely,4.01,7.9,Web,3.168747
WAVE-19,HH-ff2422d07fd56f,4.05,6.85,N,Y,Y,N,FearRetaliation,2.75,87.83,55.44,8.54,9.39,Never,Never,7.58,3.48,Paper,1.961164
WAVE-23,HH-fdf95f7eb21c96,2.69,0.18,Y,N,Y,Y,FearRetaliation,3.42,86.16,72.73,4.46,9.07,Monthly,VeryOften,8.53,9.08,Web,3.481618
WAVE-16,HH-b53c52d2835293,4.4,1.83,N,Y,Y,N,NotWorthIt,6.19,17.09,40.87,2.66,8.35,Never,VeryOften,3.37,8.13,Paper,2.394395
WAVE-13,HH-7b489f72917592,1.76,7.86,Y,Y,Y,N,TooMinor,8.65,44.15,6.72,7.59,6.92,Weekly,VeryOften,5.52,5.47,InPerson,0.793419
WAVE-16,HH-695cedf5b50af0,1.46,4.98,Y,N,Y,N,DistrustPolice,5.08,50.65,76.43,9.47,3.61,Never,Often,8.66,4.57,Phone,2.779043
WAVE-31,HH-394db52fc78d4c,7.18,3.23,Y,Y,Y,Y,DistrustPolice,6.26,12.25,36.63,7.2,4.86,Rarely,Never,0.94,3.28,IVR,1.396798
WAVE-37,HH-0325a760803431,5.76,5.74,Y,N,N,Y,Other,4.28,11.25,84.74,9.45,9.59,Never,Never,7.44,0.8,Paper,1.857552
WAVE-01,HH-47369f1abcda8a,4.78,3.73,N,Y,Y,Y,NoEvidence,7.15,41.9,91.22,1.06,1.44,Never,Sometimes,5.42,9.5,IVR,2.354424
WAVE-05,HH-f03e1b7a0ad659,8.47,1.23,N,N,Y,Y,DistrustPolice,1.19,8.08,31.48,8.89,6.76,Rarely,Rarely,1.44,4.49,Web,1.989387
WAVE-15,HH-d28742ab90e93d,8.85,7.24,N,N,N,Y,NotWorthIt,8.1,17.11,56.26,9.54,4.6,Never,VeryOften,4.25,3.77,Phone,2.929839
WAVE-26,HH-2447cbee0daaad,0.14,1.76,N,Y,N,Y,DistrustPolice,2.43,90.15,86.76,1.06,5.2,Never,Often,6.74,1.9,InPerson,3.269582
WAVE-16,HH-63ee5000b4b9f3,6.65,3.1,Y,Y,N,N,TooMinor,6.36,85.84,19.99,0.69,0.33,Never,Rarely,2.19,9.26,InPerson,2.640215
WAVE-35,HH-b6595a98b5a4f2,1.75,6.6,Y,N,Y,Y,FearRetaliation,8.03,9.43,55.2,3.23,8.81,Never,Often,2.52,1.75,Paper,2.122931
WAVE-40,HH-0de1f0e87c37c8,1.92,1.12,Y,Y,N,N,FearRetaliation,4.36,36.67,62.61,8.88,0.78,Rarely,Often,3.95,2.48,Phone,1.004138
WAVE-15,HH-7e8b6922f4604b,5.77,2.73,N,N,Y,N,Other,8.49,73.17,31.35,6.41,4.0,Never,Often,4.12,7.97,IVR,0.383766
WAVE-12,HH-7cc0baa6516fe6,3.26,7.32,N,Y,N,Y,FearRetaliation,2.51,49.94,77.09,3.86,0.41,Never,Never,0.2,9.41,InPerson,0.533384
WAVE-17,HH-84707abdfd4d41,5.55,3.04,Y,Y,N,N,FearRetaliation,9.53,54.43,26.88,4.7,6.17,Never,Never,7.31,5.61,Paper,0.734214
WAVE-15,HH-7246883fba1878,2.6,1.71,Y,Y,N,Y,NoEvidence,9.15,50.33,69.26,2.46,1.06,Never,Sometimes,5.25,7.12,Web,2.442432
WAVE-17,HH-5156520ba62967,2.8,3.61,Y,N,Y,N,Other,3.86,90.98,81.66,1.96,9.05,Monthly,Never,0.25,9.99,IVR,2.402146
WAVE-41,HH-b29c1626728478,5.81,9.82,Y,N,N,Y,NotWorthIt,4.97,71.43,22.14,4.15,2.31,Monthly,VeryOften,7.92,3.72,Paper,2.443438
WAVE-01,HH-dd8e1604051f74,2.48,1.55,N,N,N,Y,Other,8.45,93.07,3.01,2.45,6.9,Rarely,Never,2.75,2.68,Paper,0.393371
WAVE-10,HH-98786b57d0922c,8.08,9.02,N,N,Y,N,NotWorthIt,9.21,56.57,63.72,7.41,8.93,Never,VeryOften,0.87,9.6,IVR,0.683413
WAVE-14,HH-6a23117dc54ecd,0.37,3.76,Y,Y,N,Y,FearRetaliation,7.77,4.37,50.11,3.76,7.3,Never,Sometimes,5.39,1.07,Paper,0.799573
WAVE-56,HH-b45952c494c8be,4.16,5.45,Y,N,N,Y,DistrustPolice,3.28,30.93,24.63,4.65,6.69,Rarely,Sometimes,4.15,7.95,InPerson,2.534441
WAVE-43,HH-875e65d9eb062e,2.55,7.93,Y,N,N,Y,NoEvidence,1.55,67.18,17.32,7.73,2.11,Never,Sometimes,6.44,2.39,InPerson,1.085671
WAVE-26,HH-4fc1782336aec2,2.42,9.43,N,Y,Y,Y,NotWorthIt,6.77,76.6,66.51,7.92,0.07,Monthly,Sometimes,7.75,0.09,Web,1.50989
WAVE-07,HH-31d413f827b7d0,9.07,9.31,Y,Y,N,Y,Other,1.66,99.39,41.75,7.66,2.46,Rarely,Never,7.0,9.19,Web,3.047723
WAVE-32,HH-14818ec5ebfdc9,9.22,1.18,Y,N,Y,N,Other,0.71,63.19,19.59,6.92,9.79,Rarely,Often,0.74,0.66,Web,2.024543
WAVE-01,HH-ee794e5567d77e,0.04,3.74,Y,N,N,Y,TooMinor,0.72,42.08,60.01,5.4,1.17,Rarely,VeryOften,0.97,8.52,Paper,1.58819
WAVE-04,HH-b148d76c395b6f,0.19,0.26,N,N,N,Y,DistrustPolice,0.24,86.2,68.01,7.76,3.49,Never,Often,0.82,6.05,IVR,1.435036
WAVE-24,HH-23b60f58baad26,3.27,3.66,Y,Y,N,N,Other,2.47,73.75,6.52,2.02,2.85,Monthly,Often,7.57,4.53,IVR,2.673341
WAVE-21,HH-c52d1acab4a9f5,2.84,6.93,N,N,N,Y,FearRetaliation,7.99,40.65,29.44,3.77,0.31,Never,VeryOften,8.65,9.4,Web,0.982977
WAVE-31,HH-e1e50ecca7c1a8,9.11,7.51,Y,Y,Y,Y,Other,3.26,98.83,27.87,8.16,6.27,Never,Often,5.75,9.24,Phone,1.136259
WAVE-03,HH-8fdec0a6e697dd,7.84,6.13,N,N,Y,Y,NotWorthIt,8.29,7.11,24.52,9.57,1.23,Daily,VeryOften,2.58,4.29,Phone,3.178278
WAVE-05,HH-e51bcc65e44a6e,8.05,5.66,N,Y,N,N,FearRetaliation,7.07,36.88,77.23,8.65,2.5,Rarely,Often,8.91,1.67,Phone,2.223649
WAVE-48,HH-0e5e8747beedef,8.11,1.09,N,N,Y,Y,Other,1.7,70.79,31.69,7.49,2.25,Never,Rarely,5.62,2.64,Phone,1.626668
WAVE-47,HH-3651d51f63aadf,6.09,7.29,N,N,N,Y,NoEvidence,9.74,15.48,52.85,8.98,0.33,Rarely,Sometimes,7.05,8.45,Web,2.496045
WAVE-17,HH-22b49a5e2a547c,6.47,7.56,Y,N,N,Y,Other,3.91,0.39,47.6,7.89,0.04,Never,Sometimes,3.88,9.05,Phone,2.080737
WAVE-27,HH-56f8bf3d3bd253,8.04,2.06,N,N,N,N,DistrustPolice,5.15,27.09,31.81,9.26,6.05,Rarely,Sometimes,8.9,6.36,IVR,1.273801
WAVE-37,HH-39708b2c32b6f2,0.11,9.22,N,N,N,Y,FearRetaliation,8.97,79.86,97.03,8.91,2.23,Never,Rarely,5.6,2.02,Phone,3.507233
WAVE-13,HH-52bd80525ee378,9.23,6.42,N,Y,N,Y,TooMinor,7.85,51.49,20.3,0.15,2.14,Never,Often,9.72,9.54,Phone,0.350379
WAVE-47,HH-604dde86fecae6,7.93,2.33,N,N,N,Y,TooMinor,2.32,1.94,24.2,1.7,8.57,Never,VeryOften,5.61,7.43,Paper,3.537612
WAVE-20,HH-7101069285b719,3.51,0.28,N,Y,Y,Y,Other,5.34,13.22,90.21,2.51,9.4,Never,Sometimes,4.94,9.14,Phone,1.000008
WAVE-13,HH-40b71e94394ebb,9.23,0.58,N,N,Y,N,FearRetaliation,1.9,59.7,51.86,1.08,2.77,Weekly,Never,1.08,6.73,Phone,2.762293
WAVE-27,HH-ec9ecaf30a7a1d,0.32,3.65,Y,Y,Y,N,NoEvidence,5.58,91.03,62.93,1.02,7.05,Weekly,Never,5.22,6.8,IVR,1.254703
WAVE-12,HH-cc0fae39eb6040,3.94,0.25,Y,Y,Y,Y,Other,6.88,63.85,32.81,2.14,9.38,Weekly,Sometimes,8.17,3.36,Phone,1.007929
WAVE-25,HH-bfbb9a7139b96a,0.44,3.36,N,Y,N,Y,TooMinor,1.1,20.19,81.44,7.79,6.0,Rarely,Rarely,2.71,4.7,IVR,1.117225
WAVE-29,HH-0159ae9b4801f6,4.96,8.54,Y,Y,N,N,Other,2.56,91.94,45.26,6.81,3.02,Daily,Never,5.64,9.63,InPerson,3.069874
WAVE-33,HH-175b3e56cf06fb,4.43,6.9,N,N,Y,Y,Other,5.9,1.18,26.12,6.78,4.69,Rarely,Often,2.39,1.19,Phone,1.108696
WAVE-42,HH-b338bc454b522a,5.15,9.64,Y,Y,Y,N,TooMinor,7.5,92.79,90.9,5.0,9.89,Monthly,VeryOften,5.28,9.95,Paper,0.940367
WAVE-37,HH-b7f91f9616e817,2.87,4.27,N,Y,N,Y,NotWorthIt,0.1,65.75,69.27,2.54,2.34,Rarely,Sometimes,5.27,1.18,IVR,2.39715
WAVE-04,HH-aec2c26ea36c1d,6.97,6.15,N,Y,Y,Y,NoEvidence,8.41,39.85,20.52,7.62,2.84,Never,Rarely,7.06,0.05,IVR,4.093953
WAVE-55,HH-cf24d08a5c03e7,3.37,6.99,N,Y,Y,N,FearRetaliation,6.4,61.88,1.16,2.1,6.56,Rarely,Never,0.43,4.01,IVR,0.378221
WAVE-27,HH-2da16f75d7738e,9.75,1.66,N,N,Y,N,NoEvidence,2.9,74.58,69.06,3.22,7.46,Monthly,Often,3.18,0.08,Phone,2.851777
WAVE-12,HH-7fb25c4d6dc717,2.22,4.41,N,N,N,N,DistrustPolice,3.58,4.03,43.59,0.98,7.66,Never,Never,2.16,0.74,IVR,3.483934
WAVE-08,HH-fe64fabea60690,0.25,5.55,N,N,N,N,DistrustPolice,1.22,10.88,88.32,4.37,9.29,Never,VeryOften,3.79,9.18,IVR,4.272955
WAVE-10,HH-46f1d4b0fe5d8d,8.55,6.24,Y,Y,N,Y,TooMinor,8.89,61.06,79.13,4.07,5.49,Monthly,Rarely,2.63,8.11,IVR,2.80867
WAVE-43,HH-019105b8047256,2.54,9.89,N,Y,Y,N,DistrustPolice,3.49,21.89,85.01,0.36,9.84,Never,Never,3.02,6.76,InPerson,1.278436
WAVE-05,HH-9c569a1da05e9b,8.89,7.92,Y,N,N,Y,NotWorthIt,7.58,45.77,1.63,1.19,5.51,Never,Sometimes,0.91,2.18,InPerson,1.376416
WAVE-10,HH-fe1dbbe936af00,5.56,9.48,Y,Y,Y,N,Other,7.2,87.18,20.01,1.78,6.23,Never,Sometimes,1.52,5.09,Paper,0.762139
WAVE-19,HH-d80c09cf6747a7,1.03,7.67,Y,N,N,N,NoEvidence,6.09,95.71,35.98,8.26,3.97,Rarely,VeryOften,5.69,6.25,Paper,3.82083
WAVE-53,HH-393eadf6fd8cc7,3.94,9.03,Y,N,Y,Y,FearRetaliation,0.86,11.92,24.51,4.06,7.01,Monthly,Often,7.08,2.72,Web,1.747976
WAVE-55,HH-d49c27c719a26e,3.99,0.7,N,N,N,Y,FearRetaliation,0.86,49.4,51.89,9.96,8.71,Rarely,Often,1.09,8.13,IVR,2.31841
WAVE-10,HH-9f9bbd6a5b36da,5.08,4.77,N,Y,N,N,DistrustPolice,0.07,84.65,88.11,3.44,5.75,Daily,Never,2.65,9.65,Paper,2.387974
WAVE-17,HH-6a3ee61aa0bf9f,7.75,6.91,N,Y,Y,Y,NotWorthIt,3.19,49.03,62.78,3.9,8.95,Never,Sometimes,5.03,0.27,InPerson,1.164092
WAVE-45,HH-ceb5ac5e0f26a7,2.7,4.9,N,Y,Y,N,NoEvidence,4.85,14.95,14.43,6.94,7.16,Never,Sometimes,0.32,9.67,IVR,0.62965
WAVE-56,HH-36116d8a39b37a,6.35,8.98,N,Y,N,Y,TooMinor,0.01,62.85,99.01,4.24,4.74,Never,VeryOften,9.6,7.75,Phone,0.685557
WAVE-09,HH-9252ea94680149,3.22,4.43,Y,Y,Y,Y,TooMinor,0.01,70.36,7.54,5.98,0.6,Never,Sometimes,0.05,6.99,Web,4.465796
WAVE-37,HH-3885e06c503ab4,5.33,4.44,Y,Y,Y,Y,NoEvidence,7.37,16.92,84.66,9.66,9.19,Never,Never,4.8,6.63,Web,2.417224
WAVE-21,HH-449b4b94e59fe4,1.19,0.97,N,N,N,Y,DistrustPolice,3.97,7.24,96.5,0.85,5.44,Rarely,Sometimes,5.55,2.35,InPerson,2.697574
WAVE-03,HH-db6924d82740dd,8.66,6.4,Y,N,N,N,FearRetaliation,0.73,17.21,69.79,5.79,2.98,Never,Rarely,1.44,5.01,Phone,2.408737
WAVE-48,HH-6e9a342fa9420c,3.45,6.13,Y,N,N,N,FearRetaliation,4.27,33.62,77.32,0.66,0.83,Weekly,VeryOften,2.61,6.75,Phone,1.315153
WAVE-26,HH-d831c67f972ac6,9.3,8.71,Y,Y,Y,N,DistrustPolice,5.33,13.33,58.41,2.49,7.29,Daily,Often,4.2,0.23,IVR,1.122399
WAVE-34,HH-e5b3624693e7cc,1.84,7.19,N,Y,Y,Y,NotWorthIt,8.52,60.56,50.53,9.68,3.24,Never,VeryOften,7.47,6.04,Paper,2.519061
WAVE-55,HH-ccd3cb75511306,1.36,7.27,N,Y,N,Y,FearRetaliation,9.18,77.29,29.96,1.08,2.08,Never,VeryOften,8.64,9.47,IVR,2.554423
WAVE-46,HH-5d4594e4b955b1,4.56,2.43,Y,N,Y,Y,NotWorthIt,0.23,45.62,35.37,1.7,4.04,Never,Often,3.25,6.33,Web,0.613045
WAVE-29,HH-a165a7184109ed,4.55,7.99,N,N,N,N,NotWorthIt,3.6,54.27,49.75,9.77,0.19,Never,Often,6.29,9.41,Paper,0.441996
WAVE-53,HH-21a1d15e8bc841,4.62,1.77,Y,Y,Y,N,NotWorthIt,9.87,86.12,57.95,5.92,1.97,Daily,VeryOften,7.02,1.54,Paper,2.451459
WAVE-09,HH-198d5a3c6fd683,7.07,6.91,Y,Y,Y,N,FearRetaliation,1.96,69.64,37.58,3.81,5.21,Daily,Never,0.24,8.47,Web,0.777044
WAVE-48,HH-1eeb2956527127,7.48,2.62,Y,N,Y,N,DistrustPolice,3.6,31.43,32.55,6.23,4.51,Rarely,Rarely,7.79,1.21,IVR,3.4436
WAVE-19,HH-49fae03d40d8fe,7.78,7.58,Y,N,Y,Y,DistrustPolice,9.86,18.51,0.57,3.84,4.81,Monthly,VeryOften,8.21,1.24,InPerson,0.636991
WAVE-10,HH-107a2316096679,4.98,8.86,Y,Y,N,Y,NotWorthIt,3.71,3.26,38.48,0.89,4.78,Never,Rarely,6.61,5.57,Web,0.932428
WAVE-20,HH-b7ef0f9454902e,8.85,5.35,Y,Y,Y,N,NotWorthIt,2.55,53.69,32.44,2.4,0.25,Never,Never,1.83,0.5,Paper,0.642889
WAVE-05,HH-092e56afdd52b0,2.04,3.04,N,Y,Y,Y,NotWorthIt,1.14,85.4,63.7,5.07,0.84,Never,Never,7.48,3.94,Phone,2.757982
WAVE-18,HH-d7799d41ac4a17,7.78,0.79,Y,Y,N,Y,FearRetaliation,4.54,30.03,4.47,3.49,3.97,Rarely,Rarely,8.48,1.15,Phone,1.717085
WAVE-25,HH-93318174d959ad,6.35,9.46,N,N,N,N,FearRetaliation,5.59,5.42,38.11,5.13,9.87,Never,Often,5.84,1.36,Phone,1.077493
WAVE-55,HH-bd574a952dd2c6,6.89,4.01,Y,N,Y,Y,Other,5.98,52.17,9.27,3.48,5.13,Monthly,Sometimes,6.72,4.36,Phone,1.49238
WAVE-50,HH-49669ded206efd,4.16,0.07,N,N,N,N,TooMinor,3.5,85.99,48.46,0.03,6.03,Never,VeryOften,0.68,3.13,Phone,4.088637
WAVE-04,HH-a6c456dc2ab297,4.78,0.5,N,Y,Y,N,Other,6.45,20.9,65.67,2.11,4.62,Rarely,Never,7.18,1.42,InPerson,1.303216
WAVE-30,HH-be05b141544afb,2.23,2.57,Y,Y,Y,Y,Other,7.19,99.81,95.53,6.84,3.01,Never,Often,9.78,3.78,IVR,0.236218
WAVE-10,HH-14057662efd755,9.58,2.93,Y,N,Y,N,Other,4.95,29.52,63.7,2.64,5.22,Monthly,Often,2.1,7.19,Web,1.356319
WAVE-37,HH-8d55d3fce5f188,7.72,2.49,Y,N,Y,Y,FearRetaliation,3.84,92.31,38.48,3.15,9.05,Never,Sometimes,3.76,7.36,Paper,3.244472
WAVE-36,HH-767b8c79dab4c7,3.58,7.41,N,Y,N,N,Other,0.05,12.39,5.65,4.78,3.45,Never,Often,4.24,8.78,Web,2.253322
WAVE-02,HH-0faa7a723222c7,2.06,4.07,Y,N,Y,N,NoEvidence,7.93,68.6,78.76,9.86,2.95,Never,Sometimes,8.59,1.14,Paper,3.795162
WAVE-39,HH-ac2b3e3a03915b,7.68,3.73,N,Y,Y,N,NoEvidence,2.0,18.8,22.4,1.67,8.67,Never,Often,5.33,6.42,Paper,0.771193
WAVE-58,HH-6e5559d7656d10,7.39,5.75,N,Y,N,N,TooMinor,8.93,41.78,12.76,9.88,8.5,Never,Often,9.45,9.13,Web,0.989866
WAVE-49,HH-ef54b6e337dc76,8.12,0.61,Y,Y,N,N,Other,8.34,6.3,26.83,2.62,3.59,Never,VeryOften,0.96,5.61,IVR,3.471075
WAVE-28,HH-13d9695a502d2e,2.35,9.88,Y,Y,N,Y,NoEvidence,9.0,2.98,9.37,8.09,8.16,Daily,Never,2.63,4.92,Paper,1.920087
WAVE-02,HH-07cf51143fd48d,3.48,9.44,N,Y,Y,N,NoEvidence,3.02,92.3,62.55,7.99,1.96,Never,Often,8.71,1.13,Phone,3.954697
WAVE-17,HH-55b0279843fbe5,7.06,6.78,N,Y,N,Y,Other,8.66,39.18,78.59,4.01,1.15,Rarely,Sometimes,2.9,3.12,Paper,4.325056
WAVE-34,HH-34f49d45639d19,9.36,0.64,N,N,Y,N,Other,8.8,57.7,0.66,5.69,7.55,Rarely,Never,5.71,2.18,Phone,4.279626
WAVE-25,HH-2879743d93b37c,3.78,6.75,Y,N,N,Y,TooMinor,9.2,66.35,29.64,8.88,3.34,Never,Never,2.83,1.93,Paper,4.096976
WAVE-37,HH-381e031d979b37,1.99,1.92,Y,N,N,Y,FearRetaliation,0.25,95.15,38.7,3.36,5.04,Never,Often,0.58,3.12,Web,0.529388
WAVE-18,HH-72f715731afeb5,9.29,3.42,Y,N,Y,N,NoEvidence,9.9,43.18,46.75,3.18,9.49,Never,Never,2.78,7.83,IVR,1.611762
WAVE-15,HH-67a769436c76cb,6.12,8.77,N,N,N,Y,TooMinor,1.38,5.58,77.44,3.44,1.03,Weekly,VeryOften,8.64,1.66,Web,2.579166
WAVE-20,HH-a170c187d8f5c3,6.04,5.41,N,N,N,N,Other,4.85,14.45,3.53,8.26,9.54,Never,Often,0.4,10.0,IVR,0.724897
WAVE-58,HH-efb587dfb3a36d,3.76,4.91,N,N,N,N,FearRetaliation,8.51,53.33,34.18,6.06,9.76,Rarely,Rarely,2.83,3.17,IVR,2.255147
WAVE-14,HH-8415277b064e4b,9.2,0.77,Y,N,N,Y,NotWorthIt,8.68,13.7,95.35,4.82,0.63,Monthly,Often,0.7,2.77,Paper,1.37523
WAVE-44,HH-d289b9d3fd428d,5.12,4.67,N,N,Y,Y,TooMinor,6.06,82.66,21.89,6.76,0.33,Rarely,Never,8.96,4.31,InPerson,0.712827
WAVE-16,HH-5fd3047f03efa3,3.35,3.43,Y,N,Y,Y,NotWorthIt,0.12,43.37,66.7,1.91,2.06,Never,VeryOften,8.45,0.22,InPerson,1.061396
WAVE-53,HH-56c8e99ddc74e9,2.64,0.44,Y,N,N,Y,TooMinor,0.87,80.73,63.42,3.28,3.88,Rarely,Never,7.39,5.72,Paper,0.758251
WAVE-30,HH-c66023ec3d94db,0.5,0.03,N,Y,N,Y,NotWorthIt,4.11,71.09,28.51,7.3,3.04,Never,VeryOften,8.24,9.28,Web,2.446395
WAVE-41,HH-15aa1054a66b45,8.55,3.48,N,N,N,N,Other,5.11,33.8,34.39,8.75,4.68,Never,Never,0.15,2.18,Paper,1.562656
WAVE-33,HH-d1c7abcc3cebe2,5.7,8.43,N,N,N,Y,FearRetaliation,1.01,94.34,94.29,3.86,9.26,Never,Never,5.71,7.74,Web,0.321648
WAVE-24,HH-2f709fc4a3fba0,3.45,2.66,Y,N,N,Y,NoEvidence,8.41,57.44,55.96,0.04,3.73,Never,Rarely,5.13,6.04,InPerson,2.033596
WAVE-21,HH-b48d642c991b73,0.94,1.44,N,N,Y,Y,TooMinor,2.42,33.59,17.22,4.4,7.36,Weekly,Never,9.14,4.97,Web,1.754601
WAVE-49,HH-5d5615e4b45bd5,2.91,6.35,Y,N,N,Y,NotWorthIt,0.8,11.32,96.43,4.83,9.84,Never,Never,5.17,1.85,Paper,1.130313
WAVE-19,HH-ac2bd438445ece,4.73,4.62,N,Y,N,Y,TooMinor,8.59,5.72,77.86,6.7,3.94,Rarely,Never,2.6,6.22,InPerson,0.525928
WAVE-10,HH-c1eeeb302fceaa,0.13,6.19,N,Y,Y,Y,DistrustPolice,6.52,38.74,88.28,6.12,2.38,Rarely,Often,1.55,0.72,Paper,0.543983
WAVE-13,HH-f1a91a365bd71a,7.22,6.2,Y,N,Y,Y,FearRetaliation,7.8,50.45,86.76,0.54,8.64,Never,Rarely,1.03,8.47,Web,0.517683
WAVE-36,HH-e2f1887e8418af,8.72,9.0,N,N,N,N,DistrustPolice,3.17,25.48,11.6,0.2,3.3,Never,VeryOften,6.2,6.93,Phone,3.243002
WAVE-36,HH-420ee89cce35f8,8.32,4.98,Y,N,N,N,DistrustPolice,5.34,64.59,5.49,9.15,2.51,Never,Never,7.9,5.57,Paper,2.475491
WAVE-31,HH-46a8888d944a4a,7.97,1.36,N,Y,Y,Y,DistrustPolice,8.37,85.72,3.15,6.31,8.69,Never,Rarely,6.26,9.69,IVR,1.227346
WAVE-21,HH-8931c35d8bb749,7.74,4.19,Y,Y,N,Y,Other,5.79,13.18,31.13,8.11,7.86,Never,Sometimes,2.58,0.38,IVR,1.270642
