gov_mff_reference_year,gov_mff_mff_period_code,gov_mff_heading_code,gov_mff_programme_code,gov_mff_commitments_eur,gov_mff_payments_eur,gov_mff_execution_rate_pct,gov_mff_revenue_own_resources_eur,gov_mff_gni_based_resource_eur,gov_mff_vat_based_resource_eur,gov_mff_customs_duties_resource_eur,gov_mff_plastic_own_resource_eur,gov_mff_rebates_eur,gov_mff_unspent_commitments_ral_eur,gov_mff_audits_findings_count,gov_mff_irregularities_amount_eur,gov_mff_anti_fraud_olaf_cases_count,gov_mff_transparency_portal_url_hash,gov_mff_data_source,gov_mff_data_extract_date
2020,2014_2020,H2_COHESION_RESILIENCE,CAP,20201375272.34,9057973940.57,44.84,22346574123.45,9527942040.06,8268815684.3,1236204248.81,554075644.34,5401977147.39,16162509863.18,65,250636521.01,32,a4501289a873ccb9c7a8f179ecdd,OPEN_DATA_PORTAL_BUDGET,2024-07-03
2021,2021_2027,H7_PUBLIC_ADMIN,NDICI,50053793152.52,35173707094.91,70.27,16016422754.15,50474551033.23,9694364933.57,213377329.72,1203530426.96,2361378781.65,20700124091.81,98,197936332.22,20,31c31e0d042b2e9dd5975db47299,EU_BUDGET_FINANCIAL_REPORT,2025-01-09
2022,2021_2027,H5_SECURITY_DEFENCE,CEF_DIGITAL,11192345656.61,7271363444.49,64.97,43807110721.44,6814831484.39,14786919863.53,7577000592.97,2450889205.42,5454377386.25,4810800042.39,78,575796512.46,44,348106da48851ed98f804c245d51,OLAF_ANNUAL_REPORT,2025-12-25
2023,2021_2027,H3_NATURAL_RESOURCES,IPA,16806011577.76,13497851005.15,80.32,12970466321.79,68173143832.26,13435871834.7,6110442262.42,133803434.85,3632515251.58,3510278264.31,50,52488722.14,24,f9ff9b97ebffb907a604fc41931d,ECA_AUDIT_SUMMARY,2025-10-20
2024,2021_2027,H1_SINGLE_MARKET,DIGITAL_EUROPE,43847334867.74,36716771351.13,83.74,16623320167.97,24922047462.0,16470541822.34,10525101389.06,1192873196.7,3549520401.45,6713910521.89,103,221600508.42,66,fbf023193ed852ad0628b69ad8b0,OPEN_DATA_PORTAL_BUDGET,2025-01-06
2025,2021_2027,H6_NEIGHBOURHOOD_WORLD,JUST_TRANSITION,31275571889.38,23728406667.49,75.87,25025833320.77,39241522008.35,3286101405.33,9762205999.03,1286256992.23,1763322392.41,8277294498.74,50,183291365.61,79,8faa8e7ea7a6b7cd9ec96dfcaf9e,EU_BUDGET_FINANCIAL_REPORT,2025-03-26
2026,2021_2027,H4_MIGRATION_BORDER,LIFE,23666928193.42,16472660640.46,69.6,42705331352.31,65740054605.91,776414760.98,5599729792.56,144785249.82,4683444736.54,9125677463.67,109,547893840.17,61,ce9e9371dabe8c1dcd0b873d9f39,OLAF_ANNUAL_REPORT,2025-05-22
2014,2014_2020,H2_COHESION_RESILIENCE,HORIZON_EUROPE,16980826342.58,7878120573.36,46.39,26385835050.09,33492378753.19,12741910134.07,4461506375.12,33534463.64,5807845741.5,11993085921.53,10,122758635.79,33,3582c5d2b31daa7d7080b31948f0,ECA_AUDIT_SUMMARY,2024-11-13
2015,2014_2020,H7_PUBLIC_ADMIN,EU4HEALTH,39596272798.56,36695771392.02,92.67,14350873862.07,26714212359.42,3424693137.92,4461161667.1,121907461.33,8755666410.35,2364090172.12,73,575334637.35,26,c9f7793e8664fb6f31dbd747d38e,OPEN_DATA_PORTAL_BUDGET,2024-01-03
2016,2014_2020,H5_SECURITY_DEFENCE,ERDF,18842778594.89,9218672067.57,48.92,18295527666.43,7031694335.32,6479320242.91,7118101840.04,4433666.41,6698001072.64,13385735078.01,42,207856449.46,36,baacfd5d6bf75e7258f782c03d77,EU_BUDGET_FINANCIAL_REPORT,2024-12-11
2017,2014_2020,H3_NATURAL_RESOURCES,AMIF,33295794280.63,29453393322.78,88.46,18867229548.36,41664728404.96,7266419318.63,1355424131.29,284073138.47,5176293979.76,4058802581.5,128,516956683.73,22,3280ca81b6585700f01dc6f240a6,OLAF_ANNUAL_REPORT,2024-08-06
2018,2014_2020,H1_SINGLE_MARKET,ESF_PLUS,65843872009.71,31296745686.05,47.53,13542005311.53,57092598627.7,12442442868.35,2450712415.35,342287531.46,663034685.78,46350979449.9,140,407743305.11,7,d72e3c09131efed857b8929e06d2,ECA_AUDIT_SUMMARY,2024-11-11
2019,2014_2020,H6_NEIGHBOURHOOD_WORLD,ISF,12999985211.61,6253386338.22,48.1,27513725099.26,46195206749.69,2046291730.99,7209965001.05,134819777.67,7410747033.4,9255818437.19,128,17433094.46,2,9bf8465b7e804fad7fd1fe9fb32f,OPEN_DATA_PORTAL_BUDGET,2025-06-16
2020,2014_2020,H4_MIGRATION_BORDER,CAP,53254552141.24,39233273111.35,73.67,24158955807.78,80612493601.42,10857797340.98,8193009212.44,149502768.74,4576660334.45,22101336342.42,70,290800956.0,55,62f97f91e829bcf876c93b1e89e0,EU_BUDGET_FINANCIAL_REPORT,2024-10-22
2021,2021_2027,H2_COHESION_RESILIENCE,NDICI,44701504612.23,40560819069.77,90.74,8513947339.99,64605869853.18,15411258480.11,7057951627.72,3061628978.92,622798132.93,3419430454.37,14,273662286.22,4,efda70cd582d20c4cbca0edc343a,OLAF_ANNUAL_REPORT,2025-10-04
2022,2021_2027,H7_PUBLIC_ADMIN,CEF_DIGITAL,33159964932.55,32112900163.34,96.84,14629380942.41,43786983656.05,7743032327.95,6476937410.15,1902035621.42,4738456678.86,1237134844.92,12,116255016.33,47,69ea560d097f75cb4f4ada50b0a8,ECA_AUDIT_SUMMARY,2026-02-19
2023,2021_2027,H5_SECURITY_DEFENCE,IPA,20720156174.52,10303639669.81,49.73,15125493719.71,12854959526.47,6058702844.5,7894807864.43,301144357.39,3426665680.49,16205832313.49,13,171515918.48,70,88825a6019967dd77ccb51d31975,OPEN_DATA_PORTAL_BUDGET,2024-06-15
2024,2021_2027,H3_NATURAL_RESOURCES,DIGITAL_EUROPE,36688307387.77,26092970763.16,71.12,25971140186.89,24234277662.46,11087800638.07,8611466496.98,475660599.63,7172751064.63,15696430552.13,126,431384543.46,82,0ff3ec81b51bb8cafdc3028c2cb6,EU_BUDGET_FINANCIAL_REPORT,2024-02-25
2025,2021_2027,H1_SINGLE_MARKET,JUST_TRANSITION,21830468859.03,12543001436.27,57.46,35825338909.42,82283397482.14,12550005403.75,8296564969.77,732056816.37,4469657916.35,10408167822.31,60,245094555.9,81,5a6218557e6691b4c02767a9051e,OLAF_ANNUAL_REPORT,2024-03-20
2026,2021_2027,H6_NEIGHBOURHOOD_WORLD,LIFE,24479887791.93,20701263667.56,84.56,28011361011.9,18832088917.19,19030725755.0,3952935063.85,1545114609.89,3612570200.74,3634488346.09,135,292677606.18,58,43c744218c04c3f9cfbca7a2ff34,ECA_AUDIT_SUMMARY,2025-10-01
2014,2014_2020,H4_MIGRATION_BORDER,HORIZON_EUROPE,16617618181.24,13852107574.03,83.36,17294080670.07,2550901512.45,7447542588.64,5809428435.6,39680053.5,802164443.38,4320100991.56,140,214521509.87,79,b4f94f496875b28f41b01afcc6fc,OPEN_DATA_PORTAL_BUDGET,2024-03-27
2015,2014_2020,H2_COHESION_RESILIENCE,EU4HEALTH,5629128855.61,4795551579.36,85.19,34571233834.81,53062855273.57,11501272144.04,6662762090.13,493777470.32,1074265058.01,822647496.71,60,211377786.66,67,6127f8ec03ffb530c18e395d3afa,EU_BUDGET_FINANCIAL_REPORT,2025-05-24
2016,2014_2020,H7_PUBLIC_ADMIN,ERDF,7087317460.69,4875966429.66,68.8,27654866528.74,13212377041.46,11727235734.08,9103004838.77,151222391.38,5891086473.64,2402466226.33,107,338461795.87,17,1a74d0ad80fc7bd0a87833053ce6,OLAF_ANNUAL_REPORT,2024-05-31
2017,2014_2020,H5_SECURITY_DEFENCE,AMIF,5368064395.02,3305074822.17,61.57,20790958920.38,39536953696.69,6214462310.81,660576406.55,649313399.68,2140893652.37,1654938721.22,68,429976457.09,67,f81b4b9983ae186a040625653e33,ECA_AUDIT_SUMMARY,2025-12-02
2018,2014_2020,H3_NATURAL_RESOURCES,ESF_PLUS,72720238871.87,47557880462.71,65.4,31037683225.55,57932903485.78,7164325029.64,7827018778.81,413150139.34,714160038.3,22807348033.56,134,139981546.14,2,48e2c1fd54da0c7e732b85512ae3,OPEN_DATA_PORTAL_BUDGET,2024-11-08
2019,2014_2020,H1_SINGLE_MARKET,ISF,8416448216.38,6726319523.87,79.92,21220370384.42,7243600711.65,8865274725.7,6907902187.54,504456312.4,5735066179.28,1992550684.1,128,47921636.24,73,ccac1db7ef850eb1acef94bafa14,EU_BUDGET_FINANCIAL_REPORT,2025-01-03
2020,2014_2020,H6_NEIGHBOURHOOD_WORLD,CAP,25444048411.0,24675491618.39,96.98,9611614163.22,65336805401.35,4464590272.38,579721547.85,511116621.71,4215056794.02,830542555.86,64,147537373.38,85,9d78a3f97d60299f82851ab33a6b,OLAF_ANNUAL_REPORT,2024-08-15
2021,2021_2027,H4_MIGRATION_BORDER,NDICI,11506870185.85,9792886212.87,85.1,16491812545.46,37169524177.06,4984645432.32,9852831406.4,139333165.74,3852429439.74,1541676580.81,115,189119602.23,55,20363fb7931fde303e3c1b70885b,ECA_AUDIT_SUMMARY,2025-04-22
2022,2021_2027,H2_COHESION_RESILIENCE,CEF_DIGITAL,40545307686.83,20212449397.82,49.85,1982030421.85,51219394446.21,15188552670.9,8638340160.39,1860323158.27,2059031513.13,18213384152.12,113,13261786.41,22,bb5312d6bf37beedc56ad30338b8,OPEN_DATA_PORTAL_BUDGET,2024-12-27
2023,2021_2027,H7_PUBLIC_ADMIN,IPA,64885648996.26,43414945032.22,66.91,40609373992.35,55010685851.02,17448523057.07,6872565977.71,833858712.69,1075688970.04,27830516737.39,78,31816386.88,49,4381bf54be197513a03dd9ca599a,EU_BUDGET_FINANCIAL_REPORT,2024-07-20
2024,2021_2027,H5_SECURITY_DEFENCE,DIGITAL_EUROPE,39853497184.44,19291664251.77,48.41,17966068424.22,20593368294.35,1711558596.33,3837784860.05,555203749.7,2074976307.37,29981948281.03,105,478031512.2,47,1f1eacce5a368901ec64678dd5ac,OLAF_ANNUAL_REPORT,2024-08-17
2025,2021_2027,H3_NATURAL_RESOURCES,JUST_TRANSITION,37836936750.06,30159448552.8,79.71,9500919545.15,65432477307.53,6854025482.97,583367303.95,861583191.24,527019918.45,11380571416.46,88,311728180.72,76,f6db8dd9ad0350148dd1033264f3,ECA_AUDIT_SUMMARY,2025-03-05
2026,2021_2027,H1_SINGLE_MARKET,LIFE,43427094489.8,16081132564.15,37.03,17374616326.35,53040313368.53,3222369411.78,10972720427.6,3016949981.73,1044093849.5,39259107204.62,109,350514138.18,55,bb74d11eee461cfe764fb7b06fd2,OPEN_DATA_PORTAL_BUDGET,2025-03-27
2014,2014_2020,H6_NEIGHBOURHOOD_WORLD,HORIZON_EUROPE,80445592788.88,76508305758.54,95.11,17203070202.46,20596467437.67,4342812506.25,5620859850.65,374521698.67,1048762810.83,5739234536.27,5,176984342.34,89,7503d36b7aaf8e4f2d7f85ee722b,EU_BUDGET_FINANCIAL_REPORT,2025-11-30
2015,2014_2020,H4_MIGRATION_BORDER,EU4HEALTH,12273730737.32,7874066826.5,64.15,16015084037.04,4483018764.5,3453750498.71,7590401906.03,647464.33,2764680035.34,6815250989.26,58,253898118.09,41,fd3587c07274b9971162ba42b73b,OLAF_ANNUAL_REPORT,2025-09-11
2016,2014_2020,H2_COHESION_RESILIENCE,ERDF,25089443543.44,20631773818.46,82.23,19536060043.77,27517688588.57,12746848432.63,6165648083.75,254929947.01,6046215849.97,5043829195.83,28,150594006.77,38,9262e1cd32bc5a680eb3788d843e,ECA_AUDIT_SUMMARY,2024-10-25
2017,2014_2020,H7_PUBLIC_ADMIN,AMIF,54189930523.87,42376151323.31,78.2,3291303328.07,4426704851.97,19355768429.92,9467692994.17,154355635.5,6084375265.17,18642566405.52,31,150200799.59,37,34f7dca6026cabcc917c82aba44c,OPEN_DATA_PORTAL_BUDGET,2024-11-26
2018,2014_2020,H5_SECURITY_DEFENCE,ESF_PLUS,16318212338.08,13212636010.99,80.97,5131936706.38,44666820559.47,14340754811.93,6585478923.17,494699387.45,4286415264.34,4109302794.07,67,16460325.95,13,8e203189238bc1355c0253290b15,EU_BUDGET_FINANCIAL_REPORT,2025-07-21
2019,2014_2020,H3_NATURAL_RESOURCES,ISF,24309106557.63,16804865436.81,69.13,33789488266.71,19745289720.3,14844063464.91,8950264250.12,409156044.31,1534265597.37,6045691762.77,139,87535219.66,6,980addb96384f7b6f4c46c40988b,OLAF_ANNUAL_REPORT,2024-08-24
2020,2014_2020,H1_SINGLE_MARKET,CAP,53727901539.89,46914557612.13,87.32,4414138068.35,17874032206.85,12477779791.93,8522039017.87,780348963.11,1890666151.95,6274020245.15,31,89006636.37,25,cf0874aafe343b5280e229e83b8e,ECA_AUDIT_SUMMARY,2024-11-20
2021,2021_2027,H6_NEIGHBOURHOOD_WORLD,NDICI,45244829893.94,21679395579.3,47.92,29776573521.8,56777015916.43,7494559495.54,6929442176.11,432823228.87,3987120403.12,24249292915.1,124,177366981.97,28,cc4873cbab06b08f185ec8182f59,OPEN_DATA_PORTAL_BUDGET,2024-12-28
2022,2021_2027,H4_MIGRATION_BORDER,CEF_DIGITAL,5605306056.87,2753545745.79,49.12,4065777545.88,52122477470.19,17727049416.45,213883874.44,2074917684.99,5168487020.49,3106390427.77,77,461425377.94,15,16885c63be450ec9833ec58eadcf,EU_BUDGET_FINANCIAL_REPORT,2025-10-20
2023,2021_2027,H2_COHESION_RESILIENCE,IPA,63546773635.96,49761633660.84,78.31,26616522065.65,65984219873.57,6548113354.85,10606463851.28,741954662.58,2667400997.03,21170855207.71,2,184289825.79,38,020879c1f5c509e8592fda50a478,OLAF_ANNUAL_REPORT,2025-06-23
2024,2021_2027,H7_PUBLIC_ADMIN,DIGITAL_EUROPE,2129789683.94,1401047802.32,65.78,13151835716.73,16035840315.75,8857600912.76,11493182077.21,642893993.27,5410819893.25,1163734349.55,35,7256828.73,63,4279b56b994088e80c5ce9107db3,ECA_AUDIT_SUMMARY,2025-06-06
2025,2021_2027,H5_SECURITY_DEFENCE,JUST_TRANSITION,3921714669.44,2156745610.87,54.99,16963815211.82,49915266575.03,9623880995.6,5082232663.07,687353805.55,2543595672.98,2361051358.54,70,622035586.43,54,86662495ba0cd1d982d1d075fe11,OPEN_DATA_PORTAL_BUDGET,2025-05-29
2026,2021_2027,H3_NATURAL_RESOURCES,LIFE,11125558441.97,7446156307.73,66.93,6697526901.09,13631861167.28,19686844783.92,3313205822.83,1978160676.54,4698854468.17,3721822688.75,36,237250397.83,12,0e915edb98d7342e455a317ab965,EU_BUDGET_FINANCIAL_REPORT,2024-12-31
2014,2014_2020,H1_SINGLE_MARKET,HORIZON_EUROPE,17308582887.49,6914900910.66,39.95,16032116004.75,9942571100.35,4358830621.69,1811168632.12,124574709.44,9133297230.33,12635003826.74,140,491781762.35,89,d4c0ef8ca9507c44df11fa4f416a,OLAF_ANNUAL_REPORT,2025-11-21
2015,2014_2020,H6_NEIGHBOURHOOD_WORLD,EU4HEALTH,18516346935.48,7806185375.47,42.16,26904155738.45,41138954100.54,8385846679.2,3460713605.8,23818755.1,5215264081.35,14513452317.86,104,565641305.12,47,833aaee523e4aacc371cd75762e5,ECA_AUDIT_SUMMARY,2024-07-22
2016,2014_2020,H4_MIGRATION_BORDER,ERDF,57309479946.82,43416456646.62,75.76,23821454786.84,68353477886.52,8844201751.34,3517858833.16,201211849.82,1506375775.93,16404704242.88,28,21773075.73,84,0ce9ccbe35ad3473a57b70d2b411,OPEN_DATA_PORTAL_BUDGET,2025-11-25
2017,2014_2020,H2_COHESION_RESILIENCE,AMIF,4850324498.08,2914685091.46,60.09,26624683062.56,11902136740.71,14746257644.19,7022868928.26,27122135.8,1973034277.02,2568705819.22,13,137776311.69,50,9e0f24486ef71cc03e4136dbfe20,EU_BUDGET_FINANCIAL_REPORT,2025-11-19
2018,2014_2020,H7_PUBLIC_ADMIN,ESF_PLUS,13274940898.82,11681239933.4,87.99,4544519095.22,32297169577.61,11958878760.46,9814939760.87,464624425.89,4990681824.32,1340513926.27,67,255608318.79,0,86e2d47059102361549da0819b14,OLAF_ANNUAL_REPORT,2024-11-14
2019,2014_2020,H5_SECURITY_DEFENCE,ISF,12717219363.25,6070093209.84,47.73,43550810166.47,9516860620.18,18441839273.74,2859402503.3,286794997.81,2398414587.94,6963538200.7,110,28460683.07,69,409369945ec7e52944414541e88b,ECA_AUDIT_SUMMARY,2024-08-01
2020,2014_2020,H3_NATURAL_RESOURCES,CAP,72570931257.97,25400339890.64,35.0,31105030503.76,49941374162.36,7091265405.31,9521632037.35,619510869.8,394430532.33,67896715504.82,14,62933104.05,38,dd34b62abab130c4666998b576b3,OPEN_DATA_PORTAL_BUDGET,2024-10-17
2021,2021_2027,H1_SINGLE_MARKET,NDICI,25777168235.98,14193876895.59,55.06,5189654809.26,12938079367.09,10236325898.95,3832567912.69,3220051363.09,9213376645.36,15797134839.78,57,168812263.74,77,245e6abea64f578ccda7a3c5891f,EU_BUDGET_FINANCIAL_REPORT,2025-02-22
2022,2021_2027,H6_NEIGHBOURHOOD_WORLD,CEF_DIGITAL,31804373626.99,22317267369.88,70.17,39067879097.81,29315283797.96,4349698872.09,11077411545.38,1480724910.59,834189419.43,11115325435.33,109,31287893.46,42,0418c693c3d067a54475bd56e053,OLAF_ANNUAL_REPORT,2024-11-02
2023,2021_2027,H4_MIGRATION_BORDER,IPA,18694903718.02,13623343454.44,72.87,14344598773.93,38509493942.88,18326779757.66,3096326185.17,44994109.91,5320623366.34,5237615094.45,121,202927108.08,96,c152dde5de9519fe3d2236c645b1,ECA_AUDIT_SUMMARY,2024-10-10
2024,2021_2027,H2_COHESION_RESILIENCE,DIGITAL_EUROPE,60200682557.18,34199186915.88,56.81,22696972289.41,40999468443.62,6484049761.99,1275972583.78,2487183142.37,5274980125.25,30797203914.43,103,349818350.11,64,7682b56a7787fbc6c016284bc138,OPEN_DATA_PORTAL_BUDGET,2025-07-06
2025,2021_2027,H7_PUBLIC_ADMIN,JUST_TRANSITION,66410968489.69,54971342334.7,82.77,3756312605.49,75689780662.9,11334637293.89,5182502344.83,830484086.91,4499050029.21,13357014805.13,4,17747766.74,5,5d8ea93e8f4aa6b70b431a05b687,EU_BUDGET_FINANCIAL_REPORT,2024-05-31
2026,2021_2027,H5_SECURITY_DEFENCE,LIFE,63452848607.61,39360063638.99,62.03,3625094658.74,51565507371.94,6858236818.95,9617122981.53,518316525.11,2853481258.73,34633891689.97,41,76475527.78,69,6db235df0f16165fe28fa33149e5,OLAF_ANNUAL_REPORT,2024-06-10
2014,2014_2020,H3_NATURAL_RESOURCES,HORIZON_EUROPE,42757726561.32,41289465376.17,96.57,8124991485.0,53223955303.83,18898765719.8,10713201455.04,755109757.38,7180013498.41,2127279253.03,56,252391126.12,32,e77970332840f193ccf1f936c295,ECA_AUDIT_SUMMARY,2024-06-29
2015,2014_2020,H1_SINGLE_MARKET,EU4HEALTH,40426727687.24,32820785457.9,81.19,13913650451.16,60802824646.67,19259553277.23,11152719240.3,681175186.16,10029235743.46,10644012764.46,71,472060024.44,5,eeb8091493604d22a51e41181b13,OPEN_DATA_PORTAL_BUDGET,2024-06-23
2016,2014_2020,H6_NEIGHBOURHOOD_WORLD,ERDF,3974626615.33,3898642155.42,98.09,4459379013.23,40437314728.13,12344678984.0,8166226873.0,442354511.95,6232896075.09,69520407.59,82,408594449.54,25,2acfffa26a73662a2ebfad5e2cec,EU_BUDGET_FINANCIAL_REPORT,2024-01-17
2017,2014_2020,H4_MIGRATION_BORDER,AMIF,41393311917.87,30281654110.21,73.16,11005143908.04,18499340366.18,10929262729.45,5300204688.06,491142233.08,2195478746.55,16911460692.57,19,159586692.32,24,d56b479d4b25019c63739c7ba61a,OLAF_ANNUAL_REPORT,2025-12-30
2018,2014_2020,H2_COHESION_RESILIENCE,ESF_PLUS,12626652393.06,12421519160.42,98.38,22713257206.31,17827997464.22,4530462730.37,9864426627.01,404638253.33,5756087733.81,265130722.59,77,89593826.83,80,9a958a2ab57965a48195950e35cc,ECA_AUDIT_SUMMARY,2024-05-20
2019,2014_2020,H7_PUBLIC_ADMIN,ISF,43640999767.15,25373491163.24,58.14,4550216090.87,50506348111.8,6674516252.2,7044762017.8,562359202.62,3730403075.94,28247165141.71,33,89523503.96,59,73a0c8b12f0a488d4848818e3713,OPEN_DATA_PORTAL_BUDGET,2025-06-16
2020,2014_2020,H5_SECURITY_DEFENCE,CAP,36084949447.57,27763927884.97,76.94,20664423709.24,47124233468.92,17437920981.6,6143818140.08,474082009.36,1492403139.55,10698790950.38,1,18130295.74,11,c4dc3ddadab91149f9be057d3916,EU_BUDGET_FINANCIAL_REPORT,2024-11-23
2021,2021_2027,H3_NATURAL_RESOURCES,NDICI,13036891817.93,6906145178.68,52.97,24014844344.89,10019001099.0,16032031672.56,10203255318.27,753061285.53,2824752206.93,9799133686.05,2,53374016.63,76,041cdaded52f7e9a0e755640923b,OLAF_ANNUAL_REPORT,2025-07-17
2022,2021_2027,H1_SINGLE_MARKET,CEF_DIGITAL,54685670685.45,34326277840.73,62.77,18739530290.42,23505384733.05,8128220754.65,1185361865.33,2613747081.06,718364296.47,31681117241.69,117,249284860.86,15,56d3f546d23a0bca637b41a60a51,ECA_AUDIT_SUMMARY,2025-12-26
2023,2021_2027,H6_NEIGHBOURHOOD_WORLD,IPA,29408649350.62,20549137502.13,69.87,40331390461.66,50036886261.97,1696245041.93,6144953870.08,1294652507.6,7882371750.3,7531273024.23,5,146504845.96,11,163f36aea5c9cb67eac844b068fe,OPEN_DATA_PORTAL_BUDGET,2025-10-28
2024,2021_2027,H4_MIGRATION_BORDER,DIGITAL_EUROPE,15651529725.21,9023639103.74,57.65,11452292391.12,47335384279.26,8742290029.71,3017878322.21,667138777.87,4216693280.21,10219314330.63,60,162017910.04,16,1a96ba7fb635aa25c237bdcb4bd9,EU_BUDGET_FINANCIAL_REPORT,2024-01-24
2025,2021_2027,H2_COHESION_RESILIENCE,JUST_TRANSITION,28315196436.18,11165022612.54,39.43,6951823831.51,45649168375.7,14470458943.38,4355725151.2,1348269519.7,5755207603.65,20912210602.68,90,600606458.85,36,f0d9837743cbd8c848ed64a5cb94,OLAF_ANNUAL_REPORT,2024-07-30
2026,2021_2027,H7_PUBLIC_ADMIN,LIFE,43728504712.09,22613266195.68,51.71,39936250090.35,42684836546.89,16401423962.9,7207116084.87,1189910140.88,3023718524.83,24686429598.6,56,83187342.11,74,f0ee43ab517115627a002da7e599,ECA_AUDIT_SUMMARY,2024-03-19
2014,2014_2020,H5_SECURITY_DEFENCE,HORIZON_EUROPE,21435652008.01,20506591027.7,95.67,6198191960.0,13094975610.83,2607246503.34,1227315661.11,203186277.61,607246554.64,1306050095.98,69,571079436.59,60,37173be2c0180a81e1009fc57749,OPEN_DATA_PORTAL_BUDGET,2024-04-24
2015,2014_2020,H3_NATURAL_RESOURCES,EU4HEALTH,18212717239.48,13393747915.86,73.54,9060251448.08,53936948947.48,3904610026.85,4298407781.45,30099791.49,2897776251.37,6361661112.79,101,148105951.37,18,b1640514d1b428d08c1ba021be4c,EU_BUDGET_FINANCIAL_REPORT,2025-06-15
2016,2014_2020,H1_SINGLE_MARKET,ERDF,44986897274.98,37971917051.14,84.41,25904654044.42,27842201645.36,4411038827.9,2701886185.19,270890454.97,472054427.08,9159975126.93,118,363970707.93,3,d04fa1e752e1a055b756d9d0ae24,OLAF_ANNUAL_REPORT,2025-05-25
2017,2014_2020,H6_NEIGHBOURHOOD_WORLD,AMIF,59701951906.86,30658765030.4,51.35,13036094749.41,29634198353.61,510689968.69,7828198185.13,495819642.78,5496150098.56,24402853884.66,16,198414872.41,55,13719fc0cb38ebdd7ed55ba55987,ECA_AUDIT_SUMMARY,2024-07-16
2018,2014_2020,H4_MIGRATION_BORDER,ESF_PLUS,1115392358.01,421962698.92,37.83,4475187386.84,27035662307.66,6553217877.15,7400845073.13,181411905.38,4239415117.09,677022333.21,1,84275392.33,37,2f08f70a9fbb80953aa9d3d3f4d0,OPEN_DATA_PORTAL_BUDGET,2025-06-27
2019,2014_2020,H2_COHESION_RESILIENCE,ISF,58893438141.51,43404614006.79,73.7,7612874246.26,23916833090.35,19813138091.45,3741421174.18,222004712.41,8848626678.23,23524859800.04,6,168622800.98,19,ee2f42a018a3885bdf01162f7f8c,EU_BUDGET_FINANCIAL_REPORT,2024-12-05
2020,2014_2020,H7_PUBLIC_ADMIN,CAP,44099369077.01,40855007264.88,92.64,17354953437.7,45610847634.21,12966004464.0,1437660941.97,45026265.39,4351059564.83,3652594829.82,104,415127039.33,68,73bdab0ad7af2e99425e830abda1,OLAF_ANNUAL_REPORT,2024-10-13
2021,2021_2027,H5_SECURITY_DEFENCE,NDICI,29159954122.38,11268648552.97,38.64,2552439686.17,15367229227.31,5745721989.24,14094121139.07,2050741654.04,1914146960.07,23401172123.96,2,83420584.93,15,f4baa5b278a84b7ce9e5f3d44ef0,ECA_AUDIT_SUMMARY,2025-12-30
2022,2021_2027,H3_NATURAL_RESOURCES,CEF_DIGITAL,28998786378.37,16253980040.17,56.05,25848511273.12,37867394195.46,11455583595.57,6204565715.33,1654126677.12,3068660384.08,17652146736.16,62,134047758.72,42,a124b651286a832bf8028c1ce00e,OPEN_DATA_PORTAL_BUDGET,2025-04-23
2023,2021_2027,H1_SINGLE_MARKET,IPA,37069177339.99,29743788182.51,80.24,20746323765.32,59127577825.87,15853513930.19,12971113756.49,1397904944.78,4493793706.35,8767562579.42,61,144879369.51,71,d563c48ad4ce3e5ea47b441218ca,EU_BUDGET_FINANCIAL_REPORT,2025-08-09
2024,2021_2027,H6_NEIGHBOURHOOD_WORLD,DIGITAL_EUROPE,46901934464.44,36420975000.99,77.65,6951736367.94,34568092916.42,5627314297.0,11613911882.74,1341513677.84,2147227514.69,13579074411.15,131,305286226.16,32,054aadb5a92deaee3e8a14318a52,OLAF_ANNUAL_REPORT,2025-04-16
2025,2021_2027,H4_MIGRATION_BORDER,JUST_TRANSITION,41417092470.89,35180412561.49,84.94,26063080329.35,60699618389.77,1386489146.22,4760751132.89,1520986294.82,4998942745.4,7173909168.25,31,95675634.69,80,097b7458a476dfcfe2636d0d7b60,ECA_AUDIT_SUMMARY,2025-07-18
2026,2021_2027,H2_COHESION_RESILIENCE,LIFE,19539650263.14,15698010509.81,80.34,31504760304.65,59918556170.13,20943481100.81,15083433456.52,390408139.64,214031349.13,5151575754.29,44,178010647.29,86,e23c864c438581907de83002a011,OPEN_DATA_PORTAL_BUDGET,2025-08-15
2014,2014_2020,H7_PUBLIC_ADMIN,HORIZON_EUROPE,7527150062.43,6437045426.29,85.52,37736067701.83,37337699034.54,17211346438.87,4309371814.97,264173014.64,5147638852.51,1340329985.26,35,252189832.92,24,476db5995f5d91ec4ff6c58ec078,EU_BUDGET_FINANCIAL_REPORT,2025-04-13
2015,2014_2020,H5_SECURITY_DEFENCE,EU4HEALTH,29229117826.45,12561060360.19,42.97,28151569720.56,68666864263.13,9698730187.24,13558372241.73,411877097.97,7316995455.96,14217092844.59,118,264494443.01,3,92cc3e579d14021c4c90babe1782,OLAF_ANNUAL_REPORT,2025-06-03
2016,2014_2020,H3_NATURAL_RESOURCES,ERDF,47469140974.18,28643270233.48,60.34,27448373513.74,33551186178.51,5349949372.74,8016186851.29,259556788.36,2178982010.41,28848732084.0,38,90383492.0,13,cf62f69ad9aa30e81b282a87e701,ECA_AUDIT_SUMMARY,2025-03-04
