ag_crops_crop_year,ag_crops_district_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_inr_unit,ag_crops_revenue_per_acre_inr,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2011,101093,MILLET,100.3,79.29,71.47,5667,84.83,DT_09,2011-02-07,2011-09-11,1336,0.055,17.94,10.77,87.46,1567.78,112049.24,46.73,1
2024,101094,COTTON,4299.43,4124.42,67.22,277244,59.49,OPV_43,2024-05-29,2024-10-22,2307,0.84,289.51,6.66,43.02,6604.38,443946.42,55.36,0
2012,101095,PULSES,3543.79,3068.09,29.19,89558,69.58,DT_50,2012-02-26,2012-05-17,974,0.935,169.71,0.58,20.47,7209.79,210453.77,11.43,1
2014,101096,RICE,4296.98,3259.13,59.24,193071,18.31,DT_27,2014-06-17,2014-09-12,845,0.232,140.72,6.95,50.44,5790.65,343038.11,48.06,1
2010,101097,RICE,2783.24,2701.08,114.35,308868,31.38,BT_19,2010-05-26,2010-10-04,1715,0.583,24.54,10.63,65.38,5455.76,623866.16,58.34,1
2019,101098,WHEAT,2355.79,1782.15,12.2,21742,20.78,IR_08,2019-02-09,2019-06-07,2088,0.791,116.32,0.56,16.2,4825.41,58870.0,56.66,1
2020,101099,MAIZE,2269.86,1818.23,105.68,192151,92.23,OPV_26,2020-02-21,2020-05-25,2049,0.153,240.03,0.11,1.62,3177.36,335783.4,34.42,1
2016,101100,RICE,1187.12,909.14,36.41,33102,46.84,HYB_94,2016-06-26,2016-09-25,2409,0.428,142.33,11.19,1.07,6962.5,253504.62,8.52,0
2021,101101,COTTON,1283.16,1186.3,27.44,32552,64.18,OPV_08,2021-01-21,2021-05-05,2985,0.735,171.28,3.1,48.76,2491.91,68378.01,13.01,0
2014,101102,RICE,678.93,535.54,15.63,8370,97.22,HT_95,2014-01-05,2014-03-29,1890,0.163,57.39,9.56,29.27,7143.78,111657.28,3.51,0
2023,101103,PULSES,3319.74,2868.05,89.72,257321,95.84,ORG_61,2023-06-14,2023-12-17,1571,0.26,40.7,9.44,60.07,7008.31,628785.57,55.54,1
2021,101104,SPICES,2731.04,2351.55,111.1,261257,15.41,BT_61,2021-06-11,2021-09-16,1615,0.872,28.59,1.87,59.88,6579.18,730946.9,35.1,0
2022,101105,SUGARCANE,3803.33,2983.8,36.53,108998,50.71,BT_19,2022-03-05,2022-09-05,1398,0.188,176.29,11.29,79.44,1518.05,55454.37,5.07,0
2013,101106,TEA,2316.55,1978.46,34.4,68059,34.67,BT_71,2013-04-17,2013-11-20,920,0.916,293.04,0.89,85.51,7013.27,241256.49,29.08,0
2017,101107,COFFEE,797.7,583.18,116.82,68127,61.73,BT_46,2017-02-15,2017-09-16,1564,0.886,231.65,5.93,17.27,1823.16,212981.55,29.53,1
2018,101108,MILLET,1140.54,953.86,26.32,25106,36.07,IR_20,2018-02-06,2018-05-05,1702,0.377,102.95,9.73,59.11,5451.55,143484.8,51.0,1
2016,101109,RICE,3477.16,3285.69,30.66,100739,28.99,IR_57,2016-01-05,2016-05-22,2005,0.519,157.49,6.96,33.06,2750.93,84343.51,1.25,1
2021,101110,COFFEE,3431.43,3190.5,84.65,270076,7.14,ORG_41,2021-02-18,2021-08-11,1992,0.624,272.09,4.77,63.47,2306.26,195224.91,56.86,0
2020,101111,SUGARCANE,1204.2,909.77,111.18,101148,47.42,ORG_22,2020-02-10,2020-07-10,2161,0.018,33.36,4.79,54.27,1820.67,202422.09,36.28,1
2021,101112,COFFEE,3639.38,2719.71,74.36,202238,11.7,IR_99,2021-04-16,2021-08-09,901,0.591,101.58,7.98,58.16,2474.66,184015.72,14.66,0
2014,101113,SPICES,2072.6,1964.83,88.94,174752,66.41,OPV_06,2014-04-21,2014-09-24,982,0.663,190.82,0.32,66.88,3245.43,288648.54,11.67,0
2017,101114,SPICES,2714.63,2593.56,12.88,33405,57.39,ORG_29,2017-06-30,2017-10-08,954,0.642,61.27,1.82,94.98,2044.85,26337.67,4.58,0
2026,101115,SPICES,4562.9,3348.24,49.72,166474,15.37,DT_70,2026-04-17,2026-10-31,1999,0.401,269.15,1.25,58.28,4622.04,229807.83,15.73,0
2022,101116,PULSES,4944.67,4573.93,101.76,465443,67.37,HYB_50,2022-02-15,2022-09-08,3027,0.916,154.37,7.66,48.04,6789.74,690923.94,31.25,0
2022,101117,SPICES,2038.55,2005.36,52.72,105723,31.08,BT_16,2022-06-02,2022-11-20,2538,0.218,200.97,1.34,14.09,7497.17,395250.8,48.52,1
2016,101118,MAIZE,134.68,122.16,13.09,1599,16.31,IR_69,2016-02-25,2016-05-23,1475,0.486,158.21,10.56,77.25,5840.13,76447.3,6.71,0
2024,101119,MAIZE,4135.64,3398.98,76.25,259172,97.68,IR_74,2024-06-25,2025-01-05,1032,0.161,212.51,1.33,54.96,1210.49,92299.86,52.51,1
2010,101120,MAIZE,3545.84,2548.45,46.96,119675,19.67,OPV_70,2010-03-28,2010-07-15,2106,0.189,37.94,3.86,4.64,6629.21,311307.7,16.21,0
2017,101121,TEA,3563.43,3494.28,69.95,244425,16.18,DT_79,2017-02-13,2017-09-05,2642,0.062,140.82,6.41,43.22,6722.97,470271.75,45.38,0
2017,101122,MAIZE,4226.99,4218.04,31.16,131434,87.21,HT_50,2017-06-22,2017-10-12,1315,0.484,271.04,1.0,33.62,1621.12,50514.1,37.87,0
2022,101123,MAIZE,2018.36,1476.28,56.61,83572,30.47,ORG_14,2022-01-01,2022-03-21,1256,0.664,239.42,2.41,22.56,5183.17,293419.25,5.95,0
2026,101124,MILLET,1779.17,1345.14,90.56,121816,72.83,HYB_68,2026-05-03,2026-09-23,2500,0.764,282.88,0.24,95.27,4272.41,386909.45,23.14,0
2023,101125,SPICES,3630.59,3440.55,26.71,91897,63.48,HT_67,2023-01-26,2023-06-03,1394,0.075,46.96,7.28,95.65,1640.81,43826.04,55.09,0
2021,101126,COFFEE,2124.05,2030.53,80.04,162524,54.1,IR_45,2021-06-19,2021-12-23,1228,0.676,297.3,9.86,15.07,3613.68,289238.95,22.12,0
2022,101127,TEA,1953.14,1467.29,105.43,154696,57.47,HYB_18,2022-03-24,2022-09-14,1290,0.617,182.02,10.69,16.25,3148.28,331923.16,36.14,0
2010,101128,OILSEEDS,3703.96,3577.95,72.89,260797,60.78,DT_35,2010-06-10,2010-12-08,1143,0.617,132.68,11.86,30.45,6304.18,459511.68,34.45,1
2010,101129,TEA,69.04,64.52,59.22,3821,68.6,DT_33,2010-05-24,2010-10-21,2445,0.851,92.43,3.31,95.36,2193.5,129899.07,36.5,0
2019,101130,WHEAT,2084.22,1610.6,101.96,164217,51.9,BT_44,2019-02-22,2019-08-03,2559,0.536,164.63,11.97,29.3,5006.82,510495.37,1.68,1
2010,101131,COFFEE,874.99,780.49,98.29,76714,87.58,IR_22,2010-01-31,2010-04-09,1194,0.14,143.02,4.76,28.99,5133.17,504539.28,3.67,0
2015,101132,PULSES,2696.47,2091.92,66.25,138590,77.02,HYB_72,2015-05-19,2015-12-11,2133,0.875,243.3,3.96,30.51,6666.59,441661.59,33.06,0
2025,101133,PULSES,4175.37,3854.09,19.87,76581,34.76,ORG_31,2025-01-04,2025-04-12,3021,0.447,117.46,0.15,0.06,1130.65,22466.02,20.69,1
2022,101134,WHEAT,2981.26,2864.49,74.8,214264,64.5,HYB_46,2022-04-10,2022-08-22,1033,0.261,173.95,9.91,97.87,5587.76,417964.45,53.83,1
2024,101135,COFFEE,306.34,284.39,110.37,31388,91.23,BT_16,2024-05-15,2024-11-11,1189,0.878,243.06,0.37,63.1,2269.12,250442.77,22.34,0
2011,101136,MILLET,1393.35,1098.92,114.37,125683,25.21,HT_77,2011-01-12,2011-06-21,1961,0.665,286.86,6.7,92.91,6693.2,765501.28,22.45,1
2011,101137,SUGARCANE,751.73,701.69,21.08,14792,91.02,HT_77,2011-04-22,2011-10-21,1129,0.932,232.75,2.21,85.51,1699.17,35818.5,0.47,1
2019,101138,OILSEEDS,3975.98,3091.67,42.42,131149,90.08,IR_70,2019-03-15,2019-08-05,1694,0.223,136.75,2.05,84.81,6688.02,283705.81,32.06,1
2025,101139,WHEAT,4848.77,3812.3,89.61,341620,21.82,OPV_90,2025-06-02,2025-08-15,808,0.249,47.04,2.22,9.14,7056.24,632309.67,55.76,0
2017,101140,SPICES,758.77,751.92,63.4,47672,42.56,IR_69,2017-06-14,2017-12-30,2556,0.617,171.15,8.55,32.12,3138.01,198949.83,10.86,0
2015,101141,SPICES,4216.41,3128.5,104.23,326084,10.14,HYB_65,2015-03-25,2015-09-26,1684,0.084,29.3,4.03,5.22,6932.09,722531.74,2.83,1
2012,101142,PULSES,2268.77,1797.27,60.82,109310,76.47,BT_28,2012-04-01,2012-07-06,1514,0.874,222.22,10.24,29.58,6799.52,413546.81,50.65,1
2019,101143,COFFEE,2324.34,1808.31,102.91,186093,60.3,HYB_43,2019-03-01,2019-09-02,2025,0.03,66.62,6.36,42.13,7091.7,729806.85,4.12,1
2026,101144,COFFEE,4903.0,4060.36,12.19,49496,47.44,HT_23,2026-05-23,2026-08-08,1646,0.174,167.56,2.36,28.52,4794.93,58450.2,11.04,0
2020,101145,MAIZE,655.02,594.4,53.76,31955,83.17,OPV_42,2020-02-27,2020-08-28,2749,0.784,24.5,6.14,86.35,3364.93,180898.64,41.13,1
2018,101146,SUGARCANE,2507.99,2308.77,57.58,132939,37.89,OPV_76,2018-04-12,2018-11-08,3037,0.987,75.1,9.76,13.66,5153.13,296717.23,15.42,1
2023,101147,PULSES,4859.76,3899.65,76.27,297426,57.51,ORG_04,2023-06-26,2023-09-03,1069,0.532,170.69,5.76,57.74,4625.3,352771.63,14.04,0
2020,101148,MAIZE,521.24,378.16,74.58,28203,66.36,IR_37,2020-02-13,2020-06-27,1736,0.736,159.23,6.2,61.93,7561.97,563971.72,50.36,0
2024,101149,COFFEE,1885.03,1416.05,110.01,155780,37.09,ORG_63,2024-03-25,2024-10-17,1636,0.52,284.18,8.9,84.26,1169.66,128674.3,8.61,1
2024,101150,TEA,3065.55,2971.0,102.72,305181,83.86,ORG_18,2024-03-17,2024-09-28,2097,0.639,273.12,5.42,8.19,903.6,92817.79,19.69,0
2019,101151,PULSES,4630.93,4368.2,96.47,421400,79.48,OPV_55,2019-05-08,2019-08-16,2055,0.391,161.78,1.0,72.61,5395.01,520456.61,12.6,0
2023,101152,TEA,614.68,445.38,35.53,15824,98.61,DT_69,2023-01-21,2023-05-31,3069,0.337,13.29,9.85,73.79,5243.8,186312.21,55.02,0
2015,101153,WHEAT,2254.21,1968.21,49.49,97407,14.78,ORG_55,2015-04-19,2015-11-14,1299,0.823,118.36,7.54,65.7,6160.5,304883.15,32.31,1
2024,101154,RICE,3855.57,3472.64,29.86,103693,67.33,HYB_96,2024-02-01,2024-05-02,2182,0.787,33.15,2.98,85.76,1704.68,50901.74,34.41,0
2014,101155,SPICES,4337.39,3491.03,35.26,123094,42.66,HT_08,2014-06-26,2015-01-07,1587,0.535,39.31,6.03,12.3,2840.53,100157.09,3.66,1
2016,101156,OILSEEDS,1072.59,773.23,46.44,35909,69.72,ORG_68,2016-05-07,2016-08-27,1710,0.402,275.35,0.95,69.02,4469.53,207564.97,35.98,0
2016,101157,COTTON,1247.87,1105.12,86.88,96013,62.66,HT_42,2016-04-20,2016-07-12,1680,0.956,140.61,2.96,65.07,6997.57,607948.88,49.22,1
2025,101158,COFFEE,970.39,780.21,106.25,82897,10.13,IR_32,2025-04-11,2025-11-14,902,0.134,157.34,2.88,48.62,4089.94,434556.12,51.32,0
2023,101159,SPICES,1922.14,1348.2,110.38,148814,29.5,HT_11,2023-04-07,2023-08-10,1415,0.817,208.06,0.92,89.33,5288.85,583783.26,41.79,0
2020,101160,SPICES,4463.64,3572.83,105.69,377612,63.48,IR_53,2020-03-08,2020-05-17,3141,0.963,20.87,8.03,54.69,1774.66,187563.82,58.81,1
2014,101161,OILSEEDS,2127.51,1758.74,112.57,197981,50.91,HYB_34,2014-06-12,2014-10-16,2423,0.453,163.37,6.95,59.2,6518.58,733796.55,55.59,0
2011,101162,SUGARCANE,2501.72,1946.43,92.69,180415,91.74,ORG_78,2011-06-10,2011-08-09,2167,0.173,165.61,10.3,93.85,4465.86,413940.56,45.92,0
2021,101163,WHEAT,4285.61,3304.8,101.12,334181,32.87,BT_59,2021-02-04,2021-08-08,1096,0.266,67.0,7.7,42.48,4780.13,483366.75,33.6,1
2013,101164,SUGARCANE,4203.76,3977.72,94.87,377366,76.57,HYB_26,2013-03-20,2013-07-11,2218,0.76,271.33,6.09,20.55,4183.23,396863.03,39.11,1
2026,101165,MILLET,3674.88,2808.84,39.8,111792,47.49,HYB_33,2026-01-25,2026-05-24,2522,0.605,190.58,1.35,95.15,2189.61,87146.48,49.55,0
2010,101166,MAIZE,2747.51,2249.58,47.05,105843,78.75,HYB_34,2010-01-18,2010-05-01,2870,0.233,34.65,0.42,65.24,4041.51,190153.05,8.04,1
2018,101167,WHEAT,147.42,134.47,63.41,8527,59.16,BT_35,2018-01-26,2018-08-18,1316,0.271,299.37,2.88,55.08,1342.04,85098.76,37.28,0
2019,101168,WHEAT,4776.02,4666.55,24.15,112697,27.7,DT_04,2019-05-31,2019-12-19,1939,0.744,295.06,10.39,57.43,2273.74,54910.82,10.65,1
2025,101169,PULSES,3977.58,3005.68,9.57,28764,83.24,BT_83,2025-06-22,2025-10-14,1214,0.1,164.74,7.46,3.54,2999.45,28704.74,31.55,1
2022,101170,MILLET,298.79,210.23,69.17,14542,44.87,BT_22,2022-01-15,2022-04-23,2670,0.032,107.21,9.51,39.09,6578.63,455043.84,43.29,1
2021,101171,MILLET,2075.89,1791.72,11.49,20587,33.9,DT_78,2021-03-22,2021-05-28,944,0.495,49.6,11.46,56.31,888.73,10211.51,47.91,1
2024,101172,WHEAT,988.06,922.46,81.29,74987,17.17,HYB_14,2024-02-22,2024-09-07,2751,0.566,225.54,5.67,7.56,3606.9,293204.9,8.55,1
2018,101173,COTTON,4357.19,3978.04,39.28,156257,40.75,HYB_64,2018-01-29,2018-08-22,1201,0.808,289.68,5.69,0.63,2649.21,104060.97,14.69,1
2014,101174,MILLET,3809.9,3001.98,96.09,288460,90.24,OPV_47,2014-02-06,2014-04-30,2355,0.015,109.27,2.58,58.77,6238.37,599444.97,8.51,0
2010,101175,COFFEE,1394.41,1286.44,57.96,74562,84.26,OPV_49,2010-06-07,2010-08-11,1300,0.183,196.05,4.24,9.44,7445.23,431525.53,28.22,1
2024,101176,COFFEE,4100.79,3756.57,10.7,40195,97.07,OPV_35,2024-03-29,2024-08-27,2202,0.351,120.86,1.58,10.63,5605.39,59977.67,19.18,0
2012,101177,MAIZE,4036.84,3480.35,53.32,185572,75.74,IR_94,2012-06-04,2012-12-18,2924,0.255,171.24,9.49,90.83,4498.6,239865.35,25.28,1
2022,101178,RICE,4543.88,3862.57,38.15,147357,45.62,HYB_66,2022-03-01,2022-08-20,2770,0.557,35.69,6.77,57.19,4333.01,165304.33,37.18,0
2012,101179,SUGARCANE,1538.84,1100.43,71.98,79209,72.61,HT_99,2012-02-21,2012-07-30,2259,0.73,47.08,2.37,32.6,2459.32,177021.85,32.42,0
2018,101180,OILSEEDS,4725.52,3363.26,25.66,86301,22.4,HT_53,2018-03-23,2018-07-31,1836,0.148,258.15,2.02,99.79,2234.97,57349.33,43.61,0
2014,101181,RICE,1828.43,1460.29,106.41,155389,76.14,HYB_08,2014-01-06,2014-03-11,2117,0.377,240.05,8.93,99.41,4064.75,432530.05,35.62,0
2010,101182,TEA,2629.41,2446.5,71.63,175243,9.0,IR_16,2010-04-14,2010-06-13,856,0.955,256.61,4.61,75.3,5319.98,381070.17,49.22,1
2025,101183,MILLET,4672.4,4310.99,73.18,315478,53.19,ORG_74,2025-04-28,2025-12-02,907,0.009,240.6,4.04,54.33,6867.05,502530.72,4.93,0
2023,101184,OILSEEDS,4999.88,4082.66,12.55,51237,2.31,HT_76,2023-05-12,2023-09-19,2442,0.249,44.43,1.16,83.5,7662.26,96161.36,4.95,1
2012,101185,COTTON,507.71,447.41,80.33,35940,69.43,IR_65,2012-02-06,2012-08-30,3111,0.309,292.11,2.27,25.98,6904.62,554648.12,0.72,1
2020,101186,MILLET,1424.78,1173.07,58.01,68050,37.51,HT_78,2020-06-01,2020-10-03,1480,0.891,89.27,4.85,44.16,5956.02,345508.72,5.73,0
2018,101187,SPICES,3619.04,3412.88,87.11,297296,53.91,HYB_89,2018-05-10,2018-08-16,3010,0.653,158.87,7.16,76.71,7770.65,676901.32,8.96,0
2014,101188,RICE,2677.85,2276.81,15.84,36065,26.21,IR_18,2014-04-30,2014-08-26,2695,0.359,291.57,4.94,15.98,7499.98,118799.68,20.67,0
2010,101189,PULSES,481.59,426.65,119.16,50840,56.0,OPV_71,2010-06-29,2010-11-20,1057,0.116,131.42,0.83,17.67,5347.14,637165.2,19.64,0
2019,101190,SPICES,4338.07,3554.07,106.94,380072,6.08,HT_23,2019-02-26,2019-05-11,1435,0.408,25.6,1.53,24.23,1831.93,195906.59,5.2,1
2015,101191,MILLET,4918.87,3630.84,90.32,327937,92.52,DT_09,2015-03-31,2015-06-21,1100,0.655,86.7,6.39,37.43,4383.86,395950.24,25.76,0
2017,101192,PULSES,1594.68,1463.31,116.71,170783,30.55,OPV_19,2017-04-23,2017-10-07,3170,0.852,96.96,9.9,2.52,5278.68,616074.74,19.97,1
2025,101193,SPICES,4916.03,4862.99,42.62,207261,84.53,IR_31,2025-03-31,2025-10-19,3107,0.083,299.76,6.42,16.32,3088.52,131632.72,6.09,0
2024,101194,SPICES,4765.93,3899.83,118.53,462247,50.94,ORG_54,2024-06-29,2024-12-05,3044,0.932,237.12,11.43,85.59,2787.65,330420.15,4.6,0
2024,101195,SUGARCANE,4268.89,3554.28,103.9,369290,26.96,HT_38,2024-05-01,2024-10-27,2792,0.662,177.67,7.67,36.16,1062.8,110424.92,58.5,1
2026,101196,PULSES,2527.96,2136.16,41.75,89185,14.56,OPV_41,2026-03-11,2026-07-02,1538,0.307,131.59,8.87,37.84,1896.99,79199.33,6.63,1
2023,101197,PULSES,3042.78,2815.68,26.33,74137,25.68,ORG_23,2023-01-05,2023-06-16,2384,0.276,92.09,9.82,76.64,1527.74,40225.39,42.62,0
2016,101198,TEA,2774.63,2384.4,59.92,142873,0.25,BT_55,2016-02-29,2016-07-16,1341,0.677,238.8,6.01,86.4,6605.3,395789.58,43.44,0
2018,101199,COFFEE,4016.79,3458.67,119.22,412343,40.52,ORG_03,2018-03-30,2018-06-23,2760,0.993,62.71,1.93,87.82,3039.22,362335.81,39.39,1
2015,101200,MILLET,4322.79,3179.58,52.96,168391,31.1,BT_68,2015-04-19,2015-06-19,2777,0.24,51.26,8.56,64.19,4437.7,235020.59,3.17,1
2015,101201,RICE,4997.54,3800.6,74.6,283525,55.08,HT_80,2015-06-04,2015-08-15,992,0.808,19.41,0.16,29.78,7544.86,562846.56,48.8,1
2025,101202,WHEAT,2968.99,2493.92,81.05,202132,41.49,ORG_96,2025-01-27,2025-07-05,2922,0.156,296.43,4.26,71.53,7839.94,635427.14,59.44,0
2018,101203,WHEAT,2930.08,2301.49,117.56,270563,46.67,HT_43,2018-04-04,2018-06-05,2309,0.077,287.88,4.09,33.77,1992.67,234258.29,7.16,0
2015,101204,TEA,2666.0,2559.81,57.69,147675,74.47,DT_18,2015-04-30,2015-11-29,2625,0.715,145.7,11.35,10.58,997.93,57570.58,41.42,1
2025,101205,MAIZE,692.4,526.81,74.72,39363,75.82,BT_50,2025-03-06,2025-09-05,1977,0.121,67.41,4.07,22.67,4021.34,300474.52,25.15,0
2010,101206,MAIZE,4001.43,3457.67,83.46,288577,71.63,IR_46,2010-04-30,2010-11-04,876,0.17,84.5,10.42,19.42,6329.83,528287.61,12.8,1
2015,101207,MAIZE,4852.88,3573.96,73.53,262793,78.93,DT_78,2015-06-21,2015-11-25,2124,0.847,85.28,8.0,1.99,6566.1,482805.33,40.93,1
2023,101208,COFFEE,3465.96,2681.86,103.17,276687,91.44,IR_90,2023-02-06,2023-04-29,1572,0.736,253.23,10.74,82.35,3596.45,371045.75,0.26,0
2016,101209,MILLET,1851.69,1840.15,114.96,211544,64.88,ORG_34,2016-02-10,2016-06-21,2836,0.703,211.5,7.44,86.57,4960.79,570292.42,17.31,0
2026,101210,WHEAT,1140.93,802.15,110.24,88429,73.86,HT_10,2026-01-04,2026-05-24,2860,0.047,39.27,10.94,37.71,5981.81,659434.73,45.82,0
2022,101211,PULSES,2051.19,1924.54,33.88,65203,86.77,HT_43,2022-03-01,2022-07-18,2120,0.093,104.5,9.84,88.05,2788.19,94463.88,29.92,1
2014,101212,OILSEEDS,2552.54,2405.81,96.17,231367,85.55,HYB_41,2014-05-01,2014-09-01,2124,0.321,231.83,10.37,13.68,6347.08,610398.68,54.35,0
2020,101213,WHEAT,713.23,625.99,93.69,58649,49.78,HYB_44,2020-04-02,2020-08-06,1171,0.854,195.45,9.15,81.21,4125.39,386507.79,13.62,1
2014,101214,PULSES,3944.5,3276.06,90.67,297040,99.08,ORG_36,2014-04-19,2014-10-14,1925,0.037,28.75,1.22,46.07,1240.25,112453.47,30.0,1
2022,101215,PULSES,3785.76,3195.96,119.43,381694,75.26,DT_86,2022-01-16,2022-05-11,1034,0.318,293.82,6.36,77.63,7198.4,859704.91,17.79,1
2019,101216,TEA,4241.05,3866.58,83.23,321815,38.33,OPV_73,2019-02-14,2019-07-09,1423,0.752,208.72,4.83,14.75,4046.25,336769.39,33.3,0
2011,101217,OILSEEDS,2112.27,1637.43,9.15,14982,65.27,DT_88,2011-02-22,2011-05-29,1948,0.068,252.1,2.48,33.83,6031.73,55190.33,58.01,1
2023,101218,MAIZE,1822.77,1344.5,108.03,145246,43.12,HT_61,2023-06-05,2023-08-17,1775,0.672,18.76,3.16,91.85,4567.87,493467.0,23.6,0
2015,101219,RICE,3484.91,3255.09,95.07,309461,25.97,IR_04,2015-06-25,2016-01-05,3065,0.604,51.99,2.4,41.81,1403.42,133423.14,54.29,0
2024,101220,SUGARCANE,4760.15,4441.0,43.2,191851,68.18,BT_42,2024-04-15,2024-10-07,939,0.474,182.66,5.56,71.07,3278.69,141639.41,9.53,0
2010,101221,MILLET,4164.31,3573.36,24.48,87476,18.09,OPV_52,2010-02-03,2010-07-29,2549,0.18,214.79,2.11,64.35,4271.45,104565.1,6.39,1
2024,101222,COTTON,3273.68,2772.9,75.96,210629,96.87,HYB_55,2024-02-12,2024-04-26,2671,0.158,266.08,4.46,28.9,6827.48,518615.38,24.25,0
2011,101223,COTTON,919.82,672.45,55.58,37375,57.86,OPV_75,2011-02-15,2011-06-02,871,0.18,129.83,11.53,56.86,4757.07,264397.95,5.74,0
2018,101224,MAIZE,3409.11,2661.12,100.83,268321,6.06,HT_04,2018-01-19,2018-07-13,1915,0.887,15.6,2.59,99.78,3680.45,371099.77,11.64,0
2011,101225,COTTON,3441.99,3381.44,40.61,137320,19.83,OPV_53,2011-04-28,2011-08-12,1409,0.28,177.5,10.23,86.3,3972.1,161306.98,33.79,0
2023,101226,MILLET,4583.6,3215.85,32.9,105801,56.28,BT_51,2023-03-25,2023-07-29,946,0.881,188.58,7.35,98.66,3140.36,103317.84,41.93,1
2017,101227,MAIZE,2336.99,1746.67,92.91,162283,18.02,ORG_12,2017-02-10,2017-09-04,1083,0.388,110.94,0.57,97.49,4855.13,451090.13,25.75,1
2023,101228,SUGARCANE,2290.18,2046.88,100.3,205302,45.36,OPV_71,2023-06-14,2023-10-29,1654,0.205,151.88,7.48,62.66,3490.17,350064.05,27.16,1
2023,101229,PULSES,4089.52,3376.34,63.46,214263,36.34,DT_03,2023-02-13,2023-04-25,2110,0.665,277.49,6.78,84.24,2036.65,129245.81,2.79,1
2012,101230,COTTON,3894.32,3829.48,106.8,408988,23.82,HYB_36,2012-03-07,2012-09-21,2174,0.035,75.3,10.79,34.85,2185.49,233410.33,12.38,1
2015,101231,MILLET,1819.73,1296.05,98.67,127881,90.59,ORG_43,2015-03-30,2015-06-13,1072,0.885,75.61,4.05,32.86,5968.98,588959.26,53.85,1
2022,101232,COFFEE,2546.25,2205.86,70.75,156065,69.51,OPV_80,2022-02-19,2022-06-21,1263,0.162,256.44,4.73,16.32,3872.63,273988.57,0.43,0
2021,101233,COFFEE,3745.77,3227.02,80.25,258968,12.24,ORG_35,2021-03-11,2021-06-02,1188,0.58,138.86,4.0,59.84,3054.01,245084.3,52.47,0
2014,101234,RICE,633.63,489.68,63.6,31144,19.81,DT_59,2014-03-21,2014-10-17,1692,0.16,272.86,4.61,59.53,7042.14,447880.1,38.46,0
2024,101235,COTTON,3129.56,2938.81,73.63,216385,18.08,DT_10,2024-06-28,2024-10-24,1040,0.372,219.54,1.54,42.36,7645.69,562952.15,28.41,1
2026,101236,SPICES,4593.16,3562.28,19.52,69536,90.57,BT_04,2026-06-08,2026-11-23,1089,0.809,76.28,0.05,59.31,5550.88,108353.18,52.76,0
2020,101237,MAIZE,1388.89,1051.83,86.98,91488,6.28,BT_30,2020-03-25,2020-08-22,824,0.094,70.87,9.26,10.04,5406.9,470292.16,17.97,0
2011,101238,TEA,4264.19,3605.52,74.22,267602,63.77,IR_60,2011-06-04,2011-09-04,1698,0.741,259.39,1.84,9.34,4725.84,350751.84,42.49,1
2020,101239,TEA,3966.52,3479.47,90.43,314648,96.91,IR_99,2020-05-18,2020-11-17,1982,0.431,193.87,9.95,19.83,2304.58,208403.17,14.07,1
2023,101240,COTTON,521.61,501.68,113.59,56986,16.59,DT_92,2023-05-19,2023-09-30,3104,0.275,266.19,4.0,50.35,6447.59,732381.75,44.11,0
2015,101241,COTTON,3512.38,3207.44,61.52,197322,40.45,OPV_03,2015-05-11,2015-09-16,1755,0.125,179.51,2.02,30.51,2360.29,145205.04,46.81,0
2021,101242,WHEAT,3939.39,3220.6,70.21,226118,17.26,ORG_45,2021-01-03,2021-03-31,2080,0.353,240.79,11.21,40.57,6249.92,438806.88,59.33,1
2023,101243,MILLET,2965.46,2299.97,28.19,64836,1.27,ORG_22,2023-02-11,2023-06-13,3013,0.087,175.22,2.1,1.14,896.8,25280.79,42.13,1
2015,101244,OILSEEDS,246.8,203.11,8.03,1631,91.86,IR_07,2015-05-29,2015-10-28,1833,0.185,148.39,3.42,3.93,5963.67,47888.27,36.87,1
2012,101245,COFFEE,1137.05,922.4,30.49,28124,61.92,OPV_21,2012-03-17,2012-09-11,1025,0.95,74.44,10.23,69.48,3823.08,116565.71,1.28,0
2024,101246,OILSEEDS,3312.43,2637.06,39.47,104085,11.09,BT_96,2024-04-17,2024-06-30,1938,0.436,47.64,3.38,70.87,5935.24,234263.92,21.24,1
2020,101247,MILLET,2341.99,1779.83,55.45,98692,44.47,DT_85,2020-02-07,2020-06-03,2416,0.206,261.53,2.38,41.04,889.5,49322.78,56.21,0
2019,101248,WHEAT,4826.74,3812.65,113.13,431325,71.54,DT_45,2019-03-12,2019-07-23,1079,0.749,143.33,5.57,65.85,3596.2,406838.11,21.72,0
2011,101249,SUGARCANE,4300.33,3279.12,36.11,118409,29.23,HT_06,2011-03-13,2011-08-29,2741,0.473,258.92,1.2,55.05,942.36,34028.62,5.19,0
2016,101250,MAIZE,1533.91,1157.83,106.81,123668,28.7,OPV_57,2016-03-19,2016-07-25,2652,0.078,153.9,2.63,34.54,6422.51,685988.29,47.77,0
