biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_usd,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2097-09,LGB,907043,IMPORT,1861947224.42,67384275.42,GB,OCEAN,1,52.11,79.03,14.343,37.427,0,93.9,26.39,1.4131,0,0,REL0000969
2097-10,LAX,291346,EXPORT,2458153594.96,83435807.73,BR,AIR,1,183.01,96.62,28.4,14.893,1,60.01,61.86,0.9781,0,0,REL0000970
2097-11,MIA,987248,IMPORT,3852082505.27,61813972.48,NL,OCEAN,0,115.66,27.53,1.394,39.769,1,63.86,28.99,0.7177,0,0,REL0000971
2097-12,HOU,193641,IMPORT,5723012011.69,50394585.89,CN,OCEAN,1,181.01,111.4,33.367,6.663,0,4.14,83.04,1.3729,0,0,REL0000972
2098-01,OAK,323291,IMPORT,3434804754.61,64132368.62,SG,OCEAN,1,230.56,94.73,5.067,20.45,0,28.71,47.5,0.6947,0,0,REL0000973
2098-02,NYC,903246,EXPORT,7577070451.68,73332950.14,BR,AIR,0,225.53,199.71,12.879,25.931,0,75.09,24.63,0.5003,0,0,REL0000974
2098-03,SEA,170203,IMPORT,977848184.18,52048736.0,BR,RAIL,0,198.86,73.18,28.024,8.01,0,4.74,69.08,1.3434,0,0,REL0000975
2098-04,NOR,897972,IMPORT,5688511375.3,25925384.75,TW,OCEAN,1,71.8,45.49,23.205,4.209,0,30.87,57.7,0.9884,0,1,REL0000976
2098-05,LGB,216298,IMPORT,1530195005.85,54764162.34,CN,AIR,1,190.15,174.61,17.897,22.474,0,58.71,66.05,0.7863,0,0,REL0000977
2098-06,NYC,129672,IMPORT,1766166412.44,41409837.86,KR,OCEAN,1,74.94,227.13,29.108,34.14,0,36.15,36.41,0.6757,0,1,REL0000978
2098-07,NYC,418361,EXPORT,4675358469.31,6443310.83,CN,OCEAN,1,173.88,236.21,32.901,18.976,0,80.35,27.29,1.1334,0,0,REL0000979
2098-08,SAV,586854,IMPORT,584590474.7,58388673.17,ES,TRUCK,0,172.05,124.13,11.75,39.352,0,58.78,4.74,0.7796,0,0,REL0000980
2098-09,HOU,812142,IMPORT,7816784008.42,52015222.35,IN,AIR,1,67.36,21.67,5.807,16.316,0,15.47,78.6,0.533,0,1,REL0000981
2098-10,NOR,407818,IMPORT,3072612041.35,35020699.84,FR,OCEAN,0,172.76,212.48,34.871,42.906,0,7.23,58.53,0.7664,0,1,REL0000982
2098-11,CHI,308110,IMPORT,2995555759.37,57939825.17,KR,RAIL,1,113.5,228.08,15.226,42.374,0,55.99,47.53,0.9995,0,0,REL0000983
2098-12,SEA,367803,IMPORT,3636615013.19,66995256.65,IT,OCEAN,1,124.6,214.43,14.533,24.099,0,59.88,11.29,0.5449,0,1,REL0000984
2099-01,SAV,366251,IMPORT,5778346959.32,70382872.36,TH,OCEAN,0,81.75,144.87,16.92,32.177,0,37.1,32.51,0.5005,0,1,REL0000985
2099-02,SEA,210216,IMPORT,5118348384.84,43738791.47,NL,OCEAN,1,60.36,182.82,20.162,37.848,1,32.81,78.05,1.4213,0,1,REL0000986
2099-03,SEA,132117,EXPORT,2776866528.39,18146421.0,JP,RAIL,1,217.27,99.02,2.299,2.482,0,22.65,41.04,1.2419,0,0,REL0000987
2099-04,CHI,990135,IMPORT,1169644454.92,680541.68,FR,OCEAN,1,114.65,81.81,23.39,17.982,0,12.78,44.85,1.4283,0,0,REL0000988
2099-05,NOR,746202,IMPORT,2407972572.17,24993429.54,CA,OCEAN,1,159.42,136.28,28.031,2.836,0,77.46,97.87,1.1264,0,0,REL0000989
2099-06,CHI,384517,IMPORT,7099651081.49,27243438.02,KR,OCEAN,0,187.07,200.5,3.357,40.386,0,90.67,58.63,0.5573,0,0,REL0000990
2099-07,NYC,375017,IMPORT,216113534.25,2719030.78,GB,TRUCK,1,240.7,22.01,6.235,3.326,0,25.44,74.88,1.2096,1,0,REL0000991
2099-08,SAV,152102,REEXPORT,1955592355.13,76030732.24,BR,AIR,1,67.11,14.89,2.615,15.417,1,66.82,8.97,0.5041,1,1,REL0000992
2099-09,LGB,444362,IMPORT,440512317.07,8837938.58,JP,AIR,1,145.54,7.79,11.607,18.657,0,77.18,99.81,1.0183,0,0,REL0000993
2099-10,MIA,101485,IMPORT,6278182342.19,28031085.19,AU,AIR,1,114.21,215.59,26.358,11.461,0,84.26,80.93,0.5943,0,0,REL0000994
2099-11,LAX,536718,REEXPORT,6009108151.82,37876565.41,ES,OCEAN,0,90.55,25.47,20.874,28.064,0,88.68,19.14,1.2602,1,0,REL0000995
2099-12,LGB,942478,IMPORT,4427366316.99,6475568.81,BR,AIR,0,153.88,49.2,30.767,19.1,0,56.15,72.46,0.5952,0,0,REL0000996
2100-01,NYC,464567,IMPORT,5606519476.53,16131811.79,NL,OCEAN,1,73.25,220.78,13.814,45.079,0,10.51,73.46,1.0059,0,1,REL0000997
2100-02,MIA,359433,EXPORT,3124401847.12,83102097.19,TH,AIR,0,62.17,119.12,12.578,44.738,0,68.93,69.42,1.2144,0,0,REL0000998
2100-03,OAK,410267,IMPORT,2934319512.55,61210522.11,AU,AIR,0,120.7,79.52,19.884,27.969,0,32.71,13.0,0.5064,0,1,REL0000999
2100-04,HOU,836028,EXPORT,3786922165.45,13945555.21,NL,AIR,1,86.01,103.31,5.284,14.601,0,5.53,3.57,0.7632,0,0,REL0001000
2100-05,MIA,698066,IMPORT,4603695176.11,24884016.59,TH,OCEAN,0,137.63,71.73,22.214,7.024,0,17.4,68.63,0.589,0,1,REL0001001
2100-06,OAK,801360,IMPORT,5101248798.68,58536771.38,TW,TRUCK,1,177.52,26.61,27.072,24.755,0,21.09,79.41,1.239,0,0,REL0001002
2100-07,HOU,672238,EXPORT,1519345252.97,13907704.35,ID,RAIL,0,87.8,173.77,13.639,5.735,0,25.4,76.37,0.65,0,0,REL0001003
2100-08,OAK,314795,IMPORT,6260163016.79,79731436.15,CA,OCEAN,1,108.78,194.44,25.17,16.921,0,21.93,71.34,1.0514,0,0,REL0001004
2100-09,CHI,551107,IMPORT,4225205264.54,49223442.16,VN,OCEAN,1,51.43,227.29,25.292,35.562,0,92.18,16.79,1.1953,0,0,REL0001005
2100-10,NOR,628876,EXPORT,574477867.59,79661396.82,TH,TRUCK,1,211.29,209.82,34.523,6.884,0,47.88,49.73,0.7342,0,0,REL0001006
2100-11,MIA,690446,EXPORT,5736636537.7,5464884.71,CN,AIR,1,56.36,192.16,19.92,38.909,0,6.86,96.13,1.0697,0,1,REL0001007
2100-12,LAX,964665,IMPORT,6109212293.17,68427002.76,DE,OCEAN,0,131.47,215.08,13.694,43.019,0,45.48,96.19,1.4783,0,0,REL0001008
2101-01,NYC,759237,EXPORT,614199175.82,32846207.33,CA,AIR,1,97.75,168.74,1.047,9.586,0,10.23,30.65,1.021,0,0,REL0001009
2101-02,LAX,125389,IMPORT,695498809.6,17205906.59,BR,AIR,1,189.9,40.48,21.841,26.743,0,81.06,68.59,0.9246,0,1,REL0001010
2101-03,NYC,122895,EXPORT,6239689574.71,51421595.58,FR,TRUCK,1,222.2,15.37,18.268,26.249,1,78.31,40.72,1.0986,0,0,REL0001011
2101-04,HOU,862782,EXPORT,2938448399.46,39505710.82,ES,OCEAN,1,201.52,136.63,16.518,38.097,0,33.9,16.02,0.7738,0,0,REL0001012
2101-05,LGB,331817,IMPORT,7321283828.84,80089987.16,TH,TRUCK,0,203.17,145.53,16.9,15.49,0,83.61,13.22,1.1582,0,0,REL0001013
2101-06,LAX,908582,EXPORT,1280557849.34,69326734.19,ES,TRUCK,1,79.06,103.08,29.476,43.436,0,81.12,37.07,0.6655,0,0,REL0001014
2101-07,MIA,173692,EXPORT,6867737726.32,76609502.06,ES,OCEAN,1,95.13,165.06,5.354,16.243,0,4.66,43.81,1.3559,0,0,REL0001015
2101-08,OAK,276097,EXPORT,4965917449.6,51459265.96,CA,OCEAN,0,97.76,92.64,9.323,33.63,0,37.53,23.43,1.0661,0,0,REL0001016
2101-09,SAV,282620,REEXPORT,6529516627.24,52013417.77,NL,OCEAN,0,198.09,200.94,34.77,23.04,0,53.46,5.27,1.1703,1,0,REL0001017
2101-10,SEA,914558,IMPORT,4219275939.93,12792023.33,TW,OCEAN,1,177.6,197.81,10.678,14.552,0,3.53,37.45,0.516,0,0,REL0001018
2101-11,OAK,475277,IMPORT,4175023847.02,41042243.32,TW,OCEAN,0,91.38,152.45,30.219,17.071,0,39.04,73.6,0.8824,0,0,REL0001019
2101-12,MIA,273975,IMPORT,4930937018.49,5635305.0,FR,TRUCK,1,74.04,99.67,24.837,48.672,0,63.17,40.91,1.1712,0,0,REL0001020
2102-01,SAV,691020,EXPORT,331594967.91,37709634.76,ID,OCEAN,0,225.32,108.49,17.206,20.916,0,71.17,0.92,1.3192,0,0,REL0001021
2102-02,OAK,604622,IMPORT,3383004302.7,37644220.1,JP,TRUCK,0,166.22,204.1,30.7,1.468,0,93.98,70.97,0.8232,0,0,REL0001022
2102-03,CHI,349287,IMPORT,2210267722.79,16966150.01,NL,OCEAN,1,159.84,129.94,33.749,25.868,0,54.05,52.23,0.8364,0,0,REL0001023
2102-04,CHI,265773,IMPORT,767769078.49,27207746.73,VN,AIR,0,223.74,11.44,17.306,22.012,0,72.4,40.55,0.6322,0,0,REL0001024
2102-05,MIA,690159,EXPORT,1209519845.99,54060895.7,NL,OCEAN,1,213.03,120.38,13.311,19.407,0,85.41,93.87,1.0255,0,0,REL0001025
2102-06,CHI,757630,IMPORT,5884652047.31,28804441.83,NL,OCEAN,0,147.2,43.71,33.566,36.523,0,35.15,35.85,1.169,0,0,REL0001026
2102-07,SEA,167395,IMPORT,5252961568.75,4269632.72,GB,OCEAN,1,140.43,211.05,15.755,0.646,0,81.58,41.68,0.9883,0,0,REL0001027
2102-08,NYC,964108,IMPORT,3202239126.54,60556318.28,MY,OCEAN,1,228.54,215.72,9.462,1.232,0,29.65,0.85,0.5056,0,1,REL0001028
2102-09,SEA,479472,EXPORT,6848760281.69,70565324.71,CN,OCEAN,1,75.19,96.1,25.643,4.69,0,98.68,36.93,1.424,0,0,REL0001029
2102-10,SEA,655804,REEXPORT,3892736170.29,31388846.67,KR,OCEAN,1,121.68,188.82,11.293,30.636,0,89.75,41.75,1.3757,1,0,REL0001030
2102-11,OAK,464265,EXPORT,2280467057.34,17564498.96,GB,OCEAN,1,189.3,167.03,30.675,34.529,0,43.47,45.23,1.2345,0,0,REL0001031
2102-12,SAV,548080,REEXPORT,3810914242.26,57630244.18,CN,OCEAN,0,198.31,56.74,11.842,24.089,0,38.57,76.91,0.5728,1,0,REL0001032
2103-01,NOR,235317,EXPORT,7699105122.03,50586784.07,MY,TRUCK,1,194.87,202.27,0.904,26.406,0,26.35,24.41,1.3238,0,1,REL0001033
2103-02,LAX,173057,EXPORT,2491645316.01,82914945.26,DE,TRUCK,0,176.16,13.14,11.832,9.218,0,44.6,3.11,1.4448,0,1,REL0001034
2103-03,SEA,371826,EXPORT,4994465846.12,64659190.49,TH,AIR,1,182.49,21.07,20.737,24.29,0,79.95,82.12,1.3149,0,0,REL0001035
2103-04,LAX,239047,IMPORT,4375322256.4,78341230.36,ID,RAIL,1,233.74,180.6,10.469,24.294,0,42.85,84.14,1.0297,0,0,REL0001036
2103-05,MIA,580253,IMPORT,528853043.84,64378239.94,SG,TRUCK,0,240.88,86.75,17.499,3.381,0,50.07,60.56,0.7124,0,0,REL0001037
2103-06,SEA,350499,EXPORT,319683144.91,43313930.67,AU,AIR,0,116.64,122.47,8.373,0.902,0,85.38,80.47,0.9923,0,0,REL0001038
2103-07,MIA,736994,EXPORT,721640937.74,3218464.36,IT,AIR,1,229.53,151.99,9.323,4.951,1,67.44,24.44,0.7263,0,1,REL0001039
2103-08,CHI,763013,EXPORT,4856169560.19,66675820.97,GB,TRUCK,1,216.66,92.34,26.321,7.836,0,99.12,83.65,0.5486,0,1,REL0001040
2103-09,NYC,201381,EXPORT,1174725005.78,82435705.4,BR,OCEAN,1,64.2,166.97,15.993,7.419,0,81.26,56.59,1.3238,0,0,REL0001041
2103-10,HOU,545832,IMPORT,4885497774.65,47943299.21,FR,AIR,0,57.22,113.42,11.971,40.032,0,37.37,37.81,0.7739,0,0,REL0001042
2103-11,HOU,245904,EXPORT,3149005689.34,62225237.24,ID,OCEAN,1,82.22,155.9,13.405,33.454,0,76.13,11.33,1.0513,0,0,REL0001043
2103-12,NOR,715530,EXPORT,6919233353.88,40459041.08,NL,TRUCK,1,112.03,8.25,20.613,42.133,0,71.26,65.74,1.347,0,0,REL0001044
2104-01,LAX,401174,IMPORT,748063317.92,9860040.01,GB,POSTAL,0,190.25,120.75,12.916,5.524,0,67.66,9.35,1.1592,0,1,REL0001045
2104-02,NOR,172494,IMPORT,4297868561.78,11115810.54,CN,AIR,1,134.83,204.06,16.867,15.235,0,43.15,48.7,0.8075,0,0,REL0001046
2104-03,SEA,308459,IMPORT,3655984320.75,49376015.23,VN,OCEAN,0,88.77,99.48,8.479,44.929,0,21.19,32.5,0.5934,0,0,REL0001047
2104-04,NOR,192276,IMPORT,3752500725.95,5250638.02,DE,OCEAN,1,140.71,208.29,24.347,45.152,0,42.14,90.79,0.5237,0,0,REL0001048
2104-05,CHI,818750,IMPORT,1420924682.5,39788244.23,SG,AIR,1,80.28,121.28,25.755,9.74,0,13.5,6.59,0.9236,0,0,REL0001049
2104-06,NYC,945289,EXPORT,4589225288.58,49433438.66,DE,OCEAN,0,196.37,193.77,16.18,48.675,0,68.12,56.27,0.7635,0,0,REL0001050
2104-07,MIA,263599,EXPORT,5068560433.9,66161179.75,ES,RAIL,1,54.37,209.94,18.234,23.624,0,32.56,28.01,1.4266,0,0,REL0001051
2104-08,HOU,722419,EXPORT,5670596260.02,61038996.53,FR,AIR,1,243.08,86.03,34.292,20.133,0,17.67,12.94,0.6427,0,0,REL0001052
2104-09,MIA,625261,IMPORT,4390145759.81,66449434.68,ES,TRUCK,0,206.88,140.58,11.52,44.155,0,72.44,97.34,0.8982,0,0,REL0001053
2104-10,OAK,727622,IMPORT,7340687346.38,68949358.56,MY,AIR,1,153.49,234.76,17.457,0.056,0,96.76,51.46,1.448,0,0,REL0001054
2104-11,LGB,460519,IMPORT,6812388610.85,84816621.27,MY,OCEAN,0,141.35,144.39,0.792,13.696,0,38.11,68.67,1.1676,0,0,REL0001055
2104-12,HOU,408330,IMPORT,1209091682.0,39270952.65,MY,TRUCK,0,109.6,178.32,9.591,13.044,0,2.66,3.55,0.6854,0,0,REL0001056
2105-01,LGB,447023,EXPORT,2984741475.47,96037.44,KR,RAIL,1,109.01,82.86,26.656,16.999,0,89.55,89.69,0.8846,0,0,REL0001057
2105-02,OAK,288348,IMPORT,816335179.45,9141508.76,IT,AIR,0,217.8,57.65,18.24,9.639,1,71.05,15.82,1.4148,0,0,REL0001058
2105-03,NYC,469271,EXPORT,7995671561.39,61931987.36,NL,OCEAN,0,237.78,159.53,19.068,47.605,0,27.91,65.61,0.9687,0,0,REL0001059
2105-04,NOR,363994,REEXPORT,1429710298.6,66312225.48,AU,AIR,0,115.88,160.38,10.443,44.959,0,66.59,66.77,1.1499,1,0,REL0001060
2105-05,SEA,143349,IMPORT,126162316.87,26298067.63,JP,TRUCK,1,199.77,24.93,34.782,29.248,0,48.12,1.59,1.221,0,1,REL0001061
2105-06,CHI,563291,EXPORT,1396706564.47,75618569.84,JP,TRUCK,1,180.03,157.61,26.153,37.68,0,32.03,2.16,1.3866,0,0,REL0001062
2105-07,CHI,919056,IMPORT,3238811563.77,23958898.02,SG,POSTAL,1,115.45,182.12,24.824,32.568,0,86.08,96.52,1.0589,0,1,REL0001063
2105-08,SAV,582625,EXPORT,3583152099.49,27931876.96,ID,AIR,0,68.21,197.26,15.144,47.2,0,56.79,35.92,1.478,0,1,REL0001064
2105-09,SEA,708846,IMPORT,6385083937.42,9207991.41,DE,AIR,0,179.28,178.0,27.49,34.411,0,93.78,59.06,0.5449,0,1,REL0001065
2105-10,CHI,885677,IMPORT,5104477038.36,64261561.97,ID,OCEAN,1,221.49,103.3,7.117,49.478,0,2.56,3.67,1.4154,0,0,REL0001066
2105-11,MIA,536294,EXPORT,1533805594.99,71249645.28,ES,RAIL,1,101.17,192.17,10.892,33.394,1,68.14,30.72,1.2297,0,0,REL0001067
2105-12,NYC,218629,IMPORT,6403050923.26,38024522.91,MX,OCEAN,1,121.55,107.15,8.89,3.172,0,51.13,1.96,1.3382,0,0,REL0001068
2106-01,NOR,964912,IMPORT,1426509737.18,71837485.34,MX,TRUCK,1,216.81,55.62,19.921,39.588,1,11.13,47.65,1.4651,0,0,REL0001069
2106-02,HOU,729326,IMPORT,6171499455.18,21866620.71,MX,TRUCK,1,59.65,119.45,11.175,43.508,0,48.72,21.32,0.9708,0,0,REL0001070
2106-03,OAK,709590,EXPORT,2426695288.86,53553296.21,JP,OCEAN,1,108.45,101.66,2.427,2.144,0,8.26,94.44,0.7227,0,1,REL0001071
2106-04,LGB,923578,EXPORT,2910230569.67,10698497.98,AU,OCEAN,1,133.03,181.74,2.616,29.292,0,90.59,41.65,1.3135,0,0,REL0001072
2106-05,SEA,506256,EXPORT,2844644606.45,8074269.65,MY,OCEAN,1,77.14,209.36,28.71,40.563,0,68.54,31.52,0.86,0,1,REL0001073
2106-06,SEA,582800,IMPORT,2430240758.4,15615557.89,CA,OCEAN,1,133.05,194.58,7.897,5.42,0,14.85,65.21,1.073,0,0,REL0001074
2106-07,SAV,184871,IMPORT,7846939894.58,42615917.54,FR,OCEAN,1,52.91,5.42,9.404,16.588,0,91.45,18.73,1.1657,0,0,REL0001075
2106-08,SAV,486785,EXPORT,7873043805.42,61707090.07,MY,OCEAN,1,67.52,199.98,2.902,27.859,0,88.83,27.28,1.1554,0,0,REL0001076
2106-09,LGB,148498,REEXPORT,4684304339.96,73337128.0,MY,OCEAN,0,110.19,131.03,33.013,27.276,0,23.74,51.61,1.0025,1,0,REL0001077
2106-10,LGB,886357,IMPORT,6958477877.55,2113651.84,AU,AIR,1,138.45,179.21,19.276,32.65,0,37.21,24.59,0.5457,0,1,REL0001078
2106-11,MIA,487150,IMPORT,5877021760.15,84140763.25,DE,TRUCK,1,110.21,125.45,7.958,36.774,0,66.61,78.97,1.1543,0,0,REL0001079
2106-12,LGB,303523,EXPORT,6484073156.14,77212308.74,GB,TRUCK,0,85.07,111.2,8.867,23.122,0,27.33,92.33,0.8936,0,1,REL0001080
2107-01,SAV,763350,EXPORT,3785748037.65,66221395.35,MX,OCEAN,1,215.14,118.46,10.423,11.063,1,68.05,39.64,0.9118,0,0,REL0001081
2107-02,HOU,616766,IMPORT,7632925741.03,79722854.47,MX,AIR,1,197.0,71.56,23.356,18.655,0,52.19,91.34,0.8811,0,1,REL0001082
2107-03,NYC,984572,IMPORT,5497955234.73,83426471.1,NL,AIR,1,109.32,71.31,2.604,34.262,0,62.47,43.55,1.0508,0,0,REL0001083
2107-04,SEA,188444,EXPORT,4732303853.31,42522612.36,MX,OCEAN,0,114.38,5.62,0.246,6.926,0,22.04,30.59,1.1327,0,1,REL0001084
2107-05,NOR,398911,EXPORT,1270564303.61,60034155.27,MX,OCEAN,1,62.2,64.98,9.69,27.834,1,62.95,92.93,1.0081,0,0,REL0001085
2107-06,SEA,825235,IMPORT,591461348.72,29928302.36,IT,RAIL,1,178.63,45.78,33.22,43.717,0,45.42,65.4,1.2752,0,0,REL0001086
2107-07,NYC,145922,IMPORT,274186078.82,46722058.98,NL,RAIL,0,86.55,89.05,33.443,36.633,0,18.64,43.45,1.4689,0,0,REL0001087
2107-08,NOR,688420,REEXPORT,221917265.36,65711153.22,MX,OCEAN,0,189.05,173.72,14.537,35.505,0,24.15,5.21,0.9594,1,0,REL0001088
2107-09,SAV,799483,EXPORT,2005745191.23,4751179.03,IN,RAIL,0,115.65,154.6,11.907,28.903,0,63.56,96.04,0.8719,0,0,REL0001089
2107-10,MIA,178954,EXPORT,1309143834.13,73710340.26,AU,TRUCK,1,61.6,120.26,7.779,4.214,0,32.88,52.61,1.4185,0,0,REL0001090
2107-11,SEA,810057,IMPORT,2690426803.02,59231910.99,MX,AIR,1,112.22,231.34,29.536,40.603,0,93.98,28.36,0.6742,0,1,REL0001091
2107-12,NOR,734584,IMPORT,6264911979.6,67290921.88,CA,POSTAL,1,125.47,172.08,14.647,45.387,0,56.94,68.27,1.2095,0,1,REL0001092
2108-01,NYC,268343,IMPORT,1204351724.23,31770544.76,GB,RAIL,1,232.73,10.32,2.65,39.467,0,62.12,61.76,1.2861,0,0,REL0001093
2108-02,SAV,627776,EXPORT,6790116971.91,60212847.04,FR,OCEAN,1,74.24,207.89,14.564,29.886,0,50.16,81.9,0.6163,0,1,REL0001094
2108-03,CHI,257578,IMPORT,3969957678.73,665391.3,MX,TRUCK,1,148.64,179.18,15.981,29.265,0,96.23,38.39,0.8987,0,0,REL0001095
2108-04,CHI,858865,IMPORT,3337465682.86,18763084.38,KR,RAIL,1,167.84,163.39,13.031,33.706,0,23.34,47.17,1.2965,0,0,REL0001096
2108-05,SAV,391307,EXPORT,5773863520.16,19993693.18,BR,TRUCK,1,220.39,234.88,9.207,49.406,0,77.78,60.74,0.5163,0,1,REL0001097
2108-06,LAX,726286,IMPORT,5332352671.45,52884952.76,MX,AIR,0,135.33,158.99,31.346,44.344,0,38.0,50.74,1.2466,0,0,REL0001098
2108-07,NOR,749539,EXPORT,681637846.15,79950127.67,TW,POSTAL,1,91.98,201.48,27.547,20.767,0,47.9,82.44,0.7969,0,0,REL0001099
2108-08,LGB,354854,EXPORT,2061692597.94,16198314.73,TW,OCEAN,1,52.69,158.96,19.829,37.258,0,29.54,58.44,0.5694,0,1,REL0001100
2108-09,NYC,854533,IMPORT,5880856814.29,81987167.11,SG,OCEAN,1,111.17,127.34,25.958,21.405,0,90.88,58.23,1.4782,0,0,REL0001101
2108-10,MIA,298504,EXPORT,6199380302.34,4607457.87,ES,TRUCK,1,220.16,217.72,17.074,48.937,0,60.03,1.23,0.8555,0,0,REL0001102
2108-11,LGB,381786,IMPORT,5445498733.98,81560465.56,JP,AIR,1,123.78,71.81,4.552,9.863,0,2.05,48.79,0.641,0,1,REL0001103
2108-12,HOU,702203,REEXPORT,3827962545.53,42969733.56,IN,OCEAN,0,55.95,65.26,2.853,3.381,0,51.83,57.66,0.5421,1,0,REL0001104
2109-01,SAV,660256,IMPORT,7668319408.84,11600418.57,TW,OCEAN,0,223.65,217.5,7.157,13.77,0,93.18,54.67,0.6046,0,1,REL0001105
2109-02,LGB,514478,IMPORT,3281679915.54,8975499.54,ID,OCEAN,1,91.59,151.85,13.354,43.157,0,71.85,27.73,0.7917,0,0,REL0001106
2109-03,SAV,725825,REEXPORT,7571146219.99,51917970.79,ID,AIR,1,74.49,167.84,18.551,17.194,0,56.68,99.49,0.9578,1,0,REL0001107
2109-04,HOU,936494,IMPORT,3350905665.16,20904646.2,TH,OCEAN,1,59.47,239.33,27.014,22.698,0,63.95,53.52,0.5239,0,0,REL0001108
2109-05,OAK,740419,EXPORT,4163858660.79,30928983.9,TH,AIR,0,121.07,85.88,17.778,18.862,0,39.21,56.81,0.6286,0,0,REL0001109
2109-06,LGB,759975,IMPORT,2946601578.62,83374246.44,JP,TRUCK,1,191.42,143.56,34.753,45.05,0,77.47,14.88,1.1607,0,1,REL0001110
2109-07,LGB,554667,REEXPORT,4522521318.01,6722321.79,GB,TRUCK,0,70.51,9.64,14.759,48.227,0,99.89,96.88,0.8984,1,1,REL0001111
2109-08,OAK,944633,IMPORT,5725040019.99,84986089.77,GB,OCEAN,1,86.13,174.47,16.059,41.656,0,76.77,61.7,1.2899,0,0,REL0001112
2109-09,SEA,816190,IMPORT,1183958827.42,70428338.82,TW,OCEAN,1,120.29,159.4,30.022,1.248,0,59.02,70.49,0.954,0,0,REL0001113
2109-10,LGB,822325,IMPORT,6967854486.66,50493042.41,VN,OCEAN,1,158.59,56.72,32.723,34.408,0,41.88,58.96,1.185,0,0,REL0001114
2109-11,MIA,564071,EXPORT,1387330528.83,42183968.46,DE,OCEAN,1,193.3,51.09,32.169,39.68,0,87.75,75.31,0.6516,0,0,REL0001115
2109-12,SAV,326006,IMPORT,3134000152.91,74750847.49,ID,TRUCK,1,107.53,109.73,27.884,44.593,0,5.95,60.66,1.0916,1,0,REL0001116
2110-01,LAX,922384,EXPORT,1691857861.25,84168407.21,AU,OCEAN,1,80.94,136.74,6.241,43.498,0,79.3,91.39,1.1709,0,0,REL0001117
2110-02,OAK,611046,IMPORT,2354042519.15,24823950.46,VN,RAIL,0,196.58,140.06,18.916,25.347,0,53.35,56.45,1.0018,0,0,REL0001118
2110-03,OAK,363895,IMPORT,4222826362.34,49447253.24,BR,OCEAN,1,135.16,235.02,24.029,3.889,0,88.31,82.81,0.9666,0,0,REL0001119
2110-04,NYC,487230,IMPORT,367149111.04,39819710.63,IN,AIR,0,112.48,31.97,12.31,22.606,0,80.6,67.99,1.1242,0,1,REL0001120
2110-05,OAK,447092,EXPORT,1374949854.16,30819080.79,JP,AIR,0,166.64,98.28,22.534,39.351,1,69.64,56.02,0.6416,0,0,REL0001121
2110-06,SAV,846586,IMPORT,4677868069.57,45186526.44,CA,TRUCK,1,228.65,137.22,3.748,30.923,0,77.35,94.8,0.9122,0,0,REL0001122
2110-07,SAV,446197,IMPORT,7629243201.43,46988563.73,MX,AIR,1,242.96,156.19,22.983,23.407,0,1.99,23.79,0.5419,0,0,REL0001123
2110-08,NOR,796167,REEXPORT,3557506167.25,5135987.43,BR,TRUCK,1,122.9,65.34,22.048,10.597,0,10.65,93.22,0.8343,1,1,REL0001124
2110-09,NYC,428591,IMPORT,6850692409.09,23766352.35,TH,OCEAN,1,106.56,85.01,21.318,39.277,0,63.43,11.68,1.458,0,0,REL0001125
2110-10,LAX,630921,IMPORT,839508490.75,35189373.55,BR,OCEAN,0,100.61,163.43,4.323,42.43,0,71.07,8.95,1.4862,0,0,REL0001126
2110-11,LAX,411538,EXPORT,187962220.91,54343541.97,AU,OCEAN,1,112.0,85.16,18.246,4.209,0,74.39,45.95,0.9134,0,0,REL0001127
2110-12,NOR,853863,IMPORT,3152695721.32,4077415.44,TW,OCEAN,1,199.82,161.77,12.366,1.493,0,19.42,37.35,1.0763,0,0,REL0001128
2111-01,LGB,484400,EXPORT,4458271945.67,40987168.94,ID,RAIL,1,223.46,38.24,18.924,33.048,0,33.95,91.26,1.1007,0,0,REL0001129
2111-02,MIA,622572,EXPORT,4640559865.81,7005724.32,CN,OCEAN,0,121.56,168.99,21.125,45.103,0,87.4,15.34,0.502,0,0,REL0001130
2111-03,HOU,983299,EXPORT,5038254422.68,27209452.99,JP,OCEAN,1,85.98,97.45,30.937,29.032,0,96.34,84.79,0.809,0,0,REL0001131
2111-04,NOR,176289,EXPORT,7639904989.87,44667614.64,GB,RAIL,0,184.07,216.79,6.927,12.45,0,60.84,49.43,0.6576,0,0,REL0001132
2111-05,OAK,804732,IMPORT,3421640141.78,66269142.59,TW,OCEAN,1,194.2,73.07,8.013,4.918,0,8.03,8.31,0.6762,0,0,REL0001133
2111-06,NOR,952734,IMPORT,7277685684.49,17152252.23,JP,OCEAN,1,66.27,145.31,18.435,33.901,0,92.06,82.94,1.1852,0,0,REL0001134
