energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_usd,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_usd_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_usd,energy_price_bill_amount_avg_usd,energy_price_bill_amount_p95_usd,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2033-10-11,UTIL001085,EV_TOU,RES,71.06,22.762,36.617,-2.487,55.8,264.55,492.18,16.45,10.72,9.84,449203,36.35,4.836,1,0,DOCKET0001085
2033-10-18,UTIL001086,SOLAR_RIDER,RES,60.68,24.873,18.368,-4.077,58.85,162.42,376.6,4.62,1.41,12.61,119456,44.67,23.033,0,0,DOCKET0001086
2033-10-25,UTIL001087,EV_TOU,IND,45.43,34.489,13.371,-1.932,14.48,52.7,74.94,16.39,7.91,22.44,333188,30.45,5.929,0,0,DOCKET0001087
2033-11-01,UTIL001088,R_TOU,COM,60.28,35.344,12.389,8.921,31.33,296.73,532.15,24.26,9.16,19.71,829180,55.66,17.77,1,0,DOCKET0001088
2033-11-08,UTIL001089,C_GEN,RES,64.29,26.906,34.62,11.884,67.46,311.38,388.92,25.34,5.8,7.53,372087,67.17,8.081,0,0,DOCKET0001089
2033-11-15,UTIL001090,R_TOU,RES,75.57,23.64,10.72,3.188,105.53,221.62,378.37,8.43,5.92,3.04,424861,31.98,4.108,1,0,DOCKET0001090
2033-11-22,UTIL001091,R_STD,RES,79.45,36.768,44.504,0.266,46.8,117.31,220.24,26.66,5.08,15.31,359264,15.0,24.171,1,0,DOCKET0001091
2033-11-29,UTIL001092,R_LI,RES,59.49,11.393,25.677,-0.841,70.75,302.98,462.02,24.89,7.77,15.25,769785,56.87,25.463,0,0,DOCKET0001092
2033-12-06,UTIL001093,C_DEM,COM,83.87,36.858,15.813,2.987,12.06,104.82,152.91,18.86,2.85,0.46,206324,10.87,12.604,0,0,DOCKET0001093
2033-12-13,UTIL001094,EV_TOU,COM,48.03,19.285,36.5,4.09,90.08,123.52,225.16,17.63,7.8,11.84,661557,17.8,9.594,0,0,DOCKET0001094
2033-12-20,UTIL001095,R_LI,RES,45.54,37.48,3.996,3.291,72.07,252.11,309.23,20.96,11.02,19.23,310576,69.08,21.32,1,1,DOCKET0001095
2033-12-27,UTIL001096,C_GEN,RES,31.66,6.03,13.907,-1.175,-1.66,163.74,278.8,27.97,8.97,2.41,81109,13.52,23.316,0,1,DOCKET0001096
2034-01-03,UTIL001097,R_TOU,RES,74.95,21.698,33.469,0.08,110.26,385.1,878.3,7.29,6.71,13.08,647138,11.18,22.575,0,0,DOCKET0001097
2034-01-10,UTIL001098,C_DEM,COM,20.11,23.406,25.676,5.616,19.81,402.88,1015.56,25.32,5.24,20.09,707767,29.17,12.796,0,0,DOCKET0001098
2034-01-17,UTIL001099,R_STD,RES,12.81,7.831,37.407,5.854,86.08,337.89,636.62,27.98,11.44,7.82,472682,64.94,2.088,1,0,DOCKET0001099
2034-01-24,UTIL001100,R_LI,RES,20.62,8.462,38.545,-2.536,-9.11,280.05,698.04,5.85,4.57,13.78,480120,22.32,1.888,0,0,DOCKET0001100
2034-01-31,UTIL001101,R_STD,RES,72.46,20.099,44.853,7.704,19.76,321.04,492.94,21.76,10.37,23.66,718067,32.56,6.671,1,0,DOCKET0001101
2034-02-07,UTIL001102,C_DEM,COM,74.02,11.123,40.353,1.571,23.29,362.06,788.51,25.17,9.74,22.27,542030,58.62,14.494,1,0,DOCKET0001102
2034-02-14,UTIL001103,R_LI,COM,61.54,21.587,6.135,11.577,109.65,268.14,522.94,12.91,0.52,14.06,713884,62.7,8.147,1,1,DOCKET0001103
2034-02-21,UTIL001104,SOLAR_RIDER,RES,65.05,16.124,4.661,7.654,33.39,318.46,822.76,15.97,8.4,20.94,13784,39.75,19.843,0,1,DOCKET0001104
2034-02-28,UTIL001105,R_STD,RES,83.51,36.179,35.95,1.867,15.23,398.93,658.32,6.49,3.5,21.43,154250,14.85,19.352,1,0,DOCKET0001105
2034-03-07,UTIL001106,R_TOU,COM,17.43,25.466,31.464,2.443,77.26,309.73,704.87,1.36,3.88,21.74,288823,19.65,27.589,0,0,DOCKET0001106
2034-03-14,UTIL001107,EV_TOU,COM,5.15,17.046,33.853,0.816,80.71,127.06,244.06,3.6,5.47,17.34,449251,38.43,12.329,0,0,DOCKET0001107
2034-03-21,UTIL001108,C_GEN,IND,55.83,23.695,36.553,5.928,0.49,366.23,704.68,6.86,7.34,21.76,357617,73.27,24.27,0,0,DOCKET0001108
2034-03-28,UTIL001109,EV_TOU,RES,4.36,11.101,11.244,4.472,-19.17,69.02,87.33,4.12,10.61,16.29,540983,59.81,5.934,1,1,DOCKET0001109
2034-04-04,UTIL001110,R_TOU,RES,59.23,22.683,14.786,10.903,92.68,164.06,288.24,6.1,8.07,0.34,710420,62.58,18.803,0,0,DOCKET0001110
2034-04-11,UTIL001111,C_DEM,COM,41.8,6.77,42.384,3.049,6.62,240.49,306.0,20.2,5.72,4.21,632301,25.21,18.364,0,0,DOCKET0001111
2034-04-18,UTIL001112,R_TOU,RES,36.82,34.826,42.034,-3.864,106.14,202.57,354.52,19.21,5.76,18.39,312174,23.63,6.37,0,1,DOCKET0001112
2034-04-25,UTIL001113,C_GEN,RES,83.81,23.308,11.591,-4.356,-13.52,332.3,770.54,10.09,2.18,23.8,717639,53.17,16.463,0,0,DOCKET0001113
2034-05-02,UTIL001114,R_LI,COM,4.26,30.494,1.309,-1.975,118.33,364.08,551.19,3.76,0.75,2.27,214742,33.61,29.342,0,0,DOCKET0001114
2034-05-09,UTIL001115,R_STD,COM,40.01,11.507,39.071,8.797,91.81,284.22,544.3,10.98,2.62,4.24,846926,64.26,16.24,1,1,DOCKET0001115
2034-05-16,UTIL001116,C_DEM,RES,33.81,33.377,31.567,6.875,-5.11,196.13,255.66,5.27,3.34,18.22,612285,32.21,21.998,1,0,DOCKET0001116
2034-05-23,UTIL001117,R_TOU,RES,52.36,30.917,44.248,10.921,70.1,390.18,570.03,6.4,3.3,15.99,836970,6.45,12.904,1,0,DOCKET0001117
2034-05-30,UTIL001118,R_STD,GOV,5.66,21.609,20.518,0.865,96.44,106.69,177.21,17.76,5.92,10.77,104688,68.46,1.764,0,0,DOCKET0001118
2034-06-06,UTIL001119,I_LARGE,RES,46.24,22.983,27.571,4.585,100.87,278.3,546.03,14.79,4.05,19.64,819599,20.24,27.164,0,0,DOCKET0001119
2034-06-13,UTIL001120,R_LI,COM,9.92,34.838,30.423,0.119,-15.18,408.34,758.36,21.78,7.34,17.58,818090,32.24,2.555,0,1,DOCKET0001120
2034-06-20,UTIL001121,R_TOU,COM,9.06,26.934,14.058,-1.31,71.18,52.7,112.42,26.37,3.26,14.33,560042,58.61,16.361,0,1,DOCKET0001121
2034-06-27,UTIL001122,C_DEM,COM,9.47,9.153,41.545,-1.903,14.0,170.03,230.81,18.72,7.31,15.33,642026,43.29,13.744,0,0,DOCKET0001122
2034-07-04,UTIL001123,SOLAR_RIDER,RES,42.19,35.078,44.169,-3.496,48.8,64.85,127.31,22.19,8.38,24.69,754990,60.22,26.5,0,1,DOCKET0001123
2034-07-11,UTIL001124,EV_TOU,IND,77.97,29.09,4.295,0.425,49.95,285.54,713.59,3.86,0.57,15.98,346983,42.19,6.052,1,0,DOCKET0001124
2034-07-18,UTIL001125,R_TOU,RES,28.95,27.938,29.386,0.298,75.67,324.01,637.93,0.37,3.17,23.33,43733,60.94,6.839,0,0,DOCKET0001125
2034-07-25,UTIL001126,R_LI,IND,66.3,13.883,27.515,11.231,74.95,199.43,248.51,16.73,5.93,15.53,181286,69.12,6.117,0,1,DOCKET0001126
2034-08-01,UTIL001127,R_STD,IND,46.18,21.17,1.689,0.091,6.78,204.51,383.39,5.98,7.48,15.95,746080,58.7,4.861,0,0,DOCKET0001127
2034-08-08,UTIL001128,R_LI,RES,74.52,23.482,35.23,-2.841,66.15,329.47,748.5,7.19,9.06,7.5,496769,42.02,28.419,0,1,DOCKET0001128
2034-08-15,UTIL001129,R_TOU,IND,29.92,20.403,15.519,0.491,18.94,368.95,842.31,12.67,2.21,15.42,817774,21.34,4.934,0,1,DOCKET0001129
2034-08-22,UTIL001130,C_GEN,IND,81.57,36.531,17.808,1.912,108.26,277.29,418.45,10.84,1.07,24.76,180374,53.08,8.335,1,0,DOCKET0001130
2034-08-29,UTIL001131,EV_TOU,COM,50.61,36.886,29.405,0.562,115.08,149.55,384.33,0.56,7.46,21.71,680472,3.87,23.15,0,1,DOCKET0001131
2034-09-05,UTIL001132,R_LI,COM,30.17,29.763,34.265,8.863,29.01,325.03,808.43,10.39,5.36,16.09,666062,11.04,20.773,0,0,DOCKET0001132
2034-09-12,UTIL001133,SOLAR_RIDER,RES,60.8,13.822,43.22,-1.132,98.47,87.05,196.53,23.59,8.25,11.29,113410,40.91,20.359,1,0,DOCKET0001133
2034-09-19,UTIL001134,R_TOU,IND,9.05,34.917,6.949,5.936,78.1,282.9,431.87,8.7,6.18,17.81,370398,25.24,16.624,0,0,DOCKET0001134
2034-09-26,UTIL001135,R_TOU,COM,19.65,24.018,27.621,5.854,10.18,274.6,493.34,23.62,10.45,6.47,496893,18.78,8.63,1,1,DOCKET0001135
2034-10-03,UTIL001136,EV_TOU,COM,59.35,13.796,3.401,5.882,73.39,238.93,585.24,13.33,9.5,1.59,392268,70.01,21.954,0,0,DOCKET0001136
2034-10-10,UTIL001137,I_LARGE,COM,17.29,28.205,36.257,9.081,11.2,303.52,568.19,24.28,9.42,19.24,40481,4.12,24.946,0,0,DOCKET0001137
2034-10-17,UTIL001138,R_TOU,RES,37.3,26.096,20.981,7.289,67.95,166.13,352.12,26.81,1.96,20.75,46503,18.5,2.618,0,0,DOCKET0001138
2034-10-24,UTIL001139,R_STD,RES,18.01,29.459,9.264,-1.263,-14.9,370.19,693.51,4.1,4.61,13.76,178756,5.7,14.474,0,0,DOCKET0001139
2034-10-31,UTIL001140,C_DEM,RES,84.98,25.148,6.43,6.596,84.95,83.85,206.48,27.16,11.85,24.77,386978,45.02,7.326,1,1,DOCKET0001140
2034-11-07,UTIL001141,SOLAR_RIDER,RES,74.03,27.967,23.161,-1.936,41.75,120.23,292.36,22.04,2.32,23.36,489318,33.79,14.072,1,1,DOCKET0001141
2034-11-14,UTIL001142,R_STD,RES,17.37,20.704,9.342,-2.532,9.99,309.82,416.73,18.49,9.26,1.18,265248,40.56,10.924,1,1,DOCKET0001142
2034-11-21,UTIL001143,SOLAR_RIDER,RES,30.84,22.47,40.389,-0.923,100.12,75.82,114.37,7.57,2.28,14.55,727549,43.64,16.855,0,0,DOCKET0001143
2034-11-28,UTIL001144,R_TOU,COM,7.09,14.085,16.681,5.125,23.97,105.77,256.1,20.8,2.05,2.16,145772,69.08,28.819,0,0,DOCKET0001144
2034-12-05,UTIL001145,R_LI,COM,3.73,12.892,7.343,11.761,82.24,196.86,410.08,9.05,9.47,9.08,658646,20.31,18.563,0,0,DOCKET0001145
2034-12-12,UTIL001146,EV_TOU,RES,7.41,17.241,5.513,-3.43,28.47,259.55,324.1,25.6,3.13,10.14,587406,62.19,26.101,0,0,DOCKET0001146
2034-12-19,UTIL001147,R_TOU,RES,56.42,10.228,10.085,11.05,38.82,242.46,508.88,13.37,3.82,12.78,691270,8.65,6.632,0,0,DOCKET0001147
2034-12-26,UTIL001148,C_DEM,RES,62.87,7.349,23.486,-3.632,6.73,39.34,97.38,17.59,9.58,20.94,759627,55.04,4.882,0,0,DOCKET0001148
2035-01-02,UTIL001149,R_TOU,RES,82.64,11.672,8.134,3.886,21.07,158.03,206.42,9.64,5.38,10.73,258292,26.95,25.628,0,1,DOCKET0001149
2035-01-09,UTIL001150,I_LARGE,COM,61.86,14.123,16.064,3.81,4.02,131.8,294.93,0.09,4.38,0.7,751901,68.29,3.625,1,0,DOCKET0001150
2035-01-16,UTIL001151,R_TOU,RES,70.0,18.439,34.528,6.987,13.66,85.82,195.67,13.7,3.87,1.95,725363,55.51,16.78,1,0,DOCKET0001151
2035-01-23,UTIL001152,I_LARGE,RES,20.65,27.765,10.022,-3.896,-10.9,105.54,260.35,15.12,10.53,14.77,516641,41.53,26.601,0,1,DOCKET0001152
2035-01-30,UTIL001153,R_STD,RES,82.61,13.127,17.006,5.601,5.3,103.46,243.69,17.53,1.34,24.1,637975,57.84,12.343,1,0,DOCKET0001153
2035-02-06,UTIL001154,EV_TOU,RES,80.26,10.37,44.19,5.897,23.21,326.67,662.44,9.18,11.26,4.94,190407,69.97,14.659,1,0,DOCKET0001154
2035-02-13,UTIL001155,I_LARGE,RES,5.84,33.186,22.473,-1.763,68.4,39.12,59.27,5.52,1.6,8.21,472797,51.93,16.715,0,1,DOCKET0001155
2035-02-20,UTIL001156,I_LARGE,RES,10.83,20.126,37.542,0.781,-23.48,386.9,919.78,26.85,11.96,10.78,415822,69.75,14.185,1,0,DOCKET0001156
2035-02-27,UTIL001157,C_GEN,COM,28.39,6.001,22.217,-4.829,69.61,53.96,106.61,2.5,1.05,10.0,483985,46.57,25.355,1,1,DOCKET0001157
2035-03-06,UTIL001158,EV_TOU,COM,44.06,25.947,7.309,10.663,96.0,334.44,507.66,11.31,1.29,16.26,568288,64.44,4.157,0,1,DOCKET0001158
2035-03-13,UTIL001159,C_GEN,RES,67.59,22.863,44.272,0.408,89.99,124.61,262.75,10.7,0.05,24.93,216026,48.81,29.557,1,1,DOCKET0001159
2035-03-20,UTIL001160,SOLAR_RIDER,COM,59.16,11.845,37.903,5.75,34.92,133.08,341.48,2.36,6.3,16.61,298022,46.41,27.636,0,1,DOCKET0001160
2035-03-27,UTIL001161,R_TOU,OTHER,48.13,25.004,11.536,-1.996,46.58,35.27,47.99,16.03,5.16,8.01,682604,59.85,1.89,0,0,DOCKET0001161
2035-04-03,UTIL001162,EV_TOU,COM,4.75,27.99,2.962,-1.679,-24.21,254.12,356.5,16.88,8.88,18.16,433886,36.56,3.831,0,1,DOCKET0001162
2035-04-10,UTIL001163,R_STD,RES,46.65,22.597,35.607,-0.216,101.28,59.17,92.52,5.64,6.8,23.1,485929,24.15,2.957,1,1,DOCKET0001163
2035-04-17,UTIL001164,R_TOU,IND,7.29,17.826,15.343,-4.585,45.82,362.34,733.81,8.72,8.47,19.65,803291,34.51,19.201,1,0,DOCKET0001164
2035-04-24,UTIL001165,EV_TOU,RES,34.36,19.53,33.095,-1.798,76.15,258.17,580.95,11.58,11.92,6.16,674863,6.61,23.763,0,0,DOCKET0001165
2035-05-01,UTIL001166,C_DEM,RES,30.12,35.13,43.697,-4.154,111.09,35.54,62.39,9.29,10.81,11.68,646074,5.73,25.25,1,0,DOCKET0001166
2035-05-08,UTIL001167,SOLAR_RIDER,RES,31.91,27.858,26.117,-1.025,77.64,325.2,706.87,5.04,3.06,17.16,577004,70.65,20.688,1,1,DOCKET0001167
2035-05-15,UTIL001168,SOLAR_RIDER,RES,39.43,23.482,0.512,5.536,88.12,210.15,276.01,6.52,2.55,10.19,118921,8.86,19.399,0,1,DOCKET0001168
2035-05-22,UTIL001169,I_LARGE,RES,36.24,12.436,37.46,-4.408,114.07,274.73,594.26,15.98,1.31,8.13,260510,11.14,5.091,1,1,DOCKET0001169
2035-05-29,UTIL001170,R_LI,RES,52.73,18.295,41.146,7.888,101.81,167.78,316.45,16.57,6.81,0.82,226370,11.56,20.867,0,0,DOCKET0001170
2035-06-05,UTIL001171,C_DEM,COM,75.95,14.019,28.94,5.648,-0.57,157.66,253.21,2.04,10.98,3.09,635499,23.03,26.293,0,0,DOCKET0001171
2035-06-12,UTIL001172,R_STD,RES,43.3,32.216,3.356,1.338,51.73,138.25,226.36,24.11,3.65,0.24,295706,33.38,7.587,1,0,DOCKET0001172
2035-06-19,UTIL001173,R_TOU,RES,21.35,33.425,15.501,6.394,80.39,248.15,542.81,22.63,11.57,12.02,818862,62.18,16.075,1,1,DOCKET0001173
2035-06-26,UTIL001174,R_TOU,RES,84.95,26.096,19.407,3.033,-1.35,110.99,286.63,3.97,7.52,8.57,539708,7.35,26.303,0,0,DOCKET0001174
2035-07-03,UTIL001175,EV_TOU,COM,38.27,33.708,35.591,-4.755,5.4,138.64,273.42,4.45,9.5,23.88,409090,47.94,1.601,0,0,DOCKET0001175
2035-07-10,UTIL001176,EV_TOU,IND,14.47,36.933,21.353,3.774,85.26,236.02,599.33,15.06,1.15,0.24,491638,36.01,28.941,1,0,DOCKET0001176
2035-07-17,UTIL001177,R_LI,COM,53.19,29.402,23.259,5.229,98.11,116.62,267.72,3.87,6.68,7.32,497035,15.11,28.712,1,0,DOCKET0001177
2035-07-24,UTIL001178,I_LARGE,COM,35.75,26.502,4.719,9.634,69.82,372.29,692.42,19.26,6.31,17.77,515400,73.22,27.945,0,0,DOCKET0001178
2035-07-31,UTIL001179,C_GEN,RES,66.35,28.265,25.983,2.692,105.26,128.34,318.42,18.19,1.53,11.36,27952,47.96,4.522,0,1,DOCKET0001179
2035-08-07,UTIL001180,EV_TOU,RES,82.75,10.149,26.017,6.802,96.36,365.2,606.12,15.27,11.61,18.92,73861,47.61,25.043,0,0,DOCKET0001180
2035-08-14,UTIL001181,C_GEN,COM,8.3,6.529,3.009,-0.529,107.23,336.67,591.78,20.29,2.4,14.55,142833,31.16,25.906,0,0,DOCKET0001181
2035-08-21,UTIL001182,C_DEM,RES,2.14,17.44,23.102,8.475,105.57,372.97,533.87,26.64,5.56,1.5,303747,8.06,27.795,0,1,DOCKET0001182
2035-08-28,UTIL001183,C_GEN,GOV,61.24,21.237,39.746,11.43,11.49,181.19,398.0,9.71,0.82,11.24,184662,34.96,16.604,1,0,DOCKET0001183
2035-09-04,UTIL001184,R_LI,RES,15.98,17.092,24.564,10.102,32.2,193.62,249.34,27.74,8.31,0.41,511174,33.77,26.22,0,1,DOCKET0001184
2035-09-11,UTIL001185,I_LARGE,COM,75.3,37.315,17.648,-4.653,-6.92,365.45,738.61,15.55,0.07,10.18,334361,24.81,1.634,1,0,DOCKET0001185
2035-09-18,UTIL001186,R_STD,RES,80.91,15.333,31.891,-1.739,41.06,375.63,767.54,19.84,5.02,19.36,139755,7.28,6.277,0,1,DOCKET0001186
2035-09-25,UTIL001187,C_GEN,RES,54.44,21.008,44.895,-4.82,93.22,202.49,365.52,6.03,3.54,20.17,661671,37.74,11.869,0,0,DOCKET0001187
2035-10-02,UTIL001188,C_DEM,RES,32.44,25.502,41.721,2.278,14.86,100.23,237.82,5.83,10.26,16.63,496758,51.34,5.684,0,1,DOCKET0001188
2035-10-09,UTIL001189,R_LI,RES,16.83,28.505,15.014,1.157,65.55,142.0,184.71,18.87,1.12,23.53,245097,5.03,0.382,1,0,DOCKET0001189
2035-10-16,UTIL001190,R_TOU,GOV,18.29,32.598,17.646,-2.525,114.16,202.94,360.78,27.28,10.29,6.19,651852,24.91,27.081,0,0,DOCKET0001190
2035-10-23,UTIL001191,SOLAR_RIDER,RES,59.94,27.371,39.865,-2.52,99.86,105.36,227.13,21.68,8.74,21.52,575454,1.52,8.836,1,1,DOCKET0001191
2035-10-30,UTIL001192,EV_TOU,RES,51.91,29.109,12.72,11.428,61.49,352.71,856.16,10.14,10.84,7.05,51093,65.7,0.944,0,0,DOCKET0001192
2035-11-06,UTIL001193,I_LARGE,IND,51.92,10.738,42.213,6.062,21.77,52.91,70.62,19.1,5.95,8.37,417947,5.86,19.681,0,1,DOCKET0001193
2035-11-13,UTIL001194,I_LARGE,RES,43.24,31.925,10.758,-1.929,-24.44,416.16,981.37,25.62,9.74,18.94,13469,46.0,20.408,1,1,DOCKET0001194
2035-11-20,UTIL001195,R_STD,RES,28.42,26.504,26.115,0.571,47.91,403.97,1023.89,14.47,3.07,11.29,262257,33.77,15.838,1,0,DOCKET0001195
2035-11-27,UTIL001196,C_DEM,RES,11.14,24.589,2.649,11.019,-15.52,407.73,985.24,4.15,8.25,4.05,387567,63.69,5.937,0,0,DOCKET0001196
2035-12-04,UTIL001197,C_DEM,IND,34.98,20.123,11.021,3.317,92.4,47.07,78.81,25.11,5.29,20.7,619180,3.56,23.334,1,0,DOCKET0001197
2035-12-11,UTIL001198,C_GEN,RES,14.61,15.521,12.502,11.019,30.77,28.43,55.37,11.81,3.2,21.1,633267,68.83,23.066,1,1,DOCKET0001198
2035-12-18,UTIL001199,C_GEN,IND,38.98,7.97,44.584,8.277,90.59,324.19,791.35,9.99,5.55,2.46,467518,52.14,8.096,0,0,DOCKET0001199
2035-12-25,UTIL001200,R_TOU,RES,80.63,18.009,20.917,-4.702,-5.73,88.68,198.39,19.33,1.62,1.37,845608,33.55,9.861,0,1,DOCKET0001200
2036-01-01,UTIL001201,C_DEM,GOV,71.77,33.943,41.959,6.044,-0.49,100.8,231.24,24.58,1.24,12.47,553989,44.87,7.006,1,0,DOCKET0001201
2036-01-08,UTIL001202,C_GEN,RES,59.34,9.948,15.17,-2.06,68.23,389.33,989.61,10.51,11.06,1.73,66679,10.08,23.131,0,0,DOCKET0001202
2036-01-15,UTIL001203,C_DEM,RES,62.17,32.527,29.865,3.863,102.28,97.32,248.85,11.48,2.83,10.11,814813,19.17,21.357,0,0,DOCKET0001203
2036-01-22,UTIL001204,SOLAR_RIDER,COM,80.91,28.021,10.296,-4.562,-24.8,416.15,809.22,11.88,4.2,19.64,72034,1.61,26.598,1,0,DOCKET0001204
2036-01-29,UTIL001205,R_LI,RES,41.46,20.365,15.953,4.345,100.06,293.74,363.71,23.47,7.72,24.91,318912,31.72,18.909,0,1,DOCKET0001205
2036-02-05,UTIL001206,EV_TOU,RES,81.95,19.094,29.456,5.416,-7.82,33.09,46.42,11.84,10.67,15.34,579498,67.14,12.597,0,0,DOCKET0001206
2036-02-12,UTIL001207,EV_TOU,RES,62.96,6.172,39.341,4.653,60.73,294.76,378.92,20.75,0.02,1.59,406658,47.23,0.272,1,1,DOCKET0001207
2036-02-19,UTIL001208,R_TOU,RES,0.13,32.141,41.445,-2.658,-4.07,69.85,92.6,13.03,3.3,20.26,21766,28.45,1.484,1,0,DOCKET0001208
2036-02-26,UTIL001209,C_DEM,RES,43.36,16.316,29.903,-1.154,69.54,233.2,373.34,25.22,7.19,20.77,389762,43.09,18.037,0,0,DOCKET0001209
2036-03-04,UTIL001210,C_DEM,RES,46.56,17.452,17.627,4.479,-15.73,186.75,239.35,4.41,4.2,2.09,173627,36.03,16.554,0,0,DOCKET0001210
2036-03-11,UTIL001211,I_LARGE,RES,49.22,19.759,44.495,7.064,-16.97,376.04,822.09,22.24,7.49,2.22,56904,10.29,9.07,1,0,DOCKET0001211
2036-03-18,UTIL001212,C_DEM,RES,31.43,36.037,17.048,3.919,42.32,310.52,688.65,8.44,2.5,10.96,140598,28.67,23.35,0,0,DOCKET0001212
2036-03-25,UTIL001213,C_DEM,COM,58.0,31.442,36.139,-0.543,109.75,29.59,40.03,19.84,11.16,10.54,573745,33.39,8.874,0,0,DOCKET0001213
2036-04-01,UTIL001214,I_LARGE,IND,6.91,12.248,9.442,9.511,16.04,43.77,65.81,23.06,2.66,19.92,667504,65.99,11.838,0,0,DOCKET0001214
2036-04-08,UTIL001215,R_STD,COM,6.93,29.249,4.479,2.857,54.32,297.25,377.43,26.01,9.76,20.95,86072,25.44,13.347,1,0,DOCKET0001215
2036-04-15,UTIL001216,R_STD,COM,81.03,35.597,25.921,9.512,41.09,185.55,436.75,11.47,4.27,6.77,441237,41.45,12.443,0,1,DOCKET0001216
2036-04-22,UTIL001217,R_TOU,COM,35.52,15.201,31.252,3.847,6.28,62.18,109.51,8.51,6.24,2.17,317543,20.48,21.585,1,0,DOCKET0001217
2036-04-29,UTIL001218,R_LI,RES,65.98,23.933,36.046,7.782,4.94,290.49,469.87,26.34,1.54,3.5,704003,0.68,15.995,0,1,DOCKET0001218
2036-05-06,UTIL001219,I_LARGE,RES,30.21,12.099,22.658,-4.755,67.8,134.08,298.73,27.42,7.72,17.28,17731,41.04,13.637,0,1,DOCKET0001219
2036-05-13,UTIL001220,R_LI,COM,31.09,10.08,2.811,-4.838,8.6,303.33,594.68,22.68,5.38,17.99,764179,9.22,23.975,1,0,DOCKET0001220
2036-05-20,UTIL001221,R_TOU,RES,53.84,11.962,26.039,2.348,93.65,262.95,398.44,8.58,7.62,0.65,86798,2.28,15.378,0,0,DOCKET0001221
2036-05-27,UTIL001222,R_STD,IND,35.0,19.297,20.976,2.805,23.09,300.5,489.36,20.45,11.86,8.07,105357,67.07,0.021,0,0,DOCKET0001222
2036-06-03,UTIL001223,R_STD,COM,65.95,15.353,28.611,6.933,-0.17,387.62,964.21,26.5,3.88,24.66,499224,58.17,10.871,1,0,DOCKET0001223
2036-06-10,UTIL001224,I_LARGE,IND,25.53,25.212,9.78,-4.154,72.93,256.43,605.99,1.69,1.95,14.04,725083,21.57,22.391,1,0,DOCKET0001224
2036-06-17,UTIL001225,R_TOU,COM,84.5,16.487,41.947,-4.233,89.89,353.43,448.16,8.32,11.08,8.49,192427,31.44,21.768,1,0,DOCKET0001225
2036-06-24,UTIL001226,EV_TOU,RES,20.84,9.778,44.163,-2.015,-21.62,103.95,242.37,16.77,2.33,9.43,423344,35.15,19.472,1,0,DOCKET0001226
2036-07-01,UTIL001227,R_LI,COM,59.36,17.06,44.595,-0.387,-0.34,300.88,409.78,27.7,2.89,15.04,423479,30.32,7.125,1,0,DOCKET0001227
2036-07-08,UTIL001228,C_GEN,COM,58.78,14.505,38.431,8.337,110.63,189.53,404.38,20.93,1.66,15.71,764312,32.02,22.693,0,1,DOCKET0001228
2036-07-15,UTIL001229,C_GEN,COM,63.32,32.163,32.659,8.574,20.08,200.51,264.61,22.35,9.19,18.99,110736,74.29,6.655,0,1,DOCKET0001229
2036-07-22,UTIL001230,R_TOU,RES,10.21,35.827,23.635,1.273,74.14,80.22,149.73,19.57,1.48,13.63,148992,30.88,17.37,0,1,DOCKET0001230
2036-07-29,UTIL001231,SOLAR_RIDER,IND,84.65,11.454,9.577,-1.204,62.0,283.13,734.54,9.95,2.0,22.29,259564,57.55,23.854,1,1,DOCKET0001231
2036-08-05,UTIL001232,I_LARGE,IND,45.95,32.123,38.143,10.812,-14.47,195.31,302.1,21.87,0.82,7.31,803828,71.85,26.438,0,0,DOCKET0001232
2036-08-12,UTIL001233,C_DEM,RES,32.64,31.893,16.756,-2.919,-10.49,170.94,359.58,6.85,1.86,3.43,201686,56.0,21.595,1,0,DOCKET0001233
2036-08-19,UTIL001234,R_TOU,RES,78.95,37.619,6.854,-3.607,17.08,342.32,678.29,18.3,9.96,8.03,434818,17.48,20.812,1,1,DOCKET0001234
2036-08-26,UTIL001235,C_DEM,IND,35.26,8.769,43.423,2.039,-20.22,390.41,637.78,27.85,2.6,14.92,219669,63.58,24.555,0,1,DOCKET0001235
2036-09-02,UTIL001236,I_LARGE,IND,36.25,27.124,12.126,1.384,90.56,341.52,812.09,6.77,1.59,5.44,300141,46.28,2.227,0,0,DOCKET0001236
2036-09-09,UTIL001237,R_LI,RES,71.98,17.214,6.644,1.51,4.98,370.86,840.58,26.37,4.69,15.17,75175,62.49,20.87,1,0,DOCKET0001237
2036-09-16,UTIL001238,R_TOU,COM,40.57,35.336,9.416,6.957,50.65,314.97,592.53,10.44,8.61,7.44,716887,58.05,25.193,0,0,DOCKET0001238
2036-09-23,UTIL001239,C_DEM,COM,33.76,22.476,42.609,-4.902,103.51,136.43,250.39,11.95,1.59,3.69,388447,51.62,5.673,1,0,DOCKET0001239
