imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_usd,imm_refugee_initial_cash_assistance_usd,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2101-02,AGY0001022,2,SV,SIV_REF,0,1,1,5861.051,180.08,28,0.5869,0.7791,0.6395,0.6147,0,0,0.5227,27.92,13
2101-03,AGY0001023,4,SS,P1,0,1,1,4974.662,1259.81,24,0.0817,0.3918,0.2635,0.7018,0,0,0.4792,70.81,16
2101-04,AGY0001024,4,UA,P1,1,1,1,2156.903,1936.41,19,0.7648,0.8332,0.1391,0.9808,0,0,0.2155,69.96,20
2101-05,AGY0001025,4,MM,OTHER,0,1,1,4990.524,2157.62,44,0.47,0.5426,0.5959,0.2493,0,0,0.2863,19.97,6
2101-06,AGY0001026,1,ET,P3,0,0,1,1300.215,674.07,88,0.6115,0.8671,0.265,0.3725,0,1,0.0598,47.94,18
2101-07,AGY0001027,5,ET,SIV_REF,0,1,1,2751.316,55.62,84,0.6048,0.9157,0.8355,0.0294,0,0,0.1956,32.16,17
2101-08,AGY0001028,1,ET,P1,0,1,1,1736.317,429.7,73,0.1665,0.8538,0.0085,0.9096,0,0,0.1656,98.44,2
2101-09,AGY0001029,5,SS,P2,1,1,1,5140.498,1948.01,28,0.1715,0.1435,0.2131,0.2219,0,0,0.2155,18.36,3
2101-10,AGY0001030,5,CM,P3,0,1,1,1440.959,1438.06,68,0.0808,0.331,0.1394,0.7341,0,0,0.3606,71.44,20
2101-11,AGY0001031,8,CD,P2,0,1,1,975.67,2333.19,0,0.3365,0.2323,0.5059,0.0217,0,0,0.3106,96.34,19
2101-12,AGY0001032,3,CM,P1,0,1,1,1001.601,555.71,76,0.3167,0.9104,0.5093,0.9032,1,0,0.7307,70.15,13
2102-01,AGY0001033,6,AF,SIV_REF,1,1,1,507.702,967.44,13,0.6345,0.1543,0.5367,0.1608,0,0,0.79,9.3,5
2102-02,AGY0001034,2,IR,FAMILY_REUNION,0,1,1,5441.883,2212.36,57,0.2541,0.4804,0.0268,0.4174,1,0,0.8968,35.03,16
2102-03,AGY0001035,2,CD,FAMILY_REUNION,0,0,1,501.154,908.66,24,0.3857,0.6332,0.5237,0.9576,0,0,0.4792,70.81,10
2102-04,AGY0001036,2,SO,P1,1,1,1,3531.335,746.11,16,0.131,0.2048,0.0664,0.4936,0,0,0.3315,62.38,6
2102-05,AGY0001037,5,BY,P1,0,0,1,2216.706,1393.51,88,0.3727,0.0103,0.8861,0.7443,0,0,0.8872,59.16,12
2102-06,AGY0001038,8,SD,SIV_REF,0,0,0,1739.907,1472.47,38,0.5302,0.2926,0.7171,0.5056,1,0,0.4786,52.29,9
2102-07,AGY0001039,3,HT,P3,0,1,1,1904.798,2209.06,86,0.07,0.2936,0.0844,0.2661,1,0,0.0466,27.28,0
2102-08,AGY0001040,8,YE,P2,0,1,1,3866.259,1779.77,7,0.7206,0.4526,0.5792,0.3459,0,0,0.847,28.06,12
2102-09,AGY0001041,6,ER,P2,0,1,1,5988.91,2205.22,0,0.079,0.9696,0.7174,0.3667,0,0,0.7105,72.63,7
2102-10,AGY0001042,5,IQ,MEDICAL,1,1,1,3717.571,1980.13,15,0.1515,0.201,0.1703,0.0445,0,0,0.0625,99.31,20
2102-11,AGY0001043,6,CM,P1,0,1,1,3074.212,2472.06,72,0.1622,0.6358,0.9195,0.5623,1,1,0.2207,70.73,0
2102-12,AGY0001044,6,CD,P2,1,1,1,5681.923,2295.49,10,0.378,0.5766,0.2181,0.1929,0,0,0.4326,70.07,8
2103-01,AGY0001045,5,AF,P1,0,1,1,4843.804,62.75,3,0.8197,0.0537,0.0268,0.3098,0,0,0.5437,39.14,10
2103-02,AGY0001046,5,IR,USRAP_SPECIAL,0,1,1,1483.055,746.31,20,0.178,0.3719,0.5234,0.6181,0,0,0.2476,75.35,3
2103-03,AGY0001047,1,YE,P1,0,1,1,3737.466,900.5,43,0.1719,0.843,0.0393,0.2364,0,0,0.0278,79.45,1
2103-04,AGY0001048,6,AF,P2,1,1,1,2541.317,1335.07,68,0.8733,0.5618,0.4023,0.0363,0,0,0.9951,64.14,20
2103-05,AGY0001049,1,CD,P1,0,1,1,2342.128,2.09,53,0.3275,0.1956,0.7693,0.1796,1,0,0.8848,82.05,1
2103-06,AGY0001050,8,ER,P3,0,1,1,2987.299,1038.8,9,0.5677,0.2044,0.8979,0.2768,0,0,0.6554,71.63,3
2103-07,AGY0001051,8,CM,MEDICAL,1,1,1,3750.73,1711.93,26,0.2439,0.6043,0.704,0.0585,0,0,0.3767,92.41,7
2103-08,AGY0001052,6,HN,P1,0,1,0,2266.311,2487.82,26,0.6316,0.4422,0.0162,0.2175,0,0,0.2403,68.84,12
2103-09,AGY0001053,5,SY,P1,0,1,1,4378.232,1335.85,18,0.7927,0.1798,0.9406,0.1578,1,0,0.5383,30.4,17
2103-10,AGY0001054,1,HN,P1,0,1,1,3238.923,910.07,43,0.7233,0.9965,0.1602,0.1801,0,1,0.5609,66.92,0
2103-11,AGY0001055,4,IQ,P2,0,1,1,1493.054,499.26,51,0.4825,0.7508,0.9168,0.2938,0,1,0.7394,99.39,11
2103-12,AGY0001056,2,IR,P2,0,1,1,1836.825,543.99,11,0.3556,0.8868,0.2973,0.9636,0,0,0.1586,30.55,5
2104-01,AGY0001057,7,HT,P1,0,1,1,1536.216,1074.58,89,0.0002,0.5003,0.8914,0.2475,0,0,0.2895,57.76,20
2104-02,AGY0001058,7,ET,USRAP_SPECIAL,1,1,1,3086.697,1830.76,54,0.2888,0.2934,0.3899,0.2675,1,0,0.403,32.3,18
2104-03,AGY0001059,1,CM,P2,0,1,1,1855.998,573.86,57,0.5608,0.4226,0.0758,0.1585,0,0,0.622,74.53,14
2104-04,AGY0001060,8,CM,P2,0,1,1,4458.959,2194.54,9,0.5859,0.4482,0.1876,0.6028,0,1,0.9409,20.28,13
2104-05,AGY0001061,1,IR,P3,0,1,1,3762.96,1385.2,88,0.0204,0.6334,0.981,0.8497,0,0,0.3807,49.18,11
2104-06,AGY0001062,7,YE,P1,1,1,1,2388.641,1301.4,85,0.2027,0.2013,0.1976,0.8464,0,1,0.6751,74.39,18
2104-07,AGY0001063,2,BY,P3,0,1,1,5617.452,72.45,14,0.5503,0.0263,0.3683,0.7365,0,0,0.349,30.61,0
2104-08,AGY0001064,4,CM,SIV_REF,0,1,1,1476.023,2029.08,13,0.1397,0.7145,0.9619,0.7564,1,1,0.1096,21.25,15
2104-09,AGY0001065,1,IR,P1,0,1,0,3128.624,1174.44,21,0.1222,0.6995,0.5708,0.6532,0,0,0.3335,98.85,18
2104-10,AGY0001066,4,IR,P2,0,1,1,3354.905,2126.76,63,0.8876,0.9742,0.1665,0.1503,0,0,0.3558,0.65,11
2104-11,AGY0001067,8,ER,P3,0,1,1,1341.016,586.22,41,0.2487,0.5564,0.8247,0.2244,0,0,0.7771,79.6,13
2104-12,AGY0001068,8,SY,P1,0,0,1,1363.397,662.06,51,0.6973,0.8414,0.4906,0.2898,0,0,0.2402,40.7,5
2105-01,AGY0001069,1,HT,P3,0,0,1,3776.838,1117.98,84,0.8025,0.2247,0.4979,0.8643,0,0,0.6631,51.74,15
2105-02,AGY0001070,1,GT,P1,0,0,1,3678.469,194.66,31,0.988,0.7931,0.1846,0.0218,0,0,0.1761,92.86,20
2105-03,AGY0001071,7,CD,P1,0,1,1,4016.31,1337.18,69,0.8884,0.8887,0.3145,0.827,0,1,0.8747,22.81,9
2105-04,AGY0001072,1,YE,P3,0,1,0,5936.421,1306.8,84,0.5141,0.5518,0.5339,0.0861,0,0,0.6121,70.15,17
2105-05,AGY0001073,5,CM,P3,0,1,1,1584.172,951.66,11,0.7433,0.0721,0.5501,0.536,0,0,0.9897,41.59,2
2105-06,AGY0001074,6,SO,USRAP_SPECIAL,0,1,1,4873.343,372.34,29,0.6218,0.3414,0.2432,0.8521,0,0,0.768,59.98,7
2105-07,AGY0001075,6,HN,P1,0,1,1,5522.074,1539.76,32,0.4402,0.2661,0.3711,0.0626,0,0,0.5708,24.28,13
2105-08,AGY0001076,6,BY,P1,0,1,1,1383.485,2358.12,90,0.6495,0.2695,0.7739,0.2938,0,0,0.8848,92.11,18
2105-09,AGY0001077,3,BY,P1,0,1,0,203.936,1181.27,62,0.1878,0.8473,0.7786,0.696,0,0,0.5568,15.1,13
2105-10,AGY0001078,1,YE,USRAP_SPECIAL,0,1,1,3381.627,1317.01,18,0.7378,0.7142,0.6074,0.3164,0,0,0.2638,34.5,13
2105-11,AGY0001079,6,UA,MEDICAL,0,1,1,5270.128,1655.43,54,0.3743,0.064,0.0067,0.6199,0,0,0.8506,49.22,16
2105-12,AGY0001080,2,BY,P1,1,1,1,4504.569,1111.94,6,0.5057,0.3151,0.5262,0.6023,0,0,0.9146,90.74,17
2106-01,AGY0001081,7,AF,P2,0,1,1,2815.3,2306.05,47,0.4081,0.9126,0.3013,0.5379,1,0,0.963,32.22,19
2106-02,AGY0001082,3,ET,P3,0,1,1,1793.141,2478.48,6,0.0218,0.52,0.8112,0.8386,0,1,0.3157,81.95,19
2106-03,AGY0001083,6,YE,P1,0,1,1,4791.432,1033.69,60,0.3226,0.5895,0.3109,0.3839,1,1,0.7092,67.08,8
2106-04,AGY0001084,3,SY,P2,1,1,1,1177.743,1144.82,64,0.2781,0.7544,0.6792,0.9957,0,0,0.5372,44.47,8
2106-05,AGY0001085,7,YE,P1,0,1,1,637.624,752.18,74,0.368,0.8217,0.0541,0.7762,0,0,0.4583,2.78,8
2106-06,AGY0001086,8,CD,P1,0,1,1,4623.985,365.4,83,0.1308,0.4605,0.6209,0.0049,1,0,0.9613,55.33,16
2106-07,AGY0001087,8,HN,SIV_REF,0,0,1,2157.236,1854.84,44,0.0526,0.0344,0.3028,0.883,0,1,0.7276,24.41,5
2106-08,AGY0001088,1,SO,FAMILY_REUNION,0,1,1,2277.577,185.68,41,0.6115,0.0975,0.723,0.713,0,1,0.3333,49.96,18
2106-09,AGY0001089,8,SO,P2,0,0,1,4467.678,1974.49,38,0.6084,0.4011,0.7922,0.1085,0,0,0.6605,75.39,20
2106-10,AGY0001090,8,GT,P1,1,1,1,356.689,847.99,87,0.0162,0.0307,0.8142,0.8931,1,0,0.8204,97.24,7
2106-11,AGY0001091,7,HN,FAMILY_REUNION,0,0,1,1987.99,1168.95,28,0.3521,0.8003,0.5111,0.7768,0,0,0.9254,45.33,12
2106-12,AGY0001092,1,UA,P3,0,1,1,4457.501,1685.17,61,0.4915,0.5594,0.2895,0.9212,0,0,0.1667,74.77,12
2107-01,AGY0001093,4,AF,USRAP_SPECIAL,0,1,0,5898.172,807.48,35,0.9335,0.5471,0.8976,0.5834,0,0,0.2776,51.36,19
2107-02,AGY0001094,7,VE,SIV_REF,0,1,1,4455.403,134.84,21,0.7374,0.9114,0.1505,0.7559,0,0,0.9019,73.92,0
2107-03,AGY0001095,3,CM,P2,1,1,1,107.374,1993.27,10,0.8131,0.2128,0.4197,0.6776,0,0,0.9231,5.01,4
2107-04,AGY0001096,2,YE,USRAP_SPECIAL,0,1,1,4267.215,1149.32,28,0.0614,0.2723,0.5673,0.1419,0,0,0.4863,64.26,18
2107-05,AGY0001097,6,HN,P3,0,1,1,5009.026,2489.55,48,0.2698,0.127,0.6697,0.0736,0,1,0.3295,59.4,18
2107-06,AGY0001098,2,BY,P2,0,1,0,4519.457,1175.02,7,0.6723,0.5513,0.0262,0.2794,0,0,0.0393,40.8,5
2107-07,AGY0001099,1,IQ,P3,0,1,1,3023.088,831.22,40,0.2853,0.0567,0.9759,0.711,1,0,0.5283,69.2,11
2107-08,AGY0001100,4,HT,P1,0,1,1,5133.119,1540.45,72,0.8815,0.3689,0.181,0.6936,0,1,0.4592,72.68,10
2107-09,AGY0001101,7,VE,FAMILY_REUNION,0,1,1,2909.25,1957.46,45,0.0547,0.5856,0.879,0.7079,0,0,0.3119,47.99,20
2107-10,AGY0001102,6,BY,SIV_REF,0,1,1,2196.381,132.3,81,0.9929,0.8799,0.9863,0.3297,0,0,0.9212,96.66,1
2107-11,AGY0001103,6,CD,SIV_REF,0,1,1,3034.892,618.27,37,0.5148,0.7038,0.6313,0.4684,0,0,0.8046,49.72,11
2107-12,AGY0001104,5,ET,FAMILY_REUNION,0,1,0,5374.893,1669.53,30,0.4459,0.7451,0.7046,0.6462,0,0,0.2769,38.41,13
2108-01,AGY0001105,6,IR,MEDICAL,0,1,0,500.924,850.91,5,0.4259,0.4279,0.1111,0.3698,0,0,0.9206,40.23,19
2108-02,AGY0001106,3,SO,P1,0,0,1,3551.005,868.33,52,0.3457,0.7242,0.0119,0.447,0,0,0.4701,98.65,7
2108-03,AGY0001107,2,ET,P2,0,1,1,678.036,1223.07,67,0.2033,0.5102,0.66,0.7289,1,0,0.5003,15.73,12
2108-04,AGY0001108,2,YE,USRAP_SPECIAL,1,1,1,768.827,456.01,56,0.1793,0.0867,0.4785,0.8982,0,0,0.129,77.2,1
2108-05,AGY0001109,2,ET,SIV_REF,0,1,1,2068.128,1043.69,72,0.553,0.3304,0.2049,0.9792,0,0,0.0971,89.21,16
2108-06,AGY0001110,1,CD,P1,1,1,1,2410.429,2166.61,55,0.4845,0.6505,0.2977,0.6162,1,1,0.8594,42.3,13
2108-07,AGY0001111,3,YE,P2,0,1,1,1957.54,1973.41,90,0.1546,0.4362,0.8462,0.9379,1,1,0.4445,13.45,15
2108-08,AGY0001112,5,VE,P2,0,1,1,971.171,2102.66,48,0.2293,0.8051,0.959,0.3786,0,1,0.9705,46.74,20
2108-09,AGY0001113,8,SY,USRAP_SPECIAL,0,1,1,144.672,226.27,69,0.5804,0.6932,0.4531,0.2554,0,0,0.4588,48.53,18
2108-10,AGY0001114,1,MM,FAMILY_REUNION,0,1,1,1635.433,581.17,4,0.9872,0.8049,0.7465,0.9419,0,0,0.197,78.46,4
2108-11,AGY0001115,8,CM,P2,0,0,1,743.874,1717.71,80,0.0516,0.05,0.5721,0.9329,0,0,0.9782,41.05,8
2108-12,AGY0001116,7,UA,P2,0,1,1,3213.115,1141.3,69,0.7703,0.1615,0.9599,0.1381,0,0,0.9723,97.09,11
2109-01,AGY0001117,6,SO,P1,1,1,1,983.156,426.06,44,0.0506,0.2003,0.9537,0.0638,1,0,0.4267,68.43,15
2109-02,AGY0001118,6,HN,USRAP_SPECIAL,0,1,1,2268.807,384.46,32,0.1921,0.5389,0.0358,0.688,1,0,0.7626,67.2,6
2109-03,AGY0001119,6,CD,P3,0,0,1,3075.998,1092.59,46,0.3774,0.5831,0.0908,0.2537,0,0,0.9535,95.08,11
2109-04,AGY0001120,3,CD,P1,0,1,1,715.029,1908.84,19,0.1507,0.9459,0.9181,0.9355,1,0,0.7434,89.66,17
2109-05,AGY0001121,5,SV,FAMILY_REUNION,0,1,1,5198.0,1760.92,34,0.7158,0.2206,0.0696,0.1154,0,0,0.7428,47.58,18
2109-06,AGY0001122,8,VE,FAMILY_REUNION,0,1,1,1796.771,1795.17,66,0.8811,0.8283,0.4847,0.8108,0,1,0.5571,52.7,12
2109-07,AGY0001123,7,CM,P1,0,1,1,3440.072,1814.49,60,0.21,0.3153,0.715,0.8969,1,0,0.2237,33.15,11
2109-08,AGY0001124,6,SY,P3,0,1,1,4665.673,493.21,49,0.2161,0.552,0.853,0.8189,0,0,0.6503,23.39,1
2109-09,AGY0001125,3,SO,P1,0,1,1,2779.504,333.06,87,0.4435,0.9249,0.3625,0.0708,0,0,0.8943,16.38,16
2109-10,AGY0001126,2,SO,OTHER,0,1,1,5377.325,1423.8,77,0.544,0.6632,0.0218,0.7268,0,1,0.9463,67.97,5
2109-11,AGY0001127,6,BY,P2,0,1,1,1033.416,2055.07,35,0.6424,0.664,0.7956,0.5516,1,0,0.7707,54.9,12
2109-12,AGY0001128,6,IQ,SIV_REF,0,1,1,3830.157,1980.57,61,0.2043,0.5364,0.1058,0.3981,0,0,0.5126,46.62,11
2110-01,AGY0001129,5,MM,OTHER,0,1,0,80.928,2471.55,62,0.4202,0.986,0.248,0.73,0,0,0.4912,19.48,20
2110-02,AGY0001130,3,SY,P1,1,1,1,5015.179,780.31,78,0.3009,0.1574,0.115,0.6401,0,0,0.5433,90.46,7
2110-03,AGY0001131,7,SV,P3,0,1,1,3115.56,723.62,10,0.1712,0.7976,0.9445,0.7096,0,1,0.0823,81.33,1
2110-04,AGY0001132,3,VE,P2,0,1,1,663.661,1381.01,20,0.7678,0.153,0.0745,0.0435,0,0,0.0035,50.21,0
2110-05,AGY0001133,7,SD,MEDICAL,0,1,1,2137.872,2274.0,13,0.1644,0.9226,0.9223,0.5494,0,0,0.3193,45.38,8
2110-06,AGY0001134,8,SV,USRAP_SPECIAL,0,1,1,92.383,751.44,79,0.1775,0.7074,0.714,0.701,0,0,0.5239,21.31,2
2110-07,AGY0001135,8,IQ,P1,0,1,1,844.824,1571.21,69,0.5212,0.683,0.5276,0.5937,0,0,0.5812,62.97,16
2110-08,AGY0001136,7,CD,P2,0,1,1,2181.185,1181.87,22,0.4192,0.4541,0.4613,0.1908,0,0,0.5122,55.34,13
2110-09,AGY0001137,6,MM,P2,0,1,1,4555.756,882.49,32,0.466,0.9437,0.2935,0.2499,0,1,0.7441,89.53,5
2110-10,AGY0001138,3,CM,SIV_REF,0,1,1,5250.057,184.27,73,0.7134,0.367,0.2912,0.8328,0,0,0.1875,34.85,13
2110-11,AGY0001139,5,SS,P1,0,1,1,3076.938,2435.11,89,0.0755,0.6053,0.3051,0.0761,0,0,0.786,95.74,16
2110-12,AGY0001140,3,IQ,P2,0,1,1,207.819,798.01,10,0.6138,0.0152,0.9335,0.9384,0,0,0.1146,20.29,3
2111-01,AGY0001141,2,VE,OTHER,1,1,1,477.3,1266.65,66,0.0238,0.063,0.5294,0.2088,0,1,0.4067,9.02,1
2111-02,AGY0001142,4,SY,P1,1,1,1,4690.011,211.95,36,0.9768,0.1553,0.8649,0.2205,0,1,0.5669,53.26,2
2111-03,AGY0001143,2,ER,USRAP_SPECIAL,0,1,1,5740.692,1622.57,57,0.6465,0.7308,0.6742,0.0811,0,0,0.0218,85.34,2
2111-04,AGY0001144,8,VE,OTHER,0,1,0,3058.933,2384.96,48,0.8601,0.8516,0.0176,0.0791,0,0,0.9512,48.01,15
2111-05,AGY0001145,4,ER,P2,0,1,1,1736.004,1337.91,39,0.2622,0.1723,0.0361,0.6362,0,1,0.8357,98.17,17
2111-06,AGY0001146,2,IQ,USRAP_SPECIAL,1,1,1,5832.985,2172.04,5,0.8074,0.2105,0.2001,0.7816,1,0,0.264,55.5,12
2111-07,AGY0001147,1,VE,P1,0,1,1,1371.906,774.12,17,0.5204,0.9467,0.6704,0.554,0,0,0.4219,66.0,10
2111-08,AGY0001148,3,SS,USRAP_SPECIAL,0,1,1,4823.517,1104.05,56,0.73,0.474,0.5733,0.3027,0,0,0.9636,85.42,17
2111-09,AGY0001149,6,SV,P1,0,1,1,1035.508,580.74,24,0.0053,0.9415,0.8509,0.2566,0,0,0.0833,65.96,7
2111-10,AGY0001150,4,IQ,P2,0,1,1,5340.579,2348.11,6,0.5855,0.0085,0.4843,0.8063,0,1,0.737,67.37,16
2111-11,AGY0001151,3,BY,P2,0,1,1,1663.05,1388.75,76,0.8329,0.1975,0.0792,0.3735,0,0,0.1179,83.19,11
2111-12,AGY0001152,7,ET,P3,0,1,1,1791.581,1831.06,14,0.2537,0.2963,0.2031,0.5007,1,0,0.5842,86.92,5
2112-01,AGY0001153,6,AF,P1,0,1,1,2545.562,1923.63,70,0.4725,0.1031,0.3425,0.3527,0,0,0.3308,39.03,16
2112-02,AGY0001154,1,HT,P2,0,1,1,515.003,1495.16,24,0.6476,0.5372,0.6688,0.6742,0,0,0.7735,48.75,13
2112-03,AGY0001155,1,SS,OTHER,0,1,1,3512.454,104.28,11,0.7347,0.3716,0.5853,0.2157,0,0,0.2633,58.42,19
2112-04,AGY0001156,5,SY,USRAP_SPECIAL,0,1,1,3568.235,1423.9,86,0.0396,0.4249,0.3912,0.2718,0,1,0.7648,76.41,11
2112-05,AGY0001157,5,MM,MEDICAL,0,1,1,5394.056,2486.4,34,0.8397,0.6738,0.8459,0.133,0,0,0.1961,6.1,19
2112-06,AGY0001158,8,BY,P1,0,1,1,4604.327,1503.92,24,0.4262,0.9931,0.5294,0.5284,0,1,0.7449,77.39,0
2112-07,AGY0001159,4,GT,OTHER,0,1,1,1829.478,1616.72,38,0.6783,0.8778,0.5019,0.1424,1,1,0.3775,93.59,2
2112-08,AGY0001160,4,GT,P2,1,1,1,2611.719,1586.65,45,0.9433,0.8222,0.1833,0.384,0,0,0.0088,69.5,20
2112-09,AGY0001161,4,GT,P1,0,1,1,571.4,1590.53,70,0.0404,0.8484,0.4879,0.7821,0,0,0.0606,67.7,18
2112-10,AGY0001162,1,YE,SIV_REF,0,1,1,5770.461,2007.56,70,0.6005,0.1178,0.0138,0.9696,0,0,0.7238,43.32,11
2112-11,AGY0001163,5,MM,SIV_REF,1,1,1,2171.492,1941.24,14,0.7729,0.9957,0.2124,0.5097,0,1,0.3755,34.45,9
2112-12,AGY0001164,5,MM,USRAP_SPECIAL,0,1,1,1596.063,2222.18,47,0.1749,0.131,0.7597,0.6895,0,0,0.6869,55.95,9
2113-01,AGY0001165,2,CM,P1,0,1,0,4913.084,2242.3,53,0.5491,0.5952,0.4844,0.8619,0,0,0.6319,51.39,7
2113-02,AGY0001166,7,MM,P3,0,1,1,259.515,806.12,38,0.5285,0.3632,0.2562,0.7077,0,0,0.5799,66.49,8
2113-03,AGY0001167,6,AF,P2,0,1,1,2336.056,322.51,18,0.6398,0.4704,0.4281,0.6046,0,0,0.7471,2.59,20
2113-04,AGY0001168,8,MM,P2,0,1,1,2041.707,1816.33,54,0.3765,0.5056,0.929,0.9587,1,0,0.3266,99.86,8
2113-05,AGY0001169,8,IQ,SIV_REF,0,1,0,2935.338,1664.05,24,0.5568,0.074,0.7604,0.1088,0,1,0.206,29.9,6
2113-06,AGY0001170,3,ET,FAMILY_REUNION,0,1,1,3042.719,1960.11,70,0.7677,0.6411,0.539,0.6716,1,0,0.3937,91.99,11
2113-07,AGY0001171,5,MM,P1,0,1,1,4248.72,2167.15,68,0.1149,0.0518,0.4504,0.7564,1,0,0.7175,64.41,8
2113-08,AGY0001172,4,YE,USRAP_SPECIAL,1,1,1,27.391,374.27,48,0.2008,0.2143,0.3129,0.1626,0,0,0.241,47.05,20
2113-09,AGY0001173,1,HT,P3,0,1,1,5101.402,2039.98,10,0.3643,0.269,0.6861,0.5759,1,0,0.6415,18.57,10
2113-10,AGY0001174,8,VE,P3,0,1,1,1287.773,45.55,14,0.4721,0.665,0.5521,0.5957,0,0,0.184,90.4,11
2113-11,AGY0001175,6,CD,P2,0,1,1,321.544,835.44,4,0.6772,0.4397,0.6494,0.662,1,0,0.1037,44.47,10
2113-12,AGY0001176,3,IR,P2,0,1,1,4436.645,1768.45,31,0.8604,0.109,0.1026,0.4485,1,1,0.6672,41.79,0
2114-01,AGY0001177,1,GT,P2,0,1,1,4125.146,1904.23,66,0.4255,0.1399,0.6486,0.364,0,0,0.2594,88.24,0
2114-02,AGY0001178,1,HN,OTHER,0,1,1,350.567,534.29,85,0.2731,0.8546,0.6697,0.6678,0,1,0.0371,86.86,6
2114-03,AGY0001179,1,HT,P3,0,1,1,4558.138,678.4,84,0.9904,0.175,0.2983,0.2056,0,1,0.4677,69.37,8
2114-04,AGY0001180,1,ER,P2,0,1,1,5601.909,157.8,8,0.6494,0.0877,0.0839,0.7248,0,1,0.4329,0.72,2
2114-05,AGY0001181,8,UA,FAMILY_REUNION,0,1,1,3398.52,563.15,68,0.1532,0.1718,0.7352,0.0861,0,0,0.6031,30.34,14
2114-06,AGY0001182,3,SY,P1,0,1,0,5329.261,1401.75,14,0.4177,0.7924,0.6332,0.5533,0,0,0.0363,95.64,16
2114-07,AGY0001183,2,CD,USRAP_SPECIAL,0,1,1,3510.562,770.91,13,0.9437,0.4661,0.1085,0.7986,1,0,0.8534,95.36,12
2114-08,AGY0001184,8,IR,P2,0,1,1,5322.563,1698.25,19,0.4627,0.8471,0.9105,0.3141,0,0,0.9841,2.46,12
2114-09,AGY0001185,6,CD,USRAP_SPECIAL,0,1,1,4887.854,291.71,42,0.2665,0.1425,0.8228,0.3612,0,0,0.9224,13.13,13
2114-10,AGY0001186,8,SY,P2,0,1,1,2848.275,1675.48,31,0.7579,0.4882,0.9822,0.3636,0,0,0.2546,86.39,12
2114-11,AGY0001187,1,ER,MEDICAL,0,1,1,635.446,2031.63,49,0.9193,0.1188,0.1234,0.6215,0,1,0.7748,83.21,19
2114-12,AGY0001188,2,CM,P1,0,1,1,5156.227,1216.39,38,0.6251,0.2531,0.3935,0.6106,0,0,0.5437,88.61,11
2115-01,AGY0001189,2,IR,MEDICAL,0,1,0,3356.578,954.72,45,0.6625,0.3409,0.5783,0.5751,0,0,0.1275,13.56,9
2115-02,AGY0001190,7,VE,P1,0,1,1,2813.889,2244.86,37,0.0374,0.4585,0.3964,0.2389,0,0,0.2671,20.17,0
2115-03,AGY0001191,7,MM,USRAP_SPECIAL,0,1,1,3530.05,618.59,55,0.9098,0.4637,0.2274,0.2466,0,0,0.7058,5.67,16
2115-04,AGY0001192,1,SO,P1,0,1,1,3016.621,896.27,33,0.0826,0.2737,0.7402,0.4324,0,0,0.4377,50.91,2
2115-05,AGY0001193,2,YE,P2,0,1,1,5061.812,523.52,30,0.1113,0.4439,0.4299,0.6056,1,0,0.8443,76.19,5
2115-06,AGY0001194,5,AF,FAMILY_REUNION,1,1,1,1062.353,2227.99,0,0.6698,0.3873,0.5066,0.3933,0,0,0.3294,31.23,19
2115-07,AGY0001195,3,VE,SIV_REF,0,1,1,5520.964,367.2,78,0.5737,0.5147,0.4545,0.2703,0,0,0.0722,99.55,16
2115-08,AGY0001196,1,SO,OTHER,0,0,1,4833.755,227.31,64,0.0864,0.0426,0.0475,0.8206,0,0,0.9527,8.24,8
2115-09,AGY0001197,2,SO,OTHER,0,1,1,103.846,1620.57,39,0.4152,0.3923,0.7237,0.8076,0,0,0.7255,23.31,10
2115-10,AGY0001198,4,VE,P1,0,1,1,206.457,1159.78,11,0.9861,0.2117,0.6158,0.8093,0,1,0.7627,16.78,15
2115-11,AGY0001199,1,IR,P3,0,1,1,2218.578,349.33,13,0.8471,0.8081,0.5105,0.7167,1,1,0.0348,16.05,2
2115-12,AGY0001200,5,SS,P2,0,0,1,1354.699,1058.12,54,0.5546,0.4057,0.4733,0.4305,0,1,0.8348,50.38,6
2116-01,AGY0001201,7,IR,FAMILY_REUNION,1,1,1,1788.99,112.75,16,0.8308,0.2125,0.2286,0.8559,0,0,0.5151,29.01,3
2116-02,AGY0001202,7,MM,P2,0,1,0,4717.671,252.6,55,0.7863,0.7839,0.972,0.4487,0,0,0.4115,15.49,7
2116-03,AGY0001203,5,CM,USRAP_SPECIAL,0,1,1,1432.422,387.82,74,0.9302,0.7094,0.8966,0.9719,0,0,0.1551,65.78,2
2116-04,AGY0001204,8,SD,P1,0,1,1,2978.583,1819.35,65,0.6845,0.1834,0.9712,0.5937,0,0,0.7232,83.59,3
2116-05,AGY0001205,6,BY,P3,0,1,1,4570.034,1688.07,67,0.931,0.766,0.3264,0.9609,0,0,0.7044,16.06,11
