tech_cyber_incident_date,tech_cyber_reporting_country_iso2,tech_cyber_sector_nis2_code,tech_cyber_entity_size_class,tech_cyber_incident_type_code,tech_cyber_attack_vector_code,tech_cyber_ransomware_flag,tech_cyber_service_disruption_hours,tech_cyber_records_exposed_count,tech_cyber_data_breach_gdpr_notification_flag,tech_cyber_time_to_detect_hours_median,tech_cyber_time_to_recover_hours_median,tech_cyber_financial_loss_eur_estimate,tech_cyber_incident_severity_level,tech_cyber_csirt_involved_flag,tech_cyber_cross_border_impact_flag,tech_cyber_enisa_reporting_flag,tech_cyber_sanctions_imposed_flag,tech_cyber_data_source,tech_cyber_data_extract_date
2022-07-05,LU,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,221.53,242761,1,70.79,188.02,33458662.99,MEDIUM,0,1,0,0,NATIONAL_AUTHORITY,2026-02-19
2022-07-16,SI,FOOD,MICRO,INSIDER,THIRD_PARTY,0,107.26,135858,1,8.24,308.93,11553919.31,LOW,1,0,0,0,CSIRT_REPORTING,2025-08-16
2022-07-27,CY,FIN_MARKETS,LARGE,MALWARE,USB,1,323.93,168970,0,97.29,125.31,31375108.72,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-07-15
2022-08-07,GR,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,26.15,200515,0,109.99,296.71,5456023.52,HIGH,1,0,1,0,ENISA_PORTAL,2025-06-05
2022-08-18,MT,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,127.03,21506,0,84.83,339.46,11784244.32,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2025-07-04
2022-08-29,ES,HEALTH,MICRO,DATA_BREACH,RDP,0,177.32,227197,1,94.46,295.97,12219069.78,LOW,1,0,0,0,NATIONAL_AUTHORITY,2025-08-15
2022-09-09,CZ,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,98.09,61739,0,98.53,112.03,1400349.3,CRITICAL,1,1,0,0,CSIRT_REPORTING,2025-05-15
2022-09-20,HU,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,129.32,195764,0,76.56,443.09,1660425.5,HIGH,1,0,0,0,SECTORAL_REGULATOR,2026-02-15
2022-10-01,NL,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,1,167.98,218504,0,89.54,1.89,26262229.74,MEDIUM,1,1,1,0,ENISA_PORTAL,2025-04-23
2022-10-12,SE,POSTAL,MICRO,MALWARE,USB,0,217.92,206171,1,109.33,299.38,21714836.75,LOW,0,0,1,0,INSURANCE_CLAIMS_DB,2025-08-20
2022-10-23,DK,TRANSPORT,LARGE,PHISHING,WEB_APP,0,12.92,194693,0,134.2,122.41,4036810.63,CRITICAL,0,0,1,0,NATIONAL_AUTHORITY,2025-01-23
2022-11-03,IE,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,1,265.39,129703,0,20.78,190.84,11898292.43,HIGH,1,0,1,0,CSIRT_REPORTING,2024-03-04
2022-11-14,PL,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,171.1,74944,0,62.83,22.6,13673483.4,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2024-04-23
2022-11-25,AT,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,68.78,212852,0,87.88,51.16,9962446.79,LOW,0,0,0,0,ENISA_PORTAL,2025-08-23
2022-12-06,EE,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,68.32,221008,1,79.74,158.42,8168409.0,CRITICAL,0,0,1,0,INSURANCE_CLAIMS_DB,2024-07-20
2022-12-17,IT,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,170.87,50066,0,121.75,183.49,8303138.39,HIGH,1,1,1,0,NATIONAL_AUTHORITY,2025-06-18
2022-12-28,PT,FIN_MARKETS,SMALL,MALWARE,USB,0,49.68,190718,0,39.04,194.7,8707255.01,MEDIUM,0,0,0,0,CSIRT_REPORTING,2024-08-09
2023-01-08,BE,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,76.45,129685,0,3.01,209.79,4600642.88,LOW,0,1,1,0,SECTORAL_REGULATOR,2025-01-28
2023-01-19,FI,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,219.97,120256,0,100.75,48.84,20234664.34,CRITICAL,1,0,0,0,ENISA_PORTAL,2025-08-22
2023-01-30,LV,HEALTH,MEDIUM,DATA_BREACH,RDP,0,118.63,156711,1,125.48,332.4,791616.44,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2025-12-20
2023-02-10,RO,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,1,57.07,142941,0,127.17,350.16,4312528.21,MEDIUM,0,1,0,0,NATIONAL_AUTHORITY,2025-12-17
2023-02-21,BG,ENERGY,MICRO,RANSOMWARE,EMAIL,1,63.07,103020,1,125.8,464.24,23002059.72,LOW,0,1,1,0,CSIRT_REPORTING,2025-02-13
2023-03-04,FR,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,24.46,46122,0,166.38,188.64,12025657.87,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-06-02
2023-03-15,LT,POSTAL,MEDIUM,MALWARE,USB,0,203.22,255842,0,157.57,321.05,15538769.82,HIGH,1,0,0,0,ENISA_PORTAL,2024-07-01
2023-03-26,SK,TRANSPORT,SMALL,PHISHING,WEB_APP,0,125.33,253470,0,47.39,194.15,20671764.71,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2026-01-01
2023-04-06,HR,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,222.92,201368,1,112.22,11.88,7125094.5,LOW,1,1,1,0,NATIONAL_AUTHORITY,2024-10-03
2023-04-17,DE,WASTE_WATER,LARGE,DATA_BREACH,RDP,1,63.07,135936,1,167.53,337.69,15686501.22,CRITICAL,1,0,1,0,CSIRT_REPORTING,2024-06-04
2023-04-28,LU,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,14.28,208841,0,162.46,170.24,17245074.78,HIGH,1,0,1,0,SECTORAL_REGULATOR,2024-05-25
2023-05-09,SI,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,115.08,247521,1,46.82,468.07,24303707.31,MEDIUM,0,0,0,0,ENISA_PORTAL,2024-10-30
2023-05-20,CY,FOOD,MICRO,INSIDER,THIRD_PARTY,0,191.87,77728,0,54.09,131.87,5783007.46,LOW,1,0,0,0,INSURANCE_CLAIMS_DB,2025-05-06
2023-05-31,GR,FIN_MARKETS,LARGE,MALWARE,USB,0,191.66,31973,1,81.8,39.86,3326180.82,CRITICAL,1,0,1,1,NATIONAL_AUTHORITY,2024-08-27
2023-06-11,MT,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,44.52,167706,0,56.09,262.85,18375636.71,HIGH,1,0,1,0,CSIRT_REPORTING,2025-05-02
2023-06-22,ES,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,161.51,99963,0,141.65,271.75,18994701.47,MEDIUM,0,1,0,0,SECTORAL_REGULATOR,2025-01-01
2023-07-03,CZ,HEALTH,MICRO,DATA_BREACH,RDP,0,29.47,19571,1,49.33,81.52,19281993.96,LOW,0,0,1,0,ENISA_PORTAL,2024-10-29
2023-07-14,HU,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,73.41,200776,0,140.05,231.37,2041125.72,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2025-12-03
2023-07-25,NL,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,239.27,174836,1,161.4,305.2,14924799.2,HIGH,0,0,0,0,NATIONAL_AUTHORITY,2026-02-02
2023-08-05,SE,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,200.16,144137,0,54.31,56.55,20593813.75,MEDIUM,1,0,0,0,CSIRT_REPORTING,2025-03-12
2023-08-16,DK,POSTAL,MICRO,MALWARE,USB,0,12.13,164996,0,108.58,299.89,1609545.7,LOW,0,1,0,0,SECTORAL_REGULATOR,2025-11-07
2023-08-27,IE,TRANSPORT,LARGE,PHISHING,WEB_APP,0,149.68,146991,1,41.84,65.6,19989956.57,CRITICAL,0,0,0,0,ENISA_PORTAL,2025-06-04
2023-09-07,PL,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,108.11,124976,1,70.47,359.29,10299691.46,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2025-03-19
2023-09-18,AT,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,39.12,27004,1,105.6,9.63,12288074.48,MEDIUM,0,0,0,0,NATIONAL_AUTHORITY,2025-03-02
2023-09-29,EE,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,169.88,27747,0,117.94,111.08,511429.46,LOW,0,0,1,0,CSIRT_REPORTING,2025-02-16
2023-10-10,IT,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,297.53,44242,1,28.69,54.42,16632969.17,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2025-07-22
2023-10-21,PT,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,188.23,41787,0,111.96,259.86,9476070.8,HIGH,0,1,1,0,ENISA_PORTAL,2024-06-12
2023-11-01,BE,FIN_MARKETS,SMALL,MALWARE,USB,0,52.23,156061,0,31.07,349.49,16103543.36,MEDIUM,0,0,1,0,INSURANCE_CLAIMS_DB,2024-04-18
2023-11-12,FI,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,63.59,170457,1,128.34,253.83,21891495.83,LOW,1,1,1,0,NATIONAL_AUTHORITY,2024-07-24
2023-11-23,LV,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,69.51,102327,1,9.53,293.65,17950811.9,CRITICAL,1,0,0,0,CSIRT_REPORTING,2025-03-07
2023-12-04,RO,HEALTH,MEDIUM,DATA_BREACH,RDP,0,51.85,46054,1,84.58,311.85,8148547.13,HIGH,1,0,1,0,SECTORAL_REGULATOR,2024-09-29
2023-12-15,BG,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,35.24,27593,0,35.71,239.58,21442942.04,MEDIUM,0,0,1,0,ENISA_PORTAL,2025-10-09
2023-12-26,FR,ENERGY,MICRO,RANSOMWARE,EMAIL,1,326.71,154556,1,23.49,113.37,11572112.91,LOW,0,1,0,0,INSURANCE_CLAIMS_DB,2024-07-28
2024-01-06,LT,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,122.67,179963,0,87.64,303.32,12623020.9,CRITICAL,0,0,0,0,NATIONAL_AUTHORITY,2024-07-14
2024-01-17,SK,POSTAL,MEDIUM,MALWARE,USB,0,174.46,215693,0,55.92,26.5,18826405.73,HIGH,1,0,0,0,CSIRT_REPORTING,2026-01-18
2024-01-28,HR,TRANSPORT,SMALL,PHISHING,WEB_APP,0,214.49,179903,0,144.31,20.23,11913459.2,MEDIUM,0,0,1,0,SECTORAL_REGULATOR,2025-01-06
2024-02-08,DE,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,40.54,188799,0,13.19,108.14,21320452.06,LOW,0,0,0,0,ENISA_PORTAL,2025-02-27
2024-02-19,LU,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,188.95,195608,1,53.31,8.22,11917265.79,CRITICAL,1,0,1,1,INSURANCE_CLAIMS_DB,2025-05-01
2024-03-01,SI,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,174.86,31058,0,20.85,42.27,9369814.65,HIGH,1,0,1,0,NATIONAL_AUTHORITY,2025-02-13
2024-03-12,CY,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,39.73,13464,1,150.57,463.67,10863650.19,MEDIUM,0,0,0,0,CSIRT_REPORTING,2024-04-11
2024-03-23,GR,FOOD,MICRO,INSIDER,THIRD_PARTY,1,4.19,89440,0,141.64,297.63,3153835.82,LOW,0,0,0,0,SECTORAL_REGULATOR,2024-09-27
2024-04-03,MT,FIN_MARKETS,LARGE,MALWARE,USB,0,141.92,108905,0,75.18,319.93,20298317.36,CRITICAL,1,0,0,0,ENISA_PORTAL,2024-06-16
2024-04-14,ES,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,1,36.71,231650,0,27.82,268.66,15791241.87,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2024-03-07
2024-04-25,CZ,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,18.58,180054,0,115.56,420.15,15112522.32,MEDIUM,0,1,1,0,NATIONAL_AUTHORITY,2025-03-23
2024-05-06,HU,HEALTH,MICRO,DATA_BREACH,RDP,0,75.93,84211,1,48.12,136.78,11778445.98,LOW,0,0,0,0,CSIRT_REPORTING,2025-04-06
2024-05-17,NL,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,6.91,152096,0,73.47,94.2,17918160.51,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2025-04-16
2024-05-28,SE,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,52.16,221506,1,13.23,9.75,27682501.68,HIGH,1,0,0,0,ENISA_PORTAL,2025-02-10
2024-06-08,DK,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,115.65,129325,0,92.94,98.92,1991.41,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2024-07-02
2024-06-19,IE,POSTAL,MICRO,MALWARE,USB,0,9.89,52461,0,164.37,121.18,5646585.03,LOW,0,0,0,0,NATIONAL_AUTHORITY,2024-11-15
2024-06-30,PL,TRANSPORT,LARGE,PHISHING,WEB_APP,0,26.53,120377,0,20.04,109.2,15581827.45,CRITICAL,0,0,1,0,CSIRT_REPORTING,2025-03-17
2024-07-11,AT,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,39.38,244326,0,16.51,355.55,20087436.09,HIGH,1,0,1,0,SECTORAL_REGULATOR,2024-05-19
2024-07-22,EE,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,136.04,64404,1,26.92,93.31,878934.22,MEDIUM,1,0,1,0,ENISA_PORTAL,2026-02-06
2024-08-02,IT,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,225.06,95425,1,9.5,314.45,15904763.43,LOW,1,0,1,0,INSURANCE_CLAIMS_DB,2025-07-05
2024-08-13,PT,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,9.73,49621,1,20.49,276.43,25002834.7,CRITICAL,1,1,0,1,NATIONAL_AUTHORITY,2025-11-13
2024-08-24,BE,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,195.25,156473,0,98.73,295.65,2322798.14,HIGH,0,1,0,0,CSIRT_REPORTING,2025-06-08
2024-09-04,FI,FIN_MARKETS,SMALL,MALWARE,USB,0,188.93,197200,0,86.97,104.17,17412365.44,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2025-02-09
2024-09-15,LV,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,130.4,220685,0,75.56,68.41,10725075.62,LOW,0,1,1,0,ENISA_PORTAL,2024-02-15
2024-09-26,RO,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,14.96,242546,0,52.97,379.59,2882968.49,CRITICAL,1,0,0,0,INSURANCE_CLAIMS_DB,2025-03-15
2024-10-07,BG,HEALTH,MEDIUM,DATA_BREACH,RDP,0,181.62,62079,1,18.39,1.82,14159832.6,HIGH,1,1,0,0,NATIONAL_AUTHORITY,2024-03-08
2024-10-18,FR,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,23.51,70588,0,125.42,132.93,8867262.87,MEDIUM,0,0,0,0,CSIRT_REPORTING,2024-12-07
2024-10-29,LT,ENERGY,MICRO,RANSOMWARE,EMAIL,1,195.99,67436,1,2.85,247.44,29918399.68,LOW,0,0,1,0,SECTORAL_REGULATOR,2024-03-07
2024-11-09,SK,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,59.27,161856,0,2.67,59.09,2732411.17,CRITICAL,0,1,0,0,ENISA_PORTAL,2024-08-27
2024-11-20,HR,POSTAL,MEDIUM,MALWARE,USB,0,222.02,92812,0,153.14,255.59,850858.33,HIGH,1,0,1,0,INSURANCE_CLAIMS_DB,2024-10-06
2024-12-01,DE,TRANSPORT,SMALL,PHISHING,WEB_APP,0,187.28,132703,1,122.69,10.18,16053663.44,MEDIUM,0,0,1,0,NATIONAL_AUTHORITY,2025-09-03
2024-12-12,LU,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,34.14,150628,0,118.85,356.85,7789082.87,LOW,0,1,1,0,CSIRT_REPORTING,2025-09-04
2024-12-23,SI,WASTE_WATER,LARGE,DATA_BREACH,RDP,1,261.79,157287,1,142.74,20.89,20898020.69,CRITICAL,1,1,0,1,SECTORAL_REGULATOR,2025-10-30
2025-01-03,CY,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,50.61,46810,0,135.47,305.27,962550.73,HIGH,1,0,0,0,ENISA_PORTAL,2025-01-19
2025-01-14,GR,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,157.45,242166,1,80.59,282.89,30983398.5,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2026-02-10
2025-01-25,MT,FOOD,MICRO,INSIDER,THIRD_PARTY,0,92.42,27501,0,106.61,53.66,15411052.89,LOW,0,0,0,0,NATIONAL_AUTHORITY,2025-06-15
2025-02-05,ES,FIN_MARKETS,LARGE,MALWARE,USB,0,115.89,43779,0,151.54,282.96,2274956.7,CRITICAL,1,0,0,0,CSIRT_REPORTING,2025-02-21
2025-02-16,CZ,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,178.25,7730,0,92.34,283.37,12221572.35,HIGH,1,1,0,0,SECTORAL_REGULATOR,2025-05-11
2025-02-27,HU,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,179.5,53851,0,155.93,41.1,20435375.07,MEDIUM,0,0,0,0,ENISA_PORTAL,2026-01-31
2025-03-10,NL,HEALTH,MICRO,DATA_BREACH,RDP,0,124.84,143152,1,142.32,20.3,19990351.45,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2025-04-25
2025-03-21,SE,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,184.86,187570,0,13.18,262.33,15198077.52,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2025-10-29
2025-04-01,DK,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,223.55,72412,1,86.72,301.45,24690369.7,HIGH,1,0,1,0,CSIRT_REPORTING,2026-02-23
2025-04-12,IE,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,76.74,165888,0,147.05,122.91,2029477.02,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2025-01-16
2025-04-23,PL,POSTAL,MICRO,MALWARE,USB,1,152.2,171646,0,109.42,40.37,16074602.17,LOW,0,1,0,0,ENISA_PORTAL,2024-06-03
2025-05-04,AT,TRANSPORT,LARGE,PHISHING,WEB_APP,0,187.3,23958,0,22.59,141.66,10801742.43,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2025-12-03
2025-05-15,EE,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,53.32,182834,0,38.82,6.49,7688771.27,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-02-19
2025-05-26,IT,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,144.22,255972,1,122.64,266.83,18058736.59,MEDIUM,0,1,1,0,CSIRT_REPORTING,2025-05-31
2025-06-06,PT,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,76.79,54019,0,101.37,18.14,9761047.12,LOW,0,0,0,0,SECTORAL_REGULATOR,2024-04-06
2025-06-17,BE,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,298.17,20780,1,51.87,447.6,17487751.67,CRITICAL,1,0,0,0,ENISA_PORTAL,2024-11-10
2025-06-28,FI,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,59.24,182761,0,159.03,35.86,5978557.39,HIGH,1,0,1,0,INSURANCE_CLAIMS_DB,2024-10-28
2025-07-09,LV,FIN_MARKETS,SMALL,MALWARE,USB,1,233.51,159021,0,84.45,68.53,28346658.57,MEDIUM,0,1,0,0,NATIONAL_AUTHORITY,2024-07-05
2025-07-20,RO,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,165.22,105886,1,159.44,75.47,20746629.4,LOW,0,0,1,0,CSIRT_REPORTING,2024-12-21
2025-07-31,BG,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,46.46,183979,0,103.63,415.43,19002004.18,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-10-11
2025-08-11,FR,HEALTH,MEDIUM,DATA_BREACH,RDP,0,205.93,21683,1,89.78,5.45,7768039.05,HIGH,1,0,0,0,ENISA_PORTAL,2024-03-02
2025-08-22,LT,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,147.93,224366,0,48.65,266.23,5148892.32,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2025-05-22
2025-09-02,SK,ENERGY,MICRO,RANSOMWARE,EMAIL,1,308.21,104095,0,99.89,38.33,5040345.49,LOW,0,0,1,0,NATIONAL_AUTHORITY,2024-07-04
2025-09-13,HR,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,141.12,230466,0,29.9,79.2,8606732.34,CRITICAL,1,0,1,0,CSIRT_REPORTING,2024-08-18
2025-09-24,DE,POSTAL,MEDIUM,MALWARE,USB,0,2.08,142515,0,41.78,280.07,20026662.33,HIGH,1,1,0,0,SECTORAL_REGULATOR,2024-04-02
2025-10-05,LU,TRANSPORT,SMALL,PHISHING,WEB_APP,0,90.15,211676,0,21.66,233.73,20651350.71,MEDIUM,0,0,0,0,ENISA_PORTAL,2026-01-04
2025-10-16,SI,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,55.94,12588,0,74.35,413.95,17379248.07,LOW,1,0,0,0,INSURANCE_CLAIMS_DB,2025-08-20
2025-10-27,CY,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,48.44,115701,1,121.94,10.68,17654916.53,CRITICAL,1,1,0,0,NATIONAL_AUTHORITY,2024-09-05
2025-11-07,GR,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,152.37,236999,0,140.8,135.49,15624444.02,HIGH,1,0,0,0,CSIRT_REPORTING,2026-01-12
2025-11-18,MT,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,59.01,233185,1,162.71,436.55,7909966.91,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2025-01-03
2025-11-29,ES,FOOD,MICRO,INSIDER,THIRD_PARTY,0,231.1,201666,1,23.4,177.58,14001989.25,LOW,0,1,0,0,ENISA_PORTAL,2024-09-17
2025-12-10,CZ,FIN_MARKETS,LARGE,MALWARE,USB,0,117.96,9776,0,136.52,30.94,17728150.4,CRITICAL,1,1,1,0,INSURANCE_CLAIMS_DB,2024-08-24
2025-12-21,HU,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,46.27,165556,0,43.02,72.69,14292033.19,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-05-21
2026-01-01,NL,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,49.78,49162,0,9.03,279.0,20466715.45,MEDIUM,0,0,0,0,CSIRT_REPORTING,2025-05-15
2026-01-12,SE,HEALTH,MICRO,DATA_BREACH,RDP,0,45.44,86166,0,83.59,23.64,18145568.83,LOW,0,1,0,0,SECTORAL_REGULATOR,2026-02-23
2026-01-23,DK,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,131.57,28894,0,21.87,152.0,19167983.68,CRITICAL,1,0,1,0,ENISA_PORTAL,2025-11-16
2026-02-03,IE,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,205.51,52576,1,114.72,58.76,1903130.75,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2026-02-22
2026-02-14,PL,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,50.65,256141,0,43.79,27.03,3110885.89,MEDIUM,1,0,0,0,NATIONAL_AUTHORITY,2026-01-08
2026-02-25,AT,POSTAL,MICRO,MALWARE,USB,0,211.32,60289,0,82.92,310.68,6641495.78,LOW,0,1,1,0,CSIRT_REPORTING,2024-05-06
2018-01-11,EE,TRANSPORT,LARGE,PHISHING,WEB_APP,0,169.74,99760,0,84.77,232.83,7519109.44,CRITICAL,1,0,1,0,SECTORAL_REGULATOR,2025-11-18
2018-01-22,IT,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,119.7,250538,0,166.96,347.41,15948122.41,HIGH,1,0,0,0,ENISA_PORTAL,2024-11-05
2018-02-02,PT,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,72.84,115986,1,122.11,201.58,1561263.51,MEDIUM,1,0,1,0,INSURANCE_CLAIMS_DB,2025-04-11
2018-02-13,BE,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,6.12,122494,0,1.3,254.71,16533336.23,LOW,1,0,0,0,NATIONAL_AUTHORITY,2025-02-22
2018-02-24,FI,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,92.22,26901,1,86.7,66.35,34018168.14,CRITICAL,1,0,0,0,CSIRT_REPORTING,2025-02-26
2018-03-07,LV,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,90.45,228246,0,29.81,161.36,20707187.91,HIGH,1,0,1,0,SECTORAL_REGULATOR,2024-11-29
2018-03-18,RO,FIN_MARKETS,SMALL,MALWARE,USB,0,37.69,101353,0,154.98,315.39,6456515.71,MEDIUM,0,1,0,0,ENISA_PORTAL,2024-09-23
2018-03-29,BG,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,77.31,191788,0,27.58,158.28,17176780.08,LOW,0,1,0,0,INSURANCE_CLAIMS_DB,2025-05-31
2018-04-09,FR,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,188.12,170828,0,87.5,270.72,18752561.39,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2024-10-15
2018-04-20,LT,HEALTH,MEDIUM,DATA_BREACH,RDP,0,90.33,48883,1,152.77,283.48,19627784.98,HIGH,1,0,1,0,CSIRT_REPORTING,2024-11-30
2018-05-01,SK,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,2.71,143877,0,43.51,261.44,1743312.21,MEDIUM,0,1,1,0,SECTORAL_REGULATOR,2025-02-03
2018-05-12,HR,ENERGY,MICRO,RANSOMWARE,EMAIL,1,143.81,86572,0,104.86,148.9,11188671.39,LOW,0,0,1,0,ENISA_PORTAL,2024-10-03
2018-05-23,DE,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,87.15,185818,0,160.56,259.66,15955322.87,CRITICAL,1,1,0,0,INSURANCE_CLAIMS_DB,2025-06-18
2018-06-03,LU,POSTAL,MEDIUM,MALWARE,USB,0,11.46,92161,0,45.77,148.93,11888651.49,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2025-03-02
2018-06-14,SI,TRANSPORT,SMALL,PHISHING,WEB_APP,0,105.99,90623,0,41.87,169.43,5524721.58,MEDIUM,0,0,0,0,CSIRT_REPORTING,2025-02-25
2018-06-25,CY,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,1,108.44,223293,0,128.49,75.45,37606.47,LOW,0,0,1,0,SECTORAL_REGULATOR,2024-10-31
2018-07-06,GR,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,88.91,158845,0,64.5,182.34,7551539.93,CRITICAL,1,0,0,0,ENISA_PORTAL,2024-07-10
