civ_leg_act_id,civ_leg_act_type_code,civ_leg_policy_area_code,civ_leg_proposal_date,civ_leg_adoption_date,civ_leg_entry_into_force_date,civ_leg_celex_number,civ_leg_legal_basis_tfeu_article,civ_leg_ordinary_legislative_procedure_flag,civ_leg_council_voting_rule_code,civ_leg_parliament_committee_code,civ_leg_trilogue_rounds_count,civ_leg_amendments_count,civ_leg_impact_assessment_published_flag,civ_leg_delegated_act_flag,civ_leg_implementing_act_flag,civ_leg_transposition_deadline_date,civ_leg_infringement_cases_count,civ_leg_eurlex_url_hash,civ_leg_data_extract_date
ACT_2019_1128,RECOMMENDATION,DATA_GOV,2019-03-01,2020-08-12,2020-10-21,32019D1128,TFEU_77,0,SIMPLE_MAJORITY,JURI,0,3576,1,0,0,,7,b6f707fce5cbf6c066a49b408c66,2025-12-25
ACT_2020_1129,REGULATION,FINANCE,2020-09-26,2021-01-29,2021-04-24,32020R1129,TFEU_83,1,QMV,IMCO,1,3626,1,0,0,,8,b84d84e7d9b1e426eb4486455b6a,2024-12-30
ACT_2021_1130,DIRECTIVE,SPACE,2021-01-08,2022-07-16,2022-10-20,32021L1130,TFEU_352,1,UNANIMITY,TRAN,10,2363,0,1,1,2024-07-29,60,a81b82158b03800a635b6f932faf,2025-04-30
ACT_2022_1131,DECISION,AGRICULTURE,2022-08-28,2024-06-04,2024-09-18,32022D1131,TFEU_114,0,SIMPLE_MAJORITY,BUDG,7,776,1,0,0,,29,2fbc2cbcf7c0358aeef5cd6fa496,2025-08-30
ACT_2023_1132,RECOMMENDATION,DIGITAL,2023-12-11,2024-05-11,2024-07-13,32023D1132,TFEU_192,0,QMV,ITRE,7,1450,1,1,1,,22,2eba6404a82bce5f30e3821786d0,2025-10-09
ACT_2024_1133,REGULATION,MIGRATION,2024-05-05,2025-01-11,2025-03-22,32024R1133,TFEU_153,1,UNANIMITY,EMPL,12,2247,1,1,0,,25,59a07d47e6e7e01bf30db7cb0122,2024-08-30
ACT_2025_1134,DIRECTIVE,CLIMATE,2025-10-17,2026-02-25,2026-02-25,32025L1134,TFEU_207,1,SIMPLE_MAJORITY,LIBE,1,3801,1,0,0,2027-05-12,50,870c83fea23aab41e84b932f3292,2026-02-20
ACT_2012_1135,DECISION,SECURITY,2012-07-19,2015-01-11,2015-03-13,32012D1135,TFEU_168,0,QMV,AGRI,9,1892,1,0,1,,77,fb4802f0487906016eefaee152ba,2025-09-21
ACT_2013_1136,RECOMMENDATION,ENERGY,2013-01-07,2014-10-09,2014-12-02,32013D1136,TFEU_91,1,UNANIMITY,AFET,8,532,1,0,1,,33,8fab49f1a9ab7a7fbcaebe2c95f8,2025-10-18
ACT_2014_1137,REGULATION,CONSUMER,2014-07-17,2015-08-09,2015-09-19,32014R1137,TFEU_173,1,SIMPLE_MAJORITY,ECON,8,148,1,0,0,,1,3894ed0c4357c2a6992b7a63b6b6,2024-09-28
ACT_2015_1138,DIRECTIVE,HEALTH,2015-04-28,2015-12-31,2016-02-10,32015L1138,TFEU_77,1,QMV,CULT,2,3925,1,0,0,2018-04-18,116,93194298df19cad73c3c3a12ee7e,2024-01-01
ACT_2016_1139,DECISION,COMPETITION,2016-06-26,2017-05-04,2017-06-25,32016D1139,TFEU_83,0,UNANIMITY,ENVI,5,583,1,0,0,,11,9811a8c71ee89a2e9e27e318af6c,2025-08-24
ACT_2017_1140,RECOMMENDATION,TRANSPORT,2017-05-10,2017-08-02,2017-10-24,32017D1140,TFEU_352,0,SIMPLE_MAJORITY,JURI,8,2934,1,0,0,,2,1f637f6a8b9ab54051dffb69685b,2026-01-20
ACT_2018_1141,REGULATION,DATA_GOV,2018-08-11,2019-08-19,2019-12-15,32018R1141,TFEU_114,1,QMV,IMCO,0,2573,1,0,0,,7,ca80c2bb8419443c35a0d24c3eef,2025-03-17
ACT_2019_1142,DIRECTIVE,FINANCE,2019-01-09,2021-07-26,2021-09-25,32019L1142,TFEU_192,1,UNANIMITY,TRAN,5,2912,1,0,0,2023-02-24,99,383bf49edda57b1a5a29462f50e3,2024-06-26
ACT_2020_1143,DECISION,SPACE,2020-09-17,2021-04-09,2021-05-01,32020D1143,TFEU_153,0,SIMPLE_MAJORITY,BUDG,8,696,1,0,0,,39,6942b0a9fc9116baf015234cde34,2024-02-03
ACT_2021_1144,RECOMMENDATION,AGRICULTURE,2021-10-13,2023-08-09,2023-10-01,32021D1144,TFEU_207,0,QMV,ITRE,8,3347,0,0,0,,7,66762a60149ee9cbf7141a395857,2025-01-04
ACT_2022_1145,REGULATION,DIGITAL,2022-01-24,2023-12-04,2024-03-09,32022R1145,TFEU_168,1,UNANIMITY,EMPL,1,4128,1,0,1,,4,f017e8a83f385f581a58e35c2ff8,2024-09-10
ACT_2023_1146,DIRECTIVE,MIGRATION,2023-11-08,2025-01-08,2025-03-12,32023L1146,TFEU_91,1,SIMPLE_MAJORITY,LIBE,4,3877,1,0,0,2027-01-22,82,471a7bea36c4dff12224db4fbb9d,2026-01-06
ACT_2024_1147,DECISION,CLIMATE,2024-10-23,2026-02-25,2026-02-25,32024D1147,TFEU_173,1,QMV,AGRI,4,4049,1,0,0,,52,9200eecb09a11f0922500b589fc1,2024-06-21
ACT_2025_1148,RECOMMENDATION,SECURITY,2025-11-07,2026-02-25,2026-02-25,32025D1148,TFEU_77,0,UNANIMITY,AFET,4,2255,1,0,0,,21,80418cd1ca22540977fc9b8f6b7c,2024-10-21
ACT_2012_1149,REGULATION,ENERGY,2012-06-04,2013-02-01,2013-03-30,32012R1149,TFEU_83,0,SIMPLE_MAJORITY,ECON,0,311,0,0,0,,28,f931ea6562e5ab735e07eef35da3,2024-02-10
ACT_2013_1150,DIRECTIVE,CONSUMER,2013-07-20,2014-06-20,2014-09-04,32013L1150,TFEU_352,0,QMV,CULT,7,956,1,0,0,2015-10-08,74,391e97e4a79c3b05dacc89f1815b,2024-09-09
ACT_2014_1151,DECISION,HEALTH,2014-08-07,2015-02-19,2015-05-07,32014D1151,TFEU_114,0,UNANIMITY,ENVI,7,2552,1,0,0,,39,d94d3151485fd56f7b8bf9c7a4d6,2025-05-25
ACT_2015_1152,RECOMMENDATION,COMPETITION,2015-08-04,2016-07-31,2016-09-10,32015D1152,TFEU_192,0,SIMPLE_MAJORITY,JURI,6,160,1,0,1,,13,a2645b6634f49713ab6f692c12d4,2025-10-20
ACT_2016_1153,REGULATION,TRANSPORT,2016-06-15,2017-10-18,2017-11-24,32016R1153,TFEU_153,0,QMV,IMCO,6,2816,1,0,0,,15,ae80d16610b6ac8b7601b54e2c1e,2025-10-07
ACT_2017_1154,DIRECTIVE,DATA_GOV,2017-04-19,2018-06-27,2018-09-27,32017L1154,TFEU_207,1,UNANIMITY,TRAN,7,266,0,0,0,2021-05-26,67,7049344af3ce8410010c2f5b6c72,2025-05-21
ACT_2018_1155,DECISION,FINANCE,2018-10-22,2020-09-10,2020-10-13,32018D1155,TFEU_168,0,SIMPLE_MAJORITY,BUDG,2,2929,0,1,1,,75,7465e66488af691aec75a5324201,2024-04-07
ACT_2019_1156,RECOMMENDATION,SPACE,2019-09-04,2020-11-30,2020-12-23,32019D1156,TFEU_91,0,QMV,ITRE,11,2501,1,0,0,,17,8d8d0556f8a769d6f6c78a2272d3,2024-04-18
ACT_2020_1157,REGULATION,AGRICULTURE,2020-12-11,2022-06-28,2022-08-31,32020R1157,TFEU_173,1,UNANIMITY,EMPL,2,3747,1,0,0,,21,3757dcde0020e607e5f7faddfe06,2026-01-06
ACT_2021_1158,DIRECTIVE,DIGITAL,2021-11-16,2022-05-16,2022-08-05,32021L1158,TFEU_77,1,SIMPLE_MAJORITY,LIBE,10,3582,1,1,0,2023-10-20,38,cc4e11cfed70e743024850f3b37b,2025-05-04
ACT_2022_1159,DECISION,MIGRATION,2022-06-11,2023-01-04,2023-01-25,32022D1159,TFEU_83,0,QMV,AGRI,10,3621,1,0,0,,118,26116d461b39720088419ce6e045,2026-01-01
ACT_2023_1160,RECOMMENDATION,CLIMATE,2023-12-10,2024-11-15,2025-01-14,32023D1160,TFEU_352,0,UNANIMITY,AFET,6,1536,1,0,0,,34,75c6fc06ab9678fc80e2d287b773,2024-02-08
ACT_2024_1161,REGULATION,SECURITY,2024-12-11,2025-02-27,2025-05-28,32024R1161,TFEU_114,1,SIMPLE_MAJORITY,ECON,5,3452,0,0,0,,13,5292e97b2e974d1078358d0bb9c9,2024-11-26
ACT_2025_1162,DIRECTIVE,ENERGY,2025-11-12,2026-02-25,2026-02-25,32025L1162,TFEU_192,1,QMV,CULT,7,1747,0,0,0,2028-04-01,91,198f3e3daf19d2294795e6220277,2024-11-17
ACT_2012_1163,DECISION,CONSUMER,2012-04-09,2014-01-13,2014-02-01,32012D1163,TFEU_153,0,UNANIMITY,ENVI,4,1967,1,0,0,,79,c50006f36229137aaeaa5c8098a2,2025-10-03
ACT_2013_1164,RECOMMENDATION,HEALTH,2013-09-12,2016-01-23,2016-03-14,32013D1164,TFEU_207,1,SIMPLE_MAJORITY,JURI,6,2663,1,1,0,,11,d2d3e7adbeaae36339d874bc401a,2024-05-24
ACT_2014_1165,REGULATION,COMPETITION,2014-03-20,2014-10-25,2015-01-28,32014R1165,TFEU_168,1,QMV,IMCO,11,163,0,0,0,,9,1a03850a1d7c0efb117e4746d1bf,2025-08-06
ACT_2015_1166,DIRECTIVE,TRANSPORT,2015-11-19,2016-02-18,2016-05-25,32015L1166,TFEU_91,1,UNANIMITY,TRAN,5,2993,1,0,1,2019-01-01,77,2b0ec3c83ab9312d5bf890ff9477,2024-07-17
ACT_2016_1167,DECISION,DATA_GOV,2016-11-20,2018-04-23,2018-06-26,32016D1167,TFEU_173,0,SIMPLE_MAJORITY,BUDG,5,3350,1,0,1,,62,8b547105c0da514e2454672663e7,2025-04-11
ACT_2017_1168,RECOMMENDATION,FINANCE,2017-05-15,2018-08-02,2018-09-25,32017D1168,TFEU_77,0,QMV,ITRE,11,2816,0,0,0,,29,79b759b9e195ccd1b085cb2fd6ed,2025-05-07
ACT_2018_1169,REGULATION,SPACE,2018-01-18,2019-09-19,2019-09-30,32018R1169,TFEU_83,1,UNANIMITY,EMPL,10,3443,1,0,1,,3,5b330dc08634ce1ba201e0ef6129,2025-12-16
ACT_2019_1170,DIRECTIVE,AGRICULTURE,2019-02-01,2021-04-01,2021-04-29,32019L1170,TFEU_352,1,SIMPLE_MAJORITY,LIBE,7,3693,1,0,0,2022-09-11,0,ab64d690f5a30b0a8eaecbd3bc72,2025-11-25
ACT_2020_1171,DECISION,DIGITAL,2020-04-20,2021-09-16,2021-12-16,32020D1171,TFEU_114,0,QMV,AGRI,6,393,1,0,0,,114,d30b84201a553a2ad34095c45a56,2024-03-25
ACT_2021_1172,RECOMMENDATION,MIGRATION,2021-09-21,2023-07-15,2023-11-04,32021D1172,TFEU_192,0,UNANIMITY,AFET,9,3286,1,0,0,,33,9f8b963660b50643a893599f7cd4,2024-06-24
ACT_2022_1173,REGULATION,CLIMATE,2022-04-15,2024-09-19,2024-11-28,32022R1173,TFEU_153,1,SIMPLE_MAJORITY,ECON,10,3913,1,0,0,,11,7e3691eef2d6d365b030a8434203,2024-03-12
ACT_2023_1174,DIRECTIVE,SECURITY,2023-01-09,2023-12-06,2024-01-18,32023L1174,TFEU_207,1,QMV,CULT,5,715,1,0,0,2025-08-31,52,c9d195ff99d0d08c9558c24bea17,2025-12-31
ACT_2024_1175,DECISION,ENERGY,2024-01-11,2026-02-17,2026-02-25,32024D1175,TFEU_168,1,UNANIMITY,ENVI,10,2399,1,0,0,,1,acca88220e3a57c21ace4c23134d,2024-02-12
ACT_2025_1176,RECOMMENDATION,CONSUMER,2025-03-21,2026-02-25,2026-02-25,32025D1176,TFEU_91,0,SIMPLE_MAJORITY,JURI,12,720,0,0,0,,1,e21681cdce47e85657c776fda79d,2026-01-04
ACT_2012_1177,REGULATION,HEALTH,2012-12-25,2015-05-07,2015-07-21,32012R1177,TFEU_173,1,QMV,IMCO,6,1405,1,0,0,,33,b536dcb7f77de011c06024405a22,2025-11-06
ACT_2013_1178,DIRECTIVE,COMPETITION,2013-10-05,2014-07-30,2014-08-18,32013L1178,TFEU_77,0,UNANIMITY,TRAN,11,3733,1,0,1,2016-08-06,118,bfcef6cf55a452f576779b888742,2025-06-10
ACT_2014_1179,DECISION,TRANSPORT,2014-03-22,2015-12-16,2016-01-22,32014D1179,TFEU_83,0,SIMPLE_MAJORITY,BUDG,1,3882,1,0,0,,120,6a954b3fdfa106e9bd8951ee2649,2025-12-12
ACT_2015_1180,RECOMMENDATION,DATA_GOV,2015-04-07,2016-06-04,2016-07-01,32015D1180,TFEU_352,0,QMV,ITRE,7,2144,1,1,1,,3,4bf3fbc00250e2bc419235474be4,2024-03-08
ACT_2016_1181,REGULATION,FINANCE,2016-11-01,2017-07-06,2017-08-30,32016R1181,TFEU_114,1,UNANIMITY,EMPL,0,4113,1,0,1,,0,dd3d94f63515f10aa597da438e50,2024-04-08
ACT_2017_1182,DIRECTIVE,SPACE,2017-03-21,2019-10-15,2019-11-02,32017L1182,TFEU_192,1,SIMPLE_MAJORITY,LIBE,5,2375,0,1,0,2022-04-27,98,3b835edc271822cfb0590e2271b8,2024-03-02
ACT_2018_1183,DECISION,AGRICULTURE,2018-11-02,2019-08-15,2019-10-07,32018D1183,TFEU_153,0,QMV,AGRI,8,2551,0,0,0,,38,91fbc15545a6508b90c8678108aa,2025-06-09
ACT_2019_1184,RECOMMENDATION,DIGITAL,2019-11-28,2020-02-25,2020-05-30,32019D1184,TFEU_207,0,UNANIMITY,AFET,1,1006,1,0,0,,6,c007a2f8cfefec7de9add0826f77,2025-03-22
ACT_2020_1185,REGULATION,MIGRATION,2020-12-19,2022-03-14,2022-04-21,32020R1185,TFEU_168,0,SIMPLE_MAJORITY,ECON,2,474,1,0,0,,21,ba1ac89d79ba553fb4abbe71690d,2024-11-14
ACT_2021_1186,DIRECTIVE,CLIMATE,2021-07-22,2023-10-10,2023-10-25,32021L1186,TFEU_91,1,QMV,CULT,1,2499,1,0,0,2026-03-14,63,4b085d9432e1c396685a616feb5c,2025-10-09
ACT_2022_1187,DECISION,SECURITY,2022-11-13,2023-05-06,2023-06-07,32022D1187,TFEU_173,1,UNANIMITY,ENVI,10,1103,0,0,0,,40,3e8ec4074cc63c0085bb66c09e7e,2024-06-26
ACT_2023_1188,RECOMMENDATION,ENERGY,2023-08-18,2024-08-03,2024-11-06,32023D1188,TFEU_77,0,SIMPLE_MAJORITY,JURI,4,3737,1,1,0,,24,b1cd92d97b47e6cfb5a1f696ec72,2024-01-24
ACT_2024_1189,REGULATION,CONSUMER,2024-01-06,2024-10-04,2024-11-25,32024R1189,TFEU_83,1,QMV,IMCO,6,3779,0,1,0,,10,2153acfd13b63b1b4d7320f3b107,2024-04-26
ACT_2025_1190,DIRECTIVE,HEALTH,2025-09-16,2026-02-25,2026-02-25,32025L1190,TFEU_352,1,UNANIMITY,TRAN,1,3692,1,0,0,2029-01-15,102,6430570fff45a6c1e0f03a6b8a41,2024-07-16
ACT_2012_1191,DECISION,COMPETITION,2012-04-08,2013-05-03,2013-06-18,32012D1191,TFEU_114,0,SIMPLE_MAJORITY,BUDG,10,185,0,0,0,,8,6f14e6d1a7f4eebcdb36326c7d2c,2025-09-18
ACT_2013_1192,RECOMMENDATION,TRANSPORT,2013-01-13,2014-11-20,2015-03-13,32013D1192,TFEU_192,0,QMV,ITRE,9,1400,0,0,0,,15,8d11121cbc6c15b109471cf51c4a,2025-09-12
ACT_2014_1193,REGULATION,DATA_GOV,2014-11-12,2016-09-27,2017-01-18,32014R1193,TFEU_153,1,UNANIMITY,EMPL,9,2366,1,0,0,,17,65d5bfe843c2d071a19e2cde5f9a,2025-03-16
ACT_2015_1194,DIRECTIVE,FINANCE,2015-11-01,2016-07-04,2016-07-20,32015L1194,TFEU_207,1,SIMPLE_MAJORITY,LIBE,7,3892,0,0,1,2017-10-17,13,4a797d48c6123915fabf0ea73d6e,2024-03-30
ACT_2016_1195,DECISION,SPACE,2016-05-07,2017-10-16,2017-10-26,32016D1195,TFEU_168,0,QMV,AGRI,11,867,1,0,0,,49,7fb62ea1c4c985ea7b427c2d0b14,2026-02-18
ACT_2017_1196,RECOMMENDATION,AGRICULTURE,2017-02-25,2018-10-28,2019-01-25,32017D1196,TFEU_91,0,UNANIMITY,AFET,0,877,0,0,1,,20,8f4d525c475dd55dd47ebec6bb09,2024-11-08
ACT_2018_1197,REGULATION,DIGITAL,2018-02-05,2020-08-05,2020-11-20,32018R1197,TFEU_173,1,SIMPLE_MAJORITY,ECON,9,3709,1,0,0,,30,1d2bc0ca463fe36d5253059e2931,2025-09-06
ACT_2019_1198,DIRECTIVE,MIGRATION,2019-07-13,2021-04-05,2021-07-12,32019L1198,TFEU_77,1,QMV,CULT,12,3344,1,0,0,2024-01-12,67,c6f9c6a96f058f53d73514401a8f,2024-10-24
ACT_2020_1199,DECISION,CLIMATE,2020-09-25,2022-11-26,2023-03-03,32020D1199,TFEU_83,0,UNANIMITY,ENVI,3,1280,1,1,1,,17,1f0aae8d203dfebfcc06843d394b,2025-07-10
ACT_2021_1200,RECOMMENDATION,SECURITY,2021-10-02,2023-03-20,2023-06-27,32021D1200,TFEU_352,1,SIMPLE_MAJORITY,JURI,10,2166,1,0,0,,22,eeca094b6e22b6f822f4a71f93a3,2025-12-24
ACT_2022_1201,REGULATION,ENERGY,2022-12-15,2025-04-25,2025-05-10,32022R1201,TFEU_114,1,QMV,IMCO,2,657,1,0,0,,33,59a444f1f31af00d431fa23ad20a,2024-12-06
ACT_2023_1202,DIRECTIVE,CONSUMER,2023-07-28,2024-08-28,2024-09-27,32023L1202,TFEU_192,1,UNANIMITY,TRAN,12,723,0,0,0,2025-11-24,101,e96d303685c0e72b631945e51fdb,2024-09-08
ACT_2024_1203,DECISION,HEALTH,2024-01-02,2024-03-30,2024-06-14,32024D1203,TFEU_153,0,SIMPLE_MAJORITY,BUDG,0,540,1,0,0,,36,5d5fa32dbca90c891b7e1777f624,2025-07-27
ACT_2025_1204,RECOMMENDATION,COMPETITION,2025-01-14,2026-02-25,2026-02-25,32025D1204,TFEU_207,1,QMV,ITRE,9,2964,1,0,0,,23,455ebbf87fc4b177b2082141758b,2025-05-07
ACT_2012_1205,REGULATION,TRANSPORT,2012-12-13,2015-06-09,2015-09-10,32012R1205,TFEU_168,0,UNANIMITY,EMPL,7,3873,1,0,0,,12,1ebd0af24bef843ae9ea365bf0ff,2024-05-12
ACT_2013_1206,DIRECTIVE,DATA_GOV,2013-08-22,2014-12-18,2014-12-31,32013L1206,TFEU_91,1,SIMPLE_MAJORITY,LIBE,8,3769,1,0,0,2016-01-18,102,914609658356d5f5192488648b2f,2025-11-09
ACT_2014_1207,DECISION,FINANCE,2014-07-13,2015-05-31,2015-08-28,32014D1207,TFEU_173,0,QMV,AGRI,8,229,1,0,0,,1,e2e5ddfbe0832d5756a636d8483e,2024-05-18
ACT_2015_1208,RECOMMENDATION,SPACE,2015-03-23,2016-04-09,2016-04-27,32015D1208,TFEU_77,0,UNANIMITY,AFET,5,25,0,0,0,,32,ec30db2ead7b39ce6762e3749618,2026-02-03
ACT_2016_1209,REGULATION,AGRICULTURE,2016-07-26,2018-04-20,2018-07-29,32016R1209,TFEU_83,1,SIMPLE_MAJORITY,ECON,3,247,1,0,0,,9,b88bf4d7f255f6949bfabf24e490,2025-11-09
ACT_2017_1210,DIRECTIVE,DIGITAL,2017-08-11,2020-02-07,2020-04-27,32017L1210,TFEU_352,1,QMV,CULT,6,1665,1,0,1,2023-04-01,110,470c882d605a7f4534d2edec1f05,2024-12-25
ACT_2018_1211,DECISION,MIGRATION,2018-10-21,2021-03-22,2021-05-28,32018D1211,TFEU_114,0,UNANIMITY,ENVI,4,206,0,0,1,,52,fd058c6ccb9bfa71a7278a3867d8,2025-01-25
ACT_2019_1212,RECOMMENDATION,CLIMATE,2019-11-22,2020-05-17,2020-07-21,32019D1212,TFEU_192,1,SIMPLE_MAJORITY,JURI,1,533,1,0,0,,29,8e3f43babe2c96ea4b9768f128a8,2025-12-08
ACT_2020_1213,REGULATION,SECURITY,2020-03-04,2021-09-25,2021-12-01,32020R1213,TFEU_153,1,QMV,IMCO,1,2948,1,0,0,,2,1089ee1c47deba42b9f011ab54b1,2025-03-14
ACT_2021_1214,DIRECTIVE,ENERGY,2021-11-14,2023-10-01,2024-01-13,32021L1214,TFEU_207,1,UNANIMITY,TRAN,5,3297,1,0,0,2025-11-05,72,92494c1e7b698f2a1f8904ddacc6,2025-08-19
ACT_2022_1215,DECISION,CONSUMER,2022-10-28,2024-10-30,2024-12-13,32022D1215,TFEU_168,1,SIMPLE_MAJORITY,BUDG,11,1932,1,1,1,,27,eb4226a63ba2ed2180738e82bdbe,2025-10-06
ACT_2023_1216,RECOMMENDATION,HEALTH,2023-04-11,2024-10-01,2024-10-18,32023D1216,TFEU_91,0,QMV,ITRE,3,1172,1,0,0,,23,f650d90a4cda7e969367504ff29b,2025-08-06
ACT_2024_1217,REGULATION,COMPETITION,2024-06-03,2026-02-25,2026-02-25,32024R1217,TFEU_173,1,UNANIMITY,EMPL,10,3327,1,0,0,,26,2b8089b2d736e4f4a4629cd8e3e8,2025-06-04
ACT_2025_1218,DIRECTIVE,TRANSPORT,2025-01-12,2026-02-25,2026-02-25,32025L1218,TFEU_77,1,SIMPLE_MAJORITY,LIBE,9,286,1,0,1,2028-01-10,40,25419b91c9572755ab1a5db421f1,2025-06-05
ACT_2012_1219,DECISION,DATA_GOV,2012-07-03,2013-03-23,2013-04-11,32012D1219,TFEU_83,1,QMV,AGRI,7,2557,1,0,0,,0,6ad414376b302229cb661c7d8c7a,2025-05-08
ACT_2013_1220,RECOMMENDATION,FINANCE,2013-06-22,2014-10-07,2014-12-13,32013D1220,TFEU_352,0,UNANIMITY,AFET,3,1272,0,0,0,,3,d11a8b8983137e6b3a3769b4c74f,2025-01-24
ACT_2014_1221,REGULATION,SPACE,2014-09-04,2015-05-07,2015-06-11,32014R1221,TFEU_114,1,SIMPLE_MAJORITY,ECON,6,991,1,0,0,,26,fcbfc8d1e495385816f27e3f7398,2026-01-23
ACT_2015_1222,DIRECTIVE,AGRICULTURE,2015-03-15,2015-12-08,2016-01-21,32015L1222,TFEU_192,1,QMV,CULT,0,514,1,0,0,2017-06-23,99,fdbc3ea83c63502d9692484f73d9,2024-07-23
ACT_2016_1223,DECISION,DIGITAL,2016-08-09,2017-06-02,2017-09-30,32016D1223,TFEU_153,1,UNANIMITY,ENVI,9,1047,1,0,0,,59,0c29313ad5703529cc68e1407033,2025-10-17
ACT_2017_1224,RECOMMENDATION,MIGRATION,2017-02-25,2018-04-16,2018-06-29,32017D1224,TFEU_207,0,SIMPLE_MAJORITY,JURI,10,3397,1,0,0,,22,acc1cc95c2b7136e25c8c5642e39,2025-09-03
ACT_2018_1225,REGULATION,CLIMATE,2018-09-22,2020-07-19,2020-10-12,32018R1225,TFEU_168,1,QMV,IMCO,12,916,1,0,0,,20,582297b59e0e2f1c2f119e023738,2025-02-10
ACT_2019_1226,DIRECTIVE,SECURITY,2019-09-01,2020-01-01,2020-02-06,32019L1226,TFEU_91,1,UNANIMITY,TRAN,11,2767,1,0,0,2022-04-05,31,3fac4762f9be829a0cede9d93f6d,2024-05-19
ACT_2020_1227,DECISION,ENERGY,2020-01-27,2022-04-09,2022-05-28,32020D1227,TFEU_173,0,SIMPLE_MAJORITY,BUDG,0,2891,0,0,1,,54,b9c1d69effe22425bf8be326641d,2025-01-29
ACT_2021_1228,RECOMMENDATION,CONSUMER,2021-10-18,2023-04-06,2023-06-13,32021D1228,TFEU_77,1,QMV,ITRE,0,3804,1,0,0,,27,52bee427a504a2a6d70647c02481,2025-11-27
ACT_2022_1229,REGULATION,HEALTH,2022-06-05,2024-11-24,2025-01-07,32022R1229,TFEU_83,1,UNANIMITY,EMPL,5,1476,1,0,1,,16,2d543c39e322902983c848924517,2024-12-26
ACT_2023_1230,DIRECTIVE,COMPETITION,2023-01-04,2024-01-20,2024-02-21,32023L1230,TFEU_352,1,SIMPLE_MAJORITY,LIBE,12,3363,1,0,0,2026-11-03,24,4bc78954cf292c2e5031376e8e19,2024-05-10
ACT_2024_1231,DECISION,TRANSPORT,2024-07-14,2026-02-25,2026-02-25,32024D1231,TFEU_114,1,QMV,AGRI,11,3703,1,1,1,,5,d57807b285e71d403da7b0d5eea7,2025-10-18
ACT_2025_1232,RECOMMENDATION,DATA_GOV,2025-03-03,2026-02-25,2026-02-25,32025D1232,TFEU_192,0,UNANIMITY,AFET,4,183,1,0,0,,8,54b99f504b02a2975d82ae99a8f5,2025-09-11
ACT_2012_1233,REGULATION,FINANCE,2012-05-23,2014-10-23,2015-02-18,32012R1233,TFEU_153,1,SIMPLE_MAJORITY,ECON,6,144,1,0,0,,26,c0961cc82b1e06db4ac10abf88cb,2024-09-08
ACT_2013_1234,DIRECTIVE,SPACE,2013-11-21,2015-12-26,2016-01-09,32013L1234,TFEU_207,0,QMV,CULT,5,3764,1,0,0,2018-04-13,18,181c0287b9c1fff6a0607574da8c,2025-02-21
ACT_2014_1235,DECISION,AGRICULTURE,2014-06-28,2014-09-12,2014-10-28,32014D1235,TFEU_168,0,UNANIMITY,ENVI,1,420,1,0,0,,91,b6dbbb90439097afe7f145d31488,2024-11-19
ACT_2015_1236,RECOMMENDATION,DIGITAL,2015-07-16,2015-11-22,2016-02-27,32015D1236,TFEU_91,0,SIMPLE_MAJORITY,JURI,10,3466,1,0,0,,22,9b6ac43c811402d645ba0d9d4e1c,2025-11-04
ACT_2016_1237,REGULATION,MIGRATION,2016-12-06,2018-11-25,2019-02-26,32016R1237,TFEU_173,1,QMV,IMCO,1,3513,1,0,1,,13,8ac0331aacc7fa70bf23678f66c7,2026-02-20
ACT_2017_1238,DIRECTIVE,CLIMATE,2017-05-05,2019-11-21,2019-12-27,32017L1238,TFEU_77,1,UNANIMITY,TRAN,9,3110,0,0,1,2021-05-09,66,a0dbd4866a151cfe83f844e5246d,2024-04-20
ACT_2018_1239,DECISION,SECURITY,2018-09-24,2021-02-18,2021-06-09,32018D1239,TFEU_83,1,SIMPLE_MAJORITY,BUDG,9,1291,1,0,0,,29,453c8581f9db5d160b3b3f6c1542,2024-11-21
ACT_2019_1240,RECOMMENDATION,ENERGY,2019-11-26,2020-05-30,2020-06-11,32019D1240,TFEU_352,0,QMV,ITRE,10,1215,0,0,1,,29,c1e271cc718e59ad849067afa99d,2024-08-20
ACT_2020_1241,REGULATION,CONSUMER,2020-03-20,2021-08-26,2021-12-16,32020R1241,TFEU_114,1,UNANIMITY,EMPL,7,1961,1,0,0,,33,05e295d1327827690b7ba9139c0e,2025-10-29
ACT_2021_1242,DIRECTIVE,HEALTH,2021-11-17,2022-09-20,2022-12-08,32021L1242,TFEU_192,1,SIMPLE_MAJORITY,LIBE,10,2947,0,0,0,2025-05-26,43,f0ed5c22cd49a0a81f074f0df692,2025-06-30
ACT_2022_1243,DECISION,COMPETITION,2022-08-12,2024-07-18,2024-08-28,32022D1243,TFEU_153,0,QMV,AGRI,2,3488,1,1,1,,106,1b116c2ae6b4bd7c89ab3de6f88f,2025-01-10
ACT_2023_1244,RECOMMENDATION,TRANSPORT,2023-05-22,2024-12-20,2025-02-15,32023D1244,TFEU_207,0,UNANIMITY,AFET,4,905,0,0,1,,22,c7ea98c7e9bfe0d464d13e1190f1,2024-04-26
ACT_2024_1245,REGULATION,DATA_GOV,2024-07-19,2024-12-26,2025-03-03,32024R1245,TFEU_168,1,SIMPLE_MAJORITY,ECON,2,3172,0,0,1,,34,c05bd70ea21fdd9672dfa1181a13,2024-08-17
