trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_km_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_km_traveled,trans_transit_farebox_revenue_inr,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2021-04-17,IN-AHM-AMTS,R2396,BUS,267,260,70.69,16.35,132235,126468,0.565,3696.3,159.47,3354.2,3164756,2.83,81,69.48,6.58,7
2022-06-05,IN-KOL-CTC,R4488,FERRY,367,357,87.77,12.81,37958,36029,0.837,2670.2,106.68,2287.3,763328,4.93,101,100.0,0.0,3
2024-10-14,IN-BLR-BMTC,R2503,TRAM,114,106,84.19,15.85,55221,53692,0.86,1630.4,72.73,1558.7,874476,1.53,155,57.01,2.32,3
2020-08-09,IN-DELHI-DTC,R0074,BUS,135,116,88.5,18.03,78388,74679,0.92,1183.6,95.45,1109.4,1636899,1.03,53,79.03,3.74,4
2020-03-14,IN-AHM-AMTS,R3932,BUS,336,332,72.74,2.0,43747,41377,0.884,6708.7,261.88,6060.5,593141,3.9,106,90.0,1.55,4
2021-11-30,IN-DELHI-DMRC,R5634,FERRY,14,0,74.96,21.6,1943,1966,1.313,0.0,0.0,0.0,36149,4.65,109,72.03,1.43,3
2023-04-18,IN-DELHI-DTC,R0705,SUBURBAN_RAIL,188,168,87.99,23.23,20013,18523,0.247,3194.2,115.69,2973.3,268494,0.0,240,57.79,0.7,2
2023-10-15,IN-DELHI-DTC,R7701,METRO,210,207,92.89,3.78,30139,27776,0.974,4761.2,219.44,4322.3,676182,3.73,108,67.02,4.62,1
2026-01-29,IN-HYD-TSRTC,R2220,METRO,85,65,94.36,5.61,61676,60821,1.458,1240.3,51.64,1095.7,836182,0.0,225,95.28,1.06,2
2022-12-22,IN-BLR-BMTC,R3765,METRO,89,84,89.8,20.99,10859,10633,0.992,1957.9,156.4,1886.5,206379,1.9,6,77.36,3.37,1
2020-04-17,IN-MUMBAI-BEST,R1933,TRAM,256,237,85.21,9.56,162275,150882,0.863,2362.3,87.93,2286.4,1727995,1.31,213,75.99,1.47,5
2024-12-14,IN-MUMBAI-BEST,R4831,METRO,411,410,71.67,9.41,164202,158360,0.866,4482.7,217.79,4032.3,3326648,4.77,203,90.68,5.81,4
2022-12-18,IN-BLR-BMTC,R1979,TRAM,57,38,88.02,7.44,24878,25428,0.759,982.4,78.47,934.7,355402,2.33,203,93.01,5.85,2
2024-07-18,IN-AHM-AMTS,R7475,TRAM,215,209,89.33,7.85,52616,49248,1.205,3119.4,232.58,2720.8,1133812,4.7,48,61.79,3.08,2
2020-11-25,IN-KOL-CTC,R4376,TRAM,341,323,85.59,12.59,140290,143395,1.752,2415.3,112.51,2070.3,3194730,3.22,81,78.37,4.59,9
2023-08-10,IN-CHN-MTC,R1153,TRAM,69,57,70.29,15.52,22103,22347,0.705,893.3,41.23,842.9,226434,2.0,220,90.05,5.18,1
2025-03-17,IN-BLR-BMTC,R5065,BRT,256,255,69.53,15.6,150496,149999,1.088,3193.4,166.53,2980.5,1640998,3.54,138,72.29,4.03,7
2021-04-21,IN-CHN-MTC,R0039,BUS,206,205,72.55,13.74,111718,106349,1.606,3654.9,183.89,3363.4,933287,1.5,239,85.18,3.81,4
2021-10-26,IN-KOL-CTC,R4294,FERRY,277,274,92.05,20.77,28073,28477,0.587,5265.1,349.5,5175.1,277323,3.37,156,78.51,3.59,1
2024-03-05,IN-KOL-CTC,R4817,FERRY,147,127,86.19,6.38,10673,10779,1.465,2167.1,146.99,1933.2,91204,2.88,182,90.76,4.13,2
2021-12-05,IN-DELHI-DMRC,R3519,BRT,76,59,99.29,11.69,52066,48368,0.683,370.5,17.91,318.5,979883,0.0,219,84.76,3.15,4
2024-03-23,IN-MUMBAI-BEST,R0227,BUS,393,385,84.17,15.53,149747,152900,0.566,3984.8,244.6,3548.9,2594350,3.36,54,91.41,0.0,4
2020-03-26,IN-PUNE-PMPML,R1113,BRT,264,261,86.67,14.91,27979,27956,0.645,5693.2,268.37,5066.8,363645,4.65,16,78.13,4.02,3
2021-07-05,IN-PUNE-PMPML,R2330,TRAM,57,41,85.69,11.89,26383,25262,0.889,329.6,22.58,292.5,376752,3.3,186,89.85,3.34,1
2021-09-11,IN-HYD-TSRTC,R5931,FERRY,145,124,84.94,18.18,8450,8132,0.52,1575.4,57.86,1473.9,68429,3.77,73,55.65,2.72,2
2020-02-15,IN-KOL-CTC,R8777,TRAM,409,386,90.5,20.53,19442,19145,0.912,10494.1,715.22,9133.4,404597,2.02,51,74.32,6.92,1
2022-11-12,IN-KOL-CTC,R7746,SUBURBAN_RAIL,308,286,86.05,11.8,252629,239132,0.584,5530.4,436.12,5441.0,5112094,1.71,117,71.51,4.21,4
2023-08-04,IN-PUNE-PMPML,R1415,FERRY,347,333,87.82,11.22,54360,55137,1.469,5777.7,226.15,5282.7,1144682,0.01,207,71.76,0.0,4
2019-09-18,IN-MUMBAI-BEST,R4069,SUBURBAN_RAIL,10,0,83.31,16.07,7147,6852,1.064,0.0,0.0,0.0,138819,2.14,143,52.2,1.14,1
2019-09-08,IN-MUMBAI-BEST,R4140,METRO,75,75,78.37,5.17,113748,113143,0.338,1539.5,93.03,1415.7,1347881,1.25,74,78.41,5.83,5
2022-04-01,IN-MUMBAI-MMRDA,R0212,METRO,245,242,74.79,9.58,369046,375456,1.598,6738.1,279.92,6507.4,8117542,2.56,234,63.66,2.77,10
2022-06-07,IN-KOL-CTC,R1147,METRO,403,403,80.35,16.42,135035,130534,1.006,3174.0,119.93,3058.5,2431793,0.08,27,67.05,3.51,5
2025-01-18,IN-HYD-TSRTC,R7559,BUS,65,51,83.58,12.52,21376,19955,0.89,336.2,23.28,301.3,279459,2.5,234,100.0,4.26,1
2022-02-01,IN-AHM-AMTS,R7816,FERRY,80,78,87.89,11.92,14242,14406,1.097,1508.9,69.62,1380.8,174848,1.44,243,92.59,3.94,3
2025-08-19,IN-CHN-MTC,R7934,BRT,118,107,77.46,12.81,29751,30223,0.407,1258.3,59.57,1193.5,503289,4.26,165,83.26,1.92,1
2026-01-23,IN-PUNE-PMPML,R1813,SUBURBAN_RAIL,34,27,69.1,17.09,35840,36086,0.227,524.4,19.68,475.7,617417,0.8,0,83.42,3.8,1
2022-08-20,IN-KOL-CTC,R6028,FERRY,39,21,85.88,7.57,5358,5116,1.312,392.2,16.8,377.8,100216,3.41,5,64.5,3.64,3
2025-05-15,IN-PUNE-PMPML,R2908,FERRY,401,387,79.06,6.62,55458,51125,1.367,4150.9,295.64,3911.9,986062,4.3,126,77.77,3.56,1
2024-06-21,IN-HYD-TSRTC,R1050,TRAM,86,67,67.16,12.18,55796,52076,0.628,561.4,21.55,524.4,1241029,5.12,105,68.9,2.66,2
2020-05-15,IN-CHN-MTC,R1736,SUBURBAN_RAIL,387,381,85.99,5.79,304835,303674,1.326,3788.1,229.4,3705.6,7133099,2.72,34,78.94,1.27,6
2020-04-07,IN-KOL-CTC,R3449,TRAM,323,309,81.93,2.0,77392,73999,0.895,6809.1,261.07,6273.4,1827745,4.41,26,76.18,2.1,4
2022-08-06,IN-BLR-BMTC,R9805,BRT,28,26,64.98,10.96,13928,13727,1.173,410.5,14.97,360.9,279805,2.02,203,100.0,1.03,2
2021-05-06,IN-HYD-TSRTC,R6679,BRT,13,5,77.42,12.55,6571,6100,0.513,61.7,2.54,58.9,67085,3.75,70,60.32,2.59,1
2022-10-13,IN-BLR-BMTC,R8283,BRT,197,176,80.78,2.0,89238,88233,0.71,4370.1,184.59,3925.3,1865482,3.98,159,75.08,2.2,4
2020-05-12,IN-PUNE-PMPML,R6222,BUS,163,151,75.62,22.49,103114,103604,0.727,2253.3,168.82,2191.4,1244674,0.0,201,75.69,3.13,6
2024-10-09,IN-DELHI-DTC,R7357,SUBURBAN_RAIL,31,30,84.41,13.39,11315,11126,1.029,367.7,29.65,359.7,169178,2.85,81,92.06,1.09,1
2020-06-07,IN-MUMBAI-MMRDA,R6611,TRAM,159,142,78.43,14.36,99652,95174,1.593,2735.1,114.2,2532.6,1192798,4.2,22,94.52,5.51,6
2020-03-06,IN-MUMBAI-MMRDA,R4493,BRT,287,278,59.66,25.65,153139,147494,1.178,2734.0,177.28,2622.4,2089499,3.21,149,72.29,1.54,5
2020-06-26,IN-CHN-MTC,R6268,BUS,23,10,73.98,15.35,17698,16787,1.156,91.9,7.07,80.6,180533,3.16,201,81.76,3.45,4
2022-05-14,IN-KOL-CTC,R6911,FERRY,141,140,77.01,3.74,9899,9639,1.066,3153.3,114.54,3104.0,224566,2.4,50,81.99,2.13,2
2019-02-13,IN-DELHI-DMRC,R9952,METRO,44,36,91.04,4.0,14521,13866,0.832,959.0,35.37,860.6,153019,1.43,1,74.18,1.68,3
2024-11-24,IN-DELHI-DTC,R1618,TRAM,55,41,94.98,6.35,13196,12179,1.255,1049.5,59.34,908.8,213371,2.57,172,71.6,3.12,2
2025-01-21,IN-BLR-BMTC,R9268,FERRY,315,314,78.32,17.4,20975,21259,1.374,8491.2,357.75,8071.2,323984,1.83,152,97.71,0.0,2
2019-07-13,IN-MUMBAI-BEST,R0240,SUBURBAN_RAIL,384,377,86.31,15.09,427819,398780,1.352,10349.9,432.36,9114.9,6968135,1.63,170,72.63,3.01,19
2021-07-07,IN-AHM-AMTS,R1656,TRAM,341,336,82.56,9.61,116966,119204,1.092,1993.3,86.91,1697.1,1219344,1.08,45,74.42,2.29,4
2020-03-05,IN-KOL-CTC,R2855,TRAM,22,19,92.35,19.67,10578,10147,1.201,201.4,8.99,188.0,116801,1.07,91,100.0,1.31,2
2023-05-19,IN-AHM-AMTS,R3644,BUS,403,380,70.37,16.68,196956,192023,0.625,8788.1,596.18,8169.0,3531244,4.56,168,71.81,0.96,13
2024-01-24,IN-HYD-TSRTC,R0388,METRO,229,214,96.84,10.61,106176,97722,1.177,2360.0,145.9,2257.9,1988582,5.14,2,92.79,2.65,9
2020-02-15,IN-MUMBAI-BEST,R7330,FERRY,46,34,91.4,16.3,2103,2061,0.816,211.9,7.63,200.1,23766,0.13,239,77.84,2.39,3
2023-10-17,IN-DELHI-DTC,R6141,SUBURBAN_RAIL,230,220,75.54,9.09,190777,194836,0.962,4966.7,302.79,4374.2,2229495,1.39,198,94.33,3.08,8
2019-12-12,IN-DELHI-DTC,R8479,BRT,66,52,72.48,3.78,3113,3182,0.989,867.0,53.74,791.2,43677,0.99,52,90.65,3.55,3
2023-01-19,IN-KOL-CTC,R5012,BUS,31,29,79.32,10.47,22060,21596,0.583,720.1,35.84,668.2,278806,3.48,235,87.15,0.0,2
2024-10-25,IN-HYD-TSRTC,R5368,METRO,82,58,87.59,6.06,85363,81157,0.886,1549.3,63.48,1500.2,790673,2.27,17,75.48,3.15,6
2022-10-16,IN-AHM-AMTS,R5176,FERRY,211,190,78.78,9.74,24355,23082,0.741,4376.8,221.03,4117.3,500574,2.82,37,70.92,5.63,2
2020-02-24,IN-DELHI-DTC,R5766,TRAM,133,123,77.18,14.04,61701,60538,0.915,755.6,29.08,651.9,1458276,4.92,119,74.62,2.82,3
2024-01-29,IN-AHM-AMTS,R3220,METRO,108,97,84.0,14.03,166473,158696,1.15,2232.1,84.57,2076.3,2794252,3.78,199,74.73,5.21,5
2020-02-26,IN-PUNE-PMPML,R7056,METRO,262,252,94.89,5.28,210434,196288,0.708,5302.5,204.09,4612.8,4070662,0.28,30,95.63,1.77,12
2025-03-12,IN-DELHI-DMRC,R1580,TRAM,56,41,99.76,5.72,33113,31332,1.41,522.2,22.58,451.4,517554,3.05,118,74.69,5.22,1
2024-09-15,IN-HYD-TSRTC,R0581,SUBURBAN_RAIL,317,307,84.72,6.97,101965,103709,0.613,8067.4,572.81,6914.1,1977372,1.68,104,76.84,3.51,5
2023-08-12,IN-DELHI-DMRC,R2736,TRAM,105,86,63.4,11.95,25378,25416,0.22,955.8,41.54,871.0,491860,4.28,177,83.66,7.01,2
2021-06-16,IN-DELHI-DTC,R0261,TRAM,84,74,73.8,9.96,35724,35941,1.26,765.6,36.95,737.2,447491,0.34,67,87.92,1.49,1
2022-11-30,IN-AHM-AMTS,R6361,FERRY,100,79,70.96,13.51,17018,16865,1.122,1958.2,111.39,1883.3,387652,3.54,38,79.32,3.28,1
2020-01-03,IN-PUNE-PMPML,R1354,TRAM,402,392,76.41,10.63,44316,41179,0.879,8644.9,709.71,7379.6,411248,3.89,141,74.15,4.42,1
2019-04-18,IN-PUNE-PMPML,R2258,BUS,279,262,91.54,13.88,151331,153395,0.782,5927.2,253.58,5312.9,2991084,2.77,204,84.4,2.33,10
2024-06-01,IN-DELHI-DMRC,R3987,BUS,179,172,73.49,2.77,121579,120194,1.13,4434.6,302.0,4024.0,1801548,2.41,89,61.74,3.92,4
2022-02-25,IN-KOL-CTC,R8861,TRAM,33,20,69.41,14.51,17947,18168,1.309,405.9,32.7,382.7,396721,7.86,30,75.62,4.35,4
2019-05-10,IN-BLR-BMTC,R3016,FERRY,293,283,73.58,9.07,62904,63743,0.147,3303.1,124.97,2977.8,933639,2.28,231,77.38,2.0,4
2021-05-09,IN-CHN-MTC,R4677,BRT,237,222,79.03,8.25,61110,60581,0.351,3312.0,125.2,2856.9,1177922,2.98,22,72.81,4.37,5
2021-06-23,IN-HYD-TSRTC,R0597,BUS,350,349,81.96,11.18,251291,251690,0.866,4521.4,174.44,4026.7,5128713,3.82,128,73.44,6.07,6
2024-10-05,IN-BLR-BMTC,R5245,METRO,235,232,70.15,6.17,381128,368622,1.125,6004.6,288.59,5782.6,9126577,3.53,99,57.72,5.41,7
2024-11-05,IN-BLR-BMTC,R0006,BRT,207,195,83.64,16.38,64908,62034,1.056,1553.0,56.69,1431.5,627911,1.19,97,100.0,3.88,1
2019-02-26,IN-DELHI-DTC,R2619,FERRY,114,93,77.52,9.61,19508,19303,0.52,719.1,53.81,648.7,301779,4.61,61,80.56,7.19,2
2022-07-01,IN-BLR-BMTC,R9299,FERRY,77,65,91.71,20.34,9587,9225,0.6,1033.5,46.04,1000.2,163613,1.88,212,94.21,2.84,2
2019-03-09,IN-PUNE-PMPML,R9448,BUS,230,213,94.67,12.21,62464,61754,1.161,4424.7,182.33,4207.5,1427839,2.39,150,71.74,1.43,2
2022-08-29,IN-MUMBAI-MMRDA,R7095,TRAM,315,292,79.58,5.4,18539,17671,1.416,6571.6,452.05,5637.1,378762,2.84,95,83.93,4.83,1
2020-08-06,IN-CHN-MTC,R3949,BUS,121,112,82.82,5.58,55270,52010,1.239,1175.9,60.28,1035.0,1155302,2.8,11,64.85,3.59,3
2025-10-29,IN-DELHI-DMRC,R7613,TRAM,385,370,83.33,14.94,216706,211975,1.405,3938.7,208.99,3647.0,3221398,1.01,237,71.91,5.93,4
2024-08-24,IN-AHM-AMTS,R5133,BRT,178,168,81.84,7.43,58494,56488,0.393,2172.0,174.06,2122.5,1389805,2.97,105,79.42,5.44,2
2019-01-30,IN-PUNE-PMPML,R2845,METRO,412,411,61.97,18.3,449862,422623,1.38,3877.4,275.37,3364.9,5536062,1.13,41,66.69,2.97,16
2021-09-28,IN-DELHI-DTC,R3180,TRAM,79,68,88.67,17.55,44551,42022,0.81,646.4,30.68,578.8,359953,0.75,195,88.29,5.01,4
2023-01-19,IN-AHM-AMTS,R4075,SUBURBAN_RAIL,324,318,91.34,10.58,176077,166119,0.938,7388.7,482.74,6454.1,3373270,1.48,186,81.58,1.95,9
2022-11-03,IN-DELHI-DMRC,R7923,SUBURBAN_RAIL,398,382,87.91,17.92,492495,465667,1.063,3385.3,177.75,3073.3,6253309,0.0,37,76.56,3.83,29
2020-06-08,IN-MUMBAI-MMRDA,R7100,BUS,75,75,91.94,16.78,52104,50559,1.504,1069.9,52.01,1033.9,755301,0.0,225,90.08,5.97,1
2025-07-01,IN-CHN-MTC,R3368,BRT,44,20,80.4,20.92,21941,22219,0.954,487.3,19.45,457.1,234978,3.2,181,88.75,4.76,3
2021-03-14,IN-BLR-BMTC,R4285,BUS,223,206,80.38,11.47,41967,40042,0.971,3708.3,261.05,3452.9,833287,4.38,185,66.8,0.0,3
2025-04-05,IN-CHN-MTC,R3879,METRO,34,20,90.48,19.02,49475,48956,1.481,453.7,27.03,436.6,529320,3.27,186,69.89,2.82,3
2026-01-28,IN-DELHI-DMRC,R4521,FERRY,144,126,76.78,17.02,22847,21935,1.223,844.9,31.77,823.7,531953,4.25,94,54.35,3.88,4
2021-11-10,IN-MUMBAI-BEST,R1278,BUS,52,37,77.53,21.49,22286,22125,1.131,224.2,14.96,212.0,291698,3.43,225,76.35,3.31,3
2020-01-15,IN-MUMBAI-BEST,R5991,SUBURBAN_RAIL,390,378,78.62,7.5,278995,269100,0.856,2186.2,79.37,2114.1,2471936,1.87,38,81.0,0.0,6
2019-03-01,IN-PUNE-PMPML,R3224,BUS,73,62,86.69,13.43,25473,24825,0.636,1614.0,71.35,1489.5,589294,2.78,190,59.9,5.46,1
2019-12-09,IN-HYD-TSRTC,R4907,BUS,284,260,90.87,14.04,99676,98123,1.016,4685.4,317.16,4371.7,1744546,3.31,42,62.01,2.68,2
2023-10-07,IN-CHN-MTC,R6141,TRAM,191,171,67.9,17.32,8649,8057,1.171,3192.5,168.16,2965.4,73067,0.9,93,88.37,0.82,1
2025-02-11,IN-DELHI-DTC,R9983,BRT,204,203,75.99,13.58,117181,110350,1.022,4367.4,237.35,3733.6,1380259,0.32,110,56.98,1.28,5
2024-03-26,IN-AHM-AMTS,R0767,BUS,329,317,83.14,17.79,40720,40901,1.322,5315.5,365.33,4674.7,580299,0.03,192,83.6,0.42,3
2026-01-10,IN-DELHI-DMRC,R1456,METRO,104,93,77.06,11.77,124492,115898,0.703,2549.0,110.89,2277.5,1769405,4.78,28,66.77,3.65,3
2025-04-28,IN-DELHI-DMRC,R9341,TRAM,390,384,80.03,9.35,93365,85984,0.902,4049.7,165.3,3494.0,749218,2.75,166,80.1,4.01,4
2021-09-21,IN-DELHI-DMRC,R9732,FERRY,370,362,72.65,17.34,23943,23901,1.174,8430.7,439.69,8236.3,511218,1.15,151,90.19,0.56,2
2025-01-15,IN-DELHI-DMRC,R6632,SUBURBAN_RAIL,45,33,79.16,17.91,6265,6332,1.096,291.8,14.81,252.4,114903,0.51,126,65.57,2.32,3
2025-11-02,IN-DELHI-DTC,R7437,METRO,110,92,69.6,11.01,192004,188286,1.115,1033.3,72.58,1002.4,1672661,2.92,206,88.78,1.53,11
2019-02-16,IN-DELHI-DTC,R2738,TRAM,99,89,82.14,16.57,15623,14961,0.836,1399.3,65.0,1264.3,204670,1.89,183,84.13,2.46,2
2022-05-14,IN-BLR-BMTC,R3242,BRT,329,329,68.11,4.07,179729,165706,1.186,3151.3,253.91,2739.6,3890628,3.77,28,87.18,1.34,5
2023-01-02,IN-MUMBAI-MMRDA,R8194,METRO,337,322,76.98,7.32,569640,583067,0.644,3975.1,259.57,3421.0,10978598,3.06,95,91.7,1.6,12
2019-10-23,IN-DELHI-DMRC,R9075,METRO,251,241,85.57,5.91,42815,40343,0.585,2637.5,134.39,2243.8,573158,2.47,52,84.27,0.81,3
2020-04-22,IN-HYD-TSRTC,R1075,BUS,159,157,81.85,19.36,113588,108771,1.129,4056.4,290.91,3912.4,1409703,3.16,100,100.0,2.21,2
2020-08-28,IN-AHM-AMTS,R3004,FERRY,44,20,84.54,17.46,810,750,0.417,114.2,7.57,106.0,11696,1.38,58,79.18,3.24,2
2019-08-24,IN-MUMBAI-BEST,R8211,TRAM,108,105,84.61,16.56,25908,25056,1.409,1358.4,65.01,1222.0,215220,2.07,128,98.2,6.93,2
2024-01-24,IN-AHM-AMTS,R1488,SUBURBAN_RAIL,329,318,96.18,15.24,94138,93510,1.611,7660.8,503.88,6643.0,1273031,1.74,225,50.58,2.03,4
2019-10-24,IN-CHN-MTC,R8007,TRAM,208,192,82.1,9.3,68431,64188,0.406,3862.8,218.36,3392.6,1292543,1.59,172,55.61,2.97,2
2023-03-03,IN-HYD-TSRTC,R9142,SUBURBAN_RAIL,10,5,88.5,6.21,1543,1530,1.798,117.9,5.22,109.6,20725,2.66,75,72.07,2.64,0
2022-05-17,IN-BLR-BMTC,R8008,SUBURBAN_RAIL,402,385,78.03,22.24,207719,204208,0.562,3917.2,215.24,3843.9,4451931,2.69,168,87.11,2.38,10
2021-11-21,IN-AHM-AMTS,R5204,TRAM,21,2,94.21,13.28,9512,9639,1.031,20.8,1.43,17.9,103920,1.84,130,76.33,3.26,2
2021-05-29,IN-PUNE-PMPML,R4467,BRT,246,243,68.06,9.18,41505,42059,1.339,4734.5,186.79,4421.7,387280,0.0,124,62.3,2.88,4
2023-06-19,IN-CHN-MTC,R5953,TRAM,102,90,78.91,17.71,33974,33279,0.658,2164.9,116.66,2114.8,489108,2.33,43,94.39,0.0,3
2025-04-18,IN-CHN-MTC,R7452,METRO,289,275,87.44,2.0,329958,327426,0.975,2255.0,125.7,2059.0,4039436,3.65,94,78.95,2.55,9
2024-09-11,IN-AHM-AMTS,R3706,TRAM,21,9,77.31,14.72,14554,14479,1.176,178.9,10.02,169.4,162489,2.91,45,81.46,2.96,0
2021-07-07,IN-HYD-TSRTC,R5732,METRO,353,342,87.79,11.62,185826,183424,1.023,6705.4,435.31,6148.9,1552945,3.47,80,87.46,3.31,11
2026-01-15,IN-PUNE-PMPML,R1720,METRO,313,297,86.15,4.91,532881,535603,1.289,7167.4,400.7,6544.1,9025363,4.04,227,84.69,1.06,9
2021-03-02,IN-MUMBAI-BEST,R4281,METRO,299,291,67.72,7.58,373142,349588,1.046,6192.9,229.83,5903.4,4984190,3.18,175,100.0,1.11,9
2019-02-22,IN-KOL-CTC,R5108,BUS,338,321,77.73,5.44,180981,172605,1.127,3838.1,189.4,3720.2,1538245,4.0,192,81.8,4.75,3
2022-08-06,IN-CHN-MTC,R3494,SUBURBAN_RAIL,346,340,81.23,2.0,106688,104670,1.619,6446.4,276.19,5742.5,2414559,3.45,217,95.24,1.36,2
2023-04-18,IN-PUNE-PMPML,R6583,TRAM,124,105,74.36,4.42,23739,23631,0.395,2458.4,141.72,2253.9,548867,3.49,81,58.22,5.15,2
2023-04-02,IN-CHN-MTC,R0552,TRAM,376,372,68.75,17.05,76425,71841,1.11,5963.9,312.41,5876.9,1297724,1.49,243,68.33,1.34,2
2021-01-21,IN-KOL-CTC,R6595,BUS,314,300,75.51,12.78,207696,212959,0.893,1930.4,128.08,1738.6,3033290,3.18,16,72.12,5.13,4
2022-07-24,IN-MUMBAI-BEST,R7168,BUS,258,240,82.77,13.32,133071,123200,1.04,5165.3,399.05,4917.6,2384578,2.11,114,79.9,4.28,5
2023-05-20,IN-KOL-CTC,R8070,BUS,188,171,91.15,6.01,47217,46268,0.892,3146.4,133.9,2891.5,1026171,3.99,30,94.05,1.44,4
2024-03-09,IN-HYD-TSRTC,R6723,METRO,302,283,72.09,16.28,368592,359241,0.747,5360.7,233.63,5107.4,4002530,2.56,108,72.08,2.98,15
2022-06-04,IN-MUMBAI-BEST,R9709,SUBURBAN_RAIL,369,348,70.51,13.26,424526,406427,0.822,3994.8,160.26,3425.2,7883861,2.12,135,100.0,1.41,8
2020-06-14,IN-DELHI-DMRC,R9776,BRT,323,312,81.65,11.07,175995,171447,0.992,4655.7,215.82,4011.9,1677780,1.75,239,77.99,1.33,6
2020-05-30,IN-CHN-MTC,R1361,BUS,24,17,81.35,13.92,16638,16429,0.686,352.3,15.67,307.1,308801,2.72,23,94.01,0.0,3
2021-12-11,IN-KOL-CTC,R1856,FERRY,311,290,85.97,14.77,21650,20624,0.714,6690.1,284.58,6562.2,380745,2.8,257,89.41,0.39,3
2020-09-11,IN-MUMBAI-MMRDA,R9871,FERRY,347,330,80.78,3.21,39285,39651,1.228,3860.2,191.94,3447.0,630861,3.42,143,73.62,1.83,2
2024-10-15,IN-CHN-MTC,R5362,SUBURBAN_RAIL,296,294,87.44,3.63,257565,262340,0.32,6003.4,393.85,5782.6,2456435,3.7,67,74.9,6.42,4
2023-01-02,IN-BLR-BMTC,R7691,TRAM,276,272,76.34,15.28,66525,66938,0.912,2654.4,151.92,2367.5,1482612,1.78,212,83.41,3.91,1
2026-01-04,IN-MUMBAI-MMRDA,R9674,SUBURBAN_RAIL,389,366,75.32,14.47,424260,410836,1.122,6287.1,321.09,6195.0,3628105,2.83,18,91.85,2.73,6
2023-01-01,IN-MUMBAI-MMRDA,R5213,TRAM,111,108,85.58,13.85,35760,35603,1.445,1749.9,92.57,1725.4,605637,5.3,109,90.8,7.8,1
2021-10-27,IN-MUMBAI-BEST,R9372,BUS,353,353,67.31,14.4,239391,222097,0.653,5122.0,310.02,4899.9,2945600,2.95,193,84.35,2.25,9
2023-12-27,IN-MUMBAI-BEST,R6045,TRAM,362,347,87.36,15.68,111690,112000,0.73,3267.3,131.05,3027.0,1744669,3.55,215,80.28,2.12,4
2021-04-13,IN-AHM-AMTS,R8555,BRT,211,197,86.18,16.88,61831,57996,1.225,4839.1,232.09,4490.6,717955,1.66,217,61.52,1.66,4
2024-12-13,IN-MUMBAI-BEST,R2241,BRT,374,368,87.57,12.96,190084,180104,1.249,1856.8,112.01,1745.8,3295710,1.81,192,77.44,1.12,6
2020-01-09,IN-DELHI-DMRC,R4384,METRO,11,0,79.41,13.68,11972,11820,1.544,0.0,0.0,0.0,243244,5.62,12,79.87,4.62,1
2021-07-08,IN-AHM-AMTS,R9415,FERRY,330,328,75.97,6.31,63516,64794,0.111,7032.6,468.12,6853.2,876211,2.2,84,81.3,1.98,3
2021-08-20,IN-KOL-CTC,R3834,BUS,253,240,78.82,16.69,70865,65282,0.719,3205.8,178.53,3109.1,1191902,2.94,199,69.85,2.97,4
2022-08-26,IN-CHN-MTC,R1855,BUS,346,325,73.4,3.6,247720,237060,0.549,3231.1,176.04,2901.9,5534505,1.79,137,62.01,2.94,5
2019-07-26,IN-AHM-AMTS,R9681,TRAM,339,336,79.75,2.26,228929,221068,1.137,5023.9,275.11,4797.2,4262797,3.1,166,73.01,3.5,6
2020-06-02,IN-MUMBAI-BEST,R1947,FERRY,297,291,87.12,3.66,26624,24675,1.009,5086.9,220.95,4525.3,521636,0.99,95,75.44,1.05,2
2023-03-13,IN-HYD-TSRTC,R1220,BUS,408,386,67.49,17.71,273442,266586,0.929,6799.0,336.68,6354.7,3068966,0.0,168,67.37,2.29,6
2023-12-18,IN-CHN-MTC,R0748,SUBURBAN_RAIL,247,236,76.13,2.0,118473,115505,1.362,5772.1,223.01,5443.2,1067237,2.67,176,82.46,2.87,4
2019-02-14,IN-AHM-AMTS,R7919,SUBURBAN_RAIL,217,195,83.76,8.41,33165,33447,0.802,1028.1,51.82,979.8,404445,2.4,64,73.75,1.53,2
2021-10-27,IN-MUMBAI-BEST,R6916,FERRY,377,354,89.94,9.5,32979,30872,1.468,5971.5,267.17,5297.2,779940,3.23,138,74.76,7.44,1
2025-03-08,IN-DELHI-DTC,R4969,TRAM,185,172,77.21,5.29,64814,61588,0.673,1844.2,132.32,1720.5,1160625,5.44,251,90.14,3.19,5
2020-08-22,IN-MUMBAI-BEST,R7778,SUBURBAN_RAIL,333,314,76.44,8.15,308648,302049,1.142,5315.1,221.73,4863.2,6701416,3.25,257,82.11,3.11,7
2023-04-17,IN-CHN-MTC,R3473,TRAM,246,231,70.18,4.15,50456,50840,0.787,5896.5,336.14,5016.1,1145507,2.42,242,65.62,5.44,3
