edu_res_reference_year,edu_res_country_iso2,edu_res_region_nuts_code,edu_res_school_level_code,edu_res_student_teacher_ratio,edu_res_teacher_salary_index,edu_res_school_infrastructure_index,edu_res_devices_per_100_students,edu_res_high_speed_internet_school_pct,edu_res_digital_learning_platform_usage_pct,edu_res_special_needs_support_staff_per_1k,edu_res_meals_programme_coverage_pct,edu_res_language_support_programmes_count,edu_res_dropout_prevention_programmes_count,edu_res_safety_incidents_count,edu_res_budget_per_student_eur,edu_res_r_and_r_rf_education_investment_eur,edu_res_data_source,edu_res_methodology_version,edu_res_data_extract_date
2014,DE,MT518,PRIMARY,14.44,117.53,97.69,48.59,63.2,66.2,13.89,28.73,47,125,529,6773.69,52625280.66,EURYDICE_EXPORT,RES_V2,2024-10-16
2015,LV,BE53,MIXED,10.73,81.59,76.36,63.53,51.42,59.77,18.17,18.21,94,36,917,2389.28,153902985.85,NATIONAL_EDU_MINISTRY,RES_V1,2025-05-25
2016,PL,LT2,UPPER_SECONDARY,19.77,89.55,77.65,111.97,47.42,51.79,13.27,27.52,179,105,585,10276.47,397962910.73,SCHOOL_CENSUS,RES_V3,2024-12-22
2017,ES,DE2,LOWER_SECONDARY,10.47,99.02,117.79,42.67,51.5,20.29,5.37,81.78,350,245,478,3421.13,273379559.74,RRF_MONITORING,RES_V2,2024-03-23
2018,HR,MT5,PRIMARY,15.83,116.36,125.55,127.31,85.72,10.43,4.73,52.96,287,122,522,8397.13,401098487.85,EURYDICE_EXPORT,RES_V1,2025-11-14
2019,FI,SK55,MIXED,11.29,83.62,90.88,50.94,56.5,51.75,5.68,39.7,367,296,841,14204.95,39617968.29,NATIONAL_EDU_MINISTRY,RES_V3,2024-09-11
2020,IE,EE517,UPPER_SECONDARY,9.88,96.88,121.82,176.02,38.59,24.4,1.29,37.39,182,42,801,7396.28,341610810.26,SCHOOL_CENSUS,RES_V2,2025-06-13
2021,MT,FR6,LOWER_SECONDARY,16.01,88.28,75.86,104.81,99.56,39.73,8.63,25.97,307,24,582,12669.12,1014143284.19,RRF_MONITORING,RES_V1,2025-06-12
2022,SK,GR65,PRIMARY,21.66,84.41,82.18,87.07,68.2,73.45,9.89,76.45,121,11,272,9018.0,1510826285.85,EURYDICE_EXPORT,RES_V3,2026-02-01
2023,BE,BE303,MIXED,20.11,112.87,122.13,96.94,61.31,67.17,19.31,54.65,269,154,882,3008.53,542922021.51,NATIONAL_EDU_MINISTRY,RES_V2,2025-02-14
2024,DK,LU59,UPPER_SECONDARY,14.42,110.13,127.7,63.53,79.71,11.81,4.7,51.88,221,17,996,3077.84,1354950077.85,SCHOOL_CENSUS,RES_V1,2025-07-01
2025,GR,CZ962,LOWER_SECONDARY,19.39,86.33,94.26,63.1,100.0,34.81,14.3,43.15,123,147,517,3608.7,1408756631.57,RRF_MONITORING,RES_V3,2025-05-30
2006,LT,FR444,PRIMARY,18.73,90.33,78.02,55.03,81.67,55.94,12.77,37.46,73,201,45,9286.5,94094687.02,EURYDICE_EXPORT,RES_V2,2025-10-23
2007,PT,SI39,MIXED,9.27,81.59,92.61,80.76,32.49,45.33,8.15,64.21,26,2,748,9209.08,218584702.53,NATIONAL_EDU_MINISTRY,RES_V1,2026-02-19
2008,SE,LT123,UPPER_SECONDARY,9.58,107.1,108.46,35.41,31.05,36.41,16.09,49.15,161,151,678,13868.92,190091130.76,SCHOOL_CENSUS,RES_V3,2025-10-26
2009,CY,MT676,LOWER_SECONDARY,20.63,122.41,92.0,66.25,72.74,44.67,13.21,83.26,117,110,243,7746.8,383612051.98,RRF_MONITORING,RES_V2,2025-06-12
2010,FR,CZ91,PRIMARY,13.8,125.04,96.4,38.87,48.67,44.14,15.69,61.76,109,157,436,4776.9,272458900.77,EURYDICE_EXPORT,RES_V1,2025-02-04
2011,IT,IE647,MIXED,14.51,90.57,92.7,63.77,56.02,46.31,15.4,85.11,174,81,396,14211.87,196818240.75,NATIONAL_EDU_MINISTRY,RES_V3,2025-09-11
2012,NL,FR74,UPPER_SECONDARY,17.75,109.49,112.79,55.5,63.91,53.93,1.09,37.05,189,62,377,14451.34,193669829.89,SCHOOL_CENSUS,RES_V2,2025-05-05
2013,SI,SI21,LOWER_SECONDARY,14.27,102.89,72.24,105.41,65.24,50.7,9.11,60.28,57,160,408,3307.06,145906795.82,RRF_MONITORING,RES_V1,2025-01-26
2014,BG,SE65,PRIMARY,18.96,85.57,113.37,62.2,43.21,36.73,9.51,42.17,189,30,29,5570.58,325364497.62,EURYDICE_EXPORT,RES_V3,2025-03-11
2015,EE,LU993,MIXED,16.71,110.62,117.09,117.2,45.55,14.59,18.23,25.7,168,271,500,12524.26,795140.79,NATIONAL_EDU_MINISTRY,RES_V2,2025-10-15
2016,HU,PL945,UPPER_SECONDARY,15.94,119.6,128.88,91.78,60.05,15.46,1.59,29.72,13,253,407,10717.28,195834156.97,SCHOOL_CENSUS,RES_V1,2025-01-16
2017,LU,BE15,LOWER_SECONDARY,13.62,127.49,93.75,83.64,36.4,44.4,10.52,83.1,143,198,126,4871.39,285082934.17,RRF_MONITORING,RES_V3,2025-06-07
2018,RO,SE88,PRIMARY,12.78,119.44,97.92,117.05,100.0,64.84,4.22,16.25,57,52,234,14173.08,200217354.91,EURYDICE_EXPORT,RES_V2,2025-01-06
2019,AT,HU934,MIXED,13.88,126.57,84.64,78.67,76.74,83.71,10.12,51.26,205,94,3,12312.95,100676011.61,NATIONAL_EDU_MINISTRY,RES_V1,2024-10-16
2020,CZ,LU89,UPPER_SECONDARY,14.92,124.16,74.6,52.03,81.14,48.33,5.32,54.03,108,142,892,12625.56,107617664.19,SCHOOL_CENSUS,RES_V3,2024-10-16
2021,DE,DK82,LOWER_SECONDARY,8.61,102.21,88.15,97.2,100.0,82.5,15.12,25.95,127,295,155,5556.73,1905069628.98,RRF_MONITORING,RES_V2,2025-07-02
2022,LV,IE59,PRIMARY,17.07,119.57,103.08,51.14,51.93,61.25,15.07,38.84,310,9,535,5553.38,2114490101.28,EURYDICE_EXPORT,RES_V1,2025-11-15
2023,PL,SI15,MIXED,15.43,114.76,95.25,94.46,56.6,31.51,9.26,34.66,18,115,607,16999.6,1085283990.11,NATIONAL_EDU_MINISTRY,RES_V3,2024-06-16
2024,ES,RO4,UPPER_SECONDARY,13.4,101.27,91.97,134.24,86.58,24.75,7.26,86.19,107,29,485,5108.1,1497702905.02,SCHOOL_CENSUS,RES_V2,2025-06-21
2025,HR,PL71,LOWER_SECONDARY,17.53,87.53,123.35,72.6,87.25,58.67,11.28,54.89,91,174,139,11287.65,1305003945.74,RRF_MONITORING,RES_V1,2025-04-16
2006,FI,EE75,PRIMARY,19.19,125.61,75.01,40.69,82.98,30.94,17.38,45.89,53,95,620,3478.44,380581591.53,EURYDICE_EXPORT,RES_V3,2024-01-30
2007,IE,MT6,MIXED,12.68,93.74,72.57,80.93,64.32,30.32,9.4,53.26,226,72,360,7397.14,60553826.91,NATIONAL_EDU_MINISTRY,RES_V2,2026-01-11
2008,MT,RO526,UPPER_SECONDARY,17.97,116.48,113.88,40.83,83.12,19.33,14.72,53.59,173,108,947,9333.06,134296366.85,SCHOOL_CENSUS,RES_V1,2025-11-26
2009,SK,HR758,LOWER_SECONDARY,16.06,111.09,73.88,50.36,30.24,18.02,11.49,20.5,264,27,418,3146.52,258227650.24,RRF_MONITORING,RES_V3,2024-03-19
2010,BE,PT220,PRIMARY,15.76,102.43,67.54,50.04,71.88,83.19,6.46,66.84,114,69,305,9942.93,104528600.27,EURYDICE_EXPORT,RES_V2,2025-11-16
2011,DK,CZ90,MIXED,8.56,142.21,82.66,45.18,37.9,46.97,16.68,84.52,144,220,506,10241.95,320847822.48,NATIONAL_EDU_MINISTRY,RES_V1,2024-03-30
2012,GR,SK935,UPPER_SECONDARY,8.92,106.33,82.27,119.28,54.86,73.58,15.8,36.83,193,132,310,10972.14,163098541.91,SCHOOL_CENSUS,RES_V3,2025-06-28
2013,LT,EE30,LOWER_SECONDARY,9.36,112.84,71.3,110.3,50.44,67.7,4.51,40.0,88,118,587,14731.15,136469871.06,RRF_MONITORING,RES_V2,2024-04-03
2014,PT,FI436,PRIMARY,22.83,123.3,77.71,131.59,82.45,85.9,16.97,35.16,92,83,602,3625.75,166532008.77,EURYDICE_EXPORT,RES_V1,2024-04-20
2015,SE,SI278,MIXED,14.35,100.91,78.71,107.28,67.84,14.78,16.27,59.95,106,53,459,10185.51,266447190.76,NATIONAL_EDU_MINISTRY,RES_V3,2024-06-13
2016,CY,AT789,UPPER_SECONDARY,11.08,107.05,95.69,57.88,46.15,45.76,10.84,66.33,86,200,715,2898.49,172442025.51,SCHOOL_CENSUS,RES_V2,2024-02-02
2017,FR,LT34,LOWER_SECONDARY,15.38,109.12,91.02,122.7,68.08,63.33,12.0,47.58,219,193,60,3405.88,319340351.19,RRF_MONITORING,RES_V1,2024-10-11
2018,IT,AT21,PRIMARY,19.77,87.38,93.15,51.27,53.31,30.25,2.01,75.29,112,40,407,8838.44,359326085.81,EURYDICE_EXPORT,RES_V3,2024-01-26
2019,NL,PL921,MIXED,15.99,113.17,128.48,130.01,43.75,12.78,8.52,53.58,74,119,913,4481.51,147177297.95,NATIONAL_EDU_MINISTRY,RES_V2,2024-05-12
2020,SI,DE35,UPPER_SECONDARY,11.17,125.22,127.76,61.71,82.53,45.93,10.08,84.09,179,112,131,6111.71,211071937.06,SCHOOL_CENSUS,RES_V1,2024-01-21
2021,BG,FR423,LOWER_SECONDARY,14.5,91.66,88.24,118.3,80.03,100.0,11.43,81.07,27,18,458,6210.79,906096114.98,RRF_MONITORING,RES_V3,2024-06-28
2022,EE,PT417,PRIMARY,11.63,105.54,110.35,153.56,39.8,64.29,10.47,82.76,285,273,90,7293.76,959618285.39,EURYDICE_EXPORT,RES_V2,2025-09-26
2023,HU,AT15,MIXED,16.18,126.38,106.69,128.57,100.0,31.35,14.97,14.33,249,83,456,9794.67,1157541062.31,NATIONAL_EDU_MINISTRY,RES_V1,2024-04-04
2024,LU,LU236,UPPER_SECONDARY,14.36,134.01,93.29,53.95,56.66,72.79,13.33,63.26,175,50,286,12434.16,1643288923.35,SCHOOL_CENSUS,RES_V3,2025-04-16
2025,RO,PT661,LOWER_SECONDARY,20.4,90.88,76.79,76.45,67.58,42.25,12.95,48.35,269,267,76,3531.15,28454690.81,RRF_MONITORING,RES_V2,2024-08-01
2006,AT,DE892,PRIMARY,15.06,114.64,82.92,92.79,62.63,75.06,3.39,71.02,199,137,573,10784.7,49159680.39,EURYDICE_EXPORT,RES_V1,2025-10-21
2007,CZ,RO599,MIXED,19.08,121.51,117.09,116.32,46.12,44.41,7.16,62.12,224,192,296,6299.1,85387171.8,NATIONAL_EDU_MINISTRY,RES_V3,2025-11-11
2008,DE,LT320,UPPER_SECONDARY,11.19,108.01,96.47,41.07,39.87,44.96,7.99,62.47,157,72,719,2451.75,171228221.6,SCHOOL_CENSUS,RES_V2,2026-02-05
2009,LV,LV345,LOWER_SECONDARY,18.07,109.12,93.63,52.98,35.93,13.71,3.76,52.17,229,60,605,9666.97,405182161.17,RRF_MONITORING,RES_V1,2025-09-25
2010,PL,LV94,PRIMARY,17.31,116.92,67.91,57.02,44.63,21.02,7.18,73.0,196,28,306,12656.11,137271641.84,EURYDICE_EXPORT,RES_V3,2024-06-21
2011,ES,EE399,MIXED,13.95,117.66,117.86,21.36,37.6,26.01,12.2,22.74,215,107,280,4835.55,169873561.74,NATIONAL_EDU_MINISTRY,RES_V2,2024-02-07
2012,HR,MT353,UPPER_SECONDARY,11.05,113.39,91.01,46.11,49.23,47.55,3.0,17.58,57,199,777,7113.34,230255986.99,SCHOOL_CENSUS,RES_V1,2025-10-20
2013,FI,EE432,LOWER_SECONDARY,16.17,115.03,93.33,78.23,67.08,65.38,15.47,83.13,196,218,250,12454.48,1363327.58,RRF_MONITORING,RES_V3,2025-09-25
2014,IE,MT339,PRIMARY,14.35,124.0,118.44,43.48,67.74,46.93,14.84,46.34,92,104,242,17198.31,391078222.87,EURYDICE_EXPORT,RES_V2,2026-02-16
2015,MT,BE4,MIXED,10.05,121.31,84.36,123.77,58.89,53.45,17.98,15.75,28,159,684,8842.53,66289178.7,NATIONAL_EDU_MINISTRY,RES_V1,2024-06-14
2016,SK,GR54,UPPER_SECONDARY,15.51,122.09,83.02,111.97,74.16,41.08,1.35,45.79,328,29,407,6936.01,268730780.61,SCHOOL_CENSUS,RES_V3,2025-09-22
2017,BE,FR859,LOWER_SECONDARY,15.22,82.43,79.8,101.85,79.67,17.36,4.05,17.21,354,29,568,10206.2,192326462.56,RRF_MONITORING,RES_V2,2025-07-24
2018,DK,LU9,PRIMARY,21.46,144.78,81.39,50.58,67.18,83.85,3.38,53.02,151,290,181,2723.98,43030834.27,EURYDICE_EXPORT,RES_V1,2025-05-03
2019,GR,SI990,MIXED,17.44,94.33,87.62,83.05,42.63,43.87,13.67,37.13,164,163,228,3282.69,282254222.61,NATIONAL_EDU_MINISTRY,RES_V3,2024-12-22
2020,LT,NL21,UPPER_SECONDARY,18.18,94.57,78.12,113.7,98.11,67.53,4.75,40.96,136,233,893,9263.04,178047502.57,SCHOOL_CENSUS,RES_V2,2024-05-08
2021,PT,HU1,LOWER_SECONDARY,12.97,107.67,90.26,42.53,87.52,44.14,3.6,33.63,67,110,253,12530.59,795244591.95,RRF_MONITORING,RES_V1,2026-01-28
2022,SE,SK680,PRIMARY,16.36,116.82,119.05,154.29,70.39,67.71,4.13,78.81,257,296,676,9386.95,486614775.56,EURYDICE_EXPORT,RES_V3,2025-07-22
2023,CY,SK369,MIXED,13.8,112.7,127.79,148.35,100.0,66.3,18.04,47.2,93,254,508,11759.76,217654928.24,NATIONAL_EDU_MINISTRY,RES_V2,2024-08-02
2024,FR,IT20,UPPER_SECONDARY,10.43,115.42,125.52,172.92,60.91,36.28,2.95,59.48,65,19,198,8202.79,494404914.34,SCHOOL_CENSUS,RES_V1,2025-10-07
2025,IT,CZ7,LOWER_SECONDARY,12.94,126.65,123.47,92.67,52.69,50.74,15.62,89.03,14,288,134,4872.53,166335378.46,RRF_MONITORING,RES_V3,2025-08-13
2006,NL,SE539,PRIMARY,11.08,116.1,68.75,75.99,67.25,62.29,14.33,84.87,270,157,243,9099.65,59314047.61,EURYDICE_EXPORT,RES_V2,2025-02-27
2007,SI,EE1,MIXED,8.7,86.71,116.87,48.25,56.76,70.72,12.28,74.74,27,5,1053,15094.18,220978965.13,NATIONAL_EDU_MINISTRY,RES_V1,2025-02-16
2008,BG,NL9,UPPER_SECONDARY,15.52,110.67,84.54,124.96,43.97,16.95,7.76,19.4,125,107,540,12315.77,277266838.52,SCHOOL_CENSUS,RES_V3,2026-02-07
2009,EE,IT4,LOWER_SECONDARY,13.09,106.33,102.28,127.25,37.67,46.49,1.87,67.62,1,186,67,17476.11,324022161.01,RRF_MONITORING,RES_V2,2024-12-11
2010,HU,PT5,PRIMARY,17.09,127.75,96.01,30.11,74.37,22.1,14.12,46.03,96,201,285,10196.96,224249129.96,EURYDICE_EXPORT,RES_V1,2025-10-31
2011,LU,SK31,MIXED,13.51,120.81,76.3,62.08,50.27,56.67,2.17,21.99,212,148,99,12938.24,250558527.3,NATIONAL_EDU_MINISTRY,RES_V3,2026-01-26
2012,RO,PT948,UPPER_SECONDARY,10.52,85.83,100.54,131.01,73.74,83.06,7.41,49.47,114,0,699,14041.98,242241269.28,SCHOOL_CENSUS,RES_V2,2024-05-23
2013,AT,SK45,LOWER_SECONDARY,15.44,84.41,95.62,118.05,67.5,12.84,9.05,42.62,240,218,490,7074.18,111429173.26,RRF_MONITORING,RES_V1,2026-02-22
2014,CZ,EE3,PRIMARY,20.1,83.17,93.55,70.0,45.47,74.53,9.85,36.69,251,192,200,6100.59,382197435.12,EURYDICE_EXPORT,RES_V3,2025-03-27
2015,DE,HR21,MIXED,14.05,117.02,116.04,60.68,64.81,27.69,15.59,51.77,93,153,1006,3064.45,407402869.54,NATIONAL_EDU_MINISTRY,RES_V2,2025-12-12
2016,LV,LU691,UPPER_SECONDARY,15.49,115.33,89.17,130.14,81.92,42.32,11.81,49.78,84,225,574,3438.83,4346679.6,SCHOOL_CENSUS,RES_V1,2026-01-26
2017,PL,PL788,LOWER_SECONDARY,11.29,121.35,125.86,38.27,63.91,57.51,11.83,55.41,334,73,3,7004.85,397633233.48,RRF_MONITORING,RES_V3,2024-01-26
2018,ES,DK57,PRIMARY,16.09,86.51,120.65,76.03,100.0,39.87,19.78,18.32,137,231,298,13805.22,25948528.35,EURYDICE_EXPORT,RES_V2,2024-02-04
2019,HR,NL928,MIXED,14.33,115.34,121.18,135.75,86.04,38.58,18.82,80.69,217,256,767,17518.64,191305514.66,NATIONAL_EDU_MINISTRY,RES_V1,2024-05-30
2020,FI,CY79,UPPER_SECONDARY,10.43,90.17,93.73,129.57,47.57,32.9,7.78,44.99,312,42,477,12521.1,4613915.35,SCHOOL_CENSUS,RES_V3,2024-12-15
2021,IE,RO731,LOWER_SECONDARY,19.77,109.55,78.07,70.98,39.23,81.0,9.73,86.58,154,276,337,10275.62,341914413.53,RRF_MONITORING,RES_V2,2025-10-02
2022,MT,AT74,PRIMARY,22.37,108.85,106.9,163.24,86.1,68.82,2.57,57.6,88,34,321,3497.61,831997384.08,EURYDICE_EXPORT,RES_V1,2024-03-09
2023,SK,EE16,MIXED,15.06,87.85,92.69,136.69,81.04,77.69,7.34,64.26,122,293,718,5238.73,1977848107.77,NATIONAL_EDU_MINISTRY,RES_V3,2024-09-24
2024,BE,PL89,UPPER_SECONDARY,11.32,120.68,123.95,92.2,93.43,73.85,17.1,20.09,177,234,447,12501.04,1958788300.35,SCHOOL_CENSUS,RES_V2,2025-05-16
2025,DK,CZ12,LOWER_SECONDARY,12.37,120.54,109.99,129.78,99.84,65.25,9.38,63.18,197,76,608,4285.69,663252929.66,RRF_MONITORING,RES_V1,2025-03-16
2006,GR,BE5,PRIMARY,16.59,96.35,72.76,30.44,42.41,24.17,16.16,76.02,103,199,406,8903.83,123815440.91,EURYDICE_EXPORT,RES_V3,2025-03-05
2007,LT,IT994,MIXED,16.85,109.9,100.67,25.74,37.91,56.59,4.29,54.58,199,29,857,8931.24,43317768.72,NATIONAL_EDU_MINISTRY,RES_V2,2025-12-15
2008,PT,NL864,UPPER_SECONDARY,9.27,117.51,78.42,59.94,49.5,68.54,2.02,36.63,87,94,524,9292.89,239078710.69,SCHOOL_CENSUS,RES_V1,2024-10-02
2009,SE,RO495,LOWER_SECONDARY,11.52,126.29,98.44,73.02,65.23,59.39,13.67,58.55,82,54,161,13646.91,55663920.52,RRF_MONITORING,RES_V3,2024-01-14
2010,CY,SK5,PRIMARY,19.66,87.28,82.14,95.17,35.16,12.56,17.86,56.94,178,85,119,7134.38,257901345.51,EURYDICE_EXPORT,RES_V2,2024-06-01
2011,FR,LT118,MIXED,15.64,102.92,78.54,31.47,80.92,71.5,15.88,53.95,270,112,163,5332.53,230670609.23,NATIONAL_EDU_MINISTRY,RES_V1,2025-09-13
2012,IT,IT141,UPPER_SECONDARY,14.42,111.64,80.23,134.33,31.25,25.96,11.93,94.63,210,80,393,10728.45,20893946.39,SCHOOL_CENSUS,RES_V3,2025-12-23
2013,NL,RO134,LOWER_SECONDARY,18.54,141.61,114.59,115.39,37.74,61.89,3.38,60.04,102,32,593,4330.99,119141429.66,RRF_MONITORING,RES_V2,2025-10-23
2014,SI,HR657,PRIMARY,15.17,105.63,116.22,89.69,38.08,51.55,3.56,74.52,83,106,346,9567.82,16777643.01,EURYDICE_EXPORT,RES_V1,2025-06-16
2015,BG,AT49,MIXED,16.23,102.5,88.66,128.16,40.23,30.7,9.46,66.84,98,61,1059,14058.35,350525420.48,NATIONAL_EDU_MINISTRY,RES_V3,2024-02-05
2016,EE,HU85,UPPER_SECONDARY,11.15,86.28,80.53,62.01,46.84,32.88,6.83,58.3,287,20,927,5601.1,266919635.4,SCHOOL_CENSUS,RES_V2,2024-04-17
2017,HU,LT91,LOWER_SECONDARY,10.7,111.4,74.18,95.47,69.03,79.13,15.77,43.75,212,117,712,15350.71,133145914.68,RRF_MONITORING,RES_V1,2024-04-22
2018,LU,PL122,PRIMARY,21.1,143.59,100.06,107.31,70.23,18.89,5.08,49.22,242,183,525,16303.31,134032354.66,EURYDICE_EXPORT,RES_V3,2025-12-03
2019,RO,LT367,MIXED,19.74,117.53,111.2,54.79,68.33,76.79,11.33,49.9,163,119,827,8177.04,397877871.38,NATIONAL_EDU_MINISTRY,RES_V2,2026-02-16
2020,AT,HR4,UPPER_SECONDARY,15.57,121.73,108.82,182.17,41.23,27.73,6.55,78.71,356,191,127,10484.98,330161727.81,SCHOOL_CENSUS,RES_V1,2024-04-11
2021,CZ,LT70,LOWER_SECONDARY,12.08,89.87,113.72,134.82,71.17,100.0,17.09,14.67,14,14,196,14562.13,1380946862.5,RRF_MONITORING,RES_V3,2025-12-09
2022,DE,PL6,PRIMARY,16.71,90.78,90.47,135.32,59.53,54.91,2.34,34.15,363,26,61,8307.04,560687342.46,EURYDICE_EXPORT,RES_V2,2024-03-25
2023,LV,RO9,MIXED,10.94,116.43,123.86,151.86,78.04,48.19,12.09,30.83,154,34,149,7918.39,785955449.18,NATIONAL_EDU_MINISTRY,RES_V1,2025-03-03
2024,PL,IT803,UPPER_SECONDARY,11.45,114.83,93.67,171.26,89.2,23.39,16.83,66.75,104,220,303,5454.55,1400401824.84,SCHOOL_CENSUS,RES_V3,2025-05-10
2025,ES,BE590,LOWER_SECONDARY,16.48,97.47,112.13,139.0,55.4,16.51,8.94,71.14,4,78,567,16657.48,86649895.95,RRF_MONITORING,RES_V2,2026-01-25
2006,HR,RO98,PRIMARY,17.77,112.48,95.38,52.56,64.49,69.53,4.83,49.94,1,33,166,4534.71,224187371.6,EURYDICE_EXPORT,RES_V1,2024-04-26
2007,FI,LT7,MIXED,19.33,121.53,89.38,22.47,79.31,60.09,7.8,90.95,31,191,536,4951.89,363797903.07,NATIONAL_EDU_MINISTRY,RES_V3,2024-11-27
2008,IE,IT857,UPPER_SECONDARY,12.05,119.87,86.85,52.16,73.67,78.57,2.81,39.48,131,136,882,12227.0,306352258.31,SCHOOL_CENSUS,RES_V2,2024-09-19
2009,MT,SI373,LOWER_SECONDARY,9.12,97.62,70.56,133.37,37.07,36.68,5.49,38.97,36,129,342,11594.43,275093972.46,RRF_MONITORING,RES_V1,2024-08-04
2010,SK,FI6,PRIMARY,23.1,125.75,108.68,88.53,35.65,22.24,7.68,23.52,164,35,547,9392.28,66221876.05,EURYDICE_EXPORT,RES_V3,2025-09-11
2011,BE,GR49,MIXED,17.44,122.71,113.72,50.71,58.66,38.39,11.61,22.8,26,70,575,13631.6,289278186.91,NATIONAL_EDU_MINISTRY,RES_V2,2024-01-18
2012,DK,DE87,UPPER_SECONDARY,11.54,102.88,90.83,125.55,67.14,78.08,1.15,24.39,48,220,46,10681.48,132177168.13,SCHOOL_CENSUS,RES_V1,2024-06-03
2013,GR,DK28,LOWER_SECONDARY,10.69,117.98,102.51,22.61,49.94,25.63,7.18,68.35,176,211,527,9685.31,85002524.14,RRF_MONITORING,RES_V3,2026-01-18
2014,LT,DK19,PRIMARY,19.76,102.42,86.5,74.18,39.42,75.55,17.52,38.73,76,204,490,6415.69,269433149.05,EURYDICE_EXPORT,RES_V2,2024-08-08
2015,PT,ES584,MIXED,17.55,101.24,90.25,132.77,39.31,66.18,9.4,24.7,96,220,494,14514.37,330614648.58,NATIONAL_EDU_MINISTRY,RES_V1,2025-07-09
2016,SE,HU2,UPPER_SECONDARY,13.76,128.14,97.11,116.22,30.77,69.01,7.59,72.96,299,244,1036,11810.73,406798834.01,SCHOOL_CENSUS,RES_V3,2025-12-25
2017,CY,SE398,LOWER_SECONDARY,17.61,109.13,106.6,120.53,74.94,83.71,9.33,66.07,119,99,477,17220.72,36746202.29,RRF_MONITORING,RES_V2,2024-04-25
2018,FR,PT753,PRIMARY,17.11,107.76,82.61,117.93,82.31,70.54,3.34,85.39,257,162,662,6772.47,257153223.96,EURYDICE_EXPORT,RES_V1,2026-02-07
2019,IT,IT6,MIXED,20.19,103.11,93.73,21.38,91.16,62.0,13.21,32.93,328,79,418,11871.24,364504708.01,NATIONAL_EDU_MINISTRY,RES_V3,2025-11-19
2020,NL,EE484,UPPER_SECONDARY,17.3,134.76,120.56,148.65,66.51,45.43,11.72,64.14,67,80,923,9870.66,254227895.54,SCHOOL_CENSUS,RES_V2,2025-06-23
2021,SI,SI53,LOWER_SECONDARY,13.47,83.05,85.87,128.43,100.0,65.99,13.51,85.07,95,241,700,4050.56,2107913262.7,RRF_MONITORING,RES_V1,2025-02-24
2022,BG,EE6,PRIMARY,9.57,86.45,126.75,155.94,43.51,76.02,5.75,32.94,159,234,596,16736.37,264884232.28,EURYDICE_EXPORT,RES_V3,2024-05-27
2023,EE,HR231,MIXED,18.62,120.44,86.27,182.8,69.16,23.27,3.78,58.11,134,259,360,15124.53,852380049.42,NATIONAL_EDU_MINISTRY,RES_V2,2025-11-07
2024,HU,GR349,UPPER_SECONDARY,19.3,124.46,123.65,173.54,100.0,17.69,6.39,21.83,113,119,233,11392.63,80706103.45,SCHOOL_CENSUS,RES_V1,2024-10-10
2025,LU,HU627,LOWER_SECONDARY,17.47,104.62,119.9,85.71,49.02,63.82,8.27,23.62,275,24,306,11446.81,1550555274.15,RRF_MONITORING,RES_V3,2024-02-10
2006,RO,SI8,PRIMARY,14.98,123.19,79.69,88.96,58.54,58.62,13.47,18.09,252,142,618,6236.97,412196179.76,EURYDICE_EXPORT,RES_V2,2024-12-13
2007,AT,AT622,MIXED,14.0,92.11,108.26,50.5,69.76,71.13,2.35,42.24,37,57,370,9037.73,404497287.62,NATIONAL_EDU_MINISTRY,RES_V1,2025-02-23
2008,CZ,HU247,UPPER_SECONDARY,8.7,102.3,105.55,56.82,79.91,41.28,15.31,41.89,170,27,576,11719.33,256366505.97,SCHOOL_CENSUS,RES_V3,2024-11-24
2009,DE,EE702,LOWER_SECONDARY,10.32,124.36,91.96,30.8,79.49,37.04,10.55,70.02,135,95,580,6123.29,388601420.04,RRF_MONITORING,RES_V2,2025-12-26
2010,LV,EE9,PRIMARY,19.91,117.32,69.23,95.52,38.36,58.79,11.19,31.43,189,30,392,4769.17,245824642.72,EURYDICE_EXPORT,RES_V1,2025-03-09
2011,PL,MT725,MIXED,13.69,92.94,114.91,32.16,49.95,53.98,16.54,61.33,111,206,911,12827.56,353901848.58,NATIONAL_EDU_MINISTRY,RES_V3,2024-11-17
2012,ES,ES97,UPPER_SECONDARY,10.58,89.06,85.38,78.69,52.26,27.25,13.32,19.64,33,211,413,9029.37,248314336.69,SCHOOL_CENSUS,RES_V2,2024-10-20
2013,HR,SE62,LOWER_SECONDARY,14.7,97.3,108.34,127.57,52.65,34.07,13.76,39.53,83,105,22,4015.78,286301985.22,RRF_MONITORING,RES_V1,2026-01-03
2014,FI,LV82,PRIMARY,15.41,90.61,104.58,57.95,79.53,14.6,6.39,17.56,31,121,83,11852.59,136711096.98,EURYDICE_EXPORT,RES_V3,2025-08-15
2015,IE,CZ37,MIXED,11.66,124.82,89.86,106.04,78.72,23.99,18.14,82.26,248,182,976,4738.38,365653441.22,NATIONAL_EDU_MINISTRY,RES_V2,2026-02-16
2016,MT,NL54,UPPER_SECONDARY,16.52,95.47,104.96,128.09,33.59,24.48,15.96,67.2,258,244,678,3292.2,382071433.0,SCHOOL_CENSUS,RES_V1,2024-05-09
2017,SK,CZ398,LOWER_SECONDARY,20.84,112.58,121.76,113.55,50.48,11.26,3.53,18.32,141,282,633,14243.07,397902600.62,RRF_MONITORING,RES_V3,2025-10-05
