house_change_analysis_period_start,house_change_analysis_period_end,house_change_tract_geoid,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2096-11-01,2097-09-30,06020001019,11.17,34.9,1.74,-6.06,0.2104,27.48,33.81,17.81,12.28,8.96,3.166,1.639,-4.37,101,1,0.87,EARLY
2096-12-01,2097-10-31,06021001020,-20.33,2.26,-7.27,22.26,0.3389,11.86,3.02,1.22,28.88,12.22,4.432,-0.245,-6.36,5,0,0.8004,EARLY
2097-01-01,2097-11-30,06022001021,-8.07,30.38,4.15,24.23,0.2357,20.34,13.63,13.83,37.51,13.31,1.36,2.875,-11.96,57,1,0.9284,UNCERTAIN
2097-02-01,2097-12-31,06023001022,22.15,37.82,29.69,2.5,0.0993,39.32,23.01,6.71,-4.71,13.81,2.078,-0.066,10.56,105,1,0.7883,STABLE
2097-03-01,2098-01-31,06024001023,-21.72,39.34,29.3,6.55,0.9348,19.64,26.13,4.46,37.07,-0.2,-4.227,0.454,2.65,16,0,0.8444,EARLY
2097-04-01,2098-02-28,06025001024,45.01,61.74,13.39,20.15,0.6578,4.22,29.97,10.6,24.23,7.17,-1.447,4.594,4.3,26,0,0.5171,STABLE
2097-05-01,2098-03-31,06026001025,28.17,71.38,35.74,13.79,0.9941,35.54,2.52,16.35,25.21,10.82,0.338,-0.805,8.06,47,0,0.6312,LATE
2097-06-01,2098-04-30,06027001026,37.49,38.46,3.16,5.36,0.1188,22.24,34.43,5.41,5.41,12.57,-0.136,2.153,8.14,14,1,0.945,UNCERTAIN
2097-07-01,2098-05-31,06028001027,9.44,33.01,3.03,8.18,0.7524,5.36,8.53,5.76,32.77,3.5,-5.679,4.428,1.8,24,0,0.1484,UNCERTAIN
2097-08-01,2098-06-30,06029001028,-9.48,7.7,25.27,5.45,0.8308,25.77,4.88,3.93,35.02,-3.57,2.132,-3.129,2.51,78,1,0.6255,MID
2097-09-01,2098-07-31,06030001029,16.73,63.09,2.44,-8.37,0.6367,24.4,20.88,7.7,39.52,7.52,-4.211,-1.919,-3.8,114,1,0.0735,LATE
2097-10-01,2098-08-31,06031001030,37.59,15.5,35.04,16.67,0.9744,8.51,15.79,5.48,18.23,12.7,-4.185,0.972,8.2,33,0,0.6832,UNCERTAIN
2097-11-01,2098-09-30,06032001031,41.44,18.24,27.34,16.04,0.3758,23.09,21.16,0.81,11.45,13.64,4.915,-2.844,-1.95,89,1,0.726,MID
2097-12-01,2098-10-31,06033001032,2.56,48.68,12.34,3.91,0.3552,23.14,0.85,15.77,-1.94,16.3,-1.092,-2.21,-2.64,38,1,0.4096,MID
2098-01-01,2098-11-30,06034001033,52.63,78.94,15.65,14.69,0.783,33.55,25.22,9.87,40.59,-0.13,-1.596,2.382,7.19,119,1,0.409,MID
2098-02-01,2098-12-31,06035001034,36.47,4.8,33.84,17.07,0.3768,0.53,25.61,8.08,29.67,5.17,5.866,1.294,14.43,17,1,0.39,DECLINING
2098-03-01,2099-01-31,06036001035,3.55,20.54,-10.56,-5.87,0.6585,37.67,34.14,5.36,-3.02,-4.94,-4.333,4.344,13.84,117,0,0.8285,UNCERTAIN
2098-04-01,2099-02-28,06037001036,-14.77,48.07,11.67,17.91,0.2548,22.8,31.37,12.92,28.94,-7.26,-0.259,0.362,4.01,84,1,0.1575,MID
2098-05-01,2099-03-31,06038001037,54.08,52.72,31.26,13.29,0.7441,28.51,2.29,1.69,42.94,-0.22,-2.61,3.342,-10.75,96,0,0.3476,STABLE
2098-06-01,2099-04-30,06039001038,8.66,-7.51,9.5,16.87,0.3354,6.11,2.99,15.84,8.85,3.38,0.712,-3.13,-6.95,19,0,0.5908,LATE
2098-07-01,2099-05-31,06040001039,29.9,11.29,36.53,-2.93,0.6491,34.9,18.76,0.74,4.42,12.3,-0.747,-1.505,-2.78,72,1,0.0962,MID
2098-08-01,2099-06-30,06041001040,47.62,29.83,16.71,21.53,0.5272,13.84,6.64,0.46,40.7,12.13,-1.85,-3.731,-3.29,60,1,0.7086,MID
2098-09-01,2099-07-31,06042001041,9.78,-18.69,30.55,-10.83,0.4985,3.12,13.69,4.15,25.62,12.37,3.208,-3.921,4.95,75,1,0.6458,UNCERTAIN
2098-10-01,2099-08-31,06043001042,28.17,56.65,20.69,10.69,0.9153,13.6,10.07,4.7,19.9,13.64,-3.207,1.527,4.46,27,0,0.1942,LATE
2098-11-01,2099-09-30,06044001043,-2.71,29.0,21.19,12.94,0.1354,7.9,0.82,0.79,-3.29,15.39,3.685,3.601,-5.95,24,0,0.9324,EARLY
2098-12-01,2099-10-31,06045001044,34.22,62.76,42.98,23.5,0.5003,37.18,4.64,9.78,44.86,15.34,-4.644,-2.514,8.76,99,0,0.5792,LATE
2099-01-01,2099-11-30,06046001045,32.18,73.61,26.36,18.15,0.7245,18.87,15.09,15.67,23.08,-1.67,1.266,-1.69,-2.97,111,0,0.5418,MID
2099-02-01,2099-12-31,06047001046,9.05,40.29,20.96,6.08,0.8181,2.5,20.84,12.34,31.39,16.89,1.33,-3.166,0.44,68,1,0.961,EARLY
2099-03-01,2100-01-31,06048001047,-17.25,24.7,22.0,1.2,0.2506,44.35,0.89,11.75,9.88,-5.74,-0.968,-2.416,-11.83,100,1,0.9654,EARLY
2099-04-01,2100-02-28,06049001048,15.49,19.27,1.88,11.08,0.0235,22.26,12.18,16.86,11.75,11.04,-5.66,3.996,-7.87,30,1,0.0754,MID
2099-05-01,2100-03-31,06050001049,-21.87,73.37,13.2,0.22,0.3328,21.27,2.0,3.33,29.85,13.06,3.027,2.467,0.82,9,1,0.2448,LATE
2099-06-01,2100-04-30,06051001050,-0.82,52.7,-11.3,-3.41,0.1517,0.76,12.07,4.12,3.27,-0.25,2.737,2.844,13.0,1,1,0.8877,STABLE
2099-07-01,2100-05-31,06052001051,-14.94,-1.77,0.39,14.49,0.3689,21.88,12.49,10.96,39.15,10.17,3.854,-2.264,-6.89,105,0,0.4342,MID
2099-08-01,2100-06-30,06053001052,8.51,63.23,-9.32,-3.89,0.7426,17.34,10.82,0.3,11.17,4.62,2.362,4.768,11.14,72,0,0.8824,LATE
2099-09-01,2100-07-31,06054001053,53.5,58.28,44.48,8.86,0.6745,41.14,14.27,16.61,23.57,3.82,4.577,4.414,12.57,106,0,0.0053,EARLY
2099-10-01,2100-08-31,06055001054,16.6,30.51,-16.14,-11.68,0.5206,27.59,15.83,17.23,22.51,7.72,4.743,-3.695,-6.52,78,0,0.5557,EARLY
2099-11-01,2100-09-30,06056001055,-19.32,50.92,-17.29,13.68,0.3683,41.35,17.8,7.89,5.68,5.18,-4.839,2.777,12.68,76,1,0.0626,EARLY
2099-12-01,2100-10-31,06057001056,9.48,62.47,27.57,24.0,0.9072,18.8,9.52,17.17,7.08,7.86,3.831,1.87,11.73,25,0,0.8278,DECLINING
2100-01-01,2100-11-30,06058001057,51.31,18.57,-4.05,-11.15,0.4703,9.13,1.42,7.76,40.38,5.19,-0.535,0.974,-3.78,75,0,0.8348,MID
2100-02-01,2100-12-31,06059001058,34.35,7.95,15.38,14.5,0.0158,11.84,30.65,13.38,43.39,-2.88,-0.29,1.882,-1.43,94,1,0.198,MID
2100-03-01,2101-01-31,06060001059,33.12,52.62,43.26,-5.73,0.3993,42.77,3.81,3.92,39.23,7.64,2.507,-2.036,-6.53,111,0,0.1352,LATE
2100-04-01,2101-02-28,06061001060,11.3,58.23,31.48,10.85,0.9482,5.92,6.14,16.44,15.8,7.95,5.561,-2.646,7.25,109,1,0.7129,EARLY
2100-05-01,2101-03-31,06062001061,14.52,46.55,20.64,-3.73,0.2029,3.34,23.47,0.17,1.1,2.83,-1.269,-0.973,4.37,44,0,0.3734,EARLY
2100-06-01,2101-04-30,06063001062,-17.12,63.29,-3.85,23.18,0.5028,26.32,9.65,17.59,31.11,7.24,1.865,1.521,-6.58,56,0,0.1772,MID
2100-07-01,2101-05-31,06064001063,-12.22,44.92,-17.35,-5.61,0.2328,41.02,4.7,12.96,7.66,14.68,3.809,-0.01,-14.65,77,1,0.6283,STABLE
2100-08-01,2101-06-30,06065001064,17.79,-1.44,32.24,2.24,0.126,14.15,7.76,11.77,37.19,-2.56,-5.34,0.645,0.16,80,0,0.9273,STABLE
2100-09-01,2101-07-31,06066001065,-16.51,21.46,28.89,-8.19,0.9102,3.38,23.94,5.65,30.84,-3.12,-2.446,0.338,-3.13,40,0,0.9759,DECLINING
2100-10-01,2101-08-31,06067001066,-1.49,44.09,-0.22,23.83,0.7012,4.36,18.3,12.04,4.12,10.52,0.018,-0.188,-7.48,38,0,0.1409,EARLY
2100-11-01,2101-09-30,06068001067,33.33,61.85,28.54,-5.23,0.8605,2.37,30.76,1.17,5.14,-7.95,-4.828,-3.69,3.96,40,1,0.9332,EARLY
2100-12-01,2101-10-31,06069001068,19.54,-10.06,-13.76,19.1,0.2739,21.98,14.2,9.36,14.36,-2.22,-4.578,-3.819,8.8,2,1,0.9083,LATE
2101-01-01,2101-11-30,06070001069,-7.3,10.56,14.48,-1.41,0.8349,43.29,5.57,14.5,19.05,0.47,-3.894,0.889,-0.35,11,0,0.9216,STABLE
2101-02-01,2101-12-31,06071001070,-13.02,-13.76,3.5,-0.57,0.6403,42.39,26.72,11.23,18.84,16.87,4.167,-2.041,-7.21,9,1,0.2522,LATE
2101-03-01,2102-01-31,06072001071,30.67,77.4,30.18,7.67,0.0464,3.35,25.82,13.17,5.14,8.34,-3.433,-3.692,-12.56,63,0,0.7038,MID
2101-04-01,2102-02-28,06073001072,8.52,24.4,-0.86,-10.45,0.9895,16.05,30.17,15.07,28.81,-8.77,2.02,2.905,2.78,1,0,0.0199,LATE
2101-05-01,2102-03-31,06074001073,10.44,23.03,23.31,-9.66,0.5853,21.75,7.54,8.12,38.76,-1.83,2.04,-2.354,-3.46,105,1,0.4952,DECLINING
2101-06-01,2102-04-30,06075001074,-23.15,71.01,32.42,5.8,0.6603,23.91,9.62,8.33,26.28,-5.67,4.743,1.638,5.61,37,0,0.5625,EARLY
2101-07-01,2102-05-31,06076001075,22.19,-1.56,29.17,9.88,0.4504,0.95,9.18,11.34,4.36,12.01,-1.469,-0.378,4.81,70,0,0.4882,EARLY
2101-08-01,2102-06-30,06077001076,-2.0,75.01,7.6,4.06,0.1935,11.34,30.13,10.52,18.35,-3.36,4.609,-1.309,-2.9,88,0,0.6601,DECLINING
2101-09-01,2102-07-31,06078001077,-8.47,-3.78,39.26,15.04,0.7077,5.94,9.17,8.9,18.09,-1.27,-3.041,-3.266,-8.42,55,0,0.1679,LATE
2101-10-01,2102-08-31,06079001078,36.96,40.5,-9.93,10.8,0.6073,40.07,18.25,0.91,42.14,-0.28,-4.899,-2.589,-4.26,116,0,0.2115,STABLE
2101-11-01,2102-09-30,06080001079,43.09,-17.36,-10.62,-4.3,0.0124,19.23,12.94,10.53,21.07,17.29,-5.03,1.447,-5.1,116,0,0.9901,MID
2101-12-01,2102-10-31,06081001080,-8.24,7.94,35.14,-1.79,0.5505,17.87,16.22,16.01,36.17,5.77,-3.18,-2.584,9.56,16,0,0.9333,STABLE
2102-01-01,2102-11-30,06082001081,43.43,59.99,-10.62,6.41,0.3626,3.16,31.36,6.26,43.05,-3.71,0.177,0.848,-4.38,114,0,0.4923,MID
2102-02-01,2102-12-31,06083001082,0.21,-6.0,10.91,12.51,0.7264,39.04,5.38,9.35,34.25,-0.61,-0.877,0.164,4.4,49,0,0.0836,STABLE
2102-03-01,2103-01-31,06084001083,30.03,43.16,21.76,17.9,0.4889,42.94,12.1,0.36,42.92,-5.38,-4.671,-2.163,5.14,29,0,0.8207,STABLE
2102-04-01,2103-02-28,06085001084,7.96,-1.41,-8.7,4.06,0.4183,41.98,3.25,10.81,34.83,-4.03,-4.496,-1.225,14.25,77,1,0.8006,STABLE
2102-05-01,2103-03-31,06086001085,-5.83,75.59,-8.09,15.16,0.9669,31.38,15.0,14.7,16.15,14.45,-0.228,0.611,-7.5,101,0,0.7727,MID
2102-06-01,2103-04-30,06087001086,23.45,36.29,-17.14,0.47,0.35,44.04,14.53,13.25,35.77,6.01,-1.874,3.142,-1.78,42,1,0.8734,EARLY
2102-07-01,2103-05-31,06088001087,-21.91,-10.94,13.13,23.48,0.6264,13.99,15.8,6.29,24.96,8.36,-0.97,-1.168,-8.51,74,0,0.2751,EARLY
2102-08-01,2103-06-30,06089001088,53.44,46.17,-13.99,14.84,0.6821,9.02,33.81,1.99,21.13,-1.4,-0.656,-1.765,14.41,30,0,0.9357,MID
2102-09-01,2103-07-31,06090001089,19.54,18.25,44.63,-4.43,0.6405,37.86,4.57,11.72,42.53,-1.09,1.081,4.258,-8.16,115,0,0.4824,MID
2102-10-01,2103-08-31,06091001090,38.47,5.78,4.36,5.09,0.2541,10.44,0.13,8.92,9.19,-5.44,2.288,3.68,-11.43,48,0,0.4973,UNCERTAIN
2102-11-01,2103-09-30,06092001091,25.14,-0.34,38.87,4.06,0.3639,43.85,13.45,8.37,9.56,-0.6,-5.627,3.798,-6.07,6,0,0.0065,MID
2102-12-01,2103-10-31,06093001092,-4.02,28.78,11.96,20.52,0.5938,9.42,13.78,5.21,6.15,-5.91,1.513,3.998,7.34,87,0,0.69,EARLY
2103-01-01,2103-11-30,06094001093,-4.48,35.49,-12.9,6.62,0.748,30.41,31.2,6.46,15.74,-9.3,-0.466,2.218,-10.11,3,0,0.0235,STABLE
2103-02-01,2103-12-31,06095001094,-22.01,-17.28,-7.65,5.82,0.0162,38.13,16.16,10.87,37.16,14.11,3.125,-2.293,11.8,89,1,0.8495,MID
2103-03-01,2104-01-31,06096001095,11.7,67.09,36.35,20.95,0.4056,0.08,17.0,10.66,4.3,11.09,0.386,-0.838,-6.21,98,0,0.5675,DECLINING
2103-04-01,2104-02-29,06097001096,-5.81,29.14,12.45,-6.59,0.5035,13.3,19.17,11.68,29.9,-6.86,4.255,2.424,3.84,88,0,0.4739,STABLE
2103-05-01,2104-03-31,06098001097,39.64,15.06,-16.14,-10.59,0.0452,4.51,25.62,2.86,41.08,-6.05,3.249,-1.51,-4.07,118,1,0.1194,UNCERTAIN
2103-06-01,2104-04-30,06099001098,51.7,64.02,24.19,-8.22,0.5812,11.57,13.3,0.66,23.63,0.62,4.372,3.958,-0.61,43,0,0.31,STABLE
2103-07-01,2104-05-31,06100001099,49.49,69.74,-2.87,2.85,0.1491,16.63,23.4,15.93,30.24,11.92,-0.16,-2.774,-11.58,2,1,0.4721,LATE
2103-08-01,2104-06-30,06101001100,20.21,20.71,27.44,11.81,0.2438,3.35,17.71,0.52,13.24,11.01,-5.647,1.179,-14.44,75,0,0.3197,MID
2103-09-01,2104-07-31,06102001101,13.27,-19.18,29.1,-3.89,0.6149,37.29,14.22,12.91,21.3,4.14,5.555,-0.128,8.46,78,0,0.3507,MID
2103-10-01,2104-08-31,06103001102,13.66,6.98,3.78,-6.35,0.4337,34.59,4.02,13.52,19.03,17.49,0.695,-1.071,-1.14,47,1,0.7956,MID
2103-11-01,2104-09-30,06104001103,25.26,73.32,-4.34,15.32,0.1686,29.3,21.08,1.24,-4.07,-7.21,0.33,3.198,-5.81,110,0,0.244,LATE
2103-12-01,2104-10-31,06105001104,43.63,23.38,9.95,-3.68,0.2791,15.63,5.95,7.31,2.77,5.76,-1.685,-1.705,-12.65,57,0,0.753,DECLINING
2104-01-01,2104-11-30,06106001105,-11.65,13.46,-17.47,16.2,0.0163,25.45,5.35,4.5,35.87,13.11,0.574,1.778,-10.54,114,0,0.555,DECLINING
2104-02-01,2104-12-31,06107001106,39.68,6.87,24.19,16.31,0.8149,19.18,18.78,2.04,24.88,10.63,-2.421,2.893,-13.11,67,0,0.185,EARLY
2104-03-01,2105-01-31,06108001107,38.63,10.49,31.42,15.62,0.4604,6.33,6.62,2.04,15.54,3.56,3.208,4.786,6.35,35,1,0.2021,STABLE
2104-04-01,2105-02-28,06109001108,5.94,1.34,-15.41,-1.32,0.7605,3.87,5.46,14.32,0.68,15.5,-3.384,4.862,13.76,53,1,0.4575,EARLY
2104-05-01,2105-03-31,06110001109,42.8,64.3,36.39,2.14,0.5908,28.89,26.5,7.54,7.7,0.44,-2.895,3.696,13.37,7,1,0.3672,UNCERTAIN
2104-06-01,2105-04-30,06111001110,-22.91,7.13,37.86,23.76,0.9734,28.66,6.5,15.79,32.46,7.0,-1.661,1.724,-6.66,4,0,0.1392,LATE
2104-07-01,2105-05-31,06112001111,46.81,1.31,-15.54,16.87,0.3935,31.54,2.72,12.64,25.28,7.94,3.821,1.901,-9.06,89,0,0.1883,EARLY
2104-08-01,2105-06-30,06113001112,-4.37,32.79,-5.4,1.37,0.6945,8.84,10.88,8.23,31.95,-8.7,2.24,1.723,9.95,16,1,0.1836,MID
2104-09-01,2105-07-31,06114001113,33.5,60.07,36.67,16.31,0.3703,5.72,2.93,14.04,-2.01,12.19,-1.464,0.19,-9.94,102,0,0.3105,UNCERTAIN
2104-10-01,2105-08-31,06115001114,29.14,51.08,6.78,-5.13,0.652,17.6,5.97,7.04,35.57,8.11,-4.917,4.054,-14.21,54,0,0.6614,STABLE
2104-11-01,2105-09-30,06116001115,-11.66,-12.0,5.72,2.47,0.028,3.82,0.16,17.51,25.62,10.15,-1.778,0.895,-14.47,2,0,0.6271,STABLE
2104-12-01,2105-10-31,06117001116,11.67,-19.43,27.62,9.65,0.553,16.66,12.88,0.65,30.76,10.33,-5.557,4.052,3.65,9,0,0.9191,EARLY
2105-01-01,2105-11-30,06118001117,-19.64,19.41,8.44,24.08,0.999,29.92,12.57,11.42,3.94,10.58,3.249,-2.14,5.55,9,0,0.9158,UNCERTAIN
2105-02-01,2105-12-31,06119001118,20.69,-3.81,-15.44,-2.94,0.1906,33.94,22.15,16.6,14.6,-7.48,5.548,-1.963,1.66,48,1,0.1803,STABLE
2105-03-01,2106-01-31,06120001119,41.58,16.33,29.67,8.41,0.845,31.98,0.66,8.46,27.79,-6.57,1.369,-0.284,-13.27,33,1,0.4067,STABLE
2105-04-01,2106-02-28,06121001120,19.45,48.14,43.27,6.34,0.699,29.36,20.78,8.91,-2.8,3.28,5.685,3.236,10.09,35,0,0.3016,STABLE
2105-05-01,2106-03-31,06122001121,29.95,8.65,26.74,-0.92,0.1973,30.99,30.85,10.25,17.79,-0.54,0.832,-3.745,-9.86,78,0,0.3113,UNCERTAIN
2105-06-01,2106-04-30,06123001122,53.23,44.07,-16.03,0.84,0.8654,7.53,9.83,7.39,29.5,-2.97,1.481,2.277,-0.99,29,0,0.7291,MID
2105-07-01,2106-05-31,06124001123,46.97,-9.03,42.13,-6.95,0.0801,42.57,1.65,13.23,40.91,-4.14,0.778,3.667,14.14,15,0,0.4847,LATE
2105-08-01,2106-06-30,06125001124,-3.05,14.81,-12.35,18.03,0.5437,1.23,10.84,6.46,-0.7,-6.78,-2.018,-0.52,-6.9,35,1,0.6673,LATE
2105-09-01,2106-07-31,06126001125,5.65,79.14,16.68,-11.67,0.8948,33.13,13.07,2.0,26.19,-5.62,5.043,2.079,7.97,26,0,0.7268,DECLINING
2105-10-01,2106-08-31,06127001126,32.87,60.47,-12.06,12.2,0.0867,13.55,15.43,12.02,33.94,9.69,-0.982,-2.572,10.44,53,0,0.9351,UNCERTAIN
2105-11-01,2106-09-30,06128001127,35.89,79.98,4.85,14.46,0.6902,27.04,27.39,3.37,24.14,-0.2,-5.594,3.433,8.86,35,0,0.8713,STABLE
2105-12-01,2106-10-31,06129001128,-17.32,14.6,-13.8,6.11,0.4083,4.92,3.04,12.61,31.62,8.34,5.059,0.677,-1.97,15,1,0.7142,STABLE
2106-01-01,2106-11-30,06130001129,-12.16,50.56,-2.85,8.54,0.6024,6.29,2.55,10.18,14.25,-1.66,1.411,-3.339,5.33,45,0,0.2924,EARLY
2106-02-01,2106-12-31,06131001130,42.16,46.53,12.51,17.44,0.5341,14.74,1.14,1.93,17.43,10.13,-4.625,-0.43,-1.88,17,0,0.8242,STABLE
2106-03-01,2107-01-31,06132001131,8.93,-13.47,-3.43,-0.96,0.448,41.81,1.94,13.07,22.1,-0.84,-2.495,0.213,9.42,56,0,0.209,MID
2106-04-01,2107-02-28,06133001132,41.59,15.01,40.76,20.0,0.7803,43.67,9.92,11.64,43.42,13.23,0.129,-1.013,12.83,0,0,0.8592,MID
2106-05-01,2107-03-31,06134001133,-15.12,3.15,40.93,-5.54,0.0693,37.67,33.92,17.08,7.03,14.16,-5.288,-0.872,-14.75,39,0,0.6516,DECLINING
2106-06-01,2107-04-30,06135001134,-12.42,40.82,12.47,-10.08,0.7796,8.36,10.2,12.15,2.06,12.43,-4.279,-0.625,-8.93,43,0,0.1798,MID
2106-07-01,2107-05-31,06136001135,24.64,-5.58,-7.62,4.14,0.5903,21.33,11.78,2.46,7.76,-2.65,2.753,-1.171,11.75,13,0,0.0173,STABLE
2106-08-01,2107-06-30,06137001136,13.33,6.76,33.3,1.64,0.9471,21.86,8.35,8.13,15.95,2.73,-5.157,-1.011,-13.47,43,1,0.0956,MID
2106-09-01,2107-07-31,06138001137,-23.22,45.3,8.62,23.48,0.5285,27.29,28.7,17.83,36.31,11.62,3.743,-2.392,-13.07,41,0,0.1663,DECLINING
2106-10-01,2107-08-31,06139001138,51.1,-6.81,25.32,0.27,0.0873,5.25,27.61,12.64,24.99,14.35,2.045,3.241,-6.41,91,1,0.3504,EARLY
2106-11-01,2107-09-30,06140001139,46.46,-15.81,-1.17,20.42,0.1685,20.7,24.09,10.48,21.16,-7.28,5.68,-2.475,-7.23,54,1,0.9082,EARLY
2106-12-01,2107-10-31,06141001140,34.33,16.13,-1.34,16.15,0.3236,0.7,29.73,0.16,17.76,7.09,-1.268,1.844,-6.92,116,0,0.1578,EARLY
2107-01-01,2107-11-30,06142001141,44.77,-18.19,-16.88,1.1,0.8249,34.83,7.5,13.89,11.34,10.97,1.915,3.021,-12.7,29,0,0.2119,STABLE
2107-02-01,2107-12-31,06143001142,14.42,-15.32,38.71,24.7,0.5319,24.85,30.04,13.22,2.99,2.32,-0.641,-1.797,7.56,9,1,0.9197,LATE
2107-03-01,2108-01-31,06144001143,-12.22,36.27,43.91,-9.01,0.2251,2.26,31.25,17.83,25.09,2.45,-5.551,3.451,6.51,118,1,0.2683,MID
2107-04-01,2108-02-29,06145001144,-6.72,24.76,23.68,17.45,0.4813,20.68,23.33,10.17,26.61,16.81,-2.845,-1.023,-1.16,50,1,0.52,STABLE
2107-05-01,2108-03-31,06146001145,22.39,50.18,34.65,2.34,0.1436,37.69,1.53,10.85,40.92,-1.87,-3.698,1.024,0.41,106,0,0.758,MID
2107-06-01,2108-04-30,06147001146,-6.85,-5.72,-6.52,-6.15,0.5887,12.79,15.08,5.88,19.13,2.23,0.318,-2.158,8.74,114,0,0.2666,UNCERTAIN
2107-07-01,2108-05-31,06148001147,-5.85,-2.67,-16.14,-8.96,0.5579,3.85,33.01,13.26,6.97,3.55,1.092,0.278,0.65,65,1,0.3987,DECLINING
2107-08-01,2108-06-30,06149001148,35.83,48.61,43.68,24.59,0.6777,27.37,24.12,10.46,5.17,3.05,2.305,3.72,10.06,91,0,0.656,EARLY
2107-09-01,2108-07-31,06150001149,4.63,39.53,-12.27,1.14,0.3222,19.83,20.78,12.37,5.34,2.31,-2.887,-0.88,8.66,104,0,0.0009,LATE
2107-10-01,2108-08-31,06151001150,-22.78,40.41,-7.45,5.35,0.3777,7.03,21.02,6.52,9.15,-2.61,-3.41,-0.019,-4.62,83,0,0.4368,UNCERTAIN
2107-11-01,2108-09-30,06152001151,-2.76,-11.28,20.71,22.58,0.7402,41.82,10.54,8.86,27.08,9.79,-4.06,3.008,-6.25,21,0,0.427,DECLINING
2107-12-01,2108-10-31,06153001152,-7.48,13.67,4.58,13.03,0.8153,14.37,29.29,1.2,19.47,-3.07,5.649,-0.034,-10.95,41,1,0.6232,DECLINING
2108-01-01,2108-11-30,06154001153,49.65,-13.76,22.63,8.99,0.8938,0.66,7.85,7.81,6.15,-9.44,2.249,3.08,2.95,106,0,0.9815,DECLINING
2108-02-01,2108-12-31,06155001154,15.72,25.49,27.55,5.17,0.9012,8.99,29.08,3.18,39.0,2.76,-2.844,3.731,-12.0,9,1,0.3743,MID
2108-03-01,2109-01-31,06156001155,-0.23,58.82,9.36,-10.66,0.4531,23.37,9.09,0.6,23.57,-8.18,5.772,3.859,3.22,35,0,0.595,EARLY
2108-04-01,2109-02-28,06157001156,53.13,51.76,-13.85,11.11,0.7706,44.69,23.33,3.95,8.3,12.34,-4.819,-0.073,5.16,88,0,0.6941,MID
2108-05-01,2109-03-31,06158001157,39.03,40.23,1.65,-7.7,0.5992,35.52,17.44,8.5,13.03,12.22,-4.534,3.557,8.66,115,1,0.8467,UNCERTAIN
2108-06-01,2109-04-30,06159001158,18.68,3.98,42.41,6.4,0.4735,36.38,30.46,12.61,26.41,5.37,0.701,4.41,9.9,7,0,0.9042,DECLINING
2108-07-01,2109-05-31,06160001159,20.16,14.36,22.06,-10.1,0.2245,38.74,0.19,4.72,0.18,-8.19,-2.19,-1.547,8.14,59,0,0.8026,LATE
2108-08-01,2109-06-30,06161001160,51.37,7.21,-8.54,5.07,0.9779,36.46,18.92,17.52,24.78,10.5,-5.892,-1.859,-5.46,39,1,0.3337,STABLE
2108-09-01,2109-07-31,06162001161,17.81,-6.24,2.22,-9.32,0.5982,29.82,16.93,11.78,41.68,7.14,3.205,-0.218,-3.1,2,1,0.8318,STABLE
2108-10-01,2109-08-31,06163001162,-8.75,38.28,26.23,-5.94,0.6551,26.86,0.87,14.64,-2.22,0.44,2.269,0.343,-11.82,62,0,0.8656,STABLE
2108-11-01,2109-09-30,06164001163,7.56,44.68,-9.59,4.92,0.0901,41.3,22.43,12.87,-4.3,14.17,-1.188,0.281,-8.52,52,1,0.4291,MID
2108-12-01,2109-10-31,06165001164,32.29,17.26,39.09,-1.84,0.5282,26.4,15.83,14.74,22.1,11.63,1.465,3.951,-9.01,92,0,0.0986,MID
2109-01-01,2109-11-30,06166001165,46.05,33.91,9.47,13.27,0.4589,8.63,24.47,5.3,10.23,1.39,-3.567,1.535,-6.88,108,1,0.1898,MID
2109-02-01,2109-12-31,06167001166,26.16,56.58,36.27,11.44,0.3084,37.44,11.85,16.79,10.29,8.29,-4.486,-0.581,0.76,109,0,0.4795,EARLY
2109-03-01,2110-01-31,06168001167,-1.37,69.91,-13.33,3.58,0.9839,13.33,23.54,16.05,22.87,-4.75,5.928,1.077,-14.35,26,0,0.3247,STABLE
2109-04-01,2110-02-28,06169001168,44.17,-18.07,30.6,5.38,0.6506,30.53,32.77,8.42,36.2,1.69,-4.371,1.974,-0.39,53,0,0.4804,MID
2109-05-01,2110-03-31,06170001169,45.76,41.4,24.21,5.51,0.8778,33.22,30.7,1.58,6.13,10.53,0.498,3.179,-2.86,118,1,0.9461,UNCERTAIN
2109-06-01,2110-04-30,06171001170,45.9,42.94,-13.61,19.94,0.0821,29.25,34.03,1.75,16.72,-4.18,0.206,-0.648,9.78,14,0,0.7484,UNCERTAIN
2109-07-01,2110-05-31,06172001171,33.52,48.5,27.23,5.91,0.7328,33.33,2.11,1.89,6.89,-8.3,3.036,1.816,7.95,91,1,0.6743,DECLINING
2109-08-01,2110-06-30,06173001172,54.95,73.76,-7.56,11.13,0.5639,22.73,16.39,13.05,38.15,6.88,2.602,0.694,-1.31,58,1,0.2557,STABLE
