travel_tourism_reference_month,travel_tourism_destination_nuts_code,travel_tourism_country_iso2,travel_tourism_accommodation_type_code,travel_tourism_visitor_residency_country_iso2,travel_tourism_domestic_inbound_outbound_code,travel_tourism_nights_spent_count,travel_tourism_arrivals_count,travel_tourism_avg_length_of_stay_nights,travel_tourism_occupancy_rate_pct,travel_tourism_spend_total_eur,travel_tourism_spend_per_night_eur,travel_tourism_seasonality_index,travel_tourism_airbnb_like_listings_count,travel_tourism_short_term_rental_regulatory_flag,travel_tourism_sustainable_tourism_label_flag,travel_tourism_over_tourism_pressure_index,travel_tourism_eurostat_table_code,travel_tourism_data_collection_wave,travel_tourism_data_extract_date
2024-12,DK8,DK,APARTHOTEL,RO,OUTBOUND,9759,2264,4.31,85.93,625492.82,60.47,0.706,882,0,0,0.855,tour_occ_nim,2023W2,2024-12-28
2025-01,ES104,ES,HOTEL,EG,DOMESTIC,10082,1872,5.39,18.01,2071467.86,231.14,1.233,780,1,0,0.9675,tour_dem_ttac,2023W1,2024-04-15
2025-02,CY38,CY,OTHER,MD,INBOUND,9205,1973,4.67,56.18,820468.62,88.53,1.238,871,1,1,0.7325,tour_occ_toor,2022W4,2024-03-03
2025-03,RO5,RO,SHORT_TERM_RENTAL,UA,OUTBOUND,9679,1741,5.56,19.6,2432871.61,227.21,1.371,720,1,1,0.5028,tour_occ_arm,2022W3,2026-01-21
2025-04,AT344,AT,HOSTEL,FI,DOMESTIC,9692,3801,2.55,93.38,1296557.37,147.66,1.511,888,0,0,0.3786,tour_cap_nat,2022W2,2024-10-22
2025-05,SI27,SI,CAMPING,NL,INBOUND,9087,3804,2.39,18.09,1378982.84,147.8,0.968,924,1,0,0.3916,tour_occ_nim,2022W1,2025-10-14
2025-06,LU10,LU,APARTHOTEL,CH,OUTBOUND,9949,2808,3.54,30.59,651792.58,66.35,1.015,955,0,0,0.6056,tour_dem_ttac,2026W4,2025-10-02
2025-07,IT2,IT,HOTEL,JP,DOMESTIC,9124,2871,3.18,57.09,1877933.56,202.57,0.997,968,1,1,0.6891,tour_occ_toor,2026W3,2025-02-21
2025-08,LT9,LT,OTHER,SY,INBOUND,9259,2808,3.3,28.91,1032008.01,102.39,1.512,900,0,1,0.7389,tour_occ_arm,2026W2,2024-01-29
2025-09,FI24,FI,SHORT_TERM_RENTAL,CZ,OUTBOUND,9634,2085,4.62,46.48,978886.52,109.84,1.139,877,1,1,0.6345,tour_cap_nat,2026W1,2025-12-08
2025-10,DK5,DK,HOSTEL,LT,DOMESTIC,9857,1783,5.53,85.1,1790938.02,161.87,0.831,895,1,0,0.3622,tour_occ_nim,2025W4,2025-08-24
2025-11,HU279,HU,CAMPING,AL,INBOUND,9386,2875,3.26,29.36,2595057.99,245.44,0.732,893,1,1,0.6683,tour_dem_ttac,2025W3,2025-08-14
2025-12,BG869,BG,APARTHOTEL,IQ,OUTBOUND,9343,2695,3.47,23.59,1571540.43,163.73,1.059,865,0,1,0.0826,tour_occ_toor,2025W2,2025-10-09
2026-01,MT4,MT,HOTEL,PK,DOMESTIC,9079,1552,5.85,76.45,1389076.47,167.73,1.319,868,0,0,0.3547,tour_occ_arm,2025W1,2024-06-25
2026-02,PL179,PL,OTHER,BG,INBOUND,9172,3182,2.88,67.14,1778048.68,199.45,0.78,806,1,1,0.7706,tour_cap_nat,2024W4,2024-05-30
2026-03,RO73,RO,SHORT_TERM_RENTAL,IE,OUTBOUND,9430,3928,2.4,29.77,2060236.28,239.07,1.438,596,0,0,0.2274,tour_occ_nim,2024W3,2024-03-12
2026-04,PT376,PT,HOSTEL,SI,DOMESTIC,10123,1979,5.12,42.61,1632666.39,174.97,1.048,765,0,0,0.4468,tour_dem_ttac,2024W2,2025-05-24
2026-05,HU638,HU,CAMPING,GE,INBOUND,9753,1585,6.15,45.81,1696928.75,166.36,1.039,769,1,0,0.2049,tour_occ_toor,2024W1,2025-01-20
2026-06,NL91,NL,APARTHOTEL,MK,OUTBOUND,10015,1941,5.16,47.72,1156748.97,114.14,1.014,915,1,0,0.8552,tour_occ_arm,2023W4,2026-01-07
2026-07,IT28,IT,HOTEL,VN,DOMESTIC,10021,3289,3.05,24.91,622859.8,71.46,0.735,602,1,0,0.5654,tour_cap_nat,2023W3,2025-09-23
2026-08,CY546,CY,OTHER,DE,INBOUND,10189,3235,3.15,67.31,1178933.77,127.74,1.288,769,0,1,0.3842,tour_occ_nim,2023W2,2025-03-07
2026-09,RO825,RO,SHORT_TERM_RENTAL,PT,OUTBOUND,9126,3298,2.77,73.41,1977854.83,234.82,0.886,887,1,1,0.4558,tour_dem_ttac,2023W1,2024-12-13
2026-10,DE750,DE,HOSTEL,DZ,DOMESTIC,10058,1630,6.17,44.17,2382517.6,244.76,1.145,715,0,0,0.1767,tour_occ_toor,2022W4,2026-01-30
2026-11,RO13,RO,CAMPING,MA,INBOUND,9498,2256,4.21,51.9,1924523.92,177.04,0.796,786,1,1,0.7591,tour_occ_arm,2022W3,2025-06-09
2026-12,BE8,BE,APARTHOTEL,TR,OUTBOUND,9689,1601,6.05,28.43,1326072.4,145.46,0.848,679,1,0,0.9098,tour_cap_nat,2022W2,2025-08-25
2018-01,SK99,SK,HOTEL,EE,DOMESTIC,9521,4111,2.32,40.44,602886.81,55.78,1.447,862,1,1,0.7731,tour_occ_nim,2022W1,2025-04-17
2018-02,FI5,FI,OTHER,MT,INBOUND,9718,3636,2.67,62.46,958671.9,100.39,0.848,900,1,0,0.3208,tour_dem_ttac,2026W4,2024-03-08
2018-03,NL90,NL,SHORT_TERM_RENTAL,BY,OUTBOUND,9682,3991,2.43,76.37,1841168.35,194.18,0.971,997,1,0,0.2304,tour_occ_toor,2026W3,2024-07-18
2018-04,FR23,FR,HOSTEL,IS,DOMESTIC,9894,4004,2.47,23.76,1904783.3,220.56,1.349,791,1,0,0.6776,tour_occ_arm,2026W2,2026-01-21
2018-05,LU98,LU,CAMPING,RU,INBOUND,9567,3040,3.15,43.47,2302720.65,218.63,1.019,663,1,1,0.1557,tour_cap_nat,2026W1,2025-07-03
2018-06,PT2,PT,APARTHOTEL,CY,OUTBOUND,9851,2234,4.41,72.37,2289007.31,234.56,1.329,878,0,1,0.7691,tour_occ_nim,2025W4,2025-10-10
2018-07,HU49,HU,HOTEL,LV,DOMESTIC,9635,1587,6.07,89.04,2513724.38,257.1,1.031,1005,1,1,0.7061,tour_dem_ttac,2025W3,2025-05-09
2018-08,SI98,SI,OTHER,SE,INBOUND,9851,3177,3.1,66.26,399225.47,42.78,0.979,856,1,1,0.4014,tour_occ_toor,2025W2,2025-07-28
2018-09,FI70,FI,SHORT_TERM_RENTAL,IN,OUTBOUND,9366,3279,2.86,80.04,413861.24,46.76,1.118,988,0,0,0.5335,tour_occ_arm,2025W1,2026-02-16
2018-10,SI373,SI,HOSTEL,NO,DOMESTIC,9699,1621,5.98,92.74,1217038.55,141.56,0.974,794,1,0,0.7287,tour_cap_nat,2024W4,2025-05-02
2018-11,BE13,BE,CAMPING,BE,INBOUND,10054,1979,5.08,57.05,1914360.77,205.9,1.189,823,1,1,0.052,tour_occ_nim,2024W3,2025-07-02
2018-12,DK12,DK,APARTHOTEL,HU,OUTBOUND,9704,2051,4.73,36.61,2201428.55,220.37,0.878,946,1,1,0.6482,tour_dem_ttac,2024W2,2025-08-11
2019-01,SE26,SE,HOTEL,SK,DOMESTIC,9700,1580,6.14,26.97,2197138.28,233.26,0.861,658,1,1,0.4187,tour_occ_toor,2024W1,2025-11-03
2019-02,PT308,PT,OTHER,GB,INBOUND,10142,2529,4.01,33.1,2518121.88,243.77,1.476,752,1,1,0.5022,tour_occ_arm,2023W4,2025-08-03
2019-03,MT970,MT,SHORT_TERM_RENTAL,ME,OUTBOUND,10079,3127,3.22,18.63,1017130.35,117.39,0.942,804,0,0,0.2477,tour_cap_nat,2023W3,2024-09-21
2019-04,PL3,PL,HOSTEL,US,DOMESTIC,9410,1716,5.48,25.39,1850510.75,192.76,0.861,932,0,0,0.8495,tour_occ_nim,2023W2,2025-09-28
2019-05,SK163,SK,CAMPING,FR,INBOUND,9688,3477,2.79,51.97,1257681.29,122.42,0.749,1031,0,1,0.52,tour_dem_ttac,2023W1,2024-05-03
2019-06,GR3,GR,APARTHOTEL,PL,OUTBOUND,9872,3413,2.89,41.57,1324580.11,138.54,1.248,900,0,0,0.9282,tour_occ_toor,2022W4,2024-12-03
2019-07,CZ9,CZ,HOTEL,CN,DOMESTIC,9572,2596,3.69,62.59,857893.18,92.29,0.903,699,1,0,0.7378,tour_occ_arm,2022W3,2025-12-06
2019-08,SI74,SI,OTHER,KE,INBOUND,10486,2795,3.75,74.06,1812771.47,179.48,1.014,777,1,0,0.4121,tour_cap_nat,2022W2,2024-05-22
2019-09,AT705,AT,SHORT_TERM_RENTAL,TN,OUTBOUND,10118,1644,6.15,31.89,1599705.05,166.52,0.655,662,1,0,0.1413,tour_occ_nim,2022W1,2024-04-29
2019-10,DE93,DE,HOSTEL,DK,DOMESTIC,10145,3642,2.79,92.41,1954016.25,189.19,1.444,860,1,1,0.5879,tour_dem_ttac,2026W4,2024-08-24
2019-11,MT49,MT,CAMPING,LU,INBOUND,10029,2017,4.97,32.09,693610.87,70.17,1.186,996,1,0,0.4901,tour_occ_toor,2026W3,2024-04-27
2019-12,ES53,ES,APARTHOTEL,BA,OUTBOUND,10477,4379,2.39,53.35,2563773.36,228.58,1.261,759,1,1,0.3378,tour_occ_arm,2026W2,2026-02-25
2020-01,CZ3,CZ,HOTEL,IR,DOMESTIC,10332,3493,2.96,66.26,1138213.65,111.31,1.15,696,0,0,0.6573,tour_cap_nat,2026W1,2024-06-17
2020-02,MT471,MT,OTHER,RS,INBOUND,9892,1667,5.93,47.46,2480910.08,256.86,1.322,745,0,1,0.8137,tour_occ_nim,2025W4,2024-08-19
2020-03,FR10,FR,SHORT_TERM_RENTAL,HR,OUTBOUND,10022,2854,3.51,78.21,2622334.92,259.84,1.087,968,0,0,0.8066,tour_dem_ttac,2025W3,2025-08-01
2020-04,MT644,MT,HOSTEL,IT,DOMESTIC,9412,1690,5.57,92.54,1934038.62,197.24,0.923,843,1,0,0.3705,tour_occ_toor,2025W2,2025-12-05
2020-05,NL41,NL,CAMPING,ES,INBOUND,10367,3849,2.69,87.1,1836654.17,162.92,0.743,913,1,0,0.3435,tour_occ_arm,2025W1,2026-02-24
2020-06,GR95,GR,APARTHOTEL,GH,OUTBOUND,10018,1972,5.08,65.91,1922372.88,174.92,1.498,992,0,1,0.8421,tour_cap_nat,2024W4,2025-03-19
2020-07,IE798,IE,HOTEL,NG,DOMESTIC,10203,1961,5.2,86.25,1905003.13,167.65,1.401,684,0,1,0.2533,tour_occ_nim,2024W3,2025-02-09
2020-08,FR518,FR,OTHER,AT,INBOUND,9775,2369,4.13,64.31,1685940.02,174.83,0.784,678,0,0,0.9796,tour_dem_ttac,2024W2,2024-05-02
2020-09,IT272,IT,SHORT_TERM_RENTAL,GR,OUTBOUND,10341,2613,3.96,65.67,2061711.81,205.74,1.128,1039,1,1,0.235,tour_occ_toor,2024W1,2025-08-15
2020-10,BG78,BG,HOSTEL,RO,DOMESTIC,10138,2136,4.75,24.55,1623108.07,159.73,0.724,817,1,1,0.5939,tour_occ_arm,2023W4,2024-11-12
2020-11,LU885,LU,CAMPING,EG,INBOUND,9777,1650,5.93,23.3,1799459.87,202.79,1.456,696,1,0,0.5308,tour_cap_nat,2023W3,2024-09-05
2020-12,BE90,BE,APARTHOTEL,MD,OUTBOUND,9929,3609,2.75,69.75,1863559.5,173.28,1.505,882,0,0,0.7675,tour_occ_nim,2023W2,2024-03-11
2021-01,DE478,DE,HOTEL,UA,DOMESTIC,10149,3830,2.65,61.2,2730967.18,244.09,0.838,1025,0,1,0.6016,tour_dem_ttac,2023W1,2024-01-01
2021-02,CZ41,CZ,OTHER,FI,INBOUND,9862,3032,3.25,41.3,2113522.62,236.12,0.919,1009,1,0,0.3004,tour_occ_toor,2022W4,2025-06-12
2021-03,GR304,GR,SHORT_TERM_RENTAL,NL,OUTBOUND,10451,2278,4.59,41.4,1350607.72,120.61,1.05,748,1,0,0.0767,tour_occ_arm,2022W3,2025-12-12
2021-04,SE69,SE,HOSTEL,CH,DOMESTIC,10530,2152,4.89,71.34,340636.2,37.65,1.204,776,0,0,0.6519,tour_cap_nat,2022W2,2025-02-08
2021-05,MT333,MT,CAMPING,JP,INBOUND,10529,2319,4.54,56.05,520821.42,46.14,0.756,945,0,1,0.9079,tour_occ_nim,2022W1,2024-07-10
2021-06,BG659,BG,APARTHOTEL,SY,OUTBOUND,9913,3706,2.67,88.64,2061104.87,238.17,1.013,816,0,1,0.0545,tour_dem_ttac,2026W4,2025-07-10
2021-07,ES357,ES,HOTEL,CZ,DOMESTIC,10181,1668,6.1,38.83,932546.03,86.43,0.815,850,1,0,0.4451,tour_occ_toor,2026W3,2025-12-02
2021-08,IE904,IE,OTHER,LT,INBOUND,10422,1688,6.17,79.74,1372897.63,136.33,0.938,922,1,1,0.2334,tour_occ_arm,2026W2,2024-04-17
2021-09,LT689,LT,SHORT_TERM_RENTAL,AL,OUTBOUND,10005,1877,5.33,54.91,1671850.63,187.87,1.507,823,1,0,0.1671,tour_cap_nat,2026W1,2024-05-11
2021-10,IT476,IT,HOSTEL,IQ,DOMESTIC,9584,3240,2.96,47.07,732994.45,80.65,1.433,702,1,1,0.1301,tour_occ_nim,2025W4,2024-07-12
2021-11,SE56,SE,CAMPING,PK,INBOUND,10495,2606,4.03,28.32,337325.17,36.92,1.139,935,0,0,0.2279,tour_dem_ttac,2025W3,2025-08-11
2021-12,FI417,FI,APARTHOTEL,BG,OUTBOUND,9622,2248,4.28,38.1,737460.9,67.33,1.109,855,1,0,0.9675,tour_occ_toor,2025W2,2024-09-07
2022-01,NL46,NL,HOTEL,IE,DOMESTIC,9682,1626,5.95,75.95,1994603.8,242.18,1.376,1063,1,1,0.4782,tour_occ_arm,2025W1,2024-04-16
2022-02,RO59,RO,OTHER,SI,INBOUND,9960,2202,4.52,45.73,329033.05,29.72,1.171,740,0,0,0.718,tour_cap_nat,2024W4,2026-02-25
2022-03,GR1,GR,SHORT_TERM_RENTAL,GE,OUTBOUND,10649,3803,2.8,67.44,1397364.74,135.8,1.051,713,0,0,0.3277,tour_occ_nim,2024W3,2025-07-04
2022-04,LT845,LT,HOSTEL,MK,DOMESTIC,10556,3002,3.52,54.52,2617381.47,226.88,1.145,820,1,0,0.7723,tour_dem_ttac,2024W2,2024-03-23
2022-05,HU262,HU,CAMPING,VN,INBOUND,10147,2000,5.07,41.23,1917809.85,181.64,1.259,805,0,0,0.0635,tour_occ_toor,2024W1,2024-05-10
2022-06,NL406,NL,APARTHOTEL,DE,OUTBOUND,10188,1739,5.86,89.55,1515915.24,143.61,1.333,1010,1,0,0.5579,tour_occ_arm,2023W4,2024-10-30
2022-07,IT10,IT,HOTEL,PT,DOMESTIC,10310,3508,2.94,27.54,1288760.54,132.34,1.31,748,1,0,0.5001,tour_cap_nat,2023W3,2024-07-03
2022-08,IE86,IE,OTHER,DZ,INBOUND,10358,3263,3.17,83.45,2522106.03,236.25,1.317,824,1,0,0.7525,tour_occ_nim,2023W2,2026-02-13
2022-09,HR43,HR,SHORT_TERM_RENTAL,MA,OUTBOUND,10534,4297,2.45,33.36,263647.7,25.48,0.756,1053,0,0,0.6882,tour_dem_ttac,2023W1,2024-11-20
2022-10,IT719,IT,HOSTEL,TR,DOMESTIC,9851,2545,3.87,46.65,710582.36,75.96,1.099,1032,1,1,0.7507,tour_occ_toor,2022W4,2025-06-08
2022-11,HU545,HU,CAMPING,EE,INBOUND,10586,1777,5.96,35.28,1035948.88,98.83,0.919,788,1,0,0.8265,tour_occ_arm,2022W3,2025-02-12
2022-12,FI304,FI,APARTHOTEL,MT,OUTBOUND,9808,1695,5.79,71.9,1238070.33,111.03,0.781,933,1,0,0.1876,tour_cap_nat,2022W2,2024-02-14
2023-01,AT43,AT,HOTEL,BY,DOMESTIC,9870,3218,3.07,43.85,247503.65,28.65,1.035,940,1,1,0.8896,tour_occ_nim,2022W1,2024-07-23
2023-02,FR699,FR,OTHER,IS,INBOUND,9771,1952,5.01,93.16,1355509.97,132.08,1.49,876,0,1,0.6149,tour_dem_ttac,2026W4,2025-08-08
2023-03,NL756,NL,SHORT_TERM_RENTAL,RU,OUTBOUND,10392,3543,2.93,23.86,1687091.89,173.03,1.511,765,1,0,0.8055,tour_occ_toor,2026W3,2025-09-09
2023-04,BE403,BE,HOSTEL,CY,DOMESTIC,10716,1887,5.68,42.21,747787.31,76.77,1.407,744,1,1,0.1066,tour_occ_arm,2026W2,2025-01-06
2023-05,SK17,SK,CAMPING,LV,INBOUND,9893,1895,5.22,95.41,1002134.18,93.32,1.1,1010,0,0,0.3973,tour_cap_nat,2026W1,2025-11-06
2023-06,HU15,HU,APARTHOTEL,SE,OUTBOUND,10138,2847,3.56,49.39,1645106.43,166.12,1.456,1114,0,0,0.6643,tour_occ_nim,2025W4,2024-01-13
2023-07,FR8,FR,HOTEL,IN,DOMESTIC,10791,2216,4.87,73.38,1041020.74,94.89,1.52,773,1,0,0.2116,tour_dem_ttac,2025W3,2025-12-01
2023-08,LT88,LT,OTHER,NO,INBOUND,9950,1705,5.84,75.1,2047788.67,193.05,0.994,855,1,0,0.7496,tour_occ_toor,2025W2,2025-09-30
2023-09,IT127,IT,SHORT_TERM_RENTAL,BE,OUTBOUND,10060,3068,3.28,27.04,1796916.14,174.06,1.214,773,1,1,0.3354,tour_occ_arm,2025W1,2024-11-16
2023-10,IE358,IE,HOSTEL,HU,DOMESTIC,10124,1939,5.22,81.23,1497380.47,169.46,1.049,956,1,1,0.7713,tour_cap_nat,2024W4,2025-01-29
2023-11,MT58,MT,CAMPING,SK,INBOUND,10026,2127,4.71,95.85,2382679.83,213.64,1.095,880,0,0,0.7741,tour_occ_nim,2024W3,2026-01-23
2023-12,AT341,AT,APARTHOTEL,GB,OUTBOUND,10788,3680,2.93,40.41,2142103.94,232.26,1.472,1040,1,0,0.4231,tour_dem_ttac,2024W2,2024-04-13
2024-01,DE51,DE,HOTEL,ME,DOMESTIC,10320,1929,5.35,51.9,1790226.49,167.12,1.527,978,0,0,0.6547,tour_occ_toor,2024W1,2025-08-01
2024-02,NL111,NL,OTHER,US,INBOUND,10422,1971,5.29,48.9,2197965.74,203.04,1.195,1092,0,0,0.4632,tour_occ_arm,2023W4,2025-12-19
2024-03,BE58,BE,SHORT_TERM_RENTAL,FR,OUTBOUND,10579,1926,5.49,57.45,1784715.63,197.38,1.308,792,1,1,0.905,tour_cap_nat,2023W3,2025-10-19
2024-04,LT48,LT,HOSTEL,PL,DOMESTIC,10556,2594,4.07,39.83,1313466.7,135.69,1.527,1103,1,1,0.4975,tour_occ_nim,2023W2,2025-05-21
2024-05,NL786,NL,CAMPING,CN,INBOUND,9875,3145,3.14,26.29,355242.97,34.93,1.464,819,1,1,0.6877,tour_dem_ttac,2023W1,2024-05-17
2024-06,BG19,BG,APARTHOTEL,KE,OUTBOUND,10189,4607,2.21,65.62,673025.17,75.47,1.159,995,0,0,0.8786,tour_occ_toor,2022W4,2025-06-30
2024-07,AT853,AT,HOTEL,TN,DOMESTIC,9809,2096,4.68,85.8,1574640.05,175.51,0.937,1052,1,0,0.3263,tour_occ_arm,2022W3,2024-02-24
2024-08,HU971,HU,OTHER,DK,INBOUND,9844,3169,3.11,64.72,473784.23,51.85,1.01,800,1,0,0.7474,tour_cap_nat,2022W2,2025-07-16
2024-09,EE8,EE,SHORT_TERM_RENTAL,LU,OUTBOUND,10832,1967,5.51,50.54,1421593.04,135.87,0.764,810,1,0,0.3203,tour_occ_nim,2022W1,2025-03-11
2024-10,GR5,GR,HOSTEL,BA,DOMESTIC,10123,2400,4.22,27.68,1425619.25,160.33,0.845,1059,1,0,0.0627,tour_dem_ttac,2026W4,2025-12-20
2024-11,PL85,PL,CAMPING,IR,INBOUND,10107,2234,4.52,18.94,892461.5,77.8,0.828,863,0,0,0.4528,tour_occ_toor,2026W3,2024-02-08
2024-12,DE828,DE,APARTHOTEL,RS,OUTBOUND,10601,3064,3.46,25.24,1277576.43,128.49,0.719,818,0,0,0.884,tour_occ_arm,2026W2,2024-10-28
2025-01,AT7,AT,HOTEL,HR,DOMESTIC,10295,4376,2.35,67.76,242641.49,25.98,1.405,873,0,0,0.8974,tour_cap_nat,2026W1,2025-12-27
2025-02,NL89,NL,OTHER,IT,INBOUND,10148,3363,3.02,85.32,2447448.77,253.84,0.766,1069,1,1,0.0792,tour_occ_nim,2025W4,2024-06-21
2025-03,HU78,HU,SHORT_TERM_RENTAL,ES,OUTBOUND,10059,1832,5.49,27.74,1214871.53,109.46,0.859,809,1,0,0.5185,tour_dem_ttac,2025W3,2024-03-15
2025-04,ES513,ES,HOSTEL,GH,DOMESTIC,10109,2699,3.75,46.07,1653074.44,175.75,1.452,1103,0,1,0.822,tour_occ_toor,2025W2,2025-05-25
2025-05,MT92,MT,CAMPING,NG,INBOUND,10533,3757,2.8,56.66,1324226.25,119.51,0.706,924,0,1,0.1731,tour_occ_arm,2025W1,2024-02-18
2025-06,FI1,FI,APARTHOTEL,AT,OUTBOUND,10038,3789,2.65,65.19,543072.28,51.76,0.858,1133,0,0,0.3939,tour_cap_nat,2024W4,2024-07-27
2025-07,IE258,IE,HOTEL,GR,DOMESTIC,10629,1738,6.12,53.95,1953185.21,208.16,0.901,906,1,0,0.6787,tour_occ_nim,2024W3,2024-12-17
2025-08,HR1,HR,OTHER,RO,INBOUND,10907,4075,2.68,90.52,800746.97,78.25,1.429,1001,1,0,0.4737,tour_dem_ttac,2024W2,2024-01-08
2025-09,AT5,AT,SHORT_TERM_RENTAL,EG,OUTBOUND,10540,2316,4.55,43.71,2298957.06,208.28,0.682,1094,0,0,0.4332,tour_occ_toor,2024W1,2025-01-08
2025-10,BE9,BE,HOSTEL,MD,DOMESTIC,10178,2817,3.61,29.83,1118704.77,129.23,1.376,1196,0,1,0.6745,tour_occ_arm,2023W4,2024-01-09
2025-11,ES3,ES,CAMPING,UA,INBOUND,10895,3848,2.83,62.55,471718.2,49.06,1.144,994,1,1,0.7509,tour_cap_nat,2023W3,2024-06-21
2025-12,SK68,SK,APARTHOTEL,FI,OUTBOUND,10756,2706,3.97,73.77,1750273.81,182.04,1.469,807,1,0,0.729,tour_occ_nim,2023W2,2024-05-25
2026-01,LU3,LU,HOTEL,NL,DOMESTIC,10387,3343,3.11,93.56,606078.7,51.33,1.118,816,0,1,0.2517,tour_dem_ttac,2023W1,2025-03-12
2026-02,GR81,GR,OTHER,CH,INBOUND,10721,3654,2.93,23.45,1384518.67,115.72,1.27,1076,0,0,0.3685,tour_occ_toor,2022W4,2025-04-27
2026-03,ES45,ES,SHORT_TERM_RENTAL,JP,OUTBOUND,10628,2314,4.59,51.97,676583.14,61.64,0.873,866,1,1,0.4353,tour_occ_arm,2022W3,2024-04-06
2026-04,CY244,CY,HOSTEL,SY,DOMESTIC,10359,2529,4.1,65.58,2044016.9,207.31,1.408,977,0,0,0.4734,tour_cap_nat,2022W2,2024-04-06
2026-05,MT777,MT,CAMPING,CZ,INBOUND,10194,2026,5.03,22.62,327297.82,34.96,1.156,1100,1,0,0.1038,tour_occ_nim,2022W1,2025-01-23
2026-06,EE49,EE,APARTHOTEL,LT,OUTBOUND,10681,1981,5.39,88.29,1964063.04,174.18,1.134,1084,1,0,0.7926,tour_dem_ttac,2026W4,2025-03-01
2026-07,DE17,DE,HOTEL,AL,DOMESTIC,10433,2599,4.01,27.68,2527416.3,228.7,1.546,815,0,0,0.9703,tour_occ_toor,2026W3,2026-02-06
2026-08,NL85,NL,OTHER,IQ,INBOUND,11044,1928,5.73,63.82,1009359.2,94.17,1.459,1097,1,0,0.5223,tour_occ_arm,2026W2,2025-04-15
2026-09,ES82,ES,SHORT_TERM_RENTAL,PK,OUTBOUND,10581,2231,4.74,50.64,848453.53,73.09,1.262,983,0,0,0.1676,tour_cap_nat,2026W1,2025-05-12
2026-10,SI3,SI,HOSTEL,BG,DOMESTIC,9985,2938,3.4,74.46,2404102.31,214.7,0.831,940,1,0,0.8346,tour_occ_nim,2025W4,2025-08-30
2026-11,LT2,LT,CAMPING,IE,INBOUND,10258,2392,4.29,76.28,808490.69,79.45,0.784,834,0,0,0.4985,tour_dem_ttac,2025W3,2025-10-29
2026-12,SK2,SK,APARTHOTEL,SI,OUTBOUND,10091,3876,2.6,30.09,1847654.55,193.61,1.003,831,0,1,0.3106,tour_occ_toor,2025W2,2025-10-25
2018-01,LV2,LV,HOTEL,GE,DOMESTIC,10803,3833,2.82,88.75,1291493.96,112.95,1.431,870,1,0,0.6938,tour_occ_arm,2025W1,2024-08-25
2018-02,BE1,BE,OTHER,MK,INBOUND,11119,1839,6.05,91.94,2188514.02,197.38,0.764,1152,0,0,0.2472,tour_cap_nat,2024W4,2024-06-05
2018-03,LV6,LV,SHORT_TERM_RENTAL,VN,OUTBOUND,11217,4476,2.51,41.51,307141.97,24.73,0.701,1053,0,0,0.1158,tour_occ_nim,2024W3,2024-09-13
2018-04,DK18,DK,HOSTEL,DE,DOMESTIC,10500,3663,2.87,26.93,1807744.45,164.97,1.031,1056,1,0,0.0833,tour_dem_ttac,2024W2,2026-01-13
2018-05,ES2,ES,CAMPING,PT,INBOUND,10709,2203,4.86,73.01,612720.98,65.54,1.533,970,1,0,0.6299,tour_occ_toor,2024W1,2024-02-19
2018-06,LU157,LU,APARTHOTEL,DZ,OUTBOUND,10954,2872,3.81,43.04,1180803.4,112.47,1.1,952,1,1,0.4108,tour_occ_arm,2023W4,2025-12-30
2018-07,PL937,PL,HOTEL,MA,DOMESTIC,11210,3825,2.93,81.3,2571584.21,246.23,1.316,963,1,0,0.3578,tour_cap_nat,2023W3,2025-10-28
2018-08,BG398,BG,OTHER,TR,INBOUND,11214,2575,4.35,66.72,1713455.74,176.63,1.014,1174,0,0,0.1968,tour_occ_nim,2023W2,2024-10-10
2018-09,HU5,HU,SHORT_TERM_RENTAL,EE,OUTBOUND,10897,3466,3.14,21.82,1573036.58,145.17,0.885,1181,1,1,0.7196,tour_dem_ttac,2023W1,2025-07-09
2018-10,CY9,CY,HOSTEL,MT,DOMESTIC,10257,3919,2.62,93.88,404519.89,35.02,1.415,970,1,1,0.2023,tour_occ_toor,2022W4,2024-12-31
2018-11,HU87,HU,CAMPING,BY,INBOUND,10701,2576,4.15,29.66,356234.2,33.74,1.432,1178,1,1,0.92,tour_occ_arm,2022W3,2026-01-28
2018-12,NL588,NL,APARTHOTEL,IS,OUTBOUND,10886,3793,2.87,91.47,1303352.64,140.64,1.261,1169,0,0,0.3299,tour_cap_nat,2022W2,2024-04-26
2019-01,DE563,DE,HOTEL,RU,DOMESTIC,935,248,3.77,38.62,134262.35,138.74,0.707,1085,0,0,0.7098,tour_occ_nim,2022W1,2024-07-10
2019-02,SE7,SE,OTHER,CY,INBOUND,1142,472,2.42,26.06,39139.42,34.45,0.686,1177,1,0,0.7637,tour_dem_ttac,2026W4,2024-04-25
2019-03,BG37,BG,SHORT_TERM_RENTAL,LV,OUTBOUND,1449,287,5.05,56.75,129592.21,87.78,1.246,1253,1,1,0.4199,tour_occ_toor,2026W3,2024-02-17
2019-04,IT17,IT,HOSTEL,SE,DOMESTIC,1405,258,5.45,33.68,318545.55,228.13,0.875,935,0,0,0.0722,tour_occ_arm,2026W2,2025-11-10
2019-05,SK928,SK,CAMPING,IN,INBOUND,1467,328,4.47,73.03,353562.92,215.57,1.479,986,1,0,0.0923,tour_cap_nat,2026W1,2025-05-18
2019-06,NL651,NL,APARTHOTEL,NO,OUTBOUND,1654,575,2.88,54.9,404404.78,221.19,1.118,961,0,1,0.2933,tour_occ_nim,2025W4,2025-01-03
