labor_part_survey_month,labor_part_cps_rotation_group,labor_part_population_16plus,labor_part_participation_rate_pct,labor_part_employment_population_ratio_pct,labor_part_u6_underemployment_rate_pct,labor_part_part_time_economic_reasons_rate,labor_part_marginally_attached_rate,labor_part_discouraged_worker_rate,labor_part_not_in_labor_force_want_job_rate,labor_part_prime_age_participation_rate,labor_part_older_worker_participation_rate,labor_part_youth_participation_rate,labor_part_disability_labor_force_gap_pct,labor_part_caregiving_barrier_rate,labor_part_school_enrollment_barrier_rate,labor_part_transportation_barrier_rate,labor_part_childcare_constraint_index,labor_part_job_search_intensity_score,labor_part_weighting_method_tag
2021-04,RG6,94097266,40.34,25.26,21.15,10.9,0.61,2.74,3.92,69.06,25.22,51.14,22.22,12.33,17.92,3.31,89.02,0.0507,raked_wt
2023-03,RG7,50682462,69.88,45.35,30.84,3.68,2.46,0.52,4.15,72.9,42.12,39.79,9.24,23.25,22.26,6.78,83.25,0.9702,raked_wt
2021-04,RG8,76542798,46.05,41.05,16.19,14.1,2.29,0.81,1.03,59.78,10.32,43.99,7.42,13.81,3.29,0.14,53.91,0.7504,raked_wt
2022-07,RG1,38268675,60.61,28.79,24.69,11.64,3.82,0.41,8.88,59.86,17.68,46.23,21.31,7.25,0.38,0.95,90.22,0.7707,post_strat_wt
2022-10,RG2,3287114,49.62,60.18,23.76,11.45,0.12,4.47,6.42,73.18,14.35,48.35,13.59,4.69,32.81,0.12,67.75,0.2222,design_wt
2024-08,RG3,82393969,40.93,56.63,8.79,7.26,4.17,2.14,3.21,66.68,42.65,11.68,5.02,7.23,19.94,3.87,81.01,0.2897,post_strat_wt
2020-03,RG4,84547087,65.2,58.8,14.06,12.2,4.71,1.67,2.92,53.29,38.72,32.12,9.69,10.45,10.79,18.91,58.07,0.8649,raked_wt
2021-10,RG5,84779651,32.72,46.22,23.56,3.84,1.22,2.81,8.92,48.73,32.31,36.66,17.78,16.88,29.31,16.71,77.84,0.3221,raked_wt
2024-04,RG6,15995271,45.99,61.54,30.27,13.2,1.35,2.73,1.22,45.4,10.54,54.15,10.21,13.96,25.21,18.73,40.82,0.329,design_wt
2019-11,RG7,111589763,31.86,33.25,19.07,6.08,2.8,2.21,8.65,76.46,12.43,50.03,24.28,0.04,1.63,14.68,81.94,0.2191,post_strat_wt
2020-02,RG8,11389472,67.87,34.26,24.97,12.3,4.94,4.89,8.55,47.16,37.24,13.75,20.43,21.6,9.56,4.51,34.65,0.2915,design_wt
2023-05,RG1,87837816,51.28,50.84,34.49,2.13,2.88,3.57,6.77,82.16,37.08,26.87,13.86,9.62,3.6,11.72,44.28,0.5014,design_wt
2019-07,RG2,66761589,60.17,59.41,27.71,10.46,2.2,4.93,6.4,80.34,37.21,20.14,25.97,17.83,8.95,15.3,16.91,0.6351,calibrated_wt
2024-08,RG3,74606744,65.36,27.11,18.88,3.54,2.0,2.99,6.05,78.16,43.61,31.58,10.57,21.64,3.71,13.79,14.25,0.0916,raked_wt
2019-09,RG4,64205321,60.45,35.93,14.12,13.67,3.4,4.16,7.81,42.38,29.2,18.54,27.44,8.56,25.63,5.33,84.03,0.8557,calibrated_wt
2018-05,RG5,33785407,59.91,30.33,5.03,0.77,2.96,0.75,2.33,56.99,19.87,5.37,7.56,16.08,31.57,16.83,13.97,0.588,calibrated_wt
2021-06,RG6,66106318,31.63,48.1,15.0,12.71,4.76,2.55,7.68,44.96,20.58,39.59,28.41,7.27,20.16,17.7,25.44,0.432,calibrated_wt
2020-12,RG7,63636419,34.4,63.57,28.87,12.68,2.45,0.61,2.72,81.89,35.75,51.9,11.2,19.36,21.88,6.88,18.43,0.4051,design_wt
2021-10,RG8,113553931,38.19,51.74,4.4,1.16,2.45,4.92,5.96,41.62,42.93,34.99,3.53,15.35,28.48,10.69,59.44,0.5956,raked_wt
2019-08,RG1,81385667,49.88,49.56,27.56,9.87,3.21,4.37,3.92,49.5,23.53,11.72,11.98,13.99,30.47,8.21,51.06,0.3937,raked_wt
2019-12,RG2,37861047,61.49,31.19,22.76,8.62,5.69,4.91,3.37,75.01,29.01,16.32,8.05,18.4,11.15,2.83,41.67,0.9517,post_strat_wt
2021-04,RG3,83913840,51.85,62.79,32.57,11.26,2.43,3.03,2.81,66.72,29.74,20.93,8.3,10.16,21.58,16.01,40.14,0.2461,design_wt
2021-04,RG4,67224917,43.12,53.08,23.68,3.03,5.79,2.08,5.4,79.95,34.34,14.42,0.99,4.2,2.67,12.59,11.37,0.3994,calibrated_wt
2023-01,RG5,86540200,57.69,64.08,12.44,14.42,5.82,3.77,9.83,70.39,21.41,21.99,25.82,4.85,7.14,5.68,52.9,0.2743,raked_wt
2024-06,RG6,115235047,40.79,30.03,14.86,11.18,2.79,3.36,5.85,49.12,25.86,43.0,10.18,19.6,26.33,13.9,43.12,0.7996,post_strat_wt
2024-02,RG7,100498717,50.82,61.6,28.18,5.93,1.85,2.91,7.26,62.44,36.11,6.82,17.56,11.39,24.33,12.24,54.45,0.3504,post_strat_wt
2020-12,RG8,114759676,62.58,47.69,13.03,14.8,3.41,3.0,7.22,61.43,30.46,18.3,11.95,5.95,26.21,3.82,55.79,0.1468,raked_wt
2024-08,RG1,26883160,66.18,26.18,9.27,7.02,5.79,3.42,8.35,41.02,32.07,48.68,29.44,5.43,12.46,0.25,64.99,0.0413,design_wt
2024-05,RG2,81960474,37.47,35.28,3.21,14.78,3.5,0.65,9.21,44.59,12.96,37.73,23.49,20.78,19.64,9.53,46.4,0.8511,raked_wt
2019-02,RG3,110080072,50.93,56.56,6.07,1.11,3.56,2.21,4.76,53.37,15.58,7.87,6.66,12.64,18.03,4.89,47.3,0.4935,raked_wt
2018-09,RG4,81843486,42.18,45.1,5.47,9.27,2.45,4.09,8.78,59.8,12.84,22.07,15.58,11.11,22.32,7.36,46.15,0.0547,calibrated_wt
2021-04,RG5,83410294,42.05,53.8,21.06,4.31,4.98,4.77,6.83,73.62,25.06,43.84,26.97,6.36,18.35,15.73,22.4,0.8967,design_wt
2024-09,RG6,72746815,40.04,43.22,27.53,14.3,4.49,3.0,3.19,71.06,25.49,21.91,0.94,17.45,17.09,2.61,22.16,0.9796,raked_wt
2020-06,RG7,85704238,66.55,54.62,24.07,14.72,1.59,1.0,6.07,72.61,38.93,40.38,26.42,24.97,18.0,19.78,64.07,0.7776,raked_wt
2018-06,RG8,119384304,54.95,33.64,15.04,2.12,2.93,0.16,5.8,65.08,32.39,26.28,13.5,12.33,6.29,1.15,87.28,0.153,calibrated_wt
2023-02,RG1,79911916,63.54,33.08,10.75,9.86,0.74,1.74,7.02,41.89,19.95,42.95,20.38,3.69,33.26,18.84,52.14,0.987,calibrated_wt
2022-04,RG2,80371175,51.94,40.04,9.01,9.31,3.38,2.89,5.05,49.75,34.24,53.56,14.09,2.11,34.21,13.24,3.3,0.2401,raked_wt
2022-02,RG3,69282541,47.98,52.27,16.57,2.87,0.98,2.23,0.99,57.7,25.64,33.53,10.71,7.66,26.22,14.19,35.6,0.6055,calibrated_wt
2020-11,RG4,45972479,66.25,49.69,7.86,9.15,2.03,2.99,0.77,60.02,17.25,26.45,8.51,19.17,18.63,15.47,52.52,0.5123,post_strat_wt
2023-11,RG5,4907933,64.17,49.79,31.21,4.76,5.31,3.47,2.36,59.84,24.37,23.41,13.39,1.55,12.24,16.82,55.56,0.8096,post_strat_wt
2022-12,RG6,12134353,31.75,62.55,2.56,1.77,5.52,1.8,9.22,75.94,22.01,37.11,20.09,23.48,9.16,5.95,51.49,0.9739,calibrated_wt
2021-01,RG7,75783126,50.76,46.05,29.23,8.94,1.19,1.96,5.39,47.96,21.51,38.99,25.42,2.81,28.1,7.21,82.65,0.1744,design_wt
2022-11,RG8,62277634,62.48,58.1,2.24,8.37,5.98,1.13,7.52,77.7,30.18,18.57,5.22,17.12,5.7,3.7,11.37,0.9123,design_wt
2021-04,RG1,1356678,49.27,57.26,22.73,0.55,2.46,4.15,1.28,81.52,17.41,36.24,13.39,22.12,18.65,18.92,95.32,0.7918,calibrated_wt
2023-06,RG2,4644302,43.72,36.31,13.48,0.3,1.94,0.43,1.31,71.98,43.26,33.17,29.59,7.81,13.91,0.52,88.24,0.476,design_wt
2023-03,RG3,28323851,61.97,36.11,4.01,6.81,4.37,4.27,7.94,47.99,21.49,36.77,28.0,14.74,12.24,9.08,73.44,0.9437,post_strat_wt
2022-08,RG4,82665172,47.94,56.6,29.58,13.34,3.43,3.58,8.2,81.77,14.76,46.51,2.31,2.37,13.6,5.68,46.4,0.7494,calibrated_wt
2024-07,RG5,112364295,59.28,54.7,11.92,14.52,0.9,1.94,2.61,63.89,29.02,11.56,27.48,14.96,14.93,18.67,10.82,0.1751,design_wt
2022-01,RG6,36417677,57.52,54.3,11.69,14.94,4.47,0.38,2.97,81.48,41.65,44.01,28.31,9.61,14.63,8.22,60.21,0.5105,calibrated_wt
2022-11,RG7,109276238,31.46,47.03,11.97,13.64,2.68,3.32,5.68,81.97,12.98,22.36,29.06,2.93,2.03,11.56,93.13,0.4221,post_strat_wt
2023-08,RG8,111568618,30.65,63.95,17.23,7.28,0.34,2.32,7.56,68.62,12.05,26.45,9.0,20.49,33.12,4.13,82.19,0.3849,calibrated_wt
2023-04,RG1,68894204,36.08,54.72,15.23,3.09,1.74,3.97,3.52,83.84,27.06,5.85,27.1,8.96,13.43,7.21,48.11,0.9671,design_wt
2021-09,RG2,44121142,61.1,34.81,25.12,11.64,5.23,0.37,6.19,78.66,10.19,17.04,29.29,20.33,24.54,4.51,4.04,0.5267,design_wt
2023-01,RG3,48652772,63.27,35.31,6.57,1.99,0.17,2.69,7.01,67.25,12.83,50.34,3.8,8.15,25.65,19.3,8.07,0.8728,design_wt
2024-10,RG4,68997651,58.77,44.44,10.28,3.06,1.69,4.16,9.68,51.42,33.78,18.88,10.55,1.48,5.64,13.37,3.77,0.756,post_strat_wt
2021-01,RG5,71542735,30.44,50.08,29.77,6.44,0.96,0.32,5.5,77.54,38.18,48.91,29.58,11.28,24.19,17.9,45.48,0.7929,design_wt
2020-05,RG6,116333485,48.13,44.98,16.19,4.41,2.23,4.11,0.13,51.54,16.37,5.84,29.82,23.98,27.62,6.0,11.27,0.9233,raked_wt
2024-01,RG7,75278899,37.43,27.89,20.85,4.63,1.78,2.34,3.55,47.58,41.46,48.92,21.41,24.83,22.02,11.02,14.13,0.3421,design_wt
2024-08,RG8,4366588,30.39,27.42,12.06,14.22,0.78,4.04,1.14,82.04,35.24,28.21,22.69,5.13,30.07,17.83,97.0,0.1959,calibrated_wt
2018-08,RG1,27721025,62.45,26.16,17.07,6.62,2.9,0.04,6.58,77.64,14.07,16.53,22.6,23.5,18.27,6.22,46.21,0.6175,post_strat_wt
2020-11,RG2,63966828,31.95,62.92,33.75,9.34,3.84,2.71,4.29,76.0,16.14,52.32,8.83,19.08,25.75,3.23,42.36,0.7373,post_strat_wt
2023-01,RG3,20707604,54.0,59.81,10.53,13.18,1.21,2.04,3.9,66.59,12.55,50.38,18.67,17.13,17.82,3.29,85.34,0.0571,design_wt
2021-10,RG4,26986301,46.95,32.99,12.41,2.69,1.38,1.64,2.79,48.85,24.38,36.85,28.64,5.4,16.5,17.13,35.16,0.3933,raked_wt
2022-02,RG5,11038821,56.88,53.35,9.86,2.38,4.37,0.35,7.95,58.85,44.32,33.54,23.62,3.74,16.37,14.15,98.84,0.0629,design_wt
2020-03,RG6,32988086,43.01,61.85,4.47,4.21,3.4,0.22,7.55,41.06,22.43,45.22,4.82,2.2,12.33,18.29,60.59,0.8675,raked_wt
2020-02,RG7,30668894,57.92,49.23,24.47,7.0,1.74,2.65,0.97,70.42,31.12,19.27,2.38,0.28,28.32,14.61,67.82,0.5385,calibrated_wt
2023-02,RG8,31248480,58.56,36.63,18.27,10.07,3.91,3.46,9.9,70.18,27.95,18.73,2.17,24.08,13.03,10.81,34.48,0.6458,raked_wt
2021-07,RG1,18946264,49.55,37.0,4.53,6.42,1.33,1.47,1.28,58.11,25.72,20.4,12.73,16.7,17.73,17.02,67.58,0.1544,post_strat_wt
2023-08,RG2,41606928,37.0,46.34,17.05,2.61,3.69,4.99,8.93,62.94,26.46,41.87,16.61,23.94,30.96,10.3,1.63,0.5191,calibrated_wt
2023-05,RG3,54621465,50.94,27.78,3.17,4.35,1.53,1.14,9.31,59.02,13.11,34.08,16.32,1.06,33.34,9.99,49.75,0.4648,raked_wt
2019-05,RG4,12654127,36.27,27.68,20.14,5.78,4.17,1.37,9.82,54.06,26.84,54.04,26.19,11.67,17.68,12.78,42.65,0.9892,raked_wt
2018-09,RG5,53575762,65.02,57.32,28.1,12.05,0.26,2.84,2.67,54.49,20.01,41.57,26.96,24.23,7.82,9.57,80.68,0.2561,calibrated_wt
2021-01,RG6,96581651,50.84,28.86,16.92,4.25,5.62,0.37,2.52,75.62,33.51,18.29,5.14,14.27,13.05,6.53,95.56,0.4731,post_strat_wt
2020-11,RG7,105156097,58.91,25.42,9.55,9.26,1.33,3.5,1.19,64.46,21.84,6.5,24.81,9.15,21.92,10.93,75.33,0.2625,raked_wt
2020-06,RG8,39146111,45.86,33.41,11.82,10.18,4.21,4.51,4.33,43.91,25.24,6.18,19.93,23.38,28.55,1.13,73.51,0.7178,design_wt
2024-10,RG1,91705143,38.37,31.33,10.52,5.06,4.81,3.5,9.17,63.64,38.54,22.11,13.12,6.45,12.43,11.7,27.71,0.0821,raked_wt
2022-10,RG2,32933198,38.03,37.89,16.27,8.85,2.82,3.45,6.17,49.83,39.95,46.75,2.66,15.13,28.84,16.81,5.14,0.215,calibrated_wt
2024-01,RG3,49314754,31.53,43.44,23.81,11.99,1.79,2.15,1.17,70.88,32.09,47.39,14.99,2.4,25.54,11.19,51.03,0.8841,design_wt
2024-12,RG4,31815067,46.98,38.58,30.29,6.5,1.28,4.19,0.83,79.18,44.42,52.1,15.66,13.01,27.35,15.47,17.17,0.6132,calibrated_wt
2023-07,RG5,104719764,34.51,54.98,10.44,11.33,1.0,3.67,3.65,71.57,31.11,19.66,17.3,13.2,26.14,0.06,27.76,0.3218,raked_wt
2023-10,RG6,64913139,56.79,60.1,15.81,11.43,4.37,1.04,7.84,59.14,10.71,47.56,29.51,21.46,15.15,0.06,28.47,0.6314,calibrated_wt
2021-04,RG7,53431704,59.97,64.11,12.55,6.83,1.77,2.64,2.91,84.81,42.86,40.64,19.46,9.16,14.64,18.14,75.49,0.3715,calibrated_wt
2020-08,RG8,16921602,56.94,51.32,20.04,7.49,2.81,2.13,6.77,76.48,14.63,54.43,26.15,12.03,17.6,1.14,0.41,0.9804,design_wt
2023-09,RG1,29158273,44.21,45.16,10.03,14.14,3.69,0.87,4.81,58.81,25.16,25.52,24.18,22.73,3.73,15.26,25.55,0.3108,raked_wt
2021-10,RG2,97849373,39.73,41.71,6.06,4.69,5.11,0.41,3.98,67.08,25.14,7.38,18.29,18.75,3.04,16.03,88.43,0.6856,post_strat_wt
2019-02,RG3,93501576,67.93,42.7,11.87,4.76,2.06,2.99,9.94,53.51,41.54,5.99,25.05,0.58,6.21,11.8,72.93,0.4679,post_strat_wt
2020-09,RG4,94117887,61.45,61.21,30.57,0.98,2.14,1.69,9.18,50.99,21.06,27.78,2.94,0.83,2.8,18.01,70.22,0.7125,post_strat_wt
2021-03,RG5,67528379,37.04,51.03,2.3,9.56,1.36,3.21,7.19,57.9,24.86,30.7,9.46,20.06,30.47,13.95,30.16,0.7957,calibrated_wt
2022-08,RG6,46158319,63.82,59.63,2.56,12.58,3.68,4.5,7.47,42.77,44.65,12.74,18.92,8.07,5.48,0.54,27.64,0.142,calibrated_wt
2020-11,RG7,107309216,37.52,43.06,34.86,9.51,1.13,1.37,4.91,76.89,29.71,9.87,23.99,10.85,17.44,19.94,20.47,0.1325,post_strat_wt
2024-10,RG8,20180100,47.38,45.34,12.42,13.92,1.29,4.29,9.16,82.8,25.1,48.05,27.98,19.27,9.36,19.63,66.17,0.5075,design_wt
2020-08,RG1,95751633,39.48,34.71,5.07,1.72,3.73,0.81,7.57,53.67,39.39,17.02,13.16,3.16,33.33,11.6,7.42,0.4783,raked_wt
2023-05,RG2,11682243,49.41,43.18,4.41,7.05,3.27,2.97,0.85,69.38,44.91,31.7,1.04,18.5,26.24,16.45,28.28,0.0768,design_wt
2023-03,RG3,53606209,44.49,41.18,11.27,0.88,4.27,3.39,1.92,62.62,41.93,51.25,23.84,5.41,21.95,15.35,94.36,0.2583,raked_wt
2020-08,RG4,39037931,50.74,46.01,29.94,7.81,4.34,0.13,2.3,72.31,37.44,15.13,19.02,10.61,17.01,14.09,17.87,0.4154,post_strat_wt
2019-09,RG5,106535443,65.61,27.48,23.21,10.9,1.09,2.08,6.23,71.23,44.2,24.39,7.68,22.04,15.08,13.63,18.48,0.1039,raked_wt
2018-09,RG6,48035738,45.0,34.25,12.94,8.59,0.17,0.64,4.58,43.96,32.96,23.87,7.57,6.8,4.71,15.12,54.58,0.1106,design_wt
2019-11,RG7,34823844,49.89,33.93,21.78,10.34,3.81,3.26,5.78,62.87,12.82,17.36,14.6,9.31,27.84,9.43,88.08,0.3937,post_strat_wt
2024-01,RG8,109986369,40.05,46.72,19.97,8.45,5.87,1.43,8.62,41.87,16.28,45.68,29.42,0.23,4.17,10.72,5.96,0.8927,raked_wt
2020-05,RG1,3084614,34.34,58.5,21.29,12.78,1.37,1.37,5.11,45.99,44.48,10.61,10.16,10.75,8.53,9.46,18.82,0.7098,calibrated_wt
2021-01,RG2,49395556,31.72,54.5,12.22,6.25,2.18,0.5,1.29,74.18,33.77,5.12,14.69,2.45,11.02,2.68,30.12,0.3684,calibrated_wt
2019-10,RG3,93669417,45.57,62.19,29.6,0.81,4.91,0.48,3.01,47.56,15.59,17.23,17.2,2.39,22.3,15.11,62.45,0.2002,post_strat_wt
2021-01,RG4,43287177,57.24,37.98,12.05,5.09,2.76,3.18,1.0,71.34,19.97,6.23,6.06,20.45,18.58,17.1,50.67,0.1761,post_strat_wt
2024-03,RG5,26368928,46.23,49.63,34.26,2.92,1.97,0.81,0.22,44.39,10.67,11.14,16.87,10.1,27.79,0.47,99.58,0.813,calibrated_wt
2020-09,RG6,99110317,30.82,64.4,33.26,11.32,3.12,4.81,3.67,44.81,25.35,31.61,15.72,2.22,14.61,19.31,0.46,0.1979,calibrated_wt
2018-07,RG7,43821161,56.52,30.1,31.57,10.16,4.86,2.94,8.47,54.22,15.38,46.26,28.87,21.84,13.66,17.83,1.49,0.4805,post_strat_wt
2020-08,RG8,38112521,47.95,60.35,19.81,7.6,0.68,2.26,9.01,57.52,33.98,24.48,24.35,20.07,6.82,4.23,79.38,0.8302,raked_wt
2020-07,RG1,46509137,54.31,42.45,19.26,8.11,4.38,1.98,0.24,53.28,12.82,28.67,20.38,10.51,18.28,16.6,8.85,0.839,post_strat_wt
2024-01,RG2,64644561,43.41,45.75,23.68,5.31,0.96,2.95,1.57,56.44,38.91,32.42,13.18,21.22,12.77,14.97,4.86,0.4049,calibrated_wt
2020-02,RG3,29251769,38.34,47.9,30.81,8.87,3.25,2.34,9.02,82.51,16.21,18.17,0.81,21.82,16.73,2.79,53.42,0.4179,raked_wt
2023-11,RG4,67616655,66.04,61.62,31.69,5.3,5.04,1.82,5.82,82.91,44.87,36.7,5.28,24.63,13.58,0.21,96.39,0.696,raked_wt
2022-01,RG5,100750076,33.45,39.49,8.94,9.5,0.02,3.48,8.06,72.25,26.16,7.16,23.95,20.06,12.06,5.72,92.33,0.0644,calibrated_wt
2024-07,RG6,33926128,52.28,45.1,33.99,7.51,3.77,4.73,9.97,69.31,20.59,30.64,8.21,11.71,0.96,17.5,48.53,0.6103,raked_wt
2024-08,RG7,76625830,30.13,32.08,4.37,11.6,1.15,0.48,5.42,62.22,42.77,50.67,0.28,22.4,3.31,10.79,37.08,0.0556,design_wt
2024-11,RG8,65856697,65.89,63.39,22.82,7.65,4.11,0.16,6.93,77.5,33.91,7.12,16.21,3.61,15.51,5.15,99.98,0.876,design_wt
2018-05,RG1,92011056,31.89,34.09,16.34,5.37,5.54,3.79,3.33,80.19,27.56,50.32,11.44,3.73,33.34,5.2,45.86,0.8359,design_wt
2022-03,RG2,21890825,62.09,40.94,7.68,3.76,0.39,1.26,1.79,51.13,27.49,43.49,19.55,19.78,24.39,10.71,17.86,0.2096,design_wt
2019-07,RG3,3000883,61.05,33.88,7.91,0.36,4.89,3.33,6.49,79.11,26.76,21.26,5.22,5.28,20.3,9.91,72.33,0.2616,raked_wt
2022-06,RG4,7194390,59.13,41.57,9.71,1.66,1.97,1.79,8.05,79.15,19.49,14.16,0.21,3.34,13.35,12.54,55.93,0.7973,post_strat_wt
2019-10,RG5,111488242,50.23,47.58,29.55,9.5,1.04,2.75,9.15,57.58,36.03,21.21,7.45,6.92,21.3,6.17,29.85,0.3951,raked_wt
2024-03,RG6,31639233,32.58,50.76,34.41,11.96,2.8,1.88,3.94,52.78,16.88,14.0,2.12,20.49,28.37,0.22,94.07,0.585,calibrated_wt
2022-02,RG7,49997607,61.16,42.83,15.68,14.34,4.36,0.19,9.93,80.49,27.22,31.12,15.81,15.17,20.02,9.34,32.28,0.4947,post_strat_wt
2022-05,RG8,34386750,47.8,53.36,22.88,7.71,3.74,1.06,6.67,62.62,23.58,7.48,11.48,4.54,4.29,14.31,46.04,0.82,design_wt
2024-04,RG1,88241877,33.56,28.16,24.36,8.37,0.51,0.6,6.41,50.28,27.81,22.75,25.8,12.31,0.91,17.6,87.47,0.7559,post_strat_wt
2023-12,RG2,74416242,34.24,25.47,11.53,4.7,3.88,0.95,3.54,49.86,41.05,40.37,8.77,21.07,31.93,19.81,31.74,0.8374,post_strat_wt
2021-10,RG3,115334920,59.95,25.91,17.09,1.05,0.14,2.19,2.53,51.84,20.66,19.61,23.82,7.22,2.16,11.3,88.43,0.4813,post_strat_wt
2022-02,RG4,91166064,65.47,47.41,28.86,0.48,3.07,1.98,0.71,55.54,28.32,33.35,12.78,10.43,1.6,1.77,30.55,0.4851,post_strat_wt
2020-03,RG5,62296978,54.45,50.33,34.19,5.87,2.09,3.46,9.75,65.42,37.63,6.99,29.19,8.23,21.31,0.46,77.93,0.3159,calibrated_wt
2019-04,RG6,26873814,43.11,30.45,12.08,6.41,0.11,3.71,1.66,67.77,12.53,7.22,25.19,21.16,20.39,8.63,35.34,0.6499,design_wt
2019-09,RG7,101841778,65.33,31.04,4.78,8.99,4.11,0.42,6.79,74.81,42.9,37.96,6.72,4.6,21.63,7.41,66.38,0.8536,post_strat_wt
2021-01,RG8,52654954,61.38,52.95,16.7,10.35,5.36,4.92,8.08,53.99,16.8,5.7,7.01,15.53,11.17,19.68,90.56,0.2681,raked_wt
2019-02,RG1,96757039,46.11,32.51,4.6,0.89,1.86,4.65,8.88,40.5,43.06,30.76,1.18,5.11,34.19,0.69,32.95,0.8646,raked_wt
2019-01,RG2,77783569,45.14,30.67,3.96,7.24,4.06,2.39,6.83,70.22,37.21,20.6,25.14,17.93,4.64,19.87,7.08,0.2275,design_wt
2024-05,RG3,68129570,50.29,48.36,18.61,2.98,1.48,1.16,0.65,47.68,39.99,33.4,7.82,23.06,26.29,3.02,73.13,0.9125,post_strat_wt
2018-06,RG4,24812918,69.57,33.14,5.0,12.88,4.69,0.88,0.69,65.19,19.47,41.98,19.94,10.36,32.55,17.33,17.8,0.8046,raked_wt
2023-07,RG5,24549301,64.65,37.56,20.62,7.56,1.77,4.65,3.52,48.83,12.1,36.26,16.48,19.44,30.09,6.49,37.86,0.1921,calibrated_wt
2020-07,RG6,25794037,41.13,50.35,31.95,8.54,1.35,2.9,0.45,56.52,37.11,53.25,26.43,22.91,2.45,2.96,44.31,0.0742,design_wt
2023-01,RG7,117938420,49.59,33.42,5.95,5.31,0.26,1.07,2.91,40.01,24.06,25.02,18.49,12.51,8.47,16.28,79.16,0.7305,calibrated_wt
2021-06,RG8,110874827,61.78,63.54,15.63,0.48,4.96,3.49,7.72,62.3,21.2,7.52,5.37,7.98,16.45,8.82,25.24,0.6684,calibrated_wt
2023-06,RG1,28055754,30.85,62.92,18.33,2.22,2.99,2.4,8.21,83.55,20.25,9.58,10.31,11.24,31.24,3.02,29.1,0.2988,calibrated_wt
2023-03,RG2,36774056,59.88,44.98,8.84,4.95,5.52,1.98,3.58,73.98,20.45,12.79,4.77,20.11,0.84,9.14,31.68,0.5546,design_wt
2020-02,RG3,28895859,68.18,52.79,31.29,5.24,2.28,2.04,5.67,50.94,37.95,16.14,16.11,5.0,16.79,8.64,13.15,0.8315,post_strat_wt
2018-02,RG4,55207223,35.42,32.79,21.26,1.7,1.1,3.95,1.54,68.55,30.28,7.04,8.32,8.7,14.26,9.4,44.29,0.8591,post_strat_wt
2019-05,RG5,108213959,42.28,61.59,11.73,1.96,0.66,2.39,3.45,41.65,29.91,6.55,12.01,19.75,16.36,0.38,85.85,0.6404,calibrated_wt
2021-11,RG6,87969377,64.62,43.66,15.45,5.44,1.46,1.61,4.3,63.9,16.85,37.07,15.47,17.06,18.48,0.16,19.18,0.564,post_strat_wt
2024-06,RG7,114097090,69.46,55.8,3.01,5.83,4.71,0.2,4.44,48.71,36.95,8.42,24.21,0.44,13.46,4.87,55.75,0.2009,design_wt
2022-12,RG8,69625200,41.22,39.8,27.8,12.94,1.28,1.51,1.35,52.45,40.74,33.95,22.32,12.98,17.85,18.11,55.39,0.6823,design_wt
2023-11,RG1,80936842,58.28,49.37,9.74,9.96,1.95,1.57,9.36,54.65,34.96,19.13,3.12,19.11,22.71,5.72,81.91,0.0268,post_strat_wt
2020-05,RG2,23975588,53.13,61.99,5.35,1.57,0.32,2.85,2.42,64.4,10.28,49.54,6.6,14.13,12.51,11.83,32.96,0.782,design_wt
2018-02,RG3,75200945,64.81,38.46,4.99,3.96,5.14,3.39,2.95,84.13,26.49,21.49,5.13,1.38,12.15,6.67,34.74,0.3259,raked_wt
2024-05,RG4,105583272,69.4,58.72,12.7,7.98,5.55,3.2,5.61,80.82,33.8,13.62,27.63,3.07,14.55,7.44,24.85,0.5111,post_strat_wt
2021-04,RG5,113864251,64.74,62.79,15.42,4.51,0.51,0.24,0.84,40.42,20.58,43.26,7.05,19.78,18.26,12.52,76.01,0.3969,design_wt
2021-11,RG6,20745922,68.8,58.32,24.33,6.26,5.08,4.93,9.97,75.95,36.33,37.88,20.99,18.03,7.34,1.07,53.67,0.4806,design_wt
2023-04,RG7,66281478,65.88,37.95,24.49,6.46,2.01,3.63,4.95,65.75,25.11,25.78,8.62,1.84,30.01,18.85,27.0,0.0711,design_wt
2019-06,RG8,31504634,68.12,53.0,19.36,6.3,0.77,0.16,1.14,51.97,17.73,17.85,11.52,11.26,30.14,14.6,49.35,0.1262,design_wt
2021-03,RG1,3965006,39.85,46.85,15.38,8.28,2.7,0.07,2.06,40.54,44.86,38.17,23.83,7.85,10.22,19.52,5.21,0.4237,calibrated_wt
2020-01,RG2,66507474,30.66,59.6,26.35,0.36,2.19,1.75,7.45,40.58,22.71,24.7,25.2,0.12,18.16,18.91,74.56,0.9607,calibrated_wt
2024-07,RG3,45015002,41.49,40.18,9.71,2.47,3.24,3.25,2.19,68.41,41.87,51.78,9.95,18.33,32.78,8.04,66.77,0.7544,calibrated_wt
2023-10,RG4,69797531,37.34,50.05,7.16,2.65,0.03,0.42,6.61,55.43,31.67,38.49,25.18,17.0,26.57,19.53,76.41,0.5323,raked_wt
2023-11,RG5,81108405,63.76,38.94,30.26,13.82,2.94,0.93,5.82,49.35,41.49,53.14,6.17,7.36,2.87,8.3,97.2,0.3857,design_wt
2020-07,RG6,56457264,49.31,64.41,11.69,4.64,2.35,4.26,6.57,77.65,32.02,31.64,21.87,4.0,29.14,16.08,5.36,0.7904,raked_wt
