house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_usd,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_usd,house_sales_taxable_value_usd,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2095-10,PARC0000001054,MANUFACTURED,419089,105.46,62,110.17,3.672,70.8,29.2,OWNER_OCCUPANT,BUILDER,0,0,0,322273,299573,9.3,33.6,WARRANTY_DEED
2095-11,PARC0000001055,MULTIFAMILY_2_4,390861,205.93,104,99.61,5.671,93.64,6.36,INSTITUTIONAL,INDIVIDUAL,0,0,0,286760,233522,4.8,48.6,WARRANTY_DEED
2095-12,PARC0000001056,MANUFACTURED,297816,61.0,163,105.25,8.142,61.29,38.71,INVESTOR,BUILDER,0,0,0,280172,236447,1.3,64.0,SHERIFF_DEED
2096-01,PARC0000001057,CONDO,497456,385.33,218,111.57,3.4,58.61,41.39,RELOCATING,ESTATE,0,0,0,441015,361352,6.4,26.7,TRUST_DEED
2096-02,PARC0000001058,TOWNHOME,333920,112.39,150,86.77,4.99,69.82,30.18,FIRST_TIME,ESTATE,1,0,0,289097,274960,7.8,64.0,WARRANTY_DEED
2096-03,PARC0000001059,MULTIFAMILY_5P,688466,145.22,80,96.65,8.402,50.6,49.4,INVESTOR,ESTATE,0,1,0,712980,688210,9.2,86.1,FORECLOSURE_DEED
2096-04,PARC0000001060,MULTIFAMILY_5P,203095,51.3,60,104.64,7.449,93.76,6.24,FIRST_TIME,BANK_REO,0,0,0,149368,123837,7.5,18.2,WARRANTY_DEED
2096-05,PARC0000001061,CONDO,345573,103.9,53,109.42,7.252,50.58,49.42,OWNER_OCCUPANT,INVESTOR,0,0,0,290548,270599,7.6,14.4,QUITCLAIM
2096-06,PARC0000001062,CONDO,278640,59.2,174,107.27,6.61,74.44,25.56,FIRST_TIME,BANK_REO,0,0,0,285476,240660,3.2,28.7,TRUST_DEED
2096-07,PARC0000001063,SFH,213148,44.18,175,96.25,3.54,93.72,6.28,RELOCATING,BANK_REO,0,1,0,180129,154598,6.7,51.9,WARRANTY_DEED
2096-08,PARC0000001064,CONDO,869323,173.55,43,85.38,6.969,64.12,35.88,INSTITUTIONAL,INDIVIDUAL,0,0,0,905314,835970,9.4,1.3,QUITCLAIM
2096-09,PARC0000001065,SFH,286794,95.92,67,91.09,2.262,78.28,21.72,INVESTOR,ESTATE,0,0,0,234758,222677,6.6,62.5,WARRANTY_DEED
2096-10,PARC0000001066,MANUFACTURED,229885,182.59,180,99.03,3.636,86.7,13.3,RELOCATING,INVESTOR,0,0,0,202783,157400,1.0,14.2,WARRANTY_DEED
2096-11,PARC0000001067,MULTIFAMILY_5P,621388,594.06,202,89.26,6.073,77.17,22.83,FIRST_TIME,INDIVIDUAL,0,0,0,518898,511430,9.2,34.7,WARRANTY_DEED
2096-12,PARC0000001068,TOWNHOME,144845,39.77,132,90.68,8.565,96.21,3.79,RELOCATING,BANK_REO,0,0,0,101735,99484,1.3,46.4,WARRANTY_DEED
2097-01,PARC0000001069,CONDO,284864,106.33,209,94.59,3.453,52.49,47.51,OWNER_OCCUPANT,BANK_REO,1,0,0,279960,221342,2.8,63.2,WARRANTY_DEED
2097-02,PARC0000001070,SFH,179964,78.08,1,85.16,4.488,96.5,3.5,INVESTOR,BANK_REO,0,1,0,150842,127638,9.3,13.8,QUITCLAIM
2097-03,PARC0000001071,TOWNHOME,160131,57.39,77,104.41,3.205,56.77,43.23,OWNER_OCCUPANT,BUILDER,1,0,0,115225,110397,3.7,58.3,TRUST_DEED
2097-04,PARC0000001072,CONDO,191814,46.11,42,101.53,8.332,79.3,20.7,INVESTOR,ESTATE,1,0,0,188238,171869,6.1,70.4,FORECLOSURE_DEED
2097-05,PARC0000001073,MULTIFAMILY_5P,197639,101.25,33,99.77,5.793,71.34,28.66,RELOCATING,BUILDER,0,0,0,158852,134002,9.9,54.1,WARRANTY_DEED
2097-06,PARC0000001074,MULTIFAMILY_2_4,524341,488.67,216,102.06,8.348,95.87,4.13,FIRST_TIME,INDIVIDUAL,1,0,0,505977,484317,5.0,20.5,FORECLOSURE_DEED
2097-07,PARC0000001075,SFH,242426,61.87,167,85.71,3.296,76.62,23.38,INVESTOR,BUILDER,0,1,0,196828,187656,1.1,0.1,WARRANTY_DEED
2097-08,PARC0000001076,CONDO,430943,120.07,83,106.49,4.088,75.0,25.0,OWNER_OCCUPANT,ESTATE,1,0,0,328944,269399,8.5,62.0,TRUST_DEED
2097-09,PARC0000001077,MULTIFAMILY_2_4,186293,55.07,155,101.94,8.64,79.23,20.77,RELOCATING,BANK_REO,0,0,0,169784,152122,2.0,54.6,SHERIFF_DEED
2097-10,PARC0000001078,CONDO,317729,107.56,103,107.74,7.341,96.42,3.58,RELOCATING,BUILDER,0,1,1,293839,282523,4.9,83.4,QUITCLAIM
2097-11,PARC0000001079,SFH,143524,97.11,117,110.23,7.719,74.8,25.2,INVESTOR,BUILDER,0,0,0,148528,133254,2.3,96.7,FORECLOSURE_DEED
2097-12,PARC0000001080,MULTIFAMILY_2_4,846731,423.79,125,102.51,4.129,84.2,15.8,RELOCATING,BANK_REO,0,0,0,687038,558880,9.2,5.6,FORECLOSURE_DEED
2098-01,PARC0000001081,TOWNHOME,400947,172.38,111,96.85,2.362,93.77,6.23,OWNER_OCCUPANT,INDIVIDUAL,1,0,0,368789,314769,8.2,15.0,FORECLOSURE_DEED
2098-02,PARC0000001082,MANUFACTURED,557691,240.28,163,102.6,2.334,59.84,40.16,FIRST_TIME,INDIVIDUAL,0,0,0,531886,418635,8.7,35.3,TRUST_DEED
2098-03,PARC0000001083,MULTIFAMILY_2_4,285076,61.41,55,102.32,3.525,76.78,23.22,RELOCATING,INDIVIDUAL,0,0,0,201493,155039,6.2,2.7,QUITCLAIM
2098-04,PARC0000001084,MULTIFAMILY_2_4,165931,133.82,76,91.58,6.469,81.47,18.53,RELOCATING,BANK_REO,0,0,1,172101,139775,4.0,0.5,WARRANTY_DEED
2098-05,PARC0000001085,TOWNHOME,238922,96.22,89,89.58,7.876,90.67,9.33,RELOCATING,INDIVIDUAL,0,0,0,236590,215347,4.5,86.9,WARRANTY_DEED
2098-06,PARC0000001086,MULTIFAMILY_5P,255092,69.66,95,97.56,7.632,87.32,12.68,FIRST_TIME,ESTATE,0,0,0,266981,225651,5.6,26.1,WARRANTY_DEED
2098-07,PARC0000001087,CONDO,578743,162.52,133,103.95,8.603,78.26,21.74,INSTITUTIONAL,INDIVIDUAL,1,0,0,502229,395453,6.8,51.9,TRUST_DEED
2098-08,PARC0000001088,MULTIFAMILY_5P,232323,60.28,44,104.23,2.634,60.97,39.03,INSTITUTIONAL,BUILDER,1,0,0,200636,195706,1.3,87.3,WARRANTY_DEED
2098-09,PARC0000001089,TOWNHOME,611078,119.91,174,107.87,3.196,70.38,29.62,INVESTOR,INDIVIDUAL,0,0,0,490285,453948,2.0,17.7,WARRANTY_DEED
2098-10,PARC0000001090,CONDO,1103614,1601.76,114,94.97,5.232,89.71,10.29,OWNER_OCCUPANT,ESTATE,0,0,0,850332,717738,2.8,46.4,WARRANTY_DEED
2098-11,PARC0000001091,MULTIFAMILY_2_4,358491,78.93,219,92.9,8.666,94.69,5.31,INSTITUTIONAL,BANK_REO,0,0,0,355180,304784,5.9,1.6,TRUST_DEED
2098-12,PARC0000001092,MULTIFAMILY_5P,154242,170.06,164,94.05,8.099,54.86,45.14,INSTITUTIONAL,BANK_REO,1,0,0,158955,157136,2.3,65.3,TRUST_DEED
2099-01,PARC0000001093,SFH,255046,198.63,136,90.18,5.853,91.73,8.27,INVESTOR,INDIVIDUAL,0,0,0,201109,166207,2.2,58.4,FORECLOSURE_DEED
2099-02,PARC0000001094,CONDO,440316,299.33,22,97.29,6.09,75.58,24.42,INSTITUTIONAL,ESTATE,0,0,0,444691,380116,5.9,56.9,FORECLOSURE_DEED
2099-03,PARC0000001095,MANUFACTURED,2617733,555.9,105,91.39,5.522,52.9,47.1,FIRST_TIME,ESTATE,0,0,0,2503072,2058117,7.8,43.3,WARRANTY_DEED
2099-04,PARC0000001096,SFH,1076889,332.58,41,91.12,6.847,51.75,48.25,INVESTOR,ESTATE,0,1,0,827929,639989,4.5,62.0,QUITCLAIM
2099-05,PARC0000001097,TOWNHOME,83769,89.02,62,100.09,6.749,65.56,34.44,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,86046,84116,1.8,95.4,TRUST_DEED
2099-06,PARC0000001098,MULTIFAMILY_5P,445361,154.16,80,93.32,6.001,52.17,47.83,INVESTOR,BUILDER,0,0,0,431516,330584,4.9,59.5,WARRANTY_DEED
2099-07,PARC0000001099,MULTIFAMILY_2_4,366244,90.45,189,102.82,5.947,76.3,23.7,INVESTOR,BANK_REO,0,0,0,368067,278255,8.5,1.3,WARRANTY_DEED
2099-08,PARC0000001100,MULTIFAMILY_5P,203053,102.04,61,104.4,4.386,65.5,34.5,RELOCATING,INVESTOR,1,0,0,159976,155307,1.9,46.9,SHERIFF_DEED
2099-09,PARC0000001101,SFH,325787,73.77,32,87.26,5.355,50.85,49.15,INSTITUTIONAL,BUILDER,0,0,0,317989,259941,6.3,38.1,SHERIFF_DEED
2099-10,PARC0000001102,TOWNHOME,257903,96.81,89,99.36,7.865,78.66,21.34,INSTITUTIONAL,BUILDER,0,1,1,196124,182666,6.4,89.9,WARRANTY_DEED
2099-11,PARC0000001103,MULTIFAMILY_2_4,213297,129.98,162,89.46,3.964,57.21,42.79,OWNER_OCCUPANT,INVESTOR,0,1,1,173574,142512,4.3,53.4,SHERIFF_DEED
2099-12,PARC0000001104,TOWNHOME,407556,95.76,71,93.92,4.88,65.81,34.19,INVESTOR,ESTATE,0,0,0,409762,340638,5.7,99.9,TRUST_DEED
2100-01,PARC0000001105,TOWNHOME,478937,150.66,119,86.57,7.145,74.96,25.04,FIRST_TIME,INVESTOR,0,0,0,337222,262271,9.6,87.3,QUITCLAIM
2100-02,PARC0000001106,CONDO,188393,201.06,129,90.35,8.389,68.08,31.92,INVESTOR,BANK_REO,0,0,0,145226,120697,6.5,11.9,TRUST_DEED
2100-03,PARC0000001107,MULTIFAMILY_2_4,174774,73.04,186,106.18,4.271,59.12,40.88,RELOCATING,ESTATE,0,0,0,159932,152509,9.0,23.5,FORECLOSURE_DEED
2100-04,PARC0000001108,MULTIFAMILY_2_4,265852,57.39,122,107.68,6.752,70.49,29.51,INVESTOR,BUILDER,0,0,0,238760,194006,1.4,40.6,TRUST_DEED
2100-05,PARC0000001109,CONDO,185754,36.03,197,108.08,6.932,72.79,27.21,INVESTOR,ESTATE,0,0,0,148262,113192,2.7,41.5,SHERIFF_DEED
2100-06,PARC0000001110,SFH,371210,184.13,61,90.16,8.222,72.66,27.34,OWNER_OCCUPANT,BUILDER,0,0,0,295047,262301,9.4,73.6,QUITCLAIM
2100-07,PARC0000001111,TOWNHOME,374258,291.93,109,111.39,7.904,73.79,26.21,FIRST_TIME,INDIVIDUAL,0,0,0,281660,236995,7.8,17.9,FORECLOSURE_DEED
2100-08,PARC0000001112,MULTIFAMILY_5P,269458,110.48,79,111.59,4.045,78.6,21.4,INVESTOR,INVESTOR,1,0,0,199529,161494,9.4,5.5,WARRANTY_DEED
2100-09,PARC0000001113,MANUFACTURED,721777,554.36,187,93.47,4.506,72.88,27.12,FIRST_TIME,BANK_REO,0,0,0,638063,559512,7.5,89.3,SHERIFF_DEED
2100-10,PARC0000001114,MULTIFAMILY_5P,636169,137.34,60,102.83,4.647,79.31,20.69,INSTITUTIONAL,BANK_REO,0,0,1,547328,440541,9.2,79.2,WARRANTY_DEED
2100-11,PARC0000001115,MULTIFAMILY_2_4,274083,64.57,141,103.36,3.127,64.53,35.47,INVESTOR,ESTATE,0,0,1,193671,161428,3.4,19.6,TRUST_DEED
2100-12,PARC0000001116,MULTIFAMILY_5P,161215,54.85,168,111.34,4.412,82.71,17.29,OWNER_OCCUPANT,INVESTOR,1,0,0,167175,139840,4.0,12.6,WARRANTY_DEED
2101-01,PARC0000001117,CONDO,189058,209.13,44,104.33,6.038,78.51,21.49,INSTITUTIONAL,BANK_REO,0,0,0,160159,157730,4.4,91.8,WARRANTY_DEED
2101-02,PARC0000001118,MANUFACTURED,1035692,841.34,147,95.77,3.656,93.44,6.56,RELOCATING,BANK_REO,0,0,0,793060,745728,9.9,65.4,TRUST_DEED
2101-03,PARC0000001119,MULTIFAMILY_5P,276366,106.05,156,103.2,7.995,63.4,36.6,OWNER_OCCUPANT,INDIVIDUAL,1,0,0,235612,224422,1.9,95.2,WARRANTY_DEED
2101-04,PARC0000001120,SFH,302899,153.29,92,91.63,4.092,83.48,16.52,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,254643,201287,9.0,33.0,SHERIFF_DEED
2101-05,PARC0000001121,MULTIFAMILY_2_4,167923,152.38,72,91.53,3.934,86.44,13.56,RELOCATING,ESTATE,0,0,0,133832,113303,4.1,60.6,QUITCLAIM
2101-06,PARC0000001122,MULTIFAMILY_5P,225300,58.26,171,98.25,6.344,72.72,27.28,RELOCATING,ESTATE,1,1,0,162571,129043,1.1,46.8,WARRANTY_DEED
2101-07,PARC0000001123,MANUFACTURED,492133,106.52,16,87.61,6.093,86.33,13.67,INVESTOR,BANK_REO,0,0,0,507667,496365,3.8,57.3,FORECLOSURE_DEED
2101-08,PARC0000001124,CONDO,281896,77.04,74,91.98,2.71,76.53,23.47,INVESTOR,ESTATE,1,1,1,285824,251497,4.5,20.6,QUITCLAIM
2101-09,PARC0000001125,MULTIFAMILY_2_4,724263,223.26,197,110.53,6.611,58.58,41.42,INSTITUTIONAL,ESTATE,1,0,1,536355,486792,4.9,89.9,QUITCLAIM
2101-10,PARC0000001126,MULTIFAMILY_2_4,287631,181.47,22,93.07,6.743,55.92,44.08,INVESTOR,ESTATE,0,0,0,205404,158777,1.6,28.3,QUITCLAIM
2101-11,PARC0000001127,TOWNHOME,195466,47.44,122,86.0,6.861,55.37,44.63,INSTITUTIONAL,ESTATE,0,0,0,180573,147479,4.5,24.4,SHERIFF_DEED
2101-12,PARC0000001128,SFH,193105,89.65,34,92.17,3.596,81.19,18.81,OWNER_OCCUPANT,ESTATE,0,0,0,157221,149124,6.8,31.3,TRUST_DEED
2102-01,PARC0000001129,MANUFACTURED,184233,115.8,42,98.93,6.428,74.87,25.13,RELOCATING,INDIVIDUAL,0,1,0,142471,110317,2.9,71.4,TRUST_DEED
2102-02,PARC0000001130,TOWNHOME,177043,117.48,67,93.85,8.373,81.49,18.51,INSTITUTIONAL,INDIVIDUAL,0,0,0,124030,112550,7.0,49.5,TRUST_DEED
2102-03,PARC0000001131,SFH,173896,36.93,57,101.54,5.065,52.06,47.94,INSTITUTIONAL,INVESTOR,0,0,0,150619,116777,7.8,26.9,TRUST_DEED
2102-04,PARC0000001132,MANUFACTURED,290457,187.27,28,103.31,7.417,96.09,3.91,INVESTOR,BUILDER,0,0,0,293987,239320,1.1,44.8,TRUST_DEED
2102-05,PARC0000001133,TOWNHOME,138470,54.97,165,94.72,5.558,53.1,46.9,INVESTOR,BANK_REO,0,0,0,98023,91092,3.4,91.5,TRUST_DEED
2102-06,PARC0000001134,SFH,532870,139.42,106,87.17,7.891,86.52,13.48,INVESTOR,BANK_REO,0,0,0,457145,356617,8.9,68.4,SHERIFF_DEED
2102-07,PARC0000001135,SFH,578548,828.87,157,103.54,8.649,89.94,10.06,FIRST_TIME,BANK_REO,0,1,1,447645,360196,8.1,34.0,TRUST_DEED
2102-08,PARC0000001136,MULTIFAMILY_2_4,446300,105.81,7,87.43,2.745,94.81,5.19,INVESTOR,ESTATE,0,1,1,463994,396572,5.2,33.0,QUITCLAIM
2102-09,PARC0000001137,CONDO,805282,237.27,16,111.32,6.642,75.76,24.24,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,647311,634027,4.8,97.7,TRUST_DEED
2102-10,PARC0000001138,MULTIFAMILY_2_4,400525,82.92,111,90.25,5.764,90.62,9.38,FIRST_TIME,BANK_REO,0,1,0,398185,349913,6.5,73.0,TRUST_DEED
2102-11,PARC0000001139,TOWNHOME,215764,196.15,98,95.58,3.792,95.92,4.08,RELOCATING,ESTATE,0,0,0,157776,137564,3.4,11.7,QUITCLAIM
2102-12,PARC0000001140,MANUFACTURED,751443,186.97,156,108.77,2.933,89.18,10.82,OWNER_OCCUPANT,INVESTOR,1,1,0,603374,483087,2.3,84.9,TRUST_DEED
2103-01,PARC0000001141,MULTIFAMILY_5P,135347,32.16,70,92.19,4.671,79.6,20.4,RELOCATING,INVESTOR,0,0,0,105881,84783,7.6,29.9,TRUST_DEED
2103-02,PARC0000001142,MANUFACTURED,552638,167.67,145,107.83,5.7,86.72,13.28,INVESTOR,INDIVIDUAL,0,1,0,552919,460757,9.2,35.7,TRUST_DEED
2103-03,PARC0000001143,SFH,370225,316.7,79,96.05,6.729,66.6,33.4,FIRST_TIME,BUILDER,0,1,0,355140,283472,7.0,57.9,SHERIFF_DEED
2103-04,PARC0000001144,MULTIFAMILY_5P,446637,168.92,112,111.55,3.259,87.51,12.49,FIRST_TIME,BANK_REO,0,0,0,357132,278897,6.0,83.4,TRUST_DEED
2103-05,PARC0000001145,MULTIFAMILY_2_4,139666,31.57,160,100.16,5.487,53.11,46.89,INSTITUTIONAL,INVESTOR,1,0,0,117796,99851,5.8,54.9,QUITCLAIM
2103-06,PARC0000001146,MULTIFAMILY_2_4,114637,51.59,138,87.73,6.656,65.85,34.15,INVESTOR,ESTATE,0,0,0,91646,76629,8.3,59.5,TRUST_DEED
2103-07,PARC0000001147,TOWNHOME,215967,86.32,180,89.24,3.876,88.48,11.52,INVESTOR,ESTATE,0,0,0,222819,212847,9.0,60.7,WARRANTY_DEED
2103-08,PARC0000001148,MULTIFAMILY_5P,181739,83.75,165,99.1,3.144,79.39,20.61,INVESTOR,ESTATE,0,0,0,181177,141925,8.9,48.8,WARRANTY_DEED
2103-09,PARC0000001149,SFH,242203,65.85,175,87.28,5.043,53.43,46.57,OWNER_OCCUPANT,INVESTOR,1,0,0,206799,199957,1.8,42.9,WARRANTY_DEED
2103-10,PARC0000001150,SFH,325262,65.76,90,86.08,4.824,79.41,20.59,RELOCATING,BANK_REO,0,1,0,334854,307832,6.8,89.5,FORECLOSURE_DEED
2103-11,PARC0000001151,MULTIFAMILY_2_4,354608,137.29,14,93.87,3.811,91.26,8.74,FIRST_TIME,INDIVIDUAL,0,0,0,261829,251353,7.6,56.2,TRUST_DEED
2103-12,PARC0000001152,CONDO,343023,135.1,88,98.69,8.581,90.8,9.2,FIRST_TIME,BUILDER,0,0,0,247708,196517,3.7,15.4,FORECLOSURE_DEED
2104-01,PARC0000001153,MANUFACTURED,177515,47.45,88,95.77,6.01,62.37,37.63,RELOCATING,INDIVIDUAL,0,0,0,139981,120784,4.3,99.7,QUITCLAIM
2104-02,PARC0000001154,MULTIFAMILY_5P,479266,522.65,187,100.23,2.916,69.75,30.25,INVESTOR,BUILDER,1,0,0,467250,380112,7.5,77.2,TRUST_DEED
2104-03,PARC0000001155,MULTIFAMILY_5P,327310,65.19,219,106.8,7.184,53.7,46.3,INVESTOR,INVESTOR,0,0,0,246403,217424,5.7,4.5,FORECLOSURE_DEED
2104-04,PARC0000001156,CONDO,912922,217.36,210,108.0,3.967,87.12,12.88,INSTITUTIONAL,ESTATE,0,0,0,706387,553317,6.8,13.7,SHERIFF_DEED
2104-05,PARC0000001157,TOWNHOME,652807,390.43,105,106.54,7.588,87.32,12.68,INVESTOR,INDIVIDUAL,1,0,0,530054,477548,5.1,74.8,QUITCLAIM
2104-06,PARC0000001158,TOWNHOME,215485,229.73,66,86.96,6.707,77.63,22.37,INSTITUTIONAL,BUILDER,0,0,0,166859,144052,6.7,92.8,WARRANTY_DEED
2104-07,PARC0000001159,MANUFACTURED,535620,332.27,133,110.33,6.352,52.48,47.52,INVESTOR,ESTATE,0,0,1,486570,456136,9.2,63.7,FORECLOSURE_DEED
2104-08,PARC0000001160,TOWNHOME,252522,297.43,79,100.64,7.629,96.5,3.5,INVESTOR,INDIVIDUAL,1,0,0,185058,139869,1.9,27.7,TRUST_DEED
2104-09,PARC0000001161,MULTIFAMILY_5P,323137,406.46,219,110.76,7.438,73.27,26.73,INVESTOR,BUILDER,0,0,0,300720,255587,4.2,34.2,WARRANTY_DEED
2104-10,PARC0000001162,SFH,416808,88.12,61,110.56,6.696,83.0,17.0,FIRST_TIME,ESTATE,0,1,0,435699,428249,2.4,15.4,QUITCLAIM
2104-11,PARC0000001163,MANUFACTURED,408537,106.28,214,111.32,5.543,86.7,13.3,OWNER_OCCUPANT,BUILDER,0,0,0,292315,266378,9.2,61.4,FORECLOSURE_DEED
2104-12,PARC0000001164,MULTIFAMILY_5P,399174,84.48,165,93.4,7.677,67.29,32.71,OWNER_OCCUPANT,BUILDER,0,0,0,413174,338827,7.9,59.0,SHERIFF_DEED
2105-01,PARC0000001165,CONDO,301525,69.25,119,108.16,6.156,87.52,12.48,FIRST_TIME,BUILDER,0,0,0,237027,220461,9.1,6.6,TRUST_DEED
2105-02,PARC0000001166,TOWNHOME,288897,96.33,189,105.67,7.764,57.06,42.94,INSTITUTIONAL,BANK_REO,0,0,0,267698,234521,5.0,90.1,QUITCLAIM
2105-03,PARC0000001167,CONDO,208406,52.89,127,94.05,6.912,50.28,49.72,RELOCATING,BANK_REO,0,0,0,202110,179286,9.7,56.8,TRUST_DEED
2105-04,PARC0000001168,MANUFACTURED,230317,46.38,78,102.11,6.661,60.84,39.16,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,220714,203440,5.4,66.5,SHERIFF_DEED
2105-05,PARC0000001169,CONDO,110957,48.9,116,89.15,8.206,60.79,39.21,FIRST_TIME,ESTATE,0,1,0,109468,105377,6.3,24.4,WARRANTY_DEED
2105-06,PARC0000001170,MULTIFAMILY_2_4,184901,35.77,90,87.55,6.572,61.29,38.71,INSTITUTIONAL,INVESTOR,0,0,0,161379,156380,2.3,73.1,FORECLOSURE_DEED
2105-07,PARC0000001171,SFH,244632,101.97,93,103.12,6.727,94.6,5.4,FIRST_TIME,BUILDER,0,0,0,229808,205121,6.6,62.1,SHERIFF_DEED
2105-08,PARC0000001172,MANUFACTURED,297500,75.28,62,94.88,2.914,96.99,3.01,RELOCATING,ESTATE,1,0,0,244635,221236,6.1,72.9,TRUST_DEED
2105-09,PARC0000001173,CONDO,429813,93.23,119,91.39,2.582,63.12,36.88,INVESTOR,ESTATE,1,1,0,310938,290303,4.9,91.8,QUITCLAIM
2105-10,PARC0000001174,MULTIFAMILY_5P,168267,42.56,220,92.95,4.152,58.66,41.34,INVESTOR,BUILDER,1,0,0,153075,124851,9.5,9.5,SHERIFF_DEED
2105-11,PARC0000001175,CONDO,262974,124.99,1,85.72,7.165,55.67,44.33,FIRST_TIME,ESTATE,0,0,0,191652,156152,4.4,59.0,TRUST_DEED
2105-12,PARC0000001176,MULTIFAMILY_2_4,256344,63.5,82,109.22,3.93,53.06,46.94,RELOCATING,INDIVIDUAL,1,1,0,232397,210026,3.8,52.7,SHERIFF_DEED
2106-01,PARC0000001177,MULTIFAMILY_5P,297232,72.25,75,93.81,8.726,57.6,42.4,FIRST_TIME,INDIVIDUAL,0,0,0,270752,244487,4.5,45.1,FORECLOSURE_DEED
2106-02,PARC0000001178,MANUFACTURED,207771,140.67,129,102.77,3.006,59.03,40.97,FIRST_TIME,ESTATE,0,0,1,188637,146148,4.0,83.5,TRUST_DEED
2106-03,PARC0000001179,MANUFACTURED,147101,50.02,175,110.79,7.576,56.86,43.14,INVESTOR,BUILDER,0,0,0,126610,116468,7.0,11.9,FORECLOSURE_DEED
2106-04,PARC0000001180,MANUFACTURED,317545,64.59,198,103.32,2.904,53.34,46.66,INSTITUTIONAL,INDIVIDUAL,0,0,0,270838,241324,4.2,64.6,TRUST_DEED
2106-05,PARC0000001181,MANUFACTURED,143965,99.7,195,91.78,7.309,56.11,43.89,RELOCATING,INDIVIDUAL,0,0,0,101190,79357,4.8,84.6,WARRANTY_DEED
2106-06,PARC0000001182,TOWNHOME,259479,94.8,207,92.56,2.435,96.32,3.68,FIRST_TIME,ESTATE,0,1,0,222157,177491,1.0,54.5,TRUST_DEED
2106-07,PARC0000001183,SFH,201648,55.03,69,94.33,8.548,60.48,39.52,INSTITUTIONAL,ESTATE,0,0,1,171884,163746,3.4,61.2,QUITCLAIM
2106-08,PARC0000001184,SFH,154277,38.92,195,107.51,3.277,77.7,22.3,FIRST_TIME,BANK_REO,0,0,0,129635,123089,7.6,63.1,TRUST_DEED
2106-09,PARC0000001185,SFH,200130,238.82,5,90.16,6.393,50.64,49.36,RELOCATING,INDIVIDUAL,0,0,0,147606,141599,5.0,71.5,SHERIFF_DEED
2106-10,PARC0000001186,TOWNHOME,344333,438.08,129,102.46,5.312,79.23,20.77,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,348574,319155,7.9,22.5,TRUST_DEED
2106-11,PARC0000001187,TOWNHOME,269510,64.54,178,98.27,8.576,75.87,24.13,OWNER_OCCUPANT,BANK_REO,1,0,0,267616,215625,5.0,89.0,FORECLOSURE_DEED
2106-12,PARC0000001188,MULTIFAMILY_5P,342003,445.9,59,102.32,4.907,80.35,19.65,INSTITUTIONAL,INVESTOR,0,0,0,358760,298881,7.9,39.8,QUITCLAIM
2107-01,PARC0000001189,TOWNHOME,109119,29.0,111,109.12,7.186,60.09,39.91,INVESTOR,INVESTOR,1,0,1,83312,70096,6.1,53.3,SHERIFF_DEED
2107-02,PARC0000001190,SFH,288941,55.93,122,88.33,6.948,62.84,37.16,RELOCATING,INDIVIDUAL,0,0,0,217497,195786,4.6,46.4,TRUST_DEED
2107-03,PARC0000001191,TOWNHOME,208865,56.86,144,102.69,8.185,80.56,19.44,OWNER_OCCUPANT,INVESTOR,0,1,0,182977,164718,3.3,67.6,QUITCLAIM
2107-04,PARC0000001192,CONDO,82640,50.76,217,108.46,4.458,63.73,36.27,INSTITUTIONAL,ESTATE,0,1,0,74544,69266,9.4,10.6,SHERIFF_DEED
2107-05,PARC0000001193,MULTIFAMILY_5P,407971,135.72,141,100.38,6.88,79.45,20.55,OWNER_OCCUPANT,BANK_REO,0,0,0,427047,399428,3.1,7.6,SHERIFF_DEED
2107-06,PARC0000001194,SFH,544155,171.06,122,87.82,5.225,95.45,4.55,FIRST_TIME,BANK_REO,0,1,0,566762,557482,4.8,22.3,WARRANTY_DEED
2107-07,PARC0000001195,MANUFACTURED,495447,221.58,51,101.77,7.606,55.66,44.34,RELOCATING,ESTATE,0,0,0,454803,361924,7.8,32.6,SHERIFF_DEED
2107-08,PARC0000001196,CONDO,185285,87.69,187,105.19,8.118,96.35,3.65,INVESTOR,BUILDER,0,0,0,151782,126501,3.2,3.2,WARRANTY_DEED
2107-09,PARC0000001197,CONDO,480511,210.2,111,90.53,5.307,72.72,27.28,RELOCATING,INVESTOR,1,0,0,423315,401472,2.2,54.6,SHERIFF_DEED
2107-10,PARC0000001198,CONDO,247071,56.75,71,106.5,8.453,65.51,34.49,INVESTOR,ESTATE,0,1,0,231470,189494,8.7,56.1,FORECLOSURE_DEED
2107-11,PARC0000001199,TOWNHOME,498139,392.85,10,102.94,5.054,74.0,26.0,INVESTOR,ESTATE,0,0,0,410317,395454,6.4,41.1,WARRANTY_DEED
2107-12,PARC0000001200,MULTIFAMILY_5P,496337,198.22,98,105.42,3.716,56.92,43.08,INSTITUTIONAL,BUILDER,0,0,0,436976,346844,3.8,98.1,TRUST_DEED
