biz_small_application_date,biz_small_entity_type_code,biz_small_founder_demographic_category,biz_small_home_based_business_flag,biz_small_industry_intent_nic,biz_small_expected_first_payroll_date,biz_small_expected_hiring_count,biz_small_expected_revenue_bracket,biz_small_financing_source_code,biz_small_loan_approval_flag,biz_small_loan_amount_inr,biz_small_credit_score_band,biz_small_business_license_required_flag,biz_small_permit_complexity_score,biz_small_incubator_participation_flag,biz_small_mentor_hours_received,biz_small_online_presence_score,biz_small_ecommerce_enablement_flag,biz_small_closure_within_1yr_flag,biz_small_growth_intent_score
2023-08-17,opc,women,0,8657,2024-05-06,6,10L-50L,family_friends,1,2163748.34,600-649,1,62.86,0,21.94,41.13,1,0,62.57
2021-11-18,section8,first_time_founder,0,9503,2022-02-05,9,10Cr+,bank_loan,1,7360052.97,NA,1,48.03,0,7.29,58.81,0,0,69.2
2020-09-15,pvt_ltd,veteran,0,7316,2021-01-20,10,50L-2Cr,family_friends,0,0.0,300-599,1,61.22,0,16.01,38.78,1,1,55.74
2020-10-17,partnership,women,0,3267,2021-08-27,1,50L-2Cr,family_friends,1,1833515.34,600-649,1,5.48,0,18.59,84.22,1,0,88.71
2023-04-22,llp,sc,1,2752,2024-03-19,9,0-10L,bank_loan,0,0.0,300-599,1,25.15,0,35.7,35.42,1,1,38.46
2025-06-30,opc,minority,0,3712,2026-03-11,4,0-10L,angel,0,0.0,300-599,1,61.31,0,67.61,77.25,1,0,40.88
2020-06-24,partnership,first_time_founder,0,9453,2020-12-03,4,0-10L,bank_loan,1,4765043.17,600-649,1,52.63,0,63.18,76.95,0,0,81.18
2021-04-30,opc,women,0,2550,2021-09-08,3,50L-2Cr,angel,0,0.0,600-649,1,69.46,0,6.94,71.55,0,0,100.0
2024-03-26,partnership,women,0,1023,2024-06-07,1,10L-50L,vc,0,0.0,NA,1,14.18,0,10.42,45.44,1,1,33.77
2025-06-09,opc,women,0,6757,2025-12-03,10,10Cr+,invoice_finance,0,0.0,NA,1,49.09,0,28.9,68.5,0,0,57.87
2019-06-12,proprietorship,minority,0,4138,2019-11-18,2,0-10L,vc,1,1877086.18,300-599,0,75.24,0,11.18,38.14,0,0,67.53
2019-06-16,llp,general,0,3138,2019-08-25,8,2Cr-10Cr,angel,0,0.0,300-599,0,52.37,0,13.13,61.49,0,0,75.55
2023-07-22,section8,differently_abled,0,8744,2024-07-16,9,50L-2Cr,nbfc,1,2845461.34,NA,1,67.56,0,38.5,58.64,0,1,58.65
2021-02-20,producer_company,sc,0,5912,2021-11-06,4,50L-2Cr,family_friends,0,0.0,600-649,0,8.64,0,149.83,37.29,0,0,50.87
2025-08-21,opc,sc,0,7646,2026-05-24,5,10Cr+,nbfc,0,0.0,NA,0,15.78,0,36.62,40.94,1,0,38.18
2021-10-08,opc,differently_abled,0,9718,2022-08-28,4,2Cr-10Cr,self_funded,0,0.0,300-599,1,8.52,0,41.93,65.82,0,1,100.0
2019-05-23,partnership,st,0,3597,2019-12-01,4,2Cr-10Cr,bank_loan,0,0.0,600-649,1,79.82,0,42.81,55.87,1,0,32.12
2021-01-01,proprietorship,obc,0,1432,2021-10-29,13,10L-50L,nbfc,1,4769363.89,NA,1,68.46,1,69.75,67.24,1,0,48.05
2025-08-30,partnership,first_time_founder,0,2375,2026-07-10,6,10Cr+,govt_grant,0,0.0,300-599,0,61.77,0,82.5,60.45,0,0,90.25
2020-07-31,section8,st,0,4820,2021-03-14,28,50L-2Cr,vc,1,975628.28,650-699,0,33.65,0,80.08,29.45,1,0,72.53
2020-03-18,opc,differently_abled,0,7693,2020-10-11,6,0-10L,family_friends,0,0.0,NA,1,47.32,0,2.04,41.12,1,0,57.24
2021-05-21,partnership,sc,1,7324,2022-04-15,10,10L-50L,invoice_finance,0,0.0,NA,1,36.84,0,17.43,28.46,0,0,68.79
2023-12-20,section8,women,0,1618,2024-01-29,11,10L-50L,vc,1,3291834.55,750-900,1,48.07,0,30.26,51.82,1,0,62.59
2025-08-16,section8,sc,1,8740,2026-04-05,2,2Cr-10Cr,bank_loan,0,0.0,300-599,0,46.03,0,9.88,48.2,1,0,69.81
2025-10-29,llp,st,1,1714,2026-02-24,10,50L-2Cr,nbfc,0,0.0,NA,1,47.88,0,18.48,52.59,0,0,72.77
2025-10-27,llp,minority,0,9576,2026-01-12,8,50L-2Cr,bank_loan,0,0.0,NA,1,26.7,0,50.52,49.36,1,0,59.19
2025-04-02,partnership,veteran,0,5701,2025-11-05,1,50L-2Cr,invoice_finance,0,0.0,300-599,1,32.31,1,14.09,51.65,0,0,54.85
2020-10-19,section8,veteran,1,3861,2021-05-02,4,10L-50L,bank_loan,1,1281245.33,750-900,0,22.83,0,63.27,82.57,1,0,64.72
2026-01-30,pvt_ltd,women,1,6287,2027-01-27,13,50L-2Cr,vc,1,5765921.31,700-749,1,3.13,0,10.31,45.07,0,0,44.84
2024-09-06,pvt_ltd,st,1,6359,2025-02-11,4,2Cr-10Cr,govt_grant,1,608788.76,750-900,0,29.77,0,1.97,48.57,0,0,51.34
2024-09-02,section8,minority,0,6880,2024-12-17,1,50L-2Cr,bank_loan,0,0.0,600-649,0,49.34,0,14.93,68.47,0,0,64.93
2024-04-20,pvt_ltd,first_time_founder,1,6893,2024-12-22,18,2Cr-10Cr,vc,0,0.0,600-649,1,32.25,0,35.04,40.33,0,1,47.82
2025-12-25,proprietorship,women,1,2667,2026-01-23,19,10L-50L,self_funded,1,2229462.88,600-649,1,68.98,0,21.92,65.64,1,0,83.95
2019-07-02,section8,sc,0,5586,2020-04-07,14,50L-2Cr,family_friends,0,0.0,NA,1,72.69,0,67.44,91.68,1,0,40.32
2021-03-24,opc,differently_abled,0,9817,2022-01-12,25,0-10L,angel,1,3026357.48,700-749,1,23.42,0,116.45,52.99,0,0,49.52
2022-10-12,section8,veteran,1,7446,2023-04-10,10,0-10L,govt_grant,0,0.0,300-599,1,27.62,0,103.77,64.13,1,0,72.07
2021-03-26,pvt_ltd,first_time_founder,0,6472,2021-12-16,33,2Cr-10Cr,bank_loan,0,0.0,NA,1,55.19,0,40.83,58.38,0,0,63.81
2020-07-26,partnership,sc,0,7994,2020-12-27,10,2Cr-10Cr,family_friends,0,0.0,NA,0,35.15,0,17.3,86.58,1,0,62.94
2024-03-15,pvt_ltd,minority,0,4508,2025-01-16,8,0-10L,govt_grant,1,2795131.6,650-699,1,22.58,0,10.47,85.22,0,0,77.58
2019-03-02,opc,veteran,1,6916,2019-06-19,60,10L-50L,invoice_finance,1,6241249.68,300-599,0,27.79,0,40.25,77.32,0,0,75.62
2022-03-14,llp,veteran,0,3233,2023-03-13,3,0-10L,nbfc,1,11778418.88,700-749,1,53.18,0,26.67,52.75,0,0,43.99
2022-03-05,partnership,obc,1,4893,2022-03-30,5,50L-2Cr,self_funded,0,0.0,600-649,0,63.01,0,216.7,48.97,1,0,77.63
2021-05-18,section8,differently_abled,1,3902,2021-11-10,5,0-10L,govt_grant,0,0.0,300-599,0,15.46,0,11.2,52.75,0,0,61.42
2023-09-11,pvt_ltd,obc,0,6400,2024-07-03,4,0-10L,angel,0,0.0,NA,0,25.38,1,39.84,55.79,1,0,78.6
2024-09-09,section8,differently_abled,0,7747,2025-08-09,13,50L-2Cr,vc,0,0.0,600-649,1,69.06,0,202.82,100.0,0,0,72.95
2021-08-01,partnership,sc,1,8919,2021-10-23,4,10L-50L,bank_loan,1,6151982.55,650-699,0,63.51,0,85.15,75.68,1,0,71.31
2023-07-07,pvt_ltd,sc,0,8543,2024-06-19,5,50L-2Cr,invoice_finance,0,0.0,300-599,1,74.65,1,149.55,50.13,0,0,35.61
2019-10-06,opc,obc,0,2300,2020-01-26,0,50L-2Cr,nbfc,0,0.0,NA,1,0.0,0,34.48,59.1,0,0,77.1
2023-03-25,proprietorship,differently_abled,1,9703,2024-01-06,7,50L-2Cr,vc,0,0.0,NA,0,19.24,0,99.61,91.78,1,0,80.11
2021-10-05,partnership,minority,1,2405,2022-06-16,2,2Cr-10Cr,invoice_finance,1,2304976.69,700-749,1,55.33,0,64.48,50.72,0,0,41.1
2022-04-07,opc,st,1,5392,2022-05-11,2,2Cr-10Cr,govt_grant,0,0.0,600-649,1,7.81,0,52.68,30.44,1,0,82.89
2021-12-12,opc,differently_abled,0,2334,2022-03-17,5,0-10L,angel,0,0.0,NA,0,25.56,0,17.71,53.72,1,0,81.8
2022-12-31,producer_company,st,0,4342,2023-08-01,1,50L-2Cr,govt_grant,0,0.0,NA,1,60.26,0,93.59,66.67,0,0,57.67
2025-04-27,partnership,veteran,1,3189,2025-07-06,6,10L-50L,invoice_finance,0,0.0,300-599,1,43.41,0,39.76,99.45,0,0,57.24
2020-01-31,proprietorship,differently_abled,0,9285,2020-03-26,23,50L-2Cr,self_funded,0,0.0,300-599,0,32.86,0,63.68,74.16,1,0,54.13
2025-08-14,section8,st,0,8240,2026-01-02,5,2Cr-10Cr,bank_loan,0,0.0,NA,1,91.46,0,23.03,85.92,0,0,64.67
2021-12-08,partnership,obc,0,8311,2022-06-17,8,2Cr-10Cr,nbfc,1,4515341.67,750-900,1,41.5,1,5.87,30.97,1,0,62.17
2024-11-20,pvt_ltd,obc,0,8457,2025-08-21,1,50L-2Cr,angel,0,0.0,NA,1,29.57,0,18.67,78.96,0,0,57.14
2023-05-28,producer_company,women,0,7849,2024-04-14,4,50L-2Cr,govt_grant,0,0.0,NA,0,41.23,0,80.95,72.2,1,0,49.42
2019-03-09,llp,general,0,2888,2019-07-31,6,10Cr+,bank_loan,1,3310181.12,NA,1,64.41,0,4.33,37.3,1,1,64.9
2022-12-20,pvt_ltd,veteran,1,2347,2023-05-15,7,2Cr-10Cr,family_friends,1,472325.42,650-699,1,37.63,1,48.23,51.09,0,0,76.96
2019-05-22,llp,first_time_founder,1,4157,2020-03-28,4,2Cr-10Cr,govt_grant,0,0.0,NA,0,54.01,0,13.97,28.32,1,0,80.61
2022-09-03,partnership,veteran,1,6312,2023-05-29,5,2Cr-10Cr,govt_grant,1,2057616.9,600-649,0,31.07,1,40.32,54.29,0,0,40.87
2025-12-19,opc,st,0,8275,2026-10-11,4,10Cr+,family_friends,0,0.0,300-599,0,53.06,1,113.13,94.84,1,0,40.82
2025-09-08,llp,differently_abled,1,9769,2025-12-01,5,50L-2Cr,bank_loan,1,2925609.56,300-599,1,61.73,0,13.95,51.53,0,0,66.31
2023-10-01,section8,sc,1,5235,2024-03-30,2,0-10L,self_funded,1,853410.87,750-900,0,62.67,0,36.25,86.04,1,0,47.91
2024-03-29,pvt_ltd,sc,1,7457,2025-02-17,5,2Cr-10Cr,bank_loan,0,0.0,600-649,0,48.53,0,35.06,75.97,0,0,92.25
2020-06-12,pvt_ltd,first_time_founder,0,6429,2020-07-03,7,10Cr+,self_funded,1,3869797.81,NA,0,23.4,0,13.26,69.48,1,0,73.93
2023-11-10,llp,differently_abled,0,9749,2024-01-18,5,10L-50L,angel,1,7909303.33,700-749,1,45.45,0,11.48,35.77,1,0,81.12
2019-02-24,opc,differently_abled,0,7310,2020-01-23,9,0-10L,angel,0,0.0,300-599,1,67.06,1,9.17,44.54,1,0,75.93
2022-01-14,proprietorship,minority,0,4515,2022-12-01,4,2Cr-10Cr,family_friends,0,0.0,600-649,0,73.13,0,15.12,54.71,0,0,72.19
2020-07-02,producer_company,differently_abled,0,3169,2020-10-24,12,0-10L,govt_grant,1,3061546.97,600-649,0,73.36,0,9.9,70.68,1,0,30.01
2025-11-09,opc,general,1,8791,2026-08-04,16,50L-2Cr,vc,1,5217298.84,650-699,0,37.52,0,42.36,64.99,0,0,79.53
2019-10-22,section8,differently_abled,0,4690,2020-06-11,5,10L-50L,self_funded,0,0.0,300-599,1,9.57,0,28.04,43.42,1,1,57.0
2022-03-01,proprietorship,women,0,3585,2022-11-12,12,0-10L,nbfc,0,0.0,300-599,1,83.13,0,59.73,42.16,0,0,55.74
2021-03-29,section8,first_time_founder,0,6962,2022-03-03,9,10Cr+,govt_grant,0,0.0,300-599,1,38.08,0,15.54,78.12,1,0,76.22
2024-12-01,partnership,differently_abled,1,4832,2025-08-28,2,10L-50L,family_friends,0,0.0,NA,1,42.69,0,10.0,49.1,1,0,80.77
2023-02-08,opc,differently_abled,0,4482,2023-04-08,2,0-10L,family_friends,0,0.0,NA,0,36.63,0,17.83,45.76,1,0,72.95
2021-08-23,producer_company,differently_abled,0,5826,2022-06-14,14,10L-50L,family_friends,1,7318351.88,650-699,0,42.0,0,22.61,29.93,1,0,91.34
2021-01-31,opc,st,1,2108,2021-08-17,24,2Cr-10Cr,angel,0,0.0,NA,1,46.4,0,19.65,39.28,0,0,55.68
2023-07-31,producer_company,st,1,3353,2024-02-28,4,10Cr+,bank_loan,1,1982660.5,NA,1,57.88,1,22.16,50.75,0,0,43.18
2024-09-10,opc,differently_abled,0,5350,2025-01-20,3,50L-2Cr,nbfc,1,2935984.64,650-699,1,34.37,0,31.56,34.2,0,0,79.28
2022-05-21,partnership,sc,1,3311,2022-11-13,2,0-10L,self_funded,1,1275636.38,700-749,1,48.51,0,103.08,45.32,0,0,83.14
2019-08-03,proprietorship,st,0,3459,2019-09-09,12,0-10L,bank_loan,0,0.0,600-649,0,30.52,1,13.88,45.21,1,0,81.35
2019-02-17,pvt_ltd,women,0,5914,2020-01-20,14,10L-50L,invoice_finance,0,0.0,600-649,1,61.63,0,79.63,37.25,0,0,49.09
2022-03-25,producer_company,minority,1,6293,2023-02-04,7,10L-50L,angel,0,0.0,600-649,0,49.56,1,58.42,73.55,1,0,94.05
2019-12-01,partnership,general,1,9187,2020-10-29,16,10L-50L,angel,0,0.0,600-649,0,39.79,0,18.22,15.63,1,0,64.44
2019-03-02,section8,differently_abled,0,7982,2020-02-05,8,50L-2Cr,self_funded,1,6948327.43,650-699,0,24.24,0,10.97,78.58,0,1,46.76
2023-01-08,proprietorship,st,0,1634,2023-07-30,17,0-10L,bank_loan,0,0.0,NA,1,39.62,0,14.01,47.56,0,0,68.79
2023-01-20,pvt_ltd,sc,0,8080,2023-10-04,8,0-10L,nbfc,1,1971642.75,650-699,1,64.22,0,29.21,69.2,1,0,84.68
2021-05-31,llp,st,0,1217,2022-01-25,1,0-10L,bank_loan,1,888288.7,700-749,1,41.01,0,9.99,45.5,0,0,72.65
2021-05-29,section8,minority,0,5081,2022-01-08,13,10L-50L,family_friends,0,0.0,NA,1,51.24,1,7.89,72.12,1,0,48.58
2025-09-13,pvt_ltd,women,0,7232,2025-12-31,9,2Cr-10Cr,bank_loan,0,0.0,300-599,1,36.78,0,21.15,53.67,0,0,61.76
2020-12-27,producer_company,sc,0,2056,2021-05-04,3,10L-50L,family_friends,0,0.0,300-599,0,71.81,0,6.86,81.38,0,0,76.3
2023-10-22,llp,veteran,0,5955,2024-10-20,2,10L-50L,nbfc,1,1343891.32,650-699,1,60.23,0,64.07,42.8,0,0,49.68
2025-11-20,proprietorship,st,0,4460,2026-10-07,19,10Cr+,self_funded,1,6480854.72,300-599,0,53.67,0,12.8,57.19,1,0,68.39
2024-08-30,llp,minority,0,1856,2025-04-09,38,2Cr-10Cr,self_funded,0,0.0,NA,0,56.74,0,61.17,70.22,1,0,86.06
2020-11-09,opc,general,1,6721,2021-05-05,6,0-10L,angel,1,1450358.95,750-900,0,49.94,1,37.24,79.8,1,0,67.6
2024-01-04,proprietorship,first_time_founder,0,6001,2024-07-05,4,0-10L,nbfc,0,0.0,NA,1,35.99,0,13.99,62.65,0,0,58.69
2021-07-01,section8,minority,0,9867,2022-04-07,1,0-10L,angel,0,0.0,NA,0,35.33,0,12.24,63.15,0,0,61.93
2020-12-14,llp,st,0,7839,2021-03-11,2,10L-50L,bank_loan,1,8690156.22,NA,0,63.89,0,9.48,4.59,0,0,61.26
2022-03-08,producer_company,st,0,6502,2022-07-19,4,50L-2Cr,vc,0,0.0,300-599,1,69.38,0,29.08,63.34,1,0,0.0
2024-01-10,partnership,sc,0,8995,2024-09-12,17,50L-2Cr,vc,0,0.0,300-599,1,50.98,0,21.09,57.4,1,0,72.91
2023-01-05,producer_company,veteran,0,1003,2023-07-06,64,2Cr-10Cr,family_friends,0,0.0,NA,0,55.58,0,34.33,75.92,0,0,87.41
2023-02-10,llp,st,0,7604,2023-12-30,3,10L-50L,vc,1,1173128.09,700-749,1,45.19,1,21.74,52.4,1,0,73.14
2021-10-06,proprietorship,general,0,7208,2022-07-10,1,10L-50L,angel,0,0.0,600-649,1,79.74,0,10.19,67.53,0,1,36.55
2022-01-07,pvt_ltd,differently_abled,1,3765,2022-05-11,4,2Cr-10Cr,family_friends,1,5527883.06,750-900,1,36.44,0,19.6,31.37,1,0,38.53
2023-04-24,producer_company,general,0,3344,2023-11-03,15,50L-2Cr,bank_loan,0,0.0,600-649,1,83.16,0,42.06,58.98,0,0,62.95
2021-09-04,pvt_ltd,differently_abled,0,9269,2022-08-08,8,10L-50L,govt_grant,0,0.0,300-599,0,36.21,0,45.9,72.33,1,0,21.56
2023-09-18,producer_company,sc,0,8994,2024-02-14,5,2Cr-10Cr,nbfc,0,0.0,NA,0,12.61,0,16.82,76.39,1,0,80.05
2023-04-23,opc,general,0,1527,2023-10-08,2,10Cr+,family_friends,0,0.0,300-599,0,38.32,1,58.67,51.31,1,0,51.49
2021-02-28,opc,first_time_founder,1,2194,2022-02-15,4,50L-2Cr,family_friends,0,0.0,NA,1,45.65,0,92.12,100.0,1,0,77.12
2025-11-24,proprietorship,st,0,4399,2026-07-30,1,50L-2Cr,family_friends,0,0.0,NA,1,37.6,0,67.24,33.75,0,0,63.12
2023-12-18,llp,obc,0,7109,2024-07-19,3,0-10L,angel,0,0.0,600-649,1,62.6,0,26.95,57.31,0,0,56.51
2025-05-07,llp,minority,0,6524,2026-03-14,13,10L-50L,govt_grant,0,0.0,NA,0,67.07,0,4.49,43.43,1,0,73.75
2026-02-11,proprietorship,minority,1,6447,2026-05-02,8,0-10L,govt_grant,0,0.0,NA,0,33.77,0,31.71,99.31,0,0,48.35
2024-10-08,pvt_ltd,minority,1,9152,2025-06-09,16,10L-50L,bank_loan,0,0.0,300-599,0,40.41,0,16.74,45.65,0,0,91.13
2021-04-10,llp,obc,0,3753,2021-06-15,4,10Cr+,angel,0,0.0,NA,1,30.93,0,35.54,33.77,0,1,71.73
2024-12-29,opc,general,0,9091,2025-12-15,3,10Cr+,bank_loan,1,3094483.35,750-900,1,70.03,1,41.24,54.2,1,0,40.27
2025-03-26,producer_company,differently_abled,0,7249,2025-09-10,12,2Cr-10Cr,govt_grant,1,3950360.23,650-699,1,58.6,0,11.21,66.38,0,0,66.28
2021-10-31,partnership,obc,0,8867,2021-12-15,3,0-10L,invoice_finance,0,0.0,300-599,1,49.18,0,48.28,46.06,0,0,86.34
2022-05-18,proprietorship,general,1,4783,2023-04-30,2,2Cr-10Cr,bank_loan,0,0.0,NA,0,47.52,0,31.76,51.54,0,0,66.54
2024-05-08,pvt_ltd,st,0,5607,2024-08-23,1,10Cr+,govt_grant,0,0.0,600-649,1,27.05,0,19.9,69.85,1,0,59.38
2023-09-13,pvt_ltd,obc,0,9629,2024-01-29,9,10Cr+,self_funded,0,0.0,300-599,1,78.44,1,43.12,24.51,1,0,63.0
2020-12-09,proprietorship,women,0,7345,2021-10-24,3,2Cr-10Cr,vc,0,0.0,NA,1,42.19,1,4.56,85.02,1,0,56.46
2025-09-10,section8,differently_abled,0,9066,2026-05-31,17,0-10L,self_funded,0,0.0,300-599,0,39.85,0,20.34,37.9,0,0,53.95
2020-10-10,producer_company,women,0,9403,2021-09-18,8,0-10L,invoice_finance,1,1835263.78,300-599,1,81.81,0,142.93,73.8,0,0,64.24
2024-05-21,section8,differently_abled,1,3912,2025-03-10,10,50L-2Cr,vc,1,1075826.89,650-699,1,30.47,0,23.04,25.06,0,0,47.22
2021-03-15,section8,minority,1,9570,2021-10-31,5,2Cr-10Cr,bank_loan,0,0.0,600-649,1,60.76,0,7.61,87.2,1,0,58.68
2021-11-29,section8,minority,0,5823,2022-07-04,2,2Cr-10Cr,self_funded,0,0.0,300-599,1,65.12,1,12.21,59.06,0,0,43.17
2023-11-05,llp,veteran,0,9322,2024-05-06,10,2Cr-10Cr,bank_loan,1,782345.99,650-699,0,34.03,0,2.84,31.36,0,0,90.46
2019-05-08,opc,sc,0,5273,2019-11-16,2,0-10L,angel,1,759714.93,300-599,1,28.48,0,19.02,66.0,0,1,71.28
2025-12-17,section8,women,1,5647,2026-08-02,6,10L-50L,bank_loan,1,2868930.5,650-699,0,92.18,0,8.0,40.3,1,0,71.99
2020-04-19,section8,differently_abled,0,5566,2020-08-05,2,10L-50L,nbfc,0,0.0,NA,0,34.57,1,39.79,86.63,1,0,49.35
2023-09-30,partnership,minority,0,3121,2024-03-09,3,10Cr+,self_funded,0,0.0,600-649,0,14.37,0,31.18,79.49,0,0,60.35
2022-10-23,section8,women,0,9671,2022-11-09,1,50L-2Cr,self_funded,0,0.0,NA,1,11.38,0,20.61,42.08,1,0,100.0
2023-02-10,proprietorship,general,0,6581,2024-01-24,2,0-10L,vc,0,0.0,300-599,0,85.79,0,25.37,85.61,0,0,52.65
2020-01-27,producer_company,differently_abled,0,3310,2020-09-16,11,50L-2Cr,nbfc,0,0.0,NA,0,82.16,0,31.14,89.08,1,0,66.36
2025-07-26,opc,veteran,0,2272,2026-05-21,4,0-10L,nbfc,0,0.0,300-599,1,2.4,0,30.24,47.67,1,0,40.52
2023-11-26,section8,st,1,3985,2024-11-04,12,10Cr+,family_friends,1,1304743.61,NA,0,45.53,0,75.32,32.77,1,0,100.0
2020-10-23,pvt_ltd,sc,0,8420,2020-12-07,16,10Cr+,angel,1,4696151.2,750-900,1,47.19,0,25.41,73.46,1,1,58.99
2022-05-20,pvt_ltd,veteran,0,4692,2022-10-16,4,50L-2Cr,govt_grant,1,3658665.87,NA,0,80.92,0,23.47,2.3,0,0,57.92
2020-10-20,pvt_ltd,obc,0,3047,2020-12-01,2,0-10L,vc,0,0.0,300-599,0,44.73,0,54.01,51.02,0,0,49.44
2025-04-02,producer_company,sc,1,2508,2025-05-05,5,50L-2Cr,angel,0,0.0,600-649,1,86.44,0,19.45,66.77,0,0,37.72
2024-09-11,producer_company,obc,0,6442,2025-04-16,4,0-10L,bank_loan,1,10915108.2,700-749,0,8.73,0,11.8,81.36,1,0,79.89
2019-01-15,proprietorship,obc,1,7268,2019-10-19,6,0-10L,angel,1,2972631.49,700-749,1,26.5,0,59.96,36.51,0,0,74.68
2020-10-12,section8,differently_abled,1,8909,2021-01-08,1,10L-50L,invoice_finance,0,0.0,NA,1,39.25,0,53.04,37.91,0,0,57.54
2019-01-22,llp,obc,1,8034,2019-06-10,4,10Cr+,govt_grant,0,0.0,300-599,0,25.69,0,16.23,60.88,0,0,59.68
2019-11-20,producer_company,veteran,0,9015,2020-09-09,6,10L-50L,bank_loan,0,0.0,NA,1,68.43,0,16.13,62.78,0,0,63.72
2024-04-11,partnership,minority,0,2425,2024-09-08,1,2Cr-10Cr,invoice_finance,1,2120034.31,750-900,1,43.01,0,20.47,89.26,0,0,96.23
2019-06-13,opc,obc,0,7208,2020-02-12,44,2Cr-10Cr,angel,0,0.0,NA,0,50.12,0,17.15,89.49,0,0,59.0
2019-03-19,llp,differently_abled,1,8416,2019-12-08,10,10L-50L,vc,0,0.0,600-649,1,38.61,0,15.95,42.0,1,0,99.54
2023-02-18,producer_company,sc,0,9144,2023-10-08,10,10L-50L,invoice_finance,0,0.0,NA,1,27.84,0,35.77,60.92,0,0,47.12
2021-02-19,producer_company,sc,1,8685,2021-05-16,2,10L-50L,self_funded,1,2687358.99,700-749,1,50.01,0,37.61,55.78,0,0,26.54
2024-02-14,partnership,general,0,8662,2024-06-24,10,0-10L,invoice_finance,0,0.0,600-649,1,51.25,0,48.32,74.3,1,0,47.63
2019-06-06,opc,veteran,1,7169,2019-12-28,1,50L-2Cr,vc,1,5164239.95,300-599,1,86.41,0,3.56,42.76,0,0,31.23
2024-03-14,opc,sc,0,9172,2024-12-06,1,50L-2Cr,family_friends,1,2015489.02,600-649,0,96.05,0,84.08,85.45,0,0,24.66
2019-08-19,partnership,differently_abled,0,1269,2019-12-09,2,10Cr+,family_friends,0,0.0,600-649,1,30.66,0,80.26,37.33,0,0,96.9
2022-06-01,llp,women,1,5222,2023-02-16,7,2Cr-10Cr,vc,0,0.0,300-599,0,64.24,0,9.74,53.9,1,0,72.96
2023-01-11,proprietorship,women,0,5670,2023-05-29,4,2Cr-10Cr,family_friends,0,0.0,NA,0,36.39,0,26.07,53.02,0,0,72.76
2022-11-18,llp,obc,1,9570,2023-05-29,9,2Cr-10Cr,nbfc,1,3336612.04,750-900,0,53.22,0,43.34,36.35,0,0,48.5
2023-03-01,llp,first_time_founder,1,7624,2023-10-29,5,10Cr+,invoice_finance,1,3440655.27,750-900,0,40.78,0,10.76,37.43,1,0,93.67
2019-05-11,pvt_ltd,sc,1,4687,2020-04-04,3,0-10L,angel,1,2674101.74,300-599,1,52.54,0,12.05,30.69,0,0,72.13
2020-02-24,partnership,sc,0,4378,2020-12-28,3,0-10L,self_funded,1,1580709.18,750-900,0,39.87,0,14.86,55.43,0,0,77.25
2021-01-10,llp,obc,0,3591,2021-11-08,11,0-10L,bank_loan,0,0.0,300-599,1,50.24,0,26.17,24.94,0,0,35.45
2021-11-19,partnership,differently_abled,1,2746,2022-04-02,3,2Cr-10Cr,family_friends,1,11127154.9,300-599,0,44.63,0,15.47,61.57,0,0,70.88
2025-01-04,partnership,general,1,5314,2025-12-21,10,2Cr-10Cr,angel,0,0.0,NA,0,73.69,0,24.38,68.85,0,0,34.78
2019-03-27,section8,obc,1,9972,2019-06-17,5,50L-2Cr,vc,0,0.0,600-649,1,63.48,0,20.89,51.62,0,0,83.11
2019-08-23,opc,general,0,8646,2020-07-17,2,0-10L,bank_loan,1,5076970.33,600-649,1,52.36,0,97.58,72.82,1,0,63.18
2019-03-22,opc,veteran,0,2043,2019-07-02,20,50L-2Cr,angel,0,0.0,NA,0,36.4,1,10.67,59.3,1,1,52.42
2022-05-19,llp,sc,1,5969,2022-10-13,1,10L-50L,nbfc,0,0.0,300-599,0,28.84,0,9.61,46.97,0,0,66.41
2021-10-02,pvt_ltd,st,0,6947,2022-04-15,2,0-10L,invoice_finance,0,0.0,300-599,1,71.98,0,17.7,53.13,1,0,35.53
2020-10-24,llp,women,1,7905,2021-01-03,3,10L-50L,vc,1,1745569.03,300-599,0,62.57,0,31.37,60.68,0,0,58.95
2021-10-19,partnership,women,0,7989,2022-08-20,8,10Cr+,govt_grant,1,3928248.86,700-749,0,34.25,0,74.67,76.93,0,0,59.16
2025-02-08,opc,women,0,9765,2025-05-20,3,2Cr-10Cr,angel,1,2084005.61,700-749,1,24.42,1,5.24,43.05,0,0,53.53
2023-08-31,proprietorship,women,1,4585,2024-06-28,7,0-10L,vc,0,0.0,NA,0,77.24,1,29.69,31.17,1,0,59.33
2023-12-09,opc,first_time_founder,0,4165,2024-02-25,20,10L-50L,nbfc,1,7685416.99,300-599,0,4.24,0,9.35,73.0,0,0,91.8
2020-06-05,proprietorship,general,0,3499,2020-07-21,5,50L-2Cr,invoice_finance,1,2765886.26,700-749,0,31.0,0,62.75,37.45,1,0,52.8
2026-01-24,producer_company,minority,0,2811,2026-06-29,7,10Cr+,vc,1,5733376.52,NA,1,36.81,0,9.73,65.94,0,0,67.39
2022-05-23,pvt_ltd,general,0,1001,2022-12-10,5,50L-2Cr,invoice_finance,0,0.0,NA,0,70.34,0,84.23,83.6,0,0,46.52
2023-11-20,section8,minority,0,2024,2024-10-03,10,50L-2Cr,govt_grant,1,971057.53,750-900,1,44.32,0,9.68,31.86,1,0,40.83
2022-11-26,section8,veteran,0,3721,2023-08-10,5,0-10L,vc,1,3846067.46,NA,0,29.36,0,14.73,59.86,1,0,59.02
