tech_cover_mapping_release_date,tech_cover_provider_id_fcc,tech_cover_technology_code,tech_cover_max_advertised_down_mbps,tech_cover_max_advertised_up_mbps,tech_cover_latency_category,tech_cover_data_cap_gb,tech_cover_coverage_area_hex_id,tech_cover_served_location_count,tech_cover_unserved_location_count,tech_cover_underserved_location_count,tech_cover_challenge_filed_count,tech_cover_challenge_upheld_count,tech_cover_middle_mile_presence_flag,tech_cover_backhaul_distance_km,tech_cover_last_mile_medium_code,tech_cover_spectrum_band_code,tech_cover_grant_funded_flag,tech_cover_permit_obstacle_index,tech_cover_coverage_confidence_score
2021-08-23,INP048741,DSL,708,725,HIGH,2000,HEX98ACDEA977,220849,35328,49035,97,67,1,94.8,WIRELESS,C_BAND,1,0.604,0.641
2022-08-27,INP972700,CABLE,1486,376,HIGH,0,HEXC983A73E47,136587,39463,33777,185,76,1,87.7,COAX,C_BAND,0,0.979,0.53
2022-04-09,INP930493,CABLE,23,595,MED,200,HEX208A6AB79D,108154,1708,16865,250,238,0,164.5,FIBER,LOW_BAND,0,0.513,0.897
2021-04-26,INP069285,FIBER,1217,290,HIGH,0,HEXD17032BA85,221751,43799,68666,118,59,0,212.8,FIBER,LOW_BAND,1,0.589,0.393
2024-04-28,INP581546,4G,1238,935,MED,100,HEX6F7AF5B919,44340,9784,4839,90,15,0,92.2,COPPER,UNLICENSED,0,0.663,0.85
2025-12-13,INP763034,4G,554,905,HIGH,500,HEX675121B47F,131342,29565,31294,95,78,0,166.7,COAX,UNLICENSED,1,0.537,0.557
2025-04-07,INP711002,4G,788,918,MED,200,HEXA16799F933,10349,13951,10001,62,48,0,139.3,FIBER,C_BAND,0,0.53,0.656
2025-05-09,INP328160,SATELLITE,1393,288,HIGH,200,HEX48186D9457,150075,10826,16716,35,14,1,161.3,SAT,MMWAVE,1,0.933,0.847
2023-02-08,INP684860,CABLE,1987,498,HIGH,1000,HEX77D1412445,92182,16229,65916,236,178,1,172.5,WIRELESS,C_BAND,1,0.588,0.921
2025-02-24,INP165715,5G,774,466,HIGH,100,HEXF293966D70,137038,35199,41343,83,2,1,189.8,COPPER,UNLICENSED,0,0.273,0.853
2020-09-04,INP702875,CABLE,1284,202,MED,100,HEXD2E0DC8E99,246408,40792,14892,54,9,0,215.7,SAT,MID_BAND,0,0.971,0.521
2025-12-05,INP356134,5G,396,311,MED,100,HEX6ADD4EA64F,238681,21190,37202,106,20,1,44.6,FIBER,MID_BAND,1,0.251,0.569
2021-11-25,INP122487,DSL,1374,307,LOW,100,HEX6EECED4AB0,13796,16373,74800,134,19,1,144.6,COAX,LOW_BAND,0,0.337,0.351
2020-12-15,INP701213,FIBER,794,531,LOW,500,HEX54D8F51336,192079,808,18412,132,87,0,149.4,FIBER,C_BAND,0,0.697,0.907
2021-04-22,INP466755,4G,684,186,HIGH,2000,HEX42191AA299,132562,7399,38036,28,9,1,21.2,SAT,C_BAND,0,0.397,0.698
2022-02-15,INP521301,DSL,1690,732,LOW,0,HEX7E2984498F,102999,26427,47708,159,76,1,172.8,COPPER,MMWAVE,1,0.799,0.386
2024-04-28,INP469993,CABLE,1431,659,HIGH,0,HEXFF321AE105,36517,14269,13414,91,51,0,133.5,COPPER,MID_BAND,1,0.543,0.945
2020-02-20,INP717721,FIXED_WIRELESS,986,858,LOW,1000,HEX3C023DC436,210173,2579,58744,121,49,1,193.2,SAT,MID_BAND,0,0.634,0.756
2026-01-01,INP478793,SATELLITE,1445,902,MED,200,HEXD175CD0330,207954,24272,9573,4,4,0,123.4,COPPER,C_BAND,0,0.804,0.395
2023-02-06,INP138489,SATELLITE,1384,217,HIGH,50,HEX7DCFB38B3A,211509,36132,22185,203,130,0,227.0,COPPER,MID_BAND,0,0.459,0.749
2025-10-14,INP087018,CABLE,1860,941,MED,2000,HEXA1953DBA9A,171103,12528,41779,63,39,0,180.0,COAX,LOW_BAND,0,0.983,0.988
2020-01-14,INP437572,CABLE,1358,596,HIGH,500,HEXC6C78B6C3E,213325,21322,46976,18,8,0,185.0,COAX,MID_BAND,1,0.371,0.53
2021-02-16,INP181030,CABLE,207,600,MED,50,HEXA5EBE06413,226091,28107,30065,102,96,1,151.4,COAX,LOW_BAND,1,0.491,0.643
2021-08-06,INP124787,FIXED_WIRELESS,1788,988,LOW,1000,HEX3FA3D187ED,214411,40769,74737,192,58,1,215.2,WIRELESS,C_BAND,0,0.954,0.383
2021-10-22,INP435288,DSL,154,94,MED,500,HEXD3F1086F06,201524,21910,34002,172,6,1,203.5,SAT,LOW_BAND,0,0.019,0.786
2023-05-04,INP530000,DSL,633,82,HIGH,100,HEX0108F1A77C,50716,12040,8418,72,72,0,119.7,FIBER,MID_BAND,0,0.963,0.493
2023-06-29,INP627310,CABLE,145,896,LOW,2000,HEX0D004335F7,80050,8726,6202,184,120,0,249.6,COPPER,MID_BAND,0,0.357,0.821
2025-03-16,INP103778,SATELLITE,1835,781,HIGH,500,HEX8BED777518,122323,43010,10021,32,13,0,21.2,SAT,MID_BAND,0,0.643,0.852
2020-06-19,INP240353,4G,1036,424,HIGH,2000,HEXDACD318A7F,172812,26393,40854,186,173,1,156.7,FIBER,C_BAND,0,0.805,0.652
2022-02-28,INP919623,DSL,77,375,MED,2000,HEX4332194F35,110725,29890,1105,35,3,0,240.9,FIBER,C_BAND,1,0.559,0.493
2020-08-13,INP636332,CABLE,556,294,LOW,200,HEXCEBA7B88F9,230328,10796,17750,249,249,0,190.6,FIBER,LOW_BAND,0,0.14,0.76
2023-02-09,INP073701,DSL,614,417,LOW,1000,HEX7A80F1EFF8,107678,31685,10724,133,107,1,68.5,WIRELESS,MID_BAND,0,0.301,0.954
2025-07-31,INP025410,FIBER,1038,479,MED,2000,HEX035CBA3C72,220729,24655,55462,197,135,0,153.5,WIRELESS,C_BAND,0,0.811,0.341
2022-05-25,INP607298,FIXED_WIRELESS,1288,614,HIGH,500,HEXE94D27481E,50739,3878,12221,130,109,0,72.2,COPPER,MID_BAND,1,0.264,0.547
2024-04-01,INP807130,5G,982,63,LOW,50,HEX4E73D56A4F,208628,45142,43332,53,24,1,23.0,COPPER,MID_BAND,1,0.822,0.478
2020-09-29,INP189600,FIBER,517,759,MED,1000,HEX900D2F42DC,115250,42859,32026,191,93,0,140.2,COPPER,C_BAND,0,0.12,0.874
2021-03-21,INP937562,DSL,856,816,HIGH,0,HEX8D53CF5F62,168575,40951,48332,15,3,1,153.1,COAX,LOW_BAND,1,0.192,0.434
2024-02-26,INP585697,4G,692,901,HIGH,50,HEX800C5DB89E,165769,29560,27763,92,33,0,205.6,COPPER,C_BAND,1,0.704,0.627
2025-06-24,INP429525,FIBER,636,442,MED,2000,HEX06688246FA,95960,23921,27248,127,118,0,196.3,SAT,C_BAND,0,0.865,0.751
2024-04-04,INP011824,5G,748,264,MED,1000,HEX36169FDD2A,66788,30718,4073,112,72,1,238.1,COAX,LOW_BAND,0,0.297,0.386
2024-06-02,INP723626,4G,1601,603,MED,50,HEXA9E44285A3,24304,32727,34681,145,106,0,84.2,COAX,UNLICENSED,0,0.896,0.791
2023-12-21,INP878177,FIXED_WIRELESS,1463,900,MED,1000,HEXBA2B822AE2,157708,13675,51660,220,170,0,119.1,FIBER,MMWAVE,0,0.816,0.79
2023-02-07,INP929330,SATELLITE,783,241,HIGH,0,HEXFF5FBC890C,77033,44510,44369,150,91,1,236.6,SAT,MID_BAND,0,0.931,0.59
2025-05-26,INP716329,DSL,1689,659,MED,50,HEXB27F9C91F1,3624,9040,49722,0,0,1,189.2,FIBER,C_BAND,1,0.628,0.473
2025-11-07,INP386378,DSL,1801,513,LOW,100,HEXE710288170,212810,37247,47363,13,7,0,210.4,WIRELESS,MMWAVE,0,0.905,0.373
2021-06-17,INP698203,CABLE,115,920,LOW,1000,HEXBAF9DB86B0,15912,30937,19758,44,1,0,157.1,FIBER,MID_BAND,0,0.121,0.703
2023-02-17,INP329657,DSL,490,219,LOW,2000,HEX59C9BF15C0,44369,12885,1803,209,141,1,14.4,WIRELESS,LOW_BAND,0,0.283,0.346
2023-10-09,INP097120,FIXED_WIRELESS,1061,645,HIGH,200,HEX75B758F05C,80102,21971,5648,75,56,1,62.2,WIRELESS,UNLICENSED,1,0.393,0.607
2025-08-16,INP435171,CABLE,1634,995,LOW,1000,HEX8C50F461E4,51193,19391,26370,219,146,0,26.8,WIRELESS,MMWAVE,1,0.034,0.684
2024-09-14,INP578683,CABLE,924,282,HIGH,0,HEXF16C6AF417,62405,42802,58984,137,81,1,118.3,FIBER,MID_BAND,1,0.213,0.882
2024-11-01,INP736518,DSL,1927,454,HIGH,0,HEX400A35CD5C,47275,28318,18292,193,12,0,193.4,COPPER,MID_BAND,0,0.208,0.536
2025-07-25,INP138991,DSL,19,32,HIGH,2000,HEX5AD5952456,5669,452,70733,200,185,0,218.9,COAX,MMWAVE,0,0.213,0.751
2020-07-08,INP622909,DSL,1693,657,MED,100,HEXA286E4E9DD,210923,28913,3619,188,127,0,106.7,FIBER,MMWAVE,1,0.377,0.874
2022-09-08,INP249770,5G,1362,504,MED,100,HEX381BDE3E72,21297,23447,62653,181,125,0,208.1,COAX,C_BAND,0,0.833,0.602
2021-05-14,INP525401,SATELLITE,750,908,LOW,1000,HEX11B876BA2A,36244,13431,28678,147,134,0,204.3,COPPER,LOW_BAND,1,0.785,0.31
2021-05-18,INP296079,CABLE,1900,804,MED,200,HEX7C1DA1FA60,83245,27373,71834,150,59,0,223.0,WIRELESS,C_BAND,0,0.653,0.639
2025-01-17,INP733444,CABLE,994,408,LOW,500,HEX50AED26552,129215,23839,8129,73,73,0,129.9,SAT,MID_BAND,0,0.501,0.987
2025-04-01,INP371006,CABLE,1427,46,MED,500,HEX2D7AA6A067,80529,27189,56595,51,37,1,40.7,FIBER,C_BAND,1,0.194,0.675
2022-02-16,INP982881,FIBER,1650,894,HIGH,100,HEXA648575B59,27852,22518,9806,70,24,1,114.5,COAX,C_BAND,0,0.954,0.446
2020-10-25,INP998157,FIBER,1354,252,MED,100,HEXFFE6EA3DB9,186777,48794,70411,111,85,1,116.1,SAT,MID_BAND,1,0.683,0.924
2021-05-17,INP679794,CABLE,1772,439,HIGH,100,HEXA6F96EE46D,219786,7662,63602,247,151,1,108.6,SAT,UNLICENSED,0,0.049,0.861
2020-01-17,INP198407,4G,1621,640,MED,2000,HEXBA208A2E1D,96269,41742,9860,146,10,0,224.8,WIRELESS,MID_BAND,0,0.816,0.799
2024-09-04,INP610346,DSL,1242,222,HIGH,100,HEX0232238F00,130134,20570,41073,241,218,0,131.9,COAX,LOW_BAND,0,0.894,0.342
2023-03-05,INP519020,4G,1239,222,HIGH,2000,HEX3209F9C040,243736,13252,11277,6,4,1,121.2,SAT,MID_BAND,1,0.329,0.776
2021-06-13,INP746243,FIXED_WIRELESS,824,71,MED,50,HEX77358171E6,28222,22255,32383,148,55,0,144.4,COPPER,UNLICENSED,1,0.463,0.335
2021-07-22,INP939088,DSL,1313,260,HIGH,0,HEX67D89E8EC7,56918,46193,74051,17,4,0,151.0,FIBER,MID_BAND,0,0.112,0.714
2021-08-29,INP932634,FIBER,1953,299,LOW,0,HEXC1F22DBDB5,23789,3005,505,183,70,0,47.6,COAX,MID_BAND,0,0.29,0.445
2021-10-18,INP757521,5G,1900,729,LOW,1000,HEX0A2E7B328D,133478,29231,71482,81,61,1,150.5,COPPER,MID_BAND,0,0.372,0.327
2020-06-27,INP586293,4G,1772,439,HIGH,200,HEXEE45678470,76336,17971,55201,163,55,1,178.0,WIRELESS,C_BAND,0,0.972,0.762
2025-12-04,INP280242,FIBER,963,325,MED,50,HEX5F1F5CD796,184953,37114,47307,233,148,1,197.3,FIBER,LOW_BAND,0,0.641,0.831
2022-07-25,INP743187,SATELLITE,534,657,LOW,0,HEX02F2145EAD,52394,29698,17099,58,31,1,11.5,FIBER,C_BAND,1,0.43,0.448
2022-01-27,INP645241,SATELLITE,302,129,LOW,500,HEXC5C4F32951,177108,43715,40057,145,100,0,139.3,FIBER,MMWAVE,0,0.677,0.761
2023-09-07,INP105529,CABLE,1549,515,MED,200,HEXA0F724669B,58690,28274,638,174,144,0,52.7,WIRELESS,UNLICENSED,1,0.682,0.546
2020-03-08,INP531745,5G,387,391,MED,500,HEXC2CC5B23FB,231702,27057,70817,209,183,0,41.6,FIBER,C_BAND,0,0.192,0.764
2022-09-13,INP228430,FIBER,1929,984,MED,500,HEXB68FD688CB,182794,34195,61718,241,157,0,68.1,COAX,UNLICENSED,0,0.255,0.313
2022-10-03,INP676935,FIXED_WIRELESS,1283,729,MED,200,HEXC34088B313,7750,7949,51778,148,48,1,105.3,FIBER,MID_BAND,0,0.79,0.44
2025-07-15,INP676680,4G,1805,166,LOW,2000,HEX061C202953,243816,12769,31767,208,101,0,171.5,FIBER,C_BAND,0,0.594,0.422
2021-11-18,INP411541,5G,240,192,HIGH,100,HEX9EF1C75EB0,183779,373,13788,167,148,0,188.0,FIBER,MMWAVE,0,0.343,0.962
2022-05-20,INP812329,5G,1779,527,MED,0,HEX5147617AEB,119040,707,17481,123,18,1,46.8,FIBER,C_BAND,1,0.623,0.753
2025-10-29,INP089265,FIBER,376,862,LOW,50,HEX1A059B2B82,193445,49422,45914,47,45,1,40.2,COPPER,LOW_BAND,0,0.088,0.377
2024-11-23,INP432592,FIXED_WIRELESS,1021,700,LOW,0,HEXB171CF7D8B,157210,462,23529,81,12,1,126.9,COAX,MID_BAND,0,0.234,0.311
2021-12-01,INP050693,4G,1765,28,MED,1000,HEX0C18C057C0,68515,32886,41931,41,35,1,232.3,WIRELESS,LOW_BAND,1,0.497,0.473
2025-01-25,INP600620,FIXED_WIRELESS,814,284,HIGH,100,HEXD585B0722A,116548,15884,18028,140,47,0,29.6,SAT,MID_BAND,1,0.361,0.362
2021-10-07,INP010885,FIBER,1824,637,HIGH,0,HEX520517B4FC,188985,5814,60409,12,10,1,135.3,WIRELESS,UNLICENSED,0,0.51,0.58
2022-03-10,INP608720,4G,1362,623,LOW,100,HEXA813F89E1C,221884,17981,43944,178,104,1,173.9,WIRELESS,MMWAVE,0,0.071,0.894
2021-06-13,INP230457,FIXED_WIRELESS,874,318,MED,0,HEXE7FC0EA84F,60793,20010,59259,129,41,1,164.3,COAX,MID_BAND,0,0.059,0.933
2022-01-17,INP555735,DSL,949,985,LOW,500,HEX9F3BBEA2E0,214298,40134,31808,147,128,1,106.0,SAT,UNLICENSED,1,0.384,0.668
2022-12-27,INP145273,4G,720,139,HIGH,50,HEX988A6C23FD,218193,15379,40860,229,0,0,157.8,FIBER,LOW_BAND,0,0.194,0.486
2020-08-30,INP161362,4G,713,186,MED,50,HEX6C86E37445,188352,7680,40171,52,17,0,233.5,FIBER,LOW_BAND,1,0.34,0.914
2022-12-21,INP254270,SATELLITE,1098,740,MED,50,HEXDC68E191E4,129243,42053,22759,230,64,0,72.2,SAT,UNLICENSED,0,0.991,0.42
2024-12-11,INP736654,5G,1331,588,LOW,100,HEX307C4FAC34,232089,37279,23255,234,175,0,12.4,WIRELESS,UNLICENSED,1,0.324,0.436
2020-11-08,INP051429,4G,989,552,HIGH,1000,HEXD6230D1466,193537,48722,51020,29,23,1,202.3,SAT,MMWAVE,1,0.446,0.514
2021-02-23,INP818095,4G,1297,42,MED,100,HEX01C750120B,50572,5334,54436,11,0,0,190.4,COPPER,MMWAVE,1,0.928,0.728
2024-08-29,INP795219,FIBER,1144,405,LOW,100,HEXB945D9C9DC,119161,33112,34244,41,2,0,161.9,COAX,LOW_BAND,1,0.27,0.478
2020-02-26,INP624289,FIBER,1481,367,HIGH,100,HEX2BDBB97576,235221,49382,64196,179,155,1,148.3,FIBER,C_BAND,1,0.478,0.624
2025-12-29,INP824036,FIBER,765,605,LOW,500,HEX4A104D9F5C,195030,1665,17480,135,91,0,158.2,SAT,MMWAVE,0,0.015,0.726
2022-05-16,INP369393,FIBER,1642,180,LOW,0,HEX146A6D410C,224529,18181,45250,149,75,1,87.4,SAT,MID_BAND,1,0.374,0.532
2023-02-06,INP644750,FIXED_WIRELESS,1490,920,MED,1000,HEXEC5E7D8BBB,197084,10139,43287,19,5,1,82.9,SAT,C_BAND,0,0.793,0.884
2020-07-29,INP043114,5G,1309,934,LOW,500,HEX4AD6E397A9,245754,36945,6912,36,3,0,166.3,COAX,C_BAND,1,0.001,0.687
2021-01-02,INP379247,FIXED_WIRELESS,1830,332,LOW,2000,HEXB5B3FD6324,18934,20466,17149,185,111,0,5.6,FIBER,UNLICENSED,0,0.022,0.846
2022-04-17,INP240551,DSL,1077,188,HIGH,200,HEXEFE3384B97,211381,25204,6326,62,12,0,184.5,COPPER,LOW_BAND,0,0.374,0.494
2025-12-07,INP626801,FIBER,1301,624,LOW,0,HEX3E8BA19E7F,244766,27079,65361,240,117,0,113.8,WIRELESS,C_BAND,0,0.456,0.515
2023-11-28,INP260291,CABLE,1660,886,HIGH,100,HEX3CB106353D,141364,40518,17733,49,44,1,163.3,FIBER,MID_BAND,0,0.745,0.348
2025-10-31,INP370030,DSL,1648,819,MED,0,HEX641A1D4861,245935,27529,37440,143,62,0,63.9,COPPER,MMWAVE,0,0.835,0.699
2022-10-17,INP050589,CABLE,353,687,LOW,50,HEX3CF8371524,201436,36656,11092,151,150,0,75.2,SAT,C_BAND,0,0.384,0.8
2020-10-02,INP772839,CABLE,895,262,MED,50,HEX3901542ED8,130396,35280,47903,84,32,1,2.5,FIBER,UNLICENSED,0,0.762,0.713
2023-11-20,INP716397,SATELLITE,1400,776,LOW,200,HEX7CFEBEB0BA,121460,31690,4253,212,162,1,67.6,WIRELESS,LOW_BAND,0,0.106,0.367
2023-05-05,INP046873,CABLE,726,497,MED,2000,HEX25ABBA3286,180662,32907,44361,235,23,0,170.1,WIRELESS,MMWAVE,0,0.508,0.54
2025-04-01,INP138604,SATELLITE,1202,917,MED,0,HEX96B6609516,226892,4702,28715,53,37,1,246.0,COPPER,MID_BAND,1,0.371,0.352
2021-08-31,INP360196,FIXED_WIRELESS,1860,586,MED,2000,HEXB4DB6747C8,159494,26761,25978,21,18,1,56.3,COAX,MID_BAND,0,0.051,0.789
2024-05-11,INP581787,FIXED_WIRELESS,522,141,LOW,0,HEXF249B07319,150097,32925,55738,62,29,0,163.0,SAT,C_BAND,0,0.226,0.568
2024-09-16,INP710142,4G,732,507,MED,100,HEX6B2941CEDB,57408,48791,20885,120,26,1,188.1,COAX,UNLICENSED,1,0.444,0.897
2024-04-09,INP271778,FIBER,247,575,HIGH,1000,HEXC03F0DDAB5,175139,27071,18184,169,17,0,50.1,FIBER,LOW_BAND,1,0.93,0.647
2020-11-17,INP470964,FIXED_WIRELESS,478,406,HIGH,1000,HEXF42136D940,53204,44818,64400,156,12,0,167.0,SAT,C_BAND,0,0.031,0.455
2024-01-19,INP261761,CABLE,1524,356,LOW,2000,HEXBF571A0CC3,97271,26398,65709,116,71,1,197.5,COPPER,MMWAVE,1,0.284,0.889
2023-04-11,INP765179,DSL,1049,519,LOW,0,HEXE1197693B6,92787,28866,54254,214,88,1,225.6,COPPER,MID_BAND,0,0.805,0.567
2023-09-04,INP675889,SATELLITE,634,580,MED,500,HEXC3DDB57C66,189723,15578,71084,137,111,1,85.1,FIBER,UNLICENSED,0,0.697,0.71
2024-06-27,INP751269,5G,1574,378,HIGH,2000,HEX3CE942761C,176491,15056,53708,8,8,1,10.6,WIRELESS,MID_BAND,1,0.14,0.923
2022-07-04,INP975591,5G,1879,596,HIGH,200,HEX67F7F37443,235333,24597,47395,107,61,1,160.2,SAT,LOW_BAND,1,0.659,0.525
2023-03-21,INP885402,5G,932,211,HIGH,50,HEX1499B5FEA7,63699,47099,6563,193,90,1,125.8,SAT,LOW_BAND,1,0.161,0.447
2021-01-22,INP151843,FIXED_WIRELESS,1602,525,LOW,1000,HEX05001415CC,3906,2679,3352,18,18,0,241.6,FIBER,MMWAVE,1,0.506,0.521
2024-05-26,INP472342,FIXED_WIRELESS,1552,591,LOW,2000,HEX9F84395978,38104,7157,26362,245,3,1,31.6,SAT,C_BAND,0,0.71,0.547
2020-10-04,INP195076,5G,1541,19,HIGH,100,HEX291299B9B3,202770,9143,32362,142,138,0,169.9,WIRELESS,MMWAVE,0,0.036,0.737
2021-11-08,INP859888,5G,1953,856,MED,0,HEXA9D7374B38,134333,12881,53407,61,10,0,142.2,COPPER,UNLICENSED,0,0.819,0.787
2022-01-08,INP335843,CABLE,1155,86,HIGH,100,HEX13D1765D67,19236,38857,17903,180,170,0,151.8,FIBER,MID_BAND,1,0.156,0.969
2024-12-23,INP340571,4G,1722,18,LOW,200,HEX0781D2C7E6,90049,49194,60992,16,6,0,70.6,WIRELESS,MMWAVE,0,0.698,0.365
2023-06-20,INP347379,CABLE,1398,835,HIGH,500,HEX2D26D9FBD5,27822,49931,13503,209,28,1,108.3,COPPER,MID_BAND,0,0.344,0.521
2024-10-18,INP249604,5G,1743,549,LOW,500,HEX88319450C5,112783,3383,32587,235,160,1,186.4,COAX,MMWAVE,1,0.241,0.443
2026-01-22,INP526817,FIXED_WIRELESS,119,352,LOW,100,HEXDDBDFA680A,211289,10891,35303,173,37,1,94.5,SAT,MMWAVE,0,0.715,0.775
2024-03-27,INP547471,DSL,1305,485,LOW,50,HEXA5F7CCB61F,50100,8051,20318,45,36,0,22.8,COPPER,MID_BAND,1,0.754,0.301
2024-05-23,INP125805,CABLE,709,381,MED,0,HEXD95EEE1C03,105970,14723,3668,51,10,1,107.9,COPPER,C_BAND,0,0.871,0.306
2025-01-03,INP579318,SATELLITE,1206,735,MED,1000,HEX23CC06D686,164368,13783,39066,112,49,1,170.1,SAT,MID_BAND,1,0.577,0.887
2026-02-07,INP457639,4G,447,407,LOW,0,HEX63D407BF2C,62265,13597,53113,79,77,1,206.4,COAX,MMWAVE,1,0.081,0.362
2022-09-08,INP262909,FIBER,1470,978,HIGH,0,HEX6362C24D44,1197,34958,43422,116,78,0,213.4,WIRELESS,MID_BAND,1,0.575,0.352
2021-03-02,INP655039,FIXED_WIRELESS,1540,49,HIGH,1000,HEXC2606014A3,217898,41563,13887,232,210,0,222.8,COPPER,C_BAND,1,0.964,0.587
2025-07-06,INP529828,FIBER,891,362,LOW,2000,HEX2A238344D7,210281,4434,2006,175,118,0,154.2,COAX,LOW_BAND,1,0.661,0.318
2023-11-18,INP678405,DSL,1914,232,HIGH,50,HEXC717C5B19C,145309,45547,21736,74,74,1,1.6,COPPER,UNLICENSED,0,0.9,0.35
2022-01-11,INP059314,FIXED_WIRELESS,1131,8,LOW,2000,HEX292FDC73B4,241158,39330,8304,59,56,0,59.8,COPPER,MID_BAND,0,0.742,0.416
2022-10-23,INP687229,CABLE,106,781,HIGH,2000,HEX3A5394D858,50589,14730,3447,133,105,0,205.3,COAX,UNLICENSED,0,0.246,0.388
2020-07-10,INP583089,SATELLITE,1760,512,HIGH,0,HEX5058E72004,67911,30836,30343,145,27,0,118.0,WIRELESS,C_BAND,0,0.01,0.438
2022-11-15,INP358695,CABLE,1390,960,MED,2000,HEX34466026BC,223637,30799,34513,26,4,1,26.6,FIBER,MID_BAND,0,0.594,0.646
2021-09-22,INP387652,CABLE,452,599,LOW,2000,HEX5629B772E6,76435,36629,6726,55,42,0,107.0,WIRELESS,MMWAVE,0,0.46,0.403
2020-10-01,INP223268,SATELLITE,481,779,HIGH,50,HEX0FC592BD0A,91129,12334,23703,153,143,0,219.9,COAX,LOW_BAND,1,0.254,0.859
2025-06-25,INP839246,4G,930,881,MED,0,HEX49996895CF,88683,37680,62819,242,115,1,96.4,FIBER,MID_BAND,0,0.251,0.537
2022-04-22,INP949700,5G,1537,25,MED,2000,HEX1AF59437B2,27782,44872,65910,169,129,1,113.6,FIBER,MMWAVE,0,0.576,0.37
2023-08-04,INP514300,SATELLITE,1769,344,MED,500,HEXE6E12572D8,38136,38459,15423,42,31,0,156.0,SAT,UNLICENSED,0,0.649,0.478
2020-09-19,INP646273,SATELLITE,1604,347,MED,50,HEX73B476159F,6214,32312,16155,111,96,0,64.0,SAT,LOW_BAND,1,0.305,0.303
2023-01-18,INP044179,FIBER,1498,437,MED,2000,HEX0C926B28A5,208125,20021,20167,116,26,0,64.8,SAT,MMWAVE,0,0.741,0.403
2024-03-15,INP189414,4G,1697,903,MED,100,HEX7F8DDBFF3A,238995,4386,7843,214,179,1,243.5,COPPER,C_BAND,0,0.59,0.849
2025-07-22,INP451471,CABLE,1911,234,HIGH,0,HEX4F26C01E66,130052,30464,46153,37,30,0,0.3,FIBER,MID_BAND,0,0.576,0.788
2025-04-03,INP147347,CABLE,375,718,MED,50,HEX99048A7B72,227152,11006,57462,8,2,0,78.1,FIBER,MMWAVE,0,0.991,0.696
2023-07-28,INP592430,CABLE,796,831,MED,500,HEX2AA60B1BB0,213660,12109,51494,233,16,1,7.6,SAT,MMWAVE,1,0.865,0.407
2020-08-15,INP873492,FIBER,674,244,HIGH,1000,HEX22F1DF45BF,131723,48851,56929,233,18,1,166.4,COAX,UNLICENSED,0,0.24,0.967
2020-05-11,INP941274,SATELLITE,1560,962,HIGH,500,HEX65D2117F55,130975,550,47732,246,244,1,236.6,FIBER,UNLICENSED,0,0.493,0.851
2023-03-30,INP073658,4G,1128,608,MED,1000,HEX2E89D360A5,91159,4122,47999,22,15,0,237.9,WIRELESS,C_BAND,1,0.585,0.627
2025-11-03,INP230941,5G,1788,262,MED,500,HEXAA97B1F614,99251,5042,41922,38,27,0,62.2,COPPER,MID_BAND,0,0.791,0.923
2025-01-15,INP060915,FIBER,353,601,HIGH,200,HEX184C8EA3CF,145676,43648,15648,207,34,0,128.9,WIRELESS,UNLICENSED,1,0.728,0.66
2020-03-15,INP355836,SATELLITE,95,564,LOW,100,HEX03B0F8BBE5,249241,46543,29013,87,82,1,205.9,WIRELESS,UNLICENSED,0,0.635,0.963
2022-08-24,INP907548,4G,163,169,MED,200,HEXFDC21BB583,204271,10400,6759,117,104,0,155.5,SAT,C_BAND,0,0.69,0.522
2020-11-02,INP838120,5G,541,767,MED,100,HEX6A7E165DEA,55833,1487,37409,250,147,0,212.4,COAX,MID_BAND,0,0.57,0.82
2023-04-05,INP633517,SATELLITE,1807,335,LOW,2000,HEXECD0FFEF87,67261,6162,24425,105,12,0,167.4,SAT,C_BAND,0,0.932,0.55
2022-10-26,INP335035,SATELLITE,512,324,LOW,500,HEX34D42A8588,155036,11271,1989,110,78,1,95.3,COPPER,MID_BAND,0,0.915,0.586
2021-08-04,INP941250,DSL,972,353,LOW,100,HEX13BBFFA78B,249789,2144,21102,231,200,0,212.6,COPPER,UNLICENSED,1,0.861,0.643
2020-04-19,INP453913,5G,1180,298,MED,200,HEX3531EAB903,249479,15619,16213,211,135,1,165.8,WIRELESS,MMWAVE,0,0.637,0.913
2024-09-24,INP692467,4G,1907,104,LOW,1000,HEXD4883786CA,117669,30721,62348,201,158,0,161.2,COPPER,C_BAND,1,0.325,0.708
2021-06-15,INP118441,FIXED_WIRELESS,526,375,MED,1000,HEX521C851E44,9634,14894,49605,48,33,1,206.8,SAT,MMWAVE,0,0.505,0.505
2020-03-05,INP772366,SATELLITE,1590,578,LOW,100,HEXAC4C06BB39,138446,22304,31633,33,3,1,243.3,COAX,C_BAND,0,0.852,0.792
2025-04-26,INP527446,FIBER,1074,784,HIGH,500,HEXC36EDD5BC5,206331,38389,17703,180,16,1,140.2,WIRELESS,MID_BAND,1,0.633,0.963
2020-07-30,INP022444,DSL,1044,942,HIGH,200,HEXE5C997717A,40791,8856,2664,11,8,0,31.0,FIBER,LOW_BAND,0,0.178,0.864
2024-08-31,INP533333,CABLE,1785,601,LOW,500,HEXB7ACF0804F,135463,45523,63405,230,46,1,164.8,WIRELESS,C_BAND,0,0.721,0.706
