food_supply_price_week,food_supply_product_upc_category,food_supply_retail_market_area,food_supply_average_price_usd,food_supply_price_change_wow_pct,food_supply_price_change_yoy_pct,food_supply_stockout_rate_pct,food_supply_on_shelf_availability_pct,food_supply_supply_chain_stage_code,food_supply_import_dependency_share_pct,food_supply_shipping_cost_index,food_supply_cold_chain_failure_flag,food_supply_warehouse_capacity_util_pct,food_supply_lead_time_days_avg,food_supply_spoilage_rate_pct,food_supply_private_label_share_pct,food_supply_promo_intensity_index,food_supply_online_grocery_share_pct,food_supply_food_inflation_contribution,food_supply_data_vendor_panel_code
2039-11-07,UPC000001088,DMA_006,70.375,-12.12,0.189,25.29,80.2,DISTRIBUTION,30.49,222.2,0,91.35,12.27,17.47,20.9,1.3797,38.42,0.1628,PANEL_C
2039-11-14,UPC000001089,DMA_006,69.973,22.858,50.766,6.75,95.57,DISTRIBUTION,93.02,50.88,0,85.93,20.4,16.74,66.05,1.1781,19.91,0.797,PANEL_B
2039-11-21,UPC000001090,DMA_003,28.257,2.805,15.945,11.07,90.77,DISTRIBUTION,42.81,174.35,0,78.96,33.14,10.59,78.86,1.3199,59.9,1.1591,PANEL_E
2039-11-28,UPC000001091,DMA_004,41.906,-11.171,3.97,9.93,91.48,WAREHOUSE,90.02,246.49,0,78.06,29.14,12.58,9.29,0.0538,5.34,-0.1272,PANEL_C
2039-12-05,UPC000001092,DMA_008,4.226,7.384,-20.504,7.46,95.15,RETAIL,41.67,221.36,0,96.71,37.39,11.8,21.7,1.8364,22.56,-0.711,PANEL_A
2039-12-12,UPC000001093,DMA_005,27.751,17.231,-27.957,23.51,79.77,RETAIL,86.28,199.84,0,42.81,25.38,7.39,53.78,0.3589,56.89,-0.4325,PANEL_B
2039-12-19,UPC000001094,DMA_007,12.93,4.973,32.023,24.29,74.07,PRODUCTION,44.08,57.52,0,70.14,20.93,9.86,20.64,0.0756,55.35,-0.1059,PANEL_D
2039-12-26,UPC000001095,DMA_004,61.074,-0.222,23.287,12.75,86.88,PROCESSING,75.18,82.81,0,57.29,0.33,13.64,42.75,2.8643,48.41,0.5925,PANEL_E
2040-01-02,UPC000001096,DMA_005,70.914,-4.277,26.292,8.95,90.97,PRODUCTION,14.14,180.97,0,33.4,33.35,8.97,44.73,1.658,10.01,-0.7373,PANEL_D
2040-01-09,UPC000001097,DMA_007,69.855,-2.697,38.988,33.71,71.01,PRODUCTION,67.89,98.29,0,35.69,26.3,0.52,25.82,0.683,5.14,-0.172,PANEL_E
2040-01-16,UPC000001098,DMA_006,16.904,-13.424,-8.361,37.1,66.05,PRODUCTION,57.63,130.71,0,72.25,40.79,1.94,14.98,0.2513,35.51,0.8191,PANEL_B
2040-01-23,UPC000001099,DMA_004,50.194,-5.949,-9.914,36.1,65.2,PRODUCTION,75.61,62.35,0,80.36,14.35,16.42,15.72,2.0707,19.89,0.7045,PANEL_B
2040-01-30,UPC000001100,DMA_008,2.917,-15.44,10.555,12.67,89.39,DISTRIBUTION,80.84,53.72,0,73.04,36.31,3.07,5.92,1.7978,4.81,0.3287,PANEL_B
2040-02-06,UPC000001101,DMA_004,55.07,-3.847,-25.597,37.27,65.1,WAREHOUSE,59.97,200.93,0,59.06,13.25,5.57,64.49,0.8592,13.68,0.0361,PANEL_E
2040-02-13,UPC000001102,DMA_001,14.208,-0.43,14.868,34.62,72.12,PRODUCTION,29.6,190.38,0,61.93,1.81,17.68,55.39,1.9438,10.55,0.9626,PANEL_C
2040-02-20,UPC000001103,DMA_001,64.501,-7.579,54.03,15.91,89.88,PROCESSING,49.73,164.66,0,82.73,2.72,15.76,25.21,0.4527,8.12,0.721,PANEL_C
2040-02-27,UPC000001104,DMA_007,19.356,18.76,8.739,16.16,84.22,WAREHOUSE,0.46,184.42,0,45.16,26.72,11.93,44.21,0.5498,52.16,0.2409,PANEL_C
2040-03-05,UPC000001105,DMA_005,5.866,8.227,8.033,2.8,97.87,PRODUCTION,98.26,102.23,1,90.6,42.55,4.31,56.57,2.93,2.28,-0.0405,PANEL_E
2040-03-12,UPC000001106,DMA_003,9.896,18.487,-22.307,21.69,77.98,PROCESSING,52.46,197.54,1,44.35,36.83,8.44,57.76,2.0394,42.21,-0.6659,PANEL_A
2040-03-19,UPC000001107,DMA_003,17.796,-11.62,9.194,7.66,94.72,PRODUCTION,27.62,132.64,0,67.01,24.58,17.88,33.33,2.8492,19.01,0.8695,PANEL_A
2040-03-26,UPC000001108,DMA_007,37.38,24.882,49.861,16.48,86.16,DISTRIBUTION,62.31,110.12,0,84.97,27.43,4.08,12.88,1.8331,26.29,1.0908,PANEL_C
2040-04-02,UPC000001109,DMA_006,3.172,5.395,-17.16,2.27,98.55,RETAIL,81.72,76.65,0,87.65,19.2,2.17,39.78,1.0601,5.45,0.7354,PANEL_B
2040-04-09,UPC000001110,DMA_004,28.615,-7.793,50.855,24.11,80.11,DISTRIBUTION,58.49,219.67,0,99.57,16.63,3.4,20.43,1.4083,50.36,-0.4717,PANEL_C
2040-04-16,UPC000001111,DMA_003,47.486,5.95,-0.623,26.52,70.96,PROCESSING,81.48,93.19,0,81.5,44.62,17.56,70.59,0.7042,13.38,0.9379,PANEL_C
2040-04-23,UPC000001112,DMA_008,9.133,6.049,30.962,18.5,80.21,DISTRIBUTION,25.47,202.88,0,89.58,9.86,1.44,67.04,2.6128,47.65,0.4875,PANEL_C
2040-04-30,UPC000001113,DMA_008,6.919,-18.219,53.424,6.28,93.48,DISTRIBUTION,5.46,204.49,0,47.4,32.62,15.48,11.04,1.6775,32.84,-0.2982,PANEL_D
2040-05-07,UPC000001114,DMA_005,34.389,-13.471,-5.619,9.41,92.67,DISTRIBUTION,44.36,166.76,0,35.67,43.81,6.67,39.87,0.6543,59.37,0.4918,PANEL_D
2040-05-14,UPC000001115,DMA_001,30.978,7.128,19.648,12.51,87.88,DISTRIBUTION,11.46,78.67,0,65.77,5.11,14.34,49.36,2.9163,12.46,-0.1984,PANEL_B
2040-05-21,UPC000001116,DMA_007,27.043,-14.487,20.138,23.28,78.11,RETAIL,4.28,75.26,0,86.18,2.3,10.09,30.35,1.988,44.95,1.1276,PANEL_D
2040-05-28,UPC000001117,DMA_006,67.676,14.361,28.527,18.09,82.9,WAREHOUSE,32.86,188.1,0,42.15,15.22,9.83,53.9,2.313,46.94,0.0085,PANEL_C
2040-06-04,UPC000001118,DMA_002,49.031,-13.806,-6.019,28.47,76.41,WAREHOUSE,0.26,207.71,0,48.63,32.51,14.95,25.49,1.4078,40.83,0.2765,PANEL_C
2040-06-11,UPC000001119,DMA_004,63.618,14.763,21.176,3.01,97.4,PRODUCTION,26.46,126.69,0,81.95,3.93,1.26,46.0,0.878,14.62,-0.2871,PANEL_A
2040-06-18,UPC000001120,DMA_005,36.046,6.284,7.487,22.44,80.83,PROCESSING,86.8,174.51,0,32.8,2.59,1.03,22.75,1.474,4.2,0.4888,PANEL_C
2040-06-25,UPC000001121,DMA_004,68.811,-24.488,5.385,25.27,79.41,RETAIL,96.92,82.65,0,80.64,6.34,5.41,10.16,1.9643,56.77,-0.5185,PANEL_A
2040-07-02,UPC000001122,DMA_006,70.445,4.586,14.306,36.32,66.17,PROCESSING,37.48,149.21,0,37.09,3.39,17.94,58.64,1.535,39.83,0.3745,PANEL_A
2040-07-09,UPC000001123,DMA_001,39.244,8.034,-13.109,11.76,91.59,PROCESSING,61.37,135.43,1,71.97,3.56,10.18,55.11,2.992,35.79,0.6669,PANEL_D
2040-07-16,UPC000001124,DMA_002,61.576,-18.039,-13.016,9.65,90.14,PROCESSING,83.8,56.72,0,37.48,17.54,15.68,36.15,2.9807,50.4,-0.0397,PANEL_A
2040-07-23,UPC000001125,DMA_002,28.704,14.335,9.822,16.56,82.9,RETAIL,5.13,240.02,0,92.33,42.19,5.82,21.91,1.5299,28.18,0.8786,PANEL_B
2040-07-30,UPC000001126,DMA_006,60.582,20.324,11.052,25.5,73.41,DISTRIBUTION,71.32,167.11,1,63.17,29.93,0.68,24.27,2.0908,27.88,0.2164,PANEL_D
2040-08-06,UPC000001127,DMA_001,65.419,18.87,26.73,23.25,81.12,WAREHOUSE,29.03,113.0,0,71.91,8.39,7.79,29.84,1.6802,39.78,0.5208,PANEL_A
2040-08-13,UPC000001128,DMA_007,15.557,23.548,2.763,29.12,80.06,RETAIL,81.36,50.91,0,69.09,29.63,13.18,67.18,0.3479,57.08,-0.2734,PANEL_A
2040-08-20,UPC000001129,DMA_006,70.707,-12.352,-15.03,3.78,97.48,PRODUCTION,2.67,70.55,0,81.74,6.23,0.41,64.47,0.8493,24.76,0.3293,PANEL_A
2040-08-27,UPC000001130,DMA_005,22.497,-3.744,5.691,14.14,90.57,PRODUCTION,66.73,248.46,0,97.61,32.69,1.01,33.02,2.4342,43.32,-0.2957,PANEL_D
2040-09-03,UPC000001131,DMA_006,53.657,6.682,-14.3,16.71,85.76,PRODUCTION,80.31,151.12,0,86.83,5.4,2.75,60.53,2.6961,50.96,1.1893,PANEL_B
2040-09-10,UPC000001132,DMA_008,58.461,-23.322,21.306,20.02,78.74,PRODUCTION,27.39,180.04,0,63.72,5.74,14.25,60.81,0.7662,46.8,-0.1382,PANEL_E
2040-09-17,UPC000001133,DMA_007,46.968,14.23,-20.298,3.73,96.12,PROCESSING,84.08,164.66,0,90.49,10.05,13.95,60.46,2.4529,34.54,0.613,PANEL_C
2040-09-24,UPC000001134,DMA_007,62.089,14.68,47.452,4.2,97.32,WAREHOUSE,66.78,145.81,1,58.42,24.07,3.9,62.93,0.2374,18.58,1.1419,PANEL_B
2040-10-01,UPC000001135,DMA_007,29.993,-6.707,6.173,20.8,79.13,PRODUCTION,59.86,140.38,0,38.44,18.47,1.97,7.48,0.3307,21.37,-0.0663,PANEL_B
2040-10-08,UPC000001136,DMA_005,24.849,16.033,-28.963,16.28,84.55,RETAIL,48.83,87.41,0,82.89,6.38,4.27,56.6,1.0024,36.59,-0.4593,PANEL_A
2040-10-15,UPC000001137,DMA_002,20.557,-18.567,19.602,34.4,72.32,WAREHOUSE,34.15,225.63,0,62.04,17.58,8.84,28.14,1.8493,47.44,-0.3065,PANEL_D
2040-10-22,UPC000001138,DMA_005,11.543,-21.043,33.721,7.56,93.29,PRODUCTION,42.93,220.8,0,31.09,31.7,14.16,76.72,0.3146,4.82,-0.0841,PANEL_E
2040-10-29,UPC000001139,DMA_002,56.213,-13.013,-28.25,3.92,96.37,RETAIL,21.14,168.08,0,53.34,19.99,6.66,49.11,2.773,47.93,-0.1414,PANEL_E
2040-11-05,UPC000001140,DMA_003,69.508,10.313,-23.143,12.11,91.43,PRODUCTION,7.75,100.66,0,36.08,18.95,14.96,70.68,1.4164,12.01,-0.655,PANEL_C
2040-11-12,UPC000001141,DMA_007,31.982,11.818,54.368,17.34,89.56,WAREHOUSE,20.72,175.48,0,69.32,1.92,4.83,1.05,2.1957,52.03,0.6324,PANEL_C
2040-11-19,UPC000001142,DMA_005,2.015,-16.194,22.369,10.03,90.8,PRODUCTION,31.13,161.82,0,45.16,42.52,2.67,27.97,2.487,39.91,0.4135,PANEL_D
2040-11-26,UPC000001143,DMA_002,6.775,-23.658,41.821,31.62,78.66,PRODUCTION,53.39,165.32,0,97.75,27.07,4.15,11.8,2.7728,37.36,0.4935,PANEL_B
2040-12-03,UPC000001144,DMA_008,19.661,22.756,39.169,3.15,96.8,PRODUCTION,46.33,106.71,1,65.4,8.81,14.15,41.39,1.7275,57.67,0.8072,PANEL_B
2040-12-10,UPC000001145,DMA_001,70.954,18.193,33.415,31.91,67.3,PROCESSING,28.03,54.02,0,63.21,12.4,16.98,53.51,0.2274,3.93,-0.7501,PANEL_A
2040-12-17,UPC000001146,DMA_002,50.434,16.957,-29.559,15.91,88.91,PRODUCTION,41.77,175.15,0,45.83,22.84,12.51,60.9,2.8147,26.17,0.4459,PANEL_A
2040-12-24,UPC000001147,DMA_008,10.987,-21.449,-12.656,5.6,95.47,PRODUCTION,17.69,135.58,0,71.93,31.29,0.46,27.18,1.4503,13.19,0.1318,PANEL_D
2040-12-31,UPC000001148,DMA_005,54.371,7.612,9.18,17.18,86.02,RETAIL,43.12,156.3,0,63.76,37.86,1.05,15.8,2.8905,42.86,1.1232,PANEL_D
2041-01-07,UPC000001149,DMA_002,21.355,12.587,21.569,37.86,63.33,WAREHOUSE,45.12,208.5,1,66.7,24.13,3.94,28.48,2.2178,14.72,-0.5667,PANEL_C
2041-01-14,UPC000001150,DMA_003,68.763,13.923,35.703,23.34,82.81,PRODUCTION,60.54,220.54,0,44.59,36.21,11.85,39.36,2.1343,2.51,0.8338,PANEL_C
2041-01-21,UPC000001151,DMA_008,5.539,-8.129,4.464,25.08,73.64,DISTRIBUTION,18.17,117.0,0,87.51,37.02,0.67,50.9,2.2531,35.4,0.5074,PANEL_A
2041-01-28,UPC000001152,DMA_007,42.778,-2.778,16.18,27.47,78.04,RETAIL,71.25,208.75,0,94.52,22.2,4.53,38.12,1.3195,40.05,0.6741,PANEL_E
2041-02-04,UPC000001153,DMA_002,33.345,-21.268,18.478,12.49,89.53,RETAIL,63.07,157.64,1,67.73,28.92,4.74,46.38,2.632,11.57,-0.6825,PANEL_B
2041-02-11,UPC000001154,DMA_002,62.899,6.528,2.33,37.43,65.89,RETAIL,80.37,158.65,0,47.22,16.07,4.99,40.1,0.6537,59.43,-0.258,PANEL_A
2041-02-18,UPC000001155,DMA_008,28.438,-2.237,30.407,10.55,92.51,RETAIL,60.27,96.24,0,64.2,11.21,10.23,75.54,1.8355,3.81,0.8366,PANEL_C
2041-02-25,UPC000001156,DMA_003,27.616,-13.843,36.247,5.88,95.61,DISTRIBUTION,5.99,97.84,0,73.73,10.92,2.61,43.0,1.7825,28.71,0.9368,PANEL_B
2041-03-04,UPC000001157,DMA_002,48.736,16.088,0.234,7.56,95.2,PROCESSING,4.04,235.52,0,36.08,41.42,16.16,9.65,2.7548,32.44,0.5801,PANEL_B
2041-03-11,UPC000001158,DMA_008,69.205,18.658,54.6,13.23,85.89,PROCESSING,23.68,151.86,0,77.92,10.23,3.65,15.67,2.7346,56.09,-0.2116,PANEL_E
2041-03-18,UPC000001159,DMA_008,11.378,-3.716,-12.441,32.48,71.17,PRODUCTION,60.2,227.82,0,35.36,10.43,14.33,46.65,0.8345,38.45,-0.472,PANEL_B
2041-03-25,UPC000001160,DMA_008,58.401,12.006,-22.567,3.42,97.72,PRODUCTION,75.3,230.06,0,91.49,18.25,7.0,13.59,1.9155,12.42,-0.2276,PANEL_B
2041-04-01,UPC000001161,DMA_008,20.964,18.518,-25.18,2.06,97.87,DISTRIBUTION,50.86,211.94,0,50.68,17.41,14.25,56.49,2.6742,54.4,0.7193,PANEL_D
2041-04-08,UPC000001162,DMA_003,3.289,4.727,-8.597,2.85,97.8,DISTRIBUTION,47.46,212.45,0,66.15,37.71,1.56,5.82,1.1243,57.2,0.6203,PANEL_C
2041-04-15,UPC000001163,DMA_003,33.979,-5.729,5.764,31.83,77.89,RETAIL,31.95,121.33,0,54.89,40.74,3.26,64.34,2.3282,17.37,1.0166,PANEL_C
2041-04-22,UPC000001164,DMA_007,64.873,-16.835,49.067,8.53,94.08,RETAIL,13.32,215.47,0,80.68,40.24,1.49,1.95,1.1008,5.94,0.6292,PANEL_A
2041-04-29,UPC000001165,DMA_004,7.202,-3.231,-18.382,17.05,86.69,RETAIL,83.46,213.43,0,87.48,15.97,14.9,7.26,0.4508,31.25,0.7411,PANEL_C
2041-05-06,UPC000001166,DMA_002,39.07,20.656,-20.555,10.28,93.24,RETAIL,93.58,110.51,0,91.75,26.35,17.28,77.6,1.2583,3.04,-0.4934,PANEL_E
2041-05-13,UPC000001167,DMA_007,74.276,-20.385,-8.887,19.02,80.15,WAREHOUSE,13.5,109.99,0,74.6,16.02,11.31,10.3,2.1962,5.11,0.8816,PANEL_A
2041-05-20,UPC000001168,DMA_007,64.152,14.636,-25.274,33.32,79.09,PRODUCTION,43.77,233.57,0,77.91,22.2,5.79,73.56,1.793,19.7,1.0724,PANEL_E
2041-05-27,UPC000001169,DMA_007,31.016,3.886,12.479,8.69,93.6,WAREHOUSE,20.65,205.33,0,37.82,35.95,12.7,41.62,2.4846,28.84,0.6934,PANEL_A
2041-06-03,UPC000001170,DMA_001,31.53,4.128,-13.954,33.03,71.35,PRODUCTION,51.48,62.77,0,34.02,37.53,4.2,39.5,0.7077,34.68,-0.6558,PANEL_B
2041-06-10,UPC000001171,DMA_003,60.544,18.068,52.176,24.96,77.05,PROCESSING,7.33,190.55,0,56.75,38.27,9.33,24.29,0.7826,27.73,-0.2523,PANEL_C
2041-06-17,UPC000001172,DMA_005,56.234,-14.85,7.47,14.0,91.07,DISTRIBUTION,21.1,217.88,1,71.85,43.46,8.62,22.82,2.1688,15.76,-0.0594,PANEL_A
2041-06-24,UPC000001173,DMA_006,40.756,1.459,25.871,25.59,81.74,PRODUCTION,92.74,74.77,0,86.56,20.78,7.18,68.74,1.8518,59.74,-0.7112,PANEL_E
2041-07-01,UPC000001174,DMA_007,46.409,22.443,11.378,29.43,71.22,WAREHOUSE,7.95,146.4,0,41.09,29.92,8.69,8.94,1.3299,13.57,0.7458,PANEL_C
2041-07-08,UPC000001175,DMA_002,51.659,21.428,-0.225,17.19,84.69,PROCESSING,47.18,178.34,0,98.91,40.39,9.6,56.77,1.3601,18.18,0.0924,PANEL_A
2041-07-15,UPC000001176,DMA_001,1.322,-9.981,52.842,22.99,76.69,RETAIL,57.46,82.41,0,91.31,10.39,2.18,15.13,2.9896,55.59,0.9728,PANEL_A
2041-07-22,UPC000001177,DMA_005,65.42,11.587,51.693,34.66,68.21,WAREHOUSE,75.24,192.36,0,40.02,31.01,15.85,45.84,1.5481,11.36,-0.1368,PANEL_B
2041-07-29,UPC000001178,DMA_006,69.08,-24.178,19.558,3.25,97.08,RETAIL,24.71,150.84,0,62.29,17.85,13.47,40.42,0.1248,20.08,0.8447,PANEL_B
2041-08-05,UPC000001179,DMA_001,37.853,2.232,31.052,37.88,72.67,RETAIL,26.55,155.91,0,45.14,40.03,11.45,63.04,1.3546,37.31,-0.2071,PANEL_E
2041-08-12,UPC000001180,DMA_005,28.889,7.912,19.0,27.3,76.33,DISTRIBUTION,17.82,237.39,0,43.69,22.08,7.01,31.15,2.9916,52.99,-0.7287,PANEL_B
2041-08-19,UPC000001181,DMA_008,63.6,-10.168,0.689,4.06,95.64,DISTRIBUTION,50.15,176.94,0,87.16,8.42,7.79,30.85,1.0935,45.81,-0.1973,PANEL_D
2041-08-26,UPC000001182,DMA_007,8.984,-20.212,46.622,10.01,89.87,PRODUCTION,21.62,231.09,0,37.88,21.05,12.02,26.12,0.9953,58.62,-0.6922,PANEL_E
2041-09-02,UPC000001183,DMA_006,58.897,-0.28,3.27,8.97,92.72,PRODUCTION,8.08,85.98,0,49.05,24.92,5.11,56.51,0.6372,23.43,-0.2339,PANEL_D
2041-09-09,UPC000001184,DMA_001,22.392,-3.57,21.455,17.96,87.68,PRODUCTION,43.21,203.2,0,80.31,13.63,15.25,79.31,2.353,6.39,-0.2551,PANEL_B
2041-09-16,UPC000001185,DMA_003,33.711,12.313,22.278,0.08,99.93,DISTRIBUTION,11.55,216.76,1,85.16,15.03,0.37,2.46,0.4249,4.74,0.7653,PANEL_D
2041-09-23,UPC000001186,DMA_004,65.023,13.591,23.677,9.87,92.3,PROCESSING,37.54,151.91,1,72.38,12.16,16.2,46.82,1.1516,42.33,-0.4482,PANEL_D
2041-09-30,UPC000001187,DMA_006,20.555,-0.282,-16.638,15.1,87.95,PRODUCTION,69.77,192.81,0,49.72,32.95,15.84,65.71,1.4169,17.29,0.9044,PANEL_B
2041-10-07,UPC000001188,DMA_007,59.829,2.161,54.779,22.36,76.94,RETAIL,99.89,67.0,0,51.53,31.78,6.28,30.88,0.1123,16.4,0.1323,PANEL_E
2041-10-14,UPC000001189,DMA_002,17.203,-18.599,43.365,28.84,70.93,PROCESSING,64.65,67.48,0,89.44,10.33,16.86,32.8,2.041,55.08,0.4204,PANEL_C
2041-10-21,UPC000001190,DMA_001,49.828,9.405,-29.44,6.04,95.88,WAREHOUSE,86.92,67.46,0,62.49,11.79,6.01,19.58,0.6251,18.51,0.2068,PANEL_D
2041-10-28,UPC000001191,DMA_002,12.418,5.82,-27.541,2.85,98.15,RETAIL,13.4,206.45,0,92.98,24.86,17.97,79.32,2.4415,9.84,-0.3229,PANEL_A
2041-11-04,UPC000001192,DMA_003,68.436,24.237,51.23,11.12,91.68,WAREHOUSE,53.41,249.71,0,31.72,36.74,5.66,31.38,0.5692,53.83,0.0629,PANEL_B
2041-11-11,UPC000001193,DMA_001,44.569,-9.288,-10.678,21.33,79.81,DISTRIBUTION,40.92,216.47,0,63.67,31.5,17.33,16.36,0.6542,16.89,-0.441,PANEL_C
2041-11-18,UPC000001194,DMA_003,61.484,18.403,-1.835,32.6,78.6,PROCESSING,75.68,68.58,0,74.12,27.22,13.01,34.46,1.1048,9.09,1.1253,PANEL_C
2041-11-25,UPC000001195,DMA_002,16.369,6.882,-29.399,13.55,86.26,DISTRIBUTION,62.58,165.38,0,84.3,5.31,0.7,72.63,0.0424,59.56,0.7582,PANEL_A
2041-12-02,UPC000001196,DMA_003,43.709,-24.177,53.613,10.11,89.16,RETAIL,69.49,118.32,0,86.08,37.93,9.34,25.33,0.3249,2.78,1.0683,PANEL_E
2041-12-09,UPC000001197,DMA_005,44.966,-21.237,37.063,2.76,98.17,RETAIL,89.66,158.79,0,73.15,36.33,1.37,25.87,2.6217,26.87,0.614,PANEL_B
2041-12-16,UPC000001198,DMA_007,45.899,9.475,36.507,1.2,99.18,PROCESSING,94.21,153.3,0,64.68,21.11,8.45,50.02,2.2925,43.7,0.6791,PANEL_D
2041-12-23,UPC000001199,DMA_003,14.074,-12.775,-20.095,34.62,70.17,PRODUCTION,70.98,231.35,0,41.2,37.84,9.73,6.19,0.0877,48.78,0.1727,PANEL_B
2041-12-30,UPC000001200,DMA_004,21.846,-10.937,37.455,4.65,96.62,RETAIL,4.33,116.35,0,97.57,44.32,7.74,16.73,0.1141,7.75,0.6058,PANEL_C
2042-01-06,UPC000001201,DMA_003,24.992,-2.378,-4.895,34.12,71.57,PROCESSING,58.15,68.61,0,71.62,10.31,16.38,34.82,0.2949,26.26,0.3216,PANEL_D
2042-01-13,UPC000001202,DMA_008,22.455,0.454,-15.014,38.26,70.22,WAREHOUSE,46.28,82.8,0,69.3,2.14,14.87,67.35,0.7346,32.48,0.9884,PANEL_C
2042-01-20,UPC000001203,DMA_007,38.475,16.239,-24.443,10.23,91.02,PROCESSING,76.01,139.3,0,53.94,14.92,12.75,58.1,0.9259,10.11,0.8604,PANEL_D
2042-01-27,UPC000001204,DMA_006,58.148,13.796,54.466,20.48,86.84,PROCESSING,93.09,241.05,0,48.17,8.96,12.27,28.27,0.6205,33.04,0.2359,PANEL_A
2042-02-03,UPC000001205,DMA_008,49.831,24.251,-14.857,8.96,90.42,PROCESSING,46.73,238.57,0,38.59,25.09,8.7,71.85,1.4744,17.66,0.4612,PANEL_C
2042-02-10,UPC000001206,DMA_003,69.966,-4.948,29.945,32.67,76.81,RETAIL,2.19,189.85,0,63.75,7.13,8.92,59.0,0.9164,22.16,1.0947,PANEL_A
2042-02-17,UPC000001207,DMA_005,48.441,19.023,9.038,22.59,83.45,PRODUCTION,42.08,104.21,0,95.25,44.78,5.15,40.67,0.663,27.24,0.1176,PANEL_C
2042-02-24,UPC000001208,DMA_003,71.951,16.475,29.092,15.01,85.83,DISTRIBUTION,98.84,232.39,0,91.25,37.69,14.58,41.72,1.4333,43.48,0.7532,PANEL_D
2042-03-03,UPC000001209,DMA_007,17.442,-6.575,-13.36,6.89,94.28,PROCESSING,73.42,171.12,0,49.77,22.41,7.53,12.81,1.6228,12.76,0.558,PANEL_E
2042-03-10,UPC000001210,DMA_001,22.379,-7.751,46.28,23.81,76.35,RETAIL,30.93,176.34,0,49.28,12.45,9.74,12.24,0.1389,38.93,-0.4806,PANEL_D
2042-03-17,UPC000001211,DMA_006,4.914,4.179,41.453,26.75,72.48,RETAIL,4.41,53.33,0,41.44,20.66,11.94,10.47,1.5582,52.99,-0.7734,PANEL_B
2042-03-24,UPC000001212,DMA_005,42.221,15.55,5.474,11.18,92.37,DISTRIBUTION,83.19,188.43,0,94.48,36.1,7.13,35.63,2.2923,9.22,-0.2291,PANEL_D
2042-03-31,UPC000001213,DMA_004,7.969,24.541,3.473,16.84,89.71,WAREHOUSE,83.9,242.81,1,37.93,43.86,9.09,74.91,1.9954,24.12,0.1076,PANEL_C
2042-04-07,UPC000001214,DMA_002,19.622,-14.793,33.636,10.0,90.1,PRODUCTION,60.17,51.91,0,44.84,23.68,11.79,64.17,1.8056,13.98,0.4417,PANEL_B
2042-04-14,UPC000001215,DMA_005,56.065,20.83,-20.316,36.05,65.35,PRODUCTION,75.3,110.72,0,76.39,12.85,4.49,79.64,1.1459,6.73,0.9151,PANEL_C
2042-04-21,UPC000001216,DMA_006,27.439,-19.4,26.52,12.54,89.27,WAREHOUSE,23.15,171.29,0,57.02,7.7,3.61,31.12,1.9832,57.62,-0.507,PANEL_A
2042-04-28,UPC000001217,DMA_007,62.211,-7.706,49.666,25.11,83.79,RETAIL,33.51,207.93,1,40.33,34.25,5.63,48.01,1.7142,31.13,-0.4263,PANEL_E
2042-05-05,UPC000001218,DMA_005,34.87,-8.173,27.328,27.9,73.48,WAREHOUSE,26.7,197.82,0,55.92,12.61,8.18,17.18,2.0278,43.53,-0.1484,PANEL_D
2042-05-12,UPC000001219,DMA_005,21.12,20.319,42.528,4.07,95.62,WAREHOUSE,53.98,220.94,0,97.91,10.71,15.84,66.69,1.0297,20.55,0.1202,PANEL_C
2042-05-19,UPC000001220,DMA_008,7.4,-2.917,5.136,18.37,82.88,RETAIL,55.02,58.04,0,40.24,7.32,12.26,60.32,2.159,1.39,-0.2161,PANEL_D
2042-05-26,UPC000001221,DMA_005,43.628,-20.066,46.709,24.19,75.84,RETAIL,25.25,50.6,0,82.08,30.25,14.67,26.02,1.7764,59.45,0.8195,PANEL_A
2042-06-02,UPC000001222,DMA_003,13.211,22.094,49.867,5.44,96.13,PRODUCTION,69.48,64.49,0,95.49,19.7,9.83,73.63,2.7674,41.7,0.8848,PANEL_E
2042-06-09,UPC000001223,DMA_008,46.842,-0.356,51.645,39.15,62.48,PROCESSING,80.33,223.84,0,43.2,8.79,3.25,34.8,0.4129,54.55,0.4099,PANEL_A
2042-06-16,UPC000001224,DMA_005,26.337,-7.152,-28.865,26.77,73.91,PRODUCTION,90.14,104.6,1,84.9,22.73,6.07,45.95,2.9972,4.31,-0.6269,PANEL_D
2042-06-23,UPC000001225,DMA_005,45.325,-15.306,-13.552,25.02,76.67,PROCESSING,87.92,127.2,1,50.06,3.31,15.51,49.15,1.144,49.39,-0.3945,PANEL_C
2042-06-30,UPC000001226,DMA_002,3.29,12.753,53.698,28.83,77.43,RETAIL,40.55,175.47,0,66.11,24.43,4.91,79.86,0.6243,13.62,0.1792,PANEL_E
2042-07-07,UPC000001227,DMA_002,46.322,0.661,13.953,6.4,94.77,PRODUCTION,98.83,131.64,0,70.57,38.11,6.93,31.93,2.7549,10.67,-0.6019,PANEL_B
2042-07-14,UPC000001228,DMA_007,19.772,0.5,15.063,34.8,78.87,PRODUCTION,49.72,183.82,0,65.54,26.42,9.77,59.41,0.9508,19.78,-0.2847,PANEL_A
2042-07-21,UPC000001229,DMA_006,72.487,-13.141,32.877,32.46,66.68,WAREHOUSE,93.57,132.55,0,47.41,8.1,7.57,24.02,1.5007,16.13,-0.3167,PANEL_C
2042-07-28,UPC000001230,DMA_003,66.36,-8.651,38.875,31.1,80.42,PRODUCTION,7.74,214.22,0,33.7,21.78,3.6,77.38,0.9145,19.66,-0.0449,PANEL_B
