ag_livestock_report_month,ag_livestock_operation_id_hash,ag_livestock_animal_type_code,ag_livestock_inventory_head_count,ag_livestock_births_count,ag_livestock_deaths_count,ag_livestock_slaughter_count,ag_livestock_milk_production_lbs,ag_livestock_milk_yield_per_cow,ag_livestock_feed_cost_index,ag_livestock_vet_cost_per_head,ag_livestock_antibiotic_use_indicator,ag_livestock_disease_outbreak_flag,ag_livestock_housing_system_code,ag_livestock_pasture_access_days_year,ag_livestock_manure_management_method,ag_livestock_methane_emissions_estimate,ag_livestock_organic_certification_flag,ag_livestock_animal_welfare_audit_score,ag_livestock_market_price_usd_cwt
2096-07,b66712284820892c,CATTLE_BEEF,230198,86856,112837,118979,0.0,0.0,72.46,194.76,0,0,PASTURE,239,COMPOST,19385.28,0,79.84,318.96
2096-08,69fdd3e7df9e134f,CATTLE_BEEF,206186,63934,96104,106987,0.0,0.0,66.55,250.42,0,0,BARN,341,FIELD_APPLIED,110109.93,0,0.12,90.54
2096-09,969b65eca8c277e4,SHEEP,149441,91893,124926,37448,0.0,0.0,163.97,316.12,0,0,PASTURE,90,LAGOON,197204.05,1,90.13,72.52
2096-10,484a4e6c4d56e66d,CATTLE_BEEF,217022,76420,90757,76443,0.0,0.0,73.89,274.92,1,0,OTHER,109,FIELD_APPLIED,7845.08,0,74.64,93.6
2096-11,a5911851796356e6,SHEEP,53895,51600,53895,21427,0.0,0.0,198.85,210.49,1,0,FEEDLOT,343,LAGOON,15359.44,0,85.89,261.98
2096-12,6dd8f5f6af23b0ce,POULTRY,63719,107542,63719,15801,0.0,0.0,65.43,135.86,0,0,PASTURE,3,LAGOON,223382.8,0,62.53,255.62
2097-01,d130c675a1a1bcd3,POULTRY,205295,41872,42443,76758,0.0,0.0,150.02,4.78,1,0,BARN,124,COMPOST,147331.12,0,70.4,61.66
2097-02,405eb1cce7100e33,CATTLE_BEEF,160535,9364,11571,99603,0.0,0.0,109.35,412.31,1,0,BARN,103,LAGOON,223925.55,0,16.02,269.27
2097-03,88f1fc81da72e95b,CATTLE_DAIRY,202397,69753,95824,27166,224185047.65,13006.5,149.06,33.41,0,0,FREE_STALL,360,FIELD_APPLIED,27630.35,0,42.71,58.25
2097-04,af14dcf25c67cb56,CATTLE_BEEF,144930,8378,41270,81340,0.0,0.0,92.79,96.31,1,0,BARN,326,FIELD_APPLIED,53434.24,0,23.04,139.15
2097-05,d4e6315290f781e3,CATTLE_BEEF,109084,25576,39846,59474,0.0,0.0,65.42,133.87,0,0,FEEDLOT,77,STACK,176675.92,0,30.77,113.22
2097-06,76742ae88281c068,CATTLE_BEEF,78316,37250,47513,39569,0.0,0.0,183.05,433.39,0,0,FEEDLOT,134,FIELD_APPLIED,244055.62,0,88.0,191.11
2097-07,91140ff1623e5367,GOATS,28262,39004,28262,75657,0.0,0.0,90.56,189.56,1,0,FREE_STALL,291,FIELD_APPLIED,77694.39,0,87.52,248.47
2097-08,44d7bce8ae081597,POULTRY,76668,73088,76668,102576,0.0,0.0,219.04,444.83,1,0,FREE_STALL,342,DIGESTER,240635.31,1,4.85,158.19
2097-09,193fc7b8a2a0212b,CATTLE_BEEF,120044,9265,23600,132022,0.0,0.0,107.79,314.78,1,0,FEEDLOT,347,FIELD_APPLIED,245395.85,0,1.04,66.68
2097-10,236db6d41d0d8aa3,CATTLE_DAIRY,183276,92032,125195,139955,572458.92,15117.1,99.16,440.23,1,0,CAGE_FREE,252,COMPOST,45764.95,0,86.15,90.39
2097-11,7c4de9d54b26ead2,CATTLE_DAIRY,147951,40282,87436,71004,189192124.43,23551.6,207.79,53.1,0,0,FREE_STALL,188,FIELD_APPLIED,197734.88,0,49.03,77.03
2097-12,d0eef1934bfc4c18,HOGS,2460,48916,2460,24181,0.0,0.0,147.83,398.08,1,0,FREE_STALL,341,LAGOON,183818.82,0,13.27,296.24
2098-01,d17dac7ee6b291fb,CATTLE_DAIRY,249774,47873,68686,117191,65898883.94,18929.6,146.82,312.8,0,0,OTHER,262,COMPOST,200487.39,0,60.69,193.75
2098-02,ba886c6a553c3ded,CATTLE_BEEF,199434,21949,70034,11191,0.0,0.0,184.26,115.54,0,0,CAGE_FREE,28,LAGOON,42200.35,0,77.93,309.89
2098-03,e819ab1e3e312f59,GOATS,215889,17881,62463,9486,0.0,0.0,70.69,28.31,1,0,PASTURE,97,LAGOON,136254.17,0,82.25,299.71
2098-04,7dbfe42306951f9f,POULTRY,230068,94287,120526,97194,0.0,0.0,216.86,170.95,0,0,OTHER,138,DIGESTER,155837.84,0,20.13,253.76
2098-05,07949221d80f9e33,POULTRY,237313,69596,90502,72809,0.0,0.0,158.24,402.08,1,0,FREE_STALL,87,FIELD_APPLIED,60087.12,0,87.24,243.0
2098-06,2e6229f273650c6d,HOGS,163260,77719,100860,91227,0.0,0.0,63.54,405.54,1,0,PASTURE,55,LAGOON,27144.83,0,31.46,104.94
2098-07,a57d4811bba1eceb,POULTRY,111657,21523,24396,33926,0.0,0.0,153.09,21.87,0,0,FEEDLOT,86,STACK,73039.03,0,70.78,146.97
2098-08,dabd48f63f4778d8,POULTRY,10619,82525,10619,41953,0.0,0.0,78.9,15.72,0,0,PASTURE,296,FIELD_APPLIED,130465.66,0,42.69,175.12
2098-09,4d7bba89aa926d6e,POULTRY,78119,113847,78119,66907,0.0,0.0,95.76,107.1,0,0,PASTURE,139,LAGOON,8319.03,0,46.76,193.94
2098-10,e164f0d58e1c9b54,POULTRY,95005,32376,33538,148443,0.0,0.0,159.31,431.3,0,0,CAGE_FREE,160,FIELD_APPLIED,232640.94,0,63.36,124.82
2098-11,887af7ab22c574f7,CATTLE_BEEF,239136,105173,146509,43228,0.0,0.0,139.27,80.38,0,0,BARN,239,STACK,186306.37,1,91.26,249.98
2098-12,99417f76203396b4,CATTLE_DAIRY,145590,28170,33424,89963,204437300.92,14790.6,152.84,263.52,1,0,BARN,215,LAGOON,241024.92,1,11.39,254.74
2099-01,1d53e88a9d4b3ab8,CATTLE_DAIRY,211819,61498,68719,115150,220807021.17,20409.8,173.35,348.5,0,0,PASTURE,197,DIGESTER,42673.34,0,49.31,80.02
2099-02,c7cbeb9e89d20d95,POULTRY,3591,81074,3591,80522,0.0,0.0,124.92,304.67,0,0,FREE_STALL,101,LAGOON,72.04,0,95.28,53.62
2099-03,117be14b9c42f6ce,CATTLE_DAIRY,98415,46167,96078,65592,215162257.35,12628.3,117.22,209.44,0,0,PASTURE,197,STACK,10844.14,0,56.21,165.67
2099-04,19b0fc7507eb0e15,CATTLE_BEEF,32157,67517,32157,115830,0.0,0.0,83.86,168.05,1,0,PASTURE,49,FIELD_APPLIED,171966.32,0,70.41,62.84
2099-05,5d36aa2a0ddcf3c3,SHEEP,62165,68871,62165,41695,0.0,0.0,179.56,161.54,1,0,PASTURE,117,FIELD_APPLIED,242739.35,0,48.17,195.82
2099-06,ac24507da588a062,GOATS,86102,63059,85898,139705,0.0,0.0,180.28,381.07,0,0,PASTURE,151,FIELD_APPLIED,50570.0,0,50.18,43.28
2099-07,8d7a88e5c43a4ee5,POULTRY,102089,113888,102089,120736,0.0,0.0,92.51,155.43,0,0,PASTURE,208,LAGOON,73474.42,0,36.83,232.95
2099-08,5dc21c482588bb0d,POULTRY,26058,71976,26058,20777,0.0,0.0,166.74,185.91,1,0,FEEDLOT,146,FIELD_APPLIED,165757.9,0,62.46,229.36
2099-09,94b04ab694ab905a,CATTLE_BEEF,27381,89197,27381,40609,0.0,0.0,176.93,111.83,1,0,FREE_STALL,98,COMPOST,113205.45,0,48.45,179.22
2099-10,5ff71f47ac823eab,CATTLE_DAIRY,51967,87997,51967,80883,127057796.78,19421.7,127.28,399.6,1,0,FEEDLOT,63,FIELD_APPLIED,214373.26,0,55.33,279.35
2099-11,1197447c1a13a561,CATTLE_BEEF,182488,96146,144363,132086,0.0,0.0,153.27,293.25,0,0,FREE_STALL,180,FIELD_APPLIED,86122.46,0,35.75,217.59
2099-12,c78f048c45a9825f,CATTLE_DAIRY,46739,6389,46739,123428,222878968.82,23693.8,72.12,345.91,1,0,CAGE_FREE,97,FIELD_APPLIED,176103.29,0,45.59,276.84
2100-01,a8d759c45ca0a345,CATTLE_DAIRY,87327,19803,42956,104661,202376095.38,12051.8,202.48,390.55,0,0,FREE_STALL,113,STACK,190515.94,0,74.23,163.49
2100-02,3f361f99bbefb898,POULTRY,9822,95412,9822,139142,0.0,0.0,100.56,366.59,0,0,PASTURE,2,LAGOON,173573.52,0,81.38,291.52
2100-03,0210d643fa409d47,POULTRY,216906,28588,57245,42339,0.0,0.0,201.48,119.87,0,0,PASTURE,84,FIELD_APPLIED,122536.42,0,29.23,76.23
2100-04,3df945ef49ea1130,CATTLE_DAIRY,169383,46460,80575,132218,82581378.28,12578.3,99.89,401.69,1,0,FEEDLOT,340,COMPOST,97088.03,0,87.86,135.54
2100-05,9561768888d6799f,CATTLE_BEEF,207271,71559,109731,62598,0.0,0.0,185.58,442.13,0,0,FREE_STALL,204,FIELD_APPLIED,220487.55,0,78.88,65.04
2100-06,fe4b478a68fdecff,HOGS,162498,13217,41053,142193,0.0,0.0,182.16,395.85,0,1,BARN,304,LAGOON,29767.6,0,38.73,197.07
2100-07,e86c08bb7b057fd8,POULTRY,27839,29853,27839,9431,0.0,0.0,211.96,191.11,0,0,PASTURE,21,STACK,32577.47,0,46.32,318.65
2100-08,2e692a1d6cca94b8,POULTRY,101996,46776,77815,100388,0.0,0.0,162.75,405.69,0,0,BARN,309,FIELD_APPLIED,109194.4,0,96.06,302.6
2100-09,745ea7acfae03103,GOATS,80216,76590,80216,80958,0.0,0.0,139.82,212.77,1,0,PASTURE,234,STACK,38830.27,0,76.4,301.02
2100-10,072d0e9346a37601,POULTRY,176481,108967,146159,76204,0.0,0.0,92.57,92.93,1,0,PASTURE,250,FIELD_APPLIED,184442.03,0,62.39,286.11
2100-11,f2e3a4714b955ac6,POULTRY,136828,74240,85172,131872,0.0,0.0,93.2,169.53,0,1,FREE_STALL,311,OTHER,184215.26,0,98.37,137.21
2100-12,d36c613187d1df40,POULTRY,229174,94847,123424,122698,0.0,0.0,151.5,41.32,0,0,PASTURE,52,FIELD_APPLIED,238500.74,1,67.95,234.32
2101-01,13b9da0a97d2f2e9,CATTLE_DAIRY,105703,4036,18154,148585,134236751.62,13864.2,120.34,60.17,0,0,OTHER,303,DIGESTER,22950.75,0,42.18,294.52
2101-02,c96ac06ce5fa52ba,POULTRY,65794,7556,16360,4484,0.0,0.0,81.91,387.04,0,0,FEEDLOT,124,FIELD_APPLIED,72459.18,0,91.34,159.04
2101-03,420c921e507df0a3,POULTRY,201991,29343,60395,42052,0.0,0.0,79.74,236.84,0,0,PASTURE,104,LAGOON,137102.61,0,20.41,147.28
2101-04,feb8ca71d7bacc19,CATTLE_BEEF,227287,112935,149004,137559,0.0,0.0,122.02,336.28,1,1,FEEDLOT,45,FIELD_APPLIED,108039.44,0,43.67,295.35
2101-05,9008b8ff6cd6d386,CATTLE_BEEF,173472,57515,92944,7507,0.0,0.0,212.82,160.18,1,0,OTHER,8,FIELD_APPLIED,249996.86,0,43.27,248.5
2101-06,c32f5eb235be1969,HOGS,29067,99719,29067,122804,0.0,0.0,86.11,162.31,0,0,FEEDLOT,334,FIELD_APPLIED,235693.69,0,8.09,77.17
2101-07,fac6548506f6cc2e,POULTRY,16138,39893,16138,87515,0.0,0.0,173.14,160.44,0,0,OTHER,341,FIELD_APPLIED,140227.46,0,76.83,87.91
2101-08,03fe16c4d55f936b,HOGS,177135,24522,60445,121393,0.0,0.0,97.94,301.36,0,0,CAGE_FREE,328,FIELD_APPLIED,43318.86,0,7.36,126.2
2101-09,24410f29487c4cd8,HOGS,18778,91272,18778,83318,0.0,0.0,189.03,390.54,0,0,FEEDLOT,163,FIELD_APPLIED,188117.25,0,72.19,310.58
2101-10,c2adc0485a652000,CATTLE_BEEF,221009,67420,82340,104952,0.0,0.0,180.31,415.98,1,0,CAGE_FREE,86,FIELD_APPLIED,94360.08,0,72.24,90.06
2101-11,72ca2b51cfa89e1c,CATTLE_BEEF,182840,78732,95866,41094,0.0,0.0,181.01,82.98,1,0,OTHER,86,FIELD_APPLIED,133767.59,0,50.36,319.38
2101-12,f497a7e4105803aa,GOATS,35033,41286,35033,5597,0.0,0.0,181.77,321.28,1,0,PASTURE,97,OTHER,51754.79,1,49.72,253.54
2102-01,e991e45e90ab7a4a,HOGS,140624,45763,81295,13432,0.0,0.0,150.78,205.4,0,0,CAGE_FREE,231,FIELD_APPLIED,206761.7,0,49.8,65.95
2102-02,884fc16a98ca0e5d,POULTRY,217634,87012,131339,109988,0.0,0.0,201.56,10.08,0,0,BARN,90,OTHER,216300.69,0,7.68,159.02
2102-03,e3a8f13c11f736be,GOATS,168875,118324,122896,24430,0.0,0.0,203.34,41.43,0,0,PASTURE,343,STACK,242588.71,0,89.03,266.09
2102-04,6b2a02f07a8ffa63,POULTRY,151308,52834,85687,72856,0.0,0.0,111.69,184.87,0,0,FEEDLOT,159,LAGOON,186582.24,0,23.63,103.27
2102-05,1eb82c633c5b295b,POULTRY,40759,75681,40759,121461,0.0,0.0,211.51,342.04,0,0,FEEDLOT,292,DIGESTER,112352.16,0,36.74,58.08
2102-06,80dd4fba917af372,HOGS,149359,55717,61416,98904,0.0,0.0,202.93,420.93,0,0,FEEDLOT,204,FIELD_APPLIED,6112.23,0,7.62,132.0
2102-07,9b2ecb037a0ac781,POULTRY,12286,95404,12286,2391,0.0,0.0,162.12,81.01,1,0,FEEDLOT,158,FIELD_APPLIED,175479.09,0,27.67,203.85
2102-08,5e60aa902e897cf3,POULTRY,28678,84205,28678,65873,0.0,0.0,202.75,170.99,1,0,PASTURE,42,STACK,241176.12,0,92.23,223.86
2102-09,7491616229139578,GOATS,20093,72901,20093,14781,0.0,0.0,92.25,270.76,1,0,OTHER,272,FIELD_APPLIED,158542.59,0,50.02,291.9
2102-10,e6e419e5c8276dc6,SHEEP,95514,101367,95514,79099,0.0,0.0,202.11,407.44,0,0,CAGE_FREE,145,FIELD_APPLIED,49826.49,0,16.74,146.61
2102-11,7fbbea04c1f22314,POULTRY,206041,112471,126023,16053,0.0,0.0,109.64,265.54,0,1,BARN,31,LAGOON,48330.3,1,95.55,278.45
2102-12,a1b6dadaba3f2189,HOGS,100461,64961,100461,39385,0.0,0.0,90.31,217.81,1,0,FREE_STALL,281,DIGESTER,65049.5,1,52.15,237.26
2103-01,da09c76f1ad722d7,CATTLE_BEEF,106372,68205,86175,36409,0.0,0.0,122.86,336.02,1,0,FEEDLOT,50,FIELD_APPLIED,132908.04,0,51.6,73.06
2103-02,378991f6ac8b7df0,SHEEP,80198,67237,80198,46142,0.0,0.0,140.73,14.63,0,0,FREE_STALL,120,FIELD_APPLIED,60463.97,0,14.72,269.44
2103-03,bd2fc50b5b2c1732,CATTLE_DAIRY,109283,6936,7906,10823,63251929.5,19636.8,157.06,84.34,1,0,BARN,238,FIELD_APPLIED,208201.78,0,62.84,109.55
2103-04,f20c894ec600e61f,HOGS,182549,11460,38552,112939,0.0,0.0,103.01,300.75,0,0,FREE_STALL,24,LAGOON,37224.71,0,98.82,259.07
2103-05,be1a801be5d37ff8,POULTRY,204841,4495,41887,104877,0.0,0.0,196.07,94.29,0,0,FEEDLOT,43,FIELD_APPLIED,76714.98,1,13.74,279.94
2103-06,018066fc8da1bd8c,POULTRY,61888,111661,61888,44734,0.0,0.0,93.69,396.65,0,0,FREE_STALL,177,LAGOON,202690.05,0,80.33,218.59
2103-07,c561656fc10579ef,CATTLE_BEEF,56799,97963,56799,109600,0.0,0.0,162.74,163.22,0,0,CAGE_FREE,213,FIELD_APPLIED,235096.49,0,18.16,219.19
2103-08,6ba88f730cb3d989,HOGS,174983,103814,142042,2291,0.0,0.0,88.14,325.64,1,0,BARN,134,STACK,117400.31,0,60.87,296.97
2103-09,4acd411de8489ea8,CATTLE_DAIRY,160117,93205,113385,106896,236805980.43,23058.1,87.0,321.91,0,0,PASTURE,45,FIELD_APPLIED,57349.96,0,29.31,282.05
2103-10,a1e4df71c93be396,POULTRY,169809,94804,137885,124,0.0,0.0,191.99,46.27,1,0,PASTURE,200,FIELD_APPLIED,142342.87,0,82.31,164.06
2103-11,d3cd4551fa8cbaae,HOGS,49778,7631,30481,69391,0.0,0.0,195.52,340.92,1,0,PASTURE,6,COMPOST,136527.9,0,41.39,229.53
2103-12,92b921b9cd8fe7a0,POULTRY,49892,92784,49892,40810,0.0,0.0,133.61,192.02,1,0,PASTURE,218,DIGESTER,119620.14,0,72.51,249.9
2104-01,7d742d13a08e1ace,CATTLE_BEEF,30383,42382,30383,48388,0.0,0.0,201.07,118.97,0,0,BARN,137,OTHER,88130.73,0,0.12,152.48
2104-02,c2e0a3d8c013fd5e,HOGS,246686,82211,82746,91263,0.0,0.0,128.43,168.14,1,0,OTHER,293,FIELD_APPLIED,41391.49,0,22.61,243.23
2104-03,ea4686265cd50d5f,POULTRY,120544,58582,103720,4597,0.0,0.0,98.31,69.41,0,0,CAGE_FREE,20,STACK,19339.3,0,82.33,125.92
2104-04,672e1b20884f0a98,CATTLE_DAIRY,2071,42625,2071,33668,142709945.79,24718.0,188.92,21.72,0,0,OTHER,206,FIELD_APPLIED,177335.29,0,14.35,262.84
2104-05,196f8a985fbab0df,HOGS,248763,15579,29978,142689,0.0,0.0,98.18,257.56,1,0,FEEDLOT,215,FIELD_APPLIED,167657.01,0,9.28,249.28
2104-06,415801f304f9a749,CATTLE_DAIRY,82699,4503,30797,8174,89546916.3,21569.9,165.82,412.72,0,0,FREE_STALL,174,FIELD_APPLIED,78348.03,0,16.75,110.34
2104-07,5255202033760517,POULTRY,188394,16183,46226,6248,0.0,0.0,104.81,257.95,0,0,FEEDLOT,79,FIELD_APPLIED,113532.54,0,5.12,240.31
2104-08,6cce43116e1c8671,CATTLE_BEEF,64118,114539,64118,142853,0.0,0.0,86.1,269.49,0,0,BARN,236,FIELD_APPLIED,184165.96,0,41.69,173.93
2104-09,055900c16a8cc85d,POULTRY,212537,79702,122042,49985,0.0,0.0,126.86,230.25,0,0,PASTURE,219,FIELD_APPLIED,105297.09,0,36.32,198.91
2104-10,f127d660bf6e29af,HOGS,53684,82181,53684,87622,0.0,0.0,148.04,363.02,1,0,PASTURE,273,LAGOON,241270.24,0,63.22,284.16
2104-11,470cbae24348b458,POULTRY,96965,58011,66488,36733,0.0,0.0,85.22,36.55,0,0,PASTURE,44,FIELD_APPLIED,23484.59,0,22.15,193.13
2104-12,5431540806569fef,HOGS,76425,94816,76425,137901,0.0,0.0,201.65,375.53,0,0,PASTURE,109,DIGESTER,244818.19,0,70.79,296.87
2105-01,af2cc3d4f0b839fc,CATTLE_BEEF,68419,117176,68419,76464,0.0,0.0,110.93,363.15,1,0,BARN,165,LAGOON,125188.94,0,69.85,79.65
2105-02,8ea8b820e1504f93,CATTLE_DAIRY,191363,91215,103973,63556,31855616.2,22653.9,181.58,63.95,0,0,FREE_STALL,330,LAGOON,212831.88,0,99.23,256.75
2105-03,f04bf3029c0407d7,POULTRY,179078,68463,108504,99113,0.0,0.0,73.15,120.81,0,0,CAGE_FREE,36,FIELD_APPLIED,216382.6,0,68.59,111.62
2105-04,f661a9515122eed0,CATTLE_BEEF,22694,47410,22694,128487,0.0,0.0,219.2,402.79,1,0,FEEDLOT,359,LAGOON,31077.16,0,22.45,168.95
2105-05,f4e5e52385f66258,CATTLE_DAIRY,158417,89987,118861,55743,50629104.95,26630.5,212.13,242.49,0,0,BARN,364,OTHER,84000.78,0,66.87,223.82
2105-06,95b389b1dd948a1f,HOGS,22014,54936,22014,142098,0.0,0.0,98.7,212.38,0,0,FREE_STALL,355,FIELD_APPLIED,52848.24,0,72.86,304.75
2105-07,6e011dbf2cdb4fc7,HOGS,21128,31916,21128,11290,0.0,0.0,139.87,248.98,0,0,FEEDLOT,109,STACK,115534.53,1,77.68,281.57
2105-08,aca9aad884e90b50,CATTLE_DAIRY,104032,6467,56363,3769,174531353.69,23420.2,116.55,398.88,0,0,FEEDLOT,136,STACK,123482.77,1,82.83,248.63
2105-09,9fa81c1d03746a8e,POULTRY,179452,16212,23297,38254,0.0,0.0,197.71,133.99,0,0,FREE_STALL,286,FIELD_APPLIED,223284.2,0,27.23,232.35
2105-10,8582f5e131685b98,CATTLE_BEEF,138873,53613,67005,145782,0.0,0.0,195.13,407.61,0,0,CAGE_FREE,280,DIGESTER,80861.36,0,54.85,159.69
2105-11,026e26dbe43b9b0e,HOGS,112790,58629,87926,64475,0.0,0.0,201.34,409.68,1,0,CAGE_FREE,144,LAGOON,218792.2,1,7.03,126.64
2105-12,c57c1c48ed19cbbc,GOATS,234310,16967,47252,69978,0.0,0.0,96.9,333.25,0,0,FEEDLOT,85,STACK,10263.46,0,32.19,271.39
2106-01,3b6f1c3b36ab8da5,HOGS,76219,106486,76219,95060,0.0,0.0,128.57,216.35,1,0,BARN,218,DIGESTER,128595.28,0,79.67,170.66
2106-02,f317fd2b1873c3b3,SHEEP,154488,92333,96509,81454,0.0,0.0,159.5,206.9,0,0,FREE_STALL,358,FIELD_APPLIED,133697.43,0,93.64,63.59
2106-03,558396815f13f84d,CATTLE_DAIRY,33532,108133,33532,115719,214228950.14,27740.4,201.27,205.61,1,0,CAGE_FREE,154,FIELD_APPLIED,28311.1,0,93.44,265.01
2106-04,2d015d1998fba360,GOATS,5081,63746,5081,131212,0.0,0.0,86.92,141.72,1,0,FEEDLOT,168,FIELD_APPLIED,12772.1,0,85.56,141.95
2106-05,378645faa407e46c,CATTLE_BEEF,45793,99142,45793,20029,0.0,0.0,137.29,161.2,1,0,FEEDLOT,210,FIELD_APPLIED,231621.44,0,85.42,295.83
2106-06,d5224e8ba1e0e31f,SHEEP,131012,94631,131012,12553,0.0,0.0,171.66,51.18,0,0,CAGE_FREE,74,OTHER,227399.49,0,20.84,110.11
2106-07,178f5660dc525226,POULTRY,11865,41276,11865,64203,0.0,0.0,87.01,321.81,1,0,BARN,310,STACK,35493.11,0,18.64,90.99
2106-08,ff82003c7dfbfa94,CATTLE_BEEF,57709,114155,57709,77723,0.0,0.0,205.06,311.22,1,0,OTHER,344,FIELD_APPLIED,41119.3,0,54.72,120.84
2106-09,ce5858bdf90a9083,POULTRY,38425,108648,38425,58274,0.0,0.0,175.67,278.71,0,1,PASTURE,178,FIELD_APPLIED,170940.11,0,4.5,98.88
2106-10,683e185efc947837,CATTLE_DAIRY,130004,49345,90932,90120,144915277.63,14492.2,182.48,329.04,0,0,BARN,254,STACK,133897.64,0,48.48,180.97
2106-11,3a5298a18036575f,CATTLE_BEEF,11362,65879,11362,103605,0.0,0.0,152.23,266.92,0,0,CAGE_FREE,69,LAGOON,79951.63,0,66.55,81.59
2106-12,5a238c785eae2b88,POULTRY,143126,2561,16068,39685,0.0,0.0,193.19,168.15,1,0,CAGE_FREE,277,FIELD_APPLIED,130051.73,0,16.72,189.92
2107-01,2dcb02bb0abb8149,SHEEP,7645,15068,7645,123467,0.0,0.0,73.08,305.15,1,0,PASTURE,255,FIELD_APPLIED,4256.4,0,19.2,217.39
2107-02,eb3a92b786993c22,POULTRY,43795,75263,43795,34060,0.0,0.0,116.64,139.0,1,1,PASTURE,284,FIELD_APPLIED,24515.82,0,14.28,150.77
2107-03,a3b4bc85e0140596,SHEEP,5263,103974,5263,98873,0.0,0.0,139.85,402.24,0,0,PASTURE,221,OTHER,245051.63,0,79.1,270.88
2107-04,408be421825b6091,POULTRY,38233,111498,38233,5706,0.0,0.0,200.06,138.7,1,0,FREE_STALL,233,LAGOON,44607.37,0,62.94,240.93
2107-05,c74baea9d7ce4efa,CATTLE_BEEF,40668,10374,40668,104231,0.0,0.0,75.32,321.7,0,0,PASTURE,111,DIGESTER,66303.02,0,70.26,245.46
2107-06,2a926ec8eef81803,CATTLE_DAIRY,206570,98557,103539,95281,23163272.58,16042.2,133.79,211.49,0,0,PASTURE,280,STACK,171132.69,0,3.07,302.42
2107-07,dd2e8d0d51f49298,CATTLE_DAIRY,68107,26206,68107,90457,199528276.61,13450.4,192.22,273.21,0,0,FREE_STALL,289,STACK,99295.01,0,36.17,40.36
2107-08,432e3821bb45d35b,CATTLE_DAIRY,189075,93757,115618,14065,147359962.53,22307.9,63.63,56.95,1,0,CAGE_FREE,93,COMPOST,122473.36,0,67.28,184.97
2107-09,782bff5ef866dfbc,HOGS,221557,100465,110274,51826,0.0,0.0,67.45,274.26,0,0,FEEDLOT,260,LAGOON,156944.53,0,94.42,165.89
2107-10,d2ad80a5c131a8b6,POULTRY,78951,83088,78951,128459,0.0,0.0,143.62,54.66,0,0,CAGE_FREE,125,FIELD_APPLIED,9008.97,1,99.0,139.59
2107-11,dcd434666c7c014f,CATTLE_DAIRY,30077,33677,30077,125747,193419343.9,24389.9,127.44,160.75,0,0,BARN,253,LAGOON,20065.58,1,25.51,44.44
2107-12,6bbd925e4afa6ff8,CATTLE_BEEF,20700,53364,20700,47057,0.0,0.0,210.04,286.52,0,0,BARN,291,STACK,179087.26,0,42.53,182.16
2108-01,6d9228c489162f2c,CATTLE_BEEF,144777,66272,81592,120817,0.0,0.0,171.74,135.7,1,0,OTHER,50,OTHER,158059.81,0,9.81,286.8
2108-02,f262f0b1cef6bc7e,HOGS,46319,115885,46319,61056,0.0,0.0,73.34,2.91,1,0,FEEDLOT,209,LAGOON,113929.5,0,62.4,288.53
2108-03,eb3e502e7f4a1a54,HOGS,220960,6328,42634,117018,0.0,0.0,133.74,185.9,0,0,BARN,361,LAGOON,65675.24,0,47.72,45.66
2108-04,c0161a66686995e8,POULTRY,136304,86990,103705,1633,0.0,0.0,172.97,80.28,0,0,PASTURE,294,STACK,59825.0,0,98.96,260.42
2108-05,e96f90f5374886c3,POULTRY,220615,78311,107450,73227,0.0,0.0,161.56,363.41,1,0,BARN,234,OTHER,64911.82,0,80.41,289.29
2108-06,a0de8fcbf0a0bf77,GOATS,66216,73384,66216,10060,0.0,0.0,110.83,337.24,0,0,BARN,344,FIELD_APPLIED,226656.11,0,10.21,62.19
2108-07,2d94a4164f7bdf5e,CATTLE_BEEF,56875,2894,17046,59344,0.0,0.0,211.6,381.36,0,0,CAGE_FREE,123,COMPOST,207081.09,0,10.82,145.24
2108-08,dd21e6977d15c7de,SHEEP,132675,114545,132675,93274,0.0,0.0,158.26,401.43,0,0,OTHER,199,FIELD_APPLIED,180580.57,0,43.48,242.56
2108-09,de504332374f02a7,POULTRY,57466,51105,57466,9928,0.0,0.0,122.93,99.43,0,0,PASTURE,235,FIELD_APPLIED,116876.34,0,52.36,198.35
2108-10,ef21845158baaeb7,CATTLE_BEEF,76968,89650,76968,49882,0.0,0.0,101.72,163.37,1,0,FREE_STALL,206,STACK,38786.01,0,83.04,86.31
2108-11,e3d7df56cc7d6337,SHEEP,41647,31989,41647,116070,0.0,0.0,111.48,165.46,0,0,FREE_STALL,257,OTHER,32061.43,0,95.31,268.02
2108-12,1feaaada70e26d03,CATTLE_BEEF,85085,87243,85085,119941,0.0,0.0,84.7,111.25,1,0,FREE_STALL,365,FIELD_APPLIED,242172.22,0,33.96,49.28
2109-01,8fa637b009106bfc,CATTLE_BEEF,209091,86448,128630,21277,0.0,0.0,203.2,34.0,0,0,FREE_STALL,207,FIELD_APPLIED,67614.49,0,92.13,249.9
2109-02,9392daf6beef32d8,POULTRY,101154,30825,76566,75290,0.0,0.0,170.76,97.96,0,0,PASTURE,102,FIELD_APPLIED,138079.72,0,46.28,69.75
2109-03,380a3deb6263c655,CATTLE_DAIRY,209939,70129,81054,73394,218100977.34,12103.8,79.51,192.27,0,0,CAGE_FREE,199,STACK,101966.31,0,53.86,231.64
