labor_indmix_establishment_year,labor_indmix_district_business_pattern_code,labor_indmix_industry_nic_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2017,DBP100977,8366,20_49,4839,4753,1770946871.81,7776318659.2,31463.2,14,242,5.386,344,270,52.1,59.32,19.59,15.14,Urban,Y
2020,DBP100978,5671,10_19,1376,1312,500971292.49,1958721273.6,28710.15,96,306,30.64,206,96,29.67,0.69,69.76,1.17,Urban,N
2012,DBP100979,4726,5_9,3959,3815,1366064660.14,6056305327.8,30528.81,390,668,27.733,304,248,34.15,52.21,24.43,2.94,Urban,N
2016,DBP100980,2607,100_249,1899,1949,265208747.14,1074207721.6,10599.2,144,8,7.799,270,298,67.58,29.42,21.16,5.67,Urban,Y
2014,DBP100981,5745,250_499,4454,4864,279019552.99,1224616673.28,4841.76,380,648,21.135,310,239,43.77,18.06,68.3,13.83,Metro,Y
2022,DBP100982,2543,10_19,1466,1725,673305750.54,2568331662.0,28632.46,374,217,34.261,227,32,32.52,15.36,69.7,19.76,Metro,Y
2021,DBP100983,0226,250_499,980,938,210270141.48,942101123.6,19314.85,12,123,14.392,59,250,64.94,59.45,13.9,3.36,Urban,N
2011,DBP100984,2491,10_19,1522,1584,780104579.7,3188540234.88,38710.91,214,133,21.907,152,265,9.91,50.74,45.42,9.26,Rural,Y
2023,DBP100985,6717,20_49,3039,3028,1599035446.16,5792870796.96,36790.41,366,797,38.408,264,108,39.01,46.08,62.52,7.2,Rural,Y
2024,DBP100986,4283,250_499,2110,2370,307177246.98,1270897711.2,10312.38,307,93,16.878,341,243,8.45,22.02,32.67,4.33,Urban,N
2011,DBP100987,8418,100_249,3650,3686,626989692.61,2683599672.0,14001.0,211,320,14.406,303,47,5.89,7.94,7.36,17.31,Urban,Y
2018,DBP100988,9705,20_49,3674,4031,2163465491.57,9019577110.44,43029.87,5,607,15.182,345,224,16.49,55.16,3.04,19.5,Urban,N
2024,DBP100989,2738,50_99,4637,4766,608188684.69,2319177159.52,9357.86,567,118,14.373,36,129,44.48,54.16,44.9,2.71,Urban,N
2020,DBP100990,9342,20_49,3128,3045,563376950.44,2273914406.4,14360.96,766,49,26.765,67,122,10.02,11.99,26.47,5.08,Metro,N
2021,DBP100991,6581,5_9,3458,3607,986301215.13,3623475766.04,19318.61,677,604,35.514,16,20,39.14,51.46,18.14,7.22,Urban,Y
2024,DBP100992,5519,5_9,3599,4080,462936558.81,2027292758.4,9555.49,482,722,29.51,221,132,54.38,6.89,42.62,12.98,Urban,Y
2012,DBP100993,5136,50_99,494,821,508703065.18,1910658687.08,44754.49,301,489,96.224,346,213,27.18,18.26,24.87,18.21,Metro,N
2015,DBP100994,3582,1_4,1898,2027,726420835.37,2792429172.52,26492.63,786,8,39.171,154,264,39.47,36.57,49.15,11.84,Metro,Y
2015,DBP100995,4039,10_19,3208,3256,1737108102.89,6323256322.24,37346.77,275,60,10.289,237,256,57.86,23.93,11.84,3.97,Metro,Y
2012,DBP100996,2561,250_499,4610,4899,2007460056.49,7500336470.64,29442.18,189,658,17.289,114,277,55.13,28.53,19.31,3.63,PeriUrban,Y
2021,DBP100997,9438,5_9,4261,4251,832894299.6,3729383765.64,16871.07,201,391,13.926,92,113,50.55,56.63,11.33,14.63,PeriUrban,Y
2022,DBP100998,2729,250_499,1655,1742,225233435.56,843576181.76,9312.64,93,639,42.021,37,248,11.8,59.36,21.63,6.42,Metro,N
2023,DBP100999,3533,5_9,1781,1962,925794595.02,3677780536.56,36048.19,699,464,59.276,294,136,6.1,35.89,42.53,9.99,Rural,Y
2019,DBP101000,6688,500_plus,4367,4307,2203593708.58,9557995166.72,42676.48,397,760,26.863,269,69,3.88,15.09,21.72,14.04,PeriUrban,Y
2025,DBP101001,6465,5_9,3124,3029,295913896.64,1161022969.6,7371.2,521,773,42.72,190,216,32.63,51.23,24.2,15.61,Urban,N
2019,DBP101002,6864,250_499,4702,4745,171270089.8,753104762.8,3052.22,43,574,13.003,318,205,22.03,11.37,64.19,4.02,PeriUrban,N
2018,DBP101003,7204,1_4,2401,2542,190870026.67,854985939.6,6468.15,523,168,27.183,327,66,31.46,15.14,16.26,13.86,Urban,Y
2023,DBP101004,1687,1_4,3629,3606,1586706550.09,6396748740.72,34113.81,222,324,15.141,311,279,31.09,54.99,39.52,13.31,Rural,Y
2019,DBP101005,2754,250_499,684,995,116768999.14,426562669.0,8244.35,17,555,57.487,266,39,26.2,17.13,26.37,12.22,Rural,N
2016,DBP101006,5930,10_19,268,144,40842965.31,174336140.16,23282.07,788,154,654.167,50,208,26.18,54.14,36.55,5.83,Urban,Y
2010,DBP101007,1650,5_9,2564,2696,1367914684.49,6206152638.4,44268.95,520,183,26.076,268,120,22.44,42.67,12.19,0.79,Urban,N
2019,DBP101008,3082,20_49,1643,1485,319600644.25,1252272106.8,16216.94,377,528,60.943,199,170,23.28,11.99,60.2,7.84,Rural,N
2018,DBP101009,3682,500_plus,4100,3931,435239907.66,1918696885.04,9386.42,238,76,7.988,283,117,68.03,10.53,2.05,9.66,Urban,N
2020,DBP101010,9875,50_99,3108,3041,644266588.91,2470951656.16,15625.88,185,335,17.1,115,211,33.63,17.91,61.06,17.4,Rural,N
2011,DBP101011,5841,20_49,2191,2325,1157926187.24,5028370035.0,41591.15,102,183,12.258,49,218,28.81,14.14,24.1,2.47,Urban,Y
2019,DBP101012,2342,50_99,4405,4269,2021400170.58,7282487270.76,32805.77,255,794,24.572,272,210,33.94,53.14,21.05,4.05,PeriUrban,N
2010,DBP101013,1451,100_249,4157,4565,1278702963.52,4771648967.8,20101.31,569,476,22.892,322,18,5.42,33.31,30.22,13.81,Metro,N
2011,DBP101014,5156,500_plus,4842,5096,2251117596.51,8885253307.84,33530.27,714,545,24.706,87,158,32.13,54.19,15.08,2.56,Rural,N
2011,DBP101015,8495,1_4,4031,4365,1679412740.63,7492208045.4,33008.23,110,661,17.663,187,12,31.24,21.84,23.49,14.59,PeriUrban,Y
2024,DBP101016,5677,5_9,2492,2811,1672275974.76,6523434178.56,44628.48,247,209,16.222,86,49,68.84,15.58,64.72,6.01,Metro,N
2020,DBP101017,9817,10_19,3088,3363,999419634.26,4215008247.84,24102.84,275,393,19.863,127,183,45.34,27.65,49.82,9.65,Urban,N
2017,DBP101018,3478,50_99,450,859,351431682.42,1589112788.12,35576.09,129,490,72.061,232,60,19.23,36.32,8.75,18.54,Metro,Y
2017,DBP101019,4490,20_49,3687,4095,2127095527.33,8111874771.0,38094.65,779,311,26.618,245,132,35.43,4.04,57.08,6.01,Rural,N
2021,DBP101020,4441,10_19,1765,1921,95899543.81,357715249.84,3581.02,9,203,11.036,47,63,29.04,54.32,38.93,19.78,PeriUrban,N
2013,DBP101021,8494,500_plus,3328,3610,1279986303.71,5507984502.8,29341.49,575,226,22.188,55,21,45.21,14.89,13.18,19.16,PeriUrban,N
2022,DBP101022,9017,250_499,2936,2744,795128179.68,3549630826.56,24876.87,173,451,22.741,68,223,37.83,20.29,25.25,2.32,PeriUrban,Y
2010,DBP101023,4541,5_9,2275,2364,516206008.34,2066065647.36,16807.12,411,614,43.359,304,20,10.7,23.66,34.59,17.65,PeriUrban,N
2025,DBP101024,3114,500_plus,3756,3903,739303488.46,2867760161.76,14129.96,372,465,21.445,147,72,52.71,8.97,38.55,17.46,Metro,Y
2022,DBP101025,2420,1_4,1038,1489,457065607.65,1639134500.12,21169.79,389,26,27.871,167,217,51.0,15.97,7.98,12.03,Rural,N
2025,DBP101026,9766,250_499,313,420,135468361.41,497780119.2,22792.13,17,377,93.81,87,238,65.07,56.56,68.22,19.24,Metro,N
2023,DBP101027,1456,500_plus,3493,3294,1361403598.64,5976928610.64,34894.03,61,635,21.129,106,278,13.52,50.49,8.34,5.31,Metro,Y
2011,DBP101028,6478,100_249,1726,1529,363235824.07,1339030801.68,16841.46,202,91,19.163,205,149,20.55,37.55,19.26,2.76,Rural,Y
2018,DBP101029,8184,250_499,1197,1290,201735023.14,782055534.0,11658.55,612,124,57.054,209,100,42.5,39.25,68.9,7.28,Urban,N
2024,DBP101030,6274,1_4,369,275,62405061.18,227623825.0,15917.75,84,564,235.636,8,55,50.79,32.22,12.23,2.91,Rural,N
2021,DBP101031,3769,50_99,4405,4686,1318253078.69,5233906426.32,21479.31,760,499,26.867,331,194,36.82,53.37,42.29,18.17,Metro,Y
2015,DBP101032,4048,20_49,4793,4905,2300060851.95,9882470590.2,38745.67,206,586,16.147,105,99,49.01,13.63,67.22,12.23,Rural,Y
2024,DBP101033,8848,50_99,3606,3953,760371004.08,3350675855.8,16300.55,641,276,23.198,129,243,19.38,56.32,52.77,14.1,Urban,N
2025,DBP101034,2677,250_499,4636,4547,1944349962.47,8652299327.36,36593.44,199,215,9.105,289,263,39.53,52.33,51.59,1.16,PeriUrban,Y
2024,DBP101035,3519,1_4,3086,3431,1864422454.08,6960444447.84,39013.32,791,473,36.841,238,19,11.49,7.97,18.33,14.39,Rural,Y
2013,DBP101036,0223,250_499,4282,4217,1314617710.86,4996785036.88,22786.82,673,216,21.081,85,256,1.59,6.04,4.55,16.38,Urban,N
2012,DBP101037,0239,500_plus,1868,1759,642517748.35,2314586763.84,25304.88,143,422,32.121,255,80,37.14,21.17,40.51,19.43,PeriUrban,N
2014,DBP101038,2320,50_99,1798,1832,865545573.14,3107135387.2,32616.05,568,699,69.159,333,109,29.5,42.77,9.27,8.35,Urban,Y
2017,DBP101039,7230,1_4,1409,1533,477444896.78,1730155266.84,21703.99,16,296,20.352,130,116,60.65,23.97,62.0,10.49,Urban,Y
2016,DBP101040,1708,100_249,748,793,417650769.64,1786457331.36,43322.76,147,518,83.859,208,62,35.43,0.06,3.6,2.15,Rural,Y
2025,DBP101041,0894,1_4,4121,4595,1909986402.6,7428016187.8,31087.37,404,726,24.592,275,279,27.44,22.38,68.37,16.12,Metro,Y
2025,DBP101042,3800,1_4,4130,4523,1406642266.07,6206723657.68,26389.58,80,152,5.129,264,8,51.18,22.14,41.23,1.15,Urban,N
2017,DBP101043,9031,10_19,1003,1375,404266759.77,1523068690.0,21301.66,630,439,77.745,342,42,6.61,29.26,57.36,17.83,Metro,Y
2025,DBP101044,5962,500_plus,3347,3736,408557183.41,1688390753.92,8690.86,658,562,32.655,121,284,49.05,40.29,57.46,16.98,Urban,Y
2024,DBP101045,6808,50_99,519,789,90542137.41,330085850.64,8045.38,668,47,90.621,349,110,34.8,7.09,44.19,10.53,PeriUrban,Y
2019,DBP101046,6777,1_4,804,1198,198327185.43,896322323.52,14388.12,314,569,73.706,105,276,39.36,58.35,32.57,0.57,Metro,Y
2020,DBP101047,0527,5_9,756,646,130403563.92,574020096.0,17088.0,184,88,42.105,43,0,55.85,39.66,10.75,13.2,Metro,Y
2022,DBP101048,8733,1_4,774,1171,642685639.8,2583319961.04,42424.62,606,76,58.241,174,224,3.67,39.55,24.75,0.17,PeriUrban,N
2021,DBP101049,6456,5_9,3285,3440,1140770479.57,4927641347.2,27547.19,286,760,30.407,249,2,33.81,58.94,56.79,16.08,PeriUrban,N
2025,DBP101050,2624,250_499,628,894,142329468.64,542373636.48,11666.96,578,619,133.893,143,148,44.64,10.68,50.25,16.38,Rural,Y
2016,DBP101051,4062,500_plus,4593,4980,1368662325.21,5115210984.0,19752.9,550,694,24.98,74,180,56.78,39.75,19.12,6.7,Rural,N
2012,DBP101052,6342,250_499,2587,2874,238359738.91,973907781.6,6516.7,73,213,9.951,156,123,6.14,21.53,25.92,12.57,Urban,Y
2014,DBP101053,4590,50_99,1854,2027,232022623.46,947370097.96,8987.99,176,307,23.828,294,164,48.52,4.41,68.75,9.59,Metro,Y
2021,DBP101054,2851,100_249,1571,1854,78356142.73,341209121.76,3539.22,704,516,65.804,2,138,61.83,46.19,9.06,9.04,PeriUrban,Y
2018,DBP101055,2152,1_4,3913,3864,1162431140.32,5160516204.48,25683.41,111,445,14.389,267,218,28.9,38.8,16.58,5.6,PeriUrban,Y
2019,DBP101056,8950,20_49,1492,1321,553711141.22,2285908333.8,33277.65,425,428,64.572,324,152,15.17,59.93,35.84,14.48,Rural,N
2022,DBP101057,8844,20_49,3530,3771,2025504638.7,8150905180.08,41566.74,471,781,33.201,319,158,3.02,50.94,37.19,13.17,Rural,Y
2016,DBP101058,5860,100_249,2593,2494,1101921971.41,4640217186.8,35779.85,654,726,55.333,321,174,15.86,37.5,51.56,0.62,Metro,N
2020,DBP101059,7078,20_49,4209,4385,321287518.88,1230683225.2,5397.26,518,305,18.769,118,206,8.56,30.83,5.69,1.76,Urban,N
2024,DBP101060,7180,1_4,3063,3458,135548204.96,544867654.24,3030.14,367,382,21.66,279,160,7.03,25.85,48.52,10.0,Metro,Y
2014,DBP101061,5036,5_9,3016,3437,868914574.5,3148289387.88,17615.37,255,446,20.396,128,223,8.44,37.07,30.67,5.97,Rural,Y
2017,DBP101062,0042,250_499,358,527,272819826.62,1154829223.6,42140.9,673,298,184.25,307,63,27.16,4.15,61.84,15.5,Metro,N
2014,DBP101063,5052,10_19,2670,3095,243838548.78,1052574959.8,6540.17,99,635,23.716,16,235,7.87,3.13,44.93,0.64,Rural,Y
2019,DBP101064,1436,50_99,4089,4152,169810851.49,613491216.0,2841.5,337,48,9.273,228,19,36.44,6.01,23.94,6.24,Metro,N
2018,DBP101065,4292,250_499,3307,3377,1330572415.33,5073642082.08,28892.52,340,279,18.33,82,190,34.4,43.8,21.16,11.37,Metro,Y
2023,DBP101066,8830,100_249,3776,3767,483544831.56,2174124351.36,11099.04,797,474,33.74,224,179,21.77,21.66,9.76,9.56,Urban,N
2013,DBP101067,0068,1_4,1149,1358,386903692.37,1707251960.96,24176.56,304,100,29.75,330,273,16.19,46.55,69.97,12.7,Metro,N
2012,DBP101068,5847,500_plus,1958,2260,939127688.96,4195931729.6,35703.98,627,125,33.274,28,119,48.25,44.36,46.08,7.67,Urban,Y
2023,DBP101069,5939,5_9,3746,4173,1215997414.2,4677860890.56,21557.36,15,366,9.13,178,11,55.44,15.81,45.03,11.9,PeriUrban,N
2022,DBP101070,0950,100_249,925,1259,643599697.71,2420511701.92,36972.44,708,52,60.365,90,121,29.48,15.01,35.64,18.77,Rural,Y
2016,DBP101071,7824,5_9,106,425,119519420.66,428380433.0,19383.73,223,340,132.471,188,205,19.93,25.27,3.7,2.92,Rural,Y
2022,DBP101072,8039,1_4,2205,2208,714291768.72,2913699409.92,25377.12,554,349,40.897,212,168,15.93,51.73,57.18,7.95,PeriUrban,Y
2017,DBP101073,9857,20_49,4019,3842,1197632130.81,4675728753.28,23403.92,553,566,29.125,6,17,14.07,20.72,24.42,1.35,Rural,Y
2013,DBP101074,3558,10_19,4985,4792,818993055.77,3429429685.76,13762.64,27,716,15.505,222,100,47.83,15.39,29.29,14.49,PeriUrban,Y
2013,DBP101075,1721,50_99,2707,2519,710595420.62,2865374288.92,21875.09,340,749,43.231,176,42,39.18,14.67,60.31,13.77,Urban,N
2018,DBP101076,8061,250_499,65,363,91877610.8,401545184.04,21272.79,520,292,223.691,325,193,9.76,17.16,8.96,13.99,Rural,N
2023,DBP101077,2707,20_49,718,722,178506725.81,704867950.8,18774.45,153,199,48.753,82,99,45.94,51.07,15.68,14.71,Urban,N
2019,DBP101078,1736,100_249,348,695,248810504.46,928764751.2,25699.08,187,680,124.748,156,296,16.99,6.96,32.0,19.22,Metro,N
2016,DBP101079,1892,250_499,1309,1664,342707519.82,1349662878.72,15597.99,21,443,27.885,340,191,12.07,59.44,6.23,3.6,PeriUrban,N
2014,DBP101080,9572,50_99,3724,3533,464283939.42,1706269698.64,9287.54,520,362,24.965,84,198,30.28,43.05,20.0,11.3,Urban,Y
2021,DBP101081,2180,250_499,179,293,119381506.97,521706693.56,34241.71,54,443,169.625,96,209,61.37,56.27,50.64,10.59,Rural,Y
2010,DBP101082,0300,10_19,2041,1940,622278902.82,2389378108.0,23685.35,60,227,14.794,174,192,64.95,28.71,30.47,3.22,PeriUrban,Y
2023,DBP101083,0101,5_9,3085,3156,860176204.8,3147523741.44,19179.12,666,516,37.452,63,25,50.91,7.53,61.81,13.12,Rural,N
2015,DBP101084,1695,10_19,1596,1698,451369712.85,1656354376.56,18759.11,673,159,48.999,241,283,38.53,8.42,12.26,2.19,Rural,N
2022,DBP101085,4657,5_9,1625,1831,972179483.48,3790195487.52,39807.96,246,530,42.381,80,1,53.92,0.17,1.77,3.97,PeriUrban,N
2023,DBP101086,2976,50_99,2858,2759,1233172708.61,5542587766.56,38632.92,577,456,37.441,220,5,40.6,3.12,31.15,7.68,Rural,N
2018,DBP101087,8775,5_9,3720,3553,1886411934.33,6817137973.36,36898.06,671,72,20.912,253,112,28.29,54.05,34.39,13.98,Metro,Y
2023,DBP101088,9056,50_99,2121,2537,376372181.58,1408304530.88,10675.12,532,750,50.532,307,267,38.17,38.66,9.33,12.26,Urban,Y
2016,DBP101089,7187,10_19,3558,3947,1630686899.37,6594261899.16,32128.89,559,633,30.2,276,236,50.87,30.68,26.74,7.75,PeriUrban,Y
2021,DBP101090,7593,250_499,3870,4342,2345790441.83,8740929525.12,38713.68,208,474,15.707,197,252,16.41,22.55,46.55,6.43,Urban,N
2025,DBP101091,7231,10_19,4257,4351,2226472623.93,8831606543.76,39034.38,429,484,20.984,34,267,25.71,3.91,56.27,13.75,Urban,Y
2016,DBP101092,1812,1_4,1858,2269,531388649.43,2177427244.2,18454.65,384,330,31.468,239,164,25.98,18.15,10.34,7.3,Metro,N
2019,DBP101093,4006,20_49,183,19,8116259.35,32334493.36,32727.22,176,34,1105.263,295,76,14.76,31.89,17.99,12.68,PeriUrban,Y
2024,DBP101094,5389,50_99,1065,1485,413681385.52,1786521765.6,23135.48,406,719,75.758,294,291,1.85,31.76,25.28,8.14,Metro,N
2023,DBP101095,0528,500_plus,3504,3839,1533564490.81,5699610968.48,28551.16,679,453,29.487,195,149,44.1,12.79,49.1,6.83,PeriUrban,N
2019,DBP101096,4856,5_9,2057,2319,1401572639.93,5372816428.2,44555.15,122,381,21.69,83,160,45.4,48.62,62.65,3.41,Urban,Y
2020,DBP101097,7048,50_99,2068,1871,709295059.17,2627922105.64,27010.67,293,22,16.836,335,25,18.7,51.34,9.67,0.95,Metro,Y
2019,DBP101098,9582,1_4,3822,4306,285919007.15,1061385423.28,4740.19,89,665,17.51,50,251,22.35,11.21,39.38,18.24,Urban,Y
2010,DBP101099,2909,5_9,443,445,67310986.67,299479268.4,12942.06,671,597,284.944,162,297,69.18,18.86,64.94,4.6,Urban,Y
2010,DBP101100,9606,50_99,1140,1462,689726102.79,2794029486.56,36751.94,132,556,47.059,60,206,25.48,55.7,28.61,5.98,Urban,Y
2017,DBP101101,0630,500_plus,169,212,49574763.57,190199056.32,17253.18,455,166,292.925,311,112,18.26,44.73,5.87,9.38,Urban,Y
2014,DBP101102,1196,20_49,334,183,87433087.91,355624815.0,37371.25,646,356,547.541,278,90,18.93,31.7,10.66,1.54,Urban,Y
2021,DBP101103,4621,20_49,4433,4402,198967527.68,736999919.76,3219.69,207,146,8.019,135,175,2.97,39.86,14.75,16.87,Urban,Y
2018,DBP101104,9291,100_249,2329,2663,114223801.46,417192184.24,3012.74,753,686,54.037,220,148,34.74,1.55,27.96,0.96,Metro,Y
2022,DBP101105,3765,250_499,746,753,234200866.25,857110352.28,21889.63,727,644,182.072,110,53,16.08,31.79,55.93,16.21,Urban,N
2023,DBP101106,5243,500_plus,4086,4395,395506513.74,1739575632.6,7611.69,614,335,21.593,15,118,47.12,6.45,33.7,10.03,Rural,Y
2012,DBP101107,5529,500_plus,4125,4097,214830970.63,790461414.08,3710.32,582,191,18.867,304,117,14.03,9.26,65.27,8.4,Metro,N
2019,DBP101108,9894,10_19,3496,3718,867832709.81,3156734140.56,16327.71,505,423,24.96,151,18,24.89,52.92,46.41,9.82,PeriUrban,N
2019,DBP101109,6340,50_99,3274,3388,1375494346.6,4996504633.12,28360.87,534,482,29.988,324,25,19.22,24.15,4.68,8.62,PeriUrban,Y
2024,DBP101110,7704,50_99,1378,1635,651771982.52,2512474481.4,29551.57,729,600,81.284,51,206,3.01,47.7,63.19,9.55,PeriUrban,Y
2016,DBP101111,0818,250_499,3622,3630,1007124425.47,3691792618.8,19558.13,758,242,27.548,42,87,38.08,27.18,64.1,0.95,PeriUrban,Y
2021,DBP101112,4797,500_plus,601,853,542869143.86,1940706293.76,43752.96,137,12,17.468,308,280,13.82,17.26,60.81,19.66,Rural,Y
2020,DBP101113,2386,1_4,2075,2284,423481729.38,1572925386.24,13243.68,14,746,33.275,133,9,25.29,11.47,44.14,0.53,Rural,N
2019,DBP101114,1018,50_99,1911,2194,1234474156.89,5070109509.92,44440.34,13,25,1.732,238,98,1.75,54.03,22.29,14.47,Metro,N
2013,DBP101115,2542,50_99,2234,2234,295962887.21,1280353743.76,11021.57,340,148,21.844,178,219,23.72,33.74,25.45,18.98,PeriUrban,N
2017,DBP101116,8228,20_49,1205,1210,516469193.41,2034788126.8,32339.29,604,118,59.669,118,167,23.73,41.04,2.61,10.07,Urban,N
2021,DBP101117,3709,20_49,1349,1621,96574349.99,434351618.48,5152.94,734,470,74.275,133,260,33.42,39.35,25.45,17.84,Rural,Y
2013,DBP101118,1047,500_plus,4853,5159,1703939560.07,7152955769.96,26663.47,14,455,9.091,286,58,3.59,25.14,16.98,3.68,Metro,N
2018,DBP101119,8321,20_49,2604,2798,901531645.74,3400106208.72,23369.07,445,277,25.804,262,293,27.27,51.62,16.01,11.8,Metro,Y
2020,DBP101120,1480,20_49,1278,1519,179713034.76,719743395.28,9112.06,50,467,34.036,38,172,44.29,45.06,50.18,15.38,PeriUrban,Y
2014,DBP101121,0904,5_9,889,1386,478893258.48,1986484500.0,27562.5,712,758,106.061,306,105,1.26,44.52,46.09,12.5,Urban,N
2020,DBP101122,1519,20_49,2383,2772,584555916.22,2593800649.44,17994.51,331,628,34.596,308,177,66.93,26.37,11.34,3.88,PeriUrban,Y
2013,DBP101123,5424,500_plus,2537,2757,1170344096.71,4250510350.32,29648.38,202,463,24.12,286,68,34.17,1.5,10.93,14.31,Metro,N
2011,DBP101124,2883,20_49,2912,3315,157787833.14,682171440.6,3957.37,562,51,18.492,218,280,50.91,40.17,61.53,9.55,Metro,Y
2024,DBP101125,9305,20_49,4178,4659,1848158923.59,7509050629.08,30994.81,575,334,19.511,312,59,7.15,51.03,35.3,19.85,Urban,N
2021,DBP101126,0920,20_49,4943,4832,813147616.54,2929125155.84,11657.56,173,749,19.081,262,17,49.22,22.02,64.91,2.26,PeriUrban,Y
2021,DBP101127,6799,1_4,2443,2369,449310413.06,1796214083.04,14581.08,371,26,16.758,138,209,33.25,48.26,4.08,10.16,Metro,N
2022,DBP101128,8121,250_499,2134,2433,1374752218.48,5272821248.76,41677.11,419,395,33.457,223,51,9.61,12.7,22.75,9.69,Metro,N
2014,DBP101129,1975,100_249,544,833,289307357.95,1151329750.48,26579.78,295,170,55.822,194,159,37.61,30.62,8.5,14.64,Urban,Y
2013,DBP101130,9392,10_19,4378,4845,2514388735.89,9059933719.2,35960.68,264,270,11.022,135,172,22.82,9.08,41.96,12.51,Rural,Y
2025,DBP101131,1548,100_249,3320,3750,1383461884.62,5116043400.0,26236.12,127,298,11.333,17,160,56.38,11.61,5.4,0.53,PeriUrban,N
2025,DBP101132,1175,1_4,1286,1578,315490983.86,1317327024.0,16054.0,235,325,35.488,169,97,62.01,8.3,28.56,13.15,Rural,N
2023,DBP101133,6103,100_249,779,669,197569940.91,880844683.68,25320.36,172,13,27.653,129,128,61.48,47.96,50.79,0.29,PeriUrban,Y
2023,DBP101134,0169,50_99,99,283,113382950.25,486417660.56,33053.66,156,705,304.24,346,112,23.41,33.53,18.94,16.07,Rural,N
2019,DBP101135,5953,100_249,3265,3575,1425119721.76,6468717684.0,34796.76,764,475,34.657,136,180,68.79,13.99,68.88,9.74,Metro,Y
2024,DBP101136,3697,20_49,998,1346,340964090.4,1498629508.48,21411.44,53,763,60.624,326,265,15.99,33.03,65.98,10.82,Urban,Y
2013,DBP101137,7536,100_249,2725,2589,618205447.38,2694870216.48,20017.16,461,590,40.595,311,49,20.3,17.01,52.19,5.52,Urban,Y
2013,DBP101138,0558,50_99,1597,1924,262086073.09,1165620229.28,11650.61,100,507,31.549,334,183,32.4,33.18,48.01,6.96,Rural,Y
2025,DBP101139,9295,10_19,3406,3338,1642009759.21,7080224055.84,40790.34,154,464,18.514,84,216,13.65,1.82,37.17,4.74,Metro,Y
2023,DBP101140,5906,250_499,3341,3830,1316554221.08,4761557112.0,23908.2,180,726,23.655,10,160,21.89,38.87,43.84,1.49,PeriUrban,N
2017,DBP101141,1403,20_49,2099,2482,700607850.16,2665610417.6,20653.4,335,266,24.214,272,207,1.37,56.16,7.61,1.33,Rural,N
2025,DBP101142,3990,1_4,4739,4828,2253999172.65,9037581673.12,35998.27,749,317,22.08,253,60,43.61,42.73,33.93,1.38,Rural,N
2011,DBP101143,8040,5_9,3274,3353,1181322471.86,4590741173.2,26329.7,268,491,22.636,115,173,26.16,8.44,69.04,13.71,PeriUrban,Y
2021,DBP101144,3654,1_4,2883,2823,1040359331.57,4405085195.16,30008.21,737,738,52.249,268,192,43.7,29.49,67.33,11.46,Metro,Y
2022,DBP101145,5829,100_249,3496,3510,1367656010.58,5743057507.2,31465.36,118,306,12.08,326,25,45.5,27.41,22.94,2.45,Metro,N
2023,DBP101146,5174,500_plus,4674,4515,1067994974.59,4020908018.4,17126.28,694,54,16.567,60,290,23.05,50.25,60.86,6.18,Metro,N
2012,DBP101147,2956,250_499,812,1089,262499869.32,1055551016.52,18640.09,412,485,82.369,121,86,68.21,1.37,23.74,9.84,Rural,N
2018,DBP101148,0772,5_9,768,1012,75192700.78,297622399.36,5655.64,517,419,92.49,76,154,42.12,53.29,8.96,8.31,Urban,N
2021,DBP101149,5923,1_4,3124,3318,285851775.97,1233273525.12,7147.92,13,167,5.425,209,58,36.43,6.67,65.45,9.87,PeriUrban,N
2010,DBP101150,5221,10_19,3514,3728,1684138528.63,6814647107.84,35153.14,411,466,23.525,239,266,41.65,15.07,12.95,9.93,Rural,Y
2022,DBP101151,0300,10_19,1178,1393,460658969.91,1814931787.76,25055.66,189,109,21.393,291,214,61.61,45.66,31.81,1.11,Rural,Y
2016,DBP101152,7823,1_4,2718,2636,1368636642.32,5689226818.08,41505.39,202,638,31.866,9,139,44.17,7.55,50.8,13.41,PeriUrban,Y
2023,DBP101153,5190,10_19,1735,2211,107919555.42,459942036.84,4000.47,110,752,38.987,130,91,7.53,47.71,28.85,1.31,Urban,N
2013,DBP101154,0906,10_19,1356,1250,275841475.11,1029080000.0,15832.0,3,698,56.08,271,223,40.53,41.55,18.11,3.25,Metro,N
2018,DBP101155,8989,20_49,3886,3693,518894306.85,2098131565.92,10925.72,724,761,40.211,322,272,49.47,8.98,54.17,7.4,Urban,Y
2022,DBP101156,0534,250_499,1908,1756,342715521.0,1347804384.16,14760.43,712,92,45.786,217,108,67.93,4.96,15.87,1.48,Urban,Y
2021,DBP101157,3169,100_249,373,729,270773375.38,1117805705.64,29487.33,448,385,114.266,212,105,55.04,50.97,62.21,12.29,PeriUrban,N
2022,DBP101158,8918,20_49,789,902,509945274.95,1970321187.12,42007.53,722,150,96.674,295,68,40.1,25.42,49.48,10.42,PeriUrban,Y
