trans_port_arrival_date,trans_port_port_un_locode,trans_port_vessel_imo_hash,trans_port_vessel_type_code,trans_port_cargo_category_code,trans_port_container_teu_count,trans_port_cargo_tonnage_metric,trans_port_origin_country_code,trans_port_destination_country_code,trans_port_berth_assignment_id,trans_port_berth_time_hours,trans_port_dwell_time_hours,trans_port_customs_hold_flag,trans_port_rail_intermodal_flag,trans_port_truck_gate_turn_time_minutes,trans_port_emissions_at_berth_kg,trans_port_harbor_congestion_index,trans_port_pilotage_required_flag,trans_port_weather_delay_flag,trans_port_security_level_code
2020-12-21,INMUN,V07B16140B633,GENERAL_CARGO,BREAKBULK,0,34965.9,IN,GB,BERTH36-8075,42.35,63.16,N,N,51,30093.0,1.91,N,N,SEC3
2020-03-03,INMUN,V905E4756D50A,GENERAL_CARGO,REEFER,2020,17722.1,DE,IN,BERTH58-8607,24.54,65.12,Y,N,40,21779.0,2.6,Y,N,SEC1
2024-07-31,INMUN,V3F0D2C8EC197,BULKER,AUTO,0,120.5,IN,ID,BERTH51-8073,30.92,68.82,Y,Y,57,14497.6,3.65,Y,N,SEC3
2022-07-15,INCCU,VA1FFF83222A4,GENERAL_CARGO,BULK,0,207437.5,IN,ES,BERTH38-4165,11.04,91.39,N,N,5,7614.6,2.87,Y,N,SEC3
2019-05-22,INMNG,V0A5346E09D47,TANKER,BREAKBULK,0,23545.7,DE,IN,BERTH21-2271,28.55,44.17,N,Y,14,25816.1,1.88,Y,N,SEC3
2019-11-17,INCCU,V4F9E97D2D764,CONTAINER,REEFER,152,1757.1,VN,IN,BERTH65-6410,23.79,46.38,N,N,59,18519.3,1.59,Y,N,SEC2
2024-09-11,INVTZ,VB53EC7118413,CONTAINER,BULK,0,112975.7,TR,IN,BERTH74-8627,19.44,2.0,Y,Y,21,7192.5,0.1,N,N,SEC1
2025-03-04,INCCU,V1B8439330870,PASSENGER,BULK,0,139327.8,MY,IN,BERTH58-7347,35.68,89.97,N,N,47,28565.8,3.76,Y,N,SEC1
2024-03-18,INKRI,V598468569DFB,GENERAL_CARGO,AUTO,0,2823.9,AE,IN,BERTH54-1857,40.75,80.06,N,N,54,28439.4,1.26,Y,N,SEC2
2023-05-25,INGOI,V8A32C75A5898,BULKER,BULK,0,159419.6,IN,IT,BERTH51-7555,14.75,41.84,N,N,19,12802.3,2.33,N,N,SEC3
2022-04-29,INBOM,V5DB1CC9B9861,BULKER,BULK,0,202692.9,VN,IN,BERTH93-2801,47.17,73.57,N,Y,56,37060.3,2.69,Y,N,SEC3
2022-08-01,INMUN,V1FE0DF196F1F,LNG,LIQUID,0,147966.4,TR,IN,BERTH25-8371,8.83,3.79,N,Y,55,5039.1,2.74,Y,N,SEC1
2022-09-26,INTUT,VB9CF8C240595,PASSENGER,AUTO,0,311.6,IN,IT,BERTH93-8268,13.13,70.15,N,Y,5,4484.6,1.24,Y,N,SEC3
2025-11-05,INKRI,V4716EB5C46CA,PASSENGER,TEU,10144,98402.2,TH,IN,BERTH61-5929,1.5,42.22,N,Y,57,1431.9,2.29,Y,N,SEC2
2019-10-19,INKOC,V82D43CDA2465,TANKER,BREAKBULK,0,24623.3,AU,IN,BERTH92-6237,22.45,34.65,N,N,56,13081.5,0.12,Y,N,SEC2
2025-08-23,INKRI,V688D1CF87E05,PASSENGER,TEU,2094,21473.7,IN,KR,BERTH93-8657,31.2,34.82,N,N,33,21913.0,1.63,Y,N,SEC3
2025-05-09,INNSA,V34FFAA0552CB,RORO,BULK,0,36575.1,ZA,IN,BERTH95-5833,17.46,47.69,N,N,46,14561.6,1.76,Y,N,SEC3
2019-11-27,INMNG,VB8FEAB578A43,CONTAINER,AUTO,0,894.7,MY,IN,BERTH61-6767,25.93,31.64,N,N,32,9986.9,2.72,N,N,SEC1
2019-05-10,INMUN,V6B43BED2CFFA,CONTAINER,TEU,12654,176201.2,IN,JP,BERTH14-7610,30.35,66.76,N,N,32,13845.4,2.18,Y,N,SEC2
2022-09-23,INGOI,V928BF701B923,BULKER,TEU,13649,143829.3,IN,US,BERTH77-5516,20.19,116.08,N,N,76,17662.0,3.68,Y,N,SEC1
2019-09-01,INCCU,VF33C3DF95DCA,CONTAINER,LIQUID,0,119773.9,IN,US,BERTH30-1357,37.92,51.1,N,N,23,29540.8,1.66,N,N,SEC1
2023-05-03,INTUT,V06B96185CC07,PASSENGER,AUTO,0,2689.8,IT,IN,BERTH30-4549,29.37,23.48,N,N,49,8670.8,2.29,Y,N,SEC3
2024-01-10,INBOM,VC13D35EF13E4,TANKER,TEU,6218,63133.1,IN,CN,BERTH57-2147,45.31,91.5,N,N,45,15084.3,3.45,Y,N,SEC3
2022-05-09,INVTZ,V00D033FF83B6,BULKER,REEFER,3710,42985.0,NL,IN,BERTH46-3594,20.68,67.0,Y,N,50,9804.1,0.86,Y,N,SEC3
2024-01-05,INMNG,VE84C435B1F4F,RORO,BULK,0,212970.3,JP,IN,BERTH07-9177,57.49,125.96,N,N,39,28871.7,2.35,Y,N,SEC3
2020-11-08,INNSA,V2ADC47784065,CONTAINER,AUTO,0,948.1,IN,AE,BERTH45-9241,16.76,88.47,Y,N,53,5299.0,1.47,Y,Y,SEC1
2020-05-12,INCCU,V898BF48124C9,PASSENGER,LIQUID,0,162977.8,ZA,IN,BERTH45-6066,15.47,57.33,N,N,46,12972.3,1.56,Y,N,SEC1
2024-04-15,INCCU,V1A79082772FC,CONTAINER,AUTO,0,650.3,IN,TR,BERTH84-7196,16.86,23.09,N,N,59,13035.4,1.4,Y,N,SEC1
2023-07-10,INGOI,V97CA3B151DEB,PASSENGER,TEU,15904,208696.5,QA,IN,BERTH36-5529,18.45,62.66,N,N,56,15589.5,2.47,N,N,SEC1
2025-01-26,INHZA,V218C60D0ECD6,BULKER,LIQUID,0,68681.0,BR,IN,BERTH75-9734,29.28,54.7,N,N,75,21509.3,0.84,Y,N,SEC3
2019-01-06,INVTZ,V3E01F311B867,TANKER,TEU,2263,22826.2,TH,IN,BERTH25-2945,13.65,75.16,N,N,51,4470.6,2.27,Y,N,SEC2
2025-03-09,INCCU,VAC91A057EA73,TANKER,BREAKBULK,0,29326.0,MY,IN,BERTH65-6179,42.4,39.05,N,Y,47,13616.3,0.82,N,N,SEC2
2025-01-30,INNSA,VF73D77936819,CONTAINER,REEFER,3969,42476.7,NL,IN,BERTH42-6905,23.67,48.53,N,N,28,14959.1,2.93,Y,N,SEC3
2023-12-01,INBOM,V3CBEE10738A7,CONTAINER,BULK,0,132608.7,US,IN,BERTH66-3964,6.38,44.05,N,N,33,3308.1,3.4,Y,N,SEC3
2021-12-30,INBOM,VC3AB129DB126,LNG,BULK,0,160803.7,MY,IN,BERTH81-4324,5.63,58.67,N,N,19,4953.1,2.37,N,Y,SEC2
2025-08-25,INMAA,V26601F355C02,LNG,AUTO,0,2848.4,IN,TH,BERTH80-9195,25.78,93.55,N,Y,58,12735.3,1.0,N,N,SEC1
2019-10-09,INVTZ,V2697812EA16D,CONTAINER,BULK,0,90858.2,ID,IN,BERTH97-9717,30.82,78.74,N,N,7,23460.6,2.31,N,N,SEC2
2023-06-16,INBOM,V5C776CF72F1F,LNG,LIQUID,0,43127.9,TH,IN,BERTH38-6029,43.89,88.83,N,N,60,30511.0,2.39,N,N,SEC2
2021-11-01,INGOI,V351E3E7B8D1D,PASSENGER,LIQUID,0,137753.9,DE,IN,BERTH76-2424,51.73,131.69,N,N,71,45788.5,1.49,Y,N,SEC3
2022-03-22,INMAA,V92713F2ED25A,RORO,AUTO,0,940.4,US,IN,BERTH98-1959,26.67,13.73,N,Y,48,15754.5,0.73,Y,N,SEC3
2019-07-06,INGOI,V0BDD6EB60C6F,TANKER,LIQUID,0,121131.7,AE,IN,BERTH35-9335,28.21,73.13,N,N,62,21100.6,1.91,N,N,SEC2
2023-07-27,INCCU,V24BAD79FEF58,RORO,LIQUID,0,3316.9,IN,DE,BERTH58-4726,31.91,74.5,N,N,62,16749.0,2.1,N,N,SEC2
2020-01-19,INMAA,V5F723ACEB873,RORO,BREAKBULK,0,6303.5,SA,IN,BERTH33-1106,26.41,72.71,Y,N,44,21039.5,2.85,Y,N,SEC3
2023-12-31,INHZA,V15640F71EB97,BULKER,REEFER,2973,31025.3,DE,IN,BERTH27-1262,20.76,2.0,N,N,55,16293.0,2.8,Y,N,SEC3
2023-08-23,INMNG,V218A123830EA,GENERAL_CARGO,REEFER,1024,9797.2,IN,ID,BERTH21-3995,31.9,33.65,N,N,38,24212.7,2.27,Y,N,SEC2
2019-10-07,INMUN,V8E090F0E4B3E,PASSENGER,REEFER,3244,30031.1,IN,TR,BERTH18-9237,1.5,29.19,N,Y,21,2027.0,2.19,Y,N,SEC2
2023-09-19,INCCU,V065C086BF022,RORO,TEU,17483,168277.7,ZA,IN,BERTH49-1125,24.12,38.09,Y,N,88,17068.1,1.38,Y,N,SEC3
2024-02-14,INMAA,VC870BEC01B6D,PASSENGER,TEU,11014,108914.6,GB,IN,BERTH43-5181,25.25,35.83,N,N,68,12061.2,1.7,Y,N,SEC1
2024-09-16,INGOI,V24EC022D1678,TANKER,BULK,0,35348.5,VN,IN,BERTH02-9881,27.37,30.59,N,N,65,9903.4,1.6,Y,N,SEC1
2020-11-14,INKOC,VC28BE022A920,RORO,TEU,14620,165887.1,ES,IN,BERTH38-6329,16.94,41.05,Y,N,79,9993.9,2.75,Y,N,SEC1
2025-07-06,INGOI,V7EFDB1EBB9E1,LNG,AUTO,0,1394.4,IN,ES,BERTH06-3394,16.77,30.02,N,Y,63,8232.2,1.28,Y,N,SEC3
2022-09-22,INCCU,V5D4669E70819,GENERAL_CARGO,BREAKBULK,0,4344.0,JP,IN,BERTH23-2168,18.99,47.34,N,N,64,9663.0,2.53,N,N,SEC2
2023-07-24,INBOM,V4B91EE21FE23,GENERAL_CARGO,AUTO,0,2810.6,JP,IN,BERTH97-5123,38.1,56.35,N,N,72,17385.8,1.57,Y,N,SEC3
2026-01-02,INKRI,V52323F09C5CC,GENERAL_CARGO,AUTO,0,1824.3,BR,IN,BERTH07-9634,22.61,34.84,N,N,20,15939.8,2.02,N,N,SEC2
2023-11-12,INMUN,VB36F2741663D,CONTAINER,TEU,21465,256873.7,IN,DE,BERTH68-8951,24.86,94.08,N,Y,41,13748.4,0.59,Y,N,SEC3
2024-08-15,INTUT,V294FD230EE2D,TANKER,AUTO,0,2816.2,IN,DE,BERTH88-6628,3.33,81.2,N,N,5,1877.1,2.06,Y,Y,SEC1
2024-05-08,INVTZ,V394E9F203CA5,GENERAL_CARGO,BREAKBULK,0,52353.0,NL,IN,BERTH81-2206,28.62,49.54,N,Y,25,25006.6,0.1,Y,Y,SEC1
2021-01-21,INMNG,VE172496BC5DE,RORO,BULK,0,182225.8,IN,IT,BERTH47-2158,35.1,79.86,N,N,23,22819.7,4.62,N,N,SEC1
2020-05-17,INHZA,V8AAC18CEDAF2,CONTAINER,REEFER,1097,9716.6,IN,VN,BERTH75-7098,41.43,89.11,N,N,15,12046.7,0.93,Y,N,SEC2
2025-04-22,INCCU,VEEED9377B773,CONTAINER,AUTO,0,1935.5,BR,IN,BERTH20-7933,20.74,86.15,N,Y,65,15374.3,1.37,Y,N,SEC2
2020-01-12,INKOC,VA7A82FB4545B,BULKER,LIQUID,0,91522.4,IN,TH,BERTH64-7725,25.71,118.3,N,Y,28,11705.1,2.38,Y,N,SEC2
2024-08-03,INMNG,VC6D5E0E7E92B,TANKER,AUTO,0,3061.8,CN,IN,BERTH68-6944,9.24,2.0,N,Y,27,6051.1,1.67,Y,Y,SEC3
2019-03-24,INHZA,VDE620355EB80,CONTAINER,TEU,16394,199274.3,AE,IN,BERTH39-6421,31.98,78.43,Y,N,20,18955.4,1.43,N,N,SEC2
2020-11-12,INTUT,V7AF03D75A465,RORO,BREAKBULK,0,18554.9,MY,IN,BERTH31-2983,19.2,86.21,N,N,28,8681.3,2.12,Y,N,SEC3
2023-08-23,INCCU,VB66041130D21,GENERAL_CARGO,BULK,0,171984.8,GB,IN,BERTH50-1743,40.54,62.44,N,N,76,29748.0,2.34,N,N,SEC2
2019-07-31,INBOM,V20EFDEBFF814,GENERAL_CARGO,REEFER,4248,39033.3,IN,AU,BERTH89-8048,28.66,44.69,N,N,69,9842.7,1.31,Y,N,SEC1
2025-04-24,INBOM,VE13364074104,TANKER,AUTO,0,1198.8,RU,IN,BERTH92-2991,7.65,50.55,N,N,59,6925.6,2.24,N,N,SEC3
2025-04-16,INKOC,VEABA9DA671BD,PASSENGER,BULK,0,87070.8,CN,IN,BERTH82-3855,32.19,107.94,N,Y,63,14934.7,2.15,Y,N,SEC2
2019-09-18,INGOI,VF1E3574B7100,CONTAINER,LIQUID,0,126736.7,ZA,IN,BERTH19-6537,16.59,94.58,N,N,71,8422.1,2.76,Y,N,SEC3
2024-05-10,INGOI,VF898B55D52FE,PASSENGER,AUTO,0,2898.2,ID,IN,BERTH43-5159,16.27,28.04,N,N,37,13640.5,1.81,Y,N,SEC3
2022-12-13,INCCU,V03D9071BCC96,TANKER,TEU,12874,146761.2,NL,IN,BERTH10-2182,26.56,79.72,N,N,50,17960.9,1.08,Y,N,SEC2
2025-06-26,INNSA,V7C3A79029BB7,TANKER,TEU,14632,143870.6,IN,BR,BERTH03-9448,26.75,62.77,N,N,26,18318.5,1.8,Y,N,SEC2
2019-08-23,INMUN,VA9380A58F6AD,TANKER,TEU,6318,62517.5,IN,CN,BERTH59-8217,16.51,85.17,N,N,5,14459.5,2.55,Y,N,SEC3
2026-01-31,INHZA,V59D648C1E8CD,GENERAL_CARGO,TEU,4188,43669.0,IT,IN,BERTH50-7391,13.95,73.93,N,N,26,12143.0,0.7,Y,N,SEC2
2021-05-03,INMUN,VD4DDAEF1F640,GENERAL_CARGO,BREAKBULK,0,28677.4,AE,IN,BERTH24-8243,30.8,55.2,N,N,44,17729.5,0.45,Y,N,SEC3
2020-07-18,INHZA,V1D926C534E2B,PASSENGER,BREAKBULK,0,57953.5,SG,IN,BERTH73-8956,5.97,32.24,N,Y,96,4399.5,1.1,Y,N,SEC3
2024-12-05,INMAA,VFB9B038B0077,LNG,BULK,0,158321.0,IN,IT,BERTH73-3836,39.5,47.5,N,Y,37,33344.4,1.35,Y,N,SEC1
2020-03-06,INHZA,VF6C57C500B93,PASSENGER,BREAKBULK,0,1323.3,IN,BR,BERTH41-6750,21.86,72.04,N,N,56,16593.1,1.17,Y,N,SEC2
2021-03-29,INBOM,VA9A0C5F0DFC2,RORO,LIQUID,0,68358.4,IN,ID,BERTH16-2661,28.71,32.83,Y,N,62,25162.8,3.51,N,N,SEC2
2020-12-07,INNSA,V375DA443883B,GENERAL_CARGO,BREAKBULK,0,29889.5,IN,SG,BERTH59-4376,31.65,36.51,N,Y,88,12157.2,1.0,Y,Y,SEC1
2020-11-15,INGOI,VDC5F57034809,CONTAINER,BREAKBULK,0,20991.8,QA,IN,BERTH92-1762,43.64,91.99,N,N,80,20244.2,3.16,Y,N,SEC1
2022-04-21,INMAA,VB152B8FDD58D,GENERAL_CARGO,BULK,0,43681.7,IN,VN,BERTH67-8719,21.65,50.62,N,N,39,16078.4,1.05,Y,N,SEC1
2021-07-08,INGOI,V9E832ED19461,BULKER,AUTO,0,3082.2,KR,IN,BERTH32-6409,39.01,119.6,N,N,53,29251.7,2.06,Y,N,SEC3
2021-03-01,INKRI,V9A3B11828375,GENERAL_CARGO,BREAKBULK,0,46600.9,GB,IN,BERTH11-5039,16.27,13.93,N,N,59,11561.4,0.4,N,N,SEC3
2022-11-18,INGOI,VE82D2A6FDBC6,RORO,TEU,14006,166103.0,IN,AE,BERTH41-2389,12.54,27.13,Y,Y,36,7030.0,1.36,N,N,SEC1
2021-08-08,INMUN,V4A2722B7B5AC,CONTAINER,BULK,0,206905.1,IN,JP,BERTH56-7604,26.92,80.93,Y,N,58,19590.2,0.1,Y,N,SEC3
2019-05-11,INCCU,VC3361D759B07,RORO,LIQUID,0,105890.9,ZA,IN,BERTH19-1816,34.05,119.53,N,N,21,30051.8,2.98,Y,N,SEC2
2020-03-13,INMUN,VBA597E13530E,TANKER,BULK,0,183792.2,IN,IT,BERTH39-6149,12.71,2.98,Y,N,46,5065.1,2.71,Y,N,SEC2
2024-10-27,INKRI,V52F070848649,GENERAL_CARGO,AUTO,0,1686.7,US,IN,BERTH73-1404,39.52,111.51,N,Y,32,30390.6,1.53,Y,N,SEC1
2022-08-22,INMNG,V391E559EA371,TANKER,AUTO,0,2839.8,RU,IN,BERTH36-4721,43.06,68.27,N,N,76,25666.2,1.16,Y,N,SEC2
2019-09-07,INTUT,V1E54DF731FD6,PASSENGER,AUTO,0,1138.6,IN,SG,BERTH24-3040,26.28,77.71,N,N,48,12288.3,1.51,N,N,SEC2
2019-05-08,INVTZ,VF3B18B179534,TANKER,LIQUID,0,137541.6,IN,ES,BERTH08-5764,19.76,66.72,N,Y,88,16442.0,1.47,Y,N,SEC2
2024-07-01,INNSA,VA44B3032E6B6,PASSENGER,BREAKBULK,0,29863.4,IN,VN,BERTH56-7071,16.5,101.7,N,N,39,7801.8,1.48,N,N,SEC1
2020-06-17,INTUT,V1B756A21C3E2,PASSENGER,LIQUID,0,120981.5,NL,IN,BERTH70-6625,28.65,77.55,N,N,16,19560.9,2.34,Y,N,SEC1
2023-07-21,INTUT,VF9EE030DAF32,TANKER,BREAKBULK,0,50938.0,BR,IN,BERTH65-4793,6.07,49.68,N,Y,18,3083.0,2.58,Y,Y,SEC3
2020-05-29,INNSA,V2B84C68FC646,CONTAINER,REEFER,3448,36605.2,NL,IN,BERTH34-4970,7.45,27.78,N,N,24,3886.6,4.4,Y,N,SEC3
2019-12-13,INNSA,V5832B8AEA12F,RORO,REEFER,1158,12001.1,ID,IN,BERTH18-7214,34.63,143.54,N,Y,36,12016.1,2.96,N,N,SEC3
2021-01-16,INNSA,VDAB9DB277F8D,GENERAL_CARGO,AUTO,0,610.3,RU,IN,BERTH96-6480,31.35,47.53,N,N,45,17873.0,2.13,Y,N,SEC1
2025-07-18,INGOI,V8BA40E6C0CD7,PASSENGER,TEU,12594,121824.6,AE,IN,BERTH66-6266,41.71,86.92,N,N,40,18635.6,0.89,Y,N,SEC3
2019-01-30,INGOI,VDC55C21D8D28,LNG,REEFER,4527,44917.0,IN,US,BERTH04-9621,13.06,59.86,N,Y,62,10511.8,3.36,Y,N,SEC3
2024-09-11,INMUN,VDE28ECB71971,RORO,REEFER,3440,28072.6,IN,VN,BERTH44-3339,51.09,63.26,N,Y,57,23951.9,3.22,Y,N,SEC1
2020-05-21,INKRI,V897454AF1B5C,TANKER,REEFER,2812,33133.6,RU,IN,BERTH81-9788,26.62,51.88,N,Y,39,21357.9,3.85,Y,N,SEC1
2020-07-03,INNSA,V64B63052C5EA,PASSENGER,BULK,0,15526.5,IN,MY,BERTH79-4257,12.45,67.42,N,N,36,5054.9,1.72,N,N,SEC2
2021-02-26,INGOI,VDA1704F4862B,PASSENGER,AUTO,0,629.9,CN,IN,BERTH97-6926,38.62,79.53,N,N,55,31928.8,0.1,Y,N,SEC1
2024-07-06,INCCU,V996547F2E7FD,BULKER,BULK,0,47587.0,TH,IN,BERTH11-6042,25.23,64.11,N,N,76,13920.3,3.68,N,N,SEC3
2021-06-10,INMUN,V5A79AF910DC4,GENERAL_CARGO,BULK,0,84910.3,IN,QA,BERTH62-3746,34.92,43.23,N,Y,46,27199.1,1.54,N,N,SEC2
2024-10-26,INTUT,VD45FD0195A23,GENERAL_CARGO,REEFER,933,8309.0,NL,IN,BERTH98-3274,21.35,35.87,N,N,58,16371.7,2.94,Y,N,SEC2
2023-06-14,INVTZ,VBB734D0379D3,CONTAINER,TEU,20013,190014.6,MY,IN,BERTH78-2759,15.32,55.73,N,N,50,9040.5,2.15,Y,N,SEC2
2019-11-30,INNSA,VF6C654DA5DFC,TANKER,BULK,0,7165.3,SG,IN,BERTH23-1259,3.0,57.21,N,N,52,2227.5,1.94,N,Y,SEC2
2023-06-30,INMUN,V5159D05C801B,TANKER,LIQUID,0,111586.8,IN,DE,BERTH15-3457,9.81,71.13,N,N,54,7647.1,2.68,Y,N,SEC2
2025-10-21,INGOI,VF43AA26CE856,RORO,REEFER,3024,26874.1,CN,IN,BERTH75-4297,31.7,68.3,N,N,49,19171.6,3.57,Y,N,SEC2
2021-01-21,INMAA,VACD99BD54946,TANKER,LIQUID,0,127782.4,SG,IN,BERTH84-2188,21.3,62.75,N,N,69,18939.6,1.14,Y,N,SEC3
2021-03-06,INMNG,V24291B4CD6ED,PASSENGER,BULK,0,73708.4,SA,IN,BERTH43-6421,39.93,109.64,N,N,42,31017.8,2.16,Y,N,SEC1
2026-01-12,INMNG,V3022D9E8C1E1,BULKER,LIQUID,0,123831.3,VN,IN,BERTH82-8216,15.49,74.68,N,N,79,8563.6,2.31,Y,N,SEC2
2019-10-04,INGOI,VE32C089E57DB,CONTAINER,REEFER,1512,12112.2,IN,RU,BERTH18-5288,2.56,46.7,N,N,55,1682.2,1.49,N,N,SEC2
2022-04-14,INKRI,VF8ABA7397618,GENERAL_CARGO,BREAKBULK,0,59474.7,IN,BR,BERTH42-4451,26.29,98.66,N,N,30,16528.7,2.04,N,N,SEC1
2023-09-02,INHZA,V6D774A5E9D5A,LNG,TEU,5207,60585.6,IN,CN,BERTH68-2371,30.91,74.75,N,N,36,17893.2,2.71,N,Y,SEC3
2024-05-04,INGOI,V0656C6DEF84D,GENERAL_CARGO,LIQUID,0,174803.5,SA,IN,BERTH35-4476,1.5,86.91,N,N,6,699.6,3.32,N,N,SEC1
2021-02-04,INVTZ,V44FA20A53D86,GENERAL_CARGO,LIQUID,0,37824.1,JP,IN,BERTH66-7897,11.34,78.64,N,N,55,9594.6,2.77,N,Y,SEC2
2020-02-23,INGOI,V48C206AF2D35,CONTAINER,AUTO,0,182.9,IN,TR,BERTH24-2536,18.39,73.43,N,N,37,13281.2,3.09,Y,N,SEC1
2020-03-10,INMNG,VCEF25C6653B6,GENERAL_CARGO,REEFER,3548,38476.3,IN,SG,BERTH19-8740,24.03,83.55,N,N,35,18553.2,1.74,Y,N,SEC3
2019-04-18,INHZA,VB95FFD09F9FC,BULKER,TEU,8923,81817.7,IN,GB,BERTH58-1195,16.62,58.07,Y,N,31,9917.8,1.75,Y,N,SEC3
2024-05-25,INKRI,VC49F7B5D6336,BULKER,BREAKBULK,0,17221.3,ZA,IN,BERTH91-5199,24.29,63.13,Y,N,5,16523.8,2.4,Y,Y,SEC3
2019-02-18,INVTZ,V54EEE6EFECB9,PASSENGER,BULK,0,95012.7,BR,IN,BERTH21-7546,28.46,97.8,N,Y,8,12762.3,2.18,Y,N,SEC3
2023-02-14,INKRI,V88868B6FF020,LNG,TEU,13420,164035.0,QA,IN,BERTH22-5208,3.54,2.0,Y,N,61,3300.5,0.65,N,N,SEC2
2022-08-02,INMUN,V68EB9ECE8FD7,LNG,REEFER,1309,13822.6,ES,IN,BERTH81-2921,1.5,36.75,N,Y,39,473.9,2.49,N,N,SEC1
2023-11-20,INNSA,VB4BF17C477F8,RORO,BREAKBULK,0,8961.9,ZA,IN,BERTH56-8600,16.19,75.02,N,N,69,8488.1,2.2,Y,N,SEC2
2025-03-04,INTUT,VF64023217EB2,LNG,LIQUID,0,47865.6,IN,BR,BERTH75-7120,11.52,47.49,N,Y,5,4357.2,0.39,N,N,SEC1
2021-07-05,INVTZ,VF465FE3CB7D9,LNG,BULK,0,112137.5,SG,IN,BERTH53-1429,22.24,131.32,N,N,19,14253.4,2.0,N,N,SEC3
2020-09-17,INTUT,V065B3A10FAA4,BULKER,REEFER,3974,34424.0,US,IN,BERTH98-6676,19.98,83.6,Y,Y,7,10687.4,2.18,Y,Y,SEC3
2024-02-09,INMUN,VC788A35F1820,LNG,REEFER,4392,42265.1,AE,IN,BERTH64-5455,29.95,50.18,N,N,47,9763.3,0.1,Y,N,SEC1
2025-05-21,INBOM,V2D37E86A27F4,BULKER,REEFER,2561,23566.5,AU,IN,BERTH28-8078,24.31,70.0,N,Y,53,15413.7,2.34,Y,N,SEC1
2025-01-26,INHZA,V7A2EB3E8C4D8,CONTAINER,REEFER,4952,40877.2,ES,IN,BERTH21-4622,7.89,2.0,N,N,50,3502.6,1.25,Y,N,SEC2
2025-07-06,INMNG,V2792FC460945,RORO,LIQUID,0,135061.2,IN,BR,BERTH79-1513,24.17,58.58,N,N,27,19185.9,2.68,Y,N,SEC1
2025-05-17,INNSA,VD952AE5D2EDA,CONTAINER,LIQUID,0,144077.1,IN,MY,BERTH50-8197,24.11,19.1,N,Y,28,18390.4,2.78,Y,N,SEC3
2023-04-21,INKRI,VB4A306C405A4,TANKER,LIQUID,0,30644.8,ES,IN,BERTH84-7754,2.91,60.81,N,N,55,2644.4,1.98,Y,N,SEC2
2019-12-31,INHZA,V8028D2890F24,CONTAINER,REEFER,458,4333.1,IN,KR,BERTH32-6597,18.57,73.02,N,N,38,9426.7,0.27,Y,N,SEC2
2025-08-25,INCCU,V856C295A8FDA,GENERAL_CARGO,LIQUID,0,5583.0,SG,IN,BERTH69-8525,25.5,49.69,N,N,45,18887.3,2.0,Y,N,SEC3
2019-05-31,INMUN,V20383E472D83,TANKER,BULK,0,88741.3,IT,IN,BERTH74-5927,16.87,61.46,N,Y,59,14011.8,0.84,Y,N,SEC2
2022-03-07,INGOI,VFB680B1D1D51,CONTAINER,REEFER,498,4941.7,CN,IN,BERTH45-6281,28.58,74.43,N,N,59,22528.5,0.62,N,N,SEC3
2021-12-03,INKRI,VE88A6AB0EF30,TANKER,REEFER,1700,13976.2,MY,IN,BERTH59-7944,19.48,58.39,N,N,41,10495.7,1.88,N,N,SEC1
2019-09-12,INTUT,VFB39155494A0,LNG,REEFER,4393,49907.3,IN,GB,BERTH88-9557,24.82,50.01,N,N,36,15109.7,2.76,Y,Y,SEC1
2019-11-22,INHZA,V28D976FA0AAD,LNG,AUTO,0,1021.2,IN,SA,BERTH28-6820,35.74,159.82,N,N,11,26083.0,3.18,Y,Y,SEC1
2024-08-24,INMAA,VE42D00229B38,RORO,BREAKBULK,0,32591.0,IN,ID,BERTH95-1755,1.5,25.04,N,N,88,1358.5,2.34,Y,N,SEC3
2024-04-20,INMNG,V78C529430CCE,RORO,AUTO,0,3052.0,SA,IN,BERTH87-8721,20.76,20.94,N,N,74,8918.6,1.05,Y,N,SEC1
2019-07-27,INNSA,V1B653F358C96,PASSENGER,LIQUID,0,114595.2,BR,IN,BERTH31-6895,1.5,54.31,N,Y,62,938.8,2.64,Y,N,SEC1
2019-11-12,INMUN,VD7C3CD80ED33,BULKER,REEFER,64,588.6,BR,IN,BERTH89-3634,16.82,91.58,N,N,44,11817.2,2.41,Y,N,SEC1
2024-09-12,INGOI,V76DA9D99700F,PASSENGER,TEU,8969,86057.1,ID,IN,BERTH09-7410,52.56,119.18,N,Y,21,39935.4,2.1,Y,N,SEC3
2024-04-15,INBOM,VC0253AD9D8F2,CONTAINER,LIQUID,0,111171.1,IT,IN,BERTH47-3140,27.49,24.39,N,Y,20,18263.6,0.46,Y,N,SEC3
2023-03-18,INGOI,V208DC71432AE,GENERAL_CARGO,AUTO,0,1898.0,KR,IN,BERTH20-7237,21.74,54.13,N,N,79,13522.8,1.62,N,N,SEC1
2024-02-15,INKRI,V1161734C3A99,GENERAL_CARGO,BREAKBULK,0,25054.8,IN,AU,BERTH03-6642,29.59,95.45,N,N,11,18798.9,0.87,N,N,SEC2
2025-09-03,INTUT,V2338CACA205B,LNG,BULK,0,214376.9,AE,IN,BERTH34-2178,39.06,70.69,N,Y,41,18869.3,1.86,Y,N,SEC1
2023-09-25,INMAA,V700F1B43FD66,CONTAINER,REEFER,1340,11392.3,ES,IN,BERTH42-4078,27.76,62.49,N,N,82,18559.4,2.43,Y,N,SEC1
