biz_intratrade_reference_month,biz_intratrade_reporting_country_iso2,biz_intratrade_partner_country_iso2,biz_intratrade_flow_direction,biz_intratrade_cn8_code,biz_intratrade_goods_value_eur,biz_intratrade_goods_quantity_kg,biz_intratrade_dispatch_arrival_code,biz_intratrade_threshold_reporting_flag,biz_intratrade_transport_mode_code,biz_intratrade_incoterms_code,biz_intratrade_customs_simplification_flag,biz_intratrade_vat_intracommunity_number_hash,biz_intratrade_eori_hash,biz_intratrade_delivery_time_days_median,biz_intratrade_logistics_performance_index,biz_intratrade_port_congestion_index,biz_intratrade_eurostat_table_code,biz_intratrade_data_quality_flag,biz_intratrade_data_extract_date
2023-05,LT,EE,DISPATCH,18204084,85447529.52,8970.23,DISPATCH,1,INLAND_WATERWAY,CPT,0,6cd3b93374cc3bddb7,4024d9b2961b2845b1,20,3.889,0.1043,bop_q_f,REVISED,2024-02-23
2023-06,SK,MT,ARRIVAL,18212003,85509966.25,9016.49,ARRIVAL,1,PIPE,CIF,0,064cc6509129fcd434,fefd5801e65523fe98,18,4.072,0.5742,bop_q_g,ESTIMATED,2025-09-25
2023-07,HR,BG,DISPATCH,18219922,85626717.26,9085.47,DISPATCH,1,ROAD,DDP,1,49b2d8853bd9811387,fe3320e3f5170efe8d,19,3.706,0.7992,bop_q_c,FLAGGED,2024-10-01
2023-08,DE,IE,ARRIVAL,18227841,85697656.65,9125.49,ARRIVAL,0,SEA,CIP,0,1e35c12328799a0a3a,6d3d1c62aac1932d5f,20,3.356,0.1997,ext_lt_intra_q,IMPUTED,2024-01-23
2023-09,LU,SI,DISPATCH,18235760,85748094.7,9209.08,DISPATCH,0,AIR,EXW,0,bb7d95600be5ffdf03,591dea994c000fb4ab,2,3.295,0.6246,ext_lt_intratrd,OK,2025-12-20
2023-10,SI,FI,ARRIVAL,18243679,85889708.56,9259.07,ARRIVAL,0,RAIL,FOB,0,cdc97b8f27873fb975,3afe23267f9f16575b,5,4.259,0.8448,bop_q_f,REVISED,2024-11-02
2023-11,CY,NL,DISPATCH,18251598,85924001.31,9305.79,DISPATCH,0,INLAND_WATERWAY,DAP,1,ecf5a58b34d0619aa2,e3e4e97f360f7647f2,4,3.752,0.8356,bop_q_g,ESTIMATED,2024-01-25
2023-12,GR,HR,ARRIVAL,18259517,86029460.9,9372.06,ARRIVAL,1,PIPE,FCA,1,95a16576318d8a6f27,1f0736e077d973a5ef,6,3.44,0.4936,bop_q_c,FLAGGED,2025-08-03
2024-01,MT,IT,DISPATCH,18267436,86101860.44,9439.99,DISPATCH,1,ROAD,CFR,0,3c9d92b558a63e2b5e,7dd39229253df5690a,6,3.24,0.615,ext_lt_intra_q,IMPUTED,2024-10-31
2024-02,ES,BG,ARRIVAL,18275355,86224690.18,9481.77,ARRIVAL,1,SEA,DPU,1,2ce5529f49f1735031,950822431f7fd99f58,9,2.585,0.8075,ext_lt_intratrd,OK,2025-07-29
2024-03,CZ,FR,DISPATCH,18283274,86262477.62,9523.58,DISPATCH,0,AIR,CPT,0,75e0de64cda3b091db,3968bbb4178d1ddc90,8,3.105,0.4099,bop_q_f,REVISED,2024-08-11
2024-04,HU,PL,ARRIVAL,18291193,86353964.32,9583.73,ARRIVAL,0,RAIL,CIF,0,00e47f54a77ed2822f,c70eb756819b347b50,11,2.991,0.1825,bop_q_g,ESTIMATED,2024-04-11
2024-05,NL,CY,DISPATCH,18299112,86461895.02,9664.44,DISPATCH,1,INLAND_WATERWAY,DDP,0,f55aa91c714dc7023e,9f77e0148df333df44,13,3.763,0.7167,bop_q_c,FLAGGED,2025-03-07
2024-06,SE,LV,ARRIVAL,18307031,86509965.43,9707.45,ARRIVAL,0,PIPE,CIP,1,e8bdbf3892ed2fa257,21248cd9b939e6ce86,12,2.235,0.1717,ext_lt_intra_q,IMPUTED,2025-03-26
2024-07,DK,SE,DISPATCH,18314950,86573216.61,9727.99,DISPATCH,0,ROAD,EXW,1,13a4875462cd1bf23d,6589fc72b524750774,15,2.772,0.91,ext_lt_intratrd,OK,2024-10-31
2024-08,IE,DE,ARRIVAL,18322869,86667751.38,9807.15,ARRIVAL,0,SEA,FOB,1,dd11246cdf256430ab,e8a92fd1ca85228949,14,4.255,0.5547,bop_q_f,REVISED,2025-03-03
2024-09,PL,PT,DISPATCH,18330788,86772760.26,9870.53,DISPATCH,0,AIR,DAP,0,016e7c8c75b9f4344b,3f3f4f29d8ce5d3dab,17,2.92,0.7635,bop_q_g,ESTIMATED,2024-12-14
2024-10,AT,CZ,ARRIVAL,18338707,86814639.32,9916.15,ARRIVAL,1,RAIL,FCA,1,635cf6332e9e5318bf,671708f683e4cad876,17,2.527,0.6568,bop_q_c,FLAGGED,2024-04-21
2024-11,EE,LT,DISPATCH,18346626,86957642.24,9979.58,DISPATCH,1,INLAND_WATERWAY,CFR,0,7a385100fc5b868e84,086882869abb79e4ab,15,2.331,0.8764,ext_lt_intra_q,IMPUTED,2025-03-26
2024-12,IT,AT,ARRIVAL,18354545,87032083.76,10044.9,ARRIVAL,1,PIPE,DPU,0,0cd6e134ccaad4f3a0,fa5069e8a18591aff2,16,2.697,0.3525,ext_lt_intratrd,OK,2025-09-15
2025-01,PT,GR,DISPATCH,18362464,87114996.79,10103.84,DISPATCH,0,ROAD,CPT,0,31a9ca9dc36cdbfca4,dee19d1c942e486d71,17,3.162,0.8798,bop_q_f,REVISED,2025-01-31
2025-02,BE,RO,ARRIVAL,18370383,87170463.49,10124.46,ARRIVAL,0,SEA,CIF,0,8db0db4bbc99a00003,c1ffe61d0eb8df3a38,20,3.774,0.6329,bop_q_g,ESTIMATED,2025-05-20
2025-03,FI,DK,DISPATCH,18378302,87264805.09,10198.21,DISPATCH,1,AIR,DDP,0,c2493b417b70b90f42,50d1ce8b67b9755123,23,3.948,0.6864,bop_q_c,FLAGGED,2024-08-02
2025-04,LV,LU,ARRIVAL,18386221,87372154.17,10268.8,ARRIVAL,0,RAIL,CIP,0,83a5b0a838dcfc5a2a,ca0ec37afa890b2e5a,24,2.598,0.2924,ext_lt_intra_q,IMPUTED,2024-05-26
2025-05,RO,BE,DISPATCH,18394140,87422398.23,10307.34,DISPATCH,0,INLAND_WATERWAY,EXW,1,7982627373a0cd1f60,a814f877f447157d07,5,3.438,0.7238,ext_lt_intratrd,OK,2025-08-09
2025-06,BG,HU,ARRIVAL,18402059,87497401.04,10378.6,ARRIVAL,0,PIPE,FOB,0,5c3d9f82db250453e2,4c16bf6416b9aeee3e,4,3.577,0.8622,bop_q_f,REVISED,2025-01-01
2025-07,FR,SK,DISPATCH,18409978,87564099.0,10416.39,DISPATCH,0,ROAD,DAP,1,f1d3f47e50024f3497,998c9af2e59aaa32e5,4,3.187,0.079,bop_q_g,ESTIMATED,2025-03-08
2025-08,LT,EE,ARRIVAL,18417897,87632477.02,10448.24,ARRIVAL,1,SEA,FCA,0,06692feefbce221995,7c0bc3e9a7457ec20d,6,3.708,0.0718,bop_q_c,FLAGGED,2024-11-21
2025-09,SK,MT,DISPATCH,18425816,87758078.65,10499.09,DISPATCH,1,AIR,CFR,0,3467ffe8f3ce228d5c,0804ca35709e56dd22,8,4.388,0.1604,ext_lt_intra_q,IMPUTED,2025-03-17
2025-10,HR,BG,ARRIVAL,18433735,87809420.59,10559.84,ARRIVAL,1,RAIL,DPU,0,fe3c1ab4d97225d2a8,50c79bee069c95f075,8,3.543,0.1413,ext_lt_intratrd,OK,2025-07-15
2025-11,DE,IE,DISPATCH,18441654,87907119.7,10624.88,DISPATCH,0,INLAND_WATERWAY,CPT,0,fb6f6edf22cfb66cdc,11143c9611da410a84,8,4.191,0.7386,bop_q_f,REVISED,2025-05-01
2025-12,LU,SI,ARRIVAL,18449573,88002779.57,10679.3,ARRIVAL,1,PIPE,CIF,1,c5df30aba7db2525df,686b6eee26a5813eee,8,3.953,0.436,bop_q_g,ESTIMATED,2025-09-24
2026-01,SI,FI,DISPATCH,18457492,88059112.59,10736.32,DISPATCH,0,ROAD,DDP,1,d49fd9504ce0abe8b3,179274a7fa61654b09,13,2.967,0.0501,bop_q_c,FLAGGED,2025-10-16
2026-02,CY,NL,ARRIVAL,18465411,88152445.59,10784.19,ARRIVAL,1,SEA,CIP,1,a1b9e47c939ab5c5ae,834c5b933cf1a561d1,12,4.041,0.5355,ext_lt_intra_q,IMPUTED,2024-08-23
2026-03,GR,HR,DISPATCH,18473330,88257699.55,10846.29,DISPATCH,1,AIR,EXW,0,0224dc623b87c3b39f,9b8cabcdc40e4726bc,15,2.468,0.1131,ext_lt_intratrd,OK,2025-04-02
2026-04,MT,IT,ARRIVAL,18481249,88294297.73,10887.05,ARRIVAL,1,RAIL,FOB,0,4b02a19ed83d8e49f6,17b2151146daf5bab8,16,2.563,0.5698,bop_q_f,REVISED,2024-01-22
2026-05,ES,BG,DISPATCH,18489168,88395795.07,10941.44,DISPATCH,1,INLAND_WATERWAY,DAP,0,cdc68d2def3a972bb4,0418dc3f43a2dfa64f,16,4.078,0.7638,bop_q_g,ESTIMATED,2025-05-14
2026-06,CZ,FR,ARRIVAL,18497087,88457591.64,11020.1,ARRIVAL,1,PIPE,FCA,1,de1a0a30302ea1a209,e63a817fe261170095,15,2.741,0.5681,bop_q_c,FLAGGED,2025-10-16
2026-07,HU,PL,DISPATCH,18505006,88536879.44,11088.08,DISPATCH,1,ROAD,CFR,0,8a4d2a4fc45cdb2ae3,e54d7ffc659b96c44d,17,4.351,0.5198,ext_lt_intra_q,IMPUTED,2025-02-16
2026-08,NL,CY,ARRIVAL,18512925,88649979.99,11130.22,ARRIVAL,1,SEA,DPU,1,52cc63bba1aa6a4141,5814425fb03592a085,16,3.076,0.066,ext_lt_intratrd,OK,2024-09-14
2026-09,SE,LV,DISPATCH,18520844,88718631.93,11200.93,DISPATCH,0,AIR,CPT,1,9cbff8a93b8165bacd,a7264dda7a14de6737,21,2.267,0.1315,bop_q_f,REVISED,2024-04-21
2026-10,DK,SE,ARRIVAL,18528763,88793319.16,11234.61,ARRIVAL,1,RAIL,CIF,0,e2e3a49bd648817a1e,7e49a6d751510c09ca,22,2.389,0.383,bop_q_g,ESTIMATED,2025-08-08
2026-11,IE,DE,DISPATCH,18536682,88921782.23,11274.99,DISPATCH,0,INLAND_WATERWAY,DDP,0,2f01c8bdbd2b749bf5,324059fc2bb9db62e1,21,3.452,0.7224,bop_q_c,FLAGGED,2025-11-05
2026-12,PL,PT,ARRIVAL,18544601,88963714.75,11357.64,ARRIVAL,1,PIPE,CIP,0,bd2556dc8eab7176e2,3f30fb65f3dfce1abd,24,4.307,0.4615,ext_lt_intra_q,IMPUTED,2026-01-04
2018-01,AT,CZ,DISPATCH,18552520,89077912.46,11393.74,DISPATCH,1,ROAD,EXW,0,31c1a7460b597354d3,376d51e0ef25d9d476,4,4.224,0.0763,ext_lt_intratrd,OK,2025-09-04
2018-02,EE,LT,ARRIVAL,18560439,89175701.8,11443.28,ARRIVAL,1,SEA,FOB,1,3d98c169fcd1c0b0e2,fa4fe3edf082fefdee,5,2.348,0.7397,bop_q_f,REVISED,2024-02-05
2018-03,IT,AT,DISPATCH,18568358,89189292.05,11506.58,DISPATCH,1,AIR,DAP,0,628848a81a2c0bc6c7,e729edfd21852d7387,7,4.013,0.0725,bop_q_g,ESTIMATED,2024-07-09
2018-04,PT,GR,ARRIVAL,18576277,89316959.48,11541.39,ARRIVAL,0,RAIL,FCA,1,f92280b7655937a9bd,deed3dd1706f543b6e,8,2.943,0.1929,bop_q_c,FLAGGED,2024-11-05
2018-05,BE,RO,DISPATCH,18584196,89397141.63,11622.67,DISPATCH,1,INLAND_WATERWAY,CFR,1,b95eda80d760b65124,8169a45d57cbcb4d8d,9,3.352,0.7364,ext_lt_intra_q,IMPUTED,2024-10-17
2018-06,FI,DK,ARRIVAL,18592115,89441492.06,11665.78,ARRIVAL,1,PIPE,DPU,1,f2285e894007480c08,a17762b0efb0c1d7fc,6,2.642,0.6006,ext_lt_intratrd,OK,2024-11-12
2018-07,LV,LU,DISPATCH,18600034,89548454.42,11749.15,DISPATCH,1,ROAD,CPT,0,3dd99c5037809abdd1,75d6cf0846e470fbf6,8,2.786,0.5011,bop_q_f,REVISED,2024-10-15
2018-08,RO,BE,ARRIVAL,18607953,89627507.65,11770.84,ARRIVAL,1,SEA,CIF,0,0b4cf1228894dd24e7,f3d7a2e3b72c4b75e3,9,3.451,0.1936,bop_q_g,ESTIMATED,2024-11-06
2018-09,BG,HU,DISPATCH,18615872,89714988.24,11855.01,DISPATCH,0,AIR,DDP,1,47170b12a12ec927a1,d5355178c940573459,11,2.877,0.0982,bop_q_c,FLAGGED,2024-10-24
2018-10,FR,SK,ARRIVAL,18623791,89798459.83,11875.97,ARRIVAL,1,RAIL,CIP,1,1a4f036b484348611e,652afecd56fd20d7ba,12,2.992,0.6335,ext_lt_intra_q,IMPUTED,2024-12-31
2018-11,LT,EE,DISPATCH,18631710,89864176.3,11949.42,DISPATCH,0,INLAND_WATERWAY,EXW,0,08650c184592fb3ecb,c27e73d251d3d8d335,13,3.199,0.7729,ext_lt_intratrd,OK,2025-04-13
2018-12,SK,MT,ARRIVAL,18639629,89966514.21,11984.93,ARRIVAL,1,PIPE,FOB,0,ac0a4902e7c2ceef3a,02a61dbd6ccaca1366,14,3.258,0.2249,bop_q_f,REVISED,2024-09-01
2019-01,HR,BG,DISPATCH,18647548,90028346.87,12061.98,DISPATCH,1,ROAD,DAP,1,1f70ffd16b20597568,14c436a57a796f6cf2,15,2.777,0.4878,bop_q_g,ESTIMATED,2024-06-15
2019-02,DE,IE,ARRIVAL,18655467,90109659.03,12091.79,ARRIVAL,1,SEA,FCA,0,32294c09cab20a7d1a,15ad2ac843a2318a84,16,3.938,0.3136,bop_q_c,FLAGGED,2025-12-04
2019-03,LU,SI,DISPATCH,18663386,90199341.26,12172.19,DISPATCH,0,AIR,CFR,0,9049ebbd4916021e35,ca0f20057a22211476,17,3.009,0.8419,ext_lt_intra_q,IMPUTED,2024-03-04
2019-04,SI,FI,ARRIVAL,18671305,90263715.21,12222.08,ARRIVAL,0,RAIL,DPU,0,94b82c360e86179c4b,78ba49236919778057,20,3.936,0.1902,ext_lt_intratrd,OK,2025-08-30
2019-05,CY,NL,DISPATCH,18679224,90338127.78,12275.61,DISPATCH,0,INLAND_WATERWAY,CPT,0,dcc1e65ae6d4a8c0fa,e27c1351990acf9994,17,4.063,0.3268,bop_q_f,REVISED,2024-03-13
2019-06,GR,HR,ARRIVAL,18687143,90455723.41,12359.68,ARRIVAL,0,PIPE,CIF,0,d5458323096e16f146,f03fa3180f3bec3f47,22,4.219,0.9263,bop_q_g,ESTIMATED,2024-03-19
2019-07,MT,IT,DISPATCH,18695062,90562464.8,12391.71,DISPATCH,0,ROAD,DDP,0,1258f18418bb43de7b,86a60e89dde7018580,23,3.968,0.5924,bop_q_c,FLAGGED,2024-11-01
2019-08,ES,BG,ARRIVAL,18702981,90627449.36,12466.02,ARRIVAL,0,SEA,CIP,0,98f004c3b7f670a3f8,e23bda793bd3c3f9a0,23,2.52,0.5651,ext_lt_intra_q,IMPUTED,2024-12-19
2019-09,CZ,FR,DISPATCH,18710900,90701208.19,12505.25,DISPATCH,1,AIR,EXW,1,6c31a4211002e18ef1,42f3d9d00da11ebcb3,2,3.521,0.8605,ext_lt_intratrd,OK,2025-11-02
2019-10,HU,PL,ARRIVAL,18718819,90751138.75,12557.86,ARRIVAL,1,RAIL,FOB,0,3202352ddcc542c56e,226fac3db103f2d56f,3,3.149,0.5906,bop_q_f,REVISED,2024-11-01
2019-11,NL,CY,DISPATCH,18726738,90878636.53,12606.72,DISPATCH,0,INLAND_WATERWAY,DAP,0,445e1b632d9d5729d5,0eeca895ac3dd4e41d,5,3.545,0.7282,bop_q_g,ESTIMATED,2025-01-15
2019-12,SE,LV,ARRIVAL,18734657,90946302.64,12648.43,ARRIVAL,1,PIPE,FCA,0,7d4686fda3abed2d9b,f73c394d71e622d0b1,4,2.459,0.3161,bop_q_c,FLAGGED,2025-06-18
2020-01,DK,SE,DISPATCH,18742576,90994915.45,12713.12,DISPATCH,1,ROAD,CFR,0,cecd56f21fce5f19ba,591bcd074905d76bbe,6,3.339,0.8332,ext_lt_intra_q,IMPUTED,2025-05-29
2020-02,IE,DE,ARRIVAL,18750495,91102285.07,12764.18,ARRIVAL,0,SEA,DPU,0,ca154dffe4ea8d08eb,67e4c7868dcba5ff6e,9,2.282,0.6522,ext_lt_intratrd,OK,2025-02-24
2020-03,PL,PT,DISPATCH,18758414,91177297.1,12853.69,DISPATCH,1,AIR,CPT,1,2ea30c86eebb6e518a,08ff3e6900875fcafb,9,3.212,0.8624,bop_q_f,REVISED,2026-02-10
2020-04,AT,CZ,ARRIVAL,18766333,91297448.84,12882.43,ARRIVAL,0,RAIL,CIF,1,a2a0a7979118ea029e,c4ea19c0744e2fb383,12,3.737,0.361,bop_q_g,ESTIMATED,2025-04-20
2020-05,EE,LT,DISPATCH,18774252,91387656.78,12927.46,DISPATCH,1,INLAND_WATERWAY,DDP,0,247e84324f912ea10a,12c97f801f20865518,9,3.499,0.1994,bop_q_c,FLAGGED,2025-06-15
2020-06,IT,AT,ARRIVAL,18782171,91436353.51,13001.75,ARRIVAL,0,PIPE,CIP,0,23deae90c8807c4a9c,4cb0a535f4237b5da9,12,3.467,0.4793,ext_lt_intra_q,IMPUTED,2025-10-15
2020-07,PT,GR,DISPATCH,18790090,91520127.54,13071.54,DISPATCH,0,ROAD,EXW,0,bca854b175ba7a35a8,65b60f6fff7495dbdb,12,3.581,0.7512,ext_lt_intratrd,OK,2025-03-16
2020-08,BE,RO,ARRIVAL,18798009,91617256.03,13116.83,ARRIVAL,1,SEA,FOB,1,5d491aa34b4910e9c4,f6bff3f36767a38b3b,14,2.692,0.4105,bop_q_f,REVISED,2025-02-03
2020-09,FI,DK,DISPATCH,18805928,91716926.73,13160.98,DISPATCH,1,AIR,DAP,0,6f260c745d667ee24e,88aa50b1757c3eaf1d,17,2.227,0.2933,bop_q_g,ESTIMATED,2025-11-09
2020-10,LV,LU,ARRIVAL,18813847,91740861.75,13196.43,ARRIVAL,1,RAIL,FCA,0,590f9c032354148226,31653f9df03c0f609c,16,3.593,0.093,bop_q_c,FLAGGED,2025-04-20
2020-11,RO,BE,DISPATCH,18821766,91843655.58,13283.94,DISPATCH,0,INLAND_WATERWAY,CFR,1,f070ac6aaa473aceda,3e90d1562db43bee02,18,3.335,0.7742,ext_lt_intra_q,IMPUTED,2025-07-05
2020-12,BG,HU,ARRIVAL,18829685,91959802.89,13319.0,ARRIVAL,1,PIPE,DPU,1,0c69dcd3f7308c8d70,b86f1df760858ba803,20,4.39,0.7359,ext_lt_intratrd,OK,2025-10-05
2021-01,FR,SK,DISPATCH,18837604,92021659.84,13381.78,DISPATCH,1,ROAD,CPT,0,c85b9b5cf887d91373,6c54a862a933ee6859,21,2.907,0.3926,bop_q_f,REVISED,2026-01-30
2021-02,LT,EE,ARRIVAL,18845523,92117391.22,13444.63,ARRIVAL,1,SEA,CIF,1,d2fad2809d42ba9782,d778fb09f21980ba35,20,2.319,0.9472,bop_q_g,ESTIMATED,2024-01-13
2021-03,SK,MT,DISPATCH,18853442,92152193.39,13501.37,DISPATCH,1,AIR,DDP,0,cb20c35f7e9250f0d1,cdc7cb5335e8ba0e66,20,4.303,0.9401,bop_q_c,FLAGGED,2024-04-25
2021-04,HR,BG,ARRIVAL,18861361,92232960.55,13523.47,ARRIVAL,1,RAIL,CIP,1,724de238cf83e2ea42,eca4da134894ac0010,22,2.29,0.9184,ext_lt_intra_q,IMPUTED,2024-07-04
2021-05,DE,IE,DISPATCH,18869280,92310681.43,13613.31,DISPATCH,0,INLAND_WATERWAY,EXW,0,ee7426c9876420892a,402780a2d6c8776de2,3,3.29,0.2323,ext_lt_intratrd,OK,2024-10-18
2021-06,LU,SI,ARRIVAL,18877199,92422365.45,13679.87,ARRIVAL,1,PIPE,FOB,1,b74df5ce7db8411407,5281189c91647af4d1,6,3.206,0.9318,bop_q_f,REVISED,2025-04-17
2021-07,SI,FI,DISPATCH,18885118,92491677.09,13717.57,DISPATCH,0,ROAD,DAP,0,af6b878ba8014c8595,d3ded14c5894faba29,6,3.539,0.3063,bop_q_g,ESTIMATED,2024-09-28
2021-08,CY,NL,ARRIVAL,18893037,92573235.44,13762.35,ARRIVAL,1,SEA,FCA,0,46743ddf6085d6f068,39c26760671a9508f8,7,4.239,0.5686,bop_q_c,FLAGGED,2025-02-01
2021-09,GR,HR,DISPATCH,18900956,92669096.86,13802.79,DISPATCH,0,AIR,CFR,0,25f4df961969759f39,0a5f2de70774ab3259,7,2.762,0.1898,ext_lt_intra_q,IMPUTED,2024-03-04
2021-10,MT,IT,ARRIVAL,18908875,92726954.35,13885.92,ARRIVAL,0,RAIL,DPU,0,007972bb36d5ff4ae0,d4c55f2da65977df2c,8,4.223,0.1833,ext_lt_intratrd,OK,2025-05-25
2021-11,ES,BG,DISPATCH,18916794,92817789.02,13925.63,DISPATCH,1,INLAND_WATERWAY,CPT,0,3a6fc6e22af51b93df,536ac30df52408cb80,11,4.235,0.0862,bop_q_f,REVISED,2024-08-04
2021-12,CZ,FR,ARRIVAL,18924713,92882240.86,13970.47,ARRIVAL,0,PIPE,CIF,1,d72d8880c87ed1d596,aeff22700a46fbe684,12,2.822,0.1673,bop_q_g,ESTIMATED,2026-02-10
2022-01,HU,PL,DISPATCH,18932632,92986349.24,14020.46,DISPATCH,0,ROAD,DDP,0,c5c45ac6d9035f9ff4,9d0a2aefd3e631133d,10,4.18,0.6881,bop_q_c,FLAGGED,2024-08-12
2022-02,NL,CY,ARRIVAL,18940551,93055059.62,14097.48,ARRIVAL,1,SEA,CIP,1,d90e7f56acbcfe67a6,945b98892686a19c06,11,3.64,0.2563,ext_lt_intra_q,IMPUTED,2025-02-25
2022-03,SE,LV,DISPATCH,18948470,93157137.62,14168.94,DISPATCH,1,AIR,EXW,0,a8d919ca04f945a5a4,a3682a14e040a6dcb6,14,2.931,0.6645,ext_lt_intratrd,OK,2025-12-21
2022-04,DK,SE,ARRIVAL,18956389,93258875.63,14190.13,ARRIVAL,1,RAIL,FOB,0,815badd36a893d6afa,f63c64cc27ab5b4d1e,16,3.264,0.7539,bop_q_f,REVISED,2024-09-20
2022-05,IE,DE,DISPATCH,18964308,93295492.36,14281.19,DISPATCH,1,INLAND_WATERWAY,DAP,0,049e9dfb1b72d67631,4c4a95c572df164b23,16,2.332,0.1769,bop_q_g,ESTIMATED,2024-01-14
2022-06,PL,PT,ARRIVAL,18972227,93438310.68,14329.31,ARRIVAL,0,PIPE,FCA,1,b27f6580dda365f127,78c5afadfd638fad79,16,3.823,0.8985,bop_q_c,FLAGGED,2024-02-15
2022-07,AT,CZ,DISPATCH,18980146,93502893.44,14346.21,DISPATCH,1,ROAD,CFR,0,9d32d637b07c9f8f01,753f6e640f140e34e7,19,3.241,0.3633,ext_lt_intra_q,IMPUTED,2025-04-22
2022-08,EE,LT,ARRIVAL,18988065,93564427.15,14439.89,ARRIVAL,0,SEA,DPU,1,4d87facfc10b43463b,94ed87424485488ef8,16,2.301,0.4425,ext_lt_intratrd,OK,2024-10-14
2022-09,IT,AT,DISPATCH,18995984,93663787.84,14473.09,DISPATCH,1,AIR,CPT,0,0da0e87e600d0e3068,93b84ed6d4277cf230,21,3.952,0.8285,bop_q_f,REVISED,2024-10-02
2022-10,PT,GR,ARRIVAL,19003903,93733455.22,14549.53,ARRIVAL,1,RAIL,CIF,1,964b58174d35db1c36,debb756c52d6014d11,18,3.12,0.0973,bop_q_g,ESTIMATED,2025-08-13
2022-11,BE,RO,DISPATCH,19011822,93840385.72,14603.18,DISPATCH,1,INLAND_WATERWAY,DDP,0,e5dcd5edfb7e4c460e,abd2643d235657689d,20,2.354,0.7038,bop_q_c,FLAGGED,2024-01-03
2022-12,FI,DK,ARRIVAL,19019741,93924508.24,14658.33,ARRIVAL,0,PIPE,CIP,0,dff30fb5c52e031562,297a43608acc299c75,20,2.931,0.4551,ext_lt_intra_q,IMPUTED,2024-01-22
2023-01,LV,LU,DISPATCH,19027660,94008318.52,14689.37,DISPATCH,0,ROAD,EXW,0,be1fbf5bd91b2b88b0,3e858473d1c56f9b92,5,3.263,0.8942,ext_lt_intratrd,OK,2025-10-22
2023-02,RO,BE,ARRIVAL,19035579,94066789.48,14736.02,ARRIVAL,1,SEA,FOB,1,b3459c37afaa212f30,d06b865c0ed0484366,6,3.8,0.1121,bop_q_f,REVISED,2025-08-17
2023-03,BG,HU,DISPATCH,19043498,94151407.95,14823.62,DISPATCH,0,AIR,DAP,1,513fe9054d029c781d,100eb4147c950e5935,3,2.365,0.218,bop_q_g,ESTIMATED,2024-07-03
2023-04,FR,SK,ARRIVAL,19051417,94201760.24,14862.45,ARRIVAL,1,RAIL,FCA,0,3f41e22b28b9bb1b29,e5b504114192867bb1,5,2.346,0.3803,bop_q_c,FLAGGED,2024-08-20
2023-05,LT,EE,DISPATCH,19059336,94294160.7,14899.38,DISPATCH,0,INLAND_WATERWAY,CFR,0,156e5f31ed5a25fc62,a7fb8d3235bde0011c,6,3.272,0.3583,ext_lt_intra_q,IMPUTED,2024-01-15
2023-06,SK,MT,ARRIVAL,19067255,94367603.93,14975.46,ARRIVAL,1,PIPE,DPU,1,714a77148b44df4c51,877813fd860ffbd755,6,2.406,0.4408,ext_lt_intratrd,OK,2025-11-13
2023-07,HR,BG,DISPATCH,19075174,94453258.11,15009.06,DISPATCH,0,ROAD,CPT,1,0d4e30c936b1f51305,7671e6a83e427bc60d,11,2.643,0.1865,bop_q_f,REVISED,2025-05-12
2023-08,DE,IE,ARRIVAL,19083093,94526962.37,15067.37,ARRIVAL,0,SEA,CIF,1,94334f9f960ce17bac,8ea9abb354b3118bcc,11,3.796,0.3187,bop_q_g,ESTIMATED,2024-06-27
2023-09,LU,SI,DISPATCH,19091012,94651504.69,15144.73,DISPATCH,0,AIR,DDP,1,ff0736cf1eb36a82e1,b844e1da763caab2d3,11,4.193,0.063,bop_q_c,FLAGGED,2025-09-28
2023-10,SI,FI,ARRIVAL,19098931,94736710.49,15184.62,ARRIVAL,1,RAIL,CIP,1,6fa0ece77c99e7614a,e5334e882006e55a33,12,4.027,0.1814,ext_lt_intra_q,IMPUTED,2025-01-13
2023-11,CY,NL,DISPATCH,19106850,94814647.89,15252.71,DISPATCH,1,INLAND_WATERWAY,EXW,0,ac468f61df6cece5c4,39213f8d31c4ab1727,13,4.263,0.5671,ext_lt_intratrd,OK,2024-07-02
2023-12,GR,HR,ARRIVAL,19114769,94854857.21,15292.93,ARRIVAL,1,PIPE,FOB,1,d2966159821e1e393d,e7fa718f4bae4637a1,13,4.008,0.8267,bop_q_f,REVISED,2024-04-03
2024-01,MT,IT,DISPATCH,19122688,94984950.47,15380.23,DISPATCH,1,ROAD,DAP,0,42d2362751bfb4119e,a269c176a8ec89c49b,17,2.97,0.3138,bop_q_g,ESTIMATED,2024-08-19
2024-02,ES,BG,ARRIVAL,19130607,95052750.49,15423.66,ARRIVAL,1,SEA,FCA,0,f3f4b3597e22476eae,cb6009bf26ce7673e3,14,4.075,0.3006,bop_q_c,FLAGGED,2024-01-19
2024-03,CZ,FR,DISPATCH,19138526,95136683.52,15473.95,DISPATCH,1,AIR,CFR,1,ad89f00a761debb18b,312e484a322dbcce94,15,2.654,0.257,ext_lt_intra_q,IMPUTED,2025-05-14
2024-04,HU,PL,ARRIVAL,19146445,95208770.07,15508.52,ARRIVAL,0,RAIL,DPU,0,01d0340ed9141ef7a4,03458d302e7e847716,17,3.822,0.8267,ext_lt_intratrd,OK,2025-07-14
