energy_use_billing_month,energy_use_sector_code,energy_use_end_use_category,energy_use_sales_mwh,energy_use_customer_count,energy_use_average_kwh_per_customer,energy_use_peak_demand_mw,energy_use_load_factor_pct,energy_use_time_of_use_share_pct,energy_use_demand_response_participant_count,energy_use_electrification_index,energy_use_ev_charging_load_mwh,energy_use_heat_pump_adoption_rate,energy_use_distributed_solar_generation_mwh,energy_use_battery_storage_dispatch_mwh,energy_use_natural_gas_therms_equiv,energy_use_propane_gallons_equiv,energy_use_energy_burden_pct_households,energy_use_weather_normalization_factor,energy_use_meter_data_granularity
2024-07,industrial,motors,233075.99,575,405349.55,355.0,38.32,14.66,1346,0.649,2791.98,0.127,338.12,1024.89,2798.58,29109.3,0.5,1.115,daily
2020-10,residential,appliances,178936.79,145523,1229.61,465.56,73.03,26.69,7528,0.342,3938.15,0.032,4402.87,1398.07,110984.59,57825.8,0.5,0.899,30min
2026-06,residential,heating,238273.37,32902,7241.91,387.99,34.93,19.65,7642,0.518,469.28,0.091,9027.69,939.11,80638.27,55518.37,2.25,1.03,hourly
2022-07,commercial,lighting,225430.88,23305,9673.07,296.55,60.47,12.63,6766,0.391,630.44,0.172,7552.5,2466.38,125092.91,48851.09,3.11,1.176,15min
2019-10,residential,lighting,9433.74,274081,34.42,21.67,59.64,28.98,17722,0.845,4956.09,0.065,6082.94,830.97,101656.04,29283.57,12.0,0.976,daily
2023-06,commercial,process,49466.71,38683,1278.77,82.37,43.29,32.56,3636,0.541,316.61,0.106,4553.28,2018.36,94412.14,22895.89,0.5,1.026,hourly
2022-04,public,lighting,228103.2,190499,1197.4,453.48,77.03,15.67,1467,0.505,3628.61,0.066,1243.91,509.9,94308.36,22486.83,7.54,0.936,hourly
2026-01,public,cooling,100118.04,494325,202.53,158.32,50.96,31.87,719,0.627,3389.75,0.046,50.89,1133.79,104566.99,58375.07,7.15,1.101,monthly
2022-11,agriculture,motors,36584.65,68137,536.93,54.01,51.59,16.8,306,0.716,547.51,0.069,588.61,201.82,22359.3,38235.54,10.28,0.823,monthly
2026-09,commercial,process,26955.65,39343,685.14,71.64,59.37,22.85,4454,0.146,2763.43,0.068,5239.52,1720.29,99627.33,6107.19,5.89,1.166,15min
2020-09,commercial,lighting,21805.85,39888,546.68,45.38,69.76,15.35,4955,0.49,343.77,0.017,6607.28,848.92,87253.74,4551.73,6.87,0.876,daily
2021-02,residential,appliances,54730.86,145670,375.72,164.67,23.89,28.2,28615,0.251,4554.26,0.072,1519.53,485.44,60221.13,22003.77,6.87,1.175,monthly
2021-09,commercial,irrigation,41068.07,41154,997.91,80.85,42.13,29.15,1065,1.0,145.81,0.093,4343.34,2043.61,121866.5,28452.9,0.5,0.755,hourly
2020-01,industrial,lighting,57075.69,1287,44347.86,129.65,73.73,42.51,68,0.39,2184.92,0.116,41.22,198.59,35820.56,25107.75,16.48,0.7,15min
2023-12,industrial,ev_charging,215649.84,1419,151973.11,571.79,82.77,7.91,1447,0.774,3655.68,0.209,605.06,1415.79,91713.75,57046.53,14.11,0.854,monthly
2022-03,commercial,lighting,31154.6,27729,1123.54,55.25,46.99,22.43,6452,0.917,485.95,0.121,3233.88,2242.35,26006.45,39646.14,6.26,1.148,monthly
2026-11,agriculture,irrigation,123690.24,81232,1522.68,160.06,84.11,7.92,236,0.686,3829.31,0.16,52.54,367.13,121561.01,16466.53,10.1,0.848,30min
2025-09,residential,cooling,81384.42,342134,237.87,157.8,73.78,30.32,4049,0.271,4964.18,0.154,9165.88,1082.22,60985.36,25579.4,4.89,1.115,15min
2025-03,residential,ev_charging,190241.45,355123,535.71,452.65,62.6,2.93,27166,0.739,4083.28,0.057,7851.18,1687.76,109143.53,9436.36,2.32,1.13,hourly
2020-12,industrial,cooling,25330.65,1232,20560.59,48.08,31.87,28.32,413,0.538,3635.31,0.109,1218.94,1858.08,33174.54,49271.26,9.76,0.919,15min
2022-07,public,lighting,206181.57,94855,2173.65,327.75,62.59,0.0,837,0.665,727.06,0.027,1313.75,1412.57,23039.93,24821.62,2.97,1.0,monthly
2026-04,industrial,lighting,159210.29,1767,90102.03,220.05,57.79,20.92,1184,0.656,2481.47,0.097,1415.53,1347.55,15484.68,34912.75,10.03,1.071,hourly
2023-07,residential,process,156612.5,200620,780.64,430.17,57.44,22.45,19258,0.675,679.21,0.098,11247.22,2060.67,135535.73,27911.02,1.14,0.9,hourly
2023-09,agriculture,motors,65622.72,56956,1152.17,122.98,63.65,20.59,1456,0.274,3171.66,0.002,1345.46,75.05,5523.28,40190.46,9.44,0.749,monthly
2024-02,agriculture,cooling,71673.86,12334,5811.08,203.09,37.72,10.02,1290,0.678,3795.64,0.11,531.42,1351.64,11268.21,23287.31,5.14,1.069,30min
2020-02,agriculture,heating,41326.0,87757,470.91,78.77,66.21,10.49,1220,0.264,504.01,0.049,428.2,1072.56,108123.12,50817.41,5.97,0.882,30min
2025-07,residential,motors,147724.24,369235,400.08,208.26,62.58,16.94,25690,0.616,76.85,0.0,5356.69,1971.34,2110.37,44872.96,10.48,1.219,monthly
2026-03,agriculture,appliances,84247.42,85238,988.38,99.54,31.03,13.96,248,0.184,67.05,0.093,752.08,1515.16,4166.99,13168.84,1.47,1.049,30min
2026-09,agriculture,irrigation,147965.89,194772,759.69,394.82,37.81,24.69,815,0.832,557.91,0.161,954.27,1303.41,70149.89,27848.05,5.87,0.871,daily
2020-01,public,irrigation,234276.31,29872,7842.67,267.82,27.43,17.94,768,0.456,494.01,0.118,26.82,712.84,48734.43,39871.6,7.09,0.767,daily
2024-08,public,cooling,194298.12,16923,11481.3,234.33,52.35,23.7,1304,0.922,3022.76,0.106,171.9,1796.76,41780.69,29874.76,14.33,0.818,monthly
2025-06,commercial,irrigation,113719.4,31506,3609.45,285.11,55.39,28.86,6901,0.418,4800.36,0.104,1515.37,1867.07,119654.67,40145.78,7.16,0.848,30min
2026-03,agriculture,ev_charging,10683.8,163458,65.36,15.89,68.82,17.6,11,0.594,149.52,0.125,1346.57,1842.33,100417.34,35505.07,7.47,1.077,daily
2019-01,residential,lighting,165281.75,215533,766.85,435.76,67.08,21.71,20507,0.549,4622.76,0.054,1577.21,2005.78,59045.82,49725.63,10.36,1.044,daily
2022-11,industrial,appliances,85156.64,1939,43917.81,219.05,56.12,8.6,64,0.541,393.82,0.0,1037.26,1071.57,72203.7,34653.56,10.34,0.926,hourly
2024-05,industrial,irrigation,83857.32,944,88831.91,170.21,57.54,20.74,252,0.539,138.1,0.134,30.46,1173.04,18702.35,48645.51,14.81,0.849,daily
2022-04,commercial,irrigation,245545.0,21936,11193.7,423.62,63.29,18.26,6022,0.394,3292.99,0.154,1109.49,688.84,18566.23,27078.08,6.49,1.027,30min
2022-01,commercial,cooling,53411.58,25256,2114.81,132.62,41.91,28.67,5667,0.59,321.27,0.14,2900.04,1501.96,96950.28,38365.74,4.33,0.969,30min
2021-04,agriculture,motors,108082.01,30962,3490.8,127.53,61.98,14.13,430,0.728,741.14,0.091,706.18,2089.27,98538.48,41603.27,5.41,0.844,30min
2021-03,commercial,heating,85129.94,37138,2292.26,253.94,63.63,20.22,4185,0.413,577.48,0.123,1020.0,1151.95,52544.59,1378.73,2.41,1.131,15min
2022-05,residential,appliances,12094.9,262217,46.13,22.1,47.55,17.06,156,0.36,1461.58,0.0,2180.17,1865.65,69227.81,7182.11,9.98,0.766,15min
2019-04,agriculture,irrigation,184489.1,126708,1456.02,465.34,56.94,16.0,54,0.475,2327.71,0.154,1302.36,1729.1,1722.66,50611.51,7.87,0.941,monthly
2026-02,commercial,irrigation,48272.68,17164,2812.44,122.82,62.13,32.33,197,0.467,337.0,0.1,524.24,1078.69,56834.31,22907.83,10.9,1.002,daily
2019-05,commercial,irrigation,185335.71,19204,9650.89,494.51,60.79,16.91,1913,0.49,3848.49,0.134,6887.53,716.12,9363.02,56763.49,0.71,1.032,30min
2019-07,commercial,ev_charging,3238.44,30056,107.75,9.55,34.61,15.71,4049,0.552,1632.56,0.187,6920.32,417.15,129139.97,47262.1,7.99,1.158,monthly
2021-03,public,motors,138561.83,261832,529.2,363.87,73.02,10.19,663,0.305,105.0,0.071,945.17,2403.55,52502.09,53859.37,7.2,1.114,30min
2019-04,commercial,motors,171697.83,36123,4753.14,344.03,69.74,0.0,1708,0.731,3274.92,0.0,3940.03,986.85,8345.17,8784.77,7.27,1.098,30min
2019-04,industrial,motors,218626.8,363,602277.69,346.72,69.8,25.19,748,0.548,1708.51,0.149,400.35,2246.2,123443.68,25064.95,5.33,1.024,30min
2019-02,commercial,heating,14302.31,39779,359.54,35.67,46.29,26.35,6498,0.52,2358.31,0.032,2824.23,409.33,96291.1,51997.06,9.46,0.977,hourly
2020-11,agriculture,lighting,169203.24,191383,884.11,468.84,18.77,13.52,1353,0.457,3030.23,0.143,198.63,969.76,54763.75,55482.08,4.15,1.049,daily
2021-10,residential,heating,207280.26,98079,2113.4,549.86,44.74,23.76,6946,0.388,1038.23,0.032,3453.45,1814.55,146429.76,8908.79,1.66,1.049,15min
2019-09,industrial,lighting,25470.86,1747,14579.77,42.22,49.62,22.65,1436,1.0,4637.52,0.139,1034.03,455.58,71838.92,16300.91,9.83,0.776,hourly
2025-09,industrial,lighting,13814.54,465,29708.69,40.2,63.13,3.44,1327,0.534,3054.83,0.117,1203.13,820.2,143267.82,30742.05,8.35,1.023,monthly
2020-05,public,appliances,9744.72,102238,95.31,17.9,42.67,15.43,372,0.762,4785.5,0.086,116.48,1546.51,124918.67,5071.92,2.26,0.964,15min
2019-10,agriculture,lighting,42544.96,62796,677.51,129.87,73.94,0.0,783,0.355,239.15,0.089,143.7,2247.33,135039.19,57169.43,12.77,0.803,30min
2026-12,industrial,process,242501.41,219,1107312.37,314.12,51.32,33.39,575,0.626,243.19,0.058,781.13,1832.73,20134.1,57594.55,8.27,0.978,30min
2021-11,agriculture,cooling,137031.64,14425,9499.59,416.23,38.02,13.61,719,0.418,1919.8,0.035,545.19,1590.2,109549.16,47700.19,10.39,0.97,daily
2026-01,public,ev_charging,139279.6,340397,409.17,168.38,30.74,27.48,320,0.242,604.76,0.13,914.56,2212.7,98127.17,49971.65,0.5,0.983,30min
2021-02,residential,cooling,134773.16,82185,1639.88,405.73,46.89,8.89,28964,0.355,4842.48,0.027,6792.69,1887.31,10615.0,35165.38,10.93,0.925,monthly
2025-08,public,irrigation,21518.11,132634,162.24,28.73,70.8,4.97,1075,0.515,3359.16,0.054,695.27,2418.96,127513.94,21183.15,0.5,0.922,hourly
2025-12,public,irrigation,211647.75,330653,640.09,431.62,65.97,13.3,1353,0.144,3984.1,0.099,813.44,1794.95,41911.5,50298.82,8.25,1.028,hourly
2020-12,commercial,cooling,90912.61,42508,2138.72,202.17,48.05,7.79,134,0.467,3990.45,0.175,589.24,166.28,24158.62,43230.94,8.04,0.811,hourly
2026-05,agriculture,irrigation,160716.65,169403,948.72,339.39,49.21,9.7,627,0.431,388.82,0.066,1164.55,2348.7,8008.24,53926.76,15.17,1.042,30min
2026-07,residential,process,62204.39,400454,155.33,165.62,15.11,20.91,21840,0.737,2783.82,0.039,5905.96,1744.48,83913.84,47369.33,12.51,1.172,monthly
2024-03,public,heating,76471.81,499316,153.15,175.24,55.57,1.96,510,0.377,4924.35,0.118,108.18,759.35,4905.08,57629.17,11.25,1.022,hourly
2019-06,industrial,process,240785.3,1785,134893.73,685.68,60.14,20.59,1041,0.514,3510.43,0.086,288.29,411.52,123007.49,6752.38,1.12,0.879,hourly
2025-10,residential,lighting,110222.94,455686,241.88,217.63,59.39,23.89,20542,0.757,471.96,0.055,7284.88,2029.69,79429.53,47459.77,10.92,1.139,monthly
2026-07,industrial,cooling,189669.46,1352,140288.06,527.03,74.22,12.66,1149,0.486,4398.61,0.162,1013.4,2305.76,134956.68,31292.81,10.32,0.865,hourly
2019-09,residential,lighting,158432.77,165213,958.96,315.09,71.97,15.75,7685,0.326,3397.41,0.0,11760.21,458.79,85783.89,42105.4,5.16,1.193,daily
2020-09,agriculture,irrigation,207216.99,62115,3336.02,374.14,57.47,5.15,1215,0.81,303.42,0.127,658.52,224.93,50452.11,37081.42,10.16,1.14,30min
2022-09,commercial,cooling,168072.44,12036,13964.14,393.94,62.9,20.77,7805,0.495,2219.76,0.098,4403.78,238.51,113295.17,48565.45,7.78,1.02,15min
2024-10,commercial,ev_charging,13969.49,46488,300.5,36.73,76.37,17.56,1422,0.516,2287.76,0.0,4096.1,1976.18,66861.77,44057.9,12.73,1.104,30min
2020-08,agriculture,cooling,169923.41,90672,1874.05,201.91,78.94,27.31,285,0.574,74.07,0.146,1103.42,1820.07,87724.92,29707.67,5.68,1.121,15min
2022-09,industrial,cooling,139982.74,367,381424.36,204.23,61.25,19.68,906,0.525,458.18,0.0,271.09,1845.53,34443.4,3789.65,13.24,0.996,monthly
2020-05,agriculture,irrigation,29147.8,148149,196.75,66.24,58.24,15.28,1080,0.694,785.88,0.058,813.74,4.81,131711.2,24790.29,0.5,0.86,15min
2024-04,residential,cooling,172614.59,425088,406.07,277.16,69.46,10.42,14665,0.568,653.29,0.0,2371.62,1758.54,64187.69,25026.15,8.75,0.802,daily
2022-04,commercial,irrigation,230172.57,36203,6357.83,468.61,61.83,34.14,3672,0.71,329.15,0.057,3679.62,2137.98,120723.64,28059.0,13.07,0.995,30min
2019-08,commercial,motors,25706.82,26410,973.37,73.57,48.02,16.95,4552,0.77,1124.15,0.0,3092.69,1941.63,60966.59,25229.55,10.39,0.993,monthly
2023-01,public,cooling,196331.57,339981,577.48,517.95,35.82,11.26,763,0.486,1213.13,0.093,1383.62,1023.21,3580.16,39713.63,9.88,1.057,monthly
2026-08,commercial,cooling,44510.35,16571,2686.04,57.27,37.77,23.59,4196,0.53,338.71,0.098,2897.95,1240.59,55533.7,34277.15,10.96,1.121,30min
2023-11,agriculture,irrigation,172912.72,138827,1245.53,419.05,39.07,6.37,52,0.237,167.59,0.082,1175.44,267.56,131152.6,57010.05,0.5,0.886,15min
2019-04,commercial,cooling,61240.99,12637,4846.17,164.86,61.92,27.38,7537,0.72,3894.14,0.042,5673.05,2157.76,60199.55,26547.23,0.75,0.832,15min
2020-11,public,irrigation,29332.5,256465,114.37,65.98,38.91,17.3,24,0.54,2829.52,0.026,1015.81,1985.09,20986.42,46433.19,12.28,1.008,30min
2024-10,public,lighting,88239.28,25901,3406.79,137.51,68.43,13.88,950,0.798,310.19,0.0,825.32,1501.37,141020.94,38668.55,3.88,0.814,15min
2023-05,agriculture,process,201277.34,105361,1910.36,352.2,44.9,13.53,1262,0.688,3114.37,0.139,1336.84,1148.99,60388.19,12803.95,6.8,1.024,15min
2019-08,public,ev_charging,225692.45,464183,486.21,662.7,67.87,3.0,812,0.705,42.66,0.09,208.64,977.64,3324.53,9698.4,4.52,0.915,daily
2021-07,residential,irrigation,222106.81,441354,503.24,595.3,46.78,5.32,28173,0.858,688.71,0.081,855.7,2304.49,100112.11,22474.49,3.1,1.061,daily
2025-04,industrial,ev_charging,75511.94,1795,42067.93,173.53,59.0,8.98,128,0.46,749.66,0.0,103.9,259.22,133783.32,3918.05,7.88,0.883,15min
2023-01,public,heating,64700.57,154905,417.68,75.92,51.95,26.71,416,0.291,199.85,0.101,1003.55,372.84,5269.1,27061.56,9.74,1.012,monthly
2026-07,commercial,process,144611.81,23454,6165.76,314.49,63.22,7.81,1382,0.83,2679.89,0.102,5043.27,240.56,54641.89,30256.98,12.53,1.042,30min
2025-12,agriculture,lighting,35329.07,154278,229.0,73.4,60.35,12.47,654,0.446,4192.57,0.072,1339.83,486.22,51509.54,9527.57,5.82,1.129,hourly
2025-09,commercial,ev_charging,20674.49,8319,2485.21,32.57,43.42,9.59,327,0.391,2286.34,0.038,550.92,925.28,74385.8,57769.65,7.03,0.881,30min
2024-08,industrial,process,63696.38,880,72382.25,158.3,46.55,2.63,1129,0.778,22.08,0.183,564.99,1472.41,64123.95,18139.28,10.52,1.026,daily
2020-08,industrial,lighting,4076.04,1545,2638.21,6.22,47.82,26.98,69,0.438,105.77,0.0,1260.26,743.14,124649.42,4613.26,3.59,0.97,hourly
2020-01,agriculture,cooling,147971.25,128196,1154.26,399.01,67.48,10.94,868,0.658,82.3,0.095,833.55,215.55,106512.47,2045.45,11.86,0.891,30min
2021-05,public,appliances,235042.38,105252,2233.14,420.94,78.16,8.31,220,0.594,515.54,0.136,1109.31,1236.5,58567.81,10797.48,5.68,1.066,hourly
2020-08,industrial,appliances,42192.09,368,114652.42,86.19,35.36,21.5,729,0.502,532.0,0.019,905.1,264.74,74856.49,13378.19,3.05,1.023,hourly
2021-10,commercial,process,64047.97,43846,1460.75,129.13,59.5,0.0,6967,0.885,2538.35,0.047,878.47,2471.77,60765.5,19511.83,4.28,1.226,15min
2020-11,agriculture,irrigation,106322.28,149757,709.97,292.53,63.8,22.14,1473,0.64,361.97,0.02,1063.02,805.07,5364.71,10877.35,7.85,0.993,15min
2021-07,public,lighting,245224.88,467128,524.96,399.41,35.27,33.81,710,0.549,1135.02,0.201,1190.5,1081.44,79714.21,14940.95,8.2,0.973,30min
2024-02,public,irrigation,44165.85,473429,93.29,70.81,47.67,18.24,789,0.396,460.67,0.036,1053.4,1253.64,5521.52,14110.25,3.47,0.986,hourly
2023-04,agriculture,irrigation,170363.24,4970,34278.32,408.95,41.79,8.67,198,0.529,1087.87,0.085,164.47,986.07,63955.87,6597.99,11.38,1.008,hourly
2019-07,commercial,irrigation,96149.43,32549,2953.99,168.17,72.07,22.82,2848,0.511,450.93,0.129,3465.63,1827.12,113415.37,8054.58,5.58,1.111,monthly
2021-08,public,heating,237356.17,479447,495.06,700.8,37.94,37.76,384,0.474,3394.74,0.111,995.02,1794.27,6064.5,7829.64,5.0,0.996,hourly
2020-02,industrial,irrigation,244417.45,155,1576886.77,655.91,53.18,41.47,1034,0.874,743.16,0.119,1285.13,1995.86,34556.5,53062.69,14.66,1.105,daily
2022-09,agriculture,process,145732.59,116029,1256.0,173.21,30.02,11.51,528,0.439,3351.33,0.075,1273.51,1253.68,149274.83,366.14,3.29,1.144,daily
2019-05,residential,process,25307.99,115084,219.91,54.8,73.07,6.98,2386,0.448,43.59,0.014,747.22,1589.47,107115.01,287.54,4.67,0.952,15min
2022-02,commercial,cooling,243494.62,48145,5057.53,650.46,35.35,31.62,2528,0.488,2229.59,0.0,4600.81,1883.58,1292.5,20738.93,8.71,1.183,15min
2023-02,commercial,lighting,90045.34,12460,7226.75,121.31,57.5,13.57,7689,0.789,2448.57,0.18,1310.37,105.18,145871.84,11959.79,5.02,1.046,hourly
2020-10,public,ev_charging,131237.11,34154,3842.51,279.28,34.95,26.57,1007,0.412,518.57,0.084,940.93,553.84,2906.53,59157.55,15.92,1.162,monthly
2021-08,industrial,motors,124533.84,1351,92179.01,222.72,70.25,38.99,1093,0.455,2712.9,0.076,38.7,187.45,62691.96,28986.49,7.05,1.058,daily
2026-11,public,ev_charging,117335.92,464331,252.7,173.31,52.28,27.26,1290,0.535,219.77,0.053,1148.09,263.49,16657.51,39876.78,4.33,1.01,30min
2023-06,residential,cooling,70644.99,271385,260.31,184.11,70.41,20.33,28031,0.621,397.6,0.047,6270.2,1310.75,60765.95,26475.34,6.99,0.954,hourly
2024-10,residential,process,169685.77,43557,3895.72,483.04,84.87,5.34,2861,0.53,777.66,0.0,9879.7,2300.95,82525.93,56385.79,9.71,0.981,30min
2019-03,commercial,cooling,41775.35,42191,990.15,97.65,59.89,30.32,3054,0.412,3647.73,0.031,6069.99,679.71,6068.65,7052.08,4.89,1.087,monthly
2026-03,commercial,lighting,19803.22,10113,1958.19,22.39,69.47,14.41,6740,0.631,797.66,0.063,3037.21,1996.48,99037.21,42223.36,2.79,1.181,monthly
2020-08,residential,irrigation,2722.62,361180,7.54,5.88,44.46,22.15,19540,0.662,372.31,0.049,3275.66,1343.17,109256.21,28225.94,10.18,0.924,daily
2026-08,residential,ev_charging,9836.4,316296,31.1,18.47,34.19,26.47,22304,0.115,295.81,0.068,9680.4,2473.65,14004.28,27643.58,8.93,0.92,daily
2026-12,public,irrigation,151106.0,59434,2542.42,360.89,69.78,8.89,424,0.409,66.43,0.125,233.16,2310.51,59090.6,16297.84,0.5,0.932,hourly
2026-11,industrial,heating,194755.36,1290,150973.15,300.87,54.06,29.12,786,0.356,2283.39,0.175,661.44,2053.83,81435.08,31700.64,9.18,0.902,30min
2021-02,residential,cooling,42412.05,206491,205.39,52.32,76.94,23.05,11458,0.421,330.47,0.0,3330.38,952.72,75603.52,25470.12,3.23,0.893,hourly
2026-09,public,ev_charging,12334.67,275208,44.82,15.05,66.19,7.87,621,0.526,231.96,0.069,1274.86,2129.52,40051.27,29513.06,11.96,0.957,monthly
2022-03,public,heating,19429.09,296243,65.58,57.97,62.28,26.94,1119,0.479,231.35,0.037,142.19,2210.71,117903.56,58101.25,6.64,0.773,hourly
2025-08,agriculture,lighting,178922.52,152299,1174.81,463.63,76.85,17.89,671,0.587,3941.34,0.103,209.54,452.79,143354.18,13651.85,9.29,1.18,30min
2019-12,agriculture,ev_charging,195575.05,115872,1687.85,383.94,90.0,6.01,193,0.681,43.86,0.122,1461.38,1156.42,6352.23,30452.43,7.14,0.812,monthly
2021-02,agriculture,cooling,4646.11,165057,28.15,10.35,61.42,16.8,1477,0.588,4779.69,0.091,562.96,1483.01,33630.14,19041.57,3.74,0.872,hourly
2021-08,industrial,heating,23780.75,657,36195.97,50.76,31.39,25.06,33,0.777,4757.58,0.111,464.75,2000.54,44823.98,25086.4,3.37,0.987,15min
2022-02,industrial,cooling,163468.61,882,185338.56,400.01,79.31,33.61,1416,1.0,403.46,0.0,201.33,75.22,90870.53,34715.92,2.88,0.876,15min
2019-09,agriculture,cooling,149407.08,16345,9140.84,183.59,69.85,10.28,751,0.783,216.69,0.07,996.47,186.54,110343.67,9632.2,5.84,1.05,15min
2024-07,residential,process,40027.43,237818,168.31,113.67,64.3,6.2,17067,0.543,145.44,0.124,6863.18,544.09,54062.26,11028.37,0.5,1.051,30min
2026-05,industrial,appliances,20558.38,1811,11351.95,37.27,55.47,5.0,277,0.528,745.43,0.062,236.76,2045.16,12647.09,23430.24,14.18,0.892,hourly
2022-06,residential,heating,235558.61,119761,1966.91,340.74,31.51,9.1,12055,0.607,791.94,0.058,7130.79,15.73,118804.53,4496.19,8.46,1.019,30min
2022-05,public,heating,165653.87,441786,374.96,238.97,55.93,21.0,497,0.708,638.89,0.038,328.13,2223.22,50483.54,48483.37,8.33,0.863,daily
2023-08,industrial,motors,222415.42,1256,177082.34,321.27,45.42,20.63,349,0.401,648.72,0.0,761.32,960.46,10481.77,47287.39,8.93,0.992,30min
2019-10,public,motors,110627.12,254230,435.15,250.46,65.01,31.52,1355,0.788,158.74,0.192,155.59,1152.98,77874.41,49501.92,15.08,0.911,monthly
2026-12,commercial,ev_charging,94809.77,13961,6791.04,277.73,73.04,18.24,5769,0.649,3691.09,0.152,7786.37,1856.18,12311.46,52972.84,9.23,0.951,15min
2021-09,public,heating,41086.95,143669,285.98,89.55,58.8,15.97,1047,0.792,99.59,0.0,138.5,2146.73,131550.79,42349.75,5.73,0.926,hourly
2025-11,public,motors,30794.82,373219,82.51,90.69,51.0,0.0,848,0.341,3290.1,0.028,611.73,1139.37,76544.59,22852.06,4.67,0.864,monthly
2020-12,agriculture,lighting,142947.02,96109,1487.34,309.8,51.61,24.96,1294,0.795,4607.82,0.108,321.3,1714.07,8427.3,36927.21,8.29,1.182,monthly
2025-08,agriculture,appliances,13446.96,187734,71.63,29.52,37.11,3.58,1246,0.568,477.77,0.074,611.11,1643.09,96352.15,6544.21,6.28,1.019,15min
2019-04,public,cooling,118967.31,344040,345.79,158.53,65.15,8.33,1451,0.573,562.77,0.117,554.47,2280.27,97853.83,37870.59,7.3,0.748,daily
2026-09,agriculture,appliances,180753.73,177756,1016.86,273.3,69.3,13.99,1037,0.591,691.75,0.147,848.73,896.46,102709.5,8227.44,12.77,1.025,daily
2020-09,industrial,heating,29923.09,1208,24770.77,80.25,47.83,4.57,52,0.376,521.04,0.052,226.97,2163.08,50200.2,57920.55,7.77,0.963,daily
2021-10,residential,heating,25233.07,235826,107.0,35.77,56.05,17.92,15131,0.563,319.55,0.054,3565.6,1849.01,15921.15,53592.93,4.67,1.009,30min
2021-01,public,cooling,113587.84,282900,401.51,321.75,70.85,19.78,773,0.568,4923.64,0.108,615.97,236.85,24450.85,51997.64,7.26,1.072,daily
2021-03,agriculture,lighting,143738.49,99855,1439.47,178.16,67.05,22.36,1437,0.647,162.27,0.001,327.64,2202.32,34790.61,1343.48,8.35,0.819,hourly
2023-08,residential,ev_charging,555.78,200292,2.77,0.94,68.34,0.0,19879,0.26,3527.85,0.135,9874.27,1591.19,93668.21,26108.44,7.96,0.931,15min
2026-12,agriculture,cooling,226172.88,38637,5853.79,606.02,73.83,25.68,709,0.783,736.15,0.113,380.72,1687.13,43233.44,21915.58,7.69,0.864,30min
2024-07,residential,irrigation,97784.32,244274,400.31,228.18,81.4,25.42,9268,0.775,48.73,0.091,5561.14,1967.17,51415.55,12023.17,6.63,1.14,15min
2025-06,agriculture,lighting,148733.15,121272,1226.44,254.33,59.15,3.45,958,0.817,70.33,0.042,1240.67,523.37,56279.91,36427.42,10.73,1.009,15min
2026-08,agriculture,motors,242648.5,134644,1802.15,273.23,46.45,25.65,1096,0.646,238.47,0.0,748.48,1666.56,123919.07,59624.07,10.48,1.09,monthly
2025-09,industrial,heating,69601.46,261,266672.26,124.38,52.29,19.59,656,0.456,31.99,0.143,498.86,1027.65,77981.77,16071.14,14.67,1.026,daily
2025-03,agriculture,appliances,169050.76,72264,2339.35,423.54,47.98,18.69,1078,0.488,77.3,0.151,396.58,1734.94,137210.76,48333.35,1.17,0.759,30min
2019-12,industrial,heating,157163.26,810,194028.72,238.61,45.53,24.71,786,0.717,746.48,0.073,301.95,1094.51,33475.82,40857.96,7.54,1.044,15min
2024-01,residential,ev_charging,62179.9,348355,178.5,92.58,64.14,13.86,21596,0.0,1084.34,0.056,10096.5,486.7,127515.32,10843.86,7.16,0.898,hourly
2023-10,agriculture,ev_charging,223197.83,126678,1761.93,546.36,71.93,14.15,712,0.713,1504.47,0.067,1401.88,2072.02,97244.87,54335.51,12.84,1.094,monthly
2020-03,public,irrigation,198272.01,286246,692.66,460.61,68.18,23.76,1493,0.717,169.43,0.125,605.02,779.72,129645.74,13319.93,6.25,0.826,hourly
2019-01,public,heating,53896.86,408917,131.8,115.54,67.1,8.25,33,0.669,4291.35,0.095,91.21,1032.3,19513.7,47129.23,5.9,0.969,15min
2019-06,commercial,motors,14352.51,33787,424.79,43.24,46.9,12.46,5207,0.396,470.45,0.024,440.47,1541.94,44194.3,15638.71,5.6,1.11,daily
2024-05,residential,appliances,12051.04,209672,57.48,32.78,57.84,19.86,11490,0.739,3263.74,0.0,7464.39,2460.17,108057.88,54895.25,0.54,0.915,monthly
2025-06,residential,ev_charging,136409.86,366868,371.82,300.12,60.21,8.83,3711,0.385,99.2,0.174,9805.94,939.46,7570.84,37081.88,7.54,1.032,30min
2026-10,commercial,motors,2432.53,28009,86.85,5.2,63.13,14.91,5084,0.696,291.67,0.033,510.04,354.08,139960.87,25685.43,3.78,0.896,hourly
2020-03,industrial,process,57910.62,661,87610.62,157.29,49.9,8.59,457,0.47,2233.69,0.128,1453.47,1707.64,50876.1,29621.48,3.85,1.035,30min
2026-01,agriculture,appliances,88985.43,1877,47408.33,194.82,64.52,15.18,802,0.74,1621.5,0.162,832.78,2168.87,35674.0,46946.57,15.12,1.247,daily
2022-10,industrial,heating,19451.18,1931,10073.11,58.69,29.05,23.74,1499,0.14,3565.8,0.025,827.48,1009.87,146669.33,29934.7,13.69,1.04,30min
