tech_skills_reference_year,tech_skills_country_iso2,tech_skills_region_nuts_code,tech_skills_age_group,tech_skills_sex,tech_skills_basic_digital_skills_pct,tech_skills_above_basic_digital_skills_pct,tech_skills_ict_specialists_pct_employment,tech_skills_ict_graduates_per_1k,tech_skills_advanced_programming_skills_pct,tech_skills_ai_skills_training_participants,tech_skills_cybersecurity_skills_pct,tech_skills_remote_work_prevalence_pct,tech_skills_digital_public_services_usage_pct,tech_skills_enterprise_cloud_adoption_pct,tech_skills_enterprise_bigdata_adoption_pct,tech_skills_gender_gap_ict_specialists_pp,tech_skills_desi_component_score,tech_skills_survey_weight,tech_skills_data_extract_date
2016,DK,SI71,25-34,F,57.81,21.9,6.45,1.75,16.2,1476,11.87,18.66,63.19,37.49,5.08,5.54,55.28,2.206,2024-12-22
2017,FR,SE9,16-24,M,60.15,36.93,7.495,1.706,12.58,1641,2.87,7.18,62.88,16.28,43.75,4.29,64.19,1.968,2024-12-11
2018,HU,CY42,65-74,T,26.67,14.55,6.886,8.383,15.33,1516,3.63,15.92,29.17,77.73,18.22,4.19,60.46,3.683,2025-03-23
2019,LV,SK9,55-64,F,69.72,52.93,5.172,8.424,8.51,1413,18.86,40.93,87.4,13.39,10.88,5.75,37.18,2.2217,2025-10-31
2020,MT,MT785,45-54,M,69.02,56.18,4.943,6.559,8.12,1403,3.06,14.98,32.65,61.28,44.65,5.22,37.61,1.7268,2025-04-09
2021,PT,MT406,35-44,T,53.75,36.77,2.819,0.403,5.45,1105,12.34,30.34,46.77,64.39,9.29,1.45,18.7,2.4857,2025-06-21
2022,SI,SK487,25-34,F,71.33,43.73,6.759,2.901,24.07,1343,4.64,16.25,86.5,55.78,51.34,5.07,73.96,0.575,2024-11-25
2023,AT,HU29,16-24,M,89.94,67.54,6.685,3.341,14.28,1360,6.16,33.3,26.18,34.5,42.75,2.58,20.99,0.8054,2024-02-13
2024,HR,CZ7,65-74,T,51.76,41.73,3.96,6.492,6.12,1164,20.34,33.83,77.65,26.47,15.61,1.07,46.91,0.6499,2025-03-05
2025,DK,ES89,55-64,F,42.4,35.91,9.324,6.826,7.47,1238,14.24,18.28,20.52,40.48,24.59,-0.02,25.57,1.4116,2024-03-08
2026,FR,LU661,45-54,M,36.69,18.52,1.371,7.92,18.79,1604,10.1,16.67,75.21,45.47,44.4,9.02,45.69,1.1996,2025-04-08
2014,HU,DK27,35-44,T,52.49,43.04,8.898,0.98,16.67,1534,11.01,42.44,57.68,53.01,36.51,7.24,56.52,3.0479,2025-06-19
2015,LV,PT263,25-34,F,86.71,64.75,1.467,0.792,2.54,1309,19.34,45.14,63.23,53.52,20.97,5.79,33.0,2.5944,2024-05-23
2016,MT,FR1,16-24,M,78.87,64.98,3.616,4.19,11.44,1651,14.16,16.76,33.04,12.06,34.15,2.58,52.86,3.0933,2024-10-08
2017,PT,ES60,65-74,T,25.18,15.73,3.34,1.47,18.67,1622,5.6,32.06,45.46,57.98,8.99,0.45,64.62,3.1357,2025-10-22
2018,SI,LU485,55-64,F,49.0,19.25,2.82,4.388,16.87,1508,6.49,35.98,79.25,45.73,48.99,-1.92,40.14,0.6242,2025-09-12
2019,AT,LU45,45-54,M,33.33,14.54,6.694,2.813,26.21,1646,8.2,40.81,48.06,15.07,45.44,2.03,37.59,1.1768,2024-02-29
2020,HR,LU39,35-44,T,45.65,27.55,8.145,8.186,13.68,1432,15.06,24.52,24.18,77.86,49.91,1.03,29.7,1.3756,2024-05-13
2021,DK,ES414,25-34,F,90.36,52.47,6.103,6.39,1.53,1599,11.71,14.37,70.8,72.11,5.38,-2.95,40.97,2.574,2025-07-30
2022,FR,CY5,16-24,M,41.19,17.31,4.913,1.333,26.44,1120,3.39,15.52,75.6,32.85,7.42,9.29,25.06,3.3702,2025-11-21
2023,HU,LU4,65-74,T,52.49,38.93,5.11,7.645,27.83,1220,8.76,20.73,38.73,39.17,7.35,1.0,67.85,2.826,2024-01-28
2024,LV,PL2,55-64,F,81.55,65.27,7.712,1.477,20.62,1529,2.9,12.26,51.76,25.05,3.33,-2.21,34.5,2.7671,2024-03-27
2025,MT,CZ3,45-54,M,83.93,34.29,9.442,6.472,27.35,1491,4.42,29.25,45.47,17.33,15.68,8.84,45.04,0.9101,2024-06-22
2026,PT,PT1,35-44,T,50.41,23.65,2.569,0.999,14.95,1253,11.4,15.95,24.07,61.8,38.56,-2.01,49.77,0.5206,2025-10-27
2014,SI,PT55,25-34,F,44.46,19.08,6.368,3.174,19.49,1343,20.26,15.35,71.94,39.08,36.8,3.71,28.37,3.4253,2025-06-15
2015,AT,PT962,16-24,M,34.04,12.48,6.101,7.812,4.51,1706,2.6,35.58,47.73,61.7,16.2,3.25,59.75,2.3903,2025-01-14
2016,HR,LT974,65-74,T,38.12,17.52,2.896,0.922,16.34,1631,14.02,35.54,31.57,46.34,19.22,-1.11,33.09,0.4251,2024-01-15
2017,DK,ES1,55-64,F,80.59,34.62,2.632,3.366,21.24,1132,6.95,34.62,25.54,76.72,46.73,3.36,43.85,0.3167,2025-01-17
2018,FR,BE181,45-54,M,58.47,26.28,6.367,8.309,24.86,1493,9.17,35.73,30.81,44.1,43.66,6.33,40.38,2.749,2024-06-06
2019,HU,MT11,35-44,T,78.34,29.39,1.715,1.08,17.71,1145,17.28,24.47,70.98,18.77,36.05,-0.37,44.41,1.3451,2024-06-18
2020,LV,EE81,25-34,F,80.18,37.79,7.447,6.816,21.93,1688,21.54,36.49,41.31,53.14,32.93,4.21,28.64,1.8814,2025-08-31
2021,MT,DK9,16-24,M,76.04,30.56,2.717,1.15,24.32,1618,13.84,27.14,15.84,68.04,3.52,2.22,23.92,3.0997,2026-01-08
2022,PT,CZ873,65-74,T,79.03,29.56,7.895,2.35,3.75,1245,5.65,31.39,12.6,70.67,34.47,-2.02,58.37,2.2423,2025-11-08
2023,SI,SE22,55-64,F,47.86,24.52,6.428,7.391,25.72,1410,3.7,36.6,88.55,52.0,25.53,-1.49,40.68,3.0785,2025-09-22
2024,AT,HR6,45-54,M,50.95,26.71,3.073,7.732,14.58,1641,17.26,40.55,19.82,27.3,30.8,8.55,34.85,1.706,2025-08-09
2025,HR,DK987,35-44,T,76.19,37.92,8.219,7.76,20.7,1550,14.6,44.78,19.31,37.82,3.05,-1.63,59.11,1.0411,2026-01-12
2026,DK,BE284,25-34,F,42.32,29.85,9.474,2.897,21.54,1154,17.3,7.11,28.18,10.54,42.37,3.31,48.45,2.8267,2024-12-20
2014,FR,CZ39,16-24,M,91.92,60.66,2.91,7.074,10.97,1284,18.39,32.01,73.41,35.09,35.16,7.67,37.79,0.6378,2025-04-10
2015,HU,NL673,65-74,T,50.98,19.9,5.171,3.365,11.54,1205,9.92,38.73,64.84,71.19,7.12,8.35,47.18,3.2593,2026-02-04
2016,LV,HU84,55-64,F,32.43,11.79,8.726,4.306,1.51,1327,2.1,6.67,73.4,65.22,51.48,2.73,39.32,0.894,2024-02-19
2017,MT,MT26,45-54,M,89.66,65.8,7.27,7.39,1.89,1658,5.86,5.81,44.31,16.27,34.3,0.74,75.72,3.7213,2025-05-17
2018,PT,MT888,35-44,T,40.77,20.74,4.534,1.36,19.7,1606,12.49,19.6,55.45,76.62,4.81,7.36,23.47,1.0119,2025-01-19
2019,SI,RO51,25-34,F,62.31,40.53,3.997,6.947,9.76,1580,14.18,21.47,90.06,70.73,27.17,8.83,51.07,1.5098,2025-04-17
2020,AT,HR91,16-24,M,86.98,43.94,1.212,0.558,10.47,1463,20.41,32.65,85.79,40.84,10.06,5.06,58.08,3.0488,2025-03-31
2021,HR,AT15,65-74,T,76.94,49.77,4.103,3.061,24.87,1612,19.52,6.05,52.3,19.77,30.7,-1.48,72.82,3.4081,2024-07-20
2022,DK,PT69,55-64,F,77.83,44.03,4.959,7.095,13.42,1383,6.15,22.46,12.25,19.17,51.99,-1.62,52.59,3.6843,2024-11-19
2023,FR,IT125,45-54,M,32.36,24.98,4.025,6.189,9.87,1257,19.82,9.15,17.99,17.78,44.43,1.44,66.54,0.3471,2025-07-30
2024,HU,IT87,35-44,T,83.55,50.24,4.966,5.352,21.15,1184,16.16,15.19,68.95,67.2,45.47,9.37,46.04,2.8996,2025-09-19
2025,LV,SI209,25-34,F,26.92,17.55,5.72,7.403,8.63,1568,12.73,33.11,60.96,12.63,31.63,-1.54,61.83,3.3861,2025-06-24
2026,MT,IE275,16-24,M,39.29,15.83,8.455,4.668,19.44,1268,10.74,36.86,46.03,49.61,16.01,7.94,54.9,0.5129,2025-05-18
2014,PT,MT9,65-74,T,91.88,56.92,2.898,1.906,17.97,1286,14.75,42.0,64.41,45.09,13.46,9.25,77.73,1.3208,2024-01-07
2015,SI,EE89,55-64,F,78.29,62.6,7.915,7.479,4.17,1406,4.21,20.36,16.1,54.48,11.84,5.69,31.19,1.7192,2025-09-06
2016,AT,RO88,45-54,M,29.84,18.27,0.934,4.486,7.91,1435,6.51,27.19,32.85,52.24,7.85,-3.39,58.06,0.5881,2024-11-04
2017,HR,HR30,35-44,T,75.32,44.38,7.485,1.349,4.71,1718,21.49,3.03,41.61,23.4,49.89,7.67,22.41,0.8409,2024-10-10
2018,DK,LV5,25-34,F,65.8,31.41,6.575,6.662,4.02,1173,14.89,20.98,66.86,54.24,32.95,5.56,45.69,3.4041,2025-03-23
2019,FR,FI808,16-24,M,47.32,20.06,2.125,6.231,13.23,1219,19.07,41.28,61.13,64.86,49.57,-1.35,49.18,0.6135,2025-09-02
2020,HU,RO896,65-74,T,57.4,31.59,8.6,4.677,2.32,1663,3.26,39.77,16.94,39.11,3.64,3.45,33.72,0.2675,2025-08-29
2021,LV,HR604,55-64,F,86.37,59.67,3.995,4.689,25.82,1265,16.99,7.66,25.13,73.42,33.32,0.93,78.47,3.5603,2024-06-24
2022,MT,CY9,45-54,M,40.14,27.1,8.559,6.223,7.3,1418,11.86,22.07,47.87,62.54,37.47,-1.25,55.34,3.1839,2025-09-24
2023,PT,LV22,35-44,T,31.41,24.49,2.686,6.459,27.7,1538,6.08,25.88,50.51,33.77,44.08,3.81,45.63,0.9088,2024-01-01
2024,SI,RO3,25-34,F,40.07,17.21,6.183,2.717,9.86,1615,17.6,27.97,46.28,15.16,28.74,8.22,40.78,1.3135,2024-03-10
2025,AT,SE70,16-24,M,72.16,30.25,7.709,5.449,8.66,1615,2.84,37.82,54.18,50.08,13.38,1.6,24.15,3.5924,2024-10-23
2026,HR,RO194,65-74,T,83.58,65.66,7.985,7.215,16.58,1297,13.6,8.52,40.3,61.16,25.13,-1.37,46.21,0.5098,2025-02-14
2014,DK,SK2,55-64,F,85.79,43.21,3.796,2.667,15.8,1553,10.9,38.41,76.24,72.8,50.35,-2.56,60.89,1.8984,2024-04-08
2015,FR,CZ4,45-54,M,64.0,54.31,3.293,5.753,13.8,1566,10.91,38.08,27.48,10.29,14.88,6.27,51.24,3.2836,2025-01-20
2016,HU,HU6,35-44,T,77.01,37.82,9.016,4.126,25.33,1216,10.07,33.43,66.47,41.91,30.25,2.64,82.69,0.4282,2024-08-22
2017,LV,HR184,25-34,F,79.68,45.42,7.438,0.59,10.55,1533,6.6,6.77,39.53,33.8,17.96,8.61,57.73,3.5706,2024-03-20
2018,MT,BG513,16-24,M,83.08,33.35,2.3,0.525,1.87,1393,20.6,35.14,45.23,50.21,36.37,-1.58,68.38,3.6461,2025-07-27
2019,PT,MT950,65-74,T,74.82,49.42,6.619,4.531,7.11,1313,20.77,41.94,71.12,9.98,7.1,-2.64,57.18,3.6778,2024-06-28
2020,SI,LT45,55-64,F,48.79,32.41,7.591,3.671,11.0,1695,12.05,20.41,71.99,25.24,24.03,6.78,62.67,1.8866,2026-01-21
2021,AT,RO59,45-54,M,76.67,56.65,2.209,1.542,18.34,1514,20.49,41.07,49.93,55.41,28.48,2.44,65.8,3.3613,2024-03-03
2022,HR,HU93,35-44,T,76.07,54.09,7.797,3.1,26.48,1406,2.55,36.82,21.51,77.55,8.13,5.13,45.97,0.3927,2025-08-14
2023,DK,BG701,25-34,F,53.57,40.94,1.22,6.163,26.22,1400,6.41,20.47,40.79,18.92,41.05,-0.71,65.79,3.1656,2025-10-22
2024,FR,NL9,16-24,M,26.7,12.74,8.688,0.888,27.77,1742,2.13,22.54,89.36,14.28,27.18,6.83,21.24,3.7328,2025-06-21
2025,HU,CZ330,65-74,T,53.64,32.38,8.832,3.13,6.93,1308,15.72,40.05,58.89,28.02,32.59,7.96,72.0,3.6761,2025-08-20
2026,LV,LV12,55-64,F,55.31,28.26,9.174,4.303,13.03,1731,7.12,5.69,56.16,9.88,51.5,-0.43,29.19,0.9909,2025-08-04
2014,MT,NL2,45-54,M,41.28,32.99,2.302,8.461,15.73,1236,2.22,8.13,46.79,26.93,3.81,4.76,65.29,1.7027,2025-09-03
2015,PT,LV402,35-44,T,81.0,58.43,7.088,0.516,24.31,1365,15.45,42.23,61.2,46.28,32.34,8.96,72.42,1.3079,2025-04-02
2016,SI,IE949,25-34,F,42.08,16.51,9.035,3.655,11.06,1705,8.71,17.17,67.54,58.54,12.52,8.49,76.64,1.5959,2025-12-22
2017,AT,FI37,16-24,M,40.0,24.05,7.966,7.757,18.21,1718,18.89,38.71,76.42,28.0,31.92,6.84,38.75,1.5251,2026-01-30
2018,HR,PL88,65-74,T,87.64,33.9,2.761,4.944,7.71,1259,3.21,6.81,35.59,28.95,36.18,4.75,51.96,0.395,2025-03-27
2019,DK,AT37,55-64,F,26.63,18.0,3.985,0.855,2.39,1538,17.19,37.07,37.94,32.69,14.49,0.05,69.78,1.2102,2025-10-18
2020,FR,NL390,45-54,M,85.37,64.46,0.801,5.662,24.72,1373,21.75,3.19,25.09,35.0,19.07,2.45,63.87,2.9632,2025-03-11
2021,HU,HR495,35-44,T,78.07,29.54,2.765,4.887,7.53,1450,3.95,19.07,33.64,14.35,15.24,-0.13,34.64,2.9667,2025-02-18
2022,LV,BG9,25-34,F,38.55,26.09,9.058,5.714,27.86,1695,16.82,32.39,62.08,31.24,37.96,4.04,38.58,2.093,2024-01-26
2023,MT,SI20,16-24,M,40.03,28.68,2.055,1.234,2.87,1515,18.4,17.92,52.36,20.01,23.67,2.25,33.03,1.1633,2024-12-03
2024,PT,SK545,65-74,T,27.67,21.11,5.936,0.517,17.94,1534,20.11,27.67,78.4,55.43,31.94,6.89,67.08,2.0309,2025-04-28
2025,SI,SK1,55-64,F,57.12,47.54,4.113,1.623,26.36,1734,15.27,22.08,56.5,61.21,14.22,3.73,46.28,3.5863,2025-11-02
2026,AT,IE1,45-54,M,43.8,29.02,7.701,7.758,8.47,1643,5.49,9.44,40.38,39.15,28.07,-1.59,86.24,1.4587,2025-12-04
2014,HR,RO95,35-44,T,50.48,26.5,1.862,5.492,10.13,1687,4.8,44.14,50.98,26.04,42.05,-3.28,43.28,1.4431,2024-11-17
2015,DK,DE86,25-34,F,37.63,15.45,8.317,1.89,12.71,1528,14.98,38.29,35.44,15.79,36.94,0.26,67.91,1.8908,2024-08-04
2016,FR,PL790,16-24,M,65.67,50.19,8.384,2.309,14.93,1269,12.39,20.24,49.65,34.7,16.81,5.32,77.39,1.6958,2024-09-19
2017,HU,GR35,65-74,T,60.05,38.78,1.327,0.766,24.42,1505,21.41,19.32,14.14,43.32,7.89,8.19,31.33,1.5123,2024-03-10
2018,LV,RO60,55-64,F,63.6,28.61,3.173,7.459,3.66,1717,20.5,22.76,24.33,48.98,40.38,7.59,48.76,0.4199,2025-01-18
2019,MT,IT157,45-54,M,76.09,57.94,7.051,0.891,20.55,1403,6.08,32.63,91.26,45.27,39.59,-2.47,46.15,0.5093,2025-10-07
2020,PT,PL27,35-44,T,72.95,49.99,8.507,1.679,10.38,1492,14.09,4.52,84.29,17.88,42.17,-3.49,64.01,0.9191,2024-02-18
2021,SI,PL3,25-34,F,25.68,21.73,8.823,2.139,10.43,1715,13.76,20.13,44.73,49.74,26.97,1.37,25.03,3.244,2025-01-21
2022,AT,FI19,16-24,M,45.33,28.39,9.267,6.612,7.81,1355,16.28,14.68,26.55,9.93,8.5,4.65,55.7,2.8122,2026-02-24
2023,HR,ES614,65-74,T,42.02,18.78,5.206,3.949,9.16,1268,20.17,26.91,22.68,9.82,19.3,-0.05,43.17,2.5386,2025-08-22
2024,DK,HR60,55-64,F,71.58,59.14,6.92,5.054,17.82,1371,7.26,30.02,74.32,40.6,4.78,7.67,54.36,2.4893,2024-12-17
2025,FR,CZ721,45-54,M,72.62,60.07,9.278,4.19,24.59,1318,21.36,30.49,69.03,39.66,50.19,8.48,68.06,1.2036,2024-04-20
2026,HU,HR147,35-44,T,71.09,25.96,9.09,7.384,10.27,1430,20.91,13.08,55.16,52.3,4.1,0.72,54.89,1.1776,2025-12-21
2014,LV,RO797,25-34,F,60.7,45.57,6.67,2.127,23.82,1269,20.69,30.65,58.79,41.33,37.29,0.52,48.93,1.5914,2025-07-07
2015,MT,AT36,16-24,M,61.85,43.55,2.328,7.221,13.16,1658,14.37,35.87,72.72,64.82,19.39,-0.33,81.68,3.7478,2024-04-11
2016,PT,SK244,65-74,T,38.88,23.12,4.971,3.482,13.53,1457,17.59,29.77,80.19,59.24,28.84,3.09,37.68,1.5819,2025-06-13
2017,SI,FI857,55-64,F,31.06,17.28,2.0,8.128,27.57,1674,14.6,10.91,36.49,47.95,50.12,2.23,66.15,3.0246,2025-12-05
2018,AT,LV6,45-54,M,48.14,21.43,2.352,2.34,4.69,1198,10.25,20.13,48.87,76.43,19.69,0.37,18.84,2.9016,2026-02-07
2019,HR,HU1,35-44,T,88.55,68.43,8.231,1.75,27.75,1781,19.27,13.27,32.47,38.73,39.48,8.66,19.72,2.6779,2025-08-03
2020,DK,LU58,25-34,F,72.43,30.77,0.816,0.836,7.32,1311,18.11,7.15,69.36,32.64,47.95,-0.56,71.54,0.4062,2024-06-13
2021,FR,FI390,16-24,M,75.73,59.55,1.725,7.627,22.27,1443,4.04,15.73,23.4,46.93,11.39,0.27,45.38,0.6554,2025-07-13
2022,HU,SI72,65-74,T,35.34,28.45,8.208,3.36,20.81,1465,12.79,25.88,51.36,73.36,9.91,2.87,20.79,1.2688,2024-01-10
2023,LV,PT518,55-64,F,43.49,24.7,3.07,4.198,9.99,1745,10.09,6.07,20.91,68.24,19.02,-1.98,49.2,0.6583,2025-08-16
2024,MT,SK282,45-54,M,32.25,16.19,1.49,2.26,9.29,1250,4.15,44.13,41.16,56.52,9.66,8.47,27.34,0.4099,2024-05-27
2025,PT,HU80,35-44,T,80.63,53.46,0.935,1.414,1.68,1419,5.15,19.04,91.37,67.07,47.62,8.46,60.1,0.761,2024-12-27
2026,SI,HR78,25-34,F,58.0,34.9,6.013,0.666,25.64,1309,12.49,33.79,62.21,52.57,12.14,4.94,36.18,1.582,2024-06-21
2014,AT,FI955,16-24,M,46.66,17.42,7.268,4.151,26.51,1471,13.57,21.2,86.39,59.06,35.64,3.79,50.06,1.1058,2024-09-24
2015,HR,BG446,65-74,T,46.97,26.07,3.087,7.401,5.14,1505,17.2,38.67,80.33,72.31,19.45,8.94,61.28,2.9078,2024-01-03
2016,DK,SK137,55-64,F,50.34,23.81,2.182,3.606,14.17,1455,11.28,8.4,90.19,54.68,48.24,1.59,20.4,3.4512,2024-12-11
2017,FR,PL93,45-54,M,71.74,42.9,3.406,4.687,16.52,1723,19.63,34.33,38.11,52.09,29.58,-2.59,75.57,0.473,2025-10-12
2018,HU,ES813,35-44,T,56.81,46.55,6.002,2.946,19.03,1505,4.67,12.68,86.14,65.99,11.52,6.79,63.11,2.5118,2026-01-05
2019,LV,LT66,25-34,F,26.41,14.14,5.361,4.75,25.14,1279,17.34,16.23,29.04,48.05,6.07,4.81,38.71,0.9133,2025-08-03
2020,MT,LU770,16-24,M,79.41,61.89,3.757,2.012,15.68,1485,6.32,5.22,71.53,28.07,7.61,-1.42,21.96,3.3969,2025-01-01
2021,PT,SI452,65-74,T,71.43,40.85,3.277,3.872,23.3,1425,12.35,22.96,51.19,39.22,40.06,1.81,74.74,1.3317,2024-09-26
2022,SI,LT28,55-64,F,52.2,29.33,6.879,5.573,2.1,1208,20.84,25.89,37.34,27.97,25.0,-0.16,26.13,3.715,2024-11-16
2023,AT,SI40,45-54,M,72.92,44.75,4.273,2.169,9.25,1523,11.72,5.19,31.05,56.62,26.55,8.26,41.59,0.327,2025-05-16
2024,HR,SI7,35-44,T,45.54,18.7,6.468,3.116,24.08,1749,18.71,25.44,40.01,66.38,21.83,2.8,86.24,1.2162,2024-10-16
2025,DK,AT560,25-34,F,83.92,60.1,6.099,6.358,27.11,1334,19.02,17.53,56.41,46.56,36.42,-3.48,27.27,3.0694,2024-12-20
2026,FR,BG4,16-24,M,53.45,32.62,7.476,6.571,8.32,1555,9.99,39.16,38.81,29.77,45.15,-1.9,43.42,0.3743,2024-09-15
2014,HU,GR509,65-74,T,29.72,11.81,1.497,1.362,15.81,1364,7.7,26.81,60.09,71.04,21.75,6.39,18.19,3.3029,2025-04-12
2015,LV,DK160,55-64,F,88.81,56.83,1.037,3.899,13.35,1524,13.35,12.16,57.67,35.41,36.48,-1.99,63.3,1.0184,2025-11-08
2016,MT,SI87,45-54,M,45.49,17.43,5.054,5.182,2.82,1732,19.0,16.57,71.26,22.16,48.33,8.49,50.43,2.3264,2026-02-17
2017,PT,CY91,35-44,T,88.39,31.26,0.942,1.759,14.93,1636,8.44,15.63,87.49,37.59,35.01,-3.07,72.71,0.5698,2024-04-05
2018,SI,EE386,25-34,F,49.44,37.42,5.878,8.392,1.61,1410,6.79,43.74,25.48,25.46,42.12,6.87,77.7,1.9661,2025-02-17
2019,AT,FR546,16-24,M,70.09,50.68,8.457,5.926,18.44,1752,5.15,33.41,77.64,14.44,21.91,3.07,18.79,3.5127,2024-01-25
2020,HR,EE11,65-74,T,38.8,24.89,9.483,7.927,27.69,1685,8.76,12.67,73.14,19.36,39.31,3.76,32.34,2.915,2025-12-09
2021,DK,AT385,55-64,F,29.03,16.05,8.987,5.921,4.66,1250,7.69,34.08,19.3,30.61,31.56,4.94,65.45,0.8117,2025-04-10
2022,FR,FR6,45-54,M,32.68,17.03,6.995,7.695,20.19,1665,12.42,10.58,46.94,68.83,40.69,7.79,42.68,0.9984,2024-12-09
2023,HU,CZ91,35-44,T,56.44,43.53,5.185,7.488,16.39,1661,5.8,18.83,91.88,66.25,51.47,5.77,59.89,0.2959,2024-08-11
2024,LV,RO6,25-34,F,57.53,27.33,6.069,1.945,25.52,1527,6.82,27.83,15.46,58.79,38.0,1.39,38.44,2.5874,2025-03-10
2025,MT,BG21,16-24,M,32.57,12.47,9.189,5.924,19.86,1654,6.56,25.04,61.5,15.2,7.44,0.04,35.14,0.99,2025-07-18
2026,PT,CZ893,65-74,T,79.82,40.01,6.546,5.112,8.24,1392,17.44,42.8,12.45,46.21,7.62,1.95,87.72,2.1925,2024-04-25
2014,SI,PT597,55-64,F,30.37,15.89,9.013,3.326,24.99,1539,20.36,35.63,84.0,11.79,24.09,-2.44,35.66,0.7831,2024-09-10
2015,AT,CZ821,45-54,M,26.97,18.23,1.262,4.656,15.15,1397,7.35,18.37,67.23,38.73,19.15,2.07,18.73,3.6852,2025-09-26
2016,HR,LV51,35-44,T,43.81,27.01,4.223,6.374,24.73,1773,5.91,13.05,30.58,46.07,23.7,6.11,47.14,2.8346,2025-12-12
2017,DK,EE798,25-34,F,91.91,75.42,6.066,2.081,8.18,1295,15.04,37.05,70.26,30.33,35.8,-0.86,78.45,2.6055,2025-08-06
2018,FR,ES50,16-24,M,78.85,41.35,4.183,1.575,27.36,1283,12.43,32.02,63.82,8.75,24.23,-3.32,22.81,0.6754,2025-11-28
2019,HU,EE156,65-74,T,91.4,52.95,3.162,2.662,8.67,1653,14.5,16.62,22.03,18.16,25.46,-1.29,48.1,0.9495,2026-01-15
2020,LV,PT49,55-64,F,89.18,69.34,4.816,4.529,11.86,1642,18.78,22.08,87.87,11.01,25.72,4.74,86.15,1.6664,2026-02-20
2021,MT,MT813,45-54,M,59.99,23.03,3.551,1.993,14.81,1646,2.53,19.13,76.32,24.27,34.13,1.02,68.7,2.8064,2025-12-06
2022,PT,DK2,35-44,T,43.0,31.35,7.912,3.414,3.41,1277,8.1,36.71,43.12,39.58,36.86,4.12,33.21,1.4225,2024-12-18
2023,SI,CY419,25-34,F,44.68,20.95,7.65,5.125,18.4,1656,4.95,44.61,85.83,15.92,29.34,3.42,21.34,0.9782,2024-08-29
2024,AT,CY23,16-24,M,28.96,13.1,2.519,6.988,23.43,1480,9.52,24.18,90.59,12.31,30.75,-0.05,70.11,3.509,2024-01-19
2025,HR,BE9,65-74,T,40.26,26.43,4.924,7.242,13.95,1558,5.18,37.32,79.02,29.66,35.11,-2.05,80.37,2.663,2025-10-12
2026,DK,CZ29,55-64,F,56.92,29.19,5.295,5.528,14.51,1724,17.04,33.53,13.28,65.53,20.68,4.01,77.92,1.6543,2025-08-20
2014,FR,SK67,45-54,M,36.84,24.51,9.16,2.181,14.73,1589,19.75,4.75,52.38,17.68,15.12,4.66,19.02,2.5873,2025-11-09
2015,HU,SK197,35-44,T,64.52,32.76,4.404,7.594,22.64,1725,15.18,35.16,42.36,70.25,8.79,0.94,41.89,2.8487,2025-07-01
2016,LV,AT3,25-34,F,52.86,18.86,5.288,3.195,20.26,1260,10.51,39.96,67.29,50.33,14.43,1.0,25.74,3.0314,2024-10-10
2017,MT,CY770,16-24,M,65.53,46.13,1.969,8.009,10.15,1624,13.94,45.53,80.49,11.04,25.63,7.55,86.74,2.0501,2024-04-08
2018,PT,SI32,65-74,T,31.77,20.18,3.927,8.134,22.25,1840,15.33,18.31,74.29,37.01,29.14,-0.61,82.91,0.8216,2024-03-31
2019,SI,BE72,55-64,F,81.63,55.61,1.967,7.137,12.43,1675,18.35,38.9,60.46,49.48,30.86,5.98,34.39,1.712,2024-01-19
2020,AT,ES762,45-54,M,55.91,20.82,7.001,6.726,1.92,1455,15.23,29.4,73.19,16.84,44.07,-1.94,43.64,1.6139,2025-10-31
2021,HR,PT7,35-44,T,25.74,19.27,7.903,7.077,18.9,1726,8.22,4.93,28.42,21.34,30.99,4.31,42.4,2.7395,2024-04-23
2022,DK,EE262,25-34,F,63.54,30.21,5.272,2.022,25.84,1420,6.88,31.81,50.5,32.6,43.49,6.91,69.42,1.3654,2024-06-18
2023,FR,PL96,16-24,M,53.6,23.26,1.282,0.78,11.4,1528,4.59,26.11,46.24,64.0,17.03,-1.55,32.13,3.4302,2024-07-29
2024,HU,GR29,65-74,T,57.48,22.04,7.342,0.653,20.38,1752,20.45,15.98,13.76,65.06,13.72,7.9,33.4,2.1282,2025-04-05
2025,LV,SK205,55-64,F,44.56,32.26,8.982,0.467,24.1,1442,17.28,30.62,79.58,15.9,48.51,0.92,57.45,1.5588,2024-06-14
2026,MT,IT106,45-54,M,74.44,37.0,8.288,7.162,22.22,1485,2.15,26.46,36.42,74.39,15.12,4.0,28.4,1.8967,2025-09-20
2014,PT,LU42,35-44,T,47.31,28.12,5.326,2.798,26.61,1671,21.94,41.97,57.63,25.73,6.23,-0.86,42.5,0.5922,2024-10-12
2015,SI,ES399,25-34,F,52.72,38.84,9.305,6.65,20.33,1715,6.68,39.13,36.17,29.44,8.13,6.46,68.98,3.1017,2026-01-22
2016,AT,PL41,16-24,M,74.08,43.26,1.149,5.766,12.34,1723,21.6,18.57,82.92,31.32,4.65,1.41,69.61,2.1595,2024-04-29
2017,HR,LV17,65-74,T,32.35,22.96,7.404,7.75,22.87,1260,12.75,10.59,69.38,29.68,9.57,2.46,62.29,1.0684,2024-08-26
2018,DK,FR933,55-64,F,68.65,47.97,7.542,4.568,26.89,1384,5.16,36.05,82.15,53.93,6.13,1.31,36.87,2.8968,2024-01-03
