safe_justice_booking_date,safe_justice_arrest_offense_code,safe_justice_charge_severity_level,safe_justice_bail_amount_set,safe_justice_pretrial_release_flag,safe_justice_court_case_id_hash,safe_justice_court_disposition_code,safe_justice_sentence_type_code,safe_justice_sentence_length_days,safe_justice_probation_start_date,safe_justice_parole_eligibility_date,safe_justice_jail_days_served,safe_justice_prison_admission_flag,safe_justice_recidivism_12mo_flag,safe_justice_recidivism_36mo_flag,safe_justice_risk_assessment_score,safe_justice_public_defender_assigned_flag,safe_justice_diversion_program_flag,safe_justice_restorative_justice_flag,safe_justice_record_sealing_eligible_flag
2025-09-17,IPC-354,Misdemeanor,657144,N,CASE-8bb8f2ef949b7d75,Pending,Fine,1698,2022-05-30,2022-07-18,181,Y,N,Y,31.18,N,Y,Y,N
2023-08-09,NDPS-21,Misdemeanor,2296621,Y,CASE-7b292d322aa1c6de,Acquitted,TimeServed,124,2021-12-08,2025-08-13,211,Y,Y,N,79.01,Y,Y,Y,Y
2021-02-15,IPC-392,Felony,393991,N,CASE-aa1a34c7437bb0b7,Transferred,Probation,3176,2019-04-30,2023-09-18,42,Y,N,Y,6.74,Y,Y,Y,N
2025-02-26,IPC-379,Misdemeanor,2075458,N,CASE-8de5c52b73c678f5,Dismissed,CommunityService,2624,2023-04-12,2020-03-15,95,Y,Y,Y,12.04,N,Y,Y,N
2021-01-19,IPC-498A,Infraction,1318431,Y,CASE-41bdb086e5dc15d9,Convicted,Fine,3574,2021-05-04,2019-12-17,531,Y,N,Y,36.36,Y,N,N,Y
2024-09-21,IPC-392,Felony,1920439,Y,CASE-735ade523c03c5ff,Transferred,Probation,546,2020-04-25,2021-07-08,203,Y,N,N,34.68,N,Y,N,Y
2022-05-16,IPC-392,Felony,235047,Y,CASE-2844cb6e2a98d073,BailGranted,TimeServed,1930,2024-01-14,2021-11-12,198,N,N,Y,54.97,N,Y,N,Y
2025-07-25,IPC-379,Misdemeanor,444799,N,CASE-8b73789c7cb620ed,Plea,CommunityService,1445,2021-05-01,2020-06-19,643,Y,Y,Y,31.62,Y,N,N,Y
2023-04-12,IPC-379,Misdemeanor,1747514,Y,CASE-5f948f959bcec761,Pending,Imprisonment,3303,2018-02-07,2022-06-01,424,N,Y,N,51.54,N,N,N,Y
2025-07-24,IPC-354,Felony,518651,N,CASE-23bea350eca8971f,Dismissed,Probation,485,2018-10-01,2024-12-30,470,N,Y,Y,34.28,N,Y,Y,Y
2019-04-10,NDPS-21,Felony,828724,N,CASE-8aa1fc39084cd05f,Dismissed,Fine,1498,2023-03-30,2018-06-08,557,N,Y,N,96.48,Y,N,N,Y
2021-09-13,IPC-392,Misdemeanor,1300506,Y,CASE-beb604f39740e76c,Acquitted,Probation,3384,2025-04-27,2024-01-04,573,N,Y,Y,17.23,Y,N,Y,Y
2025-11-14,IPC-379,Misdemeanor,2333499,N,CASE-2a7aef2a3ff33b52,BailGranted,Imprisonment,2567,2023-02-08,2025-07-05,507,N,Y,N,82.58,Y,N,N,Y
2019-12-07,IPC-392,Felony,2404899,Y,CASE-c92518d6367640f7,Dismissed,Fine,751,2018-09-21,2020-08-06,73,N,N,N,6.88,N,N,N,N
2019-11-22,IPC-420,Felony,2270156,Y,CASE-aed608958f2949cf,Convicted,TimeServed,2775,2025-06-01,2018-05-06,356,Y,Y,N,78.27,Y,Y,N,Y
2023-04-21,IT-66C,Misdemeanor,1879939,Y,CASE-25f073b6a4f119f1,Pending,Diversion,629,2018-02-23,2022-09-30,32,Y,N,N,62.29,N,N,N,N
2019-05-01,IPC-302,Misdemeanor,552939,Y,CASE-8f5466d55ccde3f0,Transferred,CommunityService,1270,2021-11-17,2020-08-28,22,N,Y,Y,77.07,N,Y,N,Y
2024-01-15,IPC-392,Felony,874840,N,CASE-814abb477e45ef8c,Pending,Fine,2735,2018-01-07,2022-06-24,450,Y,N,N,68.29,N,Y,N,Y
2024-06-23,IPC-392,Felony,1399384,N,CASE-83ea1dd35d31ee2c,Pending,Probation,2601,2019-03-10,2020-11-05,552,Y,Y,Y,93.81,Y,Y,Y,Y
2024-04-19,IPC-302,Felony,893877,N,CASE-210921b7edbcea5d,Plea,Fine,1403,2022-11-15,2019-08-28,569,N,Y,Y,5.23,N,Y,N,Y
2023-08-11,IPC-498A,Felony,1863525,Y,CASE-bf37a217d7824f8b,Convicted,TimeServed,1907,2024-12-04,2025-12-13,145,Y,N,N,84.78,N,Y,N,N
2019-04-14,IT-66C,Felony,1709169,Y,CASE-ccd632e7b90830b7,Acquitted,Probation,2274,2021-06-27,2023-05-25,695,N,N,N,99.74,Y,N,N,Y
2025-08-04,IT-66C,Infraction,1040762,N,CASE-bb9cbf8a2af3d374,Dismissed,Probation,3589,2023-04-09,2024-06-14,601,N,Y,N,70.51,Y,Y,N,N
2020-10-14,IPC-354,Infraction,1055529,Y,CASE-a7a51ba0fbfd4cd9,Dismissed,TimeServed,2585,2021-09-02,2021-02-21,563,Y,Y,Y,67.2,Y,N,Y,Y
2021-08-28,IPC-420,Felony,886298,Y,CASE-415db7bb8543e311,Acquitted,Probation,2478,2019-04-02,2020-02-18,319,Y,Y,Y,56.12,N,Y,N,Y
2023-04-02,NDPS-21,Misdemeanor,969315,N,CASE-be54d36b3b543fda,Transferred,Probation,2966,2021-01-08,2022-10-17,187,Y,N,Y,0.19,Y,Y,N,Y
2019-05-09,IPC-354,Felony,1968346,Y,CASE-4c92e4b4f6b23868,BailGranted,Fine,139,2022-12-19,2025-10-04,702,N,N,Y,43.85,Y,N,N,Y
2023-12-27,IPC-420,Felony,651145,Y,CASE-304dff5c428f9c7e,Transferred,TimeServed,3328,2024-11-21,2020-08-04,277,Y,Y,Y,47.37,Y,Y,N,N
2025-10-08,IPC-354,Misdemeanor,601122,Y,CASE-174a3e124e39856d,BailGranted,Diversion,814,2025-04-01,2025-06-29,221,N,N,Y,83.05,N,Y,Y,N
2023-09-02,IPC-354,Misdemeanor,973770,Y,CASE-01623bd871d6899a,Transferred,TimeServed,3177,2020-11-03,2023-01-16,306,N,Y,Y,71.95,Y,N,N,Y
2021-10-11,IPC-498A,Misdemeanor,742065,N,CASE-49a910556ffbce28,Plea,Diversion,0,2018-02-18,2021-06-14,305,N,Y,N,89.0,Y,N,Y,N
2024-10-10,NDPS-21,Misdemeanor,2406368,N,CASE-83beffeef6cecbd0,BailGranted,Fine,2357,2018-07-26,2025-02-24,371,Y,N,Y,91.42,Y,Y,Y,N
2020-09-01,IPC-420,Felony,795998,N,CASE-431a071108311855,Pending,Fine,2304,2024-05-28,2024-09-29,33,Y,N,N,26.04,N,Y,Y,N
2024-07-10,IT-66C,Misdemeanor,556477,Y,CASE-6450be65cf537823,Transferred,Imprisonment,1580,2025-01-21,2021-11-29,453,Y,Y,Y,78.15,Y,N,N,Y
2025-06-26,IPC-354,Felony,187181,N,CASE-bae26d7ab32bcce8,Acquitted,TimeServed,1111,2020-11-28,2023-11-01,332,N,N,Y,87.1,N,Y,N,Y
2019-04-03,IPC-420,Misdemeanor,2457365,Y,CASE-5d2fabd6c0166825,Pending,Imprisonment,510,2020-10-02,2024-02-24,549,N,N,N,4.5,Y,Y,N,N
2021-05-05,IPC-392,Felony,1239335,N,CASE-0f81f584fbce3d98,BailGranted,Imprisonment,1911,2022-07-15,2019-02-03,568,N,Y,Y,76.47,N,Y,Y,Y
2022-06-29,IPC-354,Misdemeanor,112357,Y,CASE-892ac63eb098940c,Plea,CommunityService,2236,2019-08-21,2018-01-22,93,N,N,Y,79.08,N,Y,N,Y
2018-03-15,IPC-379,Felony,1858732,N,CASE-4dd85cf8a5c7eacf,BailGranted,Diversion,1181,2022-02-22,2019-11-16,150,N,N,N,33.75,Y,Y,Y,N
2025-09-30,IPC-420,Infraction,2258335,Y,CASE-75b186b9d3f512d6,BailGranted,Diversion,3002,2022-07-26,2021-05-08,64,N,Y,N,56.74,N,N,N,N
2020-02-16,IPC-392,Misdemeanor,1878189,N,CASE-469fbc9d34ff7ec7,Pending,Diversion,745,2019-01-28,2022-05-11,678,N,N,Y,86.16,Y,Y,Y,N
2019-02-10,IPC-302,Misdemeanor,39595,Y,CASE-7b8b6786502072bf,Pending,CommunityService,2566,2018-07-02,2021-06-25,278,Y,N,Y,39.84,Y,N,N,N
2021-11-02,IPC-498A,Infraction,1030180,N,CASE-d6f3b557cf5a702b,Transferred,Imprisonment,1755,2020-10-31,2021-11-12,643,N,N,Y,75.22,N,Y,N,Y
2018-02-03,IPC-354,Infraction,2407777,Y,CASE-d84165562524648c,Pending,TimeServed,660,2021-07-21,2023-10-10,618,Y,N,N,82.12,N,Y,N,N
2022-07-27,IPC-379,Infraction,976463,Y,CASE-3b6a488602f9fca6,Convicted,Fine,800,2024-04-20,2023-11-12,207,N,Y,Y,59.18,N,Y,N,N
2024-01-29,IPC-392,Misdemeanor,418540,N,CASE-fc860fb191e18dc3,Convicted,Diversion,1733,2019-09-07,2018-02-16,387,Y,Y,N,1.89,N,Y,Y,Y
2018-06-12,IPC-302,Felony,386147,N,CASE-8074480ededb27ed,BailGranted,Diversion,1729,2023-10-25,2023-05-30,606,Y,Y,N,59.42,Y,Y,N,Y
2023-02-08,IT-66C,Misdemeanor,2253891,Y,CASE-d3f054abce6b3236,Pending,TimeServed,1902,2018-04-22,2018-04-22,488,Y,N,Y,0.04,Y,Y,N,N
2024-05-25,IPC-420,Misdemeanor,928751,N,CASE-5096c0cc19d9ad91,Convicted,TimeServed,1962,2021-05-25,2023-05-05,318,N,Y,Y,90.34,N,Y,N,Y
2022-10-13,IPC-302,Misdemeanor,2121539,N,CASE-f8b077e3b44739e9,BailGranted,Imprisonment,788,2021-10-06,2022-12-14,513,N,Y,Y,53.4,N,Y,Y,Y
2024-04-20,IPC-379,Infraction,1547548,N,CASE-599c175894c5e31c,Plea,TimeServed,1926,2024-07-10,2023-04-23,120,N,N,Y,15.71,Y,N,Y,Y
2025-02-21,IPC-354,Misdemeanor,687871,Y,CASE-f34fa441b1192bff,Plea,Diversion,2108,2022-10-24,2018-04-10,274,Y,Y,N,11.19,N,N,Y,Y
2025-01-12,IPC-392,Misdemeanor,1715048,N,CASE-2ba5a6a0e9ffb504,Convicted,TimeServed,1672,2018-06-20,2025-12-18,535,N,N,N,96.4,Y,Y,N,Y
2023-09-17,IPC-498A,Felony,816111,N,CASE-173fe1badf1de54b,Dismissed,TimeServed,495,2023-12-28,2018-09-11,482,N,N,N,18.36,N,Y,N,N
2019-09-29,IPC-498A,Misdemeanor,1358447,N,CASE-a3f902174a124466,Convicted,CommunityService,2832,2023-08-14,2025-03-13,581,N,N,N,65.55,N,N,N,N
2024-08-18,IPC-379,Misdemeanor,1037492,N,CASE-a1d78ee18444d5d8,Dismissed,Diversion,3628,2025-12-21,2024-08-07,125,N,N,Y,51.87,Y,Y,Y,N
2018-08-25,IPC-379,Misdemeanor,1745933,Y,CASE-13ed6bf23f281e1f,BailGranted,Diversion,2384,2021-04-16,2024-11-16,420,N,N,Y,97.5,Y,Y,Y,Y
2023-12-16,IPC-420,Misdemeanor,2486620,N,CASE-2c1332fe7bee4540,Pending,Fine,1180,2023-10-11,2025-08-03,114,N,Y,Y,44.76,N,N,Y,Y
2022-01-27,IT-66C,Felony,1313145,N,CASE-4d7a9323a9608cee,Pending,Imprisonment,1675,2025-09-20,2025-11-17,249,Y,Y,N,77.2,N,N,Y,Y
2025-03-07,IPC-420,Felony,332818,Y,CASE-ca0732778994ab7a,Dismissed,TimeServed,2871,2025-09-25,2023-02-01,498,N,N,N,62.61,Y,N,Y,N
2020-08-02,NDPS-21,Infraction,180811,N,CASE-6cff2ba0ec8fd993,Transferred,Diversion,3346,2021-05-08,2019-06-03,40,N,N,N,22.92,Y,Y,N,N
2024-03-29,IT-66C,Misdemeanor,839016,N,CASE-3a12d8f157c40808,Acquitted,Imprisonment,1387,2021-04-06,2025-12-17,346,Y,Y,N,21.27,Y,Y,Y,Y
2018-05-18,NDPS-21,Felony,587392,Y,CASE-b583ec29a1b8b64c,Acquitted,CommunityService,938,2022-08-07,2020-02-23,29,Y,Y,N,60.83,Y,Y,Y,Y
2022-02-08,IT-66C,Infraction,2213084,N,CASE-469fc36cd8b6dbed,Plea,Imprisonment,1997,2025-07-10,2020-08-14,526,N,Y,Y,96.44,N,N,Y,N
2023-11-23,IT-66C,Misdemeanor,550929,N,CASE-a3f138a94a86c2a3,Convicted,TimeServed,1116,2023-01-21,2018-12-21,426,Y,N,Y,86.65,N,N,Y,Y
2019-12-29,IPC-420,Infraction,590152,Y,CASE-71892d2d921379ab,Transferred,Diversion,1600,2021-12-19,2024-07-30,553,Y,N,Y,34.31,Y,N,Y,Y
2022-06-22,IPC-354,Misdemeanor,825300,N,CASE-3a7fe5ad2d16efe2,Transferred,Diversion,769,2022-10-15,2019-02-18,728,Y,Y,N,38.72,N,N,N,Y
2018-09-22,IPC-302,Misdemeanor,1328361,Y,CASE-65407271a9cb99dc,Plea,Diversion,479,2019-03-14,2021-10-02,630,Y,Y,Y,40.59,Y,Y,N,Y
2018-10-09,IPC-379,Misdemeanor,1322508,N,CASE-1ab56ea2131b444e,Acquitted,Diversion,411,2019-03-28,2020-09-29,194,Y,N,Y,30.17,N,N,Y,Y
2025-01-24,NDPS-21,Infraction,1799408,Y,CASE-3c4a907a89020ed1,Acquitted,CommunityService,1031,2020-07-05,2020-06-13,135,Y,Y,N,68.84,Y,Y,Y,N
2020-01-14,IPC-392,Felony,1284688,N,CASE-9e6dc926c785eea5,Plea,TimeServed,1532,2025-03-20,2019-01-24,308,N,N,Y,83.18,N,N,Y,Y
2024-03-12,IT-66C,Infraction,172402,N,CASE-e97f61c711570e99,BailGranted,Probation,3363,2024-07-09,2023-05-10,427,Y,Y,Y,46.48,N,Y,Y,N
2024-04-13,IT-66C,Misdemeanor,783013,Y,CASE-556d548b303d34c8,Pending,Diversion,2886,2021-10-21,2019-06-08,353,N,Y,Y,84.6,Y,Y,N,N
2019-04-01,NDPS-21,Felony,112653,N,CASE-98491fe466e5306b,Convicted,Diversion,3165,2023-08-12,2018-04-15,576,Y,N,N,52.3,Y,Y,Y,Y
2021-09-05,IPC-420,Misdemeanor,47540,Y,CASE-4fda8dc7595b176d,Dismissed,TimeServed,3649,2021-11-20,2022-04-18,317,Y,N,Y,69.83,N,Y,N,Y
2018-02-27,IT-66C,Misdemeanor,2383023,N,CASE-e2454da5a9240bed,Plea,Diversion,1264,2022-12-10,2018-02-08,229,Y,Y,N,59.06,N,Y,N,Y
2018-07-07,IPC-392,Felony,112440,Y,CASE-81cb815e840d12a1,Convicted,CommunityService,1976,2024-08-20,2024-03-16,602,Y,Y,N,97.57,N,Y,N,N
2020-09-29,IPC-420,Misdemeanor,2458450,Y,CASE-42ff87c3f3d02db1,Convicted,Imprisonment,2880,2022-08-08,2023-06-15,16,N,Y,Y,53.77,Y,Y,N,Y
2021-04-05,IPC-392,Felony,2495712,Y,CASE-573297d4026f8bdb,Plea,Fine,2817,2025-02-02,2022-07-05,17,N,N,Y,65.28,N,N,N,Y
2022-02-14,IPC-420,Misdemeanor,1135999,Y,CASE-fa2814d4bc9867bc,Dismissed,Imprisonment,1159,2021-07-16,2018-09-08,318,Y,N,Y,52.3,N,N,N,Y
2025-09-05,IPC-302,Misdemeanor,1413518,N,CASE-8964e154b2b9b6e7,Convicted,Diversion,2798,2020-04-06,2019-12-18,183,Y,N,Y,76.43,Y,Y,Y,Y
2022-07-14,IPC-302,Misdemeanor,1167644,Y,CASE-393d6794792dcb99,Transferred,Imprisonment,2236,2020-09-17,2022-03-11,148,Y,N,N,36.09,N,Y,N,Y
2023-04-02,IPC-420,Infraction,1831292,N,CASE-b4f782941a1afda9,Acquitted,Fine,1088,2019-04-26,2019-07-23,321,N,Y,Y,92.14,N,N,Y,Y
2019-11-16,IPC-420,Misdemeanor,33194,Y,CASE-783d1f1313f1d01f,BailGranted,Fine,2941,2019-06-14,2020-02-08,382,N,Y,Y,22.29,Y,N,N,Y
2023-05-07,IPC-354,Infraction,69102,N,CASE-59756915dda5e961,Convicted,Imprisonment,1086,2024-03-05,2018-02-26,366,Y,N,Y,76.39,N,Y,N,Y
2020-08-24,IPC-392,Felony,2353620,N,CASE-ae418bdf79a1c978,Transferred,Fine,1522,2025-01-01,2020-04-25,690,N,Y,N,96.62,Y,N,N,Y
2025-10-18,IT-66C,Misdemeanor,2276376,N,CASE-9f258c4da92dbe0d,Pending,Imprisonment,1436,2025-09-17,2022-01-17,722,N,Y,N,40.03,Y,Y,N,N
2018-10-30,IPC-498A,Misdemeanor,1890384,N,CASE-2278added8929762,Transferred,Probation,3062,2022-04-13,2018-09-11,482,Y,N,Y,89.48,N,Y,Y,Y
2018-04-17,IT-66C,Infraction,518545,Y,CASE-e7792c44f149fe21,Plea,TimeServed,2375,2021-03-06,2020-02-19,436,Y,N,N,25.62,N,N,Y,N
2025-07-31,IPC-354,Infraction,1773379,N,CASE-c74dfc4a79537f13,Transferred,Diversion,3081,2020-09-13,2025-05-17,253,N,N,N,82.88,N,N,N,Y
2018-07-25,NDPS-21,Misdemeanor,2047965,N,CASE-b5bd3088e45708d9,Plea,Diversion,2402,2025-10-12,2021-11-11,203,Y,N,Y,46.05,N,N,Y,N
2019-11-11,IPC-354,Misdemeanor,361272,Y,CASE-d51b963397680d23,Convicted,Diversion,1614,2023-07-12,2025-05-02,408,N,Y,Y,100.0,Y,Y,Y,Y
2020-11-20,NDPS-21,Felony,212890,Y,CASE-92cb502626ad732e,Dismissed,Diversion,1922,2022-02-22,2019-08-31,725,Y,Y,Y,51.67,Y,Y,Y,Y
2025-09-16,IPC-498A,Misdemeanor,826373,Y,CASE-bd06dd300710abf5,BailGranted,Imprisonment,3000,2024-03-23,2021-09-12,288,Y,N,Y,41.6,Y,Y,Y,N
2018-11-09,IPC-302,Felony,2273351,N,CASE-fd37961cf2aa94c7,Pending,Diversion,781,2021-07-01,2025-03-31,481,Y,N,N,62.95,N,N,Y,N
2018-11-05,IPC-379,Felony,700049,Y,CASE-9ac30c1fc3eab34d,Pending,Diversion,3091,2022-09-20,2018-08-05,513,N,Y,N,41.33,N,N,Y,N
2024-09-27,IPC-420,Felony,1239487,N,CASE-2a923c9c3370222b,BailGranted,Imprisonment,583,2021-08-27,2022-04-09,680,N,N,Y,5.87,Y,Y,Y,Y
2021-10-09,NDPS-21,Misdemeanor,971799,Y,CASE-d87cc53421ee681d,Dismissed,CommunityService,1327,2025-10-04,2025-07-24,471,N,N,Y,67.23,N,N,N,Y
2022-09-18,IPC-498A,Felony,1292229,N,CASE-1d3422779971d82c,Pending,CommunityService,3001,2024-02-03,2020-01-26,431,N,Y,N,70.36,Y,N,N,Y
2025-03-06,IPC-302,Misdemeanor,9290,Y,CASE-3565f4045e87cd87,Pending,Fine,313,2025-01-14,2022-09-21,630,Y,N,N,12.0,N,Y,N,Y
2020-06-17,IPC-392,Misdemeanor,2341078,N,CASE-7d974bdf191840a2,Pending,TimeServed,1522,2023-11-15,2020-06-04,482,Y,Y,N,15.13,N,N,Y,Y
2024-02-19,NDPS-21,Misdemeanor,245671,N,CASE-2d75e422bdf825b0,Convicted,Diversion,798,2019-12-28,2024-01-14,18,N,N,Y,48.28,Y,Y,N,N
2024-04-09,IPC-354,Misdemeanor,968187,N,CASE-90ce3879d7d374bd,Dismissed,Imprisonment,382,2020-01-01,2025-06-15,339,Y,Y,Y,1.52,Y,Y,N,N
2023-10-24,IPC-354,Felony,2330658,Y,CASE-de7275de1ac396fd,Dismissed,Fine,1774,2018-07-09,2025-04-10,270,Y,Y,Y,56.95,Y,N,Y,Y
2023-09-02,IPC-302,Misdemeanor,1796147,N,CASE-554cf55622fdfabf,Transferred,Imprisonment,3465,2019-08-16,2022-03-05,366,Y,Y,N,30.33,Y,N,Y,Y
2020-10-16,IPC-392,Misdemeanor,526539,N,CASE-e8996aaea1504b31,BailGranted,TimeServed,218,2021-05-21,2025-06-19,476,Y,Y,N,30.99,Y,N,N,N
2025-06-05,NDPS-21,Felony,767451,Y,CASE-041b8e3a9ab7485d,Convicted,Diversion,3583,2020-11-22,2024-01-26,518,N,Y,N,50.08,N,Y,N,Y
2021-08-15,IT-66C,Felony,1042603,Y,CASE-12ddab4e8891ca6e,Pending,Diversion,1591,2018-08-20,2022-04-24,268,Y,Y,Y,73.23,Y,N,Y,Y
2019-01-06,IPC-302,Felony,425624,N,CASE-45a3dfe3cd66fe4b,Dismissed,CommunityService,1128,2025-11-28,2024-03-30,285,Y,Y,Y,99.5,Y,Y,Y,N
2025-07-19,IPC-498A,Misdemeanor,1947945,Y,CASE-91a8546295e85b81,BailGranted,Diversion,491,2018-12-10,2020-04-15,662,Y,Y,N,22.68,N,Y,N,N
2022-05-01,IPC-302,Misdemeanor,642029,N,CASE-60fd34f9ca8ee85b,Convicted,TimeServed,1563,2024-05-10,2022-06-28,461,Y,Y,Y,63.48,N,N,N,Y
2020-01-04,NDPS-21,Misdemeanor,908702,Y,CASE-8ececa29f4c2c320,BailGranted,CommunityService,70,2018-01-13,2023-04-20,22,Y,N,Y,93.47,N,Y,N,N
2021-05-12,IPC-498A,Misdemeanor,697782,N,CASE-57474c8bea492de7,Dismissed,Fine,2037,2023-06-16,2023-11-23,39,N,Y,Y,42.09,N,N,N,Y
2022-11-30,IPC-392,Felony,488857,Y,CASE-fafa541f0e86147f,BailGranted,Imprisonment,3509,2023-08-28,2025-11-13,469,Y,Y,N,45.41,N,N,N,Y
2019-07-21,NDPS-21,Felony,2077855,Y,CASE-15f970af020ca449,Plea,Imprisonment,637,2023-07-28,2021-11-05,121,N,N,Y,93.5,Y,Y,N,N
2018-12-28,IPC-354,Misdemeanor,765295,Y,CASE-5b736123f6c7334b,Dismissed,Diversion,2660,2021-01-21,2023-06-25,725,Y,N,Y,75.67,Y,N,N,Y
2020-05-27,IPC-392,Infraction,169932,N,CASE-9406b5eade43cf39,BailGranted,CommunityService,3292,2023-04-03,2021-09-20,223,Y,Y,Y,13.36,Y,N,Y,Y
2020-04-17,NDPS-21,Misdemeanor,987637,Y,CASE-5533309e3167693f,Transferred,TimeServed,2233,2021-10-10,2024-10-09,147,Y,N,Y,81.81,Y,Y,Y,N
2021-09-16,IT-66C,Misdemeanor,2099510,N,CASE-21ce8c1ca4776e32,Pending,Probation,2137,2023-09-01,2019-12-20,234,N,Y,N,96.5,Y,N,Y,N
2022-05-11,IPC-498A,Infraction,2268381,N,CASE-ddde52597047b5c7,Pending,Imprisonment,1079,2021-06-24,2020-03-22,529,Y,N,Y,81.36,Y,N,Y,N
2021-11-18,NDPS-21,Felony,1315451,Y,CASE-76122df18031cd82,Plea,TimeServed,1669,2023-04-16,2020-06-26,707,N,Y,Y,93.8,Y,Y,N,Y
2018-07-21,IPC-302,Misdemeanor,876825,N,CASE-d1b6a2eaf1c8edd4,Dismissed,TimeServed,3501,2025-07-09,2020-07-13,342,Y,N,Y,20.99,Y,Y,Y,N
2021-09-20,IPC-379,Misdemeanor,1431239,Y,CASE-54bfefeb248f38d8,Dismissed,Diversion,2838,2020-08-25,2019-01-05,139,Y,N,Y,4.14,N,N,N,Y
2023-01-12,NDPS-21,Misdemeanor,562720,Y,CASE-59c7b2a18ee5462b,Transferred,TimeServed,41,2019-03-29,2024-05-28,107,N,N,N,68.91,N,Y,N,Y
2019-04-24,IPC-498A,Felony,491498,Y,CASE-c05177f5fb56f3dd,Convicted,Diversion,2226,2023-07-30,2018-01-24,621,N,Y,Y,31.12,Y,Y,Y,N
2024-04-30,IPC-379,Felony,1083622,N,CASE-8771af43b72e8dc6,Pending,Probation,1979,2023-07-11,2022-08-12,503,Y,Y,N,84.44,Y,N,N,Y
2022-08-03,IPC-379,Felony,891018,N,CASE-3ce49ec1b3a1df3a,Acquitted,Probation,424,2021-09-29,2023-08-17,59,Y,Y,N,98.77,Y,N,N,N
2021-09-23,IT-66C,Felony,187381,Y,CASE-b6335f740963363d,Transferred,Imprisonment,2135,2023-11-20,2025-03-30,506,N,Y,Y,60.35,N,Y,Y,Y
2023-01-22,IT-66C,Felony,2294017,N,CASE-d6e4aa0e738f7294,Acquitted,CommunityService,1659,2020-06-10,2024-01-03,228,Y,N,N,81.69,Y,Y,N,N
2023-02-10,NDPS-21,Misdemeanor,1360848,N,CASE-03f5a37870a2ac9f,Transferred,TimeServed,1067,2018-12-01,2024-02-16,679,N,Y,N,37.44,N,Y,Y,Y
2023-03-30,IPC-498A,Misdemeanor,503126,Y,CASE-5d875424e7de8ba4,Convicted,Fine,1793,2025-10-07,2018-11-24,74,Y,N,Y,17.31,Y,Y,N,N
2025-08-30,IPC-354,Infraction,25506,Y,CASE-723e0de05f629709,Plea,Diversion,821,2024-06-27,2019-12-08,597,Y,Y,Y,74.25,N,N,N,Y
2022-12-13,IPC-392,Felony,41573,N,CASE-1d78afe4918ddbfe,Dismissed,Diversion,110,2018-05-26,2021-09-11,718,N,N,Y,23.12,N,N,Y,Y
2024-03-01,NDPS-21,Felony,331864,N,CASE-405c644d3221442a,Pending,Diversion,1653,2025-06-09,2022-03-06,243,N,Y,Y,58.24,N,N,Y,Y
2024-07-15,IPC-302,Misdemeanor,1216255,N,CASE-a7ee514ba359712d,Convicted,Diversion,2258,2024-01-12,2025-09-04,572,N,Y,N,85.97,Y,Y,N,N
2021-03-08,IPC-379,Misdemeanor,1490457,N,CASE-20ccfc5381ff6799,BailGranted,TimeServed,2585,2021-05-27,2022-04-24,607,Y,N,N,12.25,Y,Y,N,N
2023-02-11,IPC-379,Misdemeanor,1387914,N,CASE-ba06517d8c1c8dc4,BailGranted,CommunityService,1085,2024-05-01,2018-07-20,74,N,N,Y,76.75,Y,Y,Y,N
2024-04-20,IPC-354,Infraction,2056141,N,CASE-0a21a4b433b96754,Convicted,TimeServed,2028,2022-10-01,2022-03-04,381,Y,N,Y,91.67,Y,Y,N,N
2019-08-06,IPC-302,Misdemeanor,1259722,N,CASE-0b5570dba72ba134,Plea,Diversion,873,2024-11-29,2018-07-24,674,N,Y,N,81.99,N,Y,Y,Y
2024-12-02,IPC-392,Misdemeanor,1186105,N,CASE-defb8884e6422f22,Pending,Probation,3646,2022-03-15,2021-11-25,410,Y,Y,Y,9.24,Y,N,Y,N
2021-02-04,IPC-302,Misdemeanor,1375324,Y,CASE-d0699ae86395ea45,Plea,Imprisonment,2213,2018-02-01,2022-11-04,95,Y,N,N,33.24,N,N,N,N
2021-12-17,NDPS-21,Felony,1824239,N,CASE-bcaf219a82a565d2,Pending,Probation,1012,2022-08-03,2018-08-03,434,Y,N,N,42.78,Y,Y,Y,N
2019-02-02,IPC-354,Misdemeanor,1483560,N,CASE-99a4b3fdab3ec020,BailGranted,TimeServed,213,2023-04-14,2022-08-19,451,Y,Y,Y,2.28,N,N,Y,N
2018-03-15,IPC-420,Misdemeanor,823923,N,CASE-1f082c7763b2648e,Convicted,Diversion,3538,2018-08-10,2024-01-23,504,N,N,Y,84.17,N,Y,Y,N
2023-11-16,IPC-420,Felony,1281043,N,CASE-d88131cfcc773ce2,Transferred,Probation,1277,2022-10-04,2021-01-20,171,Y,Y,Y,82.18,Y,Y,Y,Y
2018-12-07,NDPS-21,Misdemeanor,1876593,Y,CASE-024db20fbdc01a0f,Transferred,TimeServed,2471,2021-08-02,2021-09-22,476,N,Y,Y,36.98,Y,N,Y,Y
2020-01-17,IT-66C,Infraction,525966,N,CASE-655bbb01631dc76a,Acquitted,Fine,785,2020-04-28,2023-11-01,481,Y,N,Y,62.01,N,N,Y,N
2020-12-10,IPC-379,Felony,1971359,Y,CASE-3ee4b103446927d9,Pending,Imprisonment,1146,2022-08-03,2024-06-06,635,Y,Y,Y,70.55,Y,N,N,N
