soc_esspros_reference_year,soc_esspros_country_iso2,soc_esspros_function_code,soc_esspros_benefit_type_code,soc_esspros_financing_source_code,soc_esspros_expenditure_total_eur,soc_esspros_expenditure_pct_gdp,soc_esspros_beneficiaries_count,soc_esspros_mean_benefit_eur,soc_esspros_admin_cost_eur,soc_esspros_in_kind_benefit_eur,soc_esspros_cash_benefit_eur,soc_esspros_means_tested_share_pct,soc_esspros_digital_application_rate_pct,soc_esspros_processing_time_days_median,soc_esspros_fraud_detected_amount_eur,soc_esspros_recovery_amount_eur,soc_esspros_eurostat_table_code,soc_esspros_methodology_version,soc_esspros_data_extract_date
2010,HR,DISABILITY,TAX_RELIEF,HOUSEHOLD,251563586071.34,30.084,59223,4247734.6,4342886743.12,113009082323.28,138554503748.06,45.82,78.74,99,95550578.6,29568813.51,spr_exp_fnct,ESSPROS_2023,2024-10-09
2011,DE,HOUSING,MIXED,EU_FUNDS,181352350396.11,19.203,61213,2962644.38,8590261910.72,66829215206.8,114523135189.31,6.14,29.19,109,389210314.67,174110495.18,spr_finsum,ESSPROS_2021,2024-02-17
2012,LU,SURVIVORS,CASH_PERIODIC,OTHER,198019628890.66,20.486,61396,3225285.51,8006147142.03,93194256790.49,104825372100.17,10.97,53.18,112,730264206.85,113070098.97,spr_exp_sum,ESSPROS_2019,2024-03-11
2013,SI,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,274817267997.03,32.402,60384,4551160.37,12287093084.72,64705089776.83,210112178220.2,19.36,93.73,106,1152637578.78,485391661.34,spr_ben_sum,ESSPROS_2025B,2025-03-04
2014,CY,UNEMPLOYMENT,IN_KIND,GENERAL_TAX,110644391439.27,11.377,60538,1827684.95,3600084822.9,26528753815.76,84115637623.51,42.29,54.16,107,126605961.11,87108394.47,spr_exp_oth,ESSPROS_2024A,2025-03-15
2015,GR,OLD_AGE,TAX_RELIEF,EMPLOYER,308282714030.03,29.695,59801,5155143.13,5179020846.34,162998916772.47,145283797257.56,44.08,82.4,103,49242199.62,8373519.12,spr_exp_fnct,ESSPROS_2023,2025-11-06
2016,MT,SOCIAL_EXCLUSION,MIXED,HOUSEHOLD,61415588062.03,5.692,60166,1020769.01,2706391149.58,9963685590.2,51451902471.83,9.68,42.54,118,154247890.17,97127416.55,spr_finsum,ESSPROS_2021,2025-02-04
2017,ES,FAMILY_CHILDREN,CASH_PERIODIC,EU_FUNDS,181811437621.9,22.407,60867,2987028.07,8818410907.82,82475951410.64,99335486211.26,23.29,23.53,105,387758439.62,245480063.34,spr_exp_sum,ESSPROS_2019,2024-12-24
2018,CZ,DISABILITY,CASH_LUMP_SUM,OTHER,127747731750.15,15.71,62059,2058488.4,4583617816.63,24238614648.16,103509117101.99,63.66,87.42,112,435105394.76,216278841.63,spr_ben_sum,ESSPROS_2025B,2026-02-08
2019,HU,HOUSING,IN_KIND,SOCIAL_CONTRIBUTIONS,131328746144.35,14.01,60210,2181178.31,3212804822.55,32558596384.85,98770149759.5,49.64,10.96,110,440707091.22,101495921.91,spr_exp_oth,ESSPROS_2024A,2024-05-17
2020,NL,SURVIVORS,TAX_RELIEF,GENERAL_TAX,36095048087.85,4.441,60414,597461.65,1260623464.88,6546670206.79,29548377881.06,17.94,84.16,117,72933093.6,43406531.6,spr_exp_fnct,ESSPROS_2023,2025-03-06
2021,SE,SICKNESS_HEALTHCARE,MIXED,EMPLOYER,192190571343.65,22.255,62175,3091122.98,6519646308.14,51053113636.49,141137457707.16,52.46,37.42,108,127073639.27,36257018.83,spr_finsum,ESSPROS_2021,2024-08-27
2022,DK,UNEMPLOYMENT,CASH_PERIODIC,HOUSEHOLD,158283394505.1,18.66,61531,2572417.07,2677037667.39,56114745898.56,102168648606.54,31.73,91.43,123,651666149.61,179752274.57,spr_exp_sum,ESSPROS_2019,2025-01-01
2023,IE,OLD_AGE,CASH_LUMP_SUM,EU_FUNDS,183746243984.8,21.242,60688,3027719.55,7395298517.62,100462435696.21,83283808288.59,4.96,42.18,122,488334495.44,111146030.49,spr_ben_sum,ESSPROS_2025B,2024-10-24
2024,PL,SOCIAL_EXCLUSION,IN_KIND,OTHER,276021062006.01,31.543,62919,4386927.03,13360480197.27,32255739161.89,243765322844.12,11.65,35.91,128,635133622.51,282116011.57,spr_exp_oth,ESSPROS_2024A,2025-03-08
2025,AT,FAMILY_CHILDREN,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,37248385913.06,4.171,62690,594167.9,1590056473.6,19676327864.86,17572058048.2,19.97,31.56,116,71795449.95,18325498.45,spr_exp_fnct,ESSPROS_2023,2025-11-11
2026,EE,DISABILITY,MIXED,GENERAL_TAX,261812589324.26,27.164,61061,4287721.94,10601863123.61,105237268291.54,156575321032.72,62.52,57.6,122,1139560428.59,797507530.02,spr_finsum,ESSPROS_2021,2025-01-10
2010,IT,HOUSING,CASH_PERIODIC,EMPLOYER,283576964208.67,31.835,63679,4453225.78,15939649186.75,119465594336.5,164111369872.17,36.19,59.72,126,672592604.99,216946594.16,spr_exp_sum,ESSPROS_2019,2025-09-13
2011,PT,SURVIVORS,CASH_LUMP_SUM,HOUSEHOLD,158408762957.06,14.169,63392,2498876.25,8585477408.08,42265050182.26,116143712774.8,12.66,55.83,126,503819642.76,268305379.99,spr_ben_sum,ESSPROS_2025B,2025-10-07
2012,BE,SICKNESS_HEALTHCARE,IN_KIND,EU_FUNDS,234522345249.5,22.989,61086,3839215.95,4158721719.22,83487333540.64,151035011708.86,53.67,63.59,127,1054323869.23,668567963.18,spr_exp_oth,ESSPROS_2024A,2025-08-07
2013,FI,UNEMPLOYMENT,TAX_RELIEF,OTHER,150133458424.93,14.593,63767,2354406.8,2155915467.33,81017309287.18,69116149137.75,3.2,23.73,132,120926323.95,34948157.98,spr_exp_fnct,ESSPROS_2023,2024-01-22
2014,LV,OLD_AGE,MIXED,SOCIAL_CONTRIBUTIONS,72801732510.75,6.973,61815,1177735.7,1963677943.65,19076387717.99,53725344792.76,33.78,23.5,135,90446401.84,64224038.45,spr_finsum,ESSPROS_2021,2024-05-13
2015,RO,SOCIAL_EXCLUSION,CASH_PERIODIC,GENERAL_TAX,318689367347.03,32.132,61501,5181856.67,16239652337.18,117014457572.64,201674909774.39,25.05,56.43,130,1367473213.68,848610121.47,spr_exp_sum,ESSPROS_2019,2024-04-09
2016,BG,FAMILY_CHILDREN,CASH_LUMP_SUM,EMPLOYER,267505647556.4,30.527,63408,4218799.64,3048953355.92,143627435658.53,123878211897.87,25.81,71.18,124,414123171.2,230035561.59,spr_ben_sum,ESSPROS_2025B,2024-03-31
2017,FR,DISABILITY,IN_KIND,HOUSEHOLD,203105105811.87,19.412,63720,3187462.43,7812534645.33,60765399936.77,142339705875.1,48.93,73.86,138,84855160.43,13860816.46,spr_exp_oth,ESSPROS_2024A,2024-07-13
2018,LT,HOUSING,TAX_RELIEF,EU_FUNDS,164633931779.12,15.264,64225,2563393.25,8460524741.22,65908509845.58,98725421933.54,50.27,14.76,136,135582553.75,71463810.77,spr_exp_fnct,ESSPROS_2023,2025-06-01
2019,SK,SURVIVORS,MIXED,OTHER,79203957426.42,6.945,61926,1279009.74,2448933426.18,38586830281.01,40617127145.41,48.08,24.76,138,207704696.15,121217644.23,spr_finsum,ESSPROS_2021,2025-10-12
2020,HR,SICKNESS_HEALTHCARE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,132796041450.8,12.139,64496,2058981.04,6971092476.4,40096303016.37,92699738434.43,61.34,82.13,6,594868508.61,137805494.21,spr_exp_sum,ESSPROS_2019,2024-02-25
2021,DE,UNEMPLOYMENT,CASH_LUMP_SUM,GENERAL_TAX,104217744489.0,9.417,63374,1644487.4,3528080431.08,12019202815.91,92198541673.09,62.35,48.07,4,430024261.18,318068464.48,spr_ben_sum,ESSPROS_2025B,2025-10-26
2022,LU,OLD_AGE,IN_KIND,EMPLOYER,273203001056.66,25.038,64716,4221568.1,7957255492.68,114794677683.68,158408323372.98,64.28,29.74,19,56542562.92,9814909.81,spr_exp_oth,ESSPROS_2024A,2024-06-17
2023,SI,SOCIAL_EXCLUSION,TAX_RELIEF,HOUSEHOLD,214862136406.79,20.762,63581,3379345.03,6923401499.04,62406580101.22,152455556305.57,4.3,62.76,8,676227741.22,330811567.61,spr_exp_fnct,ESSPROS_2023,2024-01-22
2024,CY,FAMILY_CHILDREN,MIXED,EU_FUNDS,347221680605.36,30.08,64618,5373451.37,8203320404.98,47959654586.59,299262026018.77,11.53,68.41,20,1106863183.01,181276738.49,spr_finsum,ESSPROS_2021,2024-02-15
2025,GR,DISABILITY,CASH_PERIODIC,OTHER,192546129244.94,17.22,65528,2938379.46,10659614425.82,88979320324.19,103566808920.75,64.11,21.95,26,794074033.89,556138929.82,spr_exp_sum,ESSPROS_2019,2025-07-02
2026,MT,HOUSING,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,180256079098.2,15.8,63217,2851386.16,3311759517.28,39524593420.03,140731485678.17,56.49,71.22,15,512423184.93,249430346.54,spr_ben_sum,ESSPROS_2025B,2025-08-21
2010,ES,SURVIVORS,IN_KIND,GENERAL_TAX,329870070438.59,29.964,65215,5058193.21,18915472161.71,52628732466.22,277241337972.37,12.24,51.65,16,404465526.11,156128893.54,spr_exp_oth,ESSPROS_2024A,2025-09-30
2011,CZ,SICKNESS_HEALTHCARE,TAX_RELIEF,EMPLOYER,110292869963.74,9.818,65000,1696813.38,3956183896.27,43748527216.78,66544342746.96,41.9,77.11,15,252513120.82,131032879.08,spr_exp_fnct,ESSPROS_2023,2025-08-11
2012,HU,UNEMPLOYMENT,MIXED,HOUSEHOLD,217025414464.46,19.881,64134,3383936.98,5986872784.17,84998363497.64,132027050966.82,59.69,42.62,25,728205243.23,238155114.46,spr_finsum,ESSPROS_2021,2026-01-04
2013,NL,OLD_AGE,CASH_PERIODIC,EU_FUNDS,201141096124.36,18.207,65382,3076398.64,8825072748.08,49599258374.22,151541837750.14,34.43,90.1,13,76623570.64,35152622.36,spr_exp_sum,ESSPROS_2019,2025-07-30
2014,SE,SOCIAL_EXCLUSION,CASH_LUMP_SUM,OTHER,306713159971.26,26.16,64674,4742449.21,18368784864.13,42592930873.45,264120229097.81,6.56,16.81,21,1191822912.61,420345014.99,spr_ben_sum,ESSPROS_2025B,2025-06-28
2015,DK,FAMILY_CHILDREN,IN_KIND,SOCIAL_CONTRIBUTIONS,162584400136.29,17.02,63676,2553307.37,9271566399.76,75420896673.27,87163503463.02,30.63,71.94,23,98222310.03,32934362.37,spr_exp_oth,ESSPROS_2024A,2024-07-04
2016,IE,DISABILITY,TAX_RELIEF,GENERAL_TAX,183127846959.93,20.512,64818,2825262.23,9304451004.85,61683845374.34,121444001585.59,27.47,85.45,18,782521382.52,559268219.16,spr_exp_fnct,ESSPROS_2023,2024-01-23
2017,PL,HOUSING,MIXED,EMPLOYER,358219787996.7,32.899,66604,5378352.47,8680682216.72,56042890606.81,302176897389.89,24.39,35.03,35,133747554.13,52207501.72,spr_finsum,ESSPROS_2021,2024-08-25
2018,AT,SURVIVORS,CASH_PERIODIC,HOUSEHOLD,206897457457.42,22.297,64088,3228333.81,4795022833.43,101295897081.65,105601560375.77,28.0,67.98,27,322590828.84,117776369.78,spr_exp_sum,ESSPROS_2019,2026-01-18
2019,EE,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EU_FUNDS,54750290364.24,5.917,64159,853353.24,1672570853.73,26914063134.15,27836227230.09,39.23,88.73,23,153215072.15,111996167.25,spr_ben_sum,ESSPROS_2025B,2025-12-01
2020,IT,UNEMPLOYMENT,IN_KIND,OTHER,150408449353.23,15.847,66686,2255472.65,5812419018.35,19869317312.63,130539132040.6,29.61,37.25,21,213047174.74,113567489.51,spr_exp_oth,ESSPROS_2024A,2025-02-01
2021,PT,OLD_AGE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,77097479739.27,7.436,65039,1185403.83,3461614102.73,13890062211.21,63207417528.06,34.51,8.68,33,240916507.99,76252147.45,spr_exp_fnct,ESSPROS_2023,2024-06-24
2022,BE,SOCIAL_EXCLUSION,MIXED,GENERAL_TAX,60035843554.17,5.715,64383,932479.75,2587677021.97,21764734065.94,38271109488.23,21.56,13.12,32,179809178.5,52327565.1,spr_finsum,ESSPROS_2021,2024-04-22
2023,FI,FAMILY_CHILDREN,CASH_PERIODIC,EMPLOYER,240719032556.73,23.924,65555,3672016.36,14028460203.19,111263570403.77,129455462152.96,46.6,68.57,27,661437015.88,104900974.49,spr_exp_sum,ESSPROS_2019,2024-07-09
2024,LV,DISABILITY,CASH_LUMP_SUM,HOUSEHOLD,326869198556.89,33.767,66588,4908830.4,17547271153.53,157041164192.46,169828034364.43,59.37,16.03,41,574309712.72,348460719.08,spr_ben_sum,ESSPROS_2025B,2024-11-09
2025,RO,HOUSING,IN_KIND,EU_FUNDS,100831857827.48,9.842,67572,1492213.61,4799457915.43,15408552943.09,85423304884.39,15.6,80.19,33,368332312.85,197885085.23,spr_exp_oth,ESSPROS_2024A,2025-10-04
2026,BG,SURVIVORS,TAX_RELIEF,OTHER,228890169796.79,20.765,66196,3457764.36,6743957857.09,54490230387.11,174399939409.68,12.04,34.95,29,990758825.9,306734873.57,spr_exp_fnct,ESSPROS_2023,2024-08-02
2010,FR,SICKNESS_HEALTHCARE,MIXED,SOCIAL_CONTRIBUTIONS,132550188613.34,12.54,65722,2016831.33,7908085772.62,24110111050.08,108440077563.26,4.5,65.53,30,348733350.3,161531599.08,spr_finsum,ESSPROS_2021,2024-09-09
2011,LT,UNEMPLOYMENT,CASH_PERIODIC,GENERAL_TAX,200915931383.51,21.911,65285,3077520.58,10431850711.81,67881222267.7,133034709115.81,62.19,69.6,41,295764451.6,143334800.53,spr_exp_sum,ESSPROS_2019,2025-10-07
2012,SK,OLD_AGE,CASH_LUMP_SUM,EMPLOYER,265910770371.3,21.817,66107,4022429.85,12167517781.24,137266607595.06,128644162776.24,20.8,81.72,46,1092496501.84,609932356.89,spr_ben_sum,ESSPROS_2025B,2025-10-08
2013,HR,SOCIAL_EXCLUSION,IN_KIND,HOUSEHOLD,276781546914.94,23.035,67552,4097310.91,3114308207.2,35271839619.82,241509707295.12,21.64,49.37,45,894480584.11,161598462.04,spr_exp_oth,ESSPROS_2024A,2024-01-23
2014,DE,FAMILY_CHILDREN,TAX_RELIEF,EU_FUNDS,250531306513.36,24.275,66756,3752940.66,5470835687.52,94395487955.81,156135818557.55,20.74,29.84,39,995480912.47,286750594.06,spr_exp_fnct,ESSPROS_2023,2026-02-14
2015,LU,DISABILITY,MIXED,OTHER,89967478822.7,7.773,67963,1323771.45,3646508156.39,32064649961.81,57902828860.89,30.55,44.67,43,199736567.95,107388407.43,spr_finsum,ESSPROS_2021,2025-11-29
2016,SI,HOUSING,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,281809683529.45,26.403,67607,4168350.67,12708598230.26,29309732224.48,252499951304.97,53.32,81.81,45,575688648.71,265153168.77,spr_exp_sum,ESSPROS_2019,2024-08-26
2017,CY,SURVIVORS,CASH_LUMP_SUM,GENERAL_TAX,185344696542.31,18.274,67487,2746376.29,10901293157.19,51822633210.66,133522063331.65,2.07,18.78,36,271425169.0,149874887.14,spr_ben_sum,ESSPROS_2025B,2025-12-05
2018,GR,SICKNESS_HEALTHCARE,IN_KIND,EMPLOYER,146407024616.74,15.199,66588,2198699.84,6920343228.15,70472462821.76,75934561794.98,21.74,68.89,39,525547899.1,202076198.14,spr_exp_oth,ESSPROS_2024A,2025-07-29
2019,MT,UNEMPLOYMENT,TAX_RELIEF,HOUSEHOLD,226098331395.7,18.818,66393,3405454.36,10977572751.74,120054510152.2,106043821243.5,43.39,28.48,36,923135236.1,270881143.53,spr_exp_fnct,ESSPROS_2023,2024-06-16
2020,ES,OLD_AGE,MIXED,EU_FUNDS,213711236477.48,21.549,68454,3121968.57,5738835141.04,51442463671.26,162268772806.22,43.63,15.76,47,812555690.47,558951324.87,spr_finsum,ESSPROS_2021,2024-06-07
2021,CZ,SOCIAL_EXCLUSION,CASH_PERIODIC,OTHER,175879091327.56,15.481,66751,2634853.28,5791966136.91,90835419891.92,85043671435.64,21.47,41.38,56,740625886.34,497494468.11,spr_exp_sum,ESSPROS_2019,2024-05-10
2022,HU,FAMILY_CHILDREN,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,339951074910.78,33.715,66912,5080569.63,19983124950.14,78921804635.68,261029270275.1,48.62,66.73,46,164315414.66,42647954.94,spr_ben_sum,ESSPROS_2025B,2024-04-13
2023,NL,DISABILITY,IN_KIND,GENERAL_TAX,192824720869.98,17.501,69434,2777093.66,7997424179.96,73335084819.54,119489636050.44,41.76,88.57,56,842544949.63,181839891.14,spr_exp_oth,ESSPROS_2024A,2025-06-17
2024,SE,HOUSING,TAX_RELIEF,EMPLOYER,59982881953.3,4.929,66672,899671.26,3211491051.1,18745948337.71,41236933615.59,63.82,71.73,44,26688889.41,12132741.62,spr_exp_fnct,ESSPROS_2023,2025-09-09
2025,DK,SURVIVORS,MIXED,HOUSEHOLD,261013862216.77,22.404,67258,3880785.37,12795147300.23,54398516305.32,206615345911.45,6.11,13.95,49,929819043.0,426090516.82,spr_finsum,ESSPROS_2021,2024-07-29
2026,IE,SICKNESS_HEALTHCARE,CASH_PERIODIC,EU_FUNDS,52469734048.35,5.215,67196,780846.09,834908893.44,24275408275.22,28194325773.13,9.67,43.63,44,199231444.53,94765567.53,spr_exp_sum,ESSPROS_2019,2024-11-19
2010,PL,UNEMPLOYMENT,CASH_LUMP_SUM,OTHER,175933319956.03,14.069,67620,2601794.14,9239940334.72,55956174699.09,119977145256.94,35.47,25.2,53,567060289.44,280226919.23,spr_ben_sum,ESSPROS_2025B,2024-06-27
2011,AT,OLD_AGE,IN_KIND,SOCIAL_CONTRIBUTIONS,211704876002.66,21.977,69050,3065964.9,2715624753.42,31911357666.16,179793518336.5,26.63,23.45,53,628627206.39,311592189.08,spr_exp_oth,ESSPROS_2024A,2024-02-07
2012,EE,SOCIAL_EXCLUSION,TAX_RELIEF,GENERAL_TAX,164799160435.33,14.798,67273,2449707.32,9685434060.34,90331564518.76,74467595916.57,56.72,47.65,60,567595113.83,135223177.5,spr_exp_fnct,ESSPROS_2023,2024-10-17
2013,IT,FAMILY_CHILDREN,MIXED,EMPLOYER,61525380023.5,5.396,67743,908217.53,1632848395.66,11903138159.36,49622241864.14,13.36,37.53,58,53978060.48,16973621.52,spr_finsum,ESSPROS_2021,2025-11-28
2014,PT,DISABILITY,CASH_PERIODIC,HOUSEHOLD,141334119420.33,11.122,70249,2011902.23,3052936523.81,67074499989.88,74259619430.45,59.42,39.97,59,52797768.82,10097224.92,spr_exp_sum,ESSPROS_2019,2025-01-17
2015,BE,HOUSING,CASH_LUMP_SUM,EU_FUNDS,127214845576.5,10.362,68425,1859186.64,4410100343.9,67838833905.6,59376011670.9,12.9,89.87,59,478285548.94,332500896.59,spr_ben_sum,ESSPROS_2025B,2024-11-21
2016,FI,SURVIVORS,IN_KIND,OTHER,208409656933.3,19.618,69802,2985726.15,2390997520.08,70011897407.32,138397759525.98,52.25,53.35,57,182902684.16,76623620.49,spr_exp_oth,ESSPROS_2024A,2024-09-27
2017,LV,SICKNESS_HEALTHCARE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,329570072989.29,27.92,68949,4779910.85,5768459770.66,59502285387.27,270067787602.02,43.38,68.4,68,742507152.52,455787039.62,spr_exp_fnct,ESSPROS_2023,2024-08-09
2018,RO,UNEMPLOYMENT,MIXED,GENERAL_TAX,70182880623.29,6.927,68928,1018205.67,1421460012.87,8177024543.17,62005856080.12,34.26,20.9,54,201927084.14,34549816.31,spr_finsum,ESSPROS_2021,2025-10-27
2019,BG,OLD_AGE,CASH_PERIODIC,EMPLOYER,257900327726.75,24.61,68577,3760740.89,15106568970.81,37167564258.8,220732763467.95,22.33,33.4,56,428809635.71,92590678.36,spr_exp_sum,ESSPROS_2019,2025-10-26
2020,FR,SOCIAL_EXCLUSION,CASH_LUMP_SUM,HOUSEHOLD,322549618903.52,31.011,69659,4630408.4,8204106577.24,67614287441.05,254935331462.47,39.5,36.83,66,493989678.51,246055239.6,spr_ben_sum,ESSPROS_2025B,2024-08-01
2021,LT,FAMILY_CHILDREN,IN_KIND,EU_FUNDS,109210823488.01,8.663,68280,1599455.53,2838964232.44,31967748716.27,77243074771.74,41.87,76.11,65,428110688.44,152401994.31,spr_exp_oth,ESSPROS_2024A,2024-07-15
2022,SK,DISABILITY,TAX_RELIEF,OTHER,188821440356.61,15.951,70581,2675244.62,11057041922.42,29897539991.33,158923900365.28,41.84,71.85,63,133890206.65,73746773.16,spr_exp_fnct,ESSPROS_2023,2025-11-09
2023,HR,HOUSING,MIXED,SOCIAL_CONTRIBUTIONS,178627595768.69,15.519,70770,2524058.16,7594933067.55,96545845441.87,82081750326.82,58.51,20.34,74,657232148.62,418693088.71,spr_finsum,ESSPROS_2021,2024-10-02
2024,DE,SURVIVORS,CASH_PERIODIC,GENERAL_TAX,194571378853.92,16.609,69709,2791194.52,11587792991.27,96577144609.09,97994234244.83,41.19,76.22,70,655813503.72,303832471.16,spr_exp_sum,ESSPROS_2019,2025-07-16
2025,LU,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EMPLOYER,70534001507.35,5.505,68851,1024444.11,2268336842.17,16175492818.7,54358508688.65,62.54,22.91,69,8724809.95,5615795.49,spr_ben_sum,ESSPROS_2025B,2025-03-08
2026,SI,UNEMPLOYMENT,IN_KIND,HOUSEHOLD,104751936443.68,10.259,69661,1503738.63,4679211356.0,19558676687.32,85193259756.36,19.89,45.87,62,468664936.89,237637119.54,spr_exp_oth,ESSPROS_2024A,2025-02-09
2010,CY,OLD_AGE,TAX_RELIEF,EU_FUNDS,84268610716.91,6.706,70956,1187617.83,2754110055.89,43158593437.18,41110017279.73,50.61,71.7,78,59926123.47,18749394.1,spr_exp_fnct,ESSPROS_2023,2025-07-09
2011,GR,SOCIAL_EXCLUSION,MIXED,OTHER,317657969633.26,26.733,72028,4410201.17,4568347666.08,55975971811.32,261681997821.94,6.42,84.66,62,1159185002.86,609030058.24,spr_finsum,ESSPROS_2021,2025-02-13
2012,MT,FAMILY_CHILDREN,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,11286478470.98,20.724,71042,158870.51,506356973.53,3222357507.13,8064120963.85,19.07,36.81,78,28835767.76,19124426.82,spr_exp_sum,ESSPROS_2019,2025-11-02
2013,ES,DISABILITY,CASH_LUMP_SUM,GENERAL_TAX,3325328223.85,5.894,69782,47653.09,61903426.93,434836299.11,2890491924.74,41.51,46.04,73,8374495.37,3698828.7,spr_ben_sum,ESSPROS_2025B,2024-10-19
2014,CZ,HOUSING,IN_KIND,EMPLOYER,14915084458.21,21.652,70977,210139.69,253907009.98,3170803661.67,11744280796.54,39.94,27.53,67,33057743.21,11588433.25,spr_exp_oth,ESSPROS_2024A,2025-06-21
2015,HU,SURVIVORS,TAX_RELIEF,HOUSEHOLD,12931434345.69,18.425,70037,184637.18,192939248.8,5466135901.02,7465298444.67,14.66,83.11,72,45114182.75,27761444.09,spr_exp_fnct,ESSPROS_2023,2024-04-18
2016,NL,SICKNESS_HEALTHCARE,MIXED,EU_FUNDS,20645862872.74,32.572,70559,292604.24,954806377.76,6730959692.14,13914903180.6,27.9,87.25,81,86863100.59,62784433.93,spr_finsum,ESSPROS_2021,2024-04-29
2017,SE,UNEMPLOYMENT,CASH_PERIODIC,OTHER,4373141508.08,5.266,72282,60501.11,212756601.36,491177754.5,3881963753.58,18.28,53.36,68,17817858.78,10755956.15,spr_exp_sum,ESSPROS_2019,2024-05-05
2018,DK,OLD_AGE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,22923310857.24,33.169,72296,317075.78,762623482.81,7251854845.21,15671456012.03,61.69,72.28,79,94595329.7,29375135.44,spr_ben_sum,ESSPROS_2025B,2024-07-18
2019,IE,SOCIAL_EXCLUSION,IN_KIND,GENERAL_TAX,9326608787.07,11.806,71095,131185.16,355182243.56,1091944412.08,8234664374.99,59.63,56.38,76,2283183.5,1650412.3,spr_exp_oth,ESSPROS_2024A,2024-12-20
2020,PL,FAMILY_CHILDREN,TAX_RELIEF,EMPLOYER,18929910070.01,23.865,71030,266505.84,411592677.19,9199162921.86,9730747148.15,11.26,52.66,74,6609933.61,3946434.21,spr_exp_fnct,ESSPROS_2023,2024-02-19
2021,AT,DISABILITY,MIXED,HOUSEHOLD,23204346596.21,30.493,70412,329551.02,712825578.65,2806248717.87,20398097878.34,32.61,84.78,85,76721190.35,36310031.2,spr_finsum,ESSPROS_2021,2025-08-24
2022,EE,HOUSING,CASH_PERIODIC,EU_FUNDS,27160387386.91,27.52,71744,378573.64,1611992799.54,3785426474.76,23374960912.15,24.09,76.54,90,87327929.64,65308892.56,spr_exp_sum,ESSPROS_2019,2026-02-14
2023,IT,SURVIVORS,CASH_LUMP_SUM,OTHER,14905722902.97,17.587,72566,205409.18,461672156.44,4671018380.99,10234704521.98,16.96,56.13,89,47731552.61,23062379.15,spr_ben_sum,ESSPROS_2025B,2024-11-03
2024,PT,SICKNESS_HEALTHCARE,IN_KIND,SOCIAL_CONTRIBUTIONS,10251379478.87,10.527,72171,142042.92,573748718.71,4062361323.02,6189018155.85,28.49,61.46,91,9054234.72,2850944.43,spr_exp_oth,ESSPROS_2024A,2025-07-30
2025,BE,UNEMPLOYMENT,TAX_RELIEF,GENERAL_TAX,23670146083.34,27.364,73319,322837.82,472928478.28,8786692410.67,14883453672.67,4.91,60.63,86,35706574.74,8797450.38,spr_exp_fnct,ESSPROS_2023,2024-10-15
2026,FI,OLD_AGE,MIXED,EMPLOYER,19026854996.2,18.385,73426,259129.67,1053215212.48,6329427758.74,12697427237.46,46.83,44.18,95,42138371.25,24834424.47,spr_finsum,ESSPROS_2021,2025-04-23
2010,LV,SOCIAL_EXCLUSION,CASH_PERIODIC,HOUSEHOLD,25756258054.34,24.181,73087,352405.46,350226532.14,7391199932.33,18365058122.01,0.79,29.52,79,91360022.78,25573751.4,spr_exp_sum,ESSPROS_2019,2025-05-06
2011,RO,FAMILY_CHILDREN,CASH_LUMP_SUM,EU_FUNDS,19947042334.11,18.677,72809,273963.97,1163903351.25,6165597732.84,13781444601.27,9.21,64.94,91,28396704.55,15863545.67,spr_ben_sum,ESSPROS_2025B,2024-10-07
2012,BG,DISABILITY,IN_KIND,OTHER,10963626031.37,11.426,71473,153395.35,576876260.04,4281962201.72,6681663829.65,32.05,72.91,87,44275177.22,28577189.96,spr_exp_oth,ESSPROS_2024A,2025-04-09
2013,FR,HOUSING,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,5307651529.29,4.919,72270,73441.97,275177270.68,1899552086.88,3408099442.41,35.41,93.0,83,11170204.29,6596236.38,spr_exp_fnct,ESSPROS_2023,2024-11-27
2014,LT,SURVIVORS,MIXED,GENERAL_TAX,15622641316.73,13.254,72092,216704.23,761384293.91,3211540700.49,12411100616.24,34.05,44.12,92,9133248.64,1512284.59,spr_finsum,ESSPROS_2021,2024-03-14
2015,SK,SICKNESS_HEALTHCARE,CASH_PERIODIC,EMPLOYER,40706692266.62,31.401,74523,546229.92,688136822.5,13336134922.46,27370557344.16,23.38,67.71,94,182123768.69,69961684.07,spr_exp_sum,ESSPROS_2019,2024-12-06
2016,HR,UNEMPLOYMENT,CASH_LUMP_SUM,HOUSEHOLD,5891026766.16,5.099,72714,81016.4,300976089.92,1705057647.38,4185969118.78,8.38,68.15,98,4319938.07,1969410.28,spr_ben_sum,ESSPROS_2025B,2025-10-30
