biz_indprod_reference_month,biz_indprod_country_iso2,biz_indprod_region_nuts_code,biz_indprod_nace_2_digit,biz_indprod_production_index,biz_indprod_turnover_index,biz_indprod_new_orders_index,biz_indprod_capacity_utilisation_pct,biz_indprod_energy_intensity_kwh_per_eur,biz_indprod_labor_productivity_index,biz_indprod_export_share_pct,biz_indprod_import_dependency_pct,biz_indprod_supply_chain_disruption_flag,biz_indprod_short_time_work_scheme_flag,biz_indprod_carbon_intensity_tco2e_per_eur,biz_indprod_ets_covered_flag,biz_indprod_state_aid_received_eur,biz_indprod_eurostat_table_code,biz_indprod_revision_round,biz_indprod_data_extract_date
2018-07,HR,LV812,16,104.26,103.357,102.683,72.97,3.3964,153.228,74.34,28.64,1,0,0.002587,0,83632358.46,sts_inlb_m,SECOND,2024-08-30
2018-08,FI,BE173,23,105.709,105.534,109.555,69.11,3.7911,154.089,14.41,25.37,0,0,0.006335,0,27317582.14,sts_inno_m,BENCHMARK,2025-05-23
2018-09,IE,MT3,30,105.998,98.263,104.771,79.15,2.8131,155.015,13.96,66.43,0,0,0.004917,1,20142047.1,sts_inpr_m,FLASH,2025-02-09
2018-10,MT,PT82,37,105.752,112.49,109.148,76.33,0.3895,154.53,41.65,14.3,1,0,0.004174,1,15652419.59,sts_inpp_m,FIRST,2024-07-06
2018-11,SK,SK71,44,106.936,115.399,102.081,91.82,1.7728,156.449,13.25,66.49,0,0,0.002322,0,7134317.79,sts_inod_m,SECOND,2024-05-10
2018-12,BE,HR401,51,106.449,112.671,94.83,84.13,1.1381,155.943,64.62,18.66,0,0,0.0049,0,20730826.96,sts_inlb_m,BENCHMARK,2024-05-03
2019-01,DK,FI8,58,107.431,109.358,97.199,82.67,2.2864,156.674,23.53,23.42,0,0,0.006191,1,25086714.86,sts_inno_m,FLASH,2025-01-12
2019-02,GR,GR522,65,108.449,105.551,98.771,82.45,1.8281,156.81,46.45,72.35,0,1,0.00706,1,52982526.93,sts_inpr_m,FIRST,2025-09-28
2019-03,LT,NL67,72,108.612,107.976,101.248,82.95,2.6491,157.177,77.85,25.02,0,1,0.009339,1,52346650.17,sts_inpp_m,SECOND,2024-01-02
2019-04,PT,BG7,79,109.994,112.769,122.115,79.72,1.5938,156.933,65.86,32.03,0,0,0.010811,1,17017729.89,sts_inod_m,BENCHMARK,2024-03-07
2019-05,SE,FR28,86,108.504,111.443,102.441,67.77,2.9225,157.412,21.91,74.39,1,1,0.011935,1,87648166.42,sts_inlb_m,FLASH,2025-05-03
2019-06,CY,FR60,93,110.097,112.844,100.974,83.55,0.6413,157.806,75.61,84.91,0,1,0.008868,1,40751777.82,sts_inno_m,FIRST,2024-10-11
2019-07,FR,EE713,10,111.16,112.65,108.911,69.13,1.7049,158.662,47.43,64.92,0,0,0.005112,1,18721051.95,sts_inpr_m,SECOND,2026-01-24
2019-08,IT,IE439,17,111.279,107.647,104.102,86.85,1.6847,159.328,22.47,65.31,0,1,0.003957,0,6604639.94,sts_inpp_m,BENCHMARK,2026-02-05
2019-09,NL,AT48,24,111.974,104.713,100.151,75.7,1.1776,159.656,21.34,33.37,0,0,0.007213,1,17295967.55,sts_inod_m,FLASH,2024-12-01
2019-10,SI,BG140,31,110.756,116.344,107.835,91.77,2.5012,160.887,51.32,12.05,0,0,0.006383,1,10907472.63,sts_inlb_m,FIRST,2024-09-10
2019-11,BG,AT25,38,111.954,106.356,124.313,78.18,2.8838,161.122,46.42,19.05,1,1,0.011803,1,65500737.47,sts_inno_m,SECOND,2024-10-31
2019-12,EE,BG14,45,112.899,105.023,125.295,63.83,2.6335,161.413,71.36,5.77,0,0,0.010257,1,10238978.46,sts_inpr_m,BENCHMARK,2025-01-26
2020-01,HU,SE957,52,112.536,111.284,106.843,86.38,0.455,161.236,77.47,75.17,0,0,0.008257,1,34004006.3,sts_inpp_m,FLASH,2024-02-27
2020-02,LU,LT2,59,114.348,114.466,119.028,63.04,1.4294,161.983,39.84,67.83,0,1,0.000824,0,59449751.36,sts_inod_m,FIRST,2025-04-27
2020-03,RO,CY1,66,114.722,111.414,122.501,64.44,3.4986,162.163,77.52,66.75,1,0,0.005737,0,31369196.48,sts_inlb_m,SECOND,2024-07-01
2020-04,AT,GR6,73,114.207,107.88,112.379,86.13,0.9335,162.821,60.59,75.54,1,1,0.006672,1,38853317.04,sts_inno_m,BENCHMARK,2025-11-30
2020-05,CZ,LT349,80,115.95,122.804,105.119,86.81,2.8075,162.244,10.35,71.99,1,0,0.001962,1,89410840.86,sts_inpr_m,FLASH,2026-02-07
2020-06,DE,SK110,87,116.031,112.295,120.542,66.58,3.3216,163.547,63.73,43.79,0,1,0.005981,1,85769832.41,sts_inpp_m,FIRST,2025-05-18
2020-07,LV,PL398,94,117.04,122.965,127.346,71.71,1.6809,164.103,34.87,8.06,0,0,0.001025,1,37841928.02,sts_inod_m,SECOND,2024-12-13
2020-08,PL,AT82,11,115.783,108.426,124.387,88.13,1.1536,163.837,36.05,83.67,0,0,0.00855,1,15471086.51,sts_inlb_m,BENCHMARK,2024-03-22
2020-09,ES,SI29,18,117.66,109.357,123.072,90.12,0.3087,163.671,19.8,10.99,0,0,0.011361,1,15933201.42,sts_inno_m,FLASH,2024-03-25
2020-10,HR,GR376,25,117.875,111.715,123.579,74.69,1.7623,164.187,27.63,49.23,0,0,0.002413,0,17659914.55,sts_inpr_m,FIRST,2025-04-20
2020-11,FI,ES2,32,118.109,109.662,116.739,79.73,1.6732,165.795,31.62,32.56,0,0,0.003225,1,38266862.98,sts_inpp_m,SECOND,2025-07-10
2020-12,IE,FR199,39,117.227,108.055,127.071,65.2,0.8687,166.219,31.92,31.41,0,0,0.000846,1,44390631.91,sts_inod_m,BENCHMARK,2025-11-17
2021-01,MT,NL24,46,119.34,118.899,124.792,83.55,0.5596,166.732,59.31,28.56,0,1,0.002327,1,77730410.94,sts_inlb_m,FLASH,2024-06-27
2021-02,SK,PT113,53,119.205,111.542,127.999,84.39,1.3644,167.358,26.99,32.83,0,0,0.006002,1,13636951.22,sts_inno_m,FIRST,2026-01-27
2021-03,BE,ES77,60,118.705,110.015,130.484,89.63,2.576,167.419,17.0,5.26,0,0,0.002321,0,3335643.98,sts_inpr_m,SECOND,2025-02-13
2021-04,DK,SI42,67,119.582,119.945,128.571,85.39,2.8556,166.53,58.51,60.03,0,0,0.004899,1,46530099.14,sts_inpp_m,BENCHMARK,2024-10-09
2021-05,GR,SK76,74,121.374,122.243,131.122,76.31,1.2783,168.375,44.49,43.04,0,0,0.005683,1,46640253.44,sts_inod_m,FLASH,2025-11-23
2021-06,LT,LV48,81,120.084,115.911,116.681,89.31,2.6385,167.878,11.58,57.08,0,0,0.001456,1,4494894.61,sts_inlb_m,FIRST,2025-06-01
2021-07,PT,CY244,88,122.466,115.919,135.022,72.03,1.8458,168.889,39.7,78.66,1,1,0.003508,1,79726837.26,sts_inno_m,SECOND,2024-07-24
2021-08,SE,AT292,95,121.507,116.066,125.017,65.73,3.2994,168.064,63.73,63.53,0,1,0.007783,1,45350235.5,sts_inpr_m,BENCHMARK,2024-04-25
2021-09,CY,IE59,12,121.946,113.548,119.109,73.6,2.3303,169.691,63.37,66.36,0,0,0.008444,1,23712333.74,sts_inpp_m,FLASH,2025-09-08
2021-10,FR,SE834,19,122.801,126.222,135.483,86.99,0.904,169.53,63.81,75.78,0,0,0.002082,0,43761181.18,sts_inod_m,FIRST,2025-06-29
2021-11,IT,SE82,26,122.539,120.998,135.177,77.73,1.3177,170.014,10.46,23.97,0,0,0.002867,1,3081920.8,sts_inlb_m,SECOND,2024-11-09
2021-12,NL,RO110,33,124.23,124.707,117.996,82.05,0.7622,169.893,53.55,30.84,0,0,0.000551,1,233114.31,sts_inno_m,BENCHMARK,2024-11-03
2022-01,SI,LT73,40,125.061,127.904,141.024,74.54,2.2216,170.256,55.56,64.9,1,0,0.003187,0,92980323.92,sts_inpr_m,FLASH,2024-01-25
2022-02,BG,BE71,47,124.587,128.619,112.937,68.23,3.7801,171.503,75.21,36.85,0,0,0.010236,1,40129857.01,sts_inpp_m,FIRST,2025-10-16
2022-03,EE,DK96,54,125.924,117.247,131.29,87.92,3.337,171.514,25.17,70.91,0,0,0.003156,1,29077056.92,sts_inod_m,SECOND,2026-01-28
2022-04,HU,CZ9,61,125.447,118.161,119.737,89.66,2.1186,172.744,56.19,83.25,1,0,0.00913,1,40035567.42,sts_inlb_m,BENCHMARK,2024-05-29
2022-05,LU,LV358,68,126.253,130.073,116.478,72.3,3.372,171.915,16.58,62.84,0,0,0.006017,1,38058971.51,sts_inno_m,FLASH,2024-12-01
2022-06,RO,BG866,75,125.953,132.201,120.143,74.92,2.8573,172.82,71.37,20.17,0,0,0.008949,1,39225851.57,sts_inpr_m,FIRST,2025-07-07
2022-07,AT,CZ4,82,125.588,122.76,136.922,85.02,0.8243,173.767,51.22,32.86,0,0,0.010048,0,25032134.1,sts_inpp_m,SECOND,2026-01-13
2022-08,CZ,SK8,89,128.2,135.952,114.553,73.78,3.2101,174.011,27.01,51.92,0,0,0.011184,1,38888058.15,sts_inod_m,BENCHMARK,2025-01-19
2022-09,DE,BE88,96,126.803,128.246,123.074,79.64,3.4553,173.903,42.08,8.32,0,1,0.005833,1,9561737.73,sts_inlb_m,FLASH,2024-08-16
2022-10,LV,BE3,13,127.535,132.146,119.85,65.26,1.2989,175.162,10.59,62.98,0,1,0.00932,1,8453944.94,sts_inno_m,FIRST,2025-04-07
2022-11,PL,LV56,20,129.516,131.709,143.631,83.36,0.6332,175.373,26.57,7.72,0,0,0.00982,1,8870140.38,sts_inpr_m,SECOND,2025-02-18
2022-12,ES,SI67,27,129.756,122.259,123.86,84.53,0.8399,175.876,40.33,49.45,0,0,0.010366,1,13570030.27,sts_inpp_m,BENCHMARK,2025-04-04
2023-01,HR,FI952,34,130.058,139.137,116.291,72.59,0.7469,176.513,27.51,9.08,0,0,0.006582,1,40173933.75,sts_inod_m,FLASH,2024-04-20
2023-02,FI,BG57,41,129.21,126.08,143.261,63.97,3.3949,175.651,48.83,35.71,0,0,0.008474,0,37267079.61,sts_inlb_m,FIRST,2025-06-17
2023-03,IE,NL6,48,130.142,131.341,139.529,68.02,2.113,176.164,36.41,28.14,1,0,0.006203,1,79054178.68,sts_inno_m,SECOND,2024-03-19
2023-04,MT,NL865,55,129.815,126.445,120.742,72.29,0.2763,176.527,56.81,78.49,0,0,0.000785,1,46225146.59,sts_inpr_m,BENCHMARK,2024-05-19
2023-05,SK,LU511,62,132.372,141.906,142.989,63.03,0.4114,177.574,44.1,41.49,0,0,0.011447,0,29276649.04,sts_inpp_m,FLASH,2024-10-13
2023-06,BE,IT576,69,132.469,129.209,137.848,67.77,2.408,177.543,39.74,9.24,0,0,0.007571,1,30546181.18,sts_inod_m,FIRST,2025-06-28
2023-07,DK,DK189,76,131.688,125.521,137.708,87.68,3.4672,178.933,41.27,24.41,0,0,0.009336,1,12296838.2,sts_inlb_m,SECOND,2025-10-14
2023-08,GR,SI793,83,132.721,135.629,133.895,66.14,1.8062,177.996,43.43,15.02,1,0,0.010402,0,23426555.34,sts_inno_m,BENCHMARK,2024-07-03
2023-09,LT,DK319,90,134.169,127.683,118.582,77.12,1.5622,75.688,77.0,11.6,0,0,0.005085,0,29852223.55,sts_inpr_m,FLASH,2025-09-15
2023-10,PT,SK676,97,133.645,135.861,130.798,83.44,3.4584,74.617,30.64,42.44,0,0,0.011895,1,23305824.53,sts_inpp_m,FIRST,2025-05-20
2023-11,SE,LT961,14,134.438,126.309,121.295,73.61,0.6511,76.69,35.11,61.79,0,0,0.002652,1,47728422.5,sts_inod_m,SECOND,2025-02-10
2023-12,CY,LT5,21,133.835,137.034,131.553,91.48,2.7287,76.343,63.51,45.16,0,0,0.011933,0,25444915.74,sts_inlb_m,BENCHMARK,2025-11-13
2024-01,FR,ES6,28,133.877,133.022,122.206,64.57,0.3653,76.478,65.92,74.98,0,1,0.002243,1,55766065.89,sts_inno_m,FLASH,2024-01-09
2024-02,IT,AT39,35,135.117,145.655,150.054,68.74,1.5679,76.381,38.41,13.53,0,0,0.002666,1,31701231.34,sts_inpr_m,FIRST,2025-06-06
2024-03,NL,ES3,42,135.802,146.021,131.771,85.84,1.4829,77.48,37.5,47.4,1,0,0.009275,0,94393526.98,sts_inpp_m,SECOND,2025-01-30
2024-04,SI,BG151,49,136.367,144.325,146.949,86.78,2.4344,77.689,41.58,74.1,0,0,0.004899,0,29629637.34,sts_inod_m,BENCHMARK,2024-11-30
2024-05,BG,CZ793,56,137.468,141.901,152.345,83.46,2.6962,78.228,66.44,44.66,0,0,0.004062,0,23565129.17,sts_inlb_m,FLASH,2024-12-30
2024-06,EE,IE55,63,137.654,134.508,149.41,71.26,2.6641,79.42,65.11,70.72,0,0,0.002052,1,224091.92,sts_inno_m,FIRST,2026-01-21
2024-07,HU,PT691,70,138.229,146.268,144.985,85.02,2.589,79.509,41.26,10.72,0,0,0.006432,1,21114421.45,sts_inpr_m,SECOND,2024-10-02
2024-08,LU,RO258,77,138.836,141.754,150.274,67.23,2.775,78.96,39.68,59.35,0,0,0.007518,1,38400748.44,sts_inpp_m,BENCHMARK,2025-10-13
2024-09,RO,CZ339,84,137.503,140.233,133.053,68.28,1.8552,79.087,30.47,20.64,1,0,0.001164,0,32987445.27,sts_inod_m,FLASH,2025-08-10
2024-10,AT,FR529,91,139.687,142.649,123.048,77.74,3.514,79.309,24.94,24.97,0,0,0.005381,1,36831105.27,sts_inlb_m,FIRST,2025-08-22
2024-11,CZ,DK964,98,140.017,129.192,126.08,88.36,2.5638,80.447,37.07,81.49,0,0,0.000281,1,27147626.44,sts_inno_m,SECOND,2024-04-05
2024-12,DE,EE173,15,139.769,133.035,125.238,68.64,3.784,81.568,60.95,78.77,0,0,0.005166,1,30465516.36,sts_inpr_m,BENCHMARK,2024-06-01
2025-01,LV,PT732,22,139.772,138.906,125.803,90.4,1.435,81.218,52.32,26.6,0,1,0.005018,0,27834062.17,sts_inpp_m,FLASH,2024-04-10
2025-02,PL,RO3,29,140.472,140.56,149.887,65.98,0.435,81.351,24.12,44.51,1,1,0.004014,1,74619177.9,sts_inod_m,FIRST,2024-08-14
2025-03,ES,HR765,36,140.654,136.086,146.345,65.71,3.1071,82.318,65.54,67.12,0,0,0.009111,1,7956783.07,sts_inlb_m,SECOND,2025-02-09
2025-04,HR,PL579,43,142.259,137.018,152.168,67.7,1.722,82.753,74.88,13.6,0,0,0.00599,1,38354576.22,sts_inno_m,BENCHMARK,2025-02-01
2025-05,FI,FR119,50,143.176,143.844,150.207,68.33,2.5521,82.003,60.58,57.56,0,0,0.002643,1,23612128.86,sts_inpr_m,FLASH,2025-10-26
2025-06,IE,LU224,57,143.29,142.047,131.582,90.9,1.5429,82.786,51.53,65.51,0,0,0.011369,0,41750566.58,sts_inpp_m,FIRST,2024-08-26
2025-07,MT,SE89,64,142.361,140.236,146.379,62.18,0.3417,83.465,67.96,63.91,0,0,0.006462,1,5724463.37,sts_inod_m,SECOND,2024-08-21
2025-08,SK,FI2,71,143.403,136.14,148.296,83.83,2.0022,83.846,42.29,34.28,1,0,0.001581,0,76411985.38,sts_inlb_m,BENCHMARK,2024-02-04
2025-09,BE,RO1,78,143.48,151.213,135.937,80.43,1.7366,83.808,27.87,47.89,0,0,0.003986,1,2548482.27,sts_inno_m,FLASH,2025-07-11
2025-10,DK,IE285,85,145.092,141.271,158.767,77.73,1.817,84.631,77.04,29.47,1,0,0.000303,1,74802246.84,sts_inpr_m,FIRST,2025-10-10
2025-11,GR,NL882,92,145.177,149.977,161.046,77.55,2.5083,86.045,53.4,35.74,0,0,0.010646,0,6484958.27,sts_inpp_m,SECOND,2026-01-08
2025-12,LT,HU918,99,144.477,138.597,131.621,65.86,2.9169,86.776,13.89,44.71,0,0,0.00644,1,16273287.54,sts_inod_m,BENCHMARK,2025-07-10
2026-01,PT,PL34,16,146.513,138.541,129.007,84.89,0.1519,86.109,8.96,40.29,0,0,0.003569,1,18239792.31,sts_inlb_m,FLASH,2025-05-06
2026-02,SE,SE49,23,145.482,147.833,131.42,83.71,0.6457,85.68,38.33,84.01,0,1,0.010393,1,12778336.72,sts_inno_m,FIRST,2024-05-27
2026-03,CY,SK568,30,146.473,157.112,146.154,74.97,1.3221,86.133,18.42,53.05,0,0,0.007084,1,36010467.72,sts_inpr_m,SECOND,2024-07-12
2026-04,FR,RO6,37,145.805,148.986,158.911,69.23,1.5032,86.985,63.51,40.64,0,1,0.005863,1,2944882.66,sts_inpp_m,BENCHMARK,2025-05-06
2026-05,IT,BE2,44,147.379,144.782,151.108,92.12,1.5193,87.055,17.6,17.56,0,0,0.001966,1,18935325.5,sts_inod_m,FLASH,2025-09-04
2026-06,NL,HU79,51,146.935,150.334,148.242,73.65,1.1932,88.691,29.81,77.71,0,0,0.004845,1,37530213.74,sts_inlb_m,FIRST,2024-09-23
2026-07,SI,CY7,58,149.01,154.007,147.98,77.94,3.5984,88.504,25.17,28.98,0,0,0.004232,1,6741147.29,sts_inno_m,SECOND,2025-10-16
2026-08,BG,NL313,65,148.977,147.863,133.192,69.7,2.1372,89.97,30.72,25.02,0,0,0.007253,0,37907657.66,sts_inpr_m,BENCHMARK,2026-02-24
2026-09,EE,BG6,72,150.085,149.95,149.783,69.14,0.9242,89.145,42.87,32.23,0,1,0.010423,1,74280852.0,sts_inpp_m,FLASH,2024-06-19
2026-10,HU,CY684,79,150.655,153.232,159.986,78.21,1.4194,89.044,29.89,14.77,0,0,0.002474,0,27478400.96,sts_inod_m,FIRST,2025-12-08
2026-11,LU,SK82,86,150.327,148.291,147.722,87.28,2.1458,90.144,46.98,24.0,0,1,0.004696,0,47776832.37,sts_inlb_m,SECOND,2024-10-22
2026-12,RO,IT817,93,151.43,145.387,160.476,62.59,0.325,90.331,24.76,72.11,0,0,0.000662,1,15779879.58,sts_inno_m,BENCHMARK,2024-12-30
2018-01,AT,HU1,10,151.383,157.338,149.423,84.76,3.4609,91.954,33.3,32.03,0,0,0.011639,0,27149873.5,sts_inpr_m,FLASH,2025-07-13
2018-02,CZ,GR4,17,151.144,146.634,146.182,82.94,3.0968,91.024,35.46,15.88,1,0,0.00191,1,15053762.51,sts_inpp_m,FIRST,2025-03-16
2018-03,DE,SK78,24,152.829,142.496,146.745,82.63,0.6638,92.74,61.39,46.88,0,0,0.004429,0,16410597.43,sts_inod_m,SECOND,2025-06-27
2018-04,LV,LT371,31,152.269,139.595,138.801,72.59,0.8251,91.502,20.29,79.24,0,0,0.008561,1,41322347.11,sts_inlb_m,BENCHMARK,2025-01-22
2018-05,PL,DK7,38,152.141,148.805,152.987,88.75,2.7125,92.983,59.84,25.33,0,0,0.001069,0,45716249.73,sts_inno_m,FLASH,2025-07-10
2018-06,ES,GR144,45,153.516,144.96,152.408,84.44,0.2565,92.234,53.34,73.76,0,0,0.00361,1,26819840.47,sts_inpr_m,FIRST,2024-05-23
2018-07,HR,IE5,52,152.686,150.1,162.291,67.07,2.2316,93.827,66.67,39.25,0,0,0.010268,1,3252468.77,sts_inpp_m,SECOND,2025-02-03
2018-08,FI,IT49,59,154.305,147.458,159.905,85.45,0.6496,93.259,61.87,60.39,0,0,0.004051,0,41571314.17,sts_inod_m,BENCHMARK,2025-06-25
2018-09,IE,RO916,66,155.067,151.932,166.531,91.78,2.5203,93.901,9.48,11.55,0,1,0.006772,1,33493109.52,sts_inlb_m,FLASH,2025-10-23
2018-10,MT,LV58,73,154.641,160.914,172.334,69.54,3.4626,94.873,75.76,75.79,0,0,0.010183,0,23225074.91,sts_inno_m,FIRST,2025-07-05
2018-11,SK,PL597,80,154.802,150.933,155.351,88.87,2.7385,95.265,57.86,12.23,0,0,0.004149,0,22568188.14,sts_inpr_m,SECOND,2024-03-11
2018-12,BE,ES151,87,156.255,159.905,172.652,87.34,2.3922,95.618,51.47,69.98,1,0,0.010832,1,22786478.28,sts_inpp_m,BENCHMARK,2025-08-30
2019-01,DK,NL186,94,155.626,156.77,162.244,72.42,0.8157,95.8,40.77,33.52,0,0,0.006118,1,31496807.62,sts_inod_m,FLASH,2025-05-12
2019-02,GR,LV957,11,156.973,159.027,152.136,83.85,3.5194,95.704,63.83,57.3,0,1,0.003496,1,73450620.57,sts_inlb_m,FIRST,2024-01-06
2019-03,LT,PT6,18,157.987,145.587,167.496,76.54,1.2999,97.285,71.12,68.58,0,1,0.001712,1,72086667.75,sts_inno_m,SECOND,2025-06-21
2019-04,PT,ES412,25,157.753,160.434,153.434,65.56,0.9526,96.716,8.67,49.1,0,0,0.002681,1,43391695.35,sts_inpr_m,BENCHMARK,2025-08-07
2019-05,SE,GR437,32,157.219,168.652,173.546,89.25,1.3534,97.515,45.81,26.02,0,0,0.004549,1,36079015.11,sts_inpp_m,FLASH,2026-02-22
2019-06,CY,DE813,39,159.037,161.716,141.442,92.39,2.5791,97.502,69.92,59.63,0,0,0.000609,1,8177399.17,sts_inod_m,FIRST,2024-01-08
2019-07,FR,EE246,46,159.171,146.093,144.999,83.88,0.4639,97.654,34.69,6.51,0,0,0.001974,0,22174366.35,sts_inlb_m,SECOND,2024-07-08
2019-08,IT,BE7,53,160.687,151.761,150.857,92.19,3.6184,98.604,59.2,23.76,1,0,0.001868,0,34188711.96,sts_inno_m,BENCHMARK,2024-08-10
2019-09,NL,FI1,60,158.81,169.745,152.072,87.12,3.2199,98.272,75.7,73.13,0,0,0.005126,1,15453852.83,sts_inpr_m,FLASH,2025-06-22
2019-10,SI,GR112,67,160.272,164.238,145.204,76.9,1.1243,99.752,29.78,40.24,0,0,0.011247,1,483721.08,sts_inpp_m,FIRST,2025-01-28
2019-11,BG,BG4,74,160.88,154.146,179.767,83.08,1.9053,100.397,50.57,67.26,0,0,0.003057,1,28096041.35,sts_inod_m,SECOND,2024-12-05
2019-12,EE,PT12,81,162.286,168.123,176.779,80.36,2.9306,100.113,17.0,55.78,0,1,0.003214,1,74712427.91,sts_inlb_m,BENCHMARK,2025-06-09
2020-01,HU,SI856,88,161.899,167.001,161.898,63.86,1.4476,101.473,59.2,48.16,0,0,0.004859,0,1739836.75,sts_inno_m,FLASH,2025-12-23
2020-02,LU,LV532,95,162.729,169.754,172.556,77.29,3.0429,101.864,17.63,38.17,0,0,0.004329,1,13107039.08,sts_inpr_m,FIRST,2024-02-13
2020-03,RO,PT37,12,162.008,156.376,164.908,63.83,0.5901,101.342,69.2,35.93,0,0,0.011322,1,25121644.5,sts_inpp_m,SECOND,2024-12-06
2020-04,AT,SE91,19,162.552,159.597,142.801,81.32,1.5659,100.957,13.55,41.22,0,1,0.005725,1,74982767.91,sts_inod_m,BENCHMARK,2024-12-01
2020-05,CZ,LT70,26,163.246,161.865,153.395,68.71,2.672,101.523,27.6,32.34,0,1,0.007347,1,79176528.43,sts_inlb_m,FLASH,2024-10-13
2020-06,DE,IT91,33,165.06,175.306,155.689,78.41,0.9419,102.116,32.6,36.53,0,0,0.002551,1,42810559.72,sts_inno_m,FIRST,2025-09-16
2020-07,LV,LT16,40,165.394,153.273,149.148,88.91,0.2572,102.431,57.2,76.36,0,1,0.011046,0,44904239.88,sts_inpr_m,SECOND,2024-11-12
2020-08,PL,SE12,47,164.396,177.543,152.943,75.92,0.7708,102.558,38.58,16.68,0,0,0.002024,1,22402264.26,sts_inpp_m,BENCHMARK,2025-09-22
2020-09,ES,SI2,54,164.244,160.184,163.185,83.8,1.1267,104.694,58.58,79.74,0,0,0.004777,1,44236832.81,sts_inod_m,FLASH,2024-05-25
2020-10,HR,LU23,61,165.459,166.895,170.3,68.03,0.8437,104.067,16.35,56.62,0,0,0.005093,1,18711055.68,sts_inlb_m,FIRST,2025-02-22
2020-11,FI,CZ5,68,166.876,178.93,150.627,73.67,1.4089,104.863,28.34,46.83,0,0,0.008255,1,37387938.78,sts_inno_m,SECOND,2025-08-28
2020-12,IE,LV6,75,167.59,178.529,167.764,76.74,0.2724,105.026,59.81,83.46,0,1,0.011138,0,34112894.52,sts_inpr_m,BENCHMARK,2025-02-18
2021-01,MT,FR728,82,167.287,169.211,157.655,70.16,0.3291,104.868,59.3,76.31,0,1,0.008835,1,24855005.46,sts_inpp_m,FLASH,2025-02-20
2021-02,SK,GR87,89,168.345,157.336,174.919,62.74,3.6701,105.381,15.96,18.56,0,0,0.002552,0,20212842.6,sts_inod_m,FIRST,2024-05-14
2021-03,BE,DE751,96,167.535,165.681,185.967,72.66,3.5378,106.986,40.43,56.26,0,0,0.002583,1,37100410.23,sts_inlb_m,SECOND,2025-03-27
2021-04,DK,LT8,13,169.547,157.625,153.534,66.36,3.3999,107.019,22.67,67.28,0,1,0.011691,0,72053167.44,sts_inno_m,BENCHMARK,2025-11-07
2021-05,GR,FI46,20,169.038,181.912,170.042,74.78,1.9015,107.546,36.33,23.2,0,0,0.007578,1,46078820.77,sts_inpr_m,FLASH,2026-01-16
2021-06,LT,RO920,27,170.556,166.049,173.047,69.44,1.3827,106.877,44.9,75.65,0,0,0.004195,0,32645447.98,sts_inpp_m,FIRST,2024-09-11
2021-07,PT,CZ211,34,170.282,156.725,173.596,78.79,3.2658,107.427,16.71,69.83,0,0,0.007759,0,30322390.3,sts_inod_m,SECOND,2026-01-26
2021-08,SE,FI538,41,170.725,177.682,150.635,68.34,0.4104,108.047,67.04,35.73,0,0,0.005302,0,43645975.76,sts_inlb_m,BENCHMARK,2025-11-24
2021-09,CY,BE510,48,171.957,164.917,171.782,73.02,1.2031,107.644,64.44,56.05,0,0,0.007458,1,33520209.48,sts_inno_m,FLASH,2026-02-18
2021-10,FR,LU89,55,170.901,160.381,190.999,83.92,2.7383,108.977,18.43,72.43,0,0,0.000811,1,18952360.91,sts_inpr_m,FIRST,2024-07-13
2021-11,IT,CZ527,62,170.611,175.579,169.329,64.42,2.263,109.932,62.92,13.0,0,1,0.003163,0,13202728.9,sts_inpp_m,SECOND,2025-11-10
2021-12,NL,LV682,69,172.599,165.251,192.734,67.06,1.3144,110.381,72.41,47.7,0,1,0.009666,1,18402005.93,sts_inod_m,BENCHMARK,2025-08-03
2022-01,SI,HR983,76,172.378,162.157,187.982,78.67,0.8356,110.854,61.74,8.47,0,0,0.011659,0,13595339.59,sts_inlb_m,FLASH,2025-07-12
2022-02,BG,SI789,83,172.836,163.691,170.896,79.44,1.313,111.348,68.83,5.03,0,0,0.009338,1,1093532.52,sts_inno_m,FIRST,2025-11-20
2022-03,EE,IT270,90,172.384,163.094,154.609,83.56,1.9017,110.616,45.07,23.63,0,0,0.004943,1,21860122.63,sts_inpr_m,SECOND,2025-11-03
2022-04,HU,IT33,97,173.324,186.682,185.62,90.33,0.6767,111.144,49.17,83.92,0,0,0.011681,1,39106959.82,sts_inpp_m,BENCHMARK,2025-03-03
2022-05,LU,CZ68,14,173.975,184.743,155.399,76.62,3.6823,111.398,27.82,46.45,0,0,0.003686,0,32900990.78,sts_inod_m,FLASH,2026-02-21
2022-06,RO,SE3,21,175.663,161.43,155.122,71.16,2.3326,112.616,32.01,51.09,1,0,0.004198,1,4786563.2,sts_inlb_m,FIRST,2025-10-12
2022-07,AT,HR67,28,175.907,181.543,194.704,68.6,3.163,112.366,66.75,65.84,0,1,0.010847,0,93829368.74,sts_inno_m,SECOND,2024-02-06
2022-08,CZ,NL4,35,176.257,181.299,162.853,79.72,0.7946,113.102,51.58,71.84,0,1,0.005192,0,59126487.7,sts_inpr_m,BENCHMARK,2025-05-10
2022-09,DE,NL7,42,175.942,177.262,161.727,63.72,0.8108,114.114,50.17,73.8,0,0,0.004037,0,19889680.53,sts_inpp_m,FLASH,2024-05-01
2022-10,LV,IT309,49,176.43,166.343,180.958,63.17,1.6108,114.425,51.52,83.89,0,0,0.001951,0,6300381.19,sts_inod_m,FIRST,2024-08-04
