gov_fedspend_obligation_date,gov_fedspend_program_cfda_number,gov_fedspend_awarding_agency_code,gov_fedspend_funding_subagency_code,gov_fedspend_recipient_uei_hash,gov_fedspend_recipient_type_code,gov_fedspend_award_amount_usd,gov_fedspend_award_type_code,gov_fedspend_assistance_listing_title,gov_fedspend_place_of_performance_geoid,gov_fedspend_primary_purpose_code,gov_fedspend_covid_relief_flag,gov_fedspend_infrastructure_act_flag,gov_fedspend_competition_indicator,gov_fedspend_matching_requirement_flag,gov_fedspend_period_of_performance_days,gov_fedspend_outlay_estimate_usd,gov_fedspend_deobligation_amount_usd,gov_fedspend_reporting_period_quarter,gov_fedspend_data_source_system
2017-04-27,84.813,AG08,SUBE,UEI000000000848,UNIVERSITY,211269773.73,GRANT,ED_INNOVATION,4839531422,SAFETY,0,0,SOLE_SOURCE,0,2110,142680918.74,10872787.08,Q2,SYSTEM_C
2017-04-28,70.819,AG01,SUBA,UEI000000000849,STATE_GOV,201459943.32,GRANT,CLIMATE_RESILIENCE,9210355612,SCI_TECH,0,0,FULL_AND_OPEN,1,1162,163687096.02,3948688.74,Q3,SYSTEM_B
2017-04-29,10.259,AG03,SUBF,UEI000000000850,STATE_GOV,64966023.46,OTHER,RESEARCH_INFRASTRUCTURE,6068869295,SCI_TECH,0,1,OTHER,1,3197,35899403.82,2001841.96,Q4,SYSTEM_C
2017-04-30,73.393,AG06,SUBF,UEI000000000851,LOCAL_GOV,162135393.94,COOP_AGREEMENT,HOUSING_SUPPORT,4196962348,OTHER,0,0,FORMULA,0,818,148674402.05,2072445.2,Q2,SYSTEM_A
2017-05-01,28.645,AG04,SUBC,UEI000000000852,LOCAL_GOV,53819281.98,GRANT,CLIMATE_RESILIENCE,3848639034,ENV,0,0,LIMITED,1,1155,24651301.49,2790135.1,Q1,SYSTEM_B
2017-05-02,18.072,AG01,SUBD,UEI000000000853,FOR_PROFIT,171094461.15,LOAN,TRANSPORT_IMPROVEMENTS,8249981564,EDU,0,0,FULL_AND_OPEN,0,584,156432906.8,15380447.12,Q4,SYSTEM_B
2017-05-03,33.193,AG01,SUBA,UEI000000000854,UNIVERSITY,98376155.21,COOP_AGREEMENT,ED_INNOVATION,4889583842,OTHER,0,0,FORMULA,0,3440,89921420.05,10381038.09,Q2,SYSTEM_A
2017-05-04,50.008,AG01,SUBF,UEI000000000855,FOR_PROFIT,62392334.11,GRANT,COMMUNITY_HEALTH,8701287758,ECON_DEV,0,0,FULL_AND_OPEN,0,2959,49336512.75,2346145.08,Q4,SYSTEM_A
2017-05-05,01.345,AG02,SUBB,UEI000000000856,STATE_GOV,112999188.95,GRANT,DISASTER_RELIEF,5570681334,HOUSING,0,0,LIMITED,0,3334,43897256.44,5859489.38,Q1,SYSTEM_B
2017-05-06,26.100,AG07,SUBE,UEI000000000857,STATE_GOV,153913876.13,COOP_AGREEMENT,TRANSPORT_IMPROVEMENTS,2703979416,TRANSPORT,0,0,FULL_AND_OPEN,1,1012,152006951.88,14047114.9,Q3,SYSTEM_A
2017-05-07,37.888,AG05,SUBF,UEI000000000858,NONPROFIT,166155640.19,DIRECT_PAYMENT,ED_INNOVATION,3563256969,OTHER,0,0,LIMITED,0,1141,90380041.65,17136652.63,Q1,SYSTEM_A
2017-05-08,02.274,AG01,SUBD,UEI000000000859,TRIBAL_GOV,183252020.82,GRANT,BROADBAND_ACCESS,3762601977,OTHER,1,1,LIMITED,0,587,120702377.77,1868000.55,Q3,SYSTEM_D
2017-05-09,07.355,AG03,SUBD,UEI000000000860,FOR_PROFIT,69850943.45,GRANT,SMALL_BUSINESS_SUPPORT,3995006591,ECON_DEV,0,0,FULL_AND_OPEN,0,2954,55282351.63,3641323.16,Q1,SYSTEM_A
2017-05-10,48.753,AG01,SUBF,UEI000000000861,NONPROFIT,213561925.62,GRANT,TRANSPORT_IMPROVEMENTS,2895259374,SAFETY,1,0,FORMULA,0,1500,139321455.9,1549641.56,Q1,SYSTEM_B
2017-05-11,69.491,AG07,SUBC,UEI000000000862,LOCAL_GOV,249053175.81,GRANT,RESEARCH_INFRASTRUCTURE,9132136153,SAFETY,0,1,SOLE_SOURCE,0,3588,114368674.17,17170185.11,Q1,SYSTEM_D
2017-05-12,80.396,AG01,SUBE,UEI000000000863,NONPROFIT,27252175.31,GRANT,TRANSPORT_IMPROVEMENTS,6955201840,HOUSING,0,0,LIMITED,1,117,10504936.09,2175810.47,Q3,SYSTEM_B
2017-05-13,30.688,AG05,SUBE,UEI000000000864,FOR_PROFIT,63206666.35,GRANT,TRANSPORT_IMPROVEMENTS,6787816910,OTHER,0,0,LIMITED,1,3158,46096131.52,4331967.11,Q2,SYSTEM_A
2017-05-14,63.523,AG08,SUBA,UEI000000000865,FOR_PROFIT,230747340.08,GRANT,RESEARCH_INFRASTRUCTURE,4484266703,EDU,0,0,FORMULA,0,165,102822314.85,26245418.05,Q2,SYSTEM_D
2017-05-15,48.708,AG04,SUBF,UEI000000000866,NONPROFIT,36623714.77,COOP_AGREEMENT,CLIMATE_RESILIENCE,5882055578,TRANSPORT,0,0,LIMITED,0,170,32099274.92,356530.18,Q3,SYSTEM_B
2017-05-16,86.748,AG02,SUBE,UEI000000000867,UNIVERSITY,31798668.44,COOP_AGREEMENT,COMMUNITY_HEALTH,1096265717,SCI_TECH,0,1,FORMULA,0,928,23015552.58,478082.81,Q2,SYSTEM_C
2017-05-17,98.687,AG07,SUBB,UEI000000000868,LOCAL_GOV,123101392.55,GRANT,SMALL_BUSINESS_SUPPORT,6735410132,SCI_TECH,0,0,LIMITED,1,1750,98176325.81,12859783.86,Q4,SYSTEM_C
2017-05-18,36.382,AG02,SUBE,UEI000000000869,LOCAL_GOV,58567492.95,CONTRACT,WORKFORCE_TRAINING,3570697471,OTHER,0,0,FULL_AND_OPEN,0,1840,44914734.8,6847437.76,Q1,SYSTEM_A
2017-05-19,07.558,AG07,SUBA,UEI000000000870,STATE_GOV,200009444.31,LOAN,PUBLIC_SAFETY,8673818439,SCI_TECH,0,0,SOLE_SOURCE,1,528,173547956.74,4075862.93,Q4,SYSTEM_D
2017-05-20,44.145,AG06,SUBA,UEI000000000871,FOR_PROFIT,91861133.78,CONTRACT,COMMUNITY_HEALTH,7470914206,ENERGY,0,0,FULL_AND_OPEN,0,949,59412291.92,10083814.28,Q3,SYSTEM_B
2017-05-21,50.717,AG07,SUBB,UEI000000000872,LOCAL_GOV,109841062.35,DIRECT_PAYMENT,CLIMATE_RESILIENCE,8627099842,HEALTH,1,0,FULL_AND_OPEN,0,3120,112892149.41,7363896.84,Q3,SYSTEM_C
2017-05-22,98.237,AG05,SUBA,UEI000000000873,UNIVERSITY,124817519.53,GRANT,RESEARCH_INFRASTRUCTURE,7477183581,ENV,0,0,FULL_AND_OPEN,0,2316,113550578.36,1101788.91,Q2,SYSTEM_D
2017-05-23,56.206,AG03,SUBF,UEI000000000874,NONPROFIT,216031997.32,GRANT,COMMUNITY_HEALTH,5126655187,ENERGY,0,0,FORMULA,0,2275,85077658.7,21756079.93,Q3,SYSTEM_D
2017-05-24,12.030,AG02,SUBC,UEI000000000875,UNIVERSITY,245026095.15,CONTRACT,DISASTER_RELIEF,6622971322,ENV,0,0,OTHER,0,2320,220716049.5,20717914.11,Q1,SYSTEM_B
2017-05-25,04.648,AG03,SUBF,UEI000000000876,NONPROFIT,231352577.67,LOAN,TRANSPORT_IMPROVEMENTS,4810687198,HEALTH,0,0,FORMULA,0,81,153595618.21,26482355.39,Q3,SYSTEM_C
2017-05-26,01.731,AG07,SUBF,UEI000000000877,LOCAL_GOV,182942729.52,OTHER,DISASTER_RELIEF,7963777184,ECON_DEV,0,1,LIMITED,1,105,97013185.03,11179840.23,Q1,SYSTEM_D
2017-05-27,91.143,AG01,SUBF,UEI000000000878,UNIVERSITY,138088824.78,DIRECT_PAYMENT,DISASTER_RELIEF,4709958973,ECON_DEV,0,0,SOLE_SOURCE,0,2828,78408480.48,11496074.65,Q2,SYSTEM_C
2017-05-28,37.660,AG02,SUBB,UEI000000000879,FOR_PROFIT,89657811.33,GRANT,CLIMATE_RESILIENCE,2970004828,ENERGY,0,0,FULL_AND_OPEN,1,3534,40942023.8,9718271.02,Q4,SYSTEM_A
2017-05-29,32.088,AG05,SUBB,UEI000000000880,STATE_GOV,109534689.56,LOAN,SMALL_BUSINESS_SUPPORT,7580566694,ENERGY,0,1,FULL_AND_OPEN,0,1898,103994921.33,6994671.56,Q3,SYSTEM_C
2017-05-30,90.863,AG08,SUBD,UEI000000000881,TRIBAL_GOV,75558923.32,GRANT,COMMUNITY_HEALTH,6726634222,SCI_TECH,0,0,LIMITED,0,3382,31171278.04,5317751.32,Q3,SYSTEM_B
2017-05-31,16.246,AG03,SUBA,UEI000000000882,NONPROFIT,129021296.57,GRANT,BROADBAND_ACCESS,6037109325,HEALTH,0,0,FORMULA,0,2038,113483536.69,233955.56,Q2,SYSTEM_C
2017-06-01,57.470,AG02,SUBC,UEI000000000883,UNIVERSITY,74608706.16,GRANT,WORKFORCE_TRAINING,2288644839,TRANSPORT,1,0,FORMULA,0,2852,59495837.55,3117097.34,Q3,SYSTEM_A
2017-06-02,79.861,AG06,SUBD,UEI000000000884,NONPROFIT,202255073.79,GRANT,WORKFORCE_TRAINING,5621942121,HEALTH,0,0,SOLE_SOURCE,0,226,90692637.95,15334479.26,Q2,SYSTEM_A
2017-06-03,51.782,AG07,SUBB,UEI000000000885,NONPROFIT,154961458.93,LOAN,CLIMATE_RESILIENCE,4554156970,SAFETY,1,0,SOLE_SOURCE,0,1394,107697768.39,10430126.65,Q4,SYSTEM_C
2017-06-04,73.542,AG03,SUBD,UEI000000000886,STATE_GOV,100202695.55,CONTRACT,WORKFORCE_TRAINING,3800039217,EDU,0,0,LIMITED,0,3589,90837280.41,2105563.24,Q2,SYSTEM_B
2017-06-05,36.020,AG02,SUBE,UEI000000000887,NONPROFIT,133616337.66,CONTRACT,TRANSPORT_IMPROVEMENTS,5547165105,HOUSING,0,0,SOLE_SOURCE,0,1640,105001026.6,3760258.4,Q4,SYSTEM_D
2017-06-06,76.569,AG07,SUBE,UEI000000000888,TRIBAL_GOV,229026347.55,LOAN,CLIMATE_RESILIENCE,9664158961,SCI_TECH,0,0,FORMULA,0,471,149871846.49,14940483.03,Q2,SYSTEM_A
2017-06-07,42.008,AG03,SUBA,UEI000000000889,NONPROFIT,59146371.99,LOAN,WORKFORCE_TRAINING,6319935389,SCI_TECH,0,0,FORMULA,1,2850,59452360.72,210241.12,Q4,SYSTEM_D
2017-06-08,29.808,AG01,SUBA,UEI000000000890,NONPROFIT,29164996.16,GRANT,TRANSPORT_IMPROVEMENTS,4044794394,SCI_TECH,0,0,FULL_AND_OPEN,1,2947,17204326.11,1621216.37,Q3,SYSTEM_D
2017-06-09,73.858,AG05,SUBB,UEI000000000891,TRIBAL_GOV,14450438.77,LOAN,SMALL_BUSINESS_SUPPORT,2117776599,ENV,0,0,FORMULA,1,3165,10943778.32,1646382.55,Q3,SYSTEM_B
2017-06-10,22.663,AG05,SUBF,UEI000000000892,NONPROFIT,210618411.93,OTHER,ED_INNOVATION,2984956699,HOUSING,0,0,FORMULA,0,3429,114536444.64,3745236.01,Q4,SYSTEM_B
2017-06-11,03.131,AG05,SUBC,UEI000000000893,UNIVERSITY,27990538.94,COOP_AGREEMENT,WORKFORCE_TRAINING,3244298448,EDU,0,0,LIMITED,0,2843,25192065.61,2196669.75,Q3,SYSTEM_A
2017-06-12,73.383,AG05,SUBE,UEI000000000894,LOCAL_GOV,182083920.21,COOP_AGREEMENT,PUBLIC_SAFETY,1412275598,SAFETY,0,1,FULL_AND_OPEN,1,92,106172535.32,6874689.09,Q1,SYSTEM_C
2017-06-13,56.353,AG08,SUBF,UEI000000000895,LOCAL_GOV,32960727.76,COOP_AGREEMENT,PUBLIC_SAFETY,5169289296,ENV,0,0,OTHER,0,3401,22867152.89,895357.55,Q1,SYSTEM_C
2017-06-14,16.795,AG02,SUBF,UEI000000000896,NONPROFIT,175842912.38,GRANT,WORKFORCE_TRAINING,9177600179,SAFETY,0,0,FORMULA,0,1742,183820930.58,16414111.6,Q4,SYSTEM_D
2017-06-15,86.931,AG04,SUBC,UEI000000000897,STATE_GOV,177716283.57,GRANT,HOUSING_SUPPORT,5757289301,SAFETY,0,0,FULL_AND_OPEN,1,142,73486186.36,17973496.17,Q3,SYSTEM_A
2017-06-16,97.199,AG07,SUBB,UEI000000000898,NONPROFIT,24620569.76,GRANT,BROADBAND_ACCESS,6709151809,ECON_DEV,0,0,FORMULA,0,1182,16379522.96,1375486.28,Q2,SYSTEM_C
2017-06-17,83.367,AG03,SUBF,UEI000000000899,LOCAL_GOV,84662201.49,GRANT,COMMUNITY_HEALTH,6009261086,ENERGY,0,0,SOLE_SOURCE,1,2190,45614175.03,8929728.63,Q1,SYSTEM_C
2017-06-18,20.480,AG02,SUBD,UEI000000000900,FOR_PROFIT,172046887.15,CONTRACT,ED_INNOVATION,2636296084,SCI_TECH,0,1,OTHER,0,2632,103877492.52,13809469.44,Q3,SYSTEM_B
2017-06-19,09.595,AG05,SUBC,UEI000000000901,NONPROFIT,85753823.59,GRANT,RESEARCH_INFRASTRUCTURE,8842784195,SCI_TECH,1,0,FORMULA,1,760,49068516.85,6099845.38,Q4,SYSTEM_A
2017-06-20,74.998,AG08,SUBB,UEI000000000902,LOCAL_GOV,204219298.71,GRANT,BROADBAND_ACCESS,7154248802,HOUSING,1,0,FULL_AND_OPEN,0,3624,91215780.47,11545952.6,Q4,SYSTEM_B
2017-06-21,27.752,AG02,SUBC,UEI000000000903,NONPROFIT,234284396.97,COOP_AGREEMENT,PUBLIC_SAFETY,8657935611,HOUSING,0,0,FORMULA,0,610,175632452.02,12395993.94,Q4,SYSTEM_C
2017-06-22,61.368,AG05,SUBC,UEI000000000904,FOR_PROFIT,221054206.82,COOP_AGREEMENT,WORKFORCE_TRAINING,2790424421,TRANSPORT,1,0,FULL_AND_OPEN,0,679,100778616.2,22342163.94,Q3,SYSTEM_C
2017-06-23,67.888,AG01,SUBF,UEI000000000905,FOR_PROFIT,80191249.52,GRANT,RESEARCH_INFRASTRUCTURE,8829231867,EDU,0,0,FULL_AND_OPEN,0,2285,68329595.79,2272284.67,Q2,SYSTEM_D
2017-06-24,40.560,AG02,SUBC,UEI000000000906,NONPROFIT,52870122.93,CONTRACT,CLIMATE_RESILIENCE,7294081849,ECON_DEV,0,0,FORMULA,0,1444,31534725.33,4559116.44,Q1,SYSTEM_D
2017-06-25,71.776,AG01,SUBB,UEI000000000907,LOCAL_GOV,28760642.44,COOP_AGREEMENT,COMMUNITY_HEALTH,3271157968,EDU,0,0,SOLE_SOURCE,0,1368,22786631.38,1958531.02,Q4,SYSTEM_A
2017-06-26,90.263,AG02,SUBC,UEI000000000908,INDIVIDUAL,61389944.78,COOP_AGREEMENT,BROADBAND_ACCESS,7429952931,ECON_DEV,0,0,FULL_AND_OPEN,0,604,35861880.34,3661572.64,Q4,SYSTEM_D
2017-06-27,71.154,AG03,SUBF,UEI000000000909,UNIVERSITY,97115816.36,OTHER,RESEARCH_INFRASTRUCTURE,8189043890,EDU,0,1,SOLE_SOURCE,0,1595,40826416.94,9010077.22,Q4,SYSTEM_A
2017-06-28,03.788,AG03,SUBB,UEI000000000910,UNIVERSITY,49042672.81,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,5363589987,SCI_TECH,0,1,FORMULA,0,3523,39929250.77,156020.28,Q1,SYSTEM_C
2017-06-29,77.952,AG04,SUBF,UEI000000000911,STATE_GOV,178569846.19,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,3781256375,OTHER,0,0,FULL_AND_OPEN,0,521,146913053.19,19740039.18,Q2,SYSTEM_B
2017-06-30,59.479,AG02,SUBD,UEI000000000912,NONPROFIT,213030574.69,GRANT,COMMUNITY_HEALTH,1252043009,HEALTH,0,0,FULL_AND_OPEN,1,3454,154103669.98,21562368.96,Q3,SYSTEM_C
2017-07-01,36.703,AG05,SUBD,UEI000000000913,NONPROFIT,73220916.83,LOAN,WORKFORCE_TRAINING,7472583114,SCI_TECH,0,0,SOLE_SOURCE,0,3489,61637145.07,7208659.42,Q1,SYSTEM_D
2017-07-02,43.032,AG01,SUBB,UEI000000000914,STATE_GOV,22004264.07,GRANT,CLIMATE_RESILIENCE,9296068083,ECON_DEV,0,0,FORMULA,0,2552,19169197.52,1735015.34,Q4,SYSTEM_C
2017-07-03,15.208,AG06,SUBF,UEI000000000915,NONPROFIT,95723411.59,CONTRACT,HOUSING_SUPPORT,1623366525,HEALTH,0,0,LIMITED,1,2743,65145996.15,10822163.28,Q4,SYSTEM_C
2017-07-04,83.816,AG08,SUBB,UEI000000000916,NONPROFIT,162346011.62,GRANT,TRANSPORT_IMPROVEMENTS,8626686907,SAFETY,0,0,SOLE_SOURCE,0,239,85100620.88,18138754.64,Q3,SYSTEM_C
2017-07-05,93.584,AG03,SUBD,UEI000000000917,STATE_GOV,245968520.56,GRANT,COMMUNITY_HEALTH,4480072702,HEALTH,0,0,FULL_AND_OPEN,0,1924,251893100.02,16135564.76,Q4,SYSTEM_C
2017-07-06,45.396,AG01,SUBA,UEI000000000918,STATE_GOV,209934051.94,GRANT,SMALL_BUSINESS_SUPPORT,2319720800,TRANSPORT,0,0,OTHER,1,2137,147957065.73,11886772.79,Q4,SYSTEM_B
2017-07-07,94.115,AG01,SUBD,UEI000000000919,STATE_GOV,113435332.1,COOP_AGREEMENT,WORKFORCE_TRAINING,3572944357,EDU,0,0,FULL_AND_OPEN,0,321,118193776.04,10172414.97,Q2,SYSTEM_D
2017-07-08,37.455,AG01,SUBC,UEI000000000920,LOCAL_GOV,2832869.2,GRANT,SMALL_BUSINESS_SUPPORT,5144815508,SCI_TECH,0,0,LIMITED,0,1448,2774094.11,248326.92,Q4,SYSTEM_B
2017-07-09,62.865,AG06,SUBA,UEI000000000921,FOR_PROFIT,49238282.55,LOAN,BROADBAND_ACCESS,5276379000,ENV,1,0,FORMULA,0,2589,45311676.42,1163238.36,Q4,SYSTEM_A
2017-07-10,80.326,AG05,SUBD,UEI000000000922,FOR_PROFIT,78593511.82,COOP_AGREEMENT,CLIMATE_RESILIENCE,9491712825,OTHER,0,0,FORMULA,0,816,37062955.88,97911.76,Q3,SYSTEM_B
2017-07-11,83.534,AG04,SUBC,UEI000000000923,FOR_PROFIT,205346221.52,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,3734786570,OTHER,1,0,FORMULA,0,195,144096649.67,9592164.06,Q2,SYSTEM_C
2017-07-12,17.666,AG06,SUBB,UEI000000000924,NONPROFIT,170539560.95,DIRECT_PAYMENT,SMALL_BUSINESS_SUPPORT,6719466237,ENERGY,0,0,FULL_AND_OPEN,0,2297,123904214.5,12455038.7,Q3,SYSTEM_D
2017-07-13,22.202,AG04,SUBF,UEI000000000925,LOCAL_GOV,121570062.4,GRANT,WORKFORCE_TRAINING,8489998402,ECON_DEV,0,0,LIMITED,1,1450,48855043.8,11493711.11,Q1,SYSTEM_B
2017-07-14,16.939,AG06,SUBB,UEI000000000926,NONPROFIT,212091834.43,GRANT,SMALL_BUSINESS_SUPPORT,3397599444,OTHER,0,0,FULL_AND_OPEN,0,1041,174296651.92,6818510.36,Q1,SYSTEM_B
2017-07-15,71.735,AG06,SUBE,UEI000000000927,NONPROFIT,33053516.59,GRANT,ED_INNOVATION,9680723851,HEALTH,0,0,LIMITED,1,2218,16663098.26,3693924.81,Q4,SYSTEM_A
2017-07-16,62.119,AG03,SUBD,UEI000000000928,STATE_GOV,86222716.13,GRANT,ED_INNOVATION,3634956622,ECON_DEV,1,0,FULL_AND_OPEN,0,2683,57719247.91,379389.14,Q2,SYSTEM_D
2017-07-17,28.694,AG01,SUBD,UEI000000000929,NONPROFIT,189721020.68,CONTRACT,BROADBAND_ACCESS,5345792888,ECON_DEV,0,0,FULL_AND_OPEN,0,3089,76266509.5,2550751.37,Q1,SYSTEM_C
2017-07-18,86.871,AG06,SUBE,UEI000000000930,FOR_PROFIT,244843034.83,GRANT,WORKFORCE_TRAINING,9825700063,EDU,0,0,SOLE_SOURCE,0,1917,196176883.53,917251.9,Q4,SYSTEM_C
2017-07-19,40.319,AG03,SUBF,UEI000000000931,INDIVIDUAL,117494294.55,GRANT,RESEARCH_INFRASTRUCTURE,9599520971,ECON_DEV,0,0,SOLE_SOURCE,1,1969,82738558.84,3321145.56,Q2,SYSTEM_B
2017-07-20,98.767,AG07,SUBF,UEI000000000932,STATE_GOV,123463193.09,GRANT,SMALL_BUSINESS_SUPPORT,9319322401,ENERGY,0,0,FULL_AND_OPEN,0,3512,75512503.24,10693669.82,Q2,SYSTEM_A
2017-07-21,43.256,AG03,SUBD,UEI000000000933,STATE_GOV,203253413.98,GRANT,DISASTER_RELIEF,2128699925,SCI_TECH,0,0,FORMULA,0,106,134724408.95,22274442.79,Q3,SYSTEM_B
2017-07-22,35.961,AG06,SUBD,UEI000000000934,FOR_PROFIT,54482242.48,GRANT,HOUSING_SUPPORT,9021041654,HOUSING,0,0,FULL_AND_OPEN,0,2535,26340667.73,4064321.9,Q3,SYSTEM_A
2017-07-23,33.968,AG05,SUBD,UEI000000000935,UNIVERSITY,87246491.12,LOAN,WORKFORCE_TRAINING,2621606252,SCI_TECH,0,0,FORMULA,1,1531,74963269.16,1121352.3,Q4,SYSTEM_A
2017-07-24,29.354,AG07,SUBC,UEI000000000936,NONPROFIT,175030709.54,GRANT,CLIMATE_RESILIENCE,4383020434,HEALTH,1,0,FULL_AND_OPEN,1,90,63451387.07,18745025.23,Q1,SYSTEM_C
2017-07-25,92.337,AG05,SUBB,UEI000000000937,FOR_PROFIT,58364662.39,LOAN,RESEARCH_INFRASTRUCTURE,6240213185,ECON_DEV,1,0,FORMULA,0,1727,35221412.78,4175974.91,Q1,SYSTEM_A
2017-07-26,26.382,AG05,SUBF,UEI000000000938,STATE_GOV,114804322.61,LOAN,WORKFORCE_TRAINING,2536568559,TRANSPORT,0,0,FULL_AND_OPEN,1,2177,100325294.48,6568714.45,Q2,SYSTEM_C
2017-07-27,37.987,AG03,SUBB,UEI000000000939,INDIVIDUAL,65242094.69,GRANT,DISASTER_RELIEF,4743389955,OTHER,1,0,SOLE_SOURCE,1,1381,37201807.63,6691075.24,Q2,SYSTEM_B
2017-07-28,77.902,AG01,SUBB,UEI000000000940,NONPROFIT,176154177.68,GRANT,PUBLIC_SAFETY,5859106219,SAFETY,0,0,FORMULA,0,1152,149447732.96,16105128.0,Q4,SYSTEM_A
2017-07-29,89.172,AG07,SUBE,UEI000000000941,FOR_PROFIT,116701567.16,GRANT,TRANSPORT_IMPROVEMENTS,7322137549,SAFETY,0,0,FULL_AND_OPEN,0,556,64448487.45,18406.27,Q1,SYSTEM_A
2017-07-30,39.025,AG04,SUBC,UEI000000000942,NONPROFIT,34818470.76,COOP_AGREEMENT,HOUSING_SUPPORT,3834506872,TRANSPORT,0,1,LIMITED,0,988,22583780.51,2317688.5,Q2,SYSTEM_A
2017-07-31,32.859,AG06,SUBF,UEI000000000943,FOR_PROFIT,147398776.75,GRANT,HOUSING_SUPPORT,1487938389,ENV,0,0,FORMULA,1,560,101338150.4,13151161.08,Q3,SYSTEM_D
2017-08-01,03.892,AG01,SUBE,UEI000000000944,FOR_PROFIT,49107672.92,CONTRACT,WORKFORCE_TRAINING,1130629538,OTHER,0,0,FORMULA,0,1594,17349967.46,2434906.8,Q4,SYSTEM_B
2017-08-02,59.656,AG06,SUBE,UEI000000000945,NONPROFIT,132518606.38,GRANT,TRANSPORT_IMPROVEMENTS,7394205658,ECON_DEV,0,1,FULL_AND_OPEN,0,1805,70913213.57,11594112.0,Q1,SYSTEM_A
2017-08-03,75.071,AG06,SUBB,UEI000000000946,UNIVERSITY,90296791.39,COOP_AGREEMENT,COMMUNITY_HEALTH,8981229764,SAFETY,0,1,FORMULA,1,1628,69445201.2,4171556.39,Q2,SYSTEM_D
2017-08-04,80.539,AG04,SUBC,UEI000000000947,LOCAL_GOV,12479275.78,GRANT,PUBLIC_SAFETY,4799993674,ENV,0,0,OTHER,0,670,12872514.77,213132.02,Q3,SYSTEM_B
2017-08-05,33.872,AG02,SUBF,UEI000000000948,NONPROFIT,165744959.31,GRANT,TRANSPORT_IMPROVEMENTS,8219959705,SAFETY,1,0,SOLE_SOURCE,0,1638,107593256.75,18467192.27,Q1,SYSTEM_B
2017-08-06,30.966,AG07,SUBB,UEI000000000949,STATE_GOV,92400951.66,GRANT,DISASTER_RELIEF,9585060766,OTHER,1,1,FULL_AND_OPEN,0,1213,52286282.14,9339516.87,Q2,SYSTEM_A
2017-08-07,32.002,AG04,SUBD,UEI000000000950,NONPROFIT,51828989.76,CONTRACT,BROADBAND_ACCESS,4369728989,ENV,0,1,FORMULA,1,3264,33131349.61,1905609.94,Q1,SYSTEM_D
2017-08-08,87.963,AG03,SUBF,UEI000000000951,STATE_GOV,89761450.83,GRANT,HOUSING_SUPPORT,1118707125,OTHER,0,0,SOLE_SOURCE,0,3029,74132429.13,5632644.43,Q3,SYSTEM_D
2017-08-09,55.548,AG03,SUBC,UEI000000000952,FOR_PROFIT,90707216.05,COOP_AGREEMENT,WORKFORCE_TRAINING,4674294116,ECON_DEV,0,0,LIMITED,0,3167,39656891.02,7933289.69,Q2,SYSTEM_A
2017-08-10,45.323,AG05,SUBF,UEI000000000953,LOCAL_GOV,147850180.96,CONTRACT,WORKFORCE_TRAINING,8783088395,TRANSPORT,0,0,FORMULA,0,3602,59231266.49,2821585.2,Q2,SYSTEM_A
2017-08-11,03.517,AG04,SUBD,UEI000000000954,STATE_GOV,230152076.91,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,3215640172,ENERGY,0,0,FORMULA,0,834,153598649.58,23605175.29,Q2,SYSTEM_D
2017-08-12,81.514,AG03,SUBF,UEI000000000955,STATE_GOV,132568534.1,GRANT,HOUSING_SUPPORT,6451709782,HEALTH,0,1,LIMITED,0,1285,121258125.56,7117835.42,Q1,SYSTEM_B
2017-08-13,02.669,AG06,SUBE,UEI000000000956,NONPROFIT,89066286.04,COOP_AGREEMENT,COMMUNITY_HEALTH,3791861621,ENERGY,0,0,FULL_AND_OPEN,0,2091,79348491.17,6792468.04,Q4,SYSTEM_D
2017-08-14,76.469,AG02,SUBE,UEI000000000957,STATE_GOV,187101178.54,GRANT,ED_INNOVATION,7072001986,EDU,0,0,FULL_AND_OPEN,1,2163,185717685.04,17548166.06,Q3,SYSTEM_D
2017-08-15,54.516,AG06,SUBA,UEI000000000958,NONPROFIT,27165783.89,LOAN,BROADBAND_ACCESS,1282089249,TRANSPORT,0,0,LIMITED,1,2813,13464017.11,2384529.99,Q3,SYSTEM_A
2017-08-16,21.988,AG02,SUBD,UEI000000000959,FOR_PROFIT,226994062.26,COOP_AGREEMENT,TRANSPORT_IMPROVEMENTS,8160621744,EDU,0,0,FORMULA,0,2770,162206277.51,13460185.38,Q1,SYSTEM_C
2017-08-17,06.554,AG01,SUBB,UEI000000000960,UNIVERSITY,227608959.55,GRANT,BROADBAND_ACCESS,7179232784,HEALTH,0,0,OTHER,0,2617,120264181.44,5705985.16,Q3,SYSTEM_D
2017-08-18,91.498,AG04,SUBE,UEI000000000961,FOR_PROFIT,213499384.24,DIRECT_PAYMENT,COMMUNITY_HEALTH,9895170535,HOUSING,0,1,OTHER,0,2388,82364231.29,5397967.63,Q2,SYSTEM_C
2017-08-19,05.496,AG02,SUBE,UEI000000000962,NONPROFIT,88203604.51,GRANT,CLIMATE_RESILIENCE,4800497298,ENERGY,0,0,FORMULA,1,953,39026506.64,8525206.78,Q3,SYSTEM_B
