soc_unemp_reference_month,soc_unemp_country_iso2,soc_unemp_region_nuts_code,soc_unemp_claimant_age_group,soc_unemp_claimant_sex,soc_unemp_benefit_scheme_code,soc_unemp_claims_open_count,soc_unemp_new_claims_count,soc_unemp_closed_claims_count,soc_unemp_average_duration_weeks,soc_unemp_replacement_rate_pct,soc_unemp_benefit_amount_mean_eur,soc_unemp_sanction_rate_pct,soc_unemp_active_labor_market_program_code,soc_unemp_participation_count,soc_unemp_training_completion_rate_pct,soc_unemp_job_placement_rate_pct,soc_unemp_digital_services_usage_rate_pct,soc_unemp_eurostat_table_code,soc_unemp_data_extract_date
2023-05,SK,AT242,55-64,T,SELF_EMP_SUPPORT,2966,308,305,21.53,43.11,1084.58,7.99,TRAINING,1109,48.97,47.3,20.58,lfsq_urgaed,2026-01-27
2023-06,BE,HR32,65+,F,MIXED,3310,230,126,36.59,58.17,1079.16,4.33,APPRENTICESHIP,1268,56.09,46.33,79.63,lfsq_urgaed,2025-09-09
2023-07,DK,PT5,15-24,M,UI_CONTRIBUTORY,3140,273,266,16.21,68.32,840.07,8.1,ENTREPRENEUR_SUPPORT,1149,77.94,49.75,44.07,une_rt_m,2025-07-12
2023-08,GR,PL30,25-34,T,UI_ASSISTANCE,3279,305,287,47.55,72.83,1245.66,3.81,JOB_SEARCH_ASSIST,1297,58.11,26.73,59.39,lfsi_long_q,2024-11-23
2023-09,LT,AT83,35-44,F,SHORT_TIME_WORK,3088,281,221,17.93,77.22,1349.36,6.94,MOBILITY_GRANT,1175,59.91,22.7,47.73,lfsa_ugad,2025-09-14
2023-10,PT,DK69,45-54,M,YOUTH_GUARANTEE,3312,216,207,52.53,68.6,581.93,1.66,WAGE_SUBSIDY,1165,86.79,53.96,24.66,lfsq_urgaed,2025-10-18
2023-11,SE,SE3,55-64,T,SELF_EMP_SUPPORT,3104,317,211,7.06,48.61,1492.55,5.97,PUBLIC_WORKS,1153,45.71,11.32,31.97,lfsq_urgaed,2025-02-02
2023-12,CY,ES401,65+,F,MIXED,3187,230,199,42.35,76.0,273.57,9.48,TRAINING,1379,69.01,25.52,95.49,une_rt_m,2025-01-04
2024-01,FR,PL653,15-24,M,UI_CONTRIBUTORY,3321,243,216,51.82,50.83,333.97,2.06,APPRENTICESHIP,1259,47.17,22.67,28.93,lfsi_long_q,2024-10-13
2024-02,IT,SE742,25-34,T,UI_ASSISTANCE,3097,259,207,12.85,64.11,1144.25,7.04,ENTREPRENEUR_SUPPORT,1132,53.92,9.61,94.26,lfsa_ugad,2025-05-24
2024-03,NL,NL19,35-44,F,SHORT_TIME_WORK,3181,306,199,35.95,66.37,886.36,6.44,JOB_SEARCH_ASSIST,1366,83.9,8.41,16.18,lfsq_urgaed,2024-11-19
2024-04,SI,IE588,45-54,M,YOUTH_GUARANTEE,2947,293,154,35.95,43.28,462.62,4.59,MOBILITY_GRANT,1275,85.36,9.74,84.74,lfsq_urgaed,2025-02-15
2024-05,BG,IE4,55-64,T,SELF_EMP_SUPPORT,3176,283,142,29.58,40.82,1452.37,8.63,WAGE_SUBSIDY,1169,65.83,26.25,68.94,une_rt_m,2024-08-15
2024-06,EE,SI17,65+,F,MIXED,3170,248,204,49.05,47.72,1226.49,2.38,PUBLIC_WORKS,1128,74.03,11.07,73.52,lfsi_long_q,2025-07-17
2024-07,HU,SK53,15-24,M,UI_CONTRIBUTORY,3026,255,217,14.55,32.52,1233.63,7.24,TRAINING,1311,93.29,42.75,53.69,lfsa_ugad,2025-01-26
2024-08,LU,GR490,25-34,T,UI_ASSISTANCE,3127,269,237,12.72,25.66,1598.57,1.76,APPRENTICESHIP,1178,76.45,51.59,63.73,lfsq_urgaed,2024-11-10
2024-09,RO,PT683,35-44,F,SHORT_TIME_WORK,3392,248,112,27.08,74.66,952.91,3.62,ENTREPRENEUR_SUPPORT,1195,71.08,52.35,79.34,lfsq_urgaed,2025-05-02
2024-10,AT,BE732,45-54,M,YOUTH_GUARANTEE,3146,308,268,26.68,49.47,1487.43,9.72,JOB_SEARCH_ASSIST,1262,81.67,33.01,51.36,une_rt_m,2025-08-09
2024-11,CZ,DK866,55-64,T,SELF_EMP_SUPPORT,2988,219,143,51.64,72.08,1350.8,6.89,MOBILITY_GRANT,1132,35.64,58.05,36.84,lfsi_long_q,2025-10-22
2024-12,DE,ES190,65+,F,MIXED,3213,329,249,34.39,44.35,1029.23,10.55,WAGE_SUBSIDY,1130,88.71,27.42,25.11,lfsa_ugad,2025-03-27
2025-01,LV,BE2,15-24,M,UI_CONTRIBUTORY,3090,261,120,33.5,65.39,261.44,11.56,PUBLIC_WORKS,1186,89.86,59.85,56.81,lfsq_urgaed,2024-12-03
2025-02,PL,HR216,25-34,T,UI_ASSISTANCE,3278,247,219,8.43,44.68,1476.2,7.45,TRAINING,1170,36.22,16.04,62.4,lfsq_urgaed,2025-09-25
2025-03,ES,GR645,35-44,F,SHORT_TIME_WORK,3029,234,168,19.96,29.72,465.48,10.94,APPRENTICESHIP,1308,43.25,15.2,88.23,une_rt_m,2025-08-07
2025-04,HR,PT25,45-54,M,YOUTH_GUARANTEE,2932,244,154,37.68,60.72,280.63,11.0,ENTREPRENEUR_SUPPORT,1371,37.08,10.95,85.37,lfsi_long_q,2025-03-22
2025-05,FI,ES3,55-64,T,SELF_EMP_SUPPORT,2995,315,174,55.19,37.89,1289.97,2.42,JOB_SEARCH_ASSIST,1372,76.55,32.75,34.01,lfsa_ugad,2025-11-25
2025-06,IE,HR683,65+,F,MIXED,3380,225,198,20.28,61.2,392.32,6.01,MOBILITY_GRANT,1218,82.79,8.92,87.99,lfsq_urgaed,2025-01-20
2025-07,MT,ES90,15-24,M,UI_CONTRIBUTORY,3336,293,277,36.87,47.25,1103.03,7.1,WAGE_SUBSIDY,1352,69.09,27.29,30.41,lfsq_urgaed,2024-06-30
2025-08,SK,CZ29,25-34,T,UI_ASSISTANCE,2968,284,276,41.61,77.71,1456.99,8.49,PUBLIC_WORKS,1343,49.19,43.29,84.44,une_rt_m,2024-08-22
2025-09,BE,LV258,35-44,F,SHORT_TIME_WORK,3062,306,184,19.57,26.35,1278.64,4.76,TRAINING,1275,47.12,60.71,52.66,lfsi_long_q,2025-12-11
2025-10,DK,LU82,45-54,M,YOUTH_GUARANTEE,3253,227,140,13.44,30.5,1384.28,0.01,APPRENTICESHIP,1361,94.37,58.61,23.68,lfsa_ugad,2024-04-18
2025-11,GR,BG36,55-64,T,SELF_EMP_SUPPORT,2974,335,252,45.89,42.29,914.05,10.46,ENTREPRENEUR_SUPPORT,1145,76.17,55.35,92.51,lfsq_urgaed,2025-09-22
2025-12,LT,LU61,65+,F,MIXED,3178,258,211,54.87,34.74,667.34,4.63,JOB_SEARCH_ASSIST,1410,47.29,10.32,14.65,lfsq_urgaed,2025-08-22
2026-01,PT,RO77,15-24,M,UI_CONTRIBUTORY,3011,317,316,53.8,43.29,571.06,1.6,MOBILITY_GRANT,1353,65.62,13.95,29.56,une_rt_m,2024-08-10
2026-02,SE,SK965,25-34,T,UI_ASSISTANCE,2951,286,176,14.35,32.51,1540.45,11.26,WAGE_SUBSIDY,1275,78.71,49.4,78.77,lfsi_long_q,2024-10-13
2026-03,CY,HU18,35-44,F,SHORT_TIME_WORK,3275,302,242,40.49,68.31,1262.84,1.15,PUBLIC_WORKS,1359,69.5,27.57,14.09,lfsa_ugad,2024-12-11
2026-04,FR,FR422,45-54,M,YOUTH_GUARANTEE,3211,332,166,25.6,38.55,1250.4,9.73,TRAINING,1161,53.03,8.59,46.14,lfsq_urgaed,2024-02-20
2026-05,IT,LV710,55-64,T,SELF_EMP_SUPPORT,3123,275,189,56.02,77.49,1534.76,2.65,APPRENTICESHIP,1208,58.18,25.71,64.92,lfsq_urgaed,2026-02-05
2026-06,NL,EE758,65+,F,MIXED,3250,310,242,49.0,28.84,1023.76,11.47,ENTREPRENEUR_SUPPORT,1385,46.79,24.6,22.86,une_rt_m,2024-05-26
2026-07,SI,SE87,15-24,M,UI_CONTRIBUTORY,2969,318,214,5.78,74.96,377.66,8.27,JOB_SEARCH_ASSIST,1348,48.85,29.03,60.92,lfsi_long_q,2024-05-07
2026-08,BG,LU691,25-34,T,UI_ASSISTANCE,3067,331,293,20.06,69.19,1327.22,0.69,MOBILITY_GRANT,1183,86.53,15.91,39.75,lfsa_ugad,2025-03-01
2026-09,EE,EE19,35-44,F,SHORT_TIME_WORK,3137,279,194,43.27,51.99,342.26,3.12,WAGE_SUBSIDY,1414,61.64,40.27,16.04,lfsq_urgaed,2026-01-30
2026-10,HU,EE484,45-54,M,YOUTH_GUARANTEE,3190,272,237,10.6,44.5,718.93,11.54,PUBLIC_WORKS,1177,35.12,24.74,37.96,lfsq_urgaed,2025-06-27
2026-11,LU,EE94,55-64,T,SELF_EMP_SUPPORT,3120,308,219,32.38,55.35,283.54,5.17,TRAINING,1401,59.63,35.12,26.09,une_rt_m,2024-07-24
2026-12,RO,MT53,65+,F,MIXED,3358,352,251,29.74,78.67,1665.57,9.63,APPRENTICESHIP,1349,58.19,11.56,23.29,lfsi_long_q,2024-08-14
2018-01,AT,DK563,15-24,M,UI_CONTRIBUTORY,3408,312,247,32.53,70.92,306.08,4.21,ENTREPRENEUR_SUPPORT,1371,89.44,51.62,57.61,lfsa_ugad,2024-04-15
2018-02,CZ,FR7,25-34,T,UI_ASSISTANCE,3398,262,213,46.58,46.84,743.52,5.5,JOB_SEARCH_ASSIST,1150,75.74,11.79,56.49,lfsq_urgaed,2024-08-05
2018-03,DE,RO96,35-44,F,SHORT_TIME_WORK,3344,345,168,27.85,64.64,1302.53,1.08,MOBILITY_GRANT,1221,44.36,43.51,78.52,lfsq_urgaed,2025-07-05
2018-04,LV,SK54,45-54,M,YOUTH_GUARANTEE,3179,277,169,55.32,67.29,943.58,7.62,WAGE_SUBSIDY,1281,35.72,33.47,71.6,une_rt_m,2026-02-22
2018-05,PL,FI192,55-64,T,SELF_EMP_SUPPORT,3078,356,337,25.84,73.13,317.74,2.56,PUBLIC_WORKS,1376,64.57,9.37,70.0,lfsi_long_q,2024-08-11
2018-06,ES,IE173,65+,F,MIXED,3106,255,172,20.75,59.56,1286.69,0.05,TRAINING,1271,52.44,61.28,91.21,lfsa_ugad,2025-10-22
2018-07,HR,BE6,15-24,M,UI_CONTRIBUTORY,3273,262,199,33.74,38.2,556.05,3.02,APPRENTICESHIP,1349,74.49,45.75,50.42,lfsq_urgaed,2024-07-30
2018-08,FI,DK234,25-34,T,UI_ASSISTANCE,3169,300,161,13.35,66.25,1059.38,8.19,ENTREPRENEUR_SUPPORT,1201,56.96,18.38,27.47,lfsq_urgaed,2024-02-27
2018-09,IE,SI278,35-44,F,SHORT_TIME_WORK,3060,325,150,27.18,26.66,623.53,9.79,JOB_SEARCH_ASSIST,1372,76.75,43.29,37.05,une_rt_m,2024-11-06
2018-10,MT,PT153,45-54,M,YOUTH_GUARANTEE,3167,363,195,51.31,39.5,1305.62,5.17,MOBILITY_GRANT,1192,48.91,43.16,20.21,lfsi_long_q,2025-01-21
2018-11,SK,CZ183,55-64,T,SELF_EMP_SUPPORT,3137,274,203,17.15,58.3,899.24,8.4,WAGE_SUBSIDY,1420,91.29,56.42,66.47,lfsa_ugad,2025-05-01
2018-12,BE,BE496,65+,F,MIXED,3353,255,244,49.15,45.22,859.83,9.07,PUBLIC_WORKS,1310,55.85,43.73,22.0,lfsq_urgaed,2025-05-19
2019-01,DK,ES62,15-24,M,UI_CONTRIBUTORY,3371,292,252,23.56,52.78,1790.7,4.79,TRAINING,1297,94.5,9.62,48.33,lfsq_urgaed,2025-01-17
2019-02,GR,LU23,25-34,T,UI_ASSISTANCE,3402,360,308,54.38,71.84,699.91,11.56,APPRENTICESHIP,1420,76.46,59.53,81.72,une_rt_m,2024-11-15
2019-03,LT,HR654,35-44,F,SHORT_TIME_WORK,3482,336,211,5.62,74.06,1772.21,0.82,ENTREPRENEUR_SUPPORT,1339,78.0,23.0,60.92,lfsi_long_q,2025-10-17
2019-04,PT,MT40,45-54,M,YOUTH_GUARANTEE,3483,280,226,50.58,73.92,1760.29,10.09,JOB_SEARCH_ASSIST,1288,77.46,23.45,22.34,lfsa_ugad,2025-02-21
2019-05,SE,SI7,55-64,T,SELF_EMP_SUPPORT,3403,347,202,30.81,57.09,482.35,11.75,MOBILITY_GRANT,1404,40.38,44.81,53.49,lfsq_urgaed,2024-09-16
2019-06,CY,SI164,65+,F,MIXED,3055,370,312,41.85,43.53,786.67,1.13,WAGE_SUBSIDY,1260,41.13,22.69,89.97,lfsq_urgaed,2025-07-13
2019-07,FR,RO63,15-24,M,UI_CONTRIBUTORY,3312,346,282,7.16,30.67,615.08,0.47,PUBLIC_WORKS,1353,81.56,40.4,73.17,une_rt_m,2024-12-24
2019-08,IT,BE50,25-34,T,UI_ASSISTANCE,3074,361,238,56.94,40.77,1080.16,7.01,TRAINING,1239,45.76,42.64,79.35,lfsi_long_q,2025-06-20
2019-09,NL,EE85,35-44,F,SHORT_TIME_WORK,3083,272,185,10.19,60.37,511.99,8.03,APPRENTICESHIP,1161,41.42,50.31,72.28,lfsa_ugad,2024-07-13
2019-10,SI,ES6,45-54,M,YOUTH_GUARANTEE,3452,280,227,7.84,76.39,1497.69,1.42,ENTREPRENEUR_SUPPORT,1361,74.0,57.3,24.67,lfsq_urgaed,2025-05-16
2019-11,BG,LU107,55-64,T,SELF_EMP_SUPPORT,3473,317,301,36.16,50.15,835.57,5.87,JOB_SEARCH_ASSIST,1158,62.18,12.01,26.85,lfsq_urgaed,2025-05-20
2019-12,EE,RO860,65+,F,MIXED,3201,343,286,4.43,72.2,573.82,5.56,MOBILITY_GRANT,1187,37.81,59.68,59.61,une_rt_m,2025-01-31
2020-01,HU,IT786,15-24,M,UI_CONTRIBUTORY,3269,279,144,53.98,41.82,869.63,9.69,WAGE_SUBSIDY,1424,89.84,44.54,78.22,lfsi_long_q,2024-01-19
2020-02,LU,FR18,25-34,T,UI_ASSISTANCE,3212,328,198,6.12,72.4,1390.18,8.53,PUBLIC_WORKS,1311,73.86,45.46,59.47,lfsa_ugad,2025-03-06
2020-03,RO,DK777,35-44,F,SHORT_TIME_WORK,3232,369,232,10.87,75.83,1241.66,11.58,TRAINING,1162,65.43,14.09,52.3,lfsq_urgaed,2024-12-19
2020-04,AT,DE875,45-54,M,YOUTH_GUARANTEE,3176,345,325,45.54,48.95,792.13,7.85,APPRENTICESHIP,1294,55.12,31.31,95.36,lfsq_urgaed,2024-04-13
2020-05,CZ,IT70,55-64,T,SELF_EMP_SUPPORT,3025,346,334,10.27,47.38,1047.34,8.76,ENTREPRENEUR_SUPPORT,1449,64.64,61.81,85.79,une_rt_m,2024-10-25
2020-06,DE,IT250,65+,F,MIXED,3095,384,339,43.63,48.14,1417.54,4.13,JOB_SEARCH_ASSIST,1175,73.2,29.01,96.4,lfsi_long_q,2024-12-20
2020-07,LV,LT302,15-24,M,UI_CONTRIBUTORY,3027,335,170,28.82,68.2,1629.95,6.44,MOBILITY_GRANT,1331,48.86,26.27,93.88,lfsa_ugad,2025-07-19
2020-08,PL,EE757,25-34,T,UI_ASSISTANCE,3207,328,219,29.31,37.13,1003.06,4.22,WAGE_SUBSIDY,1309,44.96,57.79,19.04,lfsq_urgaed,2026-01-27
2020-09,ES,CZ21,35-44,F,SHORT_TIME_WORK,3364,366,322,43.78,62.78,1292.22,2.37,PUBLIC_WORKS,1225,49.52,8.29,70.94,lfsq_urgaed,2025-11-18
2020-10,HR,NL567,45-54,M,YOUTH_GUARANTEE,3182,374,272,11.68,46.34,1193.49,11.54,TRAINING,1281,43.62,35.67,18.57,une_rt_m,2025-08-09
2020-11,FI,BG469,55-64,T,SELF_EMP_SUPPORT,3317,350,161,52.39,68.51,1650.69,9.75,APPRENTICESHIP,1368,88.48,13.88,68.4,lfsi_long_q,2024-08-02
2020-12,IE,LV464,65+,F,MIXED,3521,294,289,47.47,44.67,481.24,7.36,ENTREPRENEUR_SUPPORT,1374,58.71,38.38,46.61,lfsa_ugad,2025-03-23
2021-01,MT,FI471,15-24,M,UI_CONTRIBUTORY,3258,319,239,54.58,58.43,732.16,7.47,JOB_SEARCH_ASSIST,1385,56.08,8.65,64.09,lfsq_urgaed,2025-11-07
2021-02,SK,SI51,25-34,T,UI_ASSISTANCE,3532,287,245,25.7,39.58,1646.91,2.32,MOBILITY_GRANT,1431,54.02,29.64,80.07,lfsq_urgaed,2024-11-18
2021-03,BE,PT4,35-44,F,SHORT_TIME_WORK,3486,319,231,13.1,44.43,899.71,2.55,WAGE_SUBSIDY,1191,80.13,14.44,46.0,une_rt_m,2024-12-01
2021-04,DK,BE545,45-54,M,YOUTH_GUARANTEE,3231,350,201,14.47,39.61,830.58,4.28,PUBLIC_WORKS,1289,47.33,33.79,54.0,lfsi_long_q,2025-01-22
2021-05,GR,DE2,55-64,T,SELF_EMP_SUPPORT,3475,319,160,54.06,64.93,591.37,9.8,TRAINING,1188,43.77,30.31,26.63,lfsa_ugad,2025-08-21
2021-06,LT,LT27,65+,F,MIXED,3243,343,218,14.64,28.72,1767.36,1.45,APPRENTICESHIP,1327,92.08,8.64,78.66,lfsq_urgaed,2025-06-16
2021-07,PT,NL2,15-24,M,UI_CONTRIBUTORY,3072,300,201,23.49,47.77,410.61,7.76,ENTREPRENEUR_SUPPORT,1342,52.99,9.82,55.07,lfsq_urgaed,2025-03-23
2021-08,SE,SE4,25-34,T,UI_ASSISTANCE,3117,376,273,32.98,71.03,664.39,11.54,JOB_SEARCH_ASSIST,1359,88.66,10.22,87.18,une_rt_m,2025-04-16
2021-09,CY,AT621,35-44,F,SHORT_TIME_WORK,3410,293,272,25.45,39.95,661.9,8.49,MOBILITY_GRANT,1466,93.31,36.87,82.07,lfsi_long_q,2025-10-25
2021-10,FR,BG7,45-54,M,YOUTH_GUARANTEE,3332,347,340,21.55,37.02,624.32,9.07,WAGE_SUBSIDY,1393,54.48,56.74,61.61,lfsa_ugad,2026-02-07
2021-11,IT,IE9,55-64,T,SELF_EMP_SUPPORT,3505,377,341,44.58,60.02,665.89,2.03,PUBLIC_WORKS,1296,43.8,38.89,66.97,lfsq_urgaed,2025-12-05
2021-12,NL,HR25,65+,F,MIXED,3471,303,192,48.9,73.24,904.05,3.33,TRAINING,1399,56.34,31.73,75.0,lfsq_urgaed,2025-06-15
2022-01,SI,MT665,15-24,M,UI_CONTRIBUTORY,3259,396,389,10.75,73.25,1700.91,11.0,APPRENTICESHIP,1432,88.59,56.54,44.54,une_rt_m,2025-07-04
2022-02,BG,NL6,25-34,T,UI_ASSISTANCE,3343,322,168,57.91,61.51,1297.86,3.39,ENTREPRENEUR_SUPPORT,1262,91.95,32.21,66.81,lfsi_long_q,2026-01-04
2022-03,EE,BG19,35-44,F,SHORT_TIME_WORK,3104,337,289,52.72,51.29,999.43,9.37,JOB_SEARCH_ASSIST,1455,69.54,34.38,40.89,lfsa_ugad,2024-08-26
2022-04,HU,LV63,45-54,M,YOUTH_GUARANTEE,3485,342,341,49.9,62.49,478.38,10.69,MOBILITY_GRANT,1413,82.97,25.35,54.81,lfsq_urgaed,2025-05-31
2022-05,LU,IE2,55-64,T,SELF_EMP_SUPPORT,3212,346,217,27.01,58.54,320.53,9.87,WAGE_SUBSIDY,1280,41.97,13.58,39.52,lfsq_urgaed,2024-01-11
2022-06,RO,RO676,65+,F,MIXED,3264,312,245,9.25,60.27,1692.11,10.03,PUBLIC_WORKS,1199,50.85,18.65,48.82,une_rt_m,2024-03-27
2022-07,AT,RO56,15-24,M,UI_CONTRIBUTORY,3455,391,292,41.36,32.8,1494.5,3.71,TRAINING,1203,76.22,18.68,28.28,lfsi_long_q,2024-07-27
2022-08,CZ,CZ706,25-34,T,UI_ASSISTANCE,3511,355,195,32.64,55.62,1599.74,6.77,APPRENTICESHIP,1405,83.74,38.82,76.88,lfsa_ugad,2024-03-28
2022-09,DE,AT242,35-44,F,SHORT_TIME_WORK,3140,402,239,40.69,76.66,943.53,8.55,ENTREPRENEUR_SUPPORT,1256,57.56,36.35,78.35,lfsq_urgaed,2024-03-03
2022-10,LV,HR32,45-54,M,YOUTH_GUARANTEE,3377,347,177,14.84,30.81,1475.33,8.54,JOB_SEARCH_ASSIST,1484,78.86,15.23,90.53,lfsq_urgaed,2025-04-12
2022-11,PL,PT5,55-64,T,SELF_EMP_SUPPORT,3386,300,177,8.85,58.28,1527.46,4.54,MOBILITY_GRANT,1348,50.14,38.41,93.25,une_rt_m,2024-05-07
2022-12,ES,PL30,65+,F,MIXED,3489,391,324,32.42,45.11,913.22,0.53,WAGE_SUBSIDY,1251,91.33,22.64,19.78,lfsi_long_q,2024-11-24
2023-01,HR,AT83,15-24,M,UI_CONTRIBUTORY,3274,356,252,51.38,57.31,1447.98,1.53,PUBLIC_WORKS,1389,50.46,48.18,20.56,lfsa_ugad,2024-05-14
2023-02,FI,DK69,25-34,T,UI_ASSISTANCE,3089,318,262,25.48,75.86,1472.59,7.55,TRAINING,1197,77.05,45.88,60.49,lfsq_urgaed,2025-11-13
2023-03,IE,SE3,35-44,F,SHORT_TIME_WORK,3422,381,256,32.59,75.95,338.91,7.2,APPRENTICESHIP,1349,40.31,58.19,50.02,lfsq_urgaed,2026-02-06
2023-04,MT,ES401,45-54,M,YOUTH_GUARANTEE,3169,419,364,26.41,78.5,1714.85,6.97,ENTREPRENEUR_SUPPORT,1273,81.72,41.81,37.83,une_rt_m,2024-02-17
2023-05,SK,PL653,55-64,T,SELF_EMP_SUPPORT,3345,364,312,44.09,50.26,1552.17,7.35,JOB_SEARCH_ASSIST,1235,83.47,16.15,53.21,lfsi_long_q,2025-07-04
2023-06,BE,SE742,65+,F,MIXED,3183,422,379,30.75,48.58,325.28,11.6,MOBILITY_GRANT,1217,89.61,53.29,88.73,lfsa_ugad,2025-12-30
2023-07,DK,NL19,15-24,M,UI_CONTRIBUTORY,3503,369,223,14.18,55.62,1275.15,4.58,WAGE_SUBSIDY,1258,48.91,26.99,67.92,lfsq_urgaed,2024-04-21
2023-08,GR,IE588,25-34,T,UI_ASSISTANCE,3552,371,278,15.36,56.55,1276.93,10.2,PUBLIC_WORKS,1316,53.64,9.98,85.06,lfsq_urgaed,2024-05-28
2023-09,LT,IE4,35-44,F,SHORT_TIME_WORK,3310,398,393,24.35,56.4,258.55,7.65,TRAINING,1279,42.15,29.68,26.09,une_rt_m,2024-11-19
2023-10,PT,SI17,45-54,M,YOUTH_GUARANTEE,3452,420,280,41.98,42.72,381.74,3.1,APPRENTICESHIP,1422,57.9,33.47,16.55,lfsi_long_q,2024-06-22
2023-11,SE,SK53,55-64,T,SELF_EMP_SUPPORT,3470,333,268,36.15,52.5,1344.14,10.83,ENTREPRENEUR_SUPPORT,1389,68.84,61.24,18.31,lfsa_ugad,2025-09-08
2023-12,CY,GR490,65+,F,MIXED,3318,317,275,27.25,35.49,594.29,1.88,JOB_SEARCH_ASSIST,1459,89.8,11.61,97.89,lfsq_urgaed,2024-01-09
2024-01,FR,PT683,15-24,M,UI_CONTRIBUTORY,3143,319,319,13.67,63.71,1108.58,10.33,MOBILITY_GRANT,1315,78.89,16.36,77.85,lfsq_urgaed,2025-11-25
2024-02,IT,BE732,25-34,T,UI_ASSISTANCE,3269,414,327,5.68,61.99,1123.08,10.43,WAGE_SUBSIDY,1358,88.23,12.36,96.03,une_rt_m,2024-08-11
2024-03,NL,DK866,35-44,F,SHORT_TIME_WORK,3586,413,403,21.15,72.74,1324.52,10.31,PUBLIC_WORKS,1459,81.71,9.23,75.3,lfsi_long_q,2025-07-11
2024-04,SI,ES190,45-54,M,YOUTH_GUARANTEE,3535,329,296,51.38,60.91,1591.55,8.35,TRAINING,1348,85.21,31.69,86.55,lfsa_ugad,2024-03-28
2024-05,BG,BE2,55-64,T,SELF_EMP_SUPPORT,3193,387,344,10.8,57.07,1745.3,5.67,APPRENTICESHIP,1442,84.65,61.92,53.07,lfsq_urgaed,2025-02-10
2024-06,EE,HR216,65+,F,MIXED,3470,342,209,10.73,66.61,1026.8,5.28,ENTREPRENEUR_SUPPORT,1215,93.47,35.59,59.24,lfsq_urgaed,2025-01-02
2024-07,HU,GR645,15-24,M,UI_CONTRIBUTORY,3517,432,354,19.88,42.56,1039.48,1.49,JOB_SEARCH_ASSIST,1262,76.24,22.31,89.59,une_rt_m,2025-10-14
2024-08,LU,PT25,25-34,T,UI_ASSISTANCE,3381,344,181,25.07,58.55,282.73,9.57,MOBILITY_GRANT,1267,53.59,23.17,88.65,lfsi_long_q,2024-01-30
2024-09,RO,ES3,35-44,F,SHORT_TIME_WORK,3515,380,243,48.22,62.41,1813.44,5.31,WAGE_SUBSIDY,1381,65.77,44.09,66.98,lfsa_ugad,2026-01-30
2024-10,AT,HR683,45-54,M,YOUTH_GUARANTEE,3203,385,176,16.04,35.8,641.92,6.4,PUBLIC_WORKS,1328,88.13,11.39,63.31,lfsq_urgaed,2026-01-16
2024-11,CZ,ES90,55-64,T,SELF_EMP_SUPPORT,3234,436,399,33.83,58.99,1483.42,8.55,TRAINING,1334,90.04,21.22,59.47,lfsq_urgaed,2026-02-24
2024-12,DE,CZ29,65+,F,MIXED,3194,399,341,36.15,48.3,1312.95,0.81,APPRENTICESHIP,1367,81.63,61.85,18.44,une_rt_m,2025-11-04
2025-01,LV,LV258,15-24,M,UI_CONTRIBUTORY,3266,365,219,39.55,48.55,375.75,1.79,ENTREPRENEUR_SUPPORT,1345,82.3,42.29,97.8,lfsi_long_q,2025-09-30
2025-02,PL,LU82,25-34,T,UI_ASSISTANCE,3291,408,298,20.11,72.39,1209.7,1.58,JOB_SEARCH_ASSIST,1489,62.48,32.93,66.4,lfsa_ugad,2024-09-15
2025-03,ES,BG36,35-44,F,SHORT_TIME_WORK,3372,420,333,20.63,58.06,1113.5,8.23,MOBILITY_GRANT,1336,59.12,49.73,57.46,lfsq_urgaed,2024-08-04
2025-04,HR,LU61,45-54,M,YOUTH_GUARANTEE,3577,369,321,39.11,57.3,1693.9,11.05,WAGE_SUBSIDY,1418,76.28,27.87,32.73,lfsq_urgaed,2025-12-24
2025-05,FI,RO77,55-64,T,SELF_EMP_SUPPORT,3300,352,335,33.72,44.47,1187.34,8.98,PUBLIC_WORKS,1308,56.01,26.59,74.93,une_rt_m,2025-01-18
2025-06,IE,SK965,65+,F,MIXED,3301,383,196,50.74,77.89,937.21,0.64,TRAINING,1360,35.41,16.34,48.91,lfsi_long_q,2024-11-17
2025-07,MT,HU18,15-24,M,UI_CONTRIBUTORY,3512,387,244,15.91,71.04,1830.63,7.42,APPRENTICESHIP,1507,59.92,13.96,78.62,lfsa_ugad,2025-10-06
2025-08,SK,FR422,25-34,T,UI_ASSISTANCE,3401,419,202,8.35,64.32,604.38,6.89,ENTREPRENEUR_SUPPORT,1471,56.87,58.87,69.37,lfsq_urgaed,2026-02-03
2025-09,BE,LV710,35-44,F,SHORT_TIME_WORK,3430,425,378,16.39,57.26,580.31,10.24,JOB_SEARCH_ASSIST,1519,49.56,18.33,84.75,lfsq_urgaed,2025-09-26
2025-10,DK,EE758,45-54,M,YOUTH_GUARANTEE,3322,376,170,56.88,79.02,641.63,11.05,MOBILITY_GRANT,1269,82.66,43.94,19.99,une_rt_m,2024-12-01
2025-11,GR,SE87,55-64,T,SELF_EMP_SUPPORT,3441,341,277,52.25,32.26,1118.43,8.73,WAGE_SUBSIDY,1490,64.58,26.16,39.39,lfsi_long_q,2025-10-29
2025-12,LT,LU691,65+,F,MIXED,3581,367,257,15.35,53.18,416.51,10.87,PUBLIC_WORKS,1368,69.19,16.5,18.67,lfsa_ugad,2025-01-23
