env_land_mapping_year,env_land_landcover_class_code,env_land_protected_area_id,env_land_management_designation,env_land_habitat_type_code,env_land_biodiversity_richness_index,env_land_species_observation_count,env_land_invasive_species_presence_flag,env_land_wetland_area_acres,env_land_forest_canopy_pct,env_land_impervious_surface_pct,env_land_soil_erosion_risk_score,env_land_carbon_stock_estimate_tons,env_land_restoration_project_flag,env_land_prescribed_burn_acres,env_land_trail_density_mi_sqmi,env_land_public_access_score,env_land_conservation_easement_flag,env_land_land_parcel_fragmentation_index,env_land_remote_sensing_sensor
2017,GRASSLAND,PA00000933,STATE_PARK,URBAN_GREEN,4.81,30921,1,1238247.33,98.19,85.02,0.2006,1628201.82,0,113596.25,11.669,0.7,1,0.7203,OTHER
2009,WETLAND,PA00000934,OTHER,MARSH,7.25,37089,0,800780.66,67.38,79.77,0.2201,1918397.18,1,240920.74,2.099,29.9,0,0.1546,SENTINEL2
2007,URBAN,PA00000935,WILDLIFE_REFUGE,MARSH,47.45,37092,0,115455.5,48.88,11.16,0.9973,8311933.43,0,200392.45,9.873,63.9,0,0.3565,SENTINEL2
2014,FOREST,PA00000936,STATE_PARK,RIPARIAN,27.25,25813,0,348529.91,9.51,83.93,0.6397,1677368.71,0,170008.31,6.931,60.7,1,0.8859,MODIS
2016,FOREST,PA00000937,STATE_PARK,DECIDUOUS,20.32,48855,0,20773.06,22.18,11.24,0.5052,859787.26,0,78969.57,9.983,77.9,0,0.2144,SENTINEL2
2011,GRASSLAND,PA00000938,STATE_PARK,CONIFER,62.17,29397,0,105317.71,11.58,20.62,0.4429,5827059.01,0,182211.2,10.62,54.8,0,0.2297,SENTINEL2
2023,FOREST,PA00000939,TRIBAL,URBAN_GREEN,45.3,3549,0,688495.82,64.8,49.74,0.5938,7286614.13,0,34762.94,3.268,41.0,1,0.2471,LANDSAT
2015,GRASSLAND,PA00000940,NATIONAL_PARK,DESERT,94.93,13074,0,460181.56,23.92,74.12,0.224,1235173.17,0,230355.56,5.574,17.4,0,0.5957,SENTINEL2
2002,FOREST,PA00000941,NATIONAL_PARK,DESERT,65.53,16893,0,884233.66,2.64,72.19,0.7898,11863414.09,1,26694.67,0.935,33.0,0,0.5601,MODIS
2001,CROPLAND,PA00000942,TRIBAL,CONIFER,60.94,34213,1,912637.79,12.85,46.97,0.3779,10127438.67,0,31194.98,10.369,5.7,0,0.4346,MODIS
2017,FOREST,PA00000943,PRIVATE_CONSERVATION,PRAIRIE,27.26,13083,1,566015.76,35.6,87.65,0.8542,10796039.15,1,200314.9,5.721,60.3,0,0.916,SENTINEL2
2019,GRASSLAND,PA00000944,OTHER,MARSH,72.68,45882,0,1003543.64,10.86,69.52,0.1449,8044726.8,1,240544.25,6.373,5.2,0,0.2284,SENTINEL2
2017,URBAN,PA00000945,WILDLIFE_REFUGE,PRAIRIE,22.51,49398,0,543286.68,64.18,52.64,0.1904,5619435.02,0,12348.7,12.718,27.0,0,0.5473,PLANET
2017,FOREST,PA00000946,NATIONAL_PARK,ALPINE,50.58,2877,0,369109.69,65.86,26.64,0.0055,10005765.97,0,109179.53,12.207,31.4,0,0.6654,MODIS
2010,CROPLAND,PA00000947,STATE_PARK,PRAIRIE,7.18,38998,0,323434.34,27.15,51.81,0.7557,8509820.03,0,16683.08,3.735,35.1,0,0.2775,SENTINEL2
2008,URBAN,PA00000948,STATE_PARK,RIPARIAN,66.78,34345,0,649841.47,5.51,74.41,0.4991,4163549.06,0,149627.06,6.889,70.4,0,0.9115,MODIS
2004,URBAN,PA00000949,NATIONAL_PARK,RIPARIAN,46.25,33492,0,867264.99,97.32,23.26,0.8315,46417.84,1,178224.8,9.639,57.0,1,0.0881,MODIS
2014,URBAN,PA00000950,WILDLIFE_REFUGE,DESERT,36.72,10648,1,729165.62,29.98,87.36,0.7353,10443768.26,0,65222.44,2.811,60.9,0,0.5962,SENTINEL2
2004,GRASSLAND,PA00000951,TRIBAL,DECIDUOUS,90.09,4479,0,142536.59,12.93,51.87,0.8982,4898095.63,1,166037.1,6.77,3.9,0,0.6333,LIDAR
2002,WETLAND,PA00000952,TRIBAL,PRAIRIE,45.35,13384,1,593774.33,2.46,52.65,0.2778,552376.41,1,165348.26,2.935,7.1,1,0.5071,MODIS
2009,GRASSLAND,PA00000953,NATIONAL_PARK,RIPARIAN,46.14,3774,0,4224.88,82.27,18.14,0.9706,6481157.5,0,31714.4,9.798,28.5,0,0.1081,MODIS
2009,SHRUB,PA00000954,WILDLIFE_REFUGE,RIPARIAN,77.72,47746,0,725546.44,55.57,38.59,0.4439,3372375.16,0,212981.64,0.798,15.3,0,0.9509,LANDSAT
2021,FOREST,PA00000955,STATE_PARK,DECIDUOUS,38.55,11852,1,312152.46,22.44,58.97,0.9727,3075228.57,0,236998.51,0.475,51.0,0,0.5885,SENTINEL2
2003,WATER,PA00000956,STATE_PARK,URBAN_GREEN,43.1,41231,0,1247589.06,12.54,36.61,0.7972,5186166.03,1,30602.91,9.465,80.3,1,0.6915,MODIS
2021,CROPLAND,PA00000957,WILDLIFE_REFUGE,ALPINE,30.87,895,1,734799.71,19.62,68.94,0.2657,4045058.77,0,37970.65,10.872,9.8,1,0.6929,LANDSAT
2005,FOREST,PA00000958,OTHER,MARSH,82.41,8730,0,246056.99,5.36,24.5,0.9229,4266357.27,1,172792.43,13.718,32.7,0,0.2325,NAIP
2014,GRASSLAND,PA00000959,TRIBAL,PRAIRIE,41.72,43871,1,632898.74,90.57,9.48,0.1413,10324726.08,0,220407.75,8.335,37.9,0,0.2908,LANDSAT
2015,GRASSLAND,PA00000960,STATE_PARK,PRAIRIE,33.34,41425,1,568079.78,18.48,4.46,0.4852,4405291.65,0,170042.02,8.858,83.8,1,0.5927,LANDSAT
2013,URBAN,PA00000961,OTHER,CONIFER,38.68,17015,0,9966.13,51.46,94.25,0.4411,8606009.06,0,164503.76,3.576,16.0,0,0.772,MODIS
2017,BARREN,PA00000962,STATE_PARK,PRAIRIE,41.99,14980,0,1035948.28,98.61,48.31,0.0452,11549052.03,0,194216.15,9.021,97.9,0,0.8014,OTHER
2014,SHRUB,PA00000963,TRIBAL,PRAIRIE,96.44,11480,1,584719.23,98.31,87.13,0.9198,4362163.86,0,183816.62,0.456,47.4,1,0.9629,MODIS
2005,WATER,PA00000964,TRIBAL,DESERT,81.85,20061,0,758207.74,79.39,23.76,0.5688,834413.12,0,129489.33,12.67,34.4,0,0.2098,LANDSAT
2013,SHRUB,PA00000965,NATIONAL_PARK,URBAN_GREEN,79.02,31910,0,886381.02,73.83,94.99,0.9285,6371152.67,0,81325.42,4.323,12.1,0,0.5181,OTHER
2018,URBAN,PA00000966,NATIONAL_PARK,DECIDUOUS,70.0,1984,0,311902.5,45.56,61.01,0.7682,4016195.2,0,6556.91,5.698,24.5,0,0.8988,SENTINEL2
2007,SHRUB,PA00000967,WILDLIFE_REFUGE,CONIFER,86.34,39164,0,676620.83,68.39,92.62,0.4279,8447672.89,1,35803.9,4.808,21.5,1,0.2303,LIDAR
2006,WATER,PA00000968,TRIBAL,URBAN_GREEN,21.92,46269,0,418555.82,70.29,33.31,0.5212,7383810.91,0,63395.9,14.533,57.3,0,0.8862,MODIS
2025,URBAN,PA00000969,BLM,DESERT,44.48,13203,0,576499.55,90.06,31.69,0.3088,9084649.84,1,190105.12,5.596,94.6,0,0.6083,NAIP
2015,GRASSLAND,PA00000970,TRIBAL,DECIDUOUS,38.98,6090,0,400494.34,18.57,18.68,0.5272,1018671.08,1,38906.92,14.943,91.3,0,0.7841,PLANET
2011,CROPLAND,PA00000971,STATE_PARK,CONIFER,59.44,10028,1,750994.81,60.93,93.32,0.4851,11030823.49,0,61199.59,1.127,31.3,0,0.9924,LANDSAT
2017,FOREST,PA00000972,NATIONAL_PARK,DECIDUOUS,6.0,26519,0,972774.77,79.93,23.69,0.1023,7763992.66,1,170815.43,3.185,68.5,0,0.0245,LANDSAT
2013,SHRUB,PA00000973,WILDLIFE_REFUGE,DECIDUOUS,90.61,25329,0,994842.84,30.85,95.85,0.3779,8908597.31,1,189718.74,11.065,52.9,0,0.3077,OTHER
2018,BARREN,PA00000974,TRIBAL,URBAN_GREEN,61.23,18388,0,1012218.26,59.64,19.47,0.8141,5224317.28,0,148816.11,14.495,1.8,1,0.4114,OTHER
2022,CROPLAND,PA00000975,PRIVATE_CONSERVATION,MARSH,62.04,21291,1,729248.56,88.69,81.35,0.4523,8619464.7,0,150389.78,9.743,85.2,0,0.8939,NAIP
2001,CROPLAND,PA00000976,STATE_PARK,URBAN_GREEN,92.67,27827,0,162128.0,1.73,49.73,0.3125,10397952.66,0,112862.54,7.163,30.1,1,0.6551,NAIP
2003,SHRUB,PA00000977,NATIONAL_PARK,URBAN_GREEN,83.31,14668,1,255759.89,85.53,78.13,0.7111,11008036.3,0,172460.97,8.165,92.8,0,0.063,LANDSAT
2007,FOREST,PA00000978,BLM,PRAIRIE,54.82,674,0,1171423.97,8.8,91.85,0.2918,8345322.53,0,172991.09,10.686,55.0,1,0.519,LANDSAT
2002,SHRUB,PA00000979,STATE_PARK,DESERT,67.86,8075,1,1073842.52,38.91,44.15,0.0766,103555.06,0,220621.48,7.733,58.8,1,0.9452,LIDAR
2008,SHRUB,PA00000980,WILDLIFE_REFUGE,ALPINE,90.29,43527,0,989719.13,80.08,17.32,0.5067,652032.48,0,235625.34,1.886,85.8,0,0.1635,MODIS
2020,CROPLAND,PA00000981,NATIONAL_PARK,DECIDUOUS,36.99,23300,1,63412.57,2.36,34.29,0.7482,7521818.49,0,246772.4,12.587,73.7,0,0.1693,LIDAR
2010,FOREST,PA00000982,OTHER,RIPARIAN,82.93,22264,1,615575.01,80.55,74.41,0.676,1478275.81,1,99314.28,1.107,51.8,0,0.7613,LANDSAT
2018,SHRUB,PA00000983,STATE_PARK,PRAIRIE,73.14,38249,1,651037.45,61.1,41.71,0.0584,10563742.94,0,81468.44,6.321,52.6,0,0.0197,MODIS
2023,FOREST,PA00000984,NATIONAL_PARK,URBAN_GREEN,92.87,24855,1,1049563.1,1.9,16.1,0.3597,4858867.77,0,24658.25,0.433,32.0,1,0.9163,LANDSAT
2024,URBAN,PA00000985,OTHER,COASTAL,37.63,20694,1,413388.47,40.92,72.91,0.6506,8881316.19,0,208710.44,12.737,70.3,0,0.1794,SENTINEL2
2019,GRASSLAND,PA00000986,STATE_PARK,DECIDUOUS,70.88,20998,0,914591.16,13.38,54.62,0.8884,8294981.33,1,29553.83,5.445,68.9,0,0.7964,OTHER
2025,FOREST,PA00000987,WILDLIFE_REFUGE,DESERT,65.9,11988,0,1219919.93,45.01,42.21,0.7274,6095757.36,0,176618.23,12.316,38.0,1,0.9788,SENTINEL2
2006,WETLAND,PA00000988,OTHER,PRAIRIE,28.76,13180,0,1044275.74,51.28,97.35,0.6505,4372999.04,1,43432.86,7.945,25.5,0,0.0031,SENTINEL2
2006,BARREN,PA00000989,STATE_PARK,RIPARIAN,95.6,29069,0,60024.44,8.83,27.45,0.9444,3860821.01,0,102022.6,10.624,68.3,0,0.042,NAIP
2021,WETLAND,PA00000990,OTHER,DECIDUOUS,93.62,5156,0,1197994.22,69.26,23.09,0.192,29468.36,0,109930.28,13.46,69.6,0,0.3563,NAIP
2017,CROPLAND,PA00000991,STATE_PARK,DESERT,84.93,43103,1,1195882.22,59.15,86.53,0.2126,10692807.17,0,151678.94,13.77,33.4,1,0.8202,SENTINEL2
2021,WATER,PA00000992,TRIBAL,COASTAL,87.64,20128,0,845811.38,33.8,95.51,0.1775,7545427.14,0,96831.18,2.156,99.4,0,0.6757,OTHER
2017,GRASSLAND,PA00000993,WILDLIFE_REFUGE,COASTAL,16.05,34965,1,193876.45,82.64,8.5,0.3263,3276483.47,0,2959.24,11.277,21.7,0,0.3523,LANDSAT
2010,SHRUB,PA00000994,OTHER,RIPARIAN,22.54,1486,0,589208.75,86.42,15.71,0.0937,7845861.43,0,231006.86,7.482,73.4,0,0.5949,MODIS
2014,URBAN,PA00000995,NATIONAL_PARK,URBAN_GREEN,5.4,22739,0,821304.47,56.04,55.38,0.0136,11261778.87,0,67154.4,1.941,25.3,0,0.0643,MODIS
2002,FOREST,PA00000996,OTHER,DECIDUOUS,28.46,7817,0,771647.74,13.98,84.48,0.1938,2273219.74,0,215225.78,2.04,59.3,0,0.9473,SENTINEL2
2025,URBAN,PA00000997,WILDLIFE_REFUGE,MARSH,77.21,29788,0,920962.78,10.33,58.05,0.1411,7945605.76,0,112451.03,11.698,78.9,1,0.1101,SENTINEL2
2013,FOREST,PA00000998,BLM,DESERT,14.44,43190,0,268932.23,23.45,73.54,0.1161,7455346.13,0,180810.83,12.352,14.2,1,0.0799,SENTINEL2
2006,URBAN,PA00000999,STATE_PARK,URBAN_GREEN,91.77,44021,0,1146676.67,11.55,43.81,0.9879,377389.37,0,220877.22,6.567,25.0,0,0.2506,SENTINEL2
2005,CROPLAND,PA00001000,STATE_PARK,RIPARIAN,52.95,9473,0,423037.71,9.99,47.01,0.1221,8305979.14,0,3141.49,14.144,4.8,0,0.016,SENTINEL2
2021,WATER,PA00001001,WILDLIFE_REFUGE,CONIFER,63.77,26092,0,341538.17,79.11,16.54,0.3405,5064703.19,0,34615.06,10.999,87.7,0,0.4226,MODIS
2012,WATER,PA00001002,STATE_PARK,URBAN_GREEN,50.86,42165,1,1205807.97,52.05,22.51,0.2466,938413.03,0,215080.36,9.498,83.0,1,0.1881,LANDSAT
2018,SHRUB,PA00001003,BLM,MARSH,75.53,443,1,1155022.68,80.77,61.0,0.2857,8745412.17,0,29966.84,3.743,21.4,0,0.8604,NAIP
2022,CROPLAND,PA00001004,BLM,DECIDUOUS,29.2,44027,0,41332.32,41.18,8.38,0.8431,5135210.27,0,193052.26,2.385,88.2,0,0.5643,SENTINEL2
2010,BARREN,PA00001005,OTHER,CONIFER,33.56,39646,1,886334.26,22.48,4.56,0.3991,9237635.84,0,75948.56,0.377,33.7,1,0.8964,MODIS
2017,CROPLAND,PA00001006,PRIVATE_CONSERVATION,PRAIRIE,82.36,45603,0,162565.24,85.89,98.28,0.8496,3706782.18,1,159628.74,4.022,91.8,0,0.9144,PLANET
2006,FOREST,PA00001007,STATE_PARK,MARSH,43.05,30088,0,763930.0,75.17,84.5,0.9345,2502636.62,0,236666.79,11.061,95.9,0,0.2759,LANDSAT
2019,WETLAND,PA00001008,OTHER,ALPINE,79.4,35256,1,204065.69,13.69,49.66,0.0513,2990226.16,0,43224.12,7.909,55.7,1,0.4436,LANDSAT
2005,URBAN,PA00001009,NATIONAL_PARK,URBAN_GREEN,85.71,31844,0,931961.72,5.94,86.01,0.0774,867185.52,0,52351.63,13.943,72.4,0,0.9479,PLANET
2009,FOREST,PA00001010,STATE_PARK,CONIFER,10.85,30158,0,477572.12,68.25,97.32,0.1563,11211698.82,1,173518.93,7.101,29.9,0,0.5061,LANDSAT
2005,WATER,PA00001011,WILDLIFE_REFUGE,URBAN_GREEN,62.28,1568,0,950976.86,22.56,70.02,0.6666,4568731.13,1,179475.23,4.676,89.5,0,0.684,LANDSAT
2015,CROPLAND,PA00001012,NATIONAL_PARK,PRAIRIE,36.01,28233,0,560404.21,66.71,25.99,0.2729,6049409.29,0,217640.76,0.432,94.5,0,0.1387,SENTINEL2
2014,GRASSLAND,PA00001013,OTHER,URBAN_GREEN,49.11,673,1,269604.9,14.74,80.72,0.2668,9466525.12,0,28548.48,6.872,46.8,0,0.1382,LANDSAT
2017,WATER,PA00001014,BLM,PRAIRIE,32.19,43430,0,347119.15,1.12,4.24,0.8203,5438974.9,1,120806.97,5.738,64.8,0,0.5129,LANDSAT
2010,WETLAND,PA00001015,BLM,ALPINE,14.09,35069,0,345665.9,7.02,26.53,0.8122,11730040.81,0,163839.66,14.306,85.1,1,0.5023,SENTINEL2
2021,GRASSLAND,PA00001016,TRIBAL,COASTAL,34.55,9962,0,324355.43,67.05,20.01,0.4435,5589886.96,0,61860.99,11.097,7.9,1,0.7125,LANDSAT
2002,CROPLAND,PA00001017,WILDLIFE_REFUGE,COASTAL,91.24,42984,0,792450.2,78.72,18.73,0.8788,3602901.97,0,151345.11,4.725,6.0,1,0.7644,MODIS
2016,CROPLAND,PA00001018,OTHER,DESERT,28.49,44670,0,1053852.07,80.72,94.23,0.1539,9344685.33,1,154631.52,8.08,58.8,1,0.6848,LIDAR
2019,GRASSLAND,PA00001019,WILDLIFE_REFUGE,RIPARIAN,41.69,28477,1,331325.41,27.09,55.66,0.2598,9672655.5,0,113789.45,7.649,79.8,1,0.2721,PLANET
2016,FOREST,PA00001020,WILDLIFE_REFUGE,PRAIRIE,19.57,11530,1,369822.71,49.21,50.4,0.3388,11185446.4,0,171311.26,9.89,6.8,0,0.0298,LANDSAT
2012,FOREST,PA00001021,OTHER,URBAN_GREEN,54.46,17366,1,752964.18,47.76,43.14,0.7611,7206540.78,0,218400.3,8.826,3.5,1,0.9713,LANDSAT
2024,GRASSLAND,PA00001022,TRIBAL,RIPARIAN,74.76,11759,0,1018619.05,48.77,31.88,0.2943,8197574.07,1,186948.54,8.11,53.7,0,0.0596,NAIP
2007,URBAN,PA00001023,TRIBAL,ALPINE,51.88,6212,0,336041.81,58.17,79.25,0.7211,8342294.95,1,166802.61,7.968,18.2,0,0.3429,NAIP
2006,CROPLAND,PA00001024,STATE_PARK,COASTAL,79.55,47813,1,1035946.05,32.81,25.9,0.2231,5753272.98,0,173959.2,4.842,53.5,1,0.1402,OTHER
2007,CROPLAND,PA00001025,NATIONAL_PARK,DECIDUOUS,33.95,3116,0,293189.14,61.83,57.27,0.8284,1514292.39,0,249989.28,13.426,71.1,1,0.0575,SENTINEL2
2010,GRASSLAND,PA00001026,OTHER,COASTAL,10.33,38811,0,1091579.54,54.71,71.49,0.8513,9393134.88,0,213799.76,12.944,30.1,0,0.2316,NAIP
2009,WETLAND,PA00001027,WILDLIFE_REFUGE,PRAIRIE,93.68,8063,1,852161.03,29.56,43.97,0.7588,3848574.63,0,26953.77,12.321,98.5,1,0.8603,PLANET
2001,SHRUB,PA00001028,NATIONAL_PARK,CONIFER,45.18,44946,0,492165.53,18.34,26.59,0.9998,11349187.04,0,181709.22,3.418,29.8,0,0.9377,LANDSAT
2017,WETLAND,PA00001029,TRIBAL,PRAIRIE,33.01,21214,0,201019.76,14.78,84.16,0.256,9342013.37,0,197713.46,10.492,72.6,0,0.1947,MODIS
2016,GRASSLAND,PA00001030,NATIONAL_PARK,CONIFER,16.25,48647,0,506314.5,46.14,38.85,0.4926,11535567.14,0,44432.11,8.092,84.7,0,0.237,SENTINEL2
2011,GRASSLAND,PA00001031,WILDLIFE_REFUGE,DECIDUOUS,57.19,34934,1,1133841.76,88.87,16.65,0.6817,1885782.85,1,126240.31,3.078,49.2,1,0.7379,MODIS
2016,FOREST,PA00001032,OTHER,PRAIRIE,3.84,10181,0,629506.02,46.45,58.11,0.337,7978154.92,0,52341.94,7.218,38.5,0,0.687,PLANET
2020,FOREST,PA00001033,OTHER,RIPARIAN,86.71,17791,0,958751.63,4.59,0.16,0.1589,9170833.73,1,7979.41,4.146,88.9,0,0.9813,SENTINEL2
2019,WATER,PA00001034,NATIONAL_PARK,DECIDUOUS,60.17,35600,1,452664.23,8.7,23.81,0.8276,10679782.74,0,169281.12,8.576,60.7,1,0.274,NAIP
2013,SHRUB,PA00001035,WILDLIFE_REFUGE,URBAN_GREEN,89.49,6549,1,912292.33,79.7,21.92,0.4713,8807234.01,0,20770.15,10.494,96.2,0,0.4565,LANDSAT
2025,FOREST,PA00001036,NATIONAL_PARK,PRAIRIE,41.33,10041,0,259558.58,51.32,89.26,0.0908,4946650.94,1,24190.74,4.786,54.6,0,0.3397,LANDSAT
2023,WETLAND,PA00001037,OTHER,DESERT,6.42,6287,0,686996.42,33.58,33.5,0.2637,5534465.15,0,109446.2,0.172,23.5,1,0.4084,SENTINEL2
2012,GRASSLAND,PA00001038,WILDLIFE_REFUGE,PRAIRIE,70.3,18376,0,181821.73,11.61,50.39,0.9768,3279428.44,0,191014.14,5.676,69.5,0,0.4791,SENTINEL2
2006,GRASSLAND,PA00001039,OTHER,RIPARIAN,91.11,18290,0,1090240.44,96.92,40.22,0.7341,5838047.77,0,35186.61,13.885,16.8,0,0.3601,OTHER
2016,URBAN,PA00001040,STATE_PARK,URBAN_GREEN,11.51,15138,0,786263.91,81.56,48.58,0.368,5706405.62,0,12136.63,10.116,91.9,0,0.4906,LIDAR
2023,GRASSLAND,PA00001041,NATIONAL_PARK,MARSH,95.38,44911,0,1174319.2,25.26,12.18,0.982,3415090.12,0,176301.79,7.498,84.3,1,0.4087,NAIP
2008,SHRUB,PA00001042,TRIBAL,RIPARIAN,1.75,35012,0,364116.06,81.58,4.13,0.3897,7360848.89,0,41665.21,14.538,82.9,0,0.2229,OTHER
2003,WATER,PA00001043,STATE_PARK,URBAN_GREEN,90.87,37093,0,53598.24,75.35,38.33,0.2712,913685.72,1,6224.7,5.779,3.9,0,0.748,LANDSAT
2019,FOREST,PA00001044,OTHER,DESERT,93.18,39941,1,452098.33,24.24,50.98,0.0382,3774865.42,0,133212.16,8.518,62.9,0,0.9787,MODIS
2009,SHRUB,PA00001045,OTHER,COASTAL,98.12,23832,1,186183.44,53.75,65.13,0.9321,11127313.43,1,162302.41,4.312,78.9,1,0.9311,SENTINEL2
2013,CROPLAND,PA00001046,OTHER,PRAIRIE,88.04,37940,1,589976.43,45.07,45.34,0.992,1932719.24,0,122721.92,5.885,79.6,0,0.7155,NAIP
2010,FOREST,PA00001047,STATE_PARK,URBAN_GREEN,33.93,31519,1,840420.28,27.62,38.47,0.5041,1736056.01,1,25950.98,6.6,66.4,0,0.5231,PLANET
2016,URBAN,PA00001048,OTHER,MARSH,23.23,1333,1,365487.41,31.85,22.55,0.8522,7132759.76,0,41222.19,0.346,24.0,0,0.4336,PLANET
2008,GRASSLAND,PA00001049,OTHER,CONIFER,23.9,37962,0,1235791.94,13.43,74.14,0.8256,9688436.52,0,244334.31,3.058,52.8,0,0.1685,LANDSAT
2008,FOREST,PA00001050,TRIBAL,URBAN_GREEN,14.18,4652,1,611747.66,32.86,87.85,0.1477,5010553.38,0,101463.88,7.774,72.3,1,0.1663,NAIP
2007,URBAN,PA00001051,BLM,ALPINE,0.61,14362,0,223745.18,31.29,79.01,0.0206,7910829.45,0,200002.67,12.767,82.9,1,0.3698,OTHER
2013,WETLAND,PA00001052,PRIVATE_CONSERVATION,DESERT,75.14,20531,0,1059930.83,15.38,70.65,0.3829,9259801.14,0,241075.0,0.108,70.8,1,0.3499,SENTINEL2
2013,URBAN,PA00001053,BLM,COASTAL,56.6,16217,1,676287.64,2.77,58.04,0.2344,3774563.99,0,199462.18,5.793,56.0,1,0.7601,LANDSAT
2005,URBAN,PA00001054,WILDLIFE_REFUGE,COASTAL,91.86,47148,0,652926.15,86.39,75.06,0.1528,4254618.24,1,32562.66,8.415,53.2,1,0.6642,NAIP
2009,CROPLAND,PA00001055,WILDLIFE_REFUGE,DECIDUOUS,3.47,25220,0,857300.59,72.91,3.39,0.7409,3680385.43,0,218408.82,11.318,97.4,0,0.5879,LIDAR
2002,URBAN,PA00001056,TRIBAL,DECIDUOUS,5.48,31220,1,1097193.14,86.62,75.23,0.5114,10062412.06,0,89429.04,2.273,72.4,0,0.7915,PLANET
2014,WETLAND,PA00001057,PRIVATE_CONSERVATION,ALPINE,40.95,34157,1,815735.94,38.97,97.19,0.2239,9843652.01,0,156946.97,6.91,41.2,0,0.792,NAIP
2018,FOREST,PA00001058,PRIVATE_CONSERVATION,ALPINE,89.32,32792,0,690244.87,58.71,5.8,0.966,6050524.86,1,211098.56,13.128,15.8,0,0.5398,MODIS
2003,WETLAND,PA00001059,WILDLIFE_REFUGE,ALPINE,9.16,8808,0,1189995.02,71.45,53.68,0.2666,1418386.7,0,209102.35,4.491,65.4,0,0.9809,NAIP
2019,GRASSLAND,PA00001060,BLM,PRAIRIE,21.03,43347,0,771632.26,98.64,41.49,0.5964,7895779.75,0,2504.66,0.459,74.5,1,0.4271,MODIS
2021,URBAN,PA00001061,TRIBAL,PRAIRIE,57.24,49595,1,241480.22,91.19,58.49,0.0056,10955988.74,0,233762.18,7.255,40.8,1,0.4507,SENTINEL2
2015,CROPLAND,PA00001062,BLM,CONIFER,1.84,25958,0,168787.36,33.67,25.43,0.1209,79646.39,1,23277.38,12.779,32.3,1,0.5684,LANDSAT
2007,FOREST,PA00001063,WILDLIFE_REFUGE,MARSH,7.8,2733,0,1055286.67,30.0,96.59,0.1976,2818664.98,0,49091.16,2.039,92.7,1,0.2306,LANDSAT
2006,CROPLAND,PA00001064,OTHER,CONIFER,26.03,27236,0,452283.41,47.82,98.71,0.2381,7458286.28,0,248745.59,11.629,7.4,0,0.4143,NAIP
2018,FOREST,PA00001065,WILDLIFE_REFUGE,DECIDUOUS,98.15,4830,0,1206785.07,15.47,27.69,0.7367,2638619.37,0,146130.8,4.478,97.2,0,0.1872,MODIS
2007,CROPLAND,PA00001066,WILDLIFE_REFUGE,URBAN_GREEN,22.03,16111,1,242566.98,64.7,12.65,0.0404,9694826.99,0,248751.7,2.17,49.2,1,0.2219,SENTINEL2
2012,CROPLAND,PA00001067,OTHER,MARSH,95.14,23624,0,100951.07,72.58,32.89,0.8013,4220934.1,1,89916.73,4.087,18.8,0,0.3219,MODIS
2017,CROPLAND,PA00001068,WILDLIFE_REFUGE,PRAIRIE,97.11,13785,0,149408.29,35.88,46.84,0.4921,9944235.26,1,7317.56,2.522,74.9,0,0.8067,NAIP
2025,WATER,PA00001069,NATIONAL_PARK,PRAIRIE,61.98,34693,0,267310.16,20.26,60.24,0.1126,7104202.91,1,224489.8,4.838,35.2,0,0.5466,LIDAR
2021,URBAN,PA00001070,STATE_PARK,DESERT,79.45,28669,0,670848.41,5.96,44.1,0.0741,11371017.46,0,31525.75,6.114,3.7,0,0.8202,PLANET
2024,FOREST,PA00001071,NATIONAL_PARK,COASTAL,17.79,6765,1,1197466.56,49.39,12.84,0.0635,7177363.73,0,165199.81,8.145,6.2,0,0.6389,OTHER
2005,FOREST,PA00001072,BLM,DECIDUOUS,72.05,5148,0,824399.91,41.36,8.39,0.0651,3769644.62,0,167905.61,10.542,27.1,0,0.6968,LANDSAT
2006,WETLAND,PA00001073,PRIVATE_CONSERVATION,RIPARIAN,28.61,18885,1,82339.12,53.35,64.67,0.0328,9291015.54,1,21703.21,14.816,38.0,0,0.3337,OTHER
2012,SHRUB,PA00001074,STATE_PARK,CONIFER,42.2,25977,1,279825.96,44.86,90.82,0.0112,3083976.52,0,211430.95,7.274,97.4,0,0.0972,LANDSAT
2021,GRASSLAND,PA00001075,OTHER,DESERT,9.19,32698,0,473204.78,7.82,54.85,0.4181,6744303.62,0,185515.93,6.658,35.9,1,0.8868,LANDSAT
2025,GRASSLAND,PA00001076,NATIONAL_PARK,DESERT,39.04,10785,1,43373.38,10.75,77.67,0.5405,6953227.82,1,207919.13,1.655,59.0,0,0.7082,PLANET
2016,URBAN,PA00001077,WILDLIFE_REFUGE,COASTAL,88.74,46499,0,24417.38,29.44,54.61,0.1575,2060643.21,1,88823.48,0.042,60.5,1,0.377,NAIP
2002,GRASSLAND,PA00001078,BLM,COASTAL,62.65,34174,0,745358.19,36.54,41.92,0.9227,5969855.91,0,37722.29,1.533,39.5,1,0.5405,PLANET
2025,GRASSLAND,PA00001079,NATIONAL_PARK,MARSH,46.51,33632,0,64676.24,86.14,71.84,0.3338,8046159.84,0,164669.75,3.457,17.8,0,0.9414,PLANET
2010,CROPLAND,PA00001080,NATIONAL_PARK,RIPARIAN,44.91,35474,0,881436.19,62.13,36.85,0.632,4938499.75,1,247863.57,4.343,95.0,0,0.6202,LANDSAT
