ph_beh_reference_year,ph_beh_country_iso2,ph_beh_region_nuts_code,ph_beh_age_group,ph_beh_sex,ph_beh_smoking_rate_pct,ph_beh_alcohol_consumption_litres_per_capita,ph_beh_binge_drinking_rate_pct,ph_beh_physical_activity_rate_pct,ph_beh_sedentary_time_hours_day,ph_beh_healthy_diet_score,ph_beh_fruit_veg_daily_pct,ph_beh_ultra_processed_food_share_pct,ph_beh_sleep_quality_score,ph_beh_obesity_rate_pct,ph_beh_screen_time_hours_day,ph_beh_chronic_conditions_count_mean,ph_beh_ehis_table_code,ph_beh_survey_weight,ph_beh_data_extract_date
2007,SI,FR89,75_PLUS,F,14.04,2.77,29.21,58.45,5.35,38.68,45.54,38.8,7.63,27.76,8.34,2.005,HLTH_EHIS_DIET,2.6888,2025-05-19
2008,CY,CZ54,45_54,M,32.13,9.23,20.67,64.98,5.2,39.31,23.29,51.7,8.31,10.05,6.59,2.07,HLTH_EHIS_MH,3.1466,2025-04-21
2009,GR,LV2,15_24,X,21.97,2.55,19.56,28.21,10.34,43.43,54.19,47.03,6.82,10.86,9.2,0.516,HLTH_EHIS_ALCO,3.594,2024-04-01
2010,MT,PL6,55_64,F,32.62,11.7,18.64,50.85,11.91,41.37,52.98,21.66,5.69,29.41,7.57,0.21,HLTH_EHIS_PA,4.6785,2024-07-13
2011,ES,SE19,25_34,M,32.8,5.54,11.8,48.51,10.52,69.85,70.5,23.66,7.36,21.31,9.31,1.92,HLTH_EHIS_SMOK,3.852,2025-03-15
2012,CZ,CY38,65_74,X,17.41,2.66,8.75,30.82,12.35,69.82,56.28,52.06,6.9,28.83,3.75,0.654,HLTH_EHIS_DIET,1.7105,2024-02-13
2013,HU,HU677,35_44,F,26.74,7.01,24.92,49.58,9.73,66.91,23.88,23.47,4.32,10.54,5.76,2.022,HLTH_EHIS_MH,4.6398,2024-01-24
2014,NL,BE3,75_PLUS,M,22.04,5.42,4.76,63.07,5.62,69.37,67.54,27.32,5.75,19.88,8.04,2.805,HLTH_EHIS_ALCO,4.214,2025-09-01
2015,SE,GR901,45_54,X,14.01,2.73,23.93,70.9,8.76,59.74,45.08,46.71,4.91,31.22,7.94,2.197,HLTH_EHIS_PA,1.1095,2024-10-03
2016,DK,LU5,15_24,F,22.61,8.32,11.77,32.16,8.68,62.15,76.95,14.32,7.35,12.78,10.43,2.105,HLTH_EHIS_SMOK,0.8896,2024-09-21
2017,IE,SE2,55_64,M,19.16,5.62,26.07,31.88,5.42,37.21,55.97,52.09,8.48,27.05,3.5,0.727,HLTH_EHIS_DIET,3.3247,2024-11-16
2018,PL,LT183,25_34,X,25.05,7.8,23.65,27.23,8.16,60.51,73.0,26.74,6.25,24.36,5.45,0.172,HLTH_EHIS_MH,3.867,2025-12-22
2019,AT,LT760,65_74,F,21.35,13.39,10.47,39.25,8.7,69.01,29.54,44.97,4.15,35.91,7.93,0.548,HLTH_EHIS_ALCO,3.4529,2025-10-19
2020,EE,CZ46,35_44,M,21.98,13.78,27.78,34.81,4.61,67.51,32.92,14.64,7.44,19.69,2.43,1.446,HLTH_EHIS_PA,2.7507,2025-02-16
2021,IT,DK898,75_PLUS,X,9.03,2.66,27.06,44.53,9.74,54.38,21.31,45.51,5.48,24.1,8.54,0.296,HLTH_EHIS_SMOK,2.8246,2024-05-14
2022,PT,BG387,45_54,F,11.95,7.79,28.77,48.45,11.54,61.9,68.79,22.03,5.5,8.73,3.76,0.907,HLTH_EHIS_DIET,3.4925,2024-01-02
2023,BE,DE9,15_24,M,17.99,3.04,10.67,78.21,6.28,73.6,29.15,43.78,7.8,23.69,8.31,1.228,HLTH_EHIS_MH,1.0637,2025-03-31
2024,FI,AT87,55_64,X,19.83,13.79,32.96,71.45,6.06,36.68,20.48,47.7,4.83,21.54,8.18,1.84,HLTH_EHIS_ALCO,3.8302,2025-09-24
2025,LV,DK35,25_34,F,19.56,9.62,21.36,80.21,9.89,42.99,62.13,25.78,5.08,24.68,9.06,2.076,HLTH_EHIS_PA,3.4034,2025-10-03
2006,RO,SE357,65_74,M,10.15,12.61,22.96,36.95,12.53,74.89,45.34,44.99,4.99,27.26,5.22,0.891,HLTH_EHIS_SMOK,1.4073,2024-01-31
2007,BG,BE28,35_44,X,10.83,1.69,28.02,29.64,5.05,45.07,51.5,48.15,4.95,29.86,4.7,1.63,HLTH_EHIS_DIET,1.062,2025-01-09
2008,FR,DE305,75_PLUS,F,8.35,7.75,15.56,60.35,8.07,59.7,49.65,55.09,6.65,28.55,4.78,1.596,HLTH_EHIS_MH,2.9115,2024-02-15
2009,LT,GR6,45_54,M,26.21,12.84,37.21,48.71,11.27,38.78,53.61,37.99,4.64,28.55,5.48,1.661,HLTH_EHIS_ALCO,4.4913,2024-01-28
2010,SK,CZ146,15_24,X,27.46,5.01,13.0,48.7,7.49,56.84,66.23,18.06,7.11,16.98,7.13,0.851,HLTH_EHIS_PA,3.3527,2025-09-02
2011,HR,ES388,55_64,F,28.1,6.02,16.78,40.22,4.63,74.92,25.15,43.61,5.08,18.74,6.82,0.703,HLTH_EHIS_SMOK,3.0178,2024-02-28
2012,DE,LT68,25_34,M,29.09,10.78,24.64,53.55,7.99,65.99,62.54,32.03,7.38,23.13,5.16,0.457,HLTH_EHIS_DIET,0.5047,2024-08-17
2013,LU,SI51,65_74,X,24.71,5.55,11.41,41.32,11.87,37.81,50.95,17.42,4.9,26.69,5.92,2.9,HLTH_EHIS_MH,0.6887,2025-04-26
2014,SI,DK413,35_44,F,24.15,1.77,9.02,55.75,3.86,49.01,64.58,12.15,5.26,28.1,1.9,0.208,HLTH_EHIS_ALCO,2.162,2025-08-25
2015,CY,RO680,75_PLUS,M,22.26,9.43,17.3,51.98,8.86,74.33,48.53,23.1,7.12,30.46,4.1,0.623,HLTH_EHIS_PA,1.266,2024-11-10
2016,GR,LT66,45_54,X,14.85,5.92,14.21,44.05,10.09,58.67,49.09,34.35,4.37,11.51,4.17,0.438,HLTH_EHIS_SMOK,1.0446,2024-09-05
2017,MT,IE10,15_24,F,9.54,7.93,25.1,51.12,10.05,52.43,59.02,37.66,4.58,23.01,5.7,1.917,HLTH_EHIS_DIET,4.4382,2025-09-15
2018,ES,NL663,55_64,M,23.92,2.24,23.62,52.9,10.36,49.54,48.48,47.43,6.92,28.45,4.26,1.511,HLTH_EHIS_MH,1.1501,2024-10-25
2019,CZ,BG608,25_34,X,20.99,11.86,5.47,59.49,3.83,50.46,31.98,41.82,8.89,28.97,8.6,1.784,HLTH_EHIS_ALCO,2.7751,2024-11-13
2020,HU,SE63,65_74,F,12.08,10.37,31.68,41.99,4.94,46.55,33.5,11.68,5.97,25.1,3.91,1.438,HLTH_EHIS_PA,4.6083,2025-06-04
2021,NL,LT85,35_44,M,12.08,6.94,32.13,30.36,10.66,46.04,59.98,18.22,7.32,20.69,5.82,0.908,HLTH_EHIS_SMOK,0.2875,2024-08-29
2022,SE,BG322,75_PLUS,X,22.96,6.64,23.63,62.01,6.77,50.62,28.27,53.13,7.46,18.6,8.72,0.9,HLTH_EHIS_DIET,4.6376,2024-12-08
2023,DK,LU2,45_54,F,14.25,6.49,4.66,31.36,8.23,45.87,27.3,24.45,5.79,17.44,2.2,1.058,HLTH_EHIS_MH,3.893,2024-08-09
2024,IE,MT496,15_24,M,20.83,11.08,7.2,48.48,6.36,37.2,60.06,49.41,6.31,28.52,10.19,2.187,HLTH_EHIS_ALCO,2.5814,2024-12-16
2025,PL,PL117,55_64,X,10.53,9.54,23.18,62.74,8.75,73.48,59.39,49.59,7.11,21.68,5.28,0.615,HLTH_EHIS_PA,0.5665,2025-10-04
2006,AT,FR308,25_34,F,13.82,3.5,22.92,75.72,10.13,52.53,33.76,51.62,5.72,26.02,6.1,0.746,HLTH_EHIS_SMOK,1.1591,2025-05-22
2007,EE,GR355,65_74,M,10.38,11.59,34.34,56.67,5.87,52.84,51.92,40.95,5.31,13.6,5.18,2.648,HLTH_EHIS_DIET,1.9409,2025-10-12
2008,IT,ES674,35_44,X,17.52,2.79,12.18,52.17,6.72,68.78,70.57,52.11,6.27,27.74,2.93,1.309,HLTH_EHIS_MH,3.9128,2024-10-31
2009,PT,FR431,75_PLUS,F,11.57,4.41,8.04,51.76,10.77,81.21,53.63,41.0,5.85,13.0,7.59,1.363,HLTH_EHIS_ALCO,3.2243,2024-07-19
2010,BE,SK21,45_54,M,9.58,12.27,25.24,27.19,4.44,61.43,27.53,24.08,5.38,8.66,8.27,0.315,HLTH_EHIS_PA,3.7017,2024-09-08
2011,FI,SI475,15_24,X,28.83,1.87,23.74,72.28,5.59,61.17,36.33,53.69,8.03,16.41,5.73,0.39,HLTH_EHIS_SMOK,3.0358,2025-03-28
2012,LV,SI64,55_64,F,24.98,14.01,29.29,44.55,8.21,71.82,62.15,49.27,7.24,36.6,5.2,2.075,HLTH_EHIS_DIET,1.5608,2024-06-15
2013,RO,NL387,25_34,M,18.24,8.62,28.98,65.11,9.09,55.74,37.11,34.87,7.56,21.81,8.43,0.486,HLTH_EHIS_MH,0.9908,2025-07-22
2014,BG,SI9,65_74,X,20.25,2.78,27.14,30.85,12.0,40.57,65.05,18.0,7.46,20.42,3.56,2.829,HLTH_EHIS_ALCO,3.1245,2024-09-23
2015,FR,BE659,35_44,F,29.33,10.28,24.3,33.03,9.58,37.59,64.34,45.09,7.26,27.32,4.84,0.388,HLTH_EHIS_PA,4.4493,2024-01-15
2016,LT,ES369,75_PLUS,M,8.4,4.73,29.04,27.8,6.99,76.4,61.22,27.14,8.05,13.77,4.8,0.557,HLTH_EHIS_SMOK,3.1209,2024-04-16
2017,SK,HU25,45_54,X,13.63,13.36,13.03,33.22,8.84,41.48,37.69,36.7,5.77,14.37,8.43,0.786,HLTH_EHIS_DIET,1.6142,2025-04-11
2018,HR,NL291,15_24,F,23.06,9.78,17.62,55.49,4.45,67.87,51.89,13.14,6.2,21.24,4.08,1.696,HLTH_EHIS_MH,2.82,2024-03-01
2019,DE,DK89,55_64,M,34.36,5.6,29.92,65.83,11.76,42.47,47.15,33.71,6.85,11.06,5.77,1.015,HLTH_EHIS_ALCO,0.6404,2024-06-23
2020,LU,HU228,25_34,X,19.47,4.6,17.03,48.66,10.26,49.15,26.17,11.89,5.74,11.34,7.01,1.706,HLTH_EHIS_PA,0.799,2025-05-04
2021,SI,HR130,65_74,F,31.28,8.99,6.39,55.94,9.81,53.9,59.63,13.7,7.76,15.38,7.96,0.596,HLTH_EHIS_SMOK,2.3146,2025-10-10
2022,CY,BE1,35_44,M,33.29,11.86,31.88,33.31,8.03,74.87,68.81,22.85,5.1,16.66,6.66,1.4,HLTH_EHIS_DIET,3.6673,2025-01-31
2023,GR,EE27,75_PLUS,X,14.66,7.08,7.34,33.93,8.7,69.82,38.77,23.22,6.52,30.97,5.17,1.345,HLTH_EHIS_MH,0.2103,2024-06-20
2024,MT,FR455,45_54,F,24.52,12.14,16.39,66.26,12.48,61.72,66.04,19.17,7.12,12.21,1.84,2.064,HLTH_EHIS_ALCO,1.7758,2024-05-19
2025,ES,LV233,15_24,M,18.53,9.19,35.12,36.26,6.6,49.1,51.52,20.74,8.27,22.02,6.08,2.092,HLTH_EHIS_PA,2.9411,2024-08-29
2006,CZ,SE293,55_64,X,22.99,8.85,21.7,41.76,10.59,53.02,35.41,39.31,6.97,16.65,7.24,0.496,HLTH_EHIS_SMOK,2.5582,2024-06-18
2007,HU,GR982,25_34,F,26.31,7.76,15.12,59.53,4.54,36.36,38.02,30.32,7.87,20.45,7.61,1.316,HLTH_EHIS_DIET,4.7413,2025-07-01
2008,NL,BG310,65_74,M,13.85,2.56,22.77,66.07,11.78,69.92,33.22,50.28,5.23,28.63,4.1,1.518,HLTH_EHIS_MH,4.5235,2025-03-11
2009,SE,NL438,35_44,X,18.15,1.54,30.36,63.21,8.97,74.04,46.33,23.63,6.44,19.77,8.44,0.414,HLTH_EHIS_ALCO,3.7809,2024-11-12
2010,DK,FI133,75_PLUS,F,7.46,4.56,15.19,36.97,9.2,38.28,20.71,13.62,6.47,29.71,3.4,2.795,HLTH_EHIS_PA,1.0056,2025-11-29
2011,IE,EE943,45_54,M,28.22,9.39,17.46,38.53,12.22,50.33,55.0,51.52,5.44,16.61,5.41,1.069,HLTH_EHIS_SMOK,0.9168,2025-07-09
2012,PL,FR26,15_24,X,19.69,9.75,25.41,74.21,9.15,74.37,67.63,47.8,6.4,13.9,9.91,0.465,HLTH_EHIS_DIET,2.9861,2024-03-30
2013,AT,PT62,55_64,F,27.58,5.9,25.7,64.33,10.78,69.59,72.57,49.1,7.46,13.4,6.96,1.589,HLTH_EHIS_MH,4.538,2026-01-25
2014,EE,IT42,25_34,M,10.61,3.02,28.36,69.34,6.13,71.89,62.66,28.31,8.85,17.18,10.63,1.83,HLTH_EHIS_ALCO,3.2728,2026-01-06
2015,IT,CY564,65_74,X,23.89,3.74,27.23,44.06,12.17,47.92,54.07,27.49,6.89,10.99,2.67,2.642,HLTH_EHIS_PA,3.5574,2024-10-18
2016,PT,PL9,35_44,F,16.27,8.64,4.04,35.2,8.9,51.72,24.4,44.14,7.39,17.08,8.14,1.721,HLTH_EHIS_SMOK,4.1937,2025-03-07
2017,BE,RO78,75_PLUS,M,16.1,11.7,24.81,55.7,7.31,67.95,63.7,35.45,6.42,23.7,6.07,2.522,HLTH_EHIS_DIET,2.7415,2025-11-16
2018,FI,CZ713,45_54,X,19.77,5.96,24.89,47.71,6.65,72.96,65.37,34.12,7.13,13.59,4.38,2.171,HLTH_EHIS_MH,0.6004,2025-08-25
2019,LV,FR535,15_24,F,20.13,1.53,23.34,50.32,4.34,45.22,35.84,17.84,8.73,26.01,7.85,1.956,HLTH_EHIS_ALCO,2.7786,2024-10-09
2020,RO,EE89,55_64,M,27.65,10.78,28.83,64.89,5.01,38.46,56.14,31.26,7.02,22.4,4.91,0.353,HLTH_EHIS_PA,0.8187,2024-01-06
2021,BG,AT65,25_34,X,27.98,10.53,20.01,66.33,7.96,68.73,28.87,45.0,5.76,28.12,9.16,1.607,HLTH_EHIS_SMOK,2.7351,2026-01-08
2022,FR,CY29,65_74,F,13.51,4.61,4.07,70.57,12.19,67.9,33.47,25.99,5.28,30.68,7.91,1.408,HLTH_EHIS_DIET,1.2759,2024-06-22
2023,LT,ES713,35_44,M,24.96,2.51,5.3,38.59,8.59,34.01,32.96,53.42,7.11,24.51,6.83,2.097,HLTH_EHIS_MH,3.9171,2024-04-10
2024,SK,FI75,75_PLUS,X,28.57,1.35,6.03,34.99,11.73,68.22,55.2,47.68,4.47,34.96,6.96,1.567,HLTH_EHIS_ALCO,3.0637,2025-04-21
2025,HR,CY27,45_54,F,19.7,8.8,31.63,40.37,5.76,35.3,43.04,38.46,8.73,10.5,3.67,0.893,HLTH_EHIS_PA,0.8394,2025-08-30
2006,DE,LT72,15_24,M,20.09,4.72,11.39,47.07,6.21,49.89,45.58,20.95,6.54,9.12,8.24,2.037,HLTH_EHIS_SMOK,3.4226,2024-05-30
2007,LU,DK23,55_64,X,32.67,13.07,27.59,29.41,12.63,47.8,36.07,17.69,6.91,10.41,3.3,1.808,HLTH_EHIS_DIET,4.5617,2024-01-23
2008,SI,EE980,25_34,F,17.42,11.4,15.57,40.2,3.91,76.35,38.81,39.49,7.42,32.89,8.61,1.397,HLTH_EHIS_MH,1.2514,2024-07-20
2009,CY,HR4,65_74,M,21.21,9.49,27.44,54.93,12.35,65.81,64.97,22.53,5.99,25.92,2.12,3.052,HLTH_EHIS_ALCO,3.5347,2024-11-17
2010,GR,LV298,35_44,X,14.77,10.88,25.04,43.69,10.55,50.67,24.58,47.3,7.38,32.66,6.89,1.615,HLTH_EHIS_PA,2.173,2025-03-26
2011,MT,ES88,75_PLUS,F,27.79,1.93,21.24,28.97,7.4,51.45,44.18,11.46,7.51,11.13,2.22,0.519,HLTH_EHIS_SMOK,4.456,2025-01-17
2012,ES,BG66,45_54,M,11.42,6.88,34.75,65.35,8.33,66.34,73.19,42.49,6.47,14.29,4.11,1.472,HLTH_EHIS_DIET,4.7683,2024-04-01
2013,CZ,AT91,15_24,X,14.89,4.46,3.6,36.72,4.54,43.86,32.34,54.63,6.61,14.13,7.16,1.585,HLTH_EHIS_MH,3.4956,2025-05-06
2014,HU,CZ8,55_64,F,19.16,9.9,12.01,47.52,7.39,49.28,21.36,42.54,4.56,10.88,3.74,2.254,HLTH_EHIS_ALCO,3.4542,2025-12-08
2015,NL,PL575,25_34,M,29.42,8.24,26.02,54.1,8.21,65.35,54.49,16.12,4.94,15.8,10.35,0.73,HLTH_EHIS_PA,1.418,2025-03-02
2016,SE,CY365,65_74,X,28.26,9.85,6.69,24.62,9.72,54.7,36.47,26.06,5.85,17.75,8.55,2.019,HLTH_EHIS_SMOK,4.1701,2025-11-17
2017,DK,FR998,35_44,F,28.96,5.93,23.05,26.89,7.45,75.59,58.43,21.68,4.87,14.64,7.31,1.202,HLTH_EHIS_DIET,3.7529,2024-02-24
2018,IE,BG205,75_PLUS,M,31.92,9.14,19.47,44.99,5.15,47.86,24.0,34.89,7.42,30.31,2.41,1.357,HLTH_EHIS_MH,1.9062,2026-01-26
2019,PL,DE40,45_54,X,8.92,12.14,29.17,47.44,11.13,52.25,51.55,22.72,6.84,16.16,5.84,1.899,HLTH_EHIS_ALCO,1.3,2025-10-18
2020,AT,DK542,15_24,F,8.19,6.64,24.14,67.64,9.0,62.27,58.13,19.7,4.54,12.06,4.88,0.228,HLTH_EHIS_PA,0.7451,2024-09-29
2021,EE,LT6,55_64,M,31.24,11.02,34.86,69.49,7.43,52.4,21.69,12.19,5.51,13.83,3.33,0.387,HLTH_EHIS_SMOK,3.9568,2024-02-01
2022,IT,IT401,25_34,X,27.7,3.87,6.35,64.86,7.67,42.72,28.5,12.62,6.8,20.81,7.56,1.257,HLTH_EHIS_DIET,2.006,2025-08-03
2023,PT,EE318,65_74,F,9.05,6.05,19.63,26.27,8.38,48.01,64.95,42.22,6.43,20.22,6.64,0.277,HLTH_EHIS_MH,2.2442,2024-03-21
2024,BE,GR36,35_44,M,19.04,1.77,33.69,49.35,8.09,69.42,56.14,29.12,5.17,15.5,2.85,1.504,HLTH_EHIS_ALCO,2.4999,2025-06-23
2025,FI,ES966,75_PLUS,X,20.11,11.52,14.62,69.44,10.55,34.35,52.04,45.66,4.65,17.98,3.27,0.389,HLTH_EHIS_PA,4.2173,2025-09-14
2006,LV,AT879,45_54,F,8.22,5.85,27.84,38.5,8.2,76.39,74.94,15.01,7.48,28.69,7.21,1.902,HLTH_EHIS_SMOK,2.3967,2025-06-03
2007,RO,SK9,15_24,M,13.91,6.31,29.32,37.18,6.96,61.53,70.15,34.29,7.53,25.76,8.38,0.59,HLTH_EHIS_DIET,1.3473,2025-03-25
2008,BG,CZ60,55_64,X,31.34,12.57,5.35,52.23,12.28,35.47,30.51,28.44,5.32,22.92,2.92,1.043,HLTH_EHIS_MH,1.2932,2025-08-15
2009,FR,RO207,25_34,F,25.31,3.41,27.24,61.98,5.18,71.96,67.05,17.18,6.8,24.67,6.19,1.521,HLTH_EHIS_ALCO,0.3375,2025-05-26
2010,LT,LT84,65_74,M,33.94,7.18,25.07,56.46,10.92,65.98,77.54,49.17,5.78,10.46,8.23,0.366,HLTH_EHIS_PA,2.546,2025-01-11
2011,SK,CZ1,35_44,X,27.34,4.31,14.94,36.1,9.58,55.18,61.06,53.24,6.82,23.26,4.24,1.261,HLTH_EHIS_SMOK,0.7142,2024-03-08
2012,HR,LT83,75_PLUS,F,23.92,6.06,16.16,71.65,10.0,54.06,43.56,31.09,5.3,22.0,5.48,1.098,HLTH_EHIS_DIET,4.0155,2024-10-12
2013,DE,BG6,45_54,M,28.91,8.19,7.2,30.77,7.25,34.76,35.28,54.08,6.63,17.8,7.71,1.54,HLTH_EHIS_MH,4.5311,2025-03-25
2014,LU,HR22,15_24,X,17.02,8.89,24.73,69.56,8.48,34.1,41.42,52.33,5.4,27.27,8.23,1.572,HLTH_EHIS_ALCO,1.8367,2024-11-09
2015,SI,DK138,55_64,F,17.29,5.27,22.3,29.71,4.76,38.58,32.13,54.36,8.11,11.24,5.32,1.861,HLTH_EHIS_PA,2.4477,2025-08-27
2016,CY,IT7,25_34,M,12.4,3.92,10.16,67.64,7.92,47.64,46.04,31.17,4.97,9.23,7.43,0.983,HLTH_EHIS_SMOK,2.1031,2025-04-19
2017,GR,LT4,65_74,X,17.31,8.67,6.21,61.53,4.66,71.02,54.42,48.44,8.43,28.38,6.09,2.034,HLTH_EHIS_DIET,0.2166,2025-04-21
2018,MT,RO77,35_44,F,12.88,4.82,4.65,67.34,9.9,74.01,67.38,31.73,6.3,20.79,5.06,0.954,HLTH_EHIS_MH,1.1243,2025-10-31
2019,ES,CZ64,75_PLUS,M,11.29,8.04,26.36,66.47,10.79,38.85,53.68,25.19,4.66,11.77,6.95,2.951,HLTH_EHIS_ALCO,2.9373,2025-12-30
2020,CZ,BE167,45_54,X,10.79,1.32,16.61,40.64,10.98,66.94,32.88,43.76,7.1,29.27,3.15,1.894,HLTH_EHIS_PA,3.8986,2025-01-27
2021,HU,RO8,15_24,F,22.45,11.73,19.17,44.26,5.81,55.95,37.81,32.65,5.06,21.52,3.12,1.22,HLTH_EHIS_SMOK,3.5384,2025-01-22
2022,NL,HU99,55_64,M,11.37,5.3,13.93,59.81,4.81,34.54,24.05,33.86,4.78,12.74,6.1,1.376,HLTH_EHIS_DIET,0.4737,2024-06-29
2023,SE,SE45,25_34,X,24.32,5.17,10.94,56.27,6.45,67.03,66.39,25.68,5.07,17.2,4.31,2.065,HLTH_EHIS_MH,4.3516,2025-06-25
2024,DK,DE4,65_74,F,20.27,6.08,9.92,32.36,5.42,44.02,25.01,18.51,8.05,21.1,6.08,1.174,HLTH_EHIS_ALCO,0.269,2024-11-01
2025,IE,IT808,35_44,M,17.17,13.1,5.62,51.69,4.9,55.74,58.76,32.6,6.52,23.3,3.18,1.091,HLTH_EHIS_PA,3.9459,2024-03-15
2006,PL,IE107,75_PLUS,X,15.47,5.88,8.15,65.86,6.32,51.14,39.52,37.25,6.78,23.9,6.13,2.706,HLTH_EHIS_SMOK,2.6144,2025-03-13
2007,AT,DK29,45_54,F,30.06,8.76,19.59,25.9,9.14,34.24,64.95,43.25,6.55,27.24,3.12,1.083,HLTH_EHIS_DIET,1.906,2025-11-09
2008,EE,SK3,15_24,M,22.26,12.25,15.88,51.16,5.97,64.82,27.0,43.4,8.11,28.62,7.85,0.826,HLTH_EHIS_MH,0.5257,2024-10-27
2009,IT,IE5,55_64,X,28.07,11.72,7.9,60.36,8.33,41.32,46.69,32.72,4.53,20.16,7.92,2.089,HLTH_EHIS_ALCO,0.7298,2025-04-11
2010,PT,DE88,25_34,F,13.25,4.6,9.09,48.66,4.61,44.08,41.33,46.52,5.24,32.38,9.07,2.364,HLTH_EHIS_PA,0.9274,2024-01-24
2011,BE,EE32,65_74,M,34.27,5.56,29.96,55.62,6.34,33.36,49.18,53.26,7.73,18.31,5.61,1.134,HLTH_EHIS_SMOK,1.7263,2024-10-29
2012,FI,CY31,35_44,X,9.48,12.79,11.14,60.34,7.71,70.16,50.9,14.44,5.95,18.34,8.06,1.84,HLTH_EHIS_DIET,1.5816,2025-05-31
2013,LV,PT9,75_PLUS,F,13.62,7.2,8.15,53.45,5.04,75.48,75.75,33.99,5.89,26.77,7.92,0.972,HLTH_EHIS_MH,1.0183,2024-05-19
2014,RO,SE4,45_54,M,34.16,12.8,39.21,31.86,8.86,59.71,50.84,51.02,4.45,31.16,7.47,1.249,HLTH_EHIS_ALCO,3.9209,2025-05-25
2015,BG,DK13,15_24,X,21.93,4.22,25.33,53.61,9.21,53.35,41.17,18.38,5.96,24.16,5.44,1.79,HLTH_EHIS_PA,4.0748,2025-03-24
2016,FR,LT174,55_64,F,20.07,12.11,9.6,38.98,8.34,67.23,62.27,31.03,4.16,24.12,7.94,0.208,HLTH_EHIS_SMOK,2.7596,2025-12-23
2017,LT,CY36,25_34,M,28.64,5.43,32.6,54.59,10.32,72.89,62.74,39.26,7.31,32.92,7.74,2.198,HLTH_EHIS_DIET,4.3004,2025-05-02
2018,SK,IE457,65_74,X,30.27,4.1,19.6,66.66,5.86,64.44,49.78,39.95,6.57,13.18,5.62,0.569,HLTH_EHIS_MH,4.1035,2024-05-13
2019,HR,AT653,35_44,F,23.24,3.07,8.88,57.32,6.48,33.86,30.61,35.46,8.39,14.65,3.28,0.76,HLTH_EHIS_ALCO,4.6603,2024-04-22
2020,DE,FI91,75_PLUS,M,18.09,3.59,18.54,46.32,10.88,67.39,76.38,16.0,6.48,15.11,3.42,3.016,HLTH_EHIS_PA,2.2728,2025-01-23
2021,LU,LU815,45_54,X,25.25,3.17,11.87,45.01,8.53,50.22,30.44,36.25,6.76,28.17,3.48,1.942,HLTH_EHIS_SMOK,2.6568,2025-05-18
2022,SI,FI152,15_24,F,13.55,4.15,16.17,77.72,8.25,37.01,52.57,29.26,6.0,22.36,7.56,0.296,HLTH_EHIS_DIET,1.4592,2024-09-10
2023,CY,BG68,55_64,M,19.69,5.79,23.73,23.3,6.94,49.35,57.94,14.78,5.89,15.9,4.32,0.531,HLTH_EHIS_MH,2.6345,2026-02-13
2024,GR,BG14,25_34,X,26.05,3.22,19.45,61.83,8.66,79.02,53.2,17.57,6.21,8.44,6.08,1.602,HLTH_EHIS_ALCO,0.4873,2024-11-28
2025,MT,RO5,65_74,F,12.91,13.27,13.83,64.76,11.24,55.3,57.58,42.95,5.33,13.99,7.06,1.586,HLTH_EHIS_PA,0.6347,2026-01-08
2006,ES,HR9,35_44,M,22.82,11.9,20.99,25.95,4.14,60.32,30.9,45.59,5.63,28.96,5.87,1.134,HLTH_EHIS_SMOK,4.3477,2024-10-05
2007,CZ,RO701,75_PLUS,X,21.2,12.49,25.53,42.41,11.39,39.91,37.39,42.52,5.83,22.36,8.33,0.634,HLTH_EHIS_DIET,4.2768,2024-05-31
2008,HU,ES781,45_54,F,8.25,1.92,26.98,69.58,6.64,37.95,41.27,40.59,6.11,32.64,8.13,1.136,HLTH_EHIS_MH,0.8397,2025-03-01
2009,NL,PT49,15_24,M,21.32,7.86,12.22,79.08,8.74,48.85,46.83,20.92,6.17,10.57,9.4,1.669,HLTH_EHIS_ALCO,1.3826,2024-02-02
2010,SE,GR429,55_64,X,17.73,5.62,29.84,30.39,5.53,41.61,23.75,32.91,6.06,23.35,7.05,1.719,HLTH_EHIS_PA,3.1769,2025-11-06
2011,DK,LV82,25_34,F,9.49,9.28,10.78,52.49,6.17,34.77,56.78,37.19,7.58,28.72,2.8,0.695,HLTH_EHIS_SMOK,3.284,2024-03-24
2012,IE,PT99,65_74,M,33.82,10.46,8.59,36.18,11.18,36.43,31.8,37.42,6.17,30.33,7.69,2.57,HLTH_EHIS_DIET,4.7035,2024-10-19
2013,PL,NL72,35_44,X,26.13,9.43,29.35,60.58,8.23,42.91,51.3,15.16,7.76,27.44,2.26,1.874,HLTH_EHIS_MH,1.2836,2024-05-23
2014,AT,IE9,75_PLUS,F,19.33,4.5,19.71,61.56,4.78,55.59,60.68,27.43,8.61,10.69,3.87,1.604,HLTH_EHIS_ALCO,0.6489,2024-12-10
2015,EE,LU675,45_54,M,16.16,1.43,34.36,60.08,5.5,62.24,59.08,22.95,6.97,9.54,3.33,1.767,HLTH_EHIS_PA,0.5269,2025-01-14
2016,IT,SE3,15_24,X,28.32,7.45,23.39,81.4,10.02,40.42,58.19,44.78,6.71,24.33,8.42,2.273,HLTH_EHIS_SMOK,3.7911,2025-12-02
2017,PT,LV19,55_64,F,10.17,2.39,22.95,64.82,4.54,60.3,61.23,25.14,7.4,27.28,1.89,0.588,HLTH_EHIS_DIET,2.8167,2024-09-04
