edu_hiedpath_term_code,edu_hiedpath_institution_ipeds_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2019SU,101029,44.5987,UNDERGRAD,REENTRY,8,7,1.57,1,0,BACHELOR,8,34118,1,0,83.62,0,52.81,80325,105882
2016SU,101030,47.4524,CERT,TRANSFER_IN,18,13,3.64,1,1,DOCTORAL,81,59627,0,0,57.31,0,64.54,24993,76860
2021WI,101031,49.7235,UNDERGRAD,FIRST_TIME,14,14,3.76,1,0,DOCTORAL,73,75812,0,0,18.06,0,91.88,84982,121536
2016SP,101032,08.3143,CERT,TRANSFER_IN,9,7,2.32,1,0,CERTIFICATE,41,81917,0,0,85.32,1,90.93,93186,106235
2017WI,101033,47.5574,UNDERGRAD,CONTINUING,7,7,2.42,0,0,ASSOCIATE,85,30052,0,1,29.32,0,60.99,77410,125699
2016SP,101034,16.2403,GRAD,TRANSFER_IN,3,2,2.03,1,0,NONE,77,43914,0,0,33.09,1,54.59,27550,39168
2018FA,101035,54.4794,UNDERGRAD,CONTINUING,5,5,3.74,1,0,BACHELOR,94,30955,0,0,55.74,1,60.74,94193,108686
2020SU,101036,24.2018,UNDERGRAD,FIRST_TIME,14,12,2.11,0,1,BACHELOR,85,75103,1,0,57.26,1,57.03,69281,80547
2024FA,101037,10.6255,UNDERGRAD,FIRST_TIME,15,12,2.93,0,0,MASTER,66,85316,0,0,2.06,0,64.7,40058,84231
2014FA,101038,14.8092,UNDERGRAD,TRANSFER_IN,7,5,2.74,1,1,DOCTORAL,50,20549,1,0,50.02,1,93.94,42856,66825
2018FA,101039,20.9765,UNDERGRAD,CONTINUING,4,3,3.91,0,0,BACHELOR,25,65487,0,0,40.24,0,92.83,25302,39418
2018SU,101040,53.5737,UNDERGRAD,REENTRY,16,14,1.77,1,0,MASTER,38,64824,0,1,7.76,1,79.79,63593,107372
2021SU,101041,45.8384,GRAD,TRANSFER_IN,12,11,1.9,0,0,MASTER,58,57624,1,0,7.28,0,77.02,85633,90226
2017FA,101042,23.9346,UNDERGRAD,CONTINUING,9,8,2.38,1,0,NONE,12,64064,1,1,40.69,0,84.03,44823,62752
2014SP,101043,46.5006,GRAD,TRANSFER_IN,18,17,1.58,1,1,MASTER,89,53340,0,0,49.74,1,65.14,24336,51225
2024WI,101044,30.7630,UNDERGRAD,FIRST_TIME,14,11,3.83,1,0,DOCTORAL,91,83522,0,1,82.51,1,73.58,51012,88897
2014SP,101045,45.1966,UNDERGRAD,TRANSFER_IN,3,3,3.68,1,0,CERTIFICATE,42,21061,0,1,92.15,1,59.03,55769,116519
2020SU,101046,16.3893,UNDERGRAD,TRANSFER_IN,3,2,3.87,0,0,MASTER,26,3275,1,0,25.59,0,91.64,58833,82552
2017WI,101047,09.6274,UNDERGRAD,FIRST_TIME,10,9,3.61,1,0,NONE,35,86581,0,0,49.17,1,80.09,91752,134138
2015WI,101048,27.3414,GRAD,CONTINUING,18,14,2.2,1,0,NONE,84,75593,1,1,80.57,1,84.75,28495,74884
2019SP,101049,06.4539,UNDERGRAD,CONTINUING,17,13,1.89,1,0,ASSOCIATE,54,36744,0,1,54.68,1,68.06,83123,121111
2023WI,101050,15.6003,UNDERGRAD,CONTINUING,13,12,3.23,1,0,CERTIFICATE,37,15301,1,0,58.25,0,71.59,73456,100920
2021SU,101051,28.8613,UNDERGRAD,CONTINUING,16,13,2.31,1,0,BACHELOR,13,50875,0,0,85.12,1,65.71,90959,141218
2013FA,101052,47.0312,UNDERGRAD,CONTINUING,14,12,1.59,1,0,BACHELOR,88,42880,1,1,56.27,0,60.48,54039,76251
2021WI,101053,41.5917,GRAD,CONTINUING,13,9,3.53,1,0,ASSOCIATE,17,39703,0,0,29.98,1,91.31,74851,82920
2020FA,101054,40.1002,CERT,FIRST_TIME,8,8,3.46,1,0,MASTER,8,77181,1,1,34.77,1,91.56,95000,135040
2013SP,101055,06.1990,UNDERGRAD,CONTINUING,15,11,3.77,0,1,ASSOCIATE,43,65261,0,0,47.74,0,70.98,78207,120830
2025SU,101056,07.6929,UNDERGRAD,CONTINUING,17,14,3.9,1,1,ASSOCIATE,27,167,0,0,38.24,0,87.04,91214,152258
2019WI,101057,16.2547,UNDERGRAD,FIRST_TIME,12,12,1.72,1,0,CERTIFICATE,81,1507,0,0,55.27,1,53.09,27384,55344
2020FA,101058,28.4183,UNDERGRAD,FIRST_TIME,9,7,2.99,1,0,BACHELOR,17,25443,0,1,88.88,0,93.96,56709,115280
2019WI,101059,33.8613,UNDERGRAD,CONTINUING,13,10,2.95,1,0,CERTIFICATE,59,2037,1,1,80.87,0,59.34,51600,78182
2020WI,101060,27.3142,UNDERGRAD,TRANSFER_IN,9,7,1.64,1,0,BACHELOR,19,83275,1,1,29.2,0,70.77,66467,94643
2014FA,101061,11.4376,UNDERGRAD,CONTINUING,8,6,2.69,0,0,DOCTORAL,34,44684,0,0,33.83,0,77.44,34651,41356
2017SU,101062,46.6981,UNDERGRAD,TRANSFER_IN,7,7,3.47,1,0,MASTER,84,51187,0,0,9.53,0,57.27,20557,50652
2025FA,101063,42.0623,UNDERGRAD,CONTINUING,15,14,2.22,1,0,ASSOCIATE,71,22269,0,0,61.27,1,84.52,28013,75849
2017WI,101064,49.6502,UNDERGRAD,CONTINUING,5,4,3.88,1,0,ASSOCIATE,6,14773,0,0,25.95,0,62.82,81782,85213
2020FA,101065,09.4092,UNDERGRAD,REENTRY,12,10,2.62,1,0,CERTIFICATE,42,51790,0,0,37.18,0,89.71,51255,86023
2014SP,101066,10.9789,GRAD,FIRST_TIME,16,15,2.21,1,0,BACHELOR,46,62429,1,0,79.83,0,76.78,26839,48662
2019FA,101067,52.8122,UNDERGRAD,CONTINUING,16,16,3.16,1,1,ASSOCIATE,32,39757,0,0,45.57,0,70.48,91535,108231
2023FA,101068,30.0532,UNDERGRAD,FIRST_TIME,4,4,3.44,1,0,BACHELOR,47,49224,1,0,37.37,0,70.67,94109,140333
2023SU,101069,52.2545,UNDERGRAD,TRANSFER_IN,14,13,2.55,1,0,BACHELOR,63,31988,1,1,26.59,0,57.37,21736,27965
2016SU,101070,23.3902,UNDERGRAD,TRANSFER_IN,10,9,2.73,1,0,CERTIFICATE,30,69277,0,0,16.16,0,89.68,38970,75611
2015FA,101071,20.4679,UNDERGRAD,REENTRY,17,17,3.24,1,0,MASTER,6,54087,1,0,60.64,0,78.14,71179,113131
2012WI,101072,40.4654,UNDERGRAD,FIRST_TIME,3,2,3.33,0,0,CERTIFICATE,58,82752,0,0,25.98,1,88.09,48710,92928
2018SP,101073,50.3710,UNDERGRAD,FIRST_TIME,14,11,1.84,1,0,DOCTORAL,6,47882,1,0,94.92,1,68.75,26495,66680
2015SP,101074,49.9566,GRAD,FIRST_TIME,5,5,3.86,0,0,CERTIFICATE,42,74238,0,0,50.88,1,58.44,80298,113657
2016SU,101075,27.9497,UNDERGRAD,REENTRY,10,7,3.02,1,1,ASSOCIATE,72,891,0,1,16.6,0,69.44,91456,121144
2019SP,101076,52.7786,UNDERGRAD,TRANSFER_IN,12,12,1.92,1,0,MASTER,11,54270,1,1,75.85,0,86.09,69464,101825
2019SP,101077,25.7598,UNDERGRAD,CONTINUING,7,5,2.08,0,1,BACHELOR,75,89628,0,0,73.57,0,97.59,30891,40690
2025FA,101078,15.4553,UNDERGRAD,TRANSFER_IN,6,5,2.45,0,0,BACHELOR,38,29354,0,0,63.65,1,88.06,64956,80745
2017WI,101079,16.4950,UNDERGRAD,FIRST_TIME,3,2,2.85,0,0,ASSOCIATE,6,71491,1,0,6.46,0,90.85,85688,108556
2016FA,101080,07.8391,CERT,TRANSFER_IN,4,3,2.49,1,0,BACHELOR,33,24177,1,0,71.8,0,68.41,53243,56580
2021SU,101081,24.6751,CERT,FIRST_TIME,11,9,2.99,1,0,DOCTORAL,55,65313,1,0,83.41,0,78.73,38106,100728
2015SP,101082,26.8923,UNDERGRAD,CONTINUING,14,10,3.46,1,0,BACHELOR,81,59638,1,0,52.06,0,58.04,26753,69914
2024SU,101083,11.9688,UNDERGRAD,FIRST_TIME,7,5,2.82,1,1,NONE,31,75910,1,0,51.13,0,67.92,73497,75776
2013WI,101084,48.3728,GRAD,FIRST_TIME,12,11,2.69,1,0,CERTIFICATE,89,30758,0,0,25.75,0,74.43,85945,116218
2023FA,101085,05.7420,UNDERGRAD,FIRST_TIME,10,9,1.95,0,0,BACHELOR,88,8463,1,1,51.44,1,69.05,49780,71341
2023SP,101086,50.9520,UNDERGRAD,CONTINUING,13,11,3.23,0,0,CERTIFICATE,73,72135,0,0,58.35,1,68.04,80891,132383
2018WI,101087,39.4505,GRAD,FIRST_TIME,17,13,1.68,1,0,ASSOCIATE,42,39099,0,1,13.69,0,47.88,35733,76760
2016WI,101088,12.1247,GRAD,CONTINUING,15,14,1.78,0,1,NONE,17,43642,0,1,18.56,0,66.43,63245,121878
2012SU,101089,10.9968,UNDERGRAD,TRANSFER_IN,11,8,3.11,1,0,ASSOCIATE,43,32966,1,0,88.8,0,65.32,63451,67403
2022WI,101090,11.8082,UNDERGRAD,CONTINUING,15,12,1.88,1,0,NONE,23,16435,1,0,54.48,1,55.31,43432,63160
2012SP,101091,46.8234,UNDERGRAD,TRANSFER_IN,11,8,2.19,0,0,BACHELOR,7,62336,0,1,6.75,0,49.74,58551,93589
2020SP,101092,16.0173,UNDERGRAD,FIRST_TIME,13,13,3.33,1,0,BACHELOR,31,9615,1,0,19.51,0,68.64,52301,116372
2018SU,101093,53.3909,UNDERGRAD,CONTINUING,17,14,1.95,0,0,BACHELOR,19,12483,1,0,86.07,1,57.93,68953,124572
2016FA,101094,05.9961,GRAD,TRANSFER_IN,5,5,2.2,1,0,CERTIFICATE,62,67452,0,0,10.87,1,83.29,51767,89821
2016SP,101095,08.2928,UNDERGRAD,FIRST_TIME,9,9,2.39,1,0,CERTIFICATE,48,67218,1,0,64.96,0,82.29,39759,65712
2016SU,101096,49.9745,UNDERGRAD,CONTINUING,7,6,2.55,1,1,CERTIFICATE,49,66480,0,1,50.44,1,72.94,92234,101631
2022WI,101097,21.1327,UNDERGRAD,FIRST_TIME,7,5,3.4,1,0,ASSOCIATE,45,86245,0,0,68.21,0,73.93,56599,85437
2014FA,101098,19.7422,UNDERGRAD,FIRST_TIME,15,13,2.91,1,0,DOCTORAL,65,88575,0,0,6.57,0,89.45,42541,49507
2019FA,101099,32.2224,UNDERGRAD,CONTINUING,6,5,2.95,1,0,ASSOCIATE,48,5719,1,0,77.79,0,46.08,49762,113049
2020FA,101100,36.4811,UNDERGRAD,FIRST_TIME,14,13,1.54,1,0,CERTIFICATE,36,71172,0,0,88.46,0,48.41,88500,99198
2017SU,101101,30.0126,UNDERGRAD,CONTINUING,3,3,3.99,1,0,BACHELOR,36,69237,1,1,8.8,0,55.55,93655,130792
2025WI,101102,21.5185,UNDERGRAD,FIRST_TIME,6,6,3.93,1,0,ASSOCIATE,68,41047,1,0,21.54,0,75.86,91087,116010
2024WI,101103,26.1591,UNDERGRAD,FIRST_TIME,10,7,3.53,1,0,ASSOCIATE,55,40651,0,1,96.97,1,72.25,56453,99324
2025SP,101104,53.1729,CERT,CONTINUING,15,11,3.56,1,0,MASTER,96,59178,1,1,4.52,0,85.21,42818,81627
2021FA,101105,06.6669,CERT,REENTRY,17,15,3.42,1,0,MASTER,24,50942,1,0,4.98,1,95.97,47812,91129
2013SP,101106,03.2053,UNDERGRAD,TRANSFER_IN,3,3,2.22,0,0,BACHELOR,9,42181,0,0,46.74,1,81.75,75820,107265
2021SU,101107,49.7281,UNDERGRAD,TRANSFER_IN,17,16,2.27,1,1,NONE,50,41120,0,1,73.05,0,66.26,46830,83193
2021SP,101108,50.9486,UNDERGRAD,CONTINUING,4,3,2.31,0,1,CERTIFICATE,26,73474,0,1,73.77,1,54.0,41624,103663
2020SP,101109,13.5173,UNDERGRAD,CONTINUING,10,8,2.25,1,0,ASSOCIATE,82,66511,0,0,3.82,0,50.35,64472,117716
2015SU,101110,24.5600,UNDERGRAD,FIRST_TIME,15,15,1.74,1,0,BACHELOR,12,61065,0,0,50.99,0,88.02,52861,78790
2019SP,101111,51.8560,GRAD,REENTRY,6,6,3.18,1,0,MASTER,7,37357,1,0,47.27,1,71.92,71529,75206
2022WI,101112,32.3688,UNDERGRAD,FIRST_TIME,6,5,1.99,1,1,MASTER,17,49996,0,0,75.01,0,57.69,35600,68917
2018WI,101113,30.5342,GRAD,FIRST_TIME,10,9,2.57,1,0,DOCTORAL,94,73924,0,1,93.92,0,82.34,94221,157723
2022FA,101114,51.9593,UNDERGRAD,CONTINUING,17,16,3.49,1,0,BACHELOR,29,72902,0,1,71.24,0,71.45,79007,143428
2019FA,101115,45.7131,GRAD,REENTRY,8,6,3.35,1,0,BACHELOR,22,33216,1,0,57.45,0,68.6,74506,79799
2019FA,101116,50.4501,UNDERGRAD,FIRST_TIME,4,3,3.58,1,0,MASTER,29,36963,0,1,54.66,0,72.97,31706,47703
2013WI,101117,33.6085,GRAD,FIRST_TIME,12,9,2.87,1,0,MASTER,47,10258,0,0,54.95,1,57.67,30043,64017
2023WI,101118,48.9071,UNDERGRAD,TRANSFER_IN,14,11,3.35,0,0,ASSOCIATE,49,48177,1,0,81.28,1,75.18,54209,114381
2021WI,101119,47.0302,GRAD,TRANSFER_IN,12,11,2.28,1,0,CERTIFICATE,67,29365,0,0,55.91,0,94.64,37022,68664
2013SU,101120,07.7465,CERT,FIRST_TIME,4,3,3.53,1,0,NONE,46,88983,1,0,74.29,1,60.87,34379,37245
2014SP,101121,26.9271,UNDERGRAD,REENTRY,15,15,3.3,1,1,MASTER,58,16402,1,1,26.51,1,66.33,25780,36118
2014SP,101122,26.8347,CERT,CONTINUING,12,10,3.69,1,0,BACHELOR,49,30064,0,0,66.15,0,93.31,70866,88894
2021WI,101123,23.8821,UNDERGRAD,FIRST_TIME,12,9,1.85,1,1,NONE,55,22757,1,1,85.3,0,86.66,58920,119610
2025WI,101124,39.5023,UNDERGRAD,CONTINUING,16,16,2.27,1,0,NONE,23,4793,0,1,47.88,0,79.6,20693,63582
2013FA,101125,19.3070,UNDERGRAD,TRANSFER_IN,7,7,1.9,1,0,BACHELOR,42,35952,0,0,71.28,1,45.75,66427,80158
2016SP,101126,51.0497,UNDERGRAD,CONTINUING,9,7,3.27,1,0,ASSOCIATE,71,85435,0,0,29.17,0,93.97,20306,49088
2017SP,101127,32.5260,UNDERGRAD,TRANSFER_IN,12,11,3.65,1,1,BACHELOR,50,39870,0,0,13.4,1,91.31,32979,67126
2013FA,101128,04.7042,CERT,TRANSFER_IN,9,7,2.21,0,0,CERTIFICATE,56,49289,1,0,31.25,0,86.46,22476,37141
2013SU,101129,33.9275,UNDERGRAD,CONTINUING,12,9,3.3,1,0,MASTER,43,45479,1,1,13.88,1,79.74,31807,82935
2013SP,101130,18.1469,UNDERGRAD,FIRST_TIME,13,9,2.94,1,0,ASSOCIATE,43,63380,1,0,24.69,1,83.22,25161,59065
2012SU,101131,42.8624,CERT,CONTINUING,17,16,2.87,1,0,CERTIFICATE,38,79149,1,1,51.36,0,48.63,30769,86897
2016SU,101132,10.8884,UNDERGRAD,REENTRY,15,11,2.97,0,1,MASTER,7,75567,1,1,60.22,1,67.62,90280,148061
2024FA,101133,38.6676,UNDERGRAD,TRANSFER_IN,8,7,1.5,0,0,ASSOCIATE,79,81844,0,0,27.88,1,47.32,68634,81889
2013WI,101134,33.9932,GRAD,CONTINUING,15,12,1.7,1,0,CERTIFICATE,18,10876,0,0,80.34,1,65.37,36362,40593
2014SU,101135,09.7528,UNDERGRAD,FIRST_TIME,17,16,3.31,0,0,MASTER,49,68765,0,0,58.61,0,71.87,56844,65025
2018SP,101136,37.9594,UNDERGRAD,CONTINUING,13,12,1.85,1,0,MASTER,84,38199,1,0,19.68,0,46.08,53025,77273
2014SU,101137,12.7543,UNDERGRAD,TRANSFER_IN,9,8,3.03,1,1,CERTIFICATE,60,24558,1,1,6.92,0,53.4,44548,69136
2025SP,101138,06.4347,GRAD,FIRST_TIME,12,11,2.7,1,0,BACHELOR,38,79359,1,1,13.54,1,94.81,75918,80508
2017FA,101139,31.2502,UNDERGRAD,TRANSFER_IN,12,11,2.77,0,0,DOCTORAL,90,50769,0,1,14.13,0,52.69,34827,44056
2024SP,101140,37.5567,UNDERGRAD,CONTINUING,7,6,2.22,1,0,CERTIFICATE,56,38323,1,1,78.27,1,54.2,73171,75297
2016SU,101141,33.3994,GRAD,TRANSFER_IN,3,2,3.64,0,0,BACHELOR,49,50808,0,0,47.63,0,69.81,44181,90678
2012SU,101142,03.6489,GRAD,FIRST_TIME,12,9,1.55,1,0,CERTIFICATE,20,50283,0,0,2.79,1,47.26,50759,53646
2024WI,101143,22.1501,UNDERGRAD,REENTRY,12,8,1.96,1,1,ASSOCIATE,82,40889,0,1,5.34,0,64.63,71025,78330
2013SP,101144,20.7770,UNDERGRAD,TRANSFER_IN,12,12,3.22,1,0,ASSOCIATE,86,79400,0,0,45.75,1,52.81,86806,101723
2015FA,101145,38.2168,UNDERGRAD,CONTINUING,3,2,1.87,1,0,CERTIFICATE,73,50339,0,0,31.43,1,58.66,20836,48553
2021FA,101146,37.2073,UNDERGRAD,FIRST_TIME,10,8,3.62,0,0,BACHELOR,42,19642,0,0,38.68,0,73.66,58970,81437
2016SP,101147,32.5361,UNDERGRAD,TRANSFER_IN,5,4,3.7,1,0,MASTER,9,11671,0,1,23.32,0,88.64,70670,112204
2021SP,101148,51.8488,UNDERGRAD,CONTINUING,5,5,2.22,1,0,BACHELOR,85,78500,1,1,39.57,1,97.04,84800,143501
2014SU,101149,04.7475,GRAD,FIRST_TIME,5,4,2.58,0,0,BACHELOR,43,15072,1,0,14.04,0,83.11,43052,88327
2013SP,101150,05.7784,UNDERGRAD,TRANSFER_IN,12,9,2.09,1,0,BACHELOR,80,87108,0,0,17.56,0,72.06,79114,112733
2022SP,101151,13.4572,GRAD,CONTINUING,6,6,2.28,1,0,CERTIFICATE,32,54305,0,1,75.81,0,88.73,52384,89061
2020SU,101152,13.7694,UNDERGRAD,REENTRY,7,6,2.62,1,0,MASTER,95,67022,1,1,12.56,1,93.64,57601,67895
2017FA,101153,32.9303,UNDERGRAD,TRANSFER_IN,10,8,2.65,1,0,ASSOCIATE,85,43621,0,1,47.07,0,80.09,77688,88015
2025WI,101154,18.7337,CERT,TRANSFER_IN,7,6,1.87,1,0,ASSOCIATE,66,59344,1,0,62.48,0,79.07,23495,26881
2016WI,101155,13.6821,UNDERGRAD,FIRST_TIME,13,11,2.68,1,0,BACHELOR,27,62521,1,1,35.3,1,45.04,51352,77098
2025FA,101156,38.7081,GRAD,FIRST_TIME,9,9,2.1,1,1,MASTER,53,49795,0,1,46.37,0,63.32,63128,101572
2024FA,101157,54.3470,UNDERGRAD,CONTINUING,12,11,2.57,0,0,ASSOCIATE,16,22682,1,1,69.48,0,66.41,26669,37599
2016SU,101158,10.3247,UNDERGRAD,FIRST_TIME,14,11,2.58,1,1,NONE,15,33689,1,0,87.04,0,74.38,80407,97681
2015WI,101159,19.7229,UNDERGRAD,TRANSFER_IN,14,12,3.63,1,0,BACHELOR,53,18364,1,0,98.25,1,89.18,32676,46939
2014WI,101160,10.9166,UNDERGRAD,CONTINUING,9,8,2.04,1,0,NONE,55,74804,0,1,38.71,1,72.33,89299,153014
2022SP,101161,29.2574,UNDERGRAD,CONTINUING,6,6,3.78,0,1,ASSOCIATE,26,65791,0,0,97.3,1,54.53,80298,112150
2012WI,101162,08.8221,UNDERGRAD,TRANSFER_IN,12,11,3.62,0,0,BACHELOR,74,43448,0,1,61.5,1,64.7,37844,56970
2018WI,101163,44.1874,UNDERGRAD,FIRST_TIME,11,9,2.78,0,1,MASTER,14,58245,1,1,11.97,1,88.54,74807,82210
2025FA,101164,28.5943,UNDERGRAD,CONTINUING,6,5,2.65,1,0,CERTIFICATE,75,32783,1,0,80.48,1,93.9,79880,137887
2018WI,101165,46.3300,CERT,REENTRY,13,10,1.99,1,0,CERTIFICATE,76,19276,1,0,15.39,0,58.15,41528,74170
2023SU,101166,24.2884,CERT,CONTINUING,9,8,1.73,1,0,BACHELOR,55,705,1,0,52.65,0,50.88,85620,122735
2022SU,101167,51.5840,GRAD,FIRST_TIME,4,4,2.55,1,0,MASTER,62,56085,1,0,75.0,0,73.32,19001,41913
2012SP,101168,18.8899,UNDERGRAD,FIRST_TIME,18,13,3.05,0,0,ASSOCIATE,46,57097,1,0,16.38,0,47.02,56248,97821
2013WI,101169,29.4015,GRAD,TRANSFER_IN,10,9,3.9,1,0,ASSOCIATE,16,7249,0,0,11.87,1,48.78,30268,41062
2014SU,101170,36.2131,UNDERGRAD,CONTINUING,15,14,2.92,1,0,DOCTORAL,39,17158,0,1,77.34,1,69.97,88236,130749
2025SU,101171,46.9328,UNDERGRAD,TRANSFER_IN,18,17,3.71,1,0,MASTER,18,66066,0,0,42.36,0,70.55,60875,109436
2022SP,101172,46.2641,UNDERGRAD,REENTRY,5,5,2.72,0,1,ASSOCIATE,18,45615,0,1,97.67,0,89.97,68638,89939
2012SU,101173,09.7803,GRAD,TRANSFER_IN,15,12,3.89,1,0,NONE,94,49718,0,0,69.15,0,56.29,63325,113597
2012FA,101174,25.7956,UNDERGRAD,CONTINUING,3,2,2.89,1,0,DOCTORAL,16,59816,0,1,14.28,1,53.95,26403,63941
2022SP,101175,23.9897,GRAD,FIRST_TIME,4,3,3.2,1,1,DOCTORAL,58,51719,0,0,11.94,1,50.78,86064,100297
2022FA,101176,18.1374,CERT,TRANSFER_IN,12,10,3.61,1,0,BACHELOR,34,50794,1,1,93.73,0,56.07,72054,113190
2021SP,101177,29.3500,UNDERGRAD,CONTINUING,7,6,3.6,0,0,MASTER,91,21079,0,0,44.56,0,83.99,88234,122478
2023SU,101178,10.3871,UNDERGRAD,TRANSFER_IN,9,7,2.97,0,0,MASTER,74,24799,0,0,86.33,0,55.34,34410,59422
2022FA,101179,11.7208,UNDERGRAD,FIRST_TIME,17,16,3.72,1,0,ASSOCIATE,71,38572,0,1,81.39,1,61.73,26776,69924
2019SU,101180,40.0122,UNDERGRAD,CONTINUING,17,12,1.68,1,0,BACHELOR,90,4185,0,0,2.55,1,55.83,23655,65720
2017SP,101181,39.1769,UNDERGRAD,TRANSFER_IN,17,15,3.51,1,0,BACHELOR,71,71322,0,1,33.07,0,81.84,86370,129829
2022WI,101182,49.7786,UNDERGRAD,TRANSFER_IN,8,7,3.42,1,0,BACHELOR,52,72682,0,0,31.8,0,62.14,80161,132504
2015FA,101183,39.8287,UNDERGRAD,TRANSFER_IN,15,13,1.7,1,1,CERTIFICATE,15,83593,0,1,67.93,1,59.1,75323,130269
2020SU,101184,53.5017,UNDERGRAD,TRANSFER_IN,18,16,3.15,0,0,BACHELOR,29,35499,0,1,45.07,0,80.92,85110,102563
2024FA,101185,25.3741,UNDERGRAD,CONTINUING,3,3,3.51,0,0,BACHELOR,71,4578,1,1,80.36,0,71.07,60047,107883
2018FA,101186,45.0379,UNDERGRAD,FIRST_TIME,6,5,2.24,1,0,MASTER,41,36626,0,0,88.92,0,74.22,78800,136486
2016SU,101187,42.4927,GRAD,FIRST_TIME,4,3,3.93,1,0,MASTER,89,53277,1,1,23.21,0,45.75,19318,46724
2024WI,101188,17.0402,UNDERGRAD,CONTINUING,5,5,1.63,1,1,ASSOCIATE,8,32750,1,1,49.8,0,95.55,31824,51672
2014SU,101189,40.8433,UNDERGRAD,TRANSFER_IN,8,7,3.74,1,0,DOCTORAL,82,84745,0,1,87.46,1,93.94,59489,121263
2023FA,101190,51.2373,GRAD,REENTRY,5,4,2.08,1,1,CERTIFICATE,50,15368,0,1,71.51,1,95.41,31316,68540
2018SP,101191,08.7206,UNDERGRAD,TRANSFER_IN,6,5,3.09,1,0,MASTER,76,25214,1,0,9.57,0,56.63,23118,34781
2023SU,101192,05.0996,UNDERGRAD,CONTINUING,4,4,2.1,1,0,ASSOCIATE,85,63555,1,1,30.02,0,65.42,70909,87342
2018FA,101193,38.5002,UNDERGRAD,CONTINUING,11,8,2.22,1,0,CERTIFICATE,82,87287,0,1,73.48,1,73.41,57108,98284
2022SU,101194,47.7998,CERT,TRANSFER_IN,17,16,1.58,1,0,BACHELOR,68,14542,1,1,25.64,0,89.86,41343,62330
2014SP,101195,38.1623,GRAD,CONTINUING,6,5,3.83,1,1,BACHELOR,38,67906,1,0,4.04,0,45.57,90113,123517
2017WI,101196,19.6569,UNDERGRAD,CONTINUING,7,6,3.21,1,0,BACHELOR,10,52985,1,0,8.47,0,59.52,39829,95573
2021WI,101197,32.3076,UNDERGRAD,FIRST_TIME,14,11,3.63,1,0,CERTIFICATE,64,27205,1,0,61.87,1,70.83,75625,98922
2015WI,101198,32.9190,UNDERGRAD,CONTINUING,13,12,2.42,1,0,BACHELOR,70,36924,0,1,33.52,1,45.62,24558,64381
2014SP,101199,35.5534,GRAD,FIRST_TIME,13,9,2.77,1,0,BACHELOR,9,59082,0,1,76.04,1,77.79,51957,116909
2020SU,101200,12.9260,UNDERGRAD,FIRST_TIME,4,4,1.5,1,1,CERTIFICATE,70,67209,1,0,79.98,1,60.43,37474,65764
2025SU,101201,48.4754,UNDERGRAD,TRANSFER_IN,17,12,3.08,0,1,ASSOCIATE,78,4326,0,1,43.53,0,92.07,87925,96991
2022SP,101202,21.0735,UNDERGRAD,CONTINUING,18,17,3.87,1,0,ASSOCIATE,14,64542,0,0,41.48,0,90.0,53614,107327
2020SU,101203,38.9378,UNDERGRAD,CONTINUING,7,6,2.93,1,0,ASSOCIATE,35,79590,1,0,85.03,0,61.95,45369,83206
2024FA,101204,37.6444,UNDERGRAD,FIRST_TIME,4,3,3.66,1,0,NONE,38,74947,1,0,25.57,1,71.54,30585,40565
2019SU,101205,50.0958,GRAD,TRANSFER_IN,9,6,3.74,1,1,BACHELOR,71,43743,0,0,9.13,1,97.7,47664,60892
2023WI,101206,06.0177,UNDERGRAD,FIRST_TIME,14,13,3.97,1,0,DOCTORAL,46,42343,1,0,53.94,0,69.34,74595,81709
2023FA,101207,29.7737,UNDERGRAD,CONTINUING,9,7,3.98,1,0,DOCTORAL,72,27850,0,0,71.5,0,82.57,78045,126217
2012FA,101208,09.9402,GRAD,TRANSFER_IN,12,12,3.14,1,0,MASTER,58,68778,1,0,86.72,1,49.77,73048,88034
2022SP,101209,41.5736,CERT,TRANSFER_IN,13,13,1.78,1,0,NONE,44,38478,0,0,49.53,0,72.16,71960,81270
2016SU,101210,34.6918,GRAD,REENTRY,11,8,2.93,1,0,MASTER,79,10409,1,1,71.15,1,64.26,26916,80196
2015SP,101211,13.4719,UNDERGRAD,CONTINUING,4,3,1.71,0,1,BACHELOR,13,60429,0,1,17.64,0,54.61,48213,100702
2018SP,101212,35.4014,UNDERGRAD,CONTINUING,6,5,1.63,1,1,MASTER,49,28333,0,0,17.57,0,75.44,59164,96428
2012FA,101213,12.3182,UNDERGRAD,FIRST_TIME,18,15,1.91,1,1,ASSOCIATE,86,34995,0,0,78.28,1,59.33,31437,43045
2012FA,101214,54.2962,CERT,REENTRY,16,15,1.96,1,1,BACHELOR,11,77817,1,1,24.27,1,81.77,88238,103217
