edu_hiedpath_term_code,edu_hiedpath_institution_aishe_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2018-SEM2,AISHE802806,CIP2366,Diploma,TransferIn,14,4,6.87,N,Y,PG_Diploma,48,2364699.25,N,N,74.42,N,48.61,145222.44,4215391.92
2020-TRI2,AISHE883388,CIP4882,Diploma,ReEntry,32,30,7.76,N,N,Certificate,71,570663.46,N,Y,9.35,Y,30.34,1407112.52,4264076.61
2022-TRI1,AISHE565734,CIP4017,UG,TransferIn,16,9,9.25,N,N,Degree,26,1756507.62,N,N,48.59,N,43.42,752444.43,1024947.23
2019-TRI2,AISHE991175,CIP7474,Certificate,ReEntry,35,26,7.95,Y,Y,PG_Diploma,75,721600.25,N,N,20.38,Y,73.86,164497.52,3928712.1
2019-TRI2,AISHE751715,CIP8762,Diploma,FirstTime,33,23,9.18,Y,N,Diploma,43,565631.91,N,Y,80.23,N,97.2,1084840.21,5129542.99
2022-TRI3,AISHE625582,CIP5886,Certificate,TransferIn,12,11,9.49,Y,N,PG_Diploma,10,366883.02,N,N,26.53,N,83.31,1236105.22,917088.04
2018-TRI1,AISHE375713,CIP9891,PhD,TransferIn,26,21,6.96,Y,N,Degree,91,767093.84,Y,Y,57.26,Y,81.59,765295.5,3586854.83
2025-SEM2,AISHE108592,CIP7692,PhD,TransferIn,28,28,5.07,N,Y,Diploma,8,1786545.59,Y,Y,52.2,Y,83.03,1560487.37,305626.46
2025-SEM1,AISHE235316,CIP2407,PG,TransferIn,14,13,4.25,N,N,Certificate,40,1210373.91,N,Y,95.08,Y,54.51,1565816.31,4181731.79
2020-SEM2,AISHE936573,CIP5565,Diploma,TransferIn,11,1,9.12,N,N,Degree,35,819220.09,Y,Y,28.34,N,41.91,79762.24,4671013.02
2023-TRI3,AISHE224958,CIP7165,PhD,TransferIn,22,11,7.09,N,Y,Diploma,87,2192787.13,N,Y,45.14,Y,39.48,458302.69,1867989.59
2023-TRI2,AISHE256434,CIP8234,Diploma,ReEntry,29,25,7.24,N,Y,Degree,64,1352952.65,N,Y,84.39,N,97.05,1871104.16,1936417.37
2020-TRI2,AISHE594838,CIP8785,Diploma,TransferIn,8,0,4.6,N,Y,Degree,8,243946.56,Y,Y,49.94,Y,81.2,1475347.02,158401.69
2019-TRI1,AISHE138988,CIP1570,UG,TransferIn,35,31,8.2,N,Y,PG_Diploma,75,158726.15,Y,N,86.34,N,62.06,481567.31,2906416.17
2022-TRI2,AISHE199479,CIP9987,Diploma,ReEntry,17,16,8.5,Y,Y,PhD,94,2486785.84,N,Y,96.34,Y,68.87,2176483.23,1917683.73
2021-TRI1,AISHE257958,CIP4342,Certificate,FirstTime,16,7,9.97,Y,N,Diploma,13,2078605.9,N,Y,45.82,Y,51.16,1815250.53,1267698.67
2022-SEM1,AISHE539266,CIP3740,UG,TransferIn,30,22,4.15,N,N,PG_Diploma,44,1642631.14,N,N,37.75,N,68.36,1025350.02,2139167.54
2022-TRI2,AISHE358220,CIP4823,Certificate,Continuing,28,19,8.44,N,N,PhD,60,2153851.46,Y,N,87.24,Y,49.04,2005442.38,2693428.43
2020-SEM1,AISHE584806,CIP1137,PhD,FirstTime,23,20,5.76,Y,Y,PhD,86,2156351.85,N,N,21.99,Y,97.77,1196965.79,2746473.83
2019-SEM2,AISHE477330,CIP9791,Diploma,ReEntry,32,29,9.55,Y,Y,Certificate,36,2314255.51,N,Y,23.05,N,82.21,2076556.01,1016667.42
2019-SEM1,AISHE494213,CIP8451,Certificate,FirstTime,35,33,4.46,Y,N,PhD,77,1261182.87,Y,Y,70.2,N,57.07,1960907.35,4553304.59
2025-TRI3,AISHE938748,CIP4397,Diploma,FirstTime,27,19,4.92,Y,Y,Degree,67,1262490.68,N,N,6.77,N,26.08,1428377.32,1214416.02
2016-SEM2,AISHE245957,CIP6508,PhD,ReEntry,15,7,5.88,N,N,Diploma,17,971880.97,N,N,80.39,Y,36.89,1217721.46,2433107.36
2025-TRI1,AISHE678599,CIP2670,Diploma,Continuing,13,5,9.13,Y,N,PG_Diploma,54,1686679.18,N,Y,97.99,Y,88.86,903375.19,3317349.94
2019-SEM1,AISHE268765,CIP2118,UG,Continuing,30,21,7.82,N,N,PhD,9,748286.01,Y,N,74.19,N,36.82,1890006.16,3484751.68
2019-SEM1,AISHE800003,CIP9335,Diploma,FirstTime,12,6,8.5,Y,Y,PhD,50,780493.69,Y,N,75.7,N,93.34,435978.48,1235529.02
2017-SEM2,AISHE419167,CIP8877,UG,FirstTime,24,15,5.38,Y,N,Diploma,16,1683439.27,N,N,50.76,N,38.98,1306762.44,5025042.63
2023-TRI1,AISHE976250,CIP1427,Certificate,ReEntry,21,14,6.89,N,Y,Diploma,78,256865.6,N,N,69.68,Y,12.25,2008886.93,580755.02
2025-SEM2,AISHE238704,CIP2097,Diploma,Continuing,6,0,4.51,N,N,Degree,40,730007.48,N,N,22.87,Y,23.73,1670647.62,838035.8
2018-SEM1,AISHE717843,CIP7946,PhD,FirstTime,30,27,8.5,N,N,PhD,20,1562694.21,N,Y,78.58,N,57.56,1341928.39,1303025.82
2023-TRI1,AISHE382068,CIP1958,UG,FirstTime,28,24,7.29,N,Y,PhD,49,2305405.47,N,N,31.46,N,53.28,669702.95,1259822.02
2021-TRI2,AISHE207107,CIP4954,PhD,ReEntry,27,16,8.01,N,N,PhD,19,728820.85,N,Y,82.81,N,48.61,1617866.14,2827454.55
2016-TRI2,AISHE586334,CIP2536,UG,ReEntry,33,32,6.35,N,N,PG_Diploma,77,1289278.41,N,N,26.65,N,89.57,1344315.94,3340011.63
2020-TRI2,AISHE204484,CIP2624,UG,ReEntry,20,12,9.08,N,N,Diploma,44,708939.53,N,Y,53.6,Y,58.03,2147384.8,647936.28
2023-TRI2,AISHE236333,CIP1511,Diploma,FirstTime,12,7,7.31,N,N,Certificate,57,1618785.81,N,N,76.77,Y,20.13,1890048.36,811500.97
2020-SEM1,AISHE952737,CIP4782,UG,ReEntry,11,1,7.33,N,N,Degree,17,1965978.23,Y,N,19.07,N,60.47,1334460.55,1698559.72
2018-TRI2,AISHE556556,CIP2441,UG,ReEntry,23,19,7.9,N,N,Diploma,57,1126830.98,N,Y,39.57,Y,19.67,392072.66,279036.58
2024-SEM1,AISHE100286,CIP3417,PG,TransferIn,10,3,8.71,Y,N,Certificate,29,1466359.38,N,Y,88.06,N,22.93,459467.81,1564778.84
2017-SEM2,AISHE382372,CIP2881,Certificate,FirstTime,30,30,7.84,N,N,PG_Diploma,81,1558425.28,Y,Y,38.5,N,88.21,1065826.89,997854.43
2016-TRI2,AISHE697488,CIP6285,PhD,TransferIn,23,12,8.17,Y,N,PG_Diploma,58,700171.9,N,N,4.78,N,86.84,960011.42,844015.81
2018-SEM2,AISHE765869,CIP9729,UG,FirstTime,26,23,7.27,Y,N,Certificate,47,2098283.93,N,N,75.19,Y,44.13,1644559.36,3231595.04
2016-SEM2,AISHE555678,CIP7323,PhD,ReEntry,29,23,9.48,Y,N,Degree,53,1692553.9,Y,N,45.21,N,84.38,879467.75,5187742.2
2024-TRI1,AISHE276500,CIP4544,PhD,FirstTime,13,5,4.92,Y,N,Degree,19,328894.8,N,N,89.33,N,95.72,1758716.48,1936088.55
2017-TRI3,AISHE452195,CIP3909,Diploma,Continuing,31,27,7.13,N,Y,Diploma,69,2085055.34,N,Y,70.74,Y,86.47,1552640.69,4051938.45
2016-TRI1,AISHE627088,CIP1558,Certificate,Continuing,7,7,7.83,N,N,PhD,42,1111108.74,Y,N,59.94,Y,38.06,1511293.22,2715438.19
2025-SEM2,AISHE618007,CIP4529,Certificate,TransferIn,34,24,6.24,Y,N,Degree,58,2264350.76,Y,N,84.79,Y,85.15,89996.26,5036070.44
2017-SEM2,AISHE703523,CIP1144,PhD,FirstTime,30,27,6.98,Y,Y,Certificate,37,1325977.41,N,Y,10.82,N,75.25,1702686.45,1195081.33
2018-TRI3,AISHE147702,CIP7303,Certificate,FirstTime,22,20,5.52,Y,Y,Degree,48,1908753.4,N,N,98.77,N,90.46,1539728.56,3013074.06
2025-SEM2,AISHE864722,CIP9951,PG,FirstTime,27,16,5.45,Y,Y,Diploma,93,341778.49,N,N,15.35,Y,40.65,960080.58,1488639.5
2024-TRI3,AISHE437192,CIP3430,PhD,FirstTime,28,28,5.95,N,Y,Diploma,9,2083263.38,Y,Y,92.51,N,91.7,1553029.61,3267966.49
2017-SEM1,AISHE869362,CIP5989,Diploma,Continuing,9,9,9.57,Y,Y,Diploma,43,570721.61,N,Y,92.39,Y,19.54,1095450.15,4556611.84
2016-SEM2,AISHE166246,CIP8838,UG,TransferIn,31,24,9.75,N,N,Degree,29,1288778.19,N,Y,49.93,Y,71.24,493057.76,3601752.08
2020-SEM1,AISHE867974,CIP2379,Diploma,ReEntry,16,8,4.68,N,N,PG_Diploma,71,251147.7,Y,N,82.2,N,88.28,1630050.5,1050621.42
2022-TRI2,AISHE860120,CIP2435,PhD,ReEntry,22,12,9.92,N,N,Certificate,17,760058.22,Y,Y,33.76,Y,53.97,1535625.15,1723482.97
2019-TRI1,AISHE520600,CIP8710,Diploma,ReEntry,16,16,8.24,Y,Y,PhD,63,1371865.24,Y,N,40.39,N,36.18,1575169.12,1268902.08
2025-TRI2,AISHE951044,CIP6964,Certificate,TransferIn,12,8,6.06,N,Y,PhD,20,288030.24,Y,N,13.1,Y,72.46,1076104.03,4971601.22
2025-TRI1,AISHE711492,CIP1391,Certificate,ReEntry,16,5,9.65,Y,N,PG_Diploma,16,2134635.94,Y,Y,81.11,N,68.05,1861251.91,871793.75
2025-TRI1,AISHE863989,CIP6863,Certificate,Continuing,31,20,6.88,N,Y,Degree,44,2258814.55,N,N,17.04,Y,52.53,527020.86,2971558.83
2020-SEM1,AISHE356507,CIP6331,PG,Continuing,7,0,9.06,Y,N,PhD,66,1658507.13,Y,N,1.31,Y,35.23,1770061.45,606489.6
2024-TRI2,AISHE927271,CIP1500,Certificate,ReEntry,11,3,9.9,N,Y,Diploma,75,230743.66,Y,N,67.74,N,39.69,1229738.18,4735485.7
2019-SEM2,AISHE719532,CIP9820,Diploma,ReEntry,14,8,7.52,N,Y,PhD,48,1069490.9,N,N,78.05,N,29.68,778865.9,2367242.48
2022-TRI2,AISHE739145,CIP8172,Diploma,Continuing,20,14,5.43,Y,N,PG_Diploma,73,871195.0,N,N,25.55,N,70.96,1945101.61,938178.42
2019-TRI2,AISHE104028,CIP9213,PG,FirstTime,12,7,8.7,Y,Y,Certificate,60,146385.15,N,N,95.29,Y,76.5,1421972.5,2603444.63
2018-SEM2,AISHE431431,CIP1229,UG,TransferIn,23,23,5.36,Y,N,Certificate,14,316647.8,N,Y,21.88,N,69.69,2186369.98,1956445.57
2022-SEM2,AISHE418931,CIP4383,PG,Continuing,22,20,4.75,N,N,Diploma,47,82899.51,N,N,57.2,N,91.47,1847424.7,4306561.3
2016-TRI3,AISHE743144,CIP4167,Certificate,ReEntry,32,29,4.84,N,Y,Certificate,46,696802.83,Y,Y,17.75,Y,42.45,2101693.65,467598.65
2023-SEM2,AISHE687187,CIP3448,Diploma,ReEntry,10,10,7.51,N,N,Diploma,24,353111.18,Y,Y,14.97,Y,94.72,767487.83,2696784.95
2021-TRI3,AISHE455857,CIP6587,Certificate,Continuing,8,8,9.22,N,Y,Diploma,56,858169.85,N,Y,84.42,Y,55.74,1087481.81,1835144.13
2018-TRI2,AISHE151613,CIP8202,PhD,ReEntry,18,17,6.13,Y,Y,Degree,57,1769974.95,Y,Y,26.33,Y,65.83,1031443.42,2089648.4
2023-TRI2,AISHE596944,CIP4678,Diploma,FirstTime,12,4,5.35,Y,Y,PG_Diploma,18,1969669.36,N,Y,3.23,Y,20.3,116549.94,1139729.39
2025-TRI1,AISHE112740,CIP7028,Certificate,ReEntry,13,11,6.28,Y,N,Certificate,64,1095221.35,Y,N,49.04,N,51.93,1267342.34,4725606.06
2016-SEM1,AISHE104213,CIP8113,Certificate,ReEntry,16,6,7.12,Y,Y,Diploma,14,1260192.26,N,Y,39.27,N,25.64,667557.62,861810.23
2017-TRI2,AISHE281320,CIP8681,UG,Continuing,12,3,8.02,Y,Y,Diploma,77,1690365.03,N,N,31.41,Y,38.83,1230916.11,3326943.43
2025-SEM1,AISHE721205,CIP5346,Diploma,Continuing,15,9,7.33,Y,Y,Certificate,77,834630.94,N,Y,34.02,N,31.52,960890.72,2993695.13
2024-SEM1,AISHE846947,CIP1390,UG,FirstTime,32,31,8.07,Y,N,PhD,76,994759.79,Y,N,20.24,Y,79.76,1397772.47,4410021.19
2019-TRI1,AISHE413510,CIP6203,UG,ReEntry,19,11,7.25,N,Y,PhD,67,1486479.44,N,N,77.81,Y,22.97,1060632.48,2828359.21
2021-TRI1,AISHE555672,CIP8925,Certificate,ReEntry,8,5,6.47,Y,N,Certificate,26,1202911.31,Y,N,96.19,Y,34.78,1719676.65,827684.94
2020-TRI3,AISHE612503,CIP7853,PhD,Continuing,9,0,7.24,N,Y,Certificate,64,1754034.78,Y,N,97.96,Y,18.46,2109500.58,2674525.0
2019-TRI1,AISHE119003,CIP9479,PG,Continuing,24,13,6.39,N,N,PhD,58,612333.85,Y,Y,23.91,N,75.12,346172.91,1553281.73
2017-TRI1,AISHE155783,CIP9144,PG,TransferIn,32,28,5.98,N,N,Degree,65,1829712.42,N,N,51.85,N,74.19,1145114.47,1677093.37
2020-TRI1,AISHE734572,CIP2570,Certificate,Continuing,16,15,6.26,Y,N,Diploma,50,128332.21,Y,N,45.45,N,44.57,60032.08,799843.59
2018-SEM1,AISHE587440,CIP4295,UG,ReEntry,27,27,6.83,Y,N,PG_Diploma,35,669335.61,N,Y,36.05,N,47.97,704960.86,611519.47
2021-SEM1,AISHE877028,CIP3711,PG,TransferIn,30,28,5.6,Y,N,PG_Diploma,62,718858.86,Y,Y,20.76,Y,32.71,1217591.81,4986790.78
2017-TRI3,AISHE581295,CIP3046,PhD,TransferIn,13,9,4.25,N,Y,Degree,81,446201.41,N,N,87.99,N,33.17,702871.18,3776908.14
2022-SEM1,AISHE143476,CIP5278,Certificate,TransferIn,31,20,7.5,N,Y,Certificate,64,213470.34,Y,N,79.27,Y,39.38,343936.87,712610.5
2018-TRI1,AISHE848676,CIP3817,UG,ReEntry,28,28,4.25,Y,N,Diploma,81,1839766.58,Y,N,58.59,Y,55.37,374816.09,2579251.19
2023-SEM1,AISHE194862,CIP7994,PhD,ReEntry,6,4,4.13,N,N,Diploma,93,526834.64,Y,Y,20.67,N,15.16,1309680.61,1009707.5
2024-SEM1,AISHE981859,CIP9853,UG,ReEntry,25,21,4.12,Y,N,Degree,62,503072.21,Y,Y,55.2,Y,50.87,422436.53,151532.24
2016-TRI3,AISHE239876,CIP4417,Certificate,TransferIn,33,24,8.2,N,Y,Degree,13,756722.04,Y,N,54.1,N,68.74,1480864.83,3550659.74
2020-SEM2,AISHE123091,CIP3620,PhD,TransferIn,16,8,4.3,N,Y,PG_Diploma,47,1371764.07,Y,N,42.29,Y,70.68,1022518.17,1527453.46
2016-TRI3,AISHE474363,CIP1880,UG,Continuing,30,30,9.97,N,Y,PhD,53,1184098.77,N,N,78.74,N,87.25,1088075.67,3175793.76
2024-TRI1,AISHE156665,CIP4967,Diploma,TransferIn,25,17,4.74,N,N,Diploma,51,1330048.04,Y,N,33.39,N,65.09,1592637.71,3185044.27
2016-TRI3,AISHE232296,CIP1238,Diploma,FirstTime,23,17,4.67,Y,Y,Certificate,62,2127751.58,Y,Y,26.17,Y,79.55,983001.67,4393490.54
2023-SEM2,AISHE905385,CIP8313,PG,ReEntry,21,13,5.01,N,Y,PhD,44,1415886.16,Y,N,11.81,N,83.01,1733839.26,4472197.67
2017-TRI3,AISHE992135,CIP6820,Diploma,TransferIn,25,22,4.74,Y,Y,PG_Diploma,52,1997034.21,Y,Y,42.02,N,78.32,391139.67,4782666.93
2023-SEM2,AISHE390316,CIP1508,Diploma,Continuing,17,7,8.27,N,Y,PG_Diploma,37,2203258.97,N,Y,45.44,N,21.25,1641740.34,5105761.11
2025-SEM1,AISHE105248,CIP5246,Diploma,TransferIn,12,5,7.31,Y,N,Degree,14,1303331.59,N,Y,49.67,Y,93.06,314868.04,211470.15
2017-SEM2,AISHE105906,CIP2225,UG,ReEntry,21,12,8.66,Y,N,Diploma,93,1514587.93,N,Y,24.05,N,74.85,441018.59,2803556.04
2019-TRI3,AISHE720274,CIP9199,PG,Continuing,32,32,5.23,N,Y,Degree,42,1671927.07,Y,N,16.15,Y,71.34,254317.1,1069856.21
2025-SEM2,AISHE865419,CIP4809,PG,FirstTime,32,25,5.38,N,Y,Certificate,48,823836.07,Y,N,84.34,Y,39.52,1227682.76,3963638.38
2023-TRI3,AISHE686734,CIP6740,Certificate,ReEntry,8,2,5.31,N,Y,PhD,43,795686.65,Y,N,65.47,Y,20.53,1814543.03,3328156.15
2023-TRI1,AISHE267303,CIP3306,Certificate,FirstTime,31,25,8.27,N,N,Certificate,14,942603.39,Y,Y,35.35,Y,73.44,612303.6,534582.88
2018-TRI2,AISHE557134,CIP9357,Diploma,ReEntry,6,0,8.25,Y,Y,Diploma,80,356352.11,N,Y,37.54,N,71.83,2006038.1,3585936.9
2022-SEM1,AISHE616239,CIP2715,PG,TransferIn,8,2,5.64,N,Y,Degree,29,329023.42,Y,Y,36.8,N,49.71,1861492.85,2213535.21
2018-SEM1,AISHE777112,CIP2360,PhD,ReEntry,32,32,7.52,Y,Y,Degree,10,2484893.29,Y,N,2.96,Y,94.26,1076020.87,3084161.12
2020-TRI2,AISHE373253,CIP5462,Certificate,ReEntry,17,7,4.28,N,Y,PG_Diploma,55,483411.3,N,Y,13.91,N,71.1,1545870.98,2513632.13
2018-TRI1,AISHE658562,CIP8668,PhD,ReEntry,15,6,5.62,N,N,Certificate,14,1883683.97,N,Y,23.65,N,70.14,425433.46,1941192.41
2017-TRI3,AISHE207278,CIP3934,PhD,Continuing,18,10,7.41,N,N,Diploma,32,835443.23,N,N,70.89,Y,63.64,1338435.06,1851343.04
2018-SEM1,AISHE164769,CIP7643,UG,FirstTime,20,14,5.03,Y,N,Degree,65,1312142.37,Y,N,82.01,Y,36.16,507047.91,1092522.82
2021-SEM1,AISHE446042,CIP3557,Certificate,ReEntry,34,31,7.5,N,N,PhD,83,1711068.69,Y,N,91.58,Y,41.36,878792.29,2227016.95
2017-TRI3,AISHE847540,CIP4209,PhD,FirstTime,34,34,5.77,Y,N,PhD,39,882901.7,Y,N,97.66,N,73.81,285957.92,2827238.53
2017-TRI2,AISHE915838,CIP7698,PG,ReEntry,9,4,6.28,N,Y,PhD,28,1584302.74,Y,N,94.51,Y,25.08,1544435.11,300756.57
2018-TRI3,AISHE686126,CIP4553,UG,FirstTime,19,14,6.87,N,Y,PhD,21,2028385.49,N,N,90.98,N,25.96,664432.47,4908697.7
2021-TRI2,AISHE377637,CIP5012,PhD,FirstTime,33,22,5.04,Y,N,Diploma,91,2036125.51,N,Y,58.69,N,31.71,703719.8,1972567.74
2018-TRI2,AISHE101855,CIP7666,PhD,Continuing,17,8,9.37,N,N,PG_Diploma,80,849983.23,N,N,63.28,N,40.59,1237246.76,2701945.97
2019-SEM2,AISHE656319,CIP4037,PhD,FirstTime,27,22,8.03,N,N,Certificate,63,2315535.37,Y,Y,46.3,N,14.58,2182914.88,4985553.69
2025-SEM1,AISHE964916,CIP9925,UG,FirstTime,32,25,5.31,Y,Y,Diploma,93,1038164.55,N,Y,39.5,N,38.42,1125489.39,253418.95
2016-SEM2,AISHE748063,CIP8156,PG,TransferIn,10,3,8.25,Y,Y,Diploma,79,1818745.34,N,Y,59.94,Y,52.17,1574013.48,356821.07
2018-TRI2,AISHE404435,CIP2523,UG,ReEntry,16,14,5.18,N,Y,PhD,39,2000431.32,N,N,72.25,N,68.59,1378795.7,4052629.48
2021-TRI2,AISHE363881,CIP3575,Certificate,Continuing,11,9,5.96,N,N,Certificate,11,657919.06,Y,Y,83.99,Y,66.01,979375.38,1545501.3
2023-TRI3,AISHE221185,CIP5080,PhD,Continuing,6,4,9.45,N,N,PhD,18,2202912.88,Y,N,79.27,Y,93.24,760614.71,465606.53
2016-TRI3,AISHE195872,CIP7860,PG,TransferIn,6,0,7.99,Y,N,Diploma,62,1471075.95,N,N,23.02,N,67.59,422252.94,4520655.41
2022-TRI1,AISHE781702,CIP3682,Certificate,TransferIn,15,10,5.42,Y,N,Degree,30,688252.74,Y,N,50.11,Y,73.87,1116408.79,618606.83
2020-SEM1,AISHE939456,CIP2096,Diploma,TransferIn,15,4,9.77,Y,N,Certificate,35,1163532.8,N,N,63.77,N,88.18,1200231.05,3420612.66
2025-TRI2,AISHE742820,CIP3431,PG,FirstTime,20,19,5.98,Y,N,Certificate,82,2295691.2,N,N,82.81,Y,59.04,1132626.61,2210233.84
2021-TRI3,AISHE984562,CIP4691,UG,Continuing,9,1,6.33,Y,Y,PhD,41,2219425.23,N,Y,65.56,Y,83.22,1803609.01,2051378.19
2018-SEM1,AISHE647753,CIP1920,UG,TransferIn,7,0,7.87,Y,N,Degree,21,3794.54,N,N,26.89,Y,68.47,2184709.27,4681549.24
2016-SEM2,AISHE250338,CIP5297,PG,TransferIn,15,13,9.62,Y,N,Degree,22,1035106.54,Y,N,54.9,Y,10.56,2161869.96,5180675.7
2025-TRI2,AISHE614596,CIP4010,PhD,ReEntry,20,14,7.03,N,N,Certificate,89,1645645.18,Y,Y,38.72,N,87.26,1596665.86,3110904.19
2017-TRI3,AISHE592468,CIP4876,Certificate,Continuing,19,11,8.97,N,N,PhD,10,8389.81,N,N,49.81,Y,27.72,1707988.2,884652.09
2019-TRI2,AISHE260354,CIP1496,Certificate,Continuing,35,29,5.11,Y,N,Diploma,92,551547.66,Y,Y,84.6,N,54.47,1810861.13,4414736.39
2023-SEM2,AISHE178065,CIP5073,UG,Continuing,34,32,6.95,N,N,PG_Diploma,83,1915511.49,N,N,23.42,Y,96.67,232692.71,3732738.39
2022-SEM1,AISHE771560,CIP5031,UG,ReEntry,23,14,9.69,N,Y,PhD,22,638887.91,N,N,66.33,Y,43.07,765161.97,2798852.84
2020-TRI2,AISHE812561,CIP2821,Certificate,TransferIn,28,21,6.07,N,N,Degree,89,1628264.04,Y,Y,20.61,Y,86.83,890036.62,740812.54
2018-TRI2,AISHE405746,CIP8370,Certificate,FirstTime,18,8,9.54,N,Y,Diploma,85,1532800.74,Y,N,73.73,N,97.96,412872.92,3676808.82
2022-SEM1,AISHE779057,CIP3214,Diploma,ReEntry,6,0,6.59,N,Y,Certificate,51,508009.37,Y,Y,79.68,N,64.58,998082.26,1060338.25
2020-TRI3,AISHE238087,CIP7134,PhD,FirstTime,21,16,6.49,N,N,Certificate,72,2320102.14,Y,N,33.57,N,80.07,361339.36,3912474.84
2016-TRI1,AISHE265199,CIP5106,PhD,FirstTime,30,29,5.47,Y,N,Diploma,85,2337103.9,N,N,27.05,N,40.84,2142871.09,1501279.5
2023-TRI1,AISHE875792,CIP1957,PG,TransferIn,18,15,6.36,N,Y,PG_Diploma,27,2098228.15,N,N,95.61,Y,74.74,180766.38,1189272.76
2024-TRI1,AISHE151142,CIP7970,PG,TransferIn,9,8,9.77,N,Y,PhD,16,2264439.72,Y,N,13.46,N,32.17,763202.21,1787834.74
2018-TRI3,AISHE929263,CIP1535,PG,FirstTime,6,0,9.46,N,N,Certificate,10,1974249.02,Y,N,16.12,N,38.79,1125452.98,2674463.06
2021-TRI3,AISHE586209,CIP2055,PG,TransferIn,19,16,5.34,N,Y,PG_Diploma,88,634600.72,N,N,68.6,Y,87.18,416739.02,136093.23
2021-SEM2,AISHE260959,CIP9897,UG,FirstTime,34,31,6.18,Y,Y,Degree,54,723535.28,N,Y,50.62,Y,80.12,995606.77,200900.99
2020-TRI3,AISHE775722,CIP7202,Diploma,Continuing,22,12,7.33,N,N,PhD,8,1104477.28,Y,N,6.68,N,46.38,961427.34,1335546.16
2020-TRI3,AISHE646181,CIP9377,PG,TransferIn,29,25,6.46,N,N,Diploma,54,1876648.88,N,Y,63.98,N,56.47,1490785.36,1626938.03
2020-SEM1,AISHE624942,CIP4519,UG,TransferIn,24,21,8.89,N,Y,Diploma,84,926615.73,Y,N,95.02,Y,79.91,460816.54,1789791.96
2025-SEM1,AISHE721393,CIP1860,Certificate,ReEntry,11,6,6.71,N,Y,Degree,65,1460261.86,N,Y,72.07,N,89.53,1481766.27,3839449.69
2016-SEM1,AISHE947694,CIP5374,PhD,FirstTime,16,10,7.18,N,N,Certificate,12,1169884.93,Y,Y,79.58,N,70.93,1184176.19,4165798.21
2019-SEM2,AISHE785436,CIP1459,UG,Continuing,18,12,7.48,Y,N,Diploma,48,2332191.52,N,Y,19.18,N,19.32,915354.47,2231550.66
2021-TRI2,AISHE681140,CIP2074,UG,ReEntry,14,13,4.15,N,N,PhD,39,833953.31,Y,N,80.26,N,68.08,1210590.54,4998575.28
2021-TRI1,AISHE801669,CIP9569,PG,Continuing,23,23,6.93,Y,Y,Diploma,68,1563111.34,N,Y,63.69,Y,11.16,1382733.8,1766232.81
2022-TRI3,AISHE761006,CIP8373,Certificate,ReEntry,31,29,6.54,N,Y,PG_Diploma,43,1735945.83,N,Y,2.02,Y,19.72,2035610.84,939332.38
2023-TRI1,AISHE212471,CIP4847,PhD,FirstTime,19,18,7.06,Y,Y,Certificate,32,382929.12,Y,Y,84.32,N,72.92,279555.39,3965499.81
2022-TRI1,AISHE516882,CIP8944,Certificate,Continuing,18,7,8.64,Y,N,PG_Diploma,94,1474542.56,N,Y,35.53,N,28.69,1782272.72,1924387.13
2022-SEM2,AISHE703191,CIP2666,Certificate,TransferIn,7,3,7.44,Y,Y,Certificate,69,2440059.91,N,Y,63.39,N,62.74,927656.62,1835826.29
2019-TRI3,AISHE251128,CIP7571,PhD,FirstTime,15,9,8.71,N,Y,PG_Diploma,25,1934381.66,N,N,1.08,Y,97.48,1338662.44,3212778.57
2022-TRI1,AISHE174436,CIP8454,Certificate,Continuing,22,18,7.41,N,Y,Diploma,83,428905.07,N,N,23.05,N,12.07,107385.98,697310.07
2016-SEM1,AISHE654539,CIP5806,PhD,FirstTime,27,24,7.8,Y,N,PG_Diploma,91,1531045.03,Y,Y,54.51,Y,17.71,1883916.7,2806834.56
2016-TRI2,AISHE887110,CIP3845,Diploma,ReEntry,22,12,5.09,N,Y,Degree,29,1597125.01,N,Y,81.27,N,50.43,1928291.38,4820864.83
2016-SEM2,AISHE408912,CIP4510,UG,Continuing,9,4,7.36,Y,Y,PhD,15,585957.8,Y,Y,81.57,Y,38.01,889042.49,1455215.74
2016-TRI1,AISHE373887,CIP1117,UG,TransferIn,19,18,9.17,N,Y,Certificate,58,1155628.48,N,N,37.21,Y,30.62,1180968.08,1142451.1
2017-SEM1,AISHE607873,CIP8102,Diploma,Continuing,17,9,8.33,N,Y,PG_Diploma,30,800901.95,N,Y,5.16,Y,77.43,865986.63,4637730.97
2024-SEM2,AISHE155686,CIP5276,PG,Continuing,35,31,7.3,N,N,Certificate,24,498258.51,Y,N,57.43,N,52.09,634687.24,3773326.18
2024-TRI2,AISHE892210,CIP6205,PG,TransferIn,18,17,5.26,N,Y,Certificate,19,2041841.61,N,N,83.93,N,73.11,2193639.3,1289935.41
