safe_traffic_crash_date,safe_traffic_crash_time,safe_traffic_roadway_segment_id,safe_traffic_intersection_related_flag,safe_traffic_vehicle_count_involved,safe_traffic_pedestrian_involved_flag,safe_traffic_cyclist_involved_flag,safe_traffic_work_zone_flag,safe_traffic_weather_condition_code,safe_traffic_lighting_condition_code,safe_traffic_speed_limit_mph,safe_traffic_estimated_travel_speed_mph,safe_traffic_driver_impairment_flag,safe_traffic_seatbelt_use_flag,safe_traffic_airbag_deployed_flag,safe_traffic_injury_outcome_max,safe_traffic_tow_away_flag,safe_traffic_fatality_count,safe_traffic_crash_cause_primary,safe_traffic_post_crash_care_minutes
2016-09-17,19:30:00,SEG0000000991,0,5,0,0,0,CLEAR,DAYLIGHT,60,44.6,0,0,0,INCAP,1,0,WEATHER,34
2016-09-18,19:37:00,SEG0000000992,0,8,0,0,0,CLEAR,DAYLIGHT,45,37.5,0,1,1,PDO,0,0,REAR_END,179
2016-09-19,19:44:00,SEG0000000993,0,8,0,1,0,CLEAR,DAYLIGHT,35,38.5,0,1,0,PDO,0,0,DISTRACTED,165
2016-09-20,19:51:00,SEG0000000994,0,7,0,0,0,CLEAR,DAYLIGHT,30,33.8,0,1,0,PDO,0,0,REAR_END,190
2016-09-21,19:58:00,SEG0000000995,0,8,0,0,0,CLEAR,DARK_LIGHTED,55,41.6,0,1,1,NONINCAP,1,0,OTHER,131
2016-09-22,20:05:00,SEG0000000996,0,7,0,0,0,CLEAR,DAYLIGHT,20,19.5,0,1,0,POSSIBLE,0,0,SPEEDING,112
2016-09-23,20:12:00,SEG0000000997,0,8,0,0,0,CLEAR,DAYLIGHT,50,36.0,0,1,1,PDO,0,0,OTHER,107
2016-09-24,20:19:00,SEG0000000998,1,8,0,0,0,CLEAR,DARK_UNLIGHTED,35,22.2,0,0,0,POSSIBLE,1,0,DISTRACTED,130
2016-09-25,20:26:00,SEG0000000999,1,5,0,0,0,CLEAR,DAYLIGHT,35,36.9,0,1,0,NONINCAP,1,1,WEATHER,204
2016-09-26,20:33:00,SEG0000001000,1,3,0,0,0,ICE,DUSK,55,47.4,0,1,0,PDO,0,0,SPEEDING,12
2016-09-27,20:40:00,SEG0000001001,1,5,0,0,0,CLEAR,DAYLIGHT,35,39.5,0,1,1,PDO,0,0,DISTRACTED,82
2016-09-28,20:47:00,SEG0000001002,0,5,0,0,0,OTHER,DAYLIGHT,60,74.0,0,1,1,NONINCAP,1,0,OTHER,82
2016-09-29,20:54:00,SEG0000001003,0,1,1,1,0,CLEAR,DAYLIGHT,50,45.1,0,1,0,POSSIBLE,0,0,SIGNAL_VIOLATION,77
2016-09-30,21:01:00,SEG0000001004,0,2,0,0,0,CLEAR,DUSK,40,38.9,0,1,1,NONINCAP,1,0,DISTRACTED,85
2016-10-01,21:08:00,SEG0000001005,0,8,0,0,0,CLEAR,DAYLIGHT,30,30.0,0,0,0,NONINCAP,0,0,IMPAIRED,66
2016-10-02,21:15:00,SEG0000001006,0,7,0,1,0,FOG,DARK_UNLIGHTED,35,27.2,0,1,1,POSSIBLE,1,0,SIGNAL_VIOLATION,225
2016-10-03,21:22:00,SEG0000001007,0,1,0,0,0,ICE,DAYLIGHT,50,37.9,0,1,1,PDO,1,0,REAR_END,101
2016-10-04,21:29:00,SEG0000001008,1,1,0,0,0,CLEAR,DAYLIGHT,25,16.7,0,1,1,PDO,1,0,IMPAIRED,234
2016-10-05,21:36:00,SEG0000001009,0,4,1,0,1,CLEAR,DAYLIGHT,35,29.6,1,1,1,PDO,0,0,DISTRACTED,5
2016-10-06,21:43:00,SEG0000001010,0,3,0,0,0,CLEAR,DARK_UNLIGHTED,55,40.0,0,1,0,PDO,0,0,SPEEDING,219
2016-10-07,21:50:00,SEG0000001011,0,7,0,0,0,CLEAR,DAWN,55,59.3,0,1,0,POSSIBLE,1,0,REAR_END,196
2016-10-08,21:57:00,SEG0000001012,1,4,0,0,0,CLEAR,DUSK,40,52.2,0,1,0,PDO,0,0,WEATHER,167
2016-10-09,22:04:00,SEG0000001013,0,3,0,0,0,FOG,DAYLIGHT,40,51.5,0,1,0,PDO,0,0,WEATHER,149
2016-10-10,22:11:00,SEG0000001014,0,3,0,0,0,WIND,DARK_UNLIGHTED,45,59.5,0,1,0,PDO,1,0,DISTRACTED,178
2016-10-11,22:18:00,SEG0000001015,0,3,0,0,1,CLEAR,DAYLIGHT,25,30.8,0,1,0,POSSIBLE,0,0,OTHER,149
2016-10-12,22:25:00,SEG0000001016,1,6,0,0,0,ICE,DAYLIGHT,45,31.5,0,1,1,NONINCAP,1,0,SPEEDING,9
2016-10-13,22:32:00,SEG0000001017,0,4,0,0,0,CLEAR,DARK_UNLIGHTED,30,40.1,1,1,1,PDO,0,0,SPEEDING,17
2016-10-14,22:39:00,SEG0000001018,0,3,0,0,0,WIND,DUSK,50,46.4,0,1,1,NONINCAP,0,0,REAR_END,186
2016-10-15,22:46:00,SEG0000001019,0,6,0,0,0,RAIN,DARK_LIGHTED,60,68.2,0,0,0,NONINCAP,0,0,IMPAIRED,70
2016-10-16,22:53:00,SEG0000001020,1,7,0,0,0,SNOW,DAYLIGHT,30,36.9,0,1,1,NONINCAP,1,0,SPEEDING,76
2016-10-17,23:00:00,SEG0000001021,0,4,0,0,0,CLEAR,DARK_LIGHTED,50,47.0,0,1,0,PDO,0,0,SPEEDING,132
2016-10-18,23:07:00,SEG0000001022,0,4,0,0,0,CLEAR,DARK_LIGHTED,55,71.7,0,1,1,POSSIBLE,1,0,OTHER,17
2016-10-19,23:14:00,SEG0000001023,1,4,0,0,0,CLEAR,DAYLIGHT,40,22.4,0,1,0,INCAP,0,0,IMPAIRED,200
2016-10-20,23:21:00,SEG0000001024,0,5,0,0,0,SNOW,DARK_LIGHTED,35,20.7,0,1,0,NONINCAP,1,0,REAR_END,124
2016-10-21,23:28:00,SEG0000001025,0,4,0,0,0,OTHER,DAYLIGHT,20,20.6,0,1,0,NONINCAP,1,0,SIGNAL_VIOLATION,37
2016-10-22,23:35:00,SEG0000001026,0,3,0,0,0,WIND,DAYLIGHT,25,24.2,0,1,0,NONINCAP,0,0,OTHER,83
2016-10-23,23:42:00,SEG0000001027,1,6,0,0,1,CLEAR,DARK_LIGHTED,70,72.1,0,1,1,INCAP,1,0,REAR_END,75
2016-10-24,23:49:00,SEG0000001028,0,8,1,0,0,CLEAR,DAWN,55,65.9,0,1,0,NONINCAP,0,0,REAR_END,189
2016-10-25,23:56:00,SEG0000001029,0,1,0,0,0,CLEAR,DAYLIGHT,35,28.7,1,0,1,POSSIBLE,0,0,SPEEDING,218
2016-10-26,00:03:00,SEG0000001030,0,3,0,0,0,RAIN,DAYLIGHT,30,23.3,0,1,0,PDO,0,0,IMPAIRED,128
2016-10-27,00:10:00,SEG0000001031,0,2,0,0,0,FOG,DAYLIGHT,35,34.6,0,1,1,NONINCAP,0,0,REAR_END,167
2016-10-28,00:17:00,SEG0000001032,0,3,1,0,0,RAIN,DAYLIGHT,35,40.4,1,1,1,PDO,0,0,OTHER,132
2016-10-29,00:24:00,SEG0000001033,1,3,0,0,0,CLEAR,DAYLIGHT,30,21.4,0,1,1,POSSIBLE,0,0,IMPAIRED,25
2016-10-30,00:31:00,SEG0000001034,0,6,0,0,0,CLEAR,DARK_LIGHTED,35,28.3,0,1,1,PDO,0,0,OTHER,167
2016-10-31,00:38:00,SEG0000001035,1,6,0,0,0,RAIN,DUSK,60,52.2,0,1,0,PDO,1,0,OTHER,172
2016-11-01,00:45:00,SEG0000001036,0,6,0,0,0,CLEAR,DAYLIGHT,35,32.2,0,1,0,PDO,1,0,SIGNAL_VIOLATION,226
2016-11-02,00:52:00,SEG0000001037,0,5,1,0,0,CLEAR,DAYLIGHT,20,11.5,0,1,0,PDO,1,0,DISTRACTED,192
2016-11-03,00:59:00,SEG0000001038,0,2,0,0,0,CLEAR,DARK_LIGHTED,60,52.2,0,1,0,PDO,0,0,REAR_END,46
2016-11-04,01:06:00,SEG0000001039,0,7,1,0,0,CLEAR,DAYLIGHT,35,31.7,0,1,1,PDO,0,1,IMPAIRED,173
2016-11-05,01:13:00,SEG0000001040,0,8,0,0,0,CLEAR,DAWN,45,53.7,0,0,1,PDO,0,0,SPEEDING,157
2016-11-06,01:20:00,SEG0000001041,0,8,0,0,0,CLEAR,DAYLIGHT,45,29.2,0,1,1,NONINCAP,0,0,OTHER,115
2016-11-07,01:27:00,SEG0000001042,0,1,0,0,0,RAIN,DAWN,50,60.6,0,0,1,PDO,0,0,IMPAIRED,61
2016-11-08,01:34:00,SEG0000001043,0,7,0,0,0,RAIN,DARK_LIGHTED,60,72.6,0,1,0,PDO,0,0,WEATHER,1
2016-11-09,01:41:00,SEG0000001044,1,8,0,0,0,RAIN,DAWN,30,29.0,0,1,0,POSSIBLE,1,0,DISTRACTED,237
2016-11-10,01:48:00,SEG0000001045,0,5,0,0,0,CLEAR,DARK_LIGHTED,35,44.3,0,1,1,PDO,1,0,WEATHER,203
2016-11-11,01:55:00,SEG0000001046,1,8,0,0,0,RAIN,DAYLIGHT,60,33.4,1,1,1,PDO,0,0,IMPAIRED,237
2016-11-12,02:02:00,SEG0000001047,0,2,0,0,0,CLEAR,DAYLIGHT,45,41.5,0,0,1,PDO,0,0,SIGNAL_VIOLATION,153
2016-11-13,02:09:00,SEG0000001048,0,4,0,0,0,CLEAR,DARK_LIGHTED,35,45.7,0,1,1,PDO,1,0,SPEEDING,155
2016-11-14,02:16:00,SEG0000001049,0,4,0,0,0,CLEAR,DARK_LIGHTED,25,22.2,0,1,0,POSSIBLE,1,0,IMPAIRED,147
2016-11-15,02:23:00,SEG0000001050,0,8,0,0,1,CLEAR,DAYLIGHT,65,85.8,0,1,1,POSSIBLE,0,0,DISTRACTED,113
2016-11-16,02:30:00,SEG0000001051,0,4,0,0,0,RAIN,DAYLIGHT,45,28.4,0,1,0,NONINCAP,0,0,SIGNAL_VIOLATION,153
2016-11-17,02:37:00,SEG0000001052,1,2,0,0,0,CLEAR,DARK_LIGHTED,40,47.4,0,1,1,PDO,0,0,OTHER,138
2016-11-18,02:44:00,SEG0000001053,0,1,0,0,0,CLEAR,DARK_LIGHTED,20,19.7,0,1,1,PDO,0,0,DISTRACTED,53
2016-11-19,02:51:00,SEG0000001054,1,1,1,0,1,WIND,DUSK,50,34.6,0,1,1,PDO,0,0,SPEEDING,145
2016-11-20,02:58:00,SEG0000001055,0,5,1,0,0,FOG,DARK_LIGHTED,45,29.2,0,1,0,NONINCAP,0,0,WEATHER,207
2016-11-21,03:05:00,SEG0000001056,1,2,0,0,0,FOG,DUSK,25,27.6,0,0,1,INCAP,0,0,REAR_END,13
2016-11-22,03:12:00,SEG0000001057,0,7,0,0,0,CLEAR,DARK_LIGHTED,60,73.8,0,1,0,POSSIBLE,1,0,DISTRACTED,85
2016-11-23,03:19:00,SEG0000001058,0,1,0,0,0,CLEAR,DAYLIGHT,50,46.5,0,0,0,PDO,0,0,DISTRACTED,15
2016-11-24,03:26:00,SEG0000001059,1,8,0,0,0,CLEAR,DUSK,50,38.5,0,0,1,PDO,1,0,REAR_END,175
2016-11-25,03:33:00,SEG0000001060,0,2,0,0,0,CLEAR,DAYLIGHT,55,46.8,0,1,0,FATAL,1,0,SPEEDING,72
2016-11-26,03:40:00,SEG0000001061,0,4,0,0,0,CLEAR,DARK_UNLIGHTED,30,19.3,1,1,1,POSSIBLE,1,0,REAR_END,232
2016-11-27,03:47:00,SEG0000001062,0,5,0,0,0,RAIN,DAYLIGHT,40,27.2,1,1,0,NONINCAP,1,0,OTHER,221
2016-11-28,03:54:00,SEG0000001063,0,2,0,0,0,CLEAR,DAYLIGHT,45,58.2,0,1,1,INCAP,0,0,IMPAIRED,131
2016-11-29,04:01:00,SEG0000001064,1,5,0,0,0,CLEAR,DARK_LIGHTED,45,37.1,1,1,1,NONINCAP,0,0,SPEEDING,85
2016-11-30,04:08:00,SEG0000001065,0,7,0,0,0,CLEAR,DAYLIGHT,30,38.7,0,1,0,PDO,0,0,DISTRACTED,190
2016-12-01,04:15:00,SEG0000001066,0,1,0,0,0,CLEAR,DARK_UNLIGHTED,55,37.8,0,1,0,PDO,0,0,REAR_END,24
2016-12-02,04:22:00,SEG0000001067,0,4,0,1,0,CLEAR,DAYLIGHT,60,43.6,0,1,0,PDO,0,0,WEATHER,144
2016-12-03,04:29:00,SEG0000001068,0,2,0,1,1,OTHER,DAYLIGHT,35,27.3,0,0,1,PDO,1,0,IMPAIRED,92
2016-12-04,04:36:00,SEG0000001069,1,7,0,0,0,CLEAR,DAYLIGHT,40,31.2,0,1,0,POSSIBLE,1,1,DISTRACTED,89
2016-12-05,04:43:00,SEG0000001070,0,8,0,0,1,CLEAR,DAYLIGHT,55,39.1,0,1,0,POSSIBLE,0,0,DISTRACTED,49
2016-12-06,04:50:00,SEG0000001071,0,7,0,0,0,CLEAR,DARK_UNLIGHTED,25,25.4,0,1,0,NONINCAP,1,0,SPEEDING,52
2016-12-07,04:57:00,SEG0000001072,0,2,0,0,0,RAIN,DAYLIGHT,70,74.2,0,1,0,PDO,0,0,IMPAIRED,95
2016-12-08,05:04:00,SEG0000001073,1,7,1,1,0,CLEAR,DAWN,30,36.7,1,1,1,PDO,1,0,SPEEDING,185
2016-12-09,05:11:00,SEG0000001074,1,8,0,0,0,CLEAR,DAYLIGHT,40,35.6,0,0,0,PDO,1,0,SIGNAL_VIOLATION,209
2016-12-10,05:18:00,SEG0000001075,1,4,0,0,0,ICE,DAYLIGHT,55,66.5,1,1,1,PDO,0,0,WEATHER,55
2016-12-11,05:25:00,SEG0000001076,0,5,0,0,0,CLEAR,DAYLIGHT,45,41.3,0,1,0,PDO,1,0,REAR_END,16
2016-12-12,05:32:00,SEG0000001077,0,3,0,0,0,CLEAR,DAYLIGHT,25,19.7,0,1,1,POSSIBLE,0,0,SPEEDING,95
2016-12-13,05:39:00,SEG0000001078,1,6,0,0,0,CLEAR,DUSK,45,44.9,0,1,0,POSSIBLE,1,0,DISTRACTED,216
2016-12-14,05:46:00,SEG0000001079,0,6,0,0,0,CLEAR,DARK_LIGHTED,40,41.8,0,0,0,PDO,1,0,SPEEDING,227
2016-12-15,05:53:00,SEG0000001080,0,7,0,0,0,RAIN,DARK_LIGHTED,20,16.9,0,1,1,POSSIBLE,1,0,REAR_END,35
2016-12-16,06:00:00,SEG0000001081,1,8,0,0,0,RAIN,DAWN,35,38.5,0,1,1,PDO,0,0,SPEEDING,188
2016-12-17,06:07:00,SEG0000001082,0,1,0,0,0,RAIN,DAWN,60,63.6,0,1,1,POSSIBLE,0,0,SIGNAL_VIOLATION,193
2016-12-18,06:14:00,SEG0000001083,0,2,0,0,0,RAIN,DUSK,35,23.2,0,1,0,NONINCAP,1,0,SPEEDING,89
2016-12-19,06:21:00,SEG0000001084,1,7,0,0,0,CLEAR,DAYLIGHT,40,47.0,0,0,0,PDO,0,0,DISTRACTED,65
2016-12-20,06:28:00,SEG0000001085,1,7,0,0,0,RAIN,DUSK,50,40.0,0,1,1,POSSIBLE,0,0,WEATHER,164
2016-12-21,06:35:00,SEG0000001086,0,5,0,0,0,CLEAR,DUSK,40,43.5,0,1,0,PDO,0,0,REAR_END,160
2016-12-22,06:42:00,SEG0000001087,1,1,0,0,0,OTHER,DAYLIGHT,50,50.1,1,0,1,PDO,1,0,SPEEDING,1
2016-12-23,06:49:00,SEG0000001088,0,4,0,0,1,CLEAR,DUSK,30,26.5,0,1,0,PDO,0,0,WEATHER,212
2016-12-24,06:56:00,SEG0000001089,0,4,0,0,1,CLEAR,DARK_UNLIGHTED,55,47.1,1,0,0,NONINCAP,0,0,DISTRACTED,6
2016-12-25,07:03:00,SEG0000001090,1,1,0,0,0,CLEAR,DAYLIGHT,25,20.6,0,1,1,PDO,1,0,SPEEDING,203
2016-12-26,07:10:00,SEG0000001091,0,1,0,0,0,CLEAR,DAYLIGHT,50,63.1,0,1,0,NONINCAP,1,0,REAR_END,213
2016-12-27,07:17:00,SEG0000001092,0,5,0,0,0,ICE,DARK_LIGHTED,55,31.2,0,1,1,POSSIBLE,1,0,IMPAIRED,19
2016-12-28,07:24:00,SEG0000001093,1,4,0,0,1,FOG,DAYLIGHT,35,31.1,0,0,0,PDO,0,0,DISTRACTED,228
2016-12-29,07:31:00,SEG0000001094,1,3,0,0,0,CLEAR,DUSK,55,53.5,0,1,0,POSSIBLE,1,0,WEATHER,24
2016-12-30,07:38:00,SEG0000001095,0,8,0,0,0,RAIN,DAYLIGHT,40,25.5,0,1,0,PDO,1,0,DISTRACTED,41
2016-12-31,07:45:00,SEG0000001096,1,2,0,0,0,CLEAR,DAYLIGHT,25,15.7,0,1,0,POSSIBLE,0,0,DISTRACTED,86
2017-01-01,07:52:00,SEG0000001097,0,6,0,0,0,CLEAR,DARK_UNLIGHTED,30,18.7,0,0,1,PDO,0,0,IMPAIRED,203
2017-01-02,07:59:00,SEG0000001098,0,5,0,0,0,RAIN,DAYLIGHT,30,24.7,0,1,0,PDO,1,0,WEATHER,105
2017-01-03,08:06:00,SEG0000001099,0,5,0,0,0,CLEAR,DAYLIGHT,25,25.3,0,1,1,PDO,0,0,IMPAIRED,131
2017-01-04,08:13:00,SEG0000001100,0,2,0,0,0,CLEAR,DAYLIGHT,60,78.0,0,1,0,PDO,0,0,DISTRACTED,174
2017-01-05,08:20:00,SEG0000001101,1,5,0,0,0,CLEAR,DAYLIGHT,45,52.6,0,1,1,PDO,0,0,WEATHER,13
2017-01-06,08:27:00,SEG0000001102,1,5,0,0,0,CLEAR,DUSK,20,18.3,0,1,1,NONINCAP,1,0,DISTRACTED,23
2017-01-07,08:34:00,SEG0000001103,0,3,0,0,0,ICE,DAYLIGHT,40,49.0,0,1,0,PDO,1,0,SPEEDING,148
2017-01-08,08:41:00,SEG0000001104,0,1,1,0,0,RAIN,DAYLIGHT,35,47.0,0,1,0,PDO,0,0,DISTRACTED,222
2017-01-09,08:48:00,SEG0000001105,0,6,0,0,0,CLEAR,DAYLIGHT,40,49.7,0,1,0,NONINCAP,0,0,REAR_END,37
2017-01-10,08:55:00,SEG0000001106,0,5,0,0,0,ICE,DUSK,45,29.4,0,1,0,PDO,0,0,DISTRACTED,5
2017-01-11,09:02:00,SEG0000001107,0,1,1,0,0,ICE,DAYLIGHT,55,38.4,0,1,0,PDO,0,0,IMPAIRED,29
2017-01-12,09:09:00,SEG0000001108,0,6,0,0,0,CLEAR,DAYLIGHT,35,46.4,1,1,1,POSSIBLE,1,0,DISTRACTED,109
2017-01-13,09:16:00,SEG0000001109,1,6,0,0,0,WIND,DAYLIGHT,35,23.9,1,0,1,POSSIBLE,1,0,SPEEDING,139
2017-01-14,09:23:00,SEG0000001110,0,1,1,0,0,CLEAR,DAYLIGHT,45,44.3,0,1,1,POSSIBLE,0,0,REAR_END,120
2017-01-15,09:30:00,SEG0000001111,0,6,0,0,0,CLEAR,DAYLIGHT,45,45.4,1,1,1,POSSIBLE,0,0,SIGNAL_VIOLATION,220
2017-01-16,09:37:00,SEG0000001112,0,4,0,0,0,CLEAR,DAYLIGHT,70,64.8,0,1,1,POSSIBLE,0,0,SPEEDING,9
2017-01-17,09:44:00,SEG0000001113,1,3,0,0,0,CLEAR,DAYLIGHT,25,13.9,0,1,0,POSSIBLE,0,0,SPEEDING,60
2017-01-18,09:51:00,SEG0000001114,0,5,0,0,0,RAIN,DAYLIGHT,35,35.3,0,1,0,PDO,1,0,REAR_END,63
2017-01-19,09:58:00,SEG0000001115,0,1,0,0,0,CLEAR,DARK_LIGHTED,25,21.4,0,1,0,POSSIBLE,0,0,WEATHER,94
2017-01-20,10:05:00,SEG0000001116,1,3,0,0,0,CLEAR,DAWN,45,56.1,0,1,0,POSSIBLE,0,0,WEATHER,225
2017-01-21,10:12:00,SEG0000001117,0,7,0,0,0,CLEAR,DARK_UNLIGHTED,35,38.2,0,1,1,PDO,1,0,DISTRACTED,39
2017-01-22,10:19:00,SEG0000001118,0,8,0,0,1,RAIN,DAYLIGHT,30,39.1,0,1,0,POSSIBLE,0,0,IMPAIRED,196
2017-01-23,10:26:00,SEG0000001119,1,8,0,0,0,CLEAR,DAYLIGHT,55,45.7,0,1,1,PDO,0,0,SIGNAL_VIOLATION,36
2017-01-24,10:33:00,SEG0000001120,0,3,0,0,0,RAIN,DARK_UNLIGHTED,25,17.4,0,1,1,PDO,0,0,REAR_END,38
2017-01-25,10:40:00,SEG0000001121,0,3,0,1,0,CLEAR,DAYLIGHT,45,42.8,0,1,1,PDO,0,0,SPEEDING,203
2017-01-26,10:47:00,SEG0000001122,0,8,1,0,0,CLEAR,DAYLIGHT,55,33.7,0,1,1,NONINCAP,0,0,SIGNAL_VIOLATION,175
2017-01-27,10:54:00,SEG0000001123,0,3,0,0,0,SNOW,DARK_UNLIGHTED,60,73.8,0,1,1,NONINCAP,0,0,SIGNAL_VIOLATION,209
2017-01-28,11:01:00,SEG0000001124,1,1,0,0,0,CLEAR,DARK_UNLIGHTED,65,60.1,0,0,0,PDO,0,0,IMPAIRED,127
2017-01-29,11:08:00,SEG0000001125,0,3,0,0,0,CLEAR,DAYLIGHT,40,53.2,1,1,0,PDO,0,0,SIGNAL_VIOLATION,63
2017-01-30,11:15:00,SEG0000001126,1,2,1,0,0,RAIN,DUSK,30,19.0,0,0,1,POSSIBLE,1,0,WEATHER,88
2017-01-31,11:22:00,SEG0000001127,0,1,0,0,0,SNOW,DARK_UNLIGHTED,55,49.9,1,1,0,PDO,0,0,REAR_END,188
2017-02-01,11:29:00,SEG0000001128,0,6,0,0,0,CLEAR,DAYLIGHT,30,39.2,0,1,1,FATAL,0,0,DISTRACTED,165
2017-02-02,11:36:00,SEG0000001129,1,5,0,0,0,CLEAR,DAYLIGHT,65,56.6,0,1,0,PDO,0,0,DISTRACTED,126
2017-02-03,11:43:00,SEG0000001130,0,5,0,0,0,CLEAR,DARK_UNLIGHTED,25,29.5,0,1,0,PDO,0,0,DISTRACTED,41
2017-02-04,11:50:00,SEG0000001131,0,8,1,0,0,CLEAR,DARK_LIGHTED,35,23.3,0,1,0,POSSIBLE,0,0,IMPAIRED,183
2017-02-05,11:57:00,SEG0000001132,0,5,0,0,0,CLEAR,DAWN,40,46.4,1,1,1,PDO,0,0,SIGNAL_VIOLATION,83
2017-02-06,12:04:00,SEG0000001133,1,8,0,0,0,CLEAR,DARK_LIGHTED,70,39.3,0,0,1,POSSIBLE,0,0,SPEEDING,154
2017-02-07,12:11:00,SEG0000001134,0,5,1,0,0,CLEAR,DARK_LIGHTED,45,39.4,0,1,0,INCAP,1,0,SPEEDING,203
2017-02-08,12:18:00,SEG0000001135,0,2,1,0,0,CLEAR,DAYLIGHT,30,27.5,0,1,0,INCAP,0,3,DISTRACTED,144
2017-02-09,12:25:00,SEG0000001136,1,4,0,0,0,OTHER,DAYLIGHT,65,67.5,0,0,0,PDO,0,0,DISTRACTED,150
2017-02-10,12:32:00,SEG0000001137,0,7,0,1,0,ICE,DAYLIGHT,30,19.9,0,1,0,INCAP,0,0,IMPAIRED,237
2017-02-11,12:39:00,SEG0000001138,1,8,0,0,0,RAIN,DUSK,55,33.3,0,1,0,POSSIBLE,0,0,SPEEDING,219
2017-02-12,12:46:00,SEG0000001139,0,2,0,0,0,CLEAR,DAYLIGHT,30,25.1,0,1,1,PDO,0,0,SPEEDING,94
2017-02-13,12:53:00,SEG0000001140,1,1,0,0,0,SNOW,DUSK,40,52.9,1,1,0,INCAP,0,0,WEATHER,105
2017-02-14,13:00:00,SEG0000001141,0,6,0,0,0,CLEAR,DAWN,30,20.8,0,1,1,PDO,0,0,OTHER,45
2017-02-15,13:07:00,SEG0000001142,0,1,0,0,0,CLEAR,DARK_UNLIGHTED,45,58.8,0,1,1,PDO,0,0,IMPAIRED,202
2017-02-16,13:14:00,SEG0000001143,0,8,0,0,0,CLEAR,DARK_UNLIGHTED,45,48.7,0,1,0,POSSIBLE,0,0,WEATHER,80
2017-02-17,13:21:00,SEG0000001144,1,4,0,0,0,CLEAR,DUSK,50,65.3,0,1,0,PDO,0,0,DISTRACTED,177
2017-02-18,13:28:00,SEG0000001145,0,3,0,0,0,CLEAR,DARK_LIGHTED,50,48.8,0,1,1,NONINCAP,0,0,REAR_END,140
2017-02-19,13:35:00,SEG0000001146,1,8,1,0,0,CLEAR,DAYLIGHT,65,47.9,0,1,0,NONINCAP,1,0,WEATHER,70
2017-02-20,13:42:00,SEG0000001147,0,7,0,0,0,OTHER,DAYLIGHT,45,57.3,1,1,1,NONINCAP,1,0,DISTRACTED,108
2017-02-21,13:49:00,SEG0000001148,0,5,0,0,0,CLEAR,DAYLIGHT,40,25.8,0,1,0,PDO,0,0,SIGNAL_VIOLATION,7
2017-02-22,13:56:00,SEG0000001149,0,7,0,0,0,SNOW,DUSK,55,58.1,0,1,1,POSSIBLE,1,0,SIGNAL_VIOLATION,206
2017-02-23,14:03:00,SEG0000001150,1,3,0,0,0,CLEAR,DARK_UNLIGHTED,45,45.9,0,1,0,NONINCAP,0,0,WEATHER,82
2017-02-24,14:10:00,SEG0000001151,0,6,0,0,0,CLEAR,DARK_LIGHTED,40,44.0,0,1,0,INCAP,0,0,DISTRACTED,66
2017-02-25,14:17:00,SEG0000001152,0,8,0,0,0,CLEAR,DAYLIGHT,50,43.2,0,1,0,PDO,1,0,SPEEDING,190
2017-02-26,14:24:00,SEG0000001153,0,8,0,0,0,CLEAR,DAWN,35,34.6,1,1,1,NONINCAP,1,0,IMPAIRED,233
2017-02-27,14:31:00,SEG0000001154,1,2,0,0,0,SNOW,DAYLIGHT,45,38.1,0,1,0,NONINCAP,1,0,OTHER,86
2017-02-28,14:38:00,SEG0000001155,0,6,0,0,0,CLEAR,DUSK,50,61.1,0,1,0,NONINCAP,1,0,OTHER,59
2017-03-01,14:45:00,SEG0000001156,0,8,0,0,1,RAIN,DARK_UNLIGHTED,40,28.9,0,1,1,INCAP,0,0,WEATHER,156
2017-03-02,14:52:00,SEG0000001157,0,5,0,0,0,WIND,DARK_LIGHTED,50,41.9,0,1,1,POSSIBLE,1,0,WEATHER,171
2017-03-03,14:59:00,SEG0000001158,0,2,0,0,0,CLEAR,DAWN,40,51.3,0,1,0,POSSIBLE,0,1,SPEEDING,170
2017-03-04,15:06:00,SEG0000001159,0,6,0,0,0,CLEAR,DAYLIGHT,35,34.5,1,1,0,PDO,0,0,DISTRACTED,62
2017-03-05,15:13:00,SEG0000001160,0,2,0,0,0,RAIN,DAWN,40,50.3,0,1,1,PDO,1,0,IMPAIRED,4
2017-03-06,15:20:00,SEG0000001161,0,8,0,0,0,CLEAR,DAYLIGHT,35,44.7,0,1,0,PDO,1,0,SPEEDING,219
2017-03-07,15:27:00,SEG0000001162,1,5,1,0,0,OTHER,DARK_LIGHTED,45,60.7,0,1,0,PDO,0,0,IMPAIRED,118
2017-03-08,15:34:00,SEG0000001163,0,8,0,0,1,CLEAR,DARK_UNLIGHTED,40,30.5,0,0,0,POSSIBLE,1,0,REAR_END,7
2017-03-09,15:41:00,SEG0000001164,0,3,0,0,0,CLEAR,DAYLIGHT,30,21.3,1,1,1,PDO,1,0,IMPAIRED,209
2017-03-10,15:48:00,SEG0000001165,0,3,0,0,1,ICE,DAYLIGHT,50,57.3,1,1,0,PDO,0,0,SPEEDING,105
2017-03-11,15:55:00,SEG0000001166,1,7,0,0,0,CLEAR,DAYLIGHT,45,41.0,0,1,0,PDO,1,0,IMPAIRED,48
2017-03-12,16:02:00,SEG0000001167,1,4,0,0,0,CLEAR,DUSK,35,32.7,1,0,0,PDO,0,0,DISTRACTED,150
2017-03-13,16:09:00,SEG0000001168,1,2,0,0,0,WIND,DARK_UNLIGHTED,55,34.9,1,1,1,INCAP,0,0,REAR_END,90
