health_dispar_analysis_year,health_dispar_disparity_metric_code,health_dispar_group_a_definition,health_dispar_group_b_definition,health_dispar_rate_group_a,health_dispar_rate_group_b,health_dispar_absolute_gap,health_dispar_relative_gap_ratio,health_dispar_concentration_index,health_dispar_segregation_index,health_dispar_access_to_care_index,health_dispar_insurance_coverage_gap_pct,health_dispar_preventable_hospitalization_gap,health_dispar_environmental_exposure_gap,health_dispar_food_insecurity_gap_pct,health_dispar_transport_barrier_gap_pct,health_dispar_language_access_gap_pct,health_dispar_digital_access_gap_pct,health_dispar_policy_context_code,health_dispar_intervention_priority_score
2021,DIABETES,GROUP_A_1035_DEF,GROUP_B_1035_DEF,73.171,61.038,12.133,1.1988,-0.1822,0.8129,0.5064,6.8,16.4,0.2533,11.26,-7.66,-15.85,6.88,POL_B,62.18
2022,CANCER_SCREEN,GROUP_A_1036_DEF,GROUP_B_1036_DEF,103.318,86.626,16.692,1.1927,0.2946,0.7039,0.8832,-5.77,-85.64,0.5924,9.7,-3.4,13.76,1.61,POL_C,62.67
2019,INFANT_MORT,GROUP_A_1037_DEF,GROUP_B_1037_DEF,49.72,24.82,24.9,2.0032,-0.0433,0.377,0.3126,21.77,45.8,0.9621,13.71,0.52,14.85,-12.98,POL_C,42.5
2008,DIABETES,GROUP_A_1038_DEF,GROUP_B_1038_DEF,45.089,55.727,-10.638,0.8091,0.3396,0.2893,0.5243,1.28,145.61,-0.2011,-3.75,-2.79,15.64,-10.69,POL_C,81.31
2013,CANCER_SCREEN,GROUP_A_1039_DEF,GROUP_B_1039_DEF,24.907,86.644,-61.737,0.2875,-0.1142,0.1043,0.9368,2.48,62.26,0.2269,-14.12,11.37,-1.65,-18.05,POL_E,39.49
2011,CANCER_SCREEN,GROUP_A_1040_DEF,GROUP_B_1040_DEF,106.302,27.674,78.628,3.8412,0.0917,0.7361,0.9047,-7.69,139.59,-0.4194,-2.4,2.9,-7.87,-18.31,POL_D,84.41
2015,CANCER_SCREEN,GROUP_A_1041_DEF,GROUP_B_1041_DEF,38.096,52.225,-14.129,0.7295,0.1801,0.5585,0.5368,21.86,115.78,0.6161,2.86,-8.21,-11.3,-5.89,POL_C,38.8
2012,LIFE_EXPECT,GROUP_A_1042_DEF,GROUP_B_1042_DEF,79.767,106.17,-26.403,0.7513,0.276,0.3251,0.1361,14.75,98.72,0.529,-2.51,5.27,15.14,-13.76,POL_B,96.1
2020,ASTHMA_ED,GROUP_A_1043_DEF,GROUP_B_1043_DEF,2.174,75.634,-73.46,0.0287,-0.1789,0.1448,0.8791,20.36,46.67,0.0815,-17.44,5.34,3.31,-7.43,POL_E,60.64
2008,DIABETES,GROUP_A_1044_DEF,GROUP_B_1044_DEF,87.89,60.412,27.478,1.4548,-0.0277,0.3551,0.0533,-23.09,70.71,-0.212,16.32,-9.9,-5.29,-19.22,POL_B,86.39
2022,LIFE_EXPECT,GROUP_A_1045_DEF,GROUP_B_1045_DEF,12.209,91.619,-79.41,0.1333,-0.1046,0.0893,0.3555,14.15,14.79,-0.8392,-4.68,5.2,14.29,-16.88,POL_B,41.07
2018,CANCER_SCREEN,GROUP_A_1046_DEF,GROUP_B_1046_DEF,11.176,110.745,-99.569,0.1009,-0.3324,0.5457,0.9511,0.79,46.37,0.7599,-8.63,11.67,-11.09,15.54,POL_B,9.71
2009,INFANT_MORT,GROUP_A_1047_DEF,GROUP_B_1047_DEF,14.288,2.501,11.787,5.7129,-0.1411,0.0679,0.6829,5.16,-59.83,0.1982,-1.33,3.31,-10.46,-18.9,POL_B,12.09
2024,LIFE_EXPECT,GROUP_A_1048_DEF,GROUP_B_1048_DEF,90.601,49.637,40.964,1.8253,0.2465,0.4956,0.2849,8.11,81.77,0.82,-9.1,8.09,0.79,4.46,POL_B,50.6
2012,MATERNAL_MORT,GROUP_A_1049_DEF,GROUP_B_1049_DEF,102.648,77.015,25.633,1.3328,0.0598,0.2086,0.9102,-22.46,65.87,0.8049,6.5,-3.07,4.04,-7.62,POL_B,8.43
2012,CANCER_SCREEN,GROUP_A_1050_DEF,GROUP_B_1050_DEF,88.423,40.504,47.919,2.1831,0.0933,0.3828,0.7437,-4.46,-103.46,-0.7658,-9.7,-10.9,-4.61,-18.33,POL_A,17.25
2011,DIABETES,GROUP_A_1051_DEF,GROUP_B_1051_DEF,19.387,77.749,-58.362,0.2494,0.3418,0.6848,0.6368,-8.16,-38.38,-0.1991,-16.0,-6.49,17.61,11.95,POL_A,78.88
2012,MATERNAL_MORT,GROUP_A_1052_DEF,GROUP_B_1052_DEF,111.597,99.353,12.244,1.1232,-0.2262,0.1225,0.9213,-19.19,145.11,0.4697,-1.25,4.1,3.37,0.12,POL_E,19.91
2018,VACC_COVER,GROUP_A_1053_DEF,GROUP_B_1053_DEF,111.111,15.255,95.856,7.2836,0.2493,0.7687,0.5023,23.21,25.22,0.7696,7.1,10.98,16.21,-14.74,POL_D,94.09
2013,OUD_TREAT,GROUP_A_1054_DEF,GROUP_B_1054_DEF,87.364,35.495,51.869,2.4613,0.2197,0.3859,0.4557,23.45,-86.96,-0.9313,-17.82,-4.5,-13.98,15.53,POL_E,87.75
2021,VACC_COVER,GROUP_A_1055_DEF,GROUP_B_1055_DEF,83.271,53.397,29.874,1.5595,0.285,0.1924,0.9421,-13.35,55.92,0.7587,-6.55,-6.68,1.09,19.44,POL_B,39.44
2018,OUD_TREAT,GROUP_A_1056_DEF,GROUP_B_1056_DEF,111.125,2.622,108.503,42.3818,0.1699,0.3116,0.1639,22.85,71.72,-0.4142,-6.77,10.99,-13.76,1.8,POL_A,23.19
2018,VACC_COVER,GROUP_A_1057_DEF,GROUP_B_1057_DEF,36.224,106.434,-70.21,0.3403,-0.1318,0.326,0.5061,-5.7,-30.41,-0.0718,4.78,-7.78,-10.88,15.58,POL_C,37.95
2012,LIFE_EXPECT,GROUP_A_1058_DEF,GROUP_B_1058_DEF,0.911,57.401,-56.49,0.0159,0.2547,0.1181,0.087,7.44,119.87,0.6405,1.83,-11.53,11.48,-17.18,POL_A,39.8
2015,OUD_TREAT,GROUP_A_1059_DEF,GROUP_B_1059_DEF,25.423,103.273,-77.85,0.2462,-0.0298,0.4623,0.8276,-19.2,-2.82,0.5243,-8.4,-2.81,15.16,19.02,POL_C,53.11
2019,DIABETES,GROUP_A_1060_DEF,GROUP_B_1060_DEF,32.315,64.313,-31.998,0.5025,0.0342,0.6236,0.8572,10.26,10.46,0.5146,-15.19,6.31,15.3,-3.53,POL_D,95.33
2016,ASTHMA_ED,GROUP_A_1061_DEF,GROUP_B_1061_DEF,92.824,50.731,42.093,1.8297,-0.1323,0.1315,0.1023,-7.54,48.24,-0.646,14.64,-7.91,1.26,7.89,POL_D,14.44
2024,MATERNAL_MORT,GROUP_A_1062_DEF,GROUP_B_1062_DEF,99.84,10.958,88.882,9.1112,-0.2778,0.1905,0.1912,-9.42,-39.85,0.2679,1.1,1.73,13.3,-9.86,POL_C,45.44
2024,CANCER_SCREEN,GROUP_A_1063_DEF,GROUP_B_1063_DEF,22.074,68.433,-46.359,0.3226,0.3471,0.0541,0.3713,-13.25,85.45,0.43,14.92,1.72,3.18,9.13,POL_A,54.39
2014,ASTHMA_ED,GROUP_A_1064_DEF,GROUP_B_1064_DEF,76.897,62.084,14.813,1.2386,-0.0333,0.1287,0.5921,15.38,71.31,-0.8891,0.36,5.35,16.33,-21.98,POL_C,94.03
2011,CANCER_SCREEN,GROUP_A_1065_DEF,GROUP_B_1065_DEF,50.61,82.257,-31.647,0.6153,-0.0157,0.422,0.3245,3.69,-15.33,0.9915,4.59,-11.26,-16.63,-15.11,POL_B,15.52
2018,DIABETES,GROUP_A_1066_DEF,GROUP_B_1066_DEF,30.746,2.597,28.149,11.839,0.1741,0.3483,0.1848,16.66,29.2,0.2937,-17.43,-2.15,-17.43,-14.5,POL_B,72.97
2008,INFANT_MORT,GROUP_A_1067_DEF,GROUP_B_1067_DEF,76.637,101.284,-24.647,0.7567,0.1249,0.7016,0.2837,17.14,-51.42,-0.4735,3.11,-7.09,-7.54,10.93,POL_C,36.77
2025,VACC_COVER,GROUP_A_1068_DEF,GROUP_B_1068_DEF,119.761,11.425,108.336,10.4824,0.2518,0.2036,0.7927,17.28,89.14,-0.2931,17.17,3.76,-3.18,0.55,POL_B,93.06
2020,CANCER_SCREEN,GROUP_A_1069_DEF,GROUP_B_1069_DEF,25.841,69.463,-43.622,0.372,-0.0738,0.3791,0.0645,7.07,-50.14,-0.4299,-2.83,9.6,3.45,3.29,POL_C,13.57
2018,CANCER_SCREEN,GROUP_A_1070_DEF,GROUP_B_1070_DEF,58.146,59.579,-1.433,0.9759,-0.2898,0.3623,0.4719,-18.4,-2.88,0.7597,0.53,8.09,10.83,6.32,POL_C,89.38
2012,MATERNAL_MORT,GROUP_A_1071_DEF,GROUP_B_1071_DEF,81.739,93.134,-11.395,0.8776,-0.1578,0.7242,0.4324,1.44,-95.84,0.9747,14.83,-1.76,17.09,-12.1,POL_D,54.61
2017,ASTHMA_ED,GROUP_A_1072_DEF,GROUP_B_1072_DEF,58.973,111.413,-52.44,0.5293,0.3329,0.2668,0.3751,-15.06,-78.27,0.6746,13.45,-5.26,-7.09,10.11,POL_C,67.72
2020,MATERNAL_MORT,GROUP_A_1073_DEF,GROUP_B_1073_DEF,9.779,107.842,-98.063,0.0907,-0.1163,0.253,0.4282,-0.14,0.12,0.1944,-16.86,-3.93,-7.87,0.33,POL_E,72.9
2010,OUD_TREAT,GROUP_A_1074_DEF,GROUP_B_1074_DEF,45.827,111.156,-65.329,0.4123,-0.2948,0.3943,0.9866,-4.62,-96.19,0.2622,-2.95,5.94,16.68,-19.56,POL_E,15.81
2017,VACC_COVER,GROUP_A_1075_DEF,GROUP_B_1075_DEF,48.095,19.673,28.422,2.4447,-0.0074,0.4382,0.3242,-5.11,7.04,-0.9379,9.81,-7.19,5.21,18.86,POL_C,67.24
2019,MATERNAL_MORT,GROUP_A_1076_DEF,GROUP_B_1076_DEF,83.418,14.001,69.417,5.958,0.1587,0.6814,0.7572,19.22,-50.76,0.0554,11.74,11.54,7.32,-18.57,POL_C,69.34
2018,VACC_COVER,GROUP_A_1077_DEF,GROUP_B_1077_DEF,26.322,57.061,-30.739,0.4613,0.0284,0.4771,0.474,16.11,144.01,0.4883,6.01,-1.78,-10.22,-17.31,POL_E,93.31
2019,DIABETES,GROUP_A_1078_DEF,GROUP_B_1078_DEF,55.25,2.688,52.562,20.5543,0.2883,0.4993,0.9628,-13.73,100.8,0.4913,7.16,4.96,-15.48,-19.71,POL_D,68.13
2014,LIFE_EXPECT,GROUP_A_1079_DEF,GROUP_B_1079_DEF,54.272,31.335,22.937,1.732,0.3332,0.7836,0.2767,24.02,138.04,-0.8686,19.63,-8.13,11.39,21.54,POL_C,22.09
2016,DIABETES,GROUP_A_1080_DEF,GROUP_B_1080_DEF,106.99,102.316,4.674,1.0457,0.1704,0.2774,0.5309,24.19,-28.29,0.8881,6.82,-11.8,17.57,16.34,POL_B,78.46
2016,INFANT_MORT,GROUP_A_1081_DEF,GROUP_B_1081_DEF,48.034,33.866,14.168,1.4184,0.2115,0.4952,0.0718,14.1,31.9,0.1102,14.49,-0.2,-16.27,16.64,POL_A,24.78
2015,MATERNAL_MORT,GROUP_A_1082_DEF,GROUP_B_1082_DEF,35.182,48.059,-12.877,0.7321,-0.1369,0.764,0.0389,10.01,51.96,0.5921,6.3,10.34,14.14,13.63,POL_A,52.67
2014,LIFE_EXPECT,GROUP_A_1083_DEF,GROUP_B_1083_DEF,74.862,53.768,21.094,1.3923,0.1291,0.5348,0.6833,20.4,35.42,0.2787,0.91,1.1,-14.11,-12.72,POL_D,50.45
2016,DIABETES,GROUP_A_1084_DEF,GROUP_B_1084_DEF,77.282,33.943,43.339,2.2768,0.2103,0.7682,0.4319,-14.64,138.0,-0.4511,-1.51,4.5,-12.28,17.82,POL_C,27.26
2016,ASTHMA_ED,GROUP_A_1085_DEF,GROUP_B_1085_DEF,98.736,89.928,8.808,1.0979,0.1394,0.6027,0.1242,23.67,19.62,0.1442,-16.1,4.89,4.02,0.97,POL_C,29.4
2018,INFANT_MORT,GROUP_A_1086_DEF,GROUP_B_1086_DEF,56.241,28.204,28.037,1.9941,0.1265,0.3629,0.9228,19.55,44.3,-0.9379,0.8,-3.49,-7.21,-16.9,POL_A,87.93
2012,DIABETES,GROUP_A_1087_DEF,GROUP_B_1087_DEF,101.785,13.235,88.55,7.6906,-0.0572,0.3215,0.0307,-21.31,-36.05,0.0066,9.19,9.41,8.05,15.28,POL_C,52.37
2017,CANCER_SCREEN,GROUP_A_1088_DEF,GROUP_B_1088_DEF,27.054,37.024,-9.97,0.7307,0.3238,0.8424,0.293,21.12,-112.76,0.2748,-14.94,9.46,0.69,-16.24,POL_D,5.13
2013,LIFE_EXPECT,GROUP_A_1089_DEF,GROUP_B_1089_DEF,2.294,78.258,-75.964,0.0293,-0.1953,0.8092,0.4814,22.14,134.7,0.9624,2.94,7.44,-8.28,6.39,POL_E,85.46
2023,OUD_TREAT,GROUP_A_1090_DEF,GROUP_B_1090_DEF,42.819,109.304,-66.485,0.3917,-0.0984,0.3022,0.4145,-9.27,-64.87,0.0264,1.78,1.58,13.48,14.48,POL_B,65.97
2014,MATERNAL_MORT,GROUP_A_1091_DEF,GROUP_B_1091_DEF,91.813,6.009,85.804,15.2792,-0.1235,0.0637,0.7081,-0.46,57.48,0.684,7.7,10.65,-14.29,-4.24,POL_D,11.06
2018,INFANT_MORT,GROUP_A_1092_DEF,GROUP_B_1092_DEF,50.007,27.236,22.771,1.8361,-0.1499,0.6727,0.6532,10.7,-5.81,-0.9338,8.45,8.55,-14.57,7.27,POL_C,91.43
2021,CANCER_SCREEN,GROUP_A_1093_DEF,GROUP_B_1093_DEF,51.958,35.374,16.584,1.4688,0.1499,0.7372,0.0323,1.79,-8.67,-0.0761,-4.36,9.85,-1.96,3.48,POL_A,78.15
2008,DIABETES,GROUP_A_1094_DEF,GROUP_B_1094_DEF,7.108,106.259,-99.151,0.0669,-0.2513,0.5126,0.4889,13.41,107.04,0.0598,12.05,3.65,-7.17,-13.72,POL_E,48.23
2011,CANCER_SCREEN,GROUP_A_1095_DEF,GROUP_B_1095_DEF,68.389,8.084,60.305,8.4598,-0.0771,0.4262,0.1461,6.55,-99.25,-0.7361,-13.85,-9.15,14.36,2.45,POL_A,47.94
2020,DIABETES,GROUP_A_1096_DEF,GROUP_B_1096_DEF,2.991,32.997,-30.006,0.0906,-0.173,0.8422,0.8691,-22.36,-7.74,0.1277,7.45,-1.45,-9.28,7.85,POL_A,39.29
2021,LIFE_EXPECT,GROUP_A_1097_DEF,GROUP_B_1097_DEF,90.28,44.782,45.498,2.016,-0.0843,0.3063,0.1386,-6.74,50.3,-0.6283,12.02,-0.96,-13.93,15.04,POL_E,18.45
2015,LIFE_EXPECT,GROUP_A_1098_DEF,GROUP_B_1098_DEF,50.649,33.909,16.74,1.4937,0.0107,0.3466,0.2888,-18.55,-34.97,0.6047,17.37,-9.02,-7.9,-14.26,POL_B,60.15
2021,LIFE_EXPECT,GROUP_A_1099_DEF,GROUP_B_1099_DEF,75.498,25.891,49.607,2.916,0.1493,0.1514,0.0216,-5.55,89.86,0.0718,8.84,4.62,-4.68,12.89,POL_A,96.8
2018,OUD_TREAT,GROUP_A_1100_DEF,GROUP_B_1100_DEF,111.618,66.631,44.987,1.6752,-0.2226,0.6601,0.245,15.14,107.15,-0.7365,-4.35,0.07,6.88,-10.47,POL_A,3.12
2009,DIABETES,GROUP_A_1101_DEF,GROUP_B_1101_DEF,43.872,24.887,18.985,1.7628,0.0313,0.6102,0.9899,-19.52,51.83,-0.4821,-2.94,-7.54,7.97,-19.33,POL_D,10.18
2011,DIABETES,GROUP_A_1102_DEF,GROUP_B_1102_DEF,35.213,115.468,-80.255,0.305,0.0932,0.6591,0.04,-20.13,-83.38,-0.8524,11.15,-6.36,12.59,-5.42,POL_E,44.12
2023,VACC_COVER,GROUP_A_1103_DEF,GROUP_B_1103_DEF,91.359,38.33,53.029,2.3835,-0.2526,0.3458,0.5122,-1.1,-66.79,0.6086,-1.2,-3.47,6.71,-12.3,POL_C,91.5
2014,CANCER_SCREEN,GROUP_A_1104_DEF,GROUP_B_1104_DEF,4.564,20.887,-16.323,0.2185,-0.0611,0.1843,0.1423,-22.04,46.04,-0.8763,15.45,-3.04,5.37,-7.61,POL_E,60.64
2008,INFANT_MORT,GROUP_A_1105_DEF,GROUP_B_1105_DEF,23.936,44.993,-21.057,0.532,-0.3093,0.3021,0.2135,19.52,-120.95,-0.927,-12.13,9.27,10.26,-8.61,POL_C,63.78
2008,INFANT_MORT,GROUP_A_1106_DEF,GROUP_B_1106_DEF,6.687,5.693,0.994,1.1746,0.2634,0.6963,0.2264,15.38,-139.15,0.3037,-2.91,6.68,4.46,-0.07,POL_E,89.39
2012,OUD_TREAT,GROUP_A_1107_DEF,GROUP_B_1107_DEF,70.496,114.322,-43.826,0.6166,0.3483,0.3169,0.8696,22.65,-67.86,-0.6485,0.04,10.43,5.0,-3.32,POL_D,71.53
2018,CANCER_SCREEN,GROUP_A_1108_DEF,GROUP_B_1108_DEF,97.22,89.482,7.738,1.0865,0.1756,0.1283,0.1044,5.37,116.57,-0.6707,-19.39,-6.91,0.03,-12.37,POL_A,3.75
2020,INFANT_MORT,GROUP_A_1109_DEF,GROUP_B_1109_DEF,24.752,88.957,-64.205,0.2782,-0.3055,0.6336,0.7393,-8.41,46.85,0.5159,19.58,6.57,-17.04,2.07,POL_E,71.59
2009,MATERNAL_MORT,GROUP_A_1110_DEF,GROUP_B_1110_DEF,15.315,38.849,-23.534,0.3942,-0.3297,0.4803,0.2591,8.27,-83.84,-0.0034,7.27,9.08,11.93,12.68,POL_C,16.37
2025,VACC_COVER,GROUP_A_1111_DEF,GROUP_B_1111_DEF,29.49,95.228,-65.738,0.3097,0.1886,0.0656,0.6282,-14.7,-112.88,0.6761,-0.54,11.98,-9.58,11.31,POL_B,73.83
2016,DIABETES,GROUP_A_1112_DEF,GROUP_B_1112_DEF,69.566,103.054,-33.488,0.675,-0.1698,0.4675,0.8785,16.76,148.05,0.0447,11.31,-9.53,-3.69,9.74,POL_A,66.01
2017,ASTHMA_ED,GROUP_A_1113_DEF,GROUP_B_1113_DEF,52.35,93.868,-41.518,0.5577,-0.3228,0.1114,0.1018,-18.54,-147.29,-0.2096,17.12,10.49,-0.83,11.31,POL_E,60.93
2024,VACC_COVER,GROUP_A_1114_DEF,GROUP_B_1114_DEF,17.185,45.078,-27.893,0.3812,-0.1278,0.4053,0.2257,-3.89,67.45,-0.4809,8.68,-8.65,-2.89,1.16,POL_B,39.03
2012,INFANT_MORT,GROUP_A_1115_DEF,GROUP_B_1115_DEF,59.083,3.959,55.124,14.9237,-0.2486,0.5164,0.8142,-6.47,-112.05,0.9639,9.61,7.88,-13.16,-7.24,POL_D,80.82
2021,LIFE_EXPECT,GROUP_A_1116_DEF,GROUP_B_1116_DEF,93.872,2.756,91.116,34.061,-0.2121,0.7109,0.109,8.64,-66.76,0.1062,16.52,11.72,12.87,-20.04,POL_B,8.2
2013,LIFE_EXPECT,GROUP_A_1117_DEF,GROUP_B_1117_DEF,18.985,24.733,-5.748,0.7676,-0.1996,0.7131,0.4739,-13.95,-19.04,-0.959,-1.16,6.84,-11.2,-15.58,POL_B,81.01
2008,DIABETES,GROUP_A_1118_DEF,GROUP_B_1118_DEF,94.597,25.249,69.348,3.7466,-0.1514,0.2415,0.8831,7.0,-37.5,0.6601,0.26,5.76,16.4,6.76,POL_E,64.87
2012,MATERNAL_MORT,GROUP_A_1119_DEF,GROUP_B_1119_DEF,41.354,48.927,-7.573,0.8452,0.2685,0.6545,0.4368,-15.35,69.81,-0.9025,11.19,-0.58,13.61,17.26,POL_D,49.42
2009,VACC_COVER,GROUP_A_1120_DEF,GROUP_B_1120_DEF,20.913,43.873,-22.96,0.4767,0.1402,0.6268,0.303,21.98,-114.17,-0.6936,-17.18,-6.57,-17.87,-3.81,POL_C,40.27
2025,ASTHMA_ED,GROUP_A_1121_DEF,GROUP_B_1121_DEF,71.643,84.815,-13.172,0.8447,0.1369,0.3263,0.0251,-17.19,113.09,0.7542,11.49,3.55,1.75,-1.03,POL_C,20.34
2020,CANCER_SCREEN,GROUP_A_1122_DEF,GROUP_B_1122_DEF,76.521,91.404,-14.883,0.8372,0.2994,0.0646,0.1567,-13.44,-87.77,-0.5696,-6.01,-8.93,12.69,-19.1,POL_B,7.58
2014,MATERNAL_MORT,GROUP_A_1123_DEF,GROUP_B_1123_DEF,83.298,10.633,72.665,7.8339,-0.2708,0.7648,0.6079,12.29,-12.85,-0.8102,-1.85,-5.41,14.96,-8.81,POL_A,72.53
2018,OUD_TREAT,GROUP_A_1124_DEF,GROUP_B_1124_DEF,52.298,85.551,-33.253,0.6113,0.3179,0.6886,0.8114,8.25,-50.9,-0.5521,16.47,7.57,-4.63,-5.49,POL_A,67.25
2022,VACC_COVER,GROUP_A_1125_DEF,GROUP_B_1125_DEF,31.771,23.446,8.325,1.3551,0.2934,0.5609,0.6293,-16.43,-147.22,0.39,-3.1,-10.62,6.21,17.95,POL_B,77.75
2015,OUD_TREAT,GROUP_A_1126_DEF,GROUP_B_1126_DEF,43.043,62.375,-19.332,0.6901,0.0407,0.5528,0.4593,-0.96,-69.39,0.2762,4.03,-6.51,6.94,-19.76,POL_C,46.22
2020,VACC_COVER,GROUP_A_1127_DEF,GROUP_B_1127_DEF,90.747,111.752,-21.005,0.812,-0.0867,0.6257,0.413,-3.06,106.98,0.1197,10.67,-9.83,-11.97,-4.67,POL_D,62.97
2021,MATERNAL_MORT,GROUP_A_1128_DEF,GROUP_B_1128_DEF,44.547,84.32,-39.773,0.5283,-0.2807,0.5179,0.8539,-17.41,-99.96,0.2419,13.16,1.39,17.99,5.47,POL_E,9.32
2019,OUD_TREAT,GROUP_A_1129_DEF,GROUP_B_1129_DEF,80.834,13.101,67.733,6.1701,-0.2572,0.3828,0.3805,-19.95,-40.89,0.3055,10.41,7.76,0.33,11.2,POL_E,90.04
2014,MATERNAL_MORT,GROUP_A_1130_DEF,GROUP_B_1130_DEF,66.407,103.859,-37.452,0.6394,-0.1753,0.5147,0.7881,3.34,-71.31,-0.0212,-13.67,-6.0,13.75,1.67,POL_B,64.5
2021,MATERNAL_MORT,GROUP_A_1131_DEF,GROUP_B_1131_DEF,14.35,24.693,-10.343,0.5811,0.0994,0.7087,0.85,12.47,-144.71,-0.0575,-17.35,6.38,-16.26,-13.86,POL_E,47.56
2025,CANCER_SCREEN,GROUP_A_1132_DEF,GROUP_B_1132_DEF,73.721,13.252,60.469,5.563,-0.1997,0.8041,0.0602,-13.97,-140.89,-0.1227,15.23,-4.49,-13.25,-3.31,POL_C,77.38
2012,MATERNAL_MORT,GROUP_A_1133_DEF,GROUP_B_1133_DEF,63.5,73.705,-10.205,0.8615,0.202,0.2326,0.2762,-15.92,102.93,-0.371,-10.65,-3.48,15.35,2.6,POL_C,18.2
2017,INFANT_MORT,GROUP_A_1134_DEF,GROUP_B_1134_DEF,115.879,49.747,66.132,2.3294,-0.1809,0.6705,0.9251,-8.0,79.89,0.7863,0.07,2.98,4.79,-2.25,POL_C,37.54
2009,OUD_TREAT,GROUP_A_1135_DEF,GROUP_B_1135_DEF,84.534,14.384,70.15,5.8769,0.2145,0.2089,0.3071,0.92,-30.6,-0.325,-14.1,-9.54,2.96,2.56,POL_E,53.29
2023,VACC_COVER,GROUP_A_1136_DEF,GROUP_B_1136_DEF,51.486,26.709,24.777,1.9277,-0.2406,0.7182,0.1361,0.6,131.87,-0.1607,9.73,-5.57,-0.06,9.6,POL_B,61.61
2014,LIFE_EXPECT,GROUP_A_1137_DEF,GROUP_B_1137_DEF,41.381,100.533,-59.152,0.4116,0.2067,0.8412,0.065,-18.91,-20.07,-0.6392,-5.8,8.03,3.55,-9.35,POL_A,66.76
2012,MATERNAL_MORT,GROUP_A_1138_DEF,GROUP_B_1138_DEF,5.19,30.544,-25.354,0.1699,-0.21,0.6364,0.72,13.01,51.83,-0.3436,-7.23,-7.73,4.53,-21.03,POL_A,61.49
2022,OUD_TREAT,GROUP_A_1139_DEF,GROUP_B_1139_DEF,74.593,40.356,34.237,1.8484,-0.2003,0.2322,0.0728,13.42,135.62,0.7507,-17.86,2.15,-7.19,8.74,POL_B,30.37
2012,DIABETES,GROUP_A_1140_DEF,GROUP_B_1140_DEF,16.858,74.175,-57.317,0.2273,-0.1372,0.4769,0.9492,18.28,118.23,-0.5831,12.42,-0.44,-1.52,-7.59,POL_E,85.4
2018,INFANT_MORT,GROUP_A_1141_DEF,GROUP_B_1141_DEF,113.8,107.472,6.328,1.0589,0.0691,0.2111,0.3682,-6.14,-139.31,-0.7915,10.72,-9.16,-2.81,-17.46,POL_E,72.18
2015,VACC_COVER,GROUP_A_1142_DEF,GROUP_B_1142_DEF,55.731,17.735,37.996,3.1424,0.342,0.6615,0.1208,-23.04,101.88,-0.0553,3.31,10.39,16.64,-21.57,POL_D,81.77
2017,LIFE_EXPECT,GROUP_A_1143_DEF,GROUP_B_1143_DEF,16.201,33.677,-17.476,0.4811,0.1179,0.4905,0.8143,16.17,-37.59,0.8319,-6.2,-8.3,-6.92,5.4,POL_C,52.67
2009,OUD_TREAT,GROUP_A_1144_DEF,GROUP_B_1144_DEF,12.117,94.339,-82.222,0.1284,-0.0986,0.0552,0.1942,-17.86,16.69,-0.5797,-19.77,5.37,7.5,2.78,POL_E,93.61
2024,VACC_COVER,GROUP_A_1145_DEF,GROUP_B_1145_DEF,58.917,45.066,13.851,1.3073,0.0436,0.6314,0.4489,20.31,-95.39,0.0012,4.28,-10.49,-5.72,-15.42,POL_A,68.68
2020,VACC_COVER,GROUP_A_1146_DEF,GROUP_B_1146_DEF,23.732,58.238,-34.506,0.4075,-0.3313,0.4881,0.1506,-20.66,-73.38,-0.8445,-8.46,5.26,-5.35,-21.01,POL_B,57.36
2017,ASTHMA_ED,GROUP_A_1147_DEF,GROUP_B_1147_DEF,62.99,100.367,-37.377,0.6276,-0.3182,0.8021,0.3354,-21.67,89.32,-0.6884,-16.13,10.61,-2.01,1.7,POL_B,77.39
2025,OUD_TREAT,GROUP_A_1148_DEF,GROUP_B_1148_DEF,85.433,69.053,16.38,1.2372,0.1542,0.5835,0.8456,15.67,148.05,0.9016,-11.35,-11.39,-6.44,1.97,POL_A,49.37
2010,INFANT_MORT,GROUP_A_1149_DEF,GROUP_B_1149_DEF,101.563,59.455,42.108,1.7082,0.0319,0.5795,0.9517,-24.02,-48.89,0.5027,18.55,-0.6,17.32,-18.0,POL_B,45.81
2021,ASTHMA_ED,GROUP_A_1150_DEF,GROUP_B_1150_DEF,32.366,103.202,-70.836,0.3136,0.1199,0.7578,0.766,-17.43,-133.55,0.5327,4.76,11.68,13.98,-12.3,POL_B,97.03
2010,MATERNAL_MORT,GROUP_A_1151_DEF,GROUP_B_1151_DEF,78.209,1.726,76.483,45.3123,-0.1658,0.6604,0.6791,2.32,-25.83,-0.3693,14.19,-4.92,-4.51,13.29,POL_C,10.64
2015,DIABETES,GROUP_A_1152_DEF,GROUP_B_1152_DEF,72.378,75.205,-2.827,0.9624,-0.3081,0.0797,0.3885,-14.91,4.72,-0.2293,4.54,-5.36,13.51,-10.77,POL_E,38.34
2021,VACC_COVER,GROUP_A_1153_DEF,GROUP_B_1153_DEF,110.968,104.447,6.521,1.0624,-0.2094,0.657,0.0657,-3.91,-119.35,0.3026,14.82,10.24,-1.54,-11.07,POL_E,27.48
