energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_inr,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_inr_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_inr,energy_price_bill_amount_avg_inr,energy_price_bill_amount_p95_inr,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2021-10-16,DISCOMSR05,HT2,industrial,113.42,54.234,258.19,20.099,125.81,1686.75,4056.6,4.03,0.71,0.68,104283,0.127,5.339,1,0,ERC202110-00904
2019-08-12,DISCOMWR02,AG1,industrial,205.26,49.281,601.55,14.054,165.83,20306.3,43951.9,1.57,1.06,0.81,22904,0.309,2.426,0,1,ERC201908-00905
2025-05-15,DISCOMER02,HT2,residential,73.59,89.076,29.44,23.595,248.92,8820.69,19648.55,8.01,0.0,0.0,81540,0.178,1.667,0,1,ERC202505-00906
2025-04-21,DISCOMNR02,EV1,residential,328.19,32.703,555.38,26.295,259.36,12376.39,35987.49,8.91,0.43,0.27,89668,0.362,3.933,1,1,ERC202504-00907
2025-07-05,DISCOMER06,GOV,industrial,104.39,89.727,208.09,10.566,121.07,22656.61,40610.08,4.95,1.03,1.17,34440,0.419,5.045,0,1,ERC202507-00908
2024-02-04,DISCOMER03,LT2,agriculture,218.2,36.407,96.92,22.111,233.97,7477.43,10520.09,5.49,0.44,0.42,53129,0.143,2.071,1,1,ERC202402-00909
2019-12-10,DISCOMER03,EV1,commercial,377.6,82.269,152.94,5.682,223.31,3435.64,8080.84,7.07,0.26,0.17,40984,0.096,1.126,1,1,ERC201912-00910
2025-04-09,DISCOMNR05,HT1,residential,319.87,106.626,454.08,1.987,23.22,18628.96,52373.41,6.27,0.68,0.43,114909,0.393,8.035,0,0,ERC202504-00911
2024-01-10,DISCOMSR02,LT2,agriculture,377.99,82.43,487.56,32.324,291.42,16160.93,24795.03,11.91,0.89,0.84,13996,0.393,3.512,1,0,ERC202401-00912
2024-12-12,DISCOMER05,LT2,industrial,102.7,72.757,628.34,21.677,202.66,1168.11,2972.55,5.23,0.16,0.19,41370,0.18,5.514,1,0,ERC202412-00913
2023-11-19,DISCOMER06,HT2,residential,308.02,82.509,0.8,4.486,276.28,20623.14,41386.45,9.61,0.92,0.85,31150,0.128,0.57,1,0,ERC202311-00914
2023-10-16,DISCOMSR04,LT2,commercial,311.6,117.591,620.37,19.773,154.67,23409.25,68970.08,6.9,1.45,1.31,20553,0.296,7.358,1,0,ERC202310-00915
2020-07-28,DISCOMWR05,TEMP,residential,211.05,113.56,42.05,16.405,65.57,23809.29,70625.12,11.18,1.2,0.84,107586,0.126,6.462,1,1,ERC202007-00916
2021-08-14,DISCOMWR06,EV1,agriculture,437.66,104.321,118.26,6.14,295.59,6809.86,12445.74,9.12,0.78,0.54,763,0.377,3.353,1,1,ERC202108-00917
2021-12-20,DISCOMNR01,TEMP,industrial,234.27,115.259,523.86,20.28,146.07,18671.15,42567.56,5.95,0.09,0.05,76926,0.326,3.137,1,0,ERC202112-00918
2025-01-09,DISCOMER06,EV1,residential,390.86,73.774,17.4,34.942,114.78,11911.51,31539.98,9.51,1.34,1.28,5992,0.087,7.651,1,1,ERC202501-00919
2025-01-04,DISCOMER03,HT1,agriculture,157.41,90.781,207.78,3.304,67.39,1120.29,2127.07,6.02,1.87,2.07,107746,0.0,6.673,0,0,ERC202501-00920
2022-07-03,DISCOMNR04,EV1,industrial,257.81,49.035,430.28,8.98,37.41,1574.11,2949.65,3.88,1.23,0.94,66586,0.0,8.073,0,0,ERC202207-00921
2019-01-04,DISCOMNE01,LT1A,agriculture,201.43,40.563,241.92,14.455,11.74,9365.46,24129.68,10.16,1.63,1.57,94583,0.252,1.549,1,1,ERC201901-00922
2019-02-18,DISCOMER04,TEMP,industrial,139.63,75.682,640.53,13.645,72.69,3531.14,8084.96,1.48,1.31,1.39,83109,0.282,7.955,0,0,ERC201902-00923
2023-06-06,DISCOMSR03,EV1,residential,353.22,73.175,148.05,28.704,200.6,6617.52,16826.31,9.04,0.59,0.43,78264,0.014,2.134,1,1,ERC202306-00924
2024-12-25,DISCOMWR03,TEMP,residential,130.07,111.426,416.61,25.615,24.48,16778.08,24782.5,8.3,0.45,0.41,107425,0.135,3.388,1,0,ERC202412-00925
2019-02-03,DISCOMER03,HT1,industrial,298.02,36.255,648.82,23.286,259.9,6570.27,18190.49,6.22,1.51,1.6,92054,0.44,3.66,0,0,ERC201902-00926
2024-01-18,DISCOMWR06,EV1,commercial,339.65,49.146,148.03,25.823,120.16,10281.11,16837.03,1.15,1.55,0.94,69485,0.384,4.521,1,1,ERC202401-00927
2024-08-10,DISCOMNR05,GOV,commercial,342.2,44.25,27.33,8.656,64.75,18424.92,49415.98,7.99,1.71,1.46,85998,0.225,7.57,0,1,ERC202408-00928
2022-02-21,DISCOMER02,HT2,commercial,271.26,89.989,437.77,0.398,162.59,14713.19,29397.52,6.93,0.34,0.21,32882,0.147,4.602,0,0,ERC202202-00929
2023-03-21,DISCOMSR06,AG1,residential,78.75,114.776,262.64,34.039,156.4,1584.77,3673.21,9.75,1.03,1.02,66043,0.099,1.859,0,0,ERC202303-00930
2024-08-15,DISCOMWR02,LT2,commercial,176.4,109.73,281.88,1.406,285.13,12235.73,27756.99,6.01,1.6,1.19,26091,0.197,7.218,0,1,ERC202408-00931
2019-05-28,DISCOMWR04,AG1,industrial,352.02,49.542,34.31,1.612,265.19,14754.68,35131.6,0.0,0.0,0.0,14291,0.16,4.189,0,1,ERC201905-00932
2024-06-23,DISCOMNR04,HT1,agriculture,254.38,73.974,110.46,33.394,244.59,3370.35,6042.53,8.33,0.85,0.69,43728,0.117,0.595,1,0,ERC202406-00933
2019-02-10,DISCOMWR02,GOV,commercial,248.51,72.924,484.09,1.082,176.28,4938.18,9007.11,6.55,0.09,0.06,89451,0.645,8.119,1,1,ERC201902-00934
2023-08-25,DISCOMSR06,HT1,industrial,239.92,72.302,602.15,21.018,216.68,4599.07,12521.68,4.06,1.18,1.32,41876,0.416,1.989,0,1,ERC202308-00935
2020-05-19,DISCOMSR04,LT2,industrial,414.2,42.88,391.36,24.673,115.76,8808.67,15483.54,5.86,0.6,0.45,9089,0.254,6.109,1,0,ERC202005-00936
2022-04-19,DISCOMNR03,HT1,commercial,129.8,109.538,150.31,7.76,64.36,17752.69,42164.68,4.42,1.92,2.26,42391,0.0,2.401,1,0,ERC202204-00937
2023-08-11,DISCOMWR06,EV1,commercial,270.62,54.524,280.95,22.639,27.57,15646.2,29956.6,3.5,0.45,0.3,119533,0.395,0.861,0,1,ERC202308-00938
2022-06-16,DISCOMNE01,AG1,commercial,105.32,88.851,71.66,9.169,243.02,8420.12,14816.81,2.72,0.61,0.48,57548,0.169,4.422,0,1,ERC202206-00939
2024-02-01,DISCOMSR03,GOV,industrial,208.74,105.582,147.87,1.344,261.8,13277.4,29069.01,12.66,0.48,0.52,96039,0.188,5.783,1,1,ERC202402-00940
2024-06-26,DISCOMNR02,HT2,industrial,221.73,60.793,215.08,34.057,181.96,23700.95,48353.41,6.14,0.75,0.47,116335,0.476,7.868,0,1,ERC202406-00941
2020-04-19,DISCOMNE05,HT1,commercial,81.83,75.036,441.07,33.005,142.0,24590.63,36227.82,5.25,0.59,0.54,65511,0.0,0.999,1,1,ERC202004-00942
2020-01-29,DISCOMSR06,EV1,residential,169.46,50.513,106.21,15.707,32.69,1940.99,3588.92,6.76,0.89,1.04,35149,0.317,0.564,0,1,ERC202001-00943
2022-09-22,DISCOMSR05,TEMP,commercial,61.4,36.163,128.45,23.941,213.95,3144.38,9233.54,7.86,1.14,1.33,40360,0.251,4.741,1,1,ERC202209-00944
2019-06-07,DISCOMWR02,HT1,commercial,59.29,34.269,435.8,16.644,209.26,3640.61,9354.94,2.7,0.22,0.25,30709,0.018,4.811,0,0,ERC201906-00945
2021-06-12,DISCOMNR01,HT1,commercial,188.43,30.311,351.2,7.91,15.79,24674.7,65644.47,1.47,1.38,1.03,8673,0.283,5.679,0,1,ERC202106-00946
2025-05-06,DISCOMER01,HT2,industrial,49.4,77.539,34.8,26.287,85.72,3490.46,7712.52,6.26,0.31,0.22,96130,0.193,0.813,0,1,ERC202505-00947
2025-01-26,DISCOMNE02,HT1,commercial,341.22,38.324,21.74,21.58,194.5,24605.31,43893.26,7.45,1.03,0.85,614,0.0,5.91,0,1,ERC202501-00948
2021-11-07,DISCOMER03,TEMP,commercial,198.86,53.031,602.13,10.056,81.63,17785.41,37965.03,0.51,0.7,0.53,101441,0.365,5.602,1,1,ERC202111-00949
2021-09-28,DISCOMNR02,HT2,agriculture,192.84,113.502,180.82,33.191,181.47,11231.65,21136.44,7.78,1.45,0.93,84538,0.192,3.097,0,1,ERC202109-00950
2022-03-10,DISCOMWR05,LT1A,commercial,360.79,88.783,90.06,3.473,96.66,6272.95,15903.24,3.71,1.16,1.22,72203,0.126,6.444,1,0,ERC202203-00951
2020-03-30,DISCOMER04,EV1,commercial,40.67,77.297,478.11,26.567,89.44,4043.46,11278.29,2.3,0.72,0.83,30670,0.268,2.101,0,0,ERC202003-00952
2021-03-05,DISCOMER01,HT1,industrial,306.28,52.131,544.31,19.591,167.87,19634.36,27764.95,4.63,0.76,0.5,4818,0.247,5.932,0,1,ERC202103-00953
2021-10-21,DISCOMNR06,GOV,industrial,201.69,52.987,636.18,0.188,25.24,6048.07,11873.79,5.38,0.33,0.27,66588,0.233,1.839,0,0,ERC202110-00954
2021-09-27,DISCOMNR04,TEMP,commercial,57.12,90.445,449.55,8.186,277.32,13362.81,39399.52,6.74,0.0,0.0,36747,0.081,3.276,0,0,ERC202109-00955
2025-01-08,DISCOMNE02,HT1,agriculture,57.37,118.755,557.03,7.047,17.72,3160.18,5801.57,7.37,0.62,0.55,48423,0.23,3.495,0,1,ERC202501-00956
2025-07-06,DISCOMWR05,AG1,residential,81.21,103.512,619.29,15.032,132.29,5442.73,12845.84,9.15,0.05,0.04,31494,0.162,2.653,0,1,ERC202507-00957
2020-03-06,DISCOMER05,HT2,industrial,327.94,35.783,26.2,27.833,69.76,24494.84,34665.13,8.55,1.01,1.15,9446,0.397,7.669,0,0,ERC202003-00958
2021-02-18,DISCOMER03,HT2,industrial,49.65,115.77,475.38,27.464,204.6,13422.23,29293.83,10.95,0.16,0.13,59279,0.442,8.384,1,0,ERC202102-00959
2023-10-22,DISCOMNR05,TEMP,commercial,30.37,106.645,596.67,1.202,136.34,22141.84,37079.16,4.38,0.48,0.42,34324,0.042,1.875,1,0,ERC202310-00960
2023-05-12,DISCOMNE06,LT2,residential,265.51,44.356,559.23,7.533,102.94,16778.05,36189.86,4.16,0.26,0.19,104679,0.343,2.514,0,0,ERC202305-00961
2020-05-28,DISCOMSR03,HT1,residential,156.0,63.447,398.13,13.853,38.67,5955.6,15113.13,9.25,0.04,0.04,13277,0.18,6.664,1,1,ERC202005-00962
2024-11-02,DISCOMSR05,HT1,industrial,244.18,77.853,297.77,6.124,154.32,19795.69,55302.1,0.0,0.48,0.56,117135,0.318,7.237,1,1,ERC202411-00963
2023-03-17,DISCOMWR02,AG1,commercial,154.42,64.092,583.26,0.53,274.03,6823.52,10442.27,4.38,0.11,0.1,41566,0.293,3.268,1,0,ERC202303-00964
2024-02-26,DISCOMNR06,LT1A,commercial,143.76,77.812,26.63,29.546,80.7,814.46,1466.53,5.02,0.8,0.56,104723,0.18,6.163,0,0,ERC202402-00965
2024-11-20,DISCOMWR02,HT2,commercial,20.27,60.318,384.34,16.244,246.31,6101.13,8543.74,3.84,1.72,1.14,57988,0.154,4.142,0,1,ERC202411-00966
2019-01-02,DISCOMNE05,EV1,residential,153.97,37.731,551.75,26.59,278.08,19075.33,44443.93,0.61,0.27,0.21,31731,0.348,5.403,1,0,ERC201901-00967
2023-11-06,DISCOMNR03,GOV,residential,414.08,88.605,545.18,7.218,296.13,4098.58,10029.12,2.19,0.09,0.06,56775,0.09,2.789,1,1,ERC202311-00968
2022-02-18,DISCOMNR05,HT1,agriculture,155.81,49.799,510.27,24.456,235.75,12141.8,36182.84,7.35,0.31,0.27,59783,0.32,5.973,1,1,ERC202202-00969
2021-01-09,DISCOMSR01,HT2,residential,111.23,51.597,238.35,6.491,240.65,10851.59,20048.74,1.54,0.0,0.0,34058,0.161,3.294,0,0,ERC202101-00970
2020-04-03,DISCOMER01,HT2,residential,225.8,33.39,461.34,30.86,14.03,1769.21,5048.29,8.64,0.57,0.47,64323,0.122,7.213,1,1,ERC202004-00971
2025-03-08,DISCOMNE06,LT1A,industrial,61.4,93.652,468.25,18.247,182.02,12010.4,31946.45,6.06,0.06,0.06,102311,0.453,1.941,1,0,ERC202503-00972
2020-09-05,DISCOMNR03,EV1,commercial,119.44,111.916,137.24,27.255,93.4,21245.13,57386.63,6.58,0.74,0.51,112310,0.378,6.413,0,0,ERC202009-00973
2024-10-09,DISCOMSR06,EV1,industrial,84.58,50.898,578.49,20.794,16.24,21718.5,47435.38,6.3,0.53,0.55,16284,0.212,3.869,0,0,ERC202410-00974
2021-05-13,DISCOMNR04,LT1A,residential,155.01,119.171,400.73,7.342,17.7,23167.69,53718.5,8.78,0.15,0.18,29772,0.438,5.903,1,0,ERC202105-00975
2024-05-14,DISCOMSR01,GOV,commercial,375.6,106.735,272.08,1.187,260.27,20358.27,47491.33,6.53,0.69,0.54,119979,0.118,8.461,0,0,ERC202405-00976
2023-06-06,DISCOMSR05,GOV,commercial,326.78,41.643,343.81,33.883,52.24,3993.32,9373.47,8.16,0.64,0.65,40274,0.156,0.585,0,1,ERC202306-00977
2025-04-16,DISCOMSR04,HT2,industrial,149.8,80.381,75.24,24.505,77.18,4966.76,14561.77,6.2,1.23,1.28,66398,0.279,3.594,0,1,ERC202504-00978
2020-09-08,DISCOMER04,LT1A,residential,267.2,74.202,586.86,25.619,187.89,13319.6,37519.13,0.01,0.21,0.14,4799,0.099,4.303,1,0,ERC202009-00979
2022-02-17,DISCOMNR05,HT2,commercial,43.69,57.66,406.07,33.547,256.19,14544.55,41020.32,7.43,1.85,2.16,5679,0.129,2.314,1,0,ERC202202-00980
2025-04-18,DISCOMSR06,LT1A,commercial,374.37,59.659,391.66,0.192,206.5,23501.53,34354.21,5.11,1.01,1.07,107322,0.204,1.866,1,0,ERC202504-00981
2025-05-02,DISCOMWR02,EV1,residential,155.13,30.272,285.05,14.485,216.65,22351.33,46376.19,7.29,0.0,0.0,30569,0.436,5.249,1,1,ERC202505-00982
2024-06-29,DISCOMNR02,HT1,industrial,64.61,117.801,385.55,15.682,299.18,7878.4,16503.25,8.25,0.08,0.07,18318,0.058,6.771,1,0,ERC202406-00983
2019-11-02,DISCOMNE03,GOV,industrial,313.84,63.992,446.11,2.385,266.25,16443.87,45098.53,6.04,0.51,0.43,59815,0.003,7.153,1,1,ERC201911-00984
2022-03-17,DISCOMSR05,LT2,agriculture,374.04,106.295,327.14,18.89,187.03,6966.38,16338.38,12.84,1.01,1.08,58946,0.449,2.784,1,1,ERC202203-00985
2022-11-18,DISCOMSR04,LT1A,commercial,135.54,116.024,391.14,12.033,34.8,16384.25,48246.6,3.51,0.0,0.0,17766,0.344,0.64,0,1,ERC202211-00986
2022-06-02,DISCOMWR01,AG1,agriculture,74.4,113.758,195.2,0.698,224.18,22741.27,32908.17,6.2,0.0,0.0,114661,0.064,2.595,0,1,ERC202206-00987
2020-02-23,DISCOMWR04,LT1A,commercial,78.55,38.401,0.38,25.316,292.58,22589.45,48427.01,1.43,0.17,0.2,85163,0.261,2.259,0,0,ERC202002-00988
2024-04-20,DISCOMSR05,HT1,commercial,247.61,41.909,75.35,14.297,209.21,504.05,1367.25,0.12,1.63,1.58,67142,0.088,2.264,0,0,ERC202404-00989
2022-03-16,DISCOMSR05,HT2,agriculture,217.68,80.57,552.64,8.366,272.87,16732.4,26092.56,11.15,0.75,0.62,101766,0.198,5.026,1,0,ERC202203-00990
2022-04-13,DISCOMNE05,HT1,agriculture,382.74,86.797,43.19,25.324,94.49,6579.1,15715.97,4.53,1.43,0.88,77512,0.41,0.904,0,0,ERC202204-00991
2019-05-08,DISCOMNR05,GOV,commercial,422.86,117.92,499.02,0.463,175.28,16846.74,32439.89,4.44,0.0,0.0,100217,0.378,4.923,0,0,ERC201905-00992
2024-08-02,DISCOMWR04,GOV,industrial,217.8,78.067,29.8,0.501,200.4,7105.37,19730.98,5.41,0.0,0.0,37245,0.0,6.753,0,1,ERC202408-00993
2024-04-23,DISCOMSR01,LT2,industrial,251.59,97.26,606.17,33.216,243.57,5945.06,9048.02,6.81,0.25,0.19,88923,0.232,4.333,0,0,ERC202404-00994
2019-06-26,DISCOMWR06,AG1,industrial,202.86,39.198,98.77,29.987,222.91,15970.44,32973.9,5.41,0.13,0.11,95286,0.31,5.492,1,0,ERC201906-00995
2020-12-27,DISCOMNE06,LT2,agriculture,124.97,79.385,385.76,33.261,207.43,13407.33,28338.93,7.0,0.17,0.19,69867,0.147,5.305,0,1,ERC202012-00996
2022-07-04,DISCOMSR04,GOV,commercial,173.65,44.278,508.54,4.304,273.49,22769.81,52942.24,6.2,1.28,0.98,9119,0.0,8.018,1,0,ERC202207-00997
2023-03-06,DISCOMSR02,GOV,commercial,300.6,64.505,465.0,12.581,14.91,2374.38,6327.29,5.12,0.4,0.32,23294,0.365,0.595,1,1,ERC202303-00998
2020-09-19,DISCOMNE04,EV1,residential,178.71,27.232,215.4,19.407,118.09,24566.15,39250.73,5.8,1.08,1.11,96561,0.178,7.76,1,1,ERC202009-00999
2022-05-07,DISCOMER02,TEMP,residential,421.13,63.073,526.87,13.727,55.4,13319.53,23516.94,7.34,1.34,1.49,83911,0.086,3.129,1,1,ERC202205-01000
2019-05-22,DISCOMNE04,EV1,residential,163.3,59.368,464.6,30.715,52.15,6490.37,16870.24,2.46,0.66,0.78,102754,0.209,7.447,1,1,ERC201905-01001
2024-05-28,DISCOMWR04,LT2,industrial,364.16,95.185,305.77,3.716,240.04,23061.53,60330.69,5.87,1.73,1.69,27577,0.238,6.876,0,1,ERC202405-01002
2019-12-28,DISCOMER01,TEMP,industrial,69.42,27.07,488.49,12.0,151.27,4146.12,7431.72,7.17,0.87,0.92,55406,0.32,2.965,0,1,ERC201912-01003
2019-04-09,DISCOMSR06,AG1,residential,184.75,84.672,311.39,7.391,280.98,12854.69,34740.9,2.54,1.01,1.07,30935,0.216,2.757,1,0,ERC201904-01004
2019-09-20,DISCOMNR04,EV1,agriculture,297.11,92.472,340.31,25.595,123.33,19081.28,37942.0,7.91,1.12,1.27,63009,0.291,2.916,0,0,ERC201909-01005
2023-07-02,DISCOMNE03,LT2,residential,166.7,93.014,206.72,28.301,216.34,12673.41,34696.19,5.6,1.7,2.02,38345,0.087,2.878,1,0,ERC202307-01006
2025-05-07,DISCOMNR06,EV1,commercial,280.69,98.423,252.76,30.069,10.08,18674.8,35855.41,4.27,0.46,0.48,112718,0.58,0.596,0,1,ERC202505-01007
2023-10-20,DISCOMSR04,HT1,agriculture,149.94,30.589,360.87,27.964,151.1,6563.61,11388.3,8.24,0.35,0.21,42419,0.49,4.518,0,1,ERC202310-01008
2019-02-25,DISCOMNE01,HT1,industrial,104.75,73.562,466.19,2.995,141.8,21564.46,46261.2,5.58,1.17,1.14,113691,0.277,4.084,1,0,ERC201902-01009
2019-12-23,DISCOMWR06,AG1,residential,283.36,80.838,621.16,0.769,173.32,23524.47,53265.1,9.9,0.7,0.81,41972,0.381,2.507,0,0,ERC201912-01010
2023-10-09,DISCOMNE05,LT2,industrial,343.93,72.401,280.48,27.244,195.16,3166.78,9005.21,4.84,0.0,0.0,49774,0.293,3.926,0,1,ERC202310-01011
2023-03-31,DISCOMNE02,LT2,industrial,20.18,96.547,559.6,10.327,35.18,12656.15,27927.35,6.61,1.29,0.98,17396,0.191,1.104,1,1,ERC202303-01012
2019-08-04,DISCOMER06,LT2,commercial,396.64,72.539,298.38,18.725,173.93,2079.35,4307.23,4.08,0.88,0.66,726,0.352,4.383,1,0,ERC201908-01013
2021-03-25,DISCOMER05,GOV,agriculture,30.94,118.097,74.17,21.583,250.24,15532.68,33596.65,10.39,1.04,0.9,19219,0.167,3.605,1,1,ERC202103-01014
2023-02-27,DISCOMER03,HT2,agriculture,434.22,66.222,435.04,22.528,4.84,11448.67,33904.4,8.0,0.7,0.82,45273,0.095,4.866,0,0,ERC202302-01015
2021-02-03,DISCOMER06,EV1,agriculture,123.58,74.728,147.07,33.145,12.28,8376.78,17892.85,6.79,1.08,1.3,116784,0.442,2.129,1,0,ERC202102-01016
2021-07-02,DISCOMWR01,TEMP,agriculture,406.65,33.101,461.28,11.522,229.76,8688.61,21266.03,6.88,0.0,0.0,99492,0.152,3.686,1,1,ERC202107-01017
2023-10-31,DISCOMNR02,HT2,commercial,387.42,41.849,508.55,21.737,99.99,22897.1,46225.6,8.1,1.12,0.69,33682,0.388,0.293,0,0,ERC202310-01018
2019-10-08,DISCOMNR04,HT1,commercial,220.82,99.134,21.26,16.609,275.95,21266.28,46384.38,3.15,0.39,0.4,384,0.181,4.797,0,0,ERC201910-01019
2019-03-21,DISCOMWR01,GOV,agriculture,145.49,87.775,21.85,19.596,48.93,20157.24,52126.99,9.75,0.46,0.39,32966,0.235,6.749,1,1,ERC201903-01020
2020-02-26,DISCOMNR02,HT2,industrial,152.95,74.118,121.02,19.464,64.08,13033.12,32625.87,0.0,1.46,1.14,103880,0.172,7.548,0,1,ERC202002-01021
2021-10-09,DISCOMNR05,LT1A,residential,134.6,43.193,618.06,1.655,287.21,11919.64,33116.56,0.86,0.32,0.31,81241,0.137,5.572,1,0,ERC202110-01022
2025-02-14,DISCOMER03,LT2,commercial,425.6,39.821,414.49,29.859,41.02,6877.91,12608.82,6.87,1.14,0.82,68613,0.411,2.973,1,1,ERC202502-01023
2020-04-16,DISCOMNE04,LT1A,commercial,269.45,27.063,238.24,17.743,39.92,6354.14,17061.79,4.22,0.0,0.0,5368,0.059,4.64,1,1,ERC202004-01024
2022-06-25,DISCOMSR02,TEMP,commercial,338.69,87.495,286.74,21.5,202.92,595.12,1513.53,4.92,1.59,1.39,28162,0.217,4.883,0,1,ERC202206-01025
2023-09-14,DISCOMWR06,HT2,commercial,285.53,25.384,389.26,7.083,2.67,23855.28,69020.66,7.71,0.0,0.0,38135,0.473,7.417,0,0,ERC202309-01026
2025-06-27,DISCOMNR03,AG1,agriculture,75.25,81.215,325.15,20.348,83.82,10209.22,21776.14,3.92,1.25,1.33,16462,0.064,7.838,0,1,ERC202506-01027
2022-09-30,DISCOMWR06,HT2,industrial,442.21,34.506,618.36,6.992,160.38,5788.09,13182.3,5.1,0.17,0.11,87818,0.248,0.613,0,0,ERC202209-01028
2023-11-23,DISCOMNR02,EV1,residential,334.05,25.636,586.0,29.433,215.12,21973.78,59518.3,9.56,1.04,0.65,13891,0.137,7.574,0,1,ERC202311-01029
2020-06-08,DISCOMER04,HT1,agriculture,372.08,77.708,8.89,3.267,222.26,23194.34,69291.28,9.28,1.12,1.34,98157,0.249,5.104,1,0,ERC202006-01030
2023-09-12,DISCOMSR05,GOV,industrial,299.26,45.43,154.29,19.486,196.43,17429.07,38964.91,8.2,0.0,0.0,110990,0.336,4.915,1,1,ERC202309-01031
2020-01-29,DISCOMNR05,EV1,residential,439.72,53.695,110.58,25.732,65.21,23923.96,69696.97,5.76,0.49,0.37,13925,0.27,1.915,0,0,ERC202001-01032
2021-11-16,DISCOMER05,HT2,industrial,251.81,86.457,515.15,29.355,52.55,5688.99,12859.25,9.47,0.91,0.65,3028,0.193,6.367,1,1,ERC202111-01033
2020-11-24,DISCOMWR01,HT2,industrial,372.9,75.304,646.2,15.791,293.63,4278.53,8048.09,7.87,0.53,0.37,55451,0.038,0.795,0,0,ERC202011-01034
2019-06-20,DISCOMER01,HT2,industrial,393.23,45.341,596.11,3.464,256.34,16284.61,43383.05,9.22,1.23,1.28,108461,0.332,6.479,1,0,ERC201906-01035
2021-02-10,DISCOMWR04,HT1,residential,249.53,96.318,519.99,21.92,210.12,8101.57,14647.88,2.63,0.27,0.25,77711,0.223,2.511,0,0,ERC202102-01036
2024-11-29,DISCOMSR03,GOV,industrial,234.21,106.764,32.58,17.273,40.98,5054.5,10775.88,7.42,0.0,0.0,46118,0.025,1.655,1,1,ERC202411-01037
2024-08-23,DISCOMER04,EV1,commercial,290.27,25.174,12.08,0.348,10.52,4947.79,7508.27,4.15,0.64,0.51,86959,0.229,7.286,0,1,ERC202408-01038
2021-09-19,DISCOMWR02,AG1,industrial,349.93,39.88,108.91,2.599,170.15,18119.04,30900.1,9.42,1.23,0.97,5956,0.072,7.794,1,0,ERC202109-01039
2020-03-11,DISCOMWR04,LT1A,residential,112.84,74.448,616.49,1.536,172.36,20628.48,38543.47,8.13,1.72,1.25,57875,0.465,8.234,0,0,ERC202003-01040
2020-08-11,DISCOMNE05,HT2,agriculture,281.11,85.093,444.92,21.225,212.66,9914.17,29347.64,2.54,0.96,0.84,19360,0.199,4.707,1,0,ERC202008-01041
2023-10-08,DISCOMER05,LT2,commercial,115.29,96.807,142.1,29.317,99.13,5693.13,8425.23,11.4,1.1,1.18,9978,0.389,5.455,1,1,ERC202310-01042
2020-05-14,DISCOMNE03,LT2,commercial,291.68,43.283,472.95,2.422,35.28,1923.39,5358.36,9.13,1.29,1.25,4470,0.344,4.875,1,1,ERC202005-01043
2019-01-11,DISCOMWR01,LT1A,agriculture,371.37,59.186,600.92,20.204,104.38,12735.69,28443.32,6.66,1.5,1.26,70370,0.261,5.271,1,1,ERC201901-01044
2020-09-30,DISCOMER03,EV1,residential,286.33,96.641,390.02,22.44,7.39,10059.85,18850.42,6.51,0.0,0.0,86148,0.294,4.939,0,0,ERC202009-01045
2019-07-12,DISCOMSR04,HT1,commercial,426.56,52.026,348.27,1.329,110.88,12860.58,20062.26,4.92,0.0,0.0,2891,0.282,5.149,1,0,ERC201907-01046
2019-06-12,DISCOMER01,TEMP,agriculture,167.82,90.417,564.91,13.422,100.27,4944.19,13465.21,4.11,0.0,0.0,20233,0.13,3.823,1,1,ERC201906-01047
2024-07-23,DISCOMNR04,AG1,agriculture,210.02,82.567,638.49,16.042,50.68,16435.17,30165.15,6.09,0.5,0.47,75821,0.29,5.757,0,0,ERC202407-01048
2022-01-02,DISCOMNE01,LT1A,residential,307.63,63.35,128.14,1.061,189.97,6699.73,12487.28,0.0,1.07,1.23,83461,0.205,1.116,1,1,ERC202201-01049
2024-03-25,DISCOMNR04,EV1,agriculture,147.42,105.336,511.24,24.173,166.53,12965.18,28664.24,8.02,0.93,1.0,85252,0.663,6.167,1,0,ERC202403-01050
2019-07-31,DISCOMER04,AG1,industrial,436.91,38.315,207.15,4.32,59.6,9355.69,26065.96,5.81,0.87,0.88,11002,0.303,2.793,1,0,ERC201907-01051
2022-06-01,DISCOMWR05,GOV,agriculture,240.05,68.666,23.05,4.757,218.04,13062.04,23910.31,8.16,0.33,0.23,119406,0.094,2.453,0,0,ERC202206-01052
2022-12-29,DISCOMWR04,LT1A,residential,236.67,118.277,370.3,8.444,77.77,2284.65,5572.16,3.87,0.03,0.03,86648,0.0,4.457,0,1,ERC202212-01053
2023-04-13,DISCOMNR02,LT1A,residential,206.41,106.808,588.39,30.069,155.54,10665.4,16291.73,11.08,1.12,1.2,5428,0.192,1.644,1,1,ERC202304-01054
2020-02-07,DISCOMNR02,HT2,agriculture,254.05,33.025,17.57,18.428,234.82,20356.58,29341.08,2.84,0.04,0.02,85068,0.098,3.319,0,0,ERC202002-01055
