env_land_mapping_year,env_land_landcover_class_code,env_land_protected_area_id,env_land_management_designation,env_land_habitat_type_code,env_land_biodiversity_richness_index,env_land_species_observation_count,env_land_invasive_species_presence_flag,env_land_wetland_area_acres,env_land_forest_canopy_pct,env_land_impervious_surface_pct,env_land_soil_erosion_risk_score,env_land_carbon_stock_estimate_tons,env_land_restoration_project_flag,env_land_prescribed_burn_acres,env_land_trail_density_mi_sqmi,env_land_public_access_score,env_land_conservation_easement_flag,env_land_land_parcel_fragmentation_index,env_land_remote_sensing_sensor
2022,cropland,IN-PA-0001063,wildlife_sanctuary,coastal,40,43,1,44.0,60.3,20.8,39,21529,0,59.1,1.09,34,0,69,Landsat_8
2023,cropland,IN-PA-0001064,unprotected,mangrove,89,45,0,698.0,40.4,15.4,49,22365,0,17.7,2.18,75,0,37,VIIRS
2023,cropland,IN-PA-0001065,reserved_forest,tropical_moist,74,40,0,51.5,22.1,0.0,34,24435,0,59.0,0.85,73,0,35,Resourcesat_2
2019,forest,IN-PA-0001066,reserved_forest,tropical_dry,51,36,0,14.1,3.5,32.6,21,5520,0,79.0,0.72,60,0,24,MODIS
2009,water,IN-PA-0001067,unprotected,mixed,44,34,1,17.2,32.5,21.1,44,25983,0,126.1,1.4,83,0,12,Sentinel_2
2012,urban,IN-PA-0001068,community_reserve,tropical_dry,45,37,0,384.2,16.3,33.1,37,13519,1,123.2,2.33,59,0,61,Landsat_8
2021,wetland,IN-PA-0001069,conservation_reserve,grassland,48,32,0,197.6,58.8,0.0,56,7227,0,66.2,1.42,93,0,66,MODIS
2010,urban,IN-PA-0001070,conservation_reserve,mixed,50,31,0,172.2,5.7,12.8,17,28282,0,91.0,0.72,64,0,44,Sentinel_2
2012,cropland,IN-PA-0001071,conservation_reserve,montane,65,43,0,55.6,68.5,11.9,47,16331,0,223.5,3.26,37,0,32,Landsat_8
2011,cropland,IN-PA-0001072,unprotected,montane,90,31,0,12.1,15.6,24.4,67,1254,0,87.5,1.28,59,0,39,Sentinel_2
2007,cropland,IN-PA-0001073,unprotected,tropical_dry,92,36,1,25.8,45.8,12.1,30,2126,0,28.1,2.47,47,0,50,Sentinel_2
2005,urban,IN-PA-0001074,unprotected,coastal,90,31,0,12.4,19.8,0.0,27,4491,0,173.3,1.59,72,0,60,Landsat_9
2007,forest,IN-PA-0001075,national_park,tropical_dry,44,38,0,94.9,25.0,12.6,41,9915,0,74.3,2.24,48,0,28,Landsat_8
2024,forest,IN-PA-0001076,conservation_reserve,mixed,73,34,0,349.1,0.0,30.9,40,34062,0,2.6,1.79,45,1,48,VIIRS
2025,grassland,IN-PA-0001077,reserved_forest,coastal,63,34,1,34.8,49.2,24.6,42,28695,0,462.4,2.24,30,0,47,Landsat_8
2012,cropland,IN-PA-0001078,unprotected,tropical_moist,57,44,1,109.4,16.8,31.4,35,6669,0,17.5,1.87,16,0,33,Cartosat_3
2017,forest,IN-PA-0001079,unprotected,tropical_dry,61,33,0,234.0,46.9,0.0,34,8203,0,23.2,2.18,68,0,61,Sentinel_2
2007,forest,IN-PA-0001080,community_reserve,tropical_dry,69,34,0,22.0,27.2,4.7,68,2474,1,121.8,0.0,36,0,62,Sentinel_2
2012,cropland,IN-PA-0001081,reserved_forest,grassland,65,44,0,176.1,27.2,1.7,21,20578,0,104.5,2.86,62,0,44,Landsat_8
2023,urban,IN-PA-0001082,national_park,grassland,63,28,0,126.2,0.0,7.7,57,11378,0,40.5,1.59,44,0,48,Resourcesat_2
2024,forest,IN-PA-0001083,unprotected,mangrove,65,39,0,60.6,84.8,41.7,62,6995,0,98.6,1.93,60,0,30,MODIS
2013,urban,IN-PA-0001084,unprotected,mixed,59,37,0,442.2,15.4,8.2,25,5189,1,97.8,0.03,95,0,55,Sentinel_2
2016,grassland,IN-PA-0001085,conservation_reserve,mangrove,46,26,0,205.1,66.5,1.9,26,14212,0,174.4,2.76,96,0,80,Resourcesat_2
2020,cropland,IN-PA-0001086,unprotected,tropical_dry,49,35,0,213.1,75.4,9.2,40,13058,0,283.8,3.03,53,0,65,Sentinel_2
2023,forest,IN-PA-0001087,reserved_forest,tropical_dry,17,23,0,83.4,22.3,0.0,44,11696,0,10.0,0.84,45,0,42,Landsat_9
2010,barren,IN-PA-0001088,reserved_forest,riverine,73,32,0,319.8,16.3,0.0,29,67018,0,22.5,1.83,55,0,19,MODIS
2017,cropland,IN-PA-0001089,reserved_forest,tropical_moist,43,31,1,14.6,35.4,20.6,32,15858,0,20.5,0.0,35,0,52,Sentinel_2
2005,shrubland,IN-PA-0001090,unprotected,grassland,57,32,0,72.1,34.1,27.4,29,8112,0,135.9,1.02,61,0,45,Resourcesat_2
2006,grassland,IN-PA-0001091,unprotected,montane,59,42,0,67.6,0.2,12.1,48,29830,0,103.9,0.41,59,0,40,Landsat_9
2020,grassland,IN-PA-0001092,unprotected,mixed,65,34,0,58.3,9.0,34.0,54,1774,0,10.9,3.42,47,0,56,Sentinel_2
2010,cropland,IN-PA-0001093,reserved_forest,desert,65,33,0,49.2,58.1,0.0,41,22648,0,21.2,1.74,79,0,48,MODIS
2016,cropland,IN-PA-0001094,conservation_reserve,desert,72,45,0,231.6,24.6,4.4,28,11286,0,60.2,4.09,62,0,34,VIIRS
2025,wetland,IN-PA-0001095,wildlife_sanctuary,tropical_dry,53,42,0,56.6,49.4,10.1,48,9820,0,53.5,1.44,81,0,56,MODIS
2016,cropland,IN-PA-0001096,wildlife_sanctuary,mixed,38,45,1,93.0,39.9,35.1,76,7875,0,492.6,0.76,14,0,43,Sentinel_2
2024,cropland,IN-PA-0001097,reserved_forest,mixed,58,38,0,1408.5,41.1,15.3,31,9006,0,79.8,1.02,56,0,33,Landsat_8
2022,forest,IN-PA-0001098,unprotected,riverine,49,40,0,103.3,23.0,36.2,37,5733,0,12.3,0.0,72,0,33,Cartosat_3
2022,cropland,IN-PA-0001099,unprotected,tropical_dry,68,31,1,63.8,59.9,4.3,32,7374,0,158.6,3.47,51,0,36,Resourcesat_2
2019,forest,IN-PA-0001100,reserved_forest,tropical_moist,64,20,0,50.7,28.6,0.0,63,2127,0,15.5,0.68,84,0,42,Landsat_8
2019,shrubland,IN-PA-0001101,wildlife_sanctuary,grassland,41,28,0,81.3,22.9,2.8,41,6719,0,30.9,0.53,22,1,18,Sentinel_2
2021,cropland,IN-PA-0001102,unprotected,riverine,65,40,0,79.3,26.0,23.9,2,7253,0,40.6,0.0,46,0,50,Landsat_8
2018,forest,IN-PA-0001103,reserved_forest,tropical_moist,42,42,0,679.1,14.4,7.7,29,9383,0,198.4,2.04,71,0,75,Cartosat_3
2019,forest,IN-PA-0001104,unprotected,grassland,51,32,0,116.0,52.8,10.0,31,5391,0,6.5,2.77,61,0,22,MODIS
2025,forest,IN-PA-0001105,unprotected,tropical_dry,56,37,0,64.8,0.0,0.0,48,24304,0,46.0,1.96,38,0,18,Landsat_8
2005,forest,IN-PA-0001106,unprotected,tropical_dry,28,38,1,982.2,32.7,13.7,43,8460,0,15.7,1.08,36,0,60,Resourcesat_2
2025,cropland,IN-PA-0001107,unprotected,riverine,78,37,0,53.6,45.1,54.8,25,11887,0,91.0,1.83,63,1,55,Sentinel_2
2023,shrubland,IN-PA-0001108,unprotected,coastal,47,41,1,22.3,79.3,0.0,40,5083,0,42.4,2.24,62,0,32,Landsat_8
2015,urban,IN-PA-0001109,reserved_forest,riverine,42,34,0,61.1,74.1,13.0,39,7780,0,13.0,1.65,50,0,17,Landsat_9
2006,forest,IN-PA-0001110,unprotected,coastal,55,51,0,17.5,42.5,17.0,55,12690,0,175.8,0.67,64,0,77,VIIRS
2021,wetland,IN-PA-0001111,reserved_forest,mangrove,43,44,0,141.3,31.3,6.4,45,23238,0,32.2,2.17,22,0,56,Sentinel_2
2024,wetland,IN-PA-0001112,unprotected,tropical_moist,98,27,0,95.0,13.6,0.0,24,18340,1,132.9,1.74,60,0,40,MODIS
2023,cropland,IN-PA-0001113,reserved_forest,montane,67,40,0,143.9,6.2,30.0,16,3975,0,7.1,0.53,17,0,38,Resourcesat_2
2015,cropland,IN-PA-0001114,unprotected,grassland,35,45,0,60.4,15.2,7.9,39,8172,0,84.6,3.4,78,0,37,Landsat_8
2018,water,IN-PA-0001115,unprotected,coastal,72,39,0,121.1,48.4,8.0,12,12600,0,27.4,1.02,60,0,55,Cartosat_3
2024,cropland,IN-PA-0001116,unprotected,mixed,36,31,1,484.7,22.0,27.5,52,2895,0,101.7,0.49,60,0,24,Sentinel_2
2008,shrubland,IN-PA-0001117,reserved_forest,mixed,62,45,1,216.3,62.8,5.6,52,3497,0,93.6,0.0,56,0,43,Cartosat_3
2007,forest,IN-PA-0001118,unprotected,mixed,79,28,0,263.5,34.2,15.0,73,7480,1,278.7,3.26,39,0,64,Sentinel_2
2011,forest,IN-PA-0001119,unprotected,mixed,53,26,0,186.8,21.9,22.6,51,4104,0,23.7,3.67,37,0,37,Sentinel_2
2007,cropland,IN-PA-0001120,unprotected,coastal,40,35,0,464.3,0.0,40.2,44,72024,0,29.8,1.56,78,0,52,Landsat_8
2012,grassland,IN-PA-0001121,unprotected,coastal,56,46,0,119.3,10.0,18.5,27,4703,0,25.8,2.28,43,0,50,Sentinel_2
2024,grassland,IN-PA-0001122,wildlife_sanctuary,coastal,40,32,0,105.3,0.0,25.9,31,18697,0,11.5,2.1,49,0,95,Landsat_8
2018,wetland,IN-PA-0001123,reserved_forest,tropical_moist,21,38,0,99.1,12.8,0.0,41,14850,1,190.5,0.0,46,0,44,MODIS
2021,cropland,IN-PA-0001124,unprotected,tropical_dry,73,33,0,48.1,42.7,36.6,26,12600,0,76.2,2.59,56,0,72,Sentinel_2
2019,forest,IN-PA-0001125,wildlife_sanctuary,tropical_dry,66,39,0,83.2,33.1,8.4,2,3154,0,60.5,2.04,48,0,54,Landsat_9
2005,cropland,IN-PA-0001126,reserved_forest,tropical_moist,42,36,0,406.1,20.9,36.8,57,9712,0,283.0,1.17,52,0,51,Landsat_9
2011,forest,IN-PA-0001127,unprotected,tropical_dry,69,36,0,51.5,60.6,18.2,34,102833,0,62.8,0.09,67,0,40,Cartosat_3
2021,forest,IN-PA-0001128,reserved_forest,mixed,58,28,0,95.2,26.2,16.3,40,10739,1,110.3,3.53,38,0,54,VIIRS
2022,cropland,IN-PA-0001129,unprotected,tropical_moist,46,38,0,256.5,55.3,9.7,43,7507,0,236.8,0.78,57,0,66,Cartosat_3
2015,water,IN-PA-0001130,reserved_forest,montane,64,37,0,93.4,61.1,15.3,68,5511,0,71.5,0.84,80,1,66,Cartosat_3
2012,cropland,IN-PA-0001131,unprotected,mangrove,52,32,0,86.9,13.5,26.8,0,3724,0,10.5,0.0,68,0,47,Cartosat_3
2020,forest,IN-PA-0001132,unprotected,tropical_dry,30,29,0,154.2,18.0,15.1,31,13243,0,148.9,2.2,32,0,53,Sentinel_2
2013,cropland,IN-PA-0001133,unprotected,tropical_dry,90,38,0,225.4,78.8,16.5,55,17068,0,8.6,2.03,50,0,77,MODIS
2019,barren,IN-PA-0001134,wildlife_sanctuary,montane,86,37,0,23.4,56.1,19.1,56,24030,0,234.3,1.51,62,0,40,Sentinel_2
2006,forest,IN-PA-0001135,conservation_reserve,grassland,75,41,0,258.8,25.4,1.5,22,3601,0,47.3,0.82,38,0,53,Sentinel_2
2012,grassland,IN-PA-0001136,unprotected,tropical_dry,56,32,0,120.5,56.0,16.3,53,8255,1,93.4,1.84,76,0,69,Landsat_9
2014,grassland,IN-PA-0001137,wildlife_sanctuary,mixed,80,35,0,22.1,6.8,25.0,7,14676,1,150.6,2.3,53,0,59,VIIRS
2014,water,IN-PA-0001138,unprotected,tropical_dry,49,24,0,168.8,7.0,0.0,58,1435,0,14.5,0.69,82,0,53,Cartosat_3
2024,cropland,IN-PA-0001139,unprotected,montane,37,39,1,285.9,9.4,3.6,30,12928,1,32.2,0.26,63,0,40,Sentinel_2
2008,cropland,IN-PA-0001140,unprotected,montane,43,37,0,94.7,43.9,20.5,72,2242,0,88.6,0.95,43,0,53,Sentinel_2
2023,barren,IN-PA-0001141,unprotected,riverine,79,40,0,156.0,60.9,34.2,62,3337,0,132.8,1.77,50,0,49,Resourcesat_2
2005,forest,IN-PA-0001142,wildlife_sanctuary,tropical_moist,40,30,0,141.4,27.3,0.0,60,12872,0,45.3,1.27,56,0,66,Sentinel_2
2016,grassland,IN-PA-0001143,unprotected,tropical_dry,39,33,0,337.0,65.4,43.5,57,2935,0,147.2,0.0,41,0,53,Sentinel_2
2022,wetland,IN-PA-0001144,reserved_forest,tropical_moist,50,43,1,207.8,29.1,52.2,20,3039,0,453.4,0.0,73,0,50,Cartosat_3
2022,forest,IN-PA-0001145,unprotected,tropical_moist,40,38,1,75.2,13.0,37.1,38,52293,1,108.8,1.51,34,0,58,Resourcesat_2
2020,wetland,IN-PA-0001146,community_reserve,montane,62,36,1,24.4,48.3,6.4,52,2057,0,46.4,1.89,39,0,58,Sentinel_2
2005,wetland,IN-PA-0001147,unprotected,riverine,82,46,0,41.6,0.0,36.7,29,28164,0,49.8,0.51,47,0,57,Sentinel_2
2011,forest,IN-PA-0001148,national_park,riverine,91,30,0,219.7,64.4,17.3,39,13863,0,103.4,0.0,69,0,49,Landsat_8
2017,urban,IN-PA-0001149,community_reserve,grassland,61,37,0,214.7,24.5,14.6,1,16153,0,237.8,0.98,79,0,27,Cartosat_3
2012,grassland,IN-PA-0001150,unprotected,riverine,61,30,0,32.3,46.4,12.4,40,57304,0,39.6,0.56,82,0,26,Landsat_8
2010,shrubland,IN-PA-0001151,unprotected,grassland,57,37,0,46.5,53.9,15.8,26,6115,1,27.9,2.59,69,0,36,Cartosat_3
2006,grassland,IN-PA-0001152,unprotected,mixed,57,41,0,70.1,0.0,13.5,37,24950,0,5.9,2.36,45,0,85,Cartosat_3
2014,cropland,IN-PA-0001153,reserved_forest,riverine,49,38,0,406.0,62.0,12.5,66,944,0,27.2,4.22,24,0,27,Resourcesat_2
2017,grassland,IN-PA-0001154,unprotected,mixed,39,29,0,57.5,30.5,36.8,72,26977,0,20.7,0.0,70,0,66,Cartosat_3
2014,water,IN-PA-0001155,community_reserve,tropical_dry,90,25,0,31.3,53.3,28.3,0,6331,0,63.0,0.34,77,0,49,Sentinel_2
2012,cropland,IN-PA-0001156,reserved_forest,grassland,44,28,1,434.6,61.6,23.7,20,8804,0,94.9,1.85,45,0,70,Resourcesat_2
2012,cropland,IN-PA-0001157,wildlife_sanctuary,desert,81,40,0,90.8,23.8,10.4,58,6018,0,77.3,1.19,83,0,62,VIIRS
2021,forest,IN-PA-0001158,reserved_forest,riverine,68,36,0,81.9,50.6,23.0,30,6573,0,5.6,1.45,53,0,61,Landsat_8
2021,grassland,IN-PA-0001159,unprotected,tropical_moist,63,25,0,59.9,74.0,1.2,41,1444,1,95.4,1.16,47,0,57,Sentinel_2
2010,cropland,IN-PA-0001160,unprotected,montane,83,36,0,48.0,15.4,39.6,35,25177,0,120.6,1.09,55,0,9,Landsat_8
2007,cropland,IN-PA-0001161,national_park,riverine,56,44,0,143.6,58.9,33.2,53,8633,0,53.2,1.25,41,0,69,Landsat_8
2012,forest,IN-PA-0001162,unprotected,grassland,61,37,0,79.2,58.4,28.8,12,1213,0,100.7,1.14,30,0,42,VIIRS
2007,grassland,IN-PA-0001163,unprotected,tropical_moist,39,33,0,39.8,57.0,0.0,69,12685,0,109.3,0.05,34,0,80,VIIRS
2013,forest,IN-PA-0001164,reserved_forest,tropical_dry,35,34,0,43.8,13.8,12.8,29,2633,0,29.4,0.21,60,0,60,Resourcesat_2
2013,forest,IN-PA-0001165,unprotected,mixed,36,30,0,243.7,41.8,13.1,28,26918,0,1.2,0.72,39,0,12,Resourcesat_2
2005,forest,IN-PA-0001166,national_park,tropical_moist,77,33,0,271.4,95.0,17.9,22,17553,0,25.4,0.21,80,0,37,Landsat_8
2006,cropland,IN-PA-0001167,unprotected,tropical_moist,43,43,1,69.9,56.7,24.0,66,1661,0,5.2,2.36,58,0,18,Resourcesat_2
2025,cropland,IN-PA-0001168,unprotected,grassland,49,45,0,103.0,12.0,0.0,12,11678,0,23.9,0.0,48,0,25,Sentinel_2
2019,grassland,IN-PA-0001169,conservation_reserve,riverine,79,26,1,156.3,44.1,33.5,59,3205,0,29.6,4.66,31,1,55,MODIS
2008,cropland,IN-PA-0001170,national_park,mixed,43,26,0,95.5,0.0,30.9,46,11213,0,26.1,0.74,37,0,70,Sentinel_2
2024,wetland,IN-PA-0001171,unprotected,mixed,76,41,1,73.8,51.1,41.4,40,12950,0,274.9,2.31,59,0,60,Sentinel_2
2011,urban,IN-PA-0001172,unprotected,desert,43,36,0,101.4,67.5,7.7,34,9134,0,7.7,2.43,66,0,30,Landsat_8
2013,grassland,IN-PA-0001173,wildlife_sanctuary,tropical_moist,84,31,0,268.1,42.7,24.4,39,18403,1,69.2,0.0,16,0,69,Sentinel_2
2013,cropland,IN-PA-0001174,unprotected,tropical_dry,48,21,0,60.4,0.0,37.6,41,99980,0,70.9,2.4,26,0,62,Resourcesat_2
2021,forest,IN-PA-0001175,unprotected,montane,38,30,1,77.8,24.8,8.3,62,12064,0,28.7,3.77,58,0,85,VIIRS
2008,shrubland,IN-PA-0001176,reserved_forest,tropical_dry,34,37,0,404.9,31.3,11.1,49,43410,0,128.9,4.49,51,0,53,MODIS
2015,barren,IN-PA-0001177,reserved_forest,mixed,61,33,0,167.6,46.8,0.0,49,20792,1,15.4,0.15,64,0,27,MODIS
2006,forest,IN-PA-0001178,conservation_reserve,tropical_dry,100,41,0,312.6,14.4,3.5,50,17866,0,16.8,2.0,48,0,54,Sentinel_2
2017,cropland,IN-PA-0001179,national_park,montane,60,30,0,115.6,0.0,0.0,36,9955,1,59.1,2.55,61,0,46,Resourcesat_2
2023,forest,IN-PA-0001180,conservation_reserve,coastal,70,30,1,255.8,33.4,7.1,41,5896,0,77.1,1.17,63,0,96,VIIRS
2013,grassland,IN-PA-0001181,unprotected,mixed,39,40,1,1187.6,32.1,19.8,57,12439,0,11.2,0.96,61,0,48,Landsat_9
2018,cropland,IN-PA-0001182,reserved_forest,coastal,80,37,0,160.8,20.2,0.0,46,18128,0,49.8,2.24,71,0,35,Landsat_8
2025,forest,IN-PA-0001183,national_park,montane,70,32,0,30.9,11.2,31.5,72,2732,0,37.8,2.07,62,0,56,Sentinel_2
2020,water,IN-PA-0001184,reserved_forest,tropical_moist,41,39,0,43.5,1.0,12.6,55,4453,1,132.8,3.12,25,0,25,Resourcesat_2
2022,water,IN-PA-0001185,unprotected,tropical_moist,55,29,0,114.3,21.2,17.1,13,6060,1,22.0,0.0,73,0,56,Landsat_9
2009,wetland,IN-PA-0001186,unprotected,grassland,61,42,0,93.9,55.4,35.3,73,14317,0,18.9,1.18,100,0,40,Sentinel_2
2011,wetland,IN-PA-0001187,unprotected,tropical_dry,28,22,0,216.7,86.6,23.5,65,34904,0,302.1,0.24,46,0,53,Landsat_8
2025,cropland,IN-PA-0001188,unprotected,coastal,57,35,0,20.6,63.8,12.1,16,3891,0,72.0,2.18,41,0,19,Resourcesat_2
2019,cropland,IN-PA-0001189,national_park,tropical_moist,44,31,0,34.0,48.7,12.2,70,4703,0,55.0,1.77,46,0,54,Landsat_9
2024,cropland,IN-PA-0001190,reserved_forest,mixed,63,31,0,97.8,18.6,1.7,49,3195,0,19.0,2.45,45,0,58,Cartosat_3
2016,grassland,IN-PA-0001191,reserved_forest,tropical_dry,58,40,0,93.4,40.7,22.7,12,4165,0,143.4,0.86,49,0,55,Landsat_9
2010,cropland,IN-PA-0001192,reserved_forest,tropical_moist,79,39,0,31.7,55.8,0.0,54,7090,0,7.9,1.3,61,0,39,VIIRS
2014,cropland,IN-PA-0001193,unprotected,tropical_dry,46,37,0,658.9,39.6,6.7,38,14095,0,9.7,1.85,75,0,40,Sentinel_2
2024,water,IN-PA-0001194,national_park,tropical_dry,57,42,0,160.4,56.7,2.1,30,8831,0,29.4,1.91,29,0,38,Sentinel_2
2019,cropland,IN-PA-0001195,unprotected,tropical_dry,65,28,0,74.7,48.4,7.9,22,8026,0,53.4,0.24,53,0,56,Sentinel_2
2011,grassland,IN-PA-0001196,reserved_forest,grassland,66,41,0,235.1,94.1,8.8,45,27270,0,238.0,1.34,56,0,73,Landsat_9
2021,wetland,IN-PA-0001197,unprotected,montane,50,35,0,51.2,60.3,11.3,60,6956,0,252.7,0.27,39,0,45,Landsat_8
2024,grassland,IN-PA-0001198,community_reserve,desert,68,27,0,911.0,0.0,0.0,60,7844,1,11.7,1.93,66,0,70,Resourcesat_2
2021,urban,IN-PA-0001199,reserved_forest,tropical_moist,78,33,0,50.0,5.8,29.3,42,10396,0,43.8,2.52,49,0,37,Resourcesat_2
2020,forest,IN-PA-0001200,unprotected,tropical_dry,61,33,0,72.2,32.0,0.0,42,8745,1,31.3,1.17,90,0,67,Sentinel_2
2024,cropland,IN-PA-0001201,wildlife_sanctuary,riverine,69,37,0,601.9,71.4,30.4,54,7859,0,12.0,2.8,70,0,60,Landsat_9
2015,grassland,IN-PA-0001202,unprotected,tropical_moist,52,44,0,50.4,18.7,0.0,64,3988,0,75.4,2.6,32,0,28,Cartosat_3
2005,water,IN-PA-0001203,unprotected,coastal,42,37,0,87.6,26.0,0.0,32,2910,1,83.9,2.51,28,0,57,Resourcesat_2
2017,barren,IN-PA-0001204,unprotected,tropical_moist,89,31,0,82.0,15.9,57.8,18,11609,0,34.3,0.35,89,0,45,MODIS
2006,urban,IN-PA-0001205,unprotected,tropical_dry,79,38,0,23.5,30.5,32.2,32,4321,1,46.7,1.76,62,0,65,MODIS
2006,forest,IN-PA-0001206,wildlife_sanctuary,desert,51,30,0,149.9,62.5,9.7,0,4638,0,123.8,2.84,73,0,59,Landsat_9
2018,forest,IN-PA-0001207,unprotected,tropical_moist,58,22,1,235.3,0.0,46.9,23,4549,0,4.7,1.71,85,0,46,Landsat_8
2012,cropland,IN-PA-0001208,wildlife_sanctuary,tropical_dry,45,32,0,188.4,27.2,12.8,59,15477,0,212.2,3.37,42,0,37,Landsat_8
2021,cropland,IN-PA-0001209,reserved_forest,mangrove,76,34,0,104.2,6.8,36.7,36,3791,0,171.0,2.06,63,0,44,VIIRS
2010,forest,IN-PA-0001210,unprotected,mixed,60,26,0,11.0,55.2,18.7,57,1889,0,20.3,0.9,61,0,50,MODIS
2009,wetland,IN-PA-0001211,wildlife_sanctuary,mixed,72,44,1,162.6,41.8,0.0,65,7800,0,45.5,0.33,41,0,57,MODIS
2015,water,IN-PA-0001212,unprotected,grassland,77,31,0,49.3,20.1,20.4,51,5157,0,13.9,4.06,42,0,55,Resourcesat_2
2015,cropland,IN-PA-0001213,unprotected,riverine,56,37,0,35.4,69.5,0.9,77,6752,0,21.5,0.0,65,0,42,Landsat_9
2005,plantation,IN-PA-0001214,unprotected,montane,35,41,0,122.4,33.5,17.2,71,12614,1,102.7,0.0,31,0,27,VIIRS
2012,cropland,IN-PA-0001215,unprotected,riverine,55,42,0,61.8,51.5,33.2,67,16751,0,114.3,2.83,45,0,54,Sentinel_2
2023,cropland,IN-PA-0001216,unprotected,tropical_dry,66,35,0,47.5,64.9,5.4,56,3263,0,105.3,2.21,62,0,57,Sentinel_2
2005,forest,IN-PA-0001217,unprotected,riverine,42,35,0,349.6,29.6,32.2,70,3632,0,5.9,0.8,56,0,49,Resourcesat_2
2008,wetland,IN-PA-0001218,wildlife_sanctuary,tropical_dry,52,43,0,82.7,25.5,26.9,42,2097,0,10.7,3.87,73,0,9,Sentinel_2
2009,forest,IN-PA-0001219,wildlife_sanctuary,tropical_dry,36,32,0,65.7,25.7,15.4,74,6815,0,84.5,1.35,56,0,43,Sentinel_2
2024,cropland,IN-PA-0001220,national_park,grassland,63,37,0,212.7,32.7,0.0,54,21634,0,61.9,1.26,63,0,20,Sentinel_2
2006,forest,IN-PA-0001221,reserved_forest,montane,68,36,1,88.4,33.1,0.0,32,6715,0,41.5,2.0,43,0,54,Sentinel_2
2006,grassland,IN-PA-0001222,unprotected,tropical_dry,63,25,1,174.1,76.0,37.0,39,6183,0,89.0,2.32,56,0,22,VIIRS
2015,forest,IN-PA-0001223,wildlife_sanctuary,mangrove,60,43,0,13.6,56.1,0.0,24,2235,0,182.4,2.29,64,0,50,Cartosat_3
2011,grassland,IN-PA-0001224,unprotected,mangrove,66,31,0,12.4,13.4,7.6,40,8214,0,21.6,1.55,52,0,49,Resourcesat_2
2005,forest,IN-PA-0001225,wildlife_sanctuary,tropical_dry,67,26,0,37.9,76.5,31.1,30,1204,0,114.4,2.3,25,0,64,Landsat_8
2011,forest,IN-PA-0001226,unprotected,tropical_moist,48,34,0,81.9,50.2,18.7,43,11536,0,20.8,0.0,75,0,46,Landsat_9
2011,water,IN-PA-0001227,unprotected,tropical_dry,61,30,0,315.2,15.9,14.3,67,73561,0,35.7,0.0,82,0,52,Resourcesat_2
2018,urban,IN-PA-0001228,conservation_reserve,tropical_dry,51,29,0,21.9,35.8,31.7,26,3120,0,96.9,1.69,31,1,50,Landsat_9
2015,barren,IN-PA-0001229,unprotected,coastal,35,25,0,25.9,35.8,19.9,50,9891,0,206.9,0.53,77,1,47,Sentinel_2
2020,forest,IN-PA-0001230,reserved_forest,montane,73,39,0,283.1,41.6,26.2,25,5648,0,174.3,1.08,77,0,65,Sentinel_2
2005,cropland,IN-PA-0001231,wildlife_sanctuary,montane,53,42,0,38.3,19.1,0.5,44,48643,1,16.3,1.24,58,0,66,Landsat_9
2006,plantation,IN-PA-0001232,unprotected,tropical_moist,63,29,0,33.9,47.2,36.1,14,544,0,32.6,1.57,40,0,39,Landsat_8
2005,wetland,IN-PA-0001233,wildlife_sanctuary,desert,77,27,0,257.5,69.4,12.9,9,10290,0,23.1,3.39,29,0,35,Sentinel_2
2023,cropland,IN-PA-0001234,unprotected,tropical_moist,57,31,0,5.5,55.4,23.8,60,4612,0,13.2,0.39,69,0,56,Sentinel_2
2015,cropland,IN-PA-0001235,unprotected,grassland,63,25,0,147.9,0.0,5.8,23,23841,0,6.0,0.93,33,0,48,Sentinel_2
2013,urban,IN-PA-0001236,national_park,tropical_dry,56,33,0,299.6,19.9,24.8,58,2081,1,105.4,1.05,48,0,45,Landsat_9
2017,cropland,IN-PA-0001237,reserved_forest,riverine,19,37,0,92.0,37.3,20.9,72,8598,0,24.7,0.0,89,0,22,MODIS
2023,forest,IN-PA-0001238,national_park,mangrove,62,32,0,77.6,35.3,16.1,18,42072,0,56.5,1.36,39,0,66,Sentinel_2
2019,cropland,IN-PA-0001239,reserved_forest,tropical_dry,44,39,0,220.8,66.1,33.1,54,3884,0,14.5,1.97,58,0,23,Sentinel_2
2005,forest,IN-PA-0001240,unprotected,grassland,55,33,0,132.7,66.0,27.3,22,18538,0,172.7,2.75,66,0,43,VIIRS
2011,forest,IN-PA-0001241,reserved_forest,tropical_dry,38,32,0,10.8,10.9,40.8,67,7254,0,1.2,0.0,70,0,35,Sentinel_2
2018,water,IN-PA-0001242,unprotected,desert,44,31,0,13.4,20.4,10.0,58,1883,0,33.5,0.0,56,0,25,Sentinel_2
2022,wetland,IN-PA-0001243,conservation_reserve,mixed,39,31,0,162.9,52.5,33.9,47,1916,0,154.7,1.43,54,0,91,Landsat_8
2009,wetland,IN-PA-0001244,wildlife_sanctuary,tropical_dry,46,33,0,33.1,72.1,32.1,78,7282,1,37.2,0.69,9,0,41,Landsat_9
2022,grassland,IN-PA-0001245,unprotected,mangrove,55,38,0,126.5,51.5,0.0,60,15752,0,135.3,2.62,15,0,47,Sentinel_2
2009,wetland,IN-PA-0001246,unprotected,tropical_moist,61,31,0,162.4,43.8,4.7,43,32848,0,7.4,1.49,40,0,76,Cartosat_3
