tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_usd,tech_infra_matching_funds_usd,tech_infra_miles_fiber_planned,tech_infra_miles_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2018-05-02,PRJ0000000853,DIGITAL_EQUITY,STATE_MATCH,4980657675.09,191667259.92,3158.421,639.268,518647,366726,PAUSED,4828,641,CTR000000853,20.53,0.4325,1,10160,1,2021-12-01
2018-05-03,PRJ0000000854,DATA_CENTER,PHILANTHROPY,2031062480.91,31817577.44,3540.682,3081.492,414364,261704,CONSTRUCTION,4808,364,CTR000000854,54.52,0.4213,0,4355,0,2019-01-17
2018-05-04,PRJ0000000855,DATA_CENTER,STATE_MATCH,1604409353.85,438252537.92,3592.977,2467.14,713667,498965,CONSTRUCTION,4481,465,CTR000000855,20.03,0.6644,0,811,0,2022-12-01
2018-05-05,PRJ0000000856,FIBER_BUILD,FEDERAL_GRANT,1845287383.37,727282260.2,2162.944,462.309,458482,188603,CLOSED_OUT,3142,575,CTR000000856,49.38,0.1426,0,3678,1,2020-06-07
2018-05-06,PRJ0000000857,DIGITAL_EQUITY,PRIVATE_PARTNER,4573907294.78,1046030512.03,3368.084,582.4,165257,162036,CONSTRUCTION,837,377,CTR000000857,8.42,0.8893,1,7004,1,2024-01-14
2018-05-07,PRJ0000000858,FIBER_BUILD,ARPA,1224135262.03,314722612.13,2957.35,1705.151,257534,55711,CONSTRUCTION,546,506,CTR000000858,9.35,1.0,1,13482,1,2019-05-29
2018-05-08,PRJ0000000859,MIDDLE_MILE,FEDERAL_GRANT,6185943.32,1960169.88,3217.409,3373.169,749183,541640,CONSTRUCTION,3856,279,CTR000000859,98.65,0.3668,0,5528,1,2021-03-31
2018-05-09,PRJ0000000860,MIDDLE_MILE,LOCAL_BOND,3318980784.74,242929900.8,2828.217,1878.838,170361,10687,COMPLETE,5709,540,CTR000000860,64.67,0.2898,1,5520,1,2023-08-08
2018-05-10,PRJ0000000861,MIDDLE_MILE,PRIVATE_PARTNER,3581975544.65,1188589654.3,653.323,472.593,196093,62477,COMPLETE,3440,704,CTR000000861,90.46,0.9937,0,3492,1,2018-06-27
2018-05-11,PRJ0000000862,FIBER_BUILD,PRIVATE_PARTNER,3070484854.99,183345511.38,2236.607,701.534,661143,169147,PAUSED,3769,494,CTR000000862,66.66,0.5732,0,7883,0,2019-08-27
2018-05-12,PRJ0000000863,DIGITAL_EQUITY,FEDERAL_GRANT,3478012856.5,778546848.92,2590.426,1704.069,712078,306454,PERMITTING,5500,116,CTR000000863,25.76,0.8986,1,7781,1,2022-07-16
2018-05-13,PRJ0000000864,FIBER_BUILD,LOCAL_BOND,5434861151.95,1229869336.88,559.028,42.67,187459,18347,PAUSED,1096,543,CTR000000864,45.66,0.5849,1,12527,1,2021-01-07
2018-05-14,PRJ0000000865,PUBLIC_WIFI,FEDERAL_GRANT,3851729450.74,1056287819.13,2986.045,965.987,478944,60110,PLANNING,2119,285,CTR000000865,88.36,0.7149,0,12258,1,2023-11-01
2018-05-15,PRJ0000000866,PUBLIC_WIFI,STATE_MATCH,762071290.29,133069486.12,3815.96,3904.27,595138,5658,PAUSED,4264,684,CTR000000866,13.0,0.9516,0,13444,0,2023-04-08
2018-05-16,PRJ0000000867,FIBER_BUILD,FEDERAL_GRANT,4291934618.74,2387984408.37,27.623,14.464,740951,210140,PERMITTING,3031,599,CTR000000867,3.91,0.6012,1,3112,1,2022-11-07
2018-05-17,PRJ0000000868,SAT_BACKHAUL,LOCAL_BOND,4777693213.41,934302675.9,2475.697,2216.357,767114,44123,PAUSED,5312,300,CTR000000868,83.05,0.2589,1,1612,1,2020-05-24
2018-05-18,PRJ0000000869,DIGITAL_EQUITY,LOCAL_BOND,4126133340.97,363415033.02,3518.869,513.305,419965,134132,COMPLETE,5579,138,CTR000000869,46.41,0.1782,0,10490,1,2021-02-03
2018-05-19,PRJ0000000870,DATA_CENTER,FEDERAL_GRANT,594797750.23,99290197.84,2322.703,1716.449,317025,100049,CLOSED_OUT,5823,378,CTR000000870,91.61,0.7325,1,11550,1,2021-03-07
2018-05-20,PRJ0000000871,MIDDLE_MILE,STATE_MATCH,5217832664.28,2201222671.44,1627.238,622.492,614850,506234,COMPLETE,2283,225,CTR000000871,88.54,0.4162,0,13093,0,2023-05-11
2018-05-21,PRJ0000000872,DIGITAL_EQUITY,STATE_MATCH,1083773171.15,224323031.87,1521.728,62.38,670751,103601,CLOSED_OUT,5806,512,CTR000000872,29.02,0.185,0,3376,1,2022-07-24
2018-05-22,PRJ0000000873,FIBER_BUILD,STATE_MATCH,1042900804.78,621392288.04,2949.195,2372.812,155348,118796,CONSTRUCTION,4843,674,CTR000000873,75.46,0.7115,1,4784,0,2023-09-18
2018-05-23,PRJ0000000874,FIBER_BUILD,STATE_MATCH,834862458.06,496173992.65,204.576,44.743,52637,35323,COMPLETE,5796,30,CTR000000874,53.8,0.4359,0,6430,1,2019-09-09
2018-05-24,PRJ0000000875,MIDDLE_MILE,LOCAL_BOND,369233823.18,9533190.38,1167.383,422.251,726814,147972,CLOSED_OUT,2880,95,CTR000000875,50.89,0.4822,0,10174,0,2021-06-25
2018-05-25,PRJ0000000876,TOWER_BUILD,FEDERAL_GRANT,4572521882.45,2387107107.9,2732.144,1819.986,643108,482969,CONSTRUCTION,776,510,CTR000000876,57.03,0.1818,0,8306,1,2021-05-09
2018-05-26,PRJ0000000877,PUBLIC_WIFI,FEDERAL_GRANT,5885713607.0,1696684133.23,207.809,53.565,414944,414944,PAUSED,4333,570,CTR000000877,18.86,0.5193,0,13699,0,2023-02-20
2018-05-27,PRJ0000000878,MIDDLE_MILE,LOCAL_BOND,45907267.07,24753858.81,1578.147,210.233,465592,160728,CONSTRUCTION,3953,85,CTR000000878,92.18,0.0163,1,4927,1,2021-02-17
2018-05-28,PRJ0000000879,DATA_CENTER,FEDERAL_GRANT,3422493144.31,2039650555.4,200.234,102.36,59633,15373,PERMITTING,4007,428,CTR000000879,45.45,0.4773,1,9171,1,2020-12-07
2018-05-29,PRJ0000000880,MIDDLE_MILE,STATE_MATCH,1960641421.6,679316619.39,1611.729,397.401,732219,549561,PLANNING,430,475,CTR000000880,32.54,0.9284,1,11152,1,2019-11-11
2018-05-30,PRJ0000000881,FIBER_BUILD,FEDERAL_GRANT,3158247907.05,1448102391.46,3204.818,1267.177,658882,349930,COMPLETE,2610,427,CTR000000881,16.02,0.1973,1,7020,0,2023-03-17
2018-05-31,PRJ0000000882,FIBER_BUILD,FEDERAL_GRANT,2507937709.48,167423655.49,2011.782,273.645,242142,238253,COMPLETE,1243,77,CTR000000882,38.77,0.3271,1,12268,0,2019-06-23
2018-06-01,PRJ0000000883,FIBER_BUILD,LOCAL_BOND,3152753945.17,1244319437.51,1417.133,119.329,509655,363979,PLANNING,2724,409,CTR000000883,91.56,0.4461,0,1984,1,2022-12-21
2018-06-02,PRJ0000000884,TOWER_BUILD,PRIVATE_PARTNER,2453996487.59,59125321.77,2135.998,1478.327,269452,189819,CLOSED_OUT,5353,710,CTR000000884,80.28,0.1919,1,10673,1,2023-07-04
2018-06-03,PRJ0000000885,FIBER_BUILD,LOCAL_BOND,4020256818.46,1688834068.79,1122.146,717.001,739328,688226,CONSTRUCTION,2653,104,CTR000000885,27.98,0.6379,0,1881,1,2023-01-09
2018-06-04,PRJ0000000886,PUBLIC_WIFI,ARPA,4710805970.92,2222872031.28,3670.15,3059.391,528258,339325,COMPLETE,2477,104,CTR000000886,50.86,0.4937,1,8918,0,2023-02-16
2018-06-05,PRJ0000000887,TOWER_BUILD,ARPA,3981515486.07,33206701.62,2663.98,1885.432,767650,440768,CONSTRUCTION,3186,219,CTR000000887,8.33,0.4088,1,14673,0,2021-02-13
2018-06-06,PRJ0000000888,FIBER_BUILD,PRIVATE_PARTNER,4452569139.58,630128047.66,766.852,788.813,794050,94228,CONSTRUCTION,214,598,CTR000000888,90.86,0.5529,1,374,1,2023-07-09
2018-06-07,PRJ0000000889,DIGITAL_EQUITY,PRIVATE_PARTNER,4593643639.04,1579121193.25,166.286,79.995,774767,66999,PAUSED,2480,504,CTR000000889,34.18,0.8149,0,10717,1,2020-11-11
2018-06-08,PRJ0000000890,PUBLIC_WIFI,PHILANTHROPY,2495353706.04,1354943190.61,1556.929,337.611,235228,188829,PERMITTING,2559,534,CTR000000890,6.42,0.0124,1,4696,0,2023-08-09
2018-06-09,PRJ0000000891,DIGITAL_EQUITY,FEDERAL_GRANT,5271095731.36,1202691051.55,2052.111,1753.148,796539,737625,CLOSED_OUT,2260,688,CTR000000891,7.57,0.2081,1,5793,1,2019-01-26
2018-06-10,PRJ0000000892,FIBER_BUILD,FEDERAL_GRANT,522083055.84,153741928.5,2265.283,784.533,446042,24721,PERMITTING,3753,296,CTR000000892,9.51,0.8271,0,10050,1,2019-10-15
2018-06-11,PRJ0000000893,FIBER_BUILD,STATE_MATCH,5155701503.55,2854240506.02,107.511,28.346,307916,227022,CONSTRUCTION,2838,363,CTR000000893,63.17,0.1688,0,5170,1,2024-05-14
2018-06-12,PRJ0000000894,FIBER_BUILD,LOCAL_BOND,890372993.65,497115910.24,2677.457,733.637,726198,371616,PLANNING,1744,608,CTR000000894,97.98,0.09,0,4790,0,2021-12-28
2018-06-13,PRJ0000000895,FIBER_BUILD,PRIVATE_PARTNER,932545712.97,401496736.12,1133.221,77.612,313030,253879,COMPLETE,167,339,CTR000000895,10.48,0.3711,0,3070,1,2020-08-14
2018-06-14,PRJ0000000896,FIBER_BUILD,STATE_MATCH,3602142091.37,2068318784.21,943.133,220.747,206808,129945,CONSTRUCTION,2739,709,CTR000000896,6.3,0.5916,1,10017,0,2024-06-06
2018-06-15,PRJ0000000897,FIBER_BUILD,ARPA,1548891828.89,677862059.09,1839.897,295.348,457439,357229,PERMITTING,2447,432,CTR000000897,11.07,0.7788,1,13545,1,2018-10-14
2018-06-16,PRJ0000000898,SAT_BACKHAUL,PRIVATE_PARTNER,5449447087.57,2733909426.75,1077.987,453.022,515097,316197,PERMITTING,3919,175,CTR000000898,50.94,0.609,0,9569,1,2022-05-17
2018-06-17,PRJ0000000899,PUBLIC_WIFI,PRIVATE_PARTNER,4209437295.54,792905954.56,2917.126,2138.001,622,443,CLOSED_OUT,45,294,CTR000000899,84.62,0.2399,1,1846,0,2021-06-26
2018-06-18,PRJ0000000900,TOWER_BUILD,LOCAL_BOND,1593422636.33,894474541.47,3694.151,3325.738,748425,552381,CLOSED_OUT,5089,166,CTR000000900,10.28,0.4786,1,5659,1,2018-09-18
2018-06-19,PRJ0000000901,PUBLIC_WIFI,ARPA,5260808471.8,961137597.3,3856.76,2300.93,351328,278352,CLOSED_OUT,3897,520,CTR000000901,58.16,0.1149,1,8830,0,2023-11-27
2018-06-20,PRJ0000000902,DIGITAL_EQUITY,ARPA,310668449.03,53131360.37,3793.128,2780.104,617047,487420,CONSTRUCTION,4963,139,CTR000000902,38.86,0.6613,1,6930,1,2019-07-26
2018-06-21,PRJ0000000903,DIGITAL_EQUITY,PRIVATE_PARTNER,2804270355.54,651250442.78,1120.093,362.262,731587,615397,PERMITTING,5053,137,CTR000000903,97.07,0.2301,0,10945,1,2023-03-23
2018-06-22,PRJ0000000904,FIBER_BUILD,LOCAL_BOND,2272164044.3,677942635.9,3986.422,666.486,192989,177021,PERMITTING,2975,680,CTR000000904,10.85,0.1295,1,9130,1,2018-10-15
2018-06-23,PRJ0000000905,DIGITAL_EQUITY,STATE_MATCH,3634341860.52,2132958078.25,1553.624,47.694,558532,451327,PLANNING,5284,381,CTR000000905,40.79,0.3855,1,339,0,2020-11-28
2018-06-24,PRJ0000000906,FIBER_BUILD,LOCAL_BOND,1446668814.53,399693813.54,3172.769,1122.021,570268,325566,CLOSED_OUT,4672,382,CTR000000906,91.84,0.1863,1,3608,0,2018-09-01
2018-06-25,PRJ0000000907,FIBER_BUILD,LOCAL_BOND,5571554765.07,2033545951.63,1678.735,170.47,441821,138894,CONSTRUCTION,3694,682,CTR000000907,55.67,0.7351,1,1354,1,2018-10-13
2018-06-26,PRJ0000000908,DIGITAL_EQUITY,FEDERAL_GRANT,676952290.62,67220427.63,3959.867,3627.291,691924,61145,PLANNING,4983,522,CTR000000908,92.77,0.4805,0,1660,1,2019-10-07
2018-06-27,PRJ0000000909,MIDDLE_MILE,PRIVATE_PARTNER,5135297701.95,865746907.15,732.98,58.74,624282,41014,CONSTRUCTION,5601,262,CTR000000909,60.52,0.3226,0,4664,0,2022-06-09
2018-06-28,PRJ0000000910,FIBER_BUILD,PRIVATE_PARTNER,984356793.71,32370855.17,3372.911,693.696,95558,51183,CLOSED_OUT,870,528,CTR000000910,40.43,0.9347,1,12881,0,2024-04-26
2018-06-29,PRJ0000000911,PUBLIC_WIFI,FEDERAL_GRANT,1003218185.77,227035649.17,184.518,5.52,641632,498508,COMPLETE,68,162,CTR000000911,78.7,0.2116,0,10051,1,2020-12-21
2018-06-30,PRJ0000000912,TOWER_BUILD,LOCAL_BOND,418557943.33,112159044.11,3084.283,2998.01,156999,63918,COMPLETE,3529,202,CTR000000912,9.77,0.4916,1,2917,1,2023-01-02
2018-07-01,PRJ0000000913,FIBER_BUILD,STATE_MATCH,445916644.36,32760367.22,31.19,25.578,220223,171833,PERMITTING,2617,612,CTR000000913,21.6,0.9907,0,9644,0,2023-03-02
2018-07-02,PRJ0000000914,DIGITAL_EQUITY,FEDERAL_GRANT,4129345625.61,1853559842.91,365.804,192.627,569843,150414,COMPLETE,1393,336,CTR000000914,63.81,0.2028,0,10030,0,2020-12-25
2018-07-03,PRJ0000000915,DATA_CENTER,STATE_MATCH,2096818100.81,141360915.93,1467.514,954.393,291237,78784,PLANNING,1694,73,CTR000000915,41.03,0.7602,1,9292,0,2024-05-12
2018-07-04,PRJ0000000916,DIGITAL_EQUITY,STATE_MATCH,4725503658.93,2052209787.87,838.249,566.672,254018,83317,PERMITTING,310,549,CTR000000916,78.0,0.3726,1,6333,1,2022-04-24
2018-07-05,PRJ0000000917,FIBER_BUILD,FEDERAL_GRANT,853144322.02,110249976.61,1552.651,1176.569,796112,767811,PLANNING,4668,319,CTR000000917,27.78,0.9173,0,7114,1,2021-03-13
2018-07-06,PRJ0000000918,MIDDLE_MILE,FEDERAL_GRANT,4450651107.65,563662709.42,2456.85,869.875,152222,80250,COMPLETE,3208,404,CTR000000918,17.32,0.8345,0,9259,1,2023-02-23
2018-07-07,PRJ0000000919,TOWER_BUILD,STATE_MATCH,3994436434.9,232224332.1,3819.069,950.274,120389,38692,CONSTRUCTION,1652,123,CTR000000919,97.06,0.6073,0,2721,1,2023-07-10
2018-07-08,PRJ0000000920,FIBER_BUILD,LOCAL_BOND,1859016820.99,905384625.37,389.553,98.564,517401,218477,CLOSED_OUT,238,144,CTR000000920,71.67,0.4309,0,14205,0,2021-04-21
2018-07-09,PRJ0000000921,PUBLIC_WIFI,FEDERAL_GRANT,4122230308.21,1999947014.55,2170.188,862.987,309800,88323,PERMITTING,4310,514,CTR000000921,92.61,0.3627,0,3946,1,2024-02-20
2018-07-10,PRJ0000000922,FIBER_BUILD,FEDERAL_GRANT,3754548610.38,856594385.44,653.751,71.17,334993,302969,CONSTRUCTION,5580,140,CTR000000922,0.56,0.4728,0,13843,0,2024-02-23
2018-07-11,PRJ0000000923,DIGITAL_EQUITY,FEDERAL_GRANT,3320701308.48,1253113808.66,2244.407,1575.688,275638,186418,PLANNING,1570,472,CTR000000923,20.14,0.5434,0,7974,0,2020-04-20
2018-07-12,PRJ0000000924,MIDDLE_MILE,FEDERAL_GRANT,728005833.63,82749116.84,423.309,17.113,30550,14245,PERMITTING,615,534,CTR000000924,96.08,0.0135,0,2705,1,2019-06-08
2018-07-13,PRJ0000000925,FIBER_BUILD,FEDERAL_GRANT,3356163385.14,1818465469.27,1007.934,1043.867,482120,188758,PLANNING,1227,179,CTR000000925,89.35,0.5031,1,6781,0,2019-09-13
2018-07-14,PRJ0000000926,FIBER_BUILD,FEDERAL_GRANT,3807480843.64,421601826.84,3001.753,2728.77,508995,64191,COMPLETE,1947,545,CTR000000926,83.81,0.2341,0,702,0,2022-11-07
2018-07-15,PRJ0000000927,PUBLIC_WIFI,FEDERAL_GRANT,4483365816.13,1260510062.39,2744.082,2271.281,82020,77315,CONSTRUCTION,99,455,CTR000000927,54.51,0.9148,0,10324,1,2022-12-19
2018-07-16,PRJ0000000928,DATA_CENTER,FEDERAL_GRANT,1376842752.99,600429747.58,3222.593,295.377,534154,407952,CLOSED_OUT,2566,456,CTR000000928,85.57,0.4517,1,13593,0,2022-11-21
2018-07-17,PRJ0000000929,FIBER_BUILD,STATE_MATCH,4010854641.39,1440001505.91,3072.675,383.284,754272,662283,PLANNING,3230,455,CTR000000929,54.75,0.247,0,8192,1,2023-01-12
2018-07-18,PRJ0000000930,PUBLIC_WIFI,PRIVATE_PARTNER,1936793417.94,89934892.04,3904.409,2193.628,514383,147201,CONSTRUCTION,4503,684,CTR000000930,84.94,0.9398,0,13596,1,2023-09-19
2018-07-19,PRJ0000000931,MIDDLE_MILE,PRIVATE_PARTNER,1431153846.17,611619348.11,2297.011,311.483,337951,97999,COMPLETE,509,462,CTR000000931,82.69,0.6129,1,10232,1,2023-08-18
2018-07-20,PRJ0000000932,MIDDLE_MILE,LOCAL_BOND,3732317860.33,695015924.74,1349.576,1236.247,687204,169498,PLANNING,2691,8,CTR000000932,98.34,0.6849,0,7865,1,2019-05-15
2018-07-21,PRJ0000000933,DIGITAL_EQUITY,FEDERAL_GRANT,4200118499.32,260873102.18,3184.352,2868.681,466430,420679,PAUSED,1033,34,CTR000000933,72.32,0.7076,1,6530,0,2019-12-17
2018-07-22,PRJ0000000934,PUBLIC_WIFI,PRIVATE_PARTNER,1949638618.11,1129964166.81,3507.793,1786.058,49704,24054,CONSTRUCTION,2426,42,CTR000000934,52.4,0.409,0,7205,1,2020-05-14
2018-07-23,PRJ0000000935,FIBER_BUILD,STATE_MATCH,2977817291.06,250338967.67,926.137,651.773,195256,68586,PERMITTING,3135,77,CTR000000935,6.7,0.1454,1,4758,0,2024-01-06
2018-07-24,PRJ0000000936,MIDDLE_MILE,FEDERAL_GRANT,3388358292.3,1588390955.98,2439.702,1690.121,115648,115648,PAUSED,3606,309,CTR000000936,33.82,0.3176,0,3280,1,2018-11-30
2018-07-25,PRJ0000000937,FIBER_BUILD,FEDERAL_GRANT,5312113540.81,2331405699.98,3901.397,1932.106,606307,243305,CLOSED_OUT,3186,213,CTR000000937,4.63,0.4612,0,9707,1,2021-03-31
2018-07-26,PRJ0000000938,MIDDLE_MILE,FEDERAL_GRANT,2437494288.32,224901817.44,2070.431,1889.244,20986,14926,CLOSED_OUT,5979,105,CTR000000938,97.39,0.7581,1,3040,1,2018-12-12
2018-07-27,PRJ0000000939,FIBER_BUILD,LOCAL_BOND,818835588.04,422136043.42,2608.079,1801.354,13790,9498,CONSTRUCTION,2898,260,CTR000000939,19.32,0.7906,1,2117,1,2020-01-01
2018-07-28,PRJ0000000940,DATA_CENTER,FEDERAL_GRANT,2551650135.87,262911023.98,532.472,47.813,175593,20165,PAUSED,5331,227,CTR000000940,51.39,0.6379,0,11235,1,2023-02-05
2018-07-29,PRJ0000000941,MIDDLE_MILE,STATE_MATCH,1216998324.27,499618084.57,3772.389,563.609,367838,82385,CONSTRUCTION,784,53,CTR000000941,61.96,0.0191,1,8917,0,2024-06-03
2018-07-30,PRJ0000000942,MIDDLE_MILE,ARPA,4510306448.15,2289148966.26,513.294,361.858,122959,33440,PERMITTING,1345,349,CTR000000942,90.81,0.5812,1,7916,1,2024-03-25
2018-07-31,PRJ0000000943,DIGITAL_EQUITY,LOCAL_BOND,2013973204.46,1076567566.37,1510.349,670.331,283705,166905,CONSTRUCTION,97,621,CTR000000943,86.34,0.8026,0,7207,0,2023-08-19
2018-08-01,PRJ0000000944,PUBLIC_WIFI,ARPA,1909904896.28,171216318.39,2756.097,789.878,315247,144455,CONSTRUCTION,4446,625,CTR000000944,7.11,0.9122,0,4303,1,2022-04-05
2018-08-02,PRJ0000000945,DATA_CENTER,LOCAL_BOND,1121090405.55,170321285.09,1119.443,660.388,409565,61358,CLOSED_OUT,5249,720,CTR000000945,85.03,0.2895,0,8133,1,2020-11-23
2018-08-03,PRJ0000000946,TOWER_BUILD,FEDERAL_GRANT,4375751157.19,1044639011.49,1167.568,438.905,569408,535903,PLANNING,5227,395,CTR000000946,94.53,0.9349,0,4799,1,2020-12-22
2018-08-04,PRJ0000000947,DIGITAL_EQUITY,STATE_MATCH,321885904.94,111106064.13,531.432,291.531,781515,96605,PERMITTING,2125,634,CTR000000947,41.52,0.8186,1,4564,0,2023-11-24
2018-08-05,PRJ0000000948,FIBER_BUILD,FEDERAL_GRANT,1160880367.77,445673504.19,399.916,381.091,163554,61328,PLANNING,2408,499,CTR000000948,8.13,0.4562,0,9442,0,2020-04-26
2018-08-06,PRJ0000000949,FIBER_BUILD,FEDERAL_GRANT,2869664993.59,1009246776.32,2959.768,2128.14,355971,63988,COMPLETE,115,544,CTR000000949,65.16,0.1077,0,8545,1,2020-11-24
2018-08-07,PRJ0000000950,MIDDLE_MILE,PRIVATE_PARTNER,3334412916.23,245982931.48,3237.333,2768.533,197730,85769,CONSTRUCTION,4212,276,CTR000000950,3.97,0.9813,0,10351,1,2020-08-22
2018-08-08,PRJ0000000951,MIDDLE_MILE,STATE_MATCH,4397357647.76,309384694.01,1078.02,708.954,767520,491652,PAUSED,2997,679,CTR000000951,1.78,0.8369,0,3449,1,2020-06-22
2018-08-09,PRJ0000000952,DIGITAL_EQUITY,FEDERAL_GRANT,4578279821.49,2668861435.68,3949.602,3406.496,270635,147740,COMPLETE,3194,163,CTR000000952,38.42,0.8191,0,1030,1,2023-02-13
2018-08-10,PRJ0000000953,MIDDLE_MILE,PRIVATE_PARTNER,3483576778.41,1820655679.56,2513.952,911.571,541628,71290,PERMITTING,3479,5,CTR000000953,18.72,0.9556,1,14126,1,2022-10-21
2018-08-11,PRJ0000000954,FIBER_BUILD,STATE_MATCH,3266728850.69,433810526.92,3729.412,3127.756,591277,280799,PERMITTING,5203,560,CTR000000954,17.86,0.6992,0,14351,1,2022-01-04
2018-08-12,PRJ0000000955,DIGITAL_EQUITY,FEDERAL_GRANT,3992590887.34,1533917417.59,3083.686,427.765,223051,178150,COMPLETE,4204,36,CTR000000955,50.27,0.0662,1,11825,1,2022-05-25
2018-08-13,PRJ0000000956,PUBLIC_WIFI,STATE_MATCH,2087446801.54,425558337.62,3547.366,1523.904,247672,33392,PLANNING,3278,638,CTR000000956,5.94,0.9449,1,5861,0,2022-06-11
2018-08-14,PRJ0000000957,SAT_BACKHAUL,STATE_MATCH,5756342737.13,2129942527.06,1742.55,310.706,63858,7303,CONSTRUCTION,790,463,CTR000000957,43.98,0.6137,1,3531,0,2020-09-17
2018-08-15,PRJ0000000958,PUBLIC_WIFI,STATE_MATCH,5322824233.8,3036216732.09,1486.832,160.882,49764,19168,PAUSED,1524,473,CTR000000958,67.63,0.3285,0,6654,1,2022-12-25
2018-08-16,PRJ0000000959,FIBER_BUILD,STATE_MATCH,805093332.55,235447914.56,2845.077,2675.999,771146,496260,COMPLETE,1453,470,CTR000000959,60.54,0.1403,0,5238,0,2019-12-20
2018-08-17,PRJ0000000960,DIGITAL_EQUITY,FEDERAL_GRANT,3457049805.05,633965792.76,439.786,78.794,128782,95659,PERMITTING,1021,202,CTR000000960,28.06,0.9435,1,9746,1,2022-08-04
2018-08-18,PRJ0000000961,DIGITAL_EQUITY,LOCAL_BOND,458813840.24,31213034.5,2571.144,1636.512,613258,374906,COMPLETE,1132,654,CTR000000961,42.66,0.04,0,7391,1,2019-04-05
2018-08-19,PRJ0000000962,PUBLIC_WIFI,FEDERAL_GRANT,1287963938.01,514775484.23,1744.749,279.638,371646,161779,CONSTRUCTION,220,521,CTR000000962,62.61,0.4687,1,8165,1,2019-10-27
2018-08-20,PRJ0000000963,DIGITAL_EQUITY,PHILANTHROPY,3387024904.66,385573316.48,836.66,589.911,445922,346662,CLOSED_OUT,91,100,CTR000000963,83.62,0.772,0,9862,1,2023-06-05
2018-08-21,PRJ0000000964,DIGITAL_EQUITY,PRIVATE_PARTNER,260408768.86,143293096.94,335.67,102.135,91639,8698,CLOSED_OUT,5773,442,CTR000000964,17.07,0.448,0,6832,1,2021-11-29
2018-08-22,PRJ0000000965,PUBLIC_WIFI,FEDERAL_GRANT,3869260631.37,99892198.77,3912.937,406.031,179620,83616,PAUSED,2899,590,CTR000000965,21.59,0.8396,1,14742,1,2020-09-04
2018-08-23,PRJ0000000966,DATA_CENTER,PRIVATE_PARTNER,680474029.75,335139989.36,491.146,251.119,519640,510251,PLANNING,2707,552,CTR000000966,57.03,0.4164,0,12629,0,2022-07-30
2018-08-24,PRJ0000000967,DIGITAL_EQUITY,PRIVATE_PARTNER,1989395476.62,675910018.65,1833.502,410.466,630746,403397,COMPLETE,5877,437,CTR000000967,29.42,0.8375,0,5583,1,2022-12-08
2018-08-25,PRJ0000000968,FIBER_BUILD,FEDERAL_GRANT,5745964232.71,1241764257.67,3399.218,28.204,566904,470735,PERMITTING,92,166,CTR000000968,97.09,0.7152,1,6403,1,2022-11-13
2018-08-26,PRJ0000000969,DATA_CENTER,FEDERAL_GRANT,1402308380.45,799612081.41,348.22,250.778,384664,310389,COMPLETE,2111,566,CTR000000969,18.5,0.1159,1,9480,1,2022-05-22
2018-08-27,PRJ0000000970,DATA_CENTER,STATE_MATCH,5793539117.88,322889196.47,814.447,848.903,685118,432139,PAUSED,3213,429,CTR000000970,41.15,0.9287,1,12106,1,2022-01-31
2018-08-28,PRJ0000000971,FIBER_BUILD,STATE_MATCH,2315101930.62,1125568655.9,1243.062,1272.241,711806,279407,COMPLETE,2458,176,CTR000000971,41.41,0.4338,0,6892,1,2019-12-18
2018-08-29,PRJ0000000972,DIGITAL_EQUITY,ARPA,3515198399.04,868603760.37,2955.577,942.337,516490,27452,CONSTRUCTION,1730,490,CTR000000972,30.8,0.093,1,1852,1,2020-07-06
2018-08-30,PRJ0000000973,DIGITAL_EQUITY,FEDERAL_GRANT,5476334693.15,1030520628.57,2340.049,438.454,548435,79952,PERMITTING,819,60,CTR000000973,26.35,0.1293,0,10730,0,2020-05-28
2018-08-31,PRJ0000000974,DATA_CENTER,PRIVATE_PARTNER,1500335050.91,338271568.98,3843.849,478.362,70066,10072,CONSTRUCTION,774,146,CTR000000974,24.12,0.9735,0,8266,1,2021-10-31
2018-09-01,PRJ0000000975,PUBLIC_WIFI,STATE_MATCH,3340243516.29,1733830978.28,2338.291,575.475,40772,15493,CLOSED_OUT,5305,66,CTR000000975,63.7,0.3847,0,1243,0,2022-07-23
2018-09-02,PRJ0000000976,MIDDLE_MILE,PHILANTHROPY,2030109870.97,399199516.56,3372.525,2892.14,725852,38798,CLOSED_OUT,1772,700,CTR000000976,44.96,0.064,1,8919,1,2024-03-17
2018-09-03,PRJ0000000977,MIDDLE_MILE,LOCAL_BOND,723999077.73,5386571.73,1101.297,827.72,300731,178312,COMPLETE,3816,290,CTR000000977,43.71,0.3899,0,9802,0,2023-09-15
2018-09-04,PRJ0000000978,MIDDLE_MILE,FEDERAL_GRANT,4281150090.3,272359638.48,1025.763,753.067,206996,192817,CLOSED_OUT,5024,134,CTR000000978,16.17,0.6285,0,9724,1,2020-03-23
