env_water_sample_date,env_water_waterbody_id,env_water_watershed_huc12,env_water_sample_matrix_type,env_water_parameter_code,env_water_result_value,env_water_result_unit,env_water_detection_limit,env_water_exceedance_standard_flag,env_water_impaired_water_flag,env_water_source_tracking_marker,env_water_flow_cfs_at_sample,env_water_temperature_c_water,env_water_ph_value,env_water_dissolved_oxygen_mg_l,env_water_turbidity_ntu,env_water_nitrate_mg_l,env_water_lead_ppb,env_water_algal_bloom_risk_index,env_water_sampling_program_code
2025-03-17,IN-WB-001044,784499154673,effluent,ph,8.223,pH,0.01,0,0,mst_human,11.5,15.8,8.29,5.65,6.54,5.18,14.9,19,jal_shakti_mission
2023-08-21,IN-WB-001045,831571648878,effluent,cadmium,7.878,ppb,0.1,1,0,mst_human,14.7,13.0,8.37,8.25,2.31,7.04,14.1,40,jal_shakti_mission
2019-07-03,IN-WB-001046,090567502685,effluent,e_coli,12.0,cfu/100mL,1.0,0,0,mst_livestock,24.8,37.2,8.37,8.8,1.82,0.59,5.0,61,jal_shakti_mission
2018-07-20,IN-WB-001047,043041651996,drinking_water,lead,8.915,ppb,0.1,0,0,industrial_signature,8.4,32.9,7.26,6.88,5.89,11.09,3.1,51,research_partner
2025-11-12,IN-WB-001048,452810833154,surface_water,fluoride,2.591,mg/L,0.05,1,0,mst_human,15.2,20.2,6.97,8.95,1.46,9.91,8.4,21,cpcb_river_watch
2024-12-22,IN-WB-001049,740801119948,drinking_water,nitrate,3.732,mg/L,0.05,0,0,unknown,20.4,31.5,7.28,7.06,3.08,0.23,16.9,48,research_partner
2020-09-14,IN-WB-001050,315312497091,effluent,cadmium,25.366,ppb,0.1,1,0,unknown,5.0,32.4,8.09,8.26,1.17,0.48,3.1,18,citizen_science
2021-01-11,IN-WB-001051,057042147324,groundwater,fluoride,3.589,mg/L,0.05,1,0,mst_human,7.8,12.5,8.05,11.52,4.63,2.44,10.3,45,smart_city_water
2025-08-30,IN-WB-001052,921107690576,drinking_water,lead,33.908,ppb,0.1,1,0,mst_human,11.1,29.1,5.48,10.76,5.22,7.79,4.2,67,cpcb_river_watch
2020-06-29,IN-WB-001053,275900068280,groundwater,ammonia,3.739,mg/L,0.05,1,0,mst_wildlife,82.4,21.1,7.51,6.51,0.97,3.43,3.6,43,state_spcb_network
2018-09-04,IN-WB-001054,610277746875,surface_water,e_coli,12.0,cfu/100mL,1.0,0,0,unknown,9.5,26.3,5.64,7.27,0.86,2.77,14.2,22,state_spcb_network
2019-11-29,IN-WB-001055,777874596724,groundwater,e_coli,192.0,cfu/100mL,1.0,1,0,unknown,19.1,40.0,7.29,5.11,3.42,4.3,11.6,39,citizen_science
2018-03-12,IN-WB-001056,555421539153,drinking_water,dissolved_oxygen,6.325,mg/L,0.05,0,0,mst_human,7.9,33.5,6.93,8.08,12.84,1.42,6.6,46,research_partner
2018-10-10,IN-WB-001057,820393198310,groundwater,arsenic,3.902,ppb,0.1,0,0,ag_runoff_marker,10.0,23.2,6.71,7.42,5.51,7.55,12.8,62,research_partner
2023-08-07,IN-WB-001058,915773799963,groundwater,cadmium,41.538,ppb,0.1,1,0,mst_wildlife,5.5,32.5,7.89,5.56,2.29,2.5,11.9,61,citizen_science
2024-02-23,IN-WB-001059,402814344652,groundwater,arsenic,4.888,ppb,0.1,0,0,industrial_signature,36.7,12.5,6.85,8.7,1.37,0.74,2.6,22,research_partner
2017-03-24,IN-WB-001060,009065514220,surface_water,e_coli,12.0,cfu/100mL,1.0,0,0,mst_wildlife,6.1,27.0,7.29,6.38,1.03,1.44,7.8,36,state_spcb_network
2021-11-25,IN-WB-001061,777170383257,groundwater,cadmium,5.551,ppb,0.1,1,0,mst_wildlife,45.4,27.2,6.65,5.97,4.82,3.65,19.9,49,state_spcb_network
2021-09-28,IN-WB-001062,015558390671,groundwater,arsenic,9.164,ppb,0.1,0,0,unknown,30.6,28.2,7.35,7.44,5.69,2.16,10.3,31,cpcb_river_watch
2019-11-17,IN-WB-001063,391099833415,surface_water,cadmium,15.668,ppb,0.1,1,0,mst_human,18.8,20.9,7.97,6.06,1.64,1.98,1.2,51,citizen_science
2021-06-01,IN-WB-001064,777656416359,drinking_water,fluoride,0.426,mg/L,0.05,0,1,mst_human,46.8,26.3,6.69,6.75,2.23,3.2,3.5,18,cpcb_river_watch
2017-01-21,IN-WB-001065,067053553950,effluent,ammonia,5.199,mg/L,0.05,1,1,mst_human,328.0,29.1,7.75,9.59,2.82,3.62,14.8,47,research_partner
2020-05-26,IN-WB-001066,371687022977,surface_water,turbidity,1.744,NTU,0.1,0,0,mst_wildlife,30.9,10.1,7.34,5.82,11.59,1.02,5.0,60,citizen_science
2019-12-05,IN-WB-001067,309531312730,groundwater,arsenic,6.116,ppb,0.1,0,0,mst_wildlife,7.3,22.1,7.33,7.88,2.86,7.23,16.2,43,jal_shakti_mission
2019-08-12,IN-WB-001068,739697802549,surface_water,dissolved_oxygen,8.901,mg/L,0.05,0,0,ag_runoff_marker,76.7,18.6,7.05,5.87,1.24,2.45,30.9,45,cpcb_river_watch
2020-12-01,IN-WB-001069,802854126010,groundwater,arsenic,9.481,ppb,0.1,0,0,mst_livestock,23.7,28.0,7.84,5.24,1.08,3.8,6.3,57,state_spcb_network
2024-07-04,IN-WB-001070,642406894827,surface_water,ph,7.669,pH,0.01,0,0,industrial_signature,134.3,32.3,7.77,6.67,1.31,2.94,4.8,34,smart_city_water
2019-03-09,IN-WB-001071,693380917832,groundwater,e_coli,23.0,cfu/100mL,1.0,0,0,mst_livestock,12.7,20.3,7.21,11.1,7.47,1.96,3.7,53,jal_shakti_mission
2023-12-02,IN-WB-001072,963147083647,surface_water,dissolved_oxygen,7.569,mg/L,0.05,0,1,ag_runoff_marker,63.7,17.5,7.44,8.05,4.1,5.64,12.6,41,citizen_science
2024-12-20,IN-WB-001073,984121739517,surface_water,ph,8.371,pH,0.01,0,0,industrial_signature,20.1,24.7,7.82,7.54,2.06,2.9,4.8,26,state_spcb_network
2018-10-18,IN-WB-001074,787708305057,surface_water,dissolved_oxygen,3.035,mg/L,0.05,1,0,mst_livestock,219.4,17.1,7.68,5.96,0.26,2.88,5.6,58,jal_shakti_mission
2019-02-02,IN-WB-001075,424868329209,groundwater,e_coli,65.0,cfu/100mL,1.0,0,0,mst_livestock,15.6,22.6,7.09,6.18,1.37,0.37,3.4,67,smart_city_water
2018-09-10,IN-WB-001076,854659746220,surface_water,ph,8.328,pH,0.01,0,1,mst_livestock,299.3,22.0,8.12,4.43,3.58,5.24,5.5,63,citizen_science
2018-12-12,IN-WB-001077,938058512971,surface_water,cadmium,11.597,ppb,0.1,1,0,mst_livestock,29.8,27.5,7.9,9.67,3.6,2.37,4.5,58,research_partner
2017-12-03,IN-WB-001078,893546691476,surface_water,dissolved_oxygen,5.552,mg/L,0.05,0,0,mst_wildlife,43.0,25.9,8.78,7.23,3.58,4.97,1.8,51,jal_shakti_mission
2025-10-25,IN-WB-001079,732656060757,surface_water,cadmium,3.645,ppb,0.1,0,1,industrial_signature,92.8,25.0,6.2,7.09,0.93,10.13,4.1,49,smart_city_water
2020-12-05,IN-WB-001080,934084757286,surface_water,fluoride,14.201,mg/L,0.05,1,1,ag_runoff_marker,9.9,33.8,7.79,7.13,3.13,5.25,12.5,40,smart_city_water
2019-02-07,IN-WB-001081,604158906345,surface_water,cadmium,4.334,ppb,0.1,0,0,mst_livestock,48.0,25.6,8.11,10.14,1.25,2.84,19.0,30,jal_shakti_mission
2024-11-06,IN-WB-001082,728180257836,drinking_water,ammonia,7.864,mg/L,0.05,1,1,mst_livestock,15.4,21.5,8.0,7.28,2.72,2.16,6.9,5,citizen_science
2023-08-30,IN-WB-001083,371077348018,groundwater,arsenic,10.733,ppb,0.1,1,0,ag_runoff_marker,23.0,22.2,7.12,6.49,1.47,20.5,7.6,14,jal_shakti_mission
2021-02-14,IN-WB-001084,952356413302,groundwater,turbidity,13.967,NTU,0.1,1,0,mst_human,21.6,19.4,6.35,9.68,6.4,4.0,9.0,42,jal_shakti_mission
2021-06-15,IN-WB-001085,068826941658,groundwater,cadmium,6.535,ppb,0.1,1,1,mst_wildlife,33.6,17.9,8.38,6.59,3.56,3.21,29.2,19,jal_shakti_mission
2025-09-08,IN-WB-001086,358805987518,effluent,arsenic,2.65,ppb,0.1,0,0,unknown,32.4,15.7,6.96,4.09,2.42,2.35,3.6,49,research_partner
2025-09-21,IN-WB-001087,576014712246,groundwater,turbidity,2.723,NTU,0.1,0,0,mst_human,12.0,30.8,7.09,4.36,8.2,1.33,3.1,73,state_spcb_network
2019-10-18,IN-WB-001088,564513357296,surface_water,lead,2.885,ppb,0.1,0,0,ag_runoff_marker,22.5,19.7,8.75,6.49,2.02,0.57,7.1,0,cpcb_river_watch
2026-02-16,IN-WB-001089,132246876253,effluent,arsenic,53.194,ppb,0.1,1,0,unknown,2.5,25.9,6.41,7.27,0.88,9.18,9.7,24,research_partner
2019-12-14,IN-WB-001090,404338790071,surface_water,dissolved_oxygen,7.381,mg/L,0.05,0,0,mst_livestock,49.0,22.2,7.87,8.12,6.33,1.46,7.2,81,jal_shakti_mission
2025-12-04,IN-WB-001091,566659990609,effluent,fluoride,4.687,mg/L,0.05,1,0,industrial_signature,92.3,23.8,6.77,5.33,3.33,2.33,2.8,57,smart_city_water
2021-11-11,IN-WB-001092,360298384167,surface_water,turbidity,5.068,NTU,0.1,1,0,unknown,23.8,30.9,6.76,6.44,2.11,2.5,13.7,40,citizen_science
2024-03-24,IN-WB-001093,444163635188,surface_water,arsenic,5.025,ppb,0.1,0,1,unknown,4.7,25.1,7.42,5.5,1.62,8.55,6.7,32,research_partner
2020-04-28,IN-WB-001094,476767031598,drinking_water,e_coli,21.0,cfu/100mL,1.0,0,1,unknown,39.2,18.5,7.77,8.58,4.09,1.47,10.9,53,cpcb_river_watch
2024-11-18,IN-WB-001095,213845325718,surface_water,arsenic,8.822,ppb,0.1,0,0,industrial_signature,10.1,20.6,7.97,8.85,5.21,3.34,21.9,60,citizen_science
2022-03-06,IN-WB-001096,218531783461,surface_water,arsenic,31.84,ppb,0.1,1,1,mst_human,23.7,29.2,8.06,9.93,1.47,4.09,2.7,19,cpcb_river_watch
2021-06-15,IN-WB-001097,584866046652,surface_water,ammonia,1.209,mg/L,0.05,1,0,mst_wildlife,37.2,26.9,6.81,7.36,4.27,0.9,2.2,69,research_partner
2025-07-27,IN-WB-001098,892993245844,groundwater,e_coli,12.0,cfu/100mL,1.0,0,0,industrial_signature,32.8,29.5,6.5,9.78,3.32,0.83,11.0,49,smart_city_water
2023-12-26,IN-WB-001099,038285756275,surface_water,ph,7.182,pH,0.01,0,0,mst_human,53.1,22.6,7.06,5.69,1.4,1.53,1.8,59,smart_city_water
2017-07-08,IN-WB-001100,105103393904,groundwater,arsenic,5.096,ppb,0.1,0,0,mst_livestock,22.9,15.6,7.54,7.15,2.73,3.3,5.6,60,citizen_science
2021-11-24,IN-WB-001101,153751388782,drinking_water,fluoride,0.979,mg/L,0.05,0,0,mst_human,23.5,27.0,7.16,5.1,1.76,2.98,5.0,48,smart_city_water
2021-04-21,IN-WB-001102,732055477325,surface_water,e_coli,2.0,cfu/100mL,1.0,0,0,unknown,39.0,25.5,4.76,7.72,7.33,2.47,9.5,50,state_spcb_network
2019-05-20,IN-WB-001103,346019943963,groundwater,fluoride,0.757,mg/L,0.05,0,0,mst_human,18.8,25.7,6.02,7.26,1.62,4.58,4.6,51,smart_city_water
2021-05-11,IN-WB-001104,821712451628,effluent,lead,17.625,ppb,0.1,1,0,mst_human,10.8,15.7,7.13,2.87,9.09,1.37,10.4,36,cpcb_river_watch
2024-03-11,IN-WB-001105,447361514423,effluent,ammonia,2.703,mg/L,0.05,1,0,mst_livestock,30.2,20.2,7.9,8.58,3.02,2.37,3.5,54,citizen_science
2020-08-29,IN-WB-001106,205069813127,surface_water,lead,14.656,ppb,0.1,0,0,mst_livestock,7.3,18.4,6.67,8.17,0.67,2.48,3.1,37,jal_shakti_mission
2020-04-07,IN-WB-001107,605596370958,drinking_water,arsenic,5.432,ppb,0.1,0,0,mst_human,18.7,26.4,7.81,5.91,0.48,1.4,7.5,42,jal_shakti_mission
2024-10-17,IN-WB-001108,547950006438,drinking_water,arsenic,7.623,ppb,0.1,0,0,industrial_signature,5.8,26.6,6.25,7.25,2.3,17.14,8.0,70,cpcb_river_watch
2022-12-19,IN-WB-001109,656548827198,drinking_water,turbidity,9.88,NTU,0.1,1,1,mst_livestock,12.2,23.7,7.48,4.41,7.9,0.48,9.1,41,smart_city_water
2018-11-09,IN-WB-001110,250058481866,surface_water,arsenic,24.213,ppb,0.1,1,0,unknown,12.7,29.8,7.48,5.57,7.28,7.33,20.8,49,jal_shakti_mission
2019-08-07,IN-WB-001111,671444690434,surface_water,fluoride,5.256,mg/L,0.05,1,0,industrial_signature,8.3,32.9,7.63,9.47,3.11,5.16,18.1,39,citizen_science
2021-05-07,IN-WB-001112,165731989781,surface_water,cadmium,9.409,ppb,0.1,1,0,ag_runoff_marker,54.1,26.1,6.59,4.95,1.51,5.19,10.1,35,cpcb_river_watch
2017-06-01,IN-WB-001113,430557029246,surface_water,dissolved_oxygen,7.225,mg/L,0.05,0,1,mst_human,50.2,28.0,6.22,6.82,1.95,2.93,13.0,77,smart_city_water
2019-07-11,IN-WB-001114,725194434067,surface_water,nitrate,3.523,mg/L,0.05,0,0,ag_runoff_marker,65.5,20.8,7.81,4.57,3.21,7.9,8.9,16,state_spcb_network
2020-02-03,IN-WB-001115,628639773836,drinking_water,ph,7.3,pH,0.01,0,0,unknown,17.0,19.6,6.23,7.34,6.49,1.9,16.9,43,jal_shakti_mission
2020-01-21,IN-WB-001116,389045068562,surface_water,lead,6.153,ppb,0.1,0,0,unknown,13.6,30.1,6.76,7.7,4.29,3.72,9.5,20,citizen_science
2018-12-14,IN-WB-001117,890029413185,drinking_water,fluoride,5.964,mg/L,0.05,1,0,industrial_signature,41.4,18.8,8.27,7.96,5.9,2.88,5.0,65,smart_city_water
2019-03-16,IN-WB-001118,824811473794,surface_water,cadmium,3.297,ppb,0.1,0,0,mst_human,22.5,28.2,7.42,7.55,4.55,2.26,4.4,41,citizen_science
2022-03-24,IN-WB-001119,649286098667,groundwater,fluoride,7.699,mg/L,0.05,1,0,unknown,22.4,34.3,7.56,9.08,5.76,3.0,16.5,34,smart_city_water
2018-03-08,IN-WB-001120,159112212865,surface_water,dissolved_oxygen,6.114,mg/L,0.05,0,0,ag_runoff_marker,2.0,27.9,7.74,5.91,0.45,1.27,6.5,9,citizen_science
2021-05-22,IN-WB-001121,787991653583,groundwater,fluoride,1.083,mg/L,0.05,0,0,ag_runoff_marker,39.7,23.5,7.71,5.11,1.33,1.6,28.3,70,jal_shakti_mission
2020-08-21,IN-WB-001122,947412393508,groundwater,nitrate,1.855,mg/L,0.05,0,0,mst_livestock,35.2,16.0,7.29,5.86,1.12,9.62,3.4,18,smart_city_water
2017-01-28,IN-WB-001123,331101099984,groundwater,fluoride,1.474,mg/L,0.05,0,0,mst_livestock,20.0,25.0,6.67,4.65,1.04,27.26,17.7,51,citizen_science
2020-08-04,IN-WB-001124,736524721708,surface_water,nitrate,1.817,mg/L,0.05,0,0,industrial_signature,41.9,30.1,9.18,6.93,2.73,4.12,5.5,59,research_partner
2017-12-21,IN-WB-001125,347029835347,surface_water,arsenic,5.388,ppb,0.1,0,1,mst_livestock,34.5,22.9,7.1,6.58,0.85,5.3,9.8,81,research_partner
2022-02-06,IN-WB-001126,530978256302,groundwater,e_coli,13.0,cfu/100mL,1.0,0,0,mst_wildlife,10.7,30.1,7.53,7.56,1.28,3.33,3.0,32,state_spcb_network
2022-06-28,IN-WB-001127,395586718184,surface_water,arsenic,6.583,ppb,0.1,0,1,mst_human,16.5,26.2,7.61,4.21,2.51,3.91,2.0,27,cpcb_river_watch
2024-06-18,IN-WB-001128,660941961321,surface_water,lead,7.804,ppb,0.1,0,1,unknown,8.1,25.7,6.93,6.78,0.75,4.2,20.8,34,research_partner
2022-12-24,IN-WB-001129,437732115664,surface_water,arsenic,13.939,ppb,0.1,1,0,unknown,74.9,22.1,7.0,8.74,1.84,6.22,5.4,31,research_partner
2025-08-06,IN-WB-001130,873274040055,drinking_water,ammonia,2.29,mg/L,0.05,1,0,industrial_signature,48.4,15.3,8.34,7.72,4.53,9.3,14.7,8,state_spcb_network
2017-06-03,IN-WB-001131,393487800200,groundwater,lead,10.26,ppb,0.1,0,0,industrial_signature,9.7,21.4,6.78,3.77,1.02,1.34,4.7,71,research_partner
2021-01-26,IN-WB-001132,410136422113,surface_water,turbidity,2.735,NTU,0.1,0,0,unknown,35.1,21.4,7.59,6.78,5.14,26.11,14.7,34,research_partner
2023-07-02,IN-WB-001133,343348377647,surface_water,arsenic,11.922,ppb,0.1,1,0,mst_livestock,25.8,27.5,7.93,5.63,1.43,3.04,5.5,39,citizen_science
2019-03-27,IN-WB-001134,785807069658,surface_water,ammonia,2.809,mg/L,0.05,1,1,industrial_signature,10.8,23.9,7.15,6.82,3.38,3.04,3.2,53,jal_shakti_mission
2020-01-25,IN-WB-001135,945748974848,surface_water,dissolved_oxygen,5.594,mg/L,0.05,0,0,mst_wildlife,22.5,30.5,7.23,6.19,1.12,1.95,11.6,67,state_spcb_network
2025-12-13,IN-WB-001136,538354981082,drinking_water,cadmium,4.294,ppb,0.1,0,0,industrial_signature,43.5,25.7,7.97,9.58,3.91,1.96,14.3,21,smart_city_water
2022-11-26,IN-WB-001137,802229499530,effluent,arsenic,9.461,ppb,0.1,0,0,mst_livestock,46.8,21.0,7.2,6.94,2.13,4.45,11.6,48,smart_city_water
2019-12-06,IN-WB-001138,557742784301,surface_water,lead,19.913,ppb,0.1,1,0,mst_human,163.8,19.1,5.85,7.31,3.95,4.53,6.7,20,cpcb_river_watch
2020-04-24,IN-WB-001139,003017412862,groundwater,lead,6.956,ppb,0.1,0,1,mst_wildlife,21.9,20.4,8.35,6.73,1.76,4.27,2.2,48,cpcb_river_watch
2018-03-30,IN-WB-001140,299084708294,groundwater,turbidity,1.552,NTU,0.1,0,0,industrial_signature,16.2,25.0,6.62,7.56,4.24,1.89,3.5,47,research_partner
2023-06-29,IN-WB-001141,281143942145,surface_water,ammonia,2.272,mg/L,0.05,1,0,mst_human,33.3,21.8,7.45,6.45,5.35,0.31,4.5,33,research_partner
2023-05-22,IN-WB-001142,293802226444,surface_water,lead,5.513,ppb,0.1,0,0,mst_human,17.0,17.5,6.38,8.04,2.99,0.65,6.2,46,smart_city_water
2020-01-12,IN-WB-001143,629729014610,groundwater,lead,5.12,ppb,0.1,0,0,ag_runoff_marker,11.9,30.0,6.94,6.17,1.85,2.75,16.3,47,state_spcb_network
2024-05-21,IN-WB-001144,199315103872,surface_water,fluoride,0.99,mg/L,0.05,0,0,unknown,8.7,24.9,6.99,9.0,2.25,3.56,6.8,41,jal_shakti_mission
2020-09-12,IN-WB-001145,971296092152,groundwater,arsenic,6.882,ppb,0.1,0,0,mst_livestock,0.9,25.6,7.42,7.59,0.99,1.94,1.7,38,citizen_science
2024-08-28,IN-WB-001146,623227799152,surface_water,arsenic,9.632,ppb,0.1,0,0,unknown,38.9,19.1,6.69,6.56,3.2,1.56,1.2,17,cpcb_river_watch
2018-03-25,IN-WB-001147,408128145908,drinking_water,ph,6.751,pH,0.01,0,0,ag_runoff_marker,4.6,17.8,8.69,8.15,4.47,3.45,4.5,22,research_partner
2017-11-17,IN-WB-001148,855151470346,drinking_water,ph,6.873,pH,0.01,0,0,mst_livestock,9.1,23.0,7.32,7.59,9.52,2.49,5.2,31,cpcb_river_watch
2020-03-14,IN-WB-001149,633272762375,surface_water,ph,6.831,pH,0.01,0,0,ag_runoff_marker,26.1,11.8,7.92,8.12,7.74,1.86,9.5,24,smart_city_water
2017-10-05,IN-WB-001150,941727097556,surface_water,turbidity,0.896,NTU,0.1,0,0,mst_human,15.0,28.7,7.29,6.94,1.24,0.75,2.7,32,state_spcb_network
2024-04-13,IN-WB-001151,435534804645,groundwater,e_coli,10.0,cfu/100mL,1.0,0,0,industrial_signature,139.0,19.8,8.0,6.41,3.22,1.38,2.8,41,smart_city_water
2019-11-04,IN-WB-001152,021979269121,effluent,ammonia,2.367,mg/L,0.05,1,1,mst_livestock,5.2,22.4,5.83,7.02,2.44,5.73,10.2,44,jal_shakti_mission
2026-02-16,IN-WB-001153,863850667497,drinking_water,e_coli,7.0,cfu/100mL,1.0,0,0,mst_livestock,150.6,26.6,6.81,6.0,7.2,1.26,18.8,52,state_spcb_network
2018-02-18,IN-WB-001154,312676444854,surface_water,nitrate,2.469,mg/L,0.05,0,0,mst_human,69.6,22.7,6.93,8.37,1.54,4.62,1.9,45,jal_shakti_mission
2023-12-17,IN-WB-001155,011850281793,surface_water,fluoride,1.661,mg/L,0.05,1,0,mst_wildlife,45.5,17.0,6.93,9.15,5.49,8.24,4.3,44,jal_shakti_mission
2017-02-16,IN-WB-001156,975405338823,effluent,fluoride,1.419,mg/L,0.05,0,1,mst_human,73.4,33.0,7.66,7.73,1.23,1.44,16.1,52,state_spcb_network
2022-04-24,IN-WB-001157,861861597209,groundwater,arsenic,10.634,ppb,0.1,1,0,ag_runoff_marker,28.9,14.8,7.71,9.07,2.5,1.9,14.2,25,jal_shakti_mission
2018-10-18,IN-WB-001158,968984613807,surface_water,ammonia,1.737,mg/L,0.05,1,0,mst_human,4.3,10.6,7.25,8.6,1.34,5.99,3.9,27,cpcb_river_watch
2025-12-12,IN-WB-001159,402495828069,drinking_water,dissolved_oxygen,5.842,mg/L,0.05,0,0,mst_livestock,31.9,29.2,7.27,6.37,0.56,7.29,16.6,35,research_partner
2024-09-17,IN-WB-001160,581858327490,surface_water,dissolved_oxygen,8.317,mg/L,0.05,0,1,mst_human,5.3,15.2,9.01,8.14,1.32,1.62,7.6,29,state_spcb_network
2023-10-16,IN-WB-001161,318987164504,groundwater,turbidity,1.302,NTU,0.1,0,1,unknown,12.5,31.5,7.53,4.75,2.21,0.74,11.7,10,smart_city_water
2021-03-24,IN-WB-001162,496771719364,surface_water,arsenic,24.437,ppb,0.1,1,1,mst_human,18.7,26.3,5.74,7.1,8.51,7.42,4.5,52,smart_city_water
2020-09-09,IN-WB-001163,663180011818,drinking_water,cadmium,6.402,ppb,0.1,1,0,industrial_signature,8.8,25.7,7.84,4.91,1.14,4.34,9.1,24,research_partner
2021-12-31,IN-WB-001164,570213902079,surface_water,turbidity,1.095,NTU,0.1,0,0,mst_human,47.1,20.6,7.69,6.62,1.67,3.75,3.3,75,smart_city_water
2025-03-23,IN-WB-001165,083647894835,surface_water,arsenic,5.541,ppb,0.1,0,0,mst_human,16.6,19.0,8.11,4.5,0.86,5.65,5.0,45,research_partner
2020-08-09,IN-WB-001166,087187253122,drinking_water,arsenic,8.569,ppb,0.1,0,0,industrial_signature,29.0,21.7,7.72,8.55,6.85,1.05,6.0,15,cpcb_river_watch
2023-08-22,IN-WB-001167,175371540347,drinking_water,nitrate,6.541,mg/L,0.05,0,0,mst_wildlife,19.9,18.7,6.67,6.17,1.88,3.72,8.2,54,smart_city_water
2020-01-13,IN-WB-001168,461422297078,surface_water,e_coli,50.0,cfu/100mL,1.0,0,0,mst_wildlife,22.5,31.2,7.92,8.25,2.07,2.16,39.8,43,smart_city_water
2020-10-28,IN-WB-001169,839127895511,surface_water,ammonia,2.843,mg/L,0.05,1,0,mst_wildlife,9.0,19.5,7.37,6.68,2.06,4.4,44.3,47,cpcb_river_watch
2025-06-23,IN-WB-001170,853035046551,surface_water,ph,8.156,pH,0.01,0,0,unknown,7.0,27.0,8.03,3.85,0.57,5.15,5.6,33,smart_city_water
2019-06-28,IN-WB-001171,219292330442,groundwater,ph,6.271,pH,0.01,1,1,industrial_signature,17.5,30.0,8.38,6.03,0.84,5.94,20.8,25,smart_city_water
2023-07-01,IN-WB-001172,007264177654,surface_water,ph,7.55,pH,0.01,0,0,unknown,8.4,18.7,7.21,5.95,1.27,4.39,3.4,16,cpcb_river_watch
2017-11-12,IN-WB-001173,188043493416,surface_water,turbidity,3.483,NTU,0.1,0,1,unknown,70.4,26.3,7.91,6.78,4.45,3.32,9.8,19,citizen_science
2022-05-22,IN-WB-001174,298059743494,surface_water,lead,10.232,ppb,0.1,0,0,ag_runoff_marker,5.8,18.6,8.02,9.21,0.37,3.41,4.6,17,cpcb_river_watch
2017-08-09,IN-WB-001175,159663759313,effluent,turbidity,0.75,NTU,0.1,0,0,unknown,164.6,23.0,7.41,9.48,4.19,3.65,5.4,36,citizen_science
2022-04-30,IN-WB-001176,738858148872,effluent,cadmium,4.007,ppb,0.1,0,0,industrial_signature,26.4,21.2,8.67,6.43,3.58,1.65,47.6,41,cpcb_river_watch
2023-03-12,IN-WB-001177,226075248411,surface_water,arsenic,7.268,ppb,0.1,0,1,mst_livestock,21.4,19.8,8.03,4.78,0.64,2.02,5.6,14,citizen_science
2019-04-25,IN-WB-001178,079301801923,surface_water,cadmium,17.821,ppb,0.1,1,0,mst_livestock,12.4,24.9,6.89,5.61,2.11,3.75,4.7,58,smart_city_water
2021-02-23,IN-WB-001179,564300100108,surface_water,lead,31.208,ppb,0.1,1,1,mst_wildlife,36.3,16.7,7.48,7.57,6.9,4.57,3.7,45,research_partner
2020-01-14,IN-WB-001180,941348962296,surface_water,e_coli,13.0,cfu/100mL,1.0,0,0,unknown,16.7,29.6,7.9,6.63,1.15,1.61,4.3,86,citizen_science
2023-08-30,IN-WB-001181,045133099764,groundwater,cadmium,3.265,ppb,0.1,0,0,mst_wildlife,26.3,17.5,8.64,4.28,1.75,1.15,2.7,35,research_partner
2019-10-25,IN-WB-001182,006268906437,drinking_water,ammonia,4.812,mg/L,0.05,1,0,unknown,42.8,16.4,7.73,5.99,24.75,0.71,8.6,82,state_spcb_network
2021-09-27,IN-WB-001183,599681147773,drinking_water,dissolved_oxygen,10.16,mg/L,0.05,0,0,mst_wildlife,36.7,22.5,7.5,8.9,3.53,0.99,8.5,55,state_spcb_network
2025-09-21,IN-WB-001184,705296504375,effluent,cadmium,17.723,ppb,0.1,1,0,mst_human,61.3,21.8,8.18,7.27,2.21,1.77,9.4,7,smart_city_water
2020-05-23,IN-WB-001185,377159740157,effluent,ammonia,1.61,mg/L,0.05,1,0,industrial_signature,32.6,26.1,7.15,6.88,1.86,1.9,7.3,21,smart_city_water
2020-09-21,IN-WB-001186,222059224822,surface_water,arsenic,60.509,ppb,0.1,1,1,unknown,8.5,24.5,6.61,6.18,3.66,2.17,5.0,48,research_partner
2025-01-03,IN-WB-001187,859522984921,effluent,lead,13.207,ppb,0.1,0,0,ag_runoff_marker,3.1,14.2,7.79,6.06,4.7,1.04,4.7,11,jal_shakti_mission
2024-05-24,IN-WB-001188,563602958696,surface_water,ammonia,1.563,mg/L,0.05,1,1,unknown,24.3,29.9,7.04,7.67,0.48,0.64,8.3,26,state_spcb_network
2020-04-05,IN-WB-001189,759595895859,drinking_water,ph,8.561,pH,0.01,1,1,unknown,24.6,22.3,9.2,7.03,0.46,3.01,7.1,13,research_partner
2017-10-14,IN-WB-001190,145565523989,surface_water,cadmium,4.442,ppb,0.1,0,0,industrial_signature,113.7,25.4,7.48,8.03,1.22,3.01,4.7,80,smart_city_water
2022-04-28,IN-WB-001191,604868447550,surface_water,e_coli,14.0,cfu/100mL,1.0,0,1,mst_human,18.1,37.2,7.8,7.67,2.4,4.47,6.0,62,state_spcb_network
2023-08-29,IN-WB-001192,060315934887,surface_water,e_coli,47.0,cfu/100mL,1.0,0,0,mst_livestock,28.1,31.7,6.86,6.83,2.89,5.22,21.7,36,state_spcb_network
2025-05-24,IN-WB-001193,162439439208,surface_water,cadmium,8.025,ppb,0.1,1,1,industrial_signature,40.4,25.3,8.19,7.41,0.7,3.72,29.3,69,citizen_science
