soc_access_service_date,soc_access_benefit_delivery_method,soc_access_eload_card_transactions_count,soc_access_eload_card_spend_usd,soc_access_authorized_retailer_density,soc_access_caseworker_caseload_avg,soc_access_appointment_no_show_rate,soc_access_document_verification_time_days,soc_access_language_service_request_count,soc_access_disability_accommodation_count,soc_access_office_distance_miles_avg,soc_access_mobile_office_visits_count,soc_access_website_uptime_pct,soc_access_application_completion_rate,soc_access_benefit_error_rate,soc_access_grievance_filed_count,soc_access_grievance_resolution_days,soc_access_client_satisfaction_score,soc_access_cross_program_referral_rate,soc_access_service_gap_index
2022-09-19,EBT_CARD,43430,2943029.62,21.1036,539.34,32.858,0.96,15877,7889,26.474,274,92.6662,47.99,1.224,7803,108.07,8.711,10.26,0.8022
2022-09-20,VOUCHER,738905,45078032.0,7.2824,198.74,42.837,24.07,2268,4422,25.159,4210,88.4023,39.19,11.382,5619,39.02,5.074,38.71,0.6126
2022-09-21,DIRECT_DEPOSIT,1511808,73676878.56,2.4146,261.84,2.402,56.62,8110,4220,30.83,4227,89.9934,98.3,3.17,233,91.5,4.99,22.35,0.3746
2022-09-22,EBT_CARD,1853136,37877993.1,5.5304,521.27,17.244,17.15,7931,11344,19.203,930,98.3015,72.15,6.22,1813,20.11,2.549,30.55,0.8848
2022-09-23,DIRECT_DEPOSIT,1057001,18895512.22,15.5048,497.96,9.303,50.81,11878,4858,32.331,2483,88.2466,18.28,8.498,217,24.58,8.651,51.73,0.3698
2022-09-24,IN_PERSON_PICKUP,755312,24519524.79,23.0771,195.31,42.726,48.03,7391,12274,37.366,4157,85.9927,65.07,10.253,3982,99.04,6.785,78.83,0.7441
2022-09-25,EBT_CARD,1802116,42128374.67,11.3424,33.42,23.922,41.82,12615,744,4.651,1131,87.3198,46.97,11.273,5799,80.28,5.603,25.71,0.157
2022-09-26,DIRECT_DEPOSIT,517156,9157175.61,17.4883,405.16,34.462,40.37,3922,7439,16.194,2871,90.0849,80.77,6.516,2865,4.06,6.311,50.43,0.3016
2022-09-27,EBT_CARD,2199918,97453553.64,9.7757,276.62,25.814,51.4,22295,6884,5.019,3918,91.486,83.17,3.787,4187,31.51,1.618,32.1,0.2847
2022-09-28,DIRECT_DEPOSIT,1674890,117360033.01,13.9355,254.61,33.985,6.99,23423,18154,14.111,4743,99.4741,75.13,10.427,1083,108.04,0.272,63.67,0.3645
2022-09-29,EBT_CARD,1061233,14547564.4,22.2202,463.46,31.318,54.47,7294,2593,13.368,1081,86.2712,36.82,2.442,2643,59.48,6.963,15.05,0.7272
2022-09-30,CHECK,2081092,26018266.08,1.2069,142.39,1.835,3.59,24943,13066,30.835,2963,90.5923,52.94,11.958,6017,5.21,6.694,3.01,0.4371
2022-10-01,EBT_CARD,2208440,119265502.72,9.2718,158.71,10.055,21.84,16280,18636,34.489,195,90.9794,18.18,3.935,7065,114.47,3.998,65.08,0.6703
2022-10-02,DIRECT_DEPOSIT,101531,1906279.13,6.261,56.21,4.384,7.66,12523,3738,1.898,4477,87.0845,90.46,11.487,2880,36.88,3.789,16.46,0.7218
2022-10-03,EBT_CARD,833178,23887162.58,8.9397,157.33,9.747,34.56,18968,16336,23.822,1824,85.5856,43.3,2.193,685,75.13,1.853,14.86,0.016
2022-10-04,DIRECT_DEPOSIT,1778994,56731234.56,8.5347,573.7,28.414,51.54,15557,10914,44.331,170,97.0957,97.4,0.613,83,23.46,9.91,16.24,0.354
2022-10-05,DIRECT_DEPOSIT,1362162,27627165.07,20.6215,174.77,35.545,12.57,6965,13255,13.145,5391,88.5488,47.86,10.216,7836,7.67,8.493,84.59,0.9781
2022-10-06,EBT_CARD,1540933,93244329.14,7.0821,431.07,33.992,41.47,22385,1652,44.879,5206,90.9259,18.97,0.443,2582,114.31,6.087,86.31,0.4608
2022-10-07,DIRECT_DEPOSIT,966673,15995043.85,10.7558,360.71,28.476,48.62,13557,3496,5.944,1124,99.723,57.11,1.99,7246,113.2,4.11,73.92,0.6574
2022-10-08,DIRECT_DEPOSIT,2040288,136737209.26,13.4973,296.69,19.765,47.89,12868,16042,40.251,1544,92.1411,81.38,2.142,7130,63.76,4.377,19.31,0.272
2022-10-09,EBT_CARD,2023199,35373861.64,20.8592,387.21,32.113,43.29,4786,1431,34.698,3588,88.1332,14.67,2.967,2951,116.56,9.83,10.62,0.2317
2022-10-10,DIRECT_DEPOSIT,1265883,48440195.5,1.6373,102.23,16.902,51.38,6180,1013,11.553,5026,94.0333,97.47,6.761,4415,68.07,1.495,47.41,0.6019
2022-10-11,MOBILE_WALLET,1057417,42054211.31,8.9893,48.8,5.883,23.05,6758,10564,35.061,316,99.6754,15.04,8.212,2844,84.88,5.735,4.94,0.939
2022-10-12,IN_PERSON_PICKUP,245287,2557212.44,22.5668,456.3,6.79,0.66,5448,15748,19.564,4198,89.0985,58.75,3.393,4598,47.6,7.439,34.37,0.9042
2022-10-13,EBT_CARD,531557,40295075.32,11.5096,366.42,3.811,31.11,2454,9969,12.575,2003,99.9266,88.35,7.768,2575,18.47,8.15,85.77,0.8882
2022-10-14,IN_PERSON_PICKUP,703992,11772651.87,15.7579,238.12,42.675,7.56,175,4182,10.995,5059,93.3727,88.59,0.405,3366,86.78,5.422,90.94,0.8968
2022-10-15,IN_PERSON_PICKUP,735860,24565059.68,9.1655,440.66,29.782,31.59,4660,2247,25.807,1595,91.4038,59.53,11.323,2900,56.91,6.976,16.35,0.4433
2022-10-16,EBT_CARD,2462984,130708980.64,17.5097,123.94,21.78,21.97,5889,12895,10.761,402,97.4189,43.1,2.915,7366,107.95,0.35,36.13,0.8464
2022-10-17,EBT_CARD,783666,42518289.9,23.2016,125.74,36.685,31.87,17708,5277,25.673,5606,94.092,91.32,4.359,4479,86.64,2.153,27.96,0.2438
2022-10-18,EBT_CARD,1954303,45244005.92,11.8027,293.97,5.683,24.48,20738,19661,41.465,5663,94.0381,89.71,3.222,3291,97.13,4.899,94.6,0.9297
2022-10-19,DIRECT_DEPOSIT,2463750,66978330.73,6.5505,383.0,24.814,44.5,23952,15715,1.764,2678,95.8642,75.26,10.362,5841,12.6,9.652,1.05,0.3618
2022-10-20,DIRECT_DEPOSIT,1517067,31865226.28,5.1744,127.09,12.534,52.61,5295,7870,18.873,1435,85.6493,22.95,11.183,6634,41.89,5.168,96.76,0.0766
2022-10-21,IN_PERSON_PICKUP,724644,47779676.11,13.8871,182.63,7.362,27.54,6329,2542,9.549,5406,88.0974,79.08,0.026,4056,60.6,1.681,4.25,0.1459
2022-10-22,EBT_CARD,1903511,30670679.9,16.5114,111.57,44.178,32.57,8511,9865,4.973,4057,92.9055,63.07,10.375,4223,105.87,8.335,77.66,0.0069
2022-10-23,MOBILE_WALLET,1560863,125459046.64,20.3545,403.22,1.546,55.15,18265,4118,19.887,3370,86.6056,16.15,1.326,2029,113.1,8.769,65.45,0.4905
2022-10-24,DIRECT_DEPOSIT,683816,7088437.73,4.3549,114.04,31.506,26.78,8182,17830,12.608,1191,90.5567,29.63,1.514,4275,24.94,5.092,23.57,0.9893
2022-10-25,DIRECT_DEPOSIT,171007,2438965.48,18.9194,388.46,9.491,52.55,14098,9895,24.762,983,93.4748,21.95,3.126,6855,110.66,1.588,37.76,0.665
2022-10-26,IN_PERSON_PICKUP,740773,21435612.25,8.8211,43.46,17.297,43.94,14575,4243,9.589,4978,88.9109,63.35,1.25,4780,65.47,3.786,26.47,0.9412
2022-10-27,EBT_CARD,1356678,61747464.9,9.4296,102.41,25.244,21.84,21500,11673,15.632,933,85.227,72.28,10.564,459,100.87,1.648,10.71,0.2027
2022-10-28,VOUCHER,723478,3769526.1,20.799,233.56,1.26,49.19,11540,12833,14.138,2507,95.9751,21.6,8.312,5837,31.32,3.772,30.87,0.3827
2022-10-29,EBT_CARD,220283,11298118.41,17.8753,333.26,28.622,19.25,8664,8042,34.437,4333,89.8522,39.44,10.746,1501,35.71,1.884,83.5,0.6784
2022-10-30,DIRECT_DEPOSIT,685473,15201014.84,20.989,575.32,35.526,1.89,8764,14292,0.614,3190,97.5183,91.32,11.1,525,82.71,9.045,9.43,0.1085
2022-10-31,EBT_CARD,2418227,73383129.51,1.2265,309.22,1.463,1.58,23483,9370,0.56,600,86.3734,25.8,8.793,6332,5.04,3.984,50.11,0.5823
2022-11-01,DIRECT_DEPOSIT,1547616,48153523.94,3.1366,176.54,25.484,34.04,3597,18643,22.811,1300,85.9375,69.32,1.303,745,94.9,6.982,44.45,0.3558
2022-11-02,MOBILE_WALLET,2146296,168251166.55,4.9818,182.82,24.527,15.74,23350,3758,36.605,23,93.2096,71.96,11.492,3485,104.73,0.723,94.01,0.3311
2022-11-03,DIRECT_DEPOSIT,1350107,70624392.09,4.6112,321.21,16.467,39.52,5391,8107,28.727,1192,97.0877,35.79,1.305,5577,17.7,7.177,15.97,0.1281
2022-11-04,MOBILE_WALLET,2025263,137805631.55,16.2617,308.04,36.82,56.21,9046,12272,1.772,1127,85.4458,72.69,3.294,4796,86.91,2.371,80.6,0.9464
2022-11-05,EBT_CARD,1040497,32172566.61,19.0796,463.22,43.23,52.45,5058,19843,23.925,5399,91.6969,96.72,10.783,2273,68.84,0.202,92.04,0.0611
2022-11-06,DIRECT_DEPOSIT,1745035,78125512.81,4.7459,440.57,43.109,25.48,1179,12020,20.633,1807,98.22,77.14,3.598,5587,96.1,8.578,53.18,0.5256
2022-11-07,DIRECT_DEPOSIT,99644,1807726.48,13.9049,171.73,24.365,45.82,8507,12256,42.065,3724,88.8151,82.53,2.991,5270,36.48,0.951,39.84,0.0422
2022-11-08,EBT_CARD,1392918,103912257.53,10.5442,195.46,22.2,19.44,21121,13742,37.437,2364,93.0512,46.02,0.011,3965,64.56,1.588,76.06,0.0137
2022-11-09,CHECK,1137813,72769414.06,19.8937,51.98,27.139,53.15,23823,15534,40.766,3060,86.8553,47.45,3.976,7529,46.61,5.425,96.51,0.6979
2022-11-10,DIRECT_DEPOSIT,1245153,35024220.84,23.5028,354.61,31.133,3.96,22175,3276,44.297,18,93.3564,13.36,7.904,7674,93.28,0.903,6.1,0.9982
2022-11-11,DIRECT_DEPOSIT,638488,42665696.82,15.1,197.67,6.375,35.44,13778,1611,3.963,1116,99.7065,16.21,11.33,3786,56.13,7.111,38.08,0.473
2022-11-12,CHECK,1854549,40208492.04,9.0054,552.27,20.05,36.32,18932,1174,40.784,203,97.9126,44.34,8.524,2194,28.14,2.587,47.42,0.8563
2022-11-13,IN_PERSON_PICKUP,359879,27647407.98,15.4726,373.15,38.728,59.45,138,17286,11.567,5526,95.6047,18.61,9.54,3779,65.99,3.32,77.45,0.7471
2022-11-14,DIRECT_DEPOSIT,2393814,15142670.98,15.7412,184.22,23.233,55.71,19494,8780,10.926,4609,97.1268,68.83,10.742,839,17.81,8.342,29.01,0.0092
2022-11-15,EBT_CARD,1611259,81568198.58,13.2193,376.73,3.138,3.09,10838,13787,7.684,1274,95.7429,32.93,2.219,1383,107.23,9.99,25.58,0.0816
2022-11-16,EBT_CARD,416548,7511044.94,5.6189,12.16,5.3,26.35,21281,10637,19.634,2850,87.081,89.17,2.897,4085,24.76,3.835,22.94,0.1656
2022-11-17,EBT_CARD,1043990,40300048.94,19.624,447.95,18.645,4.43,7639,15078,28.171,4944,86.5521,97.15,8.685,937,33.47,5.673,55.66,0.3189
2022-11-18,EBT_CARD,68263,513347.01,16.6526,436.65,27.632,39.55,6788,6939,26.689,412,91.9512,76.12,2.575,5709,28.33,4.432,58.03,0.2585
2022-11-19,EBT_CARD,2123680,76408115.9,6.8408,599.18,43.604,0.85,20631,12829,2.448,1268,87.7093,84.81,3.755,1315,16.51,2.368,19.7,0.3377
2022-11-20,EBT_CARD,240387,13188757.94,23.0487,23.79,14.79,33.04,24103,12320,14.34,2225,87.5874,14.98,0.172,3792,56.49,4.407,57.43,0.5872
2022-11-21,DIRECT_DEPOSIT,541731,37472387.36,11.3701,49.1,0.191,8.51,19606,7223,26.679,544,86.3335,81.14,2.485,1807,107.41,1.428,58.95,0.1188
2022-11-22,EBT_CARD,745348,28552854.4,16.0611,588.87,43.496,4.43,8833,16074,12.383,2078,85.6826,61.4,0.465,6603,92.38,3.504,50.29,0.0148
2022-11-23,IN_PERSON_PICKUP,1451073,17924268.17,1.7053,333.29,7.434,40.25,20113,9495,31.768,4542,96.6067,87.87,8.662,5790,62.14,8.301,80.27,0.0485
2022-11-24,EBT_CARD,1579177,67785203.45,21.9797,182.26,24.497,31.23,24878,12475,21.575,1411,96.5218,60.8,5.66,4800,64.86,7.193,75.46,0.7548
2022-11-25,DIRECT_DEPOSIT,1504922,79018669.86,21.7019,210.65,25.22,49.72,13466,2864,34.127,2021,90.0189,80.98,10.261,6059,101.77,1.422,69.26,0.2614
2022-11-26,DIRECT_DEPOSIT,536315,12098870.23,4.3502,397.82,29.482,39.14,15723,12822,30.125,4373,97.227,55.96,11.403,6436,15.06,8.26,0.23,0.0309
2022-11-27,EBT_CARD,122930,2858297.62,8.4625,402.05,34.124,23.07,14081,2249,29.451,4741,92.9451,75.16,1.621,7169,100.92,8.36,32.92,0.543
2022-11-28,CHECK,283339,3144961.82,2.6324,464.93,36.324,24.18,8385,5221,43.276,4107,97.4302,42.63,5.45,3319,100.83,3.322,57.34,0.6463
2022-11-29,EBT_CARD,399584,20299546.64,21.4023,75.56,32.406,38.15,20182,14410,17.015,3889,90.1383,86.22,3.24,6557,55.08,8.99,35.29,0.8272
2022-11-30,DIRECT_DEPOSIT,325343,8629582.51,1.1647,463.27,11.383,47.49,18418,14820,23.212,2344,86.1964,70.8,8.225,2421,103.61,9.222,58.49,0.8452
2022-12-01,MOBILE_WALLET,468952,16079716.51,11.7633,585.81,27.511,49.36,11090,12793,3.445,1263,88.3575,27.8,0.313,1446,0.32,0.433,56.47,0.9139
2022-12-02,EBT_CARD,767632,6513848.83,14.4569,268.63,13.631,39.97,6491,358,14.754,1993,95.9036,96.59,11.152,2531,73.23,3.658,22.51,0.5846
2022-12-03,EBT_CARD,659121,31237725.14,15.7639,143.68,8.091,36.18,9318,13992,32.105,4314,92.4657,77.82,0.635,2143,76.89,5.733,64.64,0.9709
2022-12-04,IN_PERSON_PICKUP,2412523,158218846.84,3.1566,513.81,12.739,44.76,22868,6310,29.772,4224,94.2408,66.67,11.755,6836,46.38,4.546,8.31,0.8844
2022-12-05,DIRECT_DEPOSIT,1164784,7465964.52,9.1149,128.79,20.394,6.82,16186,1973,26.547,4116,97.9999,64.93,6.842,835,108.07,2.942,50.15,0.9807
2022-12-06,VOUCHER,914447,41783980.1,23.9106,13.77,23.515,31.52,22661,16642,21.623,5662,89.299,39.21,7.274,3000,54.37,6.714,46.96,0.9269
2022-12-07,EBT_CARD,1903392,114087004.88,21.6505,400.82,7.012,56.69,48,18513,42.098,1025,97.2061,26.66,4.206,1673,119.41,1.385,11.98,0.3941
2022-12-08,EBT_CARD,282061,5993555.13,5.397,338.7,28.653,34.38,15550,2757,25.484,1075,88.9502,95.23,3.283,656,31.6,2.819,43.26,0.3509
2022-12-09,EBT_CARD,318541,26804338.44,1.9751,315.01,22.722,35.85,7655,7648,15.66,2662,98.4063,97.98,10.679,1766,110.45,0.123,68.12,0.6949
2022-12-10,DIRECT_DEPOSIT,1928528,28271899.03,20.8015,555.81,12.759,37.91,2913,14477,6.971,2658,98.7784,32.39,3.316,7438,52.48,3.101,4.47,0.8994
2022-12-11,IN_PERSON_PICKUP,2464083,41083406.7,17.7535,149.11,39.996,16.81,11670,1653,37.568,4523,99.2465,81.19,8.565,2987,34.32,7.13,71.78,0.5863
2022-12-12,EBT_CARD,1894547,91448471.01,12.6336,172.44,42.964,0.5,18040,3152,23.439,3886,94.7186,85.87,7.368,2014,55.67,1.451,94.65,0.8275
2022-12-13,MOBILE_WALLET,34552,2892341.26,14.1745,292.81,16.728,12.21,19141,11215,7.716,3892,91.1767,60.18,5.6,6785,60.23,0.517,35.36,0.0233
2022-12-14,EBT_CARD,473159,18017801.27,16.7523,51.49,24.301,14.7,3958,18921,3.477,5759,95.0668,16.03,11.948,6662,112.06,9.568,53.91,0.0127
2022-12-15,EBT_CARD,1915947,33326448.16,7.1339,200.12,19.201,4.89,3629,13703,13.203,2274,85.4659,11.51,7.856,4305,75.85,1.02,54.67,0.5448
2022-12-16,EBT_CARD,1874487,45327158.96,22.4474,166.61,26.686,23.78,9940,8503,4.884,5649,95.132,24.83,5.955,2499,90.04,6.395,15.05,0.0346
2022-12-17,EBT_CARD,896844,28270419.21,15.876,421.88,12.414,35.06,22518,17090,40.932,3387,86.3041,38.87,0.207,7834,6.06,5.845,65.68,0.7011
2022-12-18,CHECK,1074637,62047210.64,15.9671,584.13,30.931,20.54,16087,18588,25.944,3230,92.5972,29.14,7.578,994,86.77,9.677,79.14,0.0136
2022-12-19,EBT_CARD,679798,25841118.28,14.3996,32.69,25.03,25.55,6648,17288,41.676,3393,87.7763,25.09,7.801,4095,66.51,1.65,97.92,0.0654
2022-12-20,EBT_CARD,809467,4502694.16,10.071,37.18,39.277,43.24,12487,15192,28.622,358,98.9634,57.72,5.256,4075,97.35,7.079,81.39,0.7794
2022-12-21,EBT_CARD,1260291,63610166.5,10.1369,377.78,17.166,19.63,16668,19000,39.286,357,86.8815,27.51,0.381,6466,113.39,6.481,52.59,0.23
2022-12-22,DIRECT_DEPOSIT,1898009,64840104.48,16.8484,296.23,21.211,42.67,1087,10706,7.218,2143,94.0116,82.99,3.561,1675,65.23,4.948,80.87,0.1753
2022-12-23,EBT_CARD,1723012,59056224.21,13.4398,421.08,44.148,9.9,14201,14013,3.579,4762,95.1327,74.84,3.652,2494,4.81,3.808,43.96,0.9559
2022-12-24,EBT_CARD,1481621,31164940.26,12.5146,75.7,11.97,3.64,13690,15739,35.712,4149,95.9638,92.52,9.923,196,34.6,6.638,77.35,0.3468
2022-12-25,CHECK,2085179,26734742.14,9.9485,431.21,28.238,8.18,5934,15443,26.608,3363,94.5059,48.03,6.608,5997,38.84,4.181,98.67,0.957
2022-12-26,EBT_CARD,1054885,41198653.02,15.5882,576.21,25.839,15.69,4576,14387,27.254,4769,90.645,96.65,6.44,2925,65.69,9.807,58.46,0.2472
2022-12-27,VOUCHER,2286767,76067592.96,20.71,544.81,15.413,18.21,21026,4044,21.883,662,87.0461,86.78,8.014,924,53.11,4.825,81.36,0.8487
2022-12-28,MOBILE_WALLET,829239,48572458.47,18.5145,371.65,16.54,14.46,11937,15044,31.631,5867,86.8312,52.84,10.054,3438,112.25,5.671,65.21,0.0935
2022-12-29,EBT_CARD,493282,25150046.99,10.7599,142.93,7.149,41.81,18191,5017,38.935,87,97.4463,60.53,7.328,6339,26.86,2.485,19.47,0.1423
2022-12-30,EBT_CARD,1548321,98294077.57,9.8587,208.35,29.872,3.0,18544,9351,33.013,599,98.6174,50.25,4.497,4231,43.84,5.787,24.18,0.7215
2022-12-31,EBT_CARD,2299767,106797242.54,6.2898,451.62,31.117,31.97,22521,17222,36.603,1034,98.3615,81.81,4.072,7741,39.16,2.38,78.17,0.5543
2023-01-01,CHECK,1757399,90562147.89,6.9026,71.28,11.483,22.02,8665,13957,14.758,5666,92.2796,58.77,5.183,2426,119.9,4.291,99.07,0.0387
2023-01-02,EBT_CARD,861221,8438035.88,8.0272,449.61,37.104,18.75,4831,12570,15.694,1653,85.6857,90.68,0.403,4515,62.52,5.088,81.57,0.2468
2023-01-03,IN_PERSON_PICKUP,115832,9098349.65,8.7753,86.71,16.061,14.45,8204,18690,42.025,5662,96.3718,27.67,3.515,6834,98.33,5.343,90.98,0.7124
2023-01-04,DIRECT_DEPOSIT,1334051,109965929.67,3.7705,412.21,40.121,22.84,1153,15603,19.904,3266,92.0629,78.59,10.065,6282,64.46,0.022,94.87,0.3151
2023-01-05,DIRECT_DEPOSIT,1895077,24364118.37,19.8936,372.69,10.616,16.08,10869,19889,21.452,3053,96.404,38.24,8.675,10,48.04,6.286,16.98,0.8153
2023-01-06,DIRECT_DEPOSIT,1159247,67096819.91,15.2693,401.72,44.778,32.86,5673,12866,40.607,486,99.1291,12.43,5.315,278,45.26,8.312,8.89,0.0448
2023-01-07,DIRECT_DEPOSIT,498177,25304275.78,1.3854,57.37,29.463,28.15,7499,1198,43.245,1623,96.7502,59.05,6.032,2683,82.86,4.805,34.12,0.4068
2023-01-08,EBT_CARD,872625,51011443.72,2.0174,226.46,10.191,28.47,19613,14453,19.077,932,90.9473,36.14,6.02,5009,80.53,4.78,29.14,0.7808
2023-01-09,EBT_CARD,853724,46442681.59,22.7911,367.96,8.934,11.61,9520,428,42.416,3511,85.6724,19.54,7.104,126,118.62,3.089,23.82,0.4057
2023-01-10,VOUCHER,334665,11730419.08,6.6021,234.65,40.602,24.26,16057,13221,2.395,4331,90.3415,25.08,9.396,4234,15.31,4.365,2.03,0.2428
2023-01-11,EBT_CARD,340310,14142702.61,10.3456,594.42,26.749,55.75,5451,16771,38.952,1610,91.8706,28.76,3.436,1711,37.42,2.533,63.16,0.0407
2023-01-12,VOUCHER,1896456,97338300.02,4.0705,14.31,14.724,24.34,16580,15890,18.965,1859,87.2147,37.8,1.191,5416,85.1,8.836,18.98,0.9953
2023-01-13,EBT_CARD,756772,8724704.3,3.7204,580.09,1.541,52.79,24334,4391,16.712,2038,90.5088,25.08,4.631,5160,11.69,1.308,30.78,0.5577
2023-01-14,EBT_CARD,938852,10522015.74,9.7915,160.57,35.732,41.78,17489,9376,1.745,3794,89.3399,57.17,4.301,2890,22.4,2.981,93.02,0.8016
2023-01-15,CHECK,1911161,121878987.71,16.1384,222.68,31.27,19.96,17570,8427,1.915,4887,97.135,82.92,0.931,4517,21.04,7.123,82.51,0.0786
2023-01-16,DIRECT_DEPOSIT,1229882,68709233.63,10.0055,427.27,12.945,20.54,7762,17210,35.575,5858,92.9291,34.72,2.982,4672,84.35,3.487,70.73,0.7343
2023-01-17,EBT_CARD,2195271,111205702.24,7.2278,380.87,32.137,35.77,3662,1536,19.495,3784,90.9982,32.88,0.934,5921,57.34,5.754,65.08,0.2842
2023-01-18,DIRECT_DEPOSIT,1852766,67139221.27,12.3247,342.0,41.061,57.58,4655,17127,9.167,1840,95.1013,63.2,8.178,7411,75.34,8.362,7.68,0.6782
2023-01-19,EBT_CARD,2007613,31270447.71,8.4136,139.13,8.526,40.8,4052,9002,38.776,1372,86.3884,78.75,10.541,5899,88.92,1.22,67.64,0.9564
2023-01-20,CHECK,572769,27741207.03,22.0231,114.95,36.048,52.27,6152,4081,41.289,2952,96.3005,96.99,1.632,1425,103.83,8.782,86.08,0.7599
2023-01-21,EBT_CARD,1049330,38649321.28,22.1534,271.5,32.296,1.51,22234,6514,29.943,5609,90.8666,94.64,1.668,3345,28.77,6.226,20.65,0.9666
2023-01-22,IN_PERSON_PICKUP,451068,24458136.38,7.6082,400.87,24.554,35.56,16671,9128,0.035,1117,97.0527,87.99,2.222,1400,79.04,0.746,59.91,0.8274
2023-01-23,VOUCHER,2245501,186472636.93,16.6412,172.15,31.762,10.91,8861,2266,29.768,3912,90.0428,50.77,1.181,74,4.75,8.707,15.45,0.341
2023-01-24,DIRECT_DEPOSIT,844233,71237075.14,2.0579,364.88,3.457,55.12,5906,11032,35.292,2079,92.4969,46.36,8.428,493,88.95,0.379,47.27,0.7316
2023-01-25,DIRECT_DEPOSIT,395608,11198727.75,4.6168,464.56,44.043,28.64,3878,5287,32.585,3941,85.615,50.92,9.443,1029,88.05,4.907,94.25,0.4197
2023-01-26,EBT_CARD,242413,19233139.61,18.7364,477.39,22.31,48.87,21491,2964,29.551,5682,91.9271,68.72,1.642,952,44.09,6.914,37.92,0.0721
2023-01-27,EBT_CARD,834021,9700617.94,10.3296,520.12,15.426,18.99,313,7469,18.66,4727,99.5062,53.24,11.38,7415,16.07,4.811,81.72,0.1748
2023-01-28,DIRECT_DEPOSIT,1578521,86713115.57,0.701,108.76,43.554,44.49,22342,12422,17.768,5825,98.9633,86.09,9.103,5120,50.52,8.919,71.98,0.2976
2023-01-29,EBT_CARD,1573450,90600406.7,2.9839,289.14,26.267,13.25,12407,17584,15.812,5273,94.5514,56.42,0.415,5959,76.11,3.742,21.59,0.3572
2023-01-30,EBT_CARD,2146245,101295541.87,23.8601,591.65,37.245,44.17,21616,17486,0.443,4390,95.5215,37.53,11.747,34,64.38,0.96,2.89,0.3263
2023-01-31,VOUCHER,177515,4959809.95,0.2674,362.61,40.94,32.51,8153,7297,41.397,3271,88.4496,40.23,3.883,560,9.79,6.063,9.25,0.2078
2023-02-01,EBT_CARD,2340745,108316160.22,17.2509,77.71,2.37,34.37,6019,1699,20.085,482,94.5357,63.37,5.061,6528,110.47,2.889,1.99,0.6523
2023-02-02,VOUCHER,2120328,57053121.52,4.5305,163.68,17.172,13.67,14798,13406,15.143,1290,98.6898,63.74,7.996,6987,34.63,0.673,98.12,0.9431
2023-02-03,EBT_CARD,620885,52096315.47,6.9908,291.54,39.78,5.1,15883,16502,11.107,2890,91.6809,56.08,9.559,1680,108.75,9.66,20.65,0.6638
2023-02-04,VOUCHER,2356119,184097131.29,9.4842,341.88,23.646,3.75,2357,19735,10.03,1846,85.191,39.76,0.994,134,44.11,2.175,54.3,0.2295
2023-02-05,EBT_CARD,424724,4366023.84,16.4526,30.91,25.809,32.71,6807,11407,35.414,647,97.0731,23.42,2.139,3450,25.63,3.668,85.44,0.0869
2023-02-06,DIRECT_DEPOSIT,229163,16233765.77,0.8151,132.75,33.307,23.83,24968,10206,20.358,4387,88.1122,84.09,5.27,7446,77.98,3.842,28.47,0.7523
2023-02-07,CHECK,1454329,71914444.58,21.7202,294.47,26.583,35.19,15370,6370,25.579,4005,98.5903,70.25,9.143,5747,99.2,3.189,78.53,0.5153
2023-02-08,EBT_CARD,137644,10824458.69,13.2116,537.94,40.767,5.85,7947,10055,23.01,5577,95.6234,58.84,10.425,3366,101.38,2.241,93.38,0.7831
2023-02-09,EBT_CARD,1705002,119901572.69,18.8336,592.34,28.956,28.88,19171,12652,30.676,1018,97.3475,81.41,2.11,6179,43.15,8.525,40.54,0.51
2023-02-10,VOUCHER,1459432,86769302.69,23.0339,281.0,35.127,22.82,5416,15139,13.019,1225,99.7746,20.71,9.248,5845,116.79,4.059,1.14,0.5217
2023-02-11,IN_PERSON_PICKUP,831116,24712471.85,14.6648,86.08,24.127,16.41,11435,5561,2.581,2265,86.8167,59.59,2.006,6405,10.8,6.621,30.19,0.1406
2023-02-12,MOBILE_WALLET,1120913,74132030.92,13.7262,205.86,30.387,19.6,14982,13145,27.131,894,98.3668,14.54,8.522,7272,73.21,8.193,24.26,0.681
2023-02-13,IN_PERSON_PICKUP,2359046,186749583.32,13.0774,199.84,23.204,33.11,11908,17046,31.039,2903,99.9929,83.57,10.052,6379,67.89,0.479,55.73,0.0021
2023-02-14,EBT_CARD,2104592,165853560.51,11.6594,129.21,17.609,52.04,1524,17172,7.622,1557,90.07,33.37,4.578,3579,72.78,1.61,38.01,0.6586
2023-02-15,EBT_CARD,1373674,31222733.06,12.4642,203.45,5.701,37.12,19084,9127,6.824,3341,85.9901,27.88,4.545,7978,24.38,1.686,51.12,0.6498
2023-02-16,EBT_CARD,55260,309995.66,4.0836,207.68,4.482,58.33,1709,2851,2.556,3103,93.3462,15.53,6.159,3225,66.21,7.048,13.43,0.6985
2023-02-17,DIRECT_DEPOSIT,510152,13910876.05,24.7873,215.05,15.508,55.56,12105,15333,12.174,287,98.9403,94.11,5.464,5791,27.35,7.13,73.29,0.5428
2023-02-18,DIRECT_DEPOSIT,1461557,85521850.49,24.932,529.48,43.582,9.97,1259,335,22.73,1573,96.3644,67.42,0.37,2138,37.13,6.916,23.99,0.3557
2023-02-19,EBT_CARD,1495564,98609761.82,21.9589,527.73,22.971,59.77,9898,1984,42.585,4538,89.1065,67.0,7.027,2930,116.58,4.038,96.87,0.0371
