qol_infra_inspection_date,qol_infra_asset_type_code,qol_infra_asset_id_hash,qol_infra_condition_rating,qol_infra_work_order_count,qol_infra_mean_time_to_repair_days,qol_infra_preventive_maintenance_pct,qol_infra_pothole_reports_count,qol_infra_street_sweeping_completion_pct,qol_infra_water_main_break_count,qol_infra_sewer_overflow_count,qol_infra_signal_outage_minutes,qol_infra_graffiti_removal_days_avg,qol_infra_snow_plow_cycle_hours,qol_infra_leaf_pickup_completion_pct,qol_infra_permit_backlog_days,qol_infra_capital_project_status_code,qol_infra_service_request_backlog,qol_infra_operational_cost_usd,qol_infra_resident_report_accuracy_score
2022-11-24,PARK,b7698231973acdc4,4,1816,64.73,72.94,5550,18.82,250,323,28551.11,59.95,38.3,95.05,269.69,ON_HOLD,9138,3730786.68,0.883
2022-11-25,STORMWATER,e3c7713416dc3979,5,1060,86.76,38.01,18760,2.86,836,513,47491.68,56.03,68.35,53.38,93.9,COMPLETE,48582,15901488.09,0.6568
2022-11-26,STORMWATER,640365fffd9d6196,4,908,89.99,88.51,4851,79.1,743,579,18977.8,5.48,57.59,0.72,280.58,PROCUREMENT,10626,47030178.89,0.3834
2022-11-27,BRIDGE,9d0d83a15ccfb597,4,220,52.23,73.07,11109,3.31,1782,581,46409.41,28.13,56.23,97.35,127.67,COMPLETE,47611,9302764.9,0.5744
2022-11-28,SEWER,475d5a4643b21972,4,790,111.1,43.21,12088,30.06,1550,561,49811.55,31.0,30.57,84.77,293.83,CONSTRUCTION,24924,33918508.36,0.2862
2022-11-29,STREETLIGHT,f0f7cdbd246167ad,2,1314,53.95,11.05,7190,18.45,1336,365,37419.41,1.18,53.98,22.08,61.33,PLANNED,15118,8128548.26,0.485
2022-11-30,SIGNAL,32b7519c97ae2600,2,1642,47.07,0.51,19017,81.36,1337,597,36899.07,39.38,0.27,81.51,280.81,DESIGN,6912,21488783.99,0.7833
2022-12-01,PUBLIC_BUILDING,3680e48aa9daab5c,1,1525,66.8,97.59,14838,84.76,950,127,19653.81,6.31,9.53,73.16,113.48,COMPLETE,42630,17760714.3,0.9949
2022-12-02,PUBLIC_BUILDING,a59555b71cbbd3a7,2,705,39.16,9.67,3945,86.1,896,735,11648.83,47.84,16.43,32.19,133.61,CONSTRUCTION,1398,41845321.22,0.8787
2022-12-03,SIDEWALK,1d65c0c8032d7df3,3,499,88.27,50.78,6597,87.23,443,532,34332.91,1.22,76.17,55.27,243.11,ON_HOLD,13012,31081043.0,0.5494
2022-12-04,ROAD,1a970cf0bb748ef0,4,237,104.12,45.75,6155,32.16,208,336,36831.78,5.02,20.25,50.64,47.37,COMPLETE,15206,42464648.68,0.3786
2022-12-05,STREETLIGHT,100ec54d9cc9d7cd,4,1690,77.7,27.35,15488,91.92,1408,372,42107.1,43.33,51.34,33.64,238.68,PROCUREMENT,40909,46488599.93,0.8792
2022-12-06,SEWER,b98e7549a2d36cfb,5,46,80.37,11.25,15003,42.25,1050,706,37020.3,29.95,87.43,58.53,303.43,DESIGN,38083,12973363.6,0.6713
2022-12-07,SIDEWALK,1e65cf15a4d763fc,2,403,119.6,93.61,4069,23.34,1075,105,8000.82,19.85,46.82,77.18,54.72,DESIGN,33753,43115830.05,0.7483
2022-12-08,SEWER,1452b0f611347b9d,5,1007,29.29,69.69,8706,11.54,302,684,5376.08,10.65,90.96,33.27,178.4,CONSTRUCTION,38622,17860933.01,0.9043
2022-12-09,SEWER,e4cc7a061d4bf1b1,5,1894,106.9,87.08,2517,32.28,1385,603,20309.58,16.0,29.46,29.07,102.03,COMPLETE,18428,20646772.12,0.1031
2022-12-10,SIDEWALK,dec8c9a2bf8de8ad,4,1788,85.2,26.14,5440,9.0,687,429,48649.11,20.68,81.89,67.59,349.5,PROCUREMENT,29284,26992684.88,0.3972
2022-12-11,STORMWATER,f14c05bb05b722d4,4,382,48.11,10.56,7573,34.83,1943,398,5792.14,39.93,28.45,18.74,75.92,COMPLETE,44787,43303548.52,0.2514
2022-12-12,SIGNAL,ad4c69406d374727,2,1111,22.41,64.05,10131,50.69,787,260,34683.66,14.73,91.09,88.55,102.31,COMPLETE,25787,13017762.4,0.6073
2022-12-13,SIGNAL,5b78f862042cc2e0,3,1163,18.31,98.34,8328,88.46,1349,482,34589.98,51.94,29.38,46.25,188.66,PROCUREMENT,40030,36858930.67,0.3303
2022-12-14,PUBLIC_BUILDING,b9003e6c32048b2a,5,612,82.73,57.11,13336,98.17,246,604,12350.61,6.46,47.05,93.92,145.79,COMPLETE,20648,2943269.08,0.9905
2022-12-15,ROAD,c776091f99b12bb8,4,830,71.87,18.25,11138,46.17,987,38,26365.13,51.29,64.84,64.32,47.41,COMPLETE,27707,35049265.79,0.2613
2022-12-16,WATER_MAIN,fa57f8cce7a5c153,4,1751,45.05,55.83,4039,19.2,488,337,14923.7,22.43,28.66,87.53,125.78,DESIGN,47404,44949530.24,0.4886
2022-12-17,WATER_MAIN,8557e873d8751ead,2,1903,84.54,91.67,10836,49.51,1371,225,24340.55,59.13,78.72,26.45,271.16,COMPLETE,19149,8806909.8,0.3329
2022-12-18,PUBLIC_BUILDING,570448ea59ed8a97,4,1523,40.97,65.0,7206,65.99,1798,17,47836.93,11.45,48.75,10.14,273.98,PROCUREMENT,25917,27897560.39,0.3738
2022-12-19,BRIDGE,46873cef44d4f953,1,192,108.83,43.44,7268,32.41,527,629,3390.85,18.7,57.05,38.03,295.2,CONSTRUCTION,44715,25557102.32,0.8402
2022-12-20,STREETLIGHT,a0bc0a3c472fa38c,1,1387,2.15,54.88,11484,81.3,1258,398,34888.49,57.18,54.76,7.22,337.53,PROCUREMENT,29966,32961144.87,0.8199
2022-12-21,SIDEWALK,ad0ec13d6b5114c0,3,1788,0.65,43.0,18281,35.8,555,177,4203.14,16.37,37.89,26.66,283.36,COMPLETE,31829,23066464.79,0.0098
2022-12-22,STORMWATER,6a8bc9ac06bbf7ea,1,853,92.82,63.84,18299,19.6,342,438,14229.89,36.2,49.96,8.17,172.81,DESIGN,19924,49135779.23,0.9704
2022-12-23,STREETLIGHT,74c88cac4e4e03e8,4,1909,3.71,49.68,7887,62.63,1264,423,18437.1,20.09,12.84,18.47,95.85,CONSTRUCTION,822,5479492.92,0.2662
2022-12-24,SIGNAL,f19707674621579c,5,639,2.03,97.95,11693,56.28,1066,364,26983.34,3.47,66.54,36.64,142.25,CONSTRUCTION,15472,23485755.71,0.7618
2022-12-25,STORMWATER,efd8ec5729f63e5c,5,955,21.78,56.48,18394,30.23,1447,267,23344.75,3.38,17.5,69.34,248.09,CONSTRUCTION,7445,4570802.28,0.7964
2022-12-26,SEWER,2701cc2172528f4f,1,551,20.04,62.52,9494,8.94,1684,383,19299.78,18.7,42.7,30.54,128.03,PROCUREMENT,33708,16324769.87,0.6558
2022-12-27,BRIDGE,8eba7b3119fcf22d,2,1858,26.7,97.04,6806,52.88,1283,640,7691.48,38.65,13.74,0.37,171.81,CONSTRUCTION,13634,17790666.28,0.0853
2022-12-28,BRIDGE,c4377867b8b7ebee,5,661,26.37,67.58,703,64.32,903,19,43227.33,40.35,13.93,1.97,65.42,PLANNED,8660,40833677.96,0.8377
2022-12-29,SEWER,0b308b58312f466c,3,782,72.34,56.1,10530,31.36,1719,411,43962.57,30.17,4.17,61.72,94.63,CONSTRUCTION,15062,41809355.44,0.3963
2022-12-30,PUBLIC_BUILDING,b7e6fb43f7527af7,1,1946,115.37,91.89,14427,11.47,1386,443,6420.04,37.2,47.78,46.29,46.98,PLANNED,15828,22504649.72,0.3643
2022-12-31,PARK,cc801ed07458c2be,2,270,46.07,15.83,6839,38.39,668,181,45424.84,0.09,2.55,49.09,362.87,COMPLETE,13704,13672346.55,0.2205
2023-01-01,SIDEWALK,e5e02971f47f73b8,1,579,25.92,41.8,705,61.98,495,400,40095.96,51.89,64.73,1.69,173.91,PLANNED,1559,22394207.26,0.8297
2023-01-02,PARK,be8f31e01b88c853,2,895,51.96,88.95,12387,86.23,778,206,26318.23,8.68,75.1,27.99,94.02,ON_HOLD,16997,21805769.05,0.6143
2023-01-03,PUBLIC_BUILDING,f28847cfdd8c6c4c,5,658,87.55,51.54,442,97.24,1450,424,37847.43,26.49,22.79,95.35,123.98,PROCUREMENT,41755,2496883.72,0.9232
2023-01-04,SIGNAL,91d605f49bfe2bb6,2,1414,24.1,99.26,17371,37.97,1731,490,6027.43,47.4,34.59,17.25,285.75,CONSTRUCTION,41780,46914196.27,0.3517
2023-01-05,WATER_MAIN,f3268a7528f49a99,2,880,81.35,58.88,4475,97.95,489,756,20141.14,13.54,63.88,72.21,41.27,COMPLETE,9392,12108669.79,0.3601
2023-01-06,WATER_MAIN,657ecf0edef88dcd,3,1971,30.09,59.71,12533,30.23,360,382,32030.41,44.52,54.0,33.08,53.28,COMPLETE,38874,47542610.19,0.2364
2023-01-07,SEWER,920eb7f345e86f86,3,456,32.38,72.03,12757,36.41,972,551,15446.94,28.91,62.16,16.41,52.84,CONSTRUCTION,45690,24115116.46,0.1937
2023-01-08,WATER_MAIN,1324494a7aa2d165,1,243,95.93,80.78,11360,77.62,1707,328,42349.2,6.18,91.18,5.19,305.02,CONSTRUCTION,43188,33690440.56,0.3998
2023-01-09,BRIDGE,2083eccdb31b1c17,1,566,22.16,36.07,5489,38.88,357,578,3197.27,23.32,68.12,65.68,86.39,CONSTRUCTION,9430,48394412.47,0.003
2023-01-10,BRIDGE,38ec5731400ed30a,5,1389,111.52,85.68,15653,50.42,1350,567,20698.56,50.81,22.94,94.33,10.53,PLANNED,28870,32880450.27,0.495
2023-01-11,BRIDGE,6c587b711225c0de,4,1703,97.6,50.69,270,62.08,1625,270,23649.64,12.25,62.91,92.46,80.5,CONSTRUCTION,27042,3903430.37,0.8257
2023-01-12,SIGNAL,9088c08cb35391be,3,404,58.08,53.61,19896,38.85,441,525,46869.48,52.74,76.74,90.32,205.64,COMPLETE,45689,32288485.54,0.6385
2023-01-13,PARK,88322bc797198a44,1,971,86.31,84.0,5953,34.32,1936,220,13729.57,19.65,91.42,52.88,201.83,DESIGN,32703,20372991.64,0.3198
2023-01-14,SIGNAL,9cd58892bf6d6c9c,1,435,49.09,35.1,16620,23.15,413,373,18971.2,4.78,44.53,26.64,137.71,PROCUREMENT,34828,6589067.17,0.172
2023-01-15,SIDEWALK,3bf73a0e19d103bf,4,1878,99.9,13.17,18077,56.34,396,152,12318.24,59.47,82.48,96.91,216.47,COMPLETE,11469,19084138.69,0.1766
2023-01-16,SEWER,e9945de0ec5b2319,3,830,25.05,19.86,11594,62.56,1949,405,26370.69,25.04,90.45,49.36,96.11,COMPLETE,34087,17853670.47,0.9532
2023-01-17,PUBLIC_BUILDING,f8c159b82be1753f,3,48,102.71,44.71,16908,27.37,167,75,38353.73,49.59,32.26,46.4,303.02,PLANNED,28537,13835452.22,0.7079
2023-01-18,ROAD,fab45a0dd33e3c62,2,1382,78.91,82.5,7097,45.0,927,506,2043.54,0.69,76.19,50.63,177.24,CONSTRUCTION,31526,21073508.29,0.3792
2023-01-19,ROAD,e679d6c989f3eac7,1,946,19.89,26.28,9965,81.04,398,31,44149.59,19.75,91.01,58.7,30.48,CONSTRUCTION,17910,21398025.45,0.5657
2023-01-20,ROAD,304905a92b155b31,2,1979,52.47,82.61,1543,19.05,1388,13,10173.8,50.28,89.09,18.05,286.86,COMPLETE,23968,34317420.14,0.8132
2023-01-21,STORMWATER,dadf7c14c5bd5efb,1,1467,58.76,5.03,3224,46.95,516,176,40216.87,46.01,13.78,96.0,31.18,DESIGN,47968,31259481.45,0.6978
2023-01-22,BRIDGE,11f0389d2e877053,1,742,47.26,20.05,9407,65.67,248,402,16227.12,43.84,91.22,80.61,268.9,DESIGN,15154,7697315.59,0.8792
2023-01-23,PUBLIC_BUILDING,12baa3002592d461,1,654,111.07,19.42,18142,63.42,955,409,43887.99,44.6,59.67,91.33,295.93,PLANNED,32640,37484212.05,0.9484
2023-01-24,ROAD,96d624a2dfd8e440,3,1454,93.51,65.16,9237,30.4,1950,132,35411.47,30.55,11.06,0.84,168.4,CONSTRUCTION,25556,47044013.99,0.0914
2023-01-25,PUBLIC_BUILDING,9e9dd813ae2396bb,4,605,55.62,51.84,7122,13.16,1637,171,45007.46,10.96,40.95,85.6,283.37,DESIGN,15160,30776692.33,0.7128
2023-01-26,WATER_MAIN,b8e49663a7d15687,4,297,97.87,12.31,2606,0.89,620,146,29883.99,57.23,59.64,13.72,354.62,CONSTRUCTION,37615,7348242.08,0.8238
2023-01-27,SEWER,61a8ffcb6ec21b61,5,1688,48.77,12.38,5343,35.43,32,690,8372.72,49.26,6.36,85.46,170.26,CONSTRUCTION,11473,18848505.75,0.8442
2023-01-28,WATER_MAIN,64bd204bcf42ced2,5,707,76.97,9.13,15117,74.26,1246,264,20107.92,18.0,67.6,15.67,216.79,CONSTRUCTION,30618,48911173.81,0.2595
2023-01-29,STREETLIGHT,01a04c2b053d7e3f,5,1315,48.86,59.43,3746,50.85,393,702,17993.86,44.61,18.5,89.24,308.37,DESIGN,9482,38043371.59,0.6022
2023-01-30,PUBLIC_BUILDING,f25b832df4e77e87,3,20,43.27,18.86,1116,95.14,1524,659,39518.25,53.26,51.42,57.66,267.2,CONSTRUCTION,11427,5105843.33,0.3208
2023-01-31,STORMWATER,cd01b8125044ee36,5,103,42.24,75.99,17699,10.41,503,99,36210.86,1.5,51.63,25.17,175.2,COMPLETE,23360,1318392.92,0.6292
2023-02-01,ROAD,5db8143fff47798a,1,291,74.03,45.59,2680,59.11,1001,273,12567.8,9.97,8.92,39.57,231.73,PROCUREMENT,8322,16329042.95,0.8551
2023-02-02,PARK,7b95c1e58a73688f,3,242,58.55,66.19,353,54.12,1134,357,9710.43,35.9,85.32,88.91,187.12,PLANNED,14408,6688064.61,0.1439
2023-02-03,STORMWATER,3517e6d43adc7511,4,1064,91.46,85.02,9390,3.93,1861,415,30453.96,19.99,44.01,43.24,1.87,CONSTRUCTION,42693,46500660.71,0.1324
2023-02-04,STORMWATER,a1a6c983db8066a7,4,1048,101.11,25.03,5996,17.81,472,531,15997.85,45.14,88.41,29.17,169.1,COMPLETE,12992,8666669.59,0.8138
2023-02-05,ROAD,53a87d281b1fd322,4,958,71.61,68.72,17994,60.19,1015,196,43440.38,59.48,75.74,92.46,127.82,CONSTRUCTION,27850,33341445.52,0.2187
2023-02-06,WATER_MAIN,b4a2e18a99d45e44,4,1404,48.11,84.25,6897,90.27,1879,215,20374.69,46.58,36.1,79.43,99.76,DESIGN,16427,49019967.24,0.5399
2023-02-07,WATER_MAIN,2249b8f4868d7231,4,1682,27.16,85.15,2907,10.3,1846,304,33584.76,4.74,34.85,40.56,163.68,PLANNED,42908,36503198.41,0.6587
2023-02-08,STORMWATER,7c0cbed1dd1cc1c8,3,456,17.91,33.84,3400,77.82,356,464,27267.9,47.19,44.69,7.05,43.96,COMPLETE,25698,17603916.48,0.634
2023-02-09,PARK,a57a2022f96d8562,3,263,103.1,26.63,16930,44.08,485,625,34714.02,30.11,35.37,35.3,22.72,COMPLETE,16492,37553589.33,0.0929
2023-02-10,SIGNAL,bc38c3a4af72de22,3,911,44.93,13.59,13728,14.92,1081,318,48072.71,46.6,8.54,47.78,122.49,ON_HOLD,8400,21351983.71,0.4291
2023-02-11,PUBLIC_BUILDING,89753e35960746d1,2,129,25.3,55.73,9773,36.93,664,16,15199.02,22.04,21.51,77.5,98.08,COMPLETE,186,26520497.99,0.7067
2023-02-12,WATER_MAIN,aa3138c38f9ac916,4,1244,37.77,84.34,1381,58.0,1393,500,12876.1,43.92,58.79,56.24,309.28,COMPLETE,17870,1180816.5,0.3451
2023-02-13,STREETLIGHT,81bf8f6994920f2f,2,426,43.32,5.25,426,11.79,1359,430,31037.94,55.23,89.71,54.11,54.86,COMPLETE,32352,3608570.79,0.2162
2023-02-14,WATER_MAIN,1471d359f6fa8f02,1,1845,87.16,53.52,1497,82.33,696,631,7424.59,31.52,34.99,0.46,102.41,COMPLETE,29067,24439587.38,0.457
2023-02-15,STORMWATER,b99e98974cad9c26,5,758,89.15,65.67,3389,25.63,337,465,26522.8,3.79,37.85,2.25,5.66,PLANNED,46945,18858811.58,0.2914
2023-02-16,STORMWATER,42734eac54fcdd0a,3,788,2.83,85.79,12580,29.88,730,420,6919.13,9.54,82.66,85.5,131.03,PROCUREMENT,20682,49824986.64,0.4886
2023-02-17,BRIDGE,dfa8e52bdc193760,3,1843,78.49,82.86,12783,31.56,629,99,23171.87,46.3,72.72,17.39,37.83,PLANNED,14527,37914087.19,0.135
2023-02-18,BRIDGE,88c7697f6b0b3fd9,2,477,20.84,3.67,18376,35.11,1597,633,15927.91,45.59,18.06,30.71,142.44,DESIGN,15978,27239901.87,0.1316
2023-02-19,BRIDGE,0f250401a741d892,1,1272,4.7,77.75,1757,58.64,834,30,11160.31,30.91,23.1,21.71,251.54,PLANNED,40359,38860322.87,0.8509
2023-02-20,STREETLIGHT,8a1c1853789cd7f9,4,1739,55.69,61.2,14067,33.09,1165,64,43404.28,37.09,50.55,12.71,253.48,CONSTRUCTION,18328,25789919.99,0.0983
2023-02-21,STREETLIGHT,3eef9c6ece9671f0,5,433,9.08,3.86,18525,46.21,26,208,8596.62,48.74,26.74,84.76,88.59,PLANNED,23123,20422984.95,0.0477
2023-02-22,SIGNAL,7b518a533577dc28,1,421,25.51,60.12,11706,92.98,1088,161,23650.57,11.3,8.61,65.52,137.24,DESIGN,12077,34471296.62,0.8655
2023-02-23,STREETLIGHT,5607e5bf92f6f68c,1,909,58.89,9.0,4462,58.72,299,390,22302.22,17.86,86.84,60.59,127.14,COMPLETE,18996,34700987.35,0.8071
2023-02-24,WATER_MAIN,318645fc926e5d47,4,1224,63.79,60.22,5021,81.78,1006,561,35599.35,22.96,71.62,97.21,209.65,CONSTRUCTION,29173,20992475.36,0.31
2023-02-25,BRIDGE,7b805d70137f1129,4,457,83.27,12.46,9568,83.72,1555,482,22682.87,20.68,66.16,82.15,4.88,ON_HOLD,28825,32635354.4,0.2302
2023-02-26,SIDEWALK,3a7653e06be94077,2,1602,62.2,68.95,3791,26.25,495,732,2957.02,43.15,36.66,87.75,156.6,DESIGN,6451,32985671.62,0.3832
2023-02-27,STREETLIGHT,2578f14638f90302,2,1543,83.34,95.45,4215,67.87,1432,50,28175.76,14.23,3.1,63.37,125.52,PROCUREMENT,2623,46861656.95,0.5422
2023-02-28,SIGNAL,266f7d824d013305,4,683,29.5,91.67,990,55.31,1008,496,25221.74,13.49,33.76,31.96,141.81,DESIGN,32397,24263628.88,0.1859
2023-03-01,BRIDGE,5cd4099338372502,5,1058,110.36,5.96,19099,53.13,1819,633,37272.11,9.86,33.56,94.71,111.6,CONSTRUCTION,33993,12982921.54,0.1162
2023-03-02,WATER_MAIN,ded65a4ab0ef8b8c,4,1793,73.32,66.13,19227,34.52,1515,535,34179.84,47.41,54.82,63.61,54.98,CONSTRUCTION,10232,44744405.93,0.8818
2023-03-03,BRIDGE,8d2a6a83adc50b72,1,367,36.49,82.28,17685,91.97,190,663,23049.74,25.9,53.35,81.0,220.92,PROCUREMENT,9979,23784489.28,0.1336
2023-03-04,SEWER,7969ce0e55ffde90,2,1979,111.1,12.77,4999,91.45,350,764,37935.11,55.56,10.55,68.37,34.36,DESIGN,3114,28231138.7,0.0078
2023-03-05,PARK,677ba9504d7b95eb,1,1656,30.86,64.92,8540,40.9,1464,603,23890.1,45.66,19.63,31.68,12.25,CONSTRUCTION,696,41649812.01,0.744
2023-03-06,WATER_MAIN,cfea494aa7f45d7f,5,277,2.52,39.52,6209,80.85,1930,44,18560.01,18.85,33.47,20.7,130.41,CONSTRUCTION,1452,34855791.93,0.3583
2023-03-07,WATER_MAIN,ce2fb236e280d93e,2,823,35.98,51.15,4804,17.52,1601,469,26588.53,0.84,0.01,77.78,126.09,COMPLETE,46451,14370176.89,0.0796
2023-03-08,BRIDGE,9b8a88b4a4844d2b,1,5,117.16,84.04,8358,58.16,928,719,17546.28,28.79,61.12,84.31,264.39,COMPLETE,25958,3264795.5,0.2996
2023-03-09,PARK,0faffe55f21ffb52,2,958,109.73,58.3,2461,17.12,1466,357,1831.2,54.51,11.91,75.56,259.17,PROCUREMENT,4301,5507447.84,0.5943
2023-03-10,WATER_MAIN,150f3a44b9ef2e75,1,1256,49.29,44.96,1745,27.47,1279,69,14069.37,22.28,85.44,45.85,17.79,CONSTRUCTION,37168,36742131.58,0.2048
2023-03-11,SIGNAL,a7a9117bcf83dff5,3,1068,33.72,71.05,3202,31.74,1625,357,47951.12,23.04,34.34,51.87,12.97,COMPLETE,39338,48308366.73,0.7661
2023-03-12,SEWER,d46b50de75fa76a2,1,1524,15.79,50.89,13043,55.23,1444,649,4268.49,3.0,74.29,56.6,365.0,PROCUREMENT,25662,35048017.74,0.9518
2023-03-13,SEWER,cd41869718fabfbd,4,574,105.09,55.76,8031,55.17,776,120,41744.59,15.13,27.11,29.56,320.03,PROCUREMENT,18811,29199353.57,0.1726
2023-03-14,PUBLIC_BUILDING,bc56aa262b47b18d,2,1998,1.03,48.76,586,63.53,404,251,28206.46,19.93,58.36,2.07,151.98,PROCUREMENT,15514,36405460.17,0.3673
2023-03-15,ROAD,97b1960fd82ccebf,1,720,78.99,55.66,12295,22.85,177,66,11919.26,8.4,89.87,34.11,318.02,COMPLETE,7264,21345650.89,0.8332
2023-03-16,STREETLIGHT,79808bd01cc30492,2,285,41.92,34.79,4184,83.84,1069,787,9402.56,5.38,17.68,32.48,243.22,PROCUREMENT,27600,25478059.1,0.7013
2023-03-17,ROAD,18f1e5c25907658e,3,1420,46.47,4.96,10575,43.3,1356,737,41609.92,20.38,62.27,36.42,249.53,ON_HOLD,38473,25441209.55,0.1468
2023-03-18,ROAD,92d055e2e7181549,1,248,31.37,58.59,2718,17.05,1786,292,46275.12,31.57,10.46,80.86,240.08,CONSTRUCTION,3580,4851592.94,0.9151
2023-03-19,STREETLIGHT,1cfa1f41ab45d68c,5,1843,34.73,95.44,10935,0.28,1865,381,33205.33,5.35,30.4,37.09,47.48,COMPLETE,18796,26560757.39,0.8532
2023-03-20,SEWER,13497c7e2652bb41,2,1075,83.96,26.03,19034,29.56,1427,311,26670.53,21.5,48.03,97.65,359.95,CONSTRUCTION,38236,36824098.49,0.6679
2023-03-21,SIGNAL,c5f78b4d90f4876f,1,114,116.73,51.88,4979,97.33,134,88,44343.24,41.22,39.09,97.62,290.33,PLANNED,18751,34416218.05,0.1231
2023-03-22,PARK,d7412b896b28c7ce,1,1160,93.16,66.96,105,31.54,1735,547,1404.32,11.75,41.33,98.82,328.48,COMPLETE,38072,44127908.48,0.6199
2023-03-23,WATER_MAIN,f80139c3753b6774,2,567,100.47,1.39,4266,1.25,1980,165,19068.38,29.01,95.22,69.63,339.46,DESIGN,9627,27286439.17,0.1798
2023-03-24,PARK,f50d7ca5b1971a20,1,1201,119.52,21.45,2912,52.95,422,655,28657.26,9.63,87.96,84.53,97.03,COMPLETE,27486,27398934.33,0.0913
2023-03-25,BRIDGE,f9cf5c3367dc20f3,1,1393,53.4,2.03,16364,55.76,836,68,39743.39,15.07,71.59,54.74,22.77,PLANNED,19163,36973572.02,0.207
2023-03-26,SEWER,a7515b2daef6caea,1,375,54.79,76.17,7964,58.93,649,527,30566.57,32.21,33.59,30.3,223.21,CONSTRUCTION,25829,37872656.86,0.3161
2023-03-27,STORMWATER,202f8d0545948396,2,1945,33.37,37.55,10404,30.89,971,748,12406.1,4.5,33.76,82.44,120.28,COMPLETE,34937,5966945.61,0.1364
2023-03-28,STORMWATER,8189ec0ab68b416c,3,1727,110.52,49.25,6990,82.79,1661,760,13182.52,37.68,65.63,4.12,16.8,COMPLETE,24674,3608934.03,0.2867
2023-03-29,ROAD,2fbbda124706bbfb,4,582,16.62,75.11,18098,64.13,1798,476,3560.89,49.24,29.22,52.98,35.33,COMPLETE,8004,26202047.67,0.7567
2023-03-30,WATER_MAIN,ac6f28011be6228b,2,1309,119.19,16.62,85,51.22,1774,462,19203.96,7.15,29.84,0.96,14.95,COMPLETE,7566,26589586.91,0.791
2023-03-31,PUBLIC_BUILDING,74f5b884127853c8,3,1717,83.24,78.23,6449,70.09,582,36,19960.2,45.24,62.33,90.7,233.73,CONSTRUCTION,13758,40043452.46,0.0224
2023-04-01,ROAD,4c24e9d99691c0f3,4,651,95.13,77.23,9041,64.9,995,342,24639.15,16.53,91.71,19.21,120.71,PROCUREMENT,9331,46432534.52,0.4498
2023-04-02,SEWER,5525fc578b675cf8,5,57,55.09,44.79,9205,36.42,589,487,1661.54,43.6,13.01,18.5,296.19,DESIGN,45971,31424105.99,0.4237
2023-04-03,SEWER,02e434f0c3c9e8eb,5,1678,29.05,71.05,16265,1.96,664,621,28321.35,1.78,3.06,37.16,165.09,CONSTRUCTION,27945,21584452.24,0.3815
2023-04-04,SEWER,290dcdd820924315,5,623,59.35,37.3,6231,92.7,994,516,44519.06,58.53,49.81,31.09,98.29,PLANNED,45767,34125238.44,0.9625
2023-04-05,SIDEWALK,6c84f6dec465c0a3,3,418,11.19,33.71,10338,41.15,1792,108,9072.61,40.98,80.89,15.52,256.91,DESIGN,35361,23438882.95,0.9
2023-04-06,BRIDGE,29af88a3714d7421,5,570,54.69,14.81,7685,24.73,758,163,37878.24,30.28,87.23,55.01,315.69,COMPLETE,9662,6260556.5,0.0734
2023-04-07,BRIDGE,71a5f280895f7229,4,1037,82.94,74.17,14542,89.59,1116,429,35453.38,15.68,22.61,91.3,306.09,CONSTRUCTION,36537,8945636.46,0.1725
2023-04-08,STREETLIGHT,ad6318f642ab935a,3,387,40.62,12.91,9390,12.16,539,259,42696.75,29.16,21.57,57.01,358.06,CONSTRUCTION,17016,32497121.0,0.1255
2023-04-09,BRIDGE,17ad961cb1998d43,3,1729,2.3,62.42,5346,57.12,1631,751,7824.58,20.38,28.57,79.95,224.35,CONSTRUCTION,13046,16067204.4,0.9765
2023-04-10,BRIDGE,ae75024d40643612,3,1472,30.4,73.57,17748,31.48,260,275,9690.41,48.04,94.03,65.35,119.33,COMPLETE,1437,8817217.11,0.5318
2023-04-11,BRIDGE,9bd9e52d3301bb74,3,988,15.42,21.01,12998,45.65,1633,771,25143.78,47.61,79.62,14.01,280.75,CONSTRUCTION,22126,49792741.94,0.1942
2023-04-12,SIDEWALK,5b0f3d7f1c04ffd2,4,243,74.86,68.85,4264,61.59,1873,44,20074.87,56.04,15.77,49.79,71.05,CONSTRUCTION,17944,1844714.04,0.1754
2023-04-13,PARK,b73aa3acfc3a7c33,1,845,55.52,70.43,13570,63.39,153,285,43209.28,20.89,91.96,97.4,155.69,COMPLETE,33597,25713000.91,0.7383
2023-04-14,SEWER,9427ec8e52212f19,1,837,0.36,15.43,11442,54.94,1873,771,41057.09,12.09,70.33,78.21,193.54,DESIGN,836,49669472.93,0.79
2023-04-15,WATER_MAIN,181a91079b7a53ec,1,1846,113.65,68.7,19886,40.48,1660,321,33931.39,26.12,7.92,96.32,314.96,PROCUREMENT,5372,476302.88,0.8411
2023-04-16,BRIDGE,344bac0b7cc9c3ea,1,1966,14.09,10.21,19053,95.72,128,54,11096.82,14.44,58.5,19.8,229.77,ON_HOLD,23392,46186760.18,0.4209
2023-04-17,ROAD,de6bb43fd2f05932,4,1434,75.96,72.81,16053,50.45,137,172,32057.2,14.69,79.14,7.83,125.72,COMPLETE,34081,641878.25,0.1996
2023-04-18,SEWER,357f1bb6c9779c0d,5,1371,102.12,9.06,12819,43.98,599,787,34915.41,50.76,22.98,2.7,164.37,COMPLETE,7132,6030412.32,0.886
2023-04-19,STORMWATER,a017a27f300c96a7,5,767,100.69,86.74,5773,92.54,1799,126,29210.5,43.43,20.92,94.84,362.13,DESIGN,46538,35939059.05,0.213
